"","WinIndex","WinBAH","WinTrade","AnnRetIndex","AnnRetBAH","AnnRetTrade","AnnSharpeIndex","AnnSharpeBAH","AnnSharpeTrade","MaxDDIndex","MaxDDBAH","MaxDDTrade","Accuracy","Precision","Recall"
"600000",0.518259129564782,0.49045899948427,0.555143651529194,0.0323722047978191,0.116007820828792,0.399884911276219,0.133882234305425,0.301594370651775,1.50099437469226,0.470345986288784,0.656206994261749,0.485691620537733,0.508571428571429,0.573033707865168,0.515151515151515
"600008",0.524262131065533,0.514033264033264,0.551132884262094,0.0849541485767716,0.208078538005892,0.525050265969055,0.354949351241287,0.439036808137684,1.16760555343247,0.466961388379848,0.672897196261683,0.672897196261683,0.523428571428571,0.890574214517876,0.528617363344051
"600009",0.520260130065032,0.524742268041237,0.557746478873239,0.058481510682966,0.237869268471954,0.546320466388854,0.246837711086017,0.658295655696569,1.60914540393118,0.466961388379848,0.519241494701617,0.417328890028198,0.533714285714286,0.968220338983051,0.537647058823529
"600010",0.52376188094047,0.495212765957447,0.550120288692863,0.0552676992121445,0.176501238162727,0.397973579275855,0.225477311198389,0.384254393900636,1.03443208482528,0.466961388379848,0.630494505494506,0.634125616338713,0.52,0.696078431372549,0.5325
"600011",0.51775887943972,0.497635312664214,0.547966231772832,0.0570061081532778,0.102825024761761,0.32394140126673,0.239527344202974,0.245382198650801,0.923462791537373,0.466961388379848,0.640944881889764,0.542503863987635,0.515428571428571,0.716939890710383,0.526907630522088
"600015",0.521260630315158,0.504397309881014,0.547246770904147,0.0699233824694694,0.189349568827211,0.515708066261773,0.294308500751155,0.495346410436094,1.56864446395408,0.466961388379848,0.508270444073677,0.419092316740885,0.516,0.8,0.520863309352518
"600016",0.518759379689845,0.498669505055881,0.537729435757988,0.0652741842412537,0.193578344060533,0.410667503430554,0.274610717067078,0.543042719473491,1.3260976131813,0.466961388379848,0.431478968792403,0.608840438104381,0.516571428571429,0.819761129207383,0.526132404181185
"600018",0.52176088044022,0.505417118093174,0.542279411764706,0.042706748080717,0.125171711271165,0.405383751121901,0.174031003992838,0.296682962500037,1.01702456183775,0.466961388379848,0.722548197820621,0.638201445134962,0.538285714285714,0.936058700209644,0.544512195121951
"600019",0.524262131065533,0.506410256410256,0.546833773087071,0.0695358322742385,0.151192398533441,0.540276160379062,0.28103415737092,0.385797266900195,1.50198371894548,0.466961388379848,0.654499540863177,0.516949152542373,0.525142857142857,0.84549356223176,0.534237288135593
"600021",0.525262631315658,0.501054852320675,0.541363335539378,0.0726329271703954,0.243698143241873,0.509231601111471,0.292796198342775,0.503920059669138,1.10742342177911,0.466961388379848,0.72787477423239,0.726971703792896,0.52,0.839168490153173,0.525342465753425
"600028",0.51975987993997,0.486544671689989,0.5336,0.0617469379184698,0.0325699153245477,0.275446742627496,0.260407994791847,0.103172496554328,1.04222471074125,0.466961388379848,0.657538356404123,0.521027167845181,0.508,0.699459459459459,0.526016260162602
"600029",0.521260630315158,0.500783289817232,0.583410138248848,0.0741936111441656,0.222244304323173,0.5976723052998,0.310586905039048,0.498740949260422,1.53093620854643,0.466961388379848,0.834299917149959,0.642020090332644,0.521714285714286,0.571428571428571,0.530569948186528
"600030",0.522261130565283,0.485466598674146,0.572085889570552,0.0701000731603219,0.124913764075681,0.455843231921255,0.294851879534479,0.278704721341321,1.62057143347441,0.466961388379848,0.660651984300044,0.443310983078755,0.493142857142857,0.296296296296296,0.478504672897196
"600031",0.520760380190095,0.486139630390144,0.563789868667917,0.0585780686357895,0.137039410652192,0.556878204948505,0.24645345111843,0.326835531498908,1.61888841132157,0.466961388379848,0.752720612003016,0.670967741935483,0.524571428571429,0.579128440366973,0.520618556701031
"600036",0.520760380190095,0.492307692307692,0.570378151260504,0.0537559613726099,0.187949833410824,0.528163908484107,0.225387764839484,0.515639756957608,1.98310415010119,0.466961388379848,0.576766304347826,0.31205083177724,0.514285714285714,0.49714937286203,0.515976331360947
"600038",0.523261630815408,0.524120603015075,0.552648372686662,0.0610787849824785,0.261932500682308,0.538508973917008,0.249044654566593,0.535617909692573,1.22113590554176,0.486068211852279,0.641992294991745,0.672362580671324,0.497142857142857,0.8039430449069,0.511498257839721
"600048",0.518759379689845,0.502325581395349,0.549525101763908,0.0510815867573175,0.212361034870124,0.567765248322491,0.214313658468606,0.425478200335448,1.33402047489894,0.466961388379848,0.628072683169818,0.493100077383537,0.518285714285714,0.805434782608696,0.527402135231317
"600050",0.524262131065533,0.481026189203634,0.524838012958963,0.0656263630005375,0.0714699064420743,0.323129015783375,0.264914019520884,0.189793953948202,0.935420781005626,0.466961388379848,0.641055192726342,0.632968509984639,0.500571428571429,0.763274336283186,0.511111111111111
"600061",0.52776388194097,0.517382413087935,0.567821067821068,0.097196818860554,0.278994792976683,0.698973917671974,0.409601340450245,0.527075840580659,1.49154900596506,0.417308438286475,0.775834037848735,0.687588246263686,0.52,0.734288864388093,0.526482213438735
"600066",0.520760380190095,0.510908168442415,0.542800265428003,0.0333090765913118,0.844998928133246,1.85750662985901,0.136461575607701,0.880875853102339,2.37041674049915,0.466961388379848,0.914425427872861,0.53400689465735,0.497142857142857,0.788248337028825,0.507857142857143
"600068",0.521260630315158,0.509100364014561,0.555703802535023,0.0540929875586396,0.103293295876395,0.481503904829954,0.222446951621215,0.232836613900504,1.18713617734445,0.466961388379848,0.790705563093623,0.666415516747846,0.525142857142857,0.818481848184819,0.527659574468085
"600074",0.534267133566783,0.527159855147439,0.564420803782506,0.108032716587757,0.246892205349895,0.827335472648479,0.3840888658693,0.450607203074978,1.66091204137458,0.678490428773199,0.729699666295884,0.659470752089137,0.538857142857143,0.926931106471816,0.546461538461538
"600085",0.51975987993997,0.512716174974568,0.561178247734139,0.060700368745292,0.305761975615465,0.608873357527887,0.25662214407363,0.746388426617755,1.65727249951278,0.466961388379848,0.494811320754717,0.494811320754717,0.511428571428571,0.694877505567929,0.517842323651452
