"","JCI.Open","JCI.High","JCI.Low","JCI.Close","JCI.Volume","JCI.Adjusted"
"2001-07-02",114.515182,115.139809,112.953613,113.682343,4228300,42.130238
"2001-07-03",114.931602,115.014885,113.619881,114.473541,1727000,42.42347
"2001-07-05",113.370033,114.619286,113.26593,113.828094,2210200,42.184254
"2001-07-06",112.43309,112.84951,109.684723,110.975624,3702100,41.127159
"2001-07-09",110.975624,112.599655,110.975624,112.224876,3252400,41.590134
"2001-07-10",112.224876,113.474136,110.455101,110.892342,3136600,41.096283
"2001-07-11",109.309944,109.330772,103.063667,105.14576,16484300,38.96661
"2001-07-12",107.186211,108.060692,106.186806,106.915543,5763600,39.622501
"2001-07-13",107.227852,107.748375,106.165985,107.331955,4123400,39.776821
"2001-07-16",107.540169,107.914948,103.605011,104.104713,4115100,38.580814
"2001-07-17",104.625237,110.82988,104.083893,110.350998,7748600,40.895679
"2001-07-18",108.789421,110.455101,108.289719,110.350998,6158700,40.895679
"2001-07-19",111.704353,113.26593,110.559204,110.663307,4886900,41.011417
"2001-07-20",110.684128,112.349808,110.496742,111.350403,2989600,41.266041
"2001-07-23",111.350403,112.01667,109.330772,109.538979,2688600,40.594757
"2001-07-24",109.309944,109.309944,105.770386,106.186806,4828000,39.352428
"2001-07-25",106.207626,108.123154,105.770386,107.415245,3878700,39.807678
"2001-07-26",107.415245,108.560394,105.749565,108.477112,2975900,40.201233
"2001-07-27",108.477112,111.891747,107.123749,111.558609,5373400,41.343201
"2001-07-30",111.558609,111.558609,109.018456,109.976219,4109200,40.756783
"2001-07-31",110.142784,111.704353,109.788826,110.76741,5392500,41.049999
"2001-08-01",110.559204,111.60025,109.955399,110.892342,4433300,41.096283
"2001-08-02",111.60025,112.953613,109.538979,109.892937,4371700,40.72591
"2001-08-03",108.060692,110.975624,107.748375,110.954803,4376400,41.119434
"2001-08-06",110.954803,111.18383,109.309944,110.350998,2129100,40.895679
"2001-08-07",111.287941,112.204056,110.309357,110.684128,2959200,41.019123
"2001-08-08",111.18383,111.912567,108.955994,110.350998,3453700,40.895679
"2001-08-09",110.559204,111.392044,109.205841,111.121368,2863100,41.18116
"2001-08-10",111.121368,112.43309,109.830475,111.954208,2599200,41.489815
"2001-08-13",112.01667,112.724579,111.121368,111.60025,2064600,41.35862
"2001-08-14",112.328987,112.41227,109.643082,109.830475,2937100,40.702766
"2001-08-15",110.663307,110.8507,109.455696,109.892937,1870100,40.72591
"2001-08-16",109.080917,110.038681,108.310539,110.01786,2449500,40.772205
"2001-08-17",109.414055,109.934578,108.497932,109.643082,2405000,40.633335
"2001-08-20",109.643082,109.934578,108.914352,109.830475,2112800,40.702766
"2001-08-21",109.830475,111.60025,109.039276,109.143379,2699100,40.448132
"2001-08-22",109.622261,110.142784,108.789421,109.497337,2186100,40.579311
"2001-08-23",109.205841,109.497337,107.977409,108.539574,3212100,40.224327
"2001-08-24",109.518158,111.371223,108.706139,111.18383,3847000,41.204319
"2001-08-27",112.120773,112.162415,110.871521,111.621071,2102600,41.366333
"2001-08-28",111.808464,111.808464,109.101738,109.434875,2604200,40.556156
"2001-08-29",109.830475,110.455101,108.893532,108.997635,2582700,40.394138
"2001-08-30",109.309944,110.663307,107.540169,107.956589,3495400,40.00832
"2001-08-31",107.748375,109.58062,107.331955,108.164795,2707800,40.085472
"2001-09-04",107.227852,108.685318,104.937553,105.104118,4778400,38.951195
"2001-09-05",104.354561,105.104118,101.002388,104.104713,10005000,38.580814
"2001-09-06",102.543144,103.688293,100.565155,100.73172,5169700,37.330814
"2001-09-07",100.73172,101.606201,96.838203,96.983948,8147100,35.941879
"2001-09-10",96.817383,100.148735,96.380142,99.336716,5282200,36.81382
"2001-09-17",93.694244,96.983948,93.486031,93.902451,8131900,35.018124
"2001-09-18",94.193947,96.817383,92.132668,93.173714,6430900,34.746365
"2001-09-19",93.590134,95.776337,88.322441,91.091621,9397300,33.969913
"2001-09-20",88.072586,89.717438,84.762054,85.365868,12112700,31.834656
"2001-09-21",81.722198,87.968483,81.701378,84.949448,9985200,31.679365
"2001-09-24",89.530052,90.779312,87.44796,90.029755,8668700,33.573925
"2001-09-25",91.091621,92.215958,89.967293,92.070206,6762500,34.334846
"2001-09-26",93.173714,93.215363,90.029755,91.986923,5829300,34.303768
"2001-09-27",92.653191,93.486031,90.550278,93.173714,4848700,34.756573
"2001-09-28",93.902451,95.693054,93.381927,94.735291,6302800,35.339108
"2001-10-01",94.756111,94.756111,93.069611,94.422974,3145100,35.22258
"2001-10-02",94.006554,95.693054,93.902451,95.672234,3370700,35.688602
"2001-10-03",95.255814,97.46283,94.652,97.275444,5020800,36.28664
"2001-10-04",97.795967,100.356941,97.650223,98.795372,6473000,36.853622
"2001-10-05",98.899475,98.899475,96.546707,98.753731,4263800,36.838116
"2001-10-08",97.858429,98.170746,95.46402,96.983948,2764600,36.17791
"2001-10-09",97.337906,97.733505,96.505066,96.921486,2358900,36.15461
"2001-10-10",96.609169,99.315895,96.380142,97.587753,5571400,36.403168
"2001-10-11",98.691269,100.211197,98.691269,100.148735,4944700,37.358479
"2001-10-12",100.461044,100.461044,97.337906,99.690674,3807400,37.187622
"2001-10-15",99.690674,101.044037,98.274849,100.960747,2875800,37.661366
"2001-10-16",101.814407,102.001801,100.107094,101.168961,3368800,37.739052
"2001-10-17",101.91851,102.168365,100.148735,100.565155,4031200,37.513817
"2001-10-18",100.565155,102.855453,100.336121,102.501503,6163100,38.236141
"2001-10-19",102.501503,102.501503,100.669258,101.50209,5323000,37.863312
"2001-10-22",100.960747,103.022026,100.669258,102.563965,3580000,38.259434
"2001-10-23",103.792397,103.8965,101.335526,102.064262,4218900,38.073013
"2001-10-24",102.33493,104.083893,102.230827,103.688293,4661000,38.678841
"2001-10-25",103.16777,105.124939,102.230827,104.583595,4052400,39.012806
"2001-10-26",104.583595,106.103523,104.104713,105.14576,3752400,39.222507
"2001-10-29",104.208817,104.687698,103.063667,103.271873,2970200,38.523514
"2001-10-30",102.855453,102.876274,100.565155,101.210602,4258700,37.754601
"2001-10-31",102.022621,103.667473,101.627022,102.31411,3718200,38.166245
"2001-11-01",103.16777,104.33374,102.189186,104.104713,3563800,38.834187
"2001-11-02",105.14576,108.060692,104.104713,107.456886,5422700,40.084656
"2001-11-05",107.456886,109.393234,107.456886,108.393829,5324000,40.434147
"2001-11-06",108.393829,109.080917,106.499123,108.893532,4240100,40.62056
"2001-11-07",108.789421,112.01667,108.41465,110.496742,5135500,41.218594
"2001-11-08",112.079132,113.26593,111.18383,112.578835,6551000,41.995247
"2001-11-09",112.328987,113.661522,111.392044,113.474136,4830800,42.329235
"2001-11-12",112.224876,113.682343,110.350998,113.682343,4117500,42.406921
"2001-11-13",115.139809,115.868546,114.223694,115.660332,4791000,43.144779
"2001-11-14",116.180862,118.575264,116.180862,117.846535,6376000,43.960281
"2001-11-15",116.701385,120.678185,116.160034,119.824524,13645000,44.698147
"2001-11-16",119.928627,120.553253,117.326012,118.762657,7315300,44.302036
"2001-11-19",120.44915,121.427734,119.59549,120.782288,6300300,45.05542
"2001-11-20",120.803108,120.803108,119.095787,119.324821,4004700,44.511726
"2001-11-21",119.199898,120.532433,118.491982,119.637138,3420100,44.628246
"2001-11-23",119.637138,121.490196,119.637138,120.761467,1152300,45.047668
"2001-11-26",122.010719,123.176697,121.573486,122.968483,4618300,45.870934
"2001-11-27",122.947662,124.821548,121.969078,123.676399,6994800,46.13501
"2001-11-28",122.739456,122.822739,121.386093,121.511017,4340100,45.327251
"2001-11-29",121.511017,121.906616,120.345047,120.969673,3824700,45.125286
"2001-11-30",121.177887,122.843559,120.574074,122.427139,3896700,45.669006
"2001-12-03",121.386093,122.11483,119.928627,120.657364,3595900,45.00882
"2001-12-04",122.11483,122.427139,120.782288,122.156471,4460600,45.568035
"2001-12-05",122.739456,125.113045,122.593712,124.425949,5106000,46.414619
"2001-12-06",124.509239,124.800728,122.635353,123.259979,4076000,45.979679
"2001-12-07",123.239159,124.634163,120.969673,122.510422,3705800,45.700077
"2001-12-10",120.657364,120.907211,117.575859,118.554443,5015200,44.224365
"2001-12-11",118.471161,119.512207,117.138618,117.6175,3587000,43.874844
"2001-12-12",117.6175,118.970863,115.910187,116.493172,3516000,43.577698
"2001-12-13",114.515182,114.931602,111.392044,114.202866,8021100,42.720955
"2001-12-14",114.515182,115.972649,112.662117,114.723396,3224900,42.91568
"2001-12-17",115.556229,116.180862,114.723396,116.180862,3348800,43.46088
"2001-12-18",116.597275,117.638321,115.931007,116.576454,4168200,43.608871
"2001-12-19",116.389069,119.095787,115.868546,119.095787,4034900,44.551285
"2001-12-20",119.199898,120.11602,118.575264,119.512207,4446000,44.707088
"2001-12-21",119.720421,122.302216,118.887581,121.177887,7580900,45.330158
"2001-12-24",120.761467,122.218933,120.240944,120.928032,1504600,45.236694
"2001-12-26",120.928032,122.989304,120.844749,122.489601,2663300,45.820839
"2001-12-27",122.947662,123.364082,121.906616,122.364677,2782700,45.774117
"2001-12-28",122.427139,124.092819,121.906616,123.655579,3140600,46.267254
"2001-12-31",123.572296,124.488411,122.468781,122.635353,3114500,45.885517
"2002-01-02",122.427139,122.44796,115.951828,119.199898,10424300,44.600098
"2002-01-03",118.991684,119.074966,111.912567,114.473541,16279800,42.831688
"2002-01-04",114.515182,115.764442,112.953613,113.578239,8919000,42.496712
"2002-01-07",114.931602,116.347427,112.82869,113.224281,7874500,42.364258
"2002-01-08",113.474136,114.889961,112.953613,113.786453,4851900,42.574612
"2002-01-09",113.786453,115.348022,112.745399,112.84951,4988700,42.224003
"2002-01-10",113.057716,114.931602,112.870331,114.348618,4087500,42.784943
"2002-01-11",114.348618,114.411079,104.625237,104.625237,9992500,39.146812
"2002-01-14",109.205841,111.392044,108.393829,109.101738,12477900,40.821762
"2002-01-15",101.814407,103.084488,96.567528,99.836418,33080700,37.355034
"2002-01-16",99.836418,100.356941,96.921486,97.254623,12129200,36.389011
"2002-01-17",98.066635,99.48246,91.612144,93.839989,21101700,35.111401
"2002-01-18",93.069611,96.838203,86.448555,96.71328,38542000,36.186466
"2002-01-22",107.227852,109.414055,98.441414,99.003578,29906700,37.043407
"2002-01-23",99.211792,100.981567,90.446175,93.902451,28725000,35.134747
"2002-01-24",94.193947,94.193947,87.44796,92.382523,25100200,34.566067
"2002-01-25",92.236778,95.672234,91.716248,93.694244,17380300,35.056843
"2002-01-28",91.612144,93.486031,87.343857,87.44796,18658500,32.719711
"2002-01-29",84.741234,84.762054,66.627014,70.062469,81793700,26.214743
"2002-01-30",61.62999,74.51815,57.21595,72.560982,89797400,27.149603
"2002-01-31",75.371811,78.078537,71.415833,73.185616,31151000,27.383301
"2002-02-01",73.706139,77.266518,71.624039,74.18502,16563200,27.757242
"2002-02-04",66.314705,70.166573,59.339687,62.25462,36418200,23.293341
"2002-02-05",56.216545,59.339687,45.806072,48.096378,33331200,17.995853
"2002-02-06",53.301613,58.631775,51.011311,53.967884,55962600,20.192741
"2002-02-07",56.737068,62.25462,55.175499,58.402744,31132400,21.852104
"2002-02-08",62.462826,64.544922,59.776924,62.212975,23643700,23.277748
"2002-02-11",63.503876,66.418808,62.212975,66.210594,15461500,24.773506
"2002-02-12",64.857239,65.419403,62.775143,63.503876,13833500,23.760761
"2002-02-13",64.128502,65.065445,58.506847,60.172523,20477900,22.514294
"2002-02-14",58.340282,59.44379,53.863777,55.696022,22824100,20.839348
"2002-02-15",54.134449,58.277817,53.509823,58.090431,15999500,21.735245
"2002-02-19",57.257591,59.02737,56.424755,58.506847,9559100,21.891052
"2002-02-20",59.464611,61.171928,57.049381,59.86021,9520500,22.397434
"2002-02-21",59.901852,60.942898,58.298637,58.298637,6552900,21.813156
"2002-02-22",58.090431,59.339687,54.134449,57.257591,9509400,21.423624
"2002-02-25",59.547894,61.546707,58.506847,61.42178,7798200,22.981724
"2002-02-26",62.25462,62.983353,59.83939,62.25462,11088600,23.293341
"2002-02-27",62.712677,63.191559,60.797153,62.566933,10232300,23.410187
"2002-02-28",62.566933,63.233204,60.443195,60.588943,7896900,22.670088
"2002-03-01",60.901257,63.087456,60.901257,63.087456,7060800,23.604944
"2002-03-04",63.295666,70.416428,63.295666,69.000603,14692800,25.817427
"2002-03-05",67.126717,68.813217,65.544327,67.085075,11689200,25.100698
"2002-03-06",68.209404,71.540756,68.105301,70.812027,11710600,26.626169
"2002-03-07",72.644272,72.665092,69.958366,70.249863,8402400,26.41478
"2002-03-08",71.832253,73.185616,71.33255,72.644272,7819700,27.315115
"2002-03-11",72.873299,74.60144,72.144562,74.1642,5758500,27.886625
"2002-03-12",72.873299,73.893524,72.0821,72.873299,5880200,27.401243
"2002-03-13",72.873299,73.185616,70.791206,72.123741,4143400,27.119389
"2002-03-14",72.665092,72.769196,70.49971,71.290909,5077700,26.806236
"2002-03-15",71.290909,71.33255,67.980377,69.562767,7233600,26.156435
"2002-03-18",69.75016,71.478294,68.750755,70.270683,6762700,26.422623
"2002-03-19",69.75016,72.102921,69.33374,71.832253,7343400,27.009779
"2002-03-20",71.832253,73.081505,70.791206,71.395012,6524300,26.845375
"2002-03-21",70.895309,71.082695,67.66806,69.437843,6711800,26.109459
"2002-03-22",69.541946,71.33255,69.042244,70.270683,4821000,26.422623
"2002-03-25",69.75016,70.582993,67.293289,67.33493,5037100,25.318726
"2002-03-26",67.66806,68.563362,64.544922,66.627014,7501600,25.052553
"2002-03-27",66.731117,68.188583,66.335526,67.980377,5103600,25.571821
"2002-03-28",68.188583,68.91732,67.147537,67.293289,3728700,25.313385
"2002-04-01",66.627014,66.689476,65.377762,66.023209,3933200,24.835609
"2002-04-02",64.024399,68.605003,63.982758,66.210594,7150800,24.906094
"2002-04-03",66.314705,67.001793,64.107681,64.857239,4372800,24.397003
"2002-04-04",65.273651,67.147537,64.857239,67.147537,4804800,25.258535
"2002-04-05",67.355751,67.876274,65.794182,66.210594,3637900,24.906094
"2002-04-08",66.002388,66.522911,65.169548,65.939926,3898100,24.804279
"2002-04-09",66.418808,66.418808,64.336716,65.065445,3556300,24.475332
"2002-04-10",64.544922,65.419403,64.232605,65.148727,4961500,24.506647
"2002-04-11",63.524696,64.753128,59.964314,60.484837,10314300,22.752256
"2002-04-12",61.942303,64.232605,61.400959,63.712082,6266300,23.96623
"2002-04-15",63.816189,64.440819,61.4426,62.358723,4550900,23.457163
"2002-04-16",62.566933,63.087456,61.62999,62.795963,6020400,23.621622
"2002-04-17",63.337307,64.128502,62.25462,64.024399,4619900,24.083723
"2002-04-18",64.336716,65.169548,62.671036,64.857239,4104100,24.397003
"2002-04-19",65.481865,65.481865,61.734093,62.233795,7919200,23.41017
"2002-04-22",61.42178,61.62999,58.256996,58.402744,9305600,21.969049
"2002-04-23",58.923267,59.42297,53.926239,55.571095,12573000,20.903896
"2002-04-24",53.301613,56.112438,51.927429,53.926239,15006700,20.285156
"2002-04-25",46.951225,47.221897,42.662109,43.203457,53198400,16.251625
"2002-04-26",43.182636,45.389656,38.060684,41.433674,46240300,15.585888
"2002-04-29",40.809048,41.28793,34.354553,35.395603,47918800,13.314579
"2002-04-30",35.395603,39.663895,31.751938,38.414639,43512400,14.450239
"2002-05-01",39.164192,42.120766,37.706726,41.72517,24430500,15.695529
"2002-05-02",41.683525,44.244503,41.225468,44.036293,17756100,16.564905
"2002-05-03",44.348606,46.638912,43.224277,45.077339,14502200,16.956512
"2002-05-06",44.577637,44.765026,39.060089,40.288525,15039200,15.155126
"2002-05-07",40.600838,41.10054,38.019039,39.768002,10699300,14.959317
"2002-05-08",43.203457,43.203457,40.47591,41.329571,11041100,15.546733
"2002-05-09",41.038078,41.329571,38.935162,39.185013,6874500,14.740021
"2002-05-10",39.185013,40.059494,37.0821,38.310535,7527900,14.41107
"2002-05-13",38.414639,38.89352,36.853069,38.102325,6229600,14.332747
"2002-05-14",38.935162,40.496735,38.352177,39.768002,7949900,14.959317
"2002-05-15",39.351582,41.537781,38.810238,40.434269,11517200,15.209948
"2002-05-16",40.496735,43.828083,40.496735,42.807858,11826900,16.10281
"2002-05-17",44.036293,46.180851,43.744801,45.285549,11949400,17.03483
"2002-05-20",46.951225,48.887573,46.576447,48.512794,10764600,18.248798
"2002-05-21",50.074368,50.823921,44.765026,46.534805,12800900,17.504755
"2002-05-22",45.910179,48.36705,45.577042,48.13802,6998900,18.10783
"2002-05-23",48.304585,50.969666,47.471748,50.740635,8630500,19.086842
"2002-05-24",49.970261,53.926239,48.929214,49.345634,17103600,18.562092
"2002-05-28",49.033318,49.054142,45.931,46.222492,7529800,17.387276
"2002-05-29",46.014282,46.118389,43.994652,43.994652,6248400,16.549246
"2002-05-30",43.474129,46.826298,43.09935,44.765026,9133400,16.839024
"2002-05-31",45.389656,46.201672,45.181446,45.701969,5516300,17.191475
"2002-06-03",39.143372,39.143372,32.480671,33.417614,61111100,12.570534
"2002-06-04",34.45866,34.979183,32.480671,34.916721,31327200,13.134442
"2002-06-05",35.395603,36.957172,35.208214,36.020229,17415600,13.549546
"2002-06-06",34.770973,36.020229,29.982157,30.398577,32260900,11.434878
"2002-06-07",21.008331,26.130283,19.675791,21.029152,95993000,7.910427
"2002-06-10",22.278408,24.464607,21.44557,23.735874,36668500,8.928599
"2002-06-11",22.486618,23.423561,21.86199,23.007141,28169800,8.654474
"2002-06-12",22.694828,22.903036,17.177277,21.133257,61866700,8.065269
"2002-06-13",26.879837,29.149319,25.922073,28.732901,40927900,10.965589
"2002-06-14",26.609165,30.71089,26.026178,27.900063,25884800,10.647745
"2002-06-17",28.816185,29.982157,28.233198,29.336708,12636600,11.196026
"2002-06-18",29.170141,31.439623,29.170141,30.814995,15517400,11.760197
"2002-06-19",29.982157,32.584774,29.794769,32.272461,14545800,12.316428
"2002-06-20",32.688881,34.04224,31.023205,31.960146,19820700,12.197234
"2002-06-21",31.543728,32.480671,28.129093,28.524691,18623500,10.88613
"2002-06-24",28.212378,31.12731,28.108273,29.773947,16953400,11.362895
"2002-06-25",31.023205,31.023205,27.233793,28.212378,10930400,10.76694
"2002-06-26",24.547892,26.942299,23.277813,24.922668,26293800,9.511456
"2002-06-27",26.026178,26.650806,24.152292,25.672222,14145900,9.808169
"2002-06-28",25.19334,30.086262,24.797743,28.129093,22145300,10.746826
"2002-07-01",30.086262,31.023205,28.087452,28.628796,18471800,10.937737
"2002-07-02",27.504465,29.149319,25.297445,26.338491,21512500,10.062719
"2002-07-03",26.29685,28.004168,23.944084,26.359314,18394300,10.070677
