"","JCI.Open","JCI.High","JCI.Low","JCI.Close","JCI.Volume","JCI.Adjusted"
"2004-03-17",58.256996,59.464611,58.215355,59.298042,4585500,24.25638
"2004-03-18",59.23558,59.652,58.381924,59.360508,1986700,24.281931
"2004-03-19",59.964314,59.964314,58.194534,58.194534,2984600,23.804966
"2004-03-22",57.465801,57.569904,55.487812,56.528858,6747100,23.123608
"2004-03-23",56.945278,57.070202,55.737663,56.653786,5134300,23.174717
"2004-03-24",56.424755,57.00774,55.633556,55.904232,4477300,22.868111
"2004-03-25",56.632965,58.340282,56.029156,58.048786,4236400,23.74534
"2004-03-26",57.674011,58.673416,57.070202,57.091022,3388200,23.353577
"2004-03-29",57.465801,58.631775,57.361698,58.381924,3533600,23.881617
"2004-03-30",58.340282,59.63118,58.111252,59.44379,3735000,24.327265
"2004-03-31",59.756104,60.172523,58.839985,59.652,6363900,24.412472
"2004-04-01",59.881031,60.505657,59.44379,59.901852,2802500,24.514723
"2004-04-02",61.00536,61.42178,60.297451,60.838795,2826300,24.898167
"2004-04-05",60.838795,61.65081,60.651405,61.484241,3418900,25.162333
"2004-04-06",60.755508,61.00536,60.380733,60.755508,2191600,24.864086
"2004-04-07",60.422375,60.817974,59.42297,59.568718,3782400,24.378389
"2004-04-08",60.06842,60.547302,59.256401,59.735283,2771600,24.446564
"2004-04-12",59.756104,60.609764,59.714462,60.609764,2617000,24.804445
"2004-04-13",60.713867,60.963718,59.02737,59.21476,4618100,24.233538
"2004-04-14",58.694237,59.881031,58.610954,59.23558,2893500,24.242064
"2004-04-15",59.256401,59.964314,58.381924,59.02737,3079700,24.156857
"2004-04-16",59.42297,60.130882,58.715057,59.672821,2517900,24.421015
"2004-04-19",59.173119,60.06842,58.944088,59.922672,1349500,24.523262
"2004-04-20",59.943493,60.526478,58.465206,58.652596,2500400,24.003479
"2004-04-21",58.548489,59.86021,58.298637,59.672821,2522000,24.421015
"2004-04-22",59.131477,61.42178,58.839985,61.21357,4332900,25.051546
"2004-04-23",61.21357,62.150513,60.713867,61.567528,3496400,25.196407
"2004-04-26",61.8382,62.129692,60.110062,60.318272,3893500,24.685158
"2004-04-27",60.339092,61.400959,60.151703,60.547302,2458600,24.778879
"2004-04-28",60.193344,60.588943,58.694237,58.777519,4071600,24.054594
"2004-04-29",59.048191,59.86021,57.674011,57.923862,3604100,23.705238
"2004-04-30",58.506847,58.715057,57.070202,57.153488,3513300,23.389967
"2004-05-03",57.569904,58.902447,57.278412,58.256996,3483500,23.841572
"2004-05-04",60.380733,60.817974,59.943493,60.526478,9652900,24.770361
"2004-05-05",60.172523,61.463421,59.797745,60.797153,4545800,24.88113
"2004-05-06",60.234985,60.609764,59.922672,59.964314,2943100,24.540293
"2004-05-07",59.881031,60.588943,58.506847,58.673416,2922500,24.011999
"2004-05-10",58.340282,58.81916,56.820351,57.361698,6720700,23.475178
"2004-05-11",57.569904,58.173714,56.737068,57.028561,7269900,23.338846
"2004-05-12",57.049381,57.861401,56.008335,57.861401,6456900,23.679689
"2004-05-13",57.444981,58.111252,56.632965,57.778114,4740100,23.645597
"2004-05-14",57.778114,59.089836,57.153488,58.964909,3467700,24.131283
"2004-05-17",57.361698,58.860806,57.361698,58.319458,4240200,23.867144
"2004-05-18",58.319458,59.402149,58.194534,59.256401,2727500,24.250586
"2004-05-19",59.964314,61.23439,59.506252,59.86021,5309200,24.4977
"2004-05-20",59.589539,60.901257,59.506252,60.380733,4266000,24.710703
"2004-05-21",60.443195,61.42178,60.443195,61.23439,3796500,25.06007
"2004-05-24",61.380138,61.692451,60.776329,61.380138,3861400,25.119717
"2004-05-25",61.380138,62.462826,60.693047,62.379543,4649700,25.528728
"2004-05-26",62.004768,63.295666,61.983944,62.358723,6417300,25.520201
"2004-05-27",63.295666,64.503281,62.775143,64.440819,14951400,26.372293
"2004-05-28",64.274246,64.732307,63.774548,64.107681,4224700,26.235962
"2004-06-01",63.64962,64.295067,63.420589,64.086861,5435800,26.227438
"2004-06-02",64.295067,64.732307,63.816189,64.565742,4265100,26.423426
"2004-06-03",64.128502,65.252831,64.06604,64.170143,3583200,26.261522
"2004-06-04",64.961342,65.044624,64.503281,64.753128,3413000,26.500101
"2004-06-07",65.273651,66.50209,65.086266,66.50209,4425000,27.215878
"2004-06-08",66.210594,66.689476,66.168953,66.522911,3961500,27.224398
"2004-06-09",66.418808,66.564552,65.273651,65.273651,2932600,26.803793
"2004-06-10",65.377762,66.48127,65.377762,65.960747,2975500,27.085926
"2004-06-14",65.377762,65.752533,64.919701,65.294472,2222000,26.812338
"2004-06-15",65.461044,66.231415,65.419403,66.08567,3617800,27.137236
"2004-06-16",66.835228,66.835228,65.66925,65.794182,3818100,27.017532
"2004-06-17",65.690071,66.002388,65.3153,65.461044,3330200,26.880753
"2004-06-18",65.065445,67.31411,65.065445,66.439629,5447800,27.282583
"2004-06-21",66.335526,67.709702,66.335526,66.689476,4558400,27.38518
"2004-06-22",67.189178,67.959557,66.856049,67.709702,3833300,27.804119
"2004-06-23",67.709702,69.167168,67.709702,68.8965,5593700,28.291466
"2004-06-24",68.8965,69.229637,68.230225,68.355156,5059600,28.06917
"2004-06-25",68.750755,69.063065,67.355751,67.563957,4062900,27.744267
"2004-06-28",68.396797,68.5009,67.189178,67.31411,4066700,27.64168
"2004-06-29",67.209999,69.063065,67.209999,68.729935,4814500,28.234411
"2004-06-30",68.459259,69.250458,68.230225,69.000603,3927700,28.345617
"2004-07-01",68.792397,69.104706,67.75135,68.08448,3170700,27.969273
"2004-07-02",67.584778,67.980377,67.147537,67.522316,2572100,27.738331
"2004-07-06",67.189178,67.522316,66.418808,66.91851,3892500,27.490274
"2004-07-07",66.627014,67.147537,65.981567,66.460449,3067200,27.302116
"2004-07-08",66.522911,66.731117,66.06485,66.168953,2433600,27.182369
"2004-07-09",66.314705,67.772171,66.189774,67.459854,3507800,27.712669
"2004-07-12",67.459854,67.897095,66.960152,67.459854,3497700,27.712669
"2004-07-13",67.459854,67.959557,67.355751,67.584778,2546000,27.763981
"2004-07-14",66.980972,67.626419,66.002388,66.252235,4940000,27.216576
"2004-07-15",66.522911,66.814407,65.690071,65.752533,3491600,27.011292
"2004-07-16",66.273056,66.585373,65.523506,65.898285,3328100,27.071173
"2004-07-19",65.939926,66.377167,65.273651,65.752533,2956900,27.011292
"2004-07-20",65.773354,66.668655,65.481865,66.564552,3150800,27.344879
"2004-07-21",66.89769,67.376572,65.273651,65.294472,4109200,26.823133
"2004-07-22",64.961342,65.502686,63.920292,64.315887,5581400,26.421116
"2004-07-23",64.003578,64.211784,63.212379,63.712082,3624200,26.173086
"2004-07-26",63.85783,64.669846,63.087456,63.483055,2225800,26.078993
"2004-07-27",63.295666,65.169548,63.170738,64.919701,3593000,26.669172
"2004-07-28",64.919701,65.065445,63.524696,64.565742,3939000,26.52376
"2004-07-29",65.044624,65.252831,64.024399,64.419998,4515200,26.463894
"2004-07-30",64.48246,64.940521,64.295067,64.544922,4195300,26.515215
"2004-08-02",64.440819,65.690071,64.024399,65.044624,3893700,26.720493
"2004-08-03",66.50209,66.835228,65.190369,65.398582,7333900,26.865885
"2004-08-04",65.190369,65.794182,64.773949,65.461044,4255800,26.891552
"2004-08-05",65.252831,66.210594,64.190964,64.544922,3464300,26.515215
"2004-08-06",63.732906,64.295067,62.691856,62.920887,4195800,25.848053
"2004-08-09",63.024994,63.691261,62.879246,63.004173,4523800,25.882277
"2004-08-10",63.524696,65.065445,63.503876,64.836418,3553200,26.634958
"2004-08-11",64.544922,64.649025,63.64962,64.232605,3014800,26.386909
"2004-08-12",63.837009,63.982758,61.900661,62.712677,5934900,25.76252
"2004-08-13",62.691856,63.066635,62.088051,62.421185,6153500,25.642754
"2004-08-16",62.421185,64.419998,62.421185,64.253426,3611100,26.395466
"2004-08-17",64.544922,64.732307,63.108276,63.524696,3020900,26.0961
"2004-08-18",63.087456,64.940521,62.795963,64.565742,4828000,26.52376
"2004-08-19",64.669846,64.961342,64.024399,64.295067,3787700,26.412575
"2004-08-20",64.128502,65.440224,64.086861,65.148727,2796900,26.763254
"2004-08-23",64.961342,65.690071,64.961342,65.148727,3209100,26.763254
"2004-08-24",65.294472,65.877464,64.857239,65.107086,3612200,26.746159
"2004-08-25",65.044624,66.522911,64.836418,66.273056,3154600,27.225142
"2004-08-26",66.210594,67.064255,66.168953,66.543732,3198100,27.336327
"2004-08-27",66.543732,66.647835,65.815002,66.293884,2458400,27.233675
"2004-08-30",66.044029,66.293884,65.336121,65.377762,1990200,26.857334
"2004-08-31",65.419403,65.627609,64.836418,65.211189,3016100,26.788914
"2004-09-01",65.336121,65.898285,64.773949,65.481865,3849100,26.900101
"2004-09-02",65.398582,66.460449,65.211189,66.210594,3534400,27.199467
"2004-09-03",66.210594,66.314705,65.440224,65.710892,2207000,26.9942
"2004-09-07",66.002388,66.210594,64.357536,64.753128,6614900,26.600739
"2004-09-08",64.440819,65.23201,64.274246,64.274246,7002300,26.496078
"2004-09-09",64.274246,64.753128,63.503876,63.982758,6037700,26.375916
"2004-09-10",63.816189,64.045219,63.483055,63.503876,4750500,26.178507
"2004-09-13",63.503876,64.711487,63.295666,63.899471,5061900,26.341581
"2004-09-14",63.545517,64.857239,63.545517,64.857239,5093800,26.73641
"2004-09-15",64.544922,64.628204,63.712082,63.795368,4767800,26.298658
"2004-09-16",63.712082,64.378357,63.628799,63.941113,2580700,26.358755
"2004-09-17",64.003578,64.170143,63.524696,63.920292,3351500,26.350168
"2004-09-20",64.544922,64.961342,63.524696,64.919701,3339800,26.762159
"2004-09-21",64.961342,65.065445,64.128502,64.753128,3771300,26.693497
"2004-09-22",64.773949,64.773949,62.816784,63.170738,5303400,26.041168
"2004-09-23",63.191559,63.399769,62.317081,62.733498,3385900,25.860926
"2004-09-24",62.775143,63.337307,62.525291,62.900066,2591000,25.9296
"2004-09-27",62.400364,62.650215,61.546707,61.754913,3828000,25.457521
"2004-09-28",61.942303,62.483646,61.42178,62.25462,3859700,25.663507
"2004-09-29",62.25462,63.545517,62.025589,63.274845,5537600,26.095436
"2004-09-30",63.483055,64.107681,62.775143,63.837009,5706100,26.327282
"2004-10-01",64.128502,65.752533,64.06604,65.523506,4796800,27.022818
"2004-10-04",66.106491,66.293884,65.377762,65.66925,3371900,27.082924
"2004-10-05",65.169548,65.585968,64.607384,64.878059,4054500,26.75662
"2004-10-06",64.81559,65.23201,64.336716,65.065445,3331000,26.83391
"2004-10-07",63.503876,64.857239,62.400364,64.170143,3005500,26.464676
"2004-10-08",64.170143,64.836418,63.399769,63.795368,1956900,26.310099
"2004-10-11",63.566338,64.503281,63.566338,63.837009,1606000,26.327282
"2004-10-12",63.149918,64.295067,63.149918,64.107681,2238000,26.438908
"2004-10-13",64.503281,64.836418,63.066635,63.129097,3775000,26.035336
"2004-10-14",63.358128,63.587158,63.066635,63.087456,1878600,26.018152
"2004-10-15",63.462231,63.920292,63.129097,63.545517,2731700,26.207066
"2004-10-18",63.129097,63.233204,62.546112,62.879246,4739100,25.932291
"2004-10-19",62.691856,63.483055,62.06723,62.546112,3344500,25.794882
"2004-10-20",62.421185,62.754322,61.734093,62.004768,4299300,25.571648
"2004-10-21",62.150513,63.337307,61.921482,62.962528,4020900,25.966644
"2004-10-22",62.941708,63.129097,62.171333,62.317081,3066300,25.700443
"2004-10-25",62.04641,63.066635,61.817379,62.733498,2341600,25.872173
"2004-10-26",62.733498,63.774548,62.629395,63.732906,3165400,26.284353
"2004-10-27",63.378948,65.565147,63.358128,65.086266,4373000,26.842501
"2004-10-28",64.607384,65.377762,64.378357,64.649025,3743100,26.662159
"2004-10-29",64.773949,65.461044,64.524101,64.857239,4449500,26.748037
"2004-11-01",65.065445,66.08567,64.232605,66.002388,7220900,27.22032
"2004-11-02",66.627014,68.729935,66.564552,68.126122,7562900,28.096178
"2004-11-03",68.834038,69.396202,67.855453,68.167763,5256200,28.113325
"2004-11-04",68.167763,69.229637,67.917915,69.167168,4207800,28.52552
"2004-11-05",69.271278,69.75016,68.729935,69.437843,3234300,28.637148
"2004-11-08",69.437843,69.604408,69.125526,69.187988,2258800,28.534098
"2004-11-09",67.459854,70.291504,67.459854,70.187393,3072800,28.946283
"2004-11-10",70.312325,70.333145,69.72934,69.812622,3829900,28.7917
"2004-11-11",70.166573,71.353371,70.000008,70.978592,3923700,29.272572
"2004-11-12",71.603218,71.769791,70.957771,71.769791,3256600,29.598866
"2004-11-15",71.311729,71.519936,70.520531,70.728745,2753100,29.169535
"2004-11-16",70.728745,70.749565,69.396202,69.875084,3772700,28.817459
"2004-11-17",70.374786,71.519936,70.333145,71.145157,2895000,29.341253
"2004-11-18",71.74897,71.74897,70.874489,71.103516,2492800,29.324097
"2004-11-19",71.249268,71.311729,69.958366,70.187393,1743300,28.946283
"2004-11-22",70.395607,70.957771,69.687691,70.770386,2715000,29.186712
"2004-11-23",70.478889,70.770386,70.124931,70.353966,2102600,29.014978
"2004-11-24",70.562172,70.791206,70.249863,70.458069,1558900,29.057894
"2004-11-26",70.312325,70.978592,70.312325,70.49971,823500,29.075092
"2004-11-29",70.582993,70.791206,69.354561,69.66687,2921400,28.731592
"2004-11-30",69.562767,70.770386,69.479485,70.728745,3429500,29.169535
"2004-12-01",70.687103,71.728149,70.562172,71.519936,2964100,29.495827
"2004-12-02",71.353371,72.16539,71.353371,71.540756,2524500,29.50441
"2004-12-03",71.644859,72.415237,71.082695,71.790611,3696400,29.607456
"2004-12-06",71.415833,71.769791,71.311729,71.311729,2666600,29.409967
"2004-12-07",71.561577,71.561577,69.916725,70.000008,2906200,28.86899
"2004-12-08",70.291504,71.165977,70.124931,70.957771,2064800,29.263971
"2004-12-09",70.999413,71.936356,70.770386,71.624039,11339600,29.538746
"2004-12-10",71.957176,72.040459,71.041054,71.436653,3717500,29.46147
"2004-12-13",71.603218,71.998817,71.103516,71.665688,2354700,29.659739
"2004-12-14",71.33255,72.894119,71.33255,72.748375,3428200,30.107821
"2004-12-15",72.456879,72.519341,71.624039,71.769791,3008800,29.70282
"2004-12-16",71.728149,72.415237,71.290909,71.998817,4225100,29.797617
"2004-12-17",71.769791,72.977402,71.769791,72.560982,5571600,30.030279
"2004-12-20",73.810242,73.810242,72.207031,72.581802,4802900,30.038881
"2004-12-21",72.456879,74.205841,72.456879,74.122559,6622900,30.676542
"2004-12-22",73.914345,75.163605,73.893524,74.726364,4439800,30.926434
"2004-12-23",74.93457,75.455093,74.851288,74.976212,2987300,31.02984
"2004-12-27",74.997032,75.788231,74.955391,74.976212,3268000,31.02984
"2004-12-28",75.371811,75.684128,75.184425,75.455093,3387600,31.228041
"2004-12-29",75.455093,75.829872,75.101143,75.517555,3426100,31.253891
"2004-12-30",75.288528,75.684128,74.872108,74.872108,2719100,31.072426
"2004-12-31",74.768005,74.851288,73.810242,74.414047,2848300,30.882326
"2005-01-03",74.705544,75.288528,73.206436,73.789421,7031900,30.623104
"2005-01-04",74.268303,74.393227,72.581802,74.226662,7213800,30.804565
"2005-01-05",73.914345,74.351585,73.393822,73.893524,4512500,30.666317
"2005-01-06",74.122559,75.892334,74.10173,75.725769,5071800,31.426701
"2005-01-07",75.580025,75.76741,74.372406,74.955391,4729400,31.10697
"2005-01-10",74.997032,75.309349,73.851883,74.18502,3552600,30.787279
"2005-01-11",74.08091,74.226662,73.373001,73.726959,2735800,30.597172
"2005-01-12",74.08091,74.622261,73.497925,74.622261,3186500,30.968735
"2005-01-13",74.809647,74.955391,73.643677,73.810242,3991100,30.631746
"2005-01-14",74.018448,74.309944,73.518745,74.08091,3660700,30.744066
"2005-01-18",73.518745,74.809647,73.518745,74.705544,2869000,31.003307
"2005-01-19",75.475914,76.16301,74.538971,74.559792,2200600,30.942818
"2005-01-20",73.976807,74.684723,73.955986,74.455688,3894600,30.899599
"2005-01-21",74.351585,74.622261,73.33136,73.393822,4294400,30.458925
"2005-01-24",73.414642,73.622856,72.456879,72.769196,3830100,30.199715
"2005-01-25",72.873299,73.74778,72.873299,72.91494,2638600,30.260191
"2005-01-26",73.560387,73.872704,73.081505,73.35218,3429400,30.441647
"2005-01-27",73.35218,74.705544,73.143974,74.393227,3648300,30.873692
"2005-01-28",74.684723,74.955391,74.205841,74.955391,2746300,31.10697
"2005-01-31",74.955391,75.455093,74.393227,75.246887,5858600,31.227959
"2005-02-01",72.248672,73.164795,71.519936,71.853073,13746000,29.819508
"2005-02-02",71.853073,72.519341,71.478294,71.769791,6151200,29.784933
"2005-02-03",71.561577,71.665688,70.187393,70.812027,5687500,29.387487
"2005-02-04",70.812027,71.353371,70.520531,71.124336,3483500,29.51708
"2005-02-07",71.165977,71.728149,71.145157,71.624039,2916000,29.724457
"2005-02-08",71.873894,73.248077,71.873894,72.790016,4685200,30.208347
"2005-02-09",72.810837,72.894119,70.270683,70.291504,4377600,29.171448
"2005-02-10",70.728745,70.812027,68.396797,69.854263,8553600,28.989988
"2005-02-11",70.08329,71.374191,69.979187,71.249268,4398800,29.568911
"2005-02-14",71.103516,71.290909,70.582993,70.582993,3035100,29.292433
"2005-02-15",70.582993,70.687103,69.895905,70.312325,3931700,29.180086
"2005-02-16",69.125526,70.208221,68.91732,70.187393,7234900,29.128242
"2005-02-17",69.646049,70.791206,68.854858,69.083885,8053200,28.670267
"2005-02-18",69.250458,70.062469,68.91732,69.979187,4772800,29.041834
"2005-02-22",69.458664,69.916725,69.021423,69.354561,5248200,28.782591
"2005-02-23",69.75016,70.08329,69.625229,69.687691,4170500,28.920843
"2005-02-24",69.479485,70.624634,69.354561,70.291504,3698100,29.171448
"2005-02-25",70.291504,71.540756,70.208221,70.270683,4602200,29.162802
"2005-02-28",70.270683,70.791206,69.458664,69.708519,4208700,28.929514
"2005-03-01",69.833443,70.770386,69.770981,70.520531,4272700,29.266508
"2005-03-02",70.312325,71.790611,69.958366,71.499115,5920900,29.672607
"2005-03-03",71.832253,72.352776,71.290909,72.040459,4369600,29.897266
"2005-03-04",72.331955,74.434868,72.311134,74.1642,6496100,30.778637
"2005-03-07",73.602028,74.976212,73.393822,74.830467,5002900,31.05514
"2005-03-08",74.830467,74.955391,74.476509,74.60144,6390200,30.960096
"2005-03-09",74.08091,75.184425,73.976807,74.455688,4811400,31.003496
"2005-03-10",74.643082,74.851288,74.205841,74.330765,3198400,30.95149
"2005-03-11",74.18502,74.684723,73.35218,73.643677,3449300,30.665384
"2005-03-14",73.581207,73.914345,72.748375,73.706139,2944000,30.691391
"2005-03-15",74.08091,74.18502,73.206436,73.206436,3503100,30.483322
"2005-03-16",72.560982,72.998222,71.74897,71.977997,4400900,29.971809
"2005-03-17",71.936356,72.560982,71.728149,72.227852,3651000,30.075834
"2005-03-18",72.040459,72.311134,71.832253,72.144562,4552600,30.041138
"2005-03-21",71.769791,72.311134,71.519936,72.227852,2981000,30.075834
"2005-03-22",72.144562,73.373001,71.894714,72.373596,4070300,30.136515
"2005-03-23",71.415833,72.331955,71.353371,71.74897,4380900,29.876425
"2005-03-24",71.811432,72.519341,70.957771,70.957771,2329300,29.546942
"2005-03-28",70.957771,71.686508,70.728745,71.061874,3029800,29.590305
"2005-03-29",70.666275,71.395012,70.145752,70.374786,3488900,29.304214
"2005-03-30",70.124931,71.145157,70.124931,70.853668,3978600,29.591164
"2005-03-31",70.791206,70.91613,70.270683,70.374786,3087200,29.391182
"2005-04-01",70.687103,71.020233,69.458664,69.646049,3007400,29.086823
"2005-04-04",69.895905,69.979187,66.627014,69.167168,6469700,28.886814
"2005-04-05",69.083885,69.791801,68.292694,69.021423,3033800,28.825943
"2005-04-06",68.958961,69.770981,68.91732,69.31292,2986700,28.947697
"2005-04-07",69.33374,71.374191,69.146347,71.311729,4203200,29.782455
"2005-04-08",71.165977,71.395012,70.541351,70.562172,2575800,29.469427
"2005-04-11",70.49971,71.061874,70.291504,70.520531,1419700,29.452059
"2005-04-12",70.187393,71.790611,69.354561,71.707329,2940400,29.947706
"2005-04-13",71.124336,71.624039,69.854263,70.041649,3471200,29.252037
"2005-04-14",70.062469,70.395607,67.75135,68.188583,5605600,28.478117
"2005-04-15",67.709702,68.146942,64.524101,65.23201,8753600,27.243362
"2005-04-18",64.857239,66.939331,64.628204,65.461044,5965300,27.33902
"2005-04-19",65.461044,66.002388,63.920292,64.878059,7341700,27.09552
"2005-04-20",65.002983,66.439629,64.544922,65.086266,5626300,27.18248
"2005-04-21",65.939926,66.606194,64.565742,66.418808,4322500,27.739002
"2005-04-22",65.960747,67.147537,65.835823,67.147537,5465500,28.043339
"2005-04-25",66.710297,67.147537,66.148132,66.710297,3223700,27.860737
"2005-04-26",66.168953,66.460449,65.419403,65.419403,3170700,27.321604
"2005-04-27",64.857239,65.585968,63.607979,65.523506,4651000,27.365091
"2005-04-28",65.481865,65.481865,64.357536,64.419998,3872200,26.904222
"2005-04-29",65.023804,65.461044,63.774548,65.190369,5570500,27.225962
"2005-05-02",65.481865,65.752533,63.774548,63.961937,5122300,26.712927
"2005-05-03",56.841171,59.672821,56.778709,59.652,41139600,24.912935
"2005-05-04",59.44379,61.21357,59.00655,60.901257,12349000,25.434658
"2005-05-05",60.630585,61.567528,60.547302,60.880436,9040500,25.425957
"2005-05-06",61.463421,61.484241,59.901852,60.734688,5843600,25.365101
"2005-05-09",60.464016,61.380138,60.276627,61.21357,4336500,25.565102
"2005-05-10",60.609764,61.983944,60.443195,61.047005,4632600,25.495541
"2005-05-11",60.859615,61.359318,60.089241,60.443195,4930500,25.243345
"2005-05-12",60.484837,60.588943,59.381329,59.402149,3625900,24.808592
"2005-05-13",59.402149,60.880436,59.360508,60.193344,5134300,25.139004
"2005-05-16",60.276627,60.651405,59.964314,60.06842,3259100,25.086845
"2005-05-17",59.776924,60.359913,59.506252,60.214165,5120800,25.147717
"2005-05-18",60.339092,61.879841,59.672821,61.359318,7701200,25.625956
"2005-05-19",61.42178,62.192154,61.151108,61.8382,5599500,25.825975
"2005-05-20",62.025589,62.212975,61.296856,62.06723,3342500,25.921627
"2005-05-23",60.963718,62.546112,60.942898,62.192154,3204000,25.97378
"2005-05-24",61.879841,62.27544,61.359318,61.817379,3197900,25.81727
"2005-05-25",61.817379,61.8382,60.672226,61.317677,3246100,25.608566
"2005-05-26",61.42178,61.963123,60.588943,60.797153,3447200,25.391195
"2005-05-27",61.00536,61.21357,60.422375,60.464016,3012000,25.252048
"2005-05-31",60.505657,60.588943,59.922672,60.234985,2871600,25.156416
"2005-06-01",60.359913,60.651405,60.026775,60.151703,4432200,25.121607
"2005-06-02",60.172523,60.359913,59.83939,59.86021,4747600,24.999886
"2005-06-03",59.901852,60.06842,59.485432,59.652,2819400,24.912935
"2005-06-06",59.402149,60.110062,59.173119,59.901852,2983500,25.017273
"2005-06-07",60.234985,62.212975,59.901852,61.026184,6610400,25.486839
"2005-06-08",61.276035,61.296856,60.130882,60.172523,2777300,25.233681
"2005-06-09",60.193344,61.067825,60.193344,60.859615,3957900,25.521826
"2005-06-10",61.109467,63.399769,61.088646,63.191559,5791200,26.499739
"2005-06-13",63.129097,63.233204,62.171333,63.149918,5479000,26.48229
"2005-06-14",63.149918,63.795368,62.920887,63.024994,4375900,26.429892
"2005-06-15",63.045815,64.003578,62.587753,63.753727,3957500,26.735487
"2005-06-16",63.878651,64.649025,63.524696,64.357536,3527000,26.988691
"2005-06-17",65.065445,65.148727,64.274246,64.544922,5432100,27.067291
"2005-06-20",63.941113,64.503281,63.753727,64.149323,2659700,26.901382
"2005-06-21",63.982758,64.357536,63.358128,63.64962,3168600,26.691832
"2005-06-22",64.024399,64.565742,63.545517,64.419998,4677000,27.014891
"2005-06-23",64.336716,64.919701,63.795368,64.024399,4748000,26.848995
"2005-06-24",63.85783,63.920292,62.317081,62.317081,6805600,26.133032
"2005-06-27",62.06723,62.546112,61.609169,61.963123,5188800,25.984581
"2005-06-28",62.358723,62.629395,62.06723,62.504471,2745000,26.211615
"2005-06-29",62.108871,62.462826,61.026184,61.026184,4071000,25.67721
"2005-06-30",61.42178,61.713272,60.651405,60.797153,4130700,25.580841
"2005-07-01",61.026184,61.42178,60.401554,60.609764,3134600,25.502001
"2005-07-05",60.214165,61.692451,60.005955,61.109467,2712200,25.712246
"2005-07-06",61.42178,62.150513,61.192749,61.713272,4427100,25.966307
"2005-07-07",61.588348,61.609169,60.422375,61.525887,3398800,25.88747
"2005-07-08",61.400959,62.712677,61.21357,62.546112,3004200,26.316746
"2005-07-11",62.941708,62.962528,62.25462,62.483646,3501200,26.290442
"2005-07-12",62.462826,62.858425,62.108871,62.317081,3239500,26.220371
"2005-07-13",62.462826,62.691856,62.06723,62.25462,5084800,26.194082
"2005-07-14",62.962528,63.233204,62.400364,63.045815,3917100,26.526983
"2005-07-15",63.045815,63.045815,62.421185,62.795963,2191800,26.421862
"2005-07-18",62.608574,62.671036,62.004768,62.025589,2671100,26.097719
"2005-07-19",62.629395,64.399178,62.546112,64.295067,3798200,27.052597
"2005-07-20",63.795368,64.711487,63.378948,64.461639,2627800,27.122707
"2005-07-21",64.253426,64.690666,63.837009,63.982758,1957700,26.921211
"2005-07-22",63.878651,64.399178,63.462231,63.712082,3155700,26.80732
"2005-07-25",63.712082,63.732906,62.129692,62.400364,3001500,26.255411
"2005-07-26",62.462826,63.524696,62.462826,63.129097,3144400,26.562029
"2005-07-27",63.129097,63.712082,62.754322,63.587158,3819300,26.754747
"2005-07-28",63.503876,64.440819,63.129097,64.107681,3046500,26.973782
"2005-07-29",63.837009,64.48246,63.378948,63.44141,2468100,26.693432
"2005-08-01",63.753727,64.48246,62.691856,64.170143,4025500,27.000055
"2005-08-02",58.319458,58.81916,57.757294,58.007145,42089500,24.406927
"2005-08-03",58.194534,58.236176,57.111847,57.111847,13245400,24.03023
"2005-08-04",57.070202,57.465801,57.070202,57.21595,11301800,24.074024
"2005-08-05",57.153488,57.257591,56.154083,56.216545,6436100,23.653524
"2005-08-08",56.612141,57.111847,56.237366,56.424755,5460000,23.741133
"2005-08-09",56.861992,58.81916,56.59132,58.361103,9807300,24.555855
"2005-08-10",58.735878,59.652,58.402744,59.02737,7318500,24.836191
"2005-08-11",59.318867,59.547894,58.652596,59.547894,4837100,25.055222
"2005-08-12",59.547894,59.568718,58.486027,59.110657,3231300,24.871244
"2005-08-15",59.110657,59.610359,58.610954,59.44379,3826300,25.011408
"2005-08-16",59.381329,59.818569,58.81916,58.902447,3565000,24.783642
"2005-08-17",58.777519,59.964314,58.715057,58.860806,4353200,24.766119
"2005-08-18",58.923267,59.173119,58.381924,58.527668,4115700,24.625938
"2005-08-19",58.923267,60.193344,58.756699,59.652,3361700,25.099018
"2005-08-22",60.026775,60.609764,59.44379,59.735283,3364400,25.13406
"2005-08-23",59.735283,60.255806,58.923267,58.964909,4308400,24.809917
"2005-08-24",59.069016,59.610359,58.548489,58.631775,2730200,24.669733
"2005-08-25",58.860806,58.923267,58.132072,58.298637,4012600,24.529562
"2005-08-26",58.298637,58.361103,57.903042,58.007145,4475400,24.406927
"2005-08-29",57.840576,58.132072,57.715652,57.819756,3111000,24.328075
"2005-08-30",57.674011,57.819756,57.195129,57.63237,4343600,24.249245
"2005-08-31",57.361698,57.986324,57.049381,57.944683,4414300,24.380648
"2005-09-01",57.674011,58.111252,57.340874,57.778114,3358800,24.310575
"2005-09-02",58.090431,58.590134,57.715652,57.944683,3000900,24.380648
"2005-09-06",58.007145,58.361103,57.63237,58.194534,3575400,24.485758
"2005-09-07",58.090431,58.423565,57.590725,58.361103,3366500,24.661802
"2005-09-08",58.881626,59.173119,58.215355,59.131477,4653100,24.987331
"2005-09-09",59.110657,59.922672,58.985729,59.818569,3724500,25.277691
"2005-09-12",59.693642,60.651405,59.485432,60.110062,6036300,25.400856
"2005-09-13",60.172523,60.817974,59.756104,60.713867,5711200,25.656031
