"","PNR.Open","PNR.High","PNR.Low","PNR.Close","PNR.Volume","PNR.Adjusted"
"2008-11-19",15.654802,15.8227,14.210879,14.251175,1347000,11.397935
"2008-11-20",14.042982,14.53996,12.760242,12.854264,2097500,10.280697
"2008-11-21",13.143049,13.37139,12.370719,13.344526,1964400,10.672805
"2008-11-24",13.492277,14.68771,13.257219,14.445937,1297000,11.5537
"2008-11-25",14.613834,15.42646,14.445937,15.42646,2428700,12.337915
"2008-11-26",15.043653,16.218939,14.65413,16.178644,1132300,12.939505
"2008-11-28",16.030893,16.695768,15.695097,16.695768,535100,13.353089
"2008-12-01",16.138348,16.212223,14.983211,14.989926,1172200,11.988782
"2008-12-02",15.211552,15.587643,14.781733,15.34587,1398600,12.273459
"2008-12-03",15.003358,15.809268,14.748153,15.34587,1380800,12.273459
"2008-12-04",14.795164,15.386166,14.405642,14.748153,1410000,11.795414
"2008-12-05",14.620551,15.594358,14.338482,15.567495,1412700,12.450714
"2008-12-08",15.936871,16.373405,15.083949,15.8227,1230200,12.65482
"2008-12-09",15.668234,16.326393,15.392881,16.124916,1329000,12.896534
"2008-12-10",16.265951,16.883814,16.131632,16.601746,1371800,13.277896
"2008-12-11",16.521154,16.568167,14.976494,15.258563,1360900,12.203631
"2008-12-12",14.895904,16.098053,14.775017,15.943586,1187100,12.751503
"2008-12-15",16.18536,16.574883,15.668234,15.849564,1218100,12.676309
"2008-12-16",16.051041,16.830088,15.862995,16.742781,660300,13.390693
"2008-12-17",16.548019,16.910679,16.420416,16.715918,1183400,13.369209
"2008-12-18",15.876427,16.386837,15.621222,15.950302,1977600,12.756878
"2008-12-19",16.071188,16.077904,15.507051,15.688381,2814300,12.547397
"2008-12-22",15.654802,15.896575,15.392881,15.768972,2068200,12.611855
"2008-12-23",15.903291,16.165211,15.27871,15.379449,1220500,12.300319
"2008-12-24",15.433177,15.654802,15.332438,15.627938,449200,12.499054
"2008-12-26",15.614507,15.815984,15.500336,15.795836,685500,12.633337
"2008-12-29",15.795836,15.795836,15.036938,15.27871,1262000,12.219744
"2008-12-30",15.359302,15.695097,15.298859,15.668234,1735200,12.531283
"2008-12-31",15.721961,16.064472,15.533916,15.896575,1636200,12.713906
"2009-01-02",16.057756,16.702484,15.829415,16.642042,1154700,13.310126
"2009-01-05",16.816656,17.266623,16.756212,16.99127,1638700,13.589428
"2009-01-06",17.078577,17.716589,17.004702,17.609133,1348700,14.083589
"2009-01-07",17.280054,17.461384,16.971121,16.99127,1338600,13.589428
"2009-01-08",16.856951,17.266623,16.507723,17.21961,1129500,13.772055
"2009-01-09",17.192747,17.253191,16.501007,16.89053,1003700,13.508859
"2009-01-12",16.897247,16.897247,15.735393,15.889859,1321900,12.708535
"2009-01-13",15.930155,16.259233,15.654802,15.862995,1179700,12.68705
"2009-01-14",15.648086,15.768972,15.083949,15.191403,981200,12.149917
"2009-01-15",15.151108,15.701814,14.754869,15.533916,1192200,12.423857
"2009-01-16",16.098053,16.098053,15.177972,15.950302,1449800,12.756878
"2009-01-20",15.809268,15.836132,15.036938,15.144392,1200500,12.112319
"2009-01-21",15.285426,15.721961,15.016789,15.688381,1337500,12.547397
"2009-01-22",15.480188,15.829415,15.057085,15.446609,1203400,12.354032
"2009-01-23",15.077233,15.768972,15.016789,15.473473,828000,12.375517
"2009-01-26",15.419744,16.272667,15.406313,16.010746,2072500,12.805221
"2009-01-27",16.010746,16.581598,15.997313,16.400269,1021400,13.116755
"2009-01-28",16.695768,16.937542,16.487576,16.655474,1067700,13.419786
"2009-01-29",16.642042,16.642042,15.936871,16.138348,1145300,13.003122
"2009-01-30",16.151779,16.615177,15.211552,15.359302,1774800,12.375423
"2009-02-02",15.292142,15.654802,15.003358,15.238415,1632200,12.278022
"2009-02-03",15.621222,16.198792,14.788448,15.990598,1728100,12.884077
"2009-02-04",15.943586,16.850235,15.795836,16.440563,2059200,13.246624
"2009-02-05",16.18536,16.77636,15.997313,16.662189,1341400,13.4252
"2009-02-06",16.722633,17.414371,16.635326,17.313633,1181800,13.950083
"2009-02-09",17.21961,17.709873,17.071859,17.434521,1304000,14.047485
"2009-02-10",17.293486,17.602417,16.453997,16.675621,2016400,13.436021
"2009-02-11",16.803225,17.085293,16.48086,16.796507,1525900,13.533423
"2009-02-12",16.326393,16.615177,15.903291,16.561451,1240000,13.34403
"2009-02-13",16.568167,17.159166,16.548019,16.830088,1554900,13.560479
"2009-02-17",16.225655,16.36669,15.789121,15.889859,1176100,12.802909
"2009-02-18",15.943586,16.051041,15.446609,15.654802,1228800,12.613519
"2009-02-19",15.621222,16.017462,15.191403,15.285426,890700,12.315899
"2009-02-20",15.251847,15.251847,14.553391,14.922767,1174800,12.023695
"2009-02-23",14.983211,15.063801,14.049698,14.076561,1209500,11.341886
"2009-02-24",14.224312,14.942915,14.130289,14.754869,858100,11.888415
"2009-02-25",14.526527,14.647414,14.022834,14.271323,1015600,11.498807
"2009-02-26",14.39221,14.425789,13.801208,13.861652,840800,11.168726
"2009-02-27",13.653459,14.4728,13.613163,14.016118,1377400,11.293183
"2009-03-02",13.5863,13.76763,13.035594,13.089322,821600,10.546438
"2009-03-03",13.250504,13.250504,12.800537,12.847548,1143400,10.351631
"2009-03-04",13.176629,13.740766,12.981867,13.478845,1217200,10.860287
"2009-03-05",13.149765,13.290799,12.451309,12.545333,939400,10.108131
"2009-03-06",12.552049,12.901276,11.752854,12.055071,1692800,9.713112
"2009-03-09",11.880457,12.142378,11.571525,11.820013,1653500,9.523718
"2009-03-10",12.169241,12.411015,11.887173,12.370719,1680900,9.967438
"2009-03-11",12.451309,12.813969,12.377435,12.706514,1576800,10.237997
"2009-03-12",12.605776,13.022162,12.310275,13.002015,1515000,10.476091
"2009-03-13",13.176629,13.176629,12.625923,12.860981,781400,10.362455
"2009-03-16",13.451982,13.472129,12.766957,12.793821,1049200,10.308343
"2009-03-17",12.766957,13.593016,12.652787,13.593016,1283800,10.952276
"2009-03-18",13.498993,14.39221,13.384822,14.224312,1381700,11.460928
"2009-03-19",14.231028,14.405642,14.002687,14.157152,986000,11.406821
"2009-03-20",14.042982,14.338482,13.505709,13.653459,735200,11.000978
"2009-03-23",14.022834,14.761585,13.901948,14.761585,645300,11.893825
"2009-03-24",14.586971,14.801881,14.378778,14.39221,991900,11.59621
"2009-03-25",14.096709,14.486233,13.781061,14.39221,1801200,11.59621
"2009-03-26",14.519812,15.083949,14.398926,15.077233,1062800,12.148154
"2009-03-27",14.83546,15.003358,14.593687,14.808597,1018700,11.931706
"2009-03-30",14.439221,14.445937,14.042982,14.405642,845600,11.607034
"2009-03-31",14.533244,14.875755,14.372062,14.553391,1216600,11.726082
"2009-04-01",14.311619,15.392881,14.231028,15.177972,1995500,12.229321
"2009-04-02",15.601074,16.326393,15.332438,16.218939,1823200,13.068057
"2009-04-03",16.218939,16.642042,16.151779,16.581598,1275000,13.360264
"2009-04-06",16.427132,16.474144,15.903291,16.051041,1308300,12.932775
"2009-04-07",15.849564,15.849564,15.31229,15.339154,1388600,12.359191
"2009-04-08",15.473473,15.580927,15.245131,15.419744,1266500,12.424124
"2009-04-09",15.755541,16.18536,15.701814,16.18536,1379700,13.041003
"2009-04-13",16.23237,16.265951,15.668234,16.151779,586000,13.013943
"2009-04-14",15.896575,16.071188,15.574211,15.977166,1186800,12.873256
"2009-04-15",15.869711,16.124916,15.681665,15.97045,841400,12.867844
"2009-04-16",15.916722,16.635326,15.775688,16.52787,1104200,13.316975
"2009-04-17",16.568167,16.937542,16.467428,16.836803,953200,13.565892
"2009-04-20",16.487576,16.487576,15.507051,15.735393,995300,12.678452
"2009-04-21",15.540631,15.661518,14.513096,15.661518,3781700,12.618931
"2009-04-22",15.574211,17.145735,15.574211,16.816656,2260500,13.549657
"2009-04-23",16.816656,16.99127,16.18536,16.92411,1686700,13.63623
"2009-04-24",17.03828,18.173271,16.964405,18.012089,1473600,14.51285
"2009-04-27",17.69644,17.998657,17.051712,17.689724,1419900,14.253114
"2009-04-28",17.300201,17.730021,17.233042,17.427803,1915300,14.042071
"2009-04-29",17.548691,18.200134,17.340496,17.931498,1285100,14.548836
"2009-04-30",18.132975,18.50235,17.750168,17.891203,1365500,14.51614
"2009-05-01",17.79718,18.287441,17.4681,17.91135,1637000,14.532489
"2009-05-04",18.065817,18.891874,17.871054,18.838146,1265900,15.284452
"2009-05-05",18.730692,18.770987,18.13969,18.32102,1098500,14.864873
"2009-05-06",18.636669,18.78442,17.998657,18.38818,928800,14.919363
"2009-05-07",18.509066,18.804567,17.79718,17.971792,1039700,14.581532
"2009-05-08",18.099396,18.750839,18.099396,18.737408,802100,15.20272
"2009-05-11",18.522499,18.522499,17.998657,18.045668,538400,14.641466
"2009-05-12",18.193419,18.280725,17.1726,17.61585,760400,14.292733
"2009-05-13",17.327065,17.327065,16.568167,16.715918,1029700,13.562564
"2009-05-14",16.783075,17.159166,16.783075,16.89053,782300,13.704239
"2009-05-15",16.836803,17.28677,16.823372,16.964405,618000,13.764175
"2009-05-18",17.085293,17.35393,16.80994,17.35393,752900,14.080217
"2009-05-19",17.280054,17.461384,16.950974,17.165884,877000,13.927648
"2009-05-20",17.253191,17.306917,16.621895,16.675621,1476000,13.529873
"2009-05-21",16.52787,16.642042,15.977166,16.158495,1134700,13.110299
"2009-05-22",16.292814,16.467428,16.051041,16.131632,819800,13.088502
"2009-05-26",15.990598,16.984554,15.983882,16.736065,1130500,13.578911
"2009-05-27",16.715918,17.233042,16.581598,16.984554,2191900,13.780524
"2009-05-28",17.078577,17.159166,16.447281,17.031565,922700,13.818666
"2009-05-29",17.031565,17.159166,16.541304,16.80994,1154400,13.638851
"2009-06-01",16.964405,17.689724,16.877098,17.609133,1104800,14.287281
"2009-06-02",17.501678,18.341169,17.488247,18.260578,2049600,14.815836
"2009-06-03",18.005373,18.200134,17.508394,17.709873,1055700,14.369017
"2009-06-04",17.770315,18.361317,17.602417,18.341169,1308800,14.881223
"2009-06-05",18.441908,18.797852,18.294157,18.764271,1252300,15.224506
"2009-06-08",18.710545,19.30826,18.468771,19.113499,1560300,15.507859
"2009-06-09",19.160511,19.234386,18.912022,19.113499,919700,15.507859
"2009-06-10",19.187374,19.382135,18.542646,18.838146,699600,15.284452
"2009-06-11",18.609806,19.52317,18.603088,19.30826,1261300,15.665883
"2009-06-12",19.106783,19.153795,18.663532,18.78442,904400,15.240858
"2009-06-15",18.78442,18.78442,17.91135,18.099396,635300,14.685063
"2009-06-16",18.179987,18.347885,17.427803,17.474815,1104500,14.178306
"2009-06-17",17.427803,17.521826,16.729349,17.092009,1971700,13.86771
"2009-06-18",17.125587,17.360645,16.783075,17.199463,1161700,13.954895
"2009-06-19",17.40094,17.575554,17.098724,17.179316,1029100,13.938545
"2009-06-22",17.132303,17.132303,16.675621,16.762928,913300,13.600712
"2009-06-23",16.80994,16.863667,16.440563,16.487576,1010800,13.377299
"2009-06-24",16.608461,16.910679,16.380121,16.648758,945200,13.508078
"2009-06-25",16.59503,17.018133,16.561451,17.018133,847600,13.807769
"2009-06-26",16.971121,17.233042,16.783075,17.152451,1489400,13.916752
"2009-06-29",17.024849,17.434521,17.024849,17.320349,880800,14.052977
"2009-06-30",17.246473,17.387508,16.92411,17.206179,1169600,13.960346
"2009-07-01",17.380793,17.481531,16.521154,17.273338,1291500,14.014834
"2009-07-02",17.004702,17.051712,16.568167,16.689053,842100,13.540771
"2009-07-06",16.487576,16.59503,16.064472,16.239086,703100,13.175685
"2009-07-07",16.205507,16.272667,15.762257,15.923439,1092100,12.919582
"2009-07-08",15.990598,16.051041,15.580927,15.768972,1058200,12.794256
"2009-07-09",15.775688,16.00403,15.594358,15.957018,1003500,12.946826
"2009-07-10",15.802552,16.205507,15.768972,16.124916,1831100,13.083053
"2009-07-13",16.18536,16.621895,15.688381,16.588314,1123500,13.459038
"2009-07-14",16.621895,16.856951,16.548019,16.742781,569600,13.58436
"2009-07-15",16.917395,17.461384,16.836803,17.387508,737500,14.107464
"2009-07-16",17.306917,18.106112,17.293486,18.045668,733600,14.641466
"2009-07-17",18.012089,18.267294,17.931498,18.106112,762800,14.690509
"2009-07-20",18.15984,18.83143,17.864338,18.797852,1101200,15.251759
"2009-07-21",18.68368,18.791136,17.595701,17.884487,2347400,14.510689
"2009-07-22",17.649429,18.354601,17.642714,18.213566,1164100,14.777692
"2009-07-23",18.253862,19.106783,18.253862,18.972466,1139300,15.393431
"2009-07-24",18.89859,19.140362,18.71726,18.992613,1011700,15.409776
"2009-07-27",19.01276,19.200806,18.824715,19.066488,589300,15.46972
"2009-07-28",18.905306,18.985897,18.455339,18.596373,909600,15.088287
"2009-07-29",18.408327,18.529215,18.038952,18.119543,550000,14.797601
"2009-07-30",18.38818,18.636669,18.368032,18.509066,1068900,15.115715
"2009-07-31",18.50235,18.656816,18.347885,18.347885,949200,14.984084
"2009-08-03",18.522499,18.764271,18.287441,18.710545,1025600,15.280251
"2009-08-04",18.656816,18.838146,18.50235,18.791136,448300,15.346068
"2009-08-05",18.83143,18.938885,18.059099,18.213566,1088000,14.874382
"2009-08-06",18.32102,18.562794,18.15984,18.240429,776800,14.896328
"2009-08-07",18.509066,18.676964,18.314304,18.542646,854500,15.143133
"2009-08-10",18.381464,18.71726,18.314304,18.488918,649600,15.099259
"2009-08-11",18.38818,18.462055,17.918066,18.200134,705100,14.863413
"2009-08-12",18.153122,18.690395,18.153122,18.455339,741900,15.071837
"2009-08-13",18.415043,18.582941,18.173271,18.582941,443500,15.176044
"2009-08-14",18.582941,18.582941,18.02552,18.247147,474300,14.901811
"2009-08-17",17.944929,17.998657,17.367361,17.474815,888600,14.271079
"2009-08-18",17.501678,18.32102,17.501678,18.280725,969900,14.929236
"2009-08-19",18.065817,18.441908,17.904634,18.287441,611500,14.93472
"2009-08-20",18.287441,18.468771,18.15984,18.294157,609000,14.940206
"2009-08-21",18.468771,18.871725,18.226997,18.83143,385500,15.378976
"2009-08-24",18.824715,19.086636,18.650101,18.710545,572300,15.280251
"2009-08-25",18.871725,19.153795,18.589657,19.053055,746500,15.559966
"2009-08-26",18.972466,19.301544,18.858294,19.147079,1138600,15.636759
"2009-08-27",19.07992,19.341841,18.603088,19.288113,875300,15.751933
"2009-08-28",19.456011,19.52317,19.026192,19.247818,683700,15.719024
"2009-08-31",18.992613,19.053055,18.764271,19.026192,1280000,15.538028
"2009-09-01",18.972466,19.52317,18.542646,18.744123,1251600,15.307675
"2009-09-02",18.764271,18.979181,18.623238,18.623238,852700,15.208954
"2009-09-03",18.750839,19.288113,18.549362,18.83143,628500,15.378976
"2009-09-04",18.78442,19.677635,18.750839,19.657488,1093900,16.053585
"2009-09-08",19.677635,19.993284,19.456011,19.509739,1752200,15.932921
"2009-09-09",19.52317,19.852249,19.476158,19.623909,1061900,16.026171
"2009-09-10",19.771658,19.905977,19.52317,19.88583,556200,16.240065
"2009-09-11",20.315649,20.543989,20.228342,20.409672,1671400,16.667875
"2009-09-14",20.154467,20.906649,20.154467,20.711887,1067400,16.914682
"2009-09-15",20.758898,21.28274,20.752182,21.175285,1183100,17.293121
"2009-09-16",20.436535,21.094694,20.288784,21.094694,1668500,17.227303
"2009-09-17",21.000671,21.222298,20.80591,20.859638,991600,17.035339
"2009-09-18",20.906649,20.953661,20.577568,20.611149,1597900,16.832407
"2009-09-21",20.355944,20.564137,20.194761,20.349228,794000,16.618511
"2009-09-22",20.530558,20.550705,20.188046,20.302216,656900,16.580112
"2009-09-23",20.315649,20.409672,20.040295,20.06716,647500,16.388149
"2009-09-24",20.167898,20.214909,19.691069,19.926125,736100,16.272974
"2009-09-25",19.919409,20.060444,19.610477,19.650772,646300,16.048103
"2009-09-28",19.731363,20.080591,19.476158,19.919409,712300,16.267487
"2009-09-29",19.939556,20.255205,19.858965,20.033579,1025000,16.360727
"2009-09-30",20.047012,20.194761,19.422432,19.825386,969400,16.190704
"2009-10-01",19.791807,19.791807,19.214237,19.214237,1438300,15.691601
"2009-10-02",18.959032,19.288113,18.925453,19.160511,806400,15.64772
"2009-10-05",19.281397,19.717932,19.26125,19.711216,1096700,16.097462
