"","PNR.Open","PNR.High","PNR.Low","PNR.Close","PNR.Volume","PNR.Adjusted"
"2005-09-21",25.352585,25.366018,24.633982,24.80188,1046300,18.674244
"2005-09-22",24.748154,24.976494,24.526527,24.949631,960200,18.785492
"2005-09-23",24.963062,25.104097,24.412357,24.848892,733100,18.709644
"2005-09-26",24.909334,25.030222,24.251175,24.486233,756100,18.436575
"2005-09-27",24.586971,24.647415,23.962391,24.412357,1251800,18.380962
"2005-09-28",24.647415,24.855608,23.969107,24.251175,726700,18.2596
"2005-09-29",24.251175,24.452652,23.982538,24.419073,665500,18.386015
"2005-09-30",24.513096,24.916052,24.43922,24.513096,782900,18.456802
"2005-10-03",24.513096,24.513096,23.81464,24.170584,1507000,18.198915
"2005-10-04",24.311619,24.627266,23.955675,24.170584,1542300,18.198915
"2005-10-05",24.170584,24.204165,23.331095,23.505709,1034200,17.698315
"2005-10-06",23.606447,23.687038,22.511753,22.699799,2757300,17.091511
"2005-10-07",23.237072,23.47213,23.015446,23.183344,1247000,17.455587
"2005-10-10",23.438549,23.465412,23.035595,23.116186,1177500,17.405025
"2005-10-11",23.331095,23.431833,22.96172,23.002014,642800,17.319056
"2005-10-12",22.955004,23.163197,22.404299,22.437878,759000,16.894297
"2005-10-13",22.370718,22.988583,22.364002,22.955004,1063800,17.283661
"2005-10-14",22.955004,23.861652,22.955004,23.532572,1309200,17.718531
"2005-10-17",23.660175,23.828072,23.317663,23.47213,448100,17.673029
"2005-10-18",23.532572,23.734049,23.317663,23.734049,872800,17.870234
"2005-10-19",23.445265,23.794493,23.149765,23.754198,893600,17.885403
"2005-10-20",23.787777,23.908663,23.237072,23.270651,1233100,17.521328
"2005-10-21",23.807924,23.935528,23.438549,23.828072,1200400,17.941029
"2005-10-24",23.828072,24.492949,23.828072,24.351913,1217500,18.335443
"2005-10-25",20.87307,21.356615,20.490261,20.685024,10639500,15.574512
"2005-10-26",21.087978,21.672264,20.819342,21.309605,4269200,16.112791
"2005-10-27",21.202148,21.457354,20.685024,20.826057,2074100,15.747168
"2005-10-28",20.940228,21.10141,20.678308,21.040968,1369400,15.909668
"2005-10-31",21.222298,21.820013,21.134991,21.820013,1667300,16.49873
"2005-11-01",21.90732,22.095366,21.692411,21.79315,1613900,16.478416
"2005-11-02",21.927467,22.337139,21.920752,22.169241,1540800,16.762791
"2005-11-03",22.269979,22.444593,22.175957,22.323708,1847100,16.879581
"2005-11-04",22.491606,22.975151,22.464741,22.934856,1335700,17.34169
"2005-11-07",23.002014,23.317663,22.907991,23.203493,920200,17.544819
"2005-11-08",23.102753,23.317663,22.914707,23.196775,754300,17.539732
"2005-11-09",23.19006,23.606447,23.002014,23.384823,628000,17.681925
"2005-11-10",23.5863,23.807924,23.049026,23.411686,960800,17.702234
"2005-11-11",23.411686,23.747482,23.310947,23.707186,937400,17.925673
"2005-11-14",23.680323,24.049698,23.65346,23.807924,979900,18.00185
"2005-11-15",23.807924,24.271322,23.687038,24.170584,1330700,18.27606
"2005-11-16",24.184015,24.405642,23.928812,24.351913,979900,18.413168
"2005-11-17",24.445936,24.667562,24.385494,24.553392,1726700,18.565508
"2005-11-18",24.714573,25.137676,24.586971,25.117529,1012800,18.992069
"2005-11-21",25.184689,25.271996,24.714573,25.271996,717500,19.108864
"2005-11-22",25.050369,25.083948,24.862324,25.083948,1612100,18.966682
"2005-11-23",25.083948,25.822701,24.98321,25.795835,1038800,19.504959
"2005-11-25",25.701813,25.742109,25.352585,25.668234,204200,19.408478
"2005-11-28",26.077904,26.077904,25.554064,25.748825,1968600,19.469418
"2005-11-29",26.024178,26.420416,25.144392,25.265278,1293600,19.10379
"2005-11-30",25.339153,25.936871,25.271996,25.654802,1193800,19.398321
"2005-12-01",25.735394,25.856279,25.453325,25.520483,1052100,19.296759
"2005-12-02",25.453325,25.507051,24.788448,25.157824,1997600,19.022543
"2005-12-05",24.882471,25.010075,23.781061,24.539959,2082500,18.555359
"2005-12-06",24.546675,24.68771,24.042982,24.351913,1238100,18.413168
"2005-12-07",24.291471,24.445936,24.016119,24.116858,745200,18.235434
"2005-12-08",24.177299,24.86904,23.915379,24.459368,1038700,18.494425
"2005-12-09",24.304903,24.734722,24.177299,24.680994,623700,18.661993
"2005-12-12",24.848892,25.171255,24.734722,25.13096,854800,19.002222
"2005-12-13",25.184689,25.31229,24.963062,24.976494,637800,18.885433
"2005-12-14",25.104097,25.439892,24.949631,25.319006,684100,19.144411
"2005-12-15",25.251846,25.305574,24.647415,24.748154,523900,18.712778
"2005-12-16",24.647415,24.842176,24.419073,24.466085,844700,18.499498
"2005-12-19",24.385494,24.385494,23.875084,23.922096,700800,18.088175
"2005-12-20",23.901947,24.177299,23.640026,23.687038,583300,17.91044
"2005-12-21",23.646742,23.975822,23.40497,23.559437,1004300,17.813955
"2005-12-22",23.613163,23.754198,23.169912,23.371389,1419300,17.671766
"2005-12-23",23.40497,23.646742,23.263935,23.378105,790800,17.676838
"2005-12-27",23.445265,23.593016,22.726662,23.035595,801300,17.417858
"2005-12-28",22.955004,23.451981,22.860981,23.344526,689700,17.651455
"2005-12-29",23.284082,23.391539,22.834116,23.203493,547300,17.544819
"2005-12-30",23.143049,23.203493,22.995298,23.183344,580100,17.529579
"2006-01-03",23.136333,23.331095,22.840834,23.022163,1478500,17.407713
"2006-01-04",23.069174,24.251175,23.042311,23.948959,2714800,18.108486
"2006-01-05",24.116858,24.311619,24.022835,24.291471,1223200,18.367466
"2006-01-06",24.291471,24.647415,24.271322,24.613834,894800,18.611214
"2006-01-09",24.828745,24.996641,24.680994,24.963062,1322900,18.875278
"2006-01-10",24.86904,25.177971,24.808596,24.909334,860900,18.834646
"2006-01-11",25.104097,25.319006,24.98321,25.164539,985800,19.027613
"2006-01-12",25.097382,25.184689,24.607119,24.929483,1909300,18.849886
"2006-01-13",24.889187,24.996641,24.580256,24.647415,847600,18.636606
"2006-01-17",24.513096,24.627266,24.331766,24.57354,398900,18.580748
"2006-01-18",24.405642,24.728004,24.21088,24.640699,1033300,18.631527
"2006-01-19",24.721289,25.01679,24.701141,24.848892,1481100,18.788946
"2006-01-20",24.741438,24.875755,24.647415,24.667562,1207500,18.651838
"2006-01-23",24.728004,25.077232,24.647415,24.781733,649700,18.738163
"2006-01-24",24.822029,24.963062,24.714573,24.909334,597500,18.834646
"2006-01-25",24.889187,25.164539,24.761585,24.815311,696800,18.834642
"2006-01-26",24.748154,24.976494,24.607119,24.942915,643800,18.931494
"2006-01-27",25.124245,25.782404,25.050369,25.782404,879800,19.568657
"2006-01-30",25.782404,25.842848,25.594358,25.768972,755800,19.558464
"2006-01-31",25.715244,25.842848,25.486904,25.78912,1228100,19.573763
"2006-02-01",25.782404,25.782404,25.298859,25.533915,895300,19.380058
"2006-02-02",24.647415,25.735394,24.190733,25.224983,2329300,19.145596
"2006-02-03",25.030222,25.191404,24.781733,24.808596,1161200,18.829544
"2006-02-06",24.754869,25.507051,24.754869,25.466757,854800,19.329094
"2006-02-07",25.466757,25.721962,24.936199,25.137676,931500,19.079321
"2006-02-08",25.31229,25.849564,25.124245,25.654802,1028000,19.471813
"2006-02-09",25.668234,26.165211,25.533915,25.950302,833900,19.696091
"2006-02-10",25.950302,25.957018,25.42646,25.67495,568300,19.487104
"2006-02-13",25.594358,26.00403,25.547348,25.849564,670000,19.619637
"2006-02-14",25.963734,26.312962,25.621222,25.963734,876500,19.706295
"2006-02-15",26.057756,26.091337,25.587643,25.910007,828900,19.665516
"2006-02-16",26.030893,26.077904,25.654802,25.876427,490300,19.640028
"2006-02-17",25.903292,26.084621,25.708529,26.017462,502800,19.747076
"2006-02-21",26.024178,26.165211,25.809267,26.111485,426300,19.818438
"2006-02-22",26.111485,26.373405,25.829416,26.326393,786100,19.981548
"2006-02-23",26.29953,26.319677,25.916723,26.024178,509300,19.752169
"2006-02-24",26.077904,26.903963,25.923439,26.863667,1100800,20.389336
"2006-02-27",26.930826,27.521826,26.903963,27.327065,1158500,20.741056
"2006-02-28",27.421087,27.51511,26.80994,26.964405,907000,20.46579
"2006-03-01",27.065144,27.703157,27.065144,27.649429,872800,20.985725
"2006-03-02",27.555407,28.018805,27.535259,27.770315,720900,21.077478
"2006-03-03",27.756884,28.13969,27.61585,27.998657,614500,21.25078
"2006-03-06",28.005373,28.012089,27.595701,27.857622,880400,21.143742
"2006-03-07",27.669577,27.756884,26.99127,27.414371,875600,20.807316
"2006-03-08",27.320349,27.347214,26.7092,27.058428,825600,20.537153
"2006-03-09",27.065144,27.212894,26.803225,27.165884,585900,20.618719
"2006-03-10",27.125587,27.51511,26.930826,27.360645,553000,20.766541
"2006-03-13",27.421087,27.743452,27.092009,27.300201,529600,20.720657
"2006-03-14",27.387508,27.635998,27.246473,27.40094,745900,20.797121
"2006-03-15",27.568838,27.69644,27.380793,27.474815,767400,20.853191
"2006-03-16",27.609133,27.703157,27.374077,27.575554,1026200,20.929653
"2006-03-17",27.461384,27.541975,27.266623,27.266623,1193800,20.695177
"2006-03-20",27.494963,27.683008,27.199463,27.347214,1455900,20.756346
"2006-03-21",27.367361,27.736736,27.085293,27.239758,770500,20.674784
"2006-03-22",27.233042,27.730021,27.233042,27.656145,1079200,20.99082
"2006-03-23",27.790462,27.803896,27.387508,27.535259,645000,20.899075
"2006-03-24",27.407656,27.669577,27.407656,27.595701,844400,20.944944
"2006-03-27",27.635998,27.662861,27.139019,27.179316,591100,20.628912
"2006-03-28",27.199463,27.427803,26.863667,27.051712,1163900,20.532057
"2006-03-29",27.179316,27.360645,27.159166,27.159166,923700,20.613615
"2006-03-30",27.273338,27.481531,27.024849,27.071859,859300,20.547356
"2006-03-31",27.03828,27.374077,27.03828,27.367361,1309700,20.771635
"2006-04-03",27.649429,27.864338,27.10544,27.1726,1307000,20.623812
"2006-04-04",27.233042,27.528543,26.796507,26.796507,3605300,20.33835
"2006-04-05",26.863667,27.098724,26.736065,27.065144,1693500,20.542257
"2006-04-06",27.065144,27.118872,26.870382,27.065144,872500,20.542257
"2006-04-07",27.065144,27.199463,26.621895,26.796507,585100,20.33835
"2006-04-10",26.80994,27.112156,26.729349,27.071859,1015200,20.547356
"2006-04-11",27.065144,27.239758,26.668905,26.830088,754900,20.363848
"2006-04-12",26.863667,27.206179,26.635326,26.930826,1185500,20.440306
"2006-04-13",27.004702,27.085293,26.695768,26.742781,553700,20.297583
"2006-04-17",26.736065,27.085293,26.695768,26.92411,431000,20.435205
"2006-04-18",27.03828,27.233042,26.903963,27.132303,1472000,20.593227
"2006-04-19",27.139019,27.367361,26.910679,27.065144,1528300,20.542257
"2006-04-20",27.011417,27.434521,26.843519,27.280054,2324600,20.705362
"2006-04-21",27.434521,27.635998,27.300201,27.488247,1497100,20.863386
"2006-04-24",27.4681,27.783747,27.1726,27.689724,1010200,21.016312
"2006-04-25",27.689724,27.904634,27.1726,27.434521,642900,20.822613
"2006-04-26",27.501678,27.629282,27.253191,27.266623,730200,20.766342
"2006-04-27",24.848892,26.682337,24.848892,25.856279,2203800,19.692215
"2006-04-28",25.842848,26.131632,25.540632,25.708529,1264900,19.579685
"2006-05-01",25.802551,25.849564,25.258562,25.298859,1196800,19.267687
"2006-05-02",25.292143,25.500336,25.224983,25.325722,1124300,19.288147
"2006-05-03",25.319006,25.399597,25.117529,25.278711,1599100,19.252346
"2006-05-04",25.345869,25.392881,25.13096,25.251846,1494200,19.231886
"2006-05-05",25.419744,25.762257,25.184689,25.627937,1471400,19.518311
"2006-05-08",25.587643,26.098053,25.587643,25.715244,960200,19.584806
"2006-05-09",25.715244,25.742109,25.271996,25.513767,592000,19.431366
"2006-05-10",25.386166,25.473473,24.916052,25.057085,1238600,19.083553
"2006-05-11",24.98321,25.345869,24.795164,24.922768,782300,18.981256
"2006-05-12",24.848892,24.855608,24.298187,24.345198,1032300,18.541376
"2006-05-15",24.184015,24.298187,23.478846,23.915379,1058600,18.21402
"2006-05-16",23.915379,24.110142,23.666891,23.76763,1322800,18.101501
"2006-05-17",23.613163,23.807924,23.505709,23.65346,1702800,18.014544
"2006-05-18",23.673607,23.774345,23.069174,23.143049,1182100,17.62582
"2006-05-19",23.143049,23.505709,22.981867,23.398254,1204000,17.820187
"2006-05-22",23.122902,23.364674,22.968435,23.22364,1124400,17.687191
"2006-05-23",23.357958,23.411686,22.907991,22.948288,985400,17.47748
"2006-05-24",22.948288,23.035595,22.41773,22.813969,1196800,17.375185
"2006-05-25",22.948288,23.002014,22.740093,22.914707,499700,17.45191
"2006-05-26",23.035595,23.10947,22.881128,22.975151,527500,17.49795
"2006-05-30",22.860981,22.934856,22.632639,22.686367,591800,17.278009
"2006-05-31",22.854265,23.002014,22.64607,22.941572,782900,17.472372
"2006-06-01",23.002014,23.196775,22.834116,23.089321,1078700,17.5849
"2006-06-02",23.169912,23.324379,22.901276,22.968435,1054800,17.492828
"2006-06-05",22.800537,22.955004,22.572197,22.612492,930600,17.221743
"2006-06-06",22.672935,22.699799,21.773003,21.900604,1061300,16.679564
"2006-06-07",21.994627,22.222969,21.779718,22.08865,1096200,16.822783
"2006-06-08",22.055071,22.249832,21.638683,22.128946,1695300,16.853477
"2006-06-09",22.263264,22.343855,22.034924,22.128946,1109000,16.853477
"2006-06-12",22.565479,22.565479,22.02149,22.02149,1251300,16.771633
"2006-06-13",21.914036,22.330423,21.79315,21.893888,1357300,16.674456
"2006-06-14",21.893888,22.135662,21.524513,21.665546,1571300,16.500547
"2006-06-15",21.692411,22.149094,21.685696,22.081934,1386100,16.817669
"2006-06-16",22.102081,22.162525,21.893888,22.014774,750700,16.766521
"2006-06-19",22.263264,22.30356,21.658831,21.853594,1067700,16.643766
"2006-06-20",21.920752,21.981195,21.564808,21.712559,758400,16.536348
"2006-06-21",21.705843,22.377434,21.692411,22.364002,1092700,17.032492
"2006-06-22",22.337139,22.337139,22.048355,22.249832,835600,16.945543
"2006-06-23",22.169241,22.652786,22.095366,22.444593,393900,17.093872
"2006-06-26",22.48489,22.733377,22.330423,22.498322,567100,17.134794
"2006-06-27",22.545332,22.66622,22.162525,22.236401,490900,16.935308
"2006-06-28",22.236401,22.397583,22.108797,22.38415,480700,17.047838
"2006-06-29",22.128946,22.834116,22.128946,22.800537,554300,17.364958
"2006-06-30",22.968435,23.10947,22.834116,22.96172,803700,17.487713
"2006-07-03",23.096037,23.122902,22.901276,23.049026,255900,17.554216
"2006-07-05",22.968435,23.002014,22.498322,22.679651,611500,17.27289
"2006-07-06",22.672935,22.968435,22.592344,22.706514,644500,17.293352
"2006-07-07",22.706514,22.773674,22.431162,22.545332,439700,17.170595
"2006-07-10",22.706514,22.78039,22.538616,22.71323,414300,17.298462
"2006-07-11",22.632639,22.699799,22.444593,22.659504,514300,17.257542
"2006-07-12",22.659504,22.733377,22.404299,22.451309,424600,17.098986
"2006-07-13",22.330423,22.350571,21.900604,21.927467,664300,16.700027
"2006-07-14",21.867025,21.920752,21.249161,21.343184,643200,16.255039
"2006-07-17",21.28274,21.605104,20.852921,20.913364,674000,15.927678
"2006-07-18",20.98724,21.21558,20.416388,20.745466,839900,15.799804
"2006-07-19",20.73875,21.477501,20.725319,21.323036,1197000,16.239691
"2006-07-20",21.383478,21.49765,20.631296,20.631296,695200,15.712863
"2006-07-21",20.631296,20.631296,20.228342,20.349228,793300,15.498032
"2006-07-24",20.470114,20.685024,20.161182,20.389523,981200,15.528725
"2006-07-25",20.349228,20.349228,17.837475,19.053055,5318400,14.510863
"2006-07-26",19.073204,19.415716,18.817999,18.925453,2299300,14.485165
"2006-07-27",18.972466,19.073204,18.549362,18.549362,1488800,14.197311
"2006-07-28",18.603088,19.200806,18.603088,19.133646,1445800,14.644506
"2006-07-31",19.093351,19.341841,19.046339,19.288113,1026500,14.762737
"2006-08-01",19.26125,19.37542,19.173943,19.328409,965300,14.793576
"2006-08-02",19.395567,19.476158,19.301544,19.328409,1183600,14.793576
"2006-08-03",19.30826,19.865683,19.220953,19.805239,906000,15.158537
"2006-08-04",20.080591,20.214909,19.664204,19.731363,1274400,15.101996
"2006-08-07",19.644056,19.825386,19.395567,19.556749,1023300,14.968344
"2006-08-08",19.691069,19.778376,19.321692,19.422432,896800,14.86554
"2006-08-09",19.509739,19.597046,19.073204,19.073204,1060300,14.598247
"2006-08-10",19.066488,19.496305,19.059772,19.422432,911700,14.86554
"2006-08-11",19.429148,19.529886,19.19409,19.247818,573200,14.731898
"2006-08-14",19.382135,19.610477,19.207521,19.247818,622800,14.731898
"2006-08-15",19.415716,19.543318,19.281397,19.536602,520500,14.952923
"2006-08-16",19.469442,20.255205,19.37542,20.194761,977000,15.456659
"2006-08-17",20.241774,20.329081,20.080591,20.161182,716300,15.430963
"2006-08-18",20.174614,20.235058,19.811954,19.926125,656200,15.25105
"2006-08-21",19.785091,19.832102,19.617193,19.697784,852100,15.076289
"2006-08-22",19.630625,19.865683,19.597046,19.657488,778000,15.04545
"2006-08-23",19.744795,19.838818,19.207521,19.30826,912300,14.778154
"2006-08-24",19.408998,19.670919,19.361988,19.657488,1259900,15.04545
"2006-08-25",19.684351,19.811954,19.509739,19.697784,760200,15.076289
"2006-08-28",19.657488,20.060444,19.644056,19.986568,552400,15.297323
"2006-08-29",19.946272,20.040295,19.650772,19.986568,734900,15.297323
"2006-08-30",19.946272,20.11417,19.919409,20.040295,548100,15.338444
"2006-08-31",20.18133,20.214909,19.926125,20.080591,1926400,15.369288
"2006-09-01",20.107454,20.147751,20.020147,20.06716,668700,15.359003
"2006-09-05",20.040295,20.094023,19.979853,20.013432,1229100,15.317877
"2006-09-06",19.986568,19.986568,19.684351,19.724648,722300,15.09685
"2006-09-07",19.657488,19.657488,19.37542,19.476158,808300,14.906663
"2006-09-08",19.476158,19.697784,19.476158,19.476158,486900,14.906663
"2006-09-11",19.476158,19.590328,19.26125,19.37542,877000,14.82956
"2006-09-12",19.435863,19.556749,19.341841,19.476158,640100,14.906663
"2006-09-13",19.476158,19.543318,19.341841,19.408998,986900,14.855259
"2006-09-14",19.408998,19.408998,19.106783,19.147079,1677200,14.654788
"2006-09-15",19.180658,19.395567,19.140362,19.173943,1476000,14.675349
"2006-09-18",19.173943,19.294828,18.744123,18.871725,1732400,14.444039
"2006-09-19",18.918737,18.992613,18.556078,18.925453,1276300,14.485165
"2006-09-20",19.006044,19.37542,18.925453,19.30826,1155100,14.778154
"2006-09-21",19.26125,19.435863,18.844862,18.912022,657800,14.474881
"2006-09-22",18.925453,19.19409,18.757555,19.133646,1264400,14.644506
"2006-09-25",19.214237,19.597046,19.173943,19.536602,1117100,14.952923
"2006-09-26",17.763599,18.314304,17.414371,17.548691,9020800,13.431414
"2006-09-27",17.293486,17.871054,17.253191,17.595701,5472900,13.467396
"2006-09-28",17.535259,18.052383,17.340496,17.958361,3356000,13.744967
"2006-09-29",17.958361,18.032236,17.562122,17.588985,2328400,13.462256
"2006-10-02",17.642714,18.15984,17.629282,18.106112,3119600,13.858053
"2006-10-03",18.112827,18.576225,17.998657,18.374748,2874500,14.063668
"2006-10-04",18.132975,19.07992,18.132975,18.71726,2862100,14.325812
"2006-10-05",18.710545,18.992613,18.710545,18.871725,2187900,14.444039
"2006-10-06",18.817999,19.133646,18.616522,18.979181,958900,14.526287
"2006-10-09",18.972466,19.429148,18.925453,19.140362,1424800,14.649652
"2006-10-10",19.147079,19.395567,19.113499,19.247818,766000,14.731898
"2006-10-11",19.247818,19.449295,19.140362,19.294828,1066800,14.767878
"2006-10-12",19.30826,19.778376,19.30826,19.778376,1060900,15.137976
"2006-10-13",19.946272,20.013432,19.731363,19.81867,890500,15.168813
"2006-10-16",20.18133,20.51041,20.147751,20.382807,1995500,15.600584
"2006-10-17",19.845533,20.496979,19.845533,20.087307,1085100,15.374425
"2006-10-18",20.355944,20.449966,20.013432,20.053728,1278600,15.348719
"2006-10-19",20.073875,20.463398,20.047012,20.315649,1147100,15.549191
"2006-10-20",20.349228,20.369375,20.147751,20.201477,1425500,15.461804
"2006-10-23",20.161182,20.349228,20.06716,20.228342,1287900,15.482368
"2006-10-24",20.147751,20.228342,20.053728,20.214909,2065000,15.472083
"2006-10-25",20.134317,20.241774,19.939556,20.154467,1420200,15.497903
"2006-10-26",20.167898,20.456682,20.11417,20.429819,1575900,15.70964
"2006-10-27",20.315649,21.148422,20.214909,21.014103,2437400,16.158922
"2006-10-30",20.953661,21.276024,20.658159,21.161854,1648300,16.272541
"2006-10-31",21.390194,22.310276,21.28274,22.122231,2899200,17.01103
"2006-11-01",22.162525,22.243116,21.846878,21.981195,1552400,16.902584
"2006-11-02",21.893888,21.981195,21.558092,21.598389,1727200,16.608225
"2006-11-03",21.766287,21.833445,21.437206,21.504366,1384000,16.535919
"2006-11-06",21.61182,21.739422,21.490934,21.598389,941000,16.608225
"2006-11-07",21.591673,21.934183,21.591673,21.719275,1056500,16.701176
"2006-11-08",21.746138,22.162525,21.672264,22.162525,869100,17.042019
"2006-11-09",22.095366,22.095366,21.72599,21.833445,1401700,16.788969
"2006-11-10",21.86031,21.927467,21.625252,21.887173,616200,16.830284
"2006-11-13",21.900604,22.128946,21.900604,22.102081,860100,16.995537
"2006-11-14",22.055071,22.061787,21.779718,21.934183,1195600,16.86643
"2006-11-15",21.490934,22.471457,21.490934,22.316992,1005000,17.160795
"2006-11-16",22.316992,22.491606,22.196104,22.296843,790900,17.145304
"2006-11-17",22.263264,22.263264,21.880457,22.055071,1208600,16.959389
"2006-11-20",21.893888,21.961048,21.746138,21.914036,1077700,16.850933
"2006-11-21",21.987911,22.068502,21.887173,21.940901,987200,16.871593
"2006-11-22",22.041639,22.075218,21.846878,21.940901,814700,16.871593
"2006-11-24",21.940901,22.364002,21.914036,22.364002,728100,17.196941
"2006-11-27",22.243116,22.243116,21.356615,21.49765,1225200,16.530754
"2006-11-28",21.410343,21.564808,21.188717,21.558092,844500,16.577232
"2006-11-29",21.61182,21.79315,21.537945,21.67898,989800,16.670193
"2006-11-30",21.598389,21.692411,21.229013,21.396912,1937400,16.453293
"2006-12-01",21.457354,21.558092,21.020819,21.329752,924800,16.401644
"2006-12-04",21.289455,21.773003,21.289455,21.625252,791200,16.62888
"2006-12-05",21.631968,21.699127,21.450638,21.551376,724100,16.572067
"2006-12-06",21.584957,21.833445,21.504366,21.739422,860400,16.716671
"2006-12-07",21.746138,22.055071,21.72599,21.940901,743000,16.871593
"2006-12-08",21.826729,22.142378,21.799866,22.061787,712400,16.964552
"2006-12-11",22.061787,22.155809,21.806581,21.846878,474600,16.799295
"2006-12-12",21.806581,21.846878,21.410343,21.61182,572000,16.618549
"2006-12-13",21.732706,21.759571,21.49765,21.625252,952600,16.62888
"2006-12-14",21.712559,21.893888,21.537945,21.658831,553000,16.654692
"2006-12-15",21.645399,21.685696,21.208864,21.255877,1413000,16.344847
"2006-12-18",21.323036,21.470785,21.128275,21.188717,1181900,16.2932
"2006-12-19",21.155138,21.202148,20.846205,20.926796,1513800,16.091797
"2006-12-20",20.819342,21.255877,20.765614,21.16857,1529700,16.277708
"2006-12-21",21.175285,21.229013,20.671591,20.80591,1211300,15.998834
"2006-12-22",20.839489,20.866354,20.597717,20.852921,695000,16.034981
"2006-12-26",20.819342,20.92008,20.758898,20.893217,519000,16.065966
"2006-12-27",20.993956,21.155138,20.846205,21.121557,1238100,16.241552
"2006-12-28",21.027534,21.302887,20.899933,21.121557,1438300,16.241552
"2006-12-29",21.054399,21.182001,21.027534,21.087978,833800,16.215742
"2007-01-03",20.416388,20.866354,19.879114,20.18133,3390300,15.518559
"2007-01-04",20.11417,20.62458,19.88583,20.597717,2816200,15.838749
"2007-01-05",20.570852,20.591002,20.18133,20.248489,1139900,15.570202
"2007-01-08",20.18133,20.288784,19.845533,20.201477,1081600,15.534053
"2007-01-09",20.248489,20.322365,20.060444,20.127602,1029900,15.477245
"2007-01-10",20.060444,20.389523,20,20.315649,1380300,15.621849
"2007-01-11",20.416388,20.62458,20.355944,20.591002,1181600,15.833591
"2007-01-12",20.584284,20.758898,20.147751,20.248489,1520500,15.570202
"2007-01-16",20.147751,20.349228,20.033579,20.120886,1163500,15.472079
"2007-01-17",20.080591,20.248489,20.033579,20.087307,845400,15.446267
"2007-01-18",20.100739,20.429819,20.100739,20.288784,939200,15.601188
"2007-01-19",20.201477,20.443251,20.147751,20.342512,1507700,15.642509
"2007-01-22",20.315649,20.342512,20.073875,20.302216,1024100,15.611524
"2007-01-23",20.235058,20.550705,20.235058,20.409672,645400,15.694144
"2007-01-24",20.329081,20.449966,20.261921,20.342512,452200,15.720102
"2007-01-25",20.282068,20.349228,19.912693,20,819800,15.455413
"2007-01-26",20.013432,20.127602,19.905977,20.100739,988500,15.533267
"2007-01-29",20.147751,20.557421,20.120886,20.402954,1267200,15.766806
"2007-01-30",20.483545,20.617865,20.2955,20.611149,740700,15.927691
"2007-01-31",20.503695,20.967093,20.496979,20.926796,1463600,16.171614
"2007-02-01",21.067831,21.31632,20.940228,20.973808,1239400,16.207945
"2007-02-02",20.973808,21.490934,20.879786,21.16857,2151000,16.358456
"2007-02-05",21.020819,21.16857,20.799194,21.081263,948000,16.290987
"2007-02-06",21.49765,22.122231,21.490934,21.692411,2376800,16.76326
"2007-02-07",21.558092,21.799866,21.490934,21.537945,1564900,16.643898
"2007-02-08",21.490934,21.490934,21.148422,21.202148,1234800,16.384396
"2007-02-09",21.323036,21.323036,20.893217,20.953661,848400,16.192375
"2007-02-12",20.940228,21.108126,20.926796,21.094694,719000,16.301367
"2007-02-13",21.235729,21.302887,21.000671,21.128275,998800,16.327309
"2007-02-14",21.094694,21.356615,20.967093,21.343184,681800,16.493391
"2007-02-15",21.376762,22.310276,21.296171,22.169241,1804500,17.131741
"2007-02-16",22.175957,22.249832,21.981195,22.014774,1227600,17.012375
"2007-02-20",21.954332,22.196104,21.766287,22.115513,731300,17.090218
"2007-02-21",22.102081,22.269979,22.055071,22.20282,455100,17.157686
"2007-02-22",22.196104,22.236401,21.934183,22.055071,497100,17.043516
"2007-02-23",22.095366,22.108797,21.833445,22.048355,596700,17.038328
"2007-02-26",22.182673,22.236401,21.67898,21.981195,1207700,16.986427
"2007-02-27",21.67898,21.67898,20.772331,20.98724,1315000,16.218321
"2007-02-28",21.027534,21.242445,20.852921,20.960377,905700,16.197565
"2007-03-01",20.98724,21.302887,20.685024,21.195433,1187700,16.37921
"2007-03-02",21.067831,21.094694,20.758898,20.826057,923600,16.093767
"2007-03-05",20.570852,20.745466,20.416388,20.456682,850200,15.808325
"2007-03-06",20.745466,20.745466,19.926125,20.147751,2537400,15.569586
"2007-03-07",20.315649,20.611149,20.11417,20.127602,1746700,15.554015
"2007-03-08",20.302216,20.396238,20.214909,20.302216,975400,15.688962
"2007-03-09",20.463398,20.577568,20.154467,20.235058,965600,15.637059
"2007-03-12",20.288784,20.329081,20.141035,20.228342,829300,15.631874
"2007-03-13",20.147751,20.221624,19.905977,19.919409,792700,15.393134
"2007-03-14",19.966421,20.235058,19.717932,19.899261,1560600,15.377567
"2007-03-15",19.919409,20.147751,19.879114,19.952988,1083500,15.419082
"2007-03-16",19.952988,19.966421,19.711216,19.811954,1062900,15.3101
"2007-03-19",19.865683,20.073875,19.838818,19.973137,1300600,15.434656
"2007-03-20",20.026863,20.127602,19.899261,19.939556,1639500,15.408703
"2007-03-21",19.912693,20.483545,19.912693,20.470114,1108100,15.81871
"2007-03-22",20.483545,20.718603,20.416388,20.543989,699800,15.87579
"2007-03-23",20.658159,20.69174,20.349228,20.570852,761700,15.896553
"2007-03-26",20.638012,20.651443,20.2955,20.631296,1003400,15.943263
"2007-03-27",20.617865,20.651443,20.376091,20.584284,1067300,15.906927
"2007-03-28",20.584284,21.074547,20.349228,20.685024,1592700,15.98478
"2007-03-29",20.819342,20.846205,20.570852,20.711887,1164500,16.005537
