"","CAT.Open","CAT.High","CAT.Low","CAT.Close","CAT.Volume","CAT.Adjusted"
"2005-08-11",55.150002,55.5,54.830002,55.5,2758300,37.434052
"2005-08-12",55.360001,55.369999,54.5,54.799999,2446700,36.96191
"2005-08-15",55.209999,55.360001,54.560001,55.259998,1769700,37.272171
"2005-08-16",54.400002,54.900002,53.610001,53.689999,4929400,36.213219
"2005-08-17",53.599998,53.849998,53.240002,53.459999,2256000,36.058098
"2005-08-18",53.349998,53.400002,52.700001,53.150002,2804500,35.848995
"2005-08-19",53.400002,54.950001,53.139999,54.82,4109700,36.975395
"2005-08-22",55,55.5,54.540001,54.810001,3190000,36.968651
"2005-08-23",54.849998,55.169998,54.259998,54.689999,2297600,36.887718
"2005-08-24",54.599998,54.610001,53.009998,53.209999,3824800,35.889469
"2005-08-25",53.220001,54.040001,53.200001,53.400002,2792200,36.017624
"2005-08-26",53.900002,53.990002,53.139999,53.490002,2675700,36.078327
"2005-08-29",53.150002,53.900002,53.049999,53.700001,2364200,36.219971
"2005-08-30",53.400002,53.91,52.939999,53.779999,2737400,36.273933
"2005-08-31",54.110001,55.650002,53.880001,55.490002,6101400,37.427303
"2005-09-01",55.970001,57,55.799999,56.939999,6425000,38.405315
"2005-09-02",57.200001,58.799999,57,58.25,7003500,39.288891
"2005-09-06",57.779999,58.810001,57.450001,58.509998,7789300,39.464256
"2005-09-07",58.950001,59.130001,58.48,59.07,4964400,39.841965
"2005-09-08",58.200001,59.23,57.880001,58.330002,3981900,39.34285
"2005-09-09",58.75,58.950001,58.41,58.860001,2635200,39.700329
"2005-09-12",58.950001,59.290001,58.75,59.290001,2437900,39.99036
"2005-09-13",59.32,59.880001,58.889999,59.400002,3694400,40.064548
"2005-09-14",59.400002,59.59,58.16,58.299999,2990000,39.322609
"2005-09-15",58.330002,58.529999,57.360001,57.740002,3496700,38.944908
"2005-09-16",58,58.169998,57.080002,57.720001,4872500,38.931431
"2005-09-19",57.700001,58.119999,56.639999,56.970001,3391300,38.425549
"2005-09-20",57.450001,57.82,56.689999,56.810001,3755700,38.317627
"2005-09-21",56.700001,57.580002,56.360001,57.110001,4223200,38.51997
"2005-09-22",58,58.599998,57.779999,58,4259900,39.12027
"2005-09-23",58.380001,59.099998,58.150002,58.919998,3185400,39.740791
"2005-09-26",58.400002,58.549999,57.59,58.34,4682000,39.349606
"2005-09-27",58.400002,58.970001,57.900002,58.720001,3437700,39.6059
"2005-09-28",59.459999,59.560001,57,57.549999,3868600,38.816746
"2005-09-29",57.560001,58.240002,57.27,57.990002,3083200,39.113529
"2005-09-30",58.279999,59.139999,58.009998,58.75,3998200,39.626137
"2005-10-03",58.759998,59.23,58.549999,59.009998,2598600,39.801498
"2005-10-04",58.900002,59.84,57.75,57.779999,3642200,38.971874
"2005-10-05",56.799999,57.66,56.209999,56.220001,5207900,37.919682
"2005-10-06",56.349998,56.349998,54.5,55.189999,6340100,37.224949
"2005-10-07",55.52,56.900002,55.5,56.619999,3593000,38.189468
"2005-10-10",56.549999,56.799999,55.080002,55.57,3294400,37.48127
"2005-10-11",55.860001,56.540001,55.5,55.560001,3296200,37.474518
"2005-10-12",55.650002,56.23,54.490002,54.759998,5345500,36.934933
"2005-10-13",54.560001,54.959999,53.279999,54,6138100,36.422321
"2005-10-14",54.400002,54.91,54.34,54.740002,4334200,36.92144
"2005-10-17",55.200001,55.389999,54.470001,55.029999,3286800,37.11705
"2005-10-18",54.869999,54.880001,53.950001,53.959999,3506900,36.395336
"2005-10-19",53.970001,55.450001,53.330002,55.43,3169600,37.386837
"2005-10-20",55.18,56.5,53.389999,54.029999,4197800,36.607655
"2005-10-21",49.259998,50.419998,48.25,48.919998,27359300,33.145409
"2005-10-24",49.5,50.349998,49.450001,50.310001,8559500,34.087204
"2005-10-25",50.43,50.619999,49.98,50.290001,6928900,34.073635
"2005-10-26",50.299999,51.150002,49.959999,50.549999,4674400,34.249817
"2005-10-27",50.450001,50.599998,49.75,49.900002,5285500,33.809406
"2005-10-28",50.150002,51.360001,49.810001,51.07,4307200,34.602135
"2005-10-31",52,53.150002,51.68,52.59,6578000,35.631996
"2005-11-01",52.599998,53.18,52.349998,52.720001,6512700,35.720093
"2005-11-02",52.849998,54.02,52.810001,53.689999,4261900,36.377289
"2005-11-03",54.099998,54.509998,53.450001,53.48,6196500,36.235016
"2005-11-04",53.759998,53.939999,53.400002,53.549999,3205900,36.282444
"2005-11-07",53.75,54.66,53.400002,54.25,3193200,36.756702
"2005-11-08",54.25,54.689999,53.73,54.25,3602200,36.756702
"2005-11-09",54.259998,54.540001,53.849998,54.099998,2819200,36.65509
"2005-11-10",53.93,54.91,53.82,54.689999,2939600,37.054836
"2005-11-11",54.82,54.990002,54.279999,54.869999,1872100,37.1768
"2005-11-14",54.799999,55.490002,54.619999,55.43,3049000,37.556225
"2005-11-15",55.400002,55.959999,55.380001,55.900002,3922000,37.87466
"2005-11-16",55.900002,57.259998,55.900002,56.73,4577900,38.437023
"2005-11-17",56.98,57.5,56.580002,57.470001,4288900,38.938416
"2005-11-18",58,58,56.869999,57.279999,4075200,38.809666
"2005-11-21",57.099998,57.810001,56.689999,57.709999,2666000,39.101017
"2005-11-22",57.709999,58.900002,57.400002,58.759998,3216900,39.812431
"2005-11-23",58.599998,58.610001,57.860001,58.009998,2714000,39.304276
"2005-11-25",58.02,58.48,57.889999,57.950001,815500,39.263634
"2005-11-28",57.98,58.220001,57.119999,57.450001,2200900,38.924858
"2005-11-29",57.450001,57.799999,56.939999,57.099998,3592600,38.687706
"2005-11-30",57.25,57.990002,57.200001,57.779999,2709000,39.148438
"2005-12-01",58,59.029999,57.84,59,3140300,39.975048
"2005-12-02",58.900002,59.450001,58.400002,58.810001,2262100,39.846317
"2005-12-05",58.650002,59.139999,57.82,58.330002,3191600,39.521095
"2005-12-06",58.25,59.290001,57.990002,58.799999,2689400,39.839531
"2005-12-07",58.799999,59.080002,57.5,57.779999,3164300,39.148438
"2005-12-08",57.630001,58.189999,57.07,57.34,2813800,38.850323
"2005-12-09",57.59,58.41,57.310001,58.09,2288300,39.358501
"2005-12-12",58.02,58.540001,58,58.029999,1381800,39.317829
"2005-12-13",57.93,59.419998,57.799999,58.970001,2670600,39.954735
"2005-12-14",58.73,59,58.099998,58.75,2373800,39.805668
"2005-12-15",59.049999,59.5,58.619999,58.709999,2555400,39.778553
"2005-12-16",59,59.75,58.82,59.639999,5106100,40.408676
"2005-12-19",58.650002,59,56.360001,56.830002,5652600,38.504795
"2005-12-20",57,57.720001,56.580002,56.740002,3488000,38.44381
"2005-12-21",57.099998,57.740002,56.759998,57.080002,2874900,38.674164
"2005-12-22",57.400002,58.709999,57.330002,58.450001,3101000,39.602398
"2005-12-23",58.459999,58.849998,58.240002,58.509998,1331800,39.643051
"2005-12-27",58.52,59.389999,57.880001,57.889999,2143000,39.222984
"2005-12-28",58.049999,58.189999,57.369999,57.84,2213900,39.189102
"2005-12-29",57.900002,58.790001,57.880001,58.139999,1619900,39.392361
"2005-12-30",57.849998,58.099998,57.57,57.77,2047500,39.141678
"2006-01-03",57.869999,58.110001,57.049999,57.799999,3697500,39.161987
"2006-01-04",57.950001,59.43,57.549999,59.27,4577200,40.157993
"2006-01-05",59.02,59.860001,59,59.27,4590700,40.157993
"2006-01-06",59.470001,60.759998,59.380001,60.450001,5692300,40.957478
"2006-01-09",60.450001,61.68,60.450001,61.549999,4408800,41.702785
"2006-01-10",61.349998,61.52,60.639999,61.299999,3188100,41.53339
"2006-01-11",60.869999,61.639999,60.700001,61.330002,2755600,41.553722
"2006-01-12",61.23,62.66,61.110001,62.209999,5322500,42.149963
"2006-01-13",62.02,62.490002,61.869999,62.330002,1936700,42.231262
"2006-01-17",61.689999,63.150002,61.650002,62.959999,3623200,42.658115
"2006-01-18",62.360001,62.720001,61.700001,61.869999,3651400,42.086712
"2006-01-19",62.049999,63,61.900002,62.509998,2375600,42.522072
"2006-01-20",62.509998,62.509998,60.48,60.779999,4439700,41.345249
"2006-01-23",60.75,61.439999,60.259998,61.040001,2706500,41.52211
"2006-01-24",60.790001,61.860001,60.75,61.349998,3291600,41.732979
"2006-01-25",61.5,63.25,61.110001,62.07,4772400,42.222763
"2006-01-26",63.299999,65.440002,62.299999,65.169998,10318100,44.331524
"2006-01-27",65.900002,68.370003,65.150002,67.529999,7587800,45.93689
"2006-01-30",66.529999,68.120003,66.32,67.010002,5077400,45.583164
"2006-01-31",67,68.169998,66.639999,67.900002,5655000,46.188599
"2006-02-01",68.099998,69.339996,67.900002,69.239998,4826100,47.100117
"2006-02-02",68.75,69.099998,67.989998,68.389999,4605500,46.521904
"2006-02-03",68.199997,68.970001,67.75,68.129997,3529800,46.345051
"2006-02-06",68.5,68.82,68,68.699997,3745900,46.732773
"2006-02-07",68.300003,68.339996,66.93,67.160004,4908000,45.685211
"2006-02-08",67.75,68.889999,67.360001,68.809998,3567300,46.807602
"2006-02-09",69,69.75,68.230003,68.449997,4016900,46.56271
"2006-02-10",68.150002,68.870003,67.779999,68.75,3167900,46.766796
"2006-02-13",68.300003,69.059998,67.879997,68.620003,2838400,46.67836
"2006-02-14",69,70.410004,68.230003,70.220001,4532100,47.766762
"2006-02-15",69.93,71.650002,69.900002,71.599998,4396500,48.705502
"2006-02-16",71.790001,72,71.389999,71.959999,3483300,48.950386
"2006-02-17",72,72.389999,71.709999,72.050003,4767900,49.011608
"2006-02-21",72,72.790001,71.68,72.589996,3956800,49.378948
"2006-02-22",72.589996,73.730003,72.540001,73.059998,5532000,49.698639
"2006-02-23",73.07,73.089996,71.900002,72.349998,4974100,49.215672
"2006-02-24",72.5,72.919998,71.760002,72.699997,2921600,49.45377
"2006-02-27",73.300003,73.989998,73,73.5,3217800,49.997952
"2006-02-28",73.099998,73.360001,72.400002,73.080002,4444300,49.712269
"2006-03-01",73.129997,74.940002,72.949997,74.389999,4179000,50.603378
"2006-03-02",74.139999,74.620003,73.809998,74.339996,2247700,50.569351
"2006-03-03",74.349998,75.5,74.110001,74.610001,3396700,50.753029
"2006-03-06",74.629997,74.879997,72.5,73.220001,5496900,49.807476
"2006-03-07",73.010002,74.019997,72.209999,73.040001,4904700,49.685032
"2006-03-08",73.040001,73.050003,70.339996,72.400002,7726000,49.249695
"2006-03-09",72.43,72.519997,71.25,71.400002,5101600,48.569439
"2006-03-10",71.349998,72.010002,70.379997,70.949997,5996900,48.263336
"2006-03-13",71.449997,71.75,70.790001,71,3401500,48.297356
"2006-03-14",71,72.279999,71,71.940002,4048600,48.936768
"2006-03-15",72.110001,74.699997,71.940002,74.290001,5208400,50.535355
"2006-03-16",74.93,75.389999,74.379997,74.900002,5802800,50.950294
"2006-03-17",75.580002,76.349998,74.449997,76.230003,7015500,51.855038
"2006-03-20",76.879997,77.110001,75.629997,75.849998,4217900,51.596531
"2006-03-21",75.900002,76.269997,74.190002,74.309998,4594300,50.548943
"2006-03-22",74.599998,76.449997,74.379997,76.209999,3635900,51.841419
"2006-03-23",76.400002,77.209999,75.75,76.260002,4874800,51.875435
"2006-03-24",76.260002,76.660004,75.169998,75.5,4318300,51.358456
"2006-03-27",75.879997,76.160004,75.029999,75.379997,2579100,51.27681
"2006-03-28",75.550003,76.230003,74.709999,74.870003,3726500,50.929909
"2006-03-29",73.25,73.980003,72.550003,73.669998,6587800,50.113598
"2006-03-30",73.650002,74.349998,72.160004,72.400002,5282400,49.249695
"2006-03-31",72.400002,72.459999,71.300003,71.809998,4316800,48.848339
"2006-04-03",72.709999,75.480003,72.559998,73.5,5884900,49.997952
"2006-04-04",74.099998,75.519997,73.489998,75.300003,4606000,51.222401
"2006-04-05",75.5,76.150002,74.599998,75.800003,4758400,51.562523
"2006-04-06",75.5,76.080002,75.010002,75.650002,3679300,51.460476
"2006-04-07",75.599998,76.050003,74.660004,74.919998,4262900,50.963909
"2006-04-10",74.93,75.919998,74.919998,75.449997,4038400,51.324432
"2006-04-11",76.220001,76.739998,75.5,76.660004,5325200,52.147541
"2006-04-12",76.839996,78.25,76.839996,77.839996,6412900,52.950222
"2006-04-13",77.199997,77.769997,76.410004,76.940002,4209000,52.338001
"2006-04-17",77.489998,78.800003,76.290001,76.449997,5459300,52.004681
"2006-04-18",77.050003,79.099998,76.82,78.910004,7702400,53.678085
"2006-04-19",79.050003,79.949997,78.349998,78.970001,4647200,53.718903
"2006-04-20",78.989998,79.32,77.25,77.970001,3850300,53.2071
"2006-04-21",79.449997,80,77.599998,77.870003,6891700,53.138851
"2006-04-24",78.25,79.720001,76.730003,77.379997,11219800,52.804485
"2006-04-25",77.279999,77.279999,74.769997,74.93,7536800,51.132587
"2006-04-26",76.059998,76.800003,75.610001,75.949997,4612700,51.828632
"2006-04-27",74.989998,75.650002,73.849998,75.059998,6142000,51.221302
"2006-04-28",75.5,76.099998,75.099998,75.739998,4432600,51.685322
"2006-05-01",76.199997,76.610001,75.410004,75.629997,4253000,51.610264
"2006-05-02",75.940002,77.660004,75.82,77.480003,3857400,52.872715
"2006-05-03",77.949997,78.230003,76.599998,78.099998,3639700,53.295792
"2006-05-04",78.5,79.129997,78.32,78.809998,3640800,53.780308
"2006-05-05",79.580002,80.889999,79.400002,79.980003,6022400,54.578728
"2006-05-08",79.989998,80.120003,78.910004,79.900002,2725300,54.524139
"2006-05-09",80,81.139999,79.989998,81.139999,2969200,55.370319
"2006-05-10",81.389999,82.029999,80.25,80.970001,3969300,55.254311
"2006-05-11",80.970001,81.300003,79.339996,79.620003,4367800,54.333065
"2006-05-12",79.25,79.5,77.68,77.809998,4548700,53.0979
"2006-05-15",77.809998,77.900002,76.220001,77.470001,4918300,52.865883
"2006-05-16",77.959999,78.970001,77.120003,77.339996,3756000,52.777168
"2006-05-17",76.389999,77.160004,75.010002,75.910004,6110900,51.801331
"2006-05-18",76.089996,76.449997,74.349998,74.620003,6260200,50.921021
"2006-05-19",74.989998,75.080002,72.099998,72.779999,10337300,49.665401
"2006-05-22",72,73.379997,71.949997,72.870003,7251400,49.726826
"2006-05-23",73.709999,74.75,73.669998,73.720001,5703600,50.306873
"2006-05-24",73.400002,75.199997,72.18,73.589996,6460100,50.21817
"2006-05-25",73.720001,74.080002,72.440002,73.959999,3761000,50.47065
"2006-05-26",74.25,74.82,73.330002,74.419998,2748000,50.784554
"2006-05-30",74.43,74.440002,72.059998,72.160004,4130200,49.242329
"2006-05-31",72.580002,73.419998,71.400002,72.949997,4032900,49.781418
"2006-06-01",72.709999,73.470001,71.860001,73.290001,2910300,50.013439
"2006-06-02",73.550003,73.550003,72.129997,72.809998,3730500,49.68589
"2006-06-05",72.800003,72.809998,68.809998,69.330002,6863900,47.311123
"2006-06-06",69.25,70.019997,68.099998,68.480003,8730300,46.731075
"2006-06-07",68.699997,68.75,66.410004,66.739998,9781200,45.543678
"2006-06-08",66.400002,67.540001,64.410004,66.889999,11897800,45.646046
"2006-06-09",67.889999,69.050003,67.300003,67.519997,7943000,46.07597
"2006-06-12",68.400002,68.400002,66.059998,66.32,6336200,45.257072
"2006-06-13",65.629997,67.5,65.410004,66.330002,6267800,45.263905
"2006-06-14",65.949997,67.580002,65.900002,67.480003,5343500,46.048679
"2006-06-15",68.5,71.050003,68.5,70.849998,8440000,48.34837
"2006-06-16",70.849998,71.370003,70.349998,70.550003,6861400,48.143654
"2006-06-19",71,71.449997,69.5,69.949997,5340400,47.734207
"2006-06-20",70.379997,71.639999,70.199997,70.989998,5368800,48.443905
"2006-06-21",70.989998,73.449997,70.980003,72.470001,5502100,49.453865
"2006-06-22",72.599998,72.660004,71.360001,72.279999,3356000,49.324207
"2006-06-23",72.050003,73.25,71.150002,72.139999,3331200,49.228672
"2006-06-26",72.400002,72.959999,71.580002,72.480003,2525900,49.46069
"2006-06-27",71.599998,72.970001,71.519997,71.650002,2586300,48.894295
"2006-06-28",71.660004,72.93,71.410004,72.709999,2921500,49.617641
"2006-06-29",72.849998,74.690002,72.68,74.400002,5138200,50.770912
"2006-06-30",74.949997,74.949997,73.419998,74.480003,3913600,50.8255
"2006-07-03",74.919998,75.43,74.480003,74.769997,1908300,51.023399
"2006-07-05",73.699997,73.800003,72.879997,73.129997,5035500,49.904247
"2006-07-06",73.120003,74.239998,72.949997,73.650002,3175700,50.259106
"2006-07-07",73.400002,73.940002,72.360001,72.580002,3333800,49.528919
"2006-07-10",72.75,74.099998,72.5,73.269997,2609100,49.999786
"2006-07-11",73.279999,73.610001,72.589996,73.400002,3400100,50.088509
"2006-07-12",73.019997,73.199997,71.139999,71.309998,3876700,48.662281
"2006-07-13",71.059998,71.07,69.650002,69.699997,4981100,47.563614
"2006-07-14",70,70.290001,68.800003,69.190002,5557000,47.215588
"2006-07-17",69.190002,70.190002,69,69.190002,5693500,47.215588
"2006-07-18",69.599998,70.150002,68.059998,69.470001,4852200,47.613098
"2006-07-19",69.470001,71.790001,68.379997,71.120003,5557000,48.743973
"2006-07-20",71.370003,71.870003,68.620003,69.080002,7216100,47.345806
"2006-07-21",71,71.099998,67.099998,68.349998,14422200,46.845482
"2006-07-24",69.449997,70.559998,68.220001,70.519997,7134900,48.332745
"2006-07-25",70.5,71.019997,69.330002,70.660004,5465200,48.428699
"2006-07-26",70.769997,70.93,69.800003,70.129997,3526900,48.065456
"2006-07-27",70.5,72.620003,70.239998,70.720001,6082600,48.46981
"2006-07-28",71.300003,71.709999,70.400002,71.209999,3026700,48.805656
"2006-07-31",71,71.660004,70.449997,70.870003,3414900,48.572636
"2006-08-01",70.120003,70.43,69.120003,69.709999,4513100,47.777584
"2006-08-02",69.919998,71.209999,69.919998,70.75,3056500,48.490387
"2006-08-03",70.25,72.900002,69.919998,72.730003,4899600,49.847431
"2006-08-04",73.470001,74.080002,72.239998,73.099998,5194900,50.101021
"2006-08-07",73.129997,73.919998,72.529999,73.18,3873200,50.155842
"2006-08-08",73.190002,73.43,71.269997,71.599998,4139900,49.072956
"2006-08-09",72.300003,72.349998,68.400002,68.519997,8317100,46.961998
"2006-08-10",68.75,69.040001,68.059998,68.32,6736000,46.824928
"2006-08-11",68.150002,68.220001,66.150002,67.029999,7035500,45.940788
"2006-08-14",67.599998,68.610001,65.519997,65.959999,8324400,45.20742
"2006-08-15",66.459999,67.459999,65.900002,67.410004,6886400,46.201221
"2006-08-16",68.169998,69.550003,67.660004,69.110001,6774700,47.366364
"2006-08-17",69.110001,70.040001,68.75,69.360001,3738500,47.537701
"2006-08-18",69.75,69.75,67.690002,68.309998,5815800,46.81805
"2006-08-21",68.25,68.43,67.610001,68.25,3925100,46.776928
"2006-08-22",68.419998,69.099998,68.110001,68.5,3695900,46.948288
"2006-08-23",68.75,69.209999,67.080002,67.209999,4547100,46.064152
"2006-08-24",67.209999,67.220001,64.75,65.5,8911600,44.892151
"2006-08-25",65.5,66.459999,65.25,65.989998,3964500,45.227982
"2006-08-28",66.129997,66.989998,65.82,66.07,3839300,45.282814
"2006-08-29",66.269997,66.470001,65.110001,65.449997,4912700,44.857887
"2006-08-30",65.099998,65.730003,64.82,65.059998,4251500,44.59058
"2006-08-31",65.300003,66.559998,64.949997,66.349998,6410000,45.474731
"2006-09-01",66.669998,67.800003,65.949997,67.269997,5712000,46.105274
"2006-09-05",68.849998,69.870003,67.959999,69.68,8504900,47.75703
"2006-09-06",69.010002,70.400002,69.010002,69.129997,5589300,47.380081
"2006-09-07",68.449997,68.650002,67.699997,67.760002,5196300,46.441109
"2006-09-08",68.099998,68.199997,67.269997,67.32,4313000,46.139538
"2006-09-11",67.010002,67.010002,65.339996,65.510002,7893300,44.899002
"2006-09-12",65.75,66.040001,64.599998,65.150002,12080000,44.652279
"2006-09-13",65.160004,67.139999,65.139999,66.330002,7132700,45.461021
"2006-09-14",66.330002,66.669998,65.449997,65.510002,3498800,44.899002
"2006-09-15",66.300003,66.300003,65.290001,65.43,6408900,44.844181
"2006-09-18",65.510002,67.599998,65.5,66.989998,5674400,45.913353
"2006-09-19",67.550003,67.599998,65.889999,66.559998,3997800,45.618629
"2006-09-20",66.949997,67.25,65.849998,65.879997,4903400,45.152588
"2006-09-21",66.370003,66.389999,64.230003,64.540001,8953900,44.234192
"2006-09-22",64.540001,64.669998,62.09,62.77,11133500,43.02108
"2006-09-25",62.970001,64.900002,62.759998,64.330002,7679700,44.090263
"2006-09-26",64.360001,66.5,64.290001,65.900002,7622500,45.166302
"2006-09-27",65.900002,66.849998,65.139999,65.68,5032600,45.015522
"2006-09-28",65.639999,66.589996,65.169998,66.589996,5875500,45.639206
"2006-09-29",67,67.059998,65.75,65.800003,4279900,45.097767
"2006-10-02",65.449997,66.480003,65.300003,65.360001,4272400,44.796185
"2006-10-03",65.370003,65.709999,64.489998,65.110001,5630500,44.624863
"2006-10-04",63.810001,65.540001,63.5,65.540001,7106300,44.919567
"2006-10-05",65.400002,68.809998,65.300003,68.239998,12215500,46.770088
"2006-10-06",67.510002,68.110001,66.540001,68.050003,6587800,46.639858
"2006-10-09",67.800003,69.949997,67.779999,68.900002,6839600,47.222427
"2006-10-10",69.300003,69.410004,68.489998,69.059998,4698200,47.332092
"2006-10-11",68.800003,68.809998,67.519997,68.32,3445200,46.824928
"2006-10-12",68.699997,69.669998,68.559998,69.25,4324200,47.462318
"2006-10-13",69.449997,69.449997,68.68,69.080002,3486100,47.345806
"2006-10-16",69.330002,70.25,69,69.93,6685500,47.928371
"2006-10-17",69.68,70.120003,68.57,69.900002,6039100,47.90781
"2006-10-18",70.760002,70.919998,68.699997,69.080002,6577300,47.345806
"2006-10-19",68.690002,69.150002,68.089996,69.019997,4933800,47.511005
"2006-10-20",61.959999,62.279999,58.82,59,67780400,40.61359
"2006-10-23",60,60.630001,59.16,60.419998,22097200,41.591072
"2006-10-24",61.299999,61.799999,60.73,60.93,11647100,41.942123
"2006-10-25",61.240002,62.09,60.779999,61.91,11557400,42.616726
"2006-10-26",62.700001,62.779999,62.110001,62.349998,10545200,42.919601
"2006-10-27",62.349998,62.349998,61.220001,61.27,9043700,42.17617
"2006-10-30",61.169998,61.189999,60.490002,60.759998,5365800,41.825115
"2006-10-31",61,61.130001,60.34,60.709999,6959600,41.790676
"2006-11-01",60.709999,61.02,60.060001,60.5,9107300,41.646133
"2006-11-02",60.5,61.119999,60.25,60.560001,7879900,41.687439
"2006-11-03",60.630001,60.93,60.25,60.43,6511800,41.597939
"2006-11-06",60.400002,60.59,59.68,59.849998,9579000,41.198692
"2006-11-07",59.970001,60.400002,59.860001,59.919998,7659600,41.24688
"2006-11-08",59.919998,60.400002,59.540001,60.099998,11509700,41.370781
"2006-11-09",60.310001,60.400002,59,59.200001,7779700,40.751247
"2006-11-10",59.450001,59.689999,58.990002,59.599998,5966900,41.026592
"2006-11-13",59.259998,60.209999,59.240002,59.52,5139300,40.971531
"2006-11-14",59.900002,60.439999,59.66,60.360001,6206800,41.549751
"2006-11-15",60.5,61.66,60.369999,61.450001,8616700,42.300095
"2006-11-16",61.650002,62.110001,61.310001,61.369999,4834000,42.245003
"2006-11-17",61.369999,61.369999,60.450001,60.939999,7929600,41.949001
"2006-11-20",60.509998,61.080002,60.5,60.91,3759100,41.928371
"2006-11-21",60.549999,62.400002,60.200001,62.189999,9020900,42.809479
"2006-11-22",62.93,63.099998,61.880001,62.790001,7005400,43.222496
"2006-11-24",62.450001,63.330002,62.119999,62.869999,2965800,43.277565
"2006-11-27",62.599998,63.189999,61.849998,61.970001,5817900,42.658028
"2006-11-28",61.75,61.959999,60.599998,61.599998,6687500,42.403316
"2006-11-29",62.049999,62.459999,61.700001,62.060001,3592400,42.719982
"2006-11-30",62.150002,62.700001,61.610001,62.029999,3997000,42.699333
"2006-12-01",62.439999,62.439999,60.299999,61.189999,7193700,42.121098
"2006-12-04",61.389999,61.790001,60.950001,61.490002,4950300,42.32761
"2006-12-05",61.5,62.5,61.389999,62.150002,4508600,42.781937
"2006-12-06",62.299999,63.099998,62.040001,63.049999,6066400,43.401463
"2006-12-07",63.25,63.950001,62.75,63,5392600,43.367046
"2006-12-08",63,63.880001,63,63.400002,4098700,43.642399
"2006-12-11",63.599998,63.66,62.66,63.07,4699700,43.415241
"2006-12-12",63,63.299999,61.560001,62.279999,6677100,42.871437
"2006-12-13",62.48,62.5,61.290001,61.490002,5110000,42.32761
"2006-12-14",61.689999,62.470001,61.509998,62.119999,5352400,42.76128
"2006-12-15",62.639999,62.740002,61.75,61.82,5763700,42.554768
"2006-12-18",62.169998,62.59,61.66,61.919998,5306900,42.623611
"2006-12-19",61.470001,62,61.150002,61.52,4304900,42.348274
"2006-12-20",61.400002,61.889999,60.900002,61.369999,5575900,42.245003
"2006-12-21",61.150002,61.529999,60.380001,60.810001,3249100,41.859531
"2006-12-22",60.810001,60.889999,60.349998,60.59,2788000,41.708084
"2006-12-26",60.5,61.130001,60.490002,60.900002,1933100,41.921486
"2006-12-27",61,61.580002,60.900002,61.470001,2773800,42.31385
"2006-12-28",61.380001,61.849998,61.27,61.310001,2402400,42.203712
"2006-12-29",61.119999,61.650002,61.060001,61.330002,2363600,42.217487
"2007-01-03",61.709999,62.310001,60.700001,61.16,6134800,42.100449
"2007-01-04",61.25,61.279999,60.34,61,4058900,41.990311
"2007-01-05",60.77,60.919998,59.950001,60.220001,6267100,41.453388
"2007-01-08",60.09,60.57,59.860001,60.290001,3942900,41.501575
"2007-01-09",60.459999,60.700001,60,60.619999,3928300,41.728737
"2007-01-10",60.189999,60.389999,59.849998,60.32,6825100,41.522228
"2007-01-11",60.139999,60.580002,59.900002,60,7440900,41.301952
"2007-01-12",59.66,59.900002,59.200001,59.740002,6560800,41.122963
"2007-01-16",59.869999,59.93,59.099998,59.240002,6842100,40.778793
"2007-01-17",59.360001,60.68,59.25,59.91,7255600,41.239994
"2007-01-18",59.599998,60.299999,59.599998,59.900002,7027500,41.440632
"2007-01-19",60.099998,60.200001,59.279999,59.369999,5561400,41.073952
"2007-01-22",59.369999,59.529999,57.98,58.169998,9881000,40.243755
"2007-01-23",58.43,59.560001,58.169998,59.560001,8587300,41.20541
"2007-01-24",59.790001,60.119999,59.049999,59.73,8014800,41.323013
"2007-01-25",59.849998,60.119999,59.380001,59.630001,7481400,41.253834
"2007-01-26",61.259998,61.419998,60.5,61.09,12450500,42.263905
"2007-01-29",61.290001,62.290001,61.07,61.700001,9608800,42.685913
"2007-01-30",62.150002,63.16,61.959999,62.880001,8941400,43.502277
"2007-01-31",63.139999,64.339996,62.98,64.07,9617800,44.325554
"2007-02-01",64.800003,65.25,64.449997,64.989998,10272800,44.962036
"2007-02-02",65,65.370003,64.550003,65.25,5971000,45.141914
"2007-02-05",65.25,65.300003,64.309998,64.489998,5253400,44.616116
"2007-02-06",64.5,64.949997,64.32,64.419998,4873100,44.567707
"2007-02-07",64.900002,65.900002,64.650002,65.639999,6546300,45.411728
"2007-02-08",65.580002,65.849998,64.860001,65.629997,4528600,45.404812
"2007-02-09",65.989998,65.989998,64.690002,64.800003,5576200,44.830597
"2007-02-12",64.75,65.18,64.279999,64.599998,4974700,44.69223
"2007-02-13",64.699997,65.18,64.309998,64.730003,4965100,44.782177
"2007-02-14",65.449997,66.480003,65.169998,66.160004,7495500,45.771488
"2007-02-15",68,68.199997,67,67.620003,9566900,46.781555
"2007-02-16",67.790001,68.040001,67.300003,67.669998,4249900,46.816147
"2007-02-20",67.540001,68,67.010002,67.93,6964300,46.996021
"2007-02-21",67.589996,68.360001,67.330002,68.209999,7225300,47.189728
"2007-02-22",68.25,68.43,67.330002,67.779999,4989400,46.892242
"2007-02-23",67.510002,67.660004,67.07,67.260002,3777200,46.53249
"2007-02-26",67.510002,67.769997,67.07,67.260002,3990400,46.53249
"2007-02-27",66.050003,66.169998,63.509998,64.830002,10791600,44.851364
"2007-02-28",64.669998,65.059998,63.009998,64.43,9555400,44.574623
