"","YUM.Open","YUM.High","YUM.Low","YUM.Close","YUM.Volume","YUM.Adjusted"
"2010-03-16",27.102804,27.124371,26.815241,27.052481,3984200,21.246986
"2010-03-17",27.059669,27.936737,27.030912,27.778576,9834900,21.817261
"2010-03-18",27.706686,27.771387,27.390368,27.426311,6812500,21.54059
"2010-03-19",27.275341,27.713875,27.217829,27.275341,8597900,21.422018
"2010-03-22",27.167505,27.491014,27.167505,27.426311,4265700,21.54059
"2010-03-23",27.555716,27.606039,27.304098,27.498203,4696000,21.597052
"2010-03-24",27.51977,27.51977,27.239397,27.260963,5151800,21.410723
"2010-03-25",27.455069,27.641985,27.354422,27.354422,4844200,21.484133
"2010-03-26",27.440691,27.59885,27.390368,27.512581,3286300,21.608355
"2010-03-29",27.67074,27.75701,27.239397,27.44788,5037600,21.557531
"2010-03-30",27.440691,27.67074,27.390368,27.591661,4502600,21.67046
"2010-03-31",27.476635,27.627605,27.311287,27.555716,4553700,21.642225
"2010-04-01",27.663551,28.209921,27.663551,28.181164,7046900,22.133453
"2010-04-05",28.36808,28.950396,28.245867,28.785048,7924800,22.607746
"2010-04-06",28.749102,28.806614,28.576563,28.612509,8345700,22.472229
"2010-04-07",28.641266,28.957584,28.576563,28.864126,6592200,22.669851
"2010-04-08",28.835371,28.907261,28.598131,28.806614,5664500,22.624681
"2010-04-09",28.91445,29.259525,28.770668,29.259525,5471000,22.980391
"2010-04-12",29.410496,29.554277,29.259525,29.317038,6942300,23.025566
"2010-04-13",29.403307,29.698059,29.194824,29.590223,9914000,23.240124
"2010-04-14",29.575844,30.079081,29.5399,29.964054,12611500,23.701942
"2010-04-15",30.402588,31.459381,30.373833,30.754852,15775100,24.327473
"2010-04-16",30.553558,30.733286,30.22286,30.69734,12794000,24.281981
"2010-04-19",30.690151,30.819553,30.438534,30.682962,6166900,24.270603
"2010-04-20",30.84831,30.999281,30.575127,30.984903,5443500,24.509447
"2010-04-21",30.984903,31.179008,30.740475,30.992092,4206300,24.515137
"2010-04-22",30.898634,31.107117,30.733286,31.042416,5536400,24.554941
"2010-04-23",31.107117,31.250898,30.869877,31.229332,4470600,24.702793
"2010-04-26",31.294033,31.63192,31.258087,31.588785,6247600,24.98712
"2010-04-27",31.509705,31.538462,30.618259,30.754852,6286400,24.327473
"2010-04-28",30.841122,30.884256,30.179728,30.445723,6738200,24.082952
"2010-04-29",30.575127,31.013659,30.560747,30.747663,5029800,24.321787
"2010-04-30",30.805176,30.869877,30.373833,30.496046,5504700,24.122753
"2010-05-03",30.647017,31.071173,30.567936,30.963335,3833000,24.492392
"2010-05-04",30.776421,30.776421,29.870596,29.964054,5586300,23.701942
"2010-05-05",29.5399,30.057512,29.245148,29.734005,5808300,23.519974
"2010-05-06",29.511143,29.834652,26.987778,28.806614,7696100,22.786396
"2010-05-07",28.60532,29.043854,27.857656,28.475916,9682400,22.524801
"2010-05-10",29.468008,30.337887,29.424873,30.251617,11236400,23.929407
"2010-05-11",29.92811,30.517612,29.892164,30.057512,6049100,23.775875
"2010-05-12",30.330698,30.553558,30.028757,30.488857,5930600,24.117073
"2010-05-13",30.4601,30.668583,29.769949,29.805895,6323600,23.576836
"2010-05-14",29.568655,29.712437,28.928827,29.166067,6159700,23.070732
"2010-05-17",29.180447,29.647736,28.99353,29.568655,9068300,23.389181
"2010-05-18",30.014378,30.265995,29.489576,29.547089,5079900,23.372118
"2010-05-19",29.403307,29.597412,28.871315,29.367361,5218300,23.229959
"2010-05-20",28.741913,29.051043,28.45435,28.497484,8495200,22.541868
"2010-05-21",27.943926,28.91445,27.749821,28.864126,8215300,22.83189
"2010-05-24",28.785048,28.979151,28.53343,28.583754,4631600,22.610113
"2010-05-25",27.872034,28.763479,27.498203,28.734724,6872000,22.729532
"2010-05-26",28.986341,29.266714,28.713156,28.749102,6983600,22.740904
"2010-05-27",29.15169,29.784328,29.0798,29.76276,5190900,23.542717
"2010-05-28",29.654924,29.942488,29.309849,29.439253,3598500,23.286823
"2010-06-01",29.309849,29.712437,29.007908,29.108555,4083200,23.025229
"2010-06-02",29.173256,29.769949,28.936018,29.769949,4352400,23.548409
"2010-06-03",29.920919,30.301941,29.863407,30.136593,5458400,23.838423
"2010-06-04",29.734005,29.906542,29.259525,29.37455,6688900,23.235638
"2010-06-07",29.30266,29.30266,28.576563,28.590942,6558000,22.615799
"2010-06-08",28.626886,29.439253,28.36808,29.396118,8802200,23.252701
"2010-06-09",29.547089,30.15097,29.489576,29.626167,10952000,23.434679
"2010-06-10",30.035946,30.416965,29.949677,30.230051,5116900,23.912355
"2010-06-11",29.978434,30.381021,29.978434,30.194105,5593300,23.883913
"2010-06-14",30.345076,30.726097,30.244429,30.323509,5373400,23.98628
"2010-06-15",30.496046,31.186197,30.496046,31.186197,8131000,24.668678
"2010-06-16",30.9202,30.93458,30.611071,30.718906,6546800,24.299038
"2010-06-17",30.754852,30.9202,30.381021,30.611071,6803700,24.213747
"2010-06-18",30.690151,30.762041,30.431345,30.54637,5608900,24.16256
"2010-06-21",31.250898,31.272467,30.618259,30.762041,10784000,24.333158
"2010-06-22",31.020849,31.020849,30.136593,30.186916,8132200,23.878227
"2010-06-23",30.273184,30.316319,29.698059,29.769949,7370000,23.548409
"2010-06-24",29.626167,29.741194,29.338606,29.45363,8384600,23.298193
"2010-06-25",29.52552,29.698059,29.288282,29.446442,7036000,23.292511
"2010-06-28",29.568655,29.626167,29.094177,29.130123,3819400,23.042292
"2010-06-29",28.813803,28.878504,28.159597,28.303379,7408800,22.388321
"2010-06-30",28.324945,28.519051,27.994249,28.066139,6687700,22.200672
"2010-07-01",28.001438,28.21711,27.498203,28.102085,7388200,22.229101
"2010-07-02",28.138031,28.21711,27.613228,27.699497,4930100,21.910652
"2010-07-06",28.023005,28.45435,27.627605,27.821711,7066800,22.007326
"2010-07-07",27.90798,28.590942,27.792955,28.547808,5881000,22.581673
"2010-07-08",28.655643,28.900072,28.540619,28.741913,5643400,22.73522
"2010-07-09",28.67721,28.99353,28.67721,28.950396,3636300,22.900129
"2010-07-12",28.979151,29.518332,28.770668,29.381741,7302100,23.241323
"2010-07-13",30.007189,30.064701,29.626167,29.985622,8862200,23.719002
"2010-07-14",28.806614,29.583035,28.576563,29.475197,14936000,23.479687
"2010-07-15",29.475197,29.669302,28.979151,29.618979,7096400,23.594225
"2010-07-16",29.439253,29.618979,28.727533,28.806614,6104600,22.947104
"2010-07-19",28.806614,28.99353,28.447161,28.75629,4937700,22.907019
"2010-07-20",28.389648,29.618979,28.339325,29.583035,5615000,23.565588
"2010-07-21",29.683681,29.683681,28.519051,28.655643,7778100,22.826845
"2010-07-22",28.943207,29.662113,28.84256,29.597412,6488100,23.577045
"2010-07-23",29.475197,29.978434,29.367361,29.920919,5725300,23.834747
"2010-07-26",29.920919,30.38821,29.863407,30.294752,4778900,24.132538
"2010-07-27",30.452911,30.596693,30.100647,30.15097,4918000,24.018003
"2010-07-28",30.079081,30.366642,29.741194,29.84903,4524600,23.777485
"2010-07-29",30.079081,30.294752,29.5399,29.712437,4406100,23.668669
"2010-07-30",29.52552,29.884975,29.273903,29.69087,4278800,23.651491
"2010-08-02",30.043135,30.30913,29.992811,30.22286,3404700,24.075275
"2010-08-03",30.194105,30.230051,29.712437,29.755571,4439200,23.703032
"2010-08-04",29.899353,30.115025,29.769949,30.014378,4142800,23.909189
"2010-08-05",30.021566,30.517612,29.877787,30.488857,5641600,24.287163
"2010-08-06",30.194105,30.481668,30,30.452911,4306500,24.258526
"2010-08-09",30.596693,30.984903,30.596693,30.690151,4189500,24.447508
"2010-08-10",30.503235,30.711718,30.194105,30.47448,4706400,24.275713
"2010-08-11",30.050323,30.050323,29.511143,29.583035,4832600,23.565588
"2010-08-12",29.259525,29.597412,29.144501,29.475197,3273400,23.479687
"2010-08-13",29.331417,29.503954,29.202013,29.367361,2789700,23.393795
"2010-08-16",29.281094,29.503954,29.122932,29.424873,2397100,23.439602
"2010-08-17",29.626167,30.373833,29.489576,30.208483,4014500,24.063818
"2010-08-18",30.057512,30.531992,29.906542,30.316319,3356900,24.149721
"2010-08-19",30.215672,30.38821,29.798706,30.129404,3746300,24.000824
"2010-08-20",29.870596,30.481668,29.870596,30.424156,3525900,24.23562
"2010-08-23",30.496046,30.654205,30.107836,30.129404,4756500,24.000824
"2010-08-24",29.769949,30.165348,29.475197,29.899353,4767700,23.817568
"2010-08-25",29.683681,30.575127,29.575844,30.424156,6548800,24.23562
"2010-08-26",30.54637,30.668583,30.381021,30.452911,7311000,24.258526
"2010-08-27",30.603882,30.762041,30.23724,30.424156,6717900,24.23562
"2010-08-30",30.402588,30.467289,29.978434,29.978434,3424700,23.88056
"2010-08-31",29.877787,30.165348,29.726816,29.978434,6525100,23.88056
"2010-09-01",30.194105,30.69734,30.15097,30.62545,12210400,24.395973
"2010-09-02",30.776421,31.588785,30.776421,31.524084,7463800,25.111818
"2010-09-03",31.524084,31.905104,31.39468,31.883537,6221500,25.398155
"2010-09-07",31.811646,32.127964,31.682243,31.833214,3999900,25.358061
"2010-09-08",31.761322,32.271748,31.660675,31.998562,4432100,25.489777
"2010-09-09",31.811646,31.905104,31.387491,31.524084,4631800,25.111818
"2010-09-10",31.653486,32.027317,31.516893,32.005753,4453500,25.495512
"2010-09-13",32.271748,32.818115,32.207047,32.739037,8067900,26.079634
"2010-09-14",32.710281,33.249462,32.559311,32.724659,6548200,26.068182
"2010-09-15",32.624012,33.271027,32.523365,33.012222,5453100,26.297255
"2010-09-16",33.062546,33.163193,32.724659,32.940331,3207900,26.239985
"2010-09-17",33.040977,33.127247,32.78936,32.890007,4132100,26.199894
"2010-09-20",32.925953,33.544212,32.854061,33.486702,3576500,26.675222
"2010-09-21",33.587349,33.723938,33.271027,33.386055,6838900,26.595045
"2010-09-22",33.364487,33.522644,33.148815,33.407619,4288400,26.612223
"2010-09-23",33.271027,33.486702,32.861252,32.940331,3668600,26.239985
"2010-09-24",33.199139,33.608913,33.134438,33.429188,4506700,26.629412
"2010-09-27",33.486702,33.644859,33.299786,33.335732,3617800,26.554958
"2010-09-28",33.371674,33.522644,33.0266,33.386055,9642600,26.595045
"2010-09-29",33.393242,33.529835,33.120056,33.271027,4448800,26.503414
"2010-09-30",33.472321,33.680805,33.040977,33.112869,5937900,26.377428
"2010-10-01",33.292595,33.515457,33.163193,33.41481,5474100,26.617954
"2010-10-04",33.335732,33.537025,33.134438,33.371674,4737100,26.583586
"2010-10-05",33.572968,34.148094,33.544212,33.644859,8163500,26.801201
"2010-10-06",33.731129,34.112148,33.587349,34.047447,8811100,27.121902
"2010-10-07",34.241554,34.241554,33.738319,33.939613,5030400,27.036009
"2010-10-08",34.03307,34.514736,33.810207,34.255932,6388500,27.287983
"2010-10-11",34.291878,34.342201,34.04026,34.205608,3066400,27.247896
"2010-10-12",34.04026,34.457226,33.903667,34.435658,3951100,27.431154
"2010-10-13",34.514736,34.550682,34.205608,34.478794,4402700,27.666361
"2010-10-14",34.579441,34.823868,34.306255,34.80949,5636600,27.931726
"2010-10-15",35.010784,35.154564,34.845436,35.118618,5949300,28.179771
"2010-10-18",35.075485,35.10424,34.852623,34.95327,3397500,28.047094
"2010-10-19",34.586628,34.672897,33.882099,34.284687,5012800,27.510616
"2010-10-20",34.543495,35.025162,34.385334,34.823868,5166500,27.943264
"2010-10-21",34.996407,35.514019,34.831059,35.082676,5685900,28.150942
"2010-10-22",35.204887,35.679367,35.068295,35.636234,3462700,28.595127
"2010-10-25",35.780014,35.995686,35.636234,35.859093,5081300,28.773952
"2010-10-26",35.780014,35.873474,35.593098,35.808769,3046400,28.733562
"2010-10-27",35.485264,35.571529,34.831059,35.255211,4936700,28.289377
"2010-10-28",35.485264,35.506828,35.075485,35.413372,3713200,28.416288
"2010-10-29",35.269588,35.643421,35.226456,35.629044,3191700,28.589342
"2010-11-01",35.873474,36.074768,35.564342,35.801582,3290800,28.727802
"2010-11-02",36.074768,36.44141,36.002876,36.333572,2376300,29.154671
"2010-11-03",36.419842,36.73616,36.20417,36.549244,4073900,29.327734
"2010-11-04",36.858376,37.721066,36.707405,37.009346,5854800,29.696922
"2010-11-05",37.124371,37.138748,36.808052,36.901508,3052900,29.610395
"2010-11-08",36.887131,37.318478,36.786484,37.160316,4037500,29.818073
"2010-11-09",37.239395,37.260963,36.312004,36.419842,4791700,29.22389
"2010-11-10",36.455788,37.181885,36.326385,36.944645,4235100,29.645008
"2010-11-11",36.73616,37.455067,36.700214,37.311287,4222600,29.939203
"2010-11-12",37.145939,37.332855,36.369518,36.513298,4018700,29.298885
"2010-11-15",36.707405,36.901508,36.276062,36.750538,4769100,29.48925
"2010-11-16",36.484543,36.570812,35.276779,35.42775,7478400,28.427822
"2010-11-17",35.384617,35.715313,34.967648,35.686558,7468200,28.635502
"2010-11-18",36.175415,36.707405,36.010063,36.340763,6578400,29.16044
"2010-11-19",36.391087,36.527679,36.161034,36.513298,4109000,29.298885
"2010-11-22",36.34795,36.58519,35.916607,36.405464,4249600,29.212357
"2010-11-23",36.031631,36.19698,35.564342,35.729691,4287200,28.670099
"2010-11-24",36.024445,36.34795,35.880661,36.34795,3228600,29.16621
"2010-11-26",36.211357,36.211357,35.801582,35.981308,1334900,28.872009
"2010-11-29",35.794392,36.074768,35.485264,35.95974,4681100,28.854704
"2010-11-30",35.679367,36.29044,35.585911,36.002876,3898500,28.889317
"2010-12-01",36.542057,36.635513,36.11071,36.240116,5095000,29.079679
"2010-12-02",36.254494,36.879944,36.247303,36.621136,3983900,29.38542
"2010-12-03",36.419842,36.520489,36.024445,36.355141,3959300,29.171982
"2010-12-06",36.225739,36.283249,35.758446,35.880661,3922300,28.791248
"2010-12-07",36.139469,36.513298,35.909416,36.247303,4261000,29.085451
"2010-12-08",35.995686,36.175415,35.398994,36.139469,4876000,28.998917
"2010-12-09",36.405464,36.470165,35.585911,35.700935,7715100,28.647034
"2010-12-10",35.722504,36.254494,35.722504,36.132278,4152200,28.993155
"2010-12-13",36.189793,36.383896,35.557152,35.564342,4035700,28.537434
"2010-12-14",35.600288,35.765636,35.398994,35.557152,3645600,28.531662
"2010-12-15",35.514019,35.700935,35.334293,35.470882,4602400,28.462437
"2010-12-16",35.470882,35.988499,35.312725,35.95974,4596600,28.854704
"2010-12-17",36.002876,36.146656,35.715313,35.981308,5178600,28.872009
"2010-12-20",36.060387,36.067577,35.549965,35.67218,3239000,28.623959
"2010-12-21",35.736881,36.038822,35.564342,35.95974,2883400,28.854704
"2010-12-22",35.995686,36.161034,35.722504,36.010063,2039200,28.895086
"2010-12-23",35.938175,36.139469,35.614666,35.700935,2268700,28.647034
"2010-12-27",35.715313,35.715313,35.370235,35.600288,1395000,28.566278
"2010-12-28",35.636234,35.686558,35.168941,35.391804,2058400,28.398979
"2010-12-29",35.499641,35.844715,35.478073,35.657799,2452800,28.612411
"2010-12-30",35.643421,35.693745,35.355858,35.449318,1676400,28.445135
"2010-12-31",35.355858,35.521206,35.240833,35.262402,1595700,28.295143
"2011-01-03",35.442127,35.593098,35.212078,35.291157,4734800,28.31822
"2011-01-04",35.28397,35.298347,34.342201,34.751976,6827700,27.885572
"2011-01-05",34.601006,35.082676,34.507549,34.917324,5145100,28.018255
"2011-01-06",35.19051,35.269588,34.888569,35.161755,5696500,28.214382
"2011-01-07",35.233646,35.67218,35.147377,35.600288,4700300,28.566278
"2011-01-10",35.514019,35.823151,35.298347,35.650612,4169500,28.606657
"2011-01-11",35.909416,35.930984,35.363049,35.420559,3099800,28.422056
"2011-01-12",35.521206,35.650612,35.291157,35.334293,3153900,28.554375
"2011-01-13",35.398994,35.528397,35.097054,35.154564,3232100,28.409134
"2011-01-14",34.946083,34.989216,34.363766,34.392525,6910300,27.79331
"2011-01-18",34.385334,35.593098,34.349388,35.406181,7756600,28.612471
"2011-01-19",35.449318,35.521206,35.19051,35.43494,4573800,28.635704
"2011-01-20",35.420559,35.593098,34.888569,34.967648,5442700,28.258078
"2011-01-21",35.053917,35.075485,34.550682,34.701653,5575200,28.043121
"2011-01-24",34.680088,34.80949,34.543495,34.723221,4175000,28.060553
"2011-01-25",34.701653,34.802299,34.363766,34.507549,4435700,27.886259
"2011-01-26",34.615383,34.694466,34.32782,34.342201,4621000,27.752636
"2011-01-27",34.342201,34.694466,34.18404,34.212795,5448200,27.648067
"2011-01-28",34.32782,34.680088,33.26384,33.357296,7657300,26.956718
"2011-01-31",33.421997,33.767075,33.314163,33.616104,5223400,27.165865
"2011-02-01",33.738319,34.335011,33.616104,34.090584,4485000,27.549305
"2011-02-02",34.270309,34.442848,33.982746,34.313442,5346700,27.729401
"2011-02-03",35.305534,36.067577,35.226456,35.391804,11473300,28.600847
"2011-02-04",35.478073,35.686558,35.068295,35.442127,5038200,28.64151
"2011-02-07",35.470882,35.851906,35.298347,35.514019,5310100,28.699604
"2011-02-08",35.607475,35.930984,35.514019,35.650612,3392200,28.810001
"2011-02-09",35.521206,35.794392,35.327103,35.585911,3084500,28.757711
"2011-02-10",35.478073,35.780014,35.291157,35.758446,3937700,28.897144
"2011-02-11",35.384617,35.81596,35.28397,35.780014,3226800,28.914566
"2011-02-14",35.729691,36.232925,35.442127,36.161034,4274500,29.222486
"2011-02-15",36.002876,36.563622,35.873474,36.470165,4317500,29.4723
"2011-02-16",36.649891,37.009346,36.534866,36.793674,4340300,29.733727
"2011-02-17",36.757729,36.980591,36.542057,36.937454,3999200,29.849915
"2011-02-18",36.966213,37.124371,36.556435,36.786484,3300700,29.727919
"2011-02-22",36.635513,36.700214,35.636234,35.744068,6433200,28.885511
"2011-02-23",35.722504,36.002876,34.910137,35.420559,4924900,28.624083
"2011-02-24",35.212078,35.571529,34.989216,35.492451,4088700,28.682178
"2011-02-25",35.564342,36.0532,35.564342,35.952553,3573700,29.054001
"2011-02-28",36.017254,36.326385,35.916607,36.182602,3449400,29.239908
"2011-03-01",36.362328,36.362328,35.715313,35.837528,4753600,28.961052
"2011-03-02",35.708122,35.801582,35.161755,35.571529,3689900,28.746082
"2011-03-03",35.830338,36.419842,35.808769,36.419842,3625900,29.431623
"2011-03-04",36.434219,36.693027,36.34795,36.642704,4332400,29.611727
"2011-03-07",36.901508,36.994968,36.276062,36.549244,3869600,29.536205
"2011-03-08",36.693027,37.519772,36.685837,37.491013,6619700,30.297256
"2011-03-09",37.50539,37.857655,37.411934,37.857655,5836700,30.593548
"2011-03-10",37.419125,38.238678,37.282532,37.994247,6367900,30.703936
"2011-03-11",37.828899,37.951115,37.311287,37.800144,4392200,30.547068
"2011-03-14",37.519772,37.692307,37.038101,37.311287,3231400,30.152018
"2011-03-15",36.261681,36.82962,36.168224,36.628326,4302600,29.600103
"2011-03-16",36.606758,36.937454,36.326385,36.556435,5186000,29.542017
"2011-03-17",36.82962,37.016537,36.462975,36.657082,5180300,29.623343
"2011-03-18",37.030914,37.160316,36.520489,36.664268,3462000,29.62915
"2011-03-21",37.052479,37.181885,36.721783,36.843998,3642100,29.774405
"2011-03-22",36.901508,36.91589,36.398273,36.534866,2586400,29.524578
"2011-03-23",36.434219,36.908699,36.19698,36.728973,3417900,29.681444
"2011-03-24",36.951832,37.325665,36.82243,37.311287,2495100,30.152018
"2011-03-25",37.347233,37.59885,37.138748,37.268154,3105100,30.117161
"2011-03-28",37.368801,37.548527,36.980591,37.002155,2782400,29.902208
"2011-03-29",36.980591,37.088425,36.800861,36.879944,4859000,29.803455
"2011-03-30",37.023724,37.253773,36.959023,37.189072,6043000,30.053265
"2011-03-31",37.088425,37.145939,36.908699,36.937454,4955400,29.849915
"2011-04-01",37.009346,37.296909,36.865562,36.951832,3712500,29.861542
"2011-04-04",37.016537,37.21064,36.49892,36.570812,4299400,29.553621
"2011-04-05",36.448597,36.49892,35.873474,35.916607,7170700,29.024954
"2011-04-06",36.067577,36.139469,35.887852,36.017254,5419400,29.106281
"2011-04-07",35.916607,36.19698,35.442127,35.528397,6220600,28.711226
"2011-04-08",35.772827,35.95974,35.398994,35.643421,5741300,28.804186
"2011-04-11",35.643421,35.988499,35.636234,35.923798,5325100,29.030756
"2011-04-12",35.830338,36.376709,35.808769,35.844715,5406600,28.966852
"2011-04-13",35.866283,36.031631,35.736881,35.930984,4021300,29.240509
"2011-04-14",35.765636,36.542057,35.650612,36.434219,5926000,29.65004
"2011-04-15",36.542057,36.800861,36.355141,36.750538,3884700,29.907454
"2011-04-18",36.362328,36.369518,35.873474,36.218548,5774800,29.474529
"2011-04-19",36.225739,36.621136,36.024445,36.58519,4746700,29.77289
"2011-04-20",36.91589,37.275341,36.750538,37.059669,4764400,30.159021
"2011-04-21",39.28828,39.52552,38.511864,38.569374,10326200,31.387615
"2011-04-25",38.504673,38.533428,37.757008,38.245865,5544300,31.124353
"2011-04-26",38.245865,38.324947,37.404743,37.512581,6259500,30.527601
"2011-04-27",37.512581,37.634796,37.145939,37.59885,3976100,30.597811
"2011-04-28",37.735443,38.281811,37.634796,37.97987,4415800,30.907881
"2011-04-29",38.023006,38.720345,37.965492,38.562187,5821600,31.381781
"2011-05-02",38.670021,38.799423,38.389648,38.46154,3889700,31.299866
"2011-05-03",38.519051,38.84256,38.303379,38.799423,5045200,31.574833
"2011-05-04",38.7491,38.835369,38.202732,38.411217,3860400,31.258904
"2011-05-05",38.260246,38.777859,38.116463,38.281811,4019700,31.153599
"2011-05-06",38.684399,39.015099,38.45435,38.562187,3723900,31.381781
"2011-05-09",38.60532,39.101364,38.576565,39.065422,3506100,31.791307
"2011-05-10",39.173256,39.820274,39.158878,39.453632,5022400,32.107224
"2011-05-11",39.388927,39.503956,38.936016,39.245148,4826700,31.937571
"2011-05-12",39.173256,39.489574,38.885693,39.345795,4400700,32.019482
"2011-05-13",39.453632,39.662113,39.202011,39.439251,3309800,32.095524
"2011-05-16",39.37455,39.439251,38.84256,38.878506,3463800,31.639187
"2011-05-17",38.670021,39.309849,38.447159,39.295471,4978900,31.978523
"2011-05-18",39.360172,40.007191,39.245148,39.985622,6764000,32.540165
"2011-05-19",40.244427,40.819553,40.100647,40.754852,5052500,33.166157
"2011-05-20",40.855499,40.963337,40.165348,40.445721,7942300,32.914574
"2011-05-23",40.100647,40.373833,40.043133,40.122215,5303300,32.651318
"2011-05-24",40.122215,40.316319,39.913731,40.021568,4647800,32.569412
"2011-05-25",39.949677,40.29475,39.877785,40.158161,3379400,32.680588
"2011-05-26",40.100647,40.402588,39.942486,40.309132,2985600,32.803429
"2011-05-27",40.488857,40.553558,39.755573,39.863407,4894600,32.440704
"2011-05-31",40.15097,40.244427,39.568657,39.769951,6887600,32.364655
"2011-06-01",39.755573,39.820274,39.151688,39.151688,4491200,31.861504
"2011-06-02",39.122932,39.273903,38.770668,39.173256,4270000,31.879057
"2011-06-03",38.75629,39.345795,38.705967,39.122932,5989600,31.838104
"2011-06-06",39.022285,39.52552,38.734722,38.734722,4704900,31.522186
"2011-06-07",38.806614,39.388927,38.806614,38.928829,4872300,31.680159
"2011-06-08",38.792236,39.173256,38.447159,38.504673,4501900,31.334972
"2011-06-09",38.60532,38.84256,38.274624,38.60532,3181300,31.41687
"2011-06-10",38.432781,38.590942,37.907978,37.958302,3258200,30.890329
"2011-06-13",38.001438,38.296188,37.74263,38.123653,3462600,31.024899
"2011-06-14",38.813805,38.964775,38.533428,38.806614,3039300,31.580685
"2011-06-15",38.547806,39.122932,38.382458,38.84256,5446300,31.609938
"2011-06-16",38.799423,39.360172,38.734722,39.130123,5105500,31.843948
"2011-06-17",39.532711,39.755573,39.223579,39.417686,4368800,32.07798
"2011-06-20",39.410496,39.575844,39.058231,39.23077,5543600,31.925861
"2011-06-21",39.46801,40.079079,39.37455,39.892162,5438500,32.4641
"2011-06-22",39.726814,39.992809,39.338604,39.352982,4495500,32.025311
"2011-06-23",38.971962,39.381741,38.691589,39.108555,8423200,31.826401
"2011-06-24",39.115746,39.309849,38.662834,38.705967,5451000,31.498777
"2011-06-27",38.662834,39.281094,38.483105,39.108555,4223400,31.826401
"2011-06-28",39.180447,39.827461,39.13731,39.805897,4006700,32.39389
"2011-06-29",39.899353,40.222862,39.561466,39.70525,4384100,32.311989
"2011-06-30",39.834652,39.928108,39.518333,39.712437,3628400,32.317841
"2011-07-01",39.748383,41.00647,39.748383,40.797989,4671900,33.20126
"2011-07-05",40.956146,40.956146,40.53199,40.690151,3998700,33.113503
"2011-07-06",40.431343,40.726097,40.273186,40.366642,3969300,32.850227
"2011-07-07",39.453632,40.258808,39.360172,39.964054,8619000,32.522614
"2011-07-08",39.647736,39.992809,39.453632,39.978432,4648700,32.534309
"2011-07-11",39.676491,40.309132,39.597412,39.906544,4970100,32.475796
"2011-07-12",39.798706,40.079079,39.669304,39.70525,4895900,32.311989
"2011-07-13",39.834652,40.654205,39.827461,39.956867,8950900,32.722797
"2011-07-14",40.913013,41.516895,39.956867,40.524803,13813300,33.187904
"2011-07-15",40.733284,40.783607,39.748383,39.906544,6446000,32.681572
"2011-07-18",39.798706,40.007191,39.302658,39.432064,4312100,32.292995
"2011-07-19",39.654926,39.683681,39.295471,39.654926,4362100,32.475513
"2011-07-20",39.597412,39.640545,38.964775,39.065422,3919200,31.992746
"2011-07-21",39.252335,39.432064,38.885693,39.180447,6572800,32.086945
"2011-07-22",39.489574,39.539898,39.202011,39.23077,4083400,32.128151
"2011-07-25",39.065422,39.144501,38.670021,38.705967,3833700,31.698364
"2011-07-26",38.684399,38.957584,38.389648,38.626888,3845900,31.633604
"2011-07-27",38.396835,38.504673,37.526958,37.670742,6430500,30.850565
"2011-07-28",37.620419,38.432781,37.59885,37.872036,7682300,31.015415
"2011-07-29",37.347233,38.267433,37.304096,37.972683,5808300,31.097845
"2011-08-01",38.382458,38.382458,37.404743,37.857655,4381700,31.003635
"2011-08-02",37.649174,37.785767,36.628326,36.649891,5710400,30.014538
"2011-08-03",36.49892,36.728973,35.895039,36.700214,8265400,30.055744
"2011-08-04",36.326385,36.67865,36.038822,36.225739,8820000,29.667164
"2011-08-05",36.319195,36.779297,35.305534,36.455788,9886900,29.855576
"2011-08-08",35.780014,36.225739,34.342201,34.378147,11784400,28.154083
"2011-08-09",34.852623,36.247303,34.176849,36.189793,15133800,29.637739
"2011-08-10",35.887852,35.895039,34.593819,34.701653,14898700,28.419018
"2011-08-11",34.946083,37.491013,34.946083,36.987778,10650000,30.291254
"2011-08-12",37.548527,37.606037,36.606758,36.908699,8437200,30.226488
"2011-08-15",37.275341,37.35442,36.721783,37.095615,5830300,30.379562
"2011-08-16",36.901508,37.074047,36.455788,36.685837,6336800,30.043972
"2011-08-17",36.793674,37.131561,36.455788,36.908699,4311500,30.226488
"2011-08-18",36.067577,36.225739,34.816677,35.176132,7004500,28.8076
"2011-08-19",34.852623,36.283249,34.723221,35.521206,9000700,29.090197
"2011-08-22",36.074768,36.757729,35.830338,35.909416,7372800,29.408117
"2011-08-23",36.067577,37.117184,35.859093,37.117184,6842400,30.397228
"2011-08-24",37.081238,38.159599,36.937454,38.138031,7784700,31.233246
"2011-08-25",38.152409,38.475918,36.901508,37.174694,6844200,30.444334
"2011-08-26",37.002155,38.123653,36.592381,37.936737,5896700,31.068407
"2011-08-29",38.497482,38.820992,38.396835,38.820992,4253800,31.792557
"2011-08-30",38.713158,39.094177,38.46154,38.835369,4706000,31.804333
"2011-08-31",39.130123,39.388927,38.741913,39.086987,4707900,32.010399
"2011-09-01",39.058231,39.094177,38.389648,38.713158,5016200,31.704258
"2011-09-02",38.030193,38.389648,37.512581,37.850468,5468200,30.997747
"2011-09-06",36.901508,37.821712,36.657082,37.757008,5028600,30.921217
"2011-09-07",38.181164,38.662834,37.785767,38.662834,4529500,31.663033
"2011-09-08",38.483105,38.856937,38.181164,38.36808,3673200,31.421661
"2011-09-09",37.8936,37.8936,36.664268,37.045292,6764400,30.338356
