"","FDX.Open","FDX.High","FDX.Low","FDX.Close","FDX.Volume","FDX.Adjusted"
"2004-08-13",77.349998,77.830002,76.25,76.43,1094400,69.501068
"2004-08-16",76.5,78.57,76.5,78.57,1578900,71.447067
"2004-08-17",78.919998,79.57,78.470001,78.629997,1149000,71.50161
"2004-08-18",78.629997,79.410004,78.279999,79.300003,864200,72.110878
"2004-08-19",79.139999,79.379997,78.089996,78.599998,806500,71.47435
"2004-08-20",78.690002,79.459999,77.949997,79.300003,1293800,72.110878
"2004-08-23",81.400002,82.339996,80.18,80.949997,3446900,73.611275
"2004-08-24",81.300003,82.050003,81.019997,81.720001,2105200,74.311478
"2004-08-25",81.940002,82.589996,81.330002,82.010002,1582500,74.575188
"2004-08-26",82.050003,82.440002,80.980003,81.540001,1611700,74.147781
"2004-08-27",81.779999,81.980003,81.150002,81.330002,1349200,73.956871
"2004-08-30",81,81.93,81,81.25,1087000,73.884102
"2004-08-31",81.650002,82.120003,81.260002,81.989998,1205200,74.557014
"2004-09-01",82.300003,82.910004,81.879997,82.279999,1722600,74.820747
"2004-09-02",82.5,83.489998,82.410004,83.330002,1405900,75.775543
"2004-09-03",83.25,83.519997,82.660004,83.010002,841400,75.484512
"2004-09-07",83.5,84.339996,83.5,84.199997,1232200,76.566643
"2004-09-08",83.910004,84.190002,83.68,83.830002,920000,76.29364
"2004-09-09",84.099998,84.199997,83.540001,83.949997,1070300,76.402847
"2004-09-10",84.650002,85.830002,84.400002,85.660004,2081800,77.959099
"2004-09-13",85.980003,86.669998,85.580002,86.5,1439000,78.723587
"2004-09-14",86.5,86.510002,85.720001,86.330002,1500200,78.568863
"2004-09-15",86.330002,86.529999,85.769997,85.879997,1218200,78.159325
"2004-09-16",86.07,87,85.800003,87,1081900,79.178658
"2004-09-17",87.400002,88.110001,87.330002,88.110001,2052200,80.188866
"2004-09-20",88.010002,88.900002,87.800003,88.550003,1862500,80.58931
"2004-09-21",87.849998,88.800003,87.529999,88.690002,2225800,80.716728
"2004-09-22",87.18,87.5,84.629997,85.209999,4711200,77.549576
"2004-09-23",84.199997,84.830002,83.709999,83.959999,2615400,76.411942
"2004-09-24",83.5,85.019997,83.5,84.589996,1894900,76.985298
"2004-09-27",84.650002,85.650002,84.309998,85.400002,1665700,77.722473
"2004-09-28",85.540001,85.730003,84.699997,85.199997,1102800,77.540459
"2004-09-29",85.150002,85.150002,84.129997,85.040001,1429100,77.394859
"2004-09-30",85.050003,85.949997,84.480003,85.690002,1931200,77.98642
"2004-10-01",85.980003,86.800003,85.699997,86.260002,1675500,78.505165
"2004-10-04",86.980003,87.790001,86.82,87.639999,1731700,79.761116
"2004-10-05",87.639999,87.949997,87.019997,87.389999,1211600,79.5336
"2004-10-06",87.580002,88.349998,87.440002,88.290001,983100,80.352669
"2004-10-07",87.800003,88,86.699997,86.849998,1189000,79.042114
"2004-10-08",86.849998,86.849998,85.519997,85.940002,1098600,78.213936
"2004-10-11",86.349998,86.779999,85.75,86.449997,779800,78.67807
"2004-10-12",86.459999,86.970001,85.690002,86.889999,1082200,79.078545
"2004-10-13",87.050003,87.580002,84.57,84.93,1899400,77.294724
"2004-10-14",85.330002,85.669998,84.709999,85,1282700,77.358467
"2004-10-15",85.099998,86.480003,85.099998,86.199997,2771600,78.450584
"2004-10-18",86.209999,87.129997,85.330002,86.900002,1404600,79.087654
"2004-10-19",86.900002,88.019997,86.599998,86.599998,1501700,78.814613
"2004-10-20",86.599998,87.870003,86.290001,87.870003,1400400,79.970428
"2004-10-21",87.870003,89.959999,87.870003,89.449997,2820200,81.408363
"2004-10-22",89.459999,90,87.68,87.779999,1689900,79.888519
"2004-10-25",87.400002,87.989998,86.690002,86.940002,1932200,79.124046
"2004-10-26",87.040001,88.610001,86.709999,88.610001,1719100,80.643898
"2004-10-27",88.610001,90.059998,88.120003,89.790001,1635500,81.71785
"2004-10-28",89.800003,90.550003,88.68,90.550003,1720400,82.4095
"2004-10-29",90.510002,91.120003,90.379997,91.120003,1825400,82.928261
"2004-11-01",91.120003,91.629997,90.139999,90.699997,1837000,82.545998
"2004-11-02",90.709999,91.919998,89.760002,90.970001,2711000,82.79174
"2004-11-03",91.699997,91.910004,89.639999,90.160004,2272800,82.054558
"2004-11-04",90.389999,91.739998,90.199997,91.480003,2346800,83.25592
"2004-11-05",91.589996,92.610001,91.440002,91.940002,1202500,83.674522
"2004-11-08",92.160004,93.529999,91.989998,93.32,1415500,84.930458
"2004-11-09",93.099998,93.919998,92.400002,92.620003,1178600,84.293404
"2004-11-10",92.949997,93.349998,92.139999,92.620003,1159700,84.293404
"2004-11-11",93.300003,94.989998,93.050003,94.800003,1748800,86.277458
"2004-11-12",94.800003,95.400002,93.839996,95.370003,1871700,86.796188
"2004-11-15",95.529999,95.639999,94.559998,94.959999,1376800,86.42305
"2004-11-16",94.959999,94.970001,93.300003,93.739998,1465500,85.312721
"2004-11-17",93.949997,95.239998,93.949997,94.449997,1694400,85.9589
"2004-11-18",94.75,94.989998,94.400002,94.779999,737000,86.259216
"2004-11-19",95.230003,95.230003,93.580002,94.050003,1277400,85.594856
"2004-11-22",94.400002,95.410004,94.199997,95.279999,1185600,86.714272
"2004-11-23",95.449997,95.610001,94.620003,95.43,1089200,86.850822
"2004-11-24",95.5,96.209999,95.489998,95.709999,1071200,87.105637
"2004-11-26",95.650002,95.900002,95.349998,95.709999,530400,87.105637
"2004-11-29",96.330002,96.629997,94.82,95.43,2134500,86.850822
"2004-11-30",95.550003,95.580002,94.940002,95.029999,1719000,86.486755
"2004-12-01",95.040001,96.089996,95.019997,95.940002,1387900,87.314949
"2004-12-02",95.940002,97.690002,95.629997,96.910004,1637000,88.197731
"2004-12-03",96.919998,97.559998,96.050003,96.699997,1612700,88.006615
"2004-12-06",96.5,97.769997,96.480003,97.43,1089000,88.670982
"2004-12-07",97.529999,98.050003,95.779999,96.260002,1075900,87.606186
"2004-12-08",97.800003,99.099998,97.75,99.029999,3193200,90.127151
"2004-12-09",98.959999,99.830002,98.150002,99.610001,2324000,90.719093
"2004-12-10",99.709999,99.720001,98.650002,98.849998,1127600,90.026978
"2004-12-13",99.5,99.580002,98.699997,99.199997,876200,90.345734
"2004-12-14",99.559998,99.879997,99.190002,99.5,1359600,90.618927
"2004-12-15",99.699997,100.300003,98.620003,98.75,2355500,89.93589
"2004-12-16",95.589996,97.75,95.32,97.709999,5145000,88.988716
"2004-12-17",97.800003,100.059998,97.800003,100.010002,3176500,91.083412
"2004-12-20",99.989998,100.620003,99.629997,100.089996,1958000,91.156258
"2004-12-21",100.900002,100.919998,100.129997,100.529999,1754800,91.556992
"2004-12-22",100.300003,100.370003,99.389999,99.629997,1922600,90.737335
"2004-12-23",99.800003,99.800003,98.25,98.760002,1606600,89.944992
"2004-12-27",99.400002,99.419998,97.809998,97.809998,1531800,89.079788
"2004-12-28",98.099998,98.910004,97.989998,98.910004,1573800,90.081612
"2004-12-29",99.43,99.510002,98.690002,99.43,843100,90.555161
"2004-12-30",99.440002,99.75,98.589996,98.949997,814300,90.118034
"2004-12-31",98.949997,99,98.360001,98.489998,682200,89.699074
"2005-01-03",99.120003,99.300003,97.370003,97.400002,1478400,88.706375
"2005-01-04",97.400002,97.669998,95.5,95.660004,2527100,87.121666
"2005-01-05",95.919998,96.230003,95.160004,95.540001,2320700,87.012383
"2005-01-06",95.540001,95.980003,95,95.190002,2044700,86.693657
"2005-01-07",96.300003,97.489998,94.660004,94.910004,3214500,86.438644
"2005-01-10",94.910004,95.830002,94.910004,95.589996,2154200,87.057938
"2005-01-11",95.199997,95.82,95.18,95.410004,2231700,86.894005
"2005-01-12",94.389999,95.300003,93.5,94.470001,4172200,86.037903
"2005-01-13",94.779999,95.339996,93.550003,93.760002,3112400,85.391266
"2005-01-14",93.949997,94.220001,93,93.32,2170300,84.990524
"2005-01-18",93.32,94.889999,93.099998,93.849998,1951000,85.473274
"2005-01-19",94.029999,94.699997,93.080002,93.25,2215100,84.926788
"2005-01-20",93.150002,93.629997,91.349998,91.57,2697200,83.396744
"2005-01-21",91.379997,92.029999,89.75,90.339996,3142200,82.27652
"2005-01-24",91.599998,93.089996,91.230003,92.440002,2818900,84.18911
"2005-01-25",93.25,94.900002,92.550003,94.510002,2827200,86.074333
"2005-01-26",94.900002,95.089996,93.779999,94.449997,2327500,86.019691
"2005-01-27",94.620003,95,93.339996,94.169998,1941600,85.764679
"2005-01-28",94.18,94.519997,93.290001,94.43,1437600,86.001503
"2005-01-31",94.959999,95.900002,94.599998,95.650002,1848300,87.112556
"2005-02-01",96,96,95.379997,95.720001,1205800,87.176331
"2005-02-02",95.5,95.919998,95.099998,95.410004,1581600,86.894005
"2005-02-03",95.419998,95.419998,94.089996,94.43,1990200,86.001503
"2005-02-04",94.800003,96.360001,94.540001,96.360001,3484300,87.759232
"2005-02-07",96.190002,96.589996,95.809998,96.099998,1366700,87.522415
"2005-02-08",96.099998,96.849998,95.099998,96.790001,2639600,88.150841
"2005-02-09",96.480003,97.400002,96.309998,96.669998,1976300,88.041542
"2005-02-10",96.870003,97.199997,96.150002,96.470001,1210700,87.859367
"2005-02-11",96.730003,98.57,96.580002,98.010002,1401900,89.261925
"2005-02-14",97.75,97.760002,95.889999,96.309998,2372600,87.713669
"2005-02-15",96.779999,97.199997,95.980003,97.18,1331900,88.505997
"2005-02-16",97.089996,98.610001,96.82,98.349998,1242800,89.571579
"2005-02-17",98.150002,98.410004,96.970001,97.75,1023200,89.025154
"2005-02-18",97.800003,98.190002,96.839996,97.349998,998200,88.660835
"2005-02-22",97.040001,97.339996,95.529999,95.639999,1200100,87.10347
"2005-02-23",95.639999,97.080002,95.639999,96.639999,1109400,88.014206
"2005-02-24",96.610001,97.839996,95.900002,97.720001,954100,88.997826
"2005-02-25",97.690002,98.639999,97.440002,98.440002,1226000,89.653557
"2005-02-28",98.260002,98.910004,97.220001,97.779999,1505600,89.052452
"2005-03-01",97.839996,98.309998,97.629997,98.099998,1134000,89.343925
"2005-03-02",97.5,97.849998,96.760002,97.160004,1176600,88.487816
"2005-03-03",97.300003,98.029999,96.739998,97.93,1293500,89.189102
"2005-03-04",98.160004,99.989998,98.139999,99.599998,1266300,90.710014
"2005-03-07",99.669998,101.870003,99.339996,101.550003,1784100,92.485977
"2005-03-08",101,101.540001,100.510002,100.730003,980700,91.739182
"2005-03-09",100.25,100.400002,99.540001,99.57,995600,90.74575
"2005-03-10",99.400002,99.690002,98.5,99.120003,1261200,90.335663
"2005-03-11",99.120003,100.190002,98.839996,99.730003,1013600,90.891602
"2005-03-14",100.419998,100.900002,99.489998,100.580002,1693900,91.666252
"2005-03-15",100.75,101.18,98.620003,98.629997,1899900,89.889061
"2005-03-16",98.709999,99.099998,96.360001,96.93,2330100,88.339737
"2005-03-17",96.93,98.379997,95.019997,96.839996,2803400,88.25769
"2005-03-18",96.93,97.18,95.220001,96.129997,3362200,87.610603
"2005-03-21",95.5,96,93.970001,94.82,1920800,86.416733
"2005-03-22",94.940002,96.489998,94.650002,94.650002,1526300,86.261795
"2005-03-23",93.699997,94.25,92.75,93.870003,1522400,85.550919
"2005-03-24",94.239998,94.830002,93.849998,93.889999,1044400,85.56913
"2005-03-28",94.010002,95.080002,94.010002,94.599998,1055900,86.216248
"2005-03-29",94.190002,94.459999,92.889999,93.209999,1757300,84.949387
"2005-03-30",93.5,95.18,93.5,95,1103200,86.580757
"2005-03-31",94.82,95.150002,93.559998,93.949997,1356400,85.62381
"2005-04-01",94.07,94.970001,92.019997,92.349998,2497800,84.165596
"2005-04-04",92.349998,93.199997,91.510002,92.879997,1372500,84.648628
"2005-04-05",92.870003,93.559998,92.540001,92.889999,802500,84.657761
"2005-04-06",92.900002,94.040001,92.629997,93.110001,898400,84.858261
"2005-04-07",93.050003,93.300003,92,92.910004,1428400,84.675972
"2005-04-08",92.760002,92.769997,90.839996,91.019997,1536100,82.953484
"2005-04-11",91.400002,91.959999,90.599998,90.690002,1361000,82.652718
"2005-04-12",90.5,92.040001,89.110001,91.82,2184200,83.682602
"2005-04-13",91.410004,91.419998,88.610001,89.25,1820300,81.340332
"2005-04-14",89.25,89.440002,85.669998,86.18,3631100,78.542427
"2005-04-15",85.75,86.68,83.330002,83.949997,4082800,76.510056
"2005-04-18",84.199997,85.519997,83.25,84.760002,2442200,77.248291
"2005-04-19",84.870003,85.410004,84,85.050003,1806100,77.512581
"2005-04-20",84.75,84.870003,83.110001,83.690002,2410100,76.273094
"2005-04-21",84.940002,87.290001,84.550003,87.099998,2426000,79.380898
"2005-04-22",86.5,86.989998,85.050003,85.610001,2375800,78.022926
"2005-04-25",85.75,86.989998,85.620003,85.970001,1322400,78.351021
"2005-04-26",86.089996,86.419998,84.519997,84.629997,1779100,77.129791
"2005-04-27",84.5,85.5,83.260002,85.089996,2015200,77.549026
"2005-04-28",84.290001,85.120003,83.610001,83.660004,1410400,76.245743
"2005-04-29",84,84.949997,83.440002,84.949997,1259900,77.42144
"2005-05-02",84.800003,86,84.599998,86,1599700,78.378395
"2005-05-03",85.900002,86.18,84.839996,84.879997,1416900,77.357651
"2005-05-04",85.099998,86.610001,84.610001,86.540001,1553800,78.870552
"2005-05-05",86.540001,87.599998,86.519997,87.190002,1440900,79.462921
"2005-05-06",87.349998,87.589996,86.349998,86.699997,907700,79.01635
"2005-05-09",87.050003,88.050003,86.699997,87.669998,1332500,79.90036
"2005-05-10",87.199997,87.480003,86.260002,86.449997,1588300,78.788521
"2005-05-11",88.25,88.650002,86.879997,87.599998,2300000,79.836563
"2005-05-12",87.599998,87.650002,84.709999,85.339996,2089400,77.776878
"2005-05-13",85.339996,85.5,84.019997,84.610001,2131300,77.11158
"2005-05-16",85,86.519997,84.879997,86.470001,1808900,78.806702
"2005-05-17",86,87.769997,85.599998,87.529999,1378600,79.772797
"2005-05-18",87.75,89.410004,87.419998,89.110001,1316500,81.212738
"2005-05-19",89.110001,89.690002,88.410004,89.220001,844500,81.313026
"2005-05-20",89.470001,89.550003,87.879997,88.309998,1226100,80.483658
"2005-05-23",88.470001,89.830002,88.309998,88.730003,1313100,80.866417
"2005-05-24",88.730003,88.919998,87.470001,88.68,1894800,80.820869
"2005-05-25",88.68,88.900002,88.089996,88.699997,1203000,80.839066
"2005-05-26",89.220001,90.730003,89,90.330002,1502500,82.324646
"2005-05-27",90.339996,90.470001,89.459999,89.879997,1161500,81.914536
"2005-05-31",89.889999,90.040001,88.839996,89.419998,1458800,81.49527
"2005-06-01",89.309998,90.699997,88.699997,90.190002,1798400,82.197029
"2005-06-02",90.209999,91.400002,89.870003,91.25,1145300,83.163109
"2005-06-03",90.839996,91.43,90.43,90.690002,1113600,82.652718
"2005-06-06",90.559998,90.870003,90.120003,90.5,1029400,82.479576
"2005-06-07",90.93,91.230003,89.919998,89.959999,1554300,81.987427
"2005-06-08",90.099998,90.169998,89.440002,89.699997,2012100,81.823235
"2005-06-09",89,89.010002,85.379997,87.620003,5990000,79.925888
"2005-06-10",87.290001,87.599998,86.410004,86.440002,3054600,78.849495
"2005-06-13",86.400002,87.699997,85.599998,86.699997,1733800,79.086678
"2005-06-14",86.910004,86.949997,85.050003,85.169998,2089100,77.691017
"2005-06-15",85.980003,86.620003,84.900002,86.32,2218700,78.740044
"2005-06-16",86.5,86.860001,85.620003,86.709999,1645500,79.095787
"2005-06-17",87.519997,87.669998,86.730003,87.32,1623700,79.652222
"2005-06-20",87.379997,88.199997,86.510002,87.82,2189400,80.108337
"2005-06-21",88.309998,88.599998,87.400002,88.230003,2219100,80.482315
"2005-06-22",88.440002,88.790001,87.25,88.120003,1131100,80.381981
"2005-06-23",85.5,85.75,80.599998,80.769997,12035300,73.677406
"2005-06-24",81.5,81.5,79.550003,80.099998,5084300,73.066254
"2005-06-27",80.110001,81.050003,79.629997,80.120003,2446400,73.084488
"2005-06-28",80.349998,81.699997,80.349998,81.559998,2499700,74.398041
"2005-06-29",82.199997,83.370003,81.709999,82.800003,4286800,75.529121
"2005-06-30",83.099998,83.349998,80.980003,81.010002,2713300,73.896347
"2005-07-01",81.489998,82.650002,81.379997,82.239998,2058800,75.018326
"2005-07-05",82,83.309998,81.300003,83,2539800,75.711571
"2005-07-06",82.68,82.93,82.169998,82.290001,1871400,75.063904
"2005-07-07",81.5,83.07,80.5,82.82,1759500,75.547394
"2005-07-08",82.940002,84.5,82.599998,83.959999,2316500,76.587273
"2005-07-11",84.25,84.5,83.43,83.75,2099500,76.395699
"2005-07-12",83.779999,83.779999,82.620003,82.699997,1715700,75.437943
"2005-07-13",82.699997,83.68,82.300003,83.489998,1325600,76.158539
"2005-07-14",83.599998,84.239998,83.099998,83.400002,1798200,76.076447
"2005-07-15",83.599998,83.599998,82.589996,83.040001,1458100,75.748093
"2005-07-18",82.940002,83.029999,82.080002,82.110001,1165300,74.899712
"2005-07-19",82.599998,82.949997,82.050003,82.160004,1900100,74.945328
"2005-07-20",81.730003,84.75,81.650002,84.360001,3061500,76.952156
"2005-07-21",84.519997,85.879997,83.610001,84.970001,2911800,77.508598
"2005-07-22",85.410004,85.410004,84.120003,85.099998,1627300,77.627167
"2005-07-25",84.919998,85.290001,83.839996,83.900002,1998500,76.532539
"2005-07-26",84,84.989998,83.129997,84.650002,1399900,77.21666
"2005-07-27",84.82,85.529999,84.459999,84.68,1561100,77.244072
"2005-07-28",84.910004,85.75,84.709999,85.519997,1124200,78.010284
"2005-07-29",85.300003,85.639999,84.089996,84.089996,1233000,76.705864
"2005-08-01",84.139999,85.050003,84,84.760002,1128500,77.317047
"2005-08-02",84.75,85.589996,84.389999,85.5,1324000,77.992035
"2005-08-03",85.25,85.25,84.050003,84.650002,1915500,77.21666
"2005-08-04",84.400002,85.160004,84.309998,85,1595700,77.53595
"2005-08-05",85.010002,85.349998,84.400002,84.599998,1595200,77.171074
"2005-08-08",85,85.150002,84.309998,84.650002,1503000,77.21666
"2005-08-09",84.849998,85.199997,84.519997,84.629997,1376000,77.198448
"2005-08-10",84.839996,86.5,84.639999,84.800003,2396200,77.353531
"2005-08-11",84.809998,85.690002,84.650002,85.349998,1353200,77.855202
"2005-08-12",84.900002,85.019997,84.349998,84.650002,1246500,77.21666
"2005-08-15",84.550003,85.449997,84.059998,85.059998,852200,77.590683
"2005-08-16",84.849998,85.449997,84.190002,84.360001,2468300,76.952156
"2005-08-17",84.260002,84.599998,83.360001,84.199997,2327700,76.806175
"2005-08-18",83.949997,85.300003,83.660004,84.690002,1511600,77.253181
"2005-08-19",85.099998,85.139999,84.309998,84.769997,932800,77.32618
"2005-08-22",84.769997,85,83.470001,83.839996,1497400,76.477798
"2005-08-23",84.059998,84.07,82.5,82.510002,1649400,75.264587
"2005-08-24",82.150002,83.75,82.050003,82.379997,1724100,75.146034
"2005-08-25",82.629997,82.849998,82.080002,82.449997,1208800,75.209885
"2005-08-26",82.660004,82.739998,81.309998,81.68,1387000,74.507484
"2005-08-29",81.220001,82.379997,80.830002,82.199997,1649500,74.981819
"2005-08-30",82.209999,82.209999,80.580002,81.370003,2163100,74.224716
"2005-08-31",81.629997,82,80.690002,81.440002,2298000,74.288574
"2005-09-01",81.25,82,80.120003,80.550003,2266300,73.476738
"2005-09-02",80.32,81.139999,80.32,80.510002,1249600,73.440247
"2005-09-06",80.599998,81.809998,80.599998,81.349998,1436400,74.206444
"2005-09-07",81.43,81.709999,80.959999,81.150002,1153100,74.024025
"2005-09-08",81.07,81.129997,79.879997,80.300003,1910500,73.320953
"2005-09-09",80.309998,80.410004,79.339996,79.760002,2397800,72.827866
"2005-09-12",79.760002,81.300003,79.550003,81.050003,1671300,74.005768
"2005-09-13",81.050003,81.050003,79.699997,80.019997,1860200,73.065292
"2005-09-14",79.919998,80.379997,79.709999,79.800003,1132300,72.86441
"2005-09-15",79.989998,80.400002,79.25,79.720001,1020900,72.791389
"2005-09-16",80.25,80.339996,79.25,80.190002,2288600,73.220505
"2005-09-19",79.519997,79.800003,77.760002,77.93,2793600,71.156921
"2005-09-20",78.440002,78.440002,76.809998,77,3150800,70.307747
"2005-09-21",82.290001,83.57,81.660004,83.150002,7225000,75.923218
"2005-09-22",82.599998,83.739998,82.160004,83.330002,2819400,76.087608
"2005-09-23",83.540001,83.870003,82.730003,83.099998,2269500,75.877579
"2005-09-26",83.760002,84.110001,83.349998,83.68,2741600,76.407188
"2005-09-27",83.959999,84.57,83.580002,84.349998,1953900,77.018982
"2005-09-28",84.830002,85.730003,84.5,85.25,1935500,77.840714
"2005-09-29",85.5,87.269997,84.699997,87.010002,2318300,79.447777
"2005-09-30",87.019997,87.389999,86.43,87.129997,1196400,79.557343
"2005-10-03",86.879997,87.129997,86.029999,86.290001,1852400,78.790337
"2005-10-04",85.940002,87.010002,85.540001,85.589996,1529800,78.151169
"2005-10-05",85.849998,86.959999,85.080002,85.610001,2164600,78.169434
"2005-10-06",86.330002,87.800003,86.199997,87.25,2796700,79.666908
"2005-10-07",87.389999,87.900002,86.730003,87.400002,1909500,79.803856
"2005-10-10",87.650002,88.599998,87.080002,88.040001,1301300,80.388237
"2005-10-11",88.349998,88.839996,87.940002,88.290001,1558600,80.616508
"2005-10-12",87.959999,88.889999,86.339996,87.120003,1819400,79.548225
"2005-10-13",86.5,87.18,85.980003,86.580002,1834300,79.055138
"2005-10-14",86.900002,87.699997,85.959999,87.599998,1373400,79.986481
"2005-10-17",87.599998,88.160004,87.239998,88.160004,959700,80.497833
"2005-10-18",87.940002,88.260002,87.449997,88.089996,1138200,80.433914
"2005-10-19",88.089996,89.099998,86.769997,88.830002,1743700,81.109558
"2005-10-20",89.449997,90.099998,88.589996,89.209999,2070300,81.456551
"2005-10-21",89.220001,89.32,88.300003,88.529999,2026500,80.835655
"2005-10-24",88.900002,91.449997,88.870003,90.989998,2267000,83.081848
"2005-10-25",91,91.940002,90.480003,91.089996,2239200,83.173149
"2005-10-26",90.589996,91.139999,90.279999,90.470001,1235600,82.607056
"2005-10-27",90.199997,90.489998,88.949997,89.510002,1299700,81.730492
"2005-10-28",89.989998,90.989998,89.910004,90.629997,1437600,82.753136
"2005-10-31",90.68,92.239998,90.68,91.93,1468200,83.940163
"2005-11-01",92.050003,92.470001,91.629997,91.730003,1672800,83.757568
"2005-11-02",92.400002,93.519997,91.900002,93.5,2179500,85.373711
"2005-11-03",93.5,95.82,93.300003,94.720001,2335800,86.487701
"2005-11-04",94.720001,94.980003,93.059998,93.540001,1543500,85.410202
"2005-11-07",93.540001,94.470001,93.519997,94.290001,1012900,86.095039
"2005-11-08",94.290001,94.800003,93.800003,94.269997,851900,86.076828
"2005-11-09",94.269997,94.989998,93.699997,94.870003,859900,86.624634
"2005-11-10",94.68,95.669998,93.959999,95.610001,1092300,87.300339
"2005-11-11",95.660004,96.589996,95.620003,96,1778000,87.656433
"2005-11-14",95.949997,96.5,95.459999,96.349998,1178600,87.976021
"2005-11-15",95.349998,95.489998,93.809998,94.059998,2155800,85.885056
"2005-11-16",93.949997,94.080002,92.099998,93.470001,2115800,85.346329
"2005-11-17",94.050003,95.739998,94.050003,95.739998,1339800,87.41906
"2005-11-18",96.949997,97.809998,96.540001,97.800003,2189200,89.299957
"2005-11-21",97.800003,98.690002,97.18,97.989998,1717000,89.47348
"2005-11-22",98,98.559998,97.660004,98.25,2078300,89.710892
"2005-11-23",98.050003,98.720001,97.800003,98.099998,781500,89.573929
"2005-11-25",98.349998,98.699997,98.099998,98.18,292100,89.646957
"2005-11-28",98.18,98.5,96.690002,96.860001,1529700,88.441696
"2005-11-29",97.5,98.550003,97.5,97.900002,1199100,89.391296
"2005-11-30",98.199997,98.809998,97.470001,97.620003,1388200,89.13562
"2005-12-01",98.279999,98.75,98.080002,98.379997,1116500,89.829567
"2005-12-02",98.580002,98.68,97.599998,97.82,543800,89.318245
"2005-12-05",97.5,97.510002,95.790001,95.790001,1830500,87.464706
"2005-12-06",97.57,99.940002,97.089996,99.010002,3073800,90.404831
"2005-12-07",98.599998,100.160004,98.480003,99.480003,1669700,90.833984
"2005-12-08",99.489998,99.690002,97.139999,97.669998,1650400,89.18129
"2005-12-09",98,98.5,97.860001,98.080002,947600,89.629089
"2005-12-12",98.25,98.779999,97.410004,98.089996,883900,89.638214
"2005-12-13",98.099998,98.550003,97.379997,98.550003,1197700,90.058571
"2005-12-14",98.75,100.080002,98.639999,99.849998,1447800,91.246529
"2005-12-15",99.449997,100.949997,99.400002,100.599998,1279700,91.931908
"2005-12-16",101.150002,101.220001,99.900002,99.900002,1449700,91.292252
"2005-12-19",99.900002,100.639999,99.050003,99.230003,1015200,90.679977
"2005-12-20",99.300003,99.760002,98.489998,98.489998,1701700,90.003738
"2005-12-21",100.629997,104.029999,100.629997,103.699997,4480700,94.764801
"2005-12-22",103.050003,105.290001,103.040001,104.269997,2888300,95.285713
"2005-12-23",104.209999,104.919998,103.93,104.559998,1070900,95.550735
"2005-12-27",104.900002,105.82,104.110001,104.25,1403000,95.267418
"2005-12-28",104.349998,104.800003,104.150002,104.209999,1010100,95.230888
"2005-12-29",104.010002,105.690002,103.730003,103.730003,961300,94.792244
"2005-12-30",103.349998,103.849998,103.07,103.389999,918200,94.481552
"2006-01-03",103.379997,103.849998,100.940002,103.32,2227400,94.41758
"2006-01-04",103.32,105.360001,103.300003,104.839996,1783900,95.806595
"2006-01-05",104.089996,105.050003,103.309998,103.769997,1351000,94.828773
"2006-01-06",103.650002,103.980003,101.510002,102.589996,1759100,93.750465
"2006-01-09",102,103.540001,101.800003,102.919998,1512600,94.052048
"2006-01-10",102.919998,102.919998,101.709999,101.989998,1210200,93.202164
"2006-01-11",102.099998,102.449997,101.529999,101.769997,1231000,93.001137
"2006-01-12",100.989998,101.169998,99.599998,100.309998,1681700,91.666901
"2006-01-13",100.5,101.019997,99.669998,100,782600,91.383629
"2006-01-17",99.760002,99.769997,97.470001,98.190002,1973800,89.729561
"2006-01-18",98.190002,100.830002,97.400002,100.620003,1861500,91.950203
"2006-01-19",100.970001,103.220001,100.650002,102.720001,1931900,93.86927
"2006-01-20",103.400002,103.849998,99.529999,99.949997,2848500,91.337914
"2006-01-23",100.580002,100.730003,98.459999,100.260002,1414000,91.621246
"2006-01-24",100.449997,101.550003,99.300003,101.220001,1281300,92.498505
"2006-01-25",101.900002,102.470001,100.400002,100.800003,1387900,92.114693
"2006-01-26",101.5,102.199997,101.139999,101.900002,1033200,93.119926
"2006-01-27",101.849998,102.839996,100.75,102.459999,1023300,93.631699
"2006-01-30",102.190002,102.790001,102,102.220001,700900,93.412369
"2006-01-31",102.230003,102.75,101.120003,101.150002,1210500,92.434532
"2006-02-01",101.199997,101.349998,99.440002,99.739998,2145900,91.146011
"2006-02-02",99.730003,99.959999,98.419998,98.5,1522200,90.012863
"2006-02-03",98,98.690002,96.5,98.489998,1579700,90.003738
"2006-02-06",98.449997,98.730003,97.830002,98.589996,753700,90.095108
"2006-02-07",98.5,99.169998,97.699997,98.019997,959900,89.574249
"2006-02-08",98.75,100.43,98,100.379997,1420300,91.730904
"2006-02-09",100.449997,101.029999,99.379997,99.550003,1031700,90.972443
"2006-02-10",99.550003,100.220001,99.18,99.75,1073400,91.155174
"2006-02-13",99.800003,102.389999,99.800003,101.120003,1570700,92.40715
"2006-02-14",101.199997,103.870003,101.199997,103.699997,2046600,94.764801
"2006-02-15",103.25,104.5,102.550003,104.300003,1410700,95.313156
"2006-02-16",103.949997,104.900002,102.760002,104.629997,1326000,95.614685
"2006-02-17",104.699997,105.150002,103.910004,105.050003,1248700,95.998505
"2006-02-21",104.919998,105.400002,104.400002,105.040001,1784000,95.98938
"2006-02-22",105,106.919998,105,106.400002,2249800,97.232201
"2006-02-23",106.650002,107.5,106.129997,106.730003,1179500,97.533775
"2006-02-24",107.400002,107.629997,106.75,107.160004,1325600,97.926727
