"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"2008-07-28",67.099998,67.32,66.059998,66.620003,2099300,53.797478
"2008-07-29",66.389999,67.050003,65.559998,66.459999,2850700,53.668297
"2008-07-30",67.050003,68.040001,66.519997,68.040001,3318400,54.944183
"2008-07-31",64.099998,64.410004,61.27,61.68,6015400,49.808311
"2008-08-01",62.16,62.48,60.299999,60.560001,3493400,48.903877
"2008-08-04",62.75,62.939999,61.470001,61.810001,4023200,49.913284
"2008-08-05",63.610001,63.610001,62.080002,62.639999,4517100,50.583527
"2008-08-06",62.5,62.689999,61.32,61.330002,4892400,49.525684
"2008-08-07",60.900002,62.34,59.82,61.41,4623200,49.590275
"2008-08-08",61.009998,63.279999,60.91,63.029999,2478800,50.898491
"2008-08-11",62.57,64.720001,62.52,64,2361700,51.681778
"2008-08-12",64.230003,64.610001,63.439999,63.970001,2133400,51.657539
"2008-08-13",63.75,65.739998,63.400002,65.339996,2713400,52.763851
"2008-08-14",64.709999,65.910004,64.029999,65.300003,2034700,52.731564
"2008-08-15",66.910004,66.989998,64.669998,65.239998,1515900,52.683098
"2008-08-18",65.190002,65.550003,63.209999,63.799999,2182700,51.520275
"2008-08-19",63.669998,63.669998,61.610001,62.060001,1964500,50.115166
"2008-08-20",62.369999,62.380001,61.099998,62.119999,1730600,50.163605
"2008-08-21",61.139999,61.689999,60.509998,61.549999,1715200,49.904163
"2008-08-22",61.73,63.040001,61.66,63.02,1243300,51.096031
"2008-08-25",62.759998,62.790001,61.349998,61.959999,1114200,50.236591
"2008-08-26",62.040001,62.110001,61.23,61.959999,1401500,50.236591
"2008-08-27",61.93,63.560001,61.389999,63.02,1343100,51.096031
"2008-08-28",63.279999,65.470001,63.02,65.010002,1191000,52.709499
"2008-08-29",64.900002,65.440002,64.07,64.07,1356700,51.947365
"2008-09-02",64.970001,65.599998,64.050003,64.5,2449300,52.295994
"2008-09-03",64.5,64.5,62.700001,63.009998,1634400,51.087929
"2008-09-04",63.029999,63.41,58.889999,59.849998,3106100,48.525826
"2008-09-05",60.43,60.759998,58.110001,60.369999,2172800,48.947433
"2008-09-08",61.68,63,60.599998,61.509998,2548900,49.871738
"2008-09-09",62.209999,62.209999,56.830002,57.169998,2699900,46.352901
"2008-09-10",57.57,60.529999,57.41,59.849998,2814900,48.525826
"2008-09-11",59.290001,61.07,58.619999,60.959999,2503300,49.4258
"2008-09-12",59.900002,61.509998,59.549999,61.25,1230800,49.660938
"2008-09-15",59.009998,60.099998,57.529999,57.639999,2700700,46.733978
"2008-09-16",56.599998,59.080002,55.360001,58.790001,2480300,47.66637
"2008-09-17",57.599998,57.84,55.080002,55.080002,1795600,44.658352
"2008-09-18",55.73,56.639999,49.540001,56.630001,3989400,45.915085
"2008-09-19",60.369999,60.939999,54.040001,59.32,4093000,48.096096
"2008-09-22",59.330002,59.389999,55.360001,55.529999,1397900,45.023205
"2008-09-23",55.259998,56.290001,53.689999,53.830002,1435400,43.644855
"2008-09-24",53.880001,54.59,52.889999,53.34,1739600,43.247581
"2008-09-25",53.189999,54.619999,53.189999,53.869999,1507000,43.677288
"2008-09-26",53,53.98,52,53.240002,1702800,43.166504
"2008-09-29",52.240002,52.98,48.669998,50.02,1768300,40.555752
"2008-09-30",50.75,53.09,50.619999,53,1938900,42.971905
"2008-10-01",52.009998,52.52,50.77,51.09,2011100,41.423294
"2008-10-02",50.599998,50.91,48.529999,48.599998,2650500,39.404411
"2008-10-03",49.84,51.439999,47.259998,47.34,2446700,38.382843
"2008-10-06",46.93,46.93,42.419998,45,2469700,36.4856
"2008-10-07",45.919998,46.389999,41.880001,42.540001,2042500,34.491028
"2008-10-08",41.439999,44.040001,40.110001,41.790001,2650700,33.88295
"2008-10-09",41.610001,42.73,37.599998,38.150002,2753400,30.93166
"2008-10-10",37.02,42.470001,35.209999,40.18,4032600,32.577568
"2008-10-13",42.41,46.049999,40.310001,45.669998,2512000,37.028809
"2008-10-14",47.59,49.360001,42.130001,44.049999,2491900,35.715324
"2008-10-15",44.580002,44.580002,39.200001,39.200001,1972800,31.782995
"2008-10-16",37.869999,43.5,37.259998,42.779999,3783000,34.685619
"2008-10-17",41.389999,43.630001,39.900002,41.540001,2950400,33.680248
"2008-10-20",42.52,43.049999,40.939999,42.23,2213800,34.239693
"2008-10-21",41.509998,42.959999,39.5,39.720001,2656500,32.204601
"2008-10-22",39.389999,39.77,36.330002,37.939999,2541900,30.761393
"2008-10-23",38.099998,39.400002,36.200001,38.380001,2577600,31.118151
"2008-10-24",35.48,38.32,35.48,36.919998,1790000,29.934383
"2008-10-27",34.990002,37.5,34.5,34.580002,2161000,28.037132
"2008-10-28",36.080002,37.299999,32.880001,37.240002,2868200,30.193842
"2008-10-29",37.169998,38.540001,35.720001,36.310001,2191600,29.439816
"2008-10-30",37.34,38.5,36.369999,37.82,1991400,30.664099
"2008-10-31",38.27,40.16,37.290001,38.77,1911200,31.434347
"2008-11-03",38.709999,39.75,38.400002,39.16,1191200,31.750561
"2008-11-04",40.220001,41.099998,38.950001,41.009998,1358700,33.250519
"2008-11-05",40.43,41.209999,38.18,38.389999,1409700,31.126251
"2008-11-06",37.880001,38.490002,36.02,36.23,1264800,29.374947
"2008-11-07",36.810001,37.369999,35.59,36.950001,1576000,29.958708
"2008-11-10",38.549999,38.77,36.419998,36.990002,1038700,29.99114
"2008-11-11",36.360001,37.889999,35.310001,36.610001,1648200,29.683035
"2008-11-12",35.52,36.369999,34.459999,34.66,1574800,28.102015
"2008-11-13",35.040001,38.189999,33.389999,38.060001,1691000,30.858688
"2008-11-14",37.259998,38.369999,35.799999,35.950001,1341700,29.147926
"2008-11-17",35.419998,36.360001,34.73,34.869999,1320700,28.272272
"2008-11-18",34.849998,35.860001,34.169998,35.580002,2147000,29.056253
"2008-11-19",35.48,36.130001,33.75,33.799999,1612500,27.602615
"2008-11-20",33.41,35.16,31.57,31.82,1813800,25.985661
"2008-11-21",32.540001,34.439999,31.290001,34.439999,1719000,28.125271
"2008-11-24",34.459999,38.700001,34.459999,37.799999,2004600,30.869207
"2008-11-25",38.5,40.07,37.66,39.77,2248200,32.478004
"2008-11-26",38.18,40.779999,37.66,40.619999,1475700,33.172134
"2008-11-28",39.720001,41.119999,39.720001,41.080002,816200,33.547813
"2008-12-01",39.91,39.91,37.330002,37.34,1576200,30.493546
"2008-12-02",37.52,38.099998,36.439999,37.560001,2277500,30.673214
"2008-12-03",36.470001,37.959999,35.540001,37.23,1960600,30.403723
"2008-12-04",36.900002,38.119999,35.990002,37.5,3083000,30.624216
"2008-12-05",36.619999,38.369999,35.099998,38.169998,1838200,31.171366
"2008-12-08",39.27,39.880001,37.93,38.990002,1770200,31.841022
"2008-12-09",38.009998,38.98,36.66,37.389999,2802600,30.53438
"2008-12-10",38.240002,38.650002,37.07,38.139999,2389100,31.146868
"2008-12-11",37.75,39.060001,36.5,36.93,1985400,30.15872
"2008-12-12",35.970001,37.419998,35.189999,37.029999,1925000,30.240379
"2008-12-15",37.25,37.740002,36.029999,36.66,1460600,29.938229
"2008-12-16",36.459999,38.360001,35.900002,38.360001,1696900,31.326517
"2008-12-17",38,38.799999,37.110001,38.279999,1503300,31.261194
"2008-12-18",38.529999,38.619999,36.810001,37.23,1188300,30.403723
"2008-12-19",37.549999,38.91,37.360001,37.720001,2289000,30.803879
"2008-12-22",37.810001,37.810001,36.830002,37.66,1836600,30.754877
"2008-12-23",38.5,39.25,38.23,38.869999,2475700,31.743019
"2008-12-24",38.73,39.91,38.720001,39.139999,966100,31.963505
"2008-12-26",39.360001,39.959999,39.119999,39.799999,609000,32.502499
"2008-12-29",39.689999,39.849998,39.18,39.740002,1297200,32.453491
"2008-12-30",40,41.869999,39.91,41.849998,1347500,34.176605
"2008-12-31",41.82,43,41.700001,42.540001,1402200,34.740101
"2009-01-02",43.189999,45.360001,41.91,45.16,1470900,36.879711
"2009-01-05",45.290001,45.610001,44.16,45.34,2070800,37.026703
"2009-01-06",45.830002,46.450001,44.939999,45.860001,1698100,37.451366
"2009-01-07",45.450001,45.450001,42.549999,43.029999,1415400,35.140255
"2009-01-08",42.650002,43.200001,41.77,43.200001,1782300,35.279091
"2009-01-09",43.32,43.59,41.560001,42.27,1092400,34.519615
"2009-01-12",42.259998,42.259998,40.540001,40.849998,1001700,33.359974
"2009-01-13",40.810001,41.5,40.040001,40.619999,1214700,33.172134
"2009-01-14",40.029999,40.080002,38.59,38.970001,1690100,31.824675
"2009-01-15",39.330002,40.200001,38.099998,39.77,1547400,32.478004
"2009-01-16",40.939999,40.939999,38.43,39.77,1804200,32.478004
"2009-01-20",36.400002,41.380001,36.380001,40.290001,4180100,32.902653
"2009-01-21",40.810001,41,38.310001,39.470001,3304000,32.233002
"2009-01-22",38.919998,39.040001,37.529999,38.560001,3741600,31.489849
"2009-01-23",37.5,40.080002,37.23,39.080002,2243700,31.914513
"2009-01-26",38.919998,40.349998,38.380001,38.849998,1877600,31.726681
"2009-01-27",39.310001,40.119999,39.040001,39.860001,1483600,32.551498
"2009-01-28",40.740002,42.200001,40.450001,41.790001,1973200,34.127625
"2009-01-29",41.07,41.57,39.290001,39.619999,1672300,32.355503
"2009-01-30",39.400002,39.400002,37.810001,38.209999,2477100,31.20402
"2009-02-02",37.619999,39.040001,37.400002,38.110001,2360900,31.122366
"2009-02-03",38.619999,39.610001,37.560001,39.32,2134400,32.110512
"2009-02-04",39.84,40.939999,39.650002,40.02,1676900,32.682152
"2009-02-05",39.599998,41.299999,38.880001,40.709999,2255600,33.245644
"2009-02-06",40.650002,42.07,40.610001,41.869999,1568600,34.192944
"2009-02-09",41.529999,42.119999,40.720001,41.419998,1889400,33.825447
"2009-02-10",40.919998,41.5,38.98,39.419998,1670500,32.192162
"2009-02-11",40.790001,42.189999,39.639999,40.279999,1784300,32.894482
"2009-02-12",39.59,40.049999,38.630001,40,1744100,32.665825
"2009-02-13",40.220001,41.700001,40.220001,40.689999,1950300,33.229301
"2009-02-17",39.77,39.77,38.18,38.560001,2360100,31.684519
"2009-02-18",38.990002,39.549999,38.080002,38.669998,1954900,31.774912
"2009-02-19",39.32,39.34,37.599998,37.689999,1707700,30.969654
"2009-02-20",37.25,38.41,36.630001,37.470001,1898200,30.788877
"2009-02-23",37.830002,38.029999,35.419998,35.52,1919700,29.186573
"2009-02-24",35.720001,37.029999,35.040001,36.779999,1704000,30.221909
"2009-02-25",36.279999,36.610001,35.009998,35.389999,1730000,29.079762
"2009-02-26",35.720001,35.970001,34.119999,34.32,1863600,28.200539
"2009-02-27",33.849998,34.459999,33.209999,33.369999,2490200,27.419926
"2009-03-02",32.860001,32.860001,31.309999,31.42,1740700,25.817621
"2009-03-03",31.99,32.07,30.84,30.940001,3010400,25.423214
"2009-03-04",31.59,31.799999,30.91,31.32,3618100,25.735455
"2009-03-05",29.870001,30.34,28.43,28.92,3406400,23.763393
"2009-03-06",29.280001,29.76,27.709999,28.629999,3231500,23.525105
"2009-03-09",28.24,29.07,27.690001,27.860001,2426600,22.892399
"2009-03-10",28.370001,29.969999,28.370001,29.969999,2350100,24.626173
"2009-03-11",30.450001,30.58,29.67,30.24,2301900,24.848034
"2009-03-12",30.24,31.08,29.360001,30.99,1453700,25.464294
"2009-03-13",31.08,31.23,30.25,30.77,1140400,25.283525
"2009-03-16",30.77,31.43,30.370001,30.469999,2064600,25.037012
"2009-03-17",30.17,31.440001,29.809999,31.440001,1631100,25.834064
"2009-03-18",31.17,32.68,30.57,32.34,2050700,26.573589
"2009-03-19",32.709999,33.099998,32.139999,32.73,1950200,26.894047
"2009-03-20",32.91,32.91,31.219999,31.41,1770900,25.809412
"2009-03-23",32.060001,33.919998,32.049999,33.900002,1797000,27.855431
"2009-03-24",33.419998,34.549999,33.23,33.970001,2120800,27.912952
"2009-03-25",33.02,34.939999,33.02,34.16,4287800,28.069075
"2009-03-26",34.290001,36.310001,34.200001,36.279999,2936500,29.811052
"2009-03-27",35.82,36.240002,35.220001,35.380001,2360800,29.071539
"2009-03-30",34.639999,35,33.209999,33.740002,1755400,27.723951
"2009-03-31",34.009998,34.68,33.610001,33.98,1848500,27.921162
"2009-04-01",33.630001,35,33.130001,34.84,2039300,28.627815
"2009-04-02",35.84,38.459999,35.509998,37.77,3672300,31.035393
"2009-04-03",37.970001,38.82,37.220001,38.549999,2592300,31.676296
"2009-04-06",38.52,38.52,37.330002,37.93,3349800,31.166853
"2009-04-07",37.330002,37.330002,36.34,36.610001,2766700,30.082207
"2009-04-08",36.700001,37.259998,36.009998,36.580002,2230000,30.05757
"2009-04-09",37.16,39.209999,37.16,39.130001,2677300,32.152897
"2009-04-13",37.540001,38.009998,36.509998,37.700001,2174500,30.977863
"2009-04-14",37.07,37.77,36.439999,36.970001,1663300,30.378029
"2009-04-15",36.459999,36.919998,35.650002,36.299999,3661000,29.827492
"2009-04-16",35.259998,39.799999,35,38.91,5846600,31.972118
"2009-04-17",39.349998,40.310001,38.529999,40.07,3570400,32.925282
"2009-04-20",39.490002,39.490002,37.860001,38.150002,2926600,31.347622
"2009-04-21",37.959999,39.919998,37.889999,39.73,2843100,32.645908
"2009-04-22",39.419998,42.25,39.279999,41.959999,3916400,34.478275
"2009-04-23",41.990002,44.060001,41.900002,44.009998,3876500,36.162758
"2009-04-24",44.07,44.689999,43.549999,43.900002,4068300,36.072376
"2009-04-27",43.599998,44.040001,42.959999,43.310001,2962300,35.587582
"2009-04-28",42.5,44.59,42.419998,43.23,2764100,35.521835
"2009-04-29",43.849998,45.700001,43.68,44.93,2205800,36.918732
"2009-04-30",45.529999,47.119999,45.299999,45.349998,2915800,37.263824
"2009-05-01",45.259998,46.59,44.630001,46.18,2119200,37.945827
"2009-05-04",46.18,47.75,46.02,47.619999,1439700,39.129078
"2009-05-05",47.48,47.919998,45.959999,46.59,3114900,38.28273
"2009-05-06",47.169998,47.82,46.41,47.400002,1825300,38.948311
"2009-05-07",47.799999,47.799999,45.259998,45.630001,2815000,37.493908
"2009-05-08",46.549999,47.41,45.599998,47.16,1950900,38.751099
"2009-05-11",46.580002,46.700001,45.32,45.52,1669000,37.403522
"2009-05-12",45.450001,45.5,43.75,44.740002,2111000,36.762596
"2009-05-13",44.150002,44.150002,42.939999,43.169998,2191800,35.472534
"2009-05-14",43.240002,44.34,43.099998,43.389999,2167000,35.653301
"2009-05-15",43.369999,44.470001,43.09,43.66,1983400,35.875153
"2009-05-18",44.049999,45.66,43.830002,45.57,2443100,37.444595
"2009-05-19",45.25,45.700001,44.490002,45.049999,2363600,37.221516
"2009-05-20",45.52,45.73,43.389999,43.540001,3451400,35.973919
"2009-05-21",42.93,43.299999,42.099998,42.560001,2985900,35.164215
"2009-05-22",42.450001,43.310001,41.91,42.529999,1321700,35.139431
"2009-05-26",42.18,44.529999,42.139999,43.869999,2679400,36.246563
"2009-05-27",44.09,44.82,43.369999,43.400002,2396800,35.858238
"2009-05-28",42.139999,43.23,41.459999,42.669998,3359400,35.255085
"2009-05-29",42.73,43.18,41.860001,42.259998,4960200,34.916344
"2009-06-01",43.060001,46.799999,43.060001,46.669998,3713600,38.560005
"2009-06-02",46.540001,47.709999,46.419998,46.98,2556800,38.816147
"2009-06-03",46.470001,46.990002,45.549999,46.139999,1511900,38.122105
"2009-06-04",46.240002,46.950001,45.66,46.830002,1327400,38.692204
"2009-06-05",47.75,48.450001,47.540001,47.790001,2680400,39.485382
"2009-06-08",47.290001,48,46.400002,47.529999,1574400,39.270557
"2009-06-09",47.240002,48,46.939999,47.259998,1682200,39.047459
"2009-06-10",47.68,48.150002,46.130001,46.959999,1757300,38.799606
"2009-06-11",47.040001,47.099998,46.080002,46.209999,1916000,38.179947
"2009-06-12",45.919998,46.200001,45.310001,46.189999,1042600,38.163422
"2009-06-15",45.450001,45.470001,44,44.470001,1156600,36.74231
"2009-06-16",44.580002,45.16,43.369999,43.41,1371900,35.866501
"2009-06-17",43.049999,43.66,42.57,43.119999,1610100,35.6269
"2009-06-18",43.209999,43.400002,42.220001,42.75,1252800,35.321201
"2009-06-19",43.09,43.330002,42.290001,42.5,1362400,35.114635
"2009-06-22",41.860001,41.950001,40.540001,40.540001,1373900,33.495235
"2009-06-23",40.700001,41.240002,40.41,40.830002,1964900,33.734856
"2009-06-24",40.919998,42.610001,40.759998,41.049999,1820800,33.916603
"2009-06-25",40.5,42.389999,39.919998,42.16,2967200,34.833721
"2009-06-26",42.080002,42.959999,42.02,42.740002,5274100,35.312943
"2009-06-29",42.880001,43.400002,42.439999,43,1682400,35.527752
"2009-06-30",42.950001,43.400002,42.419998,42.959999,2548800,35.494694
"2009-07-01",43.150002,44.169998,42.759998,42.860001,2119900,35.412086
"2009-07-02",42.209999,42.259998,41.330002,41.599998,1542800,34.37104
"2009-07-06",41,41.310001,40.689999,41.189999,1828700,34.032284
"2009-07-07",41.169998,41.580002,39.950001,39.98,1545800,33.032551
"2009-07-08",39.860001,40.610001,39.580002,40.259998,2790600,33.263893
"2009-07-09",40.470001,40.830002,39.529999,40.200001,2072900,33.214329
"2009-07-10",39.830002,41.029999,39.740002,40.68,2221200,33.610909
"2009-07-13",40.43,41.630001,40.189999,41.619999,1401000,34.387554
"2009-07-14",41.77,42.110001,41.389999,42.080002,2086700,34.767632
"2009-07-15",42.650002,44.040001,42.41,43.869999,2013200,36.246563
"2009-07-16",43.790001,44.860001,43.450001,44.66,1583900,36.899284
"2009-07-17",44.48,45.09,44.209999,44.470001,1224700,36.74231
"2009-07-20",45.040001,46.580002,44.459999,45.900002,2113800,37.923813
"2009-07-21",46.73,47.91,45.66,46.73,2571600,38.609577
"2009-07-22",46.84,47.860001,46.040001,47.07,1577300,38.890495
"2009-07-23",47.119999,48.049999,46.689999,48,1750300,39.658886
"2009-07-24",47.619999,48.110001,46.880001,47.93,1604100,39.601048
"2009-07-27",47.91,48.139999,47.299999,48.139999,1322200,39.774563
"2009-07-28",47.59,47.959999,46.869999,47.549999,992900,39.287083
"2009-07-29",47.16,47.400002,46.400002,46.98,1387100,38.816147
"2009-07-30",45.790001,47.849998,45.009998,45.700001,4027800,37.758553
"2009-07-31",45.700001,46.240002,44.169998,44.279999,2828100,36.585323
"2009-08-03",44.73,46.939999,44.52,46.810001,3107300,38.67569
"2009-08-04",46.700001,48.18,46.700001,47.77,1689200,39.468864
"2009-08-05",47.849998,48.099998,46.299999,46.639999,1516400,38.535225
"2009-08-06",46.939999,47.23,46.299999,46.869999,1228600,38.725254
"2009-08-07",47.689999,48.830002,47.110001,48.75,2052800,40.278553
"2009-08-10",48.740002,49.27,47.700001,48.279999,1980300,39.890224
"2009-08-11",48.049999,48.23,47.150002,47.610001,1437100,39.336666
"2009-08-12",47.790001,49.939999,47.75,49.459999,1877900,40.86517
"2009-08-13",50,50.220001,49,49.860001,1255000,41.195671
"2009-08-14",49.970001,50.029999,48.459999,48.869999,878800,40.377716
"2009-08-17",47.790001,48.25,46.84,47.220001,823500,39.014431
"2009-08-18",47.349998,48.52,47.220001,48.369999,1099000,39.964588
"2009-08-19",47.84,48.68,47.439999,48.380001,733600,39.972851
"2009-08-20",48.200001,48.900002,48.169998,48.610001,991600,40.371498
"2009-08-21",48.970001,49.919998,48.650002,49.490002,1873000,41.102367
"2009-08-24",49.59,50.5,49.459999,49.740002,1078000,41.309986
"2009-08-25",50.169998,51.049999,49.68,50.330002,1536000,41.799999
"2009-08-26",50.41,50.41,49.43,49.779999,1106500,41.343204
"2009-08-27",49.919998,50.290001,48.98,49.68,1009700,41.260143
"2009-08-28",50.130001,50.380001,49.060001,49.360001,1092200,40.994392
"2009-08-31",48.759998,48.779999,47.75,48.66,1014500,40.413025
"2009-09-01",48.400002,50.349998,47.830002,47.93,1865600,39.806747
"2009-09-02",47.73,48.060001,47.27,47.369999,945300,39.341652
"2009-09-03",47.209999,47.889999,46.889999,47.66,1836000,39.582508
"2009-09-04",47.669998,48.540001,47.669998,48.32,1203900,40.13065
"2009-09-08",48.75,49.220001,47.990002,48.09,2056600,39.939632
"2009-09-09",47.91,48.549999,46.68,48.349998,1863100,40.155571
"2009-09-10",48.240002,48.709999,47.630001,48.709999,1063300,40.454544
"2009-09-11",48.880001,50.470001,48.799999,50.200001,2475400,41.692036
"2009-09-14",49.66,52.779999,49.66,52.639999,2955700,43.718487
"2009-09-15",52.650002,54.389999,52.450001,54.009998,2496800,44.856304
"2009-09-16",54.470001,55.34,53.82,54.950001,2033100,45.636986
"2009-09-17",54.860001,55.889999,54.5,54.860001,1650200,45.562237
"2009-09-18",55.299999,55.57,54.73,55.18,1292400,45.828003
"2009-09-21",54.720001,54.959999,53.950001,54.119999,986300,44.94767
"2009-09-22",54.529999,54.59,53.330002,53.68,1714900,44.58223
"2009-09-23",53.91,54,53,53.060001,829800,44.06731
"2009-09-24",53.029999,53.5,52.040001,52.240002,1349200,43.386284
"2009-09-25",53.200001,53.200001,51.080002,52.200001,1693500,43.353065
"2009-09-28",52.310001,53.16,52.139999,52.82,1348600,43.867985
"2009-09-29",52.860001,53.689999,52.740002,52.91,1405700,43.942741
"2009-09-30",52.919998,53.299999,51.18,51.84,2222300,43.054081
"2009-10-01",51.610001,51.919998,50.18,50.200001,1424800,41.692036
"2009-10-02",49.619999,50.110001,49.360001,49.5,1448800,41.110676
"2009-10-05",49.919998,51.23,49.73,51.18,1449300,42.505947
"2009-10-06",51.48,52.23,51.18,51.509998,1452000,42.780006
"2009-10-07",51.419998,51.700001,50.720001,51,1388200,42.356426
"2009-10-08",51.560001,52.380001,51.02,51.950001,1723100,43.145447
"2009-10-09",51.939999,52.900002,51.860001,52.869999,1101100,43.909512
"2009-10-12",52.98,53.59,52.349998,52.779999,735800,43.83477
"2009-10-13",52.84,52.91,51.73,52.23,1272200,43.377972
"2009-10-14",52.799999,53.990002,52.290001,53.650002,1574200,44.55732
"2009-10-15",53.380001,53.689999,52.959999,53.509998,980300,44.441044
"2009-10-16",53.009998,53.57,52.27,53.27,1304100,44.241707
"2009-10-19",53.75,55.41,53.299999,55.259998,2198200,45.894451
"2009-10-20",58.599998,59.360001,56.459999,57.970001,3710400,48.145168
"2009-10-21",57.5,58.200001,56.139999,56.259998,2095500,46.724972
"2009-10-22",56.41,58.18,55.759998,57.740002,1725800,47.954121
"2009-10-23",57.810001,57.939999,56.639999,56.860001,1442300,47.223278
"2009-10-26",56.950001,58.189999,55.52,55.73,1777700,46.284794
"2009-10-27",55.810001,56.18,54.029999,54.150002,1864100,44.972569
"2009-10-28",54.09,54.52,52.84,53.07,1976600,44.075611
"2009-10-29",53.77,54.490002,53.18,54.299999,1509700,45.097137
"2009-10-30",54.07,54.43,52.599998,52.959999,1760700,43.984253
"2009-11-02",53.150002,54.380001,52.459999,53.59,1455300,44.507473
"2009-11-03",52.900002,55.48,52.689999,55.25,2572400,45.886143
"2009-11-04",55.59,55.939999,54.369999,54.529999,1804400,45.288177
"2009-11-05",55.07,56.68,54.759998,56.630001,1273400,47.032269
"2009-11-06",56.209999,57.130001,55.93,56.139999,996300,46.625301
"2009-11-09",56.700001,57.459999,56.57,57.459999,1038600,47.721596
"2009-11-10",57.669998,57.720001,56.43,57.150002,888300,47.464127
"2009-11-11",57.41,57.669998,55.549999,56.110001,1579700,46.600399
"2009-11-12",56.029999,56.48,55.16,55.290001,1190400,45.919357
"2009-11-13",55.5,55.599998,54.700001,55,2010500,45.678509
"2009-11-16",55.299999,57.110001,55.299999,56.959999,1562000,47.306339
"2009-11-17",56.84,56.84,55.900002,56.09,1611100,46.789154
"2009-11-18",55.970001,56.18,54.810001,55.810001,1441400,46.555565
"2009-11-19",55.450001,55.540001,53.82,54.310001,1179900,45.304298
"2009-11-20",53.41,54.34,53.41,53.98,1436800,45.029026
"2009-11-23",54.540001,55.32,54.200001,54.34,1277800,45.329315
"2009-11-24",54.48,55.119999,53.82,54.880001,1393800,45.779785
"2009-11-25",54.889999,55.369999,54.619999,55.02,851000,45.896576
"2009-11-27",53.290001,54.349998,52.639999,53.57,649600,44.687012
"2009-11-30",53.389999,53.990002,52.799999,53.959999,1148700,45.012341
"2009-12-01",54.209999,55.209999,54.209999,54.75,987600,45.671337
"2009-12-02",54.470001,55.310001,54.43,54.900002,999600,45.796471
"2009-12-03",54.91,55.43,54.110001,54.23,841400,45.237568
"2009-12-04",55.139999,55.630001,54.439999,55.310001,1058100,46.138485
"2009-12-07",55.189999,55.869999,54.919998,55.529999,1473600,46.321995
"2009-12-08",54.970001,55.049999,53.91,54.09,931200,45.120777
"2009-12-09",54.970001,54.970001,53.299999,53.919998,1061300,44.97897
"2009-12-10",54.279999,54.689999,53.669998,53.759998,681600,44.845493
"2009-12-11",53.799999,54.389999,53.66,54,997600,45.0457
"2009-12-14",54.59,55.93,54.34,55.720001,1277200,46.480492
"2009-12-15",55.740002,56.279999,55.560001,55.669998,790200,46.438789
"2009-12-16",55.939999,56.119999,55.41,55.689999,874600,46.455467
"2009-12-17",55.259998,55.41,54.169998,54.200001,951000,45.21254
"2009-12-18",54.27,54.650002,53.490002,53.990002,1388900,45.037369
"2009-12-21",54.57,54.82,54.23,54.5,925700,45.462795
"2009-12-22",54.580002,54.939999,54.150002,54.48,902700,45.446117
"2009-12-23",54.599998,55.060001,54,54.799999,817500,45.713047
"2009-12-24",55.09,55.169998,54.869999,54.959999,150900,45.846519
"2009-12-28",55.23,55.23,54.380001,54.810001,548500,45.721386
"2009-12-29",54.900002,54.900002,54.310001,54.459999,642200,45.429432
"2009-12-30",54.349998,54.689999,54.16,54.349998,515500,45.337669
"2009-12-31",54.259998,54.419998,53.849998,53.880001,442800,44.945614
"2010-01-04",54.66,55.040001,54.169998,54.52,961000,45.479481
"2010-01-05",54.349998,54.82,53.939999,54.259998,1136400,45.262589
"2010-01-06",54.139999,54.470001,53.799999,54.029999,1670700,45.070724
"2010-01-07",53.75,54.900002,53.75,54.669998,973600,45.604607
"2010-01-08",54.470001,56.23,54.119999,56.220001,1075200,46.897591
"2010-01-11",57.099998,58.029999,56.57,57.82,1682100,48.232269
"2010-01-12",57.450001,58.09,57.380001,57.939999,1750700,48.332375
"2010-01-13",58.09,58.59,57.09,58.25,1371800,48.590969
"2010-01-14",58.029999,58.939999,57.560001,58.790001,1003100,49.041416
"2010-01-15",58.66,59.150002,57.939999,58.560001,1712000,48.849575
"2010-01-19",61.740002,62.849998,60.580002,61.419998,3741400,51.235313
"2010-01-20",61.130001,61.18,59.400002,60.610001,2339800,50.559635
"2010-01-21",60.400002,61.43,58.759998,59.52,2014800,49.650383
"2010-01-22",59.439999,59.439999,57.59,57.619999,1462900,48.065449
"2010-01-25",58.52,59.040001,56.369999,57.369999,2042900,47.856892
"2010-01-26",56.900002,57.299999,56.07,56.599998,2343600,47.214565
"2010-01-27",56.490002,57.740002,56.150002,57.400002,3339500,47.881927
"2010-01-28",57.709999,57.799999,55.68,56.32,1439000,46.980999
"2010-01-29",56.830002,57.860001,55.669998,55.91,2134700,46.638988
"2010-02-01",56.200001,57.400002,56.060001,57.139999,1622400,47.665024
"2010-02-02",57.549999,58.209999,57.200001,58.139999,1919400,48.499214
"2010-02-03",57.799999,58.619999,57.130001,57.299999,1800100,47.7985
"2010-02-04",56.52,56.740002,54.93,54.93,1969200,45.821487
"2010-02-05",54.959999,55.32,53.5,54.970001,2101500,45.854858
"2010-02-08",54.950001,55.169998,53.950001,54.540001,1728200,45.496162
"2010-02-09",55.330002,56.400002,54.880001,55.75,1651000,46.505516
"2010-02-10",55.700001,55.98,54.860001,55.549999,1032700,46.338692
"2010-02-11",55.59,56.790001,55.150002,56.759998,1370600,47.348042
"2010-02-12",55.91,57.650002,55.209999,56.080002,2551600,46.7808
"2010-02-16",57.240002,57.299999,56.41,57.25,1561300,47.970634
