"","DHR.Open","DHR.High","DHR.Low","DHR.Close","DHR.Volume","DHR.Adjusted"
"2005-02-11",20.777103,21.122063,20.663382,21.042456,2551400,13.649622
"2005-02-14",21.080364,21.080364,20.8605,20.936316,1706500,13.580763
"2005-02-15",20.943897,20.985596,20.65959,20.80743,4041900,13.497168
"2005-02-16",20.81122,20.917362,20.720243,20.898407,3157400,13.556181
"2005-02-17",20.943897,20.996967,20.803638,20.803638,3729300,13.494704
"2005-02-18",20.81122,20.845337,20.621683,20.678545,2838400,13.413558
"2005-02-22",20.526915,20.65201,20.261562,20.261562,3954600,13.143076
"2005-02-23",20.356331,20.356331,20.193329,20.2047,3590800,13.106194
"2005-02-24",20.242607,20.375284,20.083397,20.318422,5408600,13.179961
"2005-02-25",20.382866,20.504169,20.223654,20.489006,4006000,13.290609
"2005-02-28",20.413193,20.640636,20.386656,20.534496,2902000,13.320121
"2005-03-01",20.534496,20.815012,20.511751,20.731615,3289500,13.447984
"2005-03-02",20.701288,21.061411,20.538286,20.85671,3128900,13.529137
"2005-03-03",20.8605,20.981804,20.712662,20.837755,3040800,13.516837
"2005-03-04",21.019712,21.231995,20.849129,21.201668,2918400,13.752895
"2005-03-07",21.228203,21.372252,21.129644,21.152388,3723200,13.720929
"2005-03-08",21.076572,21.125853,20.887035,20.936316,3339400,13.580763
"2005-03-09",20.76194,20.943897,20.6558,20.70508,3974100,13.430771
"2005-03-10",20.678545,20.818802,20.617893,20.75815,3093000,13.465202
"2005-03-11",20.75815,20.924944,20.60273,20.65959,3185600,13.401264
"2005-03-14",20.697498,20.81122,20.583776,20.674753,4710600,13.411098
"2005-03-15",20.769522,20.849129,20.526915,20.564821,3744300,13.339792
"2005-03-16",20.470053,20.621683,20.375284,20.485216,3280600,13.288153
"2005-03-17",20.462471,20.568613,20.386656,20.451099,3504800,13.266022
"2005-03-18",20.454889,20.65201,20.382866,20.587566,8853900,13.354546
"2005-03-21",20.65201,20.792267,20.538286,20.6558,2979300,13.398804
"2005-03-22",20.60652,20.818802,20.515543,20.515543,3536700,13.311496
"2005-03-23",20.318422,20.534496,20.318422,20.432146,3809000,13.257384
"2005-03-24",20.435936,20.644428,20.424564,20.424564,2359100,13.252461
"2005-03-28",20.519333,20.583776,20.257771,20.356331,2961900,13.208191
"2005-03-29",20.261562,20.435936,19.977255,20.034117,3670500,12.999125
"2005-03-30",20.068233,20.219864,20.041698,20.193329,3539100,13.10242
"2005-03-31",20.219864,20.348749,20.109932,20.246399,3728000,13.136859
"2005-04-01",20.322214,20.379076,19.882486,19.939348,5415500,12.937632
"2005-04-04",19.935556,19.939348,19.200151,19.598181,10885400,12.716263
"2005-04-05",19.734648,19.882486,19.598181,19.666414,5074700,12.760534
"2005-04-06",19.7953,19.810463,19.560272,19.636087,3803200,12.740859
"2005-04-07",19.655043,19.727066,19.594389,19.624716,7639600,12.733479
"2005-04-08",19.692949,19.863533,19.643669,19.655043,5265900,12.753155
"2005-04-11",19.673996,19.711903,19.431387,19.522366,4870500,12.66707
"2005-04-12",19.560272,19.94693,19.416224,19.867323,6313200,12.8909
"2005-04-13",19.806671,19.871115,19.537529,19.571646,3888600,12.699049
"2005-04-14",19.484457,19.526155,18.980288,19.018196,4862000,12.33994
"2005-04-15",18.953753,18.957544,18.316906,18.419256,7989400,11.951322
"2005-04-18",18.472328,18.612585,18.320698,18.407885,4515700,11.943935
"2005-04-19",18.460955,18.730099,18.43063,18.6884,6061300,12.125954
"2005-04-20",19.14329,19.332829,18.881729,18.915846,8756500,12.273532
"2005-04-21",18.915846,19.226686,18.328279,19.105383,11934800,12.396515
"2005-04-22",19.711903,19.916603,18.991661,19.302502,9674600,12.524414
"2005-04-25",19.484457,19.806671,19.484457,19.761183,5760600,12.822027
"2005-04-26",19.761183,19.855951,19.401062,19.469296,4235800,12.632638
"2005-04-27",19.469296,19.480667,19.166035,19.29492,3998400,12.519497
"2005-04-28",19.14329,19.275967,18.73768,18.821077,5372200,12.212042
"2005-04-29",19.010614,19.23806,18.821077,19.19257,4837300,12.453083
"2005-05-02",19.260803,19.382107,19.109173,19.29113,3636700,12.517038
"2005-05-03",19.200151,19.564064,19.166035,19.435179,6105100,12.610503
"2005-05-04",19.14329,19.601971,19.14329,19.598181,4147700,12.716263
"2005-05-05",19.537529,19.598181,19.317665,19.503412,3630100,12.654774
"2005-05-06",19.673996,19.840788,19.613344,19.681578,3154200,12.770378
"2005-05-09",19.598181,19.749811,19.567854,19.704321,2066600,12.785132
"2005-05-10",19.541319,19.567854,19.222897,19.234268,5006600,12.480137
"2005-05-11",19.332829,19.954512,19.313873,19.84458,9435800,12.876134
"2005-05-12",20.185747,20.231236,19.867323,19.882486,5920100,12.900732
"2005-05-13",19.871115,20.132677,19.776346,19.920395,4155100,12.925334
"2005-05-16",19.939348,20.181955,19.90144,20.147839,3985700,13.072909
"2005-05-17",20.072023,20.178165,19.780136,20.178165,4661600,13.092588
"2005-05-18",20.242607,20.424564,20.125095,20.352539,3784200,13.205733
"2005-05-19",20.352539,20.534496,20.223654,20.489006,3653300,13.294273
"2005-05-20",20.489006,20.511751,20.10614,20.242607,3434400,13.134402
"2005-05-23",20.299469,20.65959,20.299469,20.591356,3204100,13.360682
"2005-05-24",20.595148,20.595148,20.337378,20.451099,3750700,13.26968
"2005-05-25",20.413193,20.451099,20.257771,20.398029,2705500,13.235243
"2005-05-26",20.443518,20.70508,20.443518,20.682335,3936600,13.419716
"2005-05-27",20.6558,20.75815,20.610312,20.697498,3515900,13.429551
"2005-05-31",20.746778,21.012131,20.579985,20.898407,8861300,13.559918
"2005-06-01",20.936316,21.213039,20.731615,21.000757,5495700,13.626327
"2005-06-02",21.019712,21.144806,20.905989,21.125853,3036300,13.707493
"2005-06-03",21.125853,21.129644,20.799849,20.909781,2107700,13.567296
"2005-06-06",20.962851,21.065201,20.85671,21.038666,2364100,13.650923
"2005-06-07",21.068991,21.228203,20.955269,20.974222,2616300,13.609103
"2005-06-08",21.095528,21.144806,20.85671,20.921152,1578300,13.574671
"2005-06-09",20.849129,20.868082,20.60273,20.65959,3989100,13.40496
"2005-06-10",20.65959,20.841547,20.470053,20.633055,2727100,13.387744
"2005-06-13",20.545868,20.894617,20.50038,20.724033,3073700,13.446768
"2005-06-14",20.648218,20.784685,20.542078,20.678545,2306600,13.417253
"2005-06-15",20.678545,20.75436,20.147839,20.492798,4514400,13.296734
"2005-06-16",20.451099,20.629265,20.375284,20.504169,2500800,13.30411
"2005-06-17",20.697498,20.849129,20.485216,20.81122,4869200,13.503342
"2005-06-20",20.75436,20.81122,20.591356,20.75436,2040200,13.466452
"2005-06-21",20.750568,20.799849,20.640636,20.712662,2116700,13.439387
"2005-06-22",20.81122,20.830173,20.432146,20.511751,3231200,13.312692
"2005-06-23",20.545868,20.591356,19.977255,20.007582,4427300,12.98547
"2005-06-24",20.034117,20.034117,19.598181,19.639879,7194800,12.746819
"2005-06-27",19.639879,19.818045,19.541319,19.806671,3489500,12.855071
"2005-06-28",19.882486,20.170584,19.863533,19.958302,4303600,12.953488
"2005-06-29",19.965883,19.992418,19.783928,19.810463,4039000,12.857533
"2005-06-30",19.825626,19.912813,19.764973,19.840788,5499900,12.877217
"2005-07-01",19.939348,20.242607,19.863533,20.026535,5263800,12.997768
"2005-07-05",20.015163,20.125095,19.874905,19.890068,4838000,12.909204
"2005-07-06",19.780136,19.852161,19.651251,19.673996,4864700,12.768965
"2005-07-07",19.484457,19.673996,19.351782,19.620924,4706900,12.73452
"2005-07-08",19.620924,20.10235,19.590599,20.04928,2966600,13.012535
"2005-07-11",20.128885,20.223654,20.018953,20.113722,3682900,13.054363
"2005-07-12",20.132677,20.185747,19.541319,19.711903,5850200,12.793564
"2005-07-13",19.806671,19.859743,19.711903,19.776346,3152600,12.835395
"2005-07-14",19.939348,20.026535,19.636087,19.715694,4760200,12.796024
"2005-07-15",19.715694,19.836998,19.522366,19.818045,3422000,12.862457
"2005-07-18",19.912813,19.981047,19.696739,19.696739,3018900,12.783728
"2005-07-19",19.806671,19.882486,19.643669,19.772554,4079400,12.832937
"2005-07-20",19.772554,20.113722,19.636087,20.109932,2731300,13.0519
"2005-07-21",20.109932,20.887035,20.072023,20.887035,8287000,13.556261
"2005-07-22",20.849129,20.940105,20.670963,20.76194,4300400,13.475068
"2005-07-25",20.81122,21.076572,20.742987,20.792267,3579200,13.494754
"2005-07-26",20.905989,21.194086,20.75436,20.921152,5066000,13.578405
"2005-07-27",21.076572,21.209249,20.871872,21.190296,4143200,13.753083
"2005-07-28",21.201668,21.379833,21.114481,21.353298,3980700,13.858874
"2005-07-29",21.398787,21.398787,21.008339,21.019712,2828900,13.642372
"2005-08-01",21.228203,21.247156,20.962851,21.103109,3425100,13.696502
"2005-08-02",20.985596,21.531464,20.962851,21.485973,4742000,13.944986
"2005-08-03",21.368462,21.61865,21.220621,21.482183,4216300,13.942531
"2005-08-04",21.349506,21.51251,21.322971,21.36467,1898500,13.866259
"2005-08-05",21.36467,21.535254,21.182714,21.235785,2369100,13.782605
"2005-08-08",21.372252,21.379833,21.228203,21.30781,2956600,13.829354
"2005-08-09",21.319181,21.379833,20.989386,21.031084,3073700,13.649752
"2005-08-10",21.031084,21.349506,21.008339,21.163761,3444900,13.735861
"2005-08-11",21.163761,21.345716,21.076572,21.345716,1899300,13.853958
"2005-08-12",21.266111,21.300228,21.103109,21.197878,1645000,13.758005
"2005-08-15",21.201668,21.254738,21.004549,21.114481,1708600,13.703874
"2005-08-16",21.133434,21.190296,20.924944,20.924944,2596800,13.580865
"2005-08-17",20.773314,20.943897,20.678545,20.822594,2331200,13.514434
"2005-08-18",20.81122,20.818802,20.621683,20.663382,1932800,13.4111
"2005-08-19",20.780895,20.780895,20.579985,20.625473,2413700,13.386497
"2005-08-22",20.65959,20.65959,20.379076,20.439728,2771200,13.265942
"2005-08-23",20.401819,20.572403,20.303261,20.526915,3798700,13.322527
"2005-08-24",20.462471,20.614101,20.246399,20.280516,2404800,13.162613
"2005-08-25",20.318422,20.375284,20.140257,20.246399,2083700,13.14047
"2005-08-26",20.178165,20.246399,20.034117,20.079605,3095100,13.032215
"2005-08-29",19.943138,20.181955,19.912813,20.117514,3097800,13.056816
"2005-08-30",20.037907,20.056862,19.689159,19.871115,2822300,12.896902
"2005-08-31",19.821835,20.303261,19.746019,20.303261,3594500,13.177374
"2005-09-01",20.405611,20.492798,20.250189,20.261562,2977700,13.150309
"2005-09-02",20.424564,20.542078,20.352539,20.398029,2205800,13.238878
"2005-09-06",20.534496,20.75436,20.523123,20.682335,3050500,13.423403
"2005-09-07",20.621683,20.750568,20.591356,20.6558,2188200,13.406176
"2005-09-08",20.284306,20.583776,20.280516,20.526915,4852600,13.322527
"2005-09-09",20.526915,20.879454,20.507961,20.845337,2540900,13.529204
"2005-09-12",20.81122,21.133434,20.81122,21.057619,4175600,13.66697
"2005-09-13",21.061411,21.076572,20.796057,20.81122,2859300,13.507053
"2005-09-14",20.902199,20.924944,20.337378,20.451099,4461300,13.273324
"2005-09-15",20.489006,20.576195,20.04928,20.083397,5641800,13.034679
"2005-09-16",20.060652,20.15542,19.609552,19.787718,15537500,12.842774
"2005-09-19",19.829416,19.871115,19.681578,19.863533,4505400,12.89198
"2005-09-20",19.867323,19.984837,19.730856,19.780136,4086200,12.837852
"2005-09-21",19.730856,19.799089,19.590599,19.628506,4833600,12.739436
"2005-09-22",19.749811,19.943138,19.598181,19.855951,3664400,12.887059
"2005-09-23",19.867323,20.113722,19.670204,20.087187,3365000,13.037138
"2005-09-26",20.223654,20.409401,19.715694,19.905231,3436200,12.919044
"2005-09-27",19.981047,20.178165,19.825626,20.094769,3999700,13.042057
"2005-09-28",20.090979,20.132677,19.749811,20.018953,4281700,12.997758
"2005-09-29",20.090979,20.303261,19.939348,20.295679,3093300,13.177421
"2005-09-30",20.337378,20.405611,20.166794,20.405611,2425100,13.248805
"2005-10-03",20.413193,20.530704,20.360121,20.394238,1934400,13.241416
"2005-10-04",20.394238,20.564821,20.10614,20.121304,3539100,13.06421
"2005-10-05",20.075815,20.227446,19.920395,19.920395,5899300,12.933763
"2005-10-06",19.992418,20.163002,19.764973,19.969673,3329600,12.965755
"2005-10-07",20.090979,20.231236,20.090979,20.163002,2798300,13.091284
"2005-10-10",20.166794,20.231236,19.981047,20.090979,2662500,13.044516
"2005-10-11",20.109932,20.159212,19.825626,19.840788,4424400,12.882075
"2005-10-12",19.84458,19.931767,19.639879,19.799089,2938400,12.855003
"2005-10-13",19.560272,19.662622,19.39348,19.537529,4713800,12.685178
"2005-10-14",19.548901,19.746019,19.495831,19.689159,2997800,12.783629
"2005-10-17",19.708113,19.768764,19.552691,19.689159,2383600,12.783629
"2005-10-18",19.598181,19.734648,19.488249,19.636087,2166000,12.749166
"2005-10-19",19.560272,19.939348,19.45034,19.878696,4203600,12.906689
"2005-10-20",19.636087,19.639879,18.574678,18.73768,15443300,12.165857
"2005-10-21",18.73768,18.953753,18.73768,18.896891,8073800,12.269228
"2005-10-24",18.991661,19.423805,18.991661,19.378317,6762700,12.581809
"2005-10-25",19.249432,19.374527,19.101593,19.150871,4856200,12.434135
"2005-10-26",19.166035,19.366945,19.128128,19.177406,4457600,12.451362
"2005-10-27",19.19257,19.249432,18.931009,19.044731,4815600,12.36522
"2005-10-28",19.200151,19.420015,19.059895,19.370735,6959500,12.576881
"2005-10-31",19.374527,19.84458,19.374527,19.749811,5030400,12.823005
"2005-11-01",19.746019,19.935556,19.601971,19.799089,4490900,12.855003
"2005-11-02",19.969673,20.174374,19.916603,20.147839,3760700,13.081435
"2005-11-03",20.15163,20.416983,20.05307,20.094769,5000300,13.046981
"2005-11-04",20.09856,20.231236,20.045488,20.170584,3027600,13.096206
"2005-11-07",20.10235,20.250189,20.072023,20.170584,3002800,13.096206
"2005-11-08",20.178165,20.299469,20.045488,20.272934,2459400,13.162655
"2005-11-09",20.223654,20.235027,20.022745,20.04928,5321300,13.017442
"2005-11-10",20.045488,20.314632,19.924185,20.314632,3980200,13.189729
"2005-11-11",20.356331,20.682335,20.307051,20.640636,2784900,13.401393
"2005-11-14",20.621683,20.750568,20.55345,20.614101,2432200,13.384171
"2005-11-15",20.614101,20.727823,20.481426,20.633055,2723900,13.396472
"2005-11-16",20.617893,20.735405,20.583776,20.625473,3499500,13.391549
"2005-11-17",20.682335,21.038666,20.682335,21.038666,3177900,13.659826
"2005-11-18",21.171343,21.194086,20.887035,20.921152,3145000,13.583529
"2005-11-21",20.959061,21.129644,20.879454,21.118271,2004600,13.711512
"2005-11-22",21.141016,21.228203,20.921152,21.186504,2901500,13.755808
"2005-11-23",21.125853,21.186504,21.000757,21.046247,1821000,13.664748
"2005-11-25",20.739197,21.213039,20.70508,21.110689,777900,13.706584
"2005-11-28",21.224413,21.228203,20.796057,20.841547,2672500,13.531839
"2005-11-29",20.887035,21.046247,20.887035,20.96664,2973200,13.613065
"2005-11-30",20.96664,21.182714,20.902199,21.038666,5365600,13.659826
"2005-12-01",21.285065,21.607279,21.243366,21.501137,4078800,13.960095
"2005-12-02",21.455648,21.56558,21.304018,21.527672,3464700,13.977324
"2005-12-05",21.539045,21.713419,21.535254,21.660349,4519100,14.063465
"2005-12-06",21.679302,22.043215,21.675512,21.944654,6447200,14.248056
"2005-12-07",21.974981,22.137983,21.880213,22.012888,6061500,14.292356
"2005-12-08",21.9674,21.9674,21.736164,21.921911,4275100,14.233295
"2005-12-09",21.9674,22.012888,21.827143,21.959818,1998500,14.257904
"2005-12-12",21.959818,22.005306,21.721001,21.876421,4044000,14.203753
"2005-12-13",21.876421,21.948446,21.721001,21.834723,2664100,14.176685
"2005-12-14",21.830933,21.997726,21.713419,21.880213,2463800,14.206223
"2005-12-15",21.986353,21.986353,21.56937,21.747536,8526500,14.120075
"2005-12-16",21.698256,21.698256,21.053829,21.148598,9526300,13.731199
"2005-12-19",21.224413,21.296436,21.050037,21.122063,3648800,13.71397
"2005-12-20",21.095528,21.216831,20.894617,20.962851,2810500,13.6106
"2005-12-21",21.133434,21.175133,21.000757,21.053829,2837400,13.669672
"2005-12-22",21.057619,21.141016,20.91357,21.008339,2506600,13.640139
"2005-12-23",21.068991,21.220621,21.050037,21.118271,1098100,13.711512
"2005-12-27",21.129644,21.285065,20.955269,20.962851,1887700,13.6106
"2005-12-28",21.057619,21.087946,20.890827,21.023502,1313700,13.654919
"2005-12-29",21.038666,21.372252,21.038666,21.216831,2135700,13.780485
"2005-12-30",21.220621,21.379833,21.122063,21.144806,1642100,13.733708
"2006-01-03",21.26232,21.421532,20.80743,21.36467,3356800,13.87651
"2006-01-04",21.36467,21.561789,21.281273,21.455648,3533300,13.935601
"2006-01-05",21.429113,21.550417,21.118271,21.250948,4283300,13.802646
"2006-01-06",21.527672,21.664139,21.497347,21.56937,3477600,14.00946
"2006-01-09",21.56937,21.592115,21.353298,21.474602,3037600,13.947908
"2006-01-10",21.478394,21.478394,21.194086,21.243366,4247900,13.797722
"2006-01-11",21.235785,21.247156,20.91357,20.978014,5074100,13.625374
"2006-01-12",20.921152,20.951479,20.621683,20.648218,4145600,13.411164
"2006-01-13",20.727823,21.213039,20.667171,20.959061,6075800,13.613062
"2006-01-17",20.716452,20.924944,20.65959,20.849129,3222000,13.541663
"2006-01-18",20.81122,21.114481,20.686127,20.993177,2567500,13.635222
"2006-01-19",21.061411,21.220621,20.978014,21.076572,3071100,13.689386
"2006-01-20",21.050037,21.050037,20.595148,20.60273,5390200,13.381623
"2006-01-23",20.621683,20.670963,20.485216,20.60273,3360200,13.381623
"2006-01-24",20.614101,20.830173,20.576195,20.735405,4590300,13.467798
"2006-01-25",20.697498,20.822594,20.55724,20.583776,4317600,13.369311
"2006-01-26",20.962851,21.171343,20.788477,20.962851,4646800,13.615525
"2006-01-27",21.114481,21.228203,20.871872,21.057619,3050300,13.677074
"2006-01-30",21.141016,21.774071,21.114481,21.527672,4878700,13.982381
"2006-01-31",21.379833,21.595905,21.250948,21.470812,3167700,13.945453
"2006-02-01",21.330553,21.535254,21.247156,21.51251,2842900,13.972537
"2006-02-02",21.550417,21.550417,21.137226,21.273693,2549800,13.817418
"2006-02-03",21.190296,21.292646,21.000757,21.034874,2853200,13.662303
"2006-02-06",21.008339,21.235785,20.943897,21.182714,2104000,13.758327
"2006-02-07",21.186504,21.209249,20.924944,20.932524,3122300,13.595825
"2006-02-08",21.038666,21.345716,20.905989,21.300228,3728500,13.834648
"2006-02-09",21.300228,21.546627,21.201668,21.322971,2522700,13.849429
"2006-02-10",21.326763,21.46323,21.190296,21.421532,2108500,13.91344
"2006-02-13",21.425322,21.531464,21.341927,21.504929,1925400,13.96761
"2006-02-14",21.51251,21.959818,21.368462,21.895376,3239400,14.22121
"2006-02-15",21.819561,21.982563,21.51251,21.929493,2330900,14.243367
"2006-02-16",21.982563,22.592873,21.96361,22.547384,6700200,14.644691
"2006-02-17",22.884762,22.884762,22.414707,22.736921,4094900,14.767798
"2006-02-21",22.744503,22.846853,22.680061,22.740713,2974300,14.770262
"2006-02-22",22.987112,23.275209,22.93404,23.184231,4589800,15.058326
"2006-02-23",23.244883,23.646702,23.104624,23.297953,4218400,15.132191
"2006-02-24",23.301744,23.301744,23.040182,23.210766,2352500,15.075561
"2006-02-27",23.332069,23.510235,23.214556,23.385139,1995900,15.188817
"2006-02-28",23.172857,23.275209,22.83169,22.964367,3776800,14.915526
"2006-03-01",22.945414,23.229719,22.869598,23.199394,2567800,15.068176
"2006-03-02",22.990902,23.332069,22.907505,23.081881,3549400,14.991851
"2006-03-03",22.888552,23.332069,22.843063,23.112206,2237800,15.011546
"2006-03-06",23.066717,23.203184,22.858227,22.884762,2332700,14.863823
"2006-03-07",22.896133,23.244883,22.82411,23.180439,2546400,15.055864
"2006-03-08",23.123579,23.225929,22.93025,23.153904,2936800,15.038626
"2006-03-09",23.157696,23.48749,23.123579,23.206974,3037600,15.073096
"2006-03-10",23.206974,23.260046,23.013647,23.237301,3385300,15.092795
"2006-03-13",23.332069,23.366186,23.104624,23.297953,1808800,15.132191
"2006-03-14",23.260046,23.779379,23.184231,23.718727,2699700,15.405488
"2006-03-15",23.665655,23.889311,23.620167,23.805914,3596900,15.462115
"2006-03-16",23.881729,24.416224,23.874147,24.222897,3289500,15.732945
"2006-03-17",24.321455,24.799089,24.317665,24.454132,4854400,15.883139
"2006-03-20",24.374527,24.423805,24.14329,24.24564,2286800,15.747723
"2006-03-21",24.230478,24.480667,23.984079,24.014404,2778300,15.597533
"2006-03-22",24.006823,24.355572,23.953753,24.272177,2086900,15.764956
"2006-03-23",24.302502,24.427597,24.075056,24.257013,2503100,15.755109
"2006-03-24",24.260803,24.495831,24.19257,24.461714,1932000,15.888064
"2006-03-27",24.461714,24.564064,24.124336,24.310083,2122200,15.789576
"2006-03-28",24.355572,24.401062,24.071266,24.166035,2343800,15.696011
"2006-03-29",24.200151,24.355572,24.112965,24.29113,1970300,15.782218
"2006-03-30",24.181198,24.39348,24.021986,24.13571,2099800,15.681237
"2006-03-31",24.101593,24.332829,24.08643,24.090219,2816000,15.651682
"2006-04-03",24.090219,24.469296,23.946171,24.03336,4342400,15.614739
"2006-04-04",24.03336,24.518574,23.79454,24.454132,5477200,15.888122
"2006-04-05",24.457922,24.992418,24.45034,24.859743,5543200,16.151653
"2006-04-06",25.015163,25.109932,24.874905,24.943138,3504800,16.205832
"2006-04-07",25.125095,25.15163,24.742229,24.802881,1827600,16.114702
"2006-04-10",24.878696,24.984837,24.639879,24.818045,1876600,16.124557
"2006-04-11",24.973465,24.992418,24.564064,24.772554,2879300,16.095007
"2006-04-12",25.20849,25.526915,24.927977,25,5636000,16.242779
"2006-04-13",24.704321,25.341167,24.704321,25.15163,2620800,16.341295
"2006-04-17",25.492798,25.492798,24.859743,25.030327,2804700,16.262472
"2006-04-18",25.05307,25.401819,25.030327,25.288097,4085700,16.42996
"2006-04-19",25.538286,25.769522,25.322214,25.629265,4513300,16.651617
"2006-04-20",25.633055,25.633055,24.920395,25.030327,4871300,16.262472
"2006-04-21",25.227446,25.227446,24.620924,24.734648,4770000,16.070379
"2006-04-24",24.639879,24.821835,24.545111,24.673996,4656300,16.030964
"2006-04-25",24.658833,24.730856,24.412434,24.510994,3073200,15.925064
"2006-04-26",24.461714,24.821835,24.44276,24.639879,5128000,16.008801
"2006-04-27",24.44276,24.734648,24.385899,24.545111,4309900,15.947232
"2006-04-28",24.507202,24.510994,24.253222,24.302502,3381600,15.7896
"2006-05-01",24.39727,24.510994,24.14329,24.14329,3078800,15.686166
"2006-05-02",24.13571,24.590599,24.071266,24.526155,4163800,15.934916
"2006-05-03",24.522366,24.601971,24.302502,24.45034,2498700,15.885656
"2006-05-04",24.45034,24.7953,24.382107,24.704321,3240700,16.050673
"2006-05-05",24.939348,25.542078,24.890068,25.344957,5223500,16.4669
"2006-05-08",25.235027,25.739197,25.235027,25.65201,4129700,16.666397
"2006-05-09",25.65201,25.701288,25.542078,25.667171,3245000,16.676247
"2006-05-10",25.60652,25.955269,25.60652,25.8605,3209900,16.801853
"2006-05-11",25.924944,25.924944,25.682335,25.852919,4400400,16.796932
"2006-05-12",25.852919,25.852919,25.178165,25.242607,2867500,16.400404
"2006-05-15",25.242607,25.303261,24.655043,24.943138,2719500,16.205832
"2006-05-16",24.943138,24.988628,24.594389,24.700531,3332500,16.048204
"2006-05-17",24.45034,24.636087,23.904472,24.18878,3538600,15.715717
"2006-05-18",24.234268,24.257013,23.616377,23.661865,4000700,15.373376
"2006-05-19",23.805914,23.824867,23.316906,23.779379,5541600,15.449727
"2006-05-22",23.779379,24.014404,23.445793,23.775587,4186500,15.447261
"2006-05-23",23.836239,24.056103,23.495071,23.506445,3850900,15.272399
"2006-05-24",23.521606,23.874147,23.396513,23.764215,4442300,15.439871
"2006-05-25",23.893101,24.169827,23.79454,24.128128,3312800,15.676314
"2006-05-26",24.184988,24.366945,24.059895,24.317665,2127800,15.799459
"2006-05-30",24.329037,24.332829,23.658073,23.658073,3327300,15.370914
"2006-05-31",23.824867,24.545111,23.661865,24.302502,5517900,15.7896
"2006-06-01",24.181198,24.628506,24.181198,24.624716,2867500,15.998956
"2006-06-02",24.647461,24.783928,24.249432,24.382107,2900200,15.84133
"2006-06-05",24.382107,24.548901,23.949963,23.961334,3406900,15.567948
"2006-06-06",23.991661,24.1395,23.786961,24.010614,3628300,15.599965
"2006-06-07",24.556482,24.776346,23.877937,23.877937,3880700,15.51376
"2006-06-08",23.627748,23.980288,23.313116,23.881729,5602500,15.516222
"2006-06-09",23.893101,24.253222,23.893101,23.953753,3561500,15.563016
"2006-06-12",24.408644,24.408644,23.559515,23.578468,3392400,15.319195
"2006-06-13",23.578468,23.756634,23.301744,23.37756,4041100,15.188663
"2006-06-14",23.343443,23.631538,22.98332,23.210766,5916200,15.080293
"2006-06-15",23.233511,24.1395,23.222137,24.052313,3764400,15.627049
"2006-06-16",23.874147,24.34799,23.870356,24.222897,4149000,15.737886
"2006-06-19",24.23806,24.332829,23.949963,24.177406,4217100,15.708328
"2006-06-20",24.222897,24.332829,23.934799,24.018196,3220700,15.604888
"2006-06-21",23.953753,24.351782,23.942381,24.275967,3350200,15.772364
"2006-06-22",24.109173,24.109173,23.779379,23.923428,3944000,15.543312
"2006-06-23",23.828657,24.29113,23.730099,24.131918,2738200,15.678771
"2006-06-26",24.109173,24.203943,23.953753,24.124336,2228000,15.67385
"2006-06-27",24.063684,24.351782,23.896891,23.896891,3203000,15.52607
"2006-06-28",23.961334,23.972706,23.623957,23.870356,2429500,15.513759
"2006-06-29",23.730099,24.423805,23.730099,24.389688,4417000,15.85128
"2006-06-30",24.389688,24.552691,24.279757,24.382107,2908900,15.846356
"2006-07-03",24.412434,24.677786,24.382107,24.639879,1477000,16.013878
"2006-07-05",24.639879,24.639879,24.078848,24.219105,2774300,15.740416
"2006-07-06",24.317665,24.545111,24.211523,24.302502,2288400,15.794607
"2006-07-07",24.302502,24.310083,23.669447,23.745262,3024900,15.432457
"2006-07-10",23.768005,23.813496,23.544352,23.74147,3792100,15.429992
"2006-07-11",23.730099,23.984079,23.464746,23.938589,5831500,15.558108
"2006-07-12",23.938589,24.24185,23.828657,24.014404,4193600,15.607377
"2006-07-13",23.938589,23.938589,23.294163,23.502653,4258700,15.274781
"2006-07-14",23.506445,23.612585,23.081881,23.248672,3231500,15.109712
"2006-07-17",23.089462,23.256254,22.896133,22.896133,3461500,14.88059
"2006-07-18",23.009855,23.040182,22.638363,22.892344,3596900,14.878129
"2006-07-19",22.87718,23.915846,22.854435,23.745262,4915300,15.432457
"2006-07-20",24.484457,24.977255,24.067476,24.071266,8958300,15.644331
"2006-07-21",24.109173,24.109173,23.574678,23.756634,4808500,15.439844
"2006-07-24",23.768005,24.313873,23.745262,24.287338,3966200,15.784758
"2006-07-25",24.355572,24.560272,24.090219,24.401062,2841600,15.858665
"2006-07-26",24.317665,24.435179,23.984079,24.253222,4108400,15.762585
"2006-07-27",24.412434,24.643669,24.302502,24.598181,5860500,15.986782
"2006-07-28",24.692949,25.128885,24.598181,24.863533,5418700,16.159241
"2006-07-31",24.689159,24.84458,24.529947,24.715694,3495300,16.063158
"2006-08-01",24.564064,24.647461,24.147081,24.211523,4349000,15.735491
"2006-08-02",24.215315,24.34799,23.877937,24.128128,6205100,15.681289
"2006-08-03",23.953753,24.639879,23.919636,24.44655,3204900,15.888237
"2006-08-04",24.753601,24.977255,24.624716,24.874905,5993700,16.166626
"2006-08-07",24.757393,24.939348,24.484457,24.575436,2899600,15.972003
"2006-08-08",24.696739,24.810463,24.279757,24.480667,4278000,15.910406
"2006-08-09",24.704321,24.772554,23.885519,23.919636,4594000,15.54578
"2006-08-10",23.855194,24.1395,23.616377,24.03336,3504300,15.619693
