"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"2005-12-23",49.325001,50.16,48.895,50.075001,4756600,37.754025
"2005-12-27",49.5,49.634998,47.915001,48.549999,8294000,36.604256
"2005-12-28",48.68,49.599998,48.549999,49.16,6328600,37.064159
"2005-12-29",49.060001,49.465,48.395,48.450001,6096200,36.52887
"2005-12-30",48.275002,49.240002,47.895,48.575001,5194600,36.623085
"2006-01-03",49.424999,51.689999,49.200001,51.68,12823400,38.964115
"2006-01-04",51.68,52.5,51.174999,52.369999,12854200,39.484344
"2006-01-05",52.375,52.619999,51.470001,52.099998,14754400,39.280766
"2006-01-06",52.5,53.744999,52.349998,53.740002,8610200,40.517246
"2006-01-09",53.645,53.939999,52.724998,53,8638400,39.959332
"2006-01-10",53.375,54.639999,53.040001,53.580002,11065400,40.396603
"2006-01-11",53.580002,54.099998,52.360001,53.625,10035400,40.43055
"2006-01-12",53.799999,54.25,52.529999,52.705002,11623600,39.736916
"2006-01-13",52.709999,53.900002,52.625,53.639999,8119600,40.441845
"2006-01-17",54.599998,54.875,54.25,54.25,8847400,40.901768
"2006-01-18",54.700001,54.700001,53.77,54.555,10673400,41.131741
"2006-01-19",54.049999,57.674999,54.049999,57.435001,18956800,43.303085
"2006-01-20",58.674999,61.235001,58.555,61.125,33200200,46.085171
"2006-01-23",61.625,63.435001,60.575001,63,21525000,47.498814
"2006-01-24",62.630001,62.630001,61.599998,61.794998,18992800,46.590317
"2006-01-25",62.395,62.395,59.52,60.349998,18524000,45.500847
"2006-01-26",60.125,62.244999,59.064999,62.169998,14055800,46.873047
"2006-01-27",62.950001,63.915001,62.044998,63.685001,16341600,48.015274
"2006-01-30",63.735001,65.875,63.735001,65.324997,16296200,49.251747
"2006-01-31",65.004997,65.004997,63.555,63.724998,15323200,48.045429
"2006-02-01",64,64.540001,61.43,61.605,12691400,46.447071
"2006-02-02",61.625,62.419998,60.005001,61.060001,14865800,46.036167
"2006-02-03",61.185001,62.349998,59.75,61.205002,12577400,46.145477
"2006-02-06",62.220001,63.099998,61.285,62.360001,11981600,47.0163
"2006-02-07",61.875,61.875,58.424999,58.75,16325200,44.294529
"2006-02-08",59.099998,60,57.880001,59.610001,17756400,44.94294
"2006-02-09",60.005001,60.395,57.764999,58.060001,13823400,43.774303
"2006-02-10",58.154999,60.005001,56.875,59.650002,18237400,44.973091
"2006-02-13",59.900002,60.174999,58.459999,58.950001,12781200,44.445332
"2006-02-14",57.700001,58.650002,57.424999,57.435001,18526400,43.303085
"2006-02-15",57.945,57.945,55.525002,56.325001,19058800,42.466202
"2006-02-16",57,58.334999,56.880001,57.014999,18108200,42.986431
"2006-02-17",57.305,57.994999,56.360001,57.240002,15123200,43.156075
"2006-02-21",57.990002,59.490002,57.990002,59.255001,13985800,44.675266
"2006-02-22",59,59,58.044998,58.509998,9212200,44.11359
"2006-02-23",56.549999,59.154999,56.549999,58.450001,10217200,44.068356
"2006-02-24",59.375,60.040001,59,59.195,8976000,44.630039
"2006-02-27",58.974998,59.07,57.584999,57.689999,8649400,43.679844
"2006-02-28",57.650002,58.080002,57.150002,57.5,11207400,43.535969
"2006-03-01",58.075001,59.029999,57.810001,59.029999,9298600,44.694412
"2006-03-02",59.75,60.915001,59.290001,60.709999,13458600,45.966412
"2006-03-03",60.459999,61.625,60.299999,61.110001,8180400,46.269264
"2006-03-06",60.875,60.880001,58.525002,58.669998,12622600,44.421822
"2006-03-07",58.5,58.549999,57.099998,57.424999,14757000,43.479183
"2006-03-08",57.424999,58.384998,56.700001,58.025002,14293000,43.933475
"2006-03-09",58.404999,58.650002,57.195,57.375,10099800,43.441322
"2006-03-10",57.349998,58.875,56.880001,58.435001,10094600,44.243904
"2006-03-13",58.724998,58.904999,57.900002,58.535,11747000,44.319614
"2006-03-14",58.650002,60.259998,58.040001,60.224998,9847200,45.599201
"2006-03-15",60,60.485001,59.294998,60.27,9356000,45.633251
"2006-03-16",60.200001,62.25,60,61.900002,12132800,46.867416
"2006-03-17",61.5,62.400002,61.209999,61.625,12266000,46.659195
"2006-03-20",61.509998,62.674999,60.084999,60.310001,12864600,45.663555
"2006-03-21",60.009998,61.485001,59.700001,60.355,11905800,45.697624
"2006-03-22",60.355,61.535,59.514999,60.049999,10579000,45.466686
"2006-03-23",60.255001,61.794998,60.220001,61.509998,10487400,46.572121
"2006-03-24",61.580002,61.759998,60.625,61.09,8368200,46.254124
"2006-03-27",61.09,61.779999,60.435001,61.474998,8770000,46.545628
"2006-03-28",62.099998,62.875,61.900002,62.290001,10740600,47.162704
"2006-03-29",62.400002,63.43,62.275002,63.400002,10560400,48.003139
"2006-03-30",63.5,64.169998,63.200001,64.114998,9577600,48.544491
"2006-03-31",63.625,63.720001,62.474998,63.285,10456000,47.916061
"2006-04-03",64.125,65.995003,63.5,63.650002,13558800,48.192425
"2006-04-04",63.375,65.345001,63.325001,65.300003,11098400,49.441719
"2006-04-05",65.5,66.5,64.654999,66.5,11308400,50.350288
"2006-04-06",66.599998,66.945,65.440002,66.300003,12400600,50.198864
"2006-04-07",66.25,66.5,64.285004,64.525002,12555400,48.854939
"2006-04-10",65.690002,66,64.099998,64.660004,8714000,48.957134
"2006-04-11",65.099998,65.110001,62.439999,62.700001,10331000,47.473133
"2006-04-12",62.950001,63,61.560001,61.709999,8215100,46.723564
"2006-04-13",61.049999,62.189999,60.400002,62.049999,8229400,46.980984
"2006-04-17",62.880001,63.23,62.349998,62.599998,6708000,47.39743
"2006-04-18",63.200001,64.660004,63.110001,64.480003,10659000,48.820869
"2006-04-19",64.480003,67.75,64.309998,67.75,11893200,51.296722
"2006-04-20",68.300003,68.760002,66.290001,68.07,16796300,51.539005
"2006-04-21",69.400002,69.400002,67.459999,68.510002,11307700,51.872166
"2006-04-24",68.650002,68.839996,67.699997,68.669998,8310100,51.993313
"2006-04-25",69.239998,69.989998,67.129997,68.75,10425500,52.053875
"2006-04-26",69,70.650002,68.330002,68.57,11439300,51.917583
"2006-04-27",67.75,69.669998,66.07,67.75,10362100,51.296722
"2006-04-28",68.480003,70,68.419998,69.139999,7240600,52.349148
"2006-05-01",69.650002,71.639999,69.349998,71.150002,8390500,53.871014
"2006-05-02",72.029999,73.459999,71.150002,73.370003,8122800,55.551903
"2006-05-03",73.199997,73.199997,71.669998,72.650002,9413800,55.006737
"2006-05-04",71.5,72.589996,69.25,71.559998,10350400,54.181461
"2006-05-05",72.199997,72.419998,70.830002,71.459999,7562600,54.105743
"2006-05-08",70.900002,71.230003,69.739998,70.980003,6095600,53.742313
"2006-05-09",71.099998,72.32,70.800003,71.779999,5419900,54.348034
"2006-05-10",71.650002,73.059998,71.330002,73.059998,7363500,55.317188
"2006-05-11",74,74.75,71.25,71.510002,8240200,54.1436
"2006-05-12",70.980003,71.32,68.699997,68.849998,9011500,52.129589
"2006-05-15",67.029999,68.690002,66.050003,67,10472100,50.728874
"2006-05-16",67.849998,67.889999,65.849998,66.980003,8830800,50.713734
"2006-05-17",66.25,67.360001,65.019997,65.93,9592000,49.918705
"2006-05-18",66.029999,66.5,64.400002,64.400002,10686800,48.7603
"2006-05-19",64.389999,65.349998,62.529999,64.599998,14276400,48.911713
"2006-05-22",63.119999,64.209999,61.5,63.48,13175100,48.063702
"2006-05-23",64.449997,66.239998,63.84,63.869999,11768800,48.358997
"2006-05-24",63.099998,64.790001,61.849998,63.209999,13045800,47.859272
"2006-05-25",64.25,65.550003,63.470001,65.260002,9545600,49.41143
"2006-05-26",64.75,65.519997,64.419998,65.269997,6324700,49.419006
"2006-05-30",66.099998,66.139999,64.120003,64.120003,8234900,48.548279
"2006-05-31",64.110001,65.57,63.549999,65.57,9757900,49.646137
"2006-06-01",64.949997,65.550003,63.75,65.199997,8289800,49.365997
"2006-06-02",65.849998,66.540001,64.989998,66.18,7621100,50.107998
"2006-06-05",66.75,66.75,63.240002,63.27,9900600,47.995361
"2006-06-06",63.27,65.019997,62.790001,63.959999,9607700,48.51878
"2006-06-07",63.150002,63.400002,60.459999,60.509998,11481500,45.90168
"2006-06-08",59.200001,60.25,57.490002,60.220001,19744800,45.681694
"2006-06-09",60.509998,60.740002,58.529999,59.220001,11717900,44.923111
"2006-06-12",59.75,59.75,56.529999,56.580002,9907300,42.920464
"2006-06-13",55.799999,57.720001,54,54.57,16097400,41.395714
"2006-06-14",54.75,56.369999,54.75,56.310001,12374300,42.715652
"2006-06-15",56.970001,59.400002,56.599998,59.029999,13384600,44.778988
"2006-06-16",58.73,58.950001,57.400002,58.25,10476400,44.187275
"2006-06-19",58.099998,58.110001,55.779999,55.91,9622700,42.412216
"2006-06-20",56.400002,56.950001,54.439999,54.509998,9771600,41.350185
"2006-06-21",54.709999,56.549999,54.509998,55.900002,14418900,42.404629
"2006-06-22",55.889999,57.779999,55.799999,57.209999,14463800,43.398365
"2006-06-23",58.299999,59.779999,57.82,58.900002,11364200,44.680355
"2006-06-26",59.150002,59.900002,58.259998,59.82,6642400,45.378258
"2006-06-27",60,61.07,59.279999,59.650002,9245900,45.249298
"2006-06-28",59.759998,60.700001,59.330002,60.68,8564800,46.03064
"2006-06-29",61.59,64.190002,61.330002,64.120003,10052800,48.640148
"2006-06-30",64.419998,65.589996,63.990002,65.110001,7720000,49.391155
"2006-07-03",64.900002,65.410004,64.720001,65.349998,3716900,49.573212
"2006-07-05",65.300003,65.300003,63.27,64.870003,7484900,49.209099
"2006-07-06",64.879997,65.989998,63.700001,64,7241400,48.549137
"2006-07-07",64.5,65.290001,62.529999,62.75,6736600,47.600903
"2006-07-10",63.400002,64.639999,62.849998,63.5,6086000,48.16983
"2006-07-11",63.790001,66.940002,63.790001,66.82,8813900,50.688316
"2006-07-12",66.82,67.75,66.25,67.040001,9762400,50.855194
"2006-07-13",67.150002,67.699997,66.199997,66.230003,9142300,50.240765
"2006-07-14",67.050003,68.120003,65.279999,68.07,8858700,51.636539
"2006-07-17",67.419998,67.440002,63.470001,63.779999,12011900,48.382221
"2006-07-18",64.489998,65.150002,61.57,62.650002,13449700,47.525051
"2006-07-19",62.900002,64.660004,62.43,64.239998,9386600,48.731174
"2006-07-20",64.75,64.879997,61.349998,61.66,10514500,46.774048
"2006-07-21",63.16,63.25,60.119999,61.450001,19892700,46.614742
"2006-07-24",61.75,64.480003,61.439999,64.470001,11433400,48.905663
"2006-07-25",64.989998,65.989998,64.230003,65.809998,9214700,49.922153
"2006-07-26",65.449997,67.110001,64.330002,66.779999,10320600,50.657982
"2006-07-27",67.480003,68.400002,65.57,66.699997,9163600,50.59729
"2006-07-28",66.709999,67,64.300003,65.25,7723100,49.497349
"2006-07-31",65.419998,67.650002,65.419998,66.849998,7712700,50.711079
"2006-08-01",66.75,67.779999,65.5,66.82,5970300,50.688316
"2006-08-02",67.440002,68.550003,66.059998,67.290001,10112800,51.044861
"2006-08-03",66.489998,67.790001,65.919998,67.230003,7013100,50.999344
"2006-08-04",67.43,67.949997,64.860001,65.150002,7947200,49.421478
"2006-08-07",65.800003,66.75,64.449997,66.239998,8270500,50.248348
"2006-08-08",66.25,67.050003,64.769997,65.07,5914900,49.360798
"2006-08-09",65.599998,66,64.349998,64.629997,8002400,49.027035
"2006-08-10",64.550003,64.760002,63.349998,64.32,6558500,48.791878
"2006-08-11",64.199997,64.989998,63.34,63.959999,5298800,48.51878
"2006-08-14",63.5,63.970001,62.209999,62.68,5686400,47.547802
"2006-08-15",63.009998,63.779999,62.419998,63.560001,5434000,48.215347
"2006-08-16",63.5,64.959999,62.779999,63.43,7196500,48.116737
"2006-08-17",62.549999,63.310001,61.68,62.310001,6380900,47.267136
"2006-08-18",62.400002,64.029999,62,64,7059100,48.549137
"2006-08-21",64.5,65.099998,64.410004,65.050003,5082400,49.345642
"2006-08-22",65.5,65.839996,65.099998,65.730003,6102400,49.861481
"2006-08-23",65.300003,65.650002,63.990002,64.290001,5573000,48.769112
"2006-08-24",64.25,64.440002,63.299999,63.849998,5386500,48.435326
"2006-08-25",64.370003,65.400002,64.169998,64.449997,4167200,48.890484
"2006-08-28",64.120003,64.129997,62.599998,62.700001,4356300,47.562969
"2006-08-29",62.209999,63.459999,62.029999,63.43,5948700,48.116737
"2006-08-30",63.43,63.450001,61.799999,62.07,7296800,47.08506
"2006-08-31",61.5,62.77,61.23,61.299999,6858400,46.500946
"2006-09-01",61.700001,62,60.860001,61.84,6061500,47.006447
"2006-09-05",61.200001,62.77,61.200001,62.299999,8317700,47.356117
"2006-09-06",61.619999,61.990002,58.799999,58.91,9138700,44.77927
"2006-09-07",58.84,59.130001,57.82,58.5,11326100,44.467602
"2006-09-08",59.799999,60.509998,57.849998,57.950001,11054300,44.049534
"2006-09-11",57.299999,57.369999,55,55.299999,15782500,42.035191
"2006-09-12",55.139999,56.080002,54.23,54.73,13805200,41.601921
"2006-09-13",55.700001,57.25,55.43,56.540001,11541200,42.977749
"2006-09-14",56.709999,57.25,54.919998,55.099998,11759900,41.883163
"2006-09-15",55.150002,56.630001,54.73,56.279999,12520600,42.780121
"2006-09-18",57.450001,58.880001,56.970001,58.84,12945700,44.72604
"2006-09-19",59.099998,59.400002,56.950001,57.779999,10779000,43.920311
"2006-09-20",57.5,58.560001,56.07,56.09,12668700,42.6357
"2006-09-21",56.490002,58.099998,56.490002,57.5,11660000,43.707474
"2006-09-22",57.779999,57.98,56.57,57.099998,11163800,43.403431
"2006-09-25",57.099998,57.919998,55.689999,57.040001,15860900,43.35783
"2006-09-26",57.049999,58.619999,56.950001,58.150002,12996400,44.201565
"2006-09-27",59.25,60.73,58.860001,60.549999,14885000,46.025883
"2006-09-28",60.900002,62.130001,60.330002,60.740002,14592500,46.1703
"2006-09-29",60.57,62.029999,60.200001,62.029999,9180200,47.15086
"2006-10-02",62.029999,62.259998,60.810001,60.91,9015700,46.299526
"2006-10-03",60.029999,60.029999,57.84,58.34,15515000,44.345982
"2006-10-04",58.709999,59.200001,56.849998,59.099998,15980800,44.923695
"2006-10-05",59.849998,60.709999,58.779999,59.900002,14338500,45.531776
"2006-10-06",59.75,60.009998,58.400002,59.599998,8803500,45.303761
"2006-10-09",60.099998,60.700001,58.279999,58.369999,9117500,44.368793
"2006-10-10",58.18,60.139999,58.169998,59.25,11042900,45.037716
"2006-10-11",59.25,59.310001,57.34,57.459999,11823100,43.677071
"2006-10-12",57.880001,58.349998,57.23,57.830002,10583400,43.958324
"2006-10-13",58.48,59.610001,58.34,58.790001,12214100,44.688042
"2006-10-16",59,60.790001,58.450001,60.68,11673900,46.124687
"2006-10-17",59.470001,61.220001,59,61.220001,10788700,46.53516
"2006-10-18",60.799999,61.619999,59.610001,60.16,10386200,45.729435
"2006-10-19",60.259998,62.700001,59.939999,62.700001,13304800,47.660164
"2006-10-20",63.310001,63.310001,60.029999,60.099998,15213700,45.683815
"2006-10-23",60,61.560001,59.509998,60.830002,10562400,46.238716
"2006-10-24",60.84,62.470001,60.57,62.349998,12171700,47.394131
"2006-10-25",62.349998,64.68,61.799999,63.889999,14438600,48.564713
"2006-10-26",64.089996,64.620003,63.740002,64.110001,11007500,48.731934
"2006-10-27",63.5,64.32,62.400002,62.810001,8796500,47.743767
"2006-10-30",62,62.68,61.5,61.610001,6967700,46.831612
"2006-10-31",61.619999,63.150002,61.330002,63.080002,9210600,47.948994
"2006-11-01",63.009998,63.48,61.639999,62.57,9009400,47.561337
"2006-11-02",62.369999,62.529999,61.23,61.950001,9432700,47.09005
"2006-11-03",62.200001,63.82,61.240002,63.5,7593700,48.268265
"2006-11-06",63,64.410004,62.82,64.349998,9406000,48.914375
"2006-11-07",64.300003,64.5,63.25,64.010002,7744300,48.655933
"2006-11-08",63.849998,65.300003,63.490002,65.279999,9555800,49.621307
"2006-11-09",65.620003,66.239998,64.660004,64.970001,11862000,49.385654
"2006-11-10",64.720001,64.730003,62.880001,63.299999,7506000,48.116245
"2006-11-13",63.299999,63.799999,62.759998,63.200001,6677700,48.040226
"2006-11-14",63.799999,64.339996,63.119999,64.279999,7132200,48.861164
"2006-11-15",64.279999,66,63.959999,65.449997,8810200,49.750496
"2006-11-16",65.510002,66.120003,62.619999,62.650002,10723400,47.622143
"2006-11-17",62.049999,64.019997,61.73,63.32,10021600,48.131424
"2006-11-20",62.900002,63.669998,62.16,63.25,6606900,48.078228
"2006-11-21",63.41,65.769997,63.41,65.610001,8626000,49.872139
"2006-11-22",65.220001,65.709999,64.07,65.18,6781200,49.545284
"2006-11-24",65.330002,65.910004,65.099998,65.360001,2217700,49.682098
"2006-11-27",65.519997,66.029999,64.400002,64.629997,6307200,49.127201
"2006-11-28",64.900002,66.209999,64.900002,65.669998,7196700,49.917732
"2006-11-29",65.900002,68.209999,65.599998,68.029999,12307400,51.711636
"2006-11-30",68,69.300003,67.290001,68.480003,12492000,52.053711
"2006-12-01",68.139999,69.18,67.730003,68.339996,10707500,51.947289
"2006-12-04",68,69,67.459999,68.919998,9188600,52.484165
"2006-12-05",68.650002,69,67.120003,67.309998,9731600,51.258118
"2006-12-06",67.139999,67.860001,66.830002,67.110001,8285300,51.105816
"2006-12-07",67.110001,67.699997,66.43,66.730003,7133600,50.816402
"2006-12-08",67.349998,67.870003,66.139999,66.519997,5398100,50.656517
"2006-12-11",66.389999,67.059998,65.75,65.900002,5630000,50.184372
"2006-12-12",66.849998,66.849998,65.589996,66.029999,7032800,50.283363
"2006-12-13",66.5,67.75,66.169998,67.370003,8531600,51.303799
"2006-12-14",67.879997,69.059998,67.440002,68.720001,9796300,52.331867
"2006-12-15",68.080002,69.050003,67.449997,67.550003,7612100,51.440895
"2006-12-18",66.970001,67.279999,64.900002,65.07,8903100,49.552307
"2006-12-19",64.93,66.059998,63.889999,65.769997,9155200,50.085354
"2006-12-20",65.769997,66.169998,64.839996,64.849998,6829900,49.384766
"2006-12-21",64.860001,65.139999,63.330002,63.869999,8612100,48.638474
"2006-12-22",64.120003,64.129997,62.810001,62.889999,5892600,47.892174
"2006-12-26",62.889999,63.439999,61.68,62.310001,4595700,47.450504
"2006-12-27",62.439999,64.010002,62.360001,63.889999,7306100,48.653706
"2006-12-28",64.230003,64.25,63.130001,63.630001,4297200,48.455708
"2006-12-29",63.099998,63.529999,62.509998,63.16,5725200,48.097782
"2007-01-03",63.009998,63.02,60.060001,60.82,13473900,46.315842
"2007-01-04",60.59,60.68,59.25,59.299999,13932800,45.158306
"2007-01-05",59.799999,60.07,59.099998,59.200001,10295500,45.082176
"2007-01-08",60.029999,60.200001,58.580002,58.669998,11255600,44.678547
"2007-01-09",57.77,58.650002,57.029999,58.189999,16272000,44.313015
"2007-01-10",57.93,58.900002,55.68,57.029999,13254500,43.429657
"2007-01-11",57.299999,58.66,56.310001,56.52,14208800,43.041279
"2007-01-12",57.240002,58.049999,57.009998,57.889999,15343200,44.084568
"2007-01-16",57.400002,58.200001,57.150002,57.790001,12805900,44.008411
"2007-01-17",58,58.91,58,58.48,14842900,44.533863
"2007-01-18",58.900002,59.380001,57.41,57.900002,13552800,44.092178
"2007-01-19",59.450001,61.110001,58.84,61,18668500,46.452904
"2007-01-22",61.599998,62.889999,60.689999,61,15783100,46.452904
"2007-01-23",62.549999,63.919998,62.459999,63.619999,13556200,48.448086
"2007-01-24",63.5,64.370003,62.279999,64.010002,10901500,48.745094
"2007-01-25",63.799999,63.900002,62.470001,62.619999,8387200,47.686577
"2007-01-26",62.950001,63.490002,62.259998,62.650002,7423100,47.709415
"2007-01-29",62.700001,63.220001,61.799999,62.02,7297600,47.229668
"2007-01-30",62.41,63.700001,62.18,63.459999,9442700,48.326248
"2007-01-31",63.110001,63.77,62.669998,63.490002,12777800,48.349098
"2007-02-01",63.599998,64.5,63.23,64.389999,11514400,49.034458
"2007-02-02",64.669998,65.599998,63.950001,65.120003,8848600,49.590374
"2007-02-05",65.5,65.709999,64.760002,65.120003,6071800,49.590374
"2007-02-06",65.75,65.779999,64.309998,64.870003,9343600,49.399998
"2007-02-07",65.050003,65.790001,63.900002,64.449997,6593900,49.080147
"2007-02-08",64.860001,65.220001,63.790001,64.949997,6947900,49.460922
"2007-02-09",64.900002,65.330002,64.220001,64.459999,7720300,49.08778
"2007-02-12",63.869999,63.869999,63.209999,63.599998,9093800,48.43285
"2007-02-13",63.860001,64.669998,63.860001,64.599998,6641400,49.194374
"2007-02-14",64.68,65.330002,64.150002,64.660004,7184000,49.240089
"2007-02-15",64.309998,64.440002,63.549999,63.790001,9088300,48.577541
"2007-02-16",63.790001,63.939999,63.119999,63.330002,7350900,48.359909
"2007-02-20",62.650002,62.66,61.799999,62.34,9200900,47.603928
"2007-02-21",62.16,63.57,62.150002,63.549999,8198500,48.527908
"2007-02-22",63.369999,65.18,63.049999,64.970001,10270200,49.612247
"2007-02-23",65.309998,65.75,64.580002,64.580002,7536400,49.314449
"2007-02-26",64.989998,65.699997,64.5,65.199997,7092300,49.78788
"2007-02-27",64.139999,64.449997,61.93,62.799999,12576100,47.955204
"2007-02-28",62.799999,63.459999,62.310001,62.799999,11163300,47.955204
"2007-03-01",62,64,61.810001,63.419998,11055500,48.428642
"2007-03-02",63.189999,63.599998,61.970001,62.25,9234400,47.53521
"2007-03-05",61.59,62.549999,61,61.669998,10379200,47.092312
"2007-03-06",62.400002,63.540001,62.310001,63.279999,8057900,48.321732
"2007-03-07",63.16,66,63.02,65.059998,11143900,49.680965
"2007-03-08",65.5,66,64.919998,65.68,8212900,50.154415
"2007-03-09",65.800003,65.870003,64.650002,65.099998,8591100,49.71151
"2007-03-12",64.809998,65.300003,64.199997,65,5505200,49.635159
"2007-03-13",65.010002,65.730003,63.720001,64.110001,8565700,48.955547
"2007-03-14",64.260002,65.199997,63.619999,64.93,12327800,49.581703
"2007-03-15",64.93,65.150002,64.019997,64.400002,7776200,49.176987
"2007-03-16",64.410004,65.050003,64.059998,64.480003,9474100,49.238094
"2007-03-19",65.169998,66.550003,65.169998,66.239998,8081400,50.582047
"2007-03-20",66.150002,66.699997,64.779999,65.800003,12354700,50.246056
"2007-03-21",66.099998,68.5,65.900002,67.919998,10651400,51.864929
"2007-03-22",68.059998,69.709999,68,68.989998,12763900,52.682011
"2007-03-23",69.349998,69.690002,68.269997,69.099998,6924900,52.765987
"2007-03-26",69.25,69.650002,68.610001,69.580002,10039800,53.132526
"2007-03-27",68.919998,70.099998,68.489998,69.860001,8643800,53.346333
"2007-03-28",70.25,70.5,69.32,69.32,10932800,52.933994
"2007-03-29",69.5,71.169998,69.239998,70.669998,7943700,53.964859
"2007-03-30",69.919998,70.269997,69,69.099998,8111200,52.765987
"2007-04-02",69.099998,70.910004,68.25,70.82,10567000,54.079422
"2007-04-03",70.559998,71.199997,70.07,70.949997,6226700,54.178684
"2007-04-04",70.239998,71.529999,70.010002,71.389999,6502100,54.514687
"2007-04-05",71.220001,72.370003,71,71.839996,7056200,54.858307
"2007-04-09",72,72.639999,71.440002,71.57,6288800,54.652122
"2007-04-10",71.639999,73.190002,71.589996,73.129997,8286000,55.843365
"2007-04-11",72.599998,73.980003,72.529999,72.989998,9657000,55.736473
"2007-04-12",73.050003,75.370003,72.370003,75.309998,9372500,57.508076
"2007-04-13",75.199997,76.260002,74.769997,76,8476400,58.034954
"2007-04-16",76.25,78,75.32,77.57,13571300,59.233833
"2007-04-17",77.660004,78.25,77.239998,77.5,12196100,59.180386
"2007-04-18",76.620003,76.699997,74.339996,74.910004,15764400,57.202625
"2007-04-19",74.5,74.550003,73.440002,74.32,12048400,56.752079
"2007-04-20",75.660004,77.239998,74.029999,75.230003,16289000,57.446976
"2007-04-23",75.360001,76.5,74.32,74.550003,10639300,56.927711
"2007-04-24",74.050003,74.980003,73.5,74.800003,8447800,57.118633
"2007-04-25",75.019997,76.639999,74.720001,75.870003,9815800,57.935692
"2007-04-26",75.82,76.019997,74.879997,75.540001,6844100,57.683693
"2007-04-27",75.470001,76.82,74.690002,75.639999,6965800,57.760029
"2007-04-30",76,76.099998,73.620003,73.830002,9997700,56.377911
"2007-05-01",73.889999,74.550003,72.309998,73.830002,9415600,56.377911
"2007-05-02",74.150002,74.870003,73.220001,73.959999,9375000,56.47718
"2007-05-03",73.889999,75.089996,73.690002,74.769997,8028000,57.095695
"2007-05-04",74.849998,76,74.169998,74.610001,8948500,56.973518
"2007-05-07",74.5,75.199997,74.110001,75,6109500,57.271339
"2007-05-08",74.839996,74.970001,73.550003,74.629997,6830700,56.988789
"2007-05-09",74.239998,74.800003,73.07,74.349998,8084900,56.774994
"2007-05-10",74.410004,74.889999,72.809998,72.919998,5625800,55.683018
"2007-05-11",73.220001,74.57,72.639999,74.379997,6951600,56.797897
"2007-05-14",74.349998,75.449997,74.349998,74.739998,5804200,57.072796
"2007-05-15",74.5,76.870003,74.260002,75.510002,8311700,57.660797
"2007-05-16",75.519997,76.559998,74.760002,76.5,7575800,58.416767
"2007-05-17",76.25,79.18,76.199997,78.709999,11048800,60.104362
"2007-05-18",78.980003,79.650002,78.489998,79.400002,9672200,60.631245
"2007-05-21",79.769997,81,79.050003,80.139999,9980400,61.196327
"2007-05-22",80.139999,80.730003,78.709999,79.110001,7443700,60.409798
"2007-05-23",79.300003,81.830002,79.110001,80.599998,9079100,61.547577
"2007-05-24",80.419998,81.209999,78.279999,78.849998,8610500,60.211243
"2007-05-25",79.540001,79.900002,78.32,79.239998,5577000,60.509075
"2007-05-29",78.860001,79.169998,77.419998,77.879997,7276000,59.470581
"2007-05-30",77.489998,79.910004,77.489998,79.910004,6798700,61.020706
"2007-05-31",79.5,80.290001,77.739998,77.870003,11261000,59.462929
"2007-06-01",78.459999,79.309998,77.709999,78.190002,8220300,59.707279
"2007-06-04",77.620003,80.400002,77.510002,80.059998,7165400,61.272377
"2007-06-05",79.559998,80.220001,78.629997,79.199997,7336700,60.614201
"2007-06-06",79.209999,80.440002,78.949997,79.779999,9354900,61.058079
"2007-06-07",79.379997,80.309998,77.779999,77.779999,8180300,59.527439
"2007-06-08",77.639999,79,77.449997,78.760002,8746200,60.277431
"2007-06-11",78.260002,81.120003,78.260002,80.18,7166300,61.364216
"2007-06-12",79.720001,81.010002,78.650002,78.739998,7404000,60.26215
"2007-06-13",79.459999,82.190002,78.879997,81.959999,8762300,62.726513
"2007-06-14",82.029999,84.459999,82.029999,84.230003,7370300,64.463821
"2007-06-15",84.940002,85.349998,84.480003,84.599998,9580200,64.746979
"2007-06-18",84.360001,85.669998,83.629997,85.449997,7501600,65.397499
"2007-06-19",85.449997,86.669998,84.849998,85.769997,7980200,65.642403
"2007-06-20",85.050003,85.510002,83.419998,84.760002,11527800,64.869461
"2007-06-21",85.410004,86.169998,84.389999,85.760002,9602900,65.634766
"2007-06-22",86,89.199997,85.5,89.199997,55743800,68.267502
"2007-06-25",88.230003,88.480003,86.660004,87.160004,19532200,66.706245
"2007-06-26",87.080002,87.550003,85.870003,86.290001,12607900,66.040375
"2007-06-27",85.669998,87.360001,85.059998,86.970001,13202500,66.560829
"2007-06-28",87.419998,87.830002,85.230003,85.550003,9784000,65.474045
"2007-06-29",85.970001,87.309998,84.410004,84.940002,11807100,65.007172
"2007-07-02",85.410004,86.739998,84.410004,86.739998,8958500,66.384811
"2007-07-03",87,88.339996,86.989998,87.889999,3714900,67.264915
"2007-07-05",87.279999,89,87.110001,87.980003,6607200,67.333786
"2007-07-06",88.480003,89.169998,87.790001,88.330002,7103100,67.601646
"2007-07-09",87.760002,88.720001,87.400002,88.339996,6841500,67.609322
"2007-07-10",87.949997,88.57,86.849998,87.269997,9347600,66.790436
"2007-07-11",86.769997,87.860001,86.110001,87,9113200,66.583794
"2007-07-12",87.949997,88.580002,87,88.510002,8722100,67.739449
"2007-07-13",88.339996,90.239998,87.550003,89.639999,8540000,68.604248
"2007-07-16",90.010002,91.25,89.300003,90.540001,8714200,69.293045
