"","IR.Open","IR.High","IR.Low","IR.Close","IR.Volume","IR.Adjusted"
"2004-04-26",27.895367,27.911343,27.348244,27.396166,3665600,21.116642
"2004-04-27",27.352236,27.763578,27.328276,27.384186,3289000,21.107407
"2004-04-28",27.316294,27.35623,26.413738,26.525558,4676400,20.445591
"2004-04-29",26.477636,26.48163,25.858625,26.022364,5420400,20.057735
"2004-04-30",26.078276,26.277956,25.615015,25.778753,4142600,19.869959
"2004-05-03",25.830671,26.0623,25.718849,26.038338,3366600,20.070044
"2004-05-04",25.998402,26.4377,25.718849,26.357828,4991900,20.316313
"2004-05-05",26.357828,26.501598,26.13818,26.29393,3636300,20.267056
"2004-05-06",26.23802,26.23802,25.710863,25.938498,3372100,19.99309
"2004-05-07",25.858625,26.174122,25.263578,25.555111,3844800,19.697584
"2004-05-10",24.980032,25.159744,23.578276,24.345047,9465600,18.764874
"2004-05-11",24.720448,25.095846,24.396965,24.952076,4934600,19.232763
"2004-05-12",25.351439,25.419329,24.612619,25.391375,4976900,19.571367
"2004-05-13",25.079872,25.459265,24.836262,25.031948,2883800,19.352156
"2004-05-14",24.996006,25.523163,24.720448,25.1877,2632200,19.472578
"2004-05-17",24.660543,24.716454,24.329073,24.468849,3897400,18.916836
"2004-05-18",25.09984,25.135782,24.696486,25.083866,3928500,19.392303
"2004-05-19",25.427317,25.870607,24.928116,24.948084,3140000,19.287329
"2004-05-20",24.948084,24.948084,24.408945,24.580671,3573900,19.003283
"2004-05-21",24.740416,24.90016,24.448881,24.808308,3825300,19.179268
"2004-05-24",25.259584,25.754793,25.239616,25.595047,5035500,19.787493
"2004-05-25",25.559105,26.102236,25.279552,26.014378,4197900,20.111677
"2004-05-26",26.158148,26.242012,25.862619,25.96246,2178400,20.071539
"2004-05-27",26.158148,26.641375,25.970448,26.186102,3485500,20.244442
"2004-05-28",26.15016,26.166134,25.970448,26.078276,1597500,20.161079
"2004-06-01",26.082268,26.25,25.894569,26.09425,2368500,20.173429
"2004-06-02",26.118212,26.40575,26.030352,26.29393,2901100,20.327795
"2004-06-03",26.078276,26.653355,26.00639,26.317892,3389400,20.346321
"2004-06-04",26.717253,26.932907,26.501598,26.585463,3260400,20.55319
"2004-06-07",26.880991,27.364218,26.845047,27.292332,2468900,21.099661
"2004-06-08",27.016773,27.563898,26.884985,27.436102,3826300,21.210812
"2004-06-09",27.416134,27.575878,27.116613,27.120607,3211600,20.966902
"2004-06-10",27.204473,27.308308,27.056709,27.252396,1594500,21.068785
"2004-06-14",26.936901,27.160543,26.837061,27.024761,1614800,20.892807
"2004-06-15",27.060703,27.691692,27.060703,27.45607,2414600,21.226248
"2004-06-16",27.460064,27.55591,27.308308,27.48802,2061000,21.250946
"2004-06-17",27.360224,27.420128,27.160543,27.276358,2258300,21.087318
"2004-06-18",27.132587,27.535942,27.032747,27.396166,1604000,21.179937
"2004-06-21",27.436102,27.503994,27.148561,27.176517,1699200,21.010128
"2004-06-22",27.088657,27.252396,26.781151,27.124601,2733600,20.969986
"2004-06-23",27.076677,27.260384,26.924921,27.216454,3656300,21.041002
"2004-06-24",27.30032,27.432108,27.104633,27.248402,3467200,21.065702
"2004-06-25",27.204473,27.54393,27.096645,27.228434,1891700,21.050266
"2004-06-28",27.835463,27.835463,26.880991,26.904953,4180100,20.800184
"2004-06-29",26.892971,27.080671,26.765175,26.900959,3081100,20.797092
"2004-06-30",27.048721,27.35623,26.557508,27.280352,3667300,21.090401
"2004-07-01",27.372204,27.464058,26.888977,27.136581,3448700,20.979254
"2004-07-02",27.016773,27.016773,26.36182,26.49361,2734300,20.482178
"2004-07-06",26.39377,26.39377,25.826677,25.95048,3948500,20.062288
"2004-07-07",26.070288,26.230032,25.91853,25.966454,2756900,20.074631
"2004-07-08",25.678913,25.794729,25.423323,25.423323,3265900,19.654728
"2004-07-09",25.503195,26.038338,25.503195,26.002396,3334000,20.102423
"2004-07-12",26.010384,26.277956,25.898561,26.15016,1865700,20.216646
"2004-07-13",26.285942,26.561502,26.26198,26.485622,2204700,20.475994
"2004-07-14",26.409744,26.717253,26.242012,26.389776,2488200,20.401888
"2004-07-15",26.697285,26.825079,26.445686,26.689297,2786400,20.63345
"2004-07-16",27.096645,27.152555,26.597445,26.617413,1960300,20.577887
"2004-07-19",26.49361,26.593451,26.066294,26.417732,3266200,20.42351
"2004-07-20",26.417732,26.681311,26.413738,26.465654,2684500,20.46056
"2004-07-21",26.565495,26.773163,26.110224,26.158148,3672600,20.222824
"2004-07-22",26.257988,26.561502,25.547125,26.381788,7328400,20.395723
"2004-07-23",26.657349,26.849041,26.289936,26.473642,3909400,20.466738
"2004-07-26",26.477636,26.805111,26.226038,26.477636,2763600,20.469816
"2004-07-27",26.637381,27.044729,26.461662,26.964857,3301200,20.846491
"2004-07-28",26.964857,27.484026,26.876997,27.40016,3206100,21.183025
"2004-07-29",27.40016,27.911343,27.392172,27.719648,3830800,21.430019
"2004-07-30",27.675718,27.807508,27.380192,27.432108,1794300,21.207722
"2004-08-02",27.116613,27.276358,26.960863,27.220448,3831100,21.044086
"2004-08-03",27.116613,27.35623,26.936901,27.224442,3310200,21.047174
"2004-08-04",27.176517,27.380192,26.737221,26.956869,5129400,20.840321
"2004-08-05",26.956869,26.960863,25.982428,26.070288,3161800,20.154902
"2004-08-06",25.998402,26.038338,25.103834,25.279552,6320000,19.543583
"2004-08-09",25.339457,25.714857,25.139776,25.399361,2819700,19.636204
"2004-08-10",25.499201,25.970448,25.447285,25.946486,2486700,20.059196
"2004-08-11",25.698881,26.122204,25.487221,26.002396,2717300,20.102423
"2004-08-12",25.838657,25.898561,25.439297,25.511183,2149600,19.722654
"2004-08-13",25.263578,25.451279,24.780352,24.840256,4350100,19.279421
"2004-08-16",25.01198,25.742811,24.872204,25.686901,2401500,19.936531
"2004-08-17",26.15016,26.230032,25.531151,25.638977,3079600,19.899334
"2004-08-18",25.595047,25.722843,25.343451,25.619009,2819500,19.883841
"2004-08-19",25.611023,25.658945,24.876198,25.007988,4538500,19.409603
"2004-08-20",25.01198,25.459265,24.960064,25.351439,2312400,19.676174
"2004-08-23",25.319489,25.543131,25.219648,25.371407,1762500,19.691664
"2004-08-24",25.630991,25.958466,25.595047,25.698881,2540800,19.945831
"2004-08-25",25.611023,25.762779,25.291534,25.758785,2781900,19.992323
"2004-08-26",25.91853,26.609425,25.858625,26.313898,4654600,20.423161
"2004-08-27",26.23802,26.48163,26.05032,26.441692,1894700,20.522348
"2004-08-30",26.218052,26.561502,26.114218,26.198084,2043000,20.333275
"2004-08-31",26.13818,26.198084,25.806709,25.96246,2956400,20.150402
"2004-09-01",25.818689,26.014378,25.758785,25.970448,1980400,20.156603
"2004-09-02",25.998402,26.988817,25.982428,26.956869,4121000,20.922195
"2004-09-03",26.837061,26.960863,26.717253,26.876997,1845900,20.860207
"2004-09-07",27.096645,27.635782,27.076677,27.428116,2890800,21.287954
"2004-09-08",27.316294,27.396166,27.004793,27.004793,2306900,20.959389
"2004-09-09",27.056709,27.24441,26.585463,26.657349,3284900,20.689734
"2004-09-10",26.661343,26.857029,26.469648,26.757189,2167900,20.767218
"2004-09-13",26.797125,27.076677,26.609425,26.613419,2944900,20.655632
"2004-09-14",26.769169,26.884985,26.589457,26.661343,2621600,20.692831
"2004-09-15",26.445686,26.54952,26.13818,26.198084,2119600,20.333275
"2004-09-16",26.23802,26.389776,26.134186,26.369808,2775900,20.466557
"2004-09-17",26.53754,26.749201,26.369808,26.457668,1980900,20.53475
"2004-09-20",26.357828,26.733227,26.341852,26.489616,2004200,20.559549
"2004-09-21",26.545527,26.876997,26.477636,26.693291,1593500,20.71763
"2004-09-22",26.557508,26.641375,26.110224,26.190096,2290900,20.327074
"2004-09-23",26.046326,26.126198,25.662939,25.810703,2958900,20.032625
"2004-09-24",25.738817,26.086262,25.738817,25.886581,1409200,20.091509
"2004-09-27",25.678913,25.782747,25.503195,25.599041,2615400,19.868336
"2004-09-28",25.698881,26.122204,25.431311,26.010384,4332400,20.187599
"2004-09-29",25.91853,27.080671,25.842651,26.789137,6368400,20.792011
"2004-09-30",26.801119,27.216454,26.597445,27.144569,3817000,21.067883
"2004-10-01",27.152555,27.583866,27.108625,27.432108,4252500,21.291046
"2004-10-04",27.735622,27.923323,27.55591,27.675718,4268800,21.480124
"2004-10-05",27.683706,27.75559,27.523962,27.59984,2812200,21.421228
"2004-10-06",27.603834,28.083067,27.452076,28.031151,3651800,21.75598
"2004-10-07",27.995207,28.194889,27.835463,27.855431,3293700,21.619616
"2004-10-08",27.695686,27.855431,27.515974,27.535942,2792700,21.371637
"2004-10-11",27.55591,27.79952,27.551916,27.651756,1740000,21.461523
"2004-10-12",27.396166,27.651756,27.24441,27.51198,1790600,21.353045
"2004-10-13",27.503994,27.635782,26.992811,27.308308,3076900,21.194969
"2004-10-14",27.25639,27.288338,26.601439,26.896965,3913000,20.87571
"2004-10-15",26.869009,27.136581,26.777157,27.080671,2988500,21.018288
"2004-10-18",26.980831,26.980831,26.577477,26.845047,2681000,20.835409
"2004-10-19",27.108625,27.663738,26.873003,26.956869,3892400,20.922195
"2004-10-20",27.036741,27.224442,26.677317,27.196486,4442800,21.108173
"2004-10-21",26.749201,27.164537,25.854633,26.445686,10342000,20.52545
"2004-10-22",26.908945,27.056709,26.357828,26.409744,4126300,20.497551
"2004-10-25",26.257988,26.948881,26.242012,26.833067,3342800,20.826109
"2004-10-26",26.876997,27.24441,26.693291,27.24441,2439100,21.145372
"2004-10-27",27.116613,27.48802,26.936901,27.396166,2176200,21.263157
"2004-10-28",27.296326,27.352236,27.044729,27.240416,1847700,21.142265
"2004-10-29",27.296326,27.519968,27.124601,27.332268,2245800,21.21356
"2004-11-01",27.448084,27.547924,27.240416,27.332268,2542800,21.21356
"2004-11-02",27.332268,27.735622,26.996805,27.432108,4728800,21.291046
"2004-11-03",27.823483,27.875399,27.639776,27.867413,3545600,21.628906
"2004-11-04",27.65575,28.554314,27.639776,28.474442,3582400,22.100042
"2004-11-05",28.534346,28.901756,28.534346,28.710064,4590300,22.282917
"2004-11-08",28.59425,29.009584,28.554314,28.973642,2992500,22.487494
"2004-11-09",28.973642,29.552715,28.917732,29.512779,4307600,22.905928
"2004-11-10",29.504793,29.512779,29.065495,29.165335,2518000,22.7131
"2004-11-11",29.353035,29.624601,29.161343,29.604633,2976200,23.055212
"2004-11-12",29.652555,29.84425,29.472843,29.784346,2968700,23.195175
"2004-11-15",29.852236,29.852236,29.392971,29.512779,1583700,22.983686
"2004-11-16",29.313099,29.464857,29.197285,29.321087,2092500,22.8344
"2004-11-17",29.492811,29.80032,29.492811,29.580671,2047700,23.036556
"2004-11-18",29.632587,29.892172,29.528753,29.784346,2493900,23.195175
"2004-11-19",29.928116,29.928116,29.157349,29.361023,3339300,22.865498
"2004-11-22",29.253195,29.584665,29.013578,29.404953,2126800,22.89971
"2004-11-23",29.552715,29.672523,29.101439,29.464857,3070900,22.946362
"2004-11-24",29.440895,29.88818,29.428913,29.824282,1618300,23.226271
"2004-11-26",29.720448,29.952076,29.716454,29.948084,806700,23.322691
"2004-11-29",29.952076,29.952076,29.213259,29.748402,2599100,23.167181
"2004-11-30",29.652555,29.792332,29.460863,29.720448,2582800,23.145407
"2004-12-01",29.720448,30.91853,29.720448,30.91853,5310900,24.078444
"2004-12-02",30.910543,30.910543,30.415335,30.710863,2487700,23.916721
"2004-12-03",30.611023,30.942492,30.355431,30.539137,1979100,23.782984
"2004-12-06",30.539137,30.638977,30.327477,30.507189,2370000,23.758095
"2004-12-07",30.531151,30.746805,30.127796,30.139776,1950600,23.471979
"2004-12-08",30.151756,30.283546,29.936102,30.24361,2137100,23.552837
"2004-12-09",30.24361,30.826677,29.688498,30.798721,2864500,23.98514
"2004-12-10",30.746805,31.05032,30.630991,30.670927,1876700,23.885622
"2004-12-13",30.674921,31.218052,30.634985,31.16214,1861400,24.26816
"2004-12-14",31.16214,31.53754,31.110224,31.521566,3566900,24.548065
"2004-12-15",31.389776,31.924921,31.297924,31.861023,3116900,24.812426
"2004-12-16",31.861023,32.264378,31.649361,32.148563,3339800,25.036358
"2004-12-17",32.108627,32.27636,31.817093,31.888977,3139000,24.834198
"2004-12-20",31.988817,32.535942,31.948881,31.948881,2292400,24.880848
"2004-12-21",31.948881,32.348244,31.833067,32.32428,2464400,25.173195
"2004-12-22",32.188499,32.887379,32.188499,32.707668,2542300,25.471771
"2004-12-23",32.711662,33.107029,32.683704,32.747604,2245800,25.502867
"2004-12-27",32.803513,32.803513,32.108627,32.36821,1769800,25.207417
"2004-12-28",32.36821,32.65575,32.228436,32.607826,1808800,25.394014
"2004-12-29",32.607826,32.607826,32.27636,32.364216,1937000,25.2043
"2004-12-30",32.364216,32.36821,32.024761,32.148563,2106300,25.036358
"2004-12-31",32.152557,32.268372,31.972843,32.068691,1346900,24.974154
"2005-01-03",32.148563,32.420128,31.477636,31.497604,3358800,24.529408
"2005-01-04",31.489616,31.613419,30.642971,30.866613,3694100,24.038002
"2005-01-05",30.930511,30.96246,30.171724,30.171724,3770500,23.496853
"2005-01-06",30.387381,30.666933,30.167732,30.211662,4457100,23.527956
"2005-01-07",30.291534,30.431311,30,30.051916,3439900,23.403543
"2005-01-10",29.832268,30.311502,29.832268,30.047924,3177500,23.400446
"2005-01-11",29.992012,30.107828,29.432907,29.964058,4369200,23.335125
"2005-01-12",29.964058,30.259584,29.752396,30.191692,3169000,23.512396
"2005-01-13",30.171724,30.499201,30.059904,30.251598,2624100,23.559057
"2005-01-14",30.29952,30.790735,30.29952,30.730831,1967800,23.932259
"2005-01-18",30.650959,30.706869,30.095846,30.575079,2221000,23.810972
"2005-01-19",30.531151,30.750799,30.415335,30.439297,2059200,23.705233
"2005-01-20",30.131788,30.251598,29.796326,29.924122,2724800,23.304022
"2005-01-21",29.952076,30.051916,29.440895,29.484825,2701300,22.96192
"2005-01-24",29.652555,29.8123,29.153355,29.181311,2590600,22.725552
"2005-01-25",29.373003,29.820288,29.309105,29.420927,2218500,22.912151
"2005-01-26",29.592651,29.696486,29.376997,29.500799,3062100,22.974356
"2005-01-27",29.329073,29.74441,28.654154,29.488817,3238100,22.965019
"2005-01-28",29.460863,29.792332,29.392971,29.480831,3404100,22.958805
"2005-01-31",29.84425,29.84425,29.560703,29.704473,4971100,23.132967
"2005-02-01",30.611023,31.154154,30.395367,31.038338,5812500,24.171745
"2005-02-02",30.946486,31.130192,30.666933,30.770767,13842300,23.963375
"2005-02-03",30.750799,31.904953,30.734825,31.58147,6509100,24.594723
"2005-02-04",31.365814,32.30032,31.365814,32.260384,3781200,25.12344
"2005-02-07",31.988817,32.547924,31.948881,32.288338,4305300,25.145203
"2005-02-08",32.348244,32.65575,32.064697,32.444088,2386000,25.266493
"2005-02-09",32.36821,32.472046,32.176517,32.188499,2549300,25.067455
"2005-02-10",32.248402,32.25639,31.821087,32.148563,2107800,25.036358
"2005-02-11",32.032749,32.515976,31.900959,32.460064,2266300,25.357693
"2005-02-14",32.420128,32.555912,32.204472,32.312302,1632800,25.24226
"2005-02-15",32.176517,32.488018,32.088657,32.260384,1758800,25.201702
"2005-02-16",32.260384,32.595848,31.861023,32.595848,2018200,25.463758
"2005-02-17",32.468052,32.56789,32.024761,32.348244,2815200,25.27034
"2005-02-18",32.248402,32.43211,32.044727,32.268372,2295400,25.207941
"2005-02-22",32.028755,32.535942,31.501598,31.561502,2648700,24.655746
"2005-02-23",31.589457,31.793131,31.445686,31.757189,1985400,24.808609
"2005-02-24",31.649361,32.348244,31.469648,32.348244,2935900,25.27034
"2005-02-25",32.348244,33.174919,32.188499,33.146965,4240200,25.894304
"2005-02-28",33.047123,34.045528,33.027157,33.646168,5041300,26.284273
"2005-03-01",33.538338,34.281151,33.446487,33.873802,4687900,26.462099
"2005-03-02",33.546326,34.209267,33.498402,34.049522,3022300,26.599371
"2005-03-03",34.005592,34.285145,33.937698,33.961662,3522800,26.530741
"2005-03-04",34.045528,34.920128,33.965656,34.876198,3670800,27.245169
"2005-03-07",34.744408,35.11182,34.265175,34.384983,4254500,26.861439
"2005-03-08",34.325081,34.672523,34.189297,34.404953,2114300,26.877035
"2005-03-09",34.345047,34.345047,33.765976,33.785942,3498000,26.393469
"2005-03-10",33.79393,33.965656,33.142971,33.734024,3918700,26.352909
"2005-03-11",33.75,34.049522,33.566296,33.646168,2690500,26.284273
"2005-03-14",33.678116,33.92572,33.474442,33.77396,1647100,26.384106
"2005-03-15",33.833866,34.03754,33.370605,33.458466,1985400,26.13764
"2005-03-16",33.206867,33.414536,32.883385,33.154953,2975200,25.900539
"2005-03-17",33.378593,33.781948,33.354633,33.522366,2851500,26.187565
"2005-03-18",33.52636,33.81789,33.358627,33.626198,3760200,26.268671
"2005-03-21",33.626198,33.801918,33.306709,33.570286,1938500,26.224993
"2005-03-22",33.570286,34.205273,33.354633,33.354633,3131500,26.056526
"2005-03-23",33.354633,33.358627,32.252396,32.28035,4992400,25.217299
"2005-03-24",32.58786,33.071087,32.535942,32.775558,3021500,25.604156
"2005-03-28",32.779552,32.78754,32.21246,32.25639,3157500,25.198586
"2005-03-29",32.228436,32.452076,31.469648,31.541534,4062900,24.640142
"2005-03-30",31.541534,31.932907,31.457668,31.729233,3498800,24.786768
"2005-03-31",31.813099,32.164536,31.645367,31.809105,2631400,24.849165
"2005-04-01",32.028755,32.404152,31.777157,31.837061,4131300,24.871002
"2005-04-04",31.697285,32.068691,31.557508,31.869009,3984600,24.895966
"2005-04-05",31.865015,32.228436,31.865015,32.072685,1977100,25.055075
"2005-04-06",32.30032,32.531948,32.124599,32.140575,1785600,25.108114
"2005-04-07",32.208466,32.380192,31.968849,32.024761,2667200,25.017633
"2005-04-08",32.140575,32.27636,31.869009,32.132587,3432900,25.10187
"2005-04-11",32.308308,32.38818,31.904953,31.944889,3930200,24.955242
"2005-04-12",31.789137,32.963261,31.729233,32.891373,4171100,25.694626
"2005-04-13",32.695686,32.83147,31.932907,31.932907,3052100,24.945871
"2005-04-14",31.968849,31.968849,30.123802,30.463259,8160500,23.797804
"2005-04-15",30.511183,30.822683,30.335463,30.451279,5474900,23.788435
"2005-04-18",30.543131,30.898561,30.271566,30.818689,3840600,24.075455
"2005-04-19",30.95048,31.357828,30.91853,31.222044,4469300,24.390551
"2005-04-20",31.849041,32.116615,31.465654,31.473642,6266700,24.587109
"2005-04-21",31.948881,32.172523,30.954473,32.132587,5761700,25.10187
"2005-04-22",31.829073,32.140575,31.501598,31.861023,3088400,24.889719
"2005-04-25",32.132587,32.47604,31.833067,32.072685,2923100,25.055075
"2005-04-26",31.908945,32.148563,31.210064,31.210064,3939700,24.381197
"2005-04-27",31.010384,31.098244,30.371407,30.930511,3838800,24.162819
"2005-04-28",30.611023,30.790735,30.14377,30.443291,5485200,23.782192
"2005-04-29",30.750799,30.942492,30.135782,30.698881,3768200,23.981867
"2005-05-02",30.694889,31.230032,30.591055,30.926517,2283600,24.159695
"2005-05-03",30.926517,31.09425,30.678913,30.838657,2460400,24.091059
"2005-05-04",30.95048,31.509584,30.814697,31.48163,1955300,24.593349
"2005-05-05",31.48163,31.669329,30.934505,31.102236,2896100,24.296965
"2005-05-06",31.170128,31.54952,31.170128,31.465654,2211700,24.580862
"2005-05-09",31.509584,31.765175,31.369808,31.765175,1768300,24.814846
"2005-05-10",31.709265,31.709265,31.098244,31.218052,2877500,24.38744
"2005-05-11",31.218052,31.397764,30.750799,31.325878,1991900,24.471672
"2005-05-12",31.289936,31.30591,30.191692,30.29952,2443400,23.745558
"2005-05-13",30.23163,30.543131,29.972044,30.335463,3999800,23.773735
"2005-05-16",30.491215,30.878593,30.359425,30.862619,1459300,24.186861
"2005-05-17",30.890575,31.401756,30.754793,31.365814,4262500,24.581217
"2005-05-18",31.377796,31.940895,31.190096,31.709265,4407500,24.850372
"2005-05-19",31.729233,31.789137,31.465654,31.725239,2838200,24.86289
"2005-05-20",31.729233,31.729233,31.433706,31.573483,1804100,24.743948
"2005-05-23",31.577477,31.857029,31.521566,31.665335,3324000,24.815939
"2005-05-24",31.665335,31.665335,31.309904,31.445686,1998900,24.643812
"2005-05-25",31.289936,31.29393,30.946486,31.054314,2016200,24.337097
"2005-05-26",31.301916,31.58147,31.246006,31.409744,1987900,24.615641
"2005-05-27",31.469648,31.58147,31.257988,31.309904,2320900,24.537392
"2005-05-31",31.329872,31.429712,30.882587,30.914537,3663600,24.227549
"2005-06-01",30.990416,31.653355,30.910543,31.477636,3070400,24.668856
"2005-06-02",31.36182,31.36182,30.890575,30.990416,2951400,24.287014
"2005-06-03",30.710863,30.750799,30.135782,30.139776,4586300,23.62038
"2005-06-06",30.127796,30.295527,30.019968,30.207668,3337000,23.673578
"2005-06-07",30.283546,30.778753,30.251598,30.395367,3657500,23.820683
"2005-06-08",30.559105,30.654953,30.11182,30.135782,2442600,23.617241
"2005-06-09",30.175718,30.303514,29.640575,29.688498,4467800,23.26671
"2005-06-10",29.792332,29.964058,29.552715,29.740416,3771200,23.3074
"2005-06-13",29.772364,30.263578,29.75639,29.960064,2743300,23.479532
"2005-06-14",30.059904,30.23163,29.704473,29.884186,3032800,23.420071
"2005-06-15",29.88818,29.88818,29.273163,29.408945,3888700,23.047623
"2005-06-16",29.624601,29.808308,29.484825,29.720448,3726900,23.291752
"2005-06-17",29.808308,29.960064,29.672523,29.8123,5383300,23.363726
"2005-06-20",29.71246,29.716454,29.472843,29.592651,4905800,23.191593
"2005-06-21",29.620607,30.067892,29.560703,29.960064,4633400,23.479532
"2005-06-22",29.940096,30.003994,29.748402,29.876198,2406500,23.413811
"2005-06-23",29.752396,29.828276,29.121407,29.133387,2922400,22.831669
"2005-06-24",29.169329,29.245207,28.570288,28.59425,3409600,22.409149
"2005-06-27",28.314697,28.554314,28.055111,28.274761,2645900,22.158766
"2005-06-28",28.55032,29.197285,28.522364,29.149361,2473700,22.844189
"2005-06-29",29.185303,29.325079,28.921724,29.073483,1571700,22.784725
"2005-06-30",28.674122,29.033546,28.442492,28.49441,3723900,22.33091
"2005-07-01",28.49441,28.897764,28.41853,28.753994,2193500,22.534346
"2005-07-05",28.809904,29.085463,28.59425,28.985622,1429700,22.71587
"2005-07-06",28.989616,29.085463,28.63818,28.722044,2374700,22.509302
"2005-07-07",28.322683,28.973642,28.194889,28.9377,3312500,22.67831
"2005-07-08",28.9377,29.552715,28.797924,29.484825,2044000,23.107098
"2005-07-11",29.488817,30.003994,29.488817,30.003994,3033500,23.513964
"2005-07-12",29.932108,29.948084,29.580671,29.680511,1933300,23.260448
"2005-07-13",29.660543,29.852236,29.660543,29.752396,2128100,23.316782
"2005-07-14",29.808308,29.992012,29.70048,29.816294,2273600,23.366863
"2005-07-15",29.816294,29.924122,29.732428,29.864218,1827900,23.404421
"2005-07-18",29.864218,30.23163,29.832268,30.071884,2326700,23.567169
"2005-07-19",30.303514,30.666933,30.19968,30.551119,2887800,23.942738
"2005-07-20",30.471247,31.090256,30.23163,30.970448,2801200,24.27136
"2005-07-21",31.15016,31.477636,30.722843,30.782747,3621200,24.124262
"2005-07-22",30.782747,30.95048,30.383387,30.630991,2951700,24.005335
"2005-07-25",30.611023,30.910543,30.359425,30.431311,2009400,23.848843
"2005-07-26",30.730831,30.906549,30.451279,30.854633,3084600,24.180601
"2005-07-27",30.954473,31.010384,30.686901,30.910543,2125100,24.224417
"2005-07-28",30.942492,31.409744,30.878593,31.369808,2373500,24.584341
"2005-07-29",31.33786,31.421724,31.118212,31.218052,2060700,24.465416
"2005-08-01",31.54952,31.829073,31.525558,31.577477,4950100,24.747095
"2005-08-02",31.629393,31.629393,31.445686,31.529552,3707400,24.709534
"2005-08-03",31.469648,31.880991,31.277956,31.597445,3905200,24.762741
"2005-08-04",31.529552,31.617413,31.29393,31.441692,2732100,24.640686
"2005-08-05",31.389776,31.54952,31.265974,31.325878,1655100,24.549915
"2005-08-08",31.389776,31.565495,31.389776,31.445686,1721700,24.643812
"2005-08-09",31.445686,31.749201,31.445686,31.669329,3790300,24.819075
"2005-08-10",31.829073,32.200478,31.793131,31.916933,3004500,25.013123
"2005-08-11",31.920927,32.16853,31.908945,32.16853,2380500,25.210295
"2005-08-12",31.952875,32.052715,31.557508,31.865015,2033900,25.072037
"2005-08-15",31.829073,32.044727,31.669329,31.928913,1432500,25.122313
"2005-08-16",31.753195,31.757189,31.353834,31.401756,2994700,24.707535
"2005-08-17",31.369808,31.597445,31.170128,31.49361,1631300,24.779814
"2005-08-18",31.345846,31.465654,31.20607,31.317892,1377700,24.64155
"2005-08-19",31.54952,31.729233,31.421724,31.573483,1916300,24.842659
"2005-08-22",31.749201,31.968849,31.34984,31.541534,2005700,24.817516
"2005-08-23",31.409744,31.553514,31.086262,31.090256,2301100,24.46244
"2005-08-24",31.09425,31.313898,30.846645,30.870607,1918000,24.289623
"2005-08-25",30.810703,31.158148,30.770767,30.886581,1941600,24.302179
"2005-08-26",31.010384,31.01837,30.686901,30.882587,2059000,24.299046
"2005-08-29",30.854633,31.082268,30.726837,31.00639,1729700,24.396461
"2005-08-30",30.95048,31.054314,30.710863,30.96246,2860800,24.361893
"2005-08-31",30.978434,31.829073,30.890575,31.797125,2835500,25.018621
"2005-09-01",31.801119,32.252396,31.797125,32.072685,3244400,25.235447
"2005-09-02",32.348244,32.58786,32.012779,32.116615,1535200,25.270004
"2005-09-06",32.348244,32.69968,32.244408,32.603832,1916900,25.653355
"2005-09-07",32.58786,32.859425,32.52396,32.69968,1801700,25.728773
"2005-09-08",32.707668,32.707668,32.372204,32.444088,1866900,25.52767
"2005-09-09",32.603832,32.923325,32.484024,32.78754,1551200,25.797905
"2005-09-12",33.003197,33.258785,32.715656,33.146965,2182800,26.0807
"2005-09-13",33.154953,33.154953,32.739616,32.803513,1393100,25.810467
"2005-09-14",32.811501,32.811501,31.980831,32.100639,2747300,25.257431
"2005-09-15",32.100639,32.140575,31.381788,31.605431,3259500,24.86779
"2005-09-16",31.613419,31.797125,31.078276,31.613419,3217000,24.874083
"2005-09-19",31.709265,31.717253,30.974442,31.126198,1729200,24.490728
"2005-09-20",31.190096,31.34984,30.567093,30.878593,1924800,24.295904
"2005-09-21",30.702875,30.830671,30.279552,30.479233,2626900,23.98168
"2005-09-22",30.990416,31.733227,30.567093,31.525558,5392100,24.804951
"2005-09-23",31.54952,31.845047,31.158148,31.469648,2061100,24.760954
"2005-09-26",31.070288,31.309904,30.119808,30.559105,4915600,24.044523
"2005-09-27",30.710863,30.894569,30.391375,30.822683,2009700,24.251909
"2005-09-28",30.822683,30.902555,29.952076,30.071884,2657700,23.661173
"2005-09-29",29.952076,30.159744,29.640575,30.015974,2664600,23.617176
"2005-09-30",30.063898,30.630991,29.960064,30.535143,2009700,24.025675
"2005-10-03",31.134186,31.134186,30.319489,30.351439,2273500,23.881132
"2005-10-04",30.471247,30.654953,29.984026,29.984026,2291100,23.592039
"2005-10-05",29.984026,30.08786,29.592651,29.784346,2724700,23.434931
"2005-10-06",29.784346,29.792332,29.169329,29.432907,2350100,23.158413
"2005-10-07",29.696486,30.399361,29.624601,29.960064,1793700,23.573185
"2005-10-10",29.992012,30.159744,29.193291,29.345047,2046200,23.089275
"2005-10-11",29.512779,29.640575,29.057508,29.161343,1563700,22.944735
"2005-10-12",29.161343,29.289137,28.76198,29.089457,1778800,22.88817
"2005-10-13",28.913738,29.289137,28.817892,29.217253,1806500,22.988728
"2005-10-14",29.424921,29.624601,29.065495,29.384985,2254400,23.120701
"2005-10-17",29.384985,29.672523,29.329073,29.472843,2073900,23.189835
"2005-10-18",29.520767,29.600639,29.033546,29.033546,1639800,22.844179
"2005-10-19",28.714058,29.552715,28.410543,29.552715,2312600,23.252682
"2005-10-20",30.343451,30.838657,29.392971,29.640575,5287100,23.32181
