"","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"2009-01-16",76.529999,77.07,74.419998,76.519997,1423400,62.382599
"2009-01-20",76.309998,76.839996,72.419998,72.650002,2079300,59.227592
"2009-01-21",73.610001,73.739998,70.010002,72.699997,2545100,59.268353
"2009-01-22",71,71.910004,70.120003,71.190002,1963800,58.03735
"2009-01-23",69.82,73.25,69.330002,71.82,1623600,58.550941
"2009-01-26",70.949997,73,70,71.160004,1839200,58.012882
"2009-01-27",71.68,74.089996,71.510002,73.510002,1495600,59.928711
"2009-01-28",74.5,75.540001,73.82,75.279999,1228200,61.3717
"2009-01-29",74.139999,75,73.309998,74.110001,1463200,60.417847
"2009-01-30",74.620003,75.220001,72.260002,72.949997,1347000,59.472187
"2009-02-02",72.010002,73.110001,71.040001,72.559998,1340400,59.154228
"2009-02-03",72.639999,74.559998,71.730003,74.199997,1053500,60.491245
"2009-02-04",72.529999,74.07,71.550003,72.139999,2266200,58.811829
"2009-02-05",71.459999,73.699997,70.790001,73.080002,1196600,59.910343
"2009-02-06",73.269997,75.610001,72.900002,75.230003,1109600,61.672901
"2009-02-09",75.040001,76.260002,74.349998,75.309998,777200,61.738472
"2009-02-10",74.489998,75.660004,71.720001,72.110001,1512700,59.115143
"2009-02-11",71.330002,72.199997,69.900002,71.480003,2330500,58.598679
"2009-02-12",71.940002,74.129997,71.360001,73.730003,2255100,60.443199
"2009-02-13",73.449997,74.989998,73.040001,74.169998,1801400,60.803925
"2009-02-17",72.010002,73.889999,71.610001,72.870003,1581400,59.738186
"2009-02-18",73.510002,73.510002,70.110001,71,1903600,58.205173
"2009-02-19",71.449997,72.129997,68.839996,69.110001,1635500,56.655766
"2009-02-20",68.18,69.82,67.209999,68.739998,2151200,56.352467
"2009-02-23",69.540001,69.540001,65.790001,65.919998,2341800,54.040653
"2009-02-24",66,69.029999,65.949997,68.529999,1219800,56.180313
"2009-02-25",67.889999,69.150002,67.059998,67.660004,1773100,55.467079
"2009-02-26",67.790001,68.489998,66.760002,66.769997,1439100,54.737453
"2009-02-27",65.730003,67.459999,65.730003,66.160004,1525700,54.237389
"2009-03-02",65.169998,66.019997,63.119999,64.050003,1760600,52.507633
"2009-03-03",64.800003,65.25,63.23,63.849998,1924800,52.34367
"2009-03-04",64.660004,65.400002,62.950001,64.400002,2466700,52.794563
"2009-03-05",63.25,63.439999,61.220001,61.709999,2134400,50.589325
"2009-03-06",61.5,63.369999,59.950001,61.450001,2511000,50.376183
"2009-03-09",60.450001,62.41,60.32,61.369999,1585500,50.310589
"2009-03-10",62.650002,65.330002,61.93,65.169998,2068600,53.425793
"2009-03-11",65.989998,66,63.040001,64.209999,1866700,52.638802
"2009-03-12",64.18,66.739998,62.889999,66.440002,1247900,54.466934
"2009-03-13",66.879997,66.879997,64.760002,65.849998,1011600,53.98325
"2009-03-16",66.690002,66.800003,62.759998,64.330002,1980900,52.737171
"2009-03-17",64.699997,66.470001,63.73,66.470001,1076600,54.491512
"2009-03-18",65.669998,68.300003,65,67.559998,1323300,55.385105
"2009-03-19",68.160004,68.160004,66.629997,67.660004,1092000,55.467079
"2009-03-20",68.199997,68.599998,66.07,66.709999,1154500,54.688278
"2009-03-23",67.889999,70.489998,67.150002,70.449997,1232200,57.754288
"2009-03-24",69.629997,71.470001,69.239998,70.209999,984900,57.557518
"2009-03-25",70.629997,73.239998,68.790001,70.889999,1270500,58.115005
"2009-03-26",71.75,73.599998,71.25,73.599998,1142300,60.336647
"2009-03-27",72.599998,72.989998,71.209999,71.690002,834000,58.77084
"2009-03-30",70.57,71.059998,69.279999,70.559998,1002000,57.844479
"2009-03-31",70.699997,71.489998,68.699997,70.18,1191900,57.532955
"2009-04-01",69.389999,72.010002,68.610001,71.769997,1079400,58.836391
"2009-04-02",73.300003,75.5,73.269997,74.699997,1302100,61.238411
"2009-04-03",74.5,75.489998,73.989998,75.239998,919800,61.681072
"2009-04-06",74.550003,75.25,73.480003,74.860001,882800,61.36956
"2009-04-07",73.629997,74.230003,71.400002,72.269997,832800,59.246307
"2009-04-08",72.440002,73.059998,71.400002,72.639999,685700,59.549644
"2009-04-09",74.419998,77.419998,74.129997,77,1263600,63.123947
"2009-04-13",76.410004,77.980003,75.550003,77.239998,1162100,63.320675
"2009-04-14",80,86.059998,78.209999,79.959999,5063400,65.550529
"2009-04-15",80.5,81.25,78.120003,79.589996,1519200,65.247185
"2009-04-16",79.93,80.650002,78.760002,80.330002,1624900,65.853813
"2009-04-17",80.599998,81.050003,78.82,79.440002,1259000,65.124222
"2009-04-20",78.459999,78.75,76.779999,77.339996,1067100,63.402664
"2009-04-21",76.889999,78.040001,76.650002,77.720001,935000,63.714188
"2009-04-22",77.650002,80.5,76.900002,79.440002,1211100,65.124222
"2009-04-23",78.849998,79.989998,77.739998,79.160004,773100,64.894661
"2009-04-24",79.650002,83.110001,78.68,82.089996,1218700,67.296669
"2009-04-27",80.760002,82.120003,80.230003,80.989998,644800,66.394875
"2009-04-28",80.300003,82.099998,79.900002,81.489998,838200,66.804794
"2009-04-29",82.559998,84,81.5,83.059998,957700,68.091873
"2009-04-30",83.339996,86.360001,83.07,83.879997,1312300,68.764084
"2009-05-01",83.879997,84.230003,82.040001,82.790001,1003000,67.870537
"2009-05-04",83.5,84.059998,81.199997,84.059998,1176900,68.911674
"2009-05-05",83.18,83.559998,81.199997,83.379997,1319900,68.354187
"2009-05-06",83.489998,84.809998,81.620003,82.970001,1190000,68.018097
"2009-05-07",83.480003,83.480003,79.610001,80.269997,964200,66.171516
"2009-05-08",81.410004,82.169998,79.540001,80.790001,905400,66.600189
"2009-05-11",79.07,79.5,77.720001,78.669998,968400,64.852539
"2009-05-12",79.580002,80.809998,78.559998,80.050003,987600,65.990158
"2009-05-13",79,79.220001,77.059998,77.550003,706100,63.929245
"2009-05-14",77.860001,78.93,77.199997,77.339996,831400,63.756149
"2009-05-15",77.050003,79.019997,77.050003,77.709999,682000,64.061157
"2009-05-18",78.139999,80.199997,77.980003,80.18,503700,66.097336
"2009-05-19",79.75,80.68,78.82,79,686500,65.124565
"2009-05-20",79.480003,80.169998,76.75,76.959999,855200,63.442886
"2009-05-21",76.209999,76.209999,74.580002,75.550003,812200,62.280529
"2009-05-22",75.580002,76.589996,74.550003,75.720001,559600,62.420673
"2009-05-26",75.260002,79.169998,74.949997,78.610001,823400,64.803078
"2009-05-27",78.669998,79.849998,77.349998,77.449997,986900,63.846806
"2009-05-28",77.260002,78.529999,75.860001,78.25,932000,64.506302
"2009-05-29",78.120003,79.07,77.690002,78.830002,650900,64.984413
"2009-06-01",79.910004,83.480003,79.769997,82.93,1005300,68.364342
"2009-06-02",83.209999,83.940002,82.199997,83.629997,964900,68.94136
"2009-06-03",82.959999,83.959999,81.800003,82.82,1212100,68.273651
"2009-06-04",83.110001,83.75,82.449997,83.370003,1177600,68.72702
"2009-06-05",84.209999,84.400002,82.389999,82.989998,932500,68.413757
"2009-06-08",82.82,84.949997,82.75,84.43,860100,69.600838
"2009-06-09",84.230003,85,83.919998,84.32,2363100,69.510193
"2009-06-10",85.099998,85.449997,82.879997,84.029999,1051100,69.271103
"2009-06-11",84.519997,85.480003,83.800003,84.120003,923400,69.345291
"2009-06-12",83.839996,83.959999,82.910004,83.809998,836400,69.089745
"2009-06-15",83.07,83.089996,81.239998,82.239998,712500,67.795494
"2009-06-16",82.5,83,81.099998,81.160004,652100,66.90519
"2009-06-17",80.709999,83.300003,80.400002,82.440002,757000,67.960365
"2009-06-18",82.599998,82.720001,81.410004,82.400002,611100,67.927414
"2009-06-19",82.309998,82.650002,80.440002,80.900002,1548700,66.69088
"2009-06-22",80.360001,80.480003,78.360001,78.360001,819100,64.596977
"2009-06-23",78.129997,78.809998,77.120003,78.029999,1018000,64.324944
"2009-06-24",78.480003,81.349998,78.139999,80.559998,1277800,66.410553
"2009-06-25",80.230003,82.790001,79.800003,82.709999,1068000,68.182953
"2009-06-26",82.860001,83.989998,82.419998,82.790001,1494200,68.248924
"2009-06-29",83.279999,83.620003,82.07,82.82,530000,68.273651
"2009-06-30",82.830002,83.110001,81.120003,81.879997,641600,67.498718
"2009-07-01",82.150002,82.790001,81.419998,81.940002,625100,67.548203
"2009-07-02",81.389999,82.080002,80.059998,80.110001,1092100,66.039635
"2009-07-06",80.419998,82.300003,79.559998,81.790001,1019500,67.424538
"2009-07-07",81.900002,82,80.25,80.330002,662500,66.22094
"2009-07-08",80.790001,80.889999,78.470001,79.139999,793800,65.23996
"2009-07-09",79.199997,79.970001,77.879997,78.309998,947300,64.555779
"2009-07-10",77.669998,78.75,77.669998,78.519997,1099000,64.728874
"2009-07-13",79.230003,81.760002,78.330002,81.139999,1832200,66.88871
"2009-07-14",81.559998,82.980003,81.110001,82.580002,1159600,68.075798
"2009-07-15",83.68,85,81.82,82.989998,2185400,68.413757
"2009-07-16",82.919998,84.019997,82.5,83.739998,1240500,69.032051
"2009-07-17",84.050003,84.980003,83.480003,84.559998,1016200,69.708015
"2009-07-20",87.029999,88.019997,85.489998,87.779999,1159300,72.362457
"2009-07-21",87.519997,88.449997,86.25,87.300003,1170700,71.966782
"2009-07-22",86.709999,88.040001,86.300003,86.93,845900,71.661766
"2009-07-23",87.190002,88.93,86.349998,88.669998,921700,73.096161
"2009-07-24",87.980003,89.110001,87.290001,89.080002,480500,73.434143
"2009-07-27",88.75,89.050003,87.870003,88.949997,484400,73.326973
"2009-07-28",87.980003,88.599998,87.07,88.440002,748000,72.906563
"2009-07-29",88.129997,88.980003,87.290001,88.790001,1029100,73.195091
"2009-07-30",89.599998,90.949997,88.360001,90.169998,926700,74.332703
"2009-07-31",89.779999,91.510002,89.760002,89.910004,811300,74.11837
"2009-08-03",91.199997,91.5,89.860001,91.120003,1122500,75.115822
"2009-08-04",90.580002,91.550003,90.279999,90.360001,652000,74.489319
"2009-08-05",90.199997,90.550003,88.690002,89.120003,764200,73.467102
"2009-08-06",89.099998,89.620003,88.400002,89.040001,528700,73.781998
"2009-08-07",89.739998,91.269997,89.160004,90.980003,366300,75.389534
"2009-08-10",90.290001,90.550003,88.139999,88.779999,501200,73.566574
"2009-08-11",89.07,89.07,87.129997,88.720001,559800,73.516838
"2009-08-12",88.279999,89.260002,87.410004,87.589996,906800,72.580444
"2009-08-13",87.230003,87.919998,85.809998,87.480003,737900,72.489326
"2009-08-14",88.110001,88.110001,85.790001,86.709999,450900,71.85125
"2009-08-17",85.709999,86.389999,84.510002,85.949997,682500,71.221527
"2009-08-18",86.470001,87.419998,86.230003,87.18,401300,72.24073
"2009-08-19",86,87.529999,85.589996,87.089996,426700,72.166145
"2009-08-20",87.32,88.559998,86.839996,88.379997,479700,73.235092
"2009-08-21",89.139999,90.139999,88.120003,89.82,573000,74.428337
"2009-08-24",90,90.290001,88.57,88.870003,518400,73.641144
"2009-08-25",89.330002,90.25,88.699997,89.32,573200,74.014038
"2009-08-26",89.330002,89.980003,88.660004,88.93,510200,73.690849
"2009-08-27",88.900002,89.879997,87.790001,89.07,587900,73.806862
"2009-08-28",89.550003,89.709999,87.720001,88.25,430500,73.127373
"2009-08-31",87.349998,87.57,86.139999,87.470001,645600,72.481018
"2009-09-01",87.400002,89,85.639999,86.279999,1084200,71.494949
"2009-09-02",86.5,87.239998,85.860001,86.199997,984800,71.428688
"2009-09-03",86.830002,87.169998,85.629997,87.169998,661400,72.232445
"2009-09-04",87.599998,89.410004,86.580002,88.82,655300,73.599709
"2009-09-08",89.260002,90,88.610001,89.510002,751700,74.171471
"2009-09-09",87.93,89.309998,87.839996,88.900002,1050800,73.665977
"2009-09-10",88.809998,90,88.040001,90,828400,74.577469
"2009-09-11",89.599998,90.260002,88.379997,88.639999,847800,73.450531
"2009-09-14",88.459999,89.669998,88.029999,89.300003,397600,73.997437
"2009-09-15",89.410004,89.760002,88.190002,89.230003,736100,73.939423
"2009-09-16",89.669998,91.290001,88.550003,90.790001,596300,75.232132
"2009-09-17",90.519997,91.129997,89.120003,89.970001,733300,74.552635
"2009-09-18",90.239998,91.449997,90.220001,90.910004,781000,75.331543
"2009-09-21",90.660004,91.360001,89.699997,90.040001,595800,74.610657
"2009-09-22",90.720001,91.5,90.279999,90.870003,517900,75.298386
"2009-09-23",90.860001,90.870003,89.279999,89.400002,536000,74.080307
"2009-09-24",89.489998,89.879997,87.849998,88.709999,496500,73.508553
"2009-09-25",88.400002,88.940002,87.029999,87.370003,579800,72.39817
"2009-09-28",87.870003,89.440002,87.370003,89.400002,497700,74.080307
"2009-09-29",89.379997,90.739998,89.309998,89.739998,683900,74.36203
"2009-09-30",89.910004,90.239998,88.519997,89.360001,734500,74.047157
"2009-10-01",88.589996,88.870003,86.370003,86.389999,926800,71.586105
"2009-10-02",85.489998,86.910004,85.239998,85.690002,819100,71.00605
"2009-10-05",85.800003,88.089996,85.529999,87.760002,675000,72.721329
"2009-10-06",88.639999,89.839996,88.32,88.620003,581900,73.43396
"2009-10-07",88.199997,88.5,87.709999,88.279999,539300,73.152237
"2009-10-08",88.440002,90,88.440002,89.360001,595600,74.047157
"2009-10-09",89.290001,91.629997,89.290001,90.739998,1062300,75.190674
"2009-10-12",94.269997,94.599998,92.839996,93.139999,1957800,77.17942
"2009-10-13",93.169998,94.870003,92.510002,94.309998,1212300,78.148911
"2009-10-14",94.160004,94.610001,90.699997,93.25,2802800,77.270554
"2009-10-15",93.169998,95.989998,93.029999,95.419998,1293200,79.06871
"2009-10-16",94.870003,95.559998,93.919998,94.940002,740600,78.670967
"2009-10-19",94.93,96.5,94.809998,95.690002,591600,79.29245
"2009-10-20",95.68,96.050003,94.720001,95.639999,786800,79.250999
"2009-10-21",95.470001,98,95.470001,95.919998,971900,79.483032
"2009-10-22",95.919998,98.5,95.559998,97.790001,1150100,81.032608
"2009-10-23",97.769997,98.190002,96.190002,96.959999,764200,80.34481
"2009-10-26",97.050003,98.489998,95.580002,96.190002,766000,79.706757
"2009-10-27",96.330002,96.690002,94.160004,94.470001,872200,78.281509
"2009-10-28",94.279999,94.839996,92.980003,93.18,532600,77.212563
"2009-10-29",93.720001,95.949997,93.309998,95.720001,895300,79.317307
"2009-10-30",95.739998,96.449997,93.580002,93.730003,742200,77.668289
"2009-11-02",94.269997,95.43,92.870003,94.620003,744200,78.405815
"2009-11-03",94.489998,95.389999,93.879997,95,1066100,78.720673
"2009-11-04",95.5,96,94.339996,94.580002,904000,78.372658
"2009-11-05",94.839996,96.720001,94.459999,96.300003,814500,80.187912
"2009-11-06",96.169998,96.860001,95.5,96.760002,428700,80.570961
"2009-11-09",97.389999,98.5,97.160004,98.5,591800,82.019836
"2009-11-10",98.510002,98.879997,97.699997,98.709999,407300,82.194695
"2009-11-11",98.879997,99.68,98.300003,98.82,668100,82.286293
"2009-11-12",98.82,99.709999,98.25,98.580002,657000,82.086456
"2009-11-13",98.949997,99.980003,98.209999,99.489998,625900,82.844177
"2009-11-16",99.529999,101.480003,99.260002,101.089996,701000,84.176476
"2009-11-17",101.139999,102.279999,100.68,101.43,1163700,84.45961
"2009-11-18",101.540001,102.540001,97.699997,98.25,3269500,81.811653
"2009-11-19",97.870003,98.309998,95.559998,97.029999,1458400,80.795776
"2009-11-20",96.779999,97.5,96.040001,97.160004,919000,80.90403
"2009-11-23",98.57,99.150002,97.779999,98.199997,640500,81.770042
"2009-11-24",98.720001,99.260002,98.099998,98.760002,729000,82.236328
"2009-11-25",99,99,98.330002,98.629997,541600,82.128082
"2009-11-27",96.519997,98.269997,96.029999,97.459999,426800,81.153847
"2009-11-30",97.339996,97.82,96.050003,97.699997,843200,81.353691
"2009-12-01",98.480003,99.330002,97.919998,98.230003,1029400,81.794998
"2009-12-02",98.470001,99.300003,98.209999,98.57,770200,82.07811
"2009-12-03",98.860001,99.519997,97.480003,97.68,750500,81.337021
"2009-12-04",98.919998,99.440002,97.849998,98.989998,1124200,82.427856
"2009-12-07",98.989998,99.5,98.290001,98.510002,533400,82.02816
"2009-12-08",98.019997,98.019997,96.730003,97.510002,470900,81.195465
"2009-12-09",97.370003,97.779999,96.330002,97.730003,362200,81.37867
"2009-12-10",97.919998,98.230003,97.540001,97.760002,352700,81.403648
"2009-12-11",98.459999,98.540001,97.489998,97.82,406400,81.453598
"2009-12-14",97.910004,98.739998,97.610001,98.449997,385900,81.978195
"2009-12-15",97.809998,98.699997,97.610001,98.580002,420500,82.086456
"2009-12-16",98.739998,98.739998,97.540001,98,443800,81.603508
"2009-12-17",97.669998,97.82,96.879997,97.150002,281000,80.895691
"2009-12-18",97.190002,97.220001,96.18,96.739998,739700,80.554298
"2009-12-21",97,98.139999,96.760002,97.779999,277900,81.420288
"2009-12-22",97.82,98.279999,97.379997,97.519997,306900,81.203796
"2009-12-23",97.410004,98.050003,97.160004,97.739998,352700,81.386986
"2009-12-24",98.07,98.489998,98.040001,98.309998,77200,81.861603
"2009-12-28",98.830002,98.830002,97.650002,98.080002,269900,81.670113
"2009-12-29",98.43,98.519997,98.07,98.18,317400,81.753395
"2009-12-30",97.699997,98.040001,97.309998,97.720001,358100,81.370331
"2009-12-31",97.870003,98.629997,96.779999,96.830002,526900,80.629234
"2010-01-04",97.239998,97.970001,96.199997,97.239998,535200,80.970642
"2010-01-05",96.959999,97.489998,96.139999,97.279999,594500,81.00396
"2010-01-06",97.269997,98.25,97.269997,97.650002,486800,81.312035
"2010-01-07",97.269997,98.699997,96.709999,98.57,650100,82.07811
"2010-01-08",98,99.849998,97.769997,99.730003,705600,83.044044
"2010-01-11",99.459999,100.379997,99.220001,100.150002,561000,83.393753
"2010-01-12",99.459999,100.220001,99.25,100.110001,559900,83.360466
"2010-01-13",100.160004,100.599998,99.599998,100.550003,330000,83.726845
"2010-01-14",100.57,100.68,99.75,100.389999,413800,83.59362
"2010-01-15",100.019997,100.470001,99.129997,100.040001,771500,83.30217
"2010-01-19",100.080002,102,99.57,101.339996,768000,84.384659
"2010-01-20",101.029999,101.089996,99.779999,100.870003,618600,83.993317
"2010-01-21",101,101.239998,99.040001,99.57,827500,82.910805
"2010-01-22",98.949997,99.610001,98.629997,98.889999,1060300,82.344597
"2010-01-25",99.449997,101.379997,99.120003,100.940002,1901600,84.051575
"2010-01-26",100.160004,101.489998,98.150002,99.419998,2164200,82.785904
"2010-01-27",99.550003,100.339996,99,100.120003,1209600,83.368797
"2010-01-28",100.239998,101.309998,99.239998,100.760002,1004100,83.901711
"2010-01-29",100.860001,102.129997,99.279999,99.279999,892300,82.669327
"2010-02-01",99.669998,100.360001,98.260002,99.940002,795000,83.21891
"2010-02-02",100.400002,102.449997,99.940002,102.389999,895100,85.258972
"2010-02-03",102.019997,103,101.970001,102.260002,696700,85.150734
"2010-02-04",101.5,101.5,99.120003,99.18,931200,82.959244
"2010-02-05",98.900002,100.110001,97.879997,99.330002,729700,83.084717
"2010-02-08",98.980003,100,97.989998,98.57,681200,82.449005
"2010-02-09",99.360001,101.080002,98.730003,100.260002,780100,83.862625
"2010-02-10",100.260002,100.919998,99.089996,99.650002,484600,83.352371
"2010-02-11",99.809998,100.870003,98.730003,100.809998,949500,84.322662
"2010-02-12",99.900002,101.110001,99.339996,100.849998,662300,84.35611
"2010-02-16",101,102.040001,100.699997,102.040001,540200,85.351509
"2010-02-17",102.169998,102.860001,101.610001,102.639999,640300,85.85334
"2010-02-18",102.690002,104.32,102.32,104.269997,613700,87.216789
"2010-02-19",103.900002,104.910004,103.550003,104.139999,816900,87.108047
"2010-02-22",104.68,104.809998,103.519997,103.639999,392800,86.689796
"2010-02-23",103.32,104.43,102.75,102.839996,685500,86.02066
"2010-02-24",103.400002,104,102.910004,103.510002,544400,86.581078
"2010-02-25",102.209999,102.760002,100.980003,102.489998,1059300,85.727882
"2010-02-26",102.43,102.919998,101.099998,101.650002,1140800,85.025284
"2010-03-01",101.800003,104.400002,101.800003,104.209999,835700,87.166603
"2010-03-02",104.379997,104.839996,103.32,103.580002,612100,86.63961
"2010-03-03",103.940002,104.769997,103.75,104.540001,726700,87.442627
"2010-03-04",104.540001,105.169998,103.860001,104.699997,495000,87.576447
"2010-03-05",104.900002,106.970001,104.790001,106.889999,622000,89.408272
"2010-03-08",107,107.610001,106.540001,106.650002,563700,89.20755
"2010-03-09",106.279999,107.730003,106.279999,107.559998,449900,89.968712
"2010-03-10",107.370003,108.330002,107.089996,108.080002,610900,90.403671
"2010-03-11",107.550003,108.809998,107.139999,108.669998,561500,90.897179
"2010-03-12",108.480003,108.669998,106.529999,107.830002,896700,90.194527
"2010-03-15",107.519997,107.989998,106.410004,107.129997,590900,89.609039
"2010-03-16",107.650002,107.889999,107.059998,107.75,437400,90.127609
"2010-03-17",108.260002,108.860001,107.970001,108.349998,448200,90.629494
"2010-03-18",108.050003,109.099998,107.959999,108.370003,490900,90.646233
"2010-03-19",107.559998,109.07,106.940002,107.559998,778100,89.968712
"2010-03-22",107.099998,108.669998,107.099998,108.400002,466500,90.671326
"2010-03-23",108.370003,109.419998,107.980003,109.339996,420700,91.457603
"2010-03-24",109.190002,109.190002,108.279999,108.879997,538000,91.072838
"2010-03-25",109.370003,109.980003,108.690002,108.75,513100,90.964073
"2010-03-26",108.980003,109.760002,108.669998,109.050003,303800,91.215019
"2010-03-29",109.169998,109.730003,109.089996,109.470001,229300,91.566338
"2010-03-30",109.620003,109.959999,108.93,109.260002,583800,91.390671
"2010-03-31",108.970001,109.349998,107.959999,108.120003,582300,90.437111
"2010-04-01",108.790001,109.879997,108.75,109.529999,413200,91.616516
"2010-04-05",109.970001,112.870003,109.610001,112.190002,599800,93.841492
"2010-04-06",111.809998,112.970001,111.510002,112.699997,348700,94.268051
"2010-04-07",112.860001,115.559998,112.099998,113.919998,909000,95.288536
"2010-04-08",113.459999,114.669998,113.019997,114.169998,689700,95.497635
"2010-04-09",114.639999,114.910004,113.419998,114.769997,610600,95.999512
"2010-04-12",114.550003,115.370003,113.959999,114.230003,440800,95.547829
"2010-04-13",115.139999,116.07,114.080002,115.639999,1009400,96.727211
"2010-04-14",110.940002,113.589996,110.349998,111.150002,2882900,92.971596
"2010-04-15",109.5,109.5,106.910004,107.779999,2309300,90.152725
"2010-04-16",107.839996,107.959999,104.150002,104.93,1514200,87.768837
"2010-04-19",104.800003,106.510002,104.370003,105.75,1121800,88.45472
"2010-04-20",106.830002,107.660004,106.199997,107.510002,1047800,89.92688
"2010-04-21",107.800003,108.150002,107.110001,107.589996,816300,89.993797
"2010-04-22",106.730003,110.769997,106.720001,110.650002,892800,92.553322
"2010-04-23",110.019997,111.459999,109.730003,110.919998,753900,92.779175
"2010-04-26",110.910004,111.25,110.089996,110.199997,504700,92.176941
"2010-04-27",110.199997,110.830002,107.769997,108.150002,715700,90.462219
"2010-04-28",108.410004,108.860001,107.879997,108.43,679000,90.696396
"2010-04-29",108.440002,111.379997,108.440002,111.379997,527500,93.163948
"2010-04-30",111.32,111.989998,110.459999,110.540001,921600,92.461334
"2010-05-03",110.790001,112.919998,110.32,112.269997,875500,93.908386
"2010-05-04",111.050003,111.050003,108.419998,109.110001,1053700,91.265213
"2010-05-05",108.120003,109.580002,107.360001,108.599998,927200,90.838623
"2010-05-06",107.919998,109.040001,101.169998,106.5,1133000,89.527229
"2010-05-07",106.550003,107.470001,104.209999,104.940002,1351700,88.215836
"2010-05-10",108.699997,111.050003,108.550003,110.709999,937600,93.066299
"2010-05-11",109.599998,111.400002,109.269997,110.330002,683300,92.746834
"2010-05-12",108.919998,110.5,107.599998,110.370003,1104000,92.780479
"2010-05-13",109.879997,110.32,108.519997,108.900002,663500,91.544746
"2010-05-14",108.779999,108.779999,106.260002,107.669998,687100,90.510765
"2010-05-17",108.089996,108.580002,106.389999,108.309998,905000,91.048775
"2010-05-18",108.870003,109.779999,107,107.050003,745400,89.989571
"2010-05-19",106.400002,106.989998,103.860001,104.910004,1147200,88.190628
"2010-05-20",103.400002,103.400002,100.139999,100.139999,1160200,84.180817
"2010-05-21",98.779999,103.139999,98.459999,102.769997,1167100,86.39164
"2010-05-24",102.5,102.5,100.790001,100.860001,505100,84.786057
"2010-05-25",98.279999,101.459999,97.919998,101.239998,618100,85.105499
"2010-05-26",101.779999,102.519997,99.82,100.139999,759000,84.180817
"2010-05-27",102.010002,103.339996,101.190002,103.339996,661700,86.870819
"2010-05-28",103.18,103.300003,101.239998,101.75,756100,85.53421
"2010-06-01",101.269997,102.779999,100.220001,100.220001,622600,84.24807
"2010-06-02",100.290001,103.099998,99.760002,103.099998,709400,86.669067
"2010-06-03",102.830002,104.470001,102.32,103.550003,663000,87.047371
"2010-06-04",100.779999,101.879997,98.720001,99.190002,685200,83.38221
"2010-06-07",99.220001,99.529999,97.260002,97.290001,742000,81.785011
"2010-06-08",97.629997,99.120003,96.5,98.910004,783900,83.146851
"2010-06-09",99.480003,101.199997,99.029999,99.379997,770900,83.541916
"2010-06-10",101.230003,103.949997,101.029999,103.800003,610300,87.257538
"2010-06-11",102.07,104.639999,102.07,104.260002,626300,87.644203
"2010-06-14",104.32,105.779999,104.32,104.639999,628400,87.963654
"2010-06-15",104.949997,107.559998,104.75,107.480003,370700,90.351044
"2010-06-16",107.169998,107.989998,106.779999,107.699997,270900,90.535973
"2010-06-17",107.650002,107.989998,106.32,107.82,375400,90.636856
"2010-06-18",108.07,108.269997,107.089996,108.260002,730400,91.006737
"2010-06-21",109.57,109.57,107.169998,107.860001,651100,90.670486
"2010-06-22",107.739998,108.139999,104.620003,104.889999,634900,88.17382
"2010-06-23",104.349998,105.610001,103.150002,105.239998,489900,88.468025
"2010-06-24",104.870003,105.089996,102.650002,102.910004,464100,86.509377
"2010-06-25",103.410004,104.050003,102.410004,103.379997,514200,86.904434
"2010-06-28",103.599998,104.879997,102.889999,103.910004,293900,87.349998
"2010-06-29",102.540001,102.779999,99.330002,100.040001,719100,84.096771
"2010-06-30",99.739998,101.440002,99.220001,99.449997,652200,83.600777
"2010-07-01",99.620003,99.900002,96.809998,98.75,1226800,83.012337
"2010-07-02",99.209999,99.580002,97.470001,98.169998,492100,82.524765
"2010-07-06",98.690002,99.980003,96.839996,97.540001,740600,81.995178
"2010-07-07",97.440002,100,97.440002,99.82,529700,83.911827
"2010-07-08",100.379997,101.620003,100.239998,101.57,787900,85.382904
"2010-07-09",101.800003,103.339996,101.349998,102.989998,604900,86.576599
"2010-07-12",102.550003,103.93,102.059998,103.779999,660600,87.240715
"2010-07-13",104.860001,106.230003,104.279999,105.489998,847100,88.6782
"2010-07-14",104.239998,105.5,103.5,103.75,879000,87.2155
"2010-07-15",106.300003,109.029999,103.43,106.889999,2510700,89.855087
"2010-07-16",106.400002,106.459999,103.949997,104.980003,1153000,88.249451
"2010-07-19",104.980003,105.279999,103.870003,104.790001,667400,88.089767
"2010-07-20",103.660004,106.080002,102.489998,105.900002,945900,89.022827
"2010-07-21",106.309998,107.410004,104.809998,105.599998,826000,88.770668
"2010-07-22",106.510002,108.720001,106.510002,108.389999,685000,91.116013
"2010-07-23",108.370003,109.660004,107.370003,109.610001,482900,92.141594
"2010-07-26",109.889999,110.949997,109.209999,110.949997,459300,93.268021
"2010-07-27",111.349998,111.349998,109.529999,110.459999,747700,92.856117
"2010-07-28",110.419998,110.970001,109.669998,110.779999,808800,93.12513
"2010-07-29",111.93,111.959999,109.779999,111.25,1088100,93.520241
"2010-07-30",109.559998,112.279999,108.949997,112.010002,877700,94.159111
"2010-08-02",113.57,115.480003,112.510002,114.160004,835800,95.966469
"2010-08-03",113.989998,114.32,113.089996,113.540001,496600,95.445282
"2010-08-04",113.57,115.68,113.120003,115.440002,638100,97.04248
"2010-08-05",114.379997,114.690002,113.599998,114.089996,744300,96.35836
"2010-08-06",112.900002,114.480003,112.589996,114.029999,998500,96.307686
"2010-08-09",114.440002,115,113.360001,115,554900,97.12693
