"","MET.Open","MET.High","MET.Low","MET.Close","MET.Volume","MET.Adjusted"
"2005-09-28",43.226383,43.493763,42.673798,43.137257,1975200,29.613497
"2005-09-29",43.092693,43.966133,42.691624,43.930481,2247300,30.158041
"2005-09-30",43.939392,44.456329,43.805702,44.411766,1999200,30.488438
"2005-10-03",44.474152,44.52763,43.85918,43.975044,2026400,30.188637
"2005-10-04",44.447414,44.616756,43.716579,43.814617,1884500,30.078491
"2005-10-05",43.939392,44.046345,43.208557,43.25312,1772400,29.693041
"2005-10-06",43.493763,43.680927,42.78075,43.003567,2620400,29.521711
"2005-10-07",43.31551,43.324421,42.869877,43.083778,2259000,29.57678
"2005-10-10",43.226383,43.4492,42.477718,42.566845,2079000,29.221901
"2005-10-11",42.78075,42.825314,42.049911,42.103386,2389400,28.903749
"2005-10-12",42.08556,42.557934,41.631016,41.711231,2350800,28.634525
"2005-10-13",41.461674,42.130123,41.354725,41.987522,2526800,28.824219
"2005-10-14",42.023174,42.08556,41.532978,41.827095,3496400,28.714079
"2005-10-17",41.782532,42.299465,41.488415,42.237076,1786100,28.995533
"2005-10-18",42.237076,42.424244,41.898396,42.023174,1139800,28.848679
"2005-10-19",42.032085,43.137257,41.907307,42.959003,3082500,29.491117
"2005-10-20",43.003567,43.137257,42.379681,42.459892,2875600,29.148495
"2005-10-21",42.459892,43.083778,42.174686,42.700535,2901600,29.31369
"2005-10-24",43.003567,44.046345,42.950089,43.99287,2102800,30.200865
"2005-10-25",43.850266,43.99287,43.083778,43.404636,2103300,29.797058
"2005-10-26",43.137257,44.554367,43.137257,44.001781,3049800,30.206989
"2005-10-27",44.001781,45.614975,43.966133,45.098038,5112300,30.959555
"2005-10-28",44.964348,44.973263,43.538326,43.672016,4873000,29.980608
"2005-10-31",43.868092,44.251335,43.58289,44.037434,5792100,30.231466
"2005-11-01",44.05526,45.053474,44.05526,44.821747,4188300,30.769878
"2005-11-02",44.982174,45.454544,44.910873,45.213905,2899200,31.039091
"2005-11-03",45.436722,45.704102,44.39394,44.483067,3211100,30.892673
"2005-11-04",44.875221,44.893047,44.340462,44.607841,2010600,30.979328
"2005-11-07",44.786095,45.017826,44.331551,44.79501,1808200,31.109318
"2005-11-08",44.803921,44.910873,44.456329,44.607841,1278900,30.979328
"2005-11-09",44.509804,44.803921,44.340462,44.491978,1490800,30.898869
"2005-11-10",44.491978,45.053474,44.224598,44.955437,2151900,31.220732
"2005-11-11",44.946526,44.991089,44.402851,44.901962,1617500,31.183596
"2005-11-14",44.696968,45.311943,44.563278,45.20499,1787300,31.394039
"2005-11-15",45.062389,45.347595,44.295898,44.447414,2104500,30.867926
"2005-11-16",44.447414,44.875221,44.349377,44.857399,1762300,31.152643
"2005-11-17",45.13369,45.383244,45.026737,45.187164,1844700,31.381651
"2005-11-18",45.454544,45.60606,45.187164,45.525848,2227800,31.616873
"2005-11-21",45.525848,45.695187,45.053474,45.481285,2917700,31.585922
"2005-11-22",45.365417,45.721924,44.991089,45.543671,2453700,31.629248
"2005-11-23",45.570412,45.802139,45.392159,45.570412,2004600,31.647827
"2005-11-25",45.677361,45.677361,45.169342,45.383244,627700,31.517836
"2005-11-28",45.392159,45.508022,45.26738,45.499107,2095400,31.598297
"2005-11-29",45.677361,46.604279,45.677361,46.319073,3401700,32.167751
"2005-11-30",46.4795,46.853832,45.81105,45.846703,3770500,31.839693
"2005-12-01",45.989304,46.131908,45.864529,46.016045,3286600,31.9573
"2005-12-02",46.016045,46.497326,45.962566,46.4795,2466600,32.279167
"2005-12-05",45.499107,45.632797,44.79501,45.26738,4989500,31.437378
"2005-12-06",45.294117,45.855614,45.196079,45.276291,3220300,31.443556
"2005-12-07",45.365417,45.525848,44.848484,45.115864,2747600,31.332146
"2005-12-08",45.294117,45.490196,44.982174,45.222816,2052300,31.406414
"2005-12-09",45.222816,45.481285,45.035652,45.196079,1922000,31.387861
"2005-12-12",45.427807,45.427807,44.634583,44.875221,2127700,31.16503
"2005-12-13",44.786095,45.017826,44.304813,44.759357,2977600,31.084558
"2005-12-14",44.875221,45.089127,44.59893,44.59893,4222900,30.973146
"2005-12-15",44.786095,44.982174,44.438503,44.875221,2254700,31.16503
"2005-12-16",45.115864,45.196079,44.385025,44.402851,3626500,30.836969
"2005-12-19",44.500893,44.634583,43.877007,44.099823,2052300,30.626522
"2005-12-20",43.939392,44.581104,43.85918,44.12656,1747700,30.645094
"2005-12-21",44.474152,44.607841,43.752228,43.957218,2279200,30.527483
"2005-12-22",44.046345,44.224598,43.814617,44.117645,1693400,30.638901
"2005-12-23",44.429588,44.438503,43.966133,44.224598,1112100,30.713186
"2005-12-27",44.286987,44.411766,43.672016,43.770054,2075400,30.397507
"2005-12-28",43.778965,43.894829,43.556149,43.556149,1900800,30.248955
"2005-12-29",43.556149,44.090908,43.556149,43.734402,1803800,30.372746
"2005-12-30",43.743317,43.823528,43.538326,43.672016,1819600,30.329422
"2006-01-03",43.850266,45.026737,43.752228,45.026737,3989600,31.270241
"2006-01-04",45.231728,45.900177,45.213905,45.303032,4740100,31.462126
"2006-01-05",45.151516,45.418896,44.955437,45.178253,2805300,31.375473
"2006-01-06",45.588234,45.623886,45.178253,45.427807,2853100,31.548782
"2006-01-09",45.588234,46.069519,45.409981,45.909092,2325900,31.883026
"2006-01-10",45.81105,45.81105,45.285206,45.499107,1739700,31.598297
"2006-01-11",45.632797,45.775402,45.543671,45.641712,1718100,31.69734
"2006-01-12",45.47237,45.516933,45.044563,45.071301,2166200,31.301193
"2006-01-13",45.187164,45.365417,45.035652,45.160427,1737300,31.363098
"2006-01-17",45.053474,45.062389,44.447414,44.616756,1438100,30.985525
"2006-01-18",44.625668,44.634583,44.099823,44.233513,2176100,30.719366
"2006-01-19",44.180035,44.206772,43.734402,43.85918,2016300,30.459396
"2006-01-20",43.85918,43.894829,42.905525,42.905525,3414200,29.797102
"2006-01-23",43.163994,43.502674,43.012478,43.279858,2274600,30.057072
"2006-01-24",43.360073,43.796791,43.306595,43.725491,2844900,30.366549
"2006-01-25",43.92157,44.12656,43.565063,43.850266,2610100,30.453213
"2006-01-26",44.295898,45.365417,44.295898,45.169342,4262400,31.369291
"2006-01-27",45.017826,45.33868,44.696968,44.973263,2811700,31.23311
"2006-01-30",44.982174,45.249554,44.634583,45.231728,3060500,31.412609
"2006-01-31",45.320854,45.320854,44.652405,44.705883,2715100,31.047421
"2006-02-01",44.714794,44.875221,44.180035,44.741531,2588100,31.072172
"2006-02-02",44.607841,44.768272,44.215687,44.340462,2066400,30.793636
"2006-02-03",43.983955,44.117645,43.5205,43.600712,3539100,30.279905
"2006-02-06",43.511585,44.028519,43.288769,43.770054,2050700,30.397507
"2006-02-07",43.689838,44.099823,43.573975,43.743317,2360500,30.378935
"2006-02-08",43.752228,44.242424,43.377895,44.081997,2407800,30.614138
"2006-02-09",44.117645,44.340462,43.609627,43.850266,2885800,30.453213
"2006-02-10",43.832443,45.311943,43.680927,44.830658,3702400,31.134071
"2006-02-13",44.607841,44.705883,43.99287,44.331551,2578200,30.787443
"2006-02-14",44.625668,45.516933,44.607841,45.418896,3807300,31.542589
"2006-02-15",45.329769,45.543671,44.536541,45.33868,2909500,31.486885
"2006-02-16",45.525848,45.53476,44.884136,45.311943,2710800,31.468323
"2006-02-17",45.356506,45.374332,44.554367,44.723709,1969300,31.059803
"2006-02-21",44.723709,44.830658,44.286987,44.491978,2800300,30.898869
"2006-02-22",44.696968,46.408199,44.616756,46.327984,4154000,32.173939
"2006-02-23",46.033867,46.221035,45.53476,45.641712,2738200,31.69734
"2006-02-24",45.766487,45.855614,45.454544,45.490196,1776000,31.592104
"2006-02-27",45.614975,45.918003,45.240643,45.285206,2089000,31.449745
"2006-02-28",45.196079,45.356506,44.581104,44.670231,3220700,31.022665
"2006-03-01",43.983955,44.848484,43.983955,44.278076,3187200,30.750313
"2006-03-02",44.162209,44.625668,43.805702,44.616756,2902800,30.985525
"2006-03-03",44.652405,44.696968,44.028519,44.073082,2343400,30.60796
"2006-03-06",44.081997,44.180035,43.467022,43.645275,2140400,30.310846
"2006-03-07",43.645275,44.26025,43.484848,44.081997,2586500,30.614138
"2006-03-08",44.001781,44.313725,43.770054,44.295898,2830900,30.762695
"2006-03-09",44.295898,44.402851,43.778965,43.805702,1441400,30.422264
"2006-03-10",43.680927,44.358288,43.680927,44.233513,1821200,30.719366
"2006-03-13",44.206772,44.429588,44.010696,44.322639,1880000,30.781265
"2006-03-14",44.429588,45.490196,44.313725,45.142601,2841100,31.350714
"2006-03-15",45.320854,45.436722,44.670231,44.964348,2381800,31.226915
"2006-03-16",45.258469,45.285206,45.008911,45.044563,1720000,31.282627
"2006-03-17",45.062389,45.303032,44.857399,45.196079,3264500,31.387861
"2006-03-20",45.454544,45.677361,45.356506,45.383244,1972400,31.517836
"2006-03-21",45.33868,45.356506,44.581104,44.616756,2102200,30.985525
"2006-03-22",44.518715,44.581104,43.975044,44.117645,3527300,30.638901
"2006-03-23",44.224598,44.224598,43.672016,43.672016,4252800,30.329422
"2006-03-24",43.672016,43.948307,43.4492,43.850266,3060500,30.453213
"2006-03-27",43.894829,43.983955,43.716579,43.805702,2349400,30.422264
"2006-03-28",43.698753,43.894829,43.4492,43.4492,3085000,30.174681
"2006-03-29",43.627453,43.832443,43.458111,43.636364,2196200,30.304655
"2006-03-30",43.493763,44.05526,43.413548,43.440285,3091700,30.168488
"2006-03-31",43.467022,43.502674,42.91444,43.110516,12279100,29.939468
"2006-04-03",43.101604,43.609627,42.78075,43.172905,3211900,29.9828
"2006-04-04",43.297684,43.672016,43.04813,43.502674,2685600,30.211807
"2006-04-05",43.672016,44.224598,43.547237,44.081997,2571800,30.614138
"2006-04-06",44.117645,44.474152,43.725491,44.367203,3376300,30.81221
"2006-04-07",44.367203,44.545456,43.877007,43.957218,2106400,30.527483
"2006-04-10",44.117645,44.117645,43.58289,43.716579,3763600,30.360361
"2006-04-11",43.939392,44.010696,42.869877,43.957218,4035300,30.527483
"2006-04-12",44.117645,44.572193,43.698753,44.554367,4014900,30.942198
"2006-04-13",43.850266,44.420677,43.778965,43.894829,1818800,30.484154
"2006-04-17",43.894829,44.037434,43.556149,43.743317,1489000,30.378935
"2006-04-18",43.983955,44.741531,43.966133,44.688057,2807800,31.035044
"2006-04-19",44.634583,45.035652,44.518715,44.982174,2160700,31.2393
"2006-04-20",44.652405,44.964348,44.385025,44.456329,2250600,30.874105
"2006-04-21",44.759357,44.803921,44.322639,44.518715,2080400,30.917433
"2006-04-24",44.474152,44.830658,44.046345,44.714794,2000600,31.053604
"2006-04-25",44.581104,44.803921,44.295898,44.679146,2659500,31.028854
"2006-04-26",44.688057,45.775402,44.688057,45.454544,3223800,31.567358
"2006-04-27",45.053474,46.61319,44.875221,46.114082,4761500,32.025391
"2006-04-28",47.237076,47.326202,46.381462,46.434937,6552900,32.248211
"2006-05-01",46.41711,46.452763,45.543671,45.962566,4837300,31.920149
"2006-05-02",45.766487,45.900177,45.187164,45.81105,3750800,31.814938
"2006-05-03",45.864529,46.524063,45.81105,46.21212,3407200,32.093472
"2006-05-04",46.497326,46.702316,46.122993,46.149734,1788400,32.050156
"2006-05-05",46.568626,47.103386,46.434937,46.898396,2194400,32.570072
"2006-05-08",46.657753,46.960785,46.639927,46.782532,1737500,32.48962
"2006-05-09",46.595364,46.827095,46.310162,46.426025,1673700,32.242031
"2006-05-10",47.281639,47.664883,46.74688,47.406418,5506800,32.922894
"2006-05-11",47.237076,47.522282,46.889484,47.058823,2102000,32.681496
"2006-05-12",47.014259,47.103386,46.524063,46.568626,2040900,32.341072
"2006-05-15",46.648842,46.74688,46.176472,46.399288,3162600,32.223457
"2006-05-16",46.61319,46.836006,46.4795,46.622105,1916700,32.378193
"2006-05-17",47.459892,47.459892,45.677361,45.704102,2651100,31.740662
"2006-05-18",45.008911,45.766487,45.008911,45.231728,2285700,31.412609
"2006-05-19",45.409981,46.07843,45.213905,45.900177,3032000,31.876842
"2006-05-22",45.900177,46.229946,45.40107,45.81105,2764200,31.814938
"2006-05-23",45.94474,46.301247,45.713013,45.713013,1941700,31.746851
"2006-05-24",45.623886,46.256683,45.392159,45.962566,3296000,31.920149
"2006-05-25",46.07843,46.21212,45.819965,45.998219,1343400,31.94492
"2006-05-26",46.354725,46.532978,45.953655,46.4795,2059800,32.279167
"2006-05-30",46.167557,46.336899,44.839573,44.86631,2304100,31.158827
"2006-05-31",45.142601,45.87344,45.026737,45.87344,3056600,31.858259
"2006-06-01",45.900177,46.631016,45.659538,46.470589,2635000,32.272964
"2006-06-02",46.390373,46.969696,46.105171,46.898396,2791300,32.570072
"2006-06-05",46.586452,47.08556,46.301247,46.336899,3458900,32.18013
"2006-06-06",46.791443,46.827095,45.721924,46.238861,2607600,32.112049
"2006-06-07",46.122993,46.131908,45.356506,45.392159,3419100,31.524025
"2006-06-08",45.392159,46.158646,45.196079,45.998219,3880600,31.94492
"2006-06-09",45.900177,46.114082,45.561497,45.650623,2678900,31.703524
"2006-06-12",45.721924,45.766487,45.231728,45.383244,2998800,31.517836
"2006-06-13",45.436722,45.659538,44.821747,45.035652,3831100,31.276434
"2006-06-14",44.901962,45.053474,43.92157,44.340462,3194800,30.793636
"2006-06-15",44.438503,45.641712,44.295898,45.463459,3036900,31.573544
"2006-06-16",45.098038,45.213905,44.429588,44.643494,3900500,31.004095
"2006-06-19",44.750446,45.026737,44.010696,44.171124,2274400,30.676037
"2006-06-20",44.402851,44.946526,44.171124,44.509804,2471200,30.911255
"2006-06-21",44.358288,44.652405,44.197861,44.385025,2796500,30.824594
"2006-06-22",44.385025,44.491978,43.645275,43.761139,2175200,30.391319
"2006-06-23",43.58289,43.92157,43.368984,43.743317,1881900,30.378935
"2006-06-26",43.805702,44.563278,43.796791,44.420677,1690100,30.84935
"2006-06-27",44.429588,44.483067,43.573975,43.600712,2581300,30.279905
"2006-06-28",43.680927,44.197861,43.58289,44.153297,1865200,30.663662
"2006-06-29",44.607841,45.427807,44.411766,45.213905,2694300,31.400223
"2006-06-30",45.222816,45.775402,45.124779,45.641712,4057800,31.69734
"2006-07-03",45.837791,46.096256,45.543671,46.060608,908500,31.988253
"2006-07-05",45.632797,45.900177,45.249554,45.490196,1896800,31.592104
"2006-07-06",45.463459,45.713013,45.258469,45.659538,1681000,31.709721
"2006-07-07",45.588234,45.748665,45.311943,45.365417,1131900,31.505453
"2006-07-10",45.81105,46.497326,45.686275,46.434937,3104000,32.248211
"2006-07-11",46.301247,46.648842,45.989304,46.577541,2237000,32.347244
"2006-07-12",46.61319,46.657753,45.623886,45.802139,1623400,31.808752
"2006-07-13",45.409981,45.570412,44.741531,44.803921,2083100,31.115503
"2006-07-14",44.741531,44.777184,44.171124,44.59893,1551700,30.973146
"2006-07-17",44.59893,44.875221,44.367203,44.643494,1733400,31.004095
"2006-07-18",44.563278,44.714794,43.966133,44.251335,2866900,30.731741
"2006-07-19",44.830658,47.058823,44.803921,46.711231,4317100,32.44009
"2006-07-20",46.711231,47.468807,46.434937,46.827095,2864800,32.520565
"2006-07-21",47.014259,47.237076,46.443851,46.720142,3265600,32.446278
"2006-07-24",46.720142,46.898396,46.639927,46.827095,2699800,32.520565
"2006-07-25",46.996433,47.076649,46.568626,46.907307,2325200,32.576267
"2006-07-26",46.791443,46.907307,46.577541,46.586452,2953800,32.353436
"2006-07-27",46.702316,46.942959,46.229946,46.310162,3038300,32.161556
"2006-07-28",46.702316,47.121212,46.4795,46.925133,2439000,32.588654
"2006-07-31",46.434937,46.541889,45.918003,46.34581,4044800,32.186321
"2006-08-01",45.187164,47.228165,45.187164,46.934048,4746300,32.594833
"2006-08-02",46.934048,46.978611,46.452763,46.5508,3621500,32.328678
"2006-08-03",46.07843,46.568626,46.051693,46.34581,3098200,32.186321
"2006-08-04",46.925133,47.361855,46.631016,46.800358,2780200,32.501987
"2006-08-07",46.800358,46.898396,46.559715,46.737968,1941800,32.45866
"2006-08-08",47.103386,47.210339,46.622105,46.737968,2300600,32.45866
"2006-08-09",47.058823,47.08556,46.087345,46.21212,1951400,32.093472
"2006-08-10",46.229946,47.834225,46.229946,47.504456,4618200,32.990982
"2006-08-11",47.370766,47.379681,46.711231,46.898396,1999800,32.570072
"2006-08-14",47.370766,48.440285,47.35294,47.994652,2876400,33.331406
"2006-08-15",48.083778,48.128342,47.638145,47.887699,4231900,33.257126
"2006-08-16",48.306595,48.351158,47.682709,47.718361,2006900,33.13953
"2006-08-17",47.638145,48.351158,47.602497,48.262032,2510100,33.517101
"2006-08-18",48.31551,48.565063,48.137257,48.208557,2009200,33.479954
"2006-08-21",48.208557,48.38681,47.985741,48.270947,1825700,33.523285
"2006-08-22",48.288769,48.288769,47.762924,48.074867,1943900,33.387104
"2006-08-23",48.262032,48.4492,47.976826,48.431374,2124100,33.634701
"2006-08-24",48.573975,48.85918,48.4492,48.645275,2637300,33.783253
"2006-08-25",48.351158,48.778965,48.262032,48.333332,2270800,33.56662
"2006-08-28",48.25312,48.939392,48.25312,48.903744,1974400,33.962749
"2006-08-29",48.698753,48.850266,48.306595,48.511585,2996700,33.690414
"2006-08-30",49.242424,49.242424,48.743317,48.841354,1992700,33.91943
"2006-08-31",48.885918,49.215687,48.707664,49.046345,1921600,34.06179
"2006-09-01",49.046345,49.18895,48.85918,49.108734,2031800,34.105118
"2006-09-05",48.975044,49.12656,48.680927,48.885918,1197100,33.950371
"2006-09-06",47.789661,48.983955,47.477718,48.413548,1607600,33.622326
"2006-09-07",48.5205,48.850266,48.288769,48.707664,1703500,33.826588
"2006-09-08",48.663101,49.144386,48.475937,49.037434,2377700,34.055599
"2006-09-11",49.046345,49.901962,49.046345,49.901962,2787200,34.656006
"2006-09-12",50.044563,50.240643,49.688057,50.240643,2832400,34.891201
"2006-09-13",50.13369,50.142601,49.491978,50.017826,2535000,34.736462
"2006-09-14",49.821747,50.017826,49.420677,49.696968,1812700,34.513638
"2006-09-15",49.928699,50.160427,49.723709,49.910873,2024600,34.662186
"2006-09-18",49.777184,49.857399,49.286987,49.536541,2632500,34.402225
"2006-09-19",49.536541,49.536541,48.983955,49.358288,1807600,34.278419
"2006-09-20",49.803921,50.160427,49.39394,50.044563,3581400,34.755028
"2006-09-21",50.053474,50.374332,50,50.115864,3408000,34.804558
"2006-09-22",50.160427,50.623886,50.160427,50.418896,2520400,35.014999
"2006-09-25",50.730839,51.363636,50.481285,51.00713,2750300,35.423512
"2006-09-26",51.176472,51.515152,50.516933,50.87344,3622900,35.330677
"2006-09-27",50.579323,50.864529,50.47237,50.579323,2217000,35.126427
"2006-09-28",50.775402,50.81105,50.356506,50.53476,2420800,35.095463
"2006-09-29",50.713013,50.793228,50.40107,50.516933,3015400,35.083088
"2006-10-02",50.516933,50.516933,49.982174,50.151516,2140500,34.829311
"2006-10-03",50.044563,50.392159,50.008911,50.115864,2767700,34.804558
"2006-10-04",50.409981,51.14082,50.285206,51.114082,4190700,35.497795
"2006-10-05",50.87344,51.042782,50.668449,51.024956,1992600,35.435898
"2006-10-06",51.024956,51.229946,50.802139,51.122993,1935300,35.503983
"2006-10-09",51.229946,51.292336,50.953655,51.292336,1356100,35.621593
"2006-10-10",51.292336,51.363636,50.641712,50.793228,1818300,35.274956
"2006-10-11",50.802139,50.918003,50.374332,50.53476,3281000,35.095463
"2006-10-12",50.53476,50.641712,50.169342,50.311943,3703600,34.94072
"2006-10-13",50.20499,50.721924,50.13369,50.47237,3334400,35.052143
"2006-10-16",50.623886,51.033867,50.418896,50.918003,2290100,35.361622
"2006-10-17",50.677361,51.693405,50.632797,51.176472,4731600,35.54113
"2006-10-18",52.049911,52.504456,51.506237,52.361855,4846400,36.364353
"2006-10-19",52.245991,52.397503,51.737968,51.791443,1856500,35.96822
"2006-10-20",51.960785,52.326202,51.737968,52.103386,2372500,36.184845
"2006-10-23",51.880569,52.361855,51.693405,52.35294,1705400,36.358154
"2006-10-24",52.183601,52.388592,52.023174,52.361855,2470300,36.364353
"2006-10-25",52.513371,52.664883,52.023174,52.522282,2753000,36.475761
"2006-10-26",52.860962,53.351158,52.709446,53.324421,2225500,37.032837
"2006-10-27",53.324421,53.475937,52.228165,52.281639,2735300,36.308632
"2006-10-30",52.317291,52.959003,52.317291,52.540108,2517700,36.488136
"2006-10-31",51.283421,51.996433,50.392159,50.918003,7342100,35.361622
"2006-11-01",51.586452,51.773617,51.07843,51.336899,3316000,35.652554
"2006-11-02",50.819965,50.909092,50.53476,50.891266,2924300,35.753963
"2006-11-03",51.310162,51.310162,50.543671,50.784313,2085900,35.678822
"2006-11-06",50.802139,51.229946,50.668449,51.096256,2868900,35.89798
"2006-11-07",51.158646,51.675579,51.042782,51.470589,2141200,36.160973
"2006-11-08",51.203209,51.595364,50.962566,51.167557,2149700,35.94809
"2006-11-09",51.336899,51.506237,51.203209,51.256683,2013000,36.010685
"2006-11-10",51.729053,51.996433,51.532978,51.639927,2155300,36.279949
"2006-11-13",51.639927,52.005348,51.41711,51.809269,1937300,36.398907
"2006-11-14",51.853832,52.254902,51.515152,52.183601,2706700,36.661903
"2006-11-15",52.103386,52.477718,51.880569,52.210339,1906100,36.680679
"2006-11-16",52.495544,52.923351,52.388592,52.620319,1681600,36.968719
"2006-11-17",52.442066,52.620319,52.281639,52.566845,2432700,36.931156
"2006-11-20",52.566845,52.896614,52.468807,52.852051,1732800,37.131527
"2006-11-21",52.852051,52.852051,52.201427,52.290554,2007900,36.737049
"2006-11-22",52.290554,52.522282,51.755795,51.996433,1762500,36.530411
"2006-11-24",51.81818,52.094475,51.74688,51.782532,628800,36.380123
"2006-11-27",51.925133,51.960785,51.470589,51.764706,2103600,36.367611
"2006-11-28",51.764706,52.344028,51.532978,52.183601,2911000,36.661903
"2006-11-29",52.272728,52.468807,51.702316,52.094475,2534300,36.599293
"2006-11-30",52.254902,52.531193,51.844921,52.344028,2487300,36.774612
"2006-12-01",52.566845,52.566845,51.149734,51.74688,3126300,36.355087
"2006-12-04",51.755795,52.08556,51.167557,52.058823,3593600,36.574242
"2006-12-05",52.058823,52.468807,51.773617,52.210339,2519400,36.680679
"2006-12-06",52.023174,52.094475,51.310162,51.978611,3729700,36.517891
"2006-12-07",51.827095,52.014259,51.060608,51.283421,3829100,36.029484
"2006-12-08",51.283421,51.907307,50.989304,51.577541,2893700,36.236107
"2006-12-11",51.577541,51.836006,51.4795,51.809269,2415700,36.398907
"2006-12-12",51.925133,51.925133,51.524063,51.693405,3758500,36.31752
"2006-12-13",51.960785,52.032085,51.622105,51.960785,2037400,36.505363
"2006-12-14",52.317291,52.566845,52.156864,52.344028,2517400,36.774612
"2006-12-15",52.299465,52.459892,52.210339,52.344028,4069800,36.774612
"2006-12-18",52.495544,52.611408,52.032085,52.245991,2090600,36.705734
"2006-12-19",52.245991,52.798573,52.032085,52.727272,2779500,37.043858
"2006-12-20",52.673798,52.896614,52.450981,52.64706,2436000,36.987518
"2006-12-21",52.941177,53.217468,52.540108,52.762924,2467800,37.068909
"2006-12-22",52.985741,52.985741,52.433155,52.682709,1500000,37.012554
"2006-12-26",52.540108,53.012478,52.326202,52.887699,1505400,37.156567
"2006-12-27",53.208557,53.226383,52.709446,53.030304,1301700,37.25676
"2006-12-28",53.04813,53.190731,52.673798,53.030304,1490600,37.25676
"2006-12-29",52.985741,53.021389,52.468807,52.593582,1791400,36.949944
"2007-01-03",53.137257,53.948307,53.057041,53.609627,3997900,37.663765
"2007-01-04",53.502674,54.081997,53.342247,53.930481,3528900,37.889179
"2007-01-05",53.930481,53.939392,53.039215,53.297684,2554400,37.444622
"2007-01-08",53.217468,53.297684,52.709446,53.297684,2660700,37.444622
"2007-01-09",53.306595,53.484848,52.35294,52.673798,3407600,37.006287
"2007-01-10",52.673798,53.636364,52.397503,53.484848,4051700,37.576103
"2007-01-11",54.955437,55.035652,54.438503,54.910873,4981000,38.577965
"2007-01-12",54.946526,55.20499,54.857399,55.017826,2561800,38.653107
"2007-01-16",55.213905,55.579323,54.955437,55.445633,3441000,38.953655
"2007-01-17",55.445633,55.454544,54.66132,54.857399,4063400,38.540386
"2007-01-18",54.812836,54.991089,54.215687,54.590019,4426400,38.352543
"2007-01-19",54.590019,54.893047,54.367203,54.803921,2660000,38.502823
"2007-01-22",54.919785,55.169342,54.688057,54.901962,2751400,38.571705
"2007-01-23",55.089127,55.213905,54.812836,55.053474,2312400,38.678143
"2007-01-24",55.044563,55.962566,55.026737,55.926918,3061100,39.29179
"2007-01-25",55.971481,56.033867,54.812836,54.884136,2460900,38.559174
"2007-01-26",55.231728,55.258469,54.358288,54.786095,2295900,38.490295
"2007-01-29",54.982174,55.115864,54.66132,54.79501,2213200,38.496563
"2007-01-30",55.080215,55.240643,54.848484,55.151516,1797100,38.747021
"2007-01-31",55.080215,55.47237,54.768272,55.365417,2568200,38.897312
"2007-02-01",56.042782,56.381462,55.704102,56.292336,2422700,39.548519
"2007-02-02",56.506237,56.622105,56.301247,56.470589,2317300,39.673748
"2007-02-05",56.372547,56.524063,56.221035,56.381462,2034000,39.611137
"2007-02-06",56.5508,56.68449,56.41711,56.595364,2362500,39.761414
"2007-02-07",56.729053,57.317291,56.595364,57.228165,2341800,40.205994
"2007-02-08",57.35294,57.379681,56.711231,56.844921,3542100,39.936752
"2007-02-09",57.130123,57.433155,56.051693,56.434937,2647000,39.648705
"2007-02-12",56.996433,57.040997,56.372547,56.5508,2756600,39.73011
"2007-02-13",56.862743,57.905525,56.595364,57.798573,4104300,40.606731
"2007-02-14",57.308376,58.636364,57.263813,58.235294,4290500,40.913559
"2007-02-15",58.074867,58.217468,57.35294,57.860962,2596700,40.650566
"2007-02-16",57.620319,58.039215,57.575756,57.798573,2936600,40.606731
"2007-02-20",57.887699,58.565063,57.504456,58.475937,2161400,41.082619
"2007-02-21",58.475937,58.475937,58.163994,58.38681,1865300,41.020008
"2007-02-22",58.377895,59.046345,58.377895,58.752228,2388600,41.276733
"2007-02-23",58.805702,58.805702,57.994652,58.163994,2699600,40.863468
"2007-02-26",58.163994,58.422459,57.994652,58.217468,2155100,40.901028
"2007-02-27",57.932262,57.932262,55.365417,55.971481,4981400,39.323097
"2007-02-28",56.069519,56.595364,55.855614,56.292336,4559800,39.548519
"2007-03-01",56.060608,56.506237,55.525848,56.327984,3651400,39.573566
"2007-03-02",56.105171,56.256683,55.409981,55.686275,3354500,39.122742
"2007-03-05",55.169342,55.855614,54.884136,54.964348,2798200,38.615532
"2007-03-06",55.142601,55.570412,54.714794,55.463459,2416500,38.966183
"2007-03-07",55.258469,55.499107,54.991089,55.106953,2538000,38.715733
"2007-03-08",55.436722,55.828876,55.258469,55.40107,1796700,38.922348
"2007-03-09",55.704102,56.07843,55.623886,55.846703,2484500,39.235428
"2007-03-12",56.060608,56.194298,55.748665,56.194298,1982600,39.479637
"2007-03-13",55.73975,55.802139,54.197861,54.295898,3442800,38.145905
"2007-03-14",54.322639,55.071301,53.805702,54.910873,5010400,38.577965
"2007-03-15",54.839573,55.516933,54.786095,55.285206,3732300,38.84095
"2007-03-16",55.543671,55.614975,54.875221,55.053474,3833400,38.678143
"2007-03-19",55.285206,55.900177,55.285206,55.748665,2245700,39.166569
"2007-03-20",55.748665,56.167557,55.677361,56.149734,2377500,39.448334
"2007-03-21",55.926918,57.245991,55.864529,56.862743,2615100,39.949261
"2007-03-22",56.862743,57.032085,56.354725,56.559715,2542200,39.736362
"2007-03-23",56.595364,58.155079,56.4795,56.68449,2473500,39.824024
"2007-03-26",56.81818,57.281639,56.319073,57.237076,3898600,40.212254
"2007-03-27",57.878788,57.878788,56.657753,56.836006,3246100,39.93047
"2007-03-28",56.506237,56.81818,56.105171,56.470589,2648200,39.673748
"2007-03-29",56.631016,56.800358,55.989304,56.452763,2505900,39.661228
