"","MET.Open","MET.High","MET.Low","MET.Close","MET.Volume","MET.Adjusted"
"2001-03-21",24.197861,24.910873,24.117647,24.670231,1979900,16.278368
"2001-03-22",24.509804,24.509804,22.727272,23.217468,3851800,15.31978
"2001-03-23",23.529411,24.509804,23.440285,24.509804,2600300,16.172514
"2001-03-26",24.73262,24.955437,24.064171,24.688057,2616500,16.290123
"2001-03-27",24.46524,25,24.286987,24.83066,1193000,16.384226
"2001-03-28",24.955437,25.40107,24.73262,25,1642000,16.495964
"2001-03-29",24.955437,26.292336,24.821747,25.329769,1727500,16.713558
"2001-03-30",25.757576,26.809269,25.579323,26.782532,2024800,17.672144
"2001-04-02",26.648842,27.201426,26.327986,27.005348,2532600,17.81917
"2001-04-03",27.049911,27.049911,25.623886,26.17647,2009200,17.272243
"2001-04-04",25.953653,26.363636,25.713013,25.989305,1464300,17.148752
"2001-04-05",26.069519,26.737968,25.935829,26.737968,2197100,17.64274
"2001-04-06",26.515152,26.666666,25.757576,26.44385,2525900,17.448669
"2001-04-09",26.44385,26.711229,26.069519,26.693405,934500,17.613335
"2001-04-10",26.737968,26.746881,26.292336,26.693405,2609800,17.613335
"2001-04-11",26.604279,26.604279,25.552586,25.935829,2305500,17.113457
"2001-04-12",26.158646,26.639929,25.891266,26.604279,3603100,17.554529
"2001-04-16",26.604279,26.960785,26.488413,26.960785,1271500,17.78977
"2001-04-17",26.827095,27.522282,26.622103,26.862745,993100,17.725073
"2001-04-18",27.361855,27.584671,26.604279,26.737968,1316500,17.64274
"2001-04-19",26.559715,26.916222,26.417112,26.417112,1641200,17.431028
"2001-04-20",26.417112,26.737968,25.623886,25.891266,2156400,17.084061
"2001-04-23",26.114082,26.292336,25.347593,25.766489,1342200,17.001722
"2001-04-24",25.766489,25.980392,25.13369,25.40107,1153500,16.760603
"2001-04-25",25.40107,25.623886,25.178253,25.490196,1888100,16.819412
"2001-04-26",25.802139,26.292336,25.597149,25.748663,2228800,16.98996
"2001-04-27",25.757576,26.051693,25.623886,25.918003,782300,17.1017
"2001-04-30",25.935829,26.381462,25.356506,25.846703,1069000,17.054649
"2001-05-01",25.757576,26.292336,25.445633,26.292336,968100,17.348696
"2001-05-02",26.292336,26.470589,25.294117,25.882353,1547600,17.078173
"2001-05-03",25.614973,25.846703,25.30303,25.802139,1104800,17.025246
"2001-05-04",25.445633,26.381462,25.40107,26.381462,1531600,17.407509
"2001-05-07",26.336899,26.44385,25.819963,26.051693,1720100,17.189913
"2001-05-08",26.060606,26.559715,25.40107,25.490196,2996100,16.819412
"2001-05-09",25.490196,25.802139,25.356506,25.757576,2165100,16.99584
"2001-05-10",25.891266,25.935829,25.40107,25.7041,2027100,16.960556
"2001-05-11",25.846703,26.024956,25.57041,25.811052,1179500,17.031122
"2001-05-14",25.935829,26.203209,25.579323,26.203209,1091800,17.289888
"2001-05-15",26.426025,26.916222,26.212122,26.782532,1577100,17.672144
"2001-05-16",27.406418,27.736185,27.352942,27.540108,2551700,18.172029
"2001-05-17",27.602495,28.172905,27.183601,27.852051,4032800,18.377853
"2001-05-18",27.896614,27.896614,27.495544,27.860962,1346800,18.383736
"2001-05-21",27.807487,27.860962,27.272728,27.629234,2052300,18.230829
"2001-05-22",27.540108,27.540108,26.960785,27.103386,3412500,17.883858
"2001-05-23",27.406418,27.495544,26.960785,27.495544,1325500,18.142611
"2001-05-24",27.540108,28.012478,27.317291,27.807487,1456400,18.348454
"2001-05-25",27.807487,28.431372,27.718361,27.976828,1480100,18.460194
"2001-05-29",28.074867,28.431372,27.486631,28.048128,4127900,18.507233
"2001-05-30",28.163992,28.440285,27.878788,28.012478,952800,18.483715
"2001-05-31",28.074867,28.645277,28.074867,28.386808,2256700,18.730707
"2001-06-01",28.030304,28.404634,27.878788,28.360071,858800,18.713066
"2001-06-04",28.351158,28.591801,28.253119,28.55615,1111900,18.842451
"2001-06-05",28.698751,28.983957,28.431372,28.85918,1561200,19.0424
"2001-06-06",28.85918,28.868093,28.342245,28.493761,1218300,18.801281
"2001-06-07",28.520498,28.743315,28.110518,28.110518,3731000,18.548397
"2001-06-08",28.074867,28.110518,27.852051,28.057041,526800,18.513115
"2001-06-11",28.074867,28.199644,27.762924,27.771835,1031100,18.324926
"2001-06-12",28.021391,28.021391,27.183601,27.433155,2619500,18.10145
"2001-06-13",27.406418,27.557932,27.112299,27.397505,1335500,18.077925
"2001-06-14",27.361855,27.406418,26.666666,26.693405,1274100,17.613335
"2001-06-15",26.470589,26.800356,26.408199,26.648842,3119900,17.583931
"2001-06-18",26.737968,27.139038,26.497326,26.827095,1304300,17.701546
"2001-06-19",26.960785,27.317291,26.853832,27.049911,911700,17.848577
"2001-06-20",27.005348,27.700535,26.960785,27.629234,1296000,18.230829
"2001-06-21",27.611408,27.852051,27.361855,27.807487,1099400,18.348454
"2001-06-22",27.718361,27.762924,27.094475,27.228165,1051600,17.96619
"2001-06-25",27.495544,27.736185,26.889482,27.174688,814000,17.930897
"2001-06-26",27.094475,27.682709,26.657755,27.326202,2003700,18.030878
"2001-06-27",27.272728,27.531195,27.076649,27.317291,2082900,18.025
"2001-06-28",27.540108,27.584671,27.005348,27.139038,1546500,17.907383
"2001-06-29",27.094475,27.611408,26.648842,27.611408,2075800,18.21907
"2001-07-02",27.406418,28.342245,27.228165,28.119431,1195000,18.554285
"2001-07-03",28.030304,28.190731,27.834225,28.163992,445800,18.583685
"2001-07-05",27.896614,28.520498,27.896614,28.413548,1666800,18.748356
"2001-07-06",28.413548,28.413548,27.620321,27.620321,1033200,18.224953
"2001-07-09",27.852051,28.083778,27.620321,27.825312,789100,18.360212
"2001-07-10",27.825312,27.896614,27.540108,27.647058,3360900,18.242594
"2001-07-11",27.495544,27.620321,27.049911,27.094475,1216600,17.877975
"2001-07-12",27.183601,27.834225,26.916222,27.762924,827100,18.319046
"2001-07-13",27.629234,28.163992,27.629234,27.852051,490600,18.377853
"2001-07-16",27.852051,28.119431,27.664885,28.119431,6698400,18.554285
"2001-07-17",27.985741,28.208555,27.789661,27.896614,1200900,18.407261
"2001-07-18",27.852051,27.985741,27.450981,27.584671,1236700,18.201433
"2001-07-19",27.896614,28.074867,27.183601,27.406418,1281800,18.083809
"2001-07-20",27.272728,27.495544,26.720142,26.782532,1909700,17.672144
"2001-07-23",26.782532,26.836008,26.452763,26.470589,1342100,17.466314
"2001-07-24",26.247772,26.604279,25.222816,25.846703,3326100,17.054649
"2001-07-25",25.980392,26.203209,25.713013,26.078432,2121700,17.20755
"2001-07-26",25.713013,26.024956,25.40107,25.668449,1337900,16.937035
"2001-07-27",25.668449,25.935829,25.579323,25.784313,1233600,17.013481
"2001-07-30",25.713013,25.819963,25.427807,25.713013,1135000,16.966433
"2001-07-31",25.802139,26.648842,25.784313,26.426025,1398200,17.436905
"2001-08-01",26.631016,26.782532,26.247772,26.319073,1015900,17.366337
"2001-08-02",26.381462,26.515152,26.203209,26.247772,921200,17.319288
"2001-08-03",26.203209,26.426025,25.7754,26.051693,1266500,17.189913
"2001-08-06",26.274509,26.604279,25.882353,26.131907,1345300,17.242836
"2001-08-07",26.381462,26.541889,25.668449,25.891266,1820400,17.084061
"2001-08-08",25.47237,25.802139,25.311943,25.409983,4057400,16.766485
"2001-08-09",25.588236,25.588236,25.222816,25.508022,1691400,16.831171
"2001-08-10",25.623886,25.668449,25.311943,25.490196,1080000,16.819412
"2001-08-13",25.53476,26.149733,25.508022,25.900179,1717600,17.089933
"2001-08-14",25.846703,26.381462,25.846703,26.247772,1920300,17.319288
"2001-08-15",26.292336,26.506239,26.00713,26.069519,2128300,17.201674
"2001-08-16",26.292336,26.399286,26.114082,26.274509,1545500,17.336927
"2001-08-17",26.203209,26.470589,25.53476,25.944742,2367600,17.119343
"2001-08-20",25.953653,26.336899,25.953653,26.158646,925800,17.260479
"2001-08-21",26.336899,26.782532,25.935829,26.17647,2191700,17.272243
"2001-08-22",26.426025,26.559715,26.024956,26.203209,1703300,17.289888
"2001-08-23",26.292336,27.005348,26.185383,26.827095,1936200,17.701546
"2001-08-24",26.782532,27.299465,26.648842,27.094475,1455600,17.877975
"2001-08-27",27.005348,27.085562,26.515152,26.782532,931700,17.672144
"2001-08-28",26.791445,27.183601,26.693405,26.907309,1287000,17.754475
"2001-08-29",26.916222,27.183601,26.880569,26.996435,1718500,17.813286
"2001-08-30",26.916222,27.424242,26.916222,27.344028,2990100,18.042639
"2001-08-31",27.406418,27.584671,27.139038,27.183601,2753200,17.936785
"2001-09-04",26.827095,27.272728,26.737968,26.782532,1308100,17.672144
"2001-09-05",26.916222,26.916222,26.301249,26.470589,1348700,17.466314
"2001-09-06",26.470589,26.559715,25.962566,25.962566,2582700,17.131102
"2001-09-07",25.757576,25.757576,25.089127,25.222816,1777600,16.642982
"2001-09-10",25.222816,25.83779,25.222816,25.668449,1385100,16.937035
"2001-09-17",23.573975,24.420677,22.549019,23.983957,5010500,15.825534
"2001-09-18",24.019608,24.376114,23.573975,23.885918,3243400,15.760848
"2001-09-19",23.885918,24.108734,23.573975,23.787878,3748600,15.69616
"2001-09-20",23.618538,23.796791,23.484848,23.55615,4321900,15.543255
"2001-09-21",22.415329,22.727272,22.103386,22.459892,4843200,14.819898
"2001-09-24",23.172905,23.582888,22.950089,23.55615,1842400,15.543255
"2001-09-25",23.618538,24.59893,23.172905,24.064171,4608500,15.878468
"2001-09-26",24.064171,24.286987,23.885918,24.064171,3227000,15.878468
"2001-09-27",24.099821,25.026737,24.064171,25.026737,4016700,16.513605
"2001-09-28",25.044563,26.631016,25.044563,26.470589,4275700,17.466314
"2001-10-01",26.292336,26.292336,25.178253,25.846703,1873200,17.054649
"2001-10-02",25.757576,25.846703,25.178253,25.846703,1415600,17.054649
"2001-10-03",25.178253,25.846703,25.178253,25.677362,2044000,16.942913
"2001-10-04",25.579323,25.757576,25.347593,25.561497,2304100,16.866459
"2001-10-05",25.53476,25.668449,24.86631,25.64171,2377600,16.919386
"2001-10-08",25.285206,25.294117,24.019608,24.12656,1530800,15.919629
"2001-10-09",24.197861,24.331551,23.912657,24.055258,2284600,15.872585
"2001-10-10",23.975044,24.269163,23.796791,24.046347,1885500,15.866702
"2001-10-11",24.064171,24.509804,23.930481,24.340464,1933200,16.060776
"2001-10-12",24.286987,24.331551,23.752228,23.930481,1706400,15.790249
"2001-10-15",23.930481,24.153297,23.841354,23.894831,1334900,15.766735
"2001-10-16",23.975044,24.242424,23.306595,23.511587,2430100,15.513852
"2001-10-17",23.707664,23.707664,23.440285,23.529411,3785900,15.525608
"2001-10-18",23.618538,23.752228,22.816399,22.994652,1401900,15.172761
"2001-10-19",22.950089,22.985741,22.014259,22.860962,2438100,15.084544
"2001-10-22",22.950089,23.422461,22.798574,23.172905,2170300,15.290371
"2001-10-23",23.841354,24.242424,23.618538,24.073084,7229600,15.884343
"2001-10-24",24.197861,24.331551,23.707664,24.251337,3294700,16.001961
"2001-10-25",24.064171,24.322638,23.440285,24.278074,1514300,16.019611
"2001-10-26",24.286987,24.643494,24.188948,24.46524,1385700,16.143108
"2001-10-29",24.242424,24.420677,23.99287,24.26025,1677600,16.007851
"2001-10-30",24.108734,24.509804,23.930481,24.197861,1219700,15.966679
"2001-10-31",24.064171,24.331551,23.778967,23.975044,1411000,15.81966
"2001-11-01",23.805704,24.39394,23.68984,24.331551,1318300,16.054892
"2001-11-02",24.064171,24.509804,23.841354,24.171124,1937100,16.081223
"2001-11-05",24.39394,25.044563,24.331551,24.86631,4122500,16.543739
"2001-11-06",25.311943,25.40107,24.688057,24.955437,2617400,16.603031
"2001-11-07",25,25.356506,24.420677,24.554367,2449600,16.336193
"2001-11-08",24.643494,25.178253,24.59893,24.777184,2103600,16.484438
"2001-11-09",24.554367,24.803921,24.35829,24.545454,1092900,16.330271
"2001-11-12",24.509804,24.73262,24.188948,24.42959,1413700,16.253183
"2001-11-13",24.509804,24.777184,24.420677,24.688057,1371700,16.42514
"2001-11-14",24.688057,24.79501,24.500891,24.643494,1675400,16.395493
"2001-11-15",24.643494,24.910873,24.59893,24.679144,2226200,16.419209
"2001-11-16",24.73262,24.76827,24.402851,24.590017,1322500,16.359913
"2001-11-19",24.688057,24.688057,24.331551,24.509804,1624200,16.306549
"2001-11-20",24.500891,25.213903,24.367201,24.509804,2208600,16.306549
"2001-11-21",24.554367,24.554367,23.966131,23.975044,2054900,15.950768
"2001-11-23",23.885918,24.046347,23.752228,24.019608,796900,15.980417
"2001-11-26",24.064171,24.634581,23.770054,24.59893,1988200,16.365845
"2001-11-27",24.242424,24.509804,24.099821,24.278074,2034400,16.152378
"2001-11-28",24.242424,24.349377,24.108734,24.286987,1582600,16.158312
"2001-11-29",24.286987,24.509804,24.180037,24.349377,6930800,16.199818
"2001-11-30",24.420677,24.509804,24.322638,24.447414,1624600,16.265036
"2001-12-03",24.331551,24.376114,23.903744,24.037434,1984100,15.992281
"2001-12-04",24.064171,24.73262,24.046347,24.73262,3715900,16.454786
"2001-12-05",24.955437,25.187166,24.803921,24.937611,4489000,16.591173
"2001-12-06",25.026737,25.320856,24.910873,25.106953,2495800,16.703836
"2001-12-07",25.106953,25.53476,24.991087,25.33868,2637300,16.858009
"2001-12-10",25.552586,26.470589,25.53476,25.53476,3945800,16.988459
"2001-12-11",25.891266,26.105169,25.846703,25.953653,4034400,17.267151
"2001-12-12",26.069519,26.122995,25.579323,25.677362,3243800,17.08333
"2001-12-13",25.409983,25.793226,25.392157,25.793226,3116000,17.160418
"2001-12-14",25.668449,26.969696,25.668449,26.568628,3889700,17.6763
"2001-12-17",26.568628,27.352942,26.470589,27.139038,4376900,18.055794
"2001-12-18",27.183601,27.629234,26.996435,27.397505,3746400,18.227755
"2001-12-19",27.584671,27.843138,27.272728,27.700535,3741300,18.429361
"2001-12-20",27.852051,28.520498,27.647058,28.074867,3481200,18.678411
"2001-12-21",28.074867,28.137255,27.361855,27.361855,5065300,18.204041
"2001-12-24",27.629234,27.754011,27.317291,27.361855,566700,18.204041
"2001-12-26",27.584671,27.896614,27.361855,27.361855,1942700,18.204041
"2001-12-27",27.673798,27.852051,27.442068,27.450981,3063500,18.263332
"2001-12-28",27.540108,28.253119,27.522282,27.994652,1318300,18.625044
"2001-12-31",28.253119,28.502674,28.074867,28.235294,1345500,18.785145
"2002-01-02",28.030304,28.181818,27.450981,27.655972,1694100,18.399719
"2002-01-03",27.540108,27.896614,27.210339,27.771835,1874500,18.476805
"2002-01-04",27.584671,27.709448,27.361855,27.575758,1803500,18.346342
"2002-01-07",27.611408,27.629234,26.782532,27.049911,1540200,17.996506
"2002-01-08",27.005348,27.228165,26.827095,26.969696,1294600,17.943127
"2002-01-09",26.978609,27.629234,26.978609,27.049911,1061400,17.996506
"2002-01-10",27.049911,27.370766,26.827095,27.281639,1282500,18.150667
"2002-01-11",27.005348,27.139038,26.791445,27.049911,3294800,17.996506
"2002-01-14",26.996435,27.174688,26.916222,27.121212,1707500,18.04394
"2002-01-15",27.094475,27.379679,27.094475,27.361855,1840700,18.204041
"2002-01-16",27.361855,27.361855,26.871658,26.871658,983000,17.877905
"2002-01-17",26.871658,27.049911,26.782532,26.942959,1170400,17.925341
"2002-01-18",26.737968,27.032085,26.737968,26.791445,1287600,17.824539
"2002-01-22",26.960785,27.005348,26.559715,26.827095,1223400,17.848259
"2002-01-23",26.782532,26.916222,26.541889,26.729055,1586000,17.783033
"2002-01-24",26.737968,27.049911,26.648842,26.693405,1826800,17.759314
"2002-01-25",26.729055,27.094475,26.631016,26.978609,1066600,17.949064
"2002-01-28",27.005348,27.049911,26.336899,26.737968,1131700,17.788963
"2002-01-29",26.782532,27.005348,25.614973,25.686274,2452200,17.089264
"2002-01-30",25.891266,26.461676,25.668449,26.203209,2855100,17.433184
"2002-01-31",26.336899,27.165775,26.087343,27.076649,1746900,18.01429
"2002-02-01",27.049911,27.183601,26.604279,26.844919,1747100,17.860119
"2002-02-04",26.827095,26.889482,25.846703,26.069519,2031800,17.344236
"2002-02-05",26.087343,26.292336,25.40107,25.552586,2206000,17.000319
"2002-02-06",25.730837,26.149733,25.490196,25.784313,2082200,17.154488
"2002-02-07",25.846703,26.158646,25.40107,25.83779,2307700,17.190067
"2002-02-08",25.891266,26.515152,25.802139,26.336899,1580800,17.522131
"2002-02-11",26.390375,26.782532,26.283422,26.354723,2001600,17.533987
"2002-02-12",26.559715,27.317291,26.524065,27.067736,2239000,18.008354
"2002-02-13",27.183601,27.852051,26.960785,27.361855,1299200,18.204041
"2002-02-14",27.540108,28.342245,27.388592,28.021391,1907600,18.642834
"2002-02-15",27.985741,28.074867,27.442068,27.549019,1702700,18.32856
"2002-02-19",27.549019,27.549019,26.960785,27.049911,1215100,17.996506
"2002-02-20",27.272728,27.762924,27.103386,27.673798,1892800,18.411573
"2002-02-21",27.673798,28.217468,27.450981,27.620321,1748000,18.375996
"2002-02-22",27.495544,27.852051,26.827095,27.513369,1449300,18.304842
"2002-02-25",27.299465,27.896614,27.228165,27.896614,2002600,18.559816
"2002-02-26",28.074867,28.458111,27.718361,28.306595,1410000,18.832582
"2002-02-27",28.306595,29.135473,28.297682,28.698751,2046500,19.093483
"2002-02-28",28.698751,28.796791,28.297682,28.413548,1898300,18.903736
"2002-03-01",28.413548,28.55615,28.030304,28.431372,1792200,18.91559
"2002-03-04",28.743315,29.946524,28.654188,29.679144,2313100,19.745749
"2002-03-05",29.411764,29.420677,29.144384,29.251337,2265300,19.461123
"2002-03-06",28.565062,29.590017,28.333334,29.233511,3712100,19.449265
"2002-03-07",29.233511,29.233511,28.654188,29.010695,1750900,19.301027
"2002-03-08",29.16221,29.376114,28.431372,28.734404,2758100,19.117208
"2002-03-11",28.743315,28.877005,28.342245,28.431372,1414800,18.91559
"2002-03-12",28.208555,28.770054,28.030304,28.725491,2577900,19.111275
"2002-03-13",28.725491,28.725491,27.985741,28.235294,1392100,18.785145
"2002-03-14",28.074867,28.966131,27.967915,27.994652,1888800,18.625044
"2002-03-15",27.985741,27.994652,27.780748,27.869875,2869400,18.542028
"2002-03-18",27.985741,27.985741,27.361855,27.424242,3372300,18.245546
"2002-03-19",27.495544,27.602495,26.960785,26.987522,1954400,17.954996
"2002-03-20",27.049911,27.174688,26.711229,26.827095,3568400,17.848259
"2002-03-21",26.871658,27.397505,26.791445,27.272728,1766400,18.144745
"2002-03-22",27.450981,27.495544,26.782532,27.049911,2222300,17.996506
"2002-03-25",27.228165,27.406418,26.880569,27.049911,4432300,17.996506
"2002-03-26",27.450981,27.575758,26.827095,27.067736,3417900,18.008354
"2002-03-27",27.513369,27.985741,27.361855,27.807487,7539200,18.500523
"2002-03-28",27.896614,28.395721,27.629234,28.074867,2378000,18.678411
"2002-04-01",28.074867,28.074867,27.344028,27.611408,1581900,18.370066
"2002-04-02",27.611408,28.119431,27.593582,27.816399,1727700,18.506449
"2002-04-03",27.994652,28.163992,27.540108,27.807487,1277300,18.500523
"2002-04-04",28.119431,28.565062,27.914438,28.101604,1109200,18.696199
"2002-04-05",28.101604,28.966131,28.101604,28.805704,2186700,19.16464
"2002-04-08",28.832441,29.411764,28.573975,29.180037,1651500,19.413691
"2002-04-09",29.046347,29.679144,28.877005,29.420677,1320500,19.573788
"2002-04-10",29.206774,29.786097,29.108734,29.679144,1972000,19.745749
"2002-04-11",29.59893,29.670231,29.12656,29.278074,1811000,19.478914
"2002-04-12",29.411764,30.258467,29.411764,29.982174,2294700,19.947357
"2002-04-15",30.43672,30.43672,29.402851,29.652407,2234400,19.727959
"2002-04-16",30.03565,30.57041,29.946524,30.392157,2524800,20.220123
"2002-04-17",30.258467,30.757576,30.213903,30.632799,1468200,20.38022
"2002-04-18",30.525846,30.668449,29.679144,30.258467,2627700,20.131172
"2002-04-19",30.347593,30.83779,30.16934,30.748663,1440000,20.457302
"2002-04-22",30.748663,30.918003,30.490196,30.819963,1838600,20.504744
"2002-04-23",30.525846,30.597149,29.821747,29.982174,2438200,19.947357
"2002-04-24",29.857397,30.392157,29.857397,30.053476,1667000,19.994795
"2002-04-25",29.786097,30.16934,29.634581,29.982174,1418300,19.947357
"2002-04-26",29.982174,30.222816,29.634581,29.750446,1416900,19.79319
"2002-04-29",29.857397,30.09804,29.411764,30.089127,1487800,20.018509
"2002-04-30",29.955437,30.632799,29.955437,30.427807,2861600,20.243839
"2002-05-01",30.43672,30.499109,29.90196,30.454546,1921200,20.261629
"2002-05-02",30.258467,30.40107,29.991087,30.392157,1790000,20.220123
"2002-05-03",30.481283,30.83779,30.213903,30.43672,2306100,20.249771
"2002-05-06",30.793226,31.060606,30.311943,30.43672,1405400,20.249771
"2002-05-07",30.392157,30.40107,28.235294,28.395721,4769100,18.89188
"2002-05-08",28.654188,28.832441,28.021391,28.422461,5404000,18.909668
"2002-05-09",28.431372,28.787878,28.244207,28.279858,2462000,18.814795
"2002-05-10",28.458111,28.609625,28.181818,28.297682,2348600,18.826651
"2002-05-13",28.520498,29.081997,27.762924,28.654188,2083500,19.063841
"2002-05-14",29.135473,29.144384,28.244207,28.743315,1963000,19.123138
"2002-05-15",28.743315,28.877005,27.887701,28.288771,2432700,18.820724
"2002-05-16",28.467024,28.743315,28.288771,28.743315,1919900,19.123138
"2002-05-17",28.752228,29.144384,28.743315,29.010695,1255900,19.301027
"2002-05-20",29.099821,29.180037,27.896614,28.190731,1744700,18.755495
"2002-05-21",28.484848,28.565062,27.647058,27.825312,1940100,18.512383
"2002-05-22",27.985741,28.101604,27.272728,27.647058,2361000,18.393785
"2002-05-23",27.985741,28.074867,27.406418,28.074867,2782300,18.678411
"2002-05-24",28.226381,28.297682,27.914438,28.199644,2040400,18.761427
"2002-05-28",28.190731,28.199644,27.183601,27.673798,3626400,18.411573
"2002-05-29",27.673798,28.163992,27.673798,27.959002,1359900,18.601324
"2002-05-30",27.807487,28.520498,27.673798,28.395721,2520500,18.89188
"2002-05-31",28.832441,29.616756,28.573975,29.616756,8054600,19.704247
"2002-06-03",29.500891,29.714794,28.520498,28.609625,2505900,19.034184
"2002-06-04",28.609625,28.618538,27.878788,28.360071,1816400,18.868156
"2002-06-05",28.484848,28.520498,28.288771,28.475935,1462000,18.945244
"2002-06-06",28.475935,28.475935,27.762924,27.869875,1389000,18.542028
"2002-06-07",27.860962,27.985741,27.406418,27.718361,2480000,18.441227
"2002-06-10",27.504456,28.288771,27.379679,28.172905,1174500,18.743637
"2002-06-11",28.315508,28.324421,27.424242,27.566845,1056400,18.340424
"2002-06-12",27.415329,27.762924,27.183601,27.281639,2266700,18.150667
"2002-06-13",27.228165,27.361855,26.426025,26.559715,1809600,17.670366
"2002-06-14",26.559715,26.729055,25.40107,26.452763,2177000,17.599213
"2002-06-17",26.737968,27.450981,26.515152,27.415329,1804200,18.239609
"2002-06-18",27.566845,27.566845,26.827095,27.121212,2247800,18.04394
"2002-06-19",27.121212,27.121212,26.327986,26.426025,3210800,17.581427
"2002-06-20",26.292336,26.301249,25.249554,25.463459,4055800,16.941021
"2002-06-21",26.14082,26.791445,26.14082,26.488413,5218100,17.622931
"2002-06-24",26.559715,26.755793,25.508022,25.668449,2951100,17.077404
"2002-06-25",26.158646,26.595366,25.552586,25.552586,2411700,17.000319
"2002-06-26",25.481283,25.481283,24.670231,24.955437,3807300,16.603031
"2002-06-27",25.26738,25.721926,25,25.721926,6791200,17.11298
"2002-06-28",25.721926,26.470589,25.632799,25.668449,2813900,17.077404
"2002-07-01",26.024956,26.247772,25.793226,26.203209,2504300,17.433184
"2002-07-02",26.426025,26.426025,25.516933,25.597149,2547500,17.029964
"2002-07-03",26.158646,26.158646,25.499109,25.757576,3516600,17.136696
"2002-07-05",26.069519,26.327986,25.935829,26.203209,1525100,17.433184
"2002-07-08",26.292336,26.488413,25.935829,26.363636,1270300,17.539917
