"","IRM.Open","IRM.High","IRM.Low","IRM.Close","IRM.Volume","IRM.Adjusted"
"2005-09-20",7.694246,7.778729,7.683686,7.702695,48046400,3.133199
"2005-09-21",7.734376,7.812522,7.734376,7.789289,112767000,3.168424
"2005-09-22",7.789289,7.850539,7.679462,7.755497,98858700,3.154678
"2005-09-23",7.757609,7.877996,7.734376,7.877996,86768100,3.204505
"2005-09-26",7.888556,7.975151,7.730152,7.763945,103837200,3.158115
"2005-09-27",7.766057,7.79985,7.571747,7.681574,104627500,3.124609
"2005-09-28",7.681574,7.825195,7.603428,7.685799,72543800,3.126327
"2005-09-29",7.645669,7.761833,7.645669,7.761833,61322400,3.157255
"2005-09-30",7.761833,7.772393,7.692135,7.751272,34507000,3.15296
"2005-10-03",7.719592,7.740712,7.673126,7.702695,115401100,3.133199
"2005-10-04",7.702695,7.759721,7.702695,7.728039,49679500,3.143509
"2005-10-05",7.728039,7.728039,7.525281,7.58442,75520400,3.08509
"2005-10-06",7.582307,7.635109,7.502048,7.569635,51918500,3.079075
"2005-10-07",7.563299,7.603428,7.423903,7.47248,73571100,3.039556
"2005-10-10",7.47248,7.578083,7.430239,7.552739,78681400,3.072203
"2005-10-11",7.518945,7.635109,7.495713,7.516834,46518600,3.057597
"2005-10-12",7.495713,7.504161,7.223256,7.34998,130152200,2.989729
"2005-10-13",7.307739,7.423903,7.307739,7.417566,65010200,3.01722
"2005-10-14",7.455584,7.569635,7.428127,7.514721,81394500,3.056738
"2005-10-17",7.540066,7.540066,7.447135,7.510497,51286400,3.055021
"2005-10-18",7.531618,7.632997,7.508385,7.599204,46281500,3.091104
"2005-10-19",7.603428,7.734376,7.546402,7.721704,41540100,3.140932
"2005-10-20",7.67735,7.780841,7.662566,7.751272,90008100,3.15296
"2005-10-21",7.74916,7.928686,7.711143,7.863212,112977700,3.198493
"2005-10-24",7.894893,7.966703,7.837867,7.958254,60084400,3.237153
"2005-10-25",7.958254,7.958254,7.835755,7.911789,57555600,3.218253
"2005-10-26",7.909677,8.118772,7.793514,7.795626,126885900,3.171002
"2005-10-27",7.797738,8.120884,7.797738,8.110324,214128300,3.29901
"2005-10-28",8.084978,8.435581,8.084978,8.228599,254430400,3.347119
"2005-10-31",8.207479,8.321529,8.129332,8.237047,143955100,3.350557
"2005-11-01",8.258167,8.511615,8.258167,8.448254,300106200,3.436468
"2005-11-02",8.437694,8.866442,8.437694,8.807304,345492300,3.582519
"2005-11-03",8.786183,8.893899,8.722821,8.88545,173720700,3.614305
"2005-11-04",8.938252,8.991054,8.838985,8.955149,262517200,3.642657
"2005-11-07",8.955149,9.064976,8.931915,9.054416,200957600,3.683035
"2005-11-08",8.982605,9.052303,8.92558,9.052303,223347700,3.682176
"2005-11-09",9.052303,9.523293,9.039631,9.445148,367171100,3.841971
"2005-11-10",9.419803,9.421914,9.208596,9.276182,220028700,3.773241
"2005-11-11",9.314199,9.33532,9.090321,9.145234,238098800,3.719977
"2005-11-14",9.176915,9.309976,9.115665,9.290967,155571500,3.779256
"2005-11-15",9.27407,9.358553,9.198036,9.219156,116744500,3.750046
"2005-11-16",9.219156,9.257174,9.124113,9.244501,181781100,3.760355
"2005-11-17",9.250837,9.328984,9.246614,9.27407,96988500,3.772383
"2005-11-18",9.282518,9.367001,9.24239,9.356441,141083900,3.805888
"2005-11-21",9.377562,9.398682,9.276182,9.286742,113583500,3.777538
"2005-11-22",9.286742,9.377562,9.221269,9.250837,238177800,3.762933
"2005-11-23",9.265622,9.297302,9.21282,9.229716,100070500,3.754342
"2005-11-25",9.166355,9.198036,9.155795,9.183251,40934300,3.735441
"2005-11-28",9.136786,9.136786,8.891787,8.961485,277057600,3.645234
"2005-11-29",8.934028,8.97627,8.931915,8.950924,97620700,3.640938
"2005-11-30",8.99739,9.00795,8.699589,8.712261,578138500,3.543858
"2005-12-01",8.743942,8.813641,8.712261,8.765063,414032300,3.565336
"2005-12-02",8.722821,8.965709,8.722821,8.965709,170401700,3.646951
"2005-12-05",8.944589,8.978381,8.788296,8.906571,106734800,3.622897
"2005-12-06",8.902347,9.056527,8.902347,8.993166,98648100,3.65812
"2005-12-07",8.991054,9.198036,8.980494,9.13045,166029100,3.713964
"2005-12-08",9.113553,9.250837,9.102993,9.21282,187813300,3.747468
"2005-12-09",9.208596,9.271958,9.153683,9.233941,140188200,3.756059
"2005-12-12",9.265622,9.324759,9.236053,9.303639,153938400,3.784412
"2005-12-13",9.303639,9.343768,9.187475,9.293078,128966900,3.780114
"2005-12-14",9.261397,9.343768,9.244501,9.314199,79445300,3.788706
"2005-12-15",9.305751,9.333208,9.255061,9.326872,81552600,3.79386
"2005-12-16",9.33532,9.341656,9.24239,9.293078,81025700,3.780114
"2005-12-19",9.293078,9.305751,9.105104,9.145234,118746400,3.719977
"2005-12-20",9.109329,9.126225,9.043856,9.100881,104706500,3.701935
"2005-12-21",9.075536,9.286742,9.050192,9.145234,120906400,3.719977
"2005-12-22",9.143122,9.183251,9.077648,9.122002,63008300,3.710527
"2005-12-23",9.13045,9.168467,9.077648,9.115665,59504900,3.707949
"2005-12-27",9.113553,9.113553,8.980494,9.012175,56712700,3.665853
"2005-12-28",9.00795,9.010062,8.921355,8.980494,87848100,3.652965
"2005-12-29",8.959373,9.003726,8.919244,8.955149,69066700,3.642657
"2005-12-30",8.955149,8.955149,8.838985,8.917131,57239500,3.627192
"2006-01-03",8.870667,8.931915,8.6489,8.881227,157968600,3.612586
"2006-01-04",8.849545,8.988941,8.841097,8.934028,106813800,3.634065
"2006-01-05",8.9467,8.980494,8.853769,8.940364,126332800,3.636643
"2006-01-06",8.948812,8.995277,8.853769,8.900235,111081100,3.620321
"2006-01-09",8.912907,8.927691,8.849545,8.879114,86056900,3.611727
"2006-01-10",8.853769,8.89601,8.775623,8.857994,83554500,3.603136
"2006-01-11",8.815752,8.904459,8.769287,8.860106,70278400,3.603995
"2006-01-12",8.828424,8.849545,8.657348,8.803081,117244900,3.5808
"2006-01-13",8.817864,8.910795,8.779847,8.807304,97963100,3.582519
"2006-01-17",8.712261,8.786183,8.693253,8.74183,61559500,3.555886
"2006-01-18",8.724934,8.847433,8.703813,8.815752,113372800,3.585955
"2006-01-19",8.798856,8.828424,8.74183,8.809416,66722300,3.583377
"2006-01-20",8.775623,8.817864,8.68058,8.710149,57213200,3.542999
"2006-01-23",8.68058,8.739717,8.596098,8.640451,72807200,3.514649
"2006-01-24",8.61933,8.729157,8.617218,8.699589,94881200,3.538704
"2006-01-25",8.701701,8.794632,8.693253,8.773511,84397400,3.568772
"2006-01-26",8.765063,8.857994,8.765063,8.830537,75704800,3.591969
"2006-01-27",8.830537,8.849545,8.769287,8.798856,54210300,3.579081
"2006-01-30",8.786183,8.828424,8.743942,8.805192,56422900,3.581659
"2006-01-31",8.765063,8.855882,8.65946,8.803081,49442500,3.5808
"2006-02-01",8.803081,8.9467,8.803081,8.9467,72807200,3.63922
"2006-02-02",8.9467,9.037519,8.927691,9.003726,84002300,3.662416
"2006-02-03",8.99739,9.039631,8.900235,9.020622,60426800,3.669288
"2006-02-06",9.01851,9.060752,8.957261,8.99739,58477600,3.659838
"2006-02-07",9.00795,9.064976,8.891787,8.955149,87821800,3.642657
"2006-02-08",8.944589,8.965709,8.765063,8.817864,111133800,3.586814
"2006-02-09",8.813641,8.934028,8.790407,8.834761,77021800,3.593687
"2006-02-10",8.849545,8.908684,8.805192,8.87489,44859100,3.61001
"2006-02-13",8.898123,8.910795,8.775623,8.809416,43436700,3.583377
"2006-02-14",8.817864,9.081872,8.777735,9.077648,145114100,3.692485
"2006-02-15",9.077648,9.328984,9.031183,9.261397,138397100,3.767228
"2006-02-16",9.261397,9.303639,9.229716,9.293078,77943800,3.780114
"2006-02-17",9.293078,9.328984,9.250837,9.257174,99148500,3.765511
"2006-02-21",9.219156,9.261397,9.094544,9.155795,66801400,3.724273
"2006-02-22",9.138898,9.472604,9.124113,9.45782,104127000,3.847126
"2006-02-23",9.440923,9.474716,9.347992,9.42825,80630600,3.835098
"2006-02-24",9.40713,9.434587,9.347992,9.398682,48546900,3.823071
"2006-02-27",9.333208,9.451484,9.299415,9.350104,140530700,3.803312
"2006-02-28",9.367001,9.369113,9.189588,9.229716,85108600,3.754342
"2006-03-01",9.155795,9.398682,8.99739,9.176915,200931200,3.732864
"2006-03-02",9.179028,9.288855,9.134674,9.26351,84371100,3.768087
"2006-03-03",9.26351,9.26351,8.712261,8.826312,336325500,3.59025
"2006-03-06",8.784072,9.037519,8.722821,8.927691,197744000,3.631488
"2006-03-07",8.891787,8.953036,8.891787,8.942476,73070700,3.637502
"2006-03-08",8.942476,8.944589,8.769287,8.864329,101308500,3.605714
"2006-03-09",8.845321,8.866442,8.771399,8.786183,45201600,3.573927
"2006-03-10",8.773511,8.870667,8.678469,8.849545,120669400,3.5997
"2006-03-13",8.843209,8.900235,8.809416,8.855882,52103000,3.602278
"2006-03-14",8.843209,8.849545,8.756615,8.807304,89771000,3.582519
"2006-03-15",8.809416,8.864329,8.794632,8.845321,77100900,3.597982
"2006-03-16",8.834761,8.853769,8.737606,8.809416,78786600,3.583377
"2006-03-17",8.830537,8.881227,8.767175,8.851658,62349800,3.600559
"2006-03-20",8.851658,8.864329,8.722821,8.74183,127096600,3.555886
"2006-03-21",8.701701,8.868554,8.65946,8.788296,54210300,3.574786
"2006-03-22",8.788296,8.788296,8.68058,8.703813,65774100,3.54042
"2006-03-23",8.65946,8.817864,8.634114,8.693253,63140000,3.536126
"2006-03-24",8.684805,8.724934,8.674244,8.69114,65062900,3.535266
"2006-03-27",8.674244,8.68058,8.520063,8.528512,119510300,3.469115
"2006-03-28",8.528512,8.568641,8.422909,8.448254,107156300,3.436468
"2006-03-29",8.492607,8.50528,8.329978,8.46515,157810500,3.443341
"2006-03-30",8.435581,8.492607,8.41446,8.452477,82737900,3.438186
"2006-03-31",8.448254,8.68058,8.439805,8.604546,110211800,3.500043
"2006-04-03",8.574977,8.629891,8.520063,8.574977,123198100,3.488016
"2006-04-04",8.585537,8.591874,8.520063,8.532736,72649200,3.470833
"2006-04-05",8.492607,8.615107,8.437694,8.600322,138528700,3.498323
"2006-04-06",8.555968,8.591874,8.524288,8.558081,37088400,3.481142
"2006-04-07",8.54752,8.585537,8.477822,8.490495,50443400,3.453651
"2006-04-10",8.490495,8.490495,8.391228,8.427133,76337000,3.427877
"2006-04-11",8.395452,8.41446,8.304633,8.329978,55105900,3.388357
"2006-04-12",8.329978,8.395452,8.327866,8.329978,42225000,3.388357
"2006-04-13",8.308857,8.389116,8.275064,8.36377,69962400,3.402104
"2006-04-17",8.336314,8.416573,8.306745,8.361659,62639500,3.401245
"2006-04-18",8.361659,8.501055,8.33209,8.458814,63903800,3.440763
"2006-04-19",8.45459,8.498942,8.416573,8.469374,38616200,3.44506
"2006-04-20",8.477822,8.553857,8.433469,8.444029,76679300,3.434751
"2006-04-21",8.444029,8.452477,8.340538,8.448254,86873500,3.436468
"2006-04-24",8.406013,8.437694,8.321529,8.406013,41276700,3.419286
"2006-04-25",8.427133,8.448254,8.256056,8.329978,119589400,3.388357
"2006-04-26",8.298297,8.361659,8.224375,8.317306,56475600,3.383203
"2006-04-27",8.306745,8.33209,8.213815,8.277176,63930200,3.366881
"2006-04-28",8.266616,8.36377,8.184245,8.258167,62981900,3.359146
"2006-05-01",8.279288,8.34265,8.14834,8.192694,94907600,3.332515
"2006-05-02",7.920237,7.922349,7.423903,7.698471,545212000,3.131481
"2006-05-03",7.698471,7.740712,7.586532,7.679462,254298700,3.12375
"2006-05-04",7.687911,7.823082,7.67735,7.814634,177408500,3.178733
"2006-05-05",7.81041,7.880108,7.719592,7.782953,372413100,3.165846
"2006-05-08",7.763945,7.81041,7.690023,7.719592,200667900,3.140073
"2006-05-09",7.719592,7.806186,7.704807,7.801962,198218100,3.173579
"2006-05-10",7.801962,7.966703,7.768169,7.949807,164027100,3.233716
"2006-05-11",8.120884,8.173685,8.055409,8.150453,264729900,3.315333
"2006-05-12",8.150453,8.171573,8.080754,8.171573,221056000,3.323924
"2006-05-15",8.171573,8.182133,8.080754,8.182133,164211500,3.328218
"2006-05-16",8.203254,8.215926,8.055409,8.084978,423304400,3.2887
"2006-05-17",8.093427,8.093427,7.850539,7.987824,159575500,3.249181
"2006-05-18",8.015281,8.211702,7.962479,8.110324,200588800,3.29901
"2006-05-19",8.110324,8.142004,8.036401,8.099763,104811900,3.294714
"2006-05-22",8.099763,8.099763,7.964591,7.989935,106392400,3.250039
"2006-05-23",7.989935,8.040626,7.875884,7.877996,157283700,3.204505
"2006-05-24",7.886444,7.888556,7.692135,7.776618,220134000,3.163269
"2006-05-25",7.776618,7.877996,7.711143,7.772393,128703400,3.161551
"2006-05-26",7.785065,7.907565,7.785065,7.905453,171587100,3.215675
"2006-05-30",7.920237,8.008944,7.87166,7.888556,277083900,3.208802
"2006-05-31",7.877996,7.907565,7.732264,7.801962,550111400,3.173579
"2006-06-01",7.797738,7.897005,7.761833,7.880108,150171600,3.205366
"2006-06-02",7.9836,7.996272,7.709032,7.761833,226956500,3.157255
"2006-06-05",7.740712,7.768169,7.540066,7.550627,225428700,3.071344
"2006-06-06",7.53373,7.592867,7.426015,7.546402,202985900,3.069625
"2006-06-07",7.567523,7.700583,7.542178,7.599204,93643200,3.091104
"2006-06-08",7.603428,7.662566,7.514721,7.550627,116718100,3.071344
"2006-06-09",7.552739,7.687911,7.54429,7.567523,95803200,3.078216
"2006-06-12",7.567523,7.567523,7.394334,7.423903,84186700,3.019797
"2006-06-13",7.423903,7.497825,7.318299,7.362652,136684900,2.994882
"2006-06-14",7.377438,7.415454,7.257049,7.326747,111845000,2.980277
"2006-06-15",7.358429,7.620325,7.352092,7.603428,111871400,3.092821
"2006-06-16",7.603428,7.66679,7.518945,7.565411,126912300,3.077358
"2006-06-19",7.561187,7.6161,7.504161,7.597092,122855600,3.090244
"2006-06-20",7.613988,7.643557,7.53373,7.62666,80577900,3.102272
"2006-06-21",7.618213,7.873772,7.618213,7.850539,260330900,3.193337
"2006-06-22",7.818858,7.829419,7.687911,7.734376,116402100,3.146087
"2006-06-23",7.719592,7.808298,7.698471,7.808298,82079400,3.176156
"2006-06-26",7.795626,7.87166,7.759721,7.842091,90403200,3.189902
"2006-06-27",7.804074,7.846315,7.768169,7.81041,70120400,3.177015
"2006-06-28",7.818858,7.852651,7.723816,7.831531,81104700,3.185606
"2006-06-29",7.867435,7.884332,7.715367,7.875884,118193300,3.203647
"2006-06-30",7.875884,8.011056,7.875884,7.894893,107472400,3.21138
"2006-07-03",7.909677,7.979375,7.844203,7.94347,52550700,3.23114
"2006-07-05",7.909677,7.981487,7.842091,7.842091,90455900,3.189902
"2006-07-06",7.844203,7.858988,7.67735,7.709032,121301600,3.135778
"2006-07-07",7.698471,7.747048,7.622437,7.643557,89586600,3.109143
"2006-07-10",7.662566,7.671014,7.582307,7.613988,44226900,3.097116
"2006-07-11",7.603428,7.620325,7.535841,7.609764,59373200,3.095399
"2006-07-12",7.611876,7.66679,7.521057,7.556962,64009200,3.073921
"2006-07-13",7.556962,7.603428,7.432351,7.445024,77601300,3.028387
"2006-07-14",7.398558,7.445024,7.265498,7.345756,122012800,2.988009
"2006-07-17",7.358429,7.47248,7.244377,7.379549,90008100,3.001755
"2006-07-18",7.379549,7.518945,7.375325,7.518945,114400100,3.058457
"2006-07-19",7.550627,7.613988,7.506273,7.527394,76890100,3.061893
"2006-07-20",7.527394,7.53373,7.385885,7.392222,73544800,3.006909
"2006-07-21",7.445024,7.457695,7.172567,7.26761,201326400,2.956222
"2006-07-24",7.261273,7.354205,7.261273,7.337308,96909500,2.984573
"2006-07-25",7.33942,7.434463,7.328859,7.379549,203275600,3.001755
"2006-07-26",7.381661,7.559074,7.284506,7.55485,128940500,3.073062
"2006-07-27",7.671014,8.467262,7.671014,8.365883,441664300,3.402963
"2006-07-28",8.365883,8.522176,8.357434,8.473598,200878600,3.446777
"2006-07-31",8.289848,8.65946,8.279288,8.65946,220423800,3.52238
"2006-08-01",8.627779,8.655235,8.190581,8.215926,206489300,3.341965
"2006-08-02",8.321529,8.321529,8.215926,8.237047,99965100,3.350557
"2006-08-03",8.237047,8.327866,8.222262,8.300409,78075400,3.37633
"2006-08-04",8.35321,8.448254,8.272952,8.315193,57213200,3.382344
"2006-08-07",8.300409,8.300409,8.068082,8.14834,81947600,3.314473
"2006-08-08",8.146228,8.20959,8.051186,8.074418,66722300,3.284405
"2006-08-09",8.095538,8.120884,7.913901,7.928686,69804300,3.225126
"2006-08-10",7.928686,8.046961,7.928686,7.9836,76626800,3.247463
"2006-08-11",7.985712,7.985712,7.839979,7.846315,63377000,3.191619
"2006-08-14",7.846315,7.920237,7.846315,7.911789,122065500,3.218253
"2006-08-15",7.951919,8.057522,7.951919,8.030065,60584900,3.266363
"2006-08-16",8.078642,8.207479,8.057522,8.196918,75731100,3.334233
"2006-08-17",8.19903,8.279288,8.194806,8.247607,82132100,3.354852
"2006-08-18",8.262392,8.277176,8.22015,8.27084,48994700,3.364302
"2006-08-21",8.27084,8.323642,8.24972,8.304633,59583900,3.378048
"2006-08-22",8.279288,8.310969,8.173685,8.173685,68434600,3.324783
"2006-08-23",8.205366,8.291961,8.175797,8.239159,64167300,3.351415
"2006-08-24",8.283513,8.329978,8.237047,8.329978,76811100,3.388357
"2006-08-25",8.298297,8.395452,8.251831,8.395452,63271600,3.41499
"2006-08-28",8.367995,8.498942,8.357434,8.412348,81262800,3.421863
"2006-08-29",8.422909,8.448254,8.372219,8.401788,56633700,3.417567
"2006-08-30",8.416573,8.621443,8.416573,8.60877,92984600,3.501762
"2006-08-31",8.60877,8.68058,8.50528,8.657348,120063500,3.521521
"2006-09-01",8.655235,8.724934,8.627779,8.65946,48336100,3.52238
"2006-09-05",8.606658,8.642563,8.530623,8.638339,78628700,3.513789
"2006-09-06",8.629891,8.646788,8.532736,8.587649,62455000,3.493169
"2006-09-07",8.589762,8.589762,8.450365,8.503167,44543000,3.458806
"2006-09-08",8.486271,8.600322,8.458814,8.591874,52524400,3.494888
"2006-09-11",8.553857,8.632003,8.498942,8.589762,51391700,3.494028
"2006-09-12",8.60877,8.701701,8.60877,8.68058,46545000,3.530971
"2006-09-13",8.653123,8.834761,8.653123,8.832649,58503900,3.592827
"2006-09-14",8.720709,8.857994,8.720709,8.857994,75256900,3.603136
"2006-09-15",8.851658,8.868554,8.750278,8.775623,44595700,3.569632
"2006-09-18",8.733382,8.828424,8.644675,8.661572,52656100,3.52324
"2006-09-19",8.661572,8.712261,8.570753,8.693253,58135200,3.536126
"2006-09-20",8.727046,8.771399,8.678469,8.699589,66011100,3.538704
"2006-09-21",8.701701,8.832649,8.682693,8.758726,61296100,3.562757
"2006-09-22",8.760839,8.834761,8.65946,8.815752,48546900,3.585955
"2006-09-25",8.828424,8.893899,8.712261,8.870667,60980000,3.608293
"2006-09-26",8.877003,9.01851,8.849545,8.93614,84450100,3.634924
"2006-09-27",8.944589,8.955149,8.843209,8.887563,51023000,3.615165
"2006-09-28",8.908684,9.339544,8.817864,9.214932,245895800,3.748327
"2006-09-29",9.214932,9.214932,8.978381,9.0692,131706400,3.689048
"2006-10-02",9.0692,9.122002,8.948812,8.955149,89744700,3.642657
"2006-10-03",8.955149,8.984717,8.855882,8.89601,95882200,3.6186
"2006-10-04",8.908684,8.988941,8.870667,8.891787,110448900,3.616883
"2006-10-05",8.862218,8.97627,8.564417,8.927691,210730300,3.631488
"2006-10-06",8.862218,8.864329,8.720709,8.737606,81895000,3.554167
"2006-10-09",8.739717,8.841097,8.682693,8.800968,67670700,3.579941
"2006-10-10",8.79252,8.834761,8.765063,8.824201,86214900,3.589391
"2006-10-11",8.817864,8.836873,8.722821,8.750278,75388600,3.559322
"2006-10-12",8.771399,8.822089,8.737606,8.762951,63851200,3.564478
"2006-10-13",8.775623,8.794632,8.65946,8.68058,58951700,3.530971
"2006-10-16",8.65946,8.724934,8.627779,8.68058,104917300,3.530971
"2006-10-17",8.682693,8.746055,8.621443,8.684805,71753500,3.53269
"2006-10-18",8.693253,8.754502,8.593986,8.67002,55448300,3.526675
"2006-10-19",8.638339,8.784072,8.629891,8.724934,60453100,3.549012
"2006-10-20",8.714374,8.779847,8.632003,8.769287,64404400,3.567053
"2006-10-23",8.743942,8.965709,8.701701,8.931915,215814000,3.633207
"2006-10-24",8.912907,8.923468,8.784072,8.819977,72412200,3.587674
"2006-10-25",8.845321,8.948812,8.819977,8.906571,65431600,3.622897
"2006-10-26",8.97627,9.071312,8.93614,9.071312,107235200,3.689907
"2006-10-27",9.075536,9.134674,8.967821,8.978381,77416900,3.652107
"2006-10-30",8.99739,9.187475,8.984717,9.149459,133365900,3.721695
"2006-10-31",9.102993,9.233941,8.988941,9.160019,164185100,3.72599
"2006-11-01",9.153683,9.155795,9.071312,9.086097,164106100,3.695921
"2006-11-02",9.081872,9.081872,9.010062,9.048079,168136400,3.680457
"2006-11-03",9.048079,9.113553,9.048079,9.090321,54183900,3.697639
"2006-11-06",9.077648,9.117778,9.031183,9.071312,75309600,3.689907
"2006-11-07",9.060752,9.210708,9.060752,9.170579,38221100,3.730286
"2006-11-08",9.124113,9.204372,9.071312,9.14101,71885300,3.718259
"2006-11-09",9.166355,9.168467,9.117778,9.126225,34638700,3.712244
"2006-11-10",9.128338,9.155795,9.083984,9.126225,41461100,3.712244
"2006-11-13",9.126225,9.185364,9.100881,9.164243,79814000,3.727709
"2006-11-14",9.153683,9.187475,9.081872,9.157907,83159300,3.725131
"2006-11-15",9.157907,9.181139,9.113553,9.155795,60584900,3.724273
"2006-11-16",9.176915,9.415579,9.164243,9.400794,111897700,3.823929
"2006-11-17",9.398682,9.40713,9.282518,9.360664,59794600,3.807607
"2006-11-20",9.314199,9.322647,9.210708,9.238165,61901900,3.757777
"2006-11-21",9.208596,9.25295,9.174803,9.238165,43831800,3.757777
"2006-11-22",9.229716,9.259286,9.170579,9.193811,59768300,3.739736
"2006-11-24",9.172691,9.174803,9.088208,9.138898,73729200,3.7174
"2006-11-27",9.14101,9.153683,9.075536,9.115665,89349600,3.707949
"2006-11-28",9.094544,9.155795,8.988941,9.105104,82105700,3.703654
"2006-11-29",9.090321,9.134674,9.035407,9.107217,67064800,3.704512
"2006-11-30",9.14101,9.145234,9.052303,9.102993,131363900,3.702794
"2006-12-01",9.062864,9.062864,8.891787,8.967821,63798500,3.647811
"2006-12-04",8.957261,9.026958,8.891787,8.969933,117429400,3.648669
"2006-12-05",8.940364,8.955149,8.891787,8.927691,64536100,3.631488
"2006-12-06",8.927691,8.969933,8.870667,8.915019,107683100,3.626333
"2006-12-07",8.915019,8.934028,8.803081,8.832649,49126400,3.592827
"2006-12-08",9.043856,9.113553,8.898123,8.993166,129441000,3.65812
"2006-12-11",8.959373,8.99739,8.906571,8.984717,88822700,3.654685
"2006-12-12",9.001614,9.016398,8.862218,8.881227,74335000,3.612586
"2006-12-13",8.934028,8.93614,8.832649,8.862218,37246500,3.604855
"2006-12-14",8.857994,8.917131,8.767175,8.800968,110659700,3.579941
"2006-12-15",8.817864,8.879114,8.779847,8.79252,117218600,3.576504
"2006-12-18",8.769287,8.817864,8.722821,8.752391,204671700,3.560181
"2006-12-19",8.718597,8.803081,8.67002,8.758726,206831700,3.562757
"2006-12-20",8.733382,8.809416,8.722821,8.78196,96488100,3.572209
"2006-12-21",8.775623,8.822089,8.743942,8.786183,89270600,3.573927
"2006-12-22",8.817864,8.88545,8.796743,8.826312,106603100,3.59025
"2006-12-26",8.817864,8.838985,8.794632,8.817864,62086300,3.586814
"2006-12-27",8.828424,8.843209,8.79252,8.811528,81394500,3.584236
"2006-12-28",8.817864,8.834761,8.771399,8.813641,64694100,3.585096
"2006-12-29",8.811528,8.813641,8.714374,8.73127,55738100,3.55159
"2007-01-03",13.106409,13.315504,12.921076,13.073144,89115500,5.31772
"2007-01-04",13.035127,13.163434,12.987605,13.016118,74118500,5.294523
"2007-01-05",12.992357,13.001863,12.849793,12.935331,53279600,5.261662
"2007-01-08",12.935331,12.963844,12.830785,12.906818,74247300,5.250063
"2007-01-09",12.906818,12.99711,12.887811,12.95434,43047500,5.269394
"2007-01-10",12.930579,12.992357,12.849793,12.978101,27465100,5.279059
"2007-01-11",12.930579,13.106409,12.930579,13.02087,41947000,5.296457
"2007-01-12",13.06364,13.134921,12.86405,12.925827,73088200,5.257795
"2007-01-16",12.921076,13.02087,12.740495,12.816528,112143600,5.213336
"2007-01-17",12.764256,12.82128,12.612185,12.664459,59027900,5.151481
"2007-01-18",12.659708,12.726237,12.569417,12.574169,44253300,5.114755
"2007-01-19",12.540904,12.545656,12.365075,12.417349,65092200,5.050963
"2007-01-22",12.417349,12.664459,12.417349,12.607434,200697200,5.128285
"2007-01-23",12.555161,12.578921,12.460117,12.483878,58723500,5.078025
"2007-01-24",12.583673,12.807024,12.5314,12.802272,184915800,5.207537
"2007-01-25",13.068392,13.068392,12.683469,12.702477,60245400,5.166945
"2007-01-26",12.711982,12.745246,12.640698,12.716733,53092300,5.172744
"2007-01-29",13.073144,13.35352,12.99711,13.234717,127620600,5.383442
"2007-01-30",13.163434,13.282238,12.97335,13.201452,53841500,5.369911
"2007-01-31",13.206204,13.377281,13.073144,13.296494,66075600,5.408571
"2007-02-01",13.291742,13.481828,13.282238,13.391538,67105800,5.447232
"2007-02-02",13.377281,13.567367,13.320255,13.543607,83016000,5.509089
"2007-02-05",13.534101,13.534101,13.344016,13.35352,38341200,5.431767
"2007-02-06",13.320255,13.339264,13.234717,13.305999,33342200,5.412436
"2007-02-07",13.305999,13.443811,13.234717,13.415298,20511000,5.456898
"2007-02-08",13.35352,13.46282,13.291742,13.420051,26633900,5.45883
"2007-02-09",13.467572,13.486581,13.267982,13.358273,33517800,5.433701
"2007-02-12",13.301247,13.372529,13.201452,13.286991,37240700,5.404705
"2007-02-13",13.325007,13.391538,13.244221,13.344016,27512000,5.427902
"2007-02-14",13.377281,13.524598,13.225212,13.500836,53115700,5.491692
"2007-02-15",13.519846,13.614888,13.382033,13.548359,44827000,5.51102
"2007-02-16",13.55311,13.776462,13.529349,13.738443,69587800,5.588343
"2007-02-20",13.671914,13.781214,13.591127,13.776462,54064000,5.603806
"2007-02-21",13.733692,13.804975,13.676666,13.800221,40858200,5.61347
"2007-02-22",13.800221,13.890512,13.747949,13.785966,31492400,5.607671
"2007-02-23",13.762204,13.804975,13.700427,13.795469,18872000,5.611537
"2007-02-26",13.790717,13.795469,13.581623,13.714683,47027900,5.578677
"2007-02-27",13.567367,13.629145,13.234717,13.358273,60327400,5.433701
"2007-02-28",13.305999,13.453315,12.97335,13.22046,89138900,5.377644
"2007-03-01",13.115913,13.168187,12.921076,13.068392,98879300,5.315786
"2007-03-02",12.99711,13.016118,12.816528,12.82128,81447200,5.21527
"2007-03-05",12.711982,12.826033,12.593178,12.59793,34934400,5.124416
"2007-03-06",12.688221,13.044631,12.683469,12.735743,55515700,5.180476
"2007-03-07",12.721485,12.949589,12.683469,12.906818,60514700,5.250063
"2007-03-08",13.006614,13.101657,12.845041,12.944837,74118500,5.26553
"2007-03-09",13.02087,13.077896,12.906818,12.935331,52998600,5.261662
"2007-03-12",12.925827,13.068392,12.854546,13.016118,41338200,5.294523
"2007-03-13",13.011366,13.011366,12.602682,12.616938,64553700,5.13215
"2007-03-14",12.583673,12.631195,12.39834,12.607434,58711800,5.128285
"2007-03-15",12.593178,12.645451,12.483878,12.574169,57763500,5.114755
"2007-03-16",12.602682,12.612185,12.469622,12.507639,42017200,5.087689
"2007-03-19",12.569417,12.593178,12.426853,12.555161,55504000,5.107022
"2007-03-20",12.550408,12.688221,12.507639,12.688221,39523600,5.161146
"2007-03-21",12.688221,12.830785,12.540904,12.659708,70547800,5.149548
