"","IRM.Open","IRM.High","IRM.Low","IRM.Close","IRM.Volume","IRM.Adjusted"
"2001-04-06",1.501912,1.502329,1.464364,1.468536,217098100,0.597352
"2001-04-09",1.474794,1.539459,1.474794,1.535287,84945500,0.624504
"2001-04-10",1.535287,1.572001,1.533202,1.533619,130818900,0.623825
"2001-04-11",1.52903,1.52903,1.474794,1.516931,177759000,0.617037
"2001-04-12",1.520686,1.52444,1.495237,1.521103,92813300,0.618734
"2001-04-16",1.514428,1.516096,1.481052,1.482721,129218400,0.603121
"2001-04-17",1.482721,1.482721,1.42473,1.473542,372187400,0.599388
"2001-04-18",1.483972,1.524023,1.474794,1.501912,347250300,0.610928
"2001-04-19",1.501912,1.503998,1.492316,1.500243,155355800,0.610249
"2001-04-20",1.493568,1.506084,1.486475,1.48731,316312600,0.604988
"2001-04-23",1.485224,1.501912,1.439332,1.453099,245502200,0.591072
"2001-04-24",1.453099,1.481052,1.452682,1.478131,145220900,0.601254
"2001-04-25",1.468536,1.503998,1.46645,1.481052,32804500,0.602443
"2001-04-26",1.491482,1.501912,1.485224,1.485224,183226400,0.60414
"2001-04-27",1.483138,1.489396,1.472708,1.48731,81745100,0.604988
"2001-04-30",1.48731,1.522772,1.47688,1.50817,345116700,0.613473
"2001-05-01",1.512342,1.577007,1.512342,1.572835,826787000,0.639777
"2001-05-02",1.589523,1.658361,1.582848,1.632077,363519500,0.663875
"2001-05-03",1.627071,1.627071,1.606211,1.606211,218298300,0.653353
"2001-05-04",1.606211,1.620813,1.602039,1.620813,94680300,0.659293
"2001-05-07",1.627071,1.647931,1.610383,1.623734,443397800,0.660481
"2001-05-08",1.624151,1.631243,1.622899,1.624985,473535500,0.66099
"2001-05-09",1.625402,1.666705,1.625402,1.664201,236434200,0.676942
"2001-05-10",1.667122,1.708424,1.664201,1.677552,210964000,0.682372
"2001-05-11",1.681307,1.695909,1.660447,1.670877,308578100,0.679657
"2001-05-14",1.670877,1.677135,1.635415,1.650851,96680400,0.671511
"2001-05-15",1.668791,1.681724,1.662533,1.677552,88946000,0.682372
"2001-05-16",1.687982,1.687982,1.658361,1.667539,269639000,0.678299
"2001-05-17",1.668791,1.710511,1.668791,1.693823,960673200,0.688991
"2001-05-18",1.697995,1.73137,1.695909,1.72094,84012100,0.700021
"2001-05-21",1.72094,1.721358,1.689651,1.703418,195094900,0.692894
"2001-05-22",1.706339,1.718855,1.681307,1.700498,737840500,0.691706
"2001-05-23",1.697995,1.697995,1.668791,1.672545,81478200,0.680336
"2001-05-24",1.672545,1.687565,1.670877,1.674214,335382000,0.681014
"2001-05-25",1.674632,1.689651,1.656275,1.682141,574750300,0.684239
"2001-05-29",1.685479,1.685479,1.656275,1.668373,64809300,0.678639
"2001-05-30",1.668373,1.700081,1.654606,1.690485,189627500,0.687633
"2001-05-31",1.710511,1.729702,1.706339,1.7151,166557400,0.697645
"2001-06-01",1.7151,1.72094,1.710093,1.71802,106548700,0.698833
"2001-06-04",1.716351,1.727198,1.716351,1.725112,38005400,0.701718
"2001-06-05",1.725112,1.730536,1.716351,1.716768,158289600,0.698324
"2001-06-06",1.716768,1.718437,1.710511,1.717186,471001800,0.698494
"2001-06-07",1.717186,1.740966,1.717186,1.740132,262171400,0.707828
"2001-06-08",1.740549,1.748058,1.73137,1.748058,97480700,0.711052
"2001-06-11",1.75223,1.75223,1.724695,1.725112,99480900,0.701718
"2001-06-12",1.712596,1.737628,1.712179,1.730953,314445500,0.704094
"2001-06-13",1.735542,1.737628,1.716768,1.717186,85612200,0.698494
"2001-06-14",1.718855,1.741801,1.718855,1.740132,146554400,0.707828
"2001-06-15",1.737628,1.737628,1.712179,1.73137,573950000,0.704264
"2001-06-18",1.733456,1.735542,1.710093,1.714683,56274600,0.697476
"2001-06-19",1.714683,1.716768,1.710511,1.714683,184960100,0.697476
"2001-06-20",1.712596,1.718855,1.710511,1.714683,174291800,0.697476
"2001-06-21",1.714683,1.743886,1.714683,1.741801,791448500,0.708507
"2001-06-22",1.741801,1.741801,1.706339,1.72094,375254400,0.700021
"2001-06-25",1.72094,1.733456,1.712596,1.727198,345383400,0.702567
"2001-06-26",1.727198,1.77309,1.725112,1.75223,215097800,0.712749
"2001-06-27",1.76266,1.789778,1.75223,1.783103,257104000,0.725307
"2001-06-28",1.793533,1.81481,1.78352,1.811055,179359300,0.736677
"2001-06-29",1.811472,1.875304,1.811472,1.870715,339649400,0.760944
"2001-07-02",1.86696,1.86696,1.796036,1.798956,359652200,0.731756
"2001-07-03",1.809386,1.816896,1.802294,1.80438,65209200,0.733962
"2001-07-05",1.80438,1.81481,1.785189,1.785189,135219500,0.726156
"2001-07-06",1.785189,1.785189,1.758488,1.758488,101347900,0.715295
"2001-07-09",1.758905,1.796036,1.743886,1.794367,209496900,0.729889
"2001-07-10",1.79395,1.79395,1.778931,1.781434,147088000,0.724628
"2001-07-11",1.781434,1.781434,1.741383,1.768501,761044100,0.719368
"2001-07-12",1.771004,1.791864,1.759323,1.762243,126951400,0.716822
"2001-07-13",1.764746,1.774759,1.764746,1.772673,87479300,0.721064
"2001-07-16",1.777262,1.802294,1.777262,1.784772,128952000,0.725986
"2001-07-17",1.785189,1.79395,1.784355,1.791864,80544900,0.728871
"2001-07-18",1.785606,1.798956,1.777679,1.785606,75343900,0.726325
"2001-07-19",1.787692,1.791447,1.769336,1.775176,48273600,0.722082
"2001-07-20",1.775176,1.788109,1.775176,1.776011,27737100,0.722422
"2001-07-23",1.776428,1.776428,1.750979,1.756402,191627700,0.714446
"2001-07-24",1.756402,1.769753,1.751813,1.75223,337515600,0.712749
"2001-07-25",1.75223,1.76266,1.75223,1.752648,140420100,0.712919
"2001-07-26",1.754316,1.758488,1.751813,1.753482,416060500,0.713258
"2001-07-27",1.75223,1.760157,1.751813,1.75223,401925200,0.712749
"2001-07-30",1.75223,1.752648,1.740966,1.75223,149088200,0.712749
"2001-07-31",1.75223,1.83567,1.75223,1.820651,296042900,0.74058
"2001-08-01",1.82524,1.87739,1.816896,1.836087,280707500,0.746859
"2001-08-02",1.836087,1.86696,1.83567,1.86696,165090300,0.759417
"2001-08-03",1.864874,1.864874,1.80438,1.806466,186160300,0.73481
"2001-08-06",1.810638,1.82524,1.79395,1.803963,89612900,0.733792
"2001-08-07",1.808552,1.808969,1.75223,1.768918,114683100,0.719537
"2001-08-08",1.775176,1.805215,1.775176,1.786858,83078700,0.726834
"2001-08-09",1.787692,1.787692,1.75223,1.772673,120950800,0.721064
"2001-08-10",1.772673,1.777262,1.764746,1.769753,37071700,0.719876
"2001-08-13",1.771004,1.779348,1.76266,1.764746,74944000,0.71784
"2001-08-14",1.775176,1.781434,1.755985,1.759323,121617500,0.715634
"2001-08-15",1.760574,1.781434,1.754316,1.777262,134952700,0.722931
"2001-08-16",1.77309,1.775176,1.764746,1.775176,23203100,0.722082
"2001-08-17",1.785606,1.785606,1.766415,1.767249,144821000,0.718858
"2001-08-20",1.767249,1.768918,1.751813,1.758488,222432100,0.715295
"2001-08-21",1.756402,1.794367,1.756402,1.785606,126151500,0.726325
"2001-08-22",1.78352,1.78352,1.735542,1.737628,342716300,0.706809
"2001-08-23",1.741801,1.750561,1.739714,1.750144,239634700,0.7119
"2001-08-24",1.748058,1.771004,1.747641,1.768918,51607500,0.719537
"2001-08-27",1.764746,1.771004,1.758488,1.764746,52540800,0.71784
"2001-08-28",1.758488,1.768918,1.758488,1.768918,127751800,0.719537
"2001-08-29",1.768918,1.77309,1.764746,1.771004,256837200,0.720385
"2001-08-30",1.771004,1.782269,1.771004,1.772673,326447400,0.721064
"2001-08-31",1.772673,1.78352,1.769753,1.779348,308311300,0.72378
"2001-09-04",1.779348,1.779348,1.75223,1.76266,72543600,0.716992
"2001-09-05",1.760574,1.764746,1.727198,1.727198,109215600,0.702567
"2001-09-06",1.73137,1.741801,1.716768,1.72094,425395200,0.700021
"2001-09-07",1.716768,1.716768,1.689651,1.706339,330447900,0.694082
"2001-09-10",1.706339,1.706756,1.683393,1.704252,165624000,0.693233
"2001-09-17",1.79395,1.875304,1.748476,1.753482,866126000,0.713258
"2001-09-18",1.75223,1.771004,1.737628,1.761826,260971200,0.716652
"2001-09-19",1.764746,1.766832,1.701332,1.727198,437797100,0.702567
"2001-09-20",1.727198,1.727198,1.689651,1.714683,540611900,0.697476
"2001-09-21",1.704252,1.704252,1.677135,1.695909,512874600,0.689839
"2001-09-24",1.695909,1.725112,1.689651,1.704252,314979100,0.693233
"2001-09-25",1.710511,1.73137,1.685479,1.710928,266705400,0.695948
"2001-09-26",1.711345,1.718437,1.679221,1.692154,172558300,0.688312
"2001-09-27",1.692154,1.693823,1.658361,1.693823,287775100,0.688991
"2001-09-28",1.702167,1.745973,1.69716,1.729284,1979755300,0.703415
"2001-10-01",1.729284,1.73137,1.706339,1.715934,528877000,0.697985
"2001-10-02",1.714683,1.718855,1.668791,1.670042,310845100,0.679318
"2001-10-03",1.668791,1.729284,1.635415,1.71802,296042900,0.698833
"2001-10-04",1.716768,1.724695,1.685479,1.708842,142820500,0.6951
"2001-10-05",1.710511,1.710511,1.685061,1.688399,164690400,0.686784
"2001-10-08",1.688816,1.688816,1.674214,1.681307,81345000,0.6839
"2001-10-09",1.675049,1.689651,1.663367,1.672963,238968000,0.680506
"2001-10-10",1.668791,1.675049,1.656275,1.675049,252303200,0.681354
"2001-10-11",1.679221,1.710511,1.677135,1.700081,144687600,0.691536
"2001-10-12",1.704252,1.704252,1.667122,1.681724,81478200,0.684069
"2001-10-15",1.685479,1.697995,1.667539,1.678804,60542100,0.682881
"2001-10-16",1.675049,1.712596,1.670877,1.706339,184026700,0.694082
"2001-10-17",1.706339,1.733874,1.698412,1.725112,296176400,0.701718
"2001-10-18",1.725112,1.749727,1.716768,1.72094,74810600,0.700021
"2001-10-19",1.723027,1.723027,1.699663,1.717186,142820500,0.698494
"2001-10-22",1.717603,1.717603,1.689233,1.690485,115216500,0.687633
"2001-10-23",1.700081,1.73137,1.693823,1.716768,86012200,0.698324
"2001-10-24",1.727198,1.727198,1.702584,1.718855,65076100,0.699173
"2001-10-25",1.714683,1.714683,1.697995,1.704252,49340400,0.693233
"2001-10-26",1.706339,1.723027,1.706339,1.7151,158556100,0.697645
"2001-10-29",1.723027,1.729284,1.72094,1.72094,76544200,0.700021
"2001-10-30",1.72094,1.739714,1.716768,1.735542,137486600,0.705961
"2001-10-31",1.735542,1.735542,1.606211,1.629157,1705981800,0.662687
"2001-11-01",1.627071,1.627488,1.585351,1.610383,1534090100,0.65505
"2001-11-02",1.608297,1.679221,1.606211,1.668791,650361200,0.678809
"2001-11-05",1.685479,1.687565,1.654189,1.675466,773312500,0.681524
"2001-11-06",1.668791,1.681307,1.66295,1.677135,331248200,0.682203
"2001-11-07",1.677135,1.693823,1.668373,1.689651,179626100,0.687294
"2001-11-08",1.693823,1.704252,1.687565,1.692154,423394700,0.688312
"2001-11-09",1.693823,1.730953,1.689651,1.712596,104948400,0.696627
"2001-11-12",1.714683,1.714683,1.689651,1.70467,337649000,0.693403
"2001-11-13",1.714265,1.737211,1.710511,1.735125,175892000,0.705791
"2001-11-14",1.735542,1.750144,1.723027,1.746807,342983100,0.710543
"2001-11-15",1.750144,1.802294,1.750144,1.790195,496205600,0.728192
"2001-11-16",1.785606,1.79395,1.76266,1.766415,93480000,0.718519
"2001-11-19",1.80438,1.81481,1.78352,1.79395,474468900,0.729719
"2001-11-20",1.79395,1.81481,1.793116,1.806883,418594200,0.73498
"2001-11-21",1.806883,1.806883,1.791864,1.793533,255236900,0.72955
"2001-11-23",1.796036,1.823988,1.796036,1.821902,20669500,0.741089
"2001-11-26",1.821902,1.821902,1.777262,1.79395,342849700,0.729719
"2001-11-27",1.79395,1.798956,1.769753,1.789778,130152200,0.728022
"2001-11-28",1.79395,1.810638,1.79395,1.808969,85478800,0.735828
"2001-11-29",1.80438,1.806466,1.79395,1.80438,93346600,0.733962
"2001-11-30",1.805632,1.81481,1.79395,1.806466,182293000,0.73481
"2001-12-03",1.80438,1.818982,1.802294,1.813141,291108800,0.737525
"2001-12-04",1.81481,1.839842,1.80438,1.83567,160156400,0.746689
"2001-12-05",1.8461,1.891991,1.845683,1.881562,274439800,0.765357
"2001-12-06",1.87739,1.902422,1.862788,1.901587,186560200,0.773502
"2001-12-07",1.901587,1.906594,1.889906,1.903673,137753200,0.774351
"2001-12-10",1.902422,1.902422,1.871132,1.873218,129218400,0.761963
"2001-12-11",1.881562,1.883648,1.862788,1.873218,107749000,0.761963
"2001-12-12",1.862788,1.8728,1.851941,1.858616,64409100,0.756023
"2001-12-13",1.85653,1.868211,1.816479,1.824823,240168200,0.742277
"2001-12-14",1.81481,1.839007,1.796036,1.81481,348984000,0.738204
"2001-12-17",1.818982,1.83567,1.818982,1.831498,66542700,0.744992
"2001-12-18",1.831498,1.831498,1.811472,1.818565,379921900,0.739731
"2001-12-19",1.818565,1.831498,1.818565,1.823154,82011500,0.741598
"2001-12-20",1.82524,1.839842,1.815644,1.833167,195494800,0.745671
"2001-12-21",1.83567,1.851941,1.82524,1.848186,168424500,0.751781
"2001-12-24",1.837756,1.837756,1.815227,1.834001,62542300,0.746011
"2001-12-26",1.834001,1.858616,1.834001,1.8461,49873800,0.750932
"2001-12-27",1.8461,1.85653,1.837756,1.849854,126551500,0.752459
"2001-12-28",1.849854,1.849854,1.827326,1.839425,116283400,0.748217
"2001-12-31",1.828995,1.855278,1.827326,1.827326,256570600,0.743295
"2002-01-02",2.740989,2.76915,2.740989,2.768211,114090500,1.126016
"2002-01-03",2.759763,2.792617,2.74005,2.785107,112253200,1.132889
"2002-01-04",2.792617,2.836736,2.773843,2.828288,62527400,1.150453
"2002-01-07",2.834858,2.863019,2.816085,2.822655,116935500,1.148162
"2002-01-08",2.822655,2.825471,2.793555,2.811391,47769800,1.14358
"2002-01-09",2.811391,3.001007,2.811391,2.997252,252659000,1.219182
"2002-01-10",2.997252,3.027291,2.980356,2.994437,207556000,1.218037
"2002-01-11",3.001007,3.031984,2.986927,3.006639,203348000,1.223001
"2002-01-14",3.005701,3.006639,2.980356,2.994437,76277700,1.218037
"2002-01-15",3.003823,3.027291,2.99913,3.017904,144198600,1.227583
"2002-01-16",3.018842,3.052635,3.008517,3.011333,65905800,1.22491
"2002-01-17",3.011333,3.050758,3.003823,3.041371,138271900,1.237128
"2002-01-18",3.003823,3.008517,2.986927,3.002885,90502000,1.221473
"2002-01-22",2.99913,3.017904,2.989743,2.990682,83804600,1.21651
"2002-01-23",2.985049,2.985049,2.947502,2.954073,118298600,1.201618
"2002-01-24",2.954073,2.967214,2.951257,2.953134,77700100,1.201237
"2002-01-25",2.954073,2.956888,2.896812,2.956888,178988900,1.202764
"2002-01-28",2.956888,2.993498,2.942808,2.978478,246020900,1.211546
"2002-01-29",2.970969,3.003823,2.961582,3.003823,115927900,1.221855
"2002-01-30",2.994437,3.031984,2.970969,3.007578,72425100,1.223383
"2002-01-31",3.003823,3.050758,2.994437,3.008517,242998200,1.223765
"2002-02-01",3.003823,3.011333,2.976601,3.002885,74914500,1.221473
"2002-02-04",3.002885,3.002885,2.939992,2.974724,207793100,1.210018
"2002-02-05",2.966276,2.966276,2.881793,2.886486,165890700,1.174127
"2002-02-06",2.863019,2.863019,2.806697,2.825471,261904800,1.149308
"2002-02-07",2.806697,2.820778,2.79074,2.813268,148821600,1.144344
"2002-02-08",2.802004,2.807636,2.749437,2.795433,209511800,1.137089
"2002-02-11",2.795433,2.893057,2.795433,2.886486,122565800,1.174127
"2002-02-12",2.863019,2.881793,2.820778,2.867712,51444300,1.16649
"2002-02-13",2.886486,2.886486,2.800127,2.80482,104074300,1.140907
"2002-02-14",2.803881,2.825471,2.792617,2.809514,58793600,1.142817
"2002-02-15",2.816085,2.882732,2.810452,2.874283,118002200,1.169163
"2002-02-19",2.875222,2.875222,2.81233,2.825471,123454900,1.149308
"2002-02-20",2.834858,2.853632,2.793555,2.849878,103540900,1.159235
"2002-02-21",2.844245,2.844245,2.811391,2.816085,54111400,1.145489
"2002-02-22",2.825471,2.853632,2.810452,2.832042,109289800,1.15198
"2002-02-25",2.832042,2.881793,2.832042,2.863019,91272400,1.164581
"2002-02-26",2.867712,2.886486,2.848939,2.859264,66024200,1.163053
"2002-02-27",2.863019,3.003823,2.858326,2.92685,194517100,1.190546
"2002-02-28",2.92685,3.005701,2.92685,3.001007,300251100,1.22071
"2002-03-01",2.863019,2.99913,2.863019,2.911831,286678700,1.184435
"2002-03-04",2.942808,3.081735,2.906199,2.975662,421394700,1.2104
"2002-03-05",2.975662,3.003823,2.928728,2.983172,91331700,1.213455
"2002-03-06",2.983172,2.990682,2.909954,2.980356,147102800,1.21231
"2002-03-07",2.980356,2.989743,2.933421,2.970969,48481000,1.208491
"2002-03-08",2.970969,2.989743,2.93436,2.945624,91805900,1.198182
"2002-03-11",2.905261,2.909954,2.875222,2.893057,216446300,1.176799
"2002-03-12",2.893057,2.900567,2.879916,2.886486,31234000,1.174127
"2002-03-13",2.872406,2.8771,2.844245,2.852693,135604800,1.160381
"2002-03-14",2.848939,2.853632,2.832981,2.844245,111423600,1.156944
"2002-03-15",2.845184,2.845184,2.793555,2.805759,155578100,1.141289
"2002-03-18",2.80482,2.805759,2.778537,2.797311,170632100,1.137853
"2002-03-19",2.803881,2.878977,2.801065,2.868651,77226000,1.166872
"2002-03-20",2.849878,2.918402,2.806697,2.894935,125114400,1.177563
"2002-03-21",2.961582,2.961582,2.872406,2.945624,147399200,1.198182
"2002-03-22",2.966276,2.971908,2.914647,2.94844,158245200,1.199327
"2002-03-25",2.936237,2.945624,2.864897,2.872406,173654800,1.168399
"2002-03-26",2.885548,2.933421,2.878038,2.89869,49607100,1.179091
"2002-03-27",2.908076,2.985049,2.89118,2.952195,82560000,1.200854
"2002-03-28",2.975662,2.97754,2.953134,2.97754,109467700,1.211164
"2002-04-01",2.958766,2.964398,2.905261,2.953134,79418900,1.201237
"2002-04-02",2.939054,2.942808,2.909954,2.915586,52748200,1.185963
"2002-04-03",2.915586,2.919341,2.883671,2.895874,182782000,1.177945
"2002-04-04",2.881793,2.908076,2.853632,2.893057,37279400,1.176799
"2002-04-05",2.893057,2.924035,2.85551,2.89869,136849500,1.179091
"2002-04-08",2.914647,2.938115,2.885548,2.909954,86708800,1.183673
"2002-04-09",2.909954,2.942808,2.881793,2.893057,118535800,1.176799
"2002-04-10",2.886486,2.922157,2.863019,2.89118,58378700,1.176036
"2002-04-11",2.909954,2.945624,2.865835,2.900567,44095200,1.179854
"2002-04-12",2.900567,2.923095,2.864897,2.919341,82441500,1.187491
"2002-04-15",2.905261,2.919341,2.872406,2.915586,60156800,1.185963
"2002-04-16",2.917464,2.961582,2.910892,2.956888,142539100,1.202764
"2002-04-17",2.938115,2.947502,2.887425,2.909954,100103300,1.183673
"2002-04-18",2.909954,2.941869,2.908076,2.940931,74795900,1.196272
"2002-04-19",2.933421,2.966276,2.924035,2.966276,68632100,1.206583
"2002-04-22",2.951257,2.952195,2.910892,2.924035,61105000,1.1894
"2002-04-23",2.924035,2.990682,2.909954,2.990682,224566000,1.21651
"2002-04-24",2.975662,2.975662,2.922157,2.933421,30107900,1.193218
"2002-04-25",2.933421,2.933421,2.900567,2.924035,237427100,1.1894
"2002-04-26",2.933421,2.956888,2.909954,2.955011,114564700,1.202001
"2002-04-29",2.942808,2.947502,2.892119,2.906199,84930700,1.182145
"2002-04-30",2.906199,2.919341,2.863958,2.89118,123751200,1.176036
"2002-05-01",2.909954,3.027291,2.909954,3.012271,443560800,1.225292
"2002-05-02",3.012271,3.031045,2.985049,2.991621,138568200,1.216891
"2002-05-03",2.994437,3.003823,2.956888,2.97754,92339200,1.211164
"2002-05-06",3.003823,3.003823,2.941869,2.950318,151488600,1.200091
"2002-05-07",2.968153,2.968153,2.909015,2.909954,74321800,1.183673
"2002-05-08",2.933421,2.970969,2.92685,2.964398,194635600,1.205819
"2002-05-09",3.001946,3.049819,2.95595,3.002885,334389300,1.221473
"2002-05-10",3.007578,3.008517,2.956888,2.985988,45873200,1.214601
"2002-05-13",2.980356,3.050758,2.966276,3.017904,97732600,1.227583
"2002-05-14",3.022597,3.047004,3.003823,3.022597,47888300,1.229492
"2002-05-15",3.031984,3.097693,3.006639,3.084551,90027800,1.254693
"2002-05-16",3.088306,3.113651,3.055452,3.05639,29041000,1.243238
"2002-05-17",3.055452,3.083613,3.017904,3.049819,37516400,1.240565
"2002-05-20",3.049819,3.050758,3.008517,3.022597,48421600,1.229492
"2002-05-21",3.031984,3.074225,3.004762,3.007578,84338200,1.223383
"2002-05-22",3.008517,3.012271,2.972847,2.990682,98680900,1.21651
"2002-05-23",2.971908,3.036678,2.913709,3.036678,50199800,1.235219
"2002-05-24",3.046064,3.069532,3.016965,3.04231,24121900,1.23751
"2002-05-28",3.023536,3.036678,2.942808,2.985988,44510100,1.214601
"2002-05-29",2.967214,2.972847,2.922157,2.925912,53103900,1.190163
"2002-05-30",2.924035,2.960643,2.89118,2.895874,264156800,1.177945
"2002-05-31",2.908076,2.940931,2.894935,2.909954,88309000,1.183673
"2002-06-03",2.928728,2.951257,2.928728,2.93436,86412500,1.1936
"2002-06-04",2.914647,2.919341,2.825471,2.8771,330181200,1.170308
"2002-06-05",2.881793,2.924035,2.8771,2.91277,68098800,1.184818
"2002-06-06",2.909954,2.909954,2.844245,2.863019,87301400,1.164581
"2002-06-07",2.863019,2.919341,2.834858,2.89869,64009200,1.179091
"2002-06-10",2.900567,2.919341,2.844245,2.850816,79359600,1.159617
"2002-06-11",2.853632,2.853632,2.797311,2.822655,283182000,1.148162
"2002-06-12",2.820778,2.848939,2.731602,2.838613,586337300,1.154653
"2002-06-13",2.816085,2.886486,2.807636,2.83392,108104500,1.152744
"2002-06-14",2.83392,2.858326,2.76915,2.836736,115038800,1.15389
"2002-06-17",2.956888,2.985049,2.909954,2.937176,252659000,1.194745
"2002-06-18",2.938115,3.029168,2.933421,2.994437,263030800,1.218037
"2002-06-19",2.987866,3.017904,2.958766,2.981295,47947600,1.212691
"2002-06-20",2.970969,2.985049,2.938115,2.943747,41842900,1.197418
"2002-06-21",2.952195,2.956888,2.908076,2.931544,62290400,1.192455
"2002-06-24",2.872406,2.900567,2.797311,2.864897,115394400,1.165345
"2002-06-25",2.8771,2.935299,2.8771,2.89118,133826800,1.176036
"2002-06-26",2.881793,2.881793,2.792617,2.839552,263208700,1.155035
"2002-06-27",2.8189,2.858326,2.813268,2.839552,245191100,1.155035
"2002-06-28",2.853632,2.895874,2.81233,2.895874,264749600,1.177945
"2002-07-01",2.938115,2.938115,2.820778,2.844245,168972500,1.156944
"2002-07-02",2.844245,2.844245,2.651813,2.657445,858673200,1.08096
"2002-07-03",2.628345,2.6612,2.562637,2.579533,1023852900,1.049268
