"","LH.Open","LH.High","LH.Low","LH.Close","LH.Volume","LH.Adjusted"
"2009-04-06",58.959999,60.119999,58.689999,59.91,954000,59.91
"2009-04-07",58.990002,59.919998,58.779999,59.18,775000,59.18
"2009-04-08",59.279999,59.810001,58.380001,59.080002,690100,59.080002
"2009-04-09",60.110001,60.27,59.040001,59.700001,730400,59.700001
"2009-04-13",59.41,59.849998,59.23,59.599998,602100,59.599998
"2009-04-14",59.07,60.07,58.939999,59.84,629800,59.84
"2009-04-15",59.709999,60.91,59.709999,60.889999,869400,60.889999
"2009-04-16",60.880001,61.869999,60.549999,61.57,1071000,61.57
"2009-04-17",62.099998,62.549999,61.73,62.43,1516400,62.43
"2009-04-20",62,63.080002,61.73,61.759998,1379400,61.759998
"2009-04-21",62.060001,63.43,62.060001,63.32,1931500,63.32
"2009-04-22",62.959999,63.389999,62.290001,62.77,1274000,62.77
"2009-04-23",63.060001,63.950001,59.59,61.580002,3321300,61.580002
"2009-04-24",61.650002,62.07,60.75,61.119999,1587500,61.119999
"2009-04-27",60.889999,62.82,60.830002,62.349998,1638900,62.349998
"2009-04-28",62.240002,63.650002,61.68,63.080002,1150300,63.080002
"2009-04-29",63.700001,64.029999,62.779999,63.549999,1025800,63.549999
"2009-04-30",63.880001,64.580002,63.73,64.150002,1310900,64.150002
"2009-05-01",64.029999,64.080002,62.639999,62.950001,1471400,62.950001
"2009-05-04",63.439999,64,62.5,64,1315400,64
"2009-05-05",63.950001,64.959999,63.459999,64.639999,1159300,64.639999
"2009-05-06",64.849998,65,63.689999,64.419998,967200,64.419998
"2009-05-07",64.529999,65.68,64.480003,64.800003,1195400,64.800003
"2009-05-08",64.650002,65.989998,60.560001,65.260002,1596100,65.260002
"2009-05-11",64.669998,65.75,64.370003,64.830002,1323700,64.830002
"2009-05-12",64.989998,65.349998,63.810001,64.529999,1323400,64.529999
"2009-05-13",63.98,64.769997,63.52,63.990002,1099200,63.990002
"2009-05-14",64.099998,64.449997,62.93,63.32,1935800,63.32
"2009-05-15",63.139999,63.299999,61.48,61.66,2087000,61.66
"2009-05-18",61.970001,62.27,61.060001,62,1635700,62
"2009-05-19",62.400002,62.75,61.82,61.900002,1010800,61.900002
"2009-05-20",62.189999,62.459999,61.380001,61.48,1154900,61.48
"2009-05-21",61.27,61.540001,59.799999,60.209999,1660100,60.209999
"2009-05-22",60.209999,60.799999,59.790001,59.810001,996400,59.810001
"2009-05-26",59.68,61.23,59.16,61,1486500,61
"2009-05-27",61,61.279999,60.490002,60.650002,935100,60.650002
"2009-05-28",61.139999,61.599998,60.540001,61.18,1623800,61.18
"2009-05-29",61.349998,61.5,60.619999,60.959999,2532600,60.959999
"2009-06-01",61.470001,62.060001,61.349998,61.900002,1659000,61.900002
"2009-06-02",61.650002,62.5,61.209999,61.84,1622200,61.84
"2009-06-03",61.529999,61.939999,61.080002,61.400002,1396800,61.400002
"2009-06-04",61.389999,61.630001,60.91,61.59,1503700,61.59
"2009-06-05",61.73,62.150002,61.07,61.25,1406800,61.25
"2009-06-08",61.25,61.25,60.639999,60.860001,823200,60.860001
"2009-06-09",61.189999,61.400002,60.080002,60.490002,872600,60.490002
"2009-06-10",60.849998,60.950001,59.759998,60.240002,1222700,60.240002
"2009-06-11",60.560001,61.349998,60.32,61.040001,1395300,61.040001
"2009-06-12",60.599998,62.389999,60.48,62.360001,1985800,62.360001
"2009-06-15",61.900002,62.34,61.110001,62.200001,1976600,62.200001
"2009-06-16",62.200001,62.950001,61.75,62.509998,1911300,62.509998
"2009-06-17",62.52,65.07,61.900002,64.980003,2590400,64.980003
"2009-06-18",65.010002,67.050003,64.93,66.879997,2073300,66.879997
"2009-06-19",66.800003,67.540001,66,66.760002,1686000,66.760002
"2009-06-22",66.260002,66.260002,65.300003,65.709999,1534000,65.709999
"2009-06-23",65.900002,66.059998,64.650002,65.449997,1488200,65.449997
"2009-06-24",65.68,66.199997,65.059998,66.199997,1555200,66.199997
"2009-06-25",65.959999,67.760002,65.709999,67.349998,1965700,67.349998
"2009-06-26",67.300003,67.629997,66.410004,67.029999,1080000,67.029999
"2009-06-29",67.099998,67.410004,66.120003,67.25,1490300,67.25
"2009-06-30",67.010002,68.089996,67.010002,67.790001,1518900,67.790001
"2009-07-01",68,68.279999,67.209999,67.650002,1028800,67.650002
"2009-07-02",67.080002,67.57,65.699997,66.709999,1256700,66.709999
"2009-07-06",66.18,67.43,66.040001,67.360001,1233900,67.360001
"2009-07-07",67.220001,68.099998,67.209999,67.75,2069000,67.75
"2009-07-08",68.059998,68.150002,66.629997,67.580002,1561600,67.580002
"2009-07-09",68,68,66.370003,67.379997,960500,67.379997
"2009-07-10",67.230003,67.419998,65.889999,66.260002,1078600,66.260002
"2009-07-13",66.160004,67.150002,65.699997,67,776400,67
"2009-07-14",66.959999,67.379997,66.209999,66.739998,1097800,66.739998
"2009-07-15",67,67.25,66.489998,67.150002,1596000,67.150002
"2009-07-16",67.160004,67.690002,66.510002,67.339996,1027000,67.339996
"2009-07-17",67.07,67.339996,66.449997,66.970001,1396900,66.970001
"2009-07-20",67.129997,67.129997,66.199997,66.790001,1078800,66.790001
"2009-07-21",67.339996,68.019997,67.029999,67.809998,1736900,67.809998
"2009-07-22",67.389999,68.110001,67.389999,67.809998,1048000,67.809998
"2009-07-23",67.959999,68.980003,67.18,68.360001,1635700,68.360001
"2009-07-24",68.25,68.769997,67.940002,68.589996,719200,68.589996
"2009-07-27",68.540001,68.889999,67.690002,68.260002,1219300,68.260002
"2009-07-28",68.309998,69.010002,65.129997,66.269997,4892700,66.269997
"2009-07-29",66.82,68.610001,66.690002,67.889999,3315200,67.889999
"2009-07-30",68.669998,68.760002,67.239998,67.410004,1239500,67.410004
"2009-07-31",67.449997,68.07,66.889999,67.190002,1401700,67.190002
"2009-08-03",67.730003,67.779999,66.589996,67.599998,1180200,67.599998
"2009-08-04",67.410004,68.040001,67.18,67.830002,750400,67.830002
"2009-08-05",67.599998,67.830002,66.709999,66.790001,788200,66.790001
"2009-08-06",66.779999,66.790001,66.019997,66.650002,727600,66.650002
"2009-08-07",66.769997,67.580002,66.769997,67.290001,917200,67.290001
"2009-08-10",67.209999,67.739998,66.849998,67.739998,782600,67.739998
"2009-08-11",67.440002,68.309998,67.370003,68.110001,1230900,68.110001
"2009-08-12",67.75,68.989998,67.410004,68.510002,922500,68.510002
"2009-08-13",68.620003,68.82,67.809998,68.75,748900,68.75
"2009-08-14",68.650002,69.220001,67.760002,68.360001,597500,68.360001
"2009-08-17",68.150002,69.559998,68.139999,69.089996,860700,69.089996
"2009-08-18",69.07,69.260002,68.019997,68.459999,620300,68.459999
"2009-08-19",67.760002,68.919998,67.760002,68.910004,972300,68.910004
"2009-08-20",68.959999,69.540001,68.459999,69.419998,575400,69.419998
"2009-08-21",69.699997,69.989998,69.059998,69.839996,832400,69.839996
"2009-08-24",70.18,70.18,69.559998,69.870003,494800,69.870003
"2009-08-25",70.080002,70.879997,69.730003,70.489998,744100,70.489998
"2009-08-26",70.559998,71.290001,70.269997,70.75,1115000,70.75
"2009-08-27",70.800003,71.099998,70.199997,70.75,578300,70.75
"2009-08-28",71.010002,71.010002,70.150002,70.459999,806900,70.459999
"2009-08-31",70.32,70.75,69.43,69.790001,856000,69.790001
"2009-09-01",68.830002,69.349998,67.870003,68.739998,1775500,68.739998
"2009-09-02",68.540001,69.309998,68.400002,68.870003,1259300,68.870003
"2009-09-03",68.839996,70.330002,68.279999,69.089996,1957200,69.089996
"2009-09-04",68.980003,69.839996,68.769997,69.5,741200,69.5
"2009-09-08",69.660004,69.769997,68.099998,68.389999,1226300,68.389999
"2009-09-09",68.389999,68.769997,67.57,68.449997,1732300,68.449997
"2009-09-10",68.339996,68.830002,67.809998,68.800003,874300,68.800003
"2009-09-11",68.849998,69.580002,68.639999,69.230003,933400,69.230003
"2009-09-14",69.230003,69.75,69.019997,69.349998,994000,69.349998
"2009-09-15",69.160004,69.349998,68.43,68.43,1256500,68.43
"2009-09-16",67.209999,67.230003,65.169998,65.269997,4244900,65.269997
"2009-09-17",65.620003,65.739998,62.060001,63.740002,5699800,63.740002
"2009-09-18",63.900002,64.739998,63.43,63.5,2128300,63.5
"2009-09-21",63.23,64.419998,62.689999,64.230003,2091300,64.230003
"2009-09-22",63.959999,68.489998,63.66,66.730003,6923400,66.730003
"2009-09-23",66.389999,67.589996,65.870003,66.540001,1467800,66.540001
"2009-09-24",66.540001,66.93,65.919998,66.099998,1196500,66.099998
"2009-09-25",66.220001,66.580002,65.589996,65.82,1185700,65.82
"2009-09-28",65.809998,66.980003,65.540001,66.639999,1264600,66.639999
"2009-09-29",66.610001,66.629997,65.769997,65.879997,2247500,65.879997
"2009-09-30",66.120003,66.190002,65.059998,65.699997,1649600,65.699997
"2009-10-01",65.620003,65.690002,64.769997,64.769997,1366300,64.769997
"2009-10-02",64.599998,64.730003,63.810001,64.349998,1292900,64.349998
"2009-10-05",64.360001,65.489998,63.919998,65.339996,1074300,65.339996
"2009-10-06",65.360001,66.25,65.089996,65.879997,952500,65.879997
"2009-10-07",65.879997,66.650002,65.709999,66.25,895200,66.25
"2009-10-08",66.489998,66.93,66.25,66.5,716100,66.5
"2009-10-09",66.730003,67.580002,66.669998,67.529999,763200,67.529999
"2009-10-12",67.43,67.589996,67,67.099998,501500,67.099998
"2009-10-13",67.010002,67.010002,66.199997,66.349998,832800,66.349998
"2009-10-14",66.540001,68.309998,66.269997,67.949997,1864800,67.949997
"2009-10-15",67.900002,68.360001,67.629997,68.290001,727700,68.290001
"2009-10-16",67.800003,67.889999,67.07,67.559998,1261700,67.559998
"2009-10-19",67.800003,69.970001,67.699997,69.849998,1756500,69.849998
"2009-10-20",70,70.860001,69.580002,70.18,1590400,70.18
"2009-10-21",70,70.559998,68.839996,68.849998,1506400,68.849998
"2009-10-22",69.199997,71.419998,69.110001,71.18,2060300,71.18
"2009-10-23",71.300003,71.639999,70.489998,70.730003,902300,70.730003
"2009-10-26",70.709999,71.519997,70.309998,70.599998,1248200,70.599998
"2009-10-27",70.769997,71.809998,70.349998,71.199997,1265200,71.199997
"2009-10-28",71.279999,71.400002,69.809998,70,1557500,70
"2009-10-29",70.059998,70.059998,69.449997,69.82,1571600,69.82
"2009-10-30",69.599998,69.900002,68.480003,68.889999,1697900,68.889999
"2009-11-02",68.970001,70.419998,68.970001,70,1105000,70
"2009-11-03",69.760002,70.160004,69.389999,70.07,829500,70.07
"2009-11-04",70.360001,71.110001,70.169998,70.300003,834200,70.300003
"2009-11-05",70.389999,71.510002,70.260002,71.440002,880700,71.440002
"2009-11-06",71.279999,71.879997,70.980003,71.75,936100,71.75
"2009-11-09",72.050003,73.25,71.669998,73.25,944900,73.25
"2009-11-10",72.870003,73.540001,72.870003,73.25,728300,73.25
"2009-11-11",73.260002,73.610001,72.639999,73.239998,566200,73.239998
"2009-11-12",73.300003,73.5,72.440002,72.540001,493600,72.540001
"2009-11-13",72.550003,73.099998,72.300003,72.779999,583200,72.779999
"2009-11-16",72.830002,74.099998,72.830002,74.019997,798900,74.019997
"2009-11-17",73.650002,74.300003,73.470001,74.190002,793700,74.190002
"2009-11-18",74.330002,74.550003,73.75,74.050003,410100,74.050003
"2009-11-19",74.25,74.260002,72.800003,73.370003,627300,73.370003
"2009-11-20",73.129997,73.879997,73.129997,73.660004,565300,73.660004
"2009-11-23",73.830002,74.720001,73.830002,74.489998,419700,74.489998
"2009-11-24",74.169998,74.800003,74.040001,74.599998,421400,74.599998
"2009-11-25",74.519997,74.639999,74.080002,74.309998,394000,74.309998
"2009-11-27",73.209999,73.709999,72.580002,73.290001,359500,73.290001
"2009-11-30",73.5,73.5,72.620003,72.959999,714700,72.959999
"2009-12-01",73.540001,74.279999,72.959999,73.800003,1008500,73.800003
"2009-12-02",73.82,74,73.209999,73.599998,676900,73.599998
"2009-12-03",73.720001,73.959999,72.540001,72.620003,589900,72.620003
"2009-12-04",72.910004,73.980003,72.550003,73.050003,467100,73.050003
"2009-12-07",72.870003,73.919998,72.75,73.550003,542500,73.550003
"2009-12-08",73.43,73.849998,72.910004,73.43,545400,73.43
"2009-12-09",73.550003,73.720001,72.900002,73.059998,712200,73.059998
"2009-12-10",73.550003,73.760002,73.010002,73.5,680500,73.5
"2009-12-11",73.720001,74.360001,73.629997,73.809998,647600,73.809998
"2009-12-14",73.959999,74.919998,73.959999,74.75,872800,74.75
"2009-12-15",74.75,76.010002,74.440002,75.919998,766000,75.919998
"2009-12-16",75.709999,76.730003,74.959999,75.790001,900700,75.790001
"2009-12-17",75.639999,75.639999,74.470001,74.849998,657300,74.849998
"2009-12-18",74.839996,75.120003,74.080002,74.440002,1014400,74.440002
"2009-12-21",75.129997,75.860001,74.82,75.400002,497500,75.400002
"2009-12-22",75.360001,76.080002,75.360001,75.879997,953300,75.879997
"2009-12-23",76.050003,76.550003,75.809998,76.449997,402200,76.449997
"2009-12-24",76.57,76.739998,76.029999,76.089996,226800,76.089996
"2009-12-28",76.25,76.290001,75.93,76.150002,423100,76.150002
"2009-12-29",76.419998,76.489998,75.650002,75.68,484700,75.68
"2009-12-30",75.660004,75.779999,74.980003,75.309998,550700,75.309998
"2009-12-31",75.440002,75.440002,74.830002,74.839996,498800,74.839996
"2010-01-04",75.470001,76.5,74.830002,76.370003,883400,76.370003
"2010-01-05",76.059998,76.370003,75.349998,75.440002,864600,75.440002
"2010-01-06",75.339996,75.800003,73.809998,74.190002,1981000,74.190002
"2010-01-07",73.809998,74.25,73.379997,74.169998,1554900,74.169998
"2010-01-08",74.150002,74.419998,73.82,74.059998,761100,74.059998
"2010-01-11",74.599998,75.230003,74.370003,74.889999,843100,74.889999
"2010-01-12",74.760002,75.220001,73.720001,73.809998,1118800,73.809998
"2010-01-13",74.080002,75.57,74.080002,75.360001,1033300,75.360001
"2010-01-14",75.470001,77,75.150002,76.919998,1339200,76.919998
"2010-01-15",76.910004,76.970001,75.43,75.75,779500,75.75
"2010-01-19",75.919998,77,75.919998,76.57,883000,76.57
"2010-01-20",76.379997,77.089996,75.5,75.779999,1672000,75.779999
"2010-01-21",76.059998,76.089996,74.099998,74.599998,841300,74.599998
"2010-01-22",74.620003,74.629997,72.059998,72.269997,2211500,72.269997
"2010-01-25",72.339996,73.129997,70.199997,73.050003,2448300,73.050003
"2010-01-26",72.489998,73.739998,72.489998,73.18,1190200,73.18
"2010-01-27",72.93,73.370003,71.849998,72.190002,1478900,72.190002
"2010-01-28",72.470001,72.739998,70.900002,71.040001,1146400,71.040001
"2010-01-29",71.160004,71.870003,70.32,71.099998,1584600,71.099998
"2010-02-01",71.720001,71.830002,70.870003,71.599998,1039200,71.599998
"2010-02-02",71.660004,72.690002,71.400002,72.599998,1273500,72.599998
"2010-02-03",72.339996,72.370003,71.580002,71.800003,539500,71.800003
"2010-02-04",71.209999,71.800003,70.459999,70.540001,1381100,70.540001
"2010-02-05",70.440002,70.709999,69.610001,70.639999,1015000,70.639999
"2010-02-08",70.589996,70.830002,69.980003,70.139999,632000,70.139999
"2010-02-09",70.519997,70.970001,70,70.150002,1415900,70.150002
"2010-02-10",69.919998,71.169998,69.629997,70.970001,1730100,70.970001
"2010-02-11",69.800003,71.639999,69.489998,71.559998,1582300,71.559998
"2010-02-12",71.339996,71.839996,70.580002,71.760002,1080400,71.760002
"2010-02-16",72.370003,72.440002,71.529999,72.43,848300,72.43
"2010-02-17",72.489998,73.5,72.489998,73.150002,1021700,73.150002
"2010-02-18",73.18,73.32,72.779999,73.120003,1149400,73.120003
"2010-02-19",73,74.099998,72.790001,73.980003,938300,73.980003
"2010-02-22",74.169998,74.470001,73.669998,73.970001,589100,73.970001
"2010-02-23",73.690002,74.160004,73.169998,73.400002,1122900,73.400002
"2010-02-24",73.699997,73.809998,73.239998,73.5,699300,73.5
"2010-02-25",73.239998,73.25,72.470001,73.129997,1135900,73.129997
"2010-02-26",73.139999,73.860001,73.080002,73.309998,711900,73.309998
"2010-03-01",73.370003,74.230003,73.25,74.190002,834500,74.190002
"2010-03-02",74.370003,75.080002,74.330002,74.650002,656700,74.650002
"2010-03-03",74.459999,74.510002,72.870003,73.279999,2038900,73.279999
"2010-03-04",73.419998,73.690002,72.190002,72.589996,962800,72.589996
"2010-03-05",72.790001,72.93,72.07,72.449997,1461100,72.449997
"2010-03-08",72.239998,72.349998,71.860001,72.040001,1066700,72.040001
"2010-03-09",71.93,72.129997,71.650002,71.889999,582500,71.889999
"2010-03-10",71.870003,72.629997,71.620003,72.32,749800,72.32
"2010-03-11",72.260002,73.800003,72.089996,73.779999,1119200,73.779999
"2010-03-12",73.690002,74.269997,73.5,73.699997,676700,73.699997
"2010-03-15",73.699997,74.669998,73.540001,74.669998,1131000,74.669998
"2010-03-16",74.629997,75.099998,74.190002,75,702100,75
"2010-03-17",75.110001,76,75,75.709999,1024100,75.709999
"2010-03-18",76.010002,76.25,75.470001,76.169998,675200,76.169998
"2010-03-19",75.510002,76.150002,75.169998,75.510002,1178000,75.510002
"2010-03-22",75.43,76.43,75.32,76.260002,1115700,76.260002
"2010-03-23",75.059998,75.400002,74.050003,74.330002,1458600,74.330002
"2010-03-24",74.260002,74.669998,73.769997,73.980003,1160700,73.980003
"2010-03-25",73.989998,75.07,73.82,74.900002,1070800,74.900002
"2010-03-26",75.989998,75.989998,74.779999,75.580002,1062400,75.580002
"2010-03-29",75.779999,75.879997,75.470001,75.809998,588100,75.809998
"2010-03-30",75.75,75.959999,75.650002,75.949997,542600,75.949997
"2010-03-31",75.690002,76.029999,75.190002,75.709999,860800,75.709999
"2010-04-01",76.040001,77.220001,76.040001,77.169998,947800,77.169998
"2010-04-05",77.459999,77.5,76.82,76.889999,716800,76.889999
"2010-04-06",77.120003,77.470001,76.919998,77.150002,1293200,77.150002
"2010-04-07",77.25,77.480003,76.129997,76.459999,1052500,76.459999
"2010-04-08",76.489998,76.559998,75.919998,76.129997,905800,76.129997
"2010-04-09",76.029999,76.25,75.720001,76.160004,767800,76.160004
"2010-04-12",76.089996,76.669998,75.949997,76.669998,579000,76.669998
"2010-04-13",76.449997,76.580002,75.839996,76.440002,710200,76.440002
"2010-04-14",76.470001,76.470001,75.690002,76.260002,616800,76.260002
"2010-04-15",75.860001,77.940002,75.860001,77.75,1448300,77.75
"2010-04-16",77.160004,77.959999,76.769997,76.980003,1027300,76.980003
"2010-04-19",75.139999,80.82,75.139999,79.330002,4002600,79.330002
"2010-04-20",79.709999,80.239998,78.839996,80.239998,1186800,80.239998
"2010-04-21",79.419998,83,78.93,81,3221600,81
"2010-04-22",80.32,81.040001,79.440002,80.690002,1173800,80.690002
"2010-04-23",80.440002,80.599998,79.300003,79.989998,1214800,79.989998
"2010-04-26",80.110001,80.110001,78.830002,78.910004,1110700,78.910004
"2010-04-27",78.230003,78.959999,77.279999,77.419998,1487300,77.419998
"2010-04-28",77.470001,78.269997,76.900002,78.129997,1810200,78.129997
"2010-04-29",78.690002,78.989998,78.32,78.830002,938600,78.830002
"2010-04-30",78.959999,79.169998,78.529999,78.57,1589600,78.57
"2010-05-03",78.580002,79.059998,78.230003,78.559998,1147700,78.559998
"2010-05-04",77.900002,78.230003,77.389999,77.830002,1612200,77.830002
"2010-05-05",77.709999,78.559998,77.559998,77.669998,1012700,77.669998
"2010-05-06",77.559998,78.25,73.120003,76.260002,1771500,76.260002
"2010-05-07",76.059998,76.660004,74.980003,75.230003,1559000,75.230003
"2010-05-10",77.730003,77.730003,76.199997,76.860001,1283300,76.860001
"2010-05-11",76.379997,77.330002,75.889999,76.940002,1250800,76.940002
"2010-05-12",77.150002,77.389999,76.68,77.190002,1366200,77.190002
"2010-05-13",77.029999,77.870003,76.690002,77.800003,1774700,77.800003
"2010-05-14",77.25,77.629997,76.620003,77.470001,1499600,77.470001
"2010-05-17",77.339996,77.919998,76.75,77.519997,990400,77.519997
"2010-05-18",77.769997,78.419998,76.639999,76.93,1361400,76.93
"2010-05-19",76.809998,77.839996,76.589996,77.709999,1849000,77.709999
"2010-05-20",76.510002,76.82,75.739998,75.980003,2736800,75.980003
"2010-05-21",75.139999,76.169998,75.010002,76,2174000,76
"2010-05-24",75.75,76.110001,75.190002,75.400002,1299900,75.400002
"2010-05-25",74.349998,75.540001,73.900002,75.459999,1280000,75.459999
"2010-05-26",75.529999,76.040001,74.93,74.989998,942800,74.989998
"2010-05-27",75.940002,76.459999,75.769997,76.410004,1173800,76.410004
"2010-05-28",76.190002,76.290001,75.480003,75.610001,854900,75.610001
"2010-06-01",75.059998,75.949997,74.800003,75,661000,75
"2010-06-02",75.349998,76.639999,74.959999,76.580002,931000,76.580002
"2010-06-03",76.830002,77.639999,76.580002,76.870003,1057600,76.870003
"2010-06-04",75.900002,76.510002,74.800003,75.050003,841500,75.050003
"2010-06-07",75.349998,76.120003,74.93,75,891300,75
"2010-06-08",75.099998,75.550003,74.720001,75.459999,988700,75.459999
"2010-06-09",75.650002,76.410004,75.43,75.57,1069400,75.57
"2010-06-10",76.449997,77.580002,76.449997,77.470001,815200,77.470001
"2010-06-11",77.239998,78.360001,76.940002,78.239998,1160200,78.239998
"2010-06-14",78.32,79.309998,78.32,78.809998,999100,78.809998
"2010-06-15",79.239998,79.790001,78.889999,79.599998,1071400,79.599998
"2010-06-16",79.010002,80.529999,79.010002,80.389999,1040400,80.389999
"2010-06-17",80.5,80.589996,79.980003,80.400002,711800,80.400002
"2010-06-18",80.519997,80.519997,79.839996,80.25,1373900,80.25
"2010-06-21",80.5,80.940002,80,80.220001,1014200,80.220001
"2010-06-22",80.43,80.849998,78.860001,78.949997,740500,78.949997
"2010-06-23",78.720001,79.32,78.050003,78.410004,944700,78.410004
"2010-06-24",78.029999,78.510002,76.970001,77.050003,722100,77.050003
"2010-06-25",76.279999,77.870003,76.279999,77.190002,1181500,77.190002
"2010-06-28",77.550003,78.349998,77.25,78,614600,78
"2010-06-29",77.07,77.400002,76.169998,76.519997,1628800,76.519997
"2010-06-30",76.040001,76.760002,75.279999,75.349998,1156300,75.349998
"2010-07-01",75.309998,75.620003,73.599998,75.419998,1309200,75.419998
"2010-07-02",75.779999,75.779999,74.129997,74.5,1213700,74.5
"2010-07-06",75.419998,75.419998,73.669998,74.199997,1101800,74.199997
"2010-07-07",74.449997,75.029999,73.82,74.989998,821800,74.989998
"2010-07-08",75.400002,75.839996,75.239998,75.620003,712800,75.620003
"2010-07-09",75.389999,75.480003,74.010002,74.330002,1057400,74.330002
"2010-07-12",74.099998,74.940002,74.010002,74.870003,734500,74.870003
"2010-07-13",75.410004,75.940002,74.889999,75.839996,818600,75.839996
"2010-07-14",75.440002,76.559998,75.300003,76.290001,680400,76.290001
"2010-07-15",76.279999,76.889999,75.910004,76.580002,545400,76.580002
"2010-07-16",76.059998,76.580002,74.989998,75.029999,755800,75.029999
"2010-07-19",75.410004,75.589996,74.830002,75.269997,587700,75.269997
"2010-07-20",74.690002,77.029999,74.5,76.800003,1178800,76.800003
"2010-07-21",75.459999,76.739998,74.309998,75.949997,3417900,75.949997
"2010-07-22",78.209999,78.650002,71.580002,72.239998,4158400,72.239998
"2010-07-23",72.580002,74.410004,72.199997,72.959999,1502600,72.959999
"2010-07-26",73.370003,74.480003,73.080002,74.400002,1052800,74.400002
"2010-07-27",74.690002,75.089996,72.769997,74.510002,2319900,74.510002
"2010-07-28",74.559998,74.879997,73.459999,73.629997,672300,73.629997
"2010-07-29",74.339996,74.660004,72.580002,73.239998,1134700,73.239998
"2010-07-30",72.809998,73.18,72.449997,72.980003,1504600,72.980003
"2010-08-02",73.940002,74.879997,73.540001,74.870003,824200,74.870003
"2010-08-03",74.900002,75.470001,74.010002,75.040001,878800,75.040001
"2010-08-04",75.300003,75.800003,75.050003,75.650002,694300,75.650002
"2010-08-05",75.199997,75.809998,74.940002,75.739998,694500,75.739998
"2010-08-06",75.290001,75.68,74.68,75.5,935300,75.5
"2010-08-09",75.699997,75.980003,75.160004,75.410004,788800,75.410004
"2010-08-10",74.949997,77.389999,74.739998,76.540001,1018900,76.540001
"2010-08-11",75.690002,75.839996,74.800003,74.940002,866500,74.940002
"2010-08-12",74.080002,75.730003,73.800003,75.419998,636400,75.419998
"2010-08-13",75.129997,75.529999,74.839996,75.010002,510100,75.010002
"2010-08-16",74.559998,75.120003,73.760002,74.860001,408100,74.860001
"2010-08-17",75.489998,76.519997,75.07,76.07,732000,76.07
"2010-08-18",76.290001,76.32,75.550003,76,368600,76
"2010-08-19",75.580002,75.769997,74.260002,74.949997,651400,74.949997
"2010-08-20",74.540001,76,74.540001,75.760002,1365200,75.760002
"2010-08-23",76.129997,76.760002,75.57,75.610001,619000,75.610001
"2010-08-24",74.800003,75.760002,74.790001,75.529999,1370600,75.529999
"2010-08-25",75.43,76.739998,75.330002,76.120003,1378100,76.120003
"2010-08-26",76.18,76.290001,75.080002,75.080002,1449200,75.080002
"2010-08-27",75.419998,75.449997,74.330002,75.220001,1669900,75.220001
"2010-08-30",75.260002,75.300003,73.919998,73.970001,1109000,73.970001
"2010-08-31",73.669998,74.080002,72.330002,72.620003,1921700,72.620003
"2010-09-01",73.769997,74.150002,73.160004,74,1236200,74
"2010-09-02",74.139999,74.730003,73.980003,74.559998,1002600,74.559998
"2010-09-03",75,75.239998,74.690002,75.050003,1142800,75.050003
"2010-09-07",74.940002,75.410004,74.379997,74.599998,1249900,74.599998
"2010-09-08",74.779999,74.779999,73.860001,74.309998,1677900,74.309998
"2010-09-09",74.900002,75.919998,74.839996,75.790001,953900,75.790001
"2010-09-10",75.800003,76.93,75.449997,76.650002,966100,76.650002
"2010-09-13",75.550003,75.989998,72.940002,73.050003,2951200,73.050003
"2010-09-14",73.190002,75.019997,73.059998,74.82,1965000,74.82
"2010-09-15",74.519997,75.529999,74.519997,75.449997,1473700,75.449997
"2010-09-16",75.260002,75.43,74.470001,74.519997,1008800,74.519997
"2010-09-17",74.849998,75.290001,74.239998,74.959999,1293300,74.959999
"2010-09-20",75.010002,76.620003,74.830002,76.510002,902200,76.510002
"2010-09-21",76.480003,76.93,76,76.379997,774700,76.379997
"2010-09-22",76.290001,76.68,75.989998,76.25,1726900,76.25
"2010-09-23",75.760002,76.790001,75.75,75.900002,726200,75.900002
"2010-09-24",76.589996,76.959999,75.980003,76.830002,628700,76.830002
"2010-09-27",76.980003,76.980003,75.860001,76.300003,520600,76.300003
"2010-09-28",76.290001,78.25,76.089996,78.129997,1204500,78.129997
"2010-09-29",77.970001,78.940002,77.809998,78.150002,971000,78.150002
"2010-09-30",78.529999,78.900002,77.919998,78.43,709800,78.43
"2010-10-01",78.529999,79.470001,77.650002,78.029999,699700,78.029999
"2010-10-04",78.080002,78.489998,77.580002,77.919998,694600,77.919998
"2010-10-05",78.300003,79.389999,78.300003,79.349998,668100,79.349998
"2010-10-06",79.400002,79.559998,78.989998,79.139999,773000,79.139999
"2010-10-07",79.239998,79.480003,78.470001,78.599998,547800,78.599998
"2010-10-08",78.800003,79.480003,78.470001,79.389999,685500,79.389999
"2010-10-11",79.300003,79.989998,79.120003,79.889999,366100,79.889999
"2010-10-12",79.599998,79.790001,79.169998,79.529999,878400,79.529999
"2010-10-13",79.669998,80.739998,79.599998,80.400002,925200,80.400002
"2010-10-14",80.419998,80.559998,78.32,78.980003,1392300,78.980003
"2010-10-15",79.389999,79.889999,78.82,79.120003,734000,79.120003
"2010-10-18",79.389999,80.07,79.209999,79.959999,837600,79.959999
"2010-10-19",79.239998,79.459999,78.610001,78.989998,1477000,78.989998
"2010-10-20",79.290001,79.559998,77.879997,78.32,2331100,78.32
"2010-10-21",77.910004,78.279999,75.75,78.080002,3261300,78.080002
"2010-10-22",78.050003,79.400002,78.050003,79.160004,1189100,79.160004
"2010-10-25",79.360001,79.550003,78.660004,78.809998,887500,78.809998
