"","GE.Open","GE.High","GE.Low","GE.Close","GE.Volume","GE.Adjusted"
"2001-04-12",41.875,42.98077,41.557693,42.98077,17955900,23.930607
"2001-04-16",42.817307,43.028847,42.221153,42.932693,14695400,23.903845
"2001-04-17",42.403847,43.740383,42.298077,43.71154,21327600,24.337492
"2001-04-18",44.115383,46.115383,43.76923,46.048077,37897000,25.638414
"2001-04-19",45.673077,46.682693,45.509617,46.64423,22944400,25.970333
"2001-04-20",46.64423,46.64423,45.673077,46.25,24201800,25.750835
"2001-04-23",45.91346,45.923077,45.076923,45.384617,16860300,25.269016
"2001-04-24",45.192307,45.96154,44.125,44.221153,19359000,24.621229
"2001-04-25",44.903847,46.615383,44.615383,45.971153,18572100,25.595573
"2001-04-26",47.067307,47.490383,46.625,47.403847,21886000,26.393263
"2001-04-27",47.403847,48.028847,46.432693,48.028847,16308500,26.741245
"2001-04-30",48.067307,48.08654,46.16346,46.66346,18978900,25.981047
"2001-05-01",46.201923,47.067307,45.96154,47.028847,13590000,26.184483
"2001-05-02",47.14423,47.53846,46.26923,47.21154,18844300,26.286211
"2001-05-03",47.21154,47.221153,46.16346,46.634617,19206200,25.964973
"2001-05-04",45.76923,48.057693,45.682693,48.009617,19045200,26.730558
"2001-05-07",48.009617,48.076923,47.576923,48.03846,15319000,26.746607
"2001-05-08",48.03846,48.076923,46.83654,47.576923,15741100,26.489637
"2001-05-09",47.115383,48.46154,46.884617,47.528847,24023100,26.462881
"2001-05-10",48.221153,48.26923,47.509617,47.91346,14110600,26.677015
"2001-05-11",47.923077,48.076923,46.64423,47.125,12348300,26.238014
"2001-05-14",47.125,48.067307,46.91346,47.817307,11411000,26.623486
"2001-05-15",47.817307,48.423077,47.403847,48.221153,18547700,26.848324
"2001-05-16",48.067307,50.240383,47.740383,50.201923,25459800,27.951166
"2001-05-17",50,50.60577,49.71154,50.10577,20232500,27.897635
"2001-05-18",50.10577,50.951923,49.942307,50.951923,17994000,28.368742
"2001-05-21",50.951923,51.490383,50.673077,51.346153,18974300,28.588243
"2001-05-22",51.10577,51.240383,49.71154,50.653847,18074000,28.202795
"2001-05-23",50.432693,50.798077,49.221153,49.375,16638900,27.490765
"2001-05-24",49.278847,49.932693,48.798077,49.423077,13597500,27.517529
"2001-05-25",49.23077,49.23077,47.64423,48.028847,16262000,26.741245
"2001-05-29",48.451923,48.60577,47.740383,47.759617,13538300,26.591362
"2001-05-30",47.759617,48.125,47.115383,47.134617,16223300,26.243364
"2001-05-31",47.259617,47.740383,46.875,47.115383,13923100,26.232655
"2001-06-01",47.10577,47.509617,46.153847,47.115383,13997700,26.232655
"2001-06-04",47.21154,47.71154,47.028847,47.548077,14352700,26.473574
"2001-06-05",47.307693,47.451923,46.75,47.28846,15842100,26.329029
"2001-06-06",47.115383,47.39423,46.548077,46.875,14578400,26.098812
"2001-06-07",46.875,47.096153,46.317307,47.028847,11594500,26.184483
"2001-06-08",46.96154,46.96154,45.951923,46.28846,17478000,25.772249
"2001-06-11",46.009617,47.067307,45.403847,45.576923,18594600,25.376091
"2001-06-12",45.576923,47.375,44.48077,46.89423,39075700,26.109524
"2001-06-13",46.25,47.39423,45.865383,46.009617,34429400,25.616987
"2001-06-14",46.89423,48.278847,46.009617,46.98077,62533200,26.157717
"2001-06-15",46.442307,47.451923,46.153847,46.932693,45507100,26.130943
"2001-06-18",47.115383,47.807693,46.673077,47.115383,20907100,26.232655
"2001-06-19",47.884617,48.057693,46.875,46.990383,23491700,26.163071
"2001-06-20",46.826923,48.89423,46.701923,48.817307,31202700,27.180243
"2001-06-21",48.46154,50.403847,48.442307,49.278847,33248000,27.437235
"2001-06-22",49.134617,50.41346,49.125,49.865383,25598900,27.763794
"2001-06-25",49.71154,50.58654,48.221153,48.317307,28177400,26.901861
"2001-06-26",47.115383,48.048077,46.903847,46.91346,32036500,26.120239
"2001-06-27",46.826923,47.21154,45.903847,46.403847,28091400,25.836498
"2001-06-28",45.91346,47.548077,45.567307,46.990383,24518000,26.163071
"2001-06-29",47.115383,49.125,46.615383,47.115383,54797900,26.232655
"2001-07-02",47.03846,48.26923,47,48.26923,24110200,26.875095
"2001-07-03",47.596153,47.98077,47.365383,47.60577,18273000,26.505697
"2001-07-05",46.923077,47.5,46.53846,46.60577,20241200,26.033051
"2001-07-06",46.346153,46.375,44.807693,45.08654,24379100,25.184444
"2001-07-09",45.096153,45.317307,44.51923,45.048077,16799900,25.162966
"2001-07-10",44.951923,45.423077,43.932693,44,19783900,24.577524
"2001-07-11",44.03846,44.173077,42.596153,42.89423,28223100,23.959867
"2001-07-12",44.134617,45.384617,43.173077,45.192307,22284600,25.243519
"2001-07-13",44.807693,45.91346,44.365383,45.625,18324500,25.485212
"2001-07-16",45.33654,45.673077,44.01923,44.442307,14301800,24.824579
"2001-07-17",43.990383,44.73077,43.653847,44.33654,18986300,24.765511
"2001-07-18",43.846153,44.471153,43.653847,44.375,17630700,24.786995
"2001-07-19",44.51923,45.625,44.259617,44.692307,13396200,24.964231
"2001-07-20",44.903847,45.14423,44.403847,44.83654,12478900,25.0448
"2001-07-23",44.71154,44.826923,43.46154,43.557693,15811300,24.33046
"2001-07-24",43.653847,43.798077,41.58654,42.307693,27363700,23.632223
"2001-07-25",42.692307,43.182693,41.490383,42.115383,26078500,23.524809
"2001-07-26",42.259617,42.403847,41.58654,42.067307,24558100,23.497953
"2001-07-27",42.451923,43.125,42.16346,42.932693,17125800,23.981354
"2001-07-30",42.83654,43.173077,41.73077,41.923077,17360000,23.417385
"2001-07-31",41.682693,42.548077,41.33654,41.826923,25751500,23.363678
"2001-08-01",41.346153,41.85577,40.76923,41.153847,24257600,22.987709
"2001-08-02",41.442307,41.51923,40.48077,40.576923,25453800,22.665462
"2001-08-03",40.673077,41.153847,40.28846,41.10577,15885700,22.960863
"2001-08-06",40.76923,40.875,39.692307,39.798077,22137700,22.230412
"2001-08-07",39.85577,41.201923,39.673077,41.125,24262200,22.9716
"2001-08-08",40.721153,40.865383,39.903847,40.048077,15176300,22.370052
"2001-08-09",40.048077,40.625,39.71154,40.28846,15449200,22.50433
"2001-08-10",40.384617,41.16346,39.798077,40.932693,13887700,22.864185
"2001-08-13",40.865383,41.451923,40.403847,40.60577,14763500,22.681574
"2001-08-14",40.96154,41.10577,40.096153,40.240383,13062100,22.477476
"2001-08-15",40.384617,40.682693,40.10577,40.173077,15543800,22.439875
"2001-08-16",39.932693,40.28846,39.423077,40,17765800,22.343197
"2001-08-17",39.71154,39.807693,38.798077,39.23077,16302600,21.913532
"2001-08-20",39.423077,40.28846,38.85577,39.932693,13289000,22.305599
"2001-08-21",39.923077,40.221153,38.846153,38.91346,14475400,21.736273
"2001-08-22",38.990383,39.71154,38.740383,39.278847,16469500,21.94039
"2001-08-23",39.326923,39.721153,39.048077,39.46154,10927400,22.042431
"2001-08-24",39.51923,40.634617,39.432693,40.375,14140400,22.552673
"2001-08-27",40.384617,40.923077,40.048077,40.548077,14893100,22.649336
"2001-08-28",40.625,40.673077,39.567307,39.64423,13243200,22.144478
"2001-08-29",40.048077,40.048077,39.048077,39.048077,12375500,21.811476
"2001-08-30",39.134617,39.903847,38.307693,38.653847,22944100,21.59127
"2001-08-31",38.60577,39.615383,38.528847,39.326923,17950000,21.967228
"2001-09-04",39.326923,40.548077,38.798077,39.259617,19225600,21.929642
"2001-09-05",39.403847,40.375,38.942307,40.096153,20971000,22.396914
"2001-09-06",39.71154,39.923077,38.85577,38.942307,19156900,21.752403
"2001-09-07",38.46154,38.75,37.826923,38.134617,25150300,21.301235
"2001-09-10",37.509617,38.615383,37.451923,37.83654,25058800,21.134739
"2001-09-17",34.134617,35.76923,33.173077,33.798077,74302100,18.878933
"2001-09-18",33.846153,34.807693,32.26923,32.548077,47955100,18.180702
"2001-09-19",33.076923,33.317307,29.807692,31.25,58927200,17.455627
"2001-09-20",30.096153,30.317308,29.201923,29.201923,48543400,16.311613
"2001-09-21",27.884615,31.259615,27.403847,30.096153,89324400,16.811102
"2001-09-24",32.451923,34.10577,31.490385,33.846153,73813300,18.905781
"2001-09-25",33.85577,34.740383,33.33654,34.134617,45809400,19.066917
"2001-09-26",34.615383,34.615383,33.653847,34.115383,27547900,19.142452
"2001-09-27",34.23077,34.615383,33.673077,34.567307,21839800,19.39603
"2001-09-28",34.903847,35.865383,34.634617,35.76923,33769800,20.070444
"2001-10-01",35.865383,36.307693,35.625,36.192307,25713300,20.307827
"2001-10-02",36.10577,36.64423,35.278847,36.58654,23258800,20.529037
"2001-10-03",36.201923,36.990383,35.96154,36.682693,26674100,20.582993
"2001-10-04",36.971153,37.21154,35.673077,35.951923,27695500,20.172949
"2001-10-05",35.951923,36.240383,34.817307,36.009617,23766300,20.205317
"2001-10-08",35.33654,35.817307,34.85577,35.384617,16369200,19.854631
"2001-10-09",35.384617,35.740383,35.009617,35.403847,14741200,19.865423
"2001-10-10",35.39423,36.673077,35.10577,36.451923,18713800,20.453497
"2001-10-11",36.923077,37.971153,36.826923,37.451923,25689900,21.014622
"2001-10-12",37.442307,37.634617,36.067307,37.5,23001000,21.041594
"2001-10-15",37.067307,37.576923,36.596153,37.365383,13388400,20.966059
"2001-10-16",37.365383,37.740383,36.634617,36.990383,17261000,20.755638
"2001-10-17",37.259617,37.26923,35.596153,35.721153,22557000,20.043467
"2001-10-18",35.673077,36.057693,35.432693,35.817307,15757800,20.097422
"2001-10-19",35.576923,35.96154,35.134617,35.817307,17027600,20.097422
"2001-10-22",35.721153,36.346153,35.58654,36.16346,16922800,20.291647
"2001-10-23",36.53846,36.58654,35.5,35.83654,15818100,20.108213
"2001-10-24",35.846153,36.442307,35.48077,35.653847,16649500,20.005699
"2001-10-25",35.432693,36.5,34.653847,36.41346,23410500,20.431929
"2001-10-26",36.76923,37.48077,36.153847,37.384617,19363800,20.976847
"2001-10-29",37.16346,37.259617,35.91346,35.990383,14708900,20.194532
"2001-10-30",35.33654,35.557693,34.923077,34.942307,15887200,19.60644
"2001-10-31",35.192307,35.721153,34.85577,35.009617,16567600,19.644217
"2001-11-01",34.85577,36.759617,34.66346,36.451923,19336900,20.453497
"2001-11-02",36.153847,36.923077,35.653847,36.5,14528100,20.480474
"2001-11-05",37.115383,37.596153,36.96154,37.278847,15767200,20.917498
"2001-11-06",37.278847,38.442307,36.971153,38.26923,17472400,21.473207
"2001-11-07",38.125,38.423077,37.58654,37.83654,15895100,21.230429
"2001-11-08",38.028847,38.91346,37.932693,38.798077,20849400,21.769951
"2001-11-09",38.740383,38.923077,38.307693,38.85577,12271400,21.80232
"2001-11-12",38.365383,38.60577,37.125,37.91346,20686800,21.27359
"2001-11-13",38.46154,39.028847,38.26923,39,18347700,21.883257
"2001-11-14",39.375,39.807693,38.951923,39.307693,14813100,22.05591
"2001-11-15",39.307693,40,39.23077,39.951923,17620800,22.417383
"2001-11-16",39.951923,39.951923,38.71154,39.278847,17986000,22.039724
"2001-11-19",39.567307,39.98077,39.134617,39.66346,14757300,22.255526
"2001-11-20",39.615383,40.16346,39.23077,39.51923,14912400,22.174597
"2001-11-21",39.423077,39.615383,38.615383,38.89423,12502700,21.823902
"2001-11-23",39.08654,39.567307,38.990383,39.442307,5455800,22.131439
"2001-11-26",39.85577,40.115383,39.423077,39.73077,13111500,22.293289
"2001-11-27",39.615383,40.173077,39.067307,39.490383,14596000,22.158415
"2001-11-28",38.701923,39.423077,37.634617,37.83654,24725500,21.230429
"2001-11-29",37.83654,38.259617,37.634617,38.201923,16006200,21.43544
"2001-11-30",38.201923,38.346153,36.971153,37.01923,24538800,20.771826
"2001-12-03",36.923077,36.923077,35.201923,35.5,35062200,19.919374
"2001-12-04",36.298077,36.740383,35.576923,35.91346,30343900,20.151371
"2001-12-05",36.153847,36.78846,35.682693,36.10577,36601200,20.259275
"2001-12-06",36.442307,36.91346,36.10577,36.298077,20142300,20.367182
"2001-12-07",36.307693,36.307693,35.625,35.721153,17028900,20.043467
"2001-12-10",35.76923,36.682693,35.240383,35.384617,21576800,19.854631
"2001-12-11",35.91346,36.057693,35.03846,35.375,21547400,19.849239
"2001-12-12",36.009617,36.01923,34.817307,35.625,23534400,19.989515
"2001-12-13",35.432693,36.442307,35.14423,35.625,27147200,19.989515
"2001-12-14",35.625,36.528847,35.048077,36.201923,27163900,20.313232
"2001-12-17",36.346153,37.35577,36.25,36.826923,27784500,20.663921
"2001-12-18",38.221153,38.557693,37.83654,38.192307,34336900,21.430052
"2001-12-19",38.173077,39.403847,37.98077,39.21154,28397600,22.001949
"2001-12-20",39.23077,39.576923,39.067307,39.26923,19402500,22.034325
"2001-12-21",39.51923,39.798077,39.375,39.759617,31902500,22.309479
"2001-12-24",39.759617,39.798077,39.423077,39.60577,5792500,22.223154
"2001-12-26",39.326923,39.692307,38.990383,38.990383,15553400,21.877865
"2001-12-27",38.942307,39.375,38.76923,39.375,13396900,22.192177
"2001-12-28",39.201923,39.53846,38.865383,39.16346,14166600,22.07296
"2001-12-31",38.990383,39.23077,38.490383,38.53846,14592000,21.720697
"2002-01-02",38.75,39.375,38.509617,39.375,18401000,22.192177
"2002-01-03",38.89423,39.346153,38.60577,39.048077,18197400,22.007915
"2002-01-04",39.23077,39.75,38.73077,39.375,20647200,22.192177
"2002-01-07",39.08654,39.278847,37.596153,37.846153,28627900,21.330503
"2002-01-08",38.125,38.471153,37.115383,37.451923,25093200,21.108322
"2002-01-09",37.21154,38.076923,36.721153,37.067307,20999900,20.891539
"2002-01-10",37.067307,37.403847,36.923077,37.125,15327500,20.924063
"2002-01-11",37.596153,37.64423,36.692307,36.759617,17474200,20.718119
"2002-01-14",36.73077,36.971153,36.326923,36.442307,21665800,20.539286
"2002-01-15",36.346153,37.490383,36.125,37.221153,27089100,20.97826
"2002-01-16",36.923077,37.009617,36.259617,36.26923,23810600,20.44173
"2002-01-17",37.403847,37.41346,36.826923,37.259617,23462800,20.999926
"2002-01-18",36.96154,37.403847,36.778847,37.192307,18758600,20.961998
"2002-01-22",37.932693,37.932693,36.759617,36.826923,17858400,20.756054
"2002-01-23",36.826923,36.83654,36.048077,36.201923,23401800,20.403801
"2002-01-24",36.634617,37.10577,35.903847,36.10577,20160000,20.349609
"2002-01-25",36.53846,36.903847,36.16346,36.78846,16386800,20.734381
"2002-01-28",37.115383,37.134617,36.307693,36.682693,14521200,20.674763
"2002-01-29",36.53846,36.75,34.826923,35.057693,37782400,19.758894
"2002-01-30",35,35.865383,33.16346,35.46154,64839500,19.986513
"2002-01-31",35.576923,35.798077,34.134617,35.721153,32253500,20.132845
"2002-02-01",35.48077,35.576923,34.990383,35.432693,21366500,19.970259
"2002-02-04",34.51923,34.51923,33.384617,33.653847,41330400,18.967682
"2002-02-05",33.75,35.16346,33.740383,34.817307,46151000,19.623421
"2002-02-06",34.951923,35.66346,34.557693,35.53846,34537400,20.029858
"2002-02-07",35.58654,36.384617,35.14423,35.76923,24912200,20.159929
"2002-02-08",35.96154,36.298077,34.83654,35.817307,23622400,20.187037
"2002-02-11",35.817307,36.442307,35.625,36.346153,16399400,20.485094
"2002-02-12",36.057693,36.153847,35.528847,36.057693,16982600,20.322506
"2002-02-13",36.25,36.89423,36.057693,36.634617,19509600,20.647673
"2002-02-14",36.634617,37.35577,36.096153,36.53846,21190100,20.593481
"2002-02-15",36.53846,36.53846,35.596153,35.682693,22993700,20.111156
"2002-02-19",35.48077,35.576923,34.923077,35,17626200,19.726383
"2002-02-20",35.125,36.298077,34.759617,36.125,22888400,20.360435
"2002-02-21",36.51923,36.98077,35.942307,36.076923,28742400,20.333347
"2002-02-22",36.076923,36.903847,35.653847,36.625,20341300,20.642256
"2002-02-25",36.58654,37.76923,36.53846,37.692307,25407900,21.243795
"2002-02-26",37.692307,37.740383,37.01923,37.259617,19535300,20.999926
"2002-02-27",37.740383,37.96154,37.01923,37.259617,24016800,21.097933
"2002-02-28",37.740383,38.125,36.98077,37.01923,24333400,20.961813
"2002-03-01",37.596153,37.932693,37.21154,37.932693,20922600,21.479055
"2002-03-04",38.26923,38.701923,37.951923,38.653847,33572800,21.887403
"2002-03-05",38.41346,39.23077,38.26923,38.942307,24745200,22.050749
"2002-03-06",38.942307,40.067307,38.846153,39.951923,25621700,22.622429
"2002-03-07",40.14423,40.192307,38.846153,39.375,25411500,22.295746
"2002-03-08",39.903847,40.23077,38.692307,39.03846,29225500,22.105188
"2002-03-11",39.423077,39.778847,39.28846,39.567307,24379500,22.404646
"2002-03-12",38.942307,39.932693,38.778847,39.51923,20558300,22.377422
"2002-03-13",39.182693,39.192307,38.384617,38.46154,24517700,21.778513
"2002-03-14",38.701923,38.990383,38.46154,38.85577,15354200,22.001736
"2002-03-15",38.990383,39.326923,38.375,38.64423,34422100,21.88196
"2002-03-18",38.701923,38.990383,38.201923,38.365383,20798300,21.724056
"2002-03-19",38.46154,38.557693,38.067307,38.365383,18585200,21.724056
"2002-03-20",38.21154,38.596153,37.01923,37.307693,28596300,21.125158
"2002-03-21",36.826923,37.115383,35.41346,36.009617,52315400,20.390125
"2002-03-22",36.076923,36.528847,35.60577,36.41346,31825700,20.618811
"2002-03-25",36.653847,36.759617,35.576923,35.615383,25583200,20.166901
"2002-03-26",35.673077,36.365383,35.576923,35.875,20810900,20.313898
"2002-03-27",35.83654,36.60577,35.625,36.009617,20411800,20.390125
"2002-03-28",36.25,36.48077,35.807693,35.96154,19457700,20.362906
"2002-04-01",35.625,36.009617,35.192307,35.865383,22397100,20.308462
"2002-04-02",35.76923,35.76923,35.28846,35.673077,18107100,20.199572
"2002-04-03",35.673077,35.78846,34.615383,35.33654,19882200,20.00901
"2002-04-04",35.33654,35.91346,35.23077,35.865383,21350700,20.308462
"2002-04-05",36.153847,36.346153,35.35577,35.673077,15417100,20.199572
"2002-04-08",35.096153,35.471153,34.98077,35.442307,17849900,20.068895
"2002-04-09",35.384617,35.528847,34.865383,35.048077,17847500,19.845663
"2002-04-10",35.125,35.923077,35,35.76923,23587000,20.254013
"2002-04-11",35.28846,35.35577,32.21154,32.451923,83068800,18.375622
"2002-04-12",33.125,33.125,31.73077,32.259617,51713100,18.266731
"2002-04-15",31.826923,31.971153,30.423077,30.625,71293500,17.341143
"2002-04-16",31.25,32.076923,30.951923,31.826923,46420000,18.021717
"2002-04-17",32.21154,32.673077,31.932692,32.35577,30834800,18.321169
"2002-04-18",32.365383,32.71154,31.73077,32.5,28330300,18.40284
"2002-04-19",32.83654,32.83654,32.23077,32.403847,20468400,18.348392
"2002-04-22",32.259617,32.259617,31.538462,31.596153,20598300,17.891047
"2002-04-23",32.21154,32.673077,31.39423,31.538462,20264600,17.858376
"2002-04-24",31.586538,31.884615,31.134615,31.25,22613400,17.69504
"2002-04-25",31.009615,31.913462,30.596153,30.817308,28779000,17.450037
"2002-04-26",31.538462,31.538462,30.26923,30.288462,24110700,17.150581
"2002-04-29",30.528847,30.653847,29.5,29.663462,23528600,16.796673
"2002-04-30",29.615385,30.673077,28.990385,30.336538,41911700,17.177795
"2002-05-01",30.528847,30.634615,29.567308,30.48077,26827300,17.25947
"2002-05-02",30.432692,30.625,29.865385,30.384615,20370300,17.205023
"2002-05-03",30.096153,30.48077,29.557692,30.48077,20599500,17.25947
"2002-05-06",30.336538,30.817308,29.701923,29.778847,24252300,16.862015
"2002-05-07",29.807692,30.153847,29.336538,29.471153,21452000,16.687775
"2002-05-08",30.14423,31.75,30.096153,31.586538,35231300,17.885597
"2002-05-09",31.25,31.26923,30.134615,30.278847,34235800,17.145128
"2002-05-10",30.528847,30.528847,29.432692,29.471153,27307500,16.687775
"2002-05-13",29.375,29.85577,29.23077,29.663462,23434800,16.796673
"2002-05-14",30.336538,30.442308,29.711538,30.365385,30858900,17.194128
"2002-05-15",30.240385,30.48077,29.721153,29.740385,30815900,16.840229
"2002-05-16",30.14423,30.76923,29.942308,30.76923,24436800,17.42281
"2002-05-17",31.153847,32.16346,31.009615,32.16346,33981000,18.212276
"2002-05-20",31.73077,31.740385,31.23077,31.346153,21120700,17.749481
"2002-05-21",31.634615,31.923077,30.76923,30.913462,20658700,17.504478
"2002-05-22",30.76923,30.951923,30.288462,30.692308,19670600,17.379257
"2002-05-23",30.865385,31.682692,30.596153,31.682692,18780800,17.940048
"2002-05-24",31.682692,31.73077,31.23077,31.346153,14750900,17.749481
"2002-05-28",31.490385,31.576923,30.634615,30.817308,14847200,17.450037
"2002-05-29",30.625,31.048077,30.10577,30.192308,17427500,17.096136
"2002-05-30",29.711538,30.192308,29.567308,30,21661400,16.987236
"2002-05-31",30,30.461538,29.807692,29.942308,20718200,16.954576
"2002-06-03",29.942308,29.951923,28.798077,28.951923,30077200,16.393772
"2002-06-04",28.846153,29.240385,28.64423,28.89423,34647800,16.361107
"2002-06-05",29.086538,29.288462,28.663462,28.990385,24827900,16.41556
"2002-06-06",29.134615,29.134615,27.990385,28.173077,22234300,15.952755
"2002-06-07",27.307692,29.086538,27.307692,29.038462,32842100,16.442772
"2002-06-10",28.990385,29.23077,28.60577,28.798077,21675100,16.306658
"2002-06-11",28.942308,29.278847,28.221153,28.26923,23196100,16.0072
"2002-06-12",28.26923,29.240385,28.221153,29.182692,29257800,16.524446
"2002-06-13",28.846153,29.278847,28.596153,28.701923,21664700,16.252211
"2002-06-14",28.365385,28.653847,27.76923,28.557692,35514200,16.170546
"2002-06-17",28.846153,29.471153,28.73077,29.336538,22143400,16.611565
"2002-06-18",29.23077,30.192308,29.076923,29.951923,22669900,16.960016
"2002-06-19",29.51923,30.153847,29.134615,29.182692,21757900,16.524446
"2002-06-20",29.086538,29.365385,28.461538,28.557692,21592300,16.170546
"2002-06-21",28.028847,28.557692,27.64423,27.836538,40780200,15.762192
"2002-06-24",27.451923,28.846153,27.01923,28.461538,38672900,16.116098
"2002-06-25",28.798077,29.028847,27.596153,27.788462,30960100,15.734976
"2002-06-26",26.442308,28.759615,26.365385,28.365385,46800400,16.162315
"2002-06-27",28.557692,28.846153,27.634615,28.75,34568000,16.381464
"2002-06-28",28.75,29.086538,27.903847,27.932692,33764000,15.915777
"2002-07-01",27.942308,28.403847,27.163462,27.35577,28045000,15.587049
"2002-07-02",27.067308,27.413462,26.35577,27.01923,32809800,15.395288
"2002-07-03",26.201923,26.875,25.865385,26.826923,31693600,15.285719
"2002-07-05",27.64423,28.60577,27.403847,28.548077,20028300,16.266411
"2002-07-08",28.557692,28.76923,27.961538,28.298077,21191200,16.123968
"2002-07-09",28.26923,28.586538,27.153847,27.211538,25671100,15.504865
"2002-07-10",27.307692,27.64423,26.009615,26.009615,34833700,14.820026
