"","GE.Open","GE.High","GE.Low","GE.Close","GE.Volume","GE.Adjusted"
"2003-10-31",27.836538,28.125,27.836538,27.89423,17538200,16.462755
"2003-11-03",27.932692,28.134615,27.692308,27.692308,18851300,16.343573
"2003-11-04",27.701923,27.701923,27.307692,27.557692,19768000,16.26413
"2003-11-05",27.317308,27.48077,27.163462,27.336538,17826200,16.133606
"2003-11-06",27.211538,27.346153,26.971153,27.346153,16393100,16.139286
"2003-11-07",27.442308,27.5,26.98077,27.038462,18718200,15.957691
"2003-11-10",27.14423,27.153847,27.009615,27.086538,14599400,15.986066
"2003-11-11",27.067308,27.10577,26.89423,27.028847,16401400,15.95201
"2003-11-12",27.038462,27.692308,27.01923,27.596153,24586000,16.286821
"2003-11-13",27.5,27.625,27.067308,27.25,25934800,16.082535
"2003-11-14",27.163462,27.192308,26.778847,26.807692,28634500,15.821494
"2003-11-17",26.60577,27.740385,26.317308,26.740385,24440900,15.781774
"2003-11-18",27.326923,27.807692,27.307692,27.346153,42737400,16.139286
"2003-11-19",27.884615,28.39423,27.836538,28.336538,46696400,16.723795
"2003-11-20",28,28.326923,27.682692,27.836538,25383800,16.428698
"2003-11-21",27.961538,28.798077,27.432692,27.461538,25950100,16.20738
"2003-11-24",27.701923,27.826923,27.51923,27.64423,19003800,16.315203
"2003-11-25",27.663462,27.98077,27.51923,27.798077,16969600,16.406004
"2003-11-26",27.990385,28.009615,27.432692,27.663462,15743000,16.326557
"2003-11-28",27.740385,27.788462,27.548077,27.567308,8707000,16.269808
"2003-12-01",28.076923,28.086538,27.673077,27.913462,20622800,16.474096
"2003-12-02",27.913462,28.346153,27.836538,28.346153,25173600,16.729469
"2003-12-03",28.451923,28.557692,28.192308,28.384615,26069200,16.752161
"2003-12-04",28.26923,28.413462,27.98077,28.028847,20406000,16.542204
"2003-12-05",28.038462,28.26923,27.89423,27.98077,14264600,16.513832
"2003-12-08",28.028847,28.278847,28.028847,28.240385,15680000,16.667046
"2003-12-09",28.365385,28.663462,28.307692,28.423077,25669800,16.774868
"2003-12-10",28.509615,28.576923,28.403847,28.576923,23814700,16.865667
"2003-12-11",28.596153,29.298077,28.596153,29.23077,29816300,17.25156
"2003-12-12",29.115385,29.278847,28.798077,28.951923,21422900,17.086981
"2003-12-15",29.413462,29.423077,28.951923,29.163462,28068900,17.211834
"2003-12-16",29.25,29.615385,29.048077,29.471153,26737800,17.393429
"2003-12-17",29.471153,29.548077,29.26923,29.548077,22529900,17.438831
"2003-12-18",29.682692,29.721153,29.548077,29.663462,25358600,17.506927
"2003-12-19",29.701923,29.807692,29.336538,29.701923,26307600,17.529621
"2003-12-22",29.615385,29.807692,29.548077,29.807692,16922300,17.592045
"2003-12-23",29.759615,30.086538,29.721153,29.903847,16067000,17.6488
"2003-12-24",29.85577,29.865385,29.60577,29.711538,6037700,17.535299
"2003-12-26",29.701923,29.778847,29.51923,29.538462,5292500,17.433153
"2003-12-29",29.51923,29.64423,29.346153,29.64423,17299800,17.610229
"2003-12-30",29.64423,29.673077,29.403847,29.538462,14608100,17.54739
"2003-12-31",29.451923,29.788462,29.403847,29.788462,17505100,17.695911
"2004-01-02",29.807692,30.365385,29.73077,29.923077,19072000,17.775873
"2004-01-05",30.038462,30.365385,29.913462,30.365385,20382800,18.038628
"2004-01-06",30.211538,30.317308,30,30.163462,17122500,17.918674
"2004-01-07",30.14423,30.461538,29.961538,30.461538,19316500,18.095753
"2004-01-08",30.634615,31.009615,30.451923,31.009615,28091200,18.421335
"2004-01-09",30.432692,30.951923,30.432692,30.576923,24960200,18.164301
"2004-01-12",30.721153,30.865385,30.692308,30.85577,19371300,18.329948
"2004-01-13",30.778847,30.89423,30.153847,30.39423,27795300,18.055769
"2004-01-14",30.567308,30.807692,30.317308,30.76923,17106200,18.27853
"2004-01-15",30.836538,30.913462,30.432692,30.76923,20612800,18.27853
"2004-01-16",31.153847,32.182693,30.990385,32.067307,52371100,19.049662
"2004-01-20",32.451923,32.451923,31.89423,32.076923,27483900,19.05537
"2004-01-21",32.182693,32.73077,31.759615,32.548077,22242200,19.335262
"2004-01-22",32.673077,32.740383,32.134617,32.23077,18606900,19.146772
"2004-01-23",32.35577,32.58654,31.807692,31.932692,16972800,18.969694
"2004-01-26",32.192307,32.884617,32.134617,32.826923,22185300,19.50091
"2004-01-27",32.932693,33.134617,32.721153,32.875,21091900,19.529469
"2004-01-28",32.98077,33.240383,32.221153,32.46154,28199000,19.283859
"2004-01-29",32.692307,32.83654,32.365383,32.721153,21617700,19.43808
"2004-01-30",32.557693,32.66346,32.192307,32.33654,17874300,19.209597
"2004-02-02",32.39423,32.653847,32.03846,32.33654,19418800,19.209597
"2004-02-03",32.365383,32.365383,31.85577,31.932692,17102500,18.969694
"2004-02-04",31.788462,32.682693,31.634615,31.903847,20910300,18.95256
"2004-02-05",32.028847,32.403847,31.778847,32.23077,14001300,19.146772
"2004-02-06",31.990385,32.16346,31.711538,31.903847,19059700,18.95256
"2004-02-09",32.067307,32.067307,31.538462,31.625,16047200,18.786911
"2004-02-10",31.89423,31.89423,31.153847,31.25,23071900,18.564135
"2004-02-11",31.25,32.048077,31.10577,31.807692,24760500,18.895437
"2004-02-12",31.875,31.971153,31.39423,31.596153,16102800,18.769768
"2004-02-13",31.73077,31.89423,31.461538,31.461538,16809900,18.689804
"2004-02-17",31.807692,31.913462,31.663462,31.778847,15569500,18.878298
"2004-02-18",31.778847,31.961538,31.490385,31.490385,15887100,18.706945
"2004-02-19",31.73077,31.826923,31.326923,31.346153,19108900,18.621256
"2004-02-20",31.528847,31.625,31.25,31.442308,18232300,18.678377
"2004-02-23",31.490385,32.192307,31.451923,32.134617,21663900,19.089645
"2004-02-24",32.125,32.365383,31.778847,32,22009800,19.009678
"2004-02-25",32.01923,32.028847,31.653847,31.701923,17488200,18.832609
"2004-02-26",31.461538,31.625,31.35577,31.413462,17385800,18.775137
"2004-02-27",31.490385,31.682692,31.26923,31.26923,17692400,18.688927
"2004-03-01",31.432692,31.663462,31.259615,31.528847,16318400,18.844093
"2004-03-02",31.663462,31.682692,31.173077,31.240385,19695900,18.671692
"2004-03-03",31.211538,31.60577,31.163462,31.586538,15389600,18.878572
"2004-03-04",31.442308,31.682692,31.442308,31.634615,15899000,18.907316
"2004-03-05",31.39423,32.192307,31.346153,31.509615,19315900,18.832605
"2004-03-08",31.25,31.25,30.538462,30.60577,28541000,18.2924
"2004-03-09",30.375,30.48077,30.10577,30.346153,60468000,18.137228
"2004-03-10",30.423077,30.442308,29.711538,29.903847,42117400,17.872877
"2004-03-11",29.73077,29.951923,29.096153,29.25,43982800,17.482082
"2004-03-12",29.451923,29.586538,29.288462,29.423077,29230800,17.585526
"2004-03-15",29.663462,29.75,28.971153,29.134615,35974100,17.413115
"2004-03-16",29.471153,29.509615,28.942308,29.326923,26278200,17.528059
"2004-03-17",29.423077,29.663462,29.336538,29.576923,25261000,17.677475
"2004-03-18",29.451923,29.596153,29.134615,29.538462,27763000,17.65449
"2004-03-19",29.442308,29.528847,28.951923,28.98077,41984500,17.321171
"2004-03-22",28.788462,28.846153,27.903847,28.278847,47381500,16.901638
"2004-03-23",28.64423,28.711538,28.067308,28.076923,61415900,16.780958
"2004-03-24",27.932692,28.076923,27.76923,28.057692,61013400,16.76947
"2004-03-25",28.086538,28.60577,27.98077,28.557692,57739500,17.068304
"2004-03-26",28.865385,29.711538,28.865385,28.942308,71908300,17.29818
"2004-03-29",29.403847,29.653847,29.278847,29.307692,61494500,17.51656
"2004-03-30",29.278847,29.51923,29.14423,29.509615,50149600,17.637249
"2004-03-31",29.5,29.5,29.240385,29.346153,51862900,17.539551
"2004-04-01",29.25,29.778847,29.163462,29.442308,49473400,17.597021
"2004-04-02",29.721153,29.951923,29.663462,29.865385,56385900,17.849886
"2004-04-05",29.788462,30.365385,29.778847,30.365385,56442200,18.148726
"2004-04-06",30.26923,30.60577,30.163462,30.307692,49354200,18.114239
"2004-04-07",30.442308,30.48077,30.086538,30.192308,32003600,18.045277
"2004-04-08",30.557692,30.625,29.951923,30.201923,40447300,18.051025
"2004-04-12",30.336538,30.51923,30.240385,30.403847,17861200,18.171711
"2004-04-13",30.471153,30.51923,29.673077,29.807692,33792500,17.815403
"2004-04-14",29.471153,29.51923,28.990385,29.307692,37443600,17.51656
"2004-04-15",29.51923,29.596153,29.134615,29.576923,25921500,17.677475
"2004-04-16",29.692308,30.134615,29.596153,30.028847,26833000,17.947578
"2004-04-19",29.98077,29.990385,29.23077,29.903847,18720200,17.872877
"2004-04-20",29.951923,30,29.221153,29.298077,21373200,17.51082
"2004-04-21",29.375,29.567308,28.884615,29.51923,31262100,17.642998
"2004-04-22",29.326923,29.75,29.048077,29.663462,36662900,17.729197
"2004-04-23",29.807692,29.807692,29.375,29.509615,20029600,17.637249
"2004-04-26",29.663462,29.73077,29.471153,29.567308,17294600,17.671732
"2004-04-27",29.73077,29.846153,29.326923,29.375,27911700,17.556782
"2004-04-28",29.182692,29.23077,28.846153,28.865385,28460600,17.252213
"2004-04-29",28.990385,29.192308,28.826923,28.89423,24497400,17.269442
"2004-04-30",28.961538,29.115385,28.653847,28.798077,24099700,17.211975
"2004-05-03",28.961538,29.201923,28.865385,29.134615,17682200,17.413115
"2004-05-04",29.25,29.528847,29.096153,29.26923,18122600,17.493572
"2004-05-05",28.48077,29.375,28.48077,29.317308,18702400,17.522308
"2004-05-06",29.182692,29.375,28.942308,29.298077,16871800,17.51082
"2004-05-07",29.153847,29.471153,28.826923,28.846153,20774100,17.240707
"2004-05-10",28.60577,29.567308,28.413462,28.875,29501900,17.257954
"2004-05-11",28.961538,29.14423,28.807692,29.086538,20479300,17.384384
"2004-05-12",28.846153,29.23077,28.557692,29.23077,26711900,17.470591
"2004-05-13",28.990385,29.307692,28.961538,29.182692,18784600,17.441853
"2004-05-14",29.134615,29.278847,28.807692,29,19226700,17.332668
"2004-05-17",28.557692,28.903847,28.538462,28.817308,20704200,17.223476
"2004-05-18",28.89423,29.298077,28.836538,29.259615,22730600,17.487833
"2004-05-19",29.596153,29.711538,29,29.086538,25588900,17.384384
"2004-05-20",29.096153,29.278847,29.009615,29.067308,14902500,17.372892
"2004-05-21",29.14423,29.509615,29.14423,29.471153,22793900,17.614254
"2004-05-24",29.75,29.759615,29.384615,29.596153,20291200,17.688971
"2004-05-25",29.51923,30.057692,29.490385,30.009615,24064800,17.93609
"2004-05-26",29.98077,30.23077,29.951923,30.086538,19334600,17.982061
"2004-05-27",30.096153,30.259615,29.85577,30.057692,16890100,17.964815
"2004-05-28",30.067308,30.067308,29.778847,29.923077,18228900,17.884363
"2004-06-01",29.807692,29.98077,29.634615,29.846153,20086400,17.838387
"2004-06-02",29.98077,30.01923,29.76923,29.903847,18487200,17.872877
"2004-06-03",29.903847,30.115385,29.75,29.807692,16174700,17.815403
"2004-06-04",30,30.153847,29.865385,30.028847,18458900,17.947578
"2004-06-07",30.26923,30.471153,30.201923,30.461538,21878400,18.206194
"2004-06-08",30.336538,30.48077,30.057692,30.259615,20447400,18.085506
"2004-06-09",30.192308,30.365385,29.951923,29.98077,19236700,17.918846
"2004-06-10",29.951923,30.288462,29.951923,30.278847,16633400,18.097002
"2004-06-14",30.14423,30.365385,30.096153,30.35577,16489600,18.142975
"2004-06-15",30.471153,30.711538,30.35577,30.586538,24311400,18.280909
"2004-06-16",30.557692,30.884615,30.509615,30.875,23329100,18.45331
"2004-06-17",30.807692,31.192308,30.759615,31.115385,32245900,18.596983
"2004-06-18",31.096153,31.432692,30.990385,31.326923,62723700,18.723412
"2004-06-21",31.326923,31.528847,31.221153,31.346153,23375000,18.734905
"2004-06-22",31.25,31.701923,31.25,31.586538,25215100,18.878572
"2004-06-23",31.596153,32.201923,31.471153,32.134617,35707100,19.206152
"2004-06-24",31.942308,32,31.76923,31.990385,35609300,19.235073
"2004-06-25",31.923077,32,30.942308,30.942308,83488000,18.604883
"2004-06-28",31.538462,31.567308,30.875,31.067308,37499500,18.680042
"2004-06-29",31.096153,31.221153,31.076923,31.086538,21119400,18.691608
"2004-06-30",31.153847,31.240385,30.846153,31.153847,28295200,18.732073
"2004-07-01",31.153847,31.201923,30.64423,30.778847,32679400,18.506596
"2004-07-02",30.721153,30.73077,30.423077,30.451923,21025700,18.310024
"2004-07-06",30.384615,30.663462,30.288462,30.60577,18123200,18.402527
"2004-07-07",30.509615,30.961538,30.509615,30.788462,22955400,18.512379
"2004-07-08",30.64423,30.76923,30.461538,30.48077,22328800,18.327362
"2004-07-09",30.817308,31.009615,30.692308,30.932692,26233200,18.599098
"2004-07-12",30.98077,31.39423,30.778847,31.346153,19950900,18.847696
"2004-07-13",31.471153,31.625,31.39423,31.576923,23865400,18.986458
"2004-07-14",31.538462,31.961538,31.471153,31.85577,34314600,19.154118
"2004-07-15",31.836538,32.240383,31.73077,32.08654,32635300,19.292883
"2004-07-16",32.326923,32.326923,31.778847,31.817308,26305400,19.131001
"2004-07-19",32.01923,32.076923,31.653847,31.951923,21093000,19.211933
"2004-07-20",31.85577,31.971153,31.701923,31.932692,18851200,19.200373
"2004-07-21",32.048077,32.16346,31.346153,31.346153,22079400,18.847696
"2004-07-22",31.298077,31.778847,31.153847,31.615385,19151700,19.009583
"2004-07-23",31.567308,31.567308,30.884615,31.26923,15177000,18.801453
"2004-07-26",31.413462,31.490385,30.788462,31.067308,20972500,18.680042
"2004-07-27",31.25,31.634615,31.201923,31.538462,17998700,18.963335
"2004-07-28",32.01923,32.173077,31.10577,32.009617,23305600,19.246626
"2004-07-29",32.067307,32.16346,31.701923,31.932692,17161300,19.200373
"2004-07-30",31.798077,31.971153,31.615385,31.971153,14650500,19.223503
"2004-08-02",31.39423,32.067307,31.39423,31.98077,13824000,19.229279
"2004-08-03",31.923077,31.923077,31.538462,31.60577,16422100,19.003803
"2004-08-04",31.39423,31.682692,31.365385,31.615385,13852900,19.009583
"2004-08-05",31.586538,31.673077,30.951923,30.98077,20739800,18.628008
"2004-08-06",30.576923,30.73077,30.211538,30.307692,25633200,18.223291
"2004-08-09",30.317308,30.817308,30.278847,30.625,16651600,18.414093
"2004-08-10",30.673077,30.865385,30.528847,30.85577,14282100,18.552851
"2004-08-11",30.673077,31,30.528847,30.961538,14254600,18.616449
"2004-08-12",30.75,30.798077,30.384615,30.39423,15296200,18.275331
"2004-08-13",30.48077,30.711538,30.288462,30.663462,16932900,18.437216
"2004-08-16",30.64423,31.057692,30.596153,31.057692,14712400,18.674261
"2004-08-17",31.067308,31.201923,30.817308,30.903847,14603400,18.581751
"2004-08-18",30.865385,31.51923,30.778847,31.51923,18512500,18.951769
"2004-08-19",31.375,31.48077,31.086538,31.451923,14558400,18.911303
"2004-08-20",31.403847,31.538462,31.240385,31.39423,16919900,18.87661
"2004-08-23",31.423077,31.48077,31.211538,31.259615,13938200,18.795671
"2004-08-24",31.442308,31.490385,31.163462,31.375,16496700,18.865046
"2004-08-25",31.26923,31.721153,31.173077,31.528847,16369900,18.957548
"2004-08-26",31.490385,31.634615,31.384615,31.528847,9485800,18.957548
"2004-08-27",31.490385,31.596153,31.39423,31.509615,8191200,18.945993
"2004-08-30",31.375,31.490385,31.298077,31.317308,9751100,18.830359
"2004-08-31",31.240385,31.548077,31.067308,31.528847,17283100,18.957548
"2004-09-01",31.528847,31.701923,31.365385,31.615385,11962600,19.009583
"2004-09-02",31.634615,31.884615,31.51923,31.85577,14387300,19.154118
"2004-09-03",31.73077,31.846153,31.51923,31.576923,12131400,18.986458
"2004-09-07",31.778847,32.201923,31.759615,32.057693,19750400,19.275537
"2004-09-08",32.057693,32.423077,32.048077,32.365383,28072000,19.460539
"2004-09-09",32.307693,32.721153,32.298077,32.557693,27217400,19.57617
"2004-09-10",32.5,32.701923,32.23077,32.576923,16891000,19.587736
"2004-09-13",32.576923,32.740383,32.41346,32.451923,17807900,19.512575
"2004-09-14",32.307693,32.51923,32.23077,32.51923,14382400,19.553047
"2004-09-15",32.51923,32.51923,32.201923,32.240383,13063700,19.385378
"2004-09-16",32.28846,32.46154,32.21154,32.240383,9843300,19.385378
"2004-09-17",32.403847,32.923077,32.403847,32.903847,30561900,19.784304
"2004-09-20",32.740383,33.14423,32.71154,32.89423,20569900,19.778517
"2004-09-21",32.903847,33.201923,32.721153,33.134617,15862600,19.923058
"2004-09-22",32.884617,32.932693,32.41346,32.625,21194900,19.616638
"2004-09-23",32.471153,32.471153,32.115383,32.134617,15845900,19.436348
"2004-09-24",32.21154,32.23077,31.932692,32.125,13856900,19.430536
"2004-09-27",31.846153,32.028847,31.740385,31.846153,17581900,19.261877
"2004-09-28",31.923077,32.182693,31.76923,32.028847,16036500,19.372379
"2004-09-29",32.16346,32.28846,32,32.16346,15034700,19.4538
"2004-09-30",32.115383,32.317307,32.01923,32.28846,21870800,19.529409
"2004-10-01",32.403847,32.682693,32.35577,32.66346,16320500,19.756218
"2004-10-04",32.692307,32.942307,32.58654,32.807693,16154500,19.843458
"2004-10-05",32.778847,32.807693,32.51923,32.740383,12993800,19.802752
"2004-10-06",32.778847,33.076923,32.625,33.057693,14912900,19.994673
"2004-10-07",32.826923,33.057693,32.64423,32.64423,14507000,19.744583
"2004-10-08",32.673077,32.98077,32.21154,32.442307,19081700,19.622459
"2004-10-11",32.5,32.78846,32.48077,32.692307,9128300,19.773678
"2004-10-12",32.5,32.884617,32.403847,32.71154,12585400,19.785307
"2004-10-13",32.932693,32.96154,32.259617,32.41346,15940300,19.605017
"2004-10-14",32.403847,32.5,32.115383,32.173077,13166800,19.45962
"2004-10-15",32.23077,32.48077,32.115383,32.259617,15729400,19.511955
"2004-10-18",32.115383,32.721153,31.942308,32.58654,15744100,19.709696
"2004-10-19",32.576923,32.78846,32.134617,32.14423,17033900,19.442167
"2004-10-20",32.192307,32.25,31.788462,31.942308,17073900,19.32004
"2004-10-21",31.875,32.21154,31.73077,32.08654,17330200,19.407274
"2004-10-22",32.08654,32.16346,31.48077,31.682692,17153800,19.163013
"2004-10-25",31.826923,31.826923,31.39423,31.634615,15249400,19.133938
"2004-10-26",31.826923,32.35577,31.634615,32.33654,20869300,19.558487
"2004-10-27",32.278847,32.64423,32.067307,32.64423,17356400,19.744583
"2004-10-28",32.5,32.83654,32.41346,32.721153,14955000,19.791119
"2004-10-29",32.596153,32.83654,32.5,32.807693,19064200,19.843458
"2004-11-01",32.78846,32.826923,32.509617,32.740383,13435900,19.802752
"2004-11-02",32.64423,33.057693,32.596153,32.740383,17599900,19.802752
"2004-11-03",33.076923,33.125,32.721153,33.009617,19662800,19.96559
"2004-11-04",33.03846,33.740383,33.009617,33.740383,26243300,20.407587
"2004-11-05",33.846153,34.03846,33.442307,33.83654,21721900,20.465752
"2004-11-08",33.740383,33.865383,33.576923,33.76923,13956000,20.425035
"2004-11-09",33.673077,34.076923,33.673077,34.057693,16447200,20.599508
"2004-11-10",34.115383,34.23077,33.942307,33.96154,17727800,20.541363
"2004-11-11",34.057693,34.5,34.03846,34.423077,14950300,20.820509
"2004-11-12",34.58654,34.85577,34.451923,34.85577,19585600,21.082212
"2004-11-15",34.85577,34.875,34.567307,34.71154,14907700,20.994993
"2004-11-16",34.66346,34.846153,34.471153,34.71154,13667600,20.994993
"2004-11-17",34.884617,35.384617,34.71154,34.951923,19394100,21.140383
"2004-11-18",35,35.442307,34.98077,35.41346,16331200,21.419544
"2004-11-19",35.41346,35.41346,34.557693,34.875,22682900,21.093853
"2004-11-22",34.85577,34.875,34.557693,34.701923,15973000,20.989166
"2004-11-23",34.58654,34.653847,34.125,34.432693,21861900,20.826324
"2004-11-24",34.471153,34.615383,34.192307,34.26923,17477900,20.727461
"2004-11-26",34.23077,34.259617,34.076923,34.076923,8205400,20.611143
"2004-11-29",34.201923,34.35577,33.76923,33.942307,22495700,20.52972
"2004-11-30",33.942307,34.240383,33.942307,34,23990000,20.564611
"2004-12-01",34,34.634617,34,34.634617,22578100,20.948456
"2004-12-02",34.471153,34.701923,34.375,34.557693,16617400,20.901936
"2004-12-03",34.46154,34.64423,34.278847,34.451923,15771400,20.837965
"2004-12-06",34.278847,34.39423,34.221153,34.298077,12172600,20.744898
"2004-12-07",34.23077,34.278847,33.91346,33.951923,19514500,20.535538
"2004-12-08",34.278847,34.51923,34.173077,34.33654,17044100,20.768167
"2004-12-09",34.21154,34.701923,34.134617,34.634617,16517100,20.948456
"2004-12-10",34.759617,35.39423,34.615383,35.278847,33320500,21.33812
"2004-12-13",35.432693,36.076923,35.403847,36.03846,29323300,21.797558
"2004-12-14",35.951923,36.298077,35.75,35.942307,27425200,21.739407
"2004-12-15",35.951923,36.067307,35.58654,35.951923,21206700,21.745222
"2004-12-16",35.865383,36.048077,35.576923,35.682693,24778700,21.582371
"2004-12-17",35,35.66346,34.865383,35.33654,36396200,21.373009
"2004-12-20",35.5,35.76923,35.5,35.682693,17808700,21.582371
"2004-12-21",35.682693,35.807693,35.548077,35.740383,17043500,21.617268
"2004-12-22",35.35577,35.71154,35.25,35.423077,18089300,21.552912
"2004-12-23",35.33654,35.528847,35.298077,35.35577,11022100,21.511971
"2004-12-27",35.432693,35.51923,35.16346,35.16346,10294600,21.394957
"2004-12-28",35.134617,35.432693,35.125,35.278847,13330400,21.465168
"2004-12-29",35.16346,35.192307,35.01923,35.153847,11642900,21.389111
"2004-12-30",35.221153,35.41346,35.153847,35.192307,10880200,21.412508
"2004-12-31",35.240383,35.346153,35,35.096153,13688100,21.354012
"2005-01-03",35.298077,35.471153,35.03846,35.182693,23118200,21.406662
"2005-01-04",35.192307,35.432693,34.73077,34.759617,19601500,21.149248
"2005-01-05",34.759617,34.942307,34.548077,34.548077,19715300,21.020527
"2005-01-06",34.64423,35.01923,34.557693,34.826923,19899800,21.190197
"2005-01-07",34.96154,34.971153,34.471153,34.615383,15604100,21.061481
"2005-01-10",34.5,34.75,34.35577,34.528847,17110600,21.008833
"2005-01-11",34.23077,34.35577,33.96154,34.03846,19665800,20.710461
"2005-01-12",34.067307,34.326923,33.75,34.307693,23898600,20.874273
"2005-01-13",34.23077,34.26923,33.75,33.875,15010100,20.611
"2005-01-14",34,34.25,33.91346,34.153847,15159900,20.780668
"2005-01-18",33.923077,34.596153,33.721153,34.576923,21047300,21.03809
"2005-01-19",34.442307,34.51923,34.048077,34.076923,13237000,20.733858
"2005-01-20",34.08654,34.326923,33.923077,34.009617,18619000,20.692917
"2005-01-21",34.423077,34.451923,33.759617,33.778847,29225200,20.5525
"2005-01-24",33.865383,34.326923,33.60577,33.903847,23593800,20.628551
"2005-01-25",34.278847,34.5,34.201923,34.326923,22717300,20.885981
"2005-01-26",34.557693,34.71154,34.08654,34.125,22919500,20.763111
"2005-01-27",34.23077,34.326923,34.009617,34.240383,19166500,20.833323
"2005-01-28",34.182693,34.39423,34.057693,34.375,18460700,20.91522
"2005-01-31",34.567307,34.78846,34.51923,34.740383,17897900,21.137545
"2005-02-01",34.615383,34.98077,34.509617,34.884617,19356600,21.225292
"2005-02-02",34.78846,34.884617,34.615383,34.85577,14499100,21.207741
"2005-02-03",34.759617,34.759617,34.548077,34.682693,13708100,21.102432
"2005-02-04",34.634617,34.932693,34.634617,34.85577,18367900,21.207741
"2005-02-07",34.66346,34.96154,34.66346,34.83654,14401700,21.196043
"2005-02-08",34.884617,35.125,34.807693,35.028847,18276100,21.313061
"2005-02-09",34.923077,34.96154,34.490383,34.701923,19967500,21.114134
"2005-02-10",34.778847,34.846153,34.625,34.66346,13466200,21.090738
"2005-02-11",34.615383,35.067307,34.567307,34.83654,16725300,21.196043
"2005-02-14",34.83654,35,34.807693,34.923077,10904700,21.248695
"2005-02-15",34.875,35.201923,34.85577,34.990383,16224300,21.289646
"2005-02-16",34.865383,34.942307,34.673077,34.826923,14044600,21.190197
"2005-02-17",34.740383,35,34.634617,34.64423,16858600,21.079041
"2005-02-18",34.673077,34.673077,34.317307,34.5,23040600,20.991285
"2005-02-22",34.221153,34.528847,33.98077,33.990383,22442400,20.681213
"2005-02-23",33.798077,34.009617,33.76923,33.91346,20266100,20.634409
"2005-02-24",33.75,34.240383,33.701923,34.182693,16677400,20.928757
"2005-02-25",34.182693,34.326923,34.048077,34.25,14815100,20.969965
"2005-02-28",34.057693,34.115383,33.78846,33.846153,19377300,20.722702
"2005-03-01",33.91346,34.028847,33.798077,33.865383,16853700,20.73448
"2005-03-02",33.73077,34.317307,33.71154,34.23077,18451700,20.9582
"2005-03-03",34.365383,34.451923,34.08654,34.182693,18681300,20.928757
"2005-03-04",34.442307,34.83654,34.346153,34.73077,21141500,21.264338
"2005-03-07",34.778847,34.884617,34.66346,34.740383,12778500,21.270222
"2005-03-08",34.64423,34.817307,34.625,34.673077,12504000,21.22901
"2005-03-09",34.5,34.721153,34.326923,34.365383,16174300,21.040623
"2005-03-10",34.471153,34.83654,34.423077,34.740383,16236400,21.270222
"2005-03-11",34.64423,34.75,34.375,34.442307,13702700,21.087711
"2005-03-14",34.423077,34.826923,34.403847,34.826923,18011800,21.323204
"2005-03-15",34.884617,35.076923,34.615383,34.615383,18079100,21.193682
"2005-03-16",34.432693,34.73077,34.115383,34.240383,18398900,20.964087
"2005-03-17",34.278847,34.33654,33.91346,34.009617,15319600,20.822802
"2005-03-18",34.048077,34.5,33.923077,34.5,44479100,21.123041
"2005-03-21",34.35577,34.73077,34.115383,34.625,17748800,21.199564
"2005-03-22",34.615383,34.798077,34.057693,34.134617,18899800,20.899328
"2005-03-23",34.134617,34.442307,34.01923,34.134617,23352600,20.899328
"2005-03-24",34.451923,34.71154,34.33654,34.35577,18704100,21.034733
"2005-03-28",34.51923,34.798077,34.490383,34.58654,14731900,21.176033
"2005-03-29",34.442307,34.58654,34.067307,34.16346,18879700,20.91699
"2005-03-30",34.23077,34.826923,34.221153,34.807693,19903400,21.311428
"2005-03-31",34.71154,34.759617,34.576923,34.673077,17835100,21.22901
"2005-04-01",34.78846,34.826923,34.08654,34.10577,21547500,20.88166
"2005-04-04",34.153847,34.16346,33.673077,33.884617,21407800,20.746262
"2005-04-05",33.865383,34.134617,33.817307,34.134617,16563500,20.899328
"2005-04-06",34.21154,34.35577,34.076923,34.134617,14491500,20.899328
"2005-04-07",34.21154,34.471153,34.14423,34.403847,14956300,21.064163
"2005-04-08",34.326923,34.576923,34.298077,34.365383,17867500,21.040623
"2005-04-11",34.384617,34.557693,34.346153,34.442307,12020300,21.087711
"2005-04-12",34.298077,34.903847,34.096153,34.701923,20242200,21.246664
"2005-04-13",34.66346,34.826923,34.173077,34.26923,21116500,20.981749
"2005-04-14",34.35577,34.78846,34.03846,34.134617,26115800,20.899328
"2005-04-15",34.442307,35.08654,34.375,34.375,43507900,21.046503
"2005-04-18",34.375,34.98077,34.375,34.615383,28539200,21.193682
"2005-04-19",34.85577,34.923077,34.51923,34.615383,21043500,21.193682
"2005-04-20",34.471153,34.625,33.990383,34.153847,24605400,20.911104
"2005-04-21",34.423077,34.740383,34.25,34.73077,19958200,21.264338
"2005-04-22",34.615383,34.91346,34.307693,34.71154,20619000,21.252563
"2005-04-25",34.951923,35.067307,34.759617,34.98077,17332500,21.417404
"2005-04-26",35,35.192307,34.76923,34.78846,18663500,21.299656
"2005-04-27",34.66346,35.08654,34.557693,35,18380300,21.429169
"2005-04-28",34.692307,35.03846,34.25,34.298077,22781900,20.999401
"2005-04-29",34.442307,34.826923,34.240383,34.807693,24344200,21.311428
"2005-05-02",34.692307,34.942307,34.66346,34.85577,14310700,21.340857
"2005-05-03",34.71154,34.759617,34.39423,34.71154,27416600,21.252563
"2005-05-04",34.721153,34.875,34.5,34.807693,18795800,21.311428
"2005-05-05",34.759617,34.83654,34.35577,34.471153,15521400,21.105375
"2005-05-06",34.442307,34.66346,34.423077,34.471153,18572000,21.105375
