"","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"2005-07-26",82.800003,82.800003,79.5,80.279999,2052400,56.173389
"2005-07-27",81,81.019997,78.860001,79.690002,1485500,55.760555
"2005-07-28",79.949997,80.080002,78.860001,79.940002,1307100,55.935505
"2005-07-29",80.040001,80.199997,79.830002,79.980003,1013300,55.96347
"2005-08-01",80,80.07,79.5,79.739998,903700,55.795563
"2005-08-02",79.800003,79.800003,78.5,78.699997,1062300,55.067837
"2005-08-03",78.699997,78.949997,77.690002,78.889999,672700,55.200771
"2005-08-04",78.889999,79.220001,78.559998,78.989998,756500,55.27076
"2005-08-05",79.050003,80.550003,78.980003,79.709999,1674300,55.774529
"2005-08-08",82,85.699997,81.160004,82.459999,4067800,57.698792
"2005-08-09",82.459999,83.379997,82.290001,83.019997,1264200,58.09063
"2005-08-10",83,83.199997,81.050003,81.529999,1741600,57.048061
"2005-08-11",81.389999,81.540001,80.400002,80.699997,1153500,56.467247
"2005-08-12",80.68,84.75,80.589996,84.400002,2209500,59.056229
"2005-08-15",84.410004,84.410004,82.190002,82.190002,1095800,57.509861
"2005-08-16",82.349998,82.349998,80.199997,80.239998,1141600,56.145378
"2005-08-17",80.699997,80.849998,79.660004,80,1082600,55.977448
"2005-08-18",79.93,80.18,78.419998,79.5,899800,55.627602
"2005-08-19",80.949997,82.160004,80,81.830002,1775400,57.257973
"2005-08-22",81.900002,82.410004,80.610001,81.480003,1211300,57.01305
"2005-08-23",81.099998,81.550003,78.849998,79.879997,1718500,55.893482
"2005-08-24",79.5,79.510002,77.730003,77.809998,2229400,54.445072
"2005-08-25",77.849998,78.400002,77.300003,78.150002,1053900,54.682983
"2005-08-26",77.870003,78.029999,77.059998,77.160004,877600,54.288986
"2005-08-29",77,77.019997,75.900002,76.550003,890400,53.859806
"2005-08-30",76.400002,76.5,75.419998,75.809998,876800,53.33913
"2005-08-31",75.400002,76.099998,74.129997,76.050003,1996600,53.508007
"2005-09-01",75.900002,76.309998,74.599998,75.959999,990100,53.444672
"2005-09-02",76.209999,76.75,75.980003,76.300003,599500,53.683891
"2005-09-06",76.599998,78.160004,76.510002,78,820300,54.879986
"2005-09-07",78.330002,79,78.129997,78.879997,709100,55.499161
"2005-09-08",78.099998,78.529999,77.43,77.93,715200,54.830746
"2005-09-09",78.099998,79.050003,78.019997,78.809998,454900,55.449886
"2005-09-12",78.489998,79.32,78.029999,79.099998,418600,55.653969
"2005-09-13",79.25,79.25,77.910004,77.910004,502100,54.816666
"2005-09-14",77.760002,78.089996,76.620003,77.970001,820000,54.858898
"2005-09-15",77.970001,78.510002,77.209999,77.360001,433400,54.429695
"2005-09-16",77.870003,77.889999,76.760002,77.519997,833300,54.542252
"2005-09-19",77.07,77.300003,75.290001,76.25,533100,53.648724
"2005-09-20",75.300003,75.300003,72.620003,73.099998,1976600,51.432381
"2005-09-21",73,73,71.709999,71.779999,1688400,50.503654
"2005-09-22",72,73.470001,71.610001,72.769997,908100,51.200211
"2005-09-23",72.599998,73.75,72.599998,73.139999,827600,51.460556
"2005-09-26",73.300003,73.650002,72.589996,72.989998,483900,51.354996
"2005-09-27",73,73.739998,72.559998,73.410004,374400,51.650543
"2005-09-28",74.25,75.470001,74.07,74.129997,869900,52.157112
"2005-09-29",74.410004,74.889999,74.040001,74.620003,503700,52.501877
"2005-09-30",74.730003,77.300003,74.730003,75.769997,1250400,53.310986
"2005-10-03",75.599998,75.610001,74.610001,75.110001,731400,52.846619
"2005-10-04",75.300003,75.849998,74.709999,74.800003,488800,52.628494
"2005-10-05",74.389999,74.57,73.129997,73.459999,746500,51.685684
"2005-10-06",73.690002,74.599998,72.860001,73.290001,742200,51.566101
"2005-10-07",73.75,74.940002,73.199997,73.699997,476800,51.854549
"2005-10-10",73.300003,73.639999,72.610001,72.870003,437800,51.270584
"2005-10-11",72.779999,72.779999,69.800003,69.82,1515800,49.124622
"2005-10-12",69.970001,71.059998,69.599998,70.239998,1333400,49.420135
"2005-10-13",69.900002,70.300003,67.889999,70.089996,1140900,49.314598
"2005-10-14",70.190002,72.040001,70.089996,71.330002,951900,50.187042
"2005-10-17",71.400002,72.370003,70.620003,71.559998,528000,50.348885
"2005-10-18",71.559998,72.379997,70.160004,71.419998,1004000,50.25037
"2005-10-19",71.419998,73.639999,70.269997,73.230003,854500,51.523872
"2005-10-20",74.849998,77.220001,73.970001,74.370003,1868500,52.32597
"2005-10-21",74.370003,75.25,73.610001,74.720001,1097400,52.572224
"2005-10-24",74.720001,76.449997,74.660004,76.169998,800900,53.592419
"2005-10-25",76.169998,77.68,75.790001,76.110001,840000,53.550228
"2005-10-26",76,79,75.599998,76.949997,899900,54.141216
"2005-10-27",76.849998,76.849998,75.290001,75.639999,541200,53.219521
"2005-10-28",76.150002,77.900002,75.849998,77.760002,620100,54.711128
"2005-10-31",77.760002,79.339996,77.709999,78.5,694700,55.231785
"2005-11-01",78.650002,79.910004,78.419998,79.330002,646900,55.815773
"2005-11-02",79.349998,80.459999,79.059998,80.269997,1127800,56.477131
"2005-11-03",81,81.949997,80.169998,80.589996,1021800,56.702274
"2005-11-04",80.550003,80.860001,79.400002,80.169998,612800,56.406773
"2005-11-07",80.599998,81.309998,80.059998,80.970001,642100,56.969666
"2005-11-08",79.599998,79.610001,77.709999,78.449997,1108500,55.196598
"2005-11-09",78.459999,79.089996,78.010002,78.32,624400,55.105156
"2005-11-10",78,79.349998,77.629997,79.050003,862200,55.925793
"2005-11-11",79.169998,79.339996,78.43,78.739998,484100,55.706486
"2005-11-14",79.25,79.949997,78.32,78.970001,512000,55.869198
"2005-11-15",79.199997,79.309998,77.889999,78.75,603700,55.713558
"2005-11-16",79.199997,79.510002,78.550003,79,413700,55.890438
"2005-11-17",79.199997,80.080002,78.849998,80.029999,485100,56.619133
"2005-11-18",80.900002,80.970001,79.75,80.029999,599000,56.619133
"2005-11-21",80.139999,81.650002,79.879997,81.440002,736000,57.616657
"2005-11-22",81.440002,82.400002,80.379997,82.220001,521400,58.168503
"2005-11-23",82.279999,83.599998,82.059998,83.169998,671100,58.840591
"2005-11-25",83.18,83.300003,82.07,82.75,107800,58.543461
"2005-11-28",83.199997,83.199997,81.309998,81.779999,533900,57.857216
"2005-11-29",82,82.669998,81.489998,81.550003,514300,57.694492
"2005-11-30",81.75,82.769997,81.660004,81.849998,564700,57.906731
"2005-12-01",82.150002,84.949997,82.150002,84.849998,955100,60.029171
"2005-12-02",84.599998,85.919998,84.309998,84.809998,861200,60.000862
"2005-12-05",84.82,84.82,82.989998,83.279999,639800,58.918453
"2005-12-06",84.099998,84.489998,83.330002,83.68,827500,59.201439
"2005-12-07",84,84,82.150002,82.510002,824200,58.373692
"2005-12-08",83,84.269997,82.489998,83.139999,806400,58.819389
"2005-12-09",83.139999,84.050003,82.610001,83.849998,523600,59.321674
"2005-12-12",84.099998,84.199997,82.739998,83.760002,396900,59.258007
"2005-12-13",83.900002,84.779999,83.269997,84.279999,423700,59.625896
"2005-12-14",84.279999,85.75,84.18,85.650002,479800,60.595146
"2005-12-15",85.940002,86.519997,83.989998,84.129997,705700,59.519779
"2005-12-16",84.900002,84.949997,83.900002,83.900002,811300,59.357056
"2005-12-19",83.599998,84.699997,82.769997,82.910004,586600,58.656654
"2005-12-20",83.099998,83.57,82.449997,82.459999,546300,58.338306
"2005-12-21",83,83.919998,82.730003,83.879997,501400,59.342888
"2005-12-22",83.769997,84.43,83.639999,84.169998,321800,59.548061
"2005-12-23",84.169998,84.349998,83.25,83.830002,161200,59.307526
"2005-12-27",83.839996,84.830002,83.089996,83.150002,302900,58.82645
"2005-12-28",83.050003,83.790001,82.550003,83.580002,269200,59.130665
"2005-12-29",83.529999,84.550003,83.449997,84.209999,310700,59.576385
"2005-12-30",84,84.050003,83.099998,83.760002,267700,59.258007
"2006-01-03",83.940002,83.940002,81.059998,82.669998,942000,58.48687
"2006-01-04",83,83.5,82.099998,83.050003,645100,58.755703
"2006-01-05",83.150002,83.400002,82,83.18,736500,58.847683
"2006-01-06",83.900002,83.980003,82.879997,83.68,556300,59.201439
"2006-01-09",83.75,85.309998,83.690002,84.989998,611100,60.128212
"2006-01-10",84.150002,84.150002,81.879997,83.099998,1075900,58.791069
"2006-01-11",83.349998,83.730003,82.599998,83.050003,631800,58.755703
"2006-01-12",83.050003,84.239998,81.699997,81.879997,930900,57.927975
"2006-01-13",81.879997,82.489998,80.010002,81.18,1060300,57.432735
"2006-01-17",80.400002,81.75,80.25,81.449997,624300,57.623772
"2006-01-18",81.139999,81.790001,80.720001,81,583600,57.305416
"2006-01-19",81.209999,82.650002,81.129997,81.940002,775000,57.970417
"2006-01-20",83.400002,84.150002,81.080002,81.160004,1095700,57.418598
"2006-01-23",81.349998,82.550003,81.25,82.160004,403100,58.12606
"2006-01-24",82.220001,82.790001,81.75,82.010002,692200,58.019932
"2006-01-25",82.419998,82.559998,81.330002,81.889999,686900,57.935043
"2006-01-26",82.550003,82.709999,81.290001,81.849998,773500,57.906731
"2006-01-27",81.849998,81.889999,80.849998,81.739998,775500,57.828907
"2006-01-30",81.599998,82.309998,81.080002,81.199997,632500,57.446892
"2006-01-31",81.099998,81.400002,80.290001,80.68,784200,57.078972
"2006-02-01",80.309998,80.650002,79.75,80.480003,1051400,56.9375
"2006-02-02",84.599998,88.190002,84.25,86.370003,4870900,61.104519
"2006-02-03",85.68,87.199997,84.809998,86.610001,1593700,61.274311
"2006-02-06",86.620003,87.639999,86.099998,87.459999,1119800,61.875656
"2006-02-07",87.150002,88.019997,86.610001,86.919998,742000,61.493633
"2006-02-08",86.919998,89.75,86.760002,89.75,1373700,63.495796
"2006-02-09",88.5,88.959999,87.050003,87.379997,1376400,61.819088
"2006-02-10",87.129997,87.300003,85.800003,87.279999,730800,61.748302
"2006-02-13",87.290001,87.290001,85.239998,85.830002,1131400,60.72245
"2006-02-14",85.830002,88.300003,84.949997,88.07,905100,62.307224
"2006-02-15",87.900002,88.349998,87.099998,88.139999,570700,62.356743
"2006-02-16",88.139999,89.610001,88.089996,89.300003,1058200,63.177425
"2006-02-17",89.449997,89.669998,88.650002,89.199997,546700,63.10664
"2006-02-21",89.5,90.199997,88.32,89.389999,626400,63.241085
"2006-02-22",89.389999,91.360001,89.389999,91.110001,719400,64.457932
"2006-02-23",91.089996,91.919998,90.529999,90.599998,891600,64.09713
"2006-02-24",90.5,90.720001,89.480003,90.639999,616800,64.125443
"2006-02-27",91.099998,91.790001,90.050003,90.870003,818900,64.288185
"2006-02-28",90.779999,90.779999,89.330002,89.790001,821800,63.524071
"2006-03-01",89.260002,90.139999,88.989998,89.900002,939600,63.907963
"2006-03-02",89.800003,90.110001,89.349998,89.489998,860600,63.616497
"2006-03-03",89.489998,90,88.459999,89.419998,753800,63.566742
"2006-03-06",89.419998,89.599998,88.089996,88.300003,1120000,62.77055
"2006-03-07",88.290001,88.290001,85.199997,85.790001,1679900,60.986217
"2006-03-08",85.949997,85.949997,84.209999,85.550003,1476500,60.815628
"2006-03-09",85.75,86.309998,85.269997,86.309998,1300700,61.3559
"2006-03-10",86.309998,86.800003,85.519997,86,998200,61.135521
"2006-03-13",86.199997,86.529999,85.199997,86.290001,708600,61.341694
"2006-03-14",86.290001,88.32,85.400002,88,1104200,62.557266
"2006-03-15",88.25,89.290001,87.949997,89.019997,889500,63.282391
"2006-03-16",89.029999,89.529999,87.25,87.540001,1046200,62.230282
"2006-03-17",87.540001,87.540001,84.470001,86.25,2488400,61.31324
"2006-03-20",86.349998,88.139999,86.110001,87.599998,1250100,62.272923
"2006-03-21",87.5,88.550003,86.599998,86.870003,938800,61.754002
"2006-03-22",85,88.199997,85,87.949997,931700,62.521732
"2006-03-23",87.949997,88.220001,87.169998,87.410004,833600,62.137848
"2006-03-24",87.459999,87.959999,86.779999,87.720001,853200,62.358227
"2006-03-27",88.150002,90.470001,87.610001,90,1898000,63.979
"2006-03-28",90.160004,90.209999,88.879997,89.57,781800,63.673351
"2006-03-29",89.669998,96,88.82,95.949997,5611600,68.208755
"2006-03-30",94.75,95.099998,91.029999,91.459999,6004500,65.016907
"2006-03-31",91.660004,92.07,90.849998,91.470001,2237600,65.024017
"2006-04-03",92.599998,93.449997,91.650002,92.279999,2308400,65.599854
"2006-04-04",92,92.279999,90.050003,91.739998,1683000,65.215958
"2006-04-05",91.57,91.970001,90.919998,91.410004,1342000,64.9814
"2006-04-06",91.050003,91.550003,90.25,90.919998,1446100,64.633049
"2006-04-07",90.919998,91.300003,90.650002,90.910004,1436200,64.625961
"2006-04-10",90.510002,90.800003,90.129997,90.309998,879900,64.199409
"2006-04-11",90.400002,91.230003,89.699997,90.220001,1270300,64.135437
"2006-04-12",90.209999,92.300003,89.980003,92.089996,1446200,65.46479
"2006-04-13",92,92.290001,91.220001,91.330002,924200,64.924507
"2006-04-17",91.110001,91.300003,90.5,90.790001,959100,64.540627
"2006-04-18",90.809998,91.150002,90.099998,90.480003,1291800,64.320259
"2006-04-19",90.199997,91.650002,90.07,91.25,1043000,64.86763
"2006-04-20",91,91.620003,90.599998,90.75,978500,64.512192
"2006-04-21",91.330002,91.389999,89.919998,90.050003,850300,64.014565
"2006-04-24",90.050003,91.239998,88.739998,90.5,1100100,64.33448
"2006-04-25",93.949997,94.120003,90.510002,92.639999,1712500,65.855751
"2006-04-26",90.970001,91.419998,89.339996,90.269997,1523000,64.170967
"2006-04-27",90.099998,90.660004,89.529999,90.5,710800,64.33448
"2006-04-28",90.5,90.5,88.800003,89.75,522300,63.801331
"2006-05-01",89.830002,90.279999,88.75,88.949997,913600,63.232635
"2006-05-02",89.099998,89.290001,88.379997,89.18,691200,63.396091
"2006-05-03",89.599998,91.75,89.540001,91.339996,848300,64.931595
"2006-05-04",91.370003,92.849998,91.330002,92.830002,776000,65.990837
"2006-05-05",92.900002,92.949997,92.5,92.580002,493200,65.813095
"2006-05-08",92.699997,92.900002,92.169998,92.779999,494000,65.955315
"2006-05-09",92.449997,93.489998,92.360001,93.089996,556500,66.175636
"2006-05-10",93.099998,93.099998,91.970001,92.169998,618100,65.521645
"2006-05-11",91.650002,91.980003,90.980003,91.029999,599500,64.711243
"2006-05-12",90.699997,90.699997,88.599998,88.779999,852600,63.111778
"2006-05-15",87.400002,89.410004,87,89.300003,1138700,63.481449
"2006-05-16",89.25,89.489998,88.529999,89,858500,63.268177
"2006-05-17",87.800003,88.550003,87.510002,87.849998,1621600,62.753838
"2006-05-18",88,88,84.669998,84.730003,1286600,60.525131
"2006-05-19",85.599998,86.239998,84.839996,85.959999,1864300,61.40377
"2006-05-22",85.050003,85.190002,83.309998,84.620003,1044800,60.446556
"2006-05-23",84.870003,88.800003,84.639999,88,1725700,62.861008
"2006-05-24",88,88.410004,87.07,87.879997,1818900,62.775284
"2006-05-25",86.93,88.68,86.93,88.360001,980500,63.118156
"2006-05-26",88.400002,92.290001,88.260002,90.980003,1914200,64.989708
"2006-05-30",91.400002,91.400002,87.879997,88.480003,1600800,63.203861
"2006-05-31",88.5,90.349998,88.5,89.919998,1402300,64.232498
"2006-06-01",89.919998,90.290001,89.019997,90.25,1082200,64.468239
"2006-06-02",90.25,90.5,88.620003,89.5,1010400,63.932468
"2006-06-05",89.5,89.559998,86.309998,86.629997,1461300,61.882378
"2006-06-06",86.629997,86.879997,84.769997,85.389999,925300,60.996593
"2006-06-07",85.400002,85.440002,82.389999,82.739998,1674200,59.103634
"2006-06-08",82.739998,84.5,81.730003,84.5,1668200,60.36084
"2006-06-09",84.650002,85.400002,84.230003,84.25,1162600,60.182243
"2006-06-12",84.5,84.730003,82.5,83.330002,1272100,59.525066
"2006-06-13",83.160004,83.75,80.93,81.440002,998200,58.17498
"2006-06-14",81.400002,81.910004,79.470001,80.25,1903500,57.324951
"2006-06-15",80.379997,82.339996,80.080002,81.959999,1954700,58.546436
"2006-06-16",80.75,81.32,80,80.980003,1521900,57.846386
"2006-06-19",81.029999,81.389999,79.129997,79.370003,1393500,56.696339
"2006-06-20",79.370003,80,78.120003,79.160004,1506500,56.546349
"2006-06-21",79.199997,81,79.199997,80.220001,874100,57.30352
"2006-06-22",80.080002,80.599998,79.699997,80.330002,693800,57.382069
"2006-06-23",81.199997,82.010002,81.010002,81.599998,1021200,58.289284
"2006-06-26",81.639999,82.120003,81.510002,81.830002,656500,58.45359
"2006-06-27",81.720001,82.330002,80.790001,80.839996,752500,57.746387
"2006-06-28",80.849998,81.199997,79.489998,80.010002,663800,57.153488
"2006-06-29",81.199997,82.449997,81.019997,82.410004,986900,58.867916
"2006-06-30",83,83.059998,82.279999,82.650002,828000,59.039341
"2006-07-03",82.900002,82.900002,81.779999,82.220001,225600,58.732151
"2006-07-05",82.220001,82.389999,80.900002,81.900002,903300,58.503578
"2006-07-06",82.25,83.080002,82,82.650002,844400,59.039341
"2006-07-07",82.620003,83.040001,82.349998,82.550003,826400,58.967876
"2006-07-10",82.889999,83.019997,82.099998,82.400002,440700,58.860767
"2006-07-11",82.400002,82.410004,81.07,81.290001,1546000,58.067841
"2006-07-12",81.150002,81.160004,75.589996,75.889999,3377300,54.210457
"2006-07-13",75.889999,77.650002,74.480003,76.550003,2506400,54.681931
"2006-07-14",76.190002,76.699997,75.120003,75.82,1436200,54.160442
"2006-07-17",75.82,76.839996,75.779999,76.059998,864700,54.331875
"2006-07-18",76.059998,76.5,74.07,75.099998,1698100,53.646137
"2006-07-19",75.25,77.830002,75.239998,77.650002,1230400,55.467678
"2006-07-20",77.830002,78.160004,76.599998,76.75,962000,54.824772
"2006-07-21",76.900002,76.940002,74.620003,75.790001,1509700,54.13903
"2006-07-24",75.989998,78.75,75.949997,77.889999,977000,55.639133
"2006-07-25",79,79.919998,74.849998,78.849998,2051600,56.32486
"2006-07-26",78.849998,78.989998,77.260002,78.239998,1364900,55.889145
"2006-07-27",78.599998,79.519997,77.019997,77.5,687900,55.360542
"2006-07-28",77.75,78.540001,77.150002,78.260002,757100,55.903446
"2006-07-31",77.870003,78.199997,77.010002,77.190002,581100,55.139099
"2006-08-01",77,77.300003,75,75.360001,1210400,53.831867
"2006-08-02",75.599998,77.589996,75.019997,76.629997,1146000,54.739067
"2006-08-03",76.629997,79.910004,76.160004,79.379997,1464600,56.703453
"2006-08-04",81,82.139999,78.599998,79.220001,1628000,56.589169
"2006-08-07",79.220001,79.970001,78.580002,79.580002,846200,56.846333
"2006-08-08",79.919998,80.25,77.129997,77.379997,762100,55.274818
"2006-08-09",77.949997,77.970001,74.849998,75,1406800,53.574699
"2006-08-10",75,75.93,74.449997,75.449997,1199200,53.896164
"2006-08-11",75.199997,76.220001,74.949997,76.059998,769600,54.331875
"2006-08-14",77.129997,78.239998,75.940002,76.5,696300,54.64621
"2006-08-15",77.5,77.779999,76.349998,76.730003,780000,54.810509
"2006-08-16",77.449997,78.68,77.129997,78.599998,837800,56.146313
"2006-08-17",78.099998,80.410004,78.099998,79.629997,1061500,56.882042
"2006-08-18",79.709999,79.839996,77.730003,79.379997,779000,56.703453
"2006-08-21",79.199997,79.209999,77.589996,78.910004,1184900,56.367748
"2006-08-22",79.059998,81.389999,79.059998,80.93,1710800,57.810684
"2006-08-23",81.050003,81.199997,78.919998,80.019997,1450200,57.160648
"2006-08-24",79.800003,79.830002,77.599998,78.559998,1059700,56.420906
"2006-08-25",78.160004,78.800003,77.010002,78.5,1115700,56.377792
"2006-08-28",78.699997,80.589996,78.599998,80.330002,928700,57.692112
"2006-08-29",80.150002,80.400002,78.989998,79.709999,710600,57.246822
"2006-08-30",79.720001,80.809998,79.099998,80.690002,663200,57.950642
"2006-08-31",80.699997,81.489998,80.349998,80.910004,788000,58.108654
"2006-09-01",81.099998,81.720001,80.470001,81.559998,692100,58.575481
"2006-09-05",81.900002,82.269997,80.809998,81.620003,845500,58.618557
"2006-09-06",81.620003,83.629997,81.330002,81.75,1356000,58.711948
"2006-09-07",81.75,81.75,78.440002,79.989998,1198500,57.447937
"2006-09-08",80.510002,82.760002,80.169998,82.300003,1036100,59.106934
"2006-09-11",82.190002,84.5,81.5,84.470001,1485300,60.665421
"2006-09-12",84.849998,88.010002,84.82,87.449997,1565100,62.805622
"2006-09-13",87.830002,88.010002,86.599998,87.440002,963000,62.798416
"2006-09-14",87.449997,87.940002,85.900002,87.699997,812400,62.985126
"2006-09-15",89,89.639999,87.739998,88.620003,1644700,63.645885
"2006-09-18",88.300003,89.419998,87.75,88.099998,1072200,63.272415
"2006-09-19",88.110001,88.389999,86.150002,87.510002,1337600,62.848717
"2006-09-20",87.519997,88.489998,86.790001,88.019997,1237000,63.214973
"2006-09-21",88.230003,88.5,86.480003,87.029999,1215200,62.503963
"2006-09-22",87.029999,87.800003,85.730003,87.75,959600,63.021053
"2006-09-25",83.050003,86.099998,83.010002,85.040001,2211600,61.074772
"2006-09-26",85,87.589996,84.75,87.300003,1220100,62.697899
"2006-09-27",86.849998,87.080002,85.029999,85.25,1175400,61.225594
"2006-09-28",85.120003,85.639999,84.25,84.660004,928400,60.801853
"2006-09-29",85.080002,85.169998,83.910004,84.110001,953900,60.406868
"2006-10-02",84.449997,85.879997,84.07,84.739998,689400,60.859318
"2006-10-03",84.949997,85.209999,83.330002,84.419998,625100,60.629498
"2006-10-04",84.019997,85.370003,83.129997,85.190002,1117000,61.182503
"2006-10-05",85.18,86.470001,84.110001,86.32,758400,61.994041
"2006-10-06",86.32,86.68,85.629997,86.120003,842900,61.85043
"2006-10-09",86.129997,86.129997,84.839996,86.080002,763600,61.821705
"2006-10-10",86.760002,89.309998,86.709999,89.190002,1086300,64.055252
"2006-10-11",89.190002,89.190002,87.699997,88.370003,751000,63.466347
"2006-10-12",88.599998,89.470001,88.309998,88.879997,713900,63.832592
"2006-10-13",88.889999,89.25,88.349998,88.830002,1008400,63.7967
"2006-10-16",88.839996,88.889999,87.760002,88.230003,902300,63.365807
"2006-10-17",87.739998,88.099998,86.589996,86.93,1065900,62.432137
"2006-10-18",87.900002,88.370003,86.709999,87.25,1101000,62.661961
"2006-10-19",87.290001,88.029999,86.529999,87.610001,531900,62.920513
"2006-10-20",88.050003,88.07,87,87.669998,671900,62.963589
"2006-10-23",87,89.330002,87,89.330002,1101100,64.155792
"2006-10-24",88.650002,88.739998,85.239998,86.699997,3588300,62.266945
"2006-10-25",87.099998,87.099998,85.830002,86.290001,940000,61.972496
"2006-10-26",86.849998,87.150002,86.309998,86.68,725800,62.25259
"2006-10-27",86.690002,87.010002,85.5,86.239998,966600,61.936588
"2006-10-30",86.480003,86.699997,85.459999,86.639999,672500,62.223873
"2006-10-31",86.839996,87.269997,86.260002,86.93,644800,62.432137
"2006-11-01",87.5,87.870003,85.830002,86.400002,923300,62.05151
"2006-11-02",86.150002,86.160004,84.669998,85.75,1048700,61.584682
"2006-11-03",85.980003,85.980003,83.82,84.870003,858800,60.952663
"2006-11-06",85.099998,86.529999,84.389999,86.190002,718300,61.900684
"2006-11-07",85.959999,87.68,85.650002,87.309998,1019200,62.705055
"2006-11-08",87.309998,87.849998,87.080002,87.510002,953600,62.848717
"2006-11-09",87.75,88.839996,87.339996,88.5,1108900,63.559715
"2006-11-10",88.5,89.589996,87.550003,89.550003,889500,64.313812
"2006-11-13",89.480003,90.68,89.07,89.400002,1316800,64.206078
"2006-11-14",89.379997,89.620003,87.949997,89.489998,1225600,64.270699
"2006-11-15",89.089996,90.25,88.410004,88.650002,1244800,63.974827
"2006-11-16",88.400002,88.550003,87.760002,88.330002,1680500,63.743904
"2006-11-17",88.290001,88.300003,86.349998,86.5,1385300,62.42329
"2006-11-20",86.510002,86.68,85.919998,86.050003,717900,62.098522
"2006-11-21",86.099998,86.440002,85.989998,86.300003,709700,62.278942
"2006-11-22",85.910004,86.160004,84.93,86.019997,865700,62.076866
"2006-11-24",85.779999,86.099998,85,85.75,401000,61.882042
"2006-11-27",85.760002,85.800003,84.540001,85.010002,961800,61.348015
"2006-11-28",84.489998,84.5,82.480003,83.949997,1907100,60.583046
"2006-11-29",84.599998,85.449997,84.529999,85.010002,879000,61.348015
"2006-11-30",85.160004,85.400002,84.279999,85.300003,1245100,61.557304
"2006-12-01",85.5,85.830002,83.489998,84.650002,1338700,61.088219
"2006-12-04",84.889999,86.519997,84.550003,86.480003,672000,62.408817
"2006-12-05",86.599998,87.510002,85.900002,86.550003,574400,62.459354
"2006-12-06",86.800003,86.800003,86.199997,86.370003,606500,62.329468
"2006-12-07",86.699997,86.959999,86.019997,86.129997,484800,62.156254
"2006-12-08",86.129997,86.480003,85.599998,85.839996,452000,61.946976
"2006-12-11",86,86.800003,85.940002,86.330002,475200,62.30061
"2006-12-12",86.099998,86.099998,85.360001,85.639999,630600,61.802662
"2006-12-13",86.639999,86.639999,85.059998,85.580002,867200,61.759342
"2006-12-14",85.580002,86.300003,85.300003,85.870003,526600,61.968647
"2006-12-15",87.099998,87.099998,81.93,82.290001,4749000,59.385094
"2006-12-18",82.300003,82.309998,81.239998,81.650002,1873900,58.923241
"2006-12-19",81.5,82.120003,80.800003,81.849998,952200,59.067577
"2006-12-20",81.599998,82.379997,81.309998,81.889999,569900,59.096443
"2006-12-21",82.050003,82.559998,81.589996,81.800003,567300,59.031517
"2006-12-22",81.75,81.940002,81.25,81.709999,389000,58.966545
"2006-12-26",81.5,82.199997,81.349998,82.029999,464600,59.197456
"2006-12-27",83.029999,83.580002,82.489998,83.419998,502800,60.200577
"2006-12-28",83.300003,83.349998,82.900002,83.010002,614800,59.90469
"2006-12-29",82.779999,83.720001,82.779999,83.019997,384400,59.911896
"2007-01-03",83.269997,85.220001,83.230003,84.660004,1608900,61.095406
"2007-01-04",84.349998,84.900002,83.610001,84.75,774800,61.160393
"2007-01-05",84.75,85.129997,84.099998,84.730003,742000,61.145912
"2007-01-08",84.739998,84.739998,84.089996,84.599998,667900,61.052113
"2007-01-09",84.629997,85.089996,83.57,84.709999,560800,61.131496
"2007-01-10",84.480003,86.169998,83.860001,85.870003,838400,61.968647
"2007-01-11",85.910004,86.830002,85.769997,86.089996,615500,62.127399
"2007-01-12",86.089996,86.290001,85.599998,85.800003,561500,61.918102
"2007-01-16",85.75,86.120003,83.849998,84.25,1614800,60.799549
"2007-01-17",84.260002,84.989998,83.910004,84.440002,1038400,60.936676
"2007-01-18",85.739998,86.269997,84.949997,85.970001,1088400,62.040829
"2007-01-19",86.599998,87.309998,85.970001,87.089996,1081500,62.849052
"2007-01-22",86.5,86.75,85.589996,86.519997,610800,62.437706
"2007-01-23",86.800003,87.860001,86.699997,87.379997,709600,63.058353
"2007-01-24",87.449997,89,87.449997,88.849998,773300,64.119164
"2007-01-25",89,89.389999,88.18,88.389999,1008400,63.787178
"2007-01-26",88.639999,89.360001,87.580002,88.559998,826500,63.909885
"2007-01-29",88.650002,89.5,88.650002,88.760002,814700,64.054207
"2007-01-30",89,89.199997,88.07,88.809998,496500,64.090302
"2007-01-31",88.699997,91.68,88.099998,91.43,1247900,65.98101
"2007-02-01",90.730003,92.709999,90.599998,92.25,1511300,66.572807
"2007-02-02",92.5,93.389999,92.32,92.349998,825800,66.644951
"2007-02-05",93.650002,94.120003,92.82,93.589996,1885000,67.539803
"2007-02-06",93.599998,95.040001,93.32,94.900002,1015500,68.485176
"2007-02-07",91.150002,92.980003,90.599998,92.360001,3573600,66.652191
"2007-02-08",91.360001,91.970001,90.099998,90.5,1663700,65.309921
"2007-02-09",90.650002,91.410004,89.970001,89.989998,1550600,64.941849
"2007-02-12",90.099998,90.349998,89.540001,89.779999,884800,64.790329
"2007-02-13",90.029999,91.370003,89.879997,91.32,725900,65.901665
"2007-02-14",91.32,92.459999,91.32,92.059998,1219400,66.435677
"2007-02-15",92.150002,92.889999,91.68,92.599998,1115400,66.825348
