"","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"2010-01-21",81.25,81.589996,78.099998,78.830002,1368200,61.933826
"2010-01-22",78.169998,78.959999,75.940002,77.57,2366900,60.943909
"2010-01-25",79.339996,79.389999,76.029999,76.720001,1076100,60.276066
"2010-01-26",76.349998,77.449997,75.349998,76.099998,996300,59.788956
"2010-01-27",75.790001,76.370003,74.540001,75.879997,848700,59.616127
"2010-01-28",76.050003,76.879997,74.75,75.68,1024900,59.458992
"2010-01-29",76.120003,76.980003,74.870003,75.18,1282300,59.066162
"2010-02-01",75.629997,76.32,75.330002,76.059998,1160200,59.757545
"2010-02-02",78.860001,83.269997,78.849998,82.230003,5826000,64.60508
"2010-02-03",81.260002,82.57,80.580002,82.080002,2072800,64.487236
"2010-02-04",80.93,81.059998,78.379997,78.629997,2354100,61.776695
"2010-02-05",78.449997,79.099998,73.300003,76.120003,2661100,59.804668
"2010-02-08",76.190002,77.379997,74.25,75.610001,1987600,59.403988
"2010-02-09",76.800003,78.230003,75.18,77.879997,1725000,61.187458
"2010-02-10",77.949997,78.709999,76.379997,77.639999,1134600,60.998905
"2010-02-11",77.93,80.480003,77.389999,80.339996,1273100,63.120186
"2010-02-12",79.029999,81.25,79.029999,81.169998,1163000,63.772274
"2010-02-16",80.370003,82.389999,79.690002,82.309998,1473700,64.667915
"2010-02-17",82.199997,83.209999,82.029999,83.059998,975500,65.257187
"2010-02-18",82.889999,84.849998,82.029999,84.559998,1501500,66.435684
"2010-02-19",83.93,85.139999,83.93,84.669998,1175900,66.52211
"2010-02-22",84.900002,85.120003,84.129997,84.519997,1336600,66.404259
"2010-02-23",84.010002,84.529999,82.410004,82.919998,1211700,65.147217
"2010-02-24",83.019997,83.650002,81.849998,83.550003,1121100,65.984352
"2010-02-25",82.089996,83.790001,82.059998,83.610001,1205500,66.0317
"2010-02-26",83.540001,84.440002,82.989998,84.160004,1013700,66.46608
"2010-03-01",84.5,85.919998,83.669998,85.889999,884200,67.832359
"2010-03-02",86.349998,86.940002,85.910004,86.379997,961600,68.219353
"2010-03-03",86.489998,87.519997,86.089996,86.690002,884900,68.464195
"2010-03-04",86.809998,86.959999,85.309998,85.5,1046200,67.524368
"2010-03-05",86.190002,86.989998,85.800003,86.669998,796600,68.448364
"2010-03-08",86.839996,87.220001,86.260002,86.870003,838400,68.606346
"2010-03-09",86.769997,88.080002,86.540001,87.25,998900,68.906448
"2010-03-10",87.07,87.760002,86.489998,86.940002,829300,68.661629
"2010-03-11",86.870003,86.870003,85.760002,86.529999,939700,68.337807
"2010-03-12",86.730003,86.889999,85.580002,86,891400,67.919243
"2010-03-15",85.690002,87.760002,84.959999,86.290001,1434000,68.148254
"2010-03-16",86.360001,88.230003,85.940002,88.07,998500,69.554031
"2010-03-17",88.370003,89.160004,88.050003,88.610001,1045600,69.980522
"2010-03-18",88.620003,89.400002,88.620003,88.900002,807100,70.209526
"2010-03-19",86.279999,88.900002,85.980003,86.279999,1575800,68.140381
"2010-03-22",85.93,88.769997,85.5,88.449997,1049700,69.854141
"2010-03-23",88.830002,89.949997,88.339996,89.830002,960200,70.944008
"2010-03-24",89.580002,89.879997,88.720001,89.139999,704000,70.399078
"2010-03-25",90.050003,91.110001,89.059998,89.129997,723800,70.391167
"2010-03-26",89.610001,90.839996,89,90.010002,728400,71.086174
"2010-03-29",90.239998,90.639999,89.510002,90.080002,339400,71.141472
"2010-03-30",90.029999,90.300003,88.57,89,714600,70.288521
"2010-03-31",88.449997,88.860001,86.919998,87.25,848400,68.906448
"2010-04-01",88.080002,88.989998,86.860001,87.769997,849800,69.317123
"2010-04-05",88.139999,90.989998,88.139999,90.739998,1077200,71.662697
"2010-04-06",90.57,91.620003,89.739998,91.480003,909300,72.247101
"2010-04-07",91.199997,91.599998,88.800003,89.110001,1115200,70.375389
"2010-04-08",88.68,92.309998,88.660004,92.059998,1461400,72.705177
"2010-04-09",92.129997,93.540001,91.120003,93.309998,1588800,73.692375
"2010-04-12",93.470001,94.910004,93.040001,94.440002,1316100,74.584808
"2010-04-13",93.980003,94.25,91.68,92.129997,1768000,72.760468
"2010-04-14",92.650002,93.019997,91.580002,92.860001,1151200,73.336975
"2010-04-15",92.230003,94.709999,92.080002,93.220001,1420400,73.621277
"2010-04-16",94.610001,94.739998,91.599998,93.410004,1424500,73.771362
"2010-04-19",92.809998,94.309998,91.690002,93.599998,1129700,73.921417
"2010-04-20",94.339996,96.910004,94.339996,96.089996,1679900,75.887924
"2010-04-21",96.050003,98.949997,95.879997,98.769997,1463700,78.004463
"2010-04-22",97.910004,101.529999,97.769997,101.120003,2174100,79.860397
"2010-04-23",100.089996,102.419998,99.199997,102.220001,1573600,80.729126
"2010-04-26",114.57,118.440002,112.279999,112.419998,8098200,88.784683
"2010-04-27",111.75,113.330002,107.510002,107.730003,4105000,85.080696
"2010-04-28",106.019997,111.25,104.82,110.68,3641500,87.410469
"2010-04-29",111.089996,111.629997,109.489998,110.760002,1646800,87.473694
"2010-04-30",110.809998,111.440002,108.849998,108.870003,1642300,85.981026
"2010-05-03",110.279999,112.379997,109.309998,111.709999,1831000,88.22393
"2010-05-04",110.839996,110.949997,108.379997,109.139999,1886100,86.194252
"2010-05-05",107.980003,108,102.449997,104.209999,3094100,82.300758
"2010-05-06",103.809998,105.660004,95.389999,102.900002,2688700,81.266151
"2010-05-07",103.43,104.110001,97.559998,98.139999,2476700,77.506897
"2010-05-10",101.75,106.690002,101.739998,106.639999,2241200,84.219849
"2010-05-11",104.379997,107.879997,104.089996,105.239998,1853700,83.114204
"2010-05-12",106.040001,111.779999,105.75,111.410004,1786000,87.987015
"2010-05-13",111.209999,111.839996,108.080002,108.730003,1327500,85.870461
"2010-05-14",107.349998,107.830002,104.82,106.690002,981400,84.259354
"2010-05-17",106.889999,108.57,103.860001,108.120003,1503100,85.388702
"2010-05-18",109.150002,111,103.940002,104.470001,1636900,82.506104
"2010-05-19",103.510002,104,97.660004,99.620003,3178600,79.000923
"2010-05-20",96.279999,97.489998,92.639999,93.150002,3046700,73.870056
"2010-05-21",92.080002,99.290001,90.790001,99.040001,2928400,78.540955
"2010-05-24",97.68,100.190002,97.260002,97.360001,1254200,77.208679
"2010-05-25",95.260002,99.150002,94.110001,99.040001,1797500,78.540955
"2010-05-26",100.489998,103.360001,98.339996,99,1595400,78.509254
"2010-05-27",100.269997,105.900002,100.269997,104.660004,2601700,82.997765
"2010-05-28",104.540001,106.830002,103.5,104.440002,1562600,82.823318
"2010-06-01",102.419998,104.760002,98.800003,98.980003,1731200,78.493408
"2010-06-02",99.919998,103.559998,99.040001,103.540001,1208500,82.109573
"2010-06-03",103.540001,103.870003,100.199997,101.290001,1312300,80.325272
"2010-06-04",98.93,100.160004,94.949997,95.650002,1452500,75.852615
"2010-06-07",96.349998,96.419998,92.239998,92.349998,1741300,73.235641
"2010-06-08",93.099998,95.07,90.209999,94.099998,1947000,74.623451
"2010-06-09",94.760002,98.349998,94.279999,94.959999,1976300,75.305443
"2010-06-10",97.25,100.089996,96.720001,99.769997,1378400,79.119888
"2010-06-11",98.269997,100.18,96.190002,98.239998,1694400,77.90654
"2010-06-14",100.169998,100.730003,97.809998,98.230003,1906700,77.898613
"2010-06-15",99.120003,102.699997,98.279999,102.480003,1685600,81.268959
"2010-06-16",101.93,103.779999,99.879997,102.800003,1480500,81.522728
"2010-06-17",103.599998,103.599998,99.510002,101.860001,1072000,80.777275
"2010-06-18",101.989998,102.349998,100.559998,101.360001,1046000,80.380798
"2010-06-21",103.040001,105.470001,102.699997,103.529999,1753300,82.101654
"2010-06-22",103.769997,104.190002,97.330002,97.940002,1504300,77.66864
"2010-06-23",97.910004,98.949997,95.050003,97.709999,1585400,77.486244
"2010-06-24",96.949997,97.589996,93.300003,94.290001,1540200,74.774117
"2010-06-25",94.639999,96.739998,93.470001,96.650002,1864200,76.64566
"2010-06-28",96.580002,97.629997,95,95.639999,882000,75.844696
"2010-06-29",94.029999,94.029999,89.019997,89.940002,2114700,71.324493
"2010-06-30",89.870003,90.82,87.580002,87.82,1734700,69.643265
"2010-07-01",88.230003,88.230003,82.07,85.349998,3030100,67.684479
"2010-07-02",86.629997,86.879997,83.5,84.099998,1228500,66.693192
"2010-07-06",85.639999,86.519997,82.019997,83.449997,2438300,66.17775
"2010-07-07",83.559998,90.389999,83.559998,90.139999,2791200,71.483063
"2010-07-08",90.910004,92.400002,88.449997,90.290001,1353200,71.60202
"2010-07-09",90.650002,92.620003,90.040001,92.389999,977700,73.267365
"2010-07-12",91.760002,92.769997,88.849998,90.639999,818500,71.879593
"2010-07-13",92.209999,95.089996,91.489998,94.599998,1485400,75.019943
"2010-07-14",94.449997,96.900002,93.480003,95.68,2015300,75.876411
"2010-07-15",96.559998,96.559998,91.540001,94.379997,1368300,74.845497
"2010-07-16",93.959999,94.279999,89.82,90.410004,2118200,71.697212
"2010-07-19",90.110001,91.900002,87.449997,91.360001,2739500,72.450569
"2010-07-20",90.540001,91.260002,85.779999,88.699997,6745200,70.341125
"2010-07-21",89.209999,89.919998,84.599998,86.169998,3656800,68.334755
"2010-07-22",87.5,88.309998,85.190002,86.199997,2953000,68.358566
"2010-07-23",85.970001,86.419998,84.199997,85.970001,2076000,68.17617
"2010-07-26",86.040001,89.360001,85.199997,88.18,1610200,69.928726
"2010-07-27",89.25,89.379997,85.099998,86.18,1742500,68.34269
"2010-07-28",86.169998,86.5,83.660004,84.279999,1351500,66.835953
"2010-07-29",84.519997,84.879997,81.800003,84.110001,1777000,66.701134
"2010-07-30",82.68,83.650002,82.029999,83.300003,1800700,66.058792
"2010-08-02",84.379997,87.400002,83.699997,86.75,2090000,68.794701
"2010-08-03",86.75,86.75,84.190002,85.089996,1655600,67.47831
"2010-08-04",85.709999,86.32,84.660004,85.860001,1113700,68.088928
"2010-08-05",84.830002,86.25,84.349998,85.330002,1567700,67.668617
"2010-08-06",83.93,85.18,83.339996,84.919998,1126200,67.343491
"2010-08-09",85.43,86.800003,85.199997,86.07,1286600,68.25547
"2010-08-10",85.440002,85.440002,82.269997,82.75,2469400,65.622627
"2010-08-11",81.25,81.25,78.959999,79.269997,2392100,62.8629
"2010-08-12",78.449997,79.610001,77.529999,78.129997,2251000,61.958874
"2010-08-13",77.989998,77.989998,76.43,76.739998,1591700,60.856575
"2010-08-16",76.330002,78.290001,75.629997,77.190002,1956200,61.213409
"2010-08-17",78.269997,80.760002,77.839996,79.43,1799700,62.989811
"2010-08-18",79.400002,80.580002,77.900002,79.980003,1554000,63.425976
"2010-08-19",79.400002,79.870003,76.459999,78.010002,2096500,61.863701
"2010-08-20",77.309998,77.720001,76.099998,77.580002,1641300,61.522705
"2010-08-23",77.699997,80.629997,77.110001,77.709999,3007600,61.625797
"2010-08-24",76.389999,77.300003,74.720001,75.190002,2683900,59.627377
"2010-08-25",74.370003,76.610001,73.610001,76.18,2328400,60.759945
"2010-08-26",76.440002,77.110001,74.410004,74.510002,1568400,59.427975
"2010-08-27",75.260002,75.959999,72.870003,75.580002,1545100,60.281395
"2010-08-30",74.809998,76.580002,74.239998,74.370003,1704600,59.316322
"2010-08-31",73.260002,75.900002,73.260002,74.160004,2192400,59.14883
"2010-09-01",75.5,77.989998,75.25,77.949997,1706300,62.171684
"2010-09-02",78.010002,78.25,76.349998,77.279999,1453000,61.637295
"2010-09-03",78.339996,79.830002,77.699997,79.199997,1396200,63.168648
"2010-09-07",78.43,78.559998,75.650002,75.980003,1830900,60.600437
"2010-09-08",76.139999,77.919998,75.989998,77.470001,1893300,61.788826
"2010-09-09",78.510002,79.019997,75.449997,75.800003,1961100,60.456875
"2010-09-10",75.910004,76.18,72.839996,73.059998,3255200,58.271488
"2010-09-13",74.309998,74.669998,71,71.620003,3540000,57.122986
"2010-09-14",72,73.059998,71.099998,72.32,2472000,57.681274
"2010-09-15",72.080002,72.830002,71.510002,72.769997,2042500,58.040192
"2010-09-16",72.5,73.019997,71.349998,72.57,2340100,57.880665
"2010-09-17",72.919998,74.690002,72.589996,74.489998,2340700,59.412033
"2010-09-20",74.980003,80.029999,74.779999,79.879997,3578300,63.711006
"2010-09-21",80.5,81.610001,78.040001,78.470001,2754000,62.586407
"2010-09-22",78.089996,79.790001,76.540001,76.580002,2585900,61.078968
"2010-09-23",75.360001,78.099998,75.07,75.870003,2043800,60.512707
"2010-09-24",77.330002,79.68,77.059998,79.160004,2109100,63.136749
"2010-09-27",79.470001,79.470001,77.559998,77.720001,1740500,61.988247
"2010-09-28",77.879997,79.279999,76.300003,78.949997,2533500,62.96925
"2010-09-29",78.75,81.800003,78.32,80.75,2407300,64.404877
"2010-09-30",81.699997,82.480003,78.519997,80.959999,3054800,64.572403
"2010-10-01",81.779999,82.260002,79.330002,80.199997,1588900,63.966221
"2010-10-04",79.739998,80.32,78.889999,79.949997,1279500,63.766834
"2010-10-05",80.919998,83.669998,79.860001,83.029999,2220600,66.223396
"2010-10-06",82.830002,83.5,80.93,81.910004,1338800,65.330109
"2010-10-07",82.330002,82.540001,79.5,80.559998,1629900,64.253357
"2010-10-08",80.779999,83.18,80.510002,82.769997,1221700,66.016029
"2010-10-11",82.800003,84.629997,82.800003,83.059998,1769800,66.247307
"2010-10-12",82.959999,84.419998,82.239998,84.269997,1818700,67.212402
"2010-10-13",84.57,87.410004,84.519997,86.650002,2740200,69.110672
"2010-10-14",86.599998,86.900002,83.860001,84.449997,1505000,67.355957
"2010-10-15",85.580002,85.82,83.279999,84.389999,1970200,67.308098
"2010-10-18",84.57,86.970001,83.910004,85.760002,2830500,68.400803
"2010-10-19",84.260002,88.150002,84.220001,85.599998,2226000,68.273209
"2010-10-20",85.809998,85.809998,83.639999,85.089996,3117800,67.866432
"2010-10-21",85.589996,87.470001,84.900002,85.550003,1399000,68.233307
"2010-10-22",85.57,85.910004,84.419998,85.559998,909600,68.24128
"2010-10-25",86.279999,87.440002,84.730003,84.809998,1469400,67.643105
"2010-10-26",84.339996,86.019997,83.709999,84.519997,1410700,67.411789
"2010-10-27",83.279999,83.279999,77.809998,81.040001,5528100,64.636185
"2010-10-28",81.379997,81.379997,77,77,2934300,61.413971
"2010-10-29",77.209999,77.599998,75.330002,75.830002,3085600,60.480774
"2010-11-01",76.25,76.650002,74.43,75.269997,1288300,60.034138
"2010-11-02",75.93,77.650002,74.75,77.220001,1860000,61.58942
"2010-11-03",77.160004,77.980003,76.599998,77.459999,2124700,61.780872
"2010-11-04",78.800003,79.889999,78.209999,79.800003,2003500,63.647232
"2010-11-05",79.949997,80.769997,79.349998,80.07,1830700,63.862549
"2010-11-08",79.540001,79.550003,77.459999,78.470001,2027100,62.586407
"2010-11-09",78.529999,78.900002,76.029999,76.449997,2307200,60.975288
"2010-11-10",76.339996,77.730003,75.919998,77.639999,1367600,61.924408
"2010-11-11",76.760002,77.010002,75.550003,76.129997,1943300,60.720066
"2010-11-12",75.419998,76.400002,73.440002,74.129997,3658500,59.124908
"2010-11-15",74.709999,75.949997,74.620003,75.160004,2323400,59.946419
"2010-11-16",74.610001,75.5,73.620003,74.190002,1942700,59.172749
"2010-11-17",74.089996,74.75,73.790001,74.370003,1113900,59.662125
"2010-11-18",75.230003,77.07,74.489998,76.150002,2282000,61.090092
"2010-11-19",75.980003,77.019997,75.379997,76.620003,1339600,61.467152
"2010-11-22",76.419998,76.650002,75.43,75.639999,1749500,60.680943
"2010-11-23",74.690002,75.080002,73.970001,74.309998,1162800,59.613995
"2010-11-24",75.190002,75.75,74.550003,75.730003,1054100,60.753181
"2010-11-26",74.940002,75.489998,74.5,75,473800,60.16753
"2010-11-29",74.75,75.589996,73.870003,75.129997,1096500,60.271809
"2010-11-30",74.209999,74.370003,72.949997,73,1917400,58.563057
"2010-12-01",74.18,75.989998,73.919998,74.300003,2639300,59.605976
"2010-12-02",74.559998,78.980003,74.470001,78.809998,2805700,63.22403
"2010-12-03",78.089996,80.5,77.580002,80.059998,2297700,64.226837
"2010-12-06",81.400002,83.980003,80.610001,83.75,2775400,67.187088
"2010-12-07",84.860001,85.699997,84.120003,84.540001,2203400,67.820839
"2010-12-08",84.809998,85.059998,82.370003,83.519997,1593200,67.002579
"2010-12-09",84.199997,85.839996,83.519997,85.690002,1717900,68.743378
"2010-12-10",85.980003,85.980003,84.419998,85.739998,1366200,68.783493
"2010-12-13",86.32,86.669998,85.379997,85.580002,1157800,68.655144
"2010-12-14",85.75,89.309998,85.260002,87.949997,3315800,70.556442
"2010-12-15",87.970001,89.360001,86.910004,87.209999,1221800,69.962791
"2010-12-16",87.610001,90.940002,87.610001,89.519997,2061000,71.815964
"2010-12-17",89.970001,90.349998,89,90.080002,1288200,72.265205
"2010-12-20",90.400002,91,88.589996,88.599998,1290400,71.077911
"2010-12-21",89.010002,89.260002,87.959999,88.900002,1367500,71.318565
"2010-12-22",88.879997,90.050003,88.849998,89.919998,751200,72.136848
"2010-12-23",89.43,90.949997,89.25,89.860001,857400,72.088722
"2010-12-27",89.400002,90.800003,89.019997,90.330002,437900,72.465767
"2010-12-28",90.690002,90.779999,89.82,90.309998,455700,72.449722
"2010-12-29",90.309998,91.279999,89.93,90,751200,72.201019
"2010-12-30",90.010002,90.589996,89.559998,89.82,461900,72.056641
"2010-12-31",89.68,89.809998,88.68,88.830002,670100,71.262421
"2011-01-03",89.730003,90.779999,89.419998,90.470001,1107700,72.578072
"2011-01-04",90.379997,90.82,88.279999,89.169998,970400,71.535179
"2011-01-05",88.449997,90.389999,88.099998,89.769997,884100,72.016502
"2011-01-06",89.620003,89.739998,87.300003,87.860001,1506800,70.484261
"2011-01-07",88.050003,89.18,86.360001,87.489998,1231800,70.187416
"2011-01-10",87.400002,88.129997,86.029999,87.900002,994100,70.516342
"2011-01-11",88.459999,88.889999,87.480003,87.790001,789600,70.428108
"2011-01-12",88.440002,89.989998,87.620003,89.690002,1272700,71.952377
"2011-01-13",89.470001,89.639999,87.190002,87.470001,1413900,70.171387
"2011-01-14",87.32,88.349998,87.029999,88.239998,862100,70.789093
"2011-01-18",88.040001,88.209999,86.559998,87.230003,884700,69.978882
"2011-01-19",87.25,87.339996,85.269997,85.970001,1321900,68.968018
"2011-01-20",85.669998,87.32,84.940002,86.589996,1074500,69.465393
"2011-01-21",87.349998,89.690002,87.199997,88.449997,1967300,70.957573
"2011-01-24",88.599998,88.599998,86.68,87.559998,1743400,70.243584
"2011-01-25",87.290001,87.980003,86.510002,87.769997,837000,70.412048
"2011-01-26",88.07,89.739998,87.330002,88.760002,1100300,71.206245
"2011-01-27",88.919998,91.330002,88.32,91.279999,1686900,73.227875
"2011-01-28",91.410004,92.279999,89.620003,89.919998,2311700,72.136848
"2011-01-31",89.959999,90.080002,85.370003,85.5,4324100,68.590988
"2011-02-01",86.18,86.629997,84.940002,85.419998,3523200,68.52681
"2011-02-02",80.510002,84.769997,79.75,83.599998,7449300,67.066734
"2011-02-03",83.150002,85.699997,82.529999,85.68,3417600,68.73539
"2011-02-04",85.730003,86.440002,84.919998,85.970001,1729500,68.968018
"2011-02-07",86.190002,87.32,85.860001,86.400002,1609100,69.312996
"2011-02-08",86.43,86.690002,85.099998,86.07,1127300,69.048279
"2011-02-09",85.919998,86.949997,85.449997,85.800003,1170800,68.831657
"2011-02-10",85.32,87.650002,85.269997,87.089996,1284800,69.866539
"2011-02-11",86.540001,87.099998,85.459999,86.699997,1278700,69.55365
"2011-02-14",86.470001,86.699997,85.370003,85.449997,1181500,68.550873
"2011-02-15",85.199997,85.650002,83.769997,83.93,1506800,67.331467
"2011-02-16",84.050003,84.839996,82.400002,83.220001,2097900,66.761887
"2011-02-17",82.709999,83.830002,82.379997,83.279999,1466900,66.810028
"2011-02-18",83.709999,84.360001,83.120003,83.440002,1908600,66.93837
"2011-02-22",82.68,82.68,81.160004,81.620003,1404600,65.478302
"2011-02-23",81.029999,81.980003,79.5,81.010002,1418000,65.333145
"2011-02-24",81.129997,81.449997,80.190002,80.690002,2257600,65.075081
"2011-02-25",81.089996,81.790001,80.68,81.519997,1372700,65.744469
"2011-02-28",82.080002,82.989998,81.620003,82.5,1630800,66.534813
"2011-03-01",82.57,82.730003,80.160004,80.199997,1809100,64.679886
"2011-03-02",80.349998,81.239998,79.879997,80.309998,1141800,64.7686
"2011-03-03",81.199997,82.5,80.720001,82.349998,1277100,66.413849
"2011-03-04",82.379997,82.389999,80.230003,80.940002,1109000,65.276688
"2011-03-07",81.389999,81.989998,80.019997,80.370003,836800,64.817009
"2011-03-08",80.809998,84.220001,80.760002,83.360001,2082200,67.228394
"2011-03-09",83.18,84.339996,82.720001,83.849998,1089500,67.62355
"2011-03-10",82.669998,83.410004,81.82,82.269997,910800,66.349327
"2011-03-11",82.190002,83.849998,81.830002,83.339996,1057900,67.21225
"2011-03-14",82.830002,83,81.269997,82,1109100,66.131569
"2011-03-15",79.779999,82.690002,79.519997,81.410004,1834000,65.655731
"2011-03-16",81.239998,81.5,79.239998,79.709999,1936100,64.284721
"2011-03-17",81.360001,81.360001,79.150002,79.57,1331600,64.171814
"2011-03-18",80.769997,80.900002,79.290001,80.099998,2472100,64.599243
"2011-03-21",81.230003,81.5,80.589996,80.989998,1153700,65.317032
"2011-03-22",80.970001,81.110001,80,80.190002,803300,64.671852
"2011-03-23",80.010002,81.110001,79.300003,80.779999,748200,65.147629
"2011-03-24",81.279999,81.699997,80.18,81.330002,947400,65.591209
"2011-03-25",81.419998,83.029999,81.349998,82.089996,625600,66.204163
"2011-03-28",82.190002,82.610001,81.379997,81.400002,576000,65.647667
"2011-03-29",81.410004,81.68,80.610001,81.540001,780400,65.76059
"2011-03-30",81.889999,84.269997,81.870003,84.190002,1309500,67.897758
"2011-03-31",83.949997,87.190002,83.949997,85.360001,2640900,68.841347
"2011-04-01",85.940002,87,85.769997,86.029999,1940600,69.381691
"2011-04-04",86.110001,86.519997,84.900002,85.160004,1196100,68.680054
"2011-04-05",84.900002,85.470001,84.099998,84.760002,917500,68.35746
"2011-04-06",85.410004,85.57,84,84.489998,582800,68.139717
"2011-04-07",84.220001,84.980003,83.5,84.190002,554000,67.897758
"2011-04-08",84.540001,84.919998,82.209999,82.580002,951100,66.599327
"2011-04-11",82.629997,83.449997,82.540001,83.18,838000,67.083206
"2011-04-12",82.709999,84.580002,82.489998,84.339996,797400,68.018723
"2011-04-13",84.720001,85.190002,83.800003,84.639999,1211000,68.260666
"2011-04-14",84,84.839996,83.190002,84.739998,817100,68.341331
"2011-04-15",84.82,86.220001,84.379997,85.699997,1044500,69.11554
"2011-04-18",84.419998,85.269997,83.82,84.879997,1016900,68.454224
"2011-04-19",85.290001,87.18,85.290001,86.099998,1195100,69.438156
"2011-04-20",87.230003,87.559998,85.540001,86.239998,1212100,69.551041
"2011-04-21",86.25,87.550003,85.760002,87.309998,623500,70.413994
"2011-04-25",87.459999,88,86.239998,87.220001,614400,70.341423
"2011-04-26",87.410004,87.900002,86.510002,87.860001,1300000,70.857544
"2011-04-27",91,92,85.610001,88.650002,3853700,71.494682
"2011-04-28",88.68,89.129997,86.529999,87.43,1329100,70.510773
"2011-04-29",87.5,87.660004,85.800003,86.18,1370900,69.50264
"2011-05-02",86.779999,86.980003,85.739998,85.919998,1131100,69.292984
"2011-05-03",85.699997,86.099998,84,84.32,1361800,68.002602
"2011-05-04",84.389999,84.559998,83,83.900002,1091500,67.663895
"2011-05-05",83.220001,84.809998,83.010002,83.889999,1016000,67.655823
"2011-05-06",85.050003,85.720001,84.239998,84.5,1261300,68.147774
"2011-05-09",84.360001,84.610001,83.059998,83.550003,831700,67.381615
"2011-05-10",83.900002,84.879997,83.519997,84.540001,1089700,68.180016
"2011-05-11",84.150002,84.510002,83.309998,83.959999,961400,67.712273
"2011-05-12",83.779999,85.830002,83.339996,85.389999,1280200,68.865517
"2011-05-13",85.400002,88,85.400002,86.660004,2159300,69.889786
"2011-05-16",86.050003,86.790001,85.019997,85.099998,1176900,68.631668
"2011-05-17",84.75,85.650002,84.010002,84.360001,1509500,68.034859
"2011-05-18",84.040001,84.209999,83.529999,83.879997,1230000,68.051064
"2011-05-19",84.089996,84.800003,82.400002,83.019997,1035800,67.353363
"2011-05-20",82.709999,82.709999,81.540001,81.959999,945100,66.493408
"2011-05-23",81.019997,81.470001,80.339996,80.540001,1403700,65.34137
"2011-05-24",80.779999,81.389999,80.25,80.349998,944000,65.187241
"2011-05-25",80.18,82.360001,80.07,82.019997,1261400,66.542068
"2011-05-26",81.779999,82.580002,81.389999,82.25,957000,66.728668
"2011-05-27",82.419998,82.989998,81.919998,82.959999,638000,67.304703
"2011-05-31",83.620003,83.940002,82.75,83.800003,1106000,67.986198
"2011-06-01",83.419998,84.059998,82.07,82.160004,2227800,66.65567
"2011-06-02",82.410004,82.720001,80.900002,80.949997,962400,65.674004
"2011-06-03",79.699997,79.809998,76.330002,76.980003,4139800,62.453182
"2011-06-06",76.779999,76.879997,74.68,75.019997,2198100,60.863045
"2011-06-07",75.57,75.760002,74.599998,75,1695800,60.846828
"2011-06-08",74.93,75.029999,73.989998,74.57,1582900,60.497982
"2011-06-09",74.779999,75.120003,74,74.559998,1242300,60.489868
"2011-06-10",74.400002,74.519997,72.480003,72.980003,1819700,59.208023
"2011-06-13",73.160004,74.160004,72.790001,73.660004,1645500,59.759686
"2011-06-14",74.550003,75.660004,74.010002,74.370003,1448700,60.33572
"2011-06-15",73.769997,74.25,72.68,73.559998,1308800,59.678555
"2011-06-16",73.599998,75.349998,73.529999,75.290001,1914800,61.082119
"2011-06-17",75.93,76.300003,75.419998,76.050003,1402900,61.698681
"2011-06-20",75.889999,77.809998,75.709999,77.699997,1347800,63.037292
"2011-06-21",78.050003,78.220001,77.550003,78.040001,2082400,63.313156
"2011-06-22",77.620003,78.230003,77.099998,77.220001,1201500,62.647892
"2011-06-23",74.550003,77.900002,73.879997,77.779999,3179600,63.102222
"2011-06-24",77.940002,78.230003,76.43,76.760002,1298300,62.274689
"2011-06-27",76.650002,77.550003,76.580002,77,754500,62.469402
"2011-06-28",77.589996,79.959999,77.25,79.330002,1831100,64.359726
"2011-06-29",79.599998,80.769997,79.309998,80.489998,1934800,65.300804
"2011-06-30",80.790001,81.519997,80.389999,81.32,1094900,65.974182
"2011-07-01",81.360001,82.989998,80.75,82.779999,987100,67.158669
"2011-07-05",82.75,82.75,81.129997,81.809998,920400,66.371704
"2011-07-06",81.330002,81.519997,80.709999,80.93,1083000,65.657776
"2011-07-07",81.870003,82.709999,81.699997,82,1232100,66.525871
"2011-07-08",81.279999,81.440002,80.400002,81.059998,966500,65.76326
"2011-07-11",80.25,80.480003,78.389999,78.730003,1609400,63.872925
"2011-07-12",78.669998,79.5,78.129997,78.18,891700,63.426743
"2011-07-13",78.879997,79.800003,78.010002,78.139999,785900,63.394283
"2011-07-14",78.480003,78.510002,76.5,76.629997,1100500,62.169231
"2011-07-15",77.019997,77.019997,75.309998,75.830002,1376700,61.520191
"2011-07-18",75.669998,76.970001,75.220001,75.599998,1191700,61.333611
"2011-07-19",74.970001,75.57,74.269997,75.07,2660200,60.903603
"2011-07-20",75.120003,75.900002,74.919998,75.639999,1698200,61.366047
"2011-07-21",74.400002,74.639999,72.010002,72.779999,4872700,59.045765
"2011-07-22",72.949997,73.629997,72.349998,72.489998,1729500,58.810478
"2011-07-25",71.970001,72.559998,71.57,71.779999,1675200,58.23447
"2011-07-26",71.889999,72.5,71.5,71.629997,1348700,58.112759
"2011-07-27",71.32,72.279999,70.849998,71.379997,1829600,57.909939
"2011-07-28",71.559998,72.220001,70.209999,70.349998,1574600,57.07431
"2011-07-29",69.610001,70.209999,67.769997,69.230003,1969500,56.16568
"2011-08-01",70.209999,70.25,67.260002,67.839996,1554900,55.037979
"2011-08-02",67.07,67.290001,65.080002,65.129997,2418400,52.839371
