"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"2009-04-09",44.84,45.099998,44.360001,44.939999,3582700,35.073055
"2009-04-13",44.52,44.68,43.619999,44.009998,2898800,34.347252
"2009-04-14",43.709999,44.16,43.110001,43.93,2654100,34.284817
"2009-04-15",43.82,44.389999,43.369999,44.299999,2300400,34.573574
"2009-04-16",44.630001,45.790001,44.040001,45.540001,3139900,35.541336
"2009-04-17",45.75,46.799999,45.32,46.549999,4076800,36.329586
"2009-04-20",46,46,44.830002,45.369999,3543700,35.408653
"2009-04-21",45.259998,46.59,45.060001,46.470001,4226800,36.267139
"2009-04-22",46.880001,49.25,46.880001,48.23,4100900,37.640713
"2009-04-23",48.5,49.5,47.610001,49.5,4639700,38.631886
"2009-04-24",49.810001,49.810001,48.5,49.18,3371800,38.382137
"2009-04-27",49.82,52.619999,49.419998,51.279999,4047700,40.021065
"2009-04-28",50.689999,51.119999,50,50.610001,2500300,39.498165
"2009-04-29",52.790001,54.34,52.009998,53.34,4211400,41.62878
"2009-04-30",53.509998,53.799999,51.48,51.669998,4642200,40.325432
"2009-05-01",52.02,52.779999,51.259998,52.380001,3303600,40.879547
"2009-05-04",52.310001,54.09,52.310001,54,2900100,42.143864
"2009-05-05",53.970001,54.150002,53.049999,53.619999,2152600,41.847301
"2009-05-06",53.779999,54.32,53.23,54.240002,2152000,42.331177
"2009-05-07",54.529999,54.84,53.189999,53.66,3312400,41.878525
"2009-05-08",54.27,55.939999,53.869999,55.880001,3274600,43.611092
"2009-05-11",55.119999,55.790001,54.060001,54.130001,2537300,42.245316
"2009-05-12",54.43,55.540001,53.669998,55.299999,2463500,43.15844
"2009-05-13",55.060001,55.369999,53.509998,55.299999,3482200,43.15844
"2009-05-14",55.310001,56.07,55.009998,55.84,3105100,43.579868
"2009-05-15",55.84,56.25,54.73,55.009998,3488900,42.932102
"2009-05-18",54.950001,55.509998,54.18,55.459999,3297300,43.283302
"2009-05-19",55.599998,57.32,55.549999,56.869999,2932700,44.383728
"2009-05-20",57.16,57.959999,56.91,57.169998,2543300,44.617859
"2009-05-21",56.689999,56.689999,54.919998,55.700001,2200100,43.470619
"2009-05-22",55.790001,56.400002,55.150002,55.700001,1830100,43.470619
"2009-05-26",55.470001,56.849998,55.25,56.27,4603800,43.91547
"2009-05-27",56.369999,56.939999,55.689999,55.720001,2241900,43.486221
"2009-05-28",56.220001,57.330002,55.220001,57.040001,2343400,44.516415
"2009-05-29",57.009998,57.439999,55.91,56.900002,2361900,44.407146
"2009-06-01",57.279999,59.450001,57.27,59.310001,2066200,46.288017
"2009-06-02",59.279999,60.299999,59.169998,59.98,2116600,46.810898
"2009-06-03",59.799999,59.970001,58,58.59,2301000,45.726089
"2009-06-04",58.389999,59.240002,57.98,59.099998,2028200,46.124119
"2009-06-05",59.389999,61.119999,59.389999,60.450001,2769000,47.177719
"2009-06-08",60.029999,61.060001,59.419998,60.459999,2286100,47.185524
"2009-06-09",60.400002,60.66,58.990002,59.25,2818000,46.241177
"2009-06-10",59.799999,60.040001,57.82,59.040001,2035400,46.077309
"2009-06-11",58.98,60.240002,58.98,59.290001,2023300,46.272404
"2009-06-12",59.169998,60.029999,58.630001,59.759998,1535800,46.639202
"2009-06-15",59.049999,59.119999,57.580002,58.080002,1912300,45.328072
"2009-06-16",58.259998,58.470001,57.400002,57.459999,1850600,44.844196
"2009-06-17",57.310001,58.040001,56.970001,57.619999,1456300,44.969067
"2009-06-18",57.73,58.540001,57.43,58.209999,1646700,45.429516
"2009-06-19",58.529999,59.360001,58.200001,58.740002,3212500,45.843155
"2009-06-22",58.419998,58.419998,57.25,57.450001,2689900,44.836399
"2009-06-23",57.07,57.279999,55.77,55.990002,2377300,43.696945
"2009-06-24",56.169998,56.450001,54.32,54.540001,2653500,42.565304
"2009-06-25",54.779999,56.169998,54.610001,55.82,2511100,43.564266
"2009-06-26",55.759998,55.970001,55.099998,55.459999,4419500,43.283302
"2009-06-29",55.509998,57.240002,55.27,57,2972200,44.485191
"2009-06-30",56.75,56.849998,55.150002,55.389999,2412100,43.518799
"2009-07-01",55.630001,56.23,55.360001,55.68,1995000,43.746662
"2009-07-02",55.400002,55.43,53.619999,53.619999,2066800,42.128151
"2009-07-06",53.5,53.98,53.18,53.93,1866200,42.371704
"2009-07-07",53.720001,53.939999,51.959999,52.060001,2489200,40.902477
"2009-07-08",52.139999,52.68,51.490002,51.91,2331400,40.784634
"2009-07-09",51.970001,52.209999,51.32,51.540001,1995500,40.493938
"2009-07-10",51.389999,52.060001,51.209999,51.59,1928900,40.533222
"2009-07-13",51.610001,52.34,50.830002,52.290001,2474800,41.083202
"2009-07-14",52.459999,53.290001,51.990002,53.099998,2188500,41.719597
"2009-07-15",53.529999,54.18,53.32,54.139999,1647800,42.536701
"2009-07-16",54.099998,55,54.02,54.759998,2227800,43.023815
"2009-07-17",54.57,54.880001,53.310001,53.560001,2331000,42.081009
"2009-07-20",53.889999,54.509998,53.23,54.470001,1516300,42.795979
"2009-07-21",54.880001,54.880001,53.779999,54.549999,2301200,42.858829
"2009-07-22",54.400002,54.599998,53.779999,54,2220600,42.426693
"2009-07-23",54.169998,54.32,53.060001,53.709999,3188200,42.19886
"2009-07-24",53.560001,53.66,52.279999,52.490002,2811000,41.240334
"2009-07-27",51.900002,52.490002,49.849998,51.889999,7045600,40.768929
"2009-07-28",51.639999,53.849998,51.639999,53.740002,4056200,42.222435
"2009-07-29",53.540001,54.900002,53,54.549999,3762300,42.858829
"2009-07-30",55.18,55.860001,54.700001,55.130001,3081900,43.314522
"2009-07-31",55.209999,55.939999,54.77,55.389999,2523700,43.518799
"2009-08-03",55.799999,56.189999,54.740002,56,2207200,43.998066
"2009-08-04",55.919998,56.610001,55.630001,56.5,1782400,44.3909
"2009-08-05",56.740002,56.919998,55.470001,56.259998,1924100,44.202335
"2009-08-06",56.330002,56.669998,55.669998,56.439999,1894000,44.343761
"2009-08-07",56.73,57.849998,56.299999,57.540001,1811500,45.208015
"2009-08-10",57.220001,57.490002,56.450001,56.810001,1119700,44.634464
"2009-08-11",56.73,56.82,55.720001,56.209999,1350600,44.163048
"2009-08-12",56.049999,57.689999,55.84,57.130001,2114700,44.885891
"2009-08-13",57.360001,57.360001,56.419998,57.080002,1879500,44.846607
"2009-08-14",56.98,57.220001,55.830002,56.240002,1452200,44.186642
"2009-08-17",55.560001,55.919998,54.740002,55.029999,1709300,43.235962
"2009-08-18",55.09,55.75,54.869999,55.380001,1843900,43.510948
"2009-08-19",55.130001,55.849998,55.029999,55.59,2130600,43.675953
"2009-08-20",55.68,56.049999,55.389999,55.810001,2220100,43.848789
"2009-08-21",56.130001,58.68,56.099998,58.490002,4204100,45.954403
"2009-08-24",58.779999,58.98,58.330002,58.740002,1781400,46.150833
"2009-08-25",59.009998,59.720001,58.630001,58.709999,1903900,46.127247
"2009-08-26",58.740002,58.860001,57.869999,58.73,2235400,46.142975
"2009-08-27",59.07,60,58.759998,59.950001,2480900,47.101498
"2009-08-28",60.169998,60.169998,59.34,59.77,2294100,46.960075
"2009-08-31",59.52,59.560001,58.68,59.189999,2078000,46.504383
"2009-09-01",59.150002,59.73,58.110001,58.599998,1918700,46.040844
"2009-09-02",58.48,58.810001,57.709999,58.130001,1838900,45.671566
"2009-09-03",58.400002,58.830002,57.360001,58.799999,2027600,46.197975
"2009-09-04",58.830002,60.709999,58.830002,60.48,2680500,47.517921
"2009-09-08",61.02,63.220001,60.849998,62.91,5484500,49.427124
"2009-09-09",63.07,63.52,61.68,62.189999,3066200,48.861423
"2009-09-10",62.299999,62.73,61.419998,62.529999,2223700,49.128551
"2009-09-11",62.790001,63.43,62.400002,63.34,2066100,49.764965
"2009-09-14",63.200001,63.200001,62.43,63.099998,2028200,49.576401
"2009-09-15",63.200001,63.259998,62.75,63.130001,1536500,49.599957
"2009-09-16",63.25,63.310001,62.189999,63.290001,2109200,49.725677
"2009-09-17",63.029999,64.860001,62.84,64.43,3226900,50.621349
"2009-09-18",64.580002,64.849998,63.880001,64.610001,2145200,50.762756
"2009-09-21",64.110001,64.529999,63.459999,63.639999,1936600,50.00066
"2009-09-22",63.869999,64.239998,63.490002,63.860001,2462100,50.173508
"2009-09-23",64.099998,64.110001,63.099998,63.23,1951000,49.678535
"2009-09-24",63.41,63.41,61.93,62.279999,2045200,48.932137
"2009-09-25",62.040001,63.110001,61.810001,62.990002,3269800,49.489979
"2009-09-28",64.110001,64.830002,63.639999,64.540001,2310100,50.707775
"2009-09-29",64.57,65.160004,64.160004,64.470001,2097000,50.652771
"2009-09-30",65.32,65.32,63.459999,64.599998,3301400,50.75491
"2009-10-01",64.400002,64.739998,63.099998,63.150002,4136900,49.615673
"2009-10-02",62.779999,63.299999,62.630001,63.080002,2935400,49.56068
"2009-10-05",64.620003,65,63.759998,64.769997,3003200,50.888477
"2009-10-06",65.120003,66.050003,65,65.919998,2658700,51.792004
"2009-10-07",65.629997,65.860001,64.849998,65.510002,2513400,51.768314
"2009-10-08",65.980003,66.080002,65,65.279999,2545700,51.586548
"2009-10-09",65.25,66.160004,65.010002,66.160004,1397900,52.281944
"2009-10-12",66.269997,66.470001,65.260002,65.610001,1077700,51.847324
"2009-10-13",65.370003,65.900002,65.110001,65.589996,1487900,51.83152
"2009-10-14",66.290001,67.040001,65.669998,66.849998,1711600,52.827206
"2009-10-15",66.760002,67.440002,66.540001,67.32,1876600,53.198624
"2009-10-16",67.019997,67.900002,66.529999,67.75,2483800,53.538429
"2009-10-19",67.900002,68.839996,67.669998,68.699997,2084000,54.28915
"2009-10-20",68.32,68.370003,67.040001,67.629997,2589200,53.443611
"2009-10-21",67.68,68.400002,66.620003,66.699997,1712700,52.708683
"2009-10-22",66.75,67.82,66.650002,67.75,1852900,53.538429
"2009-10-23",67.989998,67.989998,66.209999,66.599998,1698600,52.629646
"2009-10-26",66.660004,67.720001,65.82,65.959999,2450600,52.123905
"2009-10-27",66.050003,67.080002,65.690002,65.779999,2714000,51.981667
"2009-10-28",64.980003,65.93,64.220001,64.300003,3720600,50.812122
"2009-10-29",64.559998,64.860001,62.779999,63.650002,3213500,50.298466
"2009-10-30",63.43,64.169998,62.599998,62.700001,3082200,49.547737
"2009-11-02",62.709999,63.75,62.52,63.02,1870400,49.80061
"2009-11-03",62.98,63.169998,62.189999,62.549999,2254000,49.429218
"2009-11-04",64.129997,65.150002,63.360001,63.849998,3386000,50.456509
"2009-11-05",64.059998,65.919998,64.059998,65.389999,2114000,51.673473
"2009-11-06",65.25,65.82,64.769997,65.580002,1677800,51.823605
"2009-11-09",65.900002,67.410004,65.82,67.309998,1702300,53.190716
"2009-11-10",67.040001,67.589996,66.379997,66.559998,1868700,52.598061
"2009-11-11",66.900002,67.519997,66.800003,66.970001,1637300,52.922062
"2009-11-12",66.830002,67.720001,66.540001,66.720001,1202500,52.724487
"2009-11-13",66.769997,68,66.580002,67.68,1257200,53.483109
"2009-11-16",67.860001,68.739998,67.639999,68.209999,2088200,53.901936
"2009-11-17",68.260002,68.260002,67.589996,67.940002,1040200,53.688583
"2009-11-18",67.919998,68.059998,67.099998,67.339996,1481300,53.214428
"2009-11-19",67.150002,67.150002,65.839996,66.379997,1667700,52.455803
"2009-11-20",66.230003,66.699997,65.959999,66.470001,1860200,52.526932
"2009-11-23",66.870003,67.699997,66.769997,67.519997,1171300,53.356674
"2009-11-24",67.419998,67.519997,66.75,67.32,1314700,53.198624
"2009-11-25",67.449997,68.300003,66.879997,68.129997,1584600,53.838707
"2009-11-27",66.949997,67.540001,66.190002,67.080002,1064700,53.008976
"2009-11-30",67.25,67.25,65.459999,65.900002,2847000,52.076492
"2009-12-01",66.489998,67.459999,66.230003,67.139999,1850300,53.056381
"2009-12-02",67.290001,67.730003,66.839996,67.089996,1893200,53.016869
"2009-12-03",67.360001,67.730003,66.68,66.779999,1399700,52.771896
"2009-12-04",67.160004,68.43,66.760002,67.540001,1717500,53.372494
"2009-12-07",67.550003,68.209999,67.489998,67.879997,1107600,53.641151
"2009-12-08",67.610001,68.150002,66.830002,67.82,1959400,53.59375
"2009-12-09",67.959999,67.959999,66.940002,67.900002,1860300,53.656956
"2009-12-10",68.019997,68.68,67.860001,68.010002,1070500,53.743904
"2009-12-11",68.050003,69.169998,68.010002,69.010002,1508400,54.534115
"2009-12-14",69.32,70.839996,69.209999,70.660004,2569600,55.83802
"2009-12-15",70.400002,70.580002,69.480003,69.669998,2158600,55.055672
"2009-12-16",69.82,70.040001,68.849998,69.449997,2095100,54.881828
"2009-12-17",69.050003,69.32,68.400002,68.510002,1242100,54.139019
"2009-12-18",68.779999,68.93,67.75,68.239998,2328100,53.925652
"2009-12-21",68.510002,69.07,68.389999,68.589996,1106800,54.202217
"2009-12-22",68.589996,68.949997,68.029999,68.199997,1328800,53.894035
"2009-12-23",68.400002,68.650002,67.760002,68.199997,1143500,53.894035
"2009-12-24",68.150002,68.470001,68.029999,68.339996,446900,54.004673
"2009-12-28",68.510002,68.940002,68.269997,68.57,715700,54.186409
"2009-12-29",68.879997,69.110001,68.519997,68.550003,919200,54.170616
"2009-12-30",68.529999,68.93,68.309998,68.699997,827100,54.28915
"2009-12-31",68.889999,68.970001,68.099998,68.169998,1215100,53.870323
"2010-01-04",68.510002,69.190002,68.169998,69.190002,1198500,54.676373
"2010-01-05",69.290001,69.779999,68.809998,69.300003,1535400,54.763302
"2010-01-06",69.029999,69.360001,68.75,69.239998,1149700,54.715862
"2010-01-07",69.089996,69.5,68.730003,69.440002,1262300,54.873936
"2010-01-08",69.43,69.699997,68.910004,69.440002,1582000,54.873936
"2010-01-11",69.830002,70.75,69.660004,70.730003,1508400,55.893326
"2010-01-12",70.269997,70.650002,69.849998,70.300003,1677200,55.553524
"2010-01-13",70.169998,71.489998,69.959999,71.07,1797800,56.467243
"2010-01-14",70.870003,71.239998,70.309998,71.099998,2332600,56.491077
"2010-01-15",71.080002,71.080002,69.849998,70.610001,1829400,56.101772
"2010-01-19",70.489998,70.830002,70.019997,70.690002,1498700,56.165321
"2010-01-20",70.120003,70.290001,68.349998,69.360001,2193500,55.108608
"2010-01-21",69.269997,69.720001,67.730003,68.139999,1984500,54.139256
"2010-01-22",68.099998,68.769997,66.940002,67.019997,1868300,53.249378
"2010-01-25",68.68,69.040001,67.849998,67.860001,1781100,53.916801
"2010-01-26",67.57,69.400002,67.43,68.720001,2618400,54.600086
"2010-01-27",68.75,68.75,65.919998,67.230003,3839500,53.416225
"2010-01-28",67.610001,68.25,67.040001,67.599998,1839000,53.710213
"2010-01-29",67.410004,67.730003,66.720001,66.849998,2268400,53.114311
"2010-02-01",67.220001,69.580002,66.790001,69.43,3613300,55.164219
"2010-02-02",69.43,70.209999,68.660004,70.029999,3599700,55.640923
"2010-02-03",69.82,70.389999,69.510002,70.120003,1902400,55.712425
"2010-02-04",69.639999,69.980003,68.059998,68.160004,2995400,54.15517
"2010-02-05",68.07,68.379997,65.300003,66.660004,4387600,52.963367
"2010-02-08",66.720001,67.529999,65.910004,66.349998,2017100,52.717064
"2010-02-09",66.949997,68.559998,66.550003,68.040001,2008500,54.059807
"2010-02-10",68.050003,68.339996,67.419998,67.639999,2704100,53.742001
"2010-02-11",67.459999,67.849998,66.550003,67.800003,2978000,53.869122
"2010-02-12",67.330002,68.279999,66.379997,67.949997,2433400,53.988316
"2010-02-16",68.370003,69.849998,68.129997,69.849998,2745100,55.497906
"2010-02-17",69.760002,70.099998,69.099998,70.099998,2284400,55.696552
"2010-02-18",69.860001,71.989998,69.589996,71.779999,2692800,57.031338
"2010-02-19",71.639999,73.099998,71.43,72.610001,2474900,57.690823
"2010-02-22",72.620003,72.970001,71.739998,72.57,1753900,57.659042
"2010-02-23",72.279999,72.879997,71.529999,71.809998,1747700,57.055191
"2010-02-24",71.830002,72.739998,71.709999,72.599998,1220500,57.682873
"2010-02-25",72.099998,72.239998,70.809998,72.199997,1651400,57.365059
"2010-02-26",72.389999,72.739998,71.589996,72.550003,1504200,57.643135
"2010-03-01",72.540001,74.129997,72.540001,73.910004,2384900,58.723709
"2010-03-02",74.650002,74.650002,73.410004,73.980003,2203000,58.779339
"2010-03-03",74.25,74.330002,72.650002,72.830002,3344600,57.865616
"2010-03-04",71.949997,73.040001,71.089996,72.940002,3061300,57.953014
"2010-03-05",72.879997,73.779999,72.529999,73.730003,2350000,58.580708
"2010-03-08",73.400002,73.919998,73.099998,73.650002,1766500,58.517136
"2010-03-09",73.379997,74.089996,72.650002,73.68,1363000,58.540958
"2010-03-10",73.470001,74.309998,73.379997,73.940002,1903600,58.747562
"2010-03-11",73.5,74.220001,72.75,74.150002,2017000,58.914375
"2010-03-12",74.150002,74.150002,73.010002,73.760002,1587400,58.604523
"2010-03-15",73.720001,73.739998,72.959999,73.660004,1620400,58.525082
"2010-03-16",73.669998,73.980003,73.260002,73.709999,1380500,58.564789
"2010-03-17",73.910004,75,73.589996,74.980003,2250100,59.573872
"2010-03-18",74.860001,75.5,74.790001,75.239998,2430200,59.780422
"2010-03-19",75.489998,76.239998,75.239998,75.489998,2438000,59.979073
"2010-03-22",75.230003,75.82,74.589996,75.660004,1340200,60.114113
"2010-03-23",75.879997,76.959999,75.790001,76.940002,1818800,61.131123
"2010-03-24",76.739998,76.760002,75.599998,75.739998,1476100,60.177685
"2010-03-25",76.339996,76.959999,75.730003,76.220001,2168100,60.559086
"2010-03-26",76.5,77.050003,76.150002,76.919998,1644700,61.115242
"2010-03-29",77.349998,78.620003,77.169998,78.480003,3168600,62.354694
"2010-03-30",78.480003,78.480003,77.07,77.489998,2199000,61.56815
"2010-03-31",77.339996,77.790001,76.980003,77.199997,2131100,61.337696
"2010-04-01",77.529999,78.330002,77.370003,77.910004,1285500,61.901825
"2010-04-05",78.470001,78.959999,77.739998,78.230003,1299200,62.156071
"2010-04-06",77.699997,77.970001,76.739998,77.410004,3102500,61.504566
"2010-04-07",76.970001,77.190002,76.32,76.470001,1958100,61.089161
"2010-04-08",76.199997,77.129997,75.940002,76.809998,1221600,61.360764
"2010-04-09",77.080002,77.580002,76.68,77.540001,1094000,61.943951
"2010-04-12",77.540001,78.18,77.139999,77.300003,1061600,61.752193
"2010-04-13",77.349998,77.349998,76.07,76.849998,1858000,61.392715
"2010-04-14",76.870003,76.970001,76.300003,76.709999,2395100,61.280865
"2010-04-15",76.43,77.059998,76.190002,76.459999,2439500,61.081158
"2010-04-16",76.220001,76.949997,75.529999,76.040001,2426200,60.745659
"2010-04-19",75.940002,76.32,75.610001,76.139999,1927400,60.825523
"2010-04-20",76.339996,77.059998,76.190002,76.940002,1704700,61.464611
"2010-04-21",77.019997,78.239998,76.75,78.050003,2041300,62.351341
"2010-04-22",77.559998,78.300003,76.599998,78.209999,2048200,62.479164
"2010-04-23",78.279999,78.639999,77.57,78.599998,1803500,62.790718
"2010-04-26",78.379997,79,78.260002,78.669998,1629600,62.846645
"2010-04-27",78.5,78.699997,76.519997,76.559998,2750300,61.161037
"2010-04-28",76.720001,77.349998,75.949997,76.980003,2124400,61.496586
"2010-04-29",77.550003,78.099998,76.580002,77.959999,1523000,62.279461
"2010-04-30",78.120003,78.330002,76.330002,76.360001,1563400,61.001297
"2010-05-03",76.830002,77.580002,76.360001,77.550003,1365300,61.951939
"2010-05-04",76.809998,76.809998,74.720001,75.279999,1830300,60.1385
"2010-05-05",74.650002,75.610001,74.32,74.959999,1602700,59.88287
"2010-05-06",74.519997,75.230003,64.580002,72.059998,3256400,57.566158
"2010-05-07",72.099998,72.099998,69.459999,70.5,4081500,56.31992
"2010-05-10",73,74.25,71.43,73.110001,3488500,58.404949
"2010-05-11",72.68,73.540001,72.129997,72.650002,2276600,58.037487
"2010-05-12",72.970001,74.470001,72.779999,74.089996,1418700,59.187847
"2010-05-13",74.029999,74.389999,72.879997,72.959999,1319900,58.285126
"2010-05-14",72.300003,72.669998,70.900002,71.709999,1824000,57.28656
"2010-05-17",72.040001,72.32,70.339996,71.769997,1646100,57.334499
"2010-05-18",71.809998,72.339996,70.440002,70.550003,1556400,56.359875
"2010-05-19",70.139999,70.349998,68.550003,69.68,1979100,55.664856
"2010-05-20",68.220001,68.260002,66.300003,66.300003,2909700,52.964706
"2010-05-21",65.389999,67.68,64.900002,67.449997,2487200,53.8834
"2010-05-24",67.279999,67.279999,65.879997,65.959999,2056800,52.693081
"2010-05-25",64.059998,66.160004,64,66.040001,2136200,52.756996
"2010-05-26",66.519997,67.449997,66.18,66.379997,2165000,53.028603
"2010-05-27",67.199997,68.480003,67.169998,68.480003,1560900,54.706226
"2010-05-28",68.489998,68.690002,67.519997,67.900002,1991500,54.242874
"2010-06-01",67,68.419998,66.730003,66.739998,1745100,53.3162
"2010-06-02",67.169998,67.989998,65.949997,67.919998,2028700,54.258862
"2010-06-03",68.199997,69.099998,67.650002,68.07,2219600,54.378681
"2010-06-04",67.059998,67.059998,64.949997,65.18,2969000,52.069962
"2010-06-07",65.32,65.32,61.970001,62.080002,5017400,49.593491
"2010-06-08",62.099998,62.93,61.790001,62.650002,4364500,50.048843
"2010-06-09",62.790001,63.84,62.330002,62.549999,1994100,49.968967
"2010-06-10",63.299999,64.239998,63.240002,64.07,2472800,51.183228
"2010-06-11",63.41,64.699997,62.950001,64.580002,1782400,51.590652
"2010-06-14",65.129997,65.410004,64.150002,64.309998,1728900,51.374954
"2010-06-15",64.889999,66.669998,64.650002,66.620003,1950900,53.220337
"2010-06-16",66.099998,66.610001,65.870003,66.290001,1551800,52.956703
"2010-06-17",66.220001,66.550003,65.440002,66.309998,1770700,52.972691
"2010-06-18",66.419998,67.089996,66.419998,66.900002,3334200,53.444008
"2010-06-21",67.980003,68.080002,66.449997,66.779999,2187700,53.348148
"2010-06-22",67.110001,67.349998,65.309998,65.449997,1825900,52.285652
"2010-06-23",65.550003,65.629997,64.010002,64.889999,2771700,51.838303
"2010-06-24",64.669998,65.099998,63.139999,63.25,2864700,50.528168
"2010-06-25",63.349998,63.68,62.310001,63.220001,3015700,50.504192
"2010-06-28",63.419998,63.419998,62.16,62.259998,2861600,49.737278
"2010-06-29",61.330002,61.57,59.200001,59.43,4487800,47.476494
"2010-06-30",58.919998,59.689999,58.470001,58.560001,3261300,47.11446
"2010-07-01",58.610001,58.84,57.68,58.5,2983600,47.066181
"2010-07-02",58.790001,59.25,58.299999,58.700001,2281100,47.227085
"2010-07-06",59.080002,59.709999,58.119999,58.639999,2539700,47.178818
"2010-07-07",58.869999,60.27,58.580002,60.220001,3237600,48.450005
"2010-07-08",60.580002,61.080002,60.310001,60.970001,1790500,49.053417
"2010-07-09",60.779999,60.860001,60,60.84,1299300,48.948818
"2010-07-12",60.34,60.43,59.52,59.869999,1869200,48.168415
"2010-07-13",60.419998,60.830002,60.07,60.560001,1946100,48.72356
"2010-07-14",60.259998,61.610001,60.16,61.610001,2813900,49.568325
"2010-07-15",61.599998,61.830002,60.450001,61.470001,2131100,49.455696
"2010-07-16",60.970001,61.290001,58.75,58.900002,2316800,47.388
"2010-07-19",58.84,59.040001,58.200001,58.599998,2013400,47.146637
"2010-07-20",57.91,59.220001,56.93,59.209999,3230100,47.637405
"2010-07-21",59.529999,60.439999,59,59.279999,2485900,47.693729
"2010-07-22",59.900002,61.400002,59.900002,61.029999,1922800,49.101692
"2010-07-23",60.98,61.869999,60.48,61.290001,2056600,49.310875
"2010-07-26",61.310001,63.080002,61.290001,62.490002,1486700,50.276337
"2010-07-27",62.57,62.740002,61.700001,61.77,1821900,49.697067
"2010-07-28",61.52,62.57,61.220001,61.799999,2405600,49.721207
"2010-07-29",62.299999,62.689999,61.029999,61.73,1852100,49.664871
"2010-07-30",60.990002,61.52,60.580002,61.25,2805900,49.27869
"2010-08-02",62.060001,63.150002,61.740002,62.91,2149800,50.614239
"2010-08-03",62.610001,63.200001,62.439999,62.669998,1561400,50.421162
"2010-08-04",62.93,63.459999,62.720001,63.34,1584500,50.960217
"2010-08-05",63.07,63.790001,62.889999,63.77,1617000,51.30616
"2010-08-06",63.279999,64.019997,62.970001,63.779999,2403300,51.314201
"2010-08-09",64.050003,64.400002,63.869999,64.32,1192700,51.74865
"2010-08-10",63.630001,64.440002,63.09,64.089996,2083600,51.563618
"2010-08-11",63.169998,63.18,61.02,61.32,2317600,49.335003
"2010-08-12",60.279999,61.02,60.209999,60.720001,2083400,48.852276
"2010-08-13",60.52,61.16,60.400002,60.669998,1895100,48.812054
"2010-08-16",60.27,60.700001,59.75,60.419998,1551100,48.610912
"2010-08-17",61.099998,62.790001,61.029999,62.34,2721300,50.155651
"2010-08-18",62.549999,62.669998,62,62.490002,1825200,50.276337
"2010-08-19",62.310001,62.349998,60.389999,60.619999,2418900,48.771824
"2010-08-20",60.169998,60.509998,59.709999,60.23,2368000,48.45805
"2010-08-23",60.139999,60.360001,59.240002,59.330002,1987600,47.733963
"2010-08-24",58.450001,58.790001,57.619999,57.869999,2138400,46.559319
"2010-08-25",57.509998,57.709999,56.27,56.990002,4329000,45.851318
"2010-08-26",57.150002,57.720001,56.650002,56.830002,2066100,45.722591
"2010-08-27",56.59,57.41,55.459999,57.369999,2812500,46.157036
"2010-08-30",57.130001,57.529999,56.52,56.57,2045800,45.513397
"2010-08-31",56.259998,56.43,55.68,55.869999,2418800,44.950199
"2010-09-01",56.700001,58,56.23,57.779999,1940100,46.486904
"2010-09-02",58.139999,58.959999,57.810001,58.950001,2034900,47.428215
"2010-09-03",59.540001,59.990002,59.25,59.720001,1639300,48.047733
"2010-09-07",59.240002,59.299999,57.720001,58.490002,2226000,47.058132
"2010-09-08",58.799999,59.849998,58.59,59.490002,2807400,47.862675
"2010-09-09",60,60.419998,59.259998,59.82,1839700,48.128189
"2010-09-10",60.110001,61.25,59.849998,61.130001,2462300,49.182144
"2010-09-13",61.759998,62.880001,61.759998,62.18,2813200,50.026932
"2010-09-14",61.939999,62.07,61.150002,61.459999,2156100,49.447639
"2010-09-15",61.02,61.299999,60.529999,61.27,2314000,49.294792
"2010-09-16",61.169998,61.369999,60.869999,61.310001,1887000,49.326962
"2010-09-17",61.52,62.810001,61.439999,62.689999,3122300,50.437244
"2010-09-20",63.110001,63.73,62.349998,63.630001,1824500,51.193516
"2010-09-21",63.610001,64.209999,63.25,63.610001,1347600,51.177425
"2010-09-22",63.630001,63.919998,62.580002,62.869999,1642900,50.582069
"2010-09-23",62.34,62.849998,61.860001,61.98,1484800,49.866016
"2010-09-24",62.549999,63.75,62.549999,63.68,1270400,51.233746
"2010-09-27",63.830002,63.959999,63.02,63.130001,1288500,50.791241
"2010-09-28",63.25,63.349998,62.23,63.27,2395700,50.903885
"2010-09-29",62.970001,63.189999,62.349998,63.060001,2165700,50.734932
"2010-09-30",63.490002,64.599998,62.619999,62.810001,2454000,50.533791
"2010-10-01",63.330002,63.43,62.380001,62.459999,1756900,50.252201
"2010-10-04",62.419998,62.73,61.509998,61.75,1935500,49.680969
"2010-10-05",62.389999,63.48,61.889999,63.41,2735600,51.016514
"2010-10-06",63.139999,63.77,63.02,63.639999,2134800,51.542969
"2010-10-07",63.810001,64.029999,62.799999,63.130001,1519500,51.129917
"2010-10-08",63.139999,63.650002,62.689999,63.369999,1454000,51.324306
"2010-10-11",63.48,63.529999,62.990002,63.130001,790100,51.129917
"2010-10-12",62.970001,63.57,62.130001,63.369999,1415800,51.324306
"2010-10-13",63.580002,64.519997,63.580002,64.059998,1554200,51.883125
"2010-10-14",64.120003,64.199997,62.919998,63.169998,1760200,51.162315
"2010-10-15",63.5,64.050003,62.900002,63.93,2961800,51.777847
"2010-10-18",63.939999,64.480003,63.549999,64.370003,1271700,52.134205
"2010-10-19",63.450001,63.669998,62.169998,62.959999,2166700,50.992233
"2010-10-20",63.259998,64.349998,63.23,63.830002,1795000,51.696857
