"","EOG.Open","EOG.High","EOG.Low","EOG.Close","EOG.Volume","EOG.Adjusted"
"2009-02-03",33.785,34.150002,33.145,33.945,8875000,31.546337
"2009-02-04",34.34,35.029999,33.970001,34.290001,9603200,31.866943
"2009-02-05",34.185001,35.064999,33.5,34.544998,9820400,32.103928
"2009-02-06",33.810001,34.654999,33.220001,34.205002,8489000,31.787956
"2009-02-09",34.630001,35.580002,34.125,35.369999,8033800,32.870628
"2009-02-10",35.474998,35.860001,32.895,33.200001,8097200,30.853968
"2009-02-11",33.799999,33.855,31.674999,32.18,7816200,29.90605
"2009-02-12",31.58,32.325001,31.174999,32.049999,6960000,29.785238
"2009-02-13",32.299999,32.654999,31.655001,31.860001,6914000,29.608665
"2009-02-17",30.995001,30.995001,28.030001,28.120001,12656000,26.132942
"2009-02-18",28.42,28.535,27.5,28.309999,11810600,26.309521
"2009-02-19",28.5,28.959999,27.59,27.91,10591400,25.937788
"2009-02-20",27.305,28.110001,27.084999,27.555,9756200,25.607866
"2009-02-23",27.995001,28.18,25.424999,25.49,10596200,23.688791
"2009-02-24",25.735001,26.705,25.475,26.665001,8170000,24.780758
"2009-02-25",26.615,26.77,25.57,26.014999,8820800,24.176695
"2009-02-26",26.434999,26.780001,25.575001,25.705,6563200,23.888603
"2009-02-27",25.030001,25.815001,24.43,25.02,7705600,23.252001
"2009-03-02",24.135,24.844999,22.514999,22.795,11170600,21.184227
"2009-03-03",23.254999,24.85,22.764999,24.02,15610000,22.322666
"2009-03-04",24.73,26.395,24.620001,25.549999,15170800,23.744547
"2009-03-05",25.165001,26.42,24.785,25.92,15736000,24.0884
"2009-03-06",26.625,27.18,25.110001,26.035,11733400,24.195271
"2009-03-09",25.615,26.26,24.99,25.209999,8642200,23.428579
"2009-03-10",25.785,27,25.639999,26.455,9070600,24.585598
"2009-03-11",26.655001,27.355,26.25,27,7700200,25.092089
"2009-03-12",27.135,29.549999,26.83,29.405001,14070800,27.327145
"2009-03-13",29.375,29.719999,28.875,29.495001,8986600,27.410776
"2009-03-16",29.299999,31.485001,29.299999,30.76,9112000,28.586393
"2009-03-17",30.73,31.549999,30.184999,31.549999,10786400,29.320564
"2009-03-18",31.225,31.395,29.254999,31.004999,12494400,28.814077
"2009-03-19",31.815001,32.73,31.549999,31.620001,8830200,29.38562
"2009-03-20",32.105,32.5,30.639999,30.975,8493800,28.7862
"2009-03-23",31.82,33.325001,31.715,33.040001,7187600,30.70528
"2009-03-24",32.450001,32.740002,31.639999,32.040001,4656200,29.77594
"2009-03-25",31.9,32.945,30.75,31.719999,7771400,29.478552
"2009-03-26",32.040001,32.595001,30.76,30.995001,7600800,28.804781
"2009-03-27",30.469999,30.540001,29.415001,29.655001,5949000,27.559477
"2009-03-30",28.834999,29.24,27.68,28.33,6069800,26.3281
"2009-03-31",28.594999,29.200001,27.305,27.379999,8210200,25.445232
"2009-04-01",26.879999,28.705,26.545,28.565001,7474600,26.546507
"2009-04-02",29.334999,30.700001,29.33,30.165001,7326400,28.033445
"2009-04-03",30.16,32.16,29.969999,31.57,6802000,29.339159
"2009-04-06",31.035,31.040001,29.815001,30.35,5047600,28.20536
"2009-04-07",29.67,29.885,28.790001,28.985001,3969400,26.936821
"2009-04-08",28.645,29.745001,27.889999,29.525,5865200,27.43866
"2009-04-09",30.51,31.025,29.834999,30.674999,5287800,28.507402
"2009-04-13",30.215,31.385,29.375,30.985001,6582800,28.795498
"2009-04-14",30.92,31.295,30.125,30.26,7166800,28.187683
"2009-04-15",30,30.775,29.225,29.620001,6477000,27.591513
"2009-04-16",30.1,30.15,28.700001,29.290001,7110000,27.284107
"2009-04-17",28.9,30.334999,28.665001,30.040001,8545000,27.98275
"2009-04-20",29.26,29.35,27.924999,27.985001,6878800,26.068481
"2009-04-21",27.799999,28.52,27.43,28.455,6935400,26.506292
"2009-04-22",28.370001,28.9,27.870001,28.18,6562000,26.250124
"2009-04-23",28.5,30.200001,28.370001,30.059999,9707600,28.001375
"2009-04-24",31.299999,32.080002,30.84,31.584999,10178800,29.42194
"2009-04-27",30.73,31.504999,30.23,31.209999,5578600,29.072615
"2009-04-28",30.77,32,30.565001,31.695,7324600,29.524408
"2009-04-29",31.68,33.465,31.610001,32.869999,7498600,30.618937
"2009-04-30",33.035,33.32,31.24,31.74,8086200,29.566324
"2009-05-01",31.754999,33.325001,31.639999,33.040001,7522000,30.777296
"2009-05-04",33.154999,36.080002,33.139999,36.02,9372200,33.553211
"2009-05-05",35.849998,36.115002,34.505001,35.505001,7643600,33.073471
"2009-05-06",36.43,38.825001,36.139999,38.764999,13852800,36.110222
"2009-05-07",38.915001,39.560001,36.23,36.759998,13761800,34.242535
"2009-05-08",37.445,38.785,37.169998,38.435001,8698800,35.802826
"2009-05-11",37.665001,37.744999,36.435001,36.865002,7374200,34.340351
"2009-05-12",37.48,37.485001,35.48,36.625,8695800,34.116776
"2009-05-13",35.650002,36.290001,34.59,35.16,6814000,32.752106
"2009-05-14",35.16,35.965,34.59,35.68,4898800,33.236496
"2009-05-15",35.459999,35.904999,33.75,34.125,7274200,31.787987
"2009-05-18",34.575001,35.985001,34.575001,35.525002,6765600,33.092133
"2009-05-19",35.595001,36.555,35.375,36.009998,5420800,33.543903
"2009-05-20",36.380001,37.41,36.09,36.220001,5443400,33.739513
"2009-05-21",35.639999,35.639999,34.415001,34.875,6644200,32.486626
"2009-05-22",35.145,35.365002,34.48,34.595001,3597200,32.225803
"2009-05-26",33.119999,34.740002,32.740002,34.634998,7306000,32.26305
"2009-05-27",34.735001,35.174999,33.945,34.134998,8435600,31.797298
"2009-05-28",34.560001,36.785,34.389999,36.305,9063200,33.818699
"2009-05-29",36.735001,36.945,36.075001,36.595001,5954600,34.088833
"2009-06-01",37.369999,38.73,37.365002,38.360001,6546200,35.732967
"2009-06-02",38,38.275002,37.040001,38.105,8430800,35.495426
"2009-06-03",37.415001,37.415001,35.639999,36.285,7541000,33.80006
"2009-06-04",36.75,37.119999,35.869999,36.605,7055400,34.098148
"2009-06-05",37.244999,37.419998,36.134998,36.755001,8279400,34.237873
"2009-06-08",35.884998,37.049999,35.884998,36.849998,6744000,34.326374
"2009-06-09",37.064999,37.77,36.740002,37.325001,6586000,34.768833
"2009-06-10",37.779999,37.849998,36.779999,37.625,7300000,35.048298
"2009-06-11",37.744999,39.255001,37.575001,38.544998,8208200,35.905289
"2009-06-12",38.264999,38.880001,37.794998,38.810001,5926800,36.152142
"2009-06-15",38.115002,38.715,37.235001,38.125,8599400,35.514046
"2009-06-16",38.41,38.5,36.619999,36.93,6918000,34.400909
"2009-06-17",37.040001,37.27,35.849998,36.625,5639400,34.116776
"2009-06-18",36.610001,37.049999,35.810001,36.049999,5251800,33.581169
"2009-06-19",36.439999,36.439999,34.605,34.959999,13339800,32.5658
"2009-06-22",34.424999,34.424999,33.259998,33.740002,10640200,31.429354
"2009-06-23",33.875,33.875,32.849998,33.645,9419600,31.34086
"2009-06-24",33.755001,34.134998,33.349998,33.66,8624200,31.354818
"2009-06-25",33.810001,34.5,33.68,34.314999,7332800,31.964975
"2009-06-26",34.154999,34.595001,33.75,33.779999,11535000,31.466606
"2009-06-29",33.955002,34.384998,33.365002,33.48,8477600,31.187157
"2009-06-30",33.384998,34.25,33.23,33.959999,9122000,31.634279
"2009-07-01",34.369999,34.875,33.474998,33.52,7271800,31.224424
"2009-07-02",32.825001,32.889999,31.915001,32.115002,7092800,29.91564
"2009-07-06",31.049999,31.455,30.74,31.315001,8720200,29.170425
"2009-07-07",31.395,31.395,30.225,30.290001,9202400,28.215622
"2009-07-08",30.32,31.16,30.145,30.885,10427800,28.76988
"2009-07-09",31.145,31.5,30.695,31.309999,8203400,29.165768
"2009-07-10",30.77,31.475,30.49,31.25,6375600,29.109875
"2009-07-13",31.225,31.92,30.68,31.915001,6019200,29.729338
"2009-07-14",32.264999,32.535,31.809999,32.334999,5728200,30.120584
"2009-07-15",32.685001,33.400002,32.529999,33.240002,7921000,31.033173
"2009-07-16",32.939999,34.860001,32.900002,34.625,7233400,32.326225
"2009-07-17",34.32,35.215,34.174999,34.794998,5798400,32.484951
"2009-07-20",35.23,36.23,35.23,36.150002,6352800,33.749985
"2009-07-21",36.57,36.685001,35.540001,36.294998,4380000,33.885349
"2009-07-22",36.105,36.25,35.514999,35.700001,5029000,33.329853
"2009-07-23",35.700001,36.994999,35.605,36.904999,5734400,34.454861
"2009-07-24",36.755001,37.384998,36.654999,37.345001,4281200,34.865635
"2009-07-27",37.424999,37.48,37,37.150002,5069400,34.683601
"2009-07-28",36.665001,37.075001,35.759998,36.720001,4418800,34.282127
"2009-07-29",36.154999,36.154999,35.055,35.450001,4426800,33.096458
"2009-07-30",36.224998,36.830002,35.450001,36.450001,6087000,34.030067
"2009-07-31",36.224998,37.474998,35.93,37.014999,5011600,34.557552
"2009-08-03",37.599998,38.845001,37.599998,38.325001,5601000,35.780579
"2009-08-04",38.040001,38.755001,37.615002,38.724998,5036000,36.154026
"2009-08-05",38.77,39.064999,38.064999,39.009998,6135200,36.420105
"2009-08-06",39.395,39.805,38.485001,39.110001,5700800,36.513462
"2009-08-07",39.294998,39.825001,37.255001,37.365002,8959400,34.884312
"2009-08-10",37.310001,38.490002,37.310001,38.099998,6453600,35.570526
"2009-08-11",37.845001,37.985001,36.825001,36.880001,4027000,34.431522
"2009-08-12",36.674999,37.529999,36.674999,37.095001,4152600,34.632236
"2009-08-13",37.139999,37.880001,37.130001,37.785,3543800,35.27644
"2009-08-14",37.794998,37.895,36.950001,37.345001,4664000,34.865635
"2009-08-17",36.669998,36.669998,35.509998,35.919998,4109400,33.535252
"2009-08-18",35.889999,36.395,35.619999,36.165001,3303400,33.763996
"2009-08-19",35.880001,37.285,35.544998,36.91,3680600,34.459522
"2009-08-20",36.939999,37.400002,36.695,36.779999,4555200,34.33815
"2009-08-21",37.075001,38.169998,37.07,37.895,4360600,35.379124
"2009-08-24",38.279999,38.459999,37.665001,37.915001,2730600,35.397808
"2009-08-25",38.084999,38.435001,37.099998,37.205002,3813600,34.734947
"2009-08-26",36.875,37.134998,36.325001,36.990002,3605600,34.534218
"2009-08-27",36.625,36.825001,35.985001,36.48,5235600,34.058086
"2009-08-28",36.950001,37.205002,36.240002,36.625,3265400,34.193451
"2009-08-31",35.875,36.055,35.575001,36,3691800,33.609932
"2009-09-01",35.869999,36.43,35.154999,35.310001,5049800,32.965752
"2009-09-02",35.325001,35.494999,34.919998,34.959999,4771200,32.638992
"2009-09-03",35.395,35.395,34.715,34.880001,4554000,32.564304
"2009-09-04",34.724998,35.314999,34.314999,35.235001,4632600,32.895721
"2009-09-08",36.240002,37.23,36.125,36.82,9507400,34.375507
"2009-09-09",36.91,37.505001,36.445,37.220001,5030000,34.748943
"2009-09-10",37.23,38.5,36.939999,38.41,5844600,35.859943
"2009-09-11",38.59,39.150002,37.790001,37.974998,6904600,35.453812
"2009-09-14",37.615002,38.610001,37.439999,38.544998,4197000,35.985985
"2009-09-15",38.790001,40.084999,38.685001,39.93,6961800,37.279034
"2009-09-16",40.259998,41.639999,39.880001,41.615002,6368200,38.852173
"2009-09-17",41.52,42.139999,40.970001,41.285,6729400,38.544071
"2009-09-18",41.555,41.619999,40.419998,40.93,4478800,38.212639
"2009-09-21",40.154999,40.740002,39.755001,40.639999,4089000,37.941895
"2009-09-22",41.205002,42.215,41.014999,42.014999,5682400,39.22559
"2009-09-23",42.014999,42.205002,41.035,41.105,5024600,38.376015
"2009-09-24",41.025002,41.134998,39.325001,40.025002,5906400,37.367729
"2009-09-25",39.93,40.5,39.23,39.470001,4390400,36.849567
"2009-09-28",39.674999,40.105,39.435001,40.064999,2636800,37.405052
"2009-09-29",40,40.924999,39.455002,40.82,6419200,38.109928
"2009-09-30",41.16,42.18,40.639999,41.755001,9541600,38.982868
"2009-10-01",41.790001,41.790001,40.455002,40.525002,9274400,37.834522
"2009-10-02",39.865002,40.650002,39.685001,40.380001,7547800,37.69915
"2009-10-05",40.375,41.5,40.110001,41.255001,6430200,38.51606
"2009-10-06",41.825001,42.34,41.43,42.290001,5635600,39.482342
"2009-10-07",42.215,42.5,41.439999,42.355,5369600,39.54303
"2009-10-08",42.619999,44.955002,42.455002,44.845001,9108600,41.867706
"2009-10-09",44.584999,45.490002,44.165001,44.799999,7444400,41.82571
"2009-10-12",45.529999,45.845001,45.029999,45.290001,5085200,42.283173
"2009-10-13",45.314999,45.314999,43.950001,44.814999,7242800,41.839703
"2009-10-14",45.509998,45.825001,44.875,45.720001,5499600,42.753796
"2009-10-15",45.43,46.674999,45.360001,46.57,6246800,43.548653
"2009-10-16",46.459999,46.654999,45.764999,46.404999,4578000,43.394341
"2009-10-19",46.279999,47.264999,46.279999,47.174999,4714200,44.114399
"2009-10-20",47.259998,47.5,46.549999,47.205002,5473600,44.142456
"2009-10-21",46.82,47.93,46.424999,46.470001,5750600,43.455128
"2009-10-22",45.299999,45.814999,44.615002,45.724998,6437400,42.758465
"2009-10-23",46.07,46.169998,44.185001,44.580002,4673400,41.687748
"2009-10-26",44.669998,45.779999,43.27,43.43,5910800,40.612354
"2009-10-27",43.849998,44.294998,43.224998,43.384998,4341600,40.570278
"2009-10-28",43.040001,43.404999,41.935001,42.134998,6108200,39.401363
"2009-10-29",42.575001,43.084999,42.134998,42.919998,8279400,40.135445
"2009-10-30",42.904999,42.904999,40.439999,40.830002,6872600,38.181046
"2009-11-02",40.869999,41.654999,40.185001,40.985001,5542000,38.325993
"2009-11-03",40.575001,41.715,40.334999,41.5,4720200,38.807579
"2009-11-04",42.365002,43.575001,42.224998,42.650002,8613600,39.882965
"2009-11-05",42.919998,44.02,42.16,44.014999,6540600,41.159412
"2009-11-06",45.215,46.139999,44.700001,45.174999,9251000,42.244141
"2009-11-09",45.005001,46.290001,45.005001,46.200001,6071000,43.202652
"2009-11-10",46.055,46.330002,44.959999,45.59,6099200,42.632225
"2009-11-11",45.98,46.240002,44.955002,45.125,6e+06,42.197407
"2009-11-12",44.970001,45.275002,43.700001,44.43,5889600,41.547478
"2009-11-13",44.334999,44.950001,44.029999,44.25,5975400,41.379154
"2009-11-16",45.145,45.450001,44.645,45.264999,10138200,42.328327
"2009-11-17",45.064999,45.080002,44.375,44.990002,3563200,42.071163
"2009-11-18",45.139999,45.145,43.845001,44.369999,4376000,41.491383
"2009-11-19",43.990002,43.990002,42.865002,43.459999,5007400,40.640404
"2009-11-20",43.134998,43.365002,42.595001,43.235001,6437800,40.430008
"2009-11-23",44.150002,44.740002,43.884998,44.09,5365600,41.229538
"2009-11-24",44.18,44.360001,43.505001,44.275002,6292800,41.402542
"2009-11-25",44.355,45.029999,43.955002,44.855,4273200,41.944904
"2009-11-27",43.205002,43.91,42.700001,43.615002,1805000,40.785358
"2009-11-30",43.099998,43.794998,42.740002,43.244999,5814000,40.439354
"2009-12-01",43.805,44.715,43.715,44.145,4465000,41.280968
"2009-12-02",44.07,44.325001,43.279999,43.544998,2879000,40.719902
"2009-12-03",43.485001,43.950001,43.09,43.43,6497800,40.612354
"2009-12-04",44.115002,45.115002,42.845001,43.535,6688200,40.71056
"2009-12-07",43.389999,44.415001,43.02,43.634998,4416600,40.804054
"2009-12-08",43.415001,43.455002,42.474998,42.625,4475000,39.859592
"2009-12-09",42.869999,43.23,42,42.845001,4546600,40.065308
"2009-12-10",42.799999,43.764999,42.794998,43.334999,4778000,40.523533
"2009-12-11",43.505001,43.685001,42.93,43.025002,4262400,40.233635
"2009-12-14",45.084999,45.945,44.950001,45.195,13261600,42.262848
"2009-12-15",45.005001,46.035,45.005001,45.900002,8194800,42.922127
"2009-12-16",46.115002,47.16,46.005001,46.654999,5722600,43.628128
"2009-12-17",46.605,47.314999,45.720001,46.264999,5029600,43.263443
"2009-12-18",46.759998,47.049999,46.125,46.474998,5674800,43.459812
"2009-12-21",46.915001,47.619999,46.915001,47.345001,4467400,44.273365
"2009-12-22",47.785,48.98,47.505001,48.884998,4480200,45.713444
"2009-12-23",48.895,49.970001,48.84,49.945,5675000,46.704689
"2009-12-24",49.990002,50.724998,49.759998,50.290001,2039200,47.02729
"2009-12-28",50.880001,50.880001,49.764999,49.965,3003200,46.723385
"2009-12-29",50.084999,50.360001,49.209999,49.634998,3954800,46.414787
"2009-12-30",49.639999,49.855,49.220001,49.404999,2169800,46.199715
"2009-12-31",49.41,49.875,48.650002,48.650002,1999400,45.49371
"2010-01-04",49.674999,50.220001,49.619999,50.189999,4110000,46.933777
"2010-01-05",49.505001,50,48.895,49.575001,4450000,46.358677
"2010-01-06",49.419998,49.845001,48.834999,49.740002,3650400,46.512985
"2010-01-07",49.445,49.525002,48.720001,49.275002,4496800,46.078163
"2010-01-08",48.865002,49.645,48.145,49.525002,5911400,46.311939
"2010-01-11",49.790001,49.904999,48.509998,49.07,3030800,45.886444
"2010-01-12",47.880001,48.549999,47.580002,47.709999,4477000,44.614681
"2010-01-13",47.59,49.080002,47.025002,48.880001,4303600,45.778343
"2010-01-14",48.84,49.355,48.724998,49,3175800,45.890736
"2010-01-15",49,49.445,48.345001,48.435001,5931000,45.36158
"2010-01-19",48.16,48.794998,48.035,48.674999,4412200,45.586361
"2010-01-20",47.91,48.264999,47.625,48.165001,4049600,45.108711
"2010-01-21",48.285,48.785,47.650002,48.294998,6386400,45.230453
"2010-01-22",48.134998,48.595001,46.884998,47.025002,5838200,44.041054
"2010-01-25",47.43,48.07,47.310001,47.485001,2796400,44.471859
"2010-01-26",46.98,47.535,46.220001,46.57,3936800,43.614925
"2010-01-27",46.115002,46.91,45.049999,46.195,6554400,43.263718
"2010-01-28",46.505001,46.669998,44.785,45.755001,5442800,42.851631
"2010-01-29",45.884998,47.014999,44.685001,45.209999,6351400,42.341221
"2010-02-01",45.630001,47.830002,45.625,47.775002,4456800,44.743458
"2010-02-02",47.919998,48.610001,47.130001,48.514999,3776200,45.436493
"2010-02-03",48.080002,49.110001,48.029999,48.599998,4281200,45.516102
"2010-02-04",47.884998,48.02,46.389999,46.450001,4853200,43.502533
"2010-02-05",46.450001,46.689999,45.009998,46.43,5978600,43.483803
"2010-02-08",46.27,46.875,45.445,45.790001,4260600,42.884422
"2010-02-09",46.514999,47.650002,46.189999,47.27,5327800,44.2705
"2010-02-10",45.314999,45.494999,43.389999,44.119999,15979600,41.320389
"2010-02-11",43.959999,45.575001,43.884998,45.529999,7156400,42.640915
"2010-02-12",44.740002,45.619999,44.299999,45.490002,5837000,42.603474
"2010-02-16",46.325001,46.935001,46.134998,46.41,5396400,43.465084
"2010-02-17",46.549999,46.634998,46.095001,46.43,4310600,43.483803
"2010-02-18",46.209999,47.41,46.055,47.169998,4983600,44.176849
"2010-02-19",46.935001,47.52,46.494999,47.32,3841200,44.317329
"2010-02-22",47.610001,47.610001,45.900002,46.055,3793400,43.132618
"2010-02-23",45.700001,45.974998,44.799999,44.955002,4300000,42.102409
"2010-02-24",45.705002,46.490002,45.41,46.34,5405400,43.399521
"2010-02-25",45.330002,46.665001,44.974998,46.610001,3998800,43.652378
"2010-02-26",46.77,47.189999,46.200001,47.025002,3510200,44.041054
"2010-03-01",47.235001,47.775002,47.115002,47.325001,4078400,44.322021
"2010-03-02",47.580002,48.044998,47.259998,47.415001,3815600,44.406311
"2010-03-03",47.73,48.16,47.389999,47.91,4738600,44.869892
"2010-03-04",48.02,48.470001,47.415001,47.599998,4888800,44.579559
"2010-03-05",47.974998,48.735001,47.630001,48.689999,5520200,45.600395
"2010-03-08",48.57,49.110001,48.5,48.685001,4479800,45.595715
"2010-03-09",48.259998,49.639999,48.259998,49.025002,5116800,45.914143
"2010-03-10",48.945,49.689999,48.709999,49.419998,4033400,46.284081
"2010-03-11",49.310001,49.595001,48.689999,48.889999,4580200,45.787704
"2010-03-12",49.419998,49.465,48.535,48.790001,2114400,45.694054
"2010-03-15",48.66,48.744999,47.68,48.445,3561600,45.370941
"2010-03-16",48.744999,48.744999,47.985001,48.240002,3621600,45.178967
"2010-03-17",48.384998,48.77,47.625,47.904999,5742400,44.865204
"2010-03-18",48.025002,48.195,46.174999,46.639999,6340200,43.680477
"2010-03-19",45.849998,47.18,45.169998,45.849998,8416400,42.940609
"2010-03-22",45.380001,46.314999,44.794998,45.75,6130600,42.84697
"2010-03-23",45.865002,47.125,45.755001,47.07,5594800,44.083191
"2010-03-24",46.575001,47.224998,46.049999,46.285,4117800,43.348007
"2010-03-25",46.645,46.955002,44.560001,44.709999,6803200,41.87294
"2010-03-26",44.834999,44.834999,43.764999,44.794998,7181600,41.952557
"2010-03-29",45.805,46.544998,45.779999,46.48,6187800,43.530643
"2010-03-30",46.459999,46.845001,46.110001,46.669998,4418600,43.708576
"2010-03-31",46.75,47.005001,46.34,46.470001,6341600,43.521244
"2010-04-01",47.014999,47.805,47.005001,47.790001,4849800,44.757515
"2010-04-05",48.080002,49.064999,47.799999,48.884998,6428200,45.783016
"2010-04-06",48.805,49.305,48.549999,48.689999,5366400,45.600395
"2010-04-07",50.209999,52.619999,49.939999,51.869999,16481200,48.578606
"2010-04-08",51.965,53.889999,51.869999,53.48,14024400,50.086441
"2010-04-09",53.665001,54.095001,52.334999,52.384998,6304000,49.060936
"2010-04-12",52.290001,53.650002,51.955002,53.59,6823200,50.189476
"2010-04-13",53.48,54.200001,52.584999,53.689999,7185800,50.283127
"2010-04-14",54.415001,54.720001,53.654999,54.645,5541000,51.251503
"2010-04-15",54.689999,55.474998,54.349998,55.25,4230800,51.818935
"2010-04-16",54.779999,55.18,53.650002,53.735001,6579000,50.398014
"2010-04-19",53.23,54.200001,53.150002,53.994999,5201600,50.641876
"2010-04-20",54.439999,55.834999,54.439999,55.755001,5422800,52.292587
"2010-04-21",55.654999,56.110001,55.224998,55.935001,3977000,52.461395
"2010-04-22",55.485001,56.610001,54.93,56.505001,4489400,52.996002
"2010-04-23",56.075001,56.93,55.535,56.860001,5312800,53.328949
"2010-04-26",56.974998,57.290001,56.075001,56.240002,4169200,52.747456
"2010-04-27",56.025002,56.52,54.174999,54.314999,4669200,50.942005
"2010-04-28",54.695,55.195,54.035,54.709999,4351200,51.312466
"2010-04-29",55.095001,55.805,54.595001,55.630001,4683200,52.17535
"2010-04-30",55.77,57.474998,55.279999,56.060001,7072200,52.578629
"2010-05-03",56.41,57.450001,55.52,56.779999,5917000,53.253925
"2010-05-04",54.674999,55.27,52.715,55.119999,8399000,51.697006
"2010-05-05",54,54.470001,52.134998,52.584999,6750800,49.319427
"2010-05-06",52.200001,52.735001,48.285,51.185001,9517000,48.006386
"2010-05-07",50.91,52.279999,49.465,50.419998,7443600,47.288883
"2010-05-10",51.334999,53.884998,50.785,53.244999,6382800,49.938446
"2010-05-11",52.490002,52.705002,51.924999,52.369999,7709400,49.117786
"2010-05-12",52.5,54.369999,52.5,54.189999,6906000,50.824772
"2010-05-13",54.055,55.055,53.799999,54.040001,5214200,50.684074
"2010-05-14",53.470001,53.810001,51.705002,53.044998,3996000,49.75087
"2010-05-17",53.080002,53.645,50.48,51.615002,6259200,48.409676
"2010-05-18",52.494999,52.959999,51.235001,51.419998,5912000,48.226795
"2010-05-19",51.259998,52.115002,49.794998,51.115002,5389000,47.940716
"2010-05-20",49.82,49.889999,48.014999,48.145,5676600,45.155151
"2010-05-21",47.189999,50.330002,46.639999,50.294998,8270400,47.17165
"2010-05-24",49.814999,50.535,48.630001,48.68,5724600,45.656948
"2010-05-25",46.75,49.465,46.715,49.355,6507000,46.290009
"2010-05-26",50.009998,50.945,49.700001,49.869999,6588600,46.773026
"2010-05-27",50.985001,53.360001,50.724998,53.255001,8044200,49.947819
"2010-05-28",53.014999,53.785,51.924999,52.419998,6427400,49.16468
"2010-06-01",51.794998,52.494999,50.294998,50.415001,6682200,47.284187
"2010-06-02",51.049999,53.900002,50.435001,53.875,8104600,50.529324
"2010-06-03",53.735001,54.955002,52.560001,54.865002,7268000,51.457844
"2010-06-04",53.900002,55.294998,50.965,51.494999,12639600,48.297119
"2010-06-07",51.779999,53.099998,49.689999,50.57,10243600,47.429565
"2010-06-08",51.255001,52.895,50.549999,52.68,8279400,49.408535
"2010-06-09",53.09,54.27,51.544998,51.904999,6417000,48.681664
"2010-06-10",52.91,54.435001,52.91,54.384998,6913000,51.007652
"2010-06-11",53.994999,54.955002,53.474998,54.93,4579000,51.518795
"2010-06-14",55.470001,56.080002,54.32,54.474998,6218800,51.09206
"2010-06-15",55.305,55.514999,54.424999,55.18,6059200,51.753284
"2010-06-16",54.720001,55.709999,54.365002,55.195,3497000,51.767345
"2010-06-17",55.209999,55.57,54.259998,55.029999,5131000,51.612591
"2010-06-18",55,55.275002,54.490002,55.110001,6053600,51.687645
"2010-06-21",56,56.950001,54.759998,55.305,6072000,51.870529
"2010-06-22",55.305,55.674999,52.904999,53.224998,6003800,49.919682
"2010-06-23",53.285,53.959999,52.630001,53.419998,5380000,50.102566
"2010-06-24",52.91,54.110001,51.990002,52.294998,5616200,49.04744
"2010-06-25",53.119999,54.985001,52.305,54.889999,14346000,51.481289
"2010-06-28",54.470001,54.785,52.470001,52.709999,6190600,49.436684
"2010-06-29",51.665001,51.880001,49.764999,50.119999,8280600,47.007523
"2010-06-30",50.130001,50.674999,49.025002,49.185001,7370200,46.130585
"2010-07-01",49.259998,49.990002,47.889999,49.540001,6529800,46.463539
"2010-07-02",49.345001,50.325001,48.785,49.169998,5203200,46.116524
"2010-07-06",50.169998,51.349998,49.384998,49.924999,5190000,46.824627
"2010-07-07",50.060001,51.91,49.615002,51.900002,5457800,48.676979
"2010-07-08",52.439999,53.400002,51.875,53.110001,7048200,49.811836
"2010-07-09",52.945,53.445,52.125,52.785,3729800,49.507019
"2010-07-12",52.650002,53.299999,52.34,52.77,3225400,49.492939
"2010-07-13",53.494999,54.16,53.255001,53.404999,5246600,50.088505
"2010-07-14",53.055,54.235001,52.580002,53.32,4206400,50.081455
"2010-07-15",53.5,53.5,51.965,53.095001,4244400,49.870117
"2010-07-16",52.560001,52.764999,50.564999,51.139999,6213400,48.033871
"2010-07-19",51.34,51.759998,50.334999,51.005001,4603600,47.907078
"2010-07-20",50.240002,52.244999,50.005001,52.075001,5762800,48.912086
"2010-07-21",52.264999,52.32,50.764999,51.209999,4824000,48.099628
"2010-07-22",51.924999,52.369999,51.384998,51.599998,4220600,48.465935
"2010-07-23",51.395,51.605,50.294998,51.165001,4672200,48.05735
"2010-07-26",51.105,52.209999,51.105,51.860001,3420200,48.710148
"2010-07-27",51.93,51.970001,49.555,50.279999,6075000,47.226089
"2010-07-28",50.465,50.93,50.009998,50.279999,3330600,47.226089
"2010-07-29",50.865002,51.009998,49.735001,50.290001,3649600,47.235504
"2010-07-30",49.790001,50.490002,48.57,48.75,7647800,45.789032
"2010-08-02",49.654999,51.424999,49.529999,51.255001,5238800,48.141891
"2010-08-03",51.150002,51.424999,50.599998,50.849998,4207400,47.761478
"2010-08-04",51.029999,51.875,50.759998,51.5,3199200,48.372009
"2010-08-05",51.125,51.450001,50.560001,51.220001,3536800,48.109016
"2010-08-06",48.224998,49.865002,47.625,49.630001,13765000,46.615589
"2010-08-09",50.084999,50.299999,49.055,49.970001,5257200,46.934933
"2010-08-10",49.400002,50.705002,49.244999,50.349998,9591400,47.291859
"2010-08-11",49.294998,49.59,48.365002,48.575001,4957600,45.624672
"2010-08-12",47.695,48.93,47.514999,47.68,5922400,44.784031
"2010-08-13",47.654999,47.965,46.855,47.084999,8137600,44.22517
"2010-08-16",46.744999,47.095001,46.055,47.044998,5392600,44.187595
"2010-08-17",47.535,47.799999,46.895,47.580002,4893600,44.690105
"2010-08-18",47.384998,47.5,45.98,46.674999,6057200,43.840065
"2010-08-19",46.494999,46.794998,45.560001,45.759998,5907400,42.98064
"2010-08-20",45.630001,45.849998,45.215,45.709999,5652400,42.933674
