"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"2005-03-31",101.440002,103,101.440002,102.059998,526000,68.124504
"2005-04-01",102.559998,103.459999,100.129997,100.889999,389800,67.343506
"2005-04-04",100.510002,102.269997,99.900002,101.949997,416700,68.051056
"2005-04-05",102,103.199997,102,102.809998,350700,68.625107
"2005-04-06",102.839996,104.300003,102.839996,103.279999,312900,68.938835
"2005-04-07",103.480003,103.800003,102.690002,103.400002,382200,69.018921
"2005-04-08",103.5,103.5,102.300003,102.370003,261700,68.331429
"2005-04-11",102.400002,102.760002,101.870003,102.43,201100,68.371452
"2005-04-12",102.43,105.370003,102.110001,105.139999,466700,70.180367
"2005-04-13",105.150002,105.190002,103.779999,104.199997,403800,69.552925
"2005-04-14",103.970001,103.970001,102.75,102.75,304600,68.585075
"2005-04-15",102.739998,103.07,101.300003,101.300003,414900,67.617195
"2005-04-18",101.959999,103.629997,101.400002,103.129997,505800,68.838684
"2005-04-19",102,103.489998,101.800003,102.139999,392000,68.177872
"2005-04-20",101.660004,101.900002,99.290001,99.620003,396400,66.495819
"2005-04-21",101,101.400002,98.75,100.540001,628100,67.109894
"2005-04-22",99.949997,101.18,99,99.900002,414800,66.682693
"2005-04-25",100.599998,101.410004,100.209999,101.260002,379200,67.590477
"2005-04-26",101.260002,101.760002,100.300003,100.889999,375000,67.343506
"2005-04-27",100.5,104.410004,100.110001,103.75,521000,69.252556
"2005-04-28",103.650002,103.650002,102.400002,102.599998,341000,68.484924
"2005-04-29",102.900002,103.519997,101.830002,103.449997,335100,69.052307
"2005-05-02",103.400002,104.160004,102.25,103.410004,461700,69.025627
"2005-05-03",103,104.129997,102.459999,102.839996,427600,68.645119
"2005-05-04",102.75,104.599998,102.5,104.599998,412000,69.819908
"2005-05-05",104.760002,104.830002,103.050003,104.099998,381200,69.486168
"2005-05-06",104.599998,104.599998,103.029999,103.300003,214100,68.952171
"2005-05-09",103.690002,104.339996,103.199997,104,369700,69.419426
"2005-05-10",102.959999,103.300003,102,102.279999,441900,68.271339
"2005-05-11",101.970001,102.970001,101.519997,102.5,302400,68.418182
"2005-05-12",102.099998,103,101.139999,101.150002,379500,67.517067
"2005-05-13",101.099998,101.559998,100.110001,100.93,306700,67.370232
"2005-05-16",101.150002,103.459999,101.150002,103.410004,268500,69.025627
"2005-05-17",103.410004,104.660004,102.660004,104.470001,243500,69.733139
"2005-05-18",104.949997,106.120003,104.510002,105.699997,377300,70.554153
"2005-05-19",105.699997,105.839996,104.650002,105.349998,285300,70.320526
"2005-05-20",105.800003,105.800003,104.199997,104.519997,215200,69.766541
"2005-05-23",105,105,103.900002,104.129997,241700,69.506203
"2005-05-24",103.559998,103.790001,103.029999,103.480003,226600,69.07235
"2005-05-25",103.300003,103.43,102.300003,102.830002,219000,68.638443
"2005-05-26",103.290001,103.889999,102.779999,103.860001,188800,69.325996
"2005-05-27",104,104,102.870003,103.050003,144700,69.084656
"2005-05-31",103,103.290001,102.139999,102.139999,176400,68.474571
"2005-06-01",101.959999,104.150002,101.959999,103.720001,270300,69.533798
"2005-06-02",103.610001,104.120003,102.860001,104.059998,247200,69.761757
"2005-06-03",104.059998,104.300003,102.480003,103.190002,293700,69.178482
"2005-06-06",103.029999,103.43,102.510002,103.370003,154600,69.299164
"2005-06-07",103.25,103.919998,102.440002,102.57,235500,68.762833
"2005-06-08",102.739998,103.230003,102.330002,102.620003,141900,68.796371
"2005-06-09",102.400002,103.099998,101.720001,102.639999,169700,68.809792
"2005-06-10",102.550003,102.790001,101.860001,102.779999,178600,68.903625
"2005-06-13",102.599998,103.580002,102.160004,102.970001,140700,69.030983
"2005-06-14",103.449997,104.360001,103.25,104.230003,232200,69.875687
"2005-06-15",104.980003,105.730003,104.690002,105.07,389400,70.43882
"2005-06-16",105,105,104.169998,104.629997,347100,70.143845
"2005-06-17",105.199997,106.699997,104.800003,106.599998,452400,71.464539
"2005-06-20",105.650002,106.739998,105.5,106.510002,199100,71.404221
"2005-06-21",106.989998,106.989998,106,106.400002,140100,71.330475
"2005-06-22",107,107.279999,106.349998,106.440002,195800,71.357277
"2005-06-23",106.599998,106.599998,104.769997,104.949997,127800,70.358383
"2005-06-24",104.949997,105.129997,104.370003,104.5,212700,70.056717
"2005-06-27",104.599998,105,104.529999,104.849998,188500,70.291344
"2005-06-28",105.25,106.610001,105.050003,106.57,184900,71.444466
"2005-06-29",106.790001,107.129997,106.209999,106.379997,113000,71.31707
"2005-06-30",106.949997,107.089996,105.160004,105.160004,218000,70.499191
"2005-07-01",106.059998,106.260002,105.32,105.580002,140100,70.780754
"2005-07-05",105.300003,106.629997,104.849998,106.43,243500,71.350563
"2005-07-06",106.150002,106.419998,105.120003,105.129997,270900,70.479065
"2005-07-07",103.5,105.769997,103.5,105.739998,274500,70.888016
"2005-07-08",105.900002,106.639999,105.32,106.459999,249600,71.370674
"2005-07-11",107,107.050003,106.419998,106.839996,341900,71.625427
"2005-07-12",108,111.400002,107.800003,108.970001,1084600,73.053391
"2005-07-13",109,110.510002,108.949997,109.82,620800,73.623238
"2005-07-14",110.550003,110.919998,109,110.18,392000,73.864571
"2005-07-15",110.18,110.330002,109.43,110.120003,323100,73.824371
"2005-07-18",110.129997,110.18,109.419998,109.440002,237600,73.368469
"2005-07-19",109.980003,110.43,109.459999,110.059998,218800,73.784134
"2005-07-20",110.07,112.5,109.93,112.279999,330400,75.272415
"2005-07-21",111.730003,111.82,110.360001,110.43,232900,74.032181
"2005-07-22",110.489998,111,109.730003,110.459999,147000,74.052277
"2005-07-25",110.559998,110.900002,109.830002,109.900002,241100,73.676872
"2005-07-26",110.400002,110.790001,109.93,110.559998,255700,74.119331
"2005-07-27",110.489998,110.489998,109.580002,109.68,170600,73.529388
"2005-07-28",109.800003,110.260002,109.610001,110.07,203700,73.790794
"2005-07-29",109.75,109.949997,108.459999,108.510002,264000,72.745003
"2005-08-01",108.510002,109.239998,108.459999,108.879997,164000,72.993057
"2005-08-02",108.910004,110.169998,108.559998,110.120003,427500,73.824371
"2005-08-03",109.550003,110.080002,109.470001,109.910004,190000,73.683571
"2005-08-04",109.220001,109.220001,108.129997,108.25,230600,72.570724
"2005-08-05",108.400002,108.400002,107.07,107.339996,221100,71.960648
"2005-08-08",108.199997,108.199997,107,107.639999,289300,72.161758
"2005-08-09",108.25,108.889999,108.190002,108.510002,343300,72.745003
"2005-08-10",109.099998,109.400002,107.470001,107.580002,267600,72.121521
"2005-08-11",108,109.559998,107.949997,109.559998,255300,73.448921
"2005-08-12",109.160004,109.360001,108.190002,108.699997,142000,72.872398
"2005-08-15",108.550003,109.389999,107.839996,108.830002,219800,72.959526
"2005-08-16",108.870003,109.410004,107.260002,107.260002,298700,71.907013
"2005-08-17",107.260002,108.370003,106.82,107.900002,200100,72.336075
"2005-08-18",107.599998,108.18,107.099998,107.75,168600,72.235504
"2005-08-19",108.550003,108.639999,108.150002,108.389999,266700,72.664566
"2005-08-22",108.529999,109.449997,108.080002,108.459999,144400,72.711472
"2005-08-23",108.459999,108.470001,107.110001,107.290001,179700,71.927109
"2005-08-24",107.300003,108.220001,106.389999,106.389999,168100,71.323761
"2005-08-25",106.879997,107.440002,106.769997,107.18,290100,71.853378
"2005-08-26",107,107.010002,105.760002,105.760002,184700,70.901413
"2005-08-29",105,106.540001,104.919998,106.279999,242400,71.250015
"2005-08-30",105.449997,105.730003,104.449997,105.309998,250100,70.89994
"2005-08-31",105.209999,106.75,104.599998,106.620003,341100,71.781868
"2005-09-01",107,108.349998,106.400002,107.900002,251100,72.643646
"2005-09-02",107.900002,108.029999,107.050003,107.050003,112600,72.071404
"2005-09-06",107.699997,109.32,107.690002,108.480003,199700,73.034157
"2005-09-07",108.150002,108.93,107.949997,108.800003,190400,73.249573
"2005-09-08",108.25,108.540001,107.519997,107.720001,151800,72.522499
"2005-09-09",107.949997,108.889999,107.68,108.370003,143600,72.960091
"2005-09-12",107.879997,108.5,107.330002,107.709999,142800,72.515724
"2005-09-13",107.25,107.260002,105.349998,106.120003,313400,71.44529
"2005-09-14",106.339996,106.639999,105.639999,105.900002,240600,71.29715
"2005-09-15",105.75,105.760002,104.68,105.199997,348100,70.825867
"2005-09-16",105.349998,107.370003,105.349998,106.849998,1833500,71.936745
"2005-09-19",106.199997,106.260002,105.419998,106.150002,345700,71.465446
"2005-09-20",106.190002,108.5,106.040001,106.160004,388800,71.472206
"2005-09-21",105.910004,105.910004,105.010002,105.129997,382400,70.778725
"2005-09-22",104.559998,105.529999,103.5,105.349998,402300,70.926834
"2005-09-23",105.410004,106.260002,104.900002,105.650002,199900,71.128807
"2005-09-26",105.910004,106.290001,105.07,105.32,231500,70.906654
"2005-09-27",105.739998,105.910004,104.940002,105.25,226700,70.859535
"2005-09-28",105.75,105.980003,104.349998,104.919998,245500,70.637367
"2005-09-29",104.5,107.309998,104.349998,107,612100,72.037727
"2005-09-30",107.449997,107.449997,105.470001,105.709999,295600,71.16925
"2005-10-03",106.419998,106.5,105.239998,106.059998,391700,71.404846
"2005-10-04",106.300003,106.599998,104.160004,104.160004,398100,70.125694
"2005-10-05",103.900002,104.239998,102.769997,102.790001,257400,69.203316
"2005-10-06",103.099998,103.879997,101.970001,102.75,299100,69.176422
"2005-10-07",102.760002,103.199997,102.099998,102.489998,259800,69.001335
"2005-10-10",102.410004,103.099998,101.599998,102.139999,281700,68.765724
"2005-10-11",101.849998,102.650002,101.309998,101.889999,443500,68.597412
"2005-10-12",102.849998,104.790001,101.459999,102.339996,579300,68.90036
"2005-10-13",101.93,103.330002,101.550003,103.199997,406100,69.479355
"2005-10-14",103.5,104.550003,103.239998,103.93,407600,69.970848
"2005-10-17",104,104.150002,101.870003,102.75,351100,69.176422
"2005-10-18",103.050003,103.139999,102.07,102.18,259400,68.792664
"2005-10-19",101.800003,103.879997,101.419998,103.879997,358800,69.937172
"2005-10-20",103.75,104.370003,102.330002,102.769997,294100,69.189865
"2005-10-21",103.550003,103.82,102.309998,103.519997,287000,69.694801
"2005-10-24",103.739998,105.32,103.739998,104.989998,205500,70.684479
"2005-10-25",104.989998,105.459999,103.739998,104.449997,382200,70.320923
"2005-10-26",104.199997,105.400002,103.709999,104.800003,241700,70.556595
"2005-10-27",104.800003,105.32,103.739998,104.129997,216700,70.105492
"2005-10-28",104.5,106.650002,104.360001,106.650002,267800,71.802101
"2005-10-31",107.099998,108.050003,106.800003,107.580002,317100,72.4282
"2005-11-01",107.599998,107.599998,106.110001,106.110001,262500,71.438538
"2005-11-02",105.639999,107.110001,105.639999,107.019997,229500,72.051163
"2005-11-03",107.010002,107.400002,106.019997,106.5,196700,71.701073
"2005-11-04",107,107.199997,106.059998,106.940002,144100,71.997353
"2005-11-07",107.300003,107.400002,106.559998,107.279999,170000,72.22625
"2005-11-08",107.07,107.07,106.169998,106.57,189400,71.74823
"2005-11-09",106.57,108.260002,106.510002,108.099998,267000,72.778282
"2005-11-10",108.519997,110.550003,108.110001,110.400002,317100,74.32679
"2005-11-11",110.849998,110.980003,109.769997,110.800003,160200,74.596069
"2005-11-14",110.540001,110.540001,109.449997,109.959999,172300,74.030533
"2005-11-15",109.970001,110.470001,108.699997,109.290001,242000,73.579453
"2005-11-16",109.419998,109.699997,108.120003,108.739998,134800,73.20916
"2005-11-17",108.580002,109.43,107.980003,109.239998,295400,73.545784
"2005-11-18",111,111,108.919998,109.830002,325200,73.943016
"2005-11-21",109.760002,110.209999,109.449997,109.769997,204400,73.902611
"2005-11-22",110.75,110.830002,109.529999,110.779999,317200,74.582611
"2005-11-23",110.410004,110.940002,110.169998,110.330002,264700,74.279655
"2005-11-25",110.330002,110.839996,109.949997,110.839996,115500,74.623016
"2005-11-28",111.400002,111.860001,110.910004,111.290001,226700,74.925972
"2005-11-29",111.300003,111.860001,110.459999,110.580002,160100,74.750198
"2005-11-30",110.480003,110.779999,108.220001,108.220001,286500,73.154877
"2005-12-01",109,109.93,108.889999,109.629997,250900,74.108017
"2005-12-02",109.489998,110.230003,109.32,109.879997,213600,74.277016
"2005-12-05",109.199997,110.239998,108.610001,110,283000,74.358124
"2005-12-06",110.599998,110.900002,109.18,109.330002,226800,73.905243
"2005-12-07",109.019997,109.269997,107.550003,108.269997,202600,73.188652
"2005-12-08",108.620003,109.050003,107.599998,108.080002,215000,73.060249
"2005-12-09",108.230003,110.169998,108.029999,109.620003,201100,74.101234
"2005-12-12",110,110,108.610001,109.150002,158900,73.783546
"2005-12-13",109.150002,110.769997,108.769997,110.489998,342100,74.689369
"2005-12-14",110.699997,111.059998,110.080002,110.669998,282000,74.811028
"2005-12-15",110.68,110.730003,109.550003,110.129997,172600,74.446014
"2005-12-16",110.900002,111.629997,110.400002,110.93,378200,74.986794
"2005-12-19",110.790001,110.790001,109.529999,109.620003,197500,74.101234
"2005-12-20",109.620003,110.510002,109.620003,109.949997,168600,74.324341
"2005-12-21",110.300003,110.919998,109.739998,110.110001,165000,74.432503
"2005-12-22",110.230003,110.389999,109.410004,110.389999,103500,74.621773
"2005-12-23",110.599998,110.809998,110.059998,110.349998,76600,74.594757
"2005-12-27",110.599998,111.339996,109.449997,109.449997,152200,73.986366
"2005-12-28",109.800003,110,109.400002,109.660004,139000,74.128296
"2005-12-29",109.510002,109.970001,109.510002,109.75,207200,74.189148
"2005-12-30",109.760002,109.760002,108.610001,109.050003,172100,73.715958
"2006-01-03",109.050003,111.059998,108.07,110.989998,339000,75.027367
"2006-01-04",110.989998,111.860001,110.790001,111.269997,305300,75.216644
"2006-01-05",111,111.669998,110.919998,111.650002,181500,75.473503
"2006-01-06",112.120003,112.339996,111.010002,112.029999,169600,75.730362
"2006-01-09",111.699997,113.889999,111.510002,113.519997,392600,76.737587
"2006-01-10",112.75,113.959999,112.370003,113.959999,300200,77.035049
"2006-01-11",114.989998,115,111.519997,111.769997,505200,75.554642
"2006-01-12",111.169998,111.199997,109.489998,109.769997,464000,74.202675
"2006-01-13",110.629997,113.760002,109.349998,110.120003,396700,74.439278
"2006-01-17",109.5,109.57,108.199997,108.93,311700,73.634819
"2006-01-18",109,109.690002,108.160004,109.099998,359600,73.749725
"2006-01-19",109.300003,109.300003,108.25,108.800003,248200,73.546951
"2006-01-20",109.269997,109.269997,106.400002,106.5,337700,71.992195
"2006-01-23",106.360001,107.660004,106.32,107.029999,268500,72.350449
"2006-01-24",107.580002,108.489998,107.370003,107.879997,196600,72.925041
"2006-01-25",108.209999,108.379997,107.139999,108.220001,387600,73.154877
"2006-01-26",110.169998,110.169998,108.980003,109.540001,223600,74.047203
"2006-01-27",109.18,109.699997,108.559998,109.25,167100,73.851135
"2006-01-30",109.059998,109.059998,108.129997,108.260002,186200,73.181938
"2006-01-31",107.849998,108.57,107.519997,108.300003,220700,73.208961
"2006-02-01",107.800003,108.330002,107.449997,108.230003,224200,73.161636
"2006-02-02",107.980003,108.529999,107.5,107.769997,250300,72.850677
"2006-02-03",107.040001,107.330002,106.489998,106.82,401700,72.208534
"2006-02-06",106.449997,106.989998,106.190002,106.449997,334500,71.958389
"2006-02-07",106.459999,107.139999,105.739998,106.519997,239100,72.005722
"2006-02-08",106.269997,107.160004,105.720001,107.059998,290900,72.370735
"2006-02-09",106.75,108.099998,106.239998,107.389999,194400,72.593826
"2006-02-10",107.199997,108.349998,106.589996,108.199997,198900,73.141388
"2006-02-13",107.900002,108.169998,107.199997,107.690002,185400,72.796593
"2006-02-14",108,109.669998,107.75,109.419998,293800,73.966072
"2006-02-15",109.900002,110.279999,108.580002,110.18,391800,74.479813
"2006-02-16",109.849998,111.25,109.410004,111.25,362600,75.20314
"2006-02-17",111.599998,112.040001,110.589996,111.82,359800,75.58844
"2006-02-21",111.550003,112.080002,110.839996,111.260002,161300,75.209877
"2006-02-22",111.550003,113.459999,111.349998,113.32,225900,76.602402
"2006-02-23",112.699997,113.779999,112.099998,113.18,191100,76.507736
"2006-02-24",112.709999,113.519997,112.300003,113.309998,196300,76.901421
"2006-02-27",113.150002,114.050003,113.150002,113.5,200100,77.03035
"2006-02-28",112.800003,113.220001,111.839996,112.400002,317200,76.283768
"2006-03-01",112.93,113.080002,112.400002,113.07,164100,76.73851
"2006-03-02",112.699997,112.730003,111.690002,112.389999,175900,76.277016
"2006-03-03",112.389999,113.269997,111.699997,112.519997,207500,76.365234
"2006-03-06",112.389999,112.400002,111.120003,111.449997,161700,75.639038
"2006-03-07",110.989998,112.669998,110.75,112.449997,223900,76.317719
"2006-03-08",112.300003,112.739998,111.5,112.330002,174400,76.23629
"2006-03-09",112.32,112.809998,111.25,111.410004,180700,75.6119
"2006-03-10",111.400002,112.589996,111.25,112.309998,183500,76.222687
"2006-03-13",112.5,113.480003,112.5,113.080002,225500,76.745316
"2006-03-14",113.089996,114.610001,112.940002,114.239998,279900,77.532593
"2006-03-15",114.5,115.730003,114.129997,115.660004,345200,78.496292
"2006-03-16",115.660004,116.260002,115.309998,116.050003,227700,78.760979
"2006-03-17",116.650002,117.269997,116.150002,117.190002,392100,79.534683
"2006-03-20",117,117.389999,116.650002,117.290001,203400,79.602554
"2006-03-21",117.290001,117.290001,115.360001,115.480003,359400,78.374146
"2006-03-22",115.480003,116.029999,115.099998,115.900002,236700,78.659195
"2006-03-23",115.650002,116.010002,115.059998,115.790001,185500,78.584549
"2006-03-24",115.800003,116.25,115.239998,115.940002,131500,78.686356
"2006-03-27",115.949997,115.959999,115.209999,115.760002,107500,78.564156
"2006-03-28",115.760002,115.910004,114.360001,114.550003,173500,77.742973
"2006-03-29",115.050003,115.059998,113.650002,114.410004,317600,77.647942
"2006-03-30",114.199997,114.599998,113.269997,113.739998,249200,77.193222
"2006-03-31",114.239998,114.900002,113.610001,114.139999,264900,77.464676
"2006-04-03",114.150002,115.610001,114.150002,114.480003,211000,77.69545
"2006-04-04",114.300003,115.120003,113.919998,114.5,520700,77.709045
"2006-04-05",114.75,114.889999,113.849998,114.480003,452600,77.69545
"2006-04-06",114.480003,114.620003,113.760002,114.190002,217600,77.498627
"2006-04-07",114.400002,114.900002,113.349998,113.699997,218500,77.166115
"2006-04-10",113.949997,114.970001,113.879997,114.199997,151000,77.505432
"2006-04-11",114.5,114.529999,113.150002,113.339996,202200,76.92173
"2006-04-12",113.349998,113.849998,112.900002,113.370003,145900,76.942108
"2006-04-13",113.199997,114.279999,113.110001,114.07,282400,77.417191
"2006-04-17",113.849998,115.32,113.849998,114.620003,236000,77.790474
"2006-04-18",115.220001,115.57,113.730003,115.440002,371000,78.347
"2006-04-19",115,115.099998,114.230003,114.5,271700,77.709045
"2006-04-20",114.5,115.43,113.989998,115.07,255300,78.095879
"2006-04-21",115.800003,115.800003,114.169998,114.300003,282500,77.573311
"2006-04-24",114.5,114.739998,113.529999,114.480003,167200,77.69545
"2006-04-25",114.68,114.739998,113.5,113.959999,205000,77.342545
"2006-04-26",114.300003,114.75,113.879997,114.43,201500,77.661522
"2006-04-27",114.25,117.449997,113.769997,117,393400,79.405731
"2006-04-28",117.449997,119.93,117.199997,119.400002,471900,81.034576
"2006-05-01",119.400002,119.419998,116.599998,116.709999,337200,79.208885
"2006-05-02",116.949997,117.129997,116.330002,116.720001,143600,79.215729
"2006-05-03",116.720001,116.940002,115.75,116.5,154200,79.066376
"2006-05-04",116.93,117.949997,116.82,116.870003,222400,79.31752
"2006-05-05",117.599998,119.059998,117.550003,118.919998,203700,80.708786
"2006-05-08",119.220001,119.639999,118.07,118.18,166400,80.206573
"2006-05-09",117.699997,119.050003,117.699997,118.769997,153900,80.606987
"2006-05-10",118.370003,119.199997,118.089996,118.900002,121800,80.695229
"2006-05-11",118.900002,118.900002,116.519997,117.019997,185200,79.419312
"2006-05-12",117.400002,117.699997,116.449997,116.550003,234400,79.100342
"2006-05-15",116.650002,118.07,116.43,118,161300,80.084396
"2006-05-16",117.650002,117.959999,116.650002,116.709999,167800,79.208885
"2006-05-17",116,116.25,114.279999,114.57,386400,77.756538
"2006-05-18",115,115.110001,113.879997,113.879997,244900,77.288261
"2006-05-19",114.75,116.199997,114.599998,115.330002,411100,78.272339
"2006-05-22",115.330002,116.5,115,115.790001,298800,78.584549
"2006-05-23",115.800003,116.18,114.620003,114.629997,184300,77.797256
"2006-05-24",114.5,115.919998,114,115.18,257300,78.170509
"2006-05-25",115.480003,116.400002,115.25,116.279999,246400,78.917084
"2006-05-26",116.400002,116.699997,115.75,116.419998,120800,79.0121
"2006-05-30",115.349998,115.360001,114.400002,114.400002,216700,78.043365
"2006-05-31",114.800003,115.709999,113.949997,115.099998,313200,78.520905
"2006-06-01",115.099998,116.949997,115.099998,116.919998,145100,79.76252
"2006-06-02",116.82,117.790001,116.029999,116.889999,217800,79.742065
"2006-06-05",116.550003,116.550003,114.550003,114.730003,192800,78.268509
"2006-06-06",115.199997,115.379997,113.959999,115.150002,280800,78.555038
"2006-06-07",115.300003,117.480003,115.099998,116.550003,244700,79.510117
"2006-06-08",116.550003,118.599998,116.050003,118.279999,387200,80.690315
"2006-06-09",118.279999,119.209999,117.849998,118.309998,250000,80.710754
"2006-06-12",118.309998,119.010002,117.790001,117.970001,276800,80.478813
"2006-06-13",117.970001,118.18,115.300003,115.769997,472000,78.977989
"2006-06-14",115.779999,116,113.25,114.370003,461000,78.022911
"2006-06-15",114.370003,116.900002,114.300003,116.879997,342300,79.735214
"2006-06-16",116.790001,117.300003,115.699997,116.18,280800,79.257683
"2006-06-19",116.25,116.860001,115.080002,115.18,167900,78.57547
"2006-06-20",115.190002,115.949997,114.989998,115.290001,280800,78.65052
"2006-06-21",115.139999,116.300003,115.129997,115.779999,210900,78.98481
"2006-06-22",115.769997,115.989998,115.139999,115.989998,239000,79.128067
"2006-06-23",115.309998,115.32,113.769997,113.839996,390500,77.661362
"2006-06-26",114,115.610001,113.989998,115.370003,322100,78.705109
"2006-06-27",115.629997,115.639999,114.760002,114.760002,228700,78.288971
"2006-06-28",115.019997,115.949997,115.019997,115.93,336600,79.087128
"2006-06-29",116.029999,117.769997,115.970001,117.629997,329300,80.24688
"2006-06-30",117.629997,118.309998,117.32,117.919998,309100,80.44474
"2006-07-03",118.5,118.550003,117.699997,118.470001,76700,80.819923
"2006-07-05",117.599998,117.660004,116.489998,116.489998,332100,79.46917
"2006-07-06",116.349998,116.82,116,116.589996,308700,79.537361
"2006-07-07",116.589996,118.330002,116.260002,117.010002,322600,79.823921
"2006-07-10",117.129997,118,117.050003,117.57,196000,80.205963
"2006-07-11",117.400002,118.389999,116.519997,118.349998,354400,80.738068
"2006-07-12",118.790001,120.25,117.480003,117.830002,904400,80.383308
"2006-07-13",117,118.650002,116.790001,117.550003,588700,80.192307
"2006-07-14",117.550003,118.059998,116.260002,116.389999,559500,79.400948
"2006-07-17",116.699997,117.099998,116.290001,116.669998,472000,79.591949
"2006-07-18",116.900002,117.5,116.230003,116.82,347600,79.694313
"2006-07-19",117.800003,119.480003,117.040001,119.010002,838000,81.188301
"2006-07-20",118.800003,119.519997,118.5,118.860001,313700,81.085983
"2006-07-21",120,120,118.550003,118.959999,389300,81.154198
"2006-07-24",119,121.129997,119,121.040001,423900,82.573181
"2006-07-25",120.5,121.82,120.239998,121.519997,420300,82.900597
"2006-07-26",120.739998,121.650002,120.540001,121.160004,259400,82.655045
"2006-07-27",121.019997,121.660004,120,120.279999,207100,82.054695
"2006-07-28",121,123.260002,120.93,122.769997,450500,83.753387
"2006-07-31",122.269997,122.370003,121.050003,121.919998,178900,83.1735
"2006-08-01",121.699997,121.919998,120.809998,121.18,201800,82.668671
"2006-08-02",120.900002,121.889999,120.830002,121.110001,167600,82.620926
"2006-08-03",121.339996,123.660004,121.029999,123.300003,319400,84.11496
"2006-08-04",123.919998,124.940002,123.459999,123.959999,353400,84.56517
"2006-08-07",124.43,124.43,123.260002,123.699997,230300,84.38781
"2006-08-08",123.739998,124.080002,122.150002,122.330002,254500,83.453217
"2006-08-09",123.080002,123.389999,121.010002,121.080002,233100,82.600464
"2006-08-10",121.080002,121.800003,120.379997,121.660004,236000,82.99614
"2006-08-11",121.660004,121.739998,121.059998,121.57,234100,82.934731
"2006-08-14",122.470001,122.470001,120.940002,121.07,162900,82.59362
"2006-08-15",121.940002,123.489998,121.900002,123.110001,348200,83.985329
"2006-08-16",124,124.209999,122.800003,124.209999,296200,84.735748
"2006-08-17",124.199997,124.199997,122.879997,123.290001,252400,84.108109
"2006-08-18",124.199997,124.290001,123.440002,124.139999,184200,84.687973
"2006-08-21",123.940002,124.269997,123.639999,123.940002,106600,84.551537
"2006-08-22",123.959999,124,123.209999,123.370003,142200,84.162689
"2006-08-23",123.459999,123.57,122.650002,123.169998,119500,84.026253
"2006-08-24",123.5,123.730003,122.900002,123.389999,124100,84.176331
"2006-08-25",123.080002,123.25,122.209999,122.449997,174000,83.535057
"2006-08-28",122.459999,123.43,122.230003,123.190002,193400,84.039894
"2006-08-29",123.209999,123.209999,122.419998,122.690002,253400,83.698799
"2006-08-30",121.860001,122.580002,121.690002,122.309998,141400,83.849617
"2006-08-31",122.129997,122.589996,121.5,122.459999,217500,83.952461
"2006-09-01",122.900002,122.959999,122.419998,122.510002,134000,83.986732
"2006-09-05",122.220001,123,122.199997,122.699997,151500,84.116966
"2006-09-06",121.379997,121.389999,119.669998,120.68,775500,82.732178
"2006-09-07",119.870003,120.349998,118.519997,118.68,487300,81.361092
"2006-09-08",118,118.720001,116.900002,118.720001,660100,81.388496
"2006-09-11",118.709999,118.709999,117.610001,118.129997,356100,80.984032
"2006-09-12",118.529999,119.550003,117.669998,119.309998,308500,81.792969
"2006-09-13",118.809998,119.449997,118.589996,119.449997,339900,81.888931
"2006-09-14",119.440002,119.940002,118.790001,119.739998,361600,82.087769
"2006-09-15",120.580002,120.959999,120.099998,120.830002,347100,82.834999
"2006-09-18",120.43,120.690002,119.559998,120,286000,82.266006
"2006-09-19",120,120.400002,119.449997,120.400002,268500,82.540199
"2006-09-20",120.379997,121.559998,120.379997,121.129997,215400,83.04068
"2006-09-21",121.139999,121.169998,119.220001,119.839996,287800,82.156319
"2006-09-22",120.099998,120.099998,119.110001,119.779999,266300,82.115181
"2006-09-25",120.290001,121.43,119.449997,121.059998,282900,82.992676
"2006-09-26",121.449997,121.449997,119.919998,121,289900,82.951553
"2006-09-27",121,121.339996,120.220001,121.110001,286800,83.026955
"2006-09-28",120.699997,120.980003,120.089996,120.800003,244100,82.81443
"2006-09-29",121.449997,121.5,119.82,119.959999,294100,82.238571
"2006-10-02",120.050003,120.050003,118.32,118.75,375900,81.409065
"2006-10-03",118.779999,119.989998,118.739998,119.459999,233800,81.895798
"2006-10-04",119.459999,120.169998,118.669998,120.059998,280400,82.307129
"2006-10-05",120.059998,120.139999,119.25,119.669998,377600,82.039772
"2006-10-06",119.230003,119.449997,118.540001,119,366100,81.580429
"2006-10-09",119.25,120.5,118.559998,120.370003,402600,82.519646
"2006-10-10",120.080002,120.849998,119.5,119.839996,365900,82.156319
"2006-10-11",122,124.980003,120.300003,123.959999,1342000,84.980797
"2006-10-12",123.739998,124.150002,122.449997,122.940002,672800,84.281532
"2006-10-13",122.949997,123.790001,122.93,123.199997,338000,84.459755
"2006-10-16",123.209999,123.5,121.980003,122.440002,317900,83.938736
"2006-10-17",122.440002,123,121.900002,122.650002,336900,84.08271
"2006-10-18",122.900002,123.059998,121.940002,122.370003,296600,83.890747
"2006-10-19",122.370003,122.370003,121.300003,122,227200,83.637085
"2006-10-20",122.75,122.75,121.639999,121.760002,303700,83.472565
"2006-10-23",121.760002,122.18,121.139999,121.889999,198100,83.561691
"2006-10-24",121.889999,121.889999,120.959999,121.739998,286800,83.458847
"2006-10-25",121.989998,122,120.5,121,259300,82.951553
"2006-10-26",120.959999,121.709999,120.5,121.699997,191700,83.431435
