"","BAX.Open","BAX.High","BAX.Low","BAX.Close","BAX.Volume","BAX.Adjusted"
"2004-04-30",17.159153,17.414448,17.153721,17.191744,5319500,10.499629
"2004-05-03",17.327539,17.430744,17.229767,17.381857,6879800,10.61574
"2004-05-04",17.485062,17.631721,17.441608,17.501358,3780100,10.688723
"2004-05-05",17.544813,17.919609,17.430744,17.848995,4500600,10.901035
"2004-05-06",17.65888,17.80554,17.626289,17.734926,3141100,10.831372
"2004-05-07",17.604563,17.762085,17.495926,17.495926,3100200,10.685406
"2004-05-10",17.436176,17.523085,17.072243,17.246061,4955600,10.532804
"2004-05-11",17.218903,17.474199,17.072243,17.186312,5434000,10.49631
"2004-05-12",17.072243,17.240629,16.920153,17.218903,4749900,10.516217
"2004-05-13",17.055948,17.338404,16.979902,17.311243,3465400,10.572615
"2004-05-14",17.273222,17.740358,17.197176,17.463335,3499100,10.665503
"2004-05-17",17.300381,17.381857,17.083107,17.246061,3465300,10.532804
"2004-05-18",17.18088,17.365562,17.137424,17.256926,2856600,10.539437
"2004-05-19",17.284084,17.365562,17.007061,17.039652,3682000,10.406738
"2004-05-20",17.039652,17.284084,17.017925,17.153721,2857700,10.476408
"2004-05-21",17.164585,17.365562,17.093971,17.164585,2607200,10.483042
"2004-05-24",17.170017,17.224335,16.914721,17.055948,5409200,10.416696
"2004-05-25",16.920153,17.02879,16.615969,16.833242,9241800,10.280677
"2004-05-26",16.746334,16.898424,16.512764,16.681152,6890100,10.187795
"2004-05-27",16.784357,17.126562,16.708311,17.126562,5601700,10.459817
"2004-05-28",17.045084,17.21347,16.969038,17.077675,2975600,10.429963
"2004-06-01",17.104834,17.273222,17.001629,17.229767,3096700,10.522853
"2004-06-02",17.354698,17.468767,17.289516,17.338404,2903900,10.589203
"2004-06-03",17.327539,17.387289,17.251493,17.26779,1809800,10.546071
"2004-06-04",17.381857,17.50679,17.278652,17.425312,2686700,10.642282
"2004-06-07",17.463335,17.729494,17.387289,17.729494,3326300,10.828054
"2004-06-08",17.642586,17.870722,17.626289,17.772949,5029900,10.854593
"2004-06-09",17.582836,17.740358,17.533949,17.707767,4142000,10.814789
"2004-06-10",17.707767,17.816404,17.65345,17.816404,3478300,10.88113
"2004-06-14",17.800108,17.859859,17.751223,17.783813,3617900,10.86123
"2004-06-15",17.843563,17.870722,17.593699,17.696903,4138900,10.808147
"2004-06-16",17.675177,17.843563,17.675177,17.838131,3971000,10.894403
"2004-06-17",17.838131,17.881586,17.778381,17.827269,3413000,10.887765
"2004-06-18",17.827269,17.89245,17.762085,17.827269,3550300,10.887765
"2004-06-21",17.80554,17.870722,17.7132,17.762085,3630400,10.847961
"2004-06-22",17.696903,17.925041,17.696903,17.903313,4067800,10.934213
"2004-06-23",18.413906,18.788702,18.196632,18.739815,11035600,11.445095
"2004-06-24",18.658339,18.734383,18.462791,18.48995,5310100,11.292492
"2004-06-25",18.57686,18.78327,18.495382,18.647474,4226100,11.388699
"2004-06-28",18.631178,18.924498,18.538837,18.609451,5066200,11.365476
"2004-06-29",18.468224,18.78327,18.375883,18.712656,3914300,11.428503
"2004-06-30",18.631178,18.78327,18.441065,18.745247,3271400,11.448412
"2004-07-01",18.658339,18.734383,18.343292,18.441065,4124900,11.262637
"2004-07-02",18.39761,18.403042,18.071701,18.278111,3169400,11.163113
"2004-07-06",18.033678,18.229223,17.990223,18.049973,3417200,11.023783
"2004-07-07",18.001087,18.261814,18.001087,18.136883,2164800,11.076859
"2004-07-08",18.136883,18.343292,18.115154,18.207497,3309500,11.119988
"2004-07-09",18.1912,18.392178,18.158609,18.294405,2740300,11.173065
"2004-07-12",18.294405,18.39761,18.136883,18.261814,1857200,11.153161
"2004-07-13",17.979359,18.33786,17.979359,18.223791,2716500,11.12994
"2004-07-14",18.131451,18.392178,18.104292,18.207497,2125400,11.119988
"2004-07-15",18.180336,18.24552,17.941336,18.09886,1968500,11.053639
"2004-07-16",18.229223,18.240088,17.675177,17.675177,2828100,10.794881
"2004-07-19",17.74579,17.843563,17.65888,17.691471,1747800,10.804833
"2004-07-20",17.626289,17.756655,17.468767,17.718632,4014100,10.82142
"2004-07-21",17.762085,17.946768,17.452471,17.528517,3717800,10.70531
"2004-07-22",15.964149,17.485062,15.317762,16.724606,19745200,10.214328
"2004-07-23",16.594242,16.833242,16.023901,16.366106,6772300,9.995383
"2004-07-26",16.295492,16.431288,15.985877,16.045628,5309900,9.799655
"2004-07-27",15.915263,16.387833,15.888104,16.355242,5925200,9.988749
"2004-07-28",16.241173,16.387833,15.953286,16.295492,5374400,9.952257
"2004-07-29",16.295492,16.322651,16.023901,16.137968,4209000,9.856048
"2004-07-30",16.023901,16.376968,15.985877,16.333515,3589700,9.975476
"2004-08-02",16.295492,16.491037,16.257469,16.469311,3720100,10.058412
"2004-08-03",16.409559,16.567083,16.355242,16.485605,3047500,10.06837
"2004-08-04",16.34981,16.730038,16.300924,16.730038,4215500,10.217649
"2004-08-05",16.67572,16.67572,16.425856,16.463879,4221400,10.055093
"2004-08-06",16.317219,16.431288,16.19772,16.257469,3892600,9.929035
"2004-08-09",16.300924,16.469311,16.20315,16.268332,2948900,9.935667
"2004-08-10",16.393265,16.730038,16.34981,16.67572,4121000,10.184478
"2004-08-11",16.702879,16.931015,16.534492,16.914721,4066200,10.330441
"2004-08-12",16.838675,16.963606,16.757196,16.898424,3015300,10.32049
"2004-08-13",16.892992,16.925585,16.757196,16.871265,2708600,10.303901
"2004-08-16",16.789787,17.208038,16.784357,17.170017,3470800,10.486362
"2004-08-17",17.110266,17.235199,16.985334,17.104834,3603700,10.446548
"2004-08-18",17.088539,17.300381,17.001629,17.300381,1769000,10.56598
"2004-08-19",17.289516,17.327539,17.072243,17.240629,1642500,10.529486
"2004-08-20",17.208038,17.381857,17.202608,17.354698,1500500,10.599155
"2004-08-23",17.327539,17.370995,17.115698,17.159153,2056000,10.479724
"2004-08-24",17.26779,17.365562,17.066811,17.218903,2142000,10.516217
"2004-08-25",17.191744,17.251493,17.050516,17.240629,2048200,10.529486
"2004-08-26",16.838675,17.03422,16.626833,16.746334,6689400,10.2276
"2004-08-27",16.67572,16.730038,16.480173,16.626833,5473800,10.154615
"2004-08-30",16.523628,16.615969,16.300924,16.355242,3773300,9.988749
"2004-08-31",16.355242,16.615969,16.355242,16.58881,3865900,10.131395
"2004-09-01",16.594242,16.784357,16.52906,16.740902,2595800,10.224284
"2004-09-02",16.730038,17.03422,16.681152,16.952744,3155800,10.353662
"2004-09-03",16.838675,17.083107,16.757196,17.050516,3628900,10.413377
"2004-09-07",17.02879,17.099403,16.82781,16.947311,4953900,10.350345
"2004-09-08",16.865833,17.088539,16.860401,16.892992,4757100,10.31717
"2004-09-09",16.838675,17.083107,16.816948,17.03422,2732200,10.403425
"2004-09-10",16.97447,17.186312,16.97447,17.153721,2442200,10.476408
"2004-09-13",17.110266,17.316675,17.110266,17.311243,3798100,10.572615
"2004-09-14",17.137424,17.490494,17.137424,17.474199,5847000,10.672132
"2004-09-15",17.41988,17.533949,17.316675,17.479631,3814100,10.675452
"2004-09-16",17.441608,17.447041,17.36013,17.409018,2232200,10.632326
"2004-09-17",17.436176,17.517653,17.376427,17.501358,3742900,10.688723
"2004-09-20",17.409018,17.490494,17.300381,17.414448,1979000,10.635645
"2004-09-21",17.414448,17.528517,17.387289,17.474199,2473100,10.672132
"2004-09-22",17.392721,17.447041,17.316675,17.436176,3035800,10.648915
"2004-09-23",17.392721,17.490494,17.251493,17.381857,2177700,10.61574
"2004-09-24",17.305813,17.452471,17.218903,17.436176,2980200,10.648915
"2004-09-27",17.36013,17.376427,17.191744,17.229767,2394900,10.522853
"2004-09-28",17.137424,17.436176,17.137424,17.316675,3137000,10.575932
"2004-09-29",17.262358,17.436176,17.142857,17.409018,2528000,10.632326
"2004-09-30",17.409018,17.561108,17.235199,17.468767,4134100,10.668816
"2004-10-01",17.544813,17.778381,17.479631,17.599131,2817800,10.748432
"2004-10-04",17.65345,17.686041,17.490494,17.604563,3257000,10.751757
"2004-10-05",17.550245,17.669744,17.441608,17.479631,1858800,10.675452
"2004-10-06",17.517653,17.561108,17.343834,17.517653,1690400,10.698675
"2004-10-07",17.517653,17.604563,17.148289,17.159153,2005400,10.479724
"2004-10-08",17.072243,17.26779,16.811516,16.914721,2577200,10.330441
"2004-10-11",16.958176,17.055948,16.903856,16.941879,1420600,10.347028
"2004-10-12",16.82781,16.854971,16.713743,16.811516,3730900,10.26741
"2004-10-13",16.811516,17.072243,16.757196,16.969038,4443900,10.363614
"2004-10-14",16.892992,17.137424,16.892992,17.045084,3257000,10.41006
"2004-10-15",17.06138,17.066811,16.854971,16.952744,4114000,10.353662
"2004-10-18",16.871265,17.03422,16.844107,17.017925,2454200,10.393474
"2004-10-19",17.001629,17.153721,16.920153,16.941879,4188600,10.347028
"2004-10-20",16.947311,16.947311,16.420424,16.844107,3934400,10.287317
"2004-10-21",16.849539,16.920153,16.322651,16.648561,6026500,10.167888
"2004-10-22",16.539925,16.550787,16.083651,16.300924,6661800,9.955573
"2004-10-25",16.295492,16.295492,15.942423,16.121674,5226500,9.846099
"2004-10-26",16.083651,16.333515,16.007605,16.328083,3366000,9.972161
"2004-10-27",16.235741,16.724606,16.186855,16.605106,4150500,10.141349
"2004-10-28",16.605106,16.670288,16.431288,16.545355,3105200,10.104856
"2004-10-29",16.610538,16.73547,16.52906,16.708311,2890100,10.204378
"2004-11-01",16.621401,16.789787,16.556219,16.773493,2724400,10.244189
"2004-11-02",16.719173,16.996199,16.577948,16.659424,2754600,10.174523
"2004-11-03",16.833242,17.001629,16.686583,16.800652,2851700,10.260782
"2004-11-04",16.82238,17.099403,16.702879,17.083107,3378400,10.43328
"2004-11-05",17.077675,17.153721,16.925585,17.153721,2653400,10.476408
"2004-11-08",17.083107,17.235199,17.001629,17.077675,2211900,10.429963
"2004-11-09",17.137424,17.392721,17.110266,17.327539,3336400,10.582567
"2004-11-10",17.300381,17.36013,17.224335,17.246061,3239200,10.532804
"2004-11-11",17.327539,17.387289,17.224335,17.278652,2474100,10.552707
"2004-11-12",17.332972,17.392721,17.115698,17.381857,2296400,10.61574
"2004-11-15",17.262358,17.370995,17.072243,17.370995,3588600,10.609102
"2004-11-16",17.316675,17.338404,17.175447,17.26779,3414300,10.546071
"2004-11-17",17.300381,17.381857,17.284084,17.289516,3755400,10.559346
"2004-11-18",17.289516,17.41988,17.278652,17.354698,3691900,10.599155
"2004-11-19",17.370995,17.381857,17.191744,17.246061,2712700,10.532804
"2004-11-22",17.202608,17.56654,17.110266,17.425312,3692400,10.642282
"2004-11-23",17.485062,17.544813,17.370995,17.436176,2969900,10.648915
"2004-11-24",17.457903,17.561108,17.376427,17.495926,2336000,10.685406
"2004-11-26",17.474199,17.604563,17.474199,17.544813,1025000,10.715265
"2004-11-29",17.599131,17.65345,17.332972,17.354698,4762600,10.599155
"2004-11-30",17.284084,17.311243,17.083107,17.191744,5465700,10.499629
"2004-12-01",17.218903,17.56654,17.191744,17.474199,5323400,10.672132
"2004-12-02",17.381857,17.65345,17.327539,17.577404,4196000,10.735172
"2004-12-03",17.599131,17.626289,17.332972,17.392721,5299500,10.622374
"2004-12-06",17.414448,17.425312,17.273222,17.349266,3978700,10.595837
"2004-12-07",17.436176,17.778381,17.430744,17.490494,6911800,10.682089
"2004-12-08",17.327539,17.539381,17.142857,17.447041,6472200,11.022321
"2004-12-09",17.137424,17.457903,17.126562,17.403585,3745600,10.994864
"2004-12-10",17.273222,17.463335,17.202608,17.376427,3105300,10.977708
"2004-12-13",17.327539,17.436176,17.218903,17.403585,3244900,10.994864
"2004-12-14",17.403585,17.7132,17.332972,17.642586,5004300,11.145858
"2004-12-15",17.571972,17.724064,17.457903,17.707767,4179400,11.187037
"2004-12-16",17.626289,18.413906,17.593699,18.212927,9911200,11.506178
"2004-12-17",18.142315,18.25095,17.941336,18.196632,5314400,11.495882
"2004-12-20",18.196632,18.294405,17.941336,18.087996,4463500,11.427247
"2004-12-21",18.060837,18.256382,18.033678,18.212927,5594000,11.506178
"2004-12-22",18.299837,18.473656,18.223791,18.413906,3671600,11.633143
"2004-12-23",18.468224,18.804996,18.413906,18.72352,4821900,11.828743
"2004-12-27",18.72352,18.728952,18.538837,18.538837,2021600,11.712071
"2004-12-28",18.54427,18.788702,18.479088,18.72352,2801400,11.828743
"2004-12-29",18.712656,18.87561,18.663769,18.739815,2871700,11.839041
"2004-12-30",18.739815,18.859316,18.652906,18.788702,1408900,11.869928
"2004-12-31",18.788702,18.891907,18.685497,18.761543,1698800,11.85277
"2005-01-03",18.794134,19.000544,18.761543,18.804996,5253200,11.880222
"2005-01-04",18.848452,18.92993,18.72352,18.766975,5596200,11.856201
"2005-01-05",18.821293,19.239544,18.696362,18.967953,10838300,11.98317
"2005-01-06",19.092884,19.239544,19.016838,19.043999,6173200,12.031204
"2005-01-07",19.092884,19.483976,19.092884,19.272135,5691800,12.175337
"2005-01-10",19.310158,19.353613,18.989679,19.244976,7358200,12.15818
"2005-01-11",19.190657,19.342749,19.136339,19.31559,6873500,12.202793
"2005-01-12",19.272135,19.326452,19.098316,19.174362,7462400,12.113566
"2005-01-13",19.158066,19.174362,18.57686,18.685497,10587700,11.804726
"2005-01-14",18.685497,18.712656,18.522543,18.658339,9291500,11.78757
"2005-01-18",18.631178,19.060293,18.54427,19.033134,10975400,12.024345
"2005-01-19",19.033134,19.255838,18.995111,19.201521,4808500,12.13073
"2005-01-20",19.011406,19.185225,18.957088,19.033134,5612600,12.024345
"2005-01-21",19.033134,19.07659,18.908201,18.995111,4390600,12.000323
"2005-01-24",19.011406,19.10918,18.886475,19.011406,4954600,12.010622
"2005-01-25",19.011406,19.027702,18.696362,18.718088,4391100,11.825314
"2005-01-26",18.57686,18.87561,18.549702,18.832157,4221400,11.897379
"2005-01-27",18.832157,18.913633,18.48995,18.549702,8711200,11.718934
"2005-01-28",18.468224,18.48995,18.142315,18.316132,6315700,11.57138
"2005-01-31",18.359587,18.468224,18.305269,18.33786,4877500,11.585105
"2005-02-01",18.441065,18.593157,18.370451,18.430201,4950400,11.643441
"2005-02-02",18.348724,18.473656,18.1912,18.451929,4680700,11.657165
"2005-02-03",18.305269,18.734383,18.25095,18.728952,4960200,11.832176
"2005-02-04",18.658339,19.16893,18.614883,19.065725,5400200,12.044938
"2005-02-07",18.87561,19.141771,18.864748,18.946224,4115500,11.969443
"2005-02-08",19.005976,19.043999,18.87018,18.973385,2241600,11.986601
"2005-02-09",19.011406,19.011406,18.72352,18.728952,2819400,11.832176
"2005-02-10",18.794134,18.810429,18.511679,18.54427,3520300,11.715505
"2005-02-11",18.57686,18.788702,18.457359,18.685497,4012800,11.804726
"2005-02-14",18.631178,18.712656,18.560564,18.642042,1738800,11.777273
"2005-02-15",18.609451,18.756111,18.506247,18.674633,5096800,11.797865
"2005-02-16",18.680065,18.680065,18.517111,18.631178,2760300,11.770414
"2005-02-17",18.620316,18.750679,18.522543,18.685497,3998400,11.804726
"2005-02-18",18.712656,19.293861,18.538837,19.239544,8108600,12.154748
"2005-02-22",19.282999,19.462248,18.989679,18.995111,4603200,12.000323
"2005-02-23",19.130907,19.483976,18.973385,19.348181,4566600,12.223383
"2005-02-24",19.391636,19.532862,19.141771,19.532862,4263200,12.340054
"2005-02-25",19.549158,19.826181,19.402498,19.684954,4318000,12.43614
"2005-02-28",19.549158,19.674089,19.282999,19.369907,4665000,12.237109
"2005-03-01",19.092884,19.337317,18.853884,19.299294,5678500,12.192492
"2005-03-02",19.130907,19.391636,19.07659,19.201521,4681400,12.13073
"2005-03-03",19.196089,19.217817,18.919065,19.054861,4445800,12.038075
"2005-03-04",19.07659,19.212385,18.891907,19.152634,4865500,12.099842
"2005-03-07",19.125475,19.282999,19.07659,19.163498,4666300,12.106706
"2005-03-08",19.114611,19.282999,19.08202,19.10918,3666500,12.072391
"2005-03-09",18.984247,19.120043,18.886475,19.038567,4661500,12.02778
"2005-03-10",19.02227,19.326452,18.957088,19.196089,4529900,12.127294
"2005-03-11",19.266703,19.397066,19.02227,19.038567,2477900,12.02778
"2005-03-14",19.011406,19.098316,18.794134,18.92993,3443500,11.959146
"2005-03-15",18.946224,19.092884,18.625748,18.652906,3186200,11.784138
"2005-03-16",18.549702,18.652906,18.082563,18.207497,7164200,11.502744
"2005-03-17",18.196632,18.522543,18.158609,18.479088,4597500,11.674321
"2005-03-18",18.468224,18.565996,18.288973,18.408474,6521500,11.62972
"2005-03-21",18.468224,18.565996,18.299837,18.343292,2987200,11.588534
"2005-03-22",18.386745,18.413906,18.115154,18.126019,4824300,11.451272
"2005-03-23",18.196632,18.527973,18.1912,18.348724,5660300,11.591966
"2005-03-24",18.343292,18.631178,18.321564,18.522543,2721500,11.701779
"2005-03-28",18.522543,18.631178,18.343292,18.354155,2769900,11.595394
"2005-03-29",18.294405,18.386745,17.968496,18.294405,4991300,11.55765
"2005-03-30",18.267246,18.685497,18.240088,18.620316,3840600,11.763544
"2005-03-31",18.620316,18.707224,18.419338,18.457359,3488300,11.660598
"2005-04-01",18.565996,18.582293,18.174906,18.332428,2947900,11.581669
"2005-04-04",18.332428,18.419338,18.1912,18.321564,3482600,11.574805
"2005-04-05",18.305269,18.652906,18.240088,18.642042,3948200,11.777273
"2005-04-06",18.642042,18.804996,18.511679,18.565996,3834900,11.729231
"2005-04-07",18.533405,18.891907,18.413906,18.891907,2483500,11.935126
"2005-04-08",18.881042,18.951656,18.614883,18.712656,2014900,11.821883
"2005-04-11",18.707224,18.946224,18.647474,18.772406,3053400,11.859631
"2005-04-12",18.788702,19.02227,18.647474,18.989679,4897700,11.996897
"2005-04-13",19.120043,19.190657,18.815861,18.859316,5597500,11.914532
"2005-04-14",18.826725,19.02227,18.712656,18.891907,3469900,11.935126
"2005-04-15",18.891907,18.962521,18.707224,18.750679,3315800,11.845901
"2005-04-18",18.63661,18.72352,18.294405,18.506247,4098200,11.691483
"2005-04-19",18.473656,18.495382,18.142315,18.321564,3725000,11.574805
"2005-04-20",18.267246,18.527973,18.202065,18.48452,3353500,11.677756
"2005-04-21",18.984247,19.684954,18.924498,19.603476,7895400,12.384664
"2005-04-22",19.500271,20.141228,19.489408,19.896795,6604700,12.569974
"2005-04-25",19.923954,19.929386,19.679522,19.842478,7470700,12.535655
"2005-04-26",19.847908,20.141228,19.809885,19.961977,5612200,12.611156
"2005-04-27",19.864204,20.190115,19.831614,20.103205,4371800,12.700373
"2005-04-28",19.951113,20.048887,19.744703,19.771864,3059700,12.491049
"2005-04-29",19.663227,20.157522,19.608908,20.152092,5194700,12.731258
"2005-05-02",20.152092,20.195545,19.663227,20.032591,5937200,12.655766
"2005-05-03",19.989136,20.097773,19.875069,19.989136,3741800,12.628312
"2005-05-04",20.032591,20.320478,20,20.320478,2754600,12.837639
"2005-05-05",20.363934,20.363934,20.108637,20.244432,2492800,12.789598
"2005-05-06",20.353069,20.494297,20.271591,20.363934,2725700,12.865091
"2005-05-09",20.325911,20.38566,20.119501,20.38566,3157400,12.878815
"2005-05-10",20.233568,20.554047,20.233568,20.450842,3358900,12.919996
"2005-05-11",20.494297,20.646387,20.380228,20.640957,3613500,13.040102
"2005-05-12",20.640957,20.760456,20.358501,20.418251,4612900,12.899405
"2005-05-13",20.450842,20.602934,20.09234,20.29332,4826100,12.820484
"2005-05-16",20.29332,20.369364,20.124931,20.233568,3683600,12.782728
"2005-05-17",20.233568,20.277023,19.961977,20.260727,4849300,12.799892
"2005-05-18",20.363934,20.391092,20.173819,20.282455,3906200,12.81362
"2005-05-19",20.222706,20.244432,20.016296,20.097773,4695800,12.69694
"2005-05-20",20.103205,20.173819,20.048887,20.135796,3059100,12.720962
"2005-05-23",20.124931,20.53232,20.043455,20.374796,5919900,12.871954
"2005-05-24",20.124931,20.369364,20.054317,20.168386,4765600,12.741555
"2005-05-25",20.195545,20.249865,19.994568,20.021727,3134300,12.6489
"2005-05-26",20.027159,20.108637,19.831614,20.065182,2950700,12.676352
"2005-05-27",20.027159,20.119501,19.961977,20.065182,2239900,12.676352
"2005-05-31",20.086908,20.244432,20.005432,20.043455,5996800,12.662628
"2005-06-01",20.016296,20.200977,19.989136,20.119501,3758500,12.71067
"2005-06-02",19.961977,20.173819,19.880499,20.05975,4105600,12.672922
"2005-06-03",20.016296,20.124931,19.978273,20.038023,3578500,12.659197
"2005-06-06",20.038023,20.103205,19.989136,20.05975,3382100,12.672922
"2005-06-07",20.038023,20.152092,19.989136,20,3288200,12.635175
"2005-06-08",20.010864,20.010864,19.761,19.831614,2788000,12.528795
"2005-06-09",19.755568,19.94025,19.739273,19.880499,4071900,12.559678
"2005-06-10",19.880499,19.934818,19.750135,19.837046,3484400,12.532227
"2005-06-13",19.750135,20.010864,19.722977,19.809885,2478100,12.515068
"2005-06-14",19.717545,19.815317,19.608908,19.761,3384600,12.484184
"2005-06-15",19.761,19.809885,19.641499,19.766432,3831800,12.487617
"2005-06-16",19.777294,20.010864,19.641499,19.978273,2776200,12.621448
"2005-06-17",20.135796,20.157522,19.934818,20.119501,4193600,12.71067
"2005-06-20",20.043455,20.418251,20.016296,20.358501,4069700,12.861659
"2005-06-21",20.325911,20.434546,20.287888,20.391092,2887900,12.882248
"2005-06-22",20.423683,20.450842,20.211842,20.331341,2199900,12.844503
"2005-06-23",20.287888,20.353069,19.967409,19.967409,3198500,12.614582
"2005-06-24",19.934818,20.14666,19.842478,20.097773,3068500,12.69694
"2005-06-27",20.097773,20.255297,20.038023,20.179251,3832200,12.748414
"2005-06-28",20.249865,20.494297,20.152092,20.488865,2758700,12.944022
"2005-06-29",20.488865,20.499729,20.228136,20.315046,1826600,12.834209
"2005-06-30",20.282455,20.29875,20.119501,20.152092,3044800,12.731258
"2005-07-01",20.097773,20.168386,19.85334,20.141228,2929200,12.724397
"2005-07-05",20.027159,20.401955,19.989136,20.374796,2455800,12.871954
"2005-07-06",20.277023,20.369364,20.103205,20.168386,2410700,12.741555
"2005-07-07",19.918522,20.374796,19.793591,20.363934,3737900,12.865091
"2005-07-08",20.363934,20.700706,20.211842,20.695274,3499900,13.07442
"2005-07-11",20.744162,20.776752,20.488865,20.657251,3105000,13.050398
"2005-07-12",20.613796,20.803911,20.59207,20.776752,2619500,13.125895
"2005-07-13",20.77132,20.776752,20.467138,20.586637,2763700,13.005786
"2005-07-14",20.706139,20.858229,20.586637,20.836502,2615300,13.163641
"2005-07-15",20.836502,20.836502,20.700706,20.787615,3142400,13.132751
"2005-07-18",20.776752,20.863661,20.575773,20.657251,2472600,13.050398
"2005-07-19",20.711571,20.749592,20.554047,20.575773,1741200,12.998925
"2005-07-20",20.494297,20.961433,20.494297,20.956001,2811300,13.239137
"2005-07-21",20.722433,21.499186,20.62466,21.27648,8374300,13.441603
"2005-07-22",21.195004,21.298208,21.080935,21.135252,3801100,13.352378
"2005-07-25",21.108093,21.27648,21.037479,21.086367,3172200,13.321497
"2005-07-26",21.086367,21.254753,21.010321,21.015753,4224700,13.276889
"2005-07-27",21.075502,21.27648,21.026615,21.238457,4703300,13.417583
"2005-07-28",21.238457,21.66214,21.189571,21.624117,2910800,13.661225
"2005-07-29",21.629549,21.629549,21.330799,21.330799,1758300,13.475915
"2005-08-01",21.336231,21.417707,21.271048,21.309071,2901900,13.462191
"2005-08-02",21.390549,21.526344,21.330799,21.51548,2174500,13.592594
"2005-08-03",21.401413,21.624117,21.374252,21.51005,2674600,13.589161
"2005-08-04",21.531776,21.613255,21.477457,21.596958,2315200,13.644065
"2005-08-05",21.548071,21.548071,21.352526,21.374252,2083200,13.503366
"2005-08-08",21.368822,21.434004,21.238457,21.347094,2927100,13.48621
"2005-08-09",21.42314,21.51548,21.352526,21.482889,2560600,13.572
"2005-08-10",21.537209,21.781641,21.428572,21.591526,3555300,13.640635
"2005-08-11",21.591526,22.031504,21.504618,22.031504,5347100,13.918594
"2005-08-12",21.922869,22.004345,21.792503,21.884846,2255900,13.825945
"2005-08-15",21.732754,21.906572,21.586094,21.651276,4421500,13.678385
"2005-08-16",21.75448,21.863117,21.700163,21.787073,3112500,13.764176
"2005-08-17",21.797935,21.852255,21.586094,21.640413,2053600,13.671515
"2005-08-18",21.553503,21.640413,21.195004,21.466595,3635700,13.561707
"2005-08-19",21.569799,21.569799,21.385117,21.51005,1730900,13.589161
"2005-08-22",21.607822,21.759912,21.558935,21.667572,2958300,13.688673
"2005-08-23",21.607822,21.613255,21.36339,21.482889,3718600,13.572
"2005-08-24",21.51005,21.591526,21.27648,21.330799,4920600,13.475915
"2005-08-25",21.36339,21.439436,21.265617,21.265617,2565400,13.434738
"2005-08-26",21.271048,21.271048,21.032047,21.118958,1945700,13.342084
"2005-08-29",21.12982,21.591526,21.026615,21.564367,2641400,13.623478
"2005-08-30",21.482889,21.618685,21.401413,21.542641,3804700,13.609752
"2005-08-31",21.520912,21.917437,21.488321,21.906572,3481600,13.839671
"2005-09-01",21.852255,21.928299,21.705595,21.716459,3242500,13.719566
"2005-09-02",21.618685,21.716459,21.238457,21.434004,4015900,13.541121
"2005-09-06",21.395981,21.797935,21.347094,21.797935,4083300,13.771032
"2005-09-07",21.776209,22.026073,21.738186,21.917437,3179000,13.84653
"2005-09-08",22.243345,22.270506,21.727322,21.770777,3183600,13.753876
"2005-09-09",21.792503,21.950027,21.792503,21.868549,1647300,13.81565
"2005-09-12",21.819664,21.971754,21.781641,21.8088,1840400,13.777899
"2005-09-13",21.8088,21.912004,21.607822,21.863117,3593000,13.812206
"2005-09-14",21.906572,21.98805,21.74905,21.765345,2545900,13.750445
"2005-09-15",21.846823,22.297665,21.835958,22.243345,4314900,14.052424
"2005-09-16",22.303097,22.308529,22.004345,22.13471,4944000,13.983797
"2005-09-19",22.080391,22.10755,21.906572,21.95546,2088000,13.870557
"2005-09-20",21.928299,22.053232,21.743618,21.852255,2103800,13.805354
"2005-09-21",21.42314,21.852255,21.42314,21.830526,4135800,13.791623
"2005-09-22",21.770777,21.873981,21.700163,21.792503,2782400,13.767604
"2005-09-23",21.8088,21.863117,21.678436,21.700163,2592800,13.709266
"2005-09-26",21.890278,21.939163,21.569799,21.705595,4774600,13.712694
"2005-09-27",21.738186,21.797935,21.461163,21.694731,3396200,13.705831
"2005-09-28",21.873981,21.884846,21.36339,21.580662,2984600,13.633766
"2005-09-29",21.596958,21.721889,21.021185,21.645845,3232900,13.67495
"2005-09-30",21.651276,21.759912,21.488321,21.656708,2598500,13.681809
"2005-10-03",21.596958,21.781641,21.520912,21.667572,2047300,13.688673
"2005-10-04",21.781641,22.004345,21.727322,21.74905,4421100,13.740154
"2005-10-05",21.727322,21.835958,21.499186,21.51548,5160800,13.592594
"2005-10-06",21.461163,21.466595,20.678978,21.026615,5981900,13.283748
"2005-10-07",21.059206,21.12982,20.896252,21.053776,3943600,13.300905
"2005-10-10",21.032047,21.205866,20.700706,20.885389,3052000,13.194528
"2005-10-11",20.988594,20.994024,20.478001,20.478001,3863700,12.937153
"2005-10-12",20.483433,20.83107,20.401955,20.700706,4825800,13.077848
"2005-10-13",19.934818,20.467138,19.902227,20.325911,6477000,12.841069
"2005-10-14",20.325911,20.548615,20.124931,20.309614,5422600,12.830774
"2005-10-17",20.304182,20.434546,20.130363,20.380228,3292200,12.875388
"2005-10-18",20.342205,20.879957,20.271591,20.59207,5094900,13.009219
"2005-10-19",20.597502,20.83107,20.478001,20.820206,3337100,13.153343
"2005-10-20",20.776752,20.793047,20.320478,20.559479,7024700,12.988629
"2005-10-21",20.695274,20.782183,20.59207,20.700706,4248800,13.077848
"2005-10-24",20.809343,21.07007,20.765888,21.048344,4649400,13.297475
"2005-10-25",21.048344,21.118958,20.776752,20.950571,3472600,13.235703
"2005-10-26",20.956001,21.265617,20.803911,21.075502,3609200,13.314632
