"","BAX.Open","BAX.High","BAX.Low","BAX.Close","BAX.Volume","BAX.Adjusted"
"2001-04-18",25.190115,25.190115,24.473112,24.633352,5155500,13.708022
"2001-04-19",24.714828,24.769148,24.079306,24.280283,8345900,13.511545
"2001-04-20",23.832157,24.426943,23.655622,24.350897,5254900,13.550842
"2001-04-23",24.361759,24.630636,24.144487,24.231396,2515900,13.484339
"2001-04-24",24.185225,24.293861,23.813145,23.872894,4073000,13.284842
"2001-04-25",23.940794,24.728409,23.940794,24.714828,4771500,13.753361
"2001-04-26",24.714828,24.78001,24.253124,24.769148,4071900,13.783587
"2001-04-27",24.741987,24.904943,24.369907,24.904943,3186700,13.859156
"2001-04-30",24.850624,25.054317,24.549158,24.755568,3335500,13.776036
"2001-05-01",24.823465,25.355785,24.674089,25.353069,4426500,14.108534
"2001-05-02",25.258013,25.258013,24.606192,24.856056,5092200,13.83195
"2001-05-03",25.393808,25.608364,25.040739,25.437262,8812100,14.155383
"2001-05-04",25.529604,25.991308,25.516024,25.722433,5746400,14.314077
"2001-05-07",25.855513,25.92341,25.597502,25.825638,3426400,14.371513
"2001-05-08",25.692558,25.695274,25.054317,25.325911,3241600,14.093419
"2001-05-09",25.529604,25.6654,25.095057,25.488865,4228700,14.184094
"2001-05-10",25.62466,25.62466,25.230852,25.404671,1946300,14.137247
"2001-05-11",25.404671,25.548615,25.081478,25.122215,2988600,13.980065
"2001-05-14",25.190115,25.483433,25.162954,25.203693,2976100,14.025408
"2001-05-15",25.258013,25.717001,25.176535,25.657251,4717300,14.2778
"2001-05-16",25.529604,26.072786,25.448126,25.909832,10851200,14.418361
"2001-05-17",25.97773,26.439436,25.915264,26.404129,6975500,14.693427
"2001-05-18",26.507334,26.610538,26.018469,26.148832,3308600,14.551359
"2001-05-21",26.148832,26.778925,26.148832,26.659424,4024700,14.835498
"2001-05-22",26.659424,26.806084,26.615969,26.724606,3102800,14.871765
"2001-05-23",26.670288,26.792503,26.262901,26.605106,4379000,14.805267
"2001-05-24",26.605106,26.613255,26.113525,26.613255,3381900,14.8098
