"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"2004-11-22",33.237003,33.926899,33.237003,33.873535,7111400,19.623114
"2004-11-23",33.968826,34.334736,33.892593,34.189899,9889300,19.806387
"2004-11-24",34.304245,34.349983,33.911652,34.262318,9293700,19.848335
"2004-11-26",34.494823,34.616795,34.277565,34.441463,4109500,19.952114
"2004-11-29",34.418594,34.590115,34.098419,34.315681,6418800,19.879248
"2004-11-30",34.170841,34.719707,34.170841,34.681591,7645900,20.091221
"2004-12-01",34.681591,34.769257,33.682957,34.029812,11806600,19.713644
"2004-12-02",33.770622,33.770622,32.512802,32.760555,12769400,18.978357
"2004-12-03",32.722439,33.233189,32.703381,32.970192,7496800,19.099802
"2004-12-06",33.073105,33.145523,32.771988,33.008308,6274800,19.121874
"2004-12-07",33.008308,33.115032,32.299351,32.303165,8388100,18.713388
"2004-12-08",32.200253,32.943512,31.746674,32.634773,8956100,18.905495
"2004-12-09",32.589031,32.72625,32.112583,32.642395,7253100,18.909908
"2004-12-10",32.642395,32.874901,32.223122,32.303165,7184600,18.713388
"2004-12-13",32.303165,32.756744,32.207874,32.707191,8307500,18.947439
"2004-12-14",32.779613,33.084538,32.505177,33.027367,6773500,19.132923
"2004-12-15",33.084538,33.641029,32.87109,33.366596,6840900,19.329439
"2004-12-16",33.309422,33.313232,32.932076,33.18364,5151600,19.223457
"2004-12-17",33.18364,33.408524,32.916828,33.15696,9047400,19.207996
"2004-12-20",33.351349,33.835419,33.259872,33.541927,5158400,19.431011
"2004-12-21",33.713451,33.717262,33.313232,33.515247,5754500,19.415554
"2004-12-22",33.610538,33.713451,32.691944,33.130276,7705700,19.192545
"2004-12-23",33.13409,33.419956,33.095974,33.217945,3663300,19.243322
"2004-12-27",33.221756,33.309422,32.798672,32.798672,5325800,19.000435
"2004-12-28",32.882526,33.137901,32.882526,32.98925,4939600,19.110844
"2004-12-29",33.065479,33.366596,32.916828,33.278931,4278500,19.278652
"2004-12-30",33.21032,33.423771,33.073105,33.080727,3790200,19.163834
"2004-12-31",33.04261,33.176018,32.966381,33.095974,3666100,19.172665
"2005-01-03",33.054047,33.054047,31.98299,32.059223,8557800,18.572067
"2005-01-04",32.143078,32.310787,31.746674,31.849586,6862500,18.450624
"2005-01-05",31.788601,32.299351,31.559906,32.085903,10011000,18.587528
"2005-01-06",32.085903,32.749119,32.040165,32.550919,8744300,18.856913
"2005-01-07",32.550919,32.550919,32.070656,32.345093,6936700,18.737679
"2005-01-10",32.493744,32.901581,32.459438,32.638584,5777600,18.907694
"2005-01-11",32.569977,32.813915,32.379395,32.627148,4667800,18.901073
"2005-01-12",32.760555,33.294174,32.589031,33.263683,7272300,19.269817
"2005-01-13",33.313232,34.121288,33.225567,33.770622,9785900,19.563499
"2005-01-14",33.686768,34.170841,33.621971,33.93071,6603200,19.656233
"2005-01-18",34.174652,34.441463,34.136536,34.349983,10703600,19.899118
"2005-01-19",34.288998,34.494823,34.026001,34.026001,6213600,19.711439
"2005-01-20",34.029812,34.029812,33.126465,33.439014,8640200,19.371395
"2005-01-21",33.465698,33.717262,33.275116,33.275116,7881500,19.276438
"2005-01-24",33.522869,33.881161,33.507626,33.721073,6493100,19.534786
"2005-01-25",33.751564,33.995506,33.637218,33.884972,5579000,19.62973
"2005-01-26",34.304245,34.662533,34.052681,34.491013,10753500,19.98082
"2005-01-27",34.304245,34.997952,34.24707,34.685402,8755900,20.093422
"2005-01-28",34.304245,34.814999,34.281376,34.681591,7807700,20.091221
"2005-01-31",34.685402,35.59256,34.494823,35.367676,9670200,20.48868
"2005-02-01",35.600182,36.107124,35.584938,36.061386,10367300,20.890539
"2005-02-02",36.07663,36.438732,36.011833,36.240528,7954100,20.994324
"2005-02-03",36.210037,36.648369,36.015644,36.534019,6636300,21.164343
"2005-02-04",36.591194,36.697918,36.225285,36.675049,8147000,21.246037
"2005-02-07",36.67886,36.838947,36.301514,36.6255,7544300,21.217337
"2005-02-08",36.419674,36.91518,36.419674,36.858006,6486200,21.352026
"2005-02-09",36.800831,37.10957,36.476849,36.918991,6853500,21.387367
"2005-02-10",37.052395,37.982422,36.991409,37.913815,6834600,21.963667
"2005-02-11",37.677494,38.222553,37.456425,37.749916,8514300,22.160965
"2005-02-14",38.016727,38.729492,37.959553,38.48555,9915500,22.592817
"2005-02-15",38.359768,38.664696,38.188248,38.641827,6003000,22.684568
"2005-02-16",38.641827,39.831039,38.554161,39.758621,10460200,23.340172
"2005-02-17",39.716694,40.090229,39.453693,39.640461,11476500,23.270813
"2005-02-18",39.674767,40.719139,39.533737,40.498066,13237800,23.774261
"2005-02-22",40.612415,41.290874,40.254128,40.38372,13009200,23.70714
"2005-02-23",40.021618,40.963081,39.911083,40.860168,10447800,23.986834
"2005-02-24",40.879227,42.04557,40.879227,41.996017,14253100,24.653631
"2005-02-25",41.996017,43.440609,41.973148,42.811699,19474800,25.132473
"2005-02-28",42.906986,43.360565,40.879227,42.26664,16741300,24.812504
"2005-03-01",42.26664,42.495335,41.268005,41.355675,13596400,24.277723
"2005-03-02",41.031689,41.832123,40.810616,41.736832,13163000,24.501476
"2005-03-03",41.919788,42.506771,41.397602,42.156105,13531600,24.74762
"2005-03-04",42.156105,43.036583,41.984585,42.769772,9609900,25.107864
"2005-03-07",42.518208,42.876495,41.847366,42.613495,9039800,25.016113
"2005-03-08",42.613495,42.724033,41.450962,41.778759,15520500,24.526087
"2005-03-09",41.851177,42.552509,40.555241,40.631474,15545200,23.852573
"2005-03-10",40.326546,40.498066,39.484184,40.235069,16551900,23.619884
"2005-03-11",39.968258,40.879227,39.968258,40.246502,9200900,23.626587
"2005-03-14",40.440895,40.627663,39.667141,40.517124,9197700,23.785456
"2005-03-15",40.482822,40.970703,39.827229,39.911083,9381900,23.42968
"2005-03-16",39.762432,41.332806,39.701447,40.597168,11676700,23.832451
"2005-03-17",40.875412,41.462399,40.844921,41.15366,9985300,24.15913
"2005-03-18",41.233704,42.308571,41.20702,42.022701,16921300,24.669291
"2005-03-21",42.022701,42.156105,41.184151,41.58437,10170000,24.411972
"2005-03-22",41.546253,42.129425,40.745819,40.795372,11693800,23.948792
"2005-03-23",40.2122,40.498066,39.640461,40.059734,14231300,23.516941
"2005-03-24",40.360851,40.639095,39.46513,39.941578,9263800,23.447588
"2005-03-28",39.945389,40.368473,39.712883,40.116909,8116500,23.55051
"2005-03-29",39.983505,40.498066,39.449883,39.499432,9636400,23.188028
"2005-03-30",39.831039,40.280807,38.958187,40.185516,13600600,23.59078
"2005-03-31",40.822052,41.130791,40.185516,41.104107,13086900,24.130035
"2005-04-01",41.336617,42.209469,41.328991,42.034134,13815500,24.676004
"2005-04-04",42.495335,43.067074,41.957905,42.144672,16972200,24.740908
"2005-04-05",42.148483,42.377178,41.138412,41.287064,11615100,24.23744
"2005-04-06",41.462399,42.342873,40.974514,42.259018,11208700,24.808029
"2005-04-07",42.461033,42.685917,41.485268,42.060818,12718800,24.691671
"2005-04-08",42.064629,42.483902,41.580555,41.595802,10066100,24.418692
"2005-04-11",41.595802,42.087498,41.168907,42.053192,7488700,24.687195
"2005-04-12",41.889294,42.030323,40.932587,41.27182,11509300,24.228485
"2005-04-13",40.600979,41.138412,40.124531,40.135967,15227700,23.561705
"2005-04-14",40.364662,40.742008,39.701447,39.972069,11694600,23.465483
"2005-04-15",39.804359,39.831039,37.810902,38.142509,15350800,22.391439
"2005-04-18",37.810902,39.194508,37.357323,39.133522,12043000,22.973215
"2005-04-19",39.297417,40.013996,39.221188,39.850098,10074200,23.393875
"2005-04-20",39.850098,40.330357,39.289795,39.362217,9283000,23.10747
"2005-04-21",39.068722,40.284618,38.996304,40.284618,8722300,23.648966
"2005-04-22",40.368473,41.165092,40.097851,40.768688,8632800,23.933132
"2005-04-25",41.546253,41.733021,41.165092,41.431904,8626000,24.32247
"2005-04-26",41.203209,41.431904,40.688644,40.688644,6337200,23.886147
"2005-04-27",41.031689,41.184151,39.495621,39.526115,11433800,23.203686
"2005-04-28",39.526115,39.709068,39.0611,39.167824,10583500,22.993355
"2005-04-29",39.526115,40.280807,39.129707,39.964447,9835800,23.461012
"2005-05-02",39.964447,40.66959,39.385086,40.66959,9945200,23.87496
"2005-05-03",40.498066,40.543808,39.175449,39.449883,9663700,23.158928
"2005-05-04",39.735752,39.918705,39.167824,39.659519,11017200,23.282001
"2005-05-05",39.796738,40.318924,39.503242,40.025433,9568400,23.496799
"2005-05-06",40.364662,40.684834,39.983505,39.991127,7389800,23.476662
"2005-05-09",40.116909,40.745819,39.991127,40.692459,7360400,23.88839
"2005-05-10",40.353226,40.631474,39.827229,39.983505,8074800,23.472197
"2005-05-11",39.564228,40.440895,39.564228,40.395153,8434000,23.713848
"2005-05-12",40.143589,40.143589,38.115829,38.237797,11604800,22.797285
"2005-05-13",38.230175,38.333088,37.101948,37.547901,15380700,22.385965
"2005-05-16",37.353512,37.414497,36.248154,36.888496,18713700,21.992828
"2005-05-17",36.762714,37.826149,36.713165,37.696552,13925900,22.47459
"2005-05-18",38.020538,38.878143,37.559338,38.039597,12241800,22.679117
"2005-05-19",38.039597,38.832405,37.791843,38.634205,8230700,23.033621
"2005-05-20",38.535103,38.851463,38.386452,38.538914,7744500,22.976805
"2005-05-23",39.068722,39.583286,38.820972,39.392708,7534600,23.485842
"2005-05-24",39.564228,39.773865,39.335533,39.770054,6190300,23.710814
"2005-05-25",39.831039,40.513313,39.282173,40.151215,9514600,23.938059
"2005-05-26",40.250313,40.29224,39.907272,40.052113,6613700,23.878971
"2005-05-27",40.269371,41.069805,40.116909,40.993572,5688700,24.440266
"2005-05-31",40.993572,41.35186,40.456139,41.104107,8655700,24.506165
"2005-06-01",41.393787,42.003643,41.355675,41.984585,9148400,25.031109
"2005-06-02",42.232338,42.262829,41.546253,41.87405,6352600,24.96521
"2005-06-03",41.759701,42.3848,41.744453,41.935036,5517500,25.001564
"2005-06-06",42.308571,42.308571,41.553875,42.07225,4737600,25.083374
"2005-06-07",42.262829,42.308571,41.622482,41.652977,5577400,24.833405
"2005-06-08",41.614861,42.689728,41.241325,41.546253,9217600,24.769772
"2005-06-09",41.774948,42.910801,41.622482,42.887928,7299700,25.569679
"2005-06-10",42.62112,43.070885,41.744453,42.64399,5869400,25.424244
"2005-06-13",42.461033,42.994656,42.156105,42.689728,5394300,25.451513
"2005-06-14",42.918423,43.337696,42.590626,43.109001,4788000,25.701485
"2005-06-15",43.375813,43.772217,43.032768,43.703609,6603800,26.055984
"2005-06-16",43.833202,44.679375,43.711231,44.671749,7163500,26.633194
"2005-06-17",46.120152,46.31073,45.289227,46.25737,14571300,27.578531
"2005-06-20",46.348846,46.775745,45.754238,45.830471,9927200,27.324011
"2005-06-21",45.738995,45.883835,44.214359,44.389694,8600800,26.465036
"2005-06-22",44.488796,44.976677,43.90181,44.526909,8774100,26.546829
"2005-06-23",44.923313,45.022415,44.061897,44.221985,7550400,26.365042
"2005-06-24",44.671749,44.923313,44.183868,44.374447,7003700,26.455931
"2005-06-27",44.900444,45.662762,44.79372,45.373081,9552900,27.051319
"2005-06-28",45.426445,45.624645,44.229607,44.290592,8653300,26.405947
"2005-06-29",44.328709,45.014793,43.566391,44.039028,10530000,26.25596
"2005-06-30",44.04665,44.725113,43.612129,43.825581,8155200,26.12871
"2005-07-01",44.443054,45.304474,44.252476,45.05291,6272800,26.860443
"2005-07-05",45.777111,46.829105,45.548416,46.684265,9351700,27.833048
"2005-07-06",46.928207,47.22551,45.65514,45.723747,8488700,27.260387
"2005-07-07",45.205372,46.356468,45.091026,46.204006,7865700,27.546715
"2005-07-08",46.501308,46.745251,45.678009,45.921951,9161000,27.37855
"2005-07-11",45.39595,46.653774,45.289227,46.432701,9222800,27.683067
"2005-07-12",46.653774,47.31699,46.379341,46.935829,6856800,27.983036
"2005-07-13",47.149281,47.347481,46.722382,46.882469,7010300,27.951206
"2005-07-14",46.897717,47.431335,44.976677,45.388329,9581900,27.060417
"2005-07-15",45.731369,45.822849,44.892822,45.243488,8436100,26.97407
"2005-07-18",45.05291,45.365459,44.686996,45.129139,5613100,26.905878
"2005-07-19",45.228241,46.196384,45.152008,46.173515,6322500,27.528536
"2005-07-20",46.082035,46.608036,45.678009,46.158268,6962000,27.519453
"2005-07-21",46.135399,46.425079,45.357834,45.761864,4600400,27.283117
"2005-07-22",46.082035,46.981571,46.043919,46.691891,7419000,27.837599
"2005-07-25",46.539425,48.079304,46.539425,47.438961,9377900,28.282995
"2005-07-26",47.591423,47.591423,46.882469,47.0578,7632600,28.05574
"2005-07-27",47.446583,47.560928,46.958698,47.46183,7424300,28.484278
"2005-07-28",47.911594,48.368984,47.60667,48.292755,7960400,28.982958
"2005-07-29",48.635796,48.66629,47.568554,47.713394,6402100,28.635241
"2005-08-01",47.949711,48.544319,47.888725,48.025944,5891300,28.82283
"2005-08-02",48.28513,49.085564,48.216522,49.077942,6062700,29.454191
"2005-08-03",49.535332,49.550575,48.452839,48.712029,6347600,29.234573
"2005-08-04",48.97884,49.230404,48.643421,48.925476,5001200,29.362682
"2005-08-05",49.245651,49.337128,48.11742,48.597679,5324600,29.165966
"2005-08-08",49.047447,49.885994,49.024578,49.527706,7580500,29.724112
"2005-08-09",49.802139,49.855503,48.864491,49.253273,6484900,29.55941
"2005-08-10",49.550575,50.175674,49.108433,50.03846,6291200,30.030638
"2005-08-11",50.312893,50.922745,49.94698,50.617821,6673400,30.378336
"2005-08-12",50.69405,51.258167,50.023212,50.78553,7025000,30.478996
"2005-08-15",50.69405,50.777905,49.962227,50.190922,6102900,30.122152
"2005-08-16",50.076576,50.076576,48.757767,48.849243,7760600,29.316935
"2005-08-17",48.750145,49.100811,46.501308,47.034931,12330500,28.228081
"2005-08-18",46.76812,47.187393,45.921951,46.958698,11148300,28.182312
"2005-08-19",47.393219,48.216522,47.332233,48.079304,7652300,28.854847
"2005-08-22",48.826374,49.253273,47.576176,48.186031,7587600,28.918901
"2005-08-23",48.330872,48.559566,47.149281,47.804871,6171800,28.690147
"2005-08-24",48.025944,48.750145,47.652409,48.193653,7526500,28.923475
"2005-08-25",48.079304,48.086929,47.301743,48.056435,6169200,28.841137
"2005-08-26",48.330872,48.407101,47.17215,47.17215,6431100,28.310423
"2005-08-29",47.60667,48.338493,47.423714,48.079304,7776500,28.854847
"2005-08-30",48.239391,49.199909,48.193653,49.100811,8517100,29.467913
"2005-08-31",49.32188,50.678806,49.283764,50.267155,11152700,30.167889
"2005-09-01",51.479237,53.36216,51.471615,52.599842,17467600,31.567856
"2005-09-02",52.294914,52.294914,50.854137,50.899876,9596000,30.547619
"2005-09-06",50.915123,51.319149,50.061329,50.915123,7367400,30.556761
"2005-09-07",50.800774,51.936626,50.503471,50.831268,8369200,30.506449
"2005-09-08",50.884632,51.524975,50.480602,51.227673,7264900,30.744349
"2005-09-09",51.837524,52.889523,51.799412,52.615089,9557700,31.577007
"2005-09-12",52.576973,52.584595,51.128571,51.197182,8440700,30.726049
"2005-09-13",51.227673,51.380135,50.168053,50.465355,8286000,30.28684
"2005-09-14",50.69405,51.646946,50.541588,51.44112,7468900,30.872435
"2005-09-15",51.692684,52.195816,50.945614,51.486862,9216100,30.8999
"2005-09-16",51.75367,52.714191,51.456367,52.714191,13829400,31.63649
"2005-09-19",53.36216,54.284561,52.90477,53.499374,10089700,32.107712
"2005-09-20",53.057232,53.575607,52.294914,52.523609,8739600,31.522104
"2005-09-21",53.689957,54.30743,52.988625,53.689957,11319700,32.222088
"2005-09-22",54.16259,54.490387,51.936626,53.179203,9483400,31.915567
"2005-09-23",52.950508,52.950508,51.58596,52.058598,7871600,31.243029
"2005-09-26",51.616455,52.980999,51.5326,52.889523,8102500,31.741713
"2005-09-27",52.676075,52.805668,52.073845,52.584595,5849400,31.55871
"2005-09-28",52.897144,53.285927,52.150074,52.980999,6347700,31.796604
"2005-09-29",53.301174,54.200706,52.75993,54.055866,7714500,32.441692
"2005-09-30",53.750942,54.322678,53.148712,53.293552,5934400,31.984184
"2005-10-03",53.438389,53.865288,52.515987,52.569351,8664300,31.549557
"2005-10-04",52.371147,52.485497,50.480602,50.617821,10332900,30.378336
"2005-10-05",50.617821,50.617821,48.11742,48.216522,14301000,28.937197
"2005-10-06",47.347481,48.254639,46.303108,47.278873,16823300,28.374472
"2005-10-07",48.025944,48.597679,47.60667,48.483334,9479600,29.097328
"2005-10-10",48.330872,48.559566,47.339859,48.201275,7969600,28.928041
"2005-10-11",48.483334,49.695415,48.483334,49.253273,7665900,29.55941
"2005-10-12",49.291389,49.542953,48.079304,48.384232,7565000,29.037848
"2005-10-13",47.980206,48.178406,45.883835,46.539425,12875600,27.930695
"2005-10-14",46.120152,47.682899,45.556038,47.51519,11426600,28.516312
"2005-10-17",48.475712,48.834,47.583801,48.041191,10607200,28.831987
"2005-10-18",47.949711,48.216522,45.738995,45.79998,12288500,27.48691
"2005-10-19",45.830471,47.073048,44.252476,46.920586,14417500,28.159449
"2005-10-20",46.501308,46.76812,43.619755,44.023781,13966100,26.420921
"2005-10-21",43.833202,44.747982,43.619755,44.328709,16583200,26.60393
"2005-10-24",44.328709,46.120152,44.313461,45.96769,10165400,27.587561
"2005-10-25",46.051544,47.66003,45.921951,47.599045,10121700,28.566628
"2005-10-26",48.010696,49.718285,47.095917,47.873482,15435500,28.731327
"2005-10-27",48.2089,48.590057,46.417454,46.425079,9624400,28.043653
"2005-10-28",46.867222,48.384232,45.738995,48.224144,12108800,29.130411
"2005-10-31",48.902607,50.145184,48.590057,49.840256,14364300,30.106632
"2005-11-01",49.680172,50.869385,49.626808,50.419617,10553400,30.456604
"2005-11-02",50.419617,51.418251,50.1833,50.854137,9966700,30.719082
"2005-11-03",50.892254,52.44738,50.892254,51.967121,8778200,31.391401
"2005-11-04",51.906136,52.066219,50.267155,50.503471,14972100,30.507275
"2005-11-07",50.274776,50.290024,49.588692,50.122314,12930500,30.277021
"2005-11-08",49.89362,51.24292,49.207535,50.777905,8654600,30.673029
"2005-11-09",50.518719,51.593586,49.771648,50.000343,11882800,30.203344
"2005-11-10",49.055069,49.771648,47.583801,48.323246,13828900,29.190281
"2005-11-11",48.445217,49.337128,47.797249,48.407101,9652400,29.240923
"2005-11-14",49.100811,49.100811,47.964958,48.277508,8406600,29.16264
"2005-11-15",48.277508,49.855503,47.873482,47.934464,9278000,28.955418
"2005-11-16",48.407101,49.619186,47.492321,49.32188,10715300,29.793499
"2005-11-17",49.17704,49.428604,47.560928,48.086929,11570100,29.047518
"2005-11-18",48.407101,48.445217,46.76812,47.438961,12767100,28.656096
"2005-11-21",48.025944,49.116055,47.812496,48.97884,10036600,29.586296
"2005-11-22",49.169418,49.535332,49.016956,49.093185,7799100,29.655361
"2005-11-23",49.001709,49.390491,48.635796,48.872116,6756900,29.521826
"2005-11-25",49.32188,49.413361,48.673912,48.788261,1894700,29.471174
"2005-11-28",48.590057,48.597679,46.920586,47.0578,9210200,28.425858
"2005-11-29",47.202641,47.980206,46.60041,46.722382,10791500,28.223255
"2005-11-30",46.882469,47.103539,45.883835,46.127773,13214000,27.864075
"2005-12-01",46.920586,48.041191,46.630905,48.003075,11319000,28.996859
"2005-12-02",48.407101,48.407101,47.240757,47.560928,8424000,28.729784
"2005-12-05",47.789623,48.673912,47.789623,47.995449,9335800,28.992264
"2005-12-06",48.551941,49.169418,48.170784,48.582436,9095000,29.34684
"2005-12-07",49.154171,49.542953,48.155537,48.155537,9286400,29.088966
"2005-12-08",48.163158,48.894985,47.881104,48.727276,8470700,29.434334
"2005-12-09",48.437595,48.765388,47.888725,48.079304,7725300,29.04291
"2005-12-12",46.577541,46.973946,45.777111,46.691891,25763100,28.204836
"2005-12-13",45.045284,45.113895,44.206738,44.366825,54077900,26.800346
"2005-12-14",44.366825,44.572651,43.490158,44.397316,31552700,26.818764
"2005-12-15",44.519287,44.862328,43.909435,44.801346,21021000,27.062822
"2005-12-16",44.900444,44.900444,43.558769,43.718853,19465500,26.408934
"2005-12-19",44.214359,45.548416,44.214359,44.671749,24938000,26.984535
"2005-12-20",44.900444,45.434067,44.786098,44.991924,20216200,27.177952
"2005-12-21",45.05291,45.624645,44.976677,45.243488,14840900,27.329905
"2005-12-22",45.472183,45.65514,45.25111,45.319721,12285500,27.375961
"2005-12-23",45.220619,45.418819,44.458302,45.091026,8270000,27.237806
"2005-12-27",45.091026,45.091026,43.68074,43.833202,12874300,26.477999
"2005-12-28",44.100014,44.786098,44.04665,44.435432,11983900,26.841789
"2005-12-29",44.435432,44.831837,43.985664,43.985664,12015300,26.570105
"2005-12-30",43.985664,44.572651,43.871319,44.351578,9487500,26.791132
"2006-01-03",44.854706,46.325977,44.816589,46.127773,20850200,27.864075
"2006-01-04",45.929573,46.188759,45.411198,45.738995,14415000,27.629215
"2006-01-05",45.624645,45.79998,45.05291,45.380703,16205000,27.412788
"2006-01-06",45.929573,46.60041,45.700878,46.417454,15557300,28.039049
"2006-01-09",46.806236,46.8596,46.066788,46.409832,13028500,28.034452
"2006-01-10",46.234501,46.836731,46.097282,46.318356,11334000,27.979191
"2006-01-11",46.234501,46.585163,45.685631,46.325977,14299300,27.983801
"2006-01-12",46.76812,47.37035,46.059166,46.325977,16953400,27.983801
"2006-01-13",46.043919,46.554672,45.929573,46.318356,13215700,27.979191
"2006-01-17",47.111164,49.245651,47.080669,49.009331,25368900,29.604712
"2006-01-18",49.474346,49.474346,47.682899,48.338493,15610000,29.199482
"2006-01-19",48.071682,49.100811,47.995449,48.948345,15531900,29.567875
"2006-01-20",49.215157,50.503471,48.940723,49.283764,20646900,29.770487
"2006-01-23",48.06406,49.695415,47.782001,49.481968,16025600,29.890207
"2006-01-24",48.765388,49.847881,48.612926,49.154171,14544400,29.692205
"2006-01-25",49.969849,50.213791,47.644783,48.437595,17819800,29.259336
"2006-01-26",48.894985,49.26852,48.11742,48.788261,12456700,29.471174
"2006-01-27",49.497215,50.015591,49.352375,49.611561,13039900,29.9685
"2006-01-30",49.931736,50.282402,49.32188,49.741154,14203600,30.046789
"2006-01-31",49.542953,49.695415,48.97884,49.32188,11234400,29.793499
"2006-02-01",49.32188,50.251907,48.864491,49.108433,17177700,29.664574
"2006-02-02",49.093185,49.840256,48.102177,49.024578,16131300,29.613918
"2006-02-03",48.788261,48.788261,47.545685,47.644783,17479400,28.780437
"2006-02-06",48.041191,48.651043,47.576176,47.842987,12476000,28.900164
"2006-02-07",47.377975,47.454205,45.79998,45.815224,18223200,27.675276
"2006-02-08",45.929573,46.036297,44.511665,45.891457,16702900,27.721321
"2006-02-09",46.425079,47.034931,44.801346,45.205372,15971700,27.306875
"2006-02-10",45.357834,45.662762,44.404938,45.243488,18478000,27.329905
"2006-02-13",45.357834,46.074413,44.930939,45.319721,13084100,27.375961
"2006-02-14",44.519287,45.304474,44.221985,45.121517,15519000,27.256233
"2006-02-15",45.357834,45.815224,44.496418,44.725113,16467600,27.016768
"2006-02-16",44.976677,45.662762,44.747982,45.662762,14010900,27.806993
"2006-02-17",46.043919,46.752876,45.883835,46.56992,14936300,28.359426
"2006-02-21",47.492321,48.513824,47.271248,47.896351,21575500,29.167173
"2006-02-22",47.286495,47.599045,46.844353,47.187393,16756500,28.735441
"2006-02-23",46.76812,47.477074,46.577541,46.836731,13072600,28.5219
"2006-02-24",47.60667,48.300377,47.431335,47.820118,13465500,29.120756
"2006-02-27",47.583801,47.60667,46.844353,47.179771,9471600,28.730791
"2006-02-28",46.806236,46.996815,45.94482,46.470818,16504100,28.299068
"2006-03-01",46.806236,47.149281,46.356468,47.088295,10150900,28.675089
"2006-03-02",47.263626,48.025944,47.042553,47.858234,13027300,29.14397
"2006-03-03",47.705769,48.2089,47.263626,47.629539,9037400,29.004694
"2006-03-06",47.339859,47.530437,46.150646,46.181137,9367200,28.122665
"2006-03-07",46.043919,46.082035,44.976677,45.34259,12073500,27.61202
"2006-03-08",44.900444,45.738995,44.626011,45.39595,11417900,27.644526
"2006-03-09",45.670383,45.777111,44.90807,45.083401,9611200,27.454187
"2006-03-10",45.045284,45.678009,44.59552,45.030041,11964300,27.421696
"2006-03-13",45.258736,45.868587,45.19775,45.860966,10309300,27.927698
"2006-03-14",45.96769,46.425079,45.601776,46.371716,11480000,28.238707
"2006-03-15",46.280239,47.042553,46.059166,47.012062,13859000,28.62867
"2006-03-16",47.073048,47.637161,46.501308,47.522816,11099700,28.939699
"2006-03-17",47.873482,47.873482,46.615658,46.775745,10461600,28.484758
"2006-03-20",46.493687,46.882469,45.860966,45.960064,8090200,27.988049
"2006-03-21",45.807602,46.264992,45.296848,45.350212,11450200,27.616663
"2006-03-22",45.144386,46.844353,45.144386,46.104904,10277400,28.076244
"2006-03-23",46.691891,47.195019,46.45557,46.592789,8788000,28.373354
"2006-03-24",46.836731,47.66003,46.737629,47.080669,10605100,28.670443
"2006-03-27",46.981571,48.346115,46.615658,48.102177,15107300,29.292515
"2006-03-28",48.384232,49.535332,48.384232,48.597679,13782500,29.594271
"2006-03-29",48.940723,49.58107,48.780636,49.398113,10182200,30.081692
"2006-03-30",49.359997,49.969849,49.055069,49.154171,11341700,29.93314
"2006-03-31",48.834,48.841621,47.903973,48.140289,14352100,29.315725
"2006-04-03",48.750145,49.832634,48.582436,49.100811,14852300,29.900642
"2006-04-04",48.88736,49.855503,48.88736,49.664925,12736100,30.244169
"2006-04-05",49.89362,50.884632,49.382866,50.739792,16387900,30.898731
"2006-04-06",51.075211,51.913757,50.937992,51.265789,14842200,31.219038
"2006-04-07",50.770283,51.197182,49.939358,50.282402,10637000,30.620192
"2006-04-10",50.64069,51.547844,50.503471,50.846516,11605900,30.96372
"2006-04-11",51.646946,51.982365,51.128571,51.349644,13983800,31.270111
"2006-04-12",51.159065,51.906136,51.082832,51.326775,9281100,31.256178
"2006-04-13",51.075211,51.578339,50.732166,51.181934,6646800,31.167982
"2006-04-17",51.974743,52.386395,51.502106,52.089092,9701400,31.720413
"2006-04-18",52.714191,53.979637,52.584595,53.85004,14980700,32.792751
"2006-04-19",52.980999,54.132099,52.980999,53.956764,12877500,32.857742
"2006-04-20",53.552738,54.048244,52.599842,53.255436,14607000,32.430672
"2006-04-21",53.438389,55.267952,53.438389,55.267952,15045900,33.656219
"2006-04-24",54.963024,55.107864,53.240189,53.240189,14616200,32.421375
"2006-04-25",53.81955,54.315056,51.929005,52.028107,18418200,31.683264
"2006-04-26",51.456367,52.660828,51.082832,51.189556,16166300,31.172626
"2006-04-27",50.465355,50.884632,49.314259,50.457733,19652000,30.726963
"2006-04-28",50.899876,52.005234,50.793152,50.998978,14614900,31.056564
"2006-05-01",51.403004,52.576973,51.380135,51.685062,10927000,31.474352
"2006-05-02",52.104336,52.90477,51.852772,52.737061,10412800,32.114994
"2006-05-03",52.729435,52.75993,50.998978,51.456367,11354900,31.335098
"2006-05-04",50.960861,51.456367,49.695415,50.732166,13791600,30.894081
"2006-05-05",51.265789,51.624077,50.755035,50.960861,11113000,31.033358
"2006-05-08",50.213791,51.174309,49.94698,51.052341,12055300,31.089048
"2006-05-09",51.143818,51.791786,50.922745,51.204803,9818700,31.181904
"2006-05-10",50.953239,51.799412,50.747414,51.616455,9347500,31.432579
"2006-05-11",52.050976,52.241554,50.854137,50.98373,11203300,31.047268
"2006-05-12",50.69405,50.846516,49.58107,49.695415,12730400,30.26273
"2006-05-15",49.016956,49.199909,47.759132,48.422348,17493200,29.487488
"2006-05-16",48.788261,50.09182,48.597679,49.276142,15211600,30.00741
"2006-05-17",49.283764,49.878372,47.926842,48.414726,16636200,29.482847
"2006-05-18",48.407101,48.52145,47.583801,47.599045,12774600,29.203278
"2006-05-19",47.599045,48.422348,46.615658,47.812496,15678500,29.334234
"2006-05-22",47.286495,48.2089,46.516556,47.698147,15161800,29.264067
