"","FAST.Open","FAST.High","FAST.Low","FAST.Close","FAST.Volume","FAST.Adjusted"
"2010-08-26",11.5175,11.5825,11.365,11.3725,6969600,9.055833
"2010-08-27",11.4275,11.5,11.18,11.49,6381200,9.149397
"2010-08-30",11.4225,11.515,11.2725,11.2725,3285200,8.976201
"2010-08-31",11.25,11.44,11.16,11.3175,7908800,9.012035
"2010-09-01",11.5575,11.84,11.4275,11.795,5338800,9.392265
"2010-09-02",11.7625,12.2675,11.7625,12.2425,6594800,9.748605
"2010-09-03",12.43,12.4775,12.12,12.34,4990400,9.826242
"2010-09-07",12.215,12.31,12.1675,12.195,4121600,9.71078
"2010-09-08",12.25,12.4975,12.2375,12.425,5031200,9.893929
"2010-09-09",12.5475,12.63,12.4825,12.58,4375600,10.017353
"2010-09-10",12.6225,12.7775,12.58,12.73,3188000,10.136797
"2010-09-13",12.85,12.9875,12.7925,12.905,4735600,10.276149
"2010-09-14",12.8475,12.99,12.7875,12.9075,3682800,10.278141
"2010-09-15",12.8125,12.9425,12.71,12.9225,4252400,10.290086
"2010-09-16",12.9175,12.9525,12.725,12.7925,3701200,10.186566
"2010-09-17",12.87,12.9475,12.735,12.885,20160800,10.260222
"2010-09-20",12.8925,13.0725,12.85,13.0525,4542400,10.393603
"2010-09-21",13.0275,13.1,12.9525,13,3265600,10.351794
"2010-09-22",13.025,13.335,12.96,13.045,5772000,10.387632
"2010-09-23",12.95,13.155,12.91,12.985,3160000,10.339852
"2010-09-24",13.1825,13.425,13.1125,13.3525,3914000,10.632488
"2010-09-27",13.34,13.345,13.18,13.215,2928000,10.523
"2010-09-28",13.2975,13.49,13,13.45,4672800,10.710129
"2010-09-29",13.375,13.4825,13.3025,13.4125,2922000,10.680267
"2010-09-30",13.545,13.645,13.19,13.2975,3914000,10.588694
"2010-10-01",13.4,13.4675,13.225,13.345,3416800,10.626516
"2010-10-04",13.3375,13.45,13.04,13.16,2764800,10.479204
"2010-10-05",13.365,13.6025,13.35,13.4975,3822400,10.747954
"2010-10-06",13.4825,13.595,13.385,13.49,2676800,10.74198
"2010-10-07",13.5225,13.56,13.3025,13.4225,2967200,10.688231
"2010-10-08",13.4625,13.6925,13.3575,13.63,3152800,10.853461
"2010-10-11",13.6275,13.73,13.52,13.6875,3626800,10.899248
"2010-10-12",13.385,13.4375,12.8675,13.01,13668000,10.359758
"2010-10-13",13.09,13.265,13.0125,13.1875,6638400,10.501102
"2010-10-14",13.205,13.28,13.085,13.1775,4802800,10.493139
"2010-10-15",13.32,13.32,12.9175,13.025,7411600,10.371704
"2010-10-18",13.005,13.095,12.925,12.9725,2677600,10.3299
"2010-10-19",12.865,13.0525,12.7925,12.9175,5096800,10.286105
"2010-10-20",12.9675,13.1475,12.955,13.1,2672000,10.431428
"2010-10-21",13.1375,13.28,13.04,13.225,3257200,10.530963
"2010-10-22",13.4175,13.4225,13.1,13.225,1988400,10.530963
"2010-10-25",13.3175,13.3925,13.145,13.155,3010800,10.475224
"2010-10-26",13.085,13.2725,12.9575,13.125,2386000,10.451337
"2010-10-27",12.9975,13.0675,12.7125,12.8275,4781200,10.214436
"2010-10-28",12.895,12.98,12.725,12.84,3068800,10.224393
"2010-10-29",12.8225,12.925,12.6825,12.87,2087200,10.248281
"2010-11-01",12.92,13.1125,12.8825,12.94,3358000,10.304019
"2010-11-02",13.0425,13.2825,12.9675,13.275,3049600,10.570775
"2010-11-03",13.28,13.335,13.0575,13.305,3509600,10.594666
"2010-11-04",13.475,13.4975,13.285,13.4375,4329200,10.700171
"2010-11-05",13.4825,13.5,13.37,13.435,2023600,10.698182
"2010-11-08",13.4025,13.4425,13.2525,13.295,2894400,10.586703
"2010-11-09",13.2925,13.3375,13.1625,13.25,2717200,10.550868
"2010-11-10",13.2475,13.4,13.1625,13.36,2028000,10.638461
"2010-11-11",13.2275,13.3625,13.125,13.34,2188000,10.622535
"2010-11-12",13.2675,13.2875,12.9675,13.0825,2957200,10.417488
"2010-11-15",13.16,13.34,12.9825,13.16,2954000,10.479204
"2010-11-16",13.06,13.1325,12.735,12.805,4597200,10.196521
"2010-11-17",12.78,12.92,12.725,12.8875,3426000,10.262215
"2010-11-18",13.0225,13.2375,13,13.0075,4186400,10.357768
"2010-11-19",13.025,13.1425,12.9,13.1175,3360000,10.445363
"2010-11-22",13.0125,13.2475,12.96,13.2175,2996800,10.609919
"2010-11-23",13.07,13.17,12.97,13.1625,3377600,10.565765
"2010-11-24",13.23,13.5675,13.23,13.4975,3871600,10.834681
"2010-11-26",13.365,13.555,13.3275,13.505,1824800,10.840699
"2010-11-29",13.375,13.545,13.25,13.495,2867200,10.832674
"2010-11-30",13.31,13.53,13.2775,13.38,4079600,10.740359
"2010-12-01",13.5825,13.905,13.5625,13.735,4720000,11.025325
"2010-12-02",13.685,14.23,13.685,14.23,4210000,11.422668
"2010-12-03",14.195,14.4975,14.1275,14.445,5401600,11.595251
"2010-12-06",14.4725,14.5625,14.3075,14.465,3932000,11.611312
"2010-12-07",14.6525,14.7925,14.59,14.64,5089200,11.751783
"2010-12-08",14.6125,14.6825,14.5475,14.63,2287600,11.743757
"2010-12-09",14.6325,14.68,14.5075,14.5675,2862800,11.693586
"2010-12-10",14.605,14.8375,14.555,14.7925,2547200,11.874197
"2010-12-13",14.83,14.84,14.6275,14.72,3390400,11.816002
"2010-12-14",14.75,14.85,14.6475,14.7475,2572000,11.838077
"2010-12-15",14.7675,14.9975,14.73,14.785,2919600,11.868176
"2010-12-16",14.7675,14.8775,14.6975,14.795,3848000,11.876204
"2010-12-17",14.8825,14.985,14.8125,14.885,6151600,11.948448
"2010-12-20",14.975,14.9825,14.8475,14.8975,2341200,11.958486
"2010-12-21",14.97,15.0125,14.89,14.9675,2798400,12.014676
"2010-12-22",14.975,15.0375,14.865,14.9,268000,11.960489
"2010-12-23",14.85,14.9425,14.8025,14.8675,1148800,11.934402
"2010-12-27",14.78,14.9825,14.625,14.9325,2092800,11.986577
"2010-12-28",14.9225,14.9625,14.855,14.915,1731200,11.972531
"2010-12-29",14.905,15.0625,14.8775,14.995,1704000,12.03675
"2010-12-30",14.98,15.0975,14.9075,15.0275,2230800,12.062837
"2010-12-31",15.0025,15.085,14.8775,14.9775,2024000,12.022703
"2011-01-03",15.1375,15.3825,15.125,15.2125,3795600,12.211339
"2011-01-04",15.1875,15.1975,14.8025,14.955,6079600,12.00464
"2011-01-05",14.9,15.225,14.8725,15.02,3242400,12.056818
"2011-01-06",15,15.0175,14.8075,14.8425,3132800,11.914333
"2011-01-07",14.9,14.9675,14.7125,14.82,2786000,11.896271
"2011-01-10",14.725,14.8375,14.605,14.805,1916000,11.884233
"2011-01-11",14.86,14.9975,14.725,14.85,3814000,11.920354
"2011-01-12",14.98,15,14.6075,14.695,4540000,11.795933
"2011-01-13",14.695,14.75,14.585,14.7025,5727600,11.801952
"2011-01-14",14.6575,14.9825,14.6575,14.9725,3343200,12.018687
"2011-01-18",14.73,15.295,14.5675,15.2375,8397200,12.231408
"2011-01-19",14.885,15.03,14.7,14.94,5531200,11.992598
"2011-01-20",14.96,15.055,14.8875,14.97,3820000,12.01668
"2011-01-21",15.035,15.09,14.795,14.8775,3150400,11.942429
"2011-01-24",14.8675,15.025,14.825,15,2253200,12.04076
"2011-01-25",14.835,14.915,14.6175,14.81,3745200,11.888245
"2011-01-26",14.805,14.945,14.715,14.8675,2767200,11.934402
"2011-01-27",14.825,15.0175,14.7625,15.0025,3270800,12.042772
"2011-01-28",15.0625,15.0725,14.4025,14.44,5324400,11.591242
"2011-01-31",14.4575,14.5975,14.42,14.515,4617200,11.651442
"2011-02-01",14.5975,14.925,14.54,14.87,3615200,11.936408
"2011-02-02",14.8125,14.9425,14.705,14.7375,2616800,11.830049
"2011-02-03",14.685,15.135,14.685,15.0975,3666400,12.119028
"2011-02-04",15.125,15.455,15.0925,15.395,3776000,12.357836
"2011-02-07",15.4325,15.5425,15.3575,15.495,3660800,12.438107
"2011-02-08",15.535,15.6425,15.52,15.635,2726400,12.550488
"2011-02-09",15.6175,15.73,15.545,15.67,2045600,12.578583
"2011-02-10",15.5975,15.8725,15.5975,15.8525,2617600,12.725077
"2011-02-11",15.6675,15.84,15.57,15.84,2163200,12.816101
"2011-02-14",15.85,15.86,15.7025,15.7725,4072000,12.761486
"2011-02-15",15.7225,15.775,15.6675,15.7125,1412800,12.712941
"2011-02-16",15.7675,15.89,15.69,15.79,3162000,12.775646
"2011-02-17",15.745,15.8425,15.7025,15.7725,2657600,12.761486
"2011-02-18",15.7875,15.935,15.6825,15.925,3378000,12.884875
"2011-02-22",15.7475,15.9325,15.5075,15.545,3451200,12.577415
"2011-02-23",15.5575,15.5825,15.0775,15.24,3836000,12.330642
"2011-02-24",15.225,15.3875,15.0125,15.2125,2915200,12.308395
"2011-02-25",15.31,15.39,15.24,15.3775,1916800,12.441895
"2011-02-28",15.4275,15.565,15.3775,15.5325,2668000,12.567306
"2011-03-01",15.54,15.6025,15.0125,15.1425,5146000,12.251758
"2011-03-02",15.1325,15.2875,15.0325,15.1475,2908400,12.255802
"2011-03-03",15.3375,15.705,15.33,15.5875,3337200,12.611805
"2011-03-04",15.5325,15.6225,15.3125,15.4625,2414000,12.510667
"2011-03-07",15.575,15.605,15.1375,15.315,2360400,12.391324
"2011-03-08",15.3325,15.67,15.2575,15.61,2463200,12.630011
"2011-03-09",15.5325,15.71,15.3825,15.6925,2050800,12.696759
"2011-03-10",15.465,15.55,15.325,15.3975,3373200,12.458076
"2011-03-11",15.3725,15.51,15.255,15.455,2360800,12.504601
"2011-03-14",15.3325,15.4475,15.1225,15.3125,2568400,12.389303
"2011-03-15",14.8525,15.225,14.7925,15.1275,4532000,12.239619
"2011-03-16",15.0375,15.04,14.75,14.885,5543200,12.043413
"2011-03-17",15.1025,15.2325,14.9975,15.12,3939200,12.233552
"2011-03-18",15.32,15.44,15.1925,15.2325,4045600,12.324575
"2011-03-21",15.45,15.59,15.3775,15.4925,1971200,12.534942
"2011-03-22",15.4775,15.4975,15.38,15.435,2565600,12.488419
"2011-03-23",15.4075,15.5925,15.2925,15.57,2077600,12.597648
"2011-03-24",15.63,15.7875,15.4925,15.73,2959600,12.727101
"2011-03-25",15.7975,15.945,15.685,15.8025,2918800,12.785762
"2011-03-28",15.835,15.945,15.775,15.79,2418000,12.775646
"2011-03-29",15.7675,16.030001,15.6725,15.9925,2962800,12.939488
"2011-03-30",16.125,16.1775,16.08,16.122499,2814400,13.044669
"2011-03-31",16.0825,16.219999,16.040001,16.2075,2461600,13.113447
"2011-04-01",16.264999,16.5375,16.237499,16.4625,4737200,13.319764
"2011-04-04",16.459999,16.530001,16.344999,16.530001,2818400,13.37438
"2011-04-05",16.4575,16.6975,16.452499,16.684999,4664800,13.499789
"2011-04-06",16.8925,17.4375,16.8925,17.1525,7732800,13.878045
"2011-04-07",17.112499,17.227501,16.932501,16.955,5960400,13.718245
"2011-04-08",17.004999,17.0625,16.67,16.8325,5709200,13.619131
"2011-04-11",16.9,16.9825,16.7775,16.875,5625600,13.653517
"2011-04-12",16.594999,16.807501,16.0075,16.135,9406400,13.054785
"2011-04-13",16.254999,16.487499,16.01,16.1675,5896400,13.13399
"2011-04-14",16.075001,16.309999,16.0175,16.2575,3041200,13.207105
"2011-04-15",16.355,16.355,16.115,16.237499,4112000,13.190856
"2011-04-18",15.9375,16.0725,15.8175,15.935,3944000,12.945118
"2011-04-19",16.040001,16.040001,15.79,15.89,3230400,12.908562
"2011-04-20",16.092501,16.360001,16.09,16.209999,4630400,13.168516
"2011-04-21",16.2925,16.4375,16.2775,16.385,2675600,13.310684
"2011-04-25",16.475,16.495001,16.2875,16.325001,2063200,13.261939
"2011-04-26",16.440001,16.5875,16.377501,16.5275,2492000,13.426441
"2011-04-27",16.532499,16.827499,16.487499,16.817499,3573200,13.66203
"2011-04-28",16.885,16.9275,16.657499,16.775,2469600,13.627503
"2011-04-29",16.807501,16.915001,16.7575,16.772499,4312000,13.625471
"2011-05-02",16.785,16.8925,16.592501,16.7225,3103200,13.584857
"2011-05-03",16.695,16.805,16.434999,16.5625,2719200,13.454877
"2011-05-04",16.522499,16.6175,16.377501,16.555,4424800,13.448785
"2011-05-05",16.477501,16.782499,16.3475,16.48,3806000,13.387857
"2011-05-06",16.6675,16.852501,16.522499,16.59,3548400,13.47722
"2011-05-09",16.605,16.8825,16.584999,16.695,2246400,13.562519
"2011-05-10",16.785,16.875,16.702499,16.8325,2289600,13.674219
"2011-05-11",16.8375,16.870001,16.4025,16.594999,3504800,13.481277
"2011-05-12",16.5725,16.7875,16.4575,16.76,2128000,13.615323
"2011-05-13",16.775,16.8025,16.4825,16.6525,2640000,13.52799
"2011-05-16",16.5525,16.647499,16.512501,16.5725,3181200,13.463003
"2011-05-17",16.522499,16.57,16.3125,16.434999,2328400,13.3513
"2011-05-18",16.415001,16.6325,16.352501,16.584999,2035600,13.473157
"2011-05-19",16.6975,16.7575,16.495001,16.584999,2159600,13.473157
"2011-05-20",16.5825,16.5825,16.285,16.4275,4092000,13.345207
"2011-05-23",16.309999,16.49,16.01,16.200001,2800000,13.160395
"2011-05-24",16.275,16.355,16.065001,16.16,2035000,13.127899
"2011-05-25",16.15,16.545,16.055,16.465,2743800,13.375675
"2011-05-26",16.360001,16.584999,16.264999,16.51,2411400,13.412229
"2011-05-27",16.465,16.615,16.389999,16.424999,2313000,13.343176
"2011-05-31",16.635,16.66,16.309999,16.59,5520800,13.47722
"2011-06-01",16.555,16.58,15.835,15.845,3493000,12.872003
"2011-06-02",15.815,15.975,15.75,15.905,3581400,12.920746
"2011-06-03",15.685,16.014999,15.62,15.68,4312400,12.737964
"2011-06-06",15.605,15.815,15.595,15.69,2424000,12.746087
"2011-06-07",15.765,15.87,15.655,15.69,2358000,12.746087
"2011-06-08",15.645,15.73,15.575,15.63,2269000,12.697345
"2011-06-09",15.67,15.755,15.565,15.67,2150000,12.729838
"2011-06-10",15.645,15.69,15.465,15.485,2221200,12.579549
"2011-06-13",15.545,15.735,15.5,15.655,3161800,12.717653
"2011-06-14",15.79,16.165001,15.725,16.129999,2715200,13.103525
"2011-06-15",15.95,16.16,15.87,15.92,3451800,12.932929
"2011-06-16",15.925,16.285,15.85,16.23,5411400,13.184768
"2011-06-17",16.52,16.540001,16.325001,16.405001,5752800,13.326927
"2011-06-20",16.33,16.645,16.33,16.545,2224400,13.44066
"2011-06-21",16.620001,16.92,16.545,16.91,2724200,13.737172
"2011-06-22",16.870001,17,16.75,16.764999,2450400,13.619381
"2011-06-23",16.535,16.885,16.440001,16.85,2952200,13.688435
"2011-06-24",16.875,16.965,16.51,16.709999,5766200,13.574704
"2011-06-27",16.66,17.139999,16.540001,17.125,4635200,13.911836
"2011-06-28",17.215,17.844999,17.184999,17.815001,7991400,14.472375
"2011-06-29",17.985001,18.110001,17.719999,18.004999,6067200,14.626718
"2011-06-30",17.955,18.209999,17.924999,17.995001,6858600,14.618598
"2011-07-01",18.02,18.355,18,18.325001,5884200,14.886684
"2011-07-05",18.35,18.365,18.155001,18.295,3914600,14.862303
"2011-07-06",18.299999,18.365,18.174999,18.235001,5297400,14.81357
"2011-07-07",18.16,18.4,18.105,18.275,6109000,14.846063
"2011-07-08",18.075001,18.334999,17.995001,18.315001,3826800,14.878557
"2011-07-11",18.1,18.165001,17.860001,18,5466600,14.622661
"2011-07-12",17.865,17.995001,17.200001,17.24,10275200,14.005257
"2011-07-13",17.450001,17.549999,17.16,17.25,6154800,14.013386
"2011-07-14",17.360001,17.465,17.059999,17.120001,4116000,13.907775
"2011-07-15",17.18,17.280001,17.01,17.15,2892000,13.932147
"2011-07-18",17.065001,17.08,16.705,16.809999,3230000,13.655936
"2011-07-19",16.98,17.219999,16.924999,17.219999,3805400,13.989013
"2011-07-20",17.195,17.205,17.014999,17.09,3038000,13.883406
"2011-07-21",17.025,17.434999,17.025,17.235001,3331600,14.054653
"2011-07-22",17.215,17.27,17.049999,17.125,2278600,13.96495
"2011-07-25",17.02,17.209999,16.945,17.16,3267200,13.993492
"2011-07-26",17.145,17.145,16.805,16.915001,3183800,13.793699
"2011-07-27",16.84,16.889999,16.434999,16.635,6556800,13.56537
"2011-07-28",16.620001,17.145,16.610001,16.93,5955200,13.805936
"2011-07-29",16.75,17.02,16.58,16.825001,3739600,13.720307
"2011-08-01",17.040001,17.084999,16.309999,16.459999,5415800,13.422663
"2011-08-02",16.33,16.455,15.77,15.775,6831200,12.864063
"2011-08-03",15.76,16.344999,15.39,16.280001,8587600,13.275877
"2011-08-04",16.045,16.245001,15.63,15.635,8417400,12.749902
"2011-08-05",15.88,16.125,15.39,15.795,12040400,12.880375
"2011-08-08",15.43,15.655,14.705,14.735,10374000,12.015974
"2011-08-09",15.09,15.665,14.57,15.635,9464600,12.749902
"2011-08-10",15.34,15.565,14.965,14.98,8654000,12.215762
"2011-08-11",15.08,16.1,15.035,15.855,6523200,12.929303
"2011-08-12",15.98,16.26,15.775,16.174999,4825800,13.190253
"2011-08-15",16.24,16.385,16.01,16.385,4253600,13.361501
"2011-08-16",16.295,16.48,16.035,16.25,4911200,13.251411
"2011-08-17",16.325001,16.405001,15.825,16.014999,3992400,13.059774
"2011-08-18",15.545,15.59,14.85,14.985,7692200,12.219839
"2011-08-19",14.78,15.335,14.775,14.93,6558000,12.174989
"2011-08-22",15.255,15.335,14.94,15.055,4275400,12.276924
"2011-08-23",15.105,15.625,15.035,15.615,5033000,12.73359
"2011-08-24",15.535,15.865,15.43,15.835,4602400,12.912992
"2011-08-25",15.955,16,15.41,15.47,3719000,12.615346
"2011-08-26",15.405,16.1,15.195,16.084999,4747400,13.116858
"2011-08-29",16.455,16.51,16.225,16.504999,3151200,13.459359
"2011-08-30",16.424999,16.860001,16.375,16.745001,3643600,13.655075
"2011-08-31",16.825001,17.165001,16.530001,16.735001,6040200,13.646916
"2011-09-01",16.75,16.975,16.450001,16.48,4477400,13.438972
"2011-09-02",16.09,16.299999,15.945,16.030001,3193000,13.07201
"2011-09-06",15.55,16.15,15.33,16.110001,4989000,13.137249
"2011-09-07",16.334999,16.545,16.094999,16.530001,5074000,13.479745
"2011-09-08",16.475,16.594999,16.24,16.33,2992200,13.316652
"2011-09-09",16.135,16.32,15.94,16.155001,5498000,13.173941
"2011-09-12",15.88,16.424999,15.88,16.4,4836800,13.373732
"2011-09-13",16.459999,17.209999,16.275,17.174999,8097600,14.005723
"2011-09-14",17.245001,17.795,17,17.59,10200400,14.344141
"2011-09-15",17.85,17.969999,17.565001,17.950001,6524400,14.637715
"2011-09-16",18.02,18.355,17.84,18.155001,8709000,14.804889
"2011-09-19",17.955,18.4,17.735001,18.245001,6035200,14.878279
"2011-09-20",18.32,18.889999,18.155001,18.309999,7316600,14.931281
"2011-09-21",18.309999,18.5,17.92,17.93,5710400,14.621409
"2011-09-22",17.485001,17.745001,17.030001,17.24,9354000,14.058727
"2011-09-23",17.129999,17.43,17.07,17.225,4907400,14.046499
"2011-09-26",17.41,17.465,16.950001,17.465,5199400,14.24221
"2011-09-27",17.85,17.98,17.475,17.584999,7513200,14.340069
"2011-09-28",17.695,17.82,17.1,17.115,5113200,13.956797
"2011-09-29",17.48,17.6,16.690001,17.09,5457000,13.936412
"2011-09-30",16.915001,17.059999,16.639999,16.639999,5957000,13.569448
"2011-10-03",16.450001,16.715,16.105,16.115,8334000,13.141323
"2011-10-04",15.935,16.76,15.62,16.725,8209800,13.638762
"2011-10-05",16.725,17.115,16.49,17.059999,5050800,13.911943
"2011-10-06",16.82,17.094999,16.575001,17.055,7612800,13.907866
"2011-10-07",17.02,17.1,16.745001,16.775,7074600,13.679534
"2011-10-10",17.139999,17.440001,17.07,17.4,4402600,14.189207
"2011-10-11",17.385,17.535,17.254999,17.379999,4586200,14.172894
"2011-10-12",17.49,17.629999,17.295,17.309999,9230600,14.115815
"2011-10-13",17.190001,17.225,16.129999,16.85,8774000,13.740697
"2011-10-14",16.98,17,16.440001,16.700001,6007000,13.618379
"2011-10-17",16.65,16.85,16.57,16.690001,4344800,13.610223
"2011-10-18",16.75,17.225,16.639999,17.094999,4992800,13.940484
"2011-10-19",17.07,17.42,16.985001,17.045,4907800,13.899711
"2011-10-20",17.120001,17.424999,16.995001,17.309999,5112200,14.115815
"2011-10-21",17.514999,17.83,17.42,17.754999,4988400,14.478696
"2011-10-24",17.73,18.219999,17.73,18.125,4288800,14.838924
"2011-10-25",18.035,18.145,17.790001,17.934999,4692400,14.683373
"2011-10-26",18.139999,18.295,17.73,17.945,4722800,14.691559
"2011-10-27",18.389999,19.485001,18.389999,19.17,10288600,15.694467
"2011-10-28",19.57,19.57,18.965,19.309999,5538400,15.809083
"2011-10-31",19.02,19.555,18.945,19.045,6463800,15.59213
"2011-11-01",18.584999,18.975,18.379999,18.6,6409200,15.227805
"2011-11-02",18.809999,19.235001,18.735001,19.129999,5364400,15.661717
"2011-11-03",19.295,20.1,19.285,20.065001,8522400,16.427204
"2011-11-04",19.91,20.24,19.735001,20.135,4579600,16.484514
"2011-11-07",20.065001,20.275,19.700001,19.879999,5034600,16.275743
"2011-11-08",20.084999,20.334999,19.85,20.299999,4175200,16.619596
"2011-11-09",19.735001,20.135,19.625,19.674999,4964800,16.10791
"2011-11-10",19.955,20.25,19.84,20.08,3176200,16.43948
"2011-11-11",20.35,20.690001,20.26,20.59,3627600,16.857025
"2011-11-14",20.485001,20.75,20.389999,20.615,2916800,16.877485
"2011-11-15",20.545,20.825001,20.385,20.73,2977800,16.971636
"2011-11-16",20.485001,20.77,20.355,20.395,4860800,16.697367
"2011-11-17",20.299999,20.48,19.9,20,5091200,16.373981
"2011-11-18",19.975,20.115,19.885,20.02,3703600,16.390364
"2011-11-21",19.860001,19.959999,19.575001,19.700001,4364000,16.128374
"2011-11-22",19.764999,19.91,19.565001,19.695,3171200,16.124283
"2011-11-23",19.545,19.639999,19.285,19.315001,3041800,15.81318
"2011-11-25",19.174999,19.475,19.115,19.209999,1085000,15.727211
"2011-11-28",19.815001,19.98,19.620001,19.924999,2645200,16.312582
"2011-11-29",19.950001,20.225,19.825001,20.075001,4130800,16.43539
"2011-11-30",20.639999,21.08,20.540001,20.825001,5984000,17.049412
"2011-12-01",20.9,21.17,20.709999,20.885,2821800,17.098534
"2011-12-02",21.059999,21.225,20.75,20.799999,3921200,17.028944
"2011-12-05",21.174999,21.325001,21.049999,21.275,6673800,17.417828
"2011-12-06",21.375,21.52,21.225,21.264999,4709000,17.409641
"2011-12-07",20.92,21,20.68,20.799999,5686400,17.028944
"2011-12-08",20.459999,20.889999,20.459999,20.549999,5907800,16.824266
"2011-12-09",20.735001,21.135,20.655001,21.025,3802200,17.213156
"2011-12-12",20.77,20.82,20.309999,20.514999,4711800,16.795612
"2011-12-13",20.67,20.764999,20.08,20.184999,3965800,16.525446
"2011-12-14",20.125,20.245001,19.98,20.145,3997400,16.492695
"2011-12-15",20.34,20.495001,20.145,20.379999,2968800,16.685087
"2011-12-16",20.59,21.040001,20.475,20.709999,5748800,16.955263
"2011-12-19",21.055,21.129999,20.67,20.75,2740800,16.988005
"2011-12-20",21.094999,21.705,21.030001,21.615,4549000,17.69619
"2011-12-21",21.625,21.725,21.370001,21.559999,3572800,17.651159
"2011-12-22",21.555,21.65,21.34,21.43,2344400,17.544727
"2011-12-23",21.455,21.844999,21.424999,21.844999,1561400,17.884487
"2011-12-27",21.85,22.035,21.66,21.940001,1636600,17.962261
"2011-12-28",21.99,22.139999,21.745001,21.875,3214200,17.909052
"2011-12-29",21.93,22.200001,21.92,22.16,2242400,18.142378
"2011-12-30",22.115,22.155001,21.795,21.805,2153600,17.851734
"2012-01-03",22.344999,22.465,21.719999,21.879999,5185600,17.913136
"2012-01-04",21.855,22.205,21.625,22.18,4571400,18.158751
"2012-01-05",22.15,22.58,21.91,22.565001,3506400,18.473951
"2012-01-06",22.594999,22.719999,22.385,22.605,3722400,18.506699
"2012-01-09",22.625,22.709999,22.450001,22.584999,4080800,18.49032
"2012-01-10",22.754999,22.905001,22.215,22.504999,5339800,18.424831
"2012-01-11",22.504999,22.705,22.375,22.610001,3191400,18.510792
"2012-01-12",22.700001,23.045,22.639999,22.93,6339200,18.772778
"2012-01-13",22.825001,23.33,22.695,23.295,5629800,19.071602
"2012-01-17",23.625,23.795,23.27,23.395,7185000,19.153473
"2012-01-18",22.700001,23.055,22.395,22.764999,10509800,18.637693
"2012-01-19",22.9,22.995001,22.695,22.870001,7048000,18.723652
"2012-01-20",22.805,22.99,22.690001,22.93,5932800,18.772778
"2012-01-23",22.934999,23.495001,22.905001,23.035,5975400,18.858742
"2012-01-24",23.040001,23.434999,22.905001,23.43,3722600,19.182125
"2012-01-25",23.370001,23.434999,23.01,23.370001,4913000,19.133005
"2012-01-26",23.559999,23.59,23.264999,23.389999,3511000,19.149374
"2012-01-27",23.33,23.48,23.18,23.344999,3078400,19.112535
"2012-01-30",23.09,23.415001,22.934999,23.315001,2900000,19.157728
"2012-01-31",23.445,23.535,23.24,23.34,3910800,19.178267
"2012-02-01",23.605,23.700001,23.5,23.535,3872800,19.338499
"2012-02-02",23.58,23.695,23.424999,23.485001,2931200,19.297413
"2012-02-03",23.805,24.16,23.73,24.15,4928800,19.84384
"2012-02-06",24.120001,24.280001,23.92,24.030001,2895200,19.745243
"2012-02-07",23.91,24.15,23.709999,24.040001,5830600,19.753452
"2012-02-08",24.065001,24.434999,23.934999,24.415001,5130600,20.061588
"2012-02-09",24.450001,24.48,23.905001,24.105,4279000,19.806866
"2012-02-10",23.959999,24.235001,23.795,24.209999,3515600,19.893139
"2012-02-13",24.475,25.315001,24.43,25.290001,6377200,20.780571
"2012-02-14",25.264999,25.790001,25.25,25.620001,6757400,21.051723
"2012-02-15",25.785,25.799999,25.254999,25.315001,4275400,20.801111
"2012-02-16",25.315001,25.684999,25.299999,25.41,3150600,20.879171
"2012-02-17",25.405001,25.575001,25.27,25.365,4561200,20.842196
"2012-02-21",25.424999,25.530001,25.174999,25.424999,2714400,20.891497
"2012-02-22",25.459999,25.66,25.344999,25.645,3005600,21.072269
"2012-02-23",25.545,25.985001,25.545,25.965,3228200,21.335209
"2012-02-24",26.049999,26.125,25.959999,25.985001,2766800,21.351646
"2012-02-27",25.965,26.395,25.950001,26.215,4870000,21.540632
"2012-02-28",26.309999,26.325001,26.065001,26.17,4710800,21.503653
"2012-02-29",26.205,26.41,26.084999,26.34,3337000,21.643345
"2012-03-01",26.455,26.504999,26.18,26.465,3977600,21.746056
"2012-03-02",26.455,26.575001,26.315001,26.549999,2873400,21.815893
"2012-03-05",26.565001,26.780001,26.440001,26.674999,4254000,21.918608
"2012-03-06",26.49,26.545,25.905001,26.084999,6256000,21.433815
"2012-03-07",26.105,26.455,26.040001,26.375,3220000,21.672106
"2012-03-08",26.605,26.67,26.325001,26.389999,5301200,21.684431
"2012-03-09",26.485001,26.575001,26.219999,26.440001,4707400,21.725515
"2012-03-12",26.495001,26.549999,26.375,26.415001,2486200,21.704975
"2012-03-13",26.5,26.665001,26.235001,26.645,4491400,21.893961
"2012-03-14",26.715,26.799999,26.26,26.415001,3561600,21.704975
"2012-03-15",26.415001,26.450001,25.985001,26.275,5080800,21.589935
"2012-03-16",26.209999,26.375,26.07,26.110001,6362000,21.454355
"2012-03-19",26.025,26.07,25.764999,26.004999,4788800,21.368069
"2012-03-20",25.92,26.504999,25.690001,26.43,4077400,21.717293
"2012-03-21",26.43,27.120001,26.43,26.965,5058200,22.156898
"2012-03-22",26.855,26.99,26.620001,26.855,3961000,22.066515
"2012-03-23",26.885,26.975,26.575001,26.82,3305000,22.037756
"2012-03-26",27.035,27.360001,27.035,27.285,3845200,22.41984
"2012-03-27",27.355,27.525,27.24,27.295,2894600,22.428059
