"","ESV.Open","ESV.High","ESV.Low","ESV.Close","ESV.Volume","ESV.Adjusted"
"2009-04-27",127.239998,127.239998,121.32,123.199997,998400,97.035385
"2009-04-28",121.040001,121.32,117.800003,118.400002,818500,93.254761
"2009-04-29",119.559998,121.599998,118.559998,119.440002,1717900,94.073921
"2009-04-30",120.400002,120.919998,112.279999,113.120003,1434600,89.096115
"2009-05-01",113.160004,121.839996,113.160004,119.959999,906900,94.483444
"2009-05-04",120.32,130.080002,120,130.080002,1234500,102.454254
"2009-05-05",128,130.880005,126.32,130.440002,949900,102.737778
"2009-05-06",133.279999,134.559998,130.559998,132.559998,955500,104.407539
"2009-05-07",137.559998,139.479996,124.400002,126.879997,954600,99.93383
"2009-05-08",129.960007,138.960007,129.240005,137.320007,812600,108.156647
"2009-05-11",135.440002,135.440002,128.199997,130.839996,813100,103.052841
"2009-05-12",132.320007,133.559998,127.599998,131.520004,788900,103.588402
"2009-05-13",129.240005,130.039993,122.440002,124.360001,989300,97.949028
"2009-05-14",122.519997,128.080002,122.160004,126.279999,658700,99.461235
"2009-05-15",126,127.440002,121,122.199997,586100,96.247742
"2009-05-18",126.120003,131.320007,125.160004,131.119995,737200,103.273376
"2009-05-19",132.399994,137.399994,131.039993,135.320007,926900,106.58139
"2009-05-20",137.320007,142.960007,137.320007,138.960007,1075100,109.44838
"2009-05-21",135.080002,136.199997,131,133.279999,805300,104.974632
"2009-05-22",136.479996,141.960007,133.279999,139.440002,1049500,109.826431
"2009-05-26",137.800003,145.160004,135.320007,144.279999,931600,113.638512
"2009-05-27",145.279999,148.240005,142.720001,143.119995,1029700,112.724869
"2009-05-28",144,152.080002,142.479996,150.559998,785100,118.584793
"2009-05-29",153.119995,156.279999,151.639999,155.559998,1398000,122.522942
"2009-06-01",159.520004,166.520004,159.440002,165.160004,1215400,130.084106
"2009-06-02",164.720001,165.800003,160.919998,165.360001,1206600,130.241653
"2009-06-03",161.639999,161.839996,152.800003,155.240005,1042100,122.270866
"2009-06-04",158.199997,161.279999,154.600006,160.160004,919500,126.22728
"2009-06-05",162.080002,163.399994,152.479996,154.600006,1165400,121.845284
"2009-06-08",153.240005,157.240005,149.240005,156.320007,780100,123.200874
"2009-06-09",158.839996,162.679993,156.880005,160.679993,689400,126.637131
"2009-06-10",164.960007,164.960007,159.720001,161.880005,737500,127.582878
"2009-06-11",162,169.880005,161.119995,166.479996,885200,131.208359
"2009-06-12",163.600006,164,160.800003,163.240005,566800,128.654739
"2009-06-15",160.839996,160.839996,154.600006,157.559998,768900,124.178154
"2009-06-16",159.520004,162.080002,152.800003,152.960007,888800,120.55275
"2009-06-17",151.720001,153.039993,145.119995,149.360001,956100,117.715454
"2009-06-18",148.919998,152.279999,146.320007,147.759995,731100,116.454453
"2009-06-19",150.240005,151.240005,144.479996,146.520004,775700,115.477142
"2009-06-22",142.080002,142.679993,135.479996,135.800003,795800,107.028374
"2009-06-23",136.759995,139.240005,132.080002,135.399994,1066000,106.713127
"2009-06-24",135.600006,139.119995,134.800003,135.880005,1102700,107.091454
"2009-06-25",135.919998,142.119995,135.559998,141.119995,716600,111.22126
"2009-06-26",141.279999,142.160004,138.119995,141.320007,1028400,111.378876
"2009-06-29",142.399994,144.199997,140.839996,141.720001,992700,111.694153
"2009-06-30",140.559998,145.160004,138.399994,139.479996,908600,109.928711
"2009-07-01",141.240005,143.479996,139.639999,139.919998,693300,110.27549
"2009-07-02",137.199997,137.199997,132,134.240005,779900,105.79892
"2009-07-06",131.279999,134.800003,129.039993,134.520004,732200,106.019585
"2009-07-07",135.479996,135.720001,130.440002,130.800003,757500,103.08773
"2009-07-08",130.600006,135.919998,130.199997,135.360001,1467100,106.681625
"2009-07-09",136.839996,142.919998,136.440002,140.199997,1090500,110.496162
"2009-07-10",137.399994,141.039993,136.559998,139.440002,890600,109.897194
"2009-07-13",138.320007,142.440002,135.160004,142.360001,802800,112.19854
"2009-07-14",145.520004,146.360001,141.360001,143.600006,1051100,113.17585
"2009-07-15",147.520004,152.600006,147.160004,152.160004,976000,119.922218
"2009-07-16",147.199997,150.800003,145.759995,149.520004,1258500,117.84156
"2009-07-17",148.960007,150.919998,147.360001,149.720001,796500,117.999184
"2009-07-20",151.919998,156.279999,150.600006,156.119995,806600,123.043266
"2009-07-21",157.440002,160,152.559998,157.080002,694800,123.799812
"2009-07-22",154.639999,155.600006,152.360001,153.679993,861200,121.120193
"2009-07-23",154.960007,159.960007,153.639999,158.919998,1071400,125.250015
"2009-07-24",155.559998,160.399994,155.039993,160.199997,673900,126.25882
"2009-07-27",162.039993,163.600006,158.520004,160,804300,126.101181
"2009-07-28",158.240005,159.119995,153.479996,157.600006,758700,124.209694
"2009-07-29",153.080002,153.520004,146.839996,148.240005,1211900,116.832764
"2009-07-30",150.360001,154.960007,150.360001,152.320007,804900,120.048347
"2009-07-31",150.960007,153.039993,147.639999,151.559998,808100,119.449356
"2009-08-03",155.479996,157.919998,155.479996,156.839996,821300,123.61068
"2009-08-04",153.440002,158.360001,151.559998,155.559998,829300,122.601929
"2009-08-05",154.160004,155.320007,150.720001,153.880005,613300,121.277847
"2009-08-06",154.679993,155.119995,149.479996,151.520004,593400,119.417831
"2009-08-07",152.720001,155.080002,149.679993,153.639999,566800,121.088661
"2009-08-10",153.199997,154.520004,151.399994,153.240005,301000,120.773453
"2009-08-11",151,152,147,147.279999,522800,116.076126
"2009-08-12",147.440002,152.880005,147.360001,151.520004,565600,119.417831
"2009-08-13",153.919998,155.759995,150.800003,154.800003,520500,122.002922
"2009-08-14",154.080002,155.199997,147.960007,149.919998,375900,118.156807
"2009-08-17",146.440002,146.440002,141.399994,142.440002,583000,112.261566
"2009-08-18",142.399994,146.759995,142,146.320007,409200,115.319595
"2009-08-19",144,151.919998,143,149.600006,725200,117.90464
"2009-08-20",149.759995,152.800003,149.199997,150.720001,419100,118.787308
"2009-08-21",152.880005,155.839996,151.880005,155.399994,354100,122.475777
"2009-08-24",157.800003,158.600006,155.559998,157.199997,356800,123.894424
"2009-08-25",158,158.399994,152.520004,154.080002,485600,121.43544
"2009-08-26",153.039993,154.360001,150.960007,152.600006,422300,120.26902
"2009-08-27",151.199997,152.320007,146.639999,152.080002,526700,119.859207
"2009-08-28",154.240005,155.119995,150.520004,152.559998,269600,120.237511
"2009-08-31",149.039993,150.399994,146.639999,147.600006,570500,116.328331
"2009-09-01",147.800003,151.119995,143.399994,144.039993,600900,113.522591
"2009-09-02",144,145.320007,141.960007,142.240005,468200,112.18187
"2009-09-03",143.800003,146.479996,143.559998,145.960007,511500,115.115715
"2009-09-04",145.160004,150,145.039993,149.160004,364800,117.639519
"2009-09-08",149.080002,154,148.559998,152.320007,518800,120.13176
"2009-09-09",153.039993,156,150.839996,154.600006,637900,121.929955
"2009-09-10",154.839996,159.119995,153.600006,158,542800,124.611458
"2009-09-11",159.759995,163.679993,158.320007,163.559998,1029800,128.996552
"2009-09-14",161.399994,164.839996,159.720001,163.520004,1119000,128.96489
"2009-09-15",165.360001,167.679993,162.279999,167.119995,709700,131.804184
"2009-09-16",166.960007,171.199997,166.800003,170.559998,568000,134.517242
"2009-09-17",170.279999,170.800003,165.839996,166.960007,750000,131.67804
"2009-09-18",167.720001,168.600006,163.039993,165,651700,130.132172
"2009-09-21",159.919998,165.520004,158.720001,164.880005,479100,130.037537
"2009-09-22",167.800003,171.399994,166.520004,170.559998,610600,134.517242
"2009-09-23",171.479996,172.440002,166.360001,167.960007,649800,132.466736
"2009-09-24",167.559998,168,163.800003,166.080002,644600,130.983994
"2009-09-25",165.199997,167.119995,162.600006,165,690300,130.132172
"2009-09-28",165.960007,170.720001,165.320007,170.080002,387700,134.138672
"2009-09-29",169.279999,172,168.559998,170.919998,703800,134.801239
"2009-09-30",172.559998,172.559998,167.160004,170.160004,781700,134.201797
"2009-10-01",169.919998,171,162.960007,163.279999,738000,128.775696
"2009-10-02",160.880005,163,158.919998,160,561700,126.188835
"2009-10-05",160.479996,165.880005,160.039993,165.720001,493000,130.700027
"2009-10-06",168.399994,173.240005,168.080002,172.880005,597700,136.347031
"2009-10-07",172.880005,174,170,173.119995,551600,136.536301
"2009-10-08",174.160004,183.039993,173.279999,181.759995,933300,143.350479
"2009-10-09",180.639999,182.199997,178.759995,180.240005,443000,142.151703
"2009-10-12",183.119995,186.639999,183.119995,185.919998,748400,146.631409
"2009-10-13",186.320007,187.039993,183.960007,186.679993,1071200,147.230759
"2009-10-14",189.759995,190.960007,186.679993,188.440002,635000,148.618881
"2009-10-15",186.679993,193.399994,186.679993,193.360001,638200,152.499161
"2009-10-16",192,192,186.399994,189.160004,773300,149.186722
"2009-10-19",190.119995,197.039993,190.119995,195.919998,765800,154.518234
"2009-10-20",195.520004,196.119995,187.160004,191.039993,848400,150.669434
"2009-10-21",189.520004,196.440002,188.279999,190.160004,917900,149.975418
"2009-10-22",189.279999,197.520004,185.880005,196.759995,916500,155.180695
"2009-10-23",201.720001,205.199997,199.559998,201.279999,1529900,158.745514
"2009-10-26",201.279999,205.199997,194.800003,195.720001,1176700,154.360413
"2009-10-27",195.080002,197.679993,192.679993,195.240005,701000,153.981873
"2009-10-28",195.279999,195.279999,182.839996,183.679993,953400,144.8647
"2009-10-29",185.440002,193.600006,185.399994,192.720001,626300,151.994415
"2009-10-30",191.800003,191.800003,181,183.160004,693900,144.454651
"2009-11-02",183.880005,188.080002,180.119995,184.240005,631600,145.306396
"2009-11-03",180.679993,190.080002,178,188.360001,728900,148.555771
"2009-11-04",190.800003,195.039993,188.679993,189.080002,585800,149.123627
"2009-11-05",190.919998,195.119995,188.880005,194.960007,425000,153.761063
"2009-11-06",192.279999,196.520004,190.399994,192.119995,365700,151.521271
"2009-11-09",193.600006,193.600006,187.279999,191.960007,1088600,151.395065
"2009-11-10",189.399994,189.399994,180.800003,185.520004,1369600,146.315933
"2009-11-11",186.960007,187.919998,183,185.520004,722900,146.315933
"2009-11-12",183.919998,187.679993,178.479996,180.399994,1255700,142.277863
"2009-11-13",180.880005,185.720001,179.759995,183.759995,842900,144.927826
"2009-11-16",185.039993,191.160004,185.039993,189.800003,704500,149.691483
"2009-11-17",189.160004,190.679993,187.399994,190.119995,732100,149.943787
"2009-11-18",191.880005,191.880005,186.199997,188.759995,467500,148.871231
"2009-11-19",189.559998,190.360001,181.559998,182.240005,716300,143.72905
"2009-11-20",180.080002,180.080002,173.880005,177.360001,1007000,139.88028
"2009-11-23",181.399994,184.240005,179.399994,180.279999,581800,142.183197
"2009-11-24",179.759995,180.679993,175.800003,180.479996,668100,142.340942
"2009-11-25",180.679993,184.360001,179,183.119995,389000,144.42308
"2009-11-27",176.279999,178.919998,174.559998,178,334700,140.38504
"2009-11-30",176.880005,178.800003,174.800003,176,781800,138.807678
"2009-12-01",179.119995,180.720001,178.119995,178.399994,640200,140.700455
"2009-12-02",177.960007,179,171.880005,173.479996,1079100,136.820221
"2009-12-03",173.360001,173.520004,167.279999,167.479996,968500,132.164322
"2009-12-04",169.880005,173.800003,165.119995,167.800003,814500,132.416779
"2009-12-07",167.039993,171.880005,166.080002,167.559998,734700,132.227448
"2009-12-08",164.639999,166.720001,161.839996,163.360001,742100,128.913116
"2009-12-09",163.839996,167.559998,162.039993,165.559998,936900,130.649155
"2009-12-10",167.559998,168.399994,165.399994,167.080002,596000,131.848648
"2009-12-11",167.960007,168.399994,165.160004,166.679993,601900,131.532974
"2009-12-14",169.119995,172.800003,169.039993,172.199997,1033400,135.889038
"2009-12-15",172,177.240005,171.279999,173.279999,1036200,136.741272
"2009-12-16",170.919998,172.880005,166.479996,170,1932500,134.152939
"2009-12-17",168.240005,169.320007,166.080002,166.880005,818800,131.690826
"2009-12-18",168.320007,169.880005,165.800003,167.279999,1267600,132.006454
"2009-12-21",167.320007,172.399994,166.160004,168.800003,1801000,133.205978
"2009-12-22",168.839996,171.639999,167.720001,167.720001,16463900,132.353714
"2009-12-23",168.320007,170.399994,167,169.360001,2585500,133.647934
"2009-12-24",169.479996,170.119995,168.240005,168.960007,323700,133.332199
"2009-12-28",169.520004,170.479996,166.360001,166.960007,1417900,131.753967
"2009-12-29",167.639999,167.759995,161.759995,162.440002,1628200,128.187073
"2009-12-30",161.839996,164.880005,161.240005,162.279999,1429000,128.060806
"2009-12-31",163.199997,163.520004,159.759995,159.759995,846200,126.072189
"2010-01-04",162.800003,169.919998,162.559998,169.399994,1940300,133.679443
"2010-01-05",169.360001,173.279999,168.600006,172.199997,1545600,135.889038
"2010-01-06",172.399994,176.800003,171.360001,175.960007,1031600,138.856216
"2010-01-07",177,177,173.479996,174.720001,832900,137.87764
"2010-01-08",176.440002,179.960007,174.759995,179.679993,1191300,141.791779
"2010-01-11",182.360001,182.839996,176.039993,176.559998,1217900,139.329651
"2010-01-12",174.160004,176.360001,170.479996,171.559998,1202600,135.383987
"2010-01-13",171.520004,175.320007,170.600006,174.199997,820900,137.467255
"2010-01-14",173.559998,180.360001,173.520004,179.880005,1417300,141.94957
"2010-01-15",178.679993,180.199997,176.520004,178.320007,1080000,140.718582
"2010-01-19",176.559998,177.800003,173.880005,177.080002,1047900,139.740005
"2010-01-20",174.720001,177.240005,172.919998,173.639999,987700,137.025391
"2010-01-21",174.279999,175.199997,169.360001,169.479996,1345500,133.742569
"2010-01-22",168,170.600006,163.119995,163.919998,992100,129.355011
"2010-01-25",165.520004,167.240005,162.960007,163.440002,881200,128.976212
"2010-01-26",162.199997,167.360001,160.399994,162.279999,926200,128.060806
"2010-01-27",162.360001,165.160004,160.119995,163.160004,949900,128.755264
"2010-01-28",165.199997,165.360001,159.360001,161.639999,887100,127.555763
"2010-01-29",163.080002,165.360001,155.320007,156.119995,1042800,123.19976
"2010-02-01",157.360001,162.320007,157.360001,161.919998,956900,127.776764
"2010-02-02",162.600006,166.199997,161.080002,165.720001,654800,130.775421
"2010-02-03",165.160004,167.360001,163.919998,165.600006,479200,130.680756
"2010-02-04",163.119995,163.360001,155.039993,155.960007,1077700,123.073471
"2010-02-05",157.399994,158.440002,149.800003,155.759995,955600,122.915649
"2010-02-08",156.639999,157.440002,153.160004,153.479996,920600,121.116402
"2010-02-09",156.279999,160.320007,155.960007,158.199997,641000,124.841133
"2010-02-10",156.559998,161.279999,155.919998,158.399994,716200,124.998955
"2010-02-11",160,164.440002,158.800003,164.080002,712400,129.481262
"2010-02-12",161.800003,162.720001,157.880005,161.919998,618500,127.776764
"2010-02-16",165.600006,168,163.839996,167.639999,772500,132.290588
"2010-02-17",167.479996,169.320007,165.880005,168.839996,564600,133.237549
"2010-02-18",168.039993,170.600006,166.240005,167.880005,855400,132.479996
"2010-02-19",170.919998,173.839996,170,172.160004,999100,135.857468
"2010-02-22",174.880005,176.199997,171.039993,173.199997,947400,136.678192
"2010-02-23",172.399994,173.399994,168.479996,169.199997,703100,133.521652
"2010-02-24",168.639999,170.520004,165.759995,167.119995,1150200,131.880234
"2010-02-25",165.559998,176.440002,163.399994,175.880005,1928600,138.793076
"2010-02-26",175.839996,177.880005,174.360001,176.679993,779800,139.424347
"2010-03-01",181.880005,182,179.399994,181.479996,1167900,143.212173
"2010-03-02",181.880005,185.320007,180.039993,181.919998,948000,143.559418
"2010-03-03",183.360001,184.399994,180.279999,181.039993,634700,142.865021
"2010-03-04",180.880005,183.279999,178.800003,180.720001,620600,142.691284
"2010-03-05",183.199997,185.160004,181.600006,183.679993,545200,145.028381
"2010-03-08",183.320007,185.600006,181.919998,184.440002,479400,145.628464
"2010-03-09",182.160004,184.839996,180.520004,182.279999,536700,143.922989
"2010-03-10",181.919998,183.360001,179,182.199997,569800,143.859848
"2010-03-11",181.839996,182.199997,179.839996,182.039993,546800,143.733475
"2010-03-12",184.199997,187.080002,182.440002,183.279999,705400,144.712601
"2010-03-15",181.679993,182.360001,178.440002,181.240005,389200,143.101868
"2010-03-16",181.759995,183.759995,179.679993,183.679993,596900,145.028381
"2010-03-17",183.600006,187.919998,183.160004,186.399994,593000,147.176041
"2010-03-18",185.800003,186.679993,178.919998,180.119995,720700,142.21756
"2010-03-19",173.160004,180.440002,172.080002,173.160004,942700,136.722137
"2010-03-22",171.600006,175.600006,168.600006,175.360001,762700,138.459152
"2010-03-23",174.720001,178.720001,174.720001,176.039993,699100,138.996063
"2010-03-24",174.679993,175.800003,172.759995,174.960007,775100,138.143387
"2010-03-25",176.080002,177.240005,171.320007,171.720001,814900,135.585129
"2010-03-26",172.360001,173.440002,169.360001,169.880005,802200,134.132309
"2010-03-29",172.360001,174.360001,171.080002,172.759995,634900,136.406296
"2010-03-30",173,176.320007,172.399994,174.600006,653800,137.859116
"2010-03-31",175.759995,181.279999,175.240005,179.119995,880100,141.427994
"2010-04-01",181.479996,189.520004,180.839996,187.639999,906500,148.155121
"2010-04-05",189.600006,193.320007,187.160004,190.160004,731500,150.144867
"2010-04-06",190.240005,193.199997,189.199997,191.559998,518200,151.250229
"2010-04-07",191.559998,192.639999,187.759995,189.600006,751700,149.702637
"2010-04-08",188.479996,188.520004,185.240005,188.240005,409000,148.62886
"2010-04-09",189.440002,190.960007,187.039993,187.919998,513400,148.376205
"2010-04-12",187.919998,191.600006,186.639999,188.880005,374900,149.134186
"2010-04-13",187.600006,187.880005,183.240005,186.479996,631600,147.239166
"2010-04-14",188.399994,195.199997,187.119995,194.800003,689300,153.808472
"2010-04-15",193.559998,197.160004,193.520004,195.679993,551900,154.503281
"2010-04-16",198.160004,198.160004,182.960007,188.720001,1214100,149.007858
"2010-04-19",185.720001,190.880005,183.520004,189.080002,510000,149.292084
"2010-04-20",190.520004,197.440002,190.440002,194.320007,508300,153.429474
"2010-04-21",193.160004,195.320007,190.559998,192.720001,836500,152.166153
"2010-04-22",195.679993,201.600006,192.960007,200.639999,1199600,158.419525
"2010-04-23",202.199997,208.240005,200,207.800003,990500,164.072845
"2010-04-26",209.279999,209.279999,204.039993,205.679993,670400,162.399002
"2010-04-27",202.679993,204.520004,196.080002,200.800003,785400,158.545853
"2010-04-28",203.199997,205.119995,197.679993,199.720001,688500,157.693085
"2010-04-29",202.279999,203.520004,186.800003,194.520004,1439200,153.587418
"2010-04-30",183.240005,193.600006,179.679993,188.720001,2605500,149.007858
"2010-05-03",187.800003,192.800003,180.919998,191.360001,1246900,151.092331
"2010-05-04",187.279999,191.119995,183.759995,188.199997,667700,148.59726
"2010-05-05",183.600006,187.199997,178.440002,180.639999,1232300,142.628143
"2010-05-06",179.360001,184.679993,163.639999,173.720001,1046500,137.164246
"2010-05-07",172.880005,173.199997,160.960007,165.759995,1621500,130.879303
"2010-05-10",171.360001,175.360001,168.600006,172.119995,1196100,135.900955
"2010-05-11",169.039993,175.080002,168.800003,172.559998,665000,136.248383
"2010-05-12",174.360001,175.320007,167.199997,170.639999,935300,134.732407
"2010-05-13",169.160004,170.679993,164.440002,166.160004,1106100,131.195099
"2010-05-14",164.240005,165.360001,156.039993,160.839996,1175900,126.994614
"2010-05-17",160.880005,164.399994,156.720001,159.639999,1163600,126.047142
"2010-05-18",163.360001,163.960007,154.639999,155.720001,968000,122.952019
"2010-05-19",155.639999,156.199997,148.759995,153,983600,120.804382
"2010-05-20",149.759995,151.679993,145.720001,147.360001,876500,116.351189
"2010-05-21",145.119995,157.279999,145.039993,155.039993,1011600,122.415077
"2010-05-24",154.520004,157.600006,151.160004,151.320007,734500,119.477905
"2010-05-25",147.919998,156.160004,145.679993,155.960007,1136000,123.141479
"2010-05-26",159.320007,163.160004,157.199997,157.679993,1174600,124.499573
"2010-05-27",160.880005,165.559998,149.720001,155.279999,2116300,122.604591
"2010-05-28",155,155,142.199997,149.600006,2186800,118.119835
"2010-06-01",143.119995,144.520004,137.720001,137.800003,1948500,108.80291
"2010-06-02",139.960007,144.880005,137.759995,144.720001,1251500,114.266716
"2010-06-03",145.880005,148,133.320007,139.559998,2656600,111.268929
"2010-06-04",137.839996,142.479996,136.320007,140.399994,1129500,111.938622
"2010-06-07",142.119995,143.960007,140.160004,140.399994,543100,111.938622
"2010-06-08",143.160004,144.479996,138,143.479996,1078100,114.394287
"2010-06-09",144.720001,153.800003,144.440002,146.440002,1097000,116.754242
"2010-06-10",148.880005,153.039993,146.119995,152.679993,863900,121.729294
"2010-06-11",151.759995,154.759995,149.360001,153.240005,557900,122.175797
"2010-06-14",155.919998,157,153.039993,153.119995,529100,122.080093
"2010-06-15",155.320007,161,153.679993,160.880005,647000,128.267059
"2010-06-16",157.800003,163.479996,157.479996,160.679993,666600,128.10759
"2010-06-17",162.880005,162.880005,158.199997,160.199997,529900,127.724899
"2010-06-18",160.639999,163.600006,158.880005,163.279999,502600,130.180527
"2010-06-21",166.479996,166.479996,161.639999,162.960007,668000,129.925385
"2010-06-22",162.160004,166.360001,158.160004,158.720001,939400,126.544861
"2010-06-23",157,157.600006,152.399994,155.199997,1055300,123.738464
"2010-06-24",152.880005,155.160004,151.960007,153,724500,121.984436
"2010-06-25",153.720001,157.119995,152.520004,155,610100,123.578972
"2010-06-28",156.839996,157.160004,153.520004,154.679993,293200,123.323891
"2010-06-29",152.039993,155.039993,149.559998,154.240005,880300,122.973076
"2010-06-30",153.160004,161.800003,153.160004,157.119995,987600,125.269272
"2010-07-01",157.960007,162.639999,155.639999,160.720001,744800,128.13942
"2010-07-02",162.639999,164.399994,160.679993,163.039993,509200,129.989151
"2010-07-06",167.600006,168.199997,159.440002,161.440002,548900,128.713501
"2010-07-07",161,164.919998,161,164.360001,642200,131.041565
"2010-07-08",165.960007,167.600006,158.240005,164.160004,814400,130.882126
"2010-07-09",164.160004,164.160004,156.960007,160.800003,1042300,128.203232
"2010-07-12",158.919998,162.600006,158.919998,162.119995,640000,129.255585
"2010-07-13",167,167.880005,163.320007,164.520004,597500,131.169128
"2010-07-14",164.720001,167.880005,162.600006,166.440002,451200,132.699951
"2010-07-15",167.039993,167.520004,162.520004,166.759995,438200,132.955093
"2010-07-16",164.960007,165.440002,160.440002,161.039993,377100,128.394562
"2010-07-19",162.800003,163.679993,158.839996,162.600006,521300,129.638351
"2010-07-20",158.559998,169.679993,157.919998,168.960007,779300,134.709076
"2010-07-21",170.880005,171.119995,166.320007,167.520004,792300,133.561035
"2010-07-22",170.039993,171.360001,163.160004,164.800003,1442000,131.392365
"2010-07-23",164.639999,168.679993,162.679993,167.320007,867200,133.40152
"2010-07-26",168.639999,169.080002,165.919998,167.199997,444100,133.305832
"2010-07-27",167.880005,176.039993,163.360001,172.320007,1294400,137.38797
"2010-07-28",168.600006,170,164.399994,165,632900,131.551819
"2010-07-29",165.240005,168.880005,162.119995,164.039993,498600,130.786469
"2010-07-30",162.240005,167.320007,161.759995,167.240005,322000,133.337738
"2010-08-02",169.119995,172,168.800003,170.479996,797400,135.920929
"2010-08-03",169.839996,174.800003,168.199997,174.080002,419600,138.791153
"2010-08-04",175.639999,182.039993,175.160004,178.960007,690700,142.681915
"2010-08-05",178.039993,180.839996,176.440002,180.119995,411400,143.606796
"2010-08-06",178.119995,180.839996,175.679993,180.479996,547900,143.893738
"2010-08-09",180.320007,182.600006,179.520004,181.639999,383100,144.818634
"2010-08-10",178,183.759995,177.839996,182.360001,468200,145.392685
"2010-08-11",177.520004,178.839996,174.399994,174.960007,598700,139.492813
"2010-08-12",173.600006,175.199997,170.919998,173.960007,357600,138.695496
"2010-08-13",174.880005,177.320007,174.279999,174.839996,425100,139.397095
"2010-08-16",173.919998,176.360001,173.399994,175.199997,425200,139.684097
"2010-08-17",176.399994,178.039993,173.039993,176.880005,559800,141.023544
"2010-08-18",176.399994,177.800003,173.759995,176.360001,467500,140.608948
"2010-08-19",171.320007,172.479996,166.119995,168.720001,685600,134.517746
"2010-08-20",167.880005,168.639999,163.320007,166.039993,459300,132.380997
"2010-08-23",167.279999,168.679993,165.880005,166.720001,256300,132.923187
"2010-08-24",164.039993,170.479996,163.039993,166.800003,402300,132.986954
"2010-08-25",165.520004,165.520004,161.199997,164.279999,509900,130.977783
"2010-08-26",164.600006,165.759995,160.880005,161.600006,296400,128.84108
"2010-08-27",163,167.559998,161.360001,166.199997,334100,132.50856
"2010-08-30",166.600006,168.639999,164.080002,166.160004,245400,132.476685
"2010-08-31",165.679993,167.559998,163.679993,164.520004,239000,131.169128
"2010-09-01",166.080002,176.639999,166.080002,174.119995,666000,140.014511
"2010-09-02",174.800003,175.360001,168.440002,171.160004,684000,137.634354
"2010-09-03",172.679993,174.199997,170.199997,171.479996,205700,137.891678
"2010-09-07",169.520004,174.559998,169.520004,172.720001,442500,138.888718
"2010-09-08",172.639999,176,172.520004,174,338600,139.918015
"2010-09-09",176.199997,176.199997,173.320007,174.160004,235200,140.046692
"2010-09-10",175.320007,179.960007,174.360001,176.479996,366000,141.912292
"2010-09-13",179.679993,180.440002,177.399994,178.199997,311300,143.295349
"2010-09-14",178.160004,178.160004,175.559998,176.960007,338400,142.298248
"2010-09-15",174.720001,179.360001,174.119995,178.279999,278900,143.359711
"2010-09-16",176.919998,179,175.279999,177,223800,142.330399
"2010-09-17",178.839996,179.520004,175.440002,178.520004,250300,143.552673
"2010-09-20",178.679993,187.720001,177.080002,186.559998,530000,150.017838
"2010-09-21",185.600006,187.679993,184.240005,185.559998,381300,149.213745
"2010-09-22",184.839996,189.119995,181.559998,181.919998,428600,146.286758
"2010-09-23",179.559998,181.639999,178.199997,179.520004,403900,144.356827
"2010-09-24",181.479996,182.600006,180.399994,181.360001,356700,145.836395
"2010-09-27",181.720001,182.919998,178.479996,178.880005,326600,143.842194
"2010-09-28",178.559998,179.479996,175.759995,178.039993,535100,143.166672
"2010-09-29",177.880005,182.639999,176.800003,181.440002,519900,145.900742
"2010-09-30",182.639999,183.720001,176.639999,178.919998,524400,143.874344
"2010-10-01",180.279999,182.279999,178.399994,179.360001,476200,144.228165
"2010-10-04",178.440002,178.800003,172.320007,175.880005,554400,141.429794
"2010-10-05",177.800003,180,176.679993,178.839996,401200,143.809967
"2010-10-06",178.559998,182,178.559998,181.479996,391900,145.932877
"2010-10-07",181.919998,182,175.039993,178.080002,417600,143.198883
"2010-10-08",177.720001,182.160004,177.479996,179.399994,368400,144.260315
"2010-10-11",181.199997,181.360001,177.160004,178.919998,269800,143.874344
"2010-10-12",176.800003,188.119995,175.240005,184.919998,915200,148.699097
"2010-10-13",186.559998,191.119995,185.600006,189.679993,542900,152.526733
"2010-10-14",190,192.559998,188.039993,190,442500,152.784042
"2010-10-15",193.520004,193.520004,187.800003,190.160004,367600,152.91272
"2010-10-18",189.559998,191.360001,188.039993,190,309200,152.784042
"2010-10-19",187.039993,189.039993,183.800003,185.759995,611900,149.374603
"2010-10-20",186.679993,192.199997,186.679993,191,882900,153.588181
"2010-10-21",191.960007,192.080002,183.119995,186,1113700,149.567566
"2010-10-22",186.360001,188,184.440002,185.479996,611600,149.149414
"2010-10-25",186.800003,189.199997,185.759995,186.759995,506700,150.178665
"2010-10-26",184.720001,189.240005,184,188.520004,347600,151.593948
"2010-10-27",186.800003,189.360001,186.039993,187.360001,191900,150.661179
"2010-10-28",188.559998,189.559998,184.559998,185.600006,428300,149.245926
"2010-10-29",184.720001,187.720001,183.639999,185.360001,321700,149.052948
"2010-11-01",187.800003,189.839996,186.119995,187.199997,297900,150.532516
"2010-11-02",191.199997,192.960007,187.399994,191.160004,432700,153.716843
"2010-11-03",189.960007,190.759995,187.199997,189.160004,383400,152.108612
"2010-11-04",190.639999,200.520004,190.639999,199.520004,621800,160.439346
"2010-11-05",199.600006,200.880005,197.720001,200.559998,263300,161.275635
"2010-11-08",199.119995,203.479996,198.039993,201.199997,423700,161.790283
"2010-11-09",203.039993,207.520004,196.720001,198.520004,674100,159.635193
"2010-11-10",200.759995,201.399994,194.679993,197.119995,554200,158.509415
"2010-11-11",195.600006,198.919998,195.600006,198,274100,159.217026
