"","DE.Open","DE.High","DE.Low","DE.Close","DE.Volume","DE.Adjusted"
"2005-12-13",34,34.869999,33.84,34.650002,3775000,24.787663
"2005-12-14",34.759998,34.994999,34.549999,34.855,2068400,24.934307
"2005-12-15",35.174999,35.465,34.84,34.955002,4824800,25.005861
"2005-12-16",35.16,35.345001,35.005001,35.009998,3203000,25.045197
"2005-12-19",35.014999,35.220001,34.619999,34.709999,3068200,24.830576
"2005-12-20",34.775002,35.384998,34.775002,34.985001,2744000,25.027317
"2005-12-21",35.049999,35.490002,34.805,34.855,2335400,24.934307
"2005-12-22",35.044998,35.299999,35.040001,35.264999,3008000,25.227613
"2005-12-23",35.345001,35.360001,35.16,35.290001,1205600,25.245501
"2005-12-27",35.400002,35.5,34.48,34.494999,1752200,24.676783
"2005-12-28",34.325001,34.59,34.200001,34.474998,1852600,24.94449
"2005-12-29",34.474998,34.560001,34.305,34.334999,1098600,24.843197
"2005-12-30",34.125,34.275002,33.98,34.055,1425200,24.640606
"2006-01-03",34.005001,34.215,33.93,34,4044200,24.600801
"2006-01-04",34,34.259998,33.805,34.044998,4409600,24.633368
"2006-01-05",33.825001,34.154999,33.825001,34.099998,3608800,24.673164
"2006-01-06",34.224998,34.400002,34.154999,34.215,2967800,24.756363
"2006-01-09",34.215,34.560001,34.18,34.415001,3188400,24.901075
"2006-01-10",34.349998,34.43,34.009998,34.43,2450400,24.911942
"2006-01-11",34.43,34.705002,34.150002,34.575001,2674000,25.016848
"2006-01-12",34.630001,34.799999,34.259998,34.639999,2259600,25.063877
"2006-01-13",34.75,34.830002,34.549999,34.799999,2077000,25.179651
"2006-01-17",34.540001,35.240002,34.490002,35.195,3488000,25.465446
"2006-01-18",34.974998,35.264999,34.93,35.205002,2175400,25.472687
"2006-01-19",35.299999,35.744999,35.215,35.235001,2774400,25.494392
"2006-01-20",35.404999,35.41,34.400002,34.43,3040000,24.911942
"2006-01-23",34.400002,34.834999,34.255001,34.599998,1833000,25.034939
"2006-01-24",34.715,35.584999,34.674999,35.360001,2303000,25.584839
"2006-01-25",35.349998,35.974998,35.040001,35.785,3308000,25.892347
"2006-01-26",35.900002,36,35.200001,35.674999,2628000,25.812759
"2006-01-27",35.674999,36.299999,35.599998,36.200001,2239800,26.192627
"2006-01-30",36.125,36.279999,35.84,36.110001,1576600,26.127508
"2006-01-31",36.115002,36.115002,35.68,35.880001,2562400,25.961084
"2006-02-01",34.904999,37.965,34.904999,37.549999,10177800,27.16942
"2006-02-02",37.400002,37.744999,37.259998,37.369999,5513600,27.039173
"2006-02-03",37.25,37.505001,37.075001,37.255001,2906800,26.955978
"2006-02-06",37.255001,37.5,36.98,37.459999,2524600,27.104298
"2006-02-07",37.490002,37.720001,37.294998,37.544998,3916800,27.165804
"2006-02-08",37.5,37.505001,36.400002,36.785,4656800,26.615904
"2006-02-09",36.785,37.290001,36.599998,36.935001,2841400,26.724434
"2006-02-10",36.950001,37.044998,36.445,36.810001,2857000,26.633991
"2006-02-13",36.790001,37.189999,36.645,36.900002,2835000,26.69911
"2006-02-14",36.740002,37.669998,35.849998,37.334999,5749200,27.013861
"2006-02-15",37.830002,37.830002,37.09,37.650002,4373400,27.241783
"2006-02-16",37.450001,37.5,37.200001,37.5,3378200,27.133238
"2006-02-17",37.5,38.125,37.384998,38.095001,3593800,27.563745
"2006-02-21",37.950001,38.849998,37.904999,38.834999,5097600,28.099182
"2006-02-22",38.805,39.5,38.724998,39.445,6673200,28.540552
"2006-02-23",39.5,39.5,38.799999,38.875,3558600,28.128124
"2006-02-24",38.75,38.990002,38.299999,38.82,3546400,28.088327
"2006-02-27",38.75,39.224998,38.5,38.665001,2146800,27.976191
"2006-02-28",38.540001,38.57,37.84,38.134998,3453000,27.59269
"2006-03-01",38.529999,38.720001,38.23,38.544998,3369800,27.889341
"2006-03-02",38.5,38.91,38.169998,38.825001,5298200,28.091948
"2006-03-03",38.830002,39.325001,38.375,39.185001,4410800,28.35243
"2006-03-06",39.099998,39.240002,38.084999,38.125,6795800,27.585453
"2006-03-07",38.25,38.599998,37.799999,38.165001,4435600,27.614407
"2006-03-08",38.290001,38.290001,37.16,37.470001,4904400,27.111542
"2006-03-09",37.5,37.66,37.174999,37.25,2926800,26.952358
"2006-03-10",37.25,37.775002,36.84,37.485001,4088800,27.122389
"2006-03-13",37.490002,37.650002,37.259998,37.595001,1918200,27.20199
"2006-03-14",37.535,38.625,37.535,38.509998,3261200,27.864029
"2006-03-15",38.384998,39.334999,38.365002,39.294998,4338800,28.432028
"2006-03-16",39.294998,39.685001,39.07,39.195,3421800,28.359655
"2006-03-17",39.25,39.355,38.880001,39.200001,3309000,28.363272
"2006-03-20",39.325001,39.695,38.740002,38.955002,2537600,28.186012
"2006-03-21",38.955002,38.955002,38.095001,38.169998,3441400,27.618011
"2006-03-22",38.169998,38.700001,38.125,38.645,2393000,27.961712
"2006-03-23",38.599998,39.064999,38.365002,39,4e+06,28.218573
"2006-03-24",39.005001,39.150002,38.785,39.125,3802200,28.309004
"2006-03-27",39.355,39.535,38.924999,39.259998,2807000,28.406702
"2006-03-28",39.264999,39.75,39.215,39.450001,3559000,28.544167
"2006-03-29",39.259998,39.744999,39,39.709999,4215400,29.019182
"2006-03-30",39.720001,40,39.685001,39.889999,4953000,29.150721
"2006-03-31",39.775002,39.875,39.395,39.525002,2910800,28.883982
"2006-04-03",39.75,40.349998,39.744999,40.005001,5069600,29.234749
"2006-04-04",40,40.290001,39.919998,40.23,2266000,29.399183
"2006-04-05",40.23,40.455002,39.919998,40.455002,3347000,29.56361
"2006-04-06",40.455002,40.459999,39.575001,40,3336200,29.231106
"2006-04-07",40.119999,40.25,39.625,39.814999,4308000,29.095909
"2006-04-10",39.825001,40.200001,39.700001,40.09,1940600,29.296871
"2006-04-11",40.134998,40.724998,40.134998,40.474998,4324800,29.578222
"2006-04-12",40.84,42.125,40.84,42.025002,7009600,30.710928
"2006-04-13",41.935001,42.450001,41.700001,42.355,4550800,30.952074
"2006-04-17",42.355,42.855,42.355,42.814999,4108200,31.28824
"2006-04-18",42.924999,44.5,42.924999,44.279999,7559800,32.358833
"2006-04-19",44.375,44.424999,43.654999,44.09,4144400,32.219975
"2006-04-20",44.200001,44.419998,43.544998,43.674999,4497200,31.91671
"2006-04-21",44,44.48,43.560001,43.779999,3145200,31.993435
"2006-04-24",43.794998,44.064999,43.064999,43.240002,3741600,31.59881
"2006-04-25",43.299999,43.75,41.91,41.985001,5444200,30.681692
"2006-04-26",42.275002,43.700001,42.25,43.150002,4586800,31.53306
"2006-04-27",43.150002,43.580002,42.525002,42.939999,4055400,31.379595
"2006-04-28",42.939999,43.950001,42.68,43.889999,4453000,32.073818
"2006-05-01",44.389999,45.724998,44.200001,44.314999,6062600,32.384407
"2006-05-02",44.75,45.669998,44.474998,45.669998,5321600,33.374611
"2006-05-03",45.669998,45.724998,45.029999,45.360001,3367200,33.148071
"2006-05-04",45.465,45.689999,44.575001,44.955002,3529200,32.852104
"2006-05-05",45.5,45.669998,45.139999,45.18,3180800,33.016521
"2006-05-08",45.154999,45.685001,44.915001,45.595001,3289800,33.319801
"2006-05-09",45.395,45.544998,45.259998,45.450001,2283200,33.213848
"2006-05-10",45.450001,45.990002,45.195,45.400002,4162200,33.177299
"2006-05-11",45.395,45.955002,44.285,44.310001,4524200,32.380753
"2006-05-12",44.314999,44.855,43.549999,44.814999,7592800,32.749798
"2006-05-15",44.775002,44.779999,42.849998,43.759998,7175200,31.978836
"2006-05-16",43.775002,45.419998,43.700001,44.654999,11059200,32.632866
"2006-05-17",44.650002,44.919998,42.91,43.224998,5818400,31.58786
"2006-05-18",43.025002,43.314999,41.689999,41.805,6651600,30.55015
"2006-05-19",42.174999,42.32,41.119999,42.080002,6057600,30.751118
"2006-05-22",42.084999,42.084999,41.189999,41.639999,4249600,30.429579
"2006-05-23",41.900002,43.09,41.900002,42.310001,4972400,30.919195
"2006-05-24",42.314999,42.959999,40.755001,42.040001,5848600,30.721897
"2006-05-25",42.314999,43.200001,41.669998,43.134998,4862200,31.522093
"2006-05-26",43,43.875,42.580002,43.540001,3155600,31.818048
"2006-05-30",43.540001,43.544998,42.259998,42.334999,3124600,30.937454
"2006-05-31",42.375,43.544998,42.235001,42.799999,4667400,31.277277
"2006-06-01",43.025002,43.355,42.384998,43.154999,2773200,31.536684
"2006-06-02",43.599998,44,43.224998,43.875,3756600,32.062862
"2006-06-05",43.875,43.875,42.369999,42.535,4483800,31.083612
"2006-06-06",42.540001,42.700001,40.875,41,7691000,29.961876
"2006-06-07",41,41.57,40.294998,40.294998,8182800,29.446682
"2006-06-08",40.200001,40.240002,38.650002,40.084999,8259800,29.293226
"2006-06-09",40.16,40.450001,39.494999,39.91,4240800,29.165329
"2006-06-12",39.799999,40.400002,38.349998,38.650002,5800600,28.244545
"2006-06-13",38.375,39.150002,38.195,38.759998,6865600,28.32494
"2006-06-14",38.759998,39.355,38.419998,38.834999,5428400,28.379736
"2006-06-15",39.105,40.169998,39.099998,40.16,4142000,29.348026
"2006-06-16",40.115002,40.639999,40.029999,40.404999,4783000,29.527061
"2006-06-19",40.455002,40.764999,39.290001,39.43,3637400,28.814556
"2006-06-20",39.25,39.615002,38.779999,39.400002,6256000,28.792637
"2006-06-21",39.299999,39.794998,39.130001,39.450001,4282400,28.829182
"2006-06-22",39.450001,39.450001,38.735001,39.32,3500200,28.734169
"2006-06-23",39.224998,40.23,38.849998,39.970001,3351600,29.209171
"2006-06-26",40.055,40.59,39.965,40.349998,2976000,29.486876
"2006-06-27",40.299999,40.700001,39.810001,39.939999,3532400,29.187258
"2006-06-28",39.924999,39.994999,39.02,39.325001,2862400,29.021215
"2006-06-29",39.599998,41.279999,39.599998,41.205002,4762800,30.408615
"2006-06-30",41.360001,42.005001,41,41.744999,3723600,30.807131
"2006-07-03",42.150002,42.23,41.705002,41.755001,1316800,30.814505
"2006-07-05",41.299999,41.435001,40.77,40.875,2441200,30.165079
"2006-07-06",40.950001,41.599998,40.700001,41.075001,2069000,30.312679
"2006-07-07",41.080002,41.080002,40.09,40.264999,2651000,29.714918
"2006-07-10",40.625,41.355,40.529999,40.93,2774800,30.205669
"2006-07-11",40.994999,41.41,40.779999,41.130001,5053600,30.353273
"2006-07-12",41.005001,41.009998,39.845001,39.974998,4909800,29.500902
"2006-07-13",39.634998,39.634998,38.154999,38.18,5806200,28.17621
"2006-07-14",38.185001,38.189999,36.465,36.990002,9034200,27.298019
"2006-07-17",36.865002,37.165001,35.775002,35.965,7906600,26.54158
"2006-07-18",36.075001,36.549999,35.959999,36.424999,5505600,26.881062
"2006-07-19",36.540001,38.395,36.540001,37.735001,7948400,27.847813
"2006-07-20",37.924999,38.025002,35.830002,35.91,8100600,26.500986
"2006-07-21",36.255001,36.255001,34.895,35.040001,7269000,25.858955
"2006-07-24",35.25,36.490002,35.220001,36.294998,4927600,26.785114
"2006-07-25",36.125,36.419998,35.5,35.810001,5963200,26.427193
"2006-07-26",35.810001,36.549999,35.369999,36.349998,5017800,26.825714
"2006-07-27",36.355,37.549999,35.985001,36.275002,5249800,26.770359
"2006-07-28",36.275002,37.084999,36.060001,36.959999,4075000,27.275881
"2006-07-31",36.57,36.575001,35.555,36.285,6114600,26.777737
"2006-08-01",36.285,36.290001,35.32,35.695,5508800,26.342327
"2006-08-02",36.005001,36.705002,35.810001,36.299999,4178200,26.788803
"2006-08-03",36.299999,36.695,36.029999,36.695,7970000,27.080311
"2006-08-04",37,37.314999,36.25,36.560001,3826000,26.980682
"2006-08-07",36.450001,36.724998,36.255001,36.525002,2196600,26.954851
"2006-08-08",36.799999,36.965,35.875,36.125,2502400,26.659666
"2006-08-09",36.5,36.634998,35.09,35.185001,3363600,25.965956
"2006-08-10",35.189999,35.529999,34.490002,35.029999,8017600,25.851563
"2006-08-11",35.029999,35.105,34.134998,34.535,6299600,25.486269
"2006-08-14",35.25,35.544998,34.084999,34.334999,8106600,25.338673
"2006-08-15",33.735001,35.049999,33.450001,34.5,20054400,25.460436
"2006-08-16",34.599998,36.490002,34.299999,35.919998,11505600,26.508369
"2006-08-17",35.950001,36.369999,35.799999,36.310001,5418200,26.796194
"2006-08-18",36.5,36.695,36.005001,36.365002,4004000,26.836779
"2006-08-21",36.419998,36.485001,35.91,36.125,4607600,26.659666
"2006-08-22",36.125,36.59,35.900002,36.575001,4916800,26.991758
"2006-08-23",36.580002,36.959999,36.380001,36.700001,4387800,27.084005
"2006-08-24",36.75,36.939999,36.404999,36.634998,4776800,27.036034
"2006-08-25",36.549999,37.064999,36.525002,36.945,2787600,27.264814
"2006-08-28",37,37.799999,36.919998,37.599998,4546200,27.748186
"2006-08-29",37.810001,37.810001,36.974998,37.375,3336000,27.582132
"2006-08-30",37.474998,37.560001,37.145,37.389999,2649200,27.593199
"2006-08-31",37.610001,39.25,37.529999,39.049999,7456000,28.81827
"2006-09-01",39.915001,39.915001,38.805,39.544998,4703600,29.183563
"2006-09-05",40.099998,41.349998,39.974998,41.224998,7578000,30.423389
"2006-09-06",41.200001,41.205002,40.395,40.48,6868000,29.873575
"2006-09-07",40.125,40.59,39.775002,40.555,6400200,29.928942
"2006-09-08",40.560001,40.93,40.389999,40.650002,3108800,29.999035
"2006-09-11",40.625,40.625,39.560001,39.84,6903800,29.40127
"2006-09-12",39.845001,40.93,39.630001,40.549999,6275800,29.925245
"2006-09-13",40.549999,41.23,40.259998,40.630001,5432200,29.98428
"2006-09-14",40.634998,40.634998,39.549999,39.695,6124800,29.294277
"2006-09-15",40.049999,40.610001,39.810001,40.435001,6063400,29.840366
"2006-09-18",40.439999,41.110001,40.299999,40.605,3837400,29.965834
"2006-09-19",40.549999,40.810001,39.775002,39.98,5536600,29.504591
"2006-09-20",40.25,40.485001,39.740002,39.799999,3400400,29.371752
"2006-09-21",39.799999,40.544998,39.314999,39.465,5195000,29.124529
"2006-09-22",39,39.099998,38.43,38.814999,6561800,28.644835
"2006-09-25",39.105,39.740002,38.814999,39.455002,5362600,29.117146
"2006-09-26",39.549999,41.549999,39.514999,41.41,7917600,30.559902
"2006-09-27",41.299999,42.485001,41.084999,41.830002,8976400,31.163364
"2006-09-28",41.785,42.474998,41.5,42.389999,4188000,31.580564
"2006-09-29",42.389999,42.485001,41.950001,41.955002,3253000,31.256483
"2006-10-02",41.849998,42.200001,41.669998,41.990002,4653400,31.282547
"2006-10-03",41.990002,42.200001,41.57,41.794998,4059200,31.137276
"2006-10-04",41.715,42.735001,41.715,42.695,5424600,31.807783
"2006-10-05",42.735001,43.974998,42.625,43.775002,4491600,32.612385
"2006-10-06",42.919998,43,42.200001,42.645,7370400,31.770517
"2006-10-09",42.5,44.544998,42.32,44,6402400,32.780022
"2006-10-10",44.080002,44.209999,43,43.599998,4962200,32.482002
"2006-10-11",43.275002,44.365002,43,43.685001,5606000,32.545334
"2006-10-12",43.700001,45.235001,43.700001,45.084999,9264200,33.588333
"2006-10-13",44.400002,44.974998,44.400002,44.450001,4459200,33.11525
"2006-10-16",44.575001,45.095001,44.549999,44.855,3321400,33.416981
"2006-10-17",44.5,44.630001,43.355,43.785,6037400,32.619835
"2006-10-18",44.145,44.529999,43.494999,43.869999,4697000,32.683151
"2006-10-19",43.994999,44.32,43.605,43.764999,4156400,32.604935
"2006-10-20",42.5,43.764999,41.505001,42.314999,11388200,31.524683
"2006-10-23",42.314999,42.985001,42.310001,42.834999,4689400,31.912075
"2006-10-24",43.700001,43.939999,42.529999,43.73,5657000,32.578865
"2006-10-25",43.654999,44.185001,43.424999,44.060001,4366200,32.824707
"2006-10-26",44.130001,44.424999,43.810001,44.205002,3444400,32.932732
"2006-10-27",43.895,44.205002,43.41,43.5,2755400,32.407505
"2006-10-30",43.525002,43.805,43.18,43.305,2015800,32.262238
"2006-10-31",43.305,43.404999,42.529999,42.564999,3531600,31.710922
"2006-11-01",42.584999,42.955002,42.084999,42.41,5446200,31.595459
"2006-11-02",42,42.915001,41.630001,42.700001,5975600,31.811506
"2006-11-03",42.720001,43.494999,42.639999,42.825001,6002200,31.904633
"2006-11-06",42.950001,43.115002,42.595001,42.875,4722400,31.941872
"2006-11-07",42.849998,42.994999,42.349998,42.419998,3294200,31.602909
"2006-11-08",42.424999,43.945,42.174999,43.724998,5002600,32.575134
"2006-11-09",43.849998,43.924999,43.275002,43.299999,4086000,32.258514
"2006-11-10",43.349998,43.685001,43.330002,43.555,3056400,32.448475
"2006-11-13",43.555,44.634998,43.474998,44.310001,3593200,33.01096
"2006-11-14",44.674999,44.970001,44.355,44.924999,3661000,33.469128
"2006-11-15",44.695,44.880001,44.279999,44.599998,4270200,33.226997
"2006-11-16",44.724998,45.455002,44.66,44.709999,4564000,33.308949
"2006-11-17",44.709999,45.185001,44.549999,45.18,4063000,33.659107
"2006-11-20",45.185001,45.415001,44.57,44.705002,5342800,33.305237
"2006-11-21",43.259998,47.77,43.259998,47.634998,28593800,35.488087
"2006-11-22",48.450001,50.700001,48.25,49.044998,21129200,36.538525
"2006-11-24",48.200001,48.924999,48.200001,48.509998,3145000,36.139942
"2006-11-27",48.134998,48.685001,47.490002,47.584999,5318200,35.450825
"2006-11-28",47.59,48.115002,46.959999,47.395,5743200,35.30928
"2006-11-29",47.75,48.669998,47.73,48.275002,3819800,35.964882
"2006-11-30",48.325001,48.375,47.580002,48,4901200,35.760002
"2006-12-01",47.994999,48.455002,46.775002,47.240002,4503000,35.193798
"2006-12-04",47.474998,48.115002,47.314999,48.064999,2562800,35.808434
"2006-12-05",48.25,48.305,47.630001,47.724998,3160000,35.555126
"2006-12-06",47.740002,49.215,47.535,49.07,9037600,36.557148
"2006-12-07",49.07,49.255001,48.220001,48.32,3713000,35.998402
"2006-12-08",48.029999,48.990002,48.029999,48.535,2810800,36.158573
"2006-12-11",48.560001,48.849998,48.099998,48.575001,4086600,36.188385
"2006-12-12",48.575001,48.869999,47.095001,47.244999,4704000,35.197525
"2006-12-13",47.505001,47.630001,47.125,47.349998,2833600,35.275753
"2006-12-14",47.814999,48.255001,47.549999,48.055,5046400,35.800987
"2006-12-15",48.224998,48.445,47.525002,47.790001,3836000,35.603558
"2006-12-18",48.064999,48.419998,47.875,47.994999,3989200,35.756271
"2006-12-19",47.994999,48.654999,47.724998,48.494999,3221800,36.128788
"2006-12-20",48.299999,48.834999,48.150002,48.535,3028200,36.158573
"2006-12-21",48.634998,48.645,47.66,47.950001,2259000,35.722763
"2006-12-22",47.990002,48,47.09,47.105,2672400,35.093239
"2006-12-26",47.105,47.98,47.025002,47.849998,1376400,35.648258
"2006-12-27",48,48.549999,47.744999,48.244999,3623400,36.276096
"2006-12-28",48.02,48.169998,47.650002,47.884998,2732600,36.005417
"2006-12-29",47.93,48.115002,47.470001,47.535,1664600,35.742241
"2007-01-03",47.845001,48.25,46.48,46.740002,3943000,35.144478
"2007-01-04",47.59,47.59,45.869999,46.09,4376800,34.655731
"2007-01-05",46.09,46.099998,45.115002,45.445,5230200,34.170757
"2007-01-08",45.445,46.049999,45.275002,45.669998,3411600,34.339928
"2007-01-09",45.650002,46.209999,45.435001,46.125,4481800,34.682041
"2007-01-10",45.974998,46.540001,45.57,46.314999,4930600,34.824917
"2007-01-11",46.330002,47.75,46.294998,47.75,5973400,35.903919
"2007-01-12",48.325001,49.794998,48.119999,49.665001,8816000,37.343819
"2007-01-16",49.869999,49.875,49.025002,49.549999,3910400,37.257347
"2007-01-17",49.549999,50.474998,49.549999,49.945,4679000,37.554363
"2007-01-18",49.110001,50.305,49.084999,50.080002,3439000,37.655865
"2007-01-19",50,50,49.215,49.349998,5643400,37.106968
"2007-01-22",49.575001,49.645,48.259998,48.435001,4317600,36.418968
"2007-01-23",48.5,49.869999,48.5,49.790001,5892600,37.437809
"2007-01-24",49.299999,49.689999,48.939999,49.485001,2667600,37.208469
"2007-01-25",49.369999,49.794998,48.494999,48.584999,2610800,36.531757
"2007-01-26",49.174999,49.285,48.395,49.145,2962000,36.952824
"2007-01-29",49.244999,49.849998,48.994999,49.27,2666600,37.046829
"2007-01-30",49.450001,50,49.220001,49.959999,2710200,37.565639
"2007-01-31",49.849998,50.255001,49.174999,50.139999,3552200,37.700981
"2007-02-01",50.220001,51.59,50.220001,51.509998,5902800,38.731087
"2007-02-02",51.509998,52.360001,51.185001,52.165001,3992600,39.223614
"2007-02-05",52.169998,52.445,51.755001,52.055,3396600,39.1409
"2007-02-06",52.375,52.564999,52.18,52.369999,3058200,39.37775
"2007-02-07",52.349998,52.470001,51.705002,51.75,3869200,38.911556
"2007-02-08",51.755001,51.755001,51.095001,51.450001,3220800,38.685989
"2007-02-09",51.665001,52.115002,51.334999,51.395,3030200,38.644627
"2007-02-12",51.455002,51.875,51.064999,51.610001,2524800,38.806297
"2007-02-13",51.615002,52.095001,51.259998,51.334999,2580000,38.599503
"2007-02-14",54.244999,56.860001,54.075001,55.955002,19223400,42.073353
"2007-02-15",56.264999,57,55.509998,56.759998,6809800,42.678638
"2007-02-16",56.27,57.145,56,56.965,4443600,42.832787
"2007-02-20",56.575001,56.900002,56.445,56.674999,4233800,42.614746
"2007-02-21",56.68,58.235001,56.544998,57.974998,6057200,43.592228
"2007-02-22",57.884998,58.25,56.064999,56.529999,6502400,42.505703
"2007-02-23",56.695,56.855,56.07,56.665001,4003000,42.607212
"2007-02-26",57,57.325001,56.075001,56.605,3857400,42.562111
"2007-02-27",55.110001,55.595001,53.25,54.150002,6658800,40.716164
"2007-02-28",54.154999,54.669998,53.25,54.145,5382200,40.71241
"2007-03-01",53.25,54.724998,52.759998,54.110001,4756800,40.686089
"2007-03-02",53.935001,53.939999,52.549999,52.584999,4522400,39.53941
"2007-03-05",51.945,53.285,51.77,52.099998,5330000,39.174744
"2007-03-06",52.84,53.955002,52.724998,53.52,6413400,40.242462
"2007-03-07",54.630001,56.07,54.349998,55.404999,7637800,41.659817
"2007-03-08",55.91,56.439999,55.040001,55.395,5167000,41.652302
"2007-03-09",56.25,57.360001,56,56.5,7689600,42.483158
"2007-03-12",56.5,56.889999,55.755001,56.505001,4070800,42.486923
"2007-03-13",56.224998,56.77,54.529999,54.669998,4934400,41.107162
"2007-03-14",54.669998,55.59,53.950001,55.345001,5393800,41.6147
"2007-03-15",55.345001,55.805,55.02,55.345001,4782400,41.6147
"2007-03-16",55.355,56.334999,54.735001,55.02,5537400,41.370338
"2007-03-19",55.439999,56.880001,55.389999,56.395,4226400,42.404205
"2007-03-20",56.325001,56.540001,55.849998,56.099998,3084000,42.182384
"2007-03-21",56.200001,57.790001,55.955002,57.709999,4273200,43.392982
"2007-03-22",56.695,57.25,55.939999,56.450001,6182000,42.445541
"2007-03-23",56.549999,57.185001,55.889999,56.09,4280800,42.174881
"2007-03-26",56.25,56.314999,54.654999,55.215,5671000,41.516941
"2007-03-27",55.200001,55.200001,53.785,54.314999,5863000,40.840221
"2007-03-28",54.005001,54.415001,52.740002,52.75,8030000,39.987396
"2007-03-29",53.59,54.540001,53.275002,54.235001,8191000,41.113121
"2007-03-30",53.895,55.950001,53.825001,54.32,7301600,41.177551
"2007-04-02",54.125,54.125,51.584999,52.240002,12961600,39.600803
"2007-04-03",52.665001,53.605,52.169998,53.369999,6417400,40.457413
"2007-04-04",53.369999,53.605,52.825001,53.5,3990200,40.555965
"2007-04-05",53.450001,54.130001,53.16,53.785,3464000,40.771992
"2007-04-09",54.244999,54.849998,54.064999,54.310001,3909400,41.169983
"2007-04-10",54.310001,54.654999,54.115002,54.450001,3515200,41.276108
"2007-04-11",54.505001,54.814999,53.735001,54.215,4967800,41.097961
"2007-04-12",54.220001,54.220001,53.384998,53.919998,3668600,40.874321
"2007-04-13",53.93,54.494999,53.439999,54.400002,3872800,41.238209
"2007-04-16",54.525002,54.84,54.275002,54.82,2541600,41.556583
"2007-04-17",55.145,55.564999,54.755001,55.549999,3941200,42.109966
"2007-04-18",55.549999,56.23,55.25,55.785,4348600,42.288116
"2007-04-19",55.785,56.110001,55.125,55.349998,3172400,41.958351
"2007-04-20",56.505001,56.779999,55.709999,55.779999,4773200,42.284317
"2007-04-23",55.93,57.900002,55.93,56.355,6253600,42.720196
"2007-04-24",56.599998,57.185001,56.049999,56.459999,3648400,42.799797
"2007-04-25",56.91,56.959999,55.674999,56.830002,4978000,43.080284
"2007-04-26",57.125,57.544998,56.439999,56.805,3601000,43.061329
"2007-04-27",56.365002,56.494999,55.540001,56.115002,4410000,42.538269
"2007-04-30",55.990002,56.049999,54.700001,54.700001,3403600,41.465614
"2007-05-01",54.869999,55.09,53.755001,54.349998,4525000,41.200294
"2007-05-02",55.049999,56.724998,55.025002,56.375,6551400,42.735352
"2007-05-03",56.799999,57.349998,56.450001,56.845001,4202600,43.09164
"2007-05-04",57.279999,57.720001,56.650002,56.919998,3507800,43.148499
"2007-05-07",56.935001,57.950001,56.935001,57.610001,3303200,43.671555
"2007-05-08",57.610001,58,56.73,57.82,3361200,43.830742
"2007-05-09",57.82,59.685001,57.645,59.470001,8257800,45.081528
"2007-05-10",59.470001,59.990002,58.34,58.845001,6168400,44.607746
"2007-05-11",59.154999,60,59.025002,60,4298800,45.483303
"2007-05-14",60.200001,60.400002,59.375,59.814999,6085000,45.34306
"2007-05-15",60.099998,60.880001,59.654999,60.330002,7252800,45.733456
"2007-05-16",61.599998,61.700001,58.91,59.200001,20742400,44.876865
"2007-05-17",59.375,59.415001,58.349998,58.775002,7717000,44.554684
"2007-05-18",58.779999,59.134998,57.775002,58.255001,6766800,44.160503
"2007-05-21",58.25,60,58.25,59.404999,6221600,45.032269
"2007-05-22",59.650002,59.794998,58.544998,58.900002,4988800,44.649437
"2007-05-23",59.115002,59.115002,57.689999,57.82,5491600,43.830742
"2007-05-24",58.360001,58.494999,56.5,56.52,8268200,42.845287
"2007-05-25",56.529999,57.474998,56.529999,57.220001,4198800,43.375916
"2007-05-29",57.400002,58.075001,56.98,57.674999,6530000,43.72084
"2007-05-30",57.375,59.724998,57.32,59.720001,7769800,45.271061
"2007-05-31",59.875,60.740002,59.73,60.235001,7691800,45.661446
"2007-06-01",60.310001,60.689999,59.564999,59.880001,4622400,45.392353
"2007-06-04",59.450001,60.185001,59.209999,60.105,2924000,45.562901
"2007-06-05",59.634998,60.805,59.634998,60.450001,5349400,45.824436
"2007-06-06",59.805,60,58.52,58.785,5115800,44.562271
"2007-06-07",58.07,59.294998,57.095001,57.095001,6162200,43.281166
"2007-06-08",57.195,58.084999,56.799999,58.014999,4335600,43.978577
"2007-06-11",58.014999,58.974998,57.59,58.275002,4793400,44.175659
"2007-06-12",57.125,58.91,57.125,58.325001,5652600,44.213558
"2007-06-13",58.970001,60.16,58.845001,60.16,7925400,45.604595
"2007-06-14",60.25,60.970001,60.049999,60.360001,6284200,45.756218
"2007-06-15",60.994999,61.5,60.689999,60.875,6045800,46.146606
"2007-06-18",61.294998,61.509998,60.965,61.009998,3289600,46.248947
"2007-06-19",61.005001,61.110001,59.900002,60.814999,4114200,46.101128
"2007-06-20",60.82,62.605,60.685001,60.75,6422600,46.051853
"2007-06-21",60.75,62.150002,60.66,62.150002,4487200,47.113121
"2007-06-22",61.650002,62.82,61.509998,61.674999,6183200,46.753059
"2007-06-25",61.73,62.584999,61.205002,61.395,4394000,46.540806
"2007-06-26",61.875,62,60.095001,60.285,4483400,45.69936
"2007-06-27",59.779999,60.915001,59.285,60.785,3939600,46.417179
"2007-06-28",60.625,60.625,59.689999,59.689999,4126000,45.580994
"2007-06-29",60,60.794998,59.810001,60.369999,3688200,46.100258
"2007-07-02",60.825001,61.924999,60.560001,61.75,3590600,47.154053
"2007-07-03",61.494999,61.494999,60.720001,61.115002,2714200,46.669163
"2007-07-05",61.240002,61.875,60.970001,61.529999,2896800,46.986076
"2007-07-06",61.689999,62.27,61.575001,61.855,1959400,47.234249
