"","OKE.Open","OKE.High","OKE.Low","OKE.Close","OKE.Volume","OKE.Adjusted"
"2005-09-14",14.839783,14.971108,14.699702,14.734722,861600,5.829146
"2005-09-15",14.752233,14.848537,14.673437,14.708457,910700,5.818755
"2005-09-16",14.730345,14.804763,14.66906,14.79163,1003500,5.851658
"2005-09-19",14.80914,14.936089,14.760987,14.931711,866200,5.907075
"2005-09-20",15.49641,15.49641,14.936089,14.953598,1749800,5.915735
"2005-09-21",14.962354,15.176851,14.730345,14.857293,1654300,5.877636
"2005-09-22",14.831028,14.831028,14.29697,14.367011,1966400,5.683677
"2005-09-23",14.423919,14.58151,14.314481,14.458939,1636300,5.720042
"2005-09-26",14.445807,14.524602,14.353878,14.362634,1393900,5.681946
"2005-09-27",14.323236,14.397654,14.187532,14.231308,1550800,5.629992
"2005-09-28",14.231308,14.450184,14.231308,14.402031,1459200,5.69753
"2005-09-29",14.445807,14.953598,14.423919,14.905446,1650900,5.896685
"2005-09-30",14.86167,14.931711,14.7391,14.892313,1021300,5.891489
"2005-10-03",15.001751,15.308177,15.001751,15.18123,1489400,6.005788
"2005-10-04",15.203116,15.448257,14.901068,14.936089,1078200,5.908805
"2005-10-05",14.936089,15.019261,14.283838,14.288216,1569800,5.652505
"2005-10-06",14.292593,14.502714,13.916127,14.073717,1723800,5.567646
"2005-10-07",14.073717,14.371388,14.073717,14.200665,964700,5.617868
"2005-10-10",14.130625,14.152513,13.797934,13.885484,1452800,5.493184
"2005-10-11",13.898617,14.047452,13.635965,13.675364,1818600,5.410058
"2005-10-12",13.583435,13.635965,13.351427,13.456488,2013900,5.323468
"2005-10-13",13.456488,13.456488,12.756084,12.909298,3585500,5.106996
"2005-10-14",12.909298,13.106286,12.738575,13.066889,2155500,5.169341
"2005-10-17",13.066889,13.250744,12.979338,13.080021,1979800,5.174536
"2005-10-18",13.132551,13.132551,12.791105,12.821748,1340000,5.072361
"2005-10-19",12.773595,12.786727,12.445281,12.716687,2094300,5.030798
"2005-10-20",12.699177,12.773595,12.344598,12.454036,2686600,4.926893
"2005-10-21",12.454036,12.589739,12.410261,12.462791,2165600,4.930357
"2005-10-24",12.572229,12.71231,12.414639,12.475924,5062600,4.93555
"2005-10-25",12.515322,12.602872,12.440904,12.576607,4176700,4.975383
"2005-10-26",12.545964,12.769217,12.458413,12.475924,3236300,4.93555
"2005-10-27",12.335843,12.427771,12.138855,12.173875,1606600,4.926629
"2005-10-28",12.213273,12.467169,12.213273,12.449658,3074500,5.038237
"2005-10-31",12.475924,12.633514,12.462791,12.580984,1524100,5.091379
"2005-11-01",12.432149,12.436526,12.195763,12.23516,2050900,4.951428
"2005-11-02",12.300823,12.327088,12.138855,12.178252,1725800,4.9284
"2005-11-03",12.25267,12.545964,12.191385,12.519699,3182300,5.066581
"2005-11-04",12.550342,12.563474,12.300823,12.366486,1780400,5.004576
"2005-11-07",12.414639,12.414639,12.116967,12.173875,1572100,4.926629
"2005-11-08",12.134478,12.305201,11.902469,12.213273,2197300,4.94257
"2005-11-09",12.243916,12.305201,11.919979,12.020662,2288700,4.864625
"2005-11-10",11.994397,12.007529,11.604797,11.731746,4241200,4.747703
"2005-11-11",11.758011,11.819296,11.718614,11.775521,1677600,4.765418
"2005-11-14",11.919979,12.020662,11.876204,11.950622,2991400,4.836281
"2005-11-15",11.954999,12.033794,11.771143,11.797408,2834900,4.774276
"2005-11-16",11.836806,11.902469,11.731746,11.819296,1973400,4.783135
"2005-11-17",11.884959,12.016284,11.810541,11.849938,2510300,4.795535
"2005-11-18",11.959376,12.095079,11.919979,12.06006,2492200,4.880569
"2005-11-21",12.208895,12.230783,12.02504,12.07757,1703000,4.887654
"2005-11-22",12.090702,12.208895,11.981264,12.204517,1826100,4.939028
"2005-11-23",12.208895,12.313955,12.108212,12.283313,1347500,4.970916
"2005-11-25",12.379619,12.388373,12.243916,12.265802,484500,4.96383
"2005-11-28",12.274558,12.274558,11.981264,11.981264,1052800,4.84868
"2005-11-29",12.07757,12.178252,12.033794,12.051305,1108300,4.877027
"2005-11-30",12.068814,12.20014,11.990019,12.007529,1201300,4.859309
"2005-12-01",12.02504,12.160743,12.011907,12.143232,1267800,4.914228
"2005-12-02",12.095079,12.143232,11.972509,12.116967,1346400,4.903599
"2005-12-05",12.07757,12.134478,12.011907,12.038172,1626200,4.87171
"2005-12-06",12.07757,12.169497,12.016284,12.038172,1556800,4.87171
"2005-12-07",12.02504,12.14761,12.016284,12.095079,3111500,4.894741
"2005-12-08",12.169497,12.305201,12.090702,12.213273,2410000,4.94257
"2005-12-09",12.20014,12.283313,11.954999,11.981264,1742000,4.84868
"2005-12-12",12.108212,12.204517,12.003152,12.055682,1397800,4.878795
"2005-12-13",12.055682,12.169497,12.02504,12.156364,953000,4.919541
"2005-12-14",12.173875,12.388373,12.173875,12.296446,1288100,4.976231
"2005-12-15",12.348976,12.388373,12.169497,12.318333,1605000,4.985089
"2005-12-16",12.327088,12.388373,12.042549,12.06006,2592300,4.880569
"2005-12-19",12.06006,12.143232,11.959376,11.994397,1058500,4.853996
"2005-12-20",11.994397,12.195763,11.981264,11.990019,1169800,4.852223
"2005-12-21",12.038172,12.095079,11.823673,11.880581,1115200,4.807936
"2005-12-22",11.902469,11.950622,11.744879,11.814919,1101000,4.781363
"2005-12-23",11.841184,11.972509,11.819296,11.946244,1202200,4.834509
"2005-12-27",11.919979,11.941867,11.661705,11.666083,882900,4.721131
"2005-12-28",11.714235,11.784276,11.670461,11.7405,953200,4.751246
"2005-12-29",11.714235,11.793031,11.666083,11.683593,899800,4.728215
"2005-12-30",11.644196,11.736123,11.51287,11.657328,1136400,4.717588
"2006-01-03",11.762388,11.976887,11.718614,11.959376,1783800,4.839823
"2006-01-04",11.972509,12.116967,11.823673,12.099457,1472900,4.896511
"2006-01-05",12.125722,12.213273,11.994397,12.204517,2377300,4.939028
"2006-01-06",12.208895,12.274558,12.1301,12.195763,1602000,4.935485
"2006-01-09",12.239538,12.292068,12.16512,12.265802,1355300,4.96383
"2006-01-10",12.265802,12.318333,12.195763,12.257048,1433200,4.960287
"2006-01-11",12.300823,12.497811,12.28769,12.449658,1689700,5.038237
"2006-01-12",12.497811,12.537209,12.388373,12.410261,1551300,5.022291
"2006-01-13",12.37524,12.493434,12.335843,12.475924,1014900,5.048862
"2006-01-17",12.454036,12.545964,12.383996,12.528454,1149900,5.070122
"2006-01-18",12.716687,13.027491,12.62476,12.85239,3013300,5.201215
"2006-01-19",12.878655,12.896165,12.651024,12.71231,1755100,5.144527
"2006-01-20",12.71231,12.808615,12.594116,12.607249,1204100,5.10201
"2006-01-23",12.65978,12.721065,12.563474,12.651024,1150800,5.119725
"2006-01-24",12.699177,12.742952,12.419016,12.440904,1858500,5.034692
"2006-01-25",12.278935,12.419016,12.257048,12.405884,2391000,5.02052
"2006-01-26",12.432149,12.475924,12.300823,12.383996,1070900,5.011662
"2006-01-27",12.331466,12.440904,12.25267,12.274558,1748900,5.082283
"2006-01-30",12.353354,12.353354,12.21765,12.270181,1423800,5.080472
"2006-01-31",12.270181,12.401505,12.243916,12.370863,1327600,5.122159
"2006-02-01",12.366486,12.370863,12.143232,12.14761,4737300,5.029719
"2006-02-02",12.086325,12.125722,11.902469,11.976887,3019900,4.959033
"2006-02-03",11.976887,11.976887,11.7405,11.784276,2416800,4.879282
"2006-02-06",11.801786,11.858694,11.674838,11.771143,1841200,4.873846
"2006-02-07",11.775521,11.801786,11.661705,11.701103,1252500,4.844843
"2006-02-08",11.709858,11.709858,11.591665,11.635441,1270800,4.817656
"2006-02-09",11.61793,11.744879,11.604797,11.644196,1741600,4.82128
"2006-02-10",11.661705,11.727368,11.574155,11.639818,1002300,4.819468
"2006-02-13",11.648573,11.705481,11.61793,11.639818,1109700,4.819468
"2006-02-14",11.65295,11.65295,11.534758,11.626685,1009000,4.814032
"2006-02-15",13.132551,13.570303,12.388373,13.202592,12656900,5.466536
"2006-02-16",13.198214,13.198214,13.023113,13.123796,4794400,5.433911
"2006-02-17",13.128174,13.31203,13.088776,13.290142,3682200,5.502785
"2006-02-21",13.351427,13.460865,13.290142,13.456488,1626200,5.571661
"2006-02-22",13.561548,13.859219,13.491508,13.824199,6699000,5.723912
"2006-02-23",13.994922,13.9993,13.776046,13.793556,3054200,5.711223
"2006-02-24",13.837332,13.902994,13.657853,13.697251,1147900,5.67135
"2006-02-27",13.789179,13.789179,13.583435,13.679741,1588500,5.664099
"2006-02-28",13.679741,13.679741,13.355804,13.390824,2689600,5.544471
"2006-03-01",13.438977,13.526527,13.355804,13.46962,1388000,5.5771
"2006-03-02",13.38207,13.408335,13.285765,13.34705,1173400,5.526348
"2006-03-03",13.307652,13.355804,13.088776,13.119419,2082400,5.432099
"2006-03-06",13.066889,13.088776,12.865522,12.88741,1232200,5.336036
"2006-03-07",12.830503,13.040624,12.830503,12.944318,1029500,5.359599
"2006-03-08",12.904921,13.023113,12.646646,12.861145,1664600,5.325161
"2006-03-09",12.848013,12.8699,12.690422,12.694799,857100,5.256285
"2006-03-10",12.65978,12.843636,12.651024,12.804237,838800,5.301598
"2006-03-13",12.78235,12.926808,12.777972,12.878655,983600,5.332409
"2006-03-14",12.848013,13.150062,12.848013,13.115041,1211800,5.430285
"2006-03-15",13.066889,13.338295,13.058133,13.290142,1708000,5.502785
"2006-03-16",13.298897,13.386447,13.2595,13.329539,2046300,5.519098
"2006-03-17",13.329539,13.386447,13.272632,13.329539,1420600,5.519098
"2006-03-20",13.307652,13.417089,13.215724,13.294519,1157200,5.504598
"2006-03-21",13.268254,13.325162,13.101909,13.185081,2265200,5.459287
"2006-03-22",13.193836,13.303274,13.193836,13.2595,1586900,5.490098
"2006-03-23",13.176327,13.342672,13.132551,13.281386,1178200,5.499161
"2006-03-24",13.31203,13.482753,13.268254,13.465242,1262800,5.575285
"2006-03-27",13.473997,13.670986,13.4346,13.66223,2122400,5.656849
"2006-03-28",13.701629,13.9993,13.618456,13.885484,2373700,5.749289
"2006-03-29",13.885484,14.1744,13.854841,14.113115,2523800,5.843539
"2006-03-30",14.117493,14.178778,14.095605,14.161267,2473000,5.863474
"2006-03-31",14.226931,14.26195,14.073717,14.117493,2177700,5.845349
"2006-04-03",14.279461,14.58151,14.200665,14.472072,3132100,5.992164
"2006-04-04",14.397654,14.651549,14.397654,14.603397,1912200,6.04654
"2006-04-05",14.559622,14.77412,14.502714,14.752233,2089000,6.108165
"2006-04-06",14.68657,14.752233,14.550867,14.599019,1472000,6.044727
"2006-04-07",14.620907,14.68657,14.489581,14.511469,1507900,6.008478
"2006-04-10",14.489581,14.607775,14.275084,14.331991,1276700,5.934165
"2006-04-11",14.336369,14.397654,14.15689,14.222553,1481200,5.888853
"2006-04-12",14.288216,14.345123,14.073717,14.143758,1401700,5.856225
"2006-04-13",14.152513,14.213798,14.073717,14.113115,850900,5.843539
"2006-04-17",14.170023,14.226931,14.091228,14.213798,940700,5.885226
"2006-04-18",14.226931,14.380143,14.226931,14.327614,1250000,5.93235
"2006-04-19",14.275084,14.546489,14.26195,14.524602,787800,6.013915
"2006-04-20",14.550867,14.63404,14.393276,14.441429,710400,5.979478
"2006-04-21",14.528979,14.660305,14.458939,14.607775,879700,6.048352
"2006-04-24",14.629663,14.629663,14.423919,14.603397,731600,6.04654
"2006-04-25",14.620907,14.620907,14.384521,14.480826,1117000,5.995789
"2006-04-26",14.485204,14.690948,14.353878,14.358256,1330400,5.94504
"2006-04-27",14.10436,14.358256,14.047452,14.279461,1149700,6.038584
"2006-04-28",14.275084,14.533357,14.047452,14.450184,1100600,6.11078
"2006-05-01",14.511469,14.533357,14.26195,14.310103,1319600,6.051542
"2006-05-02",14.152513,14.498337,14.143758,14.384521,904800,6.083012
"2006-05-03",14.388899,14.607775,14.279461,14.292593,2890400,6.044137
"2006-05-04",14.305726,14.542111,14.165646,14.288216,1163900,6.042287
"2006-05-05",14.248818,14.314481,13.942392,14.279461,2986300,6.038584
"2006-05-08",14.235685,14.266328,14.10436,14.240063,764500,6.021924
"2006-05-09",14.266328,14.292593,14.108738,14.117493,1453300,5.97009
"2006-05-10",14.170023,14.75661,14.15689,14.537734,2776400,6.147802
"2006-05-11",14.542111,14.568377,14.20942,14.24444,2567800,6.023775
"2006-05-12",14.161267,14.257573,13.863597,13.94677,1305900,5.897893
"2006-05-15",13.832954,14.012432,13.767291,13.942392,1737200,5.896041
"2006-05-16",13.942392,13.9993,13.780424,13.797934,1087100,5.834955
"2006-05-17",13.688496,13.854841,13.4346,13.653476,1865800,5.773862
"2006-05-18",13.714761,13.754159,13.509018,13.544038,1290900,5.727584
"2006-05-19",13.600945,13.784801,13.465242,13.640344,1050300,5.76831
"2006-05-22",13.53966,13.679741,13.329539,13.570303,1971200,5.738691
"2006-05-23",13.666608,13.679741,13.198214,13.2595,1585300,5.607256
"2006-05-24",13.285765,13.596568,13.150062,13.561548,1674900,5.734987
"2006-05-25",13.6097,13.859219,13.570303,13.824199,1163200,5.84606
"2006-05-26",13.911749,13.994922,13.815444,13.929259,867100,5.890488
"2006-05-30",13.881106,14.218176,13.881106,14.091228,1507400,5.958982
"2006-05-31",14.082473,14.734722,14.082473,14.70408,6265100,6.21815
"2006-06-01",14.769743,14.874803,14.563999,14.870425,1850100,6.288492
"2006-06-02",14.883558,15.286289,14.857293,15.23376,2491100,6.442141
"2006-06-05",15.211872,15.386972,14.625284,14.984241,1981700,6.336624
"2006-06-06",14.984241,15.102434,14.620907,14.918578,1803900,6.308858
"2006-06-07",14.883558,14.953598,14.690948,14.72159,1204100,6.225553
"2006-06-08",14.555244,14.848537,14.546489,14.84416,1654500,6.277387
"2006-06-09",14.839783,15.049904,14.77412,14.957975,1341600,6.325517
"2006-06-12",14.971108,14.971108,14.620907,14.642795,1504200,6.192232
"2006-06-13",14.577132,14.660305,14.218176,14.257573,1910400,6.029325
"2006-06-14",14.24444,14.314481,14.051829,14.165646,1675300,5.990451
"2006-06-15",14.191911,14.717213,14.165646,14.690948,1239500,6.212597
"2006-06-16",14.765365,14.782875,14.485204,14.682192,1162000,6.208893
"2006-06-19",14.664682,14.664682,14.226931,14.345123,1089600,6.066351
"2006-06-20",14.283838,14.423919,14.24444,14.393276,1239700,6.086712
"2006-06-21",14.358256,14.607775,14.340746,14.520225,1292900,6.1404
"2006-06-22",14.520225,14.524602,14.270705,14.323236,889300,6.057095
"2006-06-23",14.279461,14.58151,14.213798,14.559622,1278800,6.15706
"2006-06-26",14.559622,14.699702,14.511469,14.699702,683200,6.216297
"2006-06-27",14.677814,14.769743,14.511469,14.699702,1396900,6.216297
"2006-06-28",14.72159,14.874803,14.620907,14.787252,1448900,6.253323
"2006-06-29",14.817895,15.058659,14.80914,14.979863,1365800,6.334773
"2006-06-30",14.992996,15.067413,14.66906,14.901068,1776500,6.301451
"2006-07-03",14.857293,15.286289,14.839783,15.246892,1076100,6.447695
"2006-07-05",15.176851,15.238137,14.804763,14.918578,2096800,6.308858
"2006-07-06",14.874803,14.971108,14.441429,14.524602,1989200,6.14225
"2006-07-07",14.463316,14.848537,14.463316,14.822273,1727200,6.26813
"2006-07-10",15.032393,15.995447,15.032393,15.706532,5329700,6.642071
"2006-07-11",15.623359,15.890387,15.562073,15.864121,1868400,6.708714
"2006-07-12",15.820347,15.929785,15.544563,15.702154,1605900,6.640222
"2006-07-13",15.702154,15.833479,15.400105,15.500788,1725400,6.555065
"2006-07-14",15.435125,15.693398,15.400105,15.654001,1383400,6.619859
"2006-07-17",15.627736,15.780949,15.623359,15.750306,1533900,6.660583
"2006-07-18",15.750306,16.11364,15.737174,15.977938,2595900,6.756847
"2006-07-19",16.139906,16.174925,15.912274,16.047977,2459800,6.786463
"2006-07-20",16.021713,16.109262,15.8685,15.92103,1152700,6.732781
"2006-07-21",15.894765,16.021713,15.772194,15.886009,996200,6.717969
"2006-07-24",16.004202,16.301874,15.960427,16.293119,1886000,6.89013
"2006-07-25",16.328138,16.555769,16.153038,16.310629,1250400,6.897537
"2006-07-26",16.266853,16.555769,16.209946,16.516373,1074300,6.984542
"2006-07-27",16.34127,16.498861,16.109262,16.16617,1034300,6.971517
"2006-07-28",16.266853,16.525127,16.262476,16.490107,749900,7.111215
"2006-07-31",16.490107,16.507616,16.28874,16.28874,1482300,7.024376
"2006-08-01",16.266853,16.547014,16.258099,16.437576,1441600,7.08856
"2006-08-02",16.420067,16.630188,16.371914,16.441954,918100,7.090444
"2006-08-03",16.503239,16.708982,16.420067,16.529505,1612700,7.128201
"2006-08-04",16.625811,16.669584,16.301874,16.441954,1043500,7.090444
"2006-08-07",16.455086,16.525127,16.323761,16.424444,1040300,7.082896
"2006-08-08",16.547014,16.875328,16.516373,16.779022,1974800,7.235805
"2006-08-09",16.879705,17.06794,16.853441,16.875328,2333200,7.277337
"2006-08-10",16.840307,17.146734,16.7834,17.146734,2050000,7.394376
"2006-08-11",17.181755,17.181755,16.962879,16.997898,1215300,7.330193
"2006-08-14",17.146734,17.181755,16.954124,16.993521,1644900,7.328304
"2006-08-15",17.028542,17.098581,16.910349,17.019787,1834100,7.339632
"2006-08-16",17.011032,17.06794,16.927858,17.032919,3902600,7.345295
"2006-08-17",17.032919,17.094204,16.892838,16.945368,1200200,7.307539
"2006-08-18",16.923481,17.028542,16.897217,16.993521,1096500,7.328304
"2006-08-21",16.967257,17.098581,16.748381,16.779022,1842800,7.235805
"2006-08-22",16.717737,16.949745,16.687096,16.897217,1774000,7.286772
"2006-08-23",16.94099,16.954124,16.433199,16.52075,1219800,7.124427
"2006-08-24",16.564524,16.656452,16.398178,16.433199,1569600,7.086671
"2006-08-25",16.433199,16.577658,16.376291,16.560146,1365300,7.141417
"2006-08-28",16.555769,16.64332,16.507616,16.595167,1002300,7.15652
"2006-08-29",16.564524,16.757135,16.529505,16.708982,1004400,7.205599
"2006-08-30",16.730871,16.744003,16.542637,16.564524,1098300,7.143301
"2006-08-31",16.459465,16.822798,16.437576,16.752758,1281700,7.224478
"2006-09-01",16.831553,16.989143,16.800911,16.910349,926700,7.292438
"2006-09-05",16.914726,17.216774,16.892838,17.094204,1290000,7.371727
"2006-09-06",17.094204,17.129225,16.752758,16.81842,2053200,7.252794
"2006-09-07",16.81842,17.002275,16.704605,16.870951,1236000,7.275446
"2006-09-08",16.94099,17.102959,16.88846,16.901594,1337000,7.288662
"2006-09-11",16.884083,16.980389,16.748381,16.870951,1198100,7.275446
"2006-09-12",16.919104,16.927858,16.656452,16.774645,1169800,7.233917
"2006-09-13",16.691473,16.809666,16.560146,16.7834,1072700,7.237693
"2006-09-14",16.7834,16.853441,16.608299,16.665207,1458800,7.186724
"2006-09-15",16.608299,16.687096,16.319384,16.323761,2924900,7.039479
"2006-09-18",16.367537,16.398178,16.209946,16.306252,2219200,7.031926
"2006-09-19",16.258099,16.389423,16.034845,16.183681,1543300,6.97907
"2006-09-20",16.122395,16.271231,16.100508,16.192436,1080900,6.982844
"2006-09-21",16.258099,16.258099,16.104885,16.153038,1025600,6.965854
"2006-09-22",16.284363,16.345648,16.153038,16.223078,1014700,6.996059
"2006-09-25",16.459465,16.656452,16.249344,16.555769,1760800,7.13953
"2006-09-26",16.46822,16.529505,16.371914,16.472597,982000,7.103661
"2006-09-27",16.411312,16.612677,16.411312,16.57328,1069700,7.147081
"2006-09-28",16.57328,16.630188,16.424444,16.511995,955100,7.120651
"2006-09-29",16.547014,16.652075,16.498861,16.542637,1664800,7.133866
"2006-10-02",16.490107,16.892838,16.490107,16.744003,1568600,7.220703
"2006-10-03",16.774645,16.927858,16.700228,16.805288,1281000,7.247132
"2006-10-04",16.739626,16.954124,16.730871,16.910349,1168600,7.292438
"2006-10-05",16.875328,17.050428,16.866573,16.962879,844900,7.315092
"2006-10-06",16.897217,16.984766,16.76589,16.945368,822800,7.307539
"2006-10-09",16.866573,16.962879,16.827175,16.897217,644200,7.286772
"2006-10-10",16.892838,16.984766,16.844687,16.958502,385100,7.313202
"2006-10-11",16.958502,17.291193,16.927858,17.164244,1132100,7.401929
"2006-10-12",17.225531,17.229908,17.094204,17.225531,573100,7.428358
"2006-10-13",17.181755,17.326212,17.155489,17.291193,609200,7.456675
"2006-10-16",17.291193,17.409386,17.234285,17.405008,643000,7.505755
"2006-10-17",17.405008,17.562599,17.405008,17.558222,736200,7.571827
"2006-10-18",17.549465,17.798985,17.527578,17.750832,1402100,7.654888
"2006-10-19",17.711433,17.934687,17.707056,17.904045,920100,7.720962
"2006-10-20",17.952198,17.952198,17.803362,17.939064,865100,7.736066
"2006-10-23",17.882156,18.022238,17.785852,17.947821,841100,7.739837
"2006-10-24",17.864647,18.149185,17.794607,18.144808,966000,7.824789
"2006-10-25",18.144808,18.284889,18.079145,18.258623,738500,7.873871
"2006-10-26",18.298021,18.324287,18.109789,18.324287,877800,7.902186
"2006-10-27",18.271757,18.381195,18.175451,18.245491,906900,8.008053
"2006-10-30",18.15794,18.381195,18.149185,18.363684,757700,8.059927
"2006-10-31",18.306776,18.350552,18.14043,18.223604,1131400,7.998445
"2006-11-01",18.223604,18.468744,18.118544,18.214849,1842800,7.994605
"2006-11-02",17.343723,18.118544,16.989143,18.074768,2631600,7.93312
"2006-11-03",18.066013,18.219227,17.987217,18.192961,1358700,7.984996
"2006-11-06",17.908422,18.153563,17.904045,18.092278,1824500,7.940803
"2006-11-07",18.070391,18.214849,18.044125,18.184206,1022700,7.981154
"2006-11-08",18.101032,18.319908,18.092278,18.245491,1038000,8.008053
"2006-11-09",18.263,18.398705,18.175451,18.284889,923300,8.025345
"2006-11-10",18.319908,18.398705,18.223604,18.302399,1205200,8.03303
"2006-11-13",18.219227,18.324287,18.131676,18.254246,1292000,8.011894
"2006-11-14",18.236736,18.350552,18.162319,18.328665,1207700,8.044557
"2006-11-15",18.372438,18.451235,18.276134,18.368061,1700700,8.061849
"2006-11-16",18.398705,18.420591,18.136053,18.166697,1285400,7.973468
"2006-11-17",18.136053,18.254246,18.083523,18.162319,1862200,7.971546
"2006-11-20",18.127298,18.127298,17.991594,18.105412,2628600,7.946569
"2006-11-21",18.136053,18.188583,18.030993,18.144808,2005700,7.963861
"2006-11-22",18.122921,18.179829,18.092278,18.15794,1589900,7.969625
"2006-11-24",18.14043,18.394327,18.122921,18.376816,321100,8.065692
"2006-11-27",18.368061,18.403082,18.15794,18.162319,1219800,7.971546
"2006-11-28",18.153563,18.556295,18.109789,18.49501,1604700,8.117569
"2006-11-29",18.49501,18.801435,18.468744,18.75766,1562500,8.232847
"2006-11-30",19.020311,19.120995,18.888987,18.928383,1806500,8.307775
"2006-12-01",18.928383,19.151638,18.797058,19.116617,1541200,8.390395
"2006-12-04",19.116617,19.405533,19.09473,19.348625,1277600,8.492225
"2006-12-05",19.313606,19.471195,19.282963,19.374891,1062000,8.50375
"2006-12-06",19.313606,19.388023,19.129749,19.199789,1067700,8.426897
"2006-12-07",19.173525,19.261076,18.98967,19.064087,981300,8.367338
"2006-12-08",19.007179,19.147259,18.959026,19.103485,1018600,8.38463
"2006-12-11",19.050955,19.072842,18.941517,18.976536,1102900,8.328911
"2006-12-12",18.972158,19.020311,18.849588,18.888987,1611800,8.290483
"2006-12-13",18.888987,18.985292,18.884609,18.919628,1335900,8.303935
"2006-12-14",18.919628,19.120995,18.893364,19.020311,1692700,8.348125
"2006-12-15",19.020311,19.099108,18.967781,19.0422,1860600,8.357735
"2006-12-18",19.007179,19.0422,18.770794,18.818947,1334300,8.259747
"2006-12-19",18.823324,18.963404,18.74015,18.906496,1091000,8.298171
"2006-12-20",18.875854,19.0422,18.875854,18.954649,1019500,8.319305
"2006-12-21",18.985292,19.046577,18.696375,18.832079,1104200,8.265506
"2006-12-22",18.893364,18.967781,18.814568,18.875854,777300,8.284724
"2006-12-26",18.902119,19.046577,18.845211,18.998425,674100,8.338516
"2006-12-27",18.963404,19.230433,18.93714,19.156015,833500,8.407688
"2006-12-28",19.138504,19.195412,19.037821,19.050955,544300,8.361574
"2006-12-29",19.050955,19.116617,18.836456,18.875854,629500,8.284724
"2007-01-03",18.980913,19.107862,18.648222,18.86272,2633600,8.278956
"2007-01-04",18.805813,18.915251,18.621958,18.665733,1415600,8.192498
"2007-01-05",18.648222,18.648222,18.289267,18.324287,2287800,8.042635
"2007-01-08",18.311153,18.315531,18.127298,18.232359,2028000,8.002288
"2007-01-09",18.227982,18.33742,18.066013,18.298021,1056700,8.031108
"2007-01-10",18.201715,18.284889,18.118544,18.15794,1318000,7.969625
"2007-01-11",18.153563,18.407459,17.947821,18.166697,1199900,7.973468
"2007-01-12",18.14043,18.319908,18.136053,18.232359,1230100,8.002288
"2007-01-16",18.223604,18.394327,18.206093,18.236736,951600,8.004209
"2007-01-17",18.179829,18.451235,18.179829,18.346174,606700,8.052246
"2007-01-18",18.319908,18.464367,18.284889,18.354929,886300,8.056083
"2007-01-19",18.315531,18.521275,18.276134,18.464367,991800,8.104117
"2007-01-22",18.433723,18.595692,18.411837,18.486254,1196100,8.113724
"2007-01-23",18.468744,18.797058,18.468744,18.766417,1205700,8.236686
"2007-01-24",18.788303,18.98967,18.75766,18.941517,834000,8.313544
"2007-01-25",18.897741,18.954649,18.665733,18.762037,928600,8.234764
"2007-01-26",18.762037,18.818947,18.621958,18.783926,909800,8.244371
"2007-01-29",18.696375,18.797058,18.621958,18.727018,948400,8.370914
"2007-01-30",18.805813,18.867098,18.762037,18.845211,937700,8.423748
"2007-01-31",18.788303,18.893364,18.691998,18.783926,974000,8.396353
"2007-02-01",18.801435,18.945894,18.75766,18.867098,1373800,8.433532
"2007-02-02",18.858343,18.93714,18.827702,18.845211,931500,8.423748
"2007-02-05",18.814568,19.081596,18.74015,18.897741,1351200,8.447228
"2007-02-06",18.902119,19.055332,18.867098,18.945894,1283100,8.468753
"2007-02-07",18.998425,19.120995,18.954649,19.090351,2020300,8.533326
"2007-02-08",19.090351,19.191034,19.077219,19.156015,1078600,8.562676
"2007-02-09",19.147259,19.195412,18.980913,19.050955,662400,8.515712
"2007-02-12",18.963404,19.029066,18.867098,18.928383,1058500,8.460924
"2007-02-13",18.941517,19.068464,18.941517,19.064087,812100,8.521582
"2007-02-14",19.037821,19.18228,19.020311,19.055332,925800,8.517671
"2007-02-15",19.024689,19.050955,18.884609,18.906496,1052800,8.451141
"2007-02-16",18.902119,18.919628,18.775171,18.888987,2574200,8.443314
"2007-02-20",18.845211,18.928383,18.770794,18.871475,809500,8.43549
"2007-02-21",18.788303,18.959026,18.735773,18.910873,675700,8.453096
"2007-02-22",18.858343,18.985292,18.735773,18.832079,833300,8.417877
"2007-02-23",18.744528,18.845211,18.595692,18.700752,1191500,8.359177
"2007-02-26",18.683243,18.788303,18.591314,18.713886,1335900,8.365046
"2007-02-27",18.661356,18.661356,17.947821,18.424969,2589100,8.235902
"2007-02-28",18.420591,18.560673,18.236736,18.236736,2627900,8.15176
"2007-03-01",18.236736,18.613203,18.079145,18.455612,2187900,8.249597
"2007-03-02",18.350552,18.473122,18.241114,18.271757,1753200,8.167413
"2007-03-05",17.886536,18.096655,17.553843,17.562599,2015700,7.850423
"2007-03-06",17.422518,17.956575,17.186132,17.890913,2194600,7.997178
"2007-03-07",18.079145,18.985292,17.991594,18.573805,3650400,8.30243
"2007-03-08",18.713886,19.033443,18.411837,18.792681,1403300,8.400265
"2007-03-09",18.858343,19.033443,18.797058,18.853966,1055300,8.42766
"2007-03-12",18.853966,19.374891,18.853966,19.265453,1782900,8.611595
"2007-03-13",19.199789,19.46244,19.09473,19.374891,2057500,8.660514
"2007-03-14",19.353003,19.611277,19.261076,19.506216,2718600,8.719213
"2007-03-15",19.493084,19.860794,19.479952,19.725092,1206300,8.817052
"2007-03-16",19.725092,19.869551,19.585011,19.602522,1054000,8.76226
"2007-03-19",19.641918,20.049028,19.641918,20.044651,1152000,8.959895
