"","CRM.Open","CRM.High","CRM.Low","CRM.Close","CRM.Volume","CRM.Adjusted"
"2004-10-14",4.625,4.6875,4.4625,4.4975,1047200,4.4975
"2004-10-15",4.515,4.56,4.4,4.495,946800,4.495
"2004-10-18",4.475,4.575,4.4125,4.5725,692800,4.5725
"2004-10-19",4.5875,4.61,4.53,4.5575,622400,4.5575
"2004-10-20",4.5325,4.565,4.475,4.5375,760800,4.5375
"2004-10-21",4.5425,4.67,4.51,4.6,721600,4.6
"2004-10-22",4.625,4.645,4.3125,4.35,1116800,4.35
"2004-10-25",4.3875,4.59,4.3875,4.5375,1056000,4.5375
"2004-10-26",4.525,4.6125,4.4475,4.6125,476800,4.6125
"2004-10-27",4.625,4.8975,4.5375,4.8175,1922800,4.8175
"2004-10-28",4.825,5.15,4.75,5.0375,2500800,5.0375
"2004-10-29",5.025,5.08,4.8525,5.08,1799600,5.08
"2004-11-01",5.125,5.5,5.1,5.425,3213600,5.425
"2004-11-02",5.625,5.625,5.4425,5.49,3029600,5.49
"2004-11-03",5.5525,5.675,5.375,5.4175,1917600,5.4175
"2004-11-04",5.4,5.4325,5.125,5.145,1398400,5.145
"2004-11-05",5.2075,5.34,5.1375,5.215,1574800,5.215
"2004-11-08",5.215,5.215,5.065,5.1,1014400,5.1
"2004-11-09",4.925,5.0125,4.7775,4.8825,1935600,4.8825
"2004-11-10",4.9125,4.9125,4.815,4.8825,779200,4.8825
"2004-11-11",4.8825,5.035,4.8625,5.005,1007200,5.005
"2004-11-12",5.05,5.0625,4.875,5,556400,5
"2004-11-15",5.02,5.2,5,5.2,2122000,5.2
"2004-11-16",5.2,5.3,5.075,5.1475,2562400,5.1475
"2004-11-17",5.2,5.2375,5.0675,5.21,1586400,5.21
"2004-11-18",4.75,4.75,4.3275,4.455,9432400,4.455
"2004-11-19",4.55,4.6125,4.2625,4.4375,3152800,4.4375
"2004-11-22",4.4375,4.525,4.3725,4.405,872000,4.405
"2004-11-23",4.405,4.505,4.3825,4.495,1104800,4.495
"2004-11-24",4.5,4.56,4.45,4.5,907600,4.5
"2004-11-26",4.475,4.475,4.3625,4.4325,514400,4.4325
"2004-11-29",4.435,4.4625,4.375,4.375,1548000,4.375
"2004-11-30",4.3775,4.5175,4.335,4.365,2276400,4.365
"2004-12-01",4.3675,4.4125,4.2025,4.235,2311200,4.235
"2004-12-02",4.245,4.255,4.105,4.2475,2929200,4.2475
"2004-12-03",4.2325,4.2325,4.1175,4.1575,1043600,4.1575
"2004-12-06",4.2,4.2,4.095,4.1375,1245200,4.1375
"2004-12-07",4.135,4.14,3.965,4.0125,2875200,4.0125
"2004-12-08",4.0125,4.035,3.965,3.98,2116000,3.98
"2004-12-09",3.975,4.1275,3.945,4.065,2348400,4.065
"2004-12-10",4.04,4.12,3.9775,3.98,1934400,3.98
"2004-12-13",4.0175,4.075,3.965,4.025,1150400,4.025
"2004-12-14",4.0125,4.1925,3.98,4.085,1650400,4.085
"2004-12-15",4.1,4.115,4.0125,4.07,1510400,4.07
"2004-12-16",4.07,4.125,4.0675,4.095,1602400,4.095
"2004-12-17",4.0975,4.0975,3.9,4.025,2897200,4.025
"2004-12-20",3.65,3.85,3.65,3.8,38832000,3.8
"2004-12-21",3.8125,4.0475,3.8125,4.025,15005200,4.025
"2004-12-22",3.9625,4.1125,3.9625,4.0625,6778800,4.0625
"2004-12-23",4.065,4.1875,4.065,4.1525,5615200,4.1525
"2004-12-27",4.1875,4.35,4.1725,4.3425,6694400,4.3425
"2004-12-28",4.3575,4.4175,4.25,4.295,3358800,4.295
"2004-12-29",4.25,4.3,4.205,4.2925,2126000,4.2925
"2004-12-30",4.2525,4.275,4.18,4.215,3416400,4.215
"2004-12-31",4.1625,4.275,4.1625,4.235,1435600,4.235
"2005-01-03",4.1025,4.245,4.1025,4.15,3704000,4.15
"2005-01-04",4.1375,4.175,4.0325,4.09,2843200,4.09
"2005-01-05",4.195,4.495,4.1775,4.4875,12164400,4.4875
"2005-01-06",4.4875,4.55,4.375,4.43,6628400,4.43
"2005-01-07",4.4825,4.4975,4.3475,4.3875,4608000,4.3875
"2005-01-10",4.25,4.395,4.2375,4.245,3788400,4.245
"2005-01-11",4.245,4.25,4.0925,4.105,2862000,4.105
"2005-01-12",3.75,3.8625,3.6775,3.775,18628000,3.775
"2005-01-13",3.8125,3.92,3.7625,3.8125,4376800,3.8125
"2005-01-14",3.8125,3.825,3.6775,3.75,3806000,3.75
"2005-01-18",3.725,3.7875,3.6625,3.7625,2507200,3.7625
"2005-01-19",3.7625,3.7975,3.715,3.7475,1841600,3.7475
"2005-01-20",3.7475,3.7475,3.65,3.6525,4050000,3.6525
"2005-01-21",3.66,3.6825,3.5225,3.6125,7144400,3.6125
"2005-01-24",3.6125,3.6425,3.45,3.475,4587600,3.475
"2005-01-25",3.45,3.5125,3.425,3.4325,3506000,3.4325
"2005-01-26",3.435,3.4725,3.395,3.45,2882400,3.45
"2005-01-27",3.4525,3.4975,3.3375,3.405,2001600,3.405
"2005-01-28",3.4125,3.45,3.3425,3.365,1974800,3.365
"2005-01-31",3.365,3.43,3.3425,3.425,1607200,3.425
"2005-02-01",3.3775,3.485,3.3375,3.425,1214800,3.425
"2005-02-02",3.425,3.4375,3.3175,3.325,3596000,3.325
"2005-02-03",3.325,3.35,3.315,3.3425,3137200,3.3425
"2005-02-04",3.3425,3.52,3.325,3.515,3363600,3.515
"2005-02-07",3.515,3.535,3.3925,3.405,912400,3.405
"2005-02-08",3.445,3.5325,3.44,3.4975,1408000,3.4975
"2005-02-09",3.5025,3.5125,3.2775,3.315,1237600,3.315
"2005-02-10",3.35,3.35,3.24,3.2675,1188800,3.2675
"2005-02-11",3.2625,3.39,3.26,3.3625,1364400,3.3625
"2005-02-14",3.375,3.4375,3.3625,3.4125,1183600,3.4125
"2005-02-15",3.45,3.6425,3.4475,3.565,3428000,3.565
"2005-02-16",3.565,3.5725,3.38,3.5,1552000,3.5
"2005-02-17",3.5,3.6,3.455,3.525,4304800,3.525
"2005-02-18",3.75,4.1825,3.75,3.9875,19785600,3.9875
"2005-02-22",3.9625,4.02,3.83,3.975,7933200,3.975
"2005-02-23",3.875,3.975,3.875,3.9175,4740800,3.9175
"2005-02-24",3.9175,4.1075,3.85,4.05,6050800,4.05
"2005-02-25",4.05,4.2175,4.05,4.1175,5158800,4.1175
"2005-02-28",4.0875,4.125,3.965,4.015,3198400,4.015
"2005-03-01",4.05,4.1475,3.99,4.13,2118800,4.13
"2005-03-02",4.1925,4.2475,4.155,4.2275,3010800,4.2275
"2005-03-03",4.2375,4.24,4.1425,4.205,1974800,4.205
"2005-03-04",4.205,4.205,4.0625,4.15,1892000,4.15
"2005-03-07",4.1,4.1575,4.0825,4.12,1562000,4.12
"2005-03-08",4.125,4.205,4.08,4.195,1672400,4.195
"2005-03-09",4.195,4.2075,4.04,4.07,1698400,4.07
"2005-03-10",4.025,4.025,3.625,3.8725,3472000,3.8725
"2005-03-11",3.8925,3.8975,3.8225,3.875,1118400,3.875
"2005-03-14",3.825,3.925,3.825,3.885,1256800,3.885
"2005-03-15",3.85,3.9,3.75,3.8175,1733600,3.8175
"2005-03-16",3.8175,3.91,3.6725,3.7375,3684400,3.7375
"2005-03-17",3.8275,3.9275,3.8275,3.875,3504800,3.875
"2005-03-18",3.9125,3.915,3.75,3.7525,3011600,3.7525
"2005-03-21",3.75,3.8675,3.74,3.835,2294400,3.835
"2005-03-22",3.83,3.87,3.7375,3.775,1382000,3.775
"2005-03-23",3.7575,3.77,3.65,3.7,1624000,3.7
"2005-03-24",3.4375,3.7075,3.425,3.675,4046400,3.675
"2005-03-28",3.6625,3.6975,3.6,3.61,1988400,3.61
"2005-03-29",3.62,3.6875,3.54,3.57,1746000,3.57
"2005-03-30",3.565,3.635,3.49,3.625,2360000,3.625
"2005-03-31",3.65,3.805,3.65,3.7475,2521200,3.7475
"2005-04-01",3.6375,3.7575,3.6375,3.75,2260400,3.75
"2005-04-04",3.705,3.755,3.6775,3.7375,1199200,3.7375
"2005-04-05",3.75,3.875,3.75,3.815,2964000,3.815
"2005-04-06",3.8,3.86,3.745,3.8175,2789600,3.8175
"2005-04-07",3.795,3.905,3.7625,3.86,1476400,3.86
"2005-04-08",3.8425,3.845,3.81,3.84,1547200,3.84
"2005-04-11",3.8175,3.86,3.815,3.8275,832400,3.8275
"2005-04-12",3.8725,3.925,3.78,3.9075,4554400,3.9075
"2005-04-13",3.95,4.095,3.8375,3.8625,5777200,3.8625
"2005-04-14",3.8175,3.825,3.7025,3.7675,3149600,3.7675
"2005-04-15",3.7375,3.76,3.5925,3.6075,3368800,3.6075
"2005-04-18",3.6125,3.7425,3.5625,3.725,1922400,3.725
"2005-04-19",3.6,3.6975,3.5625,3.6275,3828800,3.6275
"2005-04-20",3.6,3.645,3.575,3.61,2084000,3.61
"2005-04-21",3.61,3.7975,3.6075,3.7725,4069600,3.7725
"2005-04-22",3.7725,3.7725,3.6075,3.6375,3360000,3.6375
"2005-04-25",3.6375,3.66,3.45,3.5,4261600,3.5
"2005-04-26",3.5,3.6075,3.4,3.5975,3872800,3.5975
"2005-04-27",3.595,3.69,3.5525,3.69,1897200,3.69
"2005-04-28",3.69,3.6925,3.6025,3.6225,1384000,3.6225
"2005-04-29",3.6225,3.6725,3.575,3.6075,1490000,3.6075
"2005-05-02",3.62,3.62,3.5225,3.5775,1483600,3.5775
"2005-05-03",3.5625,3.6775,3.5325,3.6225,1642000,3.6225
"2005-05-04",3.6375,3.7525,3.6225,3.745,1402800,3.745
"2005-05-05",3.7375,3.775,3.675,3.7525,2910800,3.7525
"2005-05-06",3.75,3.875,3.7325,3.8375,3101600,3.8375
"2005-05-09",3.7875,3.875,3.7825,3.86,3662800,3.86
"2005-05-10",3.815,3.925,3.81,3.875,2954000,3.875
"2005-05-11",3.8625,3.9175,3.8225,3.8225,2080400,3.8225
"2005-05-12",3.8125,3.87,3.735,3.7475,1806000,3.7475
"2005-05-13",3.75,3.7825,3.6375,3.72,3694800,3.72
"2005-05-16",3.7175,3.795,3.695,3.76,1796400,3.76
"2005-05-17",3.7175,3.9375,3.685,3.915,3041200,3.915
"2005-05-18",3.9,4.0225,3.8525,3.96,4379600,3.96
"2005-05-19",4.325,4.525,4.3125,4.425,20659200,4.425
"2005-05-20",4.35,4.645,4.335,4.6225,10856000,4.6225
"2005-05-23",4.5,4.865,4.435,4.8075,9897200,4.8075
"2005-05-24",4.8125,4.935,4.7825,4.9,7348400,4.9
"2005-05-25",4.975,5.0125,4.875,4.965,7942000,4.965
"2005-05-26",4.9975,5.0825,4.9125,5.035,6382800,5.035
"2005-05-27",5.05,5.0625,4.9625,4.965,6084400,4.965
"2005-05-31",4.975,5.0825,4.93,5.06,6211600,5.06
"2005-06-01",5.025,5.0725,4.995,5.04,4614000,5.04
"2005-06-02",5.0375,5.25,5.025,5.24,5700000,5.24
"2005-06-03",5.2,5.205,5.0775,5.1375,4089600,5.1375
"2005-06-06",5.1475,5.15,5.0275,5.0275,3219600,5.0275
"2005-06-07",4.8625,4.9925,4.8125,4.9375,5886000,4.9375
"2005-06-08",4.9625,4.9925,4.9325,4.9675,2114000,4.9675
"2005-06-09",4.985,5.04,4.9,5.0375,3357600,5.0375
"2005-06-10",5.0175,5.02,4.9125,4.935,1685600,4.935
"2005-06-13",4.9125,5.12,4.9125,5.12,3239600,5.12
"2005-06-14",5.12,5.155,5.03,5.15,1858800,5.15
"2005-06-15",5.145,5.155,4.925,5.0225,2855600,5.0225
"2005-06-16",5.05,5.055,4.8725,4.9575,2862400,4.9575
"2005-06-17",4.9575,5.165,4.9,5.12,3776800,5.12
"2005-06-20",5.1225,5.225,5.0725,5.215,2110800,5.215
"2005-06-21",5.2425,5.495,4.92,5.0075,8760400,5.0075
"2005-06-22",5.07,5.0975,4.815,4.9875,4431200,4.9875
"2005-06-23",4.95,4.9975,4.915,4.9725,2464000,4.9725
"2005-06-24",4.985,5.2475,4.985,5.2,12199600,5.2
"2005-06-27",5.2,5.2,5.01,5.06,7736400,5.06
"2005-06-28",5.0475,5.165,4.9725,5.165,4139200,5.165
"2005-06-29",5.225,5.32,5.1675,5.2075,4962400,5.2075
"2005-06-30",5.195,5.2725,5.1,5.12,4297200,5.12
"2005-07-01",5.1075,5.12,4.7,4.88,5656000,4.88
"2005-07-05",4.88,4.9075,4.7825,4.875,6880400,4.875
"2005-07-06",4.8475,4.8975,4.835,4.88,3658400,4.88
"2005-07-07",4.7875,4.875,4.7725,4.8625,6946800,4.8625
"2005-07-08",4.84,4.895,4.7925,4.875,6387200,4.875
"2005-07-11",4.8875,4.95,4.875,4.9475,4710800,4.9475
"2005-07-12",4.9475,4.9975,4.895,4.975,4561200,4.975
"2005-07-13",5,5.22,4.975,5.1875,4113200,5.1875
"2005-07-14",5.3,5.745,5.285,5.6675,12190800,5.6675
"2005-07-15",5.5775,5.7925,5.5,5.7,5727200,5.7
"2005-07-18",5.7,5.7,5.515,5.555,6055200,5.555
"2005-07-19",5.575,5.765,5.575,5.7325,3966400,5.7325
"2005-07-20",5.6875,5.8,5.5625,5.75,2952800,5.75
"2005-07-21",5.745,5.745,5.5875,5.7025,5056400,5.7025
"2005-07-22",5.7275,5.7275,5.48,5.6475,4337200,5.6475
"2005-07-25",5.6475,5.65,5.5625,5.615,1622400,5.615
"2005-07-26",5.61,5.67,5.4925,5.66,1981600,5.66
"2005-07-27",5.675,5.68,5.5425,5.645,2066000,5.645
"2005-07-28",5.665,6.02,5.6525,5.9525,9069600,5.9525
"2005-07-29",5.95,5.9825,5.85,5.8875,3360400,5.8875
"2005-08-01",5.885,6.0475,5.88,6.0225,4740000,6.0225
"2005-08-02",5.75,5.91,5.6875,5.91,6251600,5.91
"2005-08-03",5.8875,5.9625,5.85,5.96,2528000,5.96
"2005-08-04",5.9475,5.95,5.8425,5.905,3007600,5.905
"2005-08-05",5.9,5.9225,5.88,5.92,4790800,5.92
"2005-08-08",5.875,5.9475,5.8175,5.9175,2375600,5.9175
"2005-08-09",5.9325,6.11,5.9325,6.0625,6002800,6.0625
"2005-08-10",6.0675,6.2875,6.06,6.13,7277200,6.13
"2005-08-11",6.125,6.1375,5.945,5.9875,4021600,5.9875
"2005-08-12",5.99,5.9925,5.7525,5.8825,3632400,5.8825
"2005-08-15",5.75,5.775,5.515,5.535,10999600,5.535
"2005-08-16",5.535,5.6125,5.3375,5.4975,7941200,5.4975
"2005-08-17",5.52,5.57,5.4775,5.55,5754800,5.55
"2005-08-18",4.875,5.16,4.8275,5.08,37466800,5.08
"2005-08-19",5.075,5.1975,5.075,5.12,6476000,5.12
"2005-08-22",5.1225,5.145,5.02,5.0425,5842000,5.0425
"2005-08-23",5.025,5.1075,4.9775,4.9875,2642800,4.9875
"2005-08-24",4.95,5.03,4.93,4.95,2624400,4.95
"2005-08-25",4.95,4.975,4.8425,4.9275,2200000,4.9275
"2005-08-26",4.8375,4.8575,4.745,4.8125,6824000,4.8125
"2005-08-29",4.7875,4.8275,4.71,4.8125,3286800,4.8125
"2005-08-30",4.8125,4.8125,4.6575,4.775,3328800,4.775
"2005-08-31",4.7675,4.8425,4.7375,4.83,2428000,4.83
"2005-09-01",4.83,4.83,4.7875,4.805,2340400,4.805
"2005-09-02",4.8,4.89,4.7975,4.8425,2552400,4.8425
"2005-09-06",4.8975,5.11,4.895,5.0925,6259600,5.0925
"2005-09-07",5.125,5.3525,5.0725,5.2125,9285200,5.2125
"2005-09-08",5.25,5.435,5.25,5.425,4036400,5.425
"2005-09-09",5.41,5.5,5.275,5.4875,3818000,5.4875
"2005-09-12",5.5,5.6175,5.4,5.415,5780800,5.415
"2005-09-13",5.625,5.945,5.5775,5.905,10921600,5.905
"2005-09-14",5.8425,5.97,5.81,5.8775,7464800,5.8775
"2005-09-15",5.8975,5.995,5.715,5.775,6206800,5.775
"2005-09-16",5.82,5.9025,5.7625,5.9,3469200,5.9
"2005-09-19",5.9,5.9,5.7675,5.78,4148000,5.78
"2005-09-20",5.8,5.9125,5.7625,5.9025,4805200,5.9025
"2005-09-21",5.8425,5.875,5.705,5.75,3892400,5.75
"2005-09-22",5.7525,5.765,5.625,5.635,3948800,5.635
"2005-09-23",5.575,5.815,5.5525,5.7825,4678400,5.7825
"2005-09-26",5.7825,5.9225,5.7125,5.9,3234400,5.9
"2005-09-27",5.8725,5.9875,5.8175,5.8925,4639200,5.8925
"2005-09-28",5.9125,5.95,5.8125,5.8475,2494800,5.8475
"2005-09-29",5.85,5.85,5.6325,5.7325,5241600,5.7325
"2005-09-30",5.6375,5.8,5.5725,5.78,6316000,5.78
"2005-10-03",5.975,6.15,5.945,6,18210400,6
"2005-10-04",6.02,6.1275,5.925,5.95,8906000,5.95
"2005-10-05",5.6875,5.935,5.615,5.8375,10590400,5.8375
"2005-10-06",5.84,5.845,5.6775,5.7625,5216800,5.7625
"2005-10-07",5.7775,5.81,5.63,5.7025,3798000,5.7025
"2005-10-10",5.695,5.725,5.5425,5.5625,4475200,5.5625
"2005-10-11",5.5625,5.6075,5.405,5.44,5022800,5.44
"2005-10-12",5.4225,5.4225,5.25,5.295,5199200,5.295
"2005-10-13",5.205,5.475,5.075,5.4575,3758800,5.4575
"2005-10-14",5.47,5.575,5.4675,5.555,2025600,5.555
"2005-10-17",5.555,5.725,5.475,5.715,3237600,5.715
"2005-10-18",5.74,5.83,5.6275,5.6575,2566800,5.6575
"2005-10-19",5.66,5.73,5.625,5.73,2662800,5.73
"2005-10-20",5.75,6,5.7275,5.9275,4316400,5.9275
"2005-10-21",5.8875,6.1925,5.875,6.135,8092000,6.135
"2005-10-24",6.1075,6.37,6.0875,6.315,3632800,6.315
"2005-10-25",6.32,6.3325,6.1875,6.2975,5189200,6.2975
"2005-10-26",6.2575,6.4325,6.25,6.3625,3131600,6.3625
"2005-10-27",6.3,6.35,5.9875,6.055,4090000,6.055
"2005-10-28",6.0625,6.155,6.0475,6.1475,1206400,6.1475
"2005-10-31",6.2625,6.3675,6.1875,6.2475,2518800,6.2475
"2005-11-01",6.25,6.415,6.175,6.415,3159600,6.415
"2005-11-02",6.25,6.7875,6.2175,6.7275,7394400,6.7275
"2005-11-03",6.75,6.96,6.625,6.63,15834000,6.63
"2005-11-04",6.7,6.73,6.59,6.675,3308000,6.675
"2005-11-07",6.65,6.7175,6.585,6.61,2670800,6.61
"2005-11-08",6.6125,6.6125,6.4125,6.5575,3940800,6.5575
"2005-11-09",6.525,6.715,6.5175,6.63,3733600,6.63
"2005-11-10",6.65,6.765,6.535,6.725,3417600,6.725
"2005-11-11",6.765,6.875,6.655,6.865,3392400,6.865
"2005-11-14",7.0875,7.1,6.67,7.0925,3959200,7.0925
"2005-11-15",7.035,7.0425,6.81,6.8725,12067600,6.8725
"2005-11-16",6.875,6.8875,6.5975,6.7325,10886000,6.7325
"2005-11-17",6.6,7.48,6.525,7.3075,24920400,7.3075
"2005-11-18",7.3025,7.31,7.09,7.1875,7257600,7.1875
"2005-11-21",7.1375,7.3125,7.075,7.3125,7127600,7.3125
"2005-11-22",7.325,7.715,7.3125,7.6,10088400,7.6
"2005-11-23",7.625,7.885,7.575,7.855,5989600,7.855
"2005-11-25",7.8,8.025,7.7625,7.8575,2364000,7.8575
"2005-11-28",7.92,8.0025,7.7625,7.8075,4518800,7.8075
"2005-11-29",7.8,7.8625,7.605,7.6425,5960800,7.6425
"2005-11-30",7.64,7.9975,7.62,7.9625,7360800,7.9625
"2005-12-01",8,8.2425,7.895,8.235,4813600,8.235
"2005-12-02",7.9375,8.045,7.8125,7.895,6921600,7.895
"2005-12-05",7.9375,8.0625,7.9,8,4106800,8
"2005-12-06",8,8.3675,8,8.3475,6089600,8.3475
"2005-12-07",8.41,8.4725,8.2525,8.3525,4710000,8.3525
"2005-12-08",8.3875,8.45,8.2525,8.365,3177600,8.365
"2005-12-09",8.675,8.905,8.635,8.875,13762000,8.875
"2005-12-12",8.7825,8.8425,8.6275,8.78,10088800,8.78
"2005-12-13",8.725,9.0475,8.7,8.9075,10327200,8.9075
"2005-12-14",8.93,8.9325,8.5375,8.6125,8641600,8.6125
"2005-12-15",8.6125,8.8325,8.5625,8.8,7438000,8.8
"2005-12-16",8.8,8.9375,8.7075,8.755,6466000,8.755
"2005-12-19",8.55,8.7375,8.4275,8.6325,9604800,8.6325
"2005-12-20",8.575,8.6625,8.1325,8.28,10634000,8.28
"2005-12-21",8.2625,8.3875,7.815,8.205,13697600,8.205
"2005-12-22",8.2625,8.3425,8.1525,8.285,3325200,8.285
"2005-12-23",8.3025,8.48,8.3025,8.4525,1796800,8.4525
"2005-12-27",8.475,8.49,8.1075,8.15,3692400,8.15
"2005-12-28",8.1375,8.3825,8.0775,8.3525,2925600,8.3525
"2005-12-29",8.3525,8.3675,8.1725,8.1875,2236400,8.1875
"2005-12-30",8.195,8.2125,7.9975,8.0125,2267600,8.0125
"2006-01-03",8.025,8.61,7.9,8.56,6671200,8.56
"2006-01-04",8.5125,9.0225,8.51,8.9925,8873600,8.9925
"2006-01-05",8.9925,9.075,8.8275,9.015,4176400,9.015
"2006-01-06",9.4,10.0375,9.4,9.9625,18690800,9.9625
"2006-01-09",9.85,9.865,9.625,9.6325,12187600,9.6325
"2006-01-10",9.475,9.575,9.1425,9.5625,12278400,9.5625
"2006-01-11",9.625,9.65,9.4125,9.5675,7863600,9.5675
"2006-01-12",9.5875,9.675,9.4775,9.5625,4913200,9.5625
"2006-01-13",9.5075,9.655,9.4925,9.5325,2802800,9.5325
"2006-01-17",9.51,9.7925,9.4875,9.7475,4218000,9.7475
"2006-01-18",9.325,10.49,9.325,10.3975,10899200,10.3975
"2006-01-19",10.2625,10.45,10.2625,10.325,4727600,10.325
"2006-01-20",10.3225,10.4975,9.9825,9.9825,6170000,9.9825
"2006-01-23",10.01,10.0275,9.9075,9.975,3576800,9.975
"2006-01-24",9.95,10.0975,9.8775,9.9925,4170000,9.9925
"2006-01-25",10.1,10.18,9.85,9.88,5859600,9.88
"2006-01-26",9.925,10.125,9.9,10.045,5552400,10.045
"2006-01-27",10.045,10.45,10.03,10.4,4632400,10.4
"2006-01-30",10.4,10.7475,10.395,10.6625,6215600,10.6625
"2006-01-31",10.6375,10.64,10.095,10.2625,9908800,10.2625
"2006-02-01",10.05,10.2175,9.9,10.025,7528400,10.025
"2006-02-02",10.025,10.205,9.7775,9.87,8017600,9.87
"2006-02-03",9.8925,9.895,9.525,9.5575,8232800,9.5575
"2006-02-06",9.8125,9.88,9.7,9.795,5234800,9.795
"2006-02-07",9.825,9.8375,9.38,9.5375,7543600,9.5375
"2006-02-08",9.5875,9.6725,9.23,9.605,4088000,9.605
"2006-02-09",9.7475,9.9625,9.74,9.8425,4372000,9.8425
"2006-02-10",9.84,9.84,8.3125,8.775,40204800,8.775
"2006-02-13",8.8375,8.9575,8.5325,8.565,8132000,8.565
"2006-02-14",8.8125,8.845,8.575,8.6625,8603600,8.6625
"2006-02-15",8.5,8.55,8.4125,8.525,10617200,8.525
"2006-02-16",8.5,8.875,8.4025,8.705,5237600,8.705
"2006-02-17",8.7125,8.82,8.555,8.585,4089200,8.585
"2006-02-21",8.575,8.6175,8.295,8.4025,4914800,8.4025
"2006-02-22",8.375,8.6025,8.225,8.6,11333200,8.6
"2006-02-23",8.175,8.705,8.17,8.5025,20046000,8.5025
"2006-02-24",8.5,8.5675,8.37,8.4475,7850800,8.4475
"2006-02-27",8.4,8.53,8.375,8.5175,4257200,8.5175
"2006-02-28",8.5175,8.75,8.505,8.7125,7386000,8.7125
"2006-03-01",8.75,9.365,8.7475,9.2025,8588800,9.2025
"2006-03-02",9.175,9.3125,9.0525,9.18,4937200,9.18
"2006-03-03",9.18,9.66,9,9.51,7648400,9.51
"2006-03-06",9.55,9.55,9.0625,9.0925,3906800,9.0925
"2006-03-07",9.125,9.4375,9.1175,9.32,5834800,9.32
"2006-03-08",9.25,9.475,9.1075,9.455,4459200,9.455
"2006-03-09",9.455,9.4925,9.345,9.3775,4411200,9.3775
"2006-03-10",9.38,9.49,9.375,9.4575,4595200,9.4575
"2006-03-13",9.5,9.8475,9.5,9.7225,6920400,9.7225
"2006-03-14",9.725,9.95,9.655,9.945,6244800,9.945
"2006-03-15",9.945,9.945,9.6075,9.74,5800400,9.74
"2006-03-16",9.75,9.77,9.56,9.735,5725600,9.735
"2006-03-17",9.77,9.8125,9.6075,9.7875,3472400,9.7875
"2006-03-20",9.7625,9.7625,9.6025,9.6725,3802400,9.6725
"2006-03-21",9.6725,9.7825,9.3875,9.395,2792800,9.395
"2006-03-22",9.31,9.31,9.1125,9.255,5151600,9.255
"2006-03-23",9.255,9.4475,9.1375,9.375,2875200,9.375
"2006-03-24",9.385,9.485,9.3125,9.4025,2436400,9.4025
"2006-03-27",9.5125,9.7075,9.4875,9.5725,3378800,9.5725
"2006-03-28",9.575,9.59,9.1825,9.225,2945600,9.225
"2006-03-29",9.225,9.2775,9.1,9.17,2955200,9.17
"2006-03-30",9.2075,9.325,9.155,9.205,3318400,9.205
"2006-03-31",9.2375,9.2425,8.9525,9.0825,2730800,9.0825
"2006-04-03",9.145,9.4675,9.085,9.265,2427600,9.265
"2006-04-04",9.225,9.26,8.76,8.975,7547200,8.975
"2006-04-05",9.0625,9.3525,9.035,9.2975,5259600,9.2975
"2006-04-06",9.2625,9.265,8.9475,9.05,6906400,9.05
"2006-04-07",9.025,9.0425,8.59,8.625,7028000,8.625
"2006-04-10",8.6,8.7875,8.595,8.7025,4025600,8.7025
"2006-04-11",8.6525,8.6625,8.2725,8.315,6601600,8.315
"2006-04-12",8.28,8.45,8.095,8.3125,10817200,8.3125
"2006-04-13",8.2625,8.5925,8.2575,8.4275,6106800,8.4275
"2006-04-17",8.4025,8.4675,8.1675,8.2,6039200,8.2
"2006-04-18",8.3,8.4125,8.165,8.3825,6026400,8.3825
"2006-04-19",8.445,8.6,8.4025,8.57,5162800,8.57
"2006-04-20",8.57,8.57,8.2,8.35,7671200,8.35
"2006-04-21",8.375,8.3775,8.21,8.2775,3853600,8.2775
"2006-04-24",8.25,8.275,8.1125,8.13,5683600,8.13
"2006-04-25",8.405,8.8125,8.3525,8.7875,16170000,8.7875
"2006-04-26",8.7875,8.865,8.66,8.7925,4676800,8.7925
"2006-04-27",8.795,8.925,8.725,8.825,5540800,8.825
"2006-04-28",8.775,8.99,8.65,8.7625,3228800,8.7625
"2006-05-01",8.7675,8.7825,8.6775,8.755,6187600,8.755
"2006-05-02",8.8075,8.8825,8.735,8.75,5816000,8.75
"2006-05-03",8.75,8.75,8.5525,8.575,12136800,8.575
"2006-05-04",8.6375,8.8625,8.6375,8.735,4673600,8.735
"2006-05-05",8.84,8.84,8.4775,8.53,6876400,8.53
"2006-05-08",8.5925,8.695,8.5075,8.5775,3468000,8.5775
"2006-05-09",8.55,8.55,8.345,8.4725,8349200,8.4725
"2006-05-10",8.4725,8.4725,8.035,8.1725,13856800,8.1725
"2006-05-11",8.15,8.215,7.98,8.0825,5454000,8.0825
"2006-05-12",7.9875,7.9925,7.7625,7.8,9598400,7.8
"2006-05-15",7.8025,7.9375,7.675,7.795,9896000,7.795
"2006-05-16",7.7325,7.875,7.6,7.625,7682000,7.625
"2006-05-17",7.5775,7.7475,7.425,7.5425,12306000,7.5425
"2006-05-18",7.665,7.755,7.1475,7.165,17204800,7.165
"2006-05-19",7.18,7.275,6.94,7.1375,13576000,7.1375
"2006-05-22",7.0875,7.38,7.04,7.3475,7234400,7.3475
"2006-05-23",7.5,7.655,7.31,7.3375,6493200,7.3375
"2006-05-24",7.3375,7.345,7.05,7.1175,8291600,7.1175
"2006-05-25",7.2925,7.6,7.2375,7.5975,8162400,7.5975
"2006-05-26",7.7,7.7225,7.58,7.6,5417600,7.6
