"","UTX.Open","UTX.High","UTX.Low","UTX.Close","UTX.Volume","UTX.Adjusted"
"2005-08-09",49.349998,50.360001,49.209999,49.77,4884300,36.14724
"2005-08-10",50.18,50.48,49.830002,49.98,6518800,36.299778
"2005-08-11",50.330002,51.849998,50.27,51.630001,6105100,37.498123
"2005-08-12",51.990002,52.310001,51.75,51.779999,4778100,37.607082
"2005-08-15",51.5,51.950001,51.290001,51.75,2815500,37.5853
"2005-08-16",51.790001,52.09,51.450001,51.450001,2845200,37.367409
"2005-08-17",51.369999,51.759998,51.080002,51.619999,2542200,37.651875
"2005-08-18",51.400002,51.700001,51.02,51.5,2745400,37.56435
"2005-08-19",51.75,52.200001,51.619999,51.740002,2771300,37.739403
"2005-08-22",51.900002,52.34,51.709999,51.869999,2206900,37.834225
"2005-08-23",51.880001,52,51.400002,51.529999,2036500,37.586235
"2005-08-24",51.549999,51.75,50.700001,50.740002,3341100,37.010014
"2005-08-25",50.759998,50.990002,50.540001,50.619999,2802300,36.922462
"2005-08-26",50.459999,50.580002,50,50.290001,2330400,36.681763
"2005-08-29",49.869999,50.529999,49.869999,50.360001,2270000,36.732826
"2005-08-30",50.02,50.369999,49.68,49.900002,3145100,36.397282
"2005-08-31",49.779999,50.09,49.310001,50,4852600,36.470238
"2005-09-01",49.75,50.59,49.720001,50.02,3068800,36.484829
"2005-09-02",50.07,50.849998,50.02,50.599998,3263100,36.907883
"2005-09-06",50.98,51.099998,50.650002,51.029999,4011400,37.221527
"2005-09-07",51,51.349998,50.84,51.310001,2626300,37.425762
"2005-09-08",51,51.200001,50.68,50.869999,2049600,37.104816
"2005-09-09",50.869999,51.450001,50.75,51.439999,2098900,37.520573
"2005-09-12",51.43,51.450001,51.139999,51.34,2428700,37.447651
"2005-09-13",51.439999,51.970001,51.25,51.52,2971700,37.578945
"2005-09-14",51.439999,51.560001,50.810001,50.959999,3044000,37.17046
"2005-09-15",51.049999,51.43,50.540001,50.68,3203900,36.966232
"2005-09-16",51.150002,51.52,50.900002,51.380001,6490000,37.476818
"2005-09-19",51.34,51.34,50.619999,50.880001,3726900,37.11211
"2005-09-20",50.880001,51.5,50.880001,51,2553300,37.199646
"2005-09-21",50.549999,51.07,50.5,50.580002,3744800,36.893291
"2005-09-22",50.75,51.02,50.419998,50.889999,2655900,37.119415
"2005-09-23",50.889999,51.93,50.709999,51.700001,2899600,37.710232
"2005-09-26",52,52.200001,51.68,51.790001,3293400,37.775875
"2005-09-27",51.790001,52.119999,51.529999,51.950001,2438600,37.892555
"2005-09-28",51.869999,52.029999,51.59,51.91,3087700,37.863407
"2005-09-29",51.669998,51.84,51.09,51.5,3927200,37.56435
"2005-09-30",51.509998,51.880001,51.400002,51.84,3334400,37.812347
"2005-10-03",51.639999,52.040001,51.369999,51.700001,3025100,37.710232
"2005-10-04",51.700001,51.82,50.389999,50.43,3522000,36.783901
"2005-10-05",50.400002,50.630001,49.849998,50.02,3917000,36.484829
"2005-10-06",50.25,50.57,49.290001,49.790001,4427700,36.31707
"2005-10-07",50,50.23,49.540001,50.150002,3508100,36.579651
"2005-10-10",50.099998,50.139999,49.619999,50,2331100,36.470238
"2005-10-11",49.849998,50.200001,49.66,49.91,2579000,36.404594
"2005-10-12",49.950001,50.400002,49.529999,50.130001,3143800,36.565071
"2005-10-13",50.130001,50.66,50,50.490002,3103000,36.827652
"2005-10-14",50.75,51.630001,50.5,51.630001,4603000,37.659153
"2005-10-17",51.349998,51.360001,50.650002,51.110001,3659900,37.279873
"2005-10-18",50.860001,51.419998,49.639999,49.950001,6011900,36.433773
"2005-10-19",50,51.950001,50,51.880001,4658000,37.841526
"2005-10-20",51.98,52.360001,51.43,51.82,4022900,37.797737
"2005-10-21",51.82,52.459999,50.599998,50.91,4272500,37.133991
"2005-10-24",51.049999,51.720001,50.630001,51.599998,3437500,37.637287
"2005-10-25",51.490002,51.669998,50.950001,51.23,2931000,37.367397
"2005-10-26",51,51.630001,50.790001,50.900002,3536900,37.126701
"2005-10-27",50.900002,51.07,50.27,50.41,2612000,36.769287
"2005-10-28",50.549999,51.450001,50.419998,51.380001,2806200,37.476818
"2005-10-31",51.369999,51.650002,51.209999,51.279999,3430800,37.403885
"2005-11-01",51.029999,51.150002,50.740002,50.900002,3406500,37.126701
"2005-11-02",50.950001,51.09,50.689999,50.880001,3872100,37.11211
"2005-11-03",51.299999,51.880001,51.099998,51.509998,3687300,37.571632
"2005-11-04",51.950001,52.119999,51.509998,51.630001,2476300,37.659153
"2005-11-07",51.75,51.75,51.470001,51.639999,2551700,37.666462
"2005-11-08",51.650002,51.68,51.389999,51.529999,2146600,37.586235
"2005-11-09",51.529999,52.689999,51.360001,52.540001,4850800,38.322937
"2005-11-10",52.740002,52.959999,52.299999,52.880001,5236000,38.570904
"2005-11-11",52.959999,53.450001,52.75,53.450001,4604300,38.986683
"2005-11-14",53.349998,53.73,53.150002,53.549999,4105300,39.059631
"2005-11-15",53.560001,53.720001,53.189999,53.41,5399400,38.957512
"2005-11-16",53.439999,53.799999,53.360001,53.57,4151700,39.235828
"2005-11-17",53.740002,53.849998,53.450001,53.75,3136100,39.367664
"2005-11-18",54.450001,54.450001,53.099998,53.540001,3846200,39.213879
"2005-11-21",53.700001,53.939999,53,53.799999,3028600,39.404282
"2005-11-22",53.75,54.439999,53.610001,54.369999,3547300,39.821762
"2005-11-23",54.470001,54.700001,54.18,54.400002,2495200,39.843739
"2005-11-25",54.669998,54.700001,54.150002,54.310001,794500,39.777817
"2005-11-28",54.360001,54.599998,54.02,54.080002,2559900,39.609344
"2005-11-29",54.450001,54.880001,54.150002,54.18,3251900,39.682598
"2005-11-30",54.200001,54.490002,53.82,53.84,4079500,39.433586
"2005-12-01",54.200001,54.630001,54.150002,54.220001,3961500,39.711903
"2005-12-02",54.549999,55.16,54.349998,54.990002,3576800,40.27586
"2005-12-05",55,55,54.330002,54.52,2977800,39.931629
"2005-12-06",54.740002,55.400002,54.290001,54.970001,3277900,40.261227
"2005-12-07",54.720001,54.91,54.41,54.799999,3043700,40.136711
"2005-12-08",54.93,55.450001,54.759998,55.299999,2972800,40.502914
"2005-12-09",55.470001,55.93,55.349998,55.419998,3473100,40.590805
"2005-12-12",55.970001,56.299999,55.470001,55.549999,3887700,40.686024
"2005-12-13",55.5,56.810001,55.299999,56.18,4315000,41.147453
"2005-12-14",56.299999,57.470001,56.23,57.09,3653600,41.813957
"2005-12-15",57.150002,58.130001,57.150002,57.599998,5121900,42.1875
"2005-12-16",58.18,58.889999,57.919998,58.029999,7051100,42.50243
"2005-12-19",57.779999,57.939999,57.080002,57.139999,3212800,41.850586
"2005-12-20",57.220001,57.759998,57.169998,57.419998,3528900,42.055668
"2005-12-21",57.599998,57.939999,57.299999,57.380001,3411600,42.026356
"2005-12-22",57.549999,58.099998,57.400002,57.849998,3346400,42.370609
"2005-12-23",57.900002,57.959999,57.169998,57.279999,1742300,41.953114
"2005-12-27",57.5,57.77,56.57,56.75,2566600,41.564934
"2005-12-28",56.75,57.02,56.349998,56.869999,1936800,41.652832
"2005-12-29",56.799999,57.200001,56.32,56.330002,1529000,41.257301
"2005-12-30",56.049999,56.130001,55.59,55.91,2514100,40.949684
"2006-01-03",56.450001,56.66,55.459999,56.529999,3716500,41.403801
"2006-01-04",56.799999,56.799999,55.84,56.189999,3114500,41.154778
"2006-01-05",56.299999,56.490002,55.630001,55.98,3118900,41.000954
"2006-01-06",56.450001,56.669998,56.099998,56.16,2874300,41.132813
"2006-01-09",56.369999,56.900002,56.16,56.799999,2467200,41.601551
"2006-01-10",56.439999,57.02,56.049999,56.84,3677300,41.63084
"2006-01-11",56.700001,56.77,55.59,55.98,3161100,41.000954
"2006-01-12",55.75,55.919998,55.119999,55.459999,4025300,40.620098
"2006-01-13",55.549999,55.950001,55.549999,55.66,2136600,40.766602
"2006-01-17",55.849998,56.48,55.82,55.98,3092600,41.000954
"2006-01-18",56.150002,56.529999,55.389999,55.639999,2569600,40.751953
"2006-01-19",55.650002,56.310001,55.279999,55.98,2620600,41.000954
"2006-01-20",55.98,56.060001,54.700001,55.009998,4391400,40.290512
"2006-01-23",55.009998,55.080002,54.200001,54.470001,3238400,39.895004
"2006-01-24",55.759998,56.73,55.150002,56.450001,6805800,41.345207
"2006-01-25",56.450001,57,56.43,57,6485500,41.748043
"2006-01-26",57.470001,57.549999,56.48,57.52,6675600,42.128899
"2006-01-27",58.240002,59.34,57.599998,58.75,6284200,43.029785
"2006-01-30",58.540001,58.799999,57.860001,58.360001,4657500,42.744125
"2006-01-31",58,58.98,57.98,58.369999,3981100,42.751461
"2006-02-01",58.119999,58.84,57.599998,58,4624200,42.48045
"2006-02-02",58.200001,58.400002,57.630001,57.75,3668600,42.297352
"2006-02-03",57.759998,57.98,57,57.18,4889200,41.879875
"2006-02-06",57.349998,57.360001,56.860001,57.09,3623100,41.813957
"2006-02-07",57.209999,57.220001,56.75,56.889999,3313000,41.667477
"2006-02-08",56.790001,57.009998,56.509998,56.720001,2780900,41.542953
"2006-02-09",56.84,57.09,56.200001,56.709999,2973100,41.535625
"2006-02-10",56.93,57.459999,56.470001,57.130001,2918800,41.843262
"2006-02-13",57.150002,57.459999,56.889999,57.34,2523400,41.997055
"2006-02-14",57.34,58.349998,57.16,58.130001,2685300,42.575672
"2006-02-15",57.919998,58.389999,57.650002,58.130001,2384000,42.737415
"2006-02-16",58.099998,58.330002,57.84,58.200001,2618600,42.788887
"2006-02-17",58.299999,58.419998,57.66,58,3250400,42.64183
"2006-02-21",58.25,58.939999,58.07,58.830002,3188400,43.25206
"2006-02-22",58.939999,58.990002,58.529999,58.880001,3469400,43.288826
"2006-02-23",58.880001,58.950001,58.5,58.549999,2292400,43.046207
"2006-02-24",58.349998,59.150002,58.07,58.889999,2475600,43.296177
"2006-02-27",58.880001,59.299999,58.759998,58.759998,3247100,43.200603
"2006-02-28",58.700001,59.150002,58.189999,58.5,3531800,43.009449
"2006-03-01",58.5,59.09,58.41,58.700001,3413000,43.156479
"2006-03-02",58.5,58.82,58.02,58.290001,3299100,42.855038
"2006-03-03",57.919998,58.669998,57.639999,57.860001,3458000,42.538898
"2006-03-06",57.900002,57.950001,57.400002,57.720001,3296300,42.435978
"2006-03-07",57.650002,58.439999,57.43,57.75,3042400,42.458046
"2006-03-08",57.900002,58.080002,57.34,57.84,2356200,42.524204
"2006-03-09",57.529999,57.700001,57.139999,57.400002,3147800,42.200726
"2006-03-10",57.099998,58.220001,57.060001,57.82,2905700,42.509506
"2006-03-13",57.950001,58.290001,57.860001,58,2301500,42.64183
"2006-03-14",58.049999,58.459999,57.919998,58.310001,2298500,42.869755
"2006-03-15",58.060001,58.25,57.549999,57.93,4114800,42.590378
"2006-03-16",57.830002,58.66,57.610001,58.23,3109000,42.810936
"2006-03-17",58.68,59.169998,58.5,58.799999,4794400,43.23
"2006-03-20",58.650002,58.900002,58.490002,58.700001,2635300,43.156479
"2006-03-21",58.400002,58.900002,58.259998,58.439999,3019100,42.965332
"2006-03-22",58.549999,59.310001,58.549999,59.130001,2325900,43.472622
"2006-03-23",59.23,59.240002,58.310001,58.75,2095000,43.193256
"2006-03-24",59.099998,59.939999,58.990002,59.279999,2737300,43.582901
"2006-03-27",59.16,59.419998,58.799999,59.220001,2405800,43.538792
"2006-03-28",59.349998,59.75,58.099998,58.279999,3295700,42.847694
"2006-03-29",58.849998,59.150002,58.049999,58.310001,3298900,42.869755
"2006-03-30",58.23,58.639999,57.73,58.02,2871300,42.656536
"2006-03-31",57.93,58.310001,57.77,57.970001,3059900,42.619774
"2006-04-03",58.080002,58.880001,58.029999,58.18,2238100,42.774174
"2006-04-04",57.93,58.580002,57.560001,58.150002,2204000,42.752117
"2006-04-05",58,58.580002,58,58.23,2267300,42.810936
"2006-04-06",57.98,58.41,57.619999,58.23,2051000,42.810936
"2006-04-07",58.380001,58.77,57.349998,57.619999,3433500,42.362465
"2006-04-10",57.869999,58.200001,57.57,57.68,2140500,42.406574
"2006-04-11",58.049999,58.200001,57.119999,57.41,2744000,42.208069
"2006-04-12",57.560001,57.700001,57.07,57.439999,2337700,42.230122
"2006-04-13",56.619999,57.400002,56.580002,57.139999,3883800,42.009575
"2006-04-17",57,57.709999,56.869999,57.5,2460400,42.27425
"2006-04-18",57.75,59.049999,57.049999,58.900002,6099300,43.303524
"2006-04-19",61.299999,63.080002,61.099998,62.799999,12423000,46.17083
"2006-04-20",63.290001,64.269997,63.040001,64.209999,7998300,47.207462
"2006-04-21",64.949997,64.949997,63.849998,64.220001,5136900,47.214817
"2006-04-24",63.790001,64.800003,63.75,64.529999,3490700,47.442726
"2006-04-25",64.599998,64.660004,63.759998,64.150002,4177000,47.163338
"2006-04-26",64.160004,64.419998,63.799999,64.209999,3585500,47.207462
"2006-04-27",63.310001,64.279999,63.310001,63.900002,4020800,46.979561
"2006-04-28",64.150002,64.25,62.599998,62.810001,6749400,46.178177
"2006-05-01",63,63.049999,62.5,62.93,3724700,46.266403
"2006-05-02",63.150002,63.57,62.599998,63.560001,2572700,46.729588
"2006-05-03",63.849998,63.849998,62.91,63.360001,2300700,46.582535
"2006-05-04",63.73,64,63.360001,63.77,2773300,46.883957
"2006-05-05",64.300003,65,64.010002,64.910004,3395300,47.722095
"2006-05-08",65,65.400002,64.639999,64.889999,4074800,47.70739
"2006-05-09",64.949997,65.449997,64.720001,65.07,3211200,47.839718
"2006-05-10",65.199997,66.349998,65.139999,66.150002,5287900,48.633751
"2006-05-11",66.029999,66.389999,65.639999,65.82,4410600,48.391132
"2006-05-12",65.489998,65.489998,64.699997,64.900002,7203400,47.71476
"2006-05-15",64.949997,65.410004,63.880001,64.779999,4840200,47.626526
"2006-05-16",65.099998,65.43,64.949997,65.190002,5066300,47.927952
"2006-05-17",64.849998,64.93,63.009998,63.75,4736600,47.060574
"2006-05-18",63.549999,64.110001,62.540001,62.66,3411000,46.255917
"2006-05-19",62.970001,63.099998,62.080002,62.700001,4115900,46.285458
"2006-05-22",62.700001,63.380001,62.150002,62.939999,3047000,46.462624
"2006-05-23",62.98,63.349998,62.490002,62.490002,3585300,46.130432
"2006-05-24",62.619999,63,61.75,62.060001,4752900,45.813007
"2006-05-25",62.389999,62.700001,61.75,62.389999,2757600,46.05661
"2006-05-26",62.700001,62.950001,62.279999,62.599998,2363700,46.21162
"2006-05-30",62.650002,63.099998,62.07,62.439999,3384500,46.093517
"2006-05-31",62.740002,63.060001,62.23,62.52,4260000,46.152557
"2006-06-01",62.849998,63.490002,62.689999,63.200001,3086400,46.654556
"2006-06-02",63.200001,63.439999,62.5,63.029999,3451200,46.529068
"2006-06-05",62.529999,63,61.299999,61.450001,3721000,45.362694
"2006-06-06",61.259998,61.799999,59.610001,60.049999,7604500,44.329197
"2006-06-07",60.889999,61.139999,59.799999,60.02,4708000,44.307068
"2006-06-08",60.130001,60.490002,58.849998,60.310001,5954700,44.521141
"2006-06-09",60.200001,60.669998,60,60.049999,3915500,44.329197
"2006-06-12",60.200001,60.66,59.529999,59.619999,3751200,44.011772
"2006-06-13",59.279999,60.25,59.049999,59.450001,4382000,43.886292
"2006-06-14",59.299999,59.869999,58.900002,59.619999,3650400,44.011772
"2006-06-15",59.5,60.990002,59.299999,60.810001,4543700,44.890244
"2006-06-16",60.900002,62.110001,60.700001,61.75,6000400,45.584152
"2006-06-19",61.700001,61.77,60.259998,60.900002,2941000,44.956673
"2006-06-20",61.189999,61.25,60.5,60.98,2237100,45.015728
"2006-06-21",60.700001,62.029999,60.610001,61.490002,3388700,45.392246
"2006-06-22",61.27,62.16,60.900002,61.889999,2721700,45.687508
"2006-06-23",61.529999,62.709999,61.32,62.279999,3085600,45.975407
"2006-06-26",62.189999,62.5,61.779999,62.240002,2313100,45.945873
"2006-06-27",61.34,62.41,61.34,61.400002,2524500,45.32579
"2006-06-28",61.299999,61.599998,60.599998,61.330002,2072000,45.274109
"2006-06-29",61.5,63.540001,61.5,63.290001,3764800,46.720993
"2006-06-30",63.290001,63.580002,62.860001,63.419998,3705700,46.816956
"2006-07-03",64,64.019997,63.580002,63.990002,1736900,47.23774
"2006-07-05",63.990002,64.080002,63.360001,63.849998,3393400,47.134377
"2006-07-06",64.050003,64.68,63.59,63.849998,2774900,47.134377
"2006-07-07",63.75,63.849998,62.5,63.099998,2879900,46.580738
"2006-07-10",63.299999,63.470001,62.669998,62.869999,2138100,46.41095
"2006-07-11",63,64.099998,62.639999,63.84,2920800,47.12701
"2006-07-12",64.150002,64.379997,62.93,63.240002,3270200,46.684074
"2006-07-13",63.27,63.330002,61.389999,61.43,4154600,45.347927
"2006-07-14",61.439999,61.470001,58.299999,58.810001,7604500,43.41383
"2006-07-17",59.009998,59.650002,57.450001,57.959999,7132700,42.786362
"2006-07-18",59.360001,59.790001,58.220001,58.880001,9855000,43.465523
"2006-07-19",59.349998,61.450001,59.009998,61.07,8322800,45.082176
"2006-07-20",61.950001,62.07,60.25,60.25,6265600,44.476852
"2006-07-21",60.299999,60.310001,59.18,59.959999,5622100,44.262768
"2006-07-24",60.16,61.619999,60.07,61.450001,5332600,45.362694
"2006-07-25",61.150002,62.240002,60.959999,62.029999,4423300,45.790844
"2006-07-26",62.040001,62.200001,61.200001,61.77,4157100,45.598915
"2006-07-27",62.220001,62.5,61.400002,61.630001,4189500,45.495567
"2006-07-28",61.799999,62.470001,61.799999,62.150002,3626900,45.879444
"2006-07-31",61.849998,62.330002,61.75,62.189999,2307800,45.908962
"2006-08-01",62.189999,62.5,61.43,61.68,3659000,45.532482
"2006-08-02",62.09,62.52,61.75,62.290001,2475500,45.982784
"2006-08-03",62.25,63.209999,61.75,62.740002,4211900,46.314972
"2006-08-04",63.240002,63.400002,61.779999,62.57,2695800,46.189487
"2006-08-07",62.709999,63.240002,62.279999,63.09,3111300,46.573345
"2006-08-08",63.09,63.169998,61.509998,61.880001,3478200,45.680119
"2006-08-09",62.32,62.549999,60.130001,60.310001,5094400,44.521141
"2006-08-10",60.009998,60.68,59.5,60.450001,3878500,44.6245
"2006-08-11",60.110001,60.459999,59.560001,60.150002,1991800,44.40303
"2006-08-14",60.880001,61.360001,60.349998,60.470001,2493100,44.639248
"2006-08-15",61.080002,61.549999,60.75,61.029999,2044700,45.052639
"2006-08-16",61.25,62.490002,61,62.169998,2633300,46.094364
"2006-08-17",61.790001,62.290001,61.57,61.950001,2373700,45.93124
"2006-08-18",62.34,62.400002,61.529999,61.84,2552000,45.849686
"2006-08-21",61.48,61.59,60.959999,61.459999,1866500,45.567932
"2006-08-22",61.360001,61.689999,60.599998,60.900002,2174000,45.152733
"2006-08-23",60.66,61.259998,60.389999,60.77,1877800,45.056351
"2006-08-24",60.91,61.259998,60.77,60.990002,2289000,45.219475
"2006-08-25",60.5,60.990002,60.009998,60.669998,1743900,44.982227
"2006-08-28",60.43,61.799999,60.380001,61.529999,2580900,45.619831
"2006-08-29",61.299999,62.419998,60.970001,62.169998,3403800,46.094364
"2006-08-30",61.900002,62.75,61.720001,62.27,2331500,46.168503
"2006-08-31",62.16,62.970001,62.009998,62.709999,2792800,46.494724
"2006-09-01",63,63.48,62.689999,63.259998,2796200,46.902508
"2006-09-05",62.75,63.889999,62.52,63.720001,3104800,47.243565
"2006-09-06",63.619999,63.709999,63,63.330002,4027900,46.954411
"2006-09-07",62.91,63.27,62.209999,62.77,2579900,46.5392
"2006-09-08",62.68,63.439999,62.68,63.34,1613300,46.961819
"2006-09-11",63.360001,63.490002,62.830002,62.91,3016900,46.643017
"2006-09-12",62.759998,63.34,62.299999,63.220001,3660800,46.872841
"2006-09-13",63,64.160004,62.880001,63.889999,2579400,47.369595
"2006-09-14",63.599998,63.880001,62.830002,63,3310400,46.70974
"2006-09-15",63.849998,64.739998,63.459999,64.610001,5655600,47.903427
"2006-09-18",64.400002,64.529999,63.919998,64.07,3079300,47.503052
"2006-09-19",63.82,64.220001,63.099998,64.150002,2315300,47.562366
"2006-09-20",64.150002,64.489998,63.880001,63.900002,3514600,47.377029
"2006-09-21",63.919998,64.040001,62.5,62.900002,4782400,46.63559
"2006-09-22",62.529999,62.77,62.189999,62.299999,3630500,46.190735
"2006-09-25",62.740002,63.43,62.630001,63.23,4219200,46.880264
"2006-09-26",63.810001,63.849998,62.77,63.610001,3724400,47.162006
"2006-09-27",63.68,63.799999,63.060001,63.139999,2932100,46.81353
"2006-09-28",63.380001,63.73,62.459999,63.66,3714600,47.199078
"2006-09-29",63.290001,63.849998,62.91,63.349998,4488700,46.969227
"2006-10-02",63.419998,64.5,63.330002,63.900002,2798600,47.377029
"2006-10-03",63.66,65,63.52,64.800003,3400500,48.044304
"2006-10-04",64.690002,65.300003,64.5,65.150002,3482200,48.303791
"2006-10-05",65.300003,66,65.260002,65.839996,2861900,48.815361
"2006-10-06",65.839996,65.949997,65.029999,65.410004,2500300,48.496574
"2006-10-09",65.470001,65.769997,64.949997,65.199997,2114900,48.34087
"2006-10-10",65.449997,65.809998,65.18,65.300003,2424100,48.415009
"2006-10-11",65.300003,65.639999,64.730003,65.519997,2495300,48.578121
"2006-10-12",65.93,66.559998,65.690002,66.379997,2780000,49.215755
"2006-10-13",66.150002,66.889999,65.93,66.5,3604600,49.304722
"2006-10-16",66.5,67.470001,66.440002,66.790001,3464000,49.519741
"2006-10-17",67.199997,67.459999,65.029999,65.279999,6777700,48.400181
"2006-10-18",65.260002,65.599998,64.800003,65.57,4870100,48.615192
"2006-10-19",65.260002,65.5,64.709999,65,3697800,48.192566
"2006-10-20",65.489998,65.489998,64.550003,65.019997,4222900,48.207413
"2006-10-23",65.019997,65.330002,64.660004,64.980003,2534000,48.177757
"2006-10-24",64.559998,65.150002,64.5,65.120003,2709100,48.281544
"2006-10-25",65.290001,65.489998,64.860001,65.25,2852700,48.377934
"2006-10-26",65.239998,65.379997,64.279999,65.239998,3080100,48.370525
"2006-10-27",65,65.25,64.290001,64.940002,2851700,48.148098
"2006-10-30",65.18,65.660004,64.860001,65.519997,2098100,48.578121
"2006-10-31",65.82,66.110001,65.529999,65.720001,4157900,48.726402
"2006-11-01",65.699997,65.870003,63.709999,64.25,5547400,47.636517
"2006-11-02",63.849998,64.480003,63.630001,64.330002,2646900,47.695831
"2006-11-03",64.870003,64.980003,63.73,63.970001,2928600,47.428921
"2006-11-06",64.5,65.459999,63.970001,65.150002,3571300,48.303791
"2006-11-07",65.279999,65.889999,64.949997,65.510002,2924700,48.570709
"2006-11-08",65.510002,65.760002,65,65.559998,2739500,48.607773
"2006-11-09",65.370003,65.650002,64.849998,64.910004,2969200,48.125854
"2006-11-10",64.690002,65.400002,64.480003,65.059998,2589700,48.237057
"2006-11-13",65.18,65.849998,65.059998,65.32,3158700,48.429848
"2006-11-14",65.330002,65.949997,65,65.610001,2869700,48.644852
"2006-11-15",65.309998,65.800003,65.309998,65.599998,3292000,48.83466
"2006-11-16",65.940002,66.93,65.760002,66.760002,3866200,49.698231
"2006-11-17",66.769997,66.800003,65.940002,66.089996,4332200,49.199444
"2006-11-20",65.910004,66.389999,65.639999,65.870003,2098000,49.035679
"2006-11-21",65.709999,65.980003,65.699997,65.830002,2639400,49.005905
"2006-11-22",65.720001,66.110001,65.699997,65.790001,1702900,48.976124
"2006-11-24",65.699997,66.010002,65.400002,65.989998,932900,49.125008
"2006-11-27",65.949997,66.080002,64.839996,64.839996,3942300,48.268909
"2006-11-28",64.650002,64.739998,64.160004,64.529999,3481200,48.038143
"2006-11-29",64.529999,65.089996,64.330002,64.739998,3339700,48.19445
"2006-11-30",64.889999,65.089996,64.120003,64.529999,3847300,48.038143
"2006-12-01",64.379997,64.730003,63.439999,63.860001,4806300,47.539371
"2006-12-04",64.220001,65.489998,64.029999,64.900002,4069100,48.313583
"2006-12-05",64.839996,65.169998,64.519997,64.720001,2876300,48.179588
"2006-12-06",64.779999,64.980003,64.559998,64.959999,3800900,48.358246
"2006-12-07",65.190002,65.459999,64.610001,64.739998,2670700,48.19445
"2006-12-08",64.800003,65.239998,64.5,64.720001,3330400,48.179588
"2006-12-11",64.639999,65.07,64.389999,65.010002,3391100,48.395466
"2006-12-12",65.199997,65.230003,64.620003,64.800003,4758100,48.23914
"2006-12-13",65.150002,65.25,64.110001,64.209999,4133700,47.799923
"2006-12-14",62.75,63.310001,61.799999,62.060001,17068300,46.199402
"2006-12-15",62.419998,62.490002,62.009998,62.450001,8231200,46.489719
"2006-12-18",62.41,62.57,62.139999,62.259998,5078700,46.34827
"2006-12-19",62.169998,62.700001,61.830002,62.48,6435200,46.512054
"2006-12-20",62.66,63.540001,62.290001,63.220001,5651900,47.062927
"2006-12-21",63.220001,63.59,62.650002,62.759998,4062600,46.720486
"2006-12-22",62.630001,62.810001,62.400002,62.560001,3054100,46.571621
"2006-12-26",62.5,63.32,62.400002,63.23,1911500,47.070381
"2006-12-27",63.59,64.209999,62.77,62.939999,2264600,46.854492
"2006-12-28",63.130001,63.139999,62.540001,62.810001,2533800,46.757713
"2006-12-29",62.799999,63.009998,62.450001,62.52,1896500,46.541821
"2007-01-03",62.599998,63.59,62.400002,62.810001,4784400,46.757713
"2007-01-04",62.599998,63,62.450001,62.869999,4928200,46.802383
"2007-01-05",62.599998,62.990002,62.07,62.68,4354300,46.660957
"2007-01-08",62.459999,63.59,62.009998,63.189999,3347200,47.0406
"2007-01-09",62.970001,63.099998,62.23,62.470001,4525000,46.504601
"2007-01-10",62.220001,62.869999,61.849998,62.689999,5164200,46.668373
"2007-01-11",62.990002,63.950001,62.720001,63.700001,5006700,47.420258
"2007-01-12",63.490002,64.720001,63.400002,64.419998,5310900,47.956249
"2007-01-16",64.82,65,64.269997,64.529999,4114400,48.038143
"2007-01-17",64.68,65.07,64.5,64.82,4361200,48.254021
"2007-01-18",64.830002,65.129997,64.010002,64.910004,4208500,48.321022
"2007-01-19",65.400002,65.440002,64.849998,65.18,4185100,48.52203
"2007-01-22",64.949997,64.949997,63.689999,64.089996,4915100,47.710579
"2007-01-23",65.199997,66.730003,65,66.139999,8117700,49.236675
"2007-01-24",65.980003,66.959999,65.800003,66.830002,5243400,49.750328
"2007-01-25",66.970001,67.099998,66.099998,66.209999,4677700,49.28878
"2007-01-26",66.110001,66.550003,65.660004,66.040001,4598900,49.162235
"2007-01-29",65.620003,66.239998,65.419998,65.690002,4321000,48.901688
"2007-01-30",65.940002,67.279999,65.900002,66.949997,7571000,49.839661
"2007-01-31",66.830002,68.239998,66.599998,68.019997,5206200,50.6362
"2007-02-01",68.050003,68.730003,67.900002,68.580002,5902800,51.053089
"2007-02-02",68.75,68.75,67.830002,68,4539400,50.621296
"2007-02-05",67.989998,68.639999,67.410004,67.769997,3531900,50.450089
"2007-02-06",68.029999,68.599998,67.800003,68.410004,3606400,50.926521
"2007-02-07",68.410004,68.75,68.080002,68.510002,2882300,51.000984
"2007-02-08",68.510002,68.730003,67.839996,68.050003,3006300,50.658535
"2007-02-09",68.150002,68.449997,67.440002,67.580002,2040900,50.308659
"2007-02-12",67.589996,67.589996,66.779999,67.040001,4108200,49.906654
"2007-02-13",67.050003,67.449997,67,67.199997,3017100,50.025776
"2007-02-14",67.349998,68.440002,67.099998,68.169998,3796900,50.948792
"2007-02-15",68.510002,69.349998,68.260002,68.93,5398800,51.516785
"2007-02-16",69.269997,69.489998,68.379997,68.68,3320200,51.329941
"2007-02-20",68.839996,69,67.980003,68.129997,6113500,50.918896
"2007-02-21",68,68.029999,67.5,67.580002,4555100,50.507835
"2007-02-22",67.510002,68.059998,67.059998,67.5,3133700,50.448044
"2007-02-23",67.25,67.589996,67.010002,67.550003,2619000,50.485413
"2007-02-26",67.800003,68.199997,66.800003,67.230003,3182800,50.246246
"2007-02-27",66.25,66.800003,64.75,65.459999,6964300,48.923389
"2007-02-28",65.510002,66.32,65.089996,65.639999,6182800,49.057911
