"","EXPE.Open","EXPE.High","EXPE.Low","EXPE.Close","EXPE.Volume","EXPE.Adjusted"
"2008-11-26",14.14,16.459999,14.14,16.459999,1852900,10.920223
"2008-11-28",16.34,16.879999,16.120001,16.799999,780100,11.145791
"2008-12-01",16.440001,16.440001,15.68,15.7,2530900,10.416008
"2008-12-02",15.96,16.18,14.74,15.04,2630900,9.978139
"2008-12-03",14,15.4,14,15.4,2233400,10.216974
"2008-12-04",15.06,15.6,14.44,14.86,1753000,9.858718
"2008-12-05",14.76,15.82,14.3,15.8,1764400,10.482352
"2008-12-08",16.120001,17.26,15.54,17.059999,1393800,11.318284
"2008-12-09",16.639999,17.5,16.1,16.26,1398100,10.787533
"2008-12-10",15.66,16.48,14.98,16.299999,1531100,10.814075
"2008-12-11",16.16,16.42,15.04,15.24,1113200,10.110826
"2008-12-12",14.86,16.1,14.72,15.9,1205000,10.548693
"2008-12-15",15.94,16.200001,14.8,15.04,1172700,9.978139
"2008-12-16",15.18,16.52,14.84,16.5,2069500,10.946759
"2008-12-17",16.34,17.299999,16.08,17.02,1551000,11.291749
"2008-12-18",15.32,17.1,15.32,16.639999,1156100,11.039639
"2008-12-19",17.48,17.48,16.299999,16.299999,3314900,10.814075
"2008-12-22",15.88,16.08,14.9,15.42,1409500,10.230244
"2008-12-23",14.84,15.8,14.84,15.32,922600,10.1639
"2008-12-24",15.4,15.8,15,15.58,308600,10.336394
"2008-12-26",15.64,15.84,15.3,15.4,381400,10.216974
"2008-12-29",15.5,15.56,14.86,15,990700,9.951601
"2008-12-30",15.14,15.76,14.8,15.6,857600,10.349663
"2008-12-31",15.56,16.959999,15.4,16.48,1444100,10.933491
"2009-01-02",16.42,17.58,16.200001,17.58,1022100,11.663279
"2009-01-05",17.58,18.5,17.440001,18.4,1302800,12.207297
"2009-01-06",18.540001,19.5,18.24,19.08,1685500,12.658437
"2009-01-07",19,19.1,17.639999,17.940001,1208300,11.902112
"2009-01-08",17.139999,19.02,17.139999,19.02,2908500,12.618631
"2009-01-09",18.5,19.02,18,18.299999,1280400,12.140949
"2009-01-12",17.940001,18.5,16.74,17.280001,2142900,11.464241
"2009-01-13",16.719999,18.139999,16.719999,17.98,1941100,11.92865
"2009-01-14",17.620001,17.959999,17.32,17.4,1667000,11.543859
"2009-01-15",16.860001,18.780001,16.860001,18.280001,1914800,12.127681
"2009-01-16",18.879999,18.98,17.58,18.280001,1480200,12.127681
"2009-01-20",18.08,18.280001,16.26,16.280001,2235400,10.800803
"2009-01-21",16.139999,16.940001,16.139999,16.92,1850400,11.225405
"2009-01-22",16.4,16.780001,15.7,16.32,2126900,10.827339
"2009-01-23",15.96,16.82,15.7,16.540001,1645800,10.973297
"2009-01-26",16.200001,17,16.120001,16.559999,994200,10.986566
"2009-01-27",16.6,17.26,16.459999,17.16,1912700,11.384628
"2009-01-28",17.559999,18.860001,17.219999,18.6,2180000,12.339983
"2009-01-29",18.42,18.559999,17.84,18.059999,1995100,11.981726
"2009-01-30",18.58,19.280001,17.84,17.860001,2049200,11.84904
"2009-02-02",17.6,18.02,17.120001,17.82,1504300,11.822498
"2009-02-03",17.9,18.4,17.459999,18.299999,1212900,12.140949
"2009-02-04",18.459999,19,18.200001,18.540001,2088300,12.300177
"2009-02-05",17.74,19.24,17.74,19.059999,1602700,12.645164
"2009-02-06",19.02,20.700001,18.66,19.92,2341100,13.215725
"2009-02-09",19.92,19.92,19.34,19.58,1343300,12.990152
"2009-02-10",19.32,19.620001,18.24,18.299999,2200800,12.140949
"2009-02-11",18.16,18.860001,18,18.379999,1274700,12.194025
"2009-02-12",18.059999,18.52,17.58,18.200001,2281000,12.074608
"2009-02-13",18.280001,18.66,17.940001,18.34,1639600,12.167488
"2009-02-17",17.299999,18.059999,16.379999,16.700001,2497500,11.079448
"2009-02-18",16.98,17.219999,16.120001,17.059999,2025900,11.318284
"2009-02-19",15.52,17.08,14.98,15.8,3879500,10.482352
"2009-02-20",15.68,16.18,14.98,15.48,3604000,10.27005
"2009-02-23",16.379999,17,15.56,15.7,2116100,10.416008
"2009-02-24",15.78,16.719999,15.76,16.5,2239100,10.946759
"2009-02-25",15.92,16.84,15.46,16.5,3252000,10.946759
"2009-02-26",16.540001,17.120001,16,16.059999,1514700,10.654844
"2009-02-27",17.18,17.200001,15.9,15.94,1475200,10.575234
"2009-03-02",15.6,16.120001,14.62,14.72,2579100,9.765838
"2009-03-03",14.88,15.04,14.08,14.26,1710900,9.460654
"2009-03-04",14.48,14.78,13.76,13.84,3169800,9.182009
"2009-03-05",13.66,13.68,13.26,13.28,2439900,8.810483
"2009-03-06",13.5,13.68,12.62,12.94,2319300,8.58491
"2009-03-09",12.82,13.86,12.68,12.78,1365200,8.478764
"2009-03-10",13.1,14.18,13.02,14.1,2133400,9.354502
"2009-03-11",14.1,14.8,13.9,14.16,1714900,9.394309
"2009-03-12",14.08,14.24,13.58,14.18,1927400,9.407578
"2009-03-13",14.1,14.94,13.52,14.76,2190200,9.792375
"2009-03-16",13.54,15.5,13.54,14.66,1983400,9.726029
"2009-03-17",14.68,16.1,14.62,15.98,3394400,10.601769
"2009-03-18",15,16.52,15,16.32,2825200,10.827339
"2009-03-19",16.280001,16.299999,15,15.3,2276500,10.150631
"2009-03-20",16.32,16.68,15.54,15.74,3939800,10.442545
"2009-03-23",16,17.219999,16,17.219999,2527900,11.424436
"2009-03-24",16.98,18.040001,16.799999,17.459999,2466200,11.583662
"2009-03-25",17.200001,19.02,17.200001,18.459999,3465900,12.247098
"2009-03-26",18.82,19.4,18.58,19.299999,2471500,12.804389
"2009-03-27",18.959999,19.5,18.280001,18.280001,1672600,12.127681
"2009-03-30",17.42,17.959999,17.24,17.82,1613700,11.822498
"2009-03-31",17.959999,18.5,17.559999,18.16,1781900,12.04807
"2009-04-01",17.879999,18.9,17.639999,18.719999,1601500,12.419596
"2009-04-02",19.139999,20.280001,18.98,20.1,2493200,13.335148
"2009-04-03",20.02,20.540001,19.700001,20.52,1511600,13.613791
"2009-04-06",20.26,20.780001,19.620001,20.74,1995300,13.759745
"2009-04-07",20.32,20.440001,19.200001,19.24,1974300,12.764584
"2009-04-08",18.08,19.059999,18,19.040001,2132200,12.631899
"2009-04-09",19.58,20.879999,19.32,20.84,1939300,13.826087
"2009-04-13",20.6,21.459999,20.34,21.139999,1864800,14.025121
"2009-04-14",21.040001,22,20.559999,20.92,2372100,13.879165
"2009-04-15",20.74,21.200001,20.6,20.879999,2013400,13.852628
"2009-04-16",21.219999,23.1,21.02,22.66,2942500,15.033549
"2009-04-17",22.700001,23.9,22.02,23.620001,2636100,15.670447
"2009-04-20",23.18,23.559999,21.540001,21.6,1582200,14.330305
"2009-04-21",21.540001,23.280001,21.459999,23.18,2162200,15.378541
"2009-04-22",23,24.139999,22.6,23.4,1929700,15.524495
"2009-04-23",23.42,23.48,21.719999,22.459999,3990200,14.900855
"2009-04-24",22.68,23.040001,21.34,22.48,3723700,14.91413
"2009-04-27",21.18,22.26,20.940001,21.059999,4168600,13.972047
"2009-04-28",20.9,21.200001,20.459999,20.6,4095900,13.666862
"2009-04-29",20.92,21.6,20.620001,21.18,4391700,14.051661
"2009-04-30",24.52,28.92,24.459999,27.219999,6828100,18.058832
"2009-05-01",27.76,30.360001,27.76,29.58,4724700,19.624556
"2009-05-04",29.58,31.1,29.58,31,3650600,20.566635
"2009-05-05",30.74,31.74,29.82,31.6,2531400,20.964705
"2009-05-06",31.92,31.92,30.4,30.860001,2619400,20.473755
"2009-05-07",31.4,31.559999,29.08,29.98,2983600,19.889929
"2009-05-08",30.4,31.32,29.48,30.639999,1447500,20.327801
"2009-05-11",30,30.780001,28.92,30.32,1508900,20.115499
"2009-05-12",29.5,30.76,29.1,29.780001,1491900,19.757246
"2009-05-13",29.4,29.780001,26.959999,26.959999,1532300,17.886341
"2009-05-14",26.860001,28.34,26.18,28.02,2659500,18.589586
"2009-05-15",27.9,28.74,26.879999,27.700001,1081000,18.377291
"2009-05-18",28.040001,29,27.5,28.92,1429000,19.186682
"2009-05-19",28.9,30.5,28.24,30.1,2230700,19.969543
"2009-05-20",29.959999,31.780001,29.860001,30.540001,2302600,20.261456
"2009-05-21",30.459999,30.959999,28.6,29.379999,1821700,19.491867
"2009-05-22",29.540001,30.58,29.219999,29.92,1130400,19.850124
"2009-05-26",29.66,31.940001,29,31.9,2748500,21.163733
"2009-05-27",31.68,32.5,30.879999,31.139999,1883100,20.659525
"2009-05-28",31.66,32.119999,30.620001,31.780001,2629000,21.084126
"2009-05-29",32.220001,34.619999,31.02,34.619999,2813800,22.96829
"2009-06-01",34.619999,35.299999,33.939999,34.759998,3211200,23.061176
"2009-06-02",34.459999,34.48,32.900002,34.299999,3151600,22.755993
"2009-06-03",33.34,33.900002,32.360001,33.139999,2352900,21.986404
"2009-06-04",33.580002,33.799999,32.18,33.119999,2025700,21.973131
"2009-06-05",33.459999,33.880001,32.400002,33.360001,1605600,22.132357
"2009-06-08",32.939999,33.380001,31.280001,32.119999,1806100,21.309689
"2009-06-09",32.380001,33.560001,32.240002,33.459999,1536800,22.198708
"2009-06-10",33.400002,33.560001,32.02,33,1464800,21.893518
"2009-06-11",33.299999,34.5,32.700001,33.82,1915900,22.437536
"2009-06-12",33.48,33.740002,32.299999,33.66,1591900,22.33139
"2009-06-15",33.98,33.98,31.9,33,1753100,21.893518
"2009-06-16",33.060001,33.580002,31.82,32.060001,2116000,21.26989
"2009-06-17",31.84,32.400002,30.120001,30.879999,2926600,20.487026
"2009-06-18",30.719999,32.139999,30.18,31.74,1696400,21.057585
"2009-06-19",32.16,33.139999,31.6,33.119999,3765900,21.973131
"2009-06-22",32.68,32.900002,30.700001,30.940001,2284600,20.526836
"2009-06-23",30.84,31.120001,29.700001,30.120001,2405000,19.982817
"2009-06-24",30.360001,31.48,29.860001,30.42,2022000,20.181845
"2009-06-25",30.48,31.620001,29.940001,31.58,1884500,20.951435
"2009-06-26",31.26,32.040001,31.02,31.84,3457800,21.12393
"2009-06-29",32.060001,32.18,30.780001,31.84,1913100,21.12393
"2009-06-30",31.540001,31.540001,29.379999,30.219999,3427700,20.049158
"2009-07-01",30.280001,31.68,30.200001,31.1,1872300,20.632988
"2009-07-02",30.6,30.74,29.16,30,2470900,19.903202
"2009-07-06",29.9,30,28.459999,28.860001,2799500,19.146879
"2009-07-07",28.9,29.459999,27.459999,27.6,3383400,18.310944
"2009-07-08",27.860001,28.34,27.040001,27.48,3003700,18.231331
"2009-07-09",27.6,29.219999,27.5,28.799999,3107000,19.107067
"2009-07-10",28.6,29.5,28.219999,29.139999,1909200,19.332642
"2009-07-13",29.139999,30.639999,28.92,30.52,2231700,20.248188
"2009-07-14",30.360001,31.84,30.200001,31.639999,3059300,20.991241
"2009-07-15",31.9,33.740002,31.700001,33.060001,3421500,21.933329
"2009-07-16",32.959999,33.619999,32.279999,33.5,2057600,22.225239
"2009-07-17",33.639999,33.82,33,33.299999,1389100,22.092548
"2009-07-20",33.34,34.740002,33.040001,34.5,2015500,22.888685
"2009-07-21",34.720001,35.560001,34.5,35.48,2760700,23.538851
"2009-07-22",35.400002,36.240002,34.84,35.400002,2356200,23.485777
"2009-07-23",34.740002,37.259998,34.740002,36.720001,2974100,24.361515
"2009-07-24",36.5,37.080002,35.740002,36.900002,1712200,24.480932
"2009-07-27",36.540001,37.220001,36.139999,36.52,1506700,24.228828
"2009-07-28",36.400002,37.779999,35.98,37.68,3296300,24.998423
"2009-07-29",37.560001,37.619999,36.139999,36.68,2752400,24.334976
"2009-07-30",39.279999,42.540001,39,40.959999,4928100,27.174505
"2009-07-31",40.919998,42.360001,40.66,41.419998,2700000,27.479687
"2009-08-03",41.919998,42.939999,41.5,42.540001,1719300,28.222736
"2009-08-04",42.860001,43.119999,41.5,42.98,2567200,28.51465
"2009-08-05",43.099998,44.200001,42.200001,43.98,3631500,29.178097
"2009-08-06",44.400002,44.82,43.34,43.959999,1783000,29.164818
"2009-08-07",44.98,45.599998,43.959999,45.040001,1787700,29.881336
"2009-08-10",45.139999,46.700001,44.619999,45.540001,2270600,30.21306
"2009-08-11",45.619999,45.900002,44.599998,45.240002,1678900,30.014034
"2009-08-12",45.080002,46.34,44.98,45.939999,1586400,30.47843
"2009-08-13",45.900002,46.060001,44.82,45.540001,1497900,30.21306
"2009-08-14",45.060001,45.380001,43.32,44.240002,1615700,29.350588
"2009-08-17",43.220001,43.360001,42.040001,42.619999,2224300,28.275818
"2009-08-18",42.66,43.16,41.860001,43.040001,1899100,28.554461
"2009-08-19",42.66,44.240002,42.040001,43.759998,1161100,29.032133
"2009-08-20",43.740002,45.32,43.419998,45.200001,1446100,29.987495
"2009-08-21",45.880001,46.060001,44.400002,45.799999,1591100,30.385551
"2009-08-24",46.16,46.34,44.32,44.599998,1577000,29.589424
"2009-08-25",44.84,46.220001,44.400002,45.700001,1698700,30.319214
"2009-08-26",45.720001,46.84,45.34,45.720001,1226400,30.332472
"2009-08-27",45.540001,45.82,44.599998,45.540001,1127900,30.21306
"2009-08-28",45.759998,47.740002,45.759998,46.580002,1581100,30.903042
"2009-08-31",46.18,46.900002,45.360001,46.099998,1126600,30.584574
"2009-09-01",45.639999,47.240002,44.220001,44.32,1731100,29.40366
"2009-09-02",44.080002,44.919998,43.66,43.860001,1318400,29.09848
"2009-09-03",44.16,44.599998,43.700001,44.299999,1186100,29.390392
"2009-09-04",44.52,45.98,44.200001,45.919998,868500,30.465166
"2009-09-08",45.98,47.080002,45.52,45.759998,1402800,30.359011
"2009-09-09",45.84,47.18,45.360001,47.060001,1339800,31.221485
"2009-09-10",47,47.02,45.459999,46.360001,2584100,30.757082
"2009-09-11",46.060001,46.639999,45.639999,46.119999,1011500,30.597858
"2009-09-14",45.959999,46.580002,45.439999,46.540001,1061100,30.876503
"2009-09-15",46.299999,47.580002,46.099998,47.419998,1568000,31.460325
"2009-09-16",47.380001,49.279999,47.240002,49.200001,1715900,32.641258
"2009-09-17",49.18,49.779999,48.299999,48.560001,2074500,32.21664
"2009-09-18",48.540001,49.459999,47.880001,48.959999,2254200,32.482029
"2009-09-21",48.599998,48.959999,47.139999,48.279999,1483900,32.030895
"2009-09-22",48.700001,49.98,48.200001,49.84,1594000,33.065853
"2009-09-23",49.84,51.240002,49.759998,49.799999,2182800,33.03931
"2009-09-24",50.119999,50.119999,47.360001,48.040001,1601400,31.871658
"2009-09-25",47.939999,48.240002,46.779999,46.939999,1716700,31.14187
"2009-09-28",47.040001,48.52,47,48.119999,1423300,31.924734
"2009-09-29",48.119999,48.139999,47.119999,47.740002,1204500,31.672626
"2009-09-30",47.919998,48.259998,46.5,47.900002,2004600,31.778778
"2009-10-01",47.5,47.84,46.200001,46.599998,1699000,30.916306
"2009-10-02",46.279999,46.5,44.98,45.200001,2301600,29.987495
"2009-10-05",45.18,46.32,45.16,46.02,2525100,30.531511
"2009-10-06",46.360001,48.279999,46.200001,48.200001,3259500,31.977819
"2009-10-07",48,48.400002,47.599998,48.34,2240100,32.070698
"2009-10-08",48.34,48.900002,47.779999,48.119999,2284800,31.924734
"2009-10-09",48.080002,48.700001,47.700001,48.32,1192100,32.057423
"2009-10-12",48.380001,49.34,48.18,48.98,2086100,32.495289
"2009-10-13",48.84,50.119999,48.720001,50.040001,2444600,33.198547
"2009-10-14",50.5,51.959999,50.259998,51.48,2456700,34.153885
"2009-10-15",51.259998,52.220001,51.119999,51.919998,2094000,34.445816
"2009-10-16",51.98,51.98,49.259998,49.619999,2745700,32.919891
"2009-10-19",50.080002,51.419998,50.02,51,1802800,33.835438
"2009-10-20",51.299999,51.419998,50.360001,51.139999,1644800,33.928318
"2009-10-21",50.68,53.099998,50.68,51.68,3128500,34.286583
"2009-10-22",51.84,52.139999,50.759998,51.759998,1643900,34.339642
"2009-10-23",51.959999,53.939999,51.959999,52.720001,2550300,34.976555
"2009-10-26",53.02,54.740002,52.799999,53.040001,2892800,35.18885
"2009-10-27",53.299999,53.560001,49.439999,50.48,3677000,33.490444
"2009-10-28",50.599998,51.139999,47.880001,48.68,4240800,32.296257
"2009-10-29",52,52.5,47.599998,48.599998,9032500,32.243183
"2009-10-30",48.48,48.700001,44.720001,45.34,4872300,30.08037
"2009-11-02",46.040001,46.540001,43.900002,46.139999,4011300,30.611116
"2009-11-03",45.32,46.5,44.66,45.98,2277800,30.504969
"2009-11-04",45.959999,46.119999,44.700001,44.860001,2502200,29.761915
"2009-11-05",44.98,47.540001,44.880001,47.259998,2444200,31.35416
"2009-11-06",46.700001,47.84,46.5,46.959999,1628000,31.155149
"2009-11-09",47.279999,48.220001,47.040001,48.060001,1728900,31.884926
"2009-11-10",48.200001,50.080002,48.200001,48.84,2746300,32.402412
"2009-11-11",49.099998,49.34,47.560001,48.18,1461200,31.964535
"2009-11-12",48.02,48.580002,47.080002,47.139999,1012500,31.274559
"2009-11-13",47.400002,47.799999,46.98,47.360001,964400,31.420517
"2009-11-16",47.5,48.400002,47.32,47.84,1368300,31.738962
"2009-11-17",47.779999,50.02,47.619999,49.919998,1892800,33.118927
"2009-11-18",49.759998,50.82,49.279999,50.799999,2086300,33.702751
"2009-11-19",50.459999,50.459999,48.880001,49.18,2283000,32.627983
"2009-11-20",48.880001,50.099998,48.880001,49.900002,2148800,33.105659
"2009-11-23",50.439999,51.84,50.34,51.5,2014700,34.167149
"2009-11-24",51.52,51.82,50.48,51.139999,1348700,33.928318
"2009-11-25",51.240002,52.34,50.779999,52.220001,1403200,34.644836
"2009-11-27",50.540001,51.419998,49.860001,50.419998,874100,33.450638
"2009-11-30",50.400002,51,49.439999,50.959999,2393500,33.808903
"2009-12-01",51.240002,52.119999,50.84,51.540001,1965200,34.193699
"2009-12-02",51.759998,52.18,51.299999,51.540001,1354900,34.193699
"2009-12-03",51.900002,52.720001,51.720001,52,1613900,34.498878
"2009-12-04",52.459999,53.419998,51.299999,51.700001,1719400,34.299839
"2009-12-07",51.540001,52.080002,50.200001,50.34,1355500,33.397572
"2009-12-08",50.080002,50.919998,49.439999,50.200001,1045400,33.304691
"2009-12-09",50.02,50.84,49.279999,50.599998,1558400,33.570065
"2009-12-10",50.900002,51.900002,50.860001,51.34,1780300,34.061016
"2009-12-11",51.599998,51.720001,50.5,51.32,1431700,34.047737
"2009-12-14",51.560001,51.919998,51.299999,51.66,889000,34.273308
"2009-12-15",51.68,51.900002,50.82,50.939999,928200,33.79562
"2009-12-16",51.099998,52.66,50.939999,51.720001,1107500,34.313122
"2009-12-17",51.419998,51.799999,50.279999,50.279999,1101400,33.357761
"2009-12-18",50.619999,50.98,49.099998,50.48,3026000,33.490444
"2009-12-21",50.66,52.619999,50.560001,52.279999,1082600,34.68465
"2009-12-22",52.32,53.380001,52.240002,53.060001,1125300,35.202133
"2009-12-23",53.18,54.259998,53.02,54.18,1299500,35.945175
"2009-12-24",54.119999,54.5,53.799999,54,209600,35.82576
"2009-12-28",54.119999,55.02,54,54.16,989100,35.931911
"2009-12-29",54.34,54.66,52.939999,53.119999,903400,35.241932
"2009-12-30",53.220001,53.34,52.52,52.919998,1032100,35.109234
"2009-12-31",52.959999,53.200001,51.419998,51.459999,1198500,34.140621
"2010-01-04",51.419998,51.82,50.84,51.639999,2186500,34.260033
"2010-01-05",51.5,52.060001,50.66,51.860001,2431800,34.405998
"2010-01-06",51.459999,51.759998,48.98,49.200001,3880000,32.641258
"2010-01-07",49.560001,49.799999,48.240002,48.939999,1777300,32.468746
"2010-01-08",49.200001,49.200001,47.799999,48.48,2264300,32.16357
"2010-01-11",48.740002,48.900002,47.52,48.060001,2786600,31.884926
"2010-01-12",47.68,47.84,46.299999,46.560001,2158500,30.889771
"2010-01-13",46.720001,47.380001,45.740002,47.139999,2268000,31.274559
"2010-01-14",46.799999,48.040001,46.040001,46.119999,2316900,30.597858
"2010-01-15",46.18,46.639999,45.139999,45.459999,1785600,30.159983
"2010-01-19",45.419998,45.720001,44.939999,45.5,2119700,30.186518
"2010-01-20",44.98,45.459999,44.02,44.439999,1899200,29.483267
"2010-01-21",44.560001,45.540001,43.099998,44.459999,1955800,29.49654
"2010-01-22",44.34,44.599998,43.200001,43.540001,2795600,28.886179
"2010-01-25",43.639999,44.099998,43.419998,43.459999,1979700,28.833099
"2010-01-26",43.220001,44.880001,43.16,44.34,2118800,29.416929
"2010-01-27",44.02,44.66,43.48,44.240002,1608100,29.350588
"2010-01-28",44.459999,45.060001,42.799999,43.360001,1969300,28.76676
"2010-01-29",43.639999,44.419998,42.599998,42.82,2480400,28.408503
"2010-02-01",43.02,44.400002,42.759998,44.200001,2002000,29.324053
"2010-02-02",44.279999,44.52,43.32,44.139999,1748200,29.284237
"2010-02-03",43.860001,44.32,43.299999,44.220001,1382500,29.33732
"2010-02-04",44.18,44.220001,42.720001,42.799999,1807900,28.395237
"2010-02-05",42.779999,43.040001,41.560001,42.52,2468500,28.209467
"2010-02-08",42.419998,43.799999,42.380001,42.84,1393500,28.421766
"2010-02-09",43.52,44.099998,42.98,43.759998,2003700,29.032133
"2010-02-10",43.66,45,43.400002,44.48,3673900,29.509809
"2010-02-11",42.139999,43.099998,40.34,42.540001,10262700,28.222736
"2010-02-12",42.619999,42.98,41.060001,42.700001,3157000,28.328896
"2010-02-16",42.959999,44.52,42.700001,44.360001,2750000,29.430199
"2010-02-17",44.540001,44.779999,43.599998,43.759998,3859300,29.032133
"2010-02-18",43.740002,45.860001,43.580002,45.700001,3083600,30.319214
"2010-02-19",45.619999,45.98,45.119999,45.18,2253000,29.974218
"2010-02-22",45.279999,45.439999,44.5,44.759998,2197600,29.695568
"2010-02-23",44.580002,45.34,43.82,44.84,2376500,29.748644
"2010-02-24",45.18,45.759998,44.779999,45.259998,1778400,30.027298
"2010-02-25",44.759998,45,44.099998,44.799999,2322000,29.722111
"2010-02-26",44.68,44.98,44.080002,44.48,3165700,29.509809
"2010-03-01",44.68,46.400002,44.34,46.259998,2556500,30.690733
"2010-03-02",46.220001,46.700001,45.98,46.220001,2593600,30.664202
"2010-03-03",46.299999,46.419998,45.459999,45.740002,2600900,30.345743
"2010-03-04",45.639999,46.240002,45.220001,46.139999,1304100,30.611116
"2010-03-05",46,46.759998,45.860001,46.459999,1742200,30.82342
"2010-03-08",46.060001,46.599998,45.959999,46.259998,1105700,30.690733
"2010-03-09",45.799999,46.439999,45.560001,45.900002,1325200,30.544346
"2010-03-10",45.860001,46.540001,45.52,46.02,2161200,30.624193
"2010-03-11",45.700001,45.900002,44.759998,45.799999,2185900,30.477791
"2010-03-12",45.900002,45.900002,44.560001,44.619999,2466000,29.692551
"2010-03-15",44.639999,45.380001,44.32,45.259998,2054800,30.11845
"2010-03-16",45.259998,45.700001,44.599998,45.52,2783700,30.29146
"2010-03-17",45.98,46.240002,45.639999,45.799999,1798400,30.477791
"2010-03-18",45.220001,45.959999,45.139999,45.400002,1788200,30.211609
"2010-03-19",45.380001,45.779999,45.060001,45.380001,3214500,30.198301
"2010-03-22",45.32,46.939999,44.66,46.900002,3318500,31.209795
"2010-03-23",46.52,46.919998,45.419998,45.82,3202300,30.491087
"2010-03-24",45.599998,46.139999,45.419998,45.599998,1475200,30.344692
"2010-03-25",45.84,46.619999,45.66,45.759998,1834400,30.451168
"2010-03-26",45.919998,46.299999,45.279999,45.880001,2250500,30.531027
"2010-03-29",45.900002,49.740002,45.84,48.700001,5285000,32.407612
"2010-03-30",48.459999,49.439999,48.400002,48.720001,2429900,32.420914
"2010-03-31",48.619999,50.400002,48.32,49.900002,3200100,33.206146
"2010-04-01",50.060001,50.419998,48.759998,48.860001,2095900,32.51408
"2010-04-05",48.880001,50.18,48.639999,50.080002,1948700,33.325932
"2010-04-06",49.720001,51.360001,49.5,50.580002,3204800,33.658661
"2010-04-07",50.68,51.18,49.5,49.880001,2423900,33.192856
"2010-04-08",49.880001,50.080002,48.880001,49.459999,2442700,32.913349
"2010-04-09",49.580002,49.900002,48.919998,49.139999,1273000,32.700397
"2010-04-12",50.599998,51.220001,49.139999,50.360001,2697700,33.512253
"2010-04-13",52,52.18,50.02,50.099998,4927200,33.339237
"2010-04-14",50.18,51.419998,50.18,50.959999,3872900,33.91153
"2010-04-15",51.18,51.779999,50.619999,50.759998,2977500,33.778446
"2010-04-16",50.540001,51.099998,49.439999,49.700001,3282600,33.073059
"2010-04-19",49.259998,49.860001,48.560001,49.419998,2491100,32.886726
"2010-04-20",49.779999,50.580002,49.52,50.119999,1396900,33.352539
"2010-04-21",49.880001,50.220001,49,49.259998,2352000,32.780266
"2010-04-22",48.52,49.52,48.18,49.060001,2497800,32.647175
"2010-04-23",49,49.400002,48.16,48.360001,2624200,32.181355
"2010-04-26",48.34,50.259998,48.220001,49.259998,2226700,32.780266
"2010-04-27",48.779999,49.959999,47.060001,47.360001,3783600,31.515894
"2010-04-28",47.5,47.98,46.700001,47,2125400,31.276327
"2010-04-29",47.200001,49.799999,47.200001,49.02,3941700,32.620548
"2010-04-30",49.98,49.98,46.560001,47.220001,5419300,31.422737
"2010-05-03",47.220001,48.540001,47.220001,48.32,3109600,32.154739
"2010-05-04",47.720001,47.720001,45.98,46.919998,3561400,31.223091
"2010-05-05",46.740002,48,45.220001,47.099998,3768700,31.342876
"2010-05-06",46.52,47.66,44.16,46.119999,4330600,30.690735
"2010-05-07",45.299999,46.5,43.459999,44,4551500,29.279972
"2010-05-10",45.34,47.34,45.18,47.299999,3391100,31.475962
"2010-05-11",45.98,46.98,44,46.360001,3896900,30.850449
"2010-05-12",46.240002,47.200001,45.860001,47.16,2253800,31.382818
"2010-05-13",46.66,47.5,46.639999,47,2569900,31.276327
"2010-05-14",46.639999,46.700001,44.98,45.599998,2490100,30.344692
"2010-05-17",45.939999,46.279999,44.779999,46.220001,3291700,30.757286
"2010-05-18",46.540001,47.779999,45.200001,45.400002,4252000,30.211609
"2010-05-19",45.060001,46.060001,44.080002,45.279999,3413000,30.131754
"2010-05-20",44.080002,44.779999,42.82,43.34,3185500,28.840771
"2010-05-21",42.900002,44.200001,41.900002,43.560001,4332800,28.987173
"2010-05-24",43.400002,44.360001,43,43.060001,2903700,28.654446
"2010-05-25",41.720001,43.259998,41.200001,43.220001,3801900,28.854738
"2010-05-26",43.5,44.099998,42.939999,43.279999,2641000,28.894793
"2010-05-27",44.5,44.5,43.380001,44.080002,2508900,29.42889
"2010-05-28",43.959999,44.419998,42.68,43.119999,2464700,28.787973
"2010-06-01",42.860001,43.860001,42,42,2160400,28.040222
"2010-06-02",42.099998,42.759998,41.639999,42.700001,2792600,28.507572
"2010-06-03",42.439999,42.799999,41.599998,42.66,4540300,28.480865
"2010-06-04",41.740002,42.080002,40.080002,40.360001,3494400,26.945324
"2010-06-07",40.560001,41.439999,39.66,39.759998,2366300,26.544744
"2010-06-08",39.639999,40.16,38.360001,39.439999,3622800,26.331106
"2010-06-09",39.639999,40.740002,39.48,39.599998,2566300,26.437931
"2010-06-10",40.259998,41.139999,39.880001,41.099998,2035700,27.439367
"2010-06-11",40.400002,41.119999,40.220001,41.099998,1690300,27.439367
"2010-06-14",41.439999,42.299999,40.779999,41.599998,1955400,27.773176
"2010-06-15",42.040001,43.060001,41.400002,43,2241200,28.707851
"2010-06-16",42.900002,43.619999,42.459999,43.259998,2948400,28.881428
"2010-06-17",43.419998,43.419998,41.34,41.759998,3013500,27.879997
"2010-06-18",41.959999,42.380001,41.599998,41.939999,3173400,28.000158
"2010-06-21",42.439999,42.759998,40.540001,40.880001,2071600,27.292496
"2010-06-22",41.080002,42.02,40.740002,40.860001,3194400,27.27914
"2010-06-23",41.02,41.34,40.18,40.419998,2714200,26.98538
"2010-06-24",40.099998,40.540001,38.540001,38.759998,3364300,25.877125
"2010-06-25",38.82,39.439999,38.380001,39.119999,3579500,26.11747
