"","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"2009-11-06",72.190002,73.93,72.190002,73.769997,3442100,52.338055
"2009-11-09",74.099998,75.650002,73.769997,75.589996,3188000,53.629295
"2009-11-10",75.400002,75.540001,74.400002,74.599998,2789000,52.926907
"2009-11-11",75.040001,75.82,74.730003,75.080002,2430000,53.267471
"2009-11-12",75,75.120003,73.68,74.099998,3618400,52.572174
"2009-11-13",74.160004,76.190002,74.160004,76.07,3105100,53.969852
"2009-11-16",76.360001,77.599998,76.32,76.980003,2859000,54.615467
"2009-11-17",76.860001,77.029999,75.849998,76.309998,2096500,54.140125
"2009-11-18",76.410004,76.800003,75.089996,75.360001,2767300,53.466133
"2009-11-19",75.190002,75.449997,73.809998,75.279999,2505500,53.409382
"2009-11-20",74.919998,76.349998,74.660004,76.099998,2844200,53.991131
"2009-11-23",76.620003,77.32,76.580002,77.279999,2249100,54.828297
"2009-11-24",77.300003,77.639999,76.32,77.559998,2692500,55.026951
"2009-11-25",77.410004,78.669998,77.199997,78.599998,3050700,55.764816
"2009-11-27",76.599998,77.550003,76.120003,77.099998,1284900,55.142586
"2009-11-30",76.980003,77.419998,76.129997,77.230003,2930000,55.235565
"2009-12-01",77.730003,79.150002,77.5,78.93,2864300,56.451427
"2009-12-02",78.989998,79.080002,77.440002,78.190002,3013400,55.922169
"2009-12-03",78.269997,78.669998,77.32,77.470001,1730100,55.407211
"2009-12-04",78.470001,79.650002,77.769997,78.209999,2955700,55.936478
"2009-12-07",78.43,79.040001,77.980003,78.669998,2140200,56.265469
"2009-12-08",78.209999,78.470001,77.010002,77.660004,1400500,55.543106
"2009-12-09",76.879997,76.879997,74.43,75.400002,5475400,53.926739
"2009-12-10",75.519997,76.18,75.220001,75.980003,3215100,54.341568
"2009-12-11",76.489998,77.449997,76.040001,76.779999,2844500,54.913715
"2009-12-14",77.050003,78.370003,76.809998,77.82,3194000,55.657555
"2009-12-15",77.5,77.830002,77.150002,77.610001,2545500,55.507332
"2009-12-16",78.199997,78.470001,77.419998,77.459999,2362400,55.400074
"2009-12-17",77.129997,77.300003,76.019997,76.080002,4610100,54.41309
"2009-12-18",76.389999,76.599998,75.769997,76.339996,3271000,54.599033
"2009-12-21",76.389999,77.410004,76.18,76.269997,2558500,54.548977
"2009-12-22",76.07,76.879997,75.410004,75.650002,1947900,54.10553
"2009-12-23",75.93,76.080002,75.139999,75.230003,2211000,53.805157
"2009-12-24",75.610001,75.699997,74.949997,75.110001,828800,53.719334
"2009-12-28",75.120003,75.769997,74.769997,75.699997,1672000,54.141304
"2009-12-29",75.959999,77.220001,75.959999,76.660004,2303900,54.827904
"2009-12-30",76.290001,77.080002,75.82,76.120003,1673800,54.441685
"2009-12-31",76.300003,76.389999,75.190002,75.349998,1414000,53.890972
"2010-01-04",75.870003,76.949997,75.519997,76.849998,2408300,54.963795
"2010-01-05",76.620003,77.790001,76.550003,77.650002,2356500,55.535961
"2010-01-06",76.099998,77.190002,75.849998,76.510002,5208100,54.720623
"2010-01-07",76.169998,76.199997,73.610001,74.410004,7038300,53.218685
"2010-01-08",74.349998,75.940002,74.32,75.610001,3629400,54.076927
"2010-01-11",75.760002,76.190002,75.190002,75.970001,1973500,54.334408
"2010-01-12",75.75,76.470001,75.309998,75.959999,2119000,54.327251
"2010-01-13",76.160004,77.019997,75.709999,76.879997,2245100,54.985245
"2010-01-14",76.790001,77.029999,76.150002,76.839996,1954500,54.956635
"2010-01-15",76.959999,77.190002,76.330002,76.760002,2041900,54.899418
"2010-01-19",76.800003,78.699997,76.550003,78.309998,3765500,56.008007
"2010-01-20",77.809998,78.300003,76.82,78.110001,3128200,55.86496
"2010-01-21",78.050003,78.580002,76.470001,76.980003,2304400,55.056767
"2010-01-22",76.75,77.309998,75.5,75.580002,2072100,54.055473
"2010-01-25",76.25,77.480003,75.82,76.760002,2559200,54.899418
"2010-01-26",76.419998,77.349998,75.849998,76.779999,2835100,54.913715
"2010-01-27",76.690002,77.339996,76,77.129997,3054500,55.16404
"2010-01-28",78.43,78.470001,75.25,76.150002,3542400,54.463146
"2010-01-29",76.160004,76.449997,74.370003,74.519997,3249800,53.297348
"2010-02-01",75.339996,75.339996,74.279999,74.889999,2781100,53.56197
"2010-02-02",75,76.760002,74.889999,76.550003,2995600,54.749229
"2010-02-03",76.18,76.949997,75.839996,76.690002,2647600,54.849361
"2010-02-04",76.25,77.120003,75.949997,76,4992800,54.355869
"2010-02-05",75.849998,76.620003,74.040001,75.720001,5029700,54.155617
"2010-02-08",75.68,75.860001,74.470001,74.529999,4308100,53.304497
"2010-02-09",75.169998,75.989998,74.699997,75.449997,3697800,53.962494
"2010-02-10",75.349998,75.589996,74.699997,75.110001,2798600,53.719334
"2010-02-11",74.900002,76.419998,74.510002,76.349998,3432500,54.606186
"2010-02-12",75.730003,75.959999,75.019997,75.580002,2478500,54.055473
"2010-02-16",75.919998,76.330002,75.480003,76.029999,2531400,54.377323
"2010-02-17",76.150002,76.769997,75.519997,76.370003,2060100,54.620491
"2010-02-18",76.169998,77.440002,76.150002,77.330002,2687400,55.307098
"2010-02-19",77.190002,77.459999,76.639999,77.209999,2801000,55.221275
"2010-02-22",77.190002,77.730003,76.550003,76.940002,3029100,55.028172
"2010-02-23",76.839996,78.050003,76.739998,76.900002,2900000,54.999561
"2010-02-24",77.169998,77.690002,76.93,77.559998,2379300,55.471573
"2010-02-25",76,77.040001,75.620003,76.989998,2047900,55.514851
"2010-02-26",76.889999,77.940002,76.699997,77.760002,2636000,56.070072
"2010-03-01",77.75,79.419998,77.690002,78.860001,2436600,56.863239
"2010-03-02",79.220001,80.089996,78.970001,79.209999,2727900,57.11562
"2010-03-03",79.730003,80.050003,78.720001,78.849998,1958900,56.856041
"2010-03-04",79.190002,79.830002,78.610001,79.269997,1850000,57.158882
"2010-03-05",79.419998,81.330002,79.419998,81.269997,3194500,58.601006
"2010-03-08",81.190002,81.970001,81.07,81.089996,2440100,58.471222
"2010-03-09",81.010002,82.449997,80.839996,82.220001,2553800,59.28603
"2010-03-10",82.489998,82.959999,82.230003,82.580002,2308000,59.545612
"2010-03-11",82.199997,83.239998,80.32,83.029999,3114300,59.870102
"2010-03-12",83.089996,83.349998,82.580002,83.089996,2008600,59.913357
"2010-03-15",83.139999,84.260002,83.059998,84.120003,2630900,60.656055
"2010-03-16",84.300003,84.989998,84.139999,84.620003,4087500,61.016582
"2010-03-17",84.769997,85.199997,84.5,84.860001,2587500,61.189636
"2010-03-18",84.739998,86.129997,84.339996,85.940002,2923100,61.968407
"2010-03-19",86.900002,87.18,86.099998,86.900002,4031700,62.66061
"2010-03-22",85.389999,86.349998,85.120003,85.709999,3012700,61.802547
"2010-03-23",85.5,85.75,84.419998,84.779999,3327800,61.131943
"2010-03-24",84.68,84.709999,83.459999,83.879997,2092500,60.483013
"2010-03-25",83.93,84.580002,83.489998,83.529999,1531900,60.230625
"2010-03-26",83.940002,84.580002,83.529999,84.239998,1674200,60.742584
"2010-03-29",84.540001,85.230003,84.529999,84.82,1343400,61.160782
"2010-03-30",84.699997,85.029999,83.610001,84.089996,1546900,60.634418
"2010-03-31",83.879997,83.879997,82.889999,83.220001,2260600,60.007095
"2010-04-01",83.610001,84.25,83.199997,83.879997,1856400,60.483013
"2010-04-05",84,84.489998,83.57,83.839996,1151700,60.454144
"2010-04-06",83.620003,83.620003,82.279999,82.519997,2228900,59.502331
"2010-04-07",82.220001,82.809998,81.970001,82.190002,1615300,59.264389
"2010-04-08",82.230003,82.589996,81.989998,82.190002,1323100,59.264389
"2010-04-09",82.440002,82.82,81.879997,82.790001,1077100,59.697041
"2010-04-12",82.720001,83.199997,82.529999,82.919998,1137800,59.790771
"2010-04-13",82.839996,82.919998,82.139999,82.599998,1273300,59.560032
"2010-04-14",82.629997,82.690002,81.489998,82.610001,1855800,59.567249
"2010-04-15",82.68,83.580002,82.610001,83.220001,1451200,60.007095
"2010-04-16",83.309998,83.540001,82.029999,82.989998,2595500,59.841236
"2010-04-19",82.949997,84.279999,82.870003,84.199997,2264400,60.713737
"2010-04-20",84.519997,85.419998,84.260002,84.970001,2275800,61.26897
"2010-04-21",84.839996,86.849998,84.290001,86.25,2372300,62.191921
"2010-04-22",85.889999,86.779999,85.410004,86.669998,2704400,62.494759
"2010-04-23",86.730003,86.919998,85.940002,86.919998,1332900,62.67503
"2010-04-26",87.029999,87.059998,85.919998,86.089996,1550200,62.076557
"2010-04-27",85.989998,86.269997,84.190002,84.5,2892600,60.930054
"2010-04-28",84.879997,85.230003,83.889999,84.959999,1758900,61.261742
"2010-04-29",85.440002,86.650002,85.440002,86.370003,1534300,62.278435
"2010-04-30",86.239998,86.870003,84.889999,84.889999,1555400,61.211273
"2010-05-03",85.290001,86.980003,85.029999,86.75,1485200,62.55246
"2010-05-04",86.279999,86.309998,85,85.400002,2416100,61.579014
"2010-05-05",84.440002,85.940002,84.440002,84.839996,2062500,61.175205
"2010-05-06",84.5,85.730003,78.739998,82.849998,3665700,59.740299
"2010-05-07",82.330002,83.260002,80.550003,81.269997,4108400,58.601006
"2010-05-10",83.980003,84.889999,82.639999,83.620003,2659400,60.295513
"2010-05-11",83.010002,83.949997,82.639999,83.099998,2421000,59.920559
"2010-05-12",83.489998,84.019997,82.959999,83.410004,2433900,60.144108
"2010-05-13",83.449997,83.919998,82.059998,82.349998,2181700,59.379765
"2010-05-14",81.779999,82.160004,80.099998,80.790001,2417100,58.254894
"2010-05-17",80.970001,81.699997,80.18,81.309998,2599600,58.629845
"2010-05-18",81.610001,82.709999,80.629997,81,3007200,58.406326
"2010-05-19",80.769997,81.010002,78.980003,80.5,2572500,58.045803
"2010-05-20",79.32,79.599998,77.550003,77.550003,3519400,55.918648
"2010-05-21",76.269997,81.190002,76.059998,81.160004,5904300,58.521706
"2010-05-24",80.760002,81.110001,79.669998,79.800003,2511900,57.541061
"2010-05-25",78.559998,80.760002,78.190002,80.400002,4258200,57.973694
"2010-05-26",80.940002,81.370003,79.709999,79.730003,3549200,57.49057
"2010-05-27",80.599998,80.599998,79.620003,80.559998,2488700,58.551708
"2010-05-28",80.419998,80.75,79.720001,79.919998,1907900,58.086563
"2010-06-01",79.849998,80.900002,78.970001,79.169998,1806500,57.541447
"2010-06-02",79.300003,79.839996,78.459999,79.800003,2551100,57.999352
"2010-06-03",79.809998,80.32,79.339996,79.709999,1797900,57.933914
"2010-06-04",78.760002,78.760002,77.169998,77.389999,2274200,56.24773
"2010-06-07",77.989998,77.989998,76.220001,76.32,2469900,55.470047
"2010-06-08",76.300003,77.279999,75.739998,77,2301600,55.964268
"2010-06-09",77.040001,78.540001,77,77.339996,2256100,56.211388
"2010-06-10",77.970001,78.830002,77.519997,78.470001,2099500,57.032681
"2010-06-11",77.809998,78.860001,77.419998,78.75,1455800,57.236191
"2010-06-14",79.25,80.669998,79.25,79.669998,2311200,57.904846
"2010-06-15",80.190002,80.889999,79.949997,80.839996,2167000,58.755207
"2010-06-16",80.459999,81.599998,80.419998,81.199997,1208800,59.016857
"2010-06-17",80.959999,81.449997,79.989998,80.949997,1826400,58.835182
"2010-06-18",81.089996,81.089996,80.010002,80.690002,2606000,58.64621
"2010-06-21",81.449997,81.699997,79.610001,80.07,2147700,58.195583
"2010-06-22",79.959999,81.139999,79.769997,79.860001,1894200,58.042957
"2010-06-23",80.07,80.57,79.239998,79.690002,2231200,57.919403
"2010-06-24",79.440002,80.019997,78,78.120003,1728200,56.778301
"2010-06-25",78.120003,78.5,77.580002,78.050003,3091600,56.727417
"2010-06-28",78.349998,78.639999,77.580002,77.580002,1602600,56.385826
"2010-06-29",77.080002,77.339996,74.620003,75.150002,3106900,54.619671
"2010-06-30",75,75.519997,74.360001,74.5,2659600,54.147259
"2010-07-01",74.5,74.959999,73.779999,74.459999,2332400,54.118191
"2010-07-02",74.739998,75.019997,73.889999,74.440002,1499900,54.103626
"2010-07-06",75.029999,75.32,73.650002,74.330002,1810400,54.023701
"2010-07-07",74.279999,75.480003,73.800003,75.410004,2167600,54.808659
"2010-07-08",75.580002,76.209999,75.220001,76.150002,2065400,55.346489
"2010-07-09",75.93,76.010002,74.610001,75.239998,1996800,54.685089
"2010-07-12",74.940002,75.199997,74.239998,74.739998,1551300,54.321674
"2010-07-13",75.099998,75.980003,75.099998,75.529999,1958800,54.895863
"2010-07-14",75.220001,76.230003,75.040001,75.5,2442300,54.874065
"2010-07-15",75.580002,76.150002,75.010002,75.949997,2153300,55.201115
"2010-07-16",75.610001,76.089996,73.830002,73.93,1960300,53.732964
"2010-07-19",74.339996,74.739998,73.730003,74.050003,1370100,53.820202
"2010-07-20",73.150002,73.980003,72.349998,73.900002,2911300,53.711182
"2010-07-21",74.279999,74.589996,73.139999,73.660004,3112900,53.536736
"2010-07-22",74.410004,74.809998,73.779999,74.25,3105000,53.965557
"2010-07-23",74.379997,74.830002,73.900002,73.949997,2886600,53.747517
"2010-07-26",73.849998,75.269997,73.849998,74.879997,3181300,54.42345
"2010-07-27",75.300003,76.339996,74.779999,74.870003,3358000,54.416168
"2010-07-28",75.07,75.669998,74.25,75.239998,1762700,54.685089
"2010-07-29",75.709999,75.709999,74.129997,74.949997,1919000,54.474308
"2010-07-30",74.260002,75.440002,74.260002,75.150002,2686900,54.619671
"2010-08-02",75.839996,76,74.980003,75.900002,1776000,55.164787
"2010-08-03",75.809998,75.809998,75.269997,75.43,1829100,54.823185
"2010-08-04",75.589996,75.589996,74.910004,75.019997,2626700,54.5252
"2010-08-05",74.5,75.68,74.25,75.029999,2706200,54.532448
"2010-08-06",74.400002,75.07,74.199997,75.07,1323600,54.561543
"2010-08-09",75.18,75.739998,75.139999,75.599998,979400,54.946743
"2010-08-10",75.239998,75.25,73.620003,75.050003,2133800,54.546986
"2010-08-11",74.099998,74.199997,72.75,73.120003,2661100,53.144272
"2010-08-12",72.370003,72.93,72,72.480003,2164700,52.679104
"2010-08-13",72.239998,73.519997,72.220001,72.720001,2095300,52.853527
"2010-08-16",72.419998,72.419998,71.510002,71.940002,3378200,52.286629
"2010-08-17",72.400002,73.370003,71.959999,72.419998,3620000,52.63549
"2010-08-18",72.5,73.910004,72.290001,73.660004,2956300,53.536736
"2010-08-19",73.330002,73.720001,72.660004,73.080002,3112800,53.115181
"2010-08-20",72.480003,73.349998,72.480003,73.199997,2467900,53.202385
"2010-08-23",73.68,73.720001,72.410004,72.480003,2499400,52.679104
"2010-08-24",71.940002,72.089996,71.129997,71.25,2416100,51.78513
"2010-08-25",70.790001,72.080002,70,71.669998,2501000,52.090378
"2010-08-26",71.739998,72.32,71.330002,71.540001,1332900,51.995911
"2010-08-27",71.93,72.300003,71.18,72.269997,1738900,52.52647
"2010-08-30",70.650002,71.139999,70.139999,70.220001,1867000,51.485321
"2010-08-31",69.93,70.199997,69.360001,69.519997,2714200,50.972088
"2010-09-01",70.089996,70.639999,69.779999,69.93,3227300,51.272682
"2010-09-02",69.779999,70.32,69.650002,70.32,2828500,51.558655
"2010-09-03",70.779999,70.93,70.379997,70.720001,2039200,51.851917
"2010-09-07",70.660004,70.699997,69.489998,69.589996,2059700,51.023407
"2010-09-08",68.849998,69.610001,68.620003,68.860001,3570900,50.488174
"2010-09-09",69.699997,69.93,69.150002,69.370003,1887900,50.862099
"2010-09-10",69.389999,70.559998,69.190002,70.379997,2240300,51.60265
"2010-09-13",71.07,71.18,69.07,69.449997,2685600,50.920757
"2010-09-14",69.449997,69.580002,68.410004,68.480003,2993500,50.209557
"2010-09-15",68.410004,68.769997,68.190002,68.480003,2186700,50.209557
"2010-09-16",68.379997,68.839996,68.260002,68.510002,1673700,50.231556
"2010-09-17",68.809998,70.129997,68.769997,69.75,3766700,51.140724
"2010-09-20",70,70.919998,69.519997,70.709999,2863400,51.844585
"2010-09-21",70.580002,72.059998,70.510002,71.650002,3115300,52.533806
"2010-09-22",71.349998,72.300003,71.209999,71.800003,2687000,52.643799
"2010-09-23",71.389999,72.160004,71.199997,71.669998,2329400,52.548458
"2010-09-24",71.709999,73.190002,71.309998,73.129997,2708000,53.618935
"2010-09-27",73.239998,73.449997,72.360001,72.379997,2355800,53.069035
"2010-09-28",72.510002,72.599998,71.82,72.470001,1722900,53.135029
"2010-09-29",72.160004,72.400002,71.330002,71.889999,3270300,52.709751
"2010-09-30",72.330002,72.489998,71.099998,71.279999,3425200,52.262501
"2010-10-01",71.529999,71.550003,69,69.610001,7529800,51.038074
"2010-10-04",69.629997,70.540001,69.25,69.349998,3407800,50.847439
"2010-10-05",69.959999,70.870003,69.349998,70.599998,2748800,51.763939
"2010-10-06",70.379997,71.5,70.379997,70.900002,3682500,51.983894
"2010-10-07",70.989998,71.160004,70.25,70.629997,1797300,51.785938
"2010-10-08",70.860001,70.870003,69.970001,70.099998,2951700,51.397331
"2010-10-11",70.18,70.610001,69.550003,70.480003,2211300,51.675953
"2010-10-12",70.68,70.769997,69.57,70.550003,2087500,51.727283
"2010-10-13",70.959999,71.260002,70.730003,71.120003,2303600,52.145214
"2010-10-14",71.150002,71.43,70.07,70.199997,2459800,51.470673
"2010-10-15",70.699997,70.889999,69.650002,70.019997,2776800,51.338692
"2010-10-18",69.900002,70.190002,69.5,70.040001,2649200,51.353348
"2010-10-19",68.489998,69.699997,67.870003,69.470001,6314400,50.935425
"2010-10-20",69.440002,69.970001,69.330002,69.830002,2924900,51.199375
"2010-10-21",69.830002,71.889999,69.830002,71.839996,3994100,52.673111
"2010-10-22",71.769997,71.839996,71.150002,71.779999,2166400,52.629116
"2010-10-25",72.279999,72.690002,71.279999,71.410004,2488700,52.357845
"2010-10-26",71.059998,72.129997,71.059998,71.800003,2236800,52.643799
"2010-10-27",71.300003,71.550003,70.459999,70.889999,2856600,51.976566
"2010-10-28",71.349998,71.669998,70.32,71.019997,1847500,52.071888
"2010-10-29",70.809998,71.519997,70.75,71.290001,1560700,52.269852
"2010-11-01",71.709999,72.199997,70.949997,71.470001,1575200,52.401817
"2010-11-02",72,72.449997,70.900002,71.639999,2471000,52.526459
"2010-11-03",71.769997,71.940002,70.389999,70.93,3339700,52.005898
"2010-11-04",71.489998,72.120003,70.599998,71.959999,2782600,52.761097
"2010-11-05",71.889999,73.699997,71.860001,73.269997,3674100,53.721573
"2010-11-08",73.360001,73.589996,72.989998,73.290001,2121700,53.736252
"2010-11-09",73.339996,73.400002,72.230003,72.550003,2094900,53.19368
"2010-11-10",72.459999,72.459999,71.68,71.919998,2471500,52.731773
"2010-11-11",71.230003,71.25,69.910004,70.110001,4855500,51.404667
"2010-11-12",69.900002,70.300003,69.470001,69.489998,2846000,50.950081
"2010-11-15",69.730003,70.110001,69.370003,69.370003,2479500,50.862099
"2010-11-16",69.160004,69.489998,68.110001,68.68,2720400,50.356194
"2010-11-17",68.82,69.07,67.709999,68.550003,3621600,50.260868
"2010-11-18",68.910004,69.309998,68.089996,69.150002,7819600,50.700798
"2010-11-19",69.150002,69.739998,69.099998,69.43,7133700,50.906094
"2010-11-22",69.330002,69.410004,68.139999,68.639999,7876000,50.326874
"2010-11-23",68.239998,68.910004,68.139999,68.32,2363000,50.092243
"2010-11-24",68.650002,69.220001,68.5,69.160004,2770500,50.708126
"2010-11-26",68.589996,69.110001,68.419998,68.800003,1441500,50.444183
"2010-11-29",68,68.400002,67.709999,68.199997,2555700,50.555367
"2010-11-30",67.699997,68.470001,67.68,68.040001,2383200,50.436779
"2010-12-01",68.650002,69.540001,68.650002,69.400002,2426500,51.44492
"2010-12-02",69.660004,70.099998,69.419998,69.800003,3108600,51.741417
"2010-12-03",69.470001,69.959999,68.510002,69.18,2765500,51.281815
"2010-12-06",69.25,69.269997,68.510002,68.779999,1917200,50.985313
"2010-12-07",69.339996,69.769997,68.940002,69.449997,2523900,51.481979
"2010-12-08",69.370003,69.830002,68.730003,68.730003,2555700,50.948261
"2010-12-09",68.949997,69.059998,68.019997,68.309998,3693500,50.636902
"2010-12-10",68.389999,68.919998,68.309998,68.839996,3243600,51.029797
"2010-12-13",68.860001,69.029999,68.379997,68.620003,2834900,50.866718
"2010-12-14",68.830002,70.32,68.739998,70.019997,2808700,51.904507
"2010-12-15",69.690002,70.080002,69.529999,69.720001,1869900,51.682106
"2010-12-16",69.900002,70.419998,69.300003,70.370003,1782200,52.16396
"2010-12-17",70.279999,70.279999,69.57,70.07,2826900,51.941574
"2010-12-20",69.790001,70.160004,69.440002,69.650002,2407900,51.630241
"2010-12-21",70.040001,70.190002,69.5,69.800003,2749300,51.741417
"2010-12-22",69.690002,69.779999,69.309998,69.349998,3104900,51.407845
"2010-12-23",69.43,69.580002,69,69.25,2121000,51.333706
"2010-12-27",69,69.410004,68.809998,69.309998,1310400,51.378201
"2010-12-28",69.370003,69.639999,68.949997,69.580002,1445100,51.57835
"2010-12-29",69.730003,69.870003,69.099998,69.129997,1764600,51.244766
"2010-12-30",69.309998,69.529999,68.650002,68.690002,2316000,50.918598
"2010-12-31",68.830002,69.959999,68.650002,69.910004,2489600,51.822956
"2011-01-03",70.199997,70.379997,69.620003,69.870003,2004700,51.793312
"2011-01-04",69.82,70.620003,69.699997,70.309998,2702200,52.119465
"2011-01-05",70.129997,71.959999,70.010002,71.919998,4465400,53.312946
"2011-01-06",72.459999,73.959999,72.190002,73.18,6454300,54.246952
"2011-01-07",73.190002,73.889999,72.75,73.629997,4151400,54.580521
"2011-01-10",73.75,74.18,73.160004,73.589996,4649300,54.550877
"2011-01-11",74,74,73.379997,73.650002,4606400,54.595364
"2011-01-12",74.139999,74.349998,73.790001,74.239998,2910300,55.032711
"2011-01-13",74.209999,74.879997,73.75,73.839996,2894900,54.736191
"2011-01-14",73.660004,74.610001,73.519997,74.5,2509000,55.225433
"2011-01-18",75.029999,76.889999,75,76.540001,3789000,56.737648
"2011-01-19",76.230003,78.669998,76.230003,77.660004,5078800,57.567879
"2011-01-20",77.580002,79.330002,77.379997,79.32,4772000,58.798424
"2011-01-21",79.75,80.160004,79.129997,79.220001,4231500,58.724293
"2011-01-24",78.879997,79.18,77.660004,78.029999,6903800,57.842155
"2011-01-25",77.860001,79.129997,77.639999,79.07,3051300,58.613106
"2011-01-26",78.940002,79,77.519997,78.389999,2835900,58.109028
"2011-01-27",79.959999,81,78.57,79.099998,3045800,58.635323
"2011-01-28",79.339996,80.5,77.790001,78.199997,4376600,57.968185
"2011-01-31",78.879997,79.629997,78.589996,79.599998,2266000,59.005974
"2011-02-01",79.68,81,79.629997,80.589996,2682200,59.739853
"2011-02-02",80.309998,81.660004,80.110001,81.07,1930700,60.095646
"2011-02-03",81.010002,81.440002,80.379997,80.720001,3770000,59.836193
"2011-02-04",80.900002,80.93,80.209999,80.709999,3479200,59.828793
"2011-02-07",80.699997,81.739998,80.559998,81.519997,3884400,60.429237
"2011-02-08",81.489998,81.849998,81.129997,81.400002,1856700,60.340282
"2011-02-09",81.309998,82.43,81.07,82.269997,1755300,60.985191
"2011-02-10",81.849998,82.139999,81.349998,81.889999,1905600,60.703522
"2011-02-11",81.57,81.919998,81.139999,81.690002,2612400,60.555244
"2011-02-14",81.769997,81.989998,80.099998,80.919998,1786400,59.984467
"2011-02-15",80.730003,81.730003,80.220001,81.480003,1902900,60.39959
"2011-02-16",81.389999,81.459999,80.540001,81.279999,3279600,60.251331
"2011-02-17",81.099998,82.089996,80.970001,81.900002,1953400,60.710934
"2011-02-18",81.949997,82.089996,81.419998,81.809998,1522800,60.644196
"2011-02-22",81.32,81.419998,79.980003,80.18,1808400,59.435928
"2011-02-23",80.300003,80.779999,79.620003,80.139999,1991100,59.406265
"2011-02-24",80.139999,80.720001,79.879997,80.220001,1500500,59.465572
"2011-02-25",79.690002,80.279999,79.029999,80.110001,1982300,59.944469
"2011-02-28",80.510002,80.580002,79.010002,79.160004,2426600,59.233604
"2011-03-01",79.470001,80.050003,78.800003,79.120003,1960500,59.203678
"2011-03-02",79.309998,79.879997,78.870003,79.459999,1629600,59.458069
"2011-03-03",79.839996,80.889999,79.839996,80.779999,1692200,60.445808
"2011-03-04",80.699997,80.800003,78.900002,79.849998,2088900,59.749908
"2011-03-07",79.940002,80.5,78.949997,79.300003,1863600,59.338356
"2011-03-08",79.32,80.519997,79.32,80.269997,1878700,60.06419
"2011-03-09",80.199997,80.790001,79.959999,80.480003,2155800,60.221325
"2011-03-10",79.739998,80.190002,78.82,79.040001,1931200,59.143829
"2011-03-11",79.080002,80.779999,78.830002,80.470001,2444500,60.213844
"2011-03-14",79.739998,80.720001,79.589996,80.470001,5269100,60.213844
"2011-03-15",79.419998,80.199997,78.419998,79.68,2415700,59.6227
"2011-03-16",79.279999,80.099998,78.199997,78.410004,2594100,58.672409
"2011-03-17",79.790001,80.980003,79.449997,80.410004,2919800,60.168961
"2011-03-18",81.419998,81.489998,80.099998,80.529999,3355800,60.258739
"2011-03-21",81.32,81.690002,81.139999,81.230003,2278100,60.782551
"2011-03-22",81.379997,81.669998,81.010002,81.300003,1253500,60.834938
"2011-03-23",80.980003,81.339996,80.599998,81.18,1757900,60.745113
"2011-03-24",81.639999,81.75,80.610001,80.800003,1982700,60.46077
"2011-03-25",81.099998,81.18,80.339996,80.370003,1923400,60.139023
"2011-03-28",80.769997,81,80.110001,80.260002,1329800,60.056717
"2011-03-29",80.239998,80.57,79.57,80.349998,1586700,60.12405
"2011-03-30",80.5,80.669998,79.720001,79.760002,2277300,59.682564
"2011-03-31",79.839996,80.68,79.779999,80.400002,2897200,60.16148
"2011-04-01",80.5,81.339996,80.360001,80.980003,1544600,60.595455
"2011-04-04",80.75,81.239998,80.5,80.989998,1803900,60.60297
"2011-04-05",80.550003,81.629997,80.410004,81.110001,2005200,60.692741
"2011-04-06",81.110001,81.75,80.849998,81.489998,1779800,60.977077
"2011-04-07",81.290001,81.800003,80.910004,81.790001,1674700,61.201584
"2011-04-08",81.800003,81.919998,80.199997,80.5,1939100,60.236309
"2011-04-11",80.339996,81.220001,80.040001,80.510002,1823300,60.243767
"2011-04-12",80.519997,80.519997,80.019997,80.370003,1861900,60.139023
"2011-04-13",80.440002,80.870003,77.830002,78.309998,4249600,58.597576
"2011-04-14",77.870003,78.540001,75.809998,77.730003,3854000,58.163563
"2011-04-15",78.010002,78.370003,77.480003,78.190002,2517600,58.507793
"2011-04-18",77.459999,77.529999,76.540001,76.900002,2916700,57.542503
"2011-04-19",77.230003,77.5,76.82,77.010002,1992600,57.624798
"2011-04-20",77.669998,78.730003,77.589996,77.879997,1976000,58.275799
"2011-04-21",77.860001,78.059998,77.610001,77.779999,1905100,58.20097
"2011-04-25",77.480003,77.860001,77.080002,77.440002,2458600,57.946575
"2011-04-26",77.970001,79.610001,77.839996,79.040001,3e+06,59.143829
"2011-04-27",79.07,79.809998,78.709999,79.160004,1727900,59.233604
"2011-04-28",79.190002,79.32,78.489998,79.059998,2402300,59.158798
"2011-04-29",79.059998,79.449997,78.879997,79.25,2078500,59.300945
"2011-05-02",79.349998,79.900002,78.540001,78.739998,3125000,58.919304
"2011-05-03",78.519997,80.169998,78.5,79.889999,2288100,59.779861
"2011-05-04",79.919998,80.349998,78.779999,78.910004,4356900,59.04652
"2011-05-05",78.809998,80.400002,78.510002,79.809998,2296200,59.71999
"2011-05-06",80.470001,80.800003,79.580002,79.949997,2047200,59.824741
"2011-05-09",80.019997,80.510002,79.629997,79.93,1705300,59.809788
"2011-05-10",80.239998,80.459999,79.419998,79.449997,2189700,59.450611
"2011-05-11",79.5,80.199997,79.239998,79.379997,2275400,59.398243
"2011-05-12",79.330002,80.360001,79.25,80.07,1550900,59.914524
"2011-05-13",80.040001,80.389999,79.419998,79.589996,1669000,59.555374
"2011-05-16",79.389999,80.519997,79.269997,80.339996,2439800,60.116566
"2011-05-17",79.839996,80.379997,78.839996,79.559998,2005500,59.532913
