"","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"2009-10-09",17.887501,18.3225,17.834999,18.235001,20736800,14.959419
"2009-10-12",18.5825,18.735001,18.3375,18.424999,19282400,15.11529
"2009-10-13",18.434999,18.745001,18.307501,18.6675,23606000,15.314231
"2009-10-14",18.7075,18.8125,18.4475,18.700001,27132800,15.34089
"2009-10-15",18.547501,18.959999,18.504999,18.77,22272400,15.398315
"2009-10-16",18.682501,18.77,18.5,18.5725,14942000,15.236289
"2009-10-19",18.567499,18.75,18.297501,18.737499,14582800,15.371648
"2009-10-20",18.862499,18.975,18.615,18.762501,16502800,15.392162
"2009-10-21",18.705,19.247499,18.705,18.797501,16275600,15.420878
"2009-10-22",18.9,18.969999,18.565001,18.922501,21757600,15.523418
"2009-10-23",18.9825,19.022499,18.407499,18.530001,25499200,15.201427
"2009-10-26",18.7425,18.9575,18.115,18.195,34836400,14.926604
"2009-10-27",18.4025,18.612499,18.127501,18.475,40189600,15.156306
"2009-10-28",18.735001,19.504999,18.690001,19.1425,77930400,15.7039
"2009-10-29",19.252501,19.549999,18.9575,19.32,41498400,15.849517
"2009-10-30",19.24,19.375,18.790001,18.940001,27308800,15.537778
"2009-11-02",19.022499,19.5425,18.9575,19.3225,25322800,15.851569
"2009-11-03",19.192499,19.4175,18.950001,19.4125,26090800,15.925402
"2009-11-04",19.575001,19.875,19.530001,19.577499,24364000,16.060759
"2009-11-05",19.629999,19.9375,19.567499,19.897499,16350400,16.323271
"2009-11-06",19.75,19.975,19.6625,19.9175,15763600,16.339682
"2009-11-09",19.965,20.41,19.924999,20.290001,26318800,16.645277
"2009-11-10",20.225,20.372499,20.139999,20.275,19660000,16.632971
"2009-11-11",20.405001,20.4925,20.094999,20.205,14662800,16.575542
"2009-11-12",20.17,20.272499,19.8325,19.98,12969200,16.492998
"2009-11-13",19.9825,20.047501,19.6875,20,13697600,16.509504
"2009-11-16",20.025,20.0975,19.805,19.887501,23030400,16.416639
"2009-11-17",19.889999,20.17,19.8225,20.137501,15734000,16.623009
"2009-11-18",20.047501,20.217501,19.915001,20.0975,11470800,16.589989
"2009-11-19",19.9925,20.387501,19.557501,20.045,36533600,16.546652
"2009-11-20",19.93,20.110001,19.907499,20,12538400,16.509504
"2009-11-23",20.195,20.200001,19.977501,20.110001,17463600,16.600306
"2009-11-24",20.0875,20.16,19.9,20.155001,12153200,16.637453
"2009-11-25",20.200001,20.475,20.092501,20.4475,11494800,16.878904
"2009-11-27",20.02,20.209999,19.9,20.0825,9295200,16.577608
"2009-11-30",20.0825,20.344999,20.049999,20.25,15704800,16.715872
"2009-12-01",20.360001,20.85,20.25,20.7425,24410000,17.122419
"2009-12-02",20.762501,20.85,20.52,20.555,12852800,16.967646
"2009-12-03",20.5875,20.657499,19.9825,20.0075,19122800,16.515696
"2009-12-04",20.272499,20.397499,19.6775,20.067499,21865600,16.565229
"2009-12-07",20.065001,20.16,19.959999,19.9825,9660800,16.495058
"2009-12-08",19.905001,20.102501,19.887501,19.997499,10418800,16.507441
"2009-12-09",19.905001,20.4825,19.875,20.4375,16743600,16.870653
"2009-12-10",20.469999,20.690001,20.344999,20.58,14546800,16.988281
"2009-12-11",20.5725,20.6,20.285,20.334999,11518800,16.786037
"2009-12-14",21.24,21.477501,20.872499,21.192499,70498800,17.493881
"2009-12-15",21.057501,21.549999,20.975,21.535,38040000,17.776608
"2009-12-16",21.559999,21.870001,21.465,21.7575,33778800,17.960278
"2009-12-17",21.622499,21.85,21.375,21.7575,38240000,17.960278
"2009-12-18",21.85,22.422501,21.8475,22.2425,337533600,18.360638
"2009-12-21",22.24,22.2675,21.657499,21.877501,44560800,18.059334
"2009-12-22",21.915001,21.9925,21.465,21.575001,28816800,17.809628
"2009-12-23",21.615,21.75,21.4125,21.5375,23111600,17.778669
"2009-12-24",21.647499,21.700001,21.450001,21.5725,6912400,17.807564
"2009-12-28",21.6075,21.75,21.522499,21.690001,13439600,17.90456
"2009-12-29",21.6625,22.07,21.6625,22.004999,18743200,18.164579
"2009-12-30",21.8675,22.07,21.8675,22.035,12350800,18.189344
"2009-12-31",21.995001,22.045,21.7925,21.865,12643600,18.049017
"2010-01-04",22,22.192499,21.865,22.035,20180000,18.189344
"2010-01-05",21.825001,21.8825,21.5,21.782499,25833600,17.980913
"2010-01-06",21.752501,21.77,21.475,21.49,16254000,17.739462
"2010-01-07",21.4925,21.75,21.387501,21.690001,27841200,17.90456
"2010-01-08",21.705,21.8475,21.557501,21.75,11907200,17.95409
"2010-01-11",21.877501,21.985001,21.5425,21.6875,12912000,17.902491
"2010-01-12",21.645,21.762501,21.4625,21.584999,12842000,17.817884
"2010-01-13",21.615,21.799999,21.487499,21.785,13428800,17.982977
"2010-01-14",21.7425,21.8825,21.625,21.860001,18379600,18.044891
"2010-01-15",21.870001,21.885,21.48,21.535,21295200,17.776608
"2010-01-19",21.5425,22.102501,21.424999,21.9625,15239600,18.129505
"2010-01-20",21.92,21.934999,21.577499,21.855,12771200,18.040762
"2010-01-21",21.862499,21.975,21.030001,21.112499,28140800,17.427839
"2010-01-22",21.0075,21.0975,20.41,20.682501,29776400,17.072889
"2010-01-25",20.85,20.952499,20.352501,20.5075,16147200,16.928436
"2010-01-26",20.3375,20.635,20.247499,20.2875,12437600,16.746826
"2010-01-27",20.219999,21.032499,20.1525,20.977501,19335200,17.316406
"2010-01-28",21.09,21.120001,20.352501,20.6625,13070800,17.056379
"2010-01-29",20.65,21.245001,20.467501,20.5075,20281600,16.928436
"2010-02-01",20.5725,21.1875,20.549999,20.915001,16098000,17.264814
"2010-02-02",21.065001,21.1175,20.875,21.002501,14441600,17.337044
"2010-02-03",21.059999,21.122499,20.525,20.879999,32197600,17.235924
"2010-02-04",21.3125,21.545,20.700001,20.762501,66486800,17.138933
"2010-02-05",20.83,20.965,20.135,20.639999,38687200,17.037806
"2010-02-08",20.725,21.094999,20.639999,20.762501,23966800,17.138933
"2010-02-09",20.922501,21.032499,20.674999,20.817499,17968000,17.184326
"2010-02-10",20.872499,20.977501,20.7225,20.91,14572800,17.364954
"2010-02-11",20.9475,21.3025,20.8125,21.285,18044800,17.67638
"2010-02-12",21.125,21.235001,20.9125,21.195,22114800,17.601641
"2010-02-16",21.307501,21.485001,21.299999,21.469999,16065600,17.830011
"2010-02-17",21.502501,21.635,21.440001,21.605,14976800,17.942129
"2010-02-18",21.5,21.862499,21.5,21.74,15289200,18.054237
"2010-02-19",21.5,21.745001,21.372499,21.702499,13672000,18.0231
"2010-02-22",21.762501,21.940001,21.702499,21.727501,11572800,18.043861
"2010-02-23",21.754999,21.897499,21.514999,21.530001,19129200,17.879841
"2010-02-24",21.555,21.6525,21.1875,21.407499,16210000,17.778118
"2010-02-25",21.1875,21.360001,20.934999,21.307501,14140800,17.69507
"2010-02-26",21.395,21.43,21.254999,21.32,12476400,17.705448
"2010-03-01",21.375,21.735001,21.32,21.705,13495200,18.025177
"2010-03-02",21.705,21.745001,21.5625,21.612499,12901200,17.94836
"2010-03-03",21.65,21.8025,21.559999,21.700001,13658000,18.021029
"2010-03-04",21.75,21.862499,21.532499,21.76,14576800,18.07085
"2010-03-05",21.85,22.139999,21.775,22.127501,19503600,18.376043
"2010-03-08",22.112499,22.7325,22.022499,22.657499,31258400,18.816185
"2010-03-09",22.5625,22.9175,22.465,22.5375,36690800,18.716536
"2010-03-10",22.434999,22.952499,22.387501,22.879999,28438800,19.000967
"2010-03-11",22.7425,23.32,22.700001,23.184999,55125200,19.254255
"2010-03-12",23.2925,23.407499,23.1625,23.3125,28641200,19.360146
"2010-03-15",23.217501,23.2875,22.780001,23.102501,20734000,19.185745
"2010-03-16",23.17,23.227501,22.8375,22.9125,19068000,19.027956
"2010-03-17",23.030001,23.102501,22.809999,22.877501,14785200,18.998896
"2010-03-18",22.875,22.955,22.52,22.532499,18766000,18.712381
"2010-03-19",22.209999,22.6875,22.172501,22.209999,24224000,18.444559
"2010-03-22",22.0975,22.4375,22.045,22.309999,16674400,18.527605
"2010-03-23",22.375,22.575001,22.3125,22.495001,13516400,18.681232
"2010-03-24",22.4,22.485001,22.147499,22.1875,15611600,18.425875
"2010-03-25",22.42,22.945,22.372499,22.602501,20353600,18.770515
"2010-03-26",22.682501,22.8125,22.4125,22.5625,13536000,18.737293
"2010-03-29",22.6425,22.790001,22.535,22.559999,11134400,18.73522
"2010-03-30",22.6175,22.959999,22.584999,22.75,16330800,18.893003
"2010-03-31",22.674999,23.049999,22.629999,22.7575,12504400,18.899231
"2010-04-01",22.92,23.145,22.827499,23.137501,17464400,19.214813
"2010-04-05",23.262501,23.299999,23.025,23.1175,15363200,19.198204
"2010-04-06",23.0075,23.3325,22.952499,23.1,13813600,19.183668
"2010-04-07",23.125,23.125,22.657499,22.6775,14750400,18.832796
"2010-04-08",22.665001,23.02,22.625,22.872499,10770000,18.994736
"2010-04-09",22.985001,23.1525,22.9125,23.129999,9567200,19.20858
"2010-04-12",23.262501,23.372499,23.125,23.297501,9323200,19.347685
"2010-04-13",23.352501,23.4475,23.040001,23.1975,11436000,19.264645
"2010-04-14",23.290001,23.610001,23.215,23.565001,17329200,19.569828
"2010-04-15",23.59,23.815001,23.4825,23.612499,20639200,19.609278
"2010-04-16",23.52,23.727501,23.200001,23.4625,18766400,19.484709
"2010-04-19",23.299999,23.545,23.02,23.280001,12586400,19.333143
"2010-04-20",23.4125,23.522499,23.125,23.512501,9090400,19.52623
"2010-04-21",23.5875,23.594999,23.215,23.282499,11365600,19.335226
"2010-04-22",23.205,23.799999,23.115,23.785,14658400,19.752537
"2010-04-23",24.049999,24.205,23.807501,24.147499,12498800,20.053579
"2010-04-26",24.2575,24.297501,23.885,24,18274800,19.93108
"2010-04-27",23.987499,24.057501,23.2225,23.237499,17868400,19.297859
"2010-04-28",23.43,23.514999,23.075001,23.4025,20395200,19.434883
"2010-04-29",23.442499,23.65,23.025,23.205,29408000,19.270864
"2010-04-30",23.32,23.342501,22.504999,22.557501,25059600,18.733145
"2010-05-03",22.637501,22.817499,22.105,22.317499,31020000,18.533834
"2010-05-04",22.334999,22.737499,22.030001,22.092501,30622800,18.346975
"2010-05-05",21.690001,21.987499,21,21.6075,37174400,17.944204
"2010-05-06",21.4625,21.639999,18.977501,20.73,63938000,17.215477
"2010-05-07",20.764999,21.0425,20.1875,20.5725,45519200,17.084669
"2010-05-10",21.5625,21.799999,21.4825,21.497499,35106800,17.852856
"2010-05-11",21.282499,21.3125,20.785,21.040001,47244000,17.472923
"2010-05-12",21.26,21.887501,21.1875,21.42,37131600,17.894802
"2010-05-13",21.469999,21.995001,21.129999,21.432501,31835600,17.905251
"2010-05-14",19.6675,19.9725,18.98,19.315001,169829200,16.136238
"2010-05-17",19.692499,19.809999,18.4175,18.6775,90552000,15.603658
"2010-05-18",18.77,19.002501,17.0725,17.522499,189331200,14.638738
"2010-05-19",17.6775,18.549999,17.6775,18.2425,131631200,15.240243
"2010-05-20",18,18.855,17.7775,18.205,101612800,15.208919
"2010-05-21",18.002501,19,18.002501,18.549999,79601200,15.497137
"2010-05-24",18.860001,19.049999,18.4375,18.637501,41148000,15.570236
"2010-05-25",18.264999,18.4625,17.942499,18.2425,45448000,15.240243
"2010-05-26",18.535,18.797501,18.34,18.35,44406000,15.330054
"2010-05-27",18.75,18.797501,18.227501,18.422501,39094800,15.390625
"2010-05-28",18.342501,18.375,18,18.115,26581200,15.133725
"2010-06-01",18.122499,18.4,17.84,17.872499,25082000,14.931139
"2010-06-02",17.865,17.967501,17.504999,17.8125,37608800,14.881009
"2010-06-03",17.9825,18.3025,17.915001,18.209999,39125600,15.213092
"2010-06-04",17.762501,18.35,17.762501,18.032499,42138400,15.064805
"2010-06-07",18,18.445,17.887501,17.9725,30615200,15.014678
"2010-06-08",18.0275,18.372499,17.772499,18.3375,30502800,15.319612
"2010-06-09",18.530001,18.870001,18.295,18.450001,35586800,15.413596
"2010-06-10",18.907499,19.372499,18.75,19.362499,36380000,16.175917
"2010-06-11",19.127501,19.2225,18.8375,19.02,30177200,15.889784
"2010-06-14",19.237499,19.247499,18.424999,18.445,37456800,15.409418
"2010-06-15",18.6175,19.24,18.475,19.2325,31226400,16.067316
"2010-06-16",19.045,19.3125,18.9025,19.2925,28142000,16.117439
"2010-06-17",19.452499,19.782499,19.315001,19.559999,29133200,16.340918
"2010-06-18",19.627501,19.8125,19.065001,19.26,29732800,16.09029
"2010-06-21",19.49,20.9475,18.855,20.225,115862800,16.896471
"2010-06-22",20.25,20.25,19.657499,19.690001,46870800,16.449522
"2010-06-23",19.74,19.74,19.202499,19.440001,27933600,16.240671
"2010-06-24",19.282499,19.49,18.940001,19.120001,26277600,15.973332
"2010-06-25",19.2575,19.352501,18.9125,19.165001,24130400,16.010921
"2010-06-28",19.247499,19.3225,18.7875,18.805,20523600,15.710174
"2010-06-29",18.57,18.6175,17.775,17.862499,39851600,14.922781
"2010-06-30",17.915001,18.025,17.6775,17.6875,24716400,14.776588
"2010-07-01",17.75,18.252501,17.5275,18.215,30360000,15.217272
"2010-07-02",18.309999,18.4475,18.145,18.295,18801200,15.284109
"2010-07-06",18.4575,18.58,17.9475,18.067499,23726000,15.094042
"2010-07-07",18.17,18.73,18.0375,18.705,20873600,15.62663
"2010-07-08",18.875,18.950001,18.51,18.77,16231600,15.680932
"2010-07-09",19.059999,19.4,18.905001,19.344999,22479600,16.161303
"2010-07-12",18.997499,19.342501,18.969999,19.127501,15832800,15.979595
"2010-07-13",19.450001,19.450001,18.8675,19.147499,19931600,15.996294
"2010-07-14",19.1425,19.25,18.9125,19.07,12814800,15.931555
"2010-07-15",19.0975,19.16,18.565001,18.82,16489200,15.722706
"2010-07-16",18.4,18.4375,17.817499,17.862499,39060000,14.922781
"2010-07-19",18.0525,18.0625,17.717501,17.805,20019200,14.874747
"2010-07-20",17.6775,18.415001,17.625,18.4,19106400,15.371824
"2010-07-21",18.497499,18.502501,17.9825,18.09,15907600,15.112841
"2010-07-22",18.2875,18.637501,18.254999,18.615,19493200,15.551436
"2010-07-23",18.6175,18.9925,18.512501,18.897499,12660800,15.787444
"2010-07-26",18.922501,19.125,18.8375,19.02,15792800,15.889784
"2010-07-27",19.25,19.317499,18.967501,19.1525,17352400,16.000481
"2010-07-28",19.0375,19.209999,18.775,18.795,25205200,15.701817
"2010-07-29",18.690001,18.719999,17.8375,17.995001,58866800,15.033479
"2010-07-30",17.897499,18.407499,17.842501,18.3375,30784800,15.319612
"2010-08-02",17.745001,18.0975,17.7425,18.057501,53846800,15.08569
"2010-08-03",17.907499,18.379999,17.8575,18.25,34164800,15.246512
"2010-08-04",18.3025,18.35,18.094999,18.112499,20499200,15.131639
"2010-08-05",18.032499,18.1,17.83,17.875,30787600,14.933227
"2010-08-06",17.7875,18.049999,17.715,18.035,19362800,15.06689
"2010-08-09",18.280001,18.717501,18.202499,18.684999,28612400,15.609921
"2010-08-10",18.514999,18.932501,18.514999,18.817499,31068400,15.720607
"2010-08-11",18.5,18.5875,18.25,18.377501,23113600,15.455698
"2010-08-12",18.195,18.547501,18.1325,18.245001,24677200,15.344266
"2010-08-13",18.235001,18.280001,18.0375,18.055,14566800,15.184469
"2010-08-16",18.02,18.309999,17.950001,18.2075,10700800,15.31272
"2010-08-17",18.362499,18.442499,18.110001,18.34,13334000,15.424159
"2010-08-18",18.27,18.344999,18.129999,18.219999,12232000,15.323233
"2010-08-19",18.105,18.182501,17.875,17.907499,18442400,15.060417
"2010-08-20",17.8225,17.897499,17.395,17.525,31538400,14.738731
"2010-08-23",17.637501,17.825001,17.4,17.530001,18389600,14.742944
"2010-08-24",17.377501,17.7425,17.25,17.665001,26747600,14.856473
"2010-08-25",17.577499,18.035,17.567499,17.715,22398800,14.898524
"2010-08-26",17.8025,17.85,17.469999,17.477501,14099200,14.698781
"2010-08-27",17.5975,17.782499,17.4,17.7775,15654000,14.951091
"2010-08-30",17.7425,17.85,17.385,17.385,1.4e+07,14.620989
"2010-08-31",17.385,17.525,17.002501,17.245001,23217200,14.503251
"2010-09-01",17.4575,17.684999,17.2675,17.6325,17290400,14.829142
"2010-09-02",17.745001,18.0625,17.665001,17.995001,16776800,15.134008
"2010-09-03",18.25,18.285,18.02,18.125,14072000,15.243336
"2010-09-07",17.967501,18.245001,17.834999,17.875,14419200,15.033087
"2010-09-08",17.5875,17.6675,17.075001,17.137501,45012000,14.412844
"2010-09-09",17.195,17.2425,16.5175,16.695,53064000,14.040692
"2010-09-10",16.709999,17.120001,16.67,17.022499,31392000,14.316127
"2010-09-13",17,17,16.225,16.370001,60549200,13.767365
"2010-09-14",16.407499,16.987499,16.387501,16.780001,39616000,14.112182
"2010-09-15",16.93,17.375,16.9,17.2325,43076400,14.492736
"2010-09-16",17.202499,17.3025,17.014999,17.094999,29800400,14.377095
"2010-09-17",17.192499,17.25,17.047501,17.122499,41961600,14.400226
"2010-09-20",17.125,17.58,17.0175,17.577499,29386800,14.782887
"2010-09-21",17.612499,17.7775,17.379999,17.485001,25300000,14.705089
"2010-09-22",17.52,17.717501,17.487499,17.655001,25826400,14.848063
"2010-09-23",17.512501,17.865,17.475,17.745001,26984000,14.923755
"2010-09-24",17.9375,18.092501,17.84,18.092501,21028800,15.216006
"2010-09-27",18.192499,18.372499,17.975,18.25,20098400,15.34847
"2010-09-28",18.2325,18.4,18.137501,18.317499,29212800,15.405231
"2010-09-29",18.252501,18.625,18.219999,18.602501,27882000,15.644926
"2010-09-30",18.684999,18.7425,18.452499,18.565001,23144000,15.613382
"2010-10-01",18.684999,18.692499,18.2925,18.33,18121600,15.415746
"2010-10-04",18.315001,18.59,18.145,18.309999,23152000,15.39893
"2010-10-05",18.530001,18.747499,18.415001,18.747499,20658000,15.766868
"2010-10-06",18.764999,18.875,18.450001,18.557501,15120800,15.60708
"2010-10-07",18.57,18.6975,18.385,18.4025,9975200,15.476718
"2010-10-08",18.422501,18.512501,18.2925,18.5,9381600,15.558717
"2010-10-11",18.4625,18.6975,18.4575,18.5725,10399200,15.619688
"2010-10-12",18.530001,18.6325,18.389999,18.5625,13899200,15.611284
"2010-10-13",18.6775,19.25,18.575001,19.235001,29848000,16.176861
"2010-10-14",19.165001,19.432501,19.0725,19.2925,21303200,16.22522
"2010-10-15",19.440001,19.475,19.155001,19.4,14348000,16.31562
"2010-10-18",19.377501,19.592501,19.1875,19.59,20168800,16.475418
"2010-10-19",19.4025,19.889999,19.309999,19.387501,28970400,16.305115
"2010-10-20",19.440001,19.9825,19.315001,19.879999,19824000,16.719309
"2010-10-21",19.862499,20.219999,19.645,19.799999,19506400,16.652029
"2010-10-22",19.7875,19.967501,19.6775,19.8225,14815600,16.670954
"2010-10-25",20.002501,20.1775,19.9125,20.157499,16515600,16.952692
"2010-10-26",20.045,20.0825,19.844999,20.0075,15630400,16.826544
"2010-10-27",20.0725,20.15,19.790001,19.98,20665600,16.803413
"2010-10-28",19.834999,19.875,18.83,19.112499,44460800,16.073833
"2010-10-29",19.1,19.6075,19.084999,19.540001,22865200,16.433378
"2010-11-01",19.645,19.695,19.174999,19.33,13677200,16.256758
"2010-11-02",19.540001,19.6675,19.370001,19.605,15381600,16.488035
"2010-11-03",19.6425,19.805,19.5,19.75,14124400,16.609982
"2010-11-04",19.9275,20.025,19.764999,19.997499,20202000,16.818134
"2010-11-05",20.067499,20.1175,19.7875,19.950001,23766400,16.778187
"2010-11-08",19.85,19.9575,19.65,19.6775,12224800,16.549006
"2010-11-09",19.747499,19.875,19.51,19.58,10806400,16.467012
"2010-11-10",19.625,19.827499,19.502501,19.8225,11910800,16.670954
"2010-11-11",19.727501,19.872499,19.51,19.805,9205200,16.656235
"2010-11-12",19.6425,19.702499,19.227501,19.235001,13316000,16.176861
"2010-11-15",19.379999,19.465,19.08,19.09,13310000,16.054913
"2010-11-16",18.889999,19.075001,18.565001,18.747499,20359200,15.766868
"2010-11-17",18.725,19.0875,18.715,18.932501,14880000,16.050879
"2010-11-18",19.067499,19.275,19.0425,19.235001,17200800,16.307341
"2010-11-19",19.200001,19.389999,19.190001,19.262501,10312000,16.330656
"2010-11-22",19.1675,19.245001,18.82,18.865,19955600,15.993654
"2010-11-23",18.75,18.7875,18.627501,18.6625,14625600,15.821975
"2010-11-24",18.877501,19,18.7875,18.955,17354800,16.069956
"2010-11-26",18.825001,18.9475,18.807501,18.870001,4349600,15.997895
"2010-11-29",18.807501,18.807501,18.23,18.547501,21576400,15.724483
"2010-11-30",18.385,18.57,18.3125,18.4625,18542000,15.652418
"2010-12-01",18.735001,18.870001,18.612499,18.805,22343200,15.942788
"2010-12-02",18.8925,19.2675,18.877501,19.25,26758800,16.320051
"2010-12-03",19.182501,19.385,19.055,19.3375,20678400,16.394236
"2010-12-06",19.325001,19.5875,19.2875,19.577499,18351200,16.597702
"2010-12-07",19.747499,19.942499,19.202499,19.219999,25374800,16.294617
"2010-12-08",19.25,19.5375,19.25,19.485001,14308800,16.519293
"2010-12-09",19.5375,19.797501,19.325001,19.780001,14858400,16.769386
"2010-12-10",19.7575,20.059999,19.7575,20.049999,23734800,16.998295
"2010-12-13",20.075001,20.4375,19.875,20.2225,40988400,17.144537
"2010-12-14",20.192499,20.297501,20.0375,20.16,24787600,17.091553
"2010-12-15",20.047501,20.094999,19.1875,19.235001,45802000,16.307341
"2010-12-16",19.295,19.875,16.647499,16.797501,202230800,14.240841
"2010-12-17",17.075001,17.145,16.625,16.725,167890800,14.179374
"2010-12-20",16.875,17.055,16.75,16.997499,64190800,14.410397
"2010-12-21",17.17,17.2125,16.969999,17.012501,43468400,14.423117
"2010-12-22",17.067499,17.192499,17.014999,17.137501,23286800,14.52909
"2010-12-23",17.0825,17.2325,17.065001,17.182501,16600800,14.567239
"2010-12-27",17.17,17.7925,17.1625,17.702499,31037600,15.008089
"2010-12-28",17.84,17.950001,17.625,17.682501,19129600,14.991136
"2010-12-29",17.727501,17.795,17.5825,17.65,12998000,14.963585
"2010-12-30",17.68,17.6875,17.530001,17.5725,11019200,14.897883
"2010-12-31",17.57,17.6175,17.487499,17.594999,11102000,14.916956
"2011-01-03",17.6,17.73,17.547501,17.629999,25710000,14.946626
"2011-01-04",17.7325,17.737499,17.565001,17.65,18138000,14.963585
"2011-01-05",17.709999,18.0825,17.67,18.022499,38512800,15.279387
"2011-01-06",18.182501,18.387501,18.127501,18.2925,28358800,15.508287
"2011-01-07",18.360001,18.387501,18.125,18.24,28248400,15.463783
"2011-01-10",18.174999,18.309999,17.945,17.952499,18202400,15.22004
"2011-01-11",18.012501,18.129999,17.887501,17.969999,20593600,15.23488
"2011-01-12",18,18.157499,17.997499,18.1525,18545200,15.389602
"2011-01-13",18.282499,18.32,17.73,17.785,28109600,15.078033
"2011-01-14",17.817499,17.887501,17.684999,17.780001,25165600,15.073798
"2011-01-18",17.817499,17.8375,17.684999,17.8025,19341600,15.092871
"2011-01-19",17.74,17.76,17.112499,17.280001,42852800,14.649902
"2011-01-20",17.172501,17.885,16.877501,17.672501,81365200,14.982658
"2011-01-21",17.627501,17.75,17.477501,17.5375,24783600,14.868209
"2011-01-24",17.557501,17.9575,17.545,17.9475,22922000,15.215805
"2011-01-25",17.7925,18.094999,17.577499,17.895,30279600,15.171296
"2011-01-26",17.975,18.035,17.737499,17.75,17839600,15.048364
"2011-01-27",17.764999,17.805,17.627501,17.65,19417200,14.963585
"2011-01-28",17.700001,17.7325,17.355,17.365,25048400,14.721961
"2011-01-31",17.475,17.59,17.3375,17.4625,24602800,14.804623
"2011-02-01",17.5525,17.932501,17.5525,17.674999,25448800,14.984783
"2011-02-02",17.7675,18.022499,17.6875,18.022499,27162400,15.279387
"2011-02-03",17.932501,18.120001,17.75,17.907499,33462800,15.18189
"2011-02-04",17.995001,18.25,17.9,18.225,28833600,15.451066
"2011-02-07",18.245001,18.535,18.23,18.4825,22240400,15.669376
"2011-02-08",18.4925,18.645,18.455,18.6425,15376000,15.805022
"2011-02-09",18.445,18.68,18.275,18.32,18674400,15.657592
"2011-02-10",18.225,18.7875,18.225,18.684999,24752400,15.969546
"2011-02-11",18.65,18.782499,18.57,18.7325,17280400,16.010145
"2011-02-14",18.747499,19.235001,18.625,18.934999,28970800,16.18321
"2011-02-15",18.9275,18.977501,18.772499,18.9025,15855200,16.155436
"2011-02-16",18.934999,19.0525,18.865,18.99,20147200,16.230219
"2011-02-17",18.9375,19.18,18.862499,19.035,23475600,16.268677
"2011-02-18",19.145,19.27,18.8925,18.9575,26009600,16.20245
"2011-02-22",18.584999,18.775,18.2775,18.434999,31588800,15.755878
"2011-02-23",18.41,18.637501,18.195,18.219999,28714800,15.572118
"2011-02-24",18.165001,18.559999,18.157499,18.477501,19613200,15.792197
"2011-02-25",18.545,18.85,18.545,18.67,24869600,15.956725
"2011-02-28",18.715,18.817499,18.2575,18.262501,24857200,15.608453
"2011-03-01",18.467501,18.719999,18.127501,18.174999,26993600,15.533663
"2011-03-02",18.145,18.555,18.127501,18.4925,21544000,15.80502
"2011-03-03",18.674999,18.975,18.639999,18.9575,20388000,16.20245
"2011-03-04",18.965,18.985001,18.504999,18.672501,19520000,15.958856
"2011-03-07",18.65,18.805,18.5,18.5375,18637200,15.843483
"2011-03-08",18.612499,18.727501,18.327499,18.5425,33497600,15.847755
"2011-03-09",18.6,18.665001,18.325001,18.4275,17861600,15.749465
"2011-03-10",18.33,18.33,17.807501,17.85,28557600,15.255897
"2011-03-11",17.844999,18.195,17.805,18.127501,17335600,15.493066
"2011-03-14",17.975,18.182501,17.907499,17.965,13971600,15.354181
"2011-03-15",17.725,17.950001,17.612499,17.799999,24180400,15.213162
"2011-03-16",17.855,17.987499,17.67,17.74,24056800,15.16188
"2011-03-17",17.897499,18,17.782499,17.8575,13790400,15.262303
"2011-03-18",18.030001,18.035,17.73,17.855,25268400,15.26017
"2011-03-21",17.959999,18.08,17.907499,17.99,14807600,15.375543
"2011-03-22",17.950001,17.99,17.799999,17.9,15354400,15.298631
"2011-03-23",17.8375,18.092501,17.8375,17.997499,17580000,15.381955
"2011-03-24",18.055,18.2125,17.885,18.165001,20558800,15.525119
"2011-03-25",18.120001,18.227501,18.012501,18.022499,29466800,15.403323
"2011-03-28",18.0975,18.275,17.99,18.1875,23174800,15.54435
"2011-03-29",18.09,18.1175,17.9375,18.049999,23558400,15.426828
"2011-03-30",18.485001,18.834999,18.4175,18.557501,59673200,15.860576
"2011-03-31",18.627501,18.73,18.4,18.405001,18555200,15.730232
"2011-04-01",18.497499,18.6175,18.315001,18.555,17270000,15.858437
"2011-04-04",18.547501,18.8125,18.51,18.809999,15529200,16.076376
"2011-04-05",18.795,18.98,18.700001,18.905001,18078800,16.157576
"2011-04-06",18.9275,19,18.8825,19,18132000,16.238768
"2011-04-07",19.0275,19.137501,18.93,19.102501,22079200,16.326374
"2011-04-08",19.205,19.43,19.08,19.18,23977200,16.392609
"2011-04-11",19.200001,19.440001,19.174999,19.4275,19004400,16.604141
"2011-04-12",19.23,19.395,19.192499,19.2575,20512000,16.458845
"2011-04-13",19.34,19.497499,19.299999,19.375,18258400,16.559269
"2011-04-14",19.285,19.315001,19.040001,19.077499,18609200,16.305
"2011-04-15",19.1175,19.25,19.014999,19.1175,20256000,16.339193
"2011-04-18",18.895,19.075001,18.862499,18.92,15332000,16.170397
"2011-04-19",18.872499,18.995001,18.790001,18.98,14261200,16.22167
"2011-04-20",19.1525,19.477501,19.102501,19.342501,14838400,16.53149
"2011-04-21",19.34,19.495001,19.262501,19.442499,10989600,16.616957
"2011-04-25",19.442499,19.467501,19.325001,19.440001,7126400,16.614822
"2011-04-26",19.450001,19.75,19.35,19.692499,15200000,16.830624
"2011-04-27",19.700001,19.7425,19.4725,19.7225,8982400,16.856268
"2011-04-28",19.709999,19.709999,19.387501,19.415001,11416000,16.593456
