"","FMC.Open","FMC.High","FMC.Low","FMC.Close","FMC.Volume","FMC.Adjusted"
"2010-05-27",26.192541,26.66522,25.93235,26.66522,1419100,23.481766
"2010-05-28",26.535126,26.587164,26.157848,26.257589,1511300,23.122801
"2010-06-01",26.084127,26.240242,25.442324,25.450998,1412800,22.412508
"2010-06-02",25.555073,26.630529,25.555073,26.630529,1594500,23.451216
"2010-06-03",26.51778,26.751951,26.114485,26.400694,1355000,23.248821
"2010-06-04",25.928015,26.175196,25.19948,25.251518,1344300,22.236843
"2010-06-07",25.299219,25.680832,25.069384,25.108414,1300500,22.110817
"2010-06-08",25.125759,25.737207,24.995663,25.719862,2327600,22.649273
"2010-06-09",25.875977,26.257589,25.550737,25.676497,1317400,22.61108
"2010-06-10",26.114485,26.591501,26.110147,26.591501,1286500,23.41684
"2010-06-11",26.196878,26.873373,26.196878,26.847355,804300,23.642159
"2010-06-14",26.934086,27.372072,26.721596,26.782307,1542200,23.584879
"2010-06-15",27.06418,27.45013,26.994797,27.445793,1627300,24.169146
"2010-06-16",27.155247,27.506504,27.137901,27.385082,1407500,24.115686
"2010-06-17",27.497831,27.57589,27.103209,27.528187,1340700,24.241707
"2010-06-18",27.302689,27.493496,27.05117,27.07719,2413200,23.844549
"2010-06-21",27.207285,27.480486,26.934086,27.116219,2230300,23.878923
"2010-06-22",27.124891,27.523851,26.734606,26.743279,1426200,23.550505
"2010-06-23",26.790979,26.89072,26.522116,26.70425,1968800,23.516136
"2010-06-24",26.630529,26.85169,26.10581,26.175196,2033400,23.050241
"2010-06-25",26.257589,26.474415,26.045099,26.153513,2379700,23.031153
"2010-06-28",26.114485,26.326973,25.928015,26.13183,1200200,23.122566
"2010-06-29",25.763226,25.832611,25.121422,25.255854,1852600,22.347466
"2010-06-30",25.299219,25.468344,24.82654,24.904596,1831400,22.036659
"2010-07-01",25.091066,25.091066,24.319168,24.861231,2209600,21.998285
"2010-07-02",24.921944,25.060711,24.392889,24.522984,1467300,21.698994
"2010-07-06",24.956635,25.043365,24.128361,24.392889,2047200,21.583879
"2010-07-07",24.358196,24.934952,24.323503,24.930616,2378100,22.059677
"2010-07-08",25.160452,25.494362,25.104076,25.446661,2117300,22.516296
"2010-07-09",25.498699,25.94536,25.381613,25.776236,1210400,22.807922
"2010-07-12",25.737207,25.780573,25.242846,25.325239,1314800,22.408863
"2010-07-13",25.659149,26.045099,25.598438,25.94536,1846400,22.957571
"2010-07-14",25.897657,26.036427,25.602776,25.854294,1281200,22.876991
"2010-07-15",25.849957,25.849957,25.403296,25.702515,1531400,22.742691
"2010-07-16",25.5464,25.594103,25.117086,25.164787,2136700,22.266884
"2010-07-19",25.225498,25.255854,24.895924,25.169125,842300,22.270721
"2010-07-20",24.869905,25.650476,24.869905,25.646141,1074100,22.692808
"2010-07-21",25.819601,25.954033,25.303556,25.429316,1710100,22.500954
"2010-07-22",25.754553,26.049437,25.598438,25.784908,2552200,22.815599
"2010-07-23",25.74588,26.222897,25.724197,26.196878,2119600,23.180126
"2010-07-26",26.192541,26.795317,26.192541,26.786644,1553700,23.701977
"2010-07-27",27.055508,27.185602,26.630529,26.777971,1422800,23.694302
"2010-07-28",26.686903,27.168257,26.686903,26.860365,1808500,23.767204
"2010-07-29",27.029488,27.588898,25.867302,27.320034,3946000,24.173943
"2010-07-30",26.999132,27.37641,26.994797,27.098873,2261400,23.978256
"2010-08-02",27.476149,27.662619,27.220295,27.558542,2329900,24.384981
"2010-08-03",27.385082,27.662619,27.267996,27.532524,1418600,24.361961
"2010-08-04",27.54987,27.992195,27.545534,27.944492,1558100,24.726484
"2010-08-05",27.801388,28.052906,27.753687,27.940157,781200,24.72266
"2010-08-06",27.697311,28.104944,27.567217,27.844753,761400,24.638241
"2010-08-09",27.92281,28.065914,27.72333,27.914137,1048000,24.699627
"2010-08-10",27.56288,27.645273,27.020815,27.220295,1994600,24.08569
"2010-08-11",26.730268,26.764961,26.257589,26.457069,1406400,23.410358
"2010-08-12",26.14484,26.552471,26.066782,26.392021,819700,23.352793
"2010-08-13",26.296618,26.569818,26.188204,26.33131,736700,23.299078
"2010-08-16",26.149176,26.630529,26.019081,26.483088,728000,23.433378
"2010-08-17",26.812662,27.42411,26.812662,27.120556,1386300,23.997437
"2010-08-18",27.085863,27.441458,26.860365,27.350389,1240300,24.200804
"2010-08-19",27.272333,27.285343,26.500433,26.708586,852200,23.632904
"2010-08-20",26.474415,26.85169,26.335646,26.816999,983000,23.728834
"2010-08-23",26.899393,27.224632,26.89072,26.942759,1601500,23.840111
"2010-08-24",26.613182,26.790979,26.322636,26.387684,1122500,23.348959
"2010-08-25",26.196878,26.248917,25.693842,26.192541,1623800,23.176289
"2010-08-26",26.379011,26.795317,26.266262,26.51778,1123000,23.464073
"2010-08-27",26.660885,27.350389,26.400694,27.346054,879900,24.196968
"2010-08-30",27.27667,27.428448,27.042498,27.068518,1001400,23.951391
"2010-08-31",26.89072,27.129229,26.69124,27.007805,1574500,23.897669
"2010-09-01",27.411102,27.679966,27.20295,27.679966,2068200,24.492426
"2010-09-02",27.74935,28.052906,27.718994,27.966175,954900,24.745674
"2010-09-03",28.183001,28.356461,28.044233,28.300087,1073600,25.041132
"2010-09-07",27.92281,28.29575,27.92281,28.074589,677000,24.84161
"2010-09-08",28.226366,28.607979,28.161318,28.421509,647500,25.148573
"2010-09-09",28.764093,28.768431,28.022551,28.091934,879000,24.856953
"2010-09-10",28.113617,28.204683,27.818733,27.844753,1316200,24.638241
"2010-09-13",28.100607,28.590633,28.100607,28.573288,826000,25.282877
"2010-09-14",28.512575,28.88118,28.486557,28.620989,739900,25.325081
"2010-09-15",28.516912,28.820469,28.399826,28.785776,827600,25.470894
"2010-09-16",28.751083,28.980919,28.746748,28.907198,663200,25.578333
"2010-09-17",29.145706,29.310493,28.872507,29.210754,1282100,25.846935
"2010-09-20",29.25412,29.722464,29.163054,29.705116,1072900,26.284361
"2010-09-21",29.774502,30.086731,29.588032,29.674761,2229400,26.257507
"2010-09-22",29.683435,29.848223,29.358196,29.379879,1177400,25.99658
"2010-09-23",29.045967,29.423244,28.876842,28.920208,1273300,25.589838
"2010-09-24",29.137033,29.674761,29.071985,29.531656,1845900,26.130878
"2010-09-27",29.488291,29.566349,29.284475,29.349524,1005600,25.969719
"2010-09-28",29.362532,29.670425,28.85516,29.60104,1333300,26.304306
"2010-09-29",29.535994,29.700781,29.340851,29.466608,1012700,26.184837
"2010-09-30",29.696444,30.008673,29.306158,29.666088,1358900,26.362106
"2010-10-01",29.505638,29.605377,28.985256,29.41457,2837500,26.138601
"2010-10-04",29.288813,29.479618,29.249783,29.431917,1527400,26.154013
"2010-10-05",29.796185,30.203815,29.631397,30.182133,1120900,26.820673
"2010-10-06",30.195143,30.329575,30,30.108414,754200,26.755173
"2010-10-07",30.18647,30.19948,29.488291,29.670425,1271500,26.365961
"2010-10-08",29.748482,30.247181,29.748482,30.065048,1370400,26.716635
"2010-10-11",30.138769,30.21249,29.904596,30.160452,1036000,26.801418
"2010-10-12",29.926279,30.255854,29.579359,30.190807,1104800,26.828392
"2010-10-13",30.355595,30.897657,30.299219,30.789246,1462000,27.360174
"2010-10-14",30.897657,30.993061,30.35993,30.516045,838200,27.117405
"2010-10-15",30.654814,30.893322,29.943624,30.58543,1182700,27.179062
"2010-10-18",30.555073,30.75889,30.433651,30.615786,701400,27.206039
"2010-10-19",30.164787,30.5464,29.930616,30.039028,1316200,26.69351
"2010-10-20",30.229836,30.711187,30.190807,30.368603,1320800,26.98638
"2010-10-21",30.437988,30.819601,30.247181,30.494362,945400,27.098133
"2010-10-22",30.576756,30.628794,30.273201,30.433651,474100,27.044186
"2010-10-25",30.646141,31.084127,30.641804,30.867302,721500,27.429543
"2010-10-26",30.680832,30.754553,30.216825,30.724197,1257600,27.302376
"2010-10-27",29.913269,30.57242,29.852558,30.065048,1541000,26.716635
"2010-10-28",30.576756,32.241978,30.576756,32.012142,2875800,28.446869
"2010-10-29",31.743279,31.973114,31.426712,31.699913,1744900,28.16942
"2010-11-01",32.012142,32.02515,31.604509,31.85169,1365100,28.304295
"2010-11-02",32.185604,32.536861,31.951431,32.497833,1071800,28.878471
"2010-11-03",32.597572,32.597572,32.064182,32.411102,960400,28.801403
"2010-11-04",32.836079,33.08326,32.701649,33.061577,1177200,29.379431
"2010-11-05",33.044231,33.373806,33.044231,33.339115,1390900,29.626062
"2010-11-08",33.139637,33.577625,33.100609,33.404163,1113700,29.683865
"2010-11-09",33.447529,33.521248,32.892456,33.026886,908100,29.348604
"2010-11-10",33.065914,33.26973,32.758022,33.256721,655800,29.552845
"2010-11-11",32.979183,33.577625,32.979183,33.4562,896800,29.730108
"2010-11-12",33.113617,33.369473,32.467476,32.614918,939400,28.982523
"2010-11-15",32.727669,33.078926,32.649609,32.844753,840900,29.186762
"2010-11-16",32.6366,32.6366,31.938421,32.328709,1100100,28.728186
"2010-11-17",32.341717,32.588898,32.094536,32.432785,612400,28.820675
"2010-11-18",32.853424,33.547268,32.818733,33.32177,1013400,29.610645
"2010-11-19",33.239376,33.503902,33.018215,33.490894,931100,29.760935
"2010-11-22",33.34779,33.790112,32.979183,33.499565,1014400,29.768642
"2010-11-23",33.235039,33.235039,32.745014,32.935818,1222600,29.267679
"2010-11-24",33.330441,34.215092,33.330441,34.197746,1399200,30.389065
"2010-11-26",33.833477,34.549004,33.772766,34.297485,650000,30.477695
"2010-11-29",33.941891,34.284473,33.599308,34.176064,1313700,30.369799
"2010-11-30",33.803123,33.989594,33.664352,33.746746,1744200,29.988285
"2010-12-01",34.371204,35.034691,33.963573,34.913269,2143100,31.0249
"2010-12-02",34.991325,35.464008,34.592369,34.76149,3019000,30.890022
"2010-12-03",34.65308,35.177795,34.635735,34.78751,1635800,30.913147
"2010-12-06",34.57502,35.060711,34.57502,34.865566,1276800,30.982502
"2010-12-07",35.312229,35.572418,35.151779,35.16045,1302100,31.244551
"2010-12-08",35.169125,35.433651,34.843887,35.060711,634600,31.155924
"2010-12-09",35.351257,35.351257,34.904598,35.229836,641200,31.306217
"2010-12-10",35.359932,35.520382,35.095402,35.299221,462800,31.367874
"2010-12-13",35.364265,35.546402,34.605377,34.65308,1889700,30.793674
"2010-12-14",34.692108,34.765827,34.457935,34.605377,1054300,30.751299
"2010-12-15",34.544666,34.800522,34.297485,34.371204,701400,30.543207
"2010-12-16",34.427582,34.800522,34.362534,34.700779,1246300,30.836079
"2010-12-17",34.696445,34.739811,34.275803,34.583694,1505500,30.732035
"2010-12-20",34.670425,34.705116,34.375542,34.423244,993600,30.589451
"2010-12-21",34.592369,34.895924,34.592369,34.800522,1267100,30.924709
"2010-12-22",34.752819,34.822205,34.323505,34.522984,680000,30.678074
"2010-12-23",34.475281,34.774502,34.184734,34.562012,526900,30.712761
"2010-12-27",34.735474,34.735474,34.288811,34.549004,431600,30.7012
"2010-12-28",34.614052,34.800522,34.384216,34.483955,720800,30.643394
"2010-12-29",34.640068,34.700779,34.215092,34.596703,726800,30.855433
"2010-12-30",34.592369,34.986992,34.544666,34.774502,528700,31.014009
"2010-12-31",34.666088,34.874241,34.592369,34.644405,585400,30.897984
"2011-01-03",34.986992,35.260189,34.926281,34.943626,1057700,31.164846
"2011-01-04",35.008675,35.008675,33.989594,34.06765,1264100,30.383593
"2011-01-05",33.889854,33.889854,33.620987,33.725063,1851700,30.078051
"2011-01-06",33.742413,33.972248,33.313095,33.408501,1178500,29.795727
"2011-01-07",33.794449,33.794449,33.213356,33.308762,699100,29.706774
"2011-01-10",33.100609,33.29575,32.979183,33.230701,1710500,29.637156
"2011-01-11",33.365135,33.451866,33.130962,33.282742,933400,29.683559
"2011-01-12",33.525585,33.798786,33.352123,33.798786,599300,30.143801
"2011-01-13",33.764095,33.954899,33.521248,33.64267,589400,30.004568
"2011-01-14",33.564613,33.85516,33.395489,33.716393,843300,30.070324
"2011-01-18",33.733738,34.293148,33.625324,34.210754,763500,30.511227
"2011-01-19",34.232437,34.232437,33.261059,33.308762,757500,29.706774
"2011-01-20",33.122292,33.122292,32.480484,32.853424,1201400,29.300673
"2011-01-21",32.9575,33.174328,32.745014,33.000866,1016900,29.432169
"2011-01-24",33.061577,33.360798,33.009541,33.330441,1095800,29.726109
"2011-01-25",33.226364,33.339115,32.92281,33.330441,1088600,29.726109
"2011-01-26",33.300087,33.729401,33.087597,33.126625,1847100,29.544334
"2011-01-27",33.10928,33.369473,32.346054,33.183002,1803200,29.594612
"2011-01-28",33.334778,33.469212,32.523849,32.528187,1661900,29.010603
"2011-01-31",32.393757,33.352123,32.393757,32.983521,1477900,29.416697
"2011-02-01",33.612316,34.562012,33.612316,34.301823,2670500,30.592445
"2011-02-02",34.184734,34.496964,34.084995,34.371204,1106100,30.654324
"2011-02-03",34.375542,34.57502,33.989594,34.46661,970100,30.739418
"2011-02-04",34.423244,34.822205,34.301823,34.783173,979100,31.021748
"2011-02-07",35.069386,35.550735,34.869904,35.16045,1584600,31.358219
"2011-02-08",34.614052,35.95837,34.301823,35.776237,2671200,31.907406
"2011-02-09",35.789246,35.858631,35.182133,35.268864,1564600,31.454906
"2011-02-10",35.02602,35.572418,35.02602,35.320904,1366500,31.501322
"2011-02-11",35.117085,35.490025,35.082394,35.381615,1105400,31.55547
"2011-02-14",35.329575,35.572418,35.307892,35.381615,643300,31.55547
"2011-02-15",35.23851,35.255856,34.670425,34.731136,1191000,30.97534
"2011-02-16",34.965309,35.316566,34.76149,35.294884,893300,31.478106
"2011-02-17",35.281872,35.507374,34.995663,35.459671,851800,31.625082
"2011-02-18",35.464008,35.628796,34.960972,35.190807,1559700,31.385296
"2011-02-22",34.874241,35.225498,33.555943,33.620987,2303200,29.985233
"2011-02-23",33.594971,33.607979,32.385082,32.883781,1699500,29.327749
"2011-02-24",32.701649,33.026886,32.220295,32.60191,1827500,29.076357
"2011-02-25",32.849091,33.226364,32.779705,32.97485,1330700,29.408966
"2011-02-28",33.165653,33.603642,33.005203,33.581959,1463600,29.950424
"2011-03-01",33.790112,33.889854,32.914139,32.97485,1595200,29.408966
"2011-03-02",32.944492,33.555943,32.931484,33.399826,1112600,29.787991
"2011-03-03",33.794449,34.397224,33.777103,34.284473,980900,30.576969
"2011-03-04",34.327839,34.38855,33.48222,33.816132,991800,30.159277
"2011-03-07",34.063313,34.154381,32.992195,33.200348,1330700,29.610083
"2011-03-08",33.326107,33.824806,32.979183,33.629662,801300,29.992964
"2011-03-09",33.421509,33.525585,32.818733,33.022549,1374800,29.451511
"2011-03-10",32.623592,32.862099,32.150909,32.57589,1238300,29.053152
"2011-03-11",32.441456,33.078926,32.441456,32.901127,1219800,29.343222
"2011-03-14",32.523849,33.10928,32.372074,32.740677,1035600,29.200108
"2011-03-15",31.760624,32.870773,31.470078,32.588898,1723700,29.064751
"2011-03-16",32.54987,32.909801,32.172592,32.588898,2186000,29.064751
"2011-03-17",33.217693,33.408501,32.840416,32.9575,1049400,29.393496
"2011-03-18",33.512577,33.512577,33.122292,33.356461,1845000,29.749313
"2011-03-21",33.824806,34.562012,33.673027,34.540329,2324200,30.805155
"2011-03-22",34.588032,34.683434,34.115353,34.592369,1804400,30.851572
"2011-03-23",34.687771,35.468342,34.479618,35.390285,1920800,31.563206
"2011-03-24",35.650478,36.166523,35.264526,35.845619,2150100,31.969307
"2011-03-25",35.988724,36.383347,35.93235,36.196877,1427400,32.282562
"2011-03-28",36.322636,36.409367,35.789246,35.875977,1145300,31.996363
"2011-03-29",35.871639,36.418041,35.637466,36.374676,968200,32.577343
"2011-03-30",36.556808,36.860363,36.244579,36.725933,1214800,32.891941
"2011-03-31",36.621857,37.129227,36.621857,36.830009,830600,32.985146
"2011-04-01",37.111881,37.367737,36.986122,37.346054,1233000,33.44733
"2011-04-04",37.463139,37.784042,37.372074,37.679966,1147200,33.74638
"2011-04-05",37.588898,38.152645,37.506504,37.679966,1282800,33.74638
"2011-04-06",37.862099,38.096272,37.23764,37.441456,1011800,33.532761
"2011-04-07",37.376408,37.792713,37.081528,37.250652,915200,33.361885
"2011-04-08",37.532524,37.597572,36.756287,36.955769,947900,33.097782
"2011-04-11",37.085861,37.098873,36.51778,36.574154,841900,32.756001
"2011-04-12",36.405029,36.643539,36.209888,36.30529,893500,32.515209
"2011-04-13",36.552471,36.647877,36.006073,36.361664,849000,32.565697
"2011-04-14",36.088467,36.751953,35.901997,36.686905,1254200,32.856979
"2011-04-15",36.830009,37.159584,36.643539,37.012142,1388600,33.148273
"2011-04-18",36.509106,36.83868,36.235905,36.695576,1165900,32.864742
"2011-04-19",36.699913,36.981785,36.587162,36.860363,1108000,33.012329
"2011-04-20",37.476151,38.052906,37.476151,37.684303,1343400,33.750259
"2011-04-21",37.823071,38.113617,37.597572,38.10928,805200,34.130867
"2011-04-25",38.031223,38.152645,37.58456,37.849091,489300,33.897854
"2011-04-26",38.130962,38.451866,37.94883,38.174328,1057300,34.189137
"2011-04-27",38.339115,38.339115,37.532524,37.909801,832400,33.952213
"2011-04-28",37.892456,38.174328,37.818733,38.074589,1089800,34.099804
"2011-04-29",38.26973,38.620987,38.16132,38.282742,1106800,34.286217
"2011-05-02",38.64267,38.716393,37.684303,37.827408,1800700,33.878422
"2011-05-03",37.827408,37.849091,35.95837,36.548134,3440700,32.732704
"2011-05-04",36.565483,36.600174,35.888985,36.14484,1812000,32.371506
"2011-05-05",35.849957,36.387684,35.628796,36.127495,1847500,32.35598
"2011-05-06",36.803989,37.458801,36.561146,36.734604,1954100,32.899696
"2011-05-09",36.734604,37.233303,36.691238,37.10321,879000,33.229824
"2011-05-10",37.276669,37.515179,37.220295,37.402428,917300,33.49781
"2011-05-11",37.276669,37.3634,36.392021,36.712921,916800,32.880291
"2011-05-12",36.556808,36.556808,36.027752,36.470078,1233700,32.662785
"2011-05-13",36.483089,36.539463,36.036427,36.300953,1211100,32.511326
"2011-05-16",36.079792,36.799652,35.997398,36.240242,870200,32.456951
"2011-05-17",36.040764,36.153511,35.477016,35.793583,853600,32.056923
"2011-05-18",36.036427,36.374676,35.576756,36.318298,1377600,32.526863
"2011-05-19",36.582829,36.808327,36.218559,36.474415,805400,32.666668
"2011-05-20",36.444057,36.617519,35.706852,36.396358,1357000,32.596767
"2011-05-23",35.836948,35.962708,35.58543,35.706852,1118400,31.979239
"2011-05-24",35.871639,36.166523,35.516045,35.654812,1634900,31.932634
"2011-05-25",35.537727,36.14484,35.39896,35.971378,1687300,32.216156
"2011-05-26",35.854294,36.136166,35.61145,36.032089,1251000,32.270519
"2011-05-27",36.157848,36.539463,35.980053,36.179531,1092500,32.402573
"2011-05-31",36.782307,36.782307,36.14484,36.578491,1532300,32.759888
"2011-06-01",36.149178,36.470078,35.312229,35.34692,1162200,31.656878
"2011-06-02",35.320904,35.90633,35.078056,35.316566,999400,31.629702
"2011-06-03",34.696445,34.986992,34.509975,34.553341,1572900,30.946154
"2011-06-06",34.41457,34.930614,34.154381,34.306156,1173200,30.724773
"2011-06-07",34.405899,34.588032,34.210754,34.249783,1031900,30.67428
"2011-06-08",34.111015,34.249783,33.768429,33.902863,987400,30.363579
"2011-06-09",34.423244,34.757156,33.894188,34.509975,1115400,30.90732
"2011-06-10",34.267128,34.418907,33.894188,33.959236,1017600,30.414066
"2011-06-13",34.006939,34.245445,33.300087,33.555943,1157800,30.052879
"2011-06-14",33.915871,34.735474,33.876842,34.687771,1819200,31.066549
"2011-06-15",34.20208,34.531658,34.171726,34.267128,2778700,30.689817
"2011-06-16",34.258457,34.97398,33.846489,34.345188,3225600,30.759735
"2011-06-17",34.835213,34.986992,34.340851,34.362534,1796800,30.775259
"2011-06-20",34.314831,34.934952,34.314831,34.891586,1198100,31.249081
"2011-06-21",35.082394,35.654812,34.986992,35.576756,1288300,31.862732
"2011-06-22",35.364265,35.888985,35.364265,35.576756,1174200,31.862732
"2011-06-23",34.960972,35.407631,34.522984,35.37294,986700,31.680195
"2011-06-24",35.459671,36.300953,35.437988,36.036427,2813000,32.274418
"2011-06-27",35.936687,36.227234,35.563747,36.032089,931100,32.270519
"2011-06-28",36.11882,36.617519,36.027752,36.595837,795100,32.91243
"2011-06-29",36.756287,37.250652,36.587162,37.124893,2116900,33.388237
"2011-06-30",37.294014,37.337379,36.695576,37.302689,1465200,33.548145
"2011-07-01",37.307026,38.152645,37.23764,37.9575,1757600,34.137047
"2011-07-05",37.927147,38.464874,37.775368,38.178665,1231600,34.335953
"2011-07-06",38.169991,38.69471,38.018215,38.32177,1167000,34.464645
"2011-07-07",38.625324,38.950565,38.499565,38.738075,1085600,34.839054
"2011-07-08",38.200348,38.594971,38.013878,38.469212,973300,34.597252
"2011-07-11",37.779705,38.204685,37.458801,37.692974,1036700,33.899147
"2011-07-12",37.60191,38.026886,37.58456,37.714657,970500,33.91864
"2011-07-13",37.92281,38.343452,37.857761,37.94883,845800,34.12925
"2011-07-14",38.013878,38.152645,37.337379,37.558544,1077500,33.778248
"2011-07-15",37.705986,37.935818,37.454468,37.909801,1002400,34.094147
"2011-07-18",37.71032,37.836079,37.094536,37.320034,992000,33.563747
"2011-07-19",37.467476,38.34779,37.454468,38.26973,1260900,34.41785
"2011-07-20",38.256721,38.725063,38.165653,38.660019,1388400,34.768852
"2011-07-21",39.028622,40.329575,38.872505,40.268864,3329600,36.215767
"2011-07-22",40.294884,40.299221,39.705116,39.757156,1495600,35.755562
"2011-07-25",39.371204,40.16045,39.327839,39.865566,821800,35.853065
"2011-07-26",40.008675,40.065048,39.540329,39.62706,878500,35.638561
"2011-07-27",39.566349,39.722462,38.434517,38.434517,1570600,34.566051
"2011-07-28",38.512577,38.85516,38.248047,38.326107,2128800,34.468552
"2011-07-29",37.77103,38.386818,37.480484,37.97485,2159300,34.152657
"2011-08-01",38.712055,39.111015,37.588898,38.313095,2588700,34.45686
"2011-08-02",36.769299,37.606243,35.698177,35.79792,3676900,32.19482
"2011-08-03",35.806591,36.231571,34.778839,35.993061,3108700,32.370319
"2011-08-04",35.464008,35.464008,33.69471,33.707718,3021700,30.315001
"2011-08-05",34.223763,34.527321,32.632263,33.673027,2351800,30.283802
"2011-08-08",32.692974,33.100609,30.442324,30.481354,2738800,27.413376
"2011-08-09",31.157848,32.285343,30.121422,32.250652,3411400,29.004595
"2011-08-10",31.812662,32.272331,30.750217,30.810928,2003600,27.709782
"2011-08-11",31.136166,32.870773,31.127493,32.307026,2714100,29.055296
"2011-08-12",32.640938,32.732002,32.098873,32.567215,3027300,29.289305
"2011-08-15",32.844753,33.065914,32.376408,32.766697,2594900,29.468697
"2011-08-16",32.250652,32.372074,31.548136,31.869038,2402300,28.66139
"2011-08-17",32.22897,32.41544,31.548136,31.613182,2134400,28.431286
"2011-08-18",30.624458,30.667824,29.258455,29.566349,2711800,26.590471
"2011-08-19",29.154381,29.995663,29.050304,29.093668,1923600,26.165365
"2011-08-22",29.744146,29.861231,28.872507,28.946228,1628700,26.032761
"2011-08-23",29.119688,30.459671,28.937553,30.459671,1685200,27.393873
"2011-08-24",30.320902,30.871639,30.156115,30.854294,1319400,27.748779
"2011-08-25",31.045099,31.192541,30.242846,30.520382,1375200,27.448479
"2011-08-26",30.117086,31.487425,29.657415,31.452732,1268700,28.286989
"2011-08-29",31.8647,32.233303,31.799654,32.22897,1791700,28.985098
"2011-08-30",32.0425,33.018215,31.908066,32.844753,1614600,29.538904
"2011-08-31",33.117954,33.330441,32.701649,32.927147,1748800,29.613001
"2011-09-01",32.862099,33.226364,32.333046,32.380745,1118400,29.121593
"2011-09-02",31.552471,31.925411,31.322636,31.461405,787000,28.294786
"2011-09-06",30.459671,31.179531,30.355595,31.097137,871800,27.967188
"2011-09-07",31.673895,32.168255,31.613182,32.120556,953900,28.887592
"2011-09-08",31.782307,32.350391,31.552471,31.669558,1173200,28.481995
"2011-09-09",31.248917,31.357328,30.563747,30.845619,1701500,27.74098
"2011-09-12",30.403296,30.95837,29.947962,30.537727,1223700,27.464075
"2011-09-13",30.706852,31.461405,30.516045,31.357328,1107300,28.201185
"2011-09-14",31.448395,32.866436,30.810928,32.428448,1625900,29.164501
"2011-09-15",32.76236,33.183002,32.502167,33.148308,1467500,29.811909
"2011-09-16",33.365135,33.612316,33.018215,33.473549,1809900,30.104406
"2011-09-19",32.740677,33.404163,32.181267,33.243713,1462400,29.897707
"2011-09-20",33.4562,33.885517,33.139637,33.14397,1715800,29.807999
"2011-09-21",33.061577,33.421509,31.587164,31.591501,1194700,28.411791
"2011-09-22",30.234171,30.680832,29.449263,29.80052,2740900,26.801071
"2011-09-23",29.64007,30.667824,29.418907,29.848223,1673600,26.843973
"2011-09-26",30.039028,30.563747,29.358196,30.5464,1546600,27.471874
"2011-09-27",31.487425,32.935818,31.348656,32.39809,2169700,29.137201
"2011-09-28",32.437122,32.437122,31.257589,31.313963,2206300,28.293182
"2011-09-29",32.150909,32.150909,30.281874,31.079792,1342500,28.081604
"2011-09-30",30.433651,30.910667,29.969645,29.991327,1416300,27.098137
"2011-10-03",29.670425,30.268864,28.542931,28.547268,2350700,25.793385
"2011-10-04",28.074589,29.271465,27.671291,29.150043,2775900,26.338009
"2011-10-05",29.280138,30.208153,28.959236,30.078056,2264400,27.176498
"2011-10-06",30.056376,31.170858,29.557676,30.967043,1449000,27.979727
"2011-10-07",31.088465,31.405031,30.420641,30.797918,1206200,27.826908
"2011-10-10",31.500433,32.189938,31.387684,32.181267,1330100,29.076817
"2011-10-11",31.812662,32.441456,31.812662,32.194275,828500,29.088572
"2011-10-12",32.554207,33.187336,32.359062,32.701649,1028200,29.547001
"2011-10-13",32.380745,32.666954,32.02515,32.476151,646100,29.34326
"2011-10-14",32.055508,33.382481,32.055508,33.378143,789500,30.158236
"2011-10-17",33.148308,33.148308,32.21162,32.315697,1421600,29.198275
"2011-10-18",32.21162,33.516911,31.799654,33.343452,1363900,30.12689
"2011-10-19",33.14397,33.204685,32.081528,32.215958,1402700,29.108164
"2011-10-20",32.463139,32.836079,31.799654,32.328709,2098600,29.210033
"2011-10-21",32.979183,32.979183,32.528187,32.914139,1819600,29.738993
"2011-10-24",33.091934,33.950565,33.013878,33.915871,1259300,30.644089
"2011-10-25",33.69471,34.119686,32.875107,32.92281,1265000,29.74683
"2011-10-26",33.278404,34.098003,32.740677,33.846489,1339000,30.58139
"2011-10-27",35.320904,36.565483,34.904598,36.058109,1914600,32.579674
"2011-10-28",35.594101,36.006073,35.459671,35.741543,1260600,32.29364
"2011-10-31",34.986992,35.411968,34.206417,34.210754,1288300,30.910526
"2011-11-01",32.775368,34.830875,32.528187,33.976582,2407200,30.698944
"2011-11-02",33.69471,35.294884,33.690372,35.151779,1823300,31.760771
"2011-11-03",35.620121,36.483089,34.878578,36.344318,1692300,32.838284
"2011-11-04",36.084129,36.344318,35.351257,36.209888,1217700,32.716805
"2011-11-07",36.036427,36.552471,35.823936,36.470078,1190100,32.951893
"2011-11-08",36.578491,36.795315,35.967041,36.613182,923700,33.0812
"2011-11-09",35.420643,35.607113,34.46661,34.705116,1485200,31.357195
"2011-11-10",35.403297,35.823936,34.835213,35.537727,1203200,32.109493
"2011-11-11",36.196877,36.522118,35.832611,36.183868,1320100,32.693295
"2011-11-14",36.097137,36.192543,35.511707,35.680832,1240800,32.238785
"2011-11-15",35.58543,35.888985,35.130096,35.702515,998400,32.258381
"2011-11-16",35.195145,35.967041,35.021683,35.173462,1168900,31.780373
"2011-11-17",35.143105,35.268864,33.972248,34.189072,1031700,30.890928
"2011-11-18",34.501301,35.078056,34.219429,34.78751,1325900,31.431646
"2011-11-21",33.85516,34.366871,33.777103,34.154381,901600,30.859592
"2011-11-22",33.941891,34.327839,33.399826,33.638336,1681700,30.393332
"2011-11-23",33.365135,33.959236,33.078926,33.191673,1530000,29.989754
