"","XRX.Open","XRX.High","XRX.Low","XRX.Close","XRX.Volume","XRX.Adjusted"
"2003-12-12",32.068512,32.147564,31.46245,31.567852,1645000,27.103981
"2003-12-15",31.936758,32.252964,31.304348,31.3834,1095100,26.94562
"2003-12-16",31.330698,31.96311,31.330698,31.857708,1098600,27.352863
"2003-12-17",31.857708,32.806324,31.778656,32.727272,2436300,28.099457
"2003-12-18",32.727272,34.492752,32.674572,34.334652,5469400,29.479553
"2003-12-19",34.413704,34.440052,33.75494,34.2556,3326100,29.411678
"2003-12-22",34.2556,34.888012,34.229248,34.729908,2658200,29.818903
"2003-12-23",35.098816,36.152832,34.96706,36.126484,2974900,31.018003
"2003-12-24",35.96838,36.600792,35.889328,36.363636,1274300,31.221626
"2003-12-26",36.363636,36.442688,35.494072,35.836628,784200,30.769129
"2003-12-29",36.02108,36.442688,35.283268,35.994728,1399100,30.904869
"2003-12-30",35.678524,36.205532,35.599472,35.96838,1589700,30.882257
"2003-12-31",35.731224,36.52174,35.599472,36.363636,1489700,31.221626
"2004-01-02",35.889328,36.57444,35.573124,35.810276,1722800,30.746504
"2004-01-05",35.810276,36.46904,35.731224,36.416336,1562800,31.266867
"2004-01-06",35.889328,37.0751,35.836628,37.0751,4152800,31.832472
"2004-01-07",36.837944,37.364952,36.495388,37.206852,1605900,31.945604
"2004-01-08",36.758892,37.654808,36.758892,37.312252,1886100,32.036102
"2004-01-09",36.916996,37.417656,36.57444,36.785244,2164400,31.583612
"2004-01-12",36.653492,37.101448,36.52174,36.969696,1672700,31.741983
"2004-01-13",36.890644,37.259552,35.573124,36.231884,1989400,31.108501
"2004-01-14",36.231884,36.337284,35.994728,36.231884,1182900,31.108501
"2004-01-15",36.231884,36.258236,35.810276,36.047432,1865600,30.950127
"2004-01-16",36.179184,36.205532,35.36232,35.625824,1846200,30.588139
"2004-01-20",35.836628,35.836628,35.098816,35.388668,1866500,30.38452
"2004-01-21",35.388668,36.205532,34.940712,36.047432,1025100,30.950127
"2004-01-22",35.889328,36.258236,35.283268,35.283268,1362100,30.294018
"2004-01-23",35.256916,36.126484,35.151516,35.91568,1252200,30.837008
"2004-01-26",35.704876,36.890644,35.678524,36.758892,2080400,31.560982
"2004-01-27",38.866932,40.342556,38.260868,39.920948,10436100,34.275906
"2004-01-28",39.288536,39.815548,38.866932,38.94598,2655300,33.438801
"2004-01-29",38.998684,39.34124,37.918312,38.972332,1841600,33.461437
"2004-01-30",38.023716,38.814228,37.391304,38.577076,2515700,33.122059
"2004-02-02",38.814228,39.235836,38.445324,38.814228,2499700,33.325691
"2004-02-03",38.735176,38.735176,37.444004,37.78656,2676500,32.443333
"2004-02-04",37.338604,37.865612,37.285904,37.602108,2661600,32.284969
"2004-02-05",37.549408,38.208168,37.338604,38.208168,1777600,32.805328
"2004-02-06",38.076416,39.868248,38.076416,39.868248,3919900,34.230667
"2004-02-09",40.0527,40.079052,39.420288,39.683796,1995400,34.0723
"2004-02-10",39.683796,39.789196,39.262188,39.525692,1301300,33.936546
"2004-02-11",39.367588,39.920948,39.183136,39.604744,2976700,34.004425
"2004-02-12",39.683796,40.50066,39.631092,40.210804,1634200,34.52478
"2004-02-13",40.579712,40.948616,39.525692,39.657444,1377500,34.049671
"2004-02-17",40.184452,40.685112,39.525692,40.316204,3182200,34.615273
"2004-02-18",40.447956,40.527008,40.0527,40.210804,1090900,34.52478
"2004-02-19",40.289856,40.447956,38.682476,38.708828,1592000,33.235191
"2004-02-20",38.998684,39.235836,37.285904,37.971016,4326200,32.601707
"2004-02-23",38.076416,38.208168,37.206852,37.496708,1994100,32.194462
"2004-02-24",37.364952,37.364952,36.389988,36.706192,1474000,31.515732
"2004-02-25",37.022396,37.470356,36.785244,37.154152,1410800,31.900352
"2004-02-26",37.891964,38.18182,37.048748,37.285904,1278900,32.013466
"2004-02-27",34.782608,37.68116,34.782608,37.259552,1056400,31.990839
"2004-03-01",37.259552,37.997364,37.259552,37.62846,1872500,32.307602
"2004-03-02",37.812912,38.050064,37.154152,37.444004,2631600,32.14922
"2004-03-03",37.496708,37.68116,37.1805,37.523056,1171000,32.217091
"2004-03-04",37.549408,37.654808,37.312252,37.549408,1693300,32.239712
"2004-03-05",37.285904,37.68116,37.0751,37.364952,1218700,32.081345
"2004-03-08",37.312252,37.760212,36.67984,36.758892,1577300,31.560982
"2004-03-09",36.495388,36.706192,35.862976,36.363636,2062600,31.221626
"2004-03-10",36.62714,37.1805,36.363636,36.62714,2041100,31.447859
"2004-03-11",35.704876,37.048748,35.177864,36.258236,1614400,31.131123
"2004-03-12",36.231884,37.0751,36.205532,37.0751,2025600,31.832472
"2004-03-15",36.758892,36.943348,35.994728,36.363636,1145900,31.221626
