"","XRX.Open","XRX.High","XRX.Low","XRX.Close","XRX.Volume","XRX.Adjusted"
"2009-10-28",20.184454,20.368906,19.683794,19.736496,5496600,17.183052
"2009-10-29",20.0527,20.395256,19.97365,20.316206,5613100,17.687757
"2009-10-30",20.342556,20.342556,19.683794,19.815546,7705400,17.251869
"2009-11-02",19.710144,20,19.288538,19.736496,7194200,17.183052
"2009-11-03",19.657444,19.9473,19.499342,19.920948,4989200,17.343639
"2009-11-04",20.02635,21.212122,20.02635,20.869566,14760900,18.169523
"2009-11-05",20.895916,21.18577,20.816864,20.922266,7606600,18.215416
"2009-11-06",20.790514,21.080368,20.685112,20.895916,4018200,18.192471
"2009-11-09",21.054018,21.264822,20.948616,21.264822,5041300,18.513647
"2009-11-10",20.948616,21.080368,20.57971,20.658762,5695600,17.985996
"2009-11-11",20.843214,20.895916,20.342556,20.790514,5846500,18.100708
"2009-11-12",20.711462,21.080368,20.55336,20.685112,8159000,18.008936
"2009-11-13",20.685112,20.843214,20.474308,20.711462,5429400,18.031876
"2009-11-16",20.790514,21.212122,20.764164,21.10672,5776900,18.376003
"2009-11-17",21.10672,21.212122,20.843214,21.054018,5783300,18.330116
"2009-11-18",21.080368,21.080368,20.737812,20.922266,4647800,18.215416
"2009-11-19",20.737812,20.816864,20.342556,20.500658,6136000,17.848345
"2009-11-20",20.368906,20.737812,20.368906,20.632412,3804400,17.963055
"2009-11-23",20.922266,21.001318,20.790514,20.895916,4599000,18.192471
"2009-11-24",20.895916,20.948616,20.711462,20.869566,2994800,18.169523
"2009-11-25",20.948616,20.948616,20.737812,20.843214,3651500,18.14658
"2009-11-27",20.210804,20.658762,19.894598,20.52701,1914200,17.871284
"2009-11-30",20.421608,20.55336,20.131752,20.289856,3964000,17.664822
"2009-12-01",20.500658,20.816864,20.368906,20.632412,5062900,17.963055
"2009-12-02",20.474308,20.764164,20.447958,20.55336,3634000,17.894232
"2009-12-03",20.60606,20.658762,20.368906,20.447958,2495400,17.802462
"2009-12-04",20.685112,20.869566,20.500658,20.843214,7850100,18.14658
"2009-12-07",20.895916,21.080368,20.60606,20.816864,3249900,18.12364
"2009-12-08",20.632412,20.711462,20.500658,20.55336,3222100,17.894232
"2009-12-09",20.500658,20.869566,20.263504,20.816864,3798100,18.12364
"2009-12-10",20.922266,21.13307,20.737812,20.764164,4511400,18.077757
"2009-12-11",20.790514,21.027668,20.764164,20.895916,2997800,18.192471
"2009-12-14",21.001318,21.73913,20.948616,21.66008,7309600,18.857761
"2009-12-15",21.71278,22.187088,21.370224,22.028986,9095000,19.178944
"2009-12-16",22.108036,22.977602,22.028986,22.160738,11777600,19.29365
"2009-12-17",22.081686,22.31884,21.791832,22.213438,4642800,19.339535
"2009-12-18",22.29249,22.450592,21.897234,22.055336,4484500,19.201881
"2009-12-21",22.160738,22.450592,21.976284,22.345192,2622000,19.454241
"2009-12-22",22.31884,22.8195,22.23979,22.608696,4330300,19.683651
"2009-12-23",22.608696,22.687748,22.397892,22.529644,2013500,19.614828
"2009-12-24",22.635046,22.951252,22.503294,22.793148,914600,19.844244
"2009-12-28",22.740448,22.924902,22.26614,22.345192,3914600,19.454241
"2009-12-29",22.345192,22.89855,22.26614,22.608696,3301400,19.721161
"2009-12-30",22.503294,22.84585,22.397892,22.8195,2737200,19.905046
"2009-12-31",22.687748,22.8195,22.23979,22.29249,3602300,19.445341
"2010-01-04",22.503294,23.083004,22.31884,22.740448,5112800,19.836086
"2010-01-05",22.740448,22.793148,22.555994,22.766798,3255800,19.859074
"2010-01-06",22.766798,22.84585,22.503294,22.555994,2634300,19.67519
"2010-01-07",22.476944,22.714098,22.424242,22.661396,4508500,19.767132
"2010-01-08",22.608696,22.766798,22.424242,22.582346,2460100,19.698183
"2010-01-11",22.714098,23.293808,22.582346,23.135704,5275200,20.180855
"2010-01-12",22.8722,23.47826,22.8722,23.320158,7099000,20.341753
"2010-01-13",23.39921,23.636364,23.214756,23.583662,4219000,20.571615
"2010-01-14",23.47826,23.715416,23.320158,23.42556,3510200,20.433693
"2010-01-15",23.320158,23.42556,23.162056,23.293808,4374500,20.318773
"2010-01-19",23.267458,23.820816,23.162056,23.768116,6779000,20.732508
"2010-01-20",23.504612,23.583662,23.003952,23.42556,7888600,20.433693
"2010-01-21",24.137022,24.980238,24.057972,24.453228,16789100,21.330114
"2010-01-22",24.216074,24.426878,23.47826,23.636364,8298300,20.617582
"2010-01-25",23.794466,24.00527,23.346508,23.42556,5566500,20.433693
"2010-01-26",23.37286,23.557312,22.977602,23.346508,4119700,20.364746
"2010-01-27",23.267458,23.47826,22.951252,23.42556,6952500,20.433693
"2010-01-28",23.39921,23.583662,23.135704,23.241106,6851900,20.272802
"2010-01-29",23.45191,23.47826,22.951252,22.977602,8472100,20.042953
"2010-02-01",23.056654,23.636364,23.003952,23.636364,5481000,20.617582
"2010-02-02",23.662714,24.137022,23.530962,24.057972,9339500,20.985338
"2010-02-03",23.95257,24.163372,23.636364,23.689064,4979900,20.663546
"2010-02-04",23.662714,23.820816,22.740448,22.793148,9426400,19.882059
"2010-02-05",22.529644,22.661396,22.002636,22.31884,13822700,19.468332
"2010-02-08",22.108036,22.424242,21.73913,22.26614,4862000,19.422352
"2010-02-09",22.476944,22.529644,21.607378,22.081686,10354700,19.261463
"2010-02-10",22.108036,22.503294,22.055336,22.26614,4060400,19.422352
"2010-02-11",22.31884,23.214756,22.134388,23.083004,8799300,20.134888
"2010-02-12",22.661396,23.39921,22.503294,23.109354,5133800,20.157879
"2010-02-16",22.924902,23.45191,22.89855,23.346508,3764400,20.364746
"2010-02-17",23.45191,23.794466,23.188406,23.504612,5204300,20.502653
"2010-02-18",23.530962,24.216074,23.37286,24.163372,6824600,21.077278
"2010-02-19",24.00527,24.426878,23.95257,24.242424,5454800,21.146235
"2010-02-22",24.505928,24.53228,24.216074,24.347826,4756700,21.238174
"2010-02-23",24.295126,24.321476,23.820816,23.97892,3016000,20.916386
"2010-02-24",24.137022,24.400528,23.95257,24.374176,4016000,21.261156
"2010-02-25",24.03162,24.53228,23.97892,24.479578,4453400,21.353102
"2010-02-26",24.479578,24.769434,24.268774,24.690382,4177400,21.536976
"2010-03-01",24.716732,25.243742,24.716732,25.16469,4754600,21.950708
"2010-03-02",25.13834,25.296442,24.874836,25.032938,4394300,21.835793
"2010-03-03",25.296442,25.559948,25.032938,25.085638,3914800,21.881754
"2010-03-04",25.322794,25.401844,24.769434,25.13834,5883200,21.927725
"2010-03-05",25.349144,26.086956,25.243742,26.007906,5264900,22.686234
"2010-03-08",26.086956,26.534914,26.034256,26.113306,5248900,22.778173
"2010-03-09",25.559948,26.034256,25.480896,25.66535,3491000,22.387428
"2010-03-10",25.77075,26.007906,25.533596,25.955204,4677000,22.640265
"2010-03-11",25.797102,26.350462,25.71805,26.350462,4959700,22.985035
"2010-03-12",26.350462,26.350462,25.849802,26.060606,5271700,22.732203
"2010-03-15",25.955204,26.482214,25.902504,26.403162,5439800,23.031006
"2010-03-16",26.640316,26.798418,26.376812,26.587616,4867700,23.191904
"2010-03-17",26.640316,26.666666,25.955204,26.086956,6888700,22.755186
"2010-03-18",26.166008,26.166008,25.6917,25.981554,4593300,22.663248
"2010-03-19",25.217392,26.192358,25.085638,25.217392,6757100,21.996675
"2010-03-22",25.059288,26.060606,24.901186,26.007906,5415300,22.686234
"2010-03-23",26.139658,26.666666,25.797102,26.640316,5664600,23.237869
"2010-03-24",26.455862,26.508564,25.955204,25.981554,3344400,22.663248
"2010-03-25",26.166008,26.32411,25.349144,25.349144,4861400,22.111599
"2010-03-26",25.480896,25.928854,25.401844,25.559948,2746300,22.295492
"2010-03-29",25.428194,25.6917,25.375494,25.638998,2680500,22.401686
"2010-03-30",25.428194,25.7444,25.375494,25.533596,2370600,22.309599
"2010-03-31",25.559948,25.77075,25.296442,25.6917,4413700,22.447737
"2010-04-01",25.849802,26.350462,25.77075,26.32411,3869800,23.000298
"2010-04-05",26.350462,27.40448,26.086956,27.351778,6606100,23.898203
"2010-04-06",27.325428,27.325428,26.82477,27.061924,4457200,23.644953
"2010-04-07",26.85112,27.114624,26.350462,26.772068,4759900,23.391691
"2010-04-08",26.613966,27.48353,26.192358,27.45718,5687500,23.990295
"2010-04-09",27.45718,27.667984,27.246376,27.509882,5549900,24.036345
"2010-04-12",27.694334,27.799736,27.43083,27.641634,2994800,24.151461
"2010-04-13",27.37813,27.667984,27.351778,27.536232,7144500,24.059364
"2010-04-14",27.43083,27.98419,27.351778,27.799736,4770300,24.2896
"2010-04-15",27.799736,27.799736,27.40448,27.641634,4907500,24.151461
"2010-04-16",27.48353,27.773386,27.061924,27.193676,5957200,23.760067
"2010-04-19",27.088274,28.379446,26.82477,28.221344,9450700,24.657978
"2010-04-20",28.300396,29.16996,27.826086,28.300396,7390500,24.727045
"2010-04-21",28.458498,28.695652,27.799736,27.931488,5176600,24.404709
"2010-04-22",27.641634,27.852438,26.90382,27.536232,5323000,24.059364
"2010-04-23",29.776022,30.88274,28.405798,29.828722,30089000,26.062401
"2010-04-26",29.301712,30.27668,29.249012,29.907774,10595700,26.131472
"2010-04-27",29.802372,29.802372,28.405798,28.484848,9471000,24.88821
"2010-04-28",28.669302,29.565218,28.326746,29.249012,9007100,25.555883
"2010-04-29",29.617918,29.69697,28.959156,29.565218,7044200,25.832163
"2010-04-30",29.565218,29.644268,28.5639,28.722002,7185400,25.095419
"2010-05-03",28.959156,29.354414,28.484848,29.11726,5496900,25.440763
"2010-05-04",28.326746,28.379446,27.45718,27.931488,7485900,24.404709
"2010-05-05",27.667984,28.221344,26.956522,27.45718,8345800,23.990295
"2010-05-06",27.299078,27.509882,24.00527,26.455862,11159300,23.115412
"2010-05-07",26.455862,26.85112,24.901186,25.638998,10297500,22.401686
"2010-05-10",27.272728,27.799736,26.561264,26.719368,9936300,23.345644
"2010-05-11",26.693018,27.299078,26.192358,26.613966,6762900,23.253553
"2010-05-12",26.719368,27.193676,26.640316,26.85112,5165900,23.460764
"2010-05-13",26.85112,27.852438,26.693018,27.140974,7576800,23.714014
"2010-05-14",26.90382,27.272728,26.086956,26.403162,5538300,23.069361
"2010-05-17",26.350462,26.85112,25.7444,26.613966,6110800,23.253553
"2010-05-18",26.798418,27.114624,26.218708,26.376812,6762000,23.046343
"2010-05-19",26.113306,26.32411,25.19104,25.270092,7948400,22.079359
"2010-05-20",24.690382,24.690382,23.610014,24.03162,13223900,20.997265
"2010-05-21",23.662714,24.637682,23.214756,24.295126,6553800,21.227493
"2010-05-24",23.530962,24.347826,23.241106,23.583662,7526700,20.605871
"2010-05-25",22.951252,24.057972,22.29249,23.95257,11159900,20.9282
"2010-05-26",24.163372,24.321476,23.530962,23.689064,7805500,20.697958
"2010-05-27",24.321476,24.980238,23.873518,24.927536,7430100,21.780062
"2010-05-28",25.006588,25.032938,24.321476,24.53228,7189500,21.434713
"2010-06-01",24.901186,25.6917,23.530962,23.583662,9645600,20.605871
"2010-06-02",23.741766,24.295126,23.39921,24.295126,7096500,21.227493
"2010-06-03",24.295126,24.743084,24.216074,24.426878,5078000,21.342615
"2010-06-04",23.794466,23.97892,23.320158,23.39921,6511300,20.444704
"2010-06-07",23.42556,23.610014,22.661396,22.714098,7644000,19.8461
"2010-06-08",22.793148,22.84585,21.897234,22.555994,9302700,19.707958
"2010-06-09",22.661396,23.188406,22.160738,22.371542,11002300,19.546799
"2010-06-10",22.687748,23.873518,22.687748,23.768116,12306300,20.767036
"2010-06-11",23.557312,24.03162,23.293808,23.768116,6048500,20.767036
"2010-06-14",24.00527,24.664032,23.873518,24.110672,4474400,21.066338
"2010-06-15",24.216074,24.953886,24.137022,24.927536,5375900,21.780062
"2010-06-16",24.743084,25.059288,24.637682,24.874836,3317100,21.734013
"2010-06-17",25.085638,25.243742,24.61133,24.927536,4362300,21.780062
"2010-06-18",24.901186,25.270092,24.690382,24.848484,5021300,21.710991
"2010-06-21",25.322794,25.71805,24.347826,24.637682,4685800,21.526804
"2010-06-22",24.664032,24.874836,24.00527,24.057972,4792200,21.02029
"2010-06-23",24.084322,24.347826,23.583662,23.768116,5001900,20.767036
"2010-06-24",23.715416,23.715416,22.924902,23.109354,3956700,20.19145
"2010-06-25",23.214756,23.293808,22.661396,23.030304,5944600,20.122379
"2010-06-28",22.951252,23.214756,22.714098,22.951252,3309100,20.090391
"2010-06-29",22.661396,22.661396,21.76548,21.976284,5625400,19.236946
"2010-06-30",21.870882,21.923584,20.895916,21.18577,13422000,18.544973
"2010-07-01",21.238472,21.475626,20.210804,21.001318,13671000,18.383511
"2010-07-02",20.974968,21.238472,20.737812,21.054018,6534100,18.42964
"2010-07-06",21.317524,21.607378,20.632412,20.843214,6559300,18.245115
"2010-07-07",20.843214,21.449276,20.790514,21.396574,7328100,18.729502
"2010-07-08",21.633728,21.66008,21.264822,21.528326,7392800,18.844831
"2010-07-09",21.581028,21.818182,21.370224,21.66008,6459800,18.960154
"2010-07-12",21.71278,22.26614,21.66008,22.134388,6146300,19.37534
"2010-07-13",22.397892,22.977602,22.397892,22.740448,5511700,19.905861
"2010-07-14",22.687748,22.951252,22.31884,22.687748,5481500,19.859728
"2010-07-15",22.661396,22.84585,22.108036,22.687748,4580400,19.859728
"2010-07-16",22.608696,22.661396,21.68643,21.870882,5170600,19.144688
"2010-07-19",21.949934,22.345192,21.73913,22.23979,4187500,19.467606
"2010-07-20",21.791832,22.397892,21.291172,22.31884,7335000,19.536802
"2010-07-21",22.476944,22.8195,21.870882,22.160738,7349700,19.398409
"2010-07-22",23.241106,24.61133,23.241106,23.794466,12470000,20.828493
"2010-07-23",23.636364,24.400528,23.346508,24.374176,7776300,21.335941
"2010-07-26",24.58498,25.11199,24.110672,25.11199,8523700,21.981791
"2010-07-27",25.270092,25.586298,24.953886,25.217392,9613900,22.074053
"2010-07-28",25.217392,25.296442,24.664032,25.085638,5720400,21.958719
"2010-07-29",25.16469,25.559948,25.16469,25.375494,8456400,22.212452
"2010-07-30",25.059288,25.981554,24.953886,25.66535,7476100,22.466173
"2010-08-02",25.66535,26.32411,25.428194,25.876152,7038200,22.6507
"2010-08-03",25.823452,25.955204,25.085638,25.428194,5972700,22.258577
"2010-08-04",25.586298,25.7444,25.217392,25.66535,4743700,22.466173
"2010-08-05",25.533596,25.533596,25.032938,25.401844,3587200,22.235508
"2010-08-06",25.059288,25.349144,24.61133,25.270092,3333500,22.120186
"2010-08-09",25.375494,25.849802,25.375494,25.6917,3500000,22.489241
"2010-08-10",25.454546,25.612648,24.716732,25.349144,5586400,22.189381
"2010-08-11",24.848484,24.980238,24.163372,24.426878,6605800,21.38208
"2010-08-12",24.163372,24.163372,23.557312,23.97892,4964700,20.989954
"2010-08-13",23.847168,24.295126,23.662714,23.741766,3378500,20.78236
"2010-08-16",23.583662,23.847168,23.39921,23.768116,2466700,20.805428
"2010-08-17",23.847168,24.61133,23.820816,24.347826,3699700,21.312881
"2010-08-18",24.400528,24.58498,24.137022,24.400528,3971700,21.359009
"2010-08-19",24.242424,24.400528,23.320158,23.847168,2343200,20.87463
"2010-08-20",23.47826,23.899868,23.320158,23.636364,3720000,20.690102
"2010-08-23",23.794466,23.794466,23.188406,23.188406,3606900,20.297979
"2010-08-24",22.84585,22.84585,22.055336,22.29249,7847200,19.513733
"2010-08-25",22.134388,22.766798,21.923584,22.635046,4272300,19.813589
"2010-08-26",22.793148,23.109354,22.213438,22.31884,4993300,19.536802
"2010-08-27",22.450592,22.8195,21.923584,22.766798,5545100,19.928921
"2010-08-30",22.661396,22.977602,22.26614,22.29249,3038600,19.513733
"2010-08-31",22.213438,22.476944,21.923584,22.26614,5081600,19.490673
"2010-09-01",22.661396,23.37286,22.635046,23.241106,4247900,20.344114
"2010-09-02",23.267458,23.610014,22.740448,23.530962,3035500,20.597841
"2010-09-03",23.847168,24.242424,23.610014,23.95257,4036200,20.96689
"2010-09-07",23.847168,23.926218,23.39921,23.45191,2043900,20.528641
"2010-09-08",23.636364,23.715416,23.45191,23.583662,3111000,20.643967
"2010-09-09",23.899868,24.268774,23.741766,24.084322,3949400,21.082216
"2010-09-10",24.163372,24.505928,23.95257,24.00527,3784400,21.013021
"2010-09-13",25.823452,26.32411,25.243742,25.849802,10204700,22.62763
"2010-09-14",25.876152,26.060606,25.296442,25.296442,6116000,22.143248
"2010-09-15",25.428194,25.955204,25.270092,25.6917,4755100,22.489241
"2010-09-16",25.7444,26.956522,25.638998,26.482214,10519200,23.181213
"2010-09-17",26.745718,26.82477,26.24506,26.613966,6946800,23.296545
"2010-09-20",26.930172,27.45718,26.534914,27.299078,5548500,23.896259
"2010-09-21",27.40448,27.45718,26.745718,27.061924,5322000,23.688665
"2010-09-22",27.061924,27.167326,26.693018,26.87747,3398700,23.527201
"2010-09-23",26.666666,27.45718,26.534914,26.772068,4087800,23.434942
"2010-09-24",27.325428,28.01054,27.272728,27.720686,4847300,24.265312
"2010-09-27",27.667984,27.826086,27.37813,27.667984,4846800,24.219173
"2010-09-28",27.667984,27.931488,27.009222,27.799736,4300300,24.371944
"2010-09-29",27.799736,28.03689,26.956522,27.114624,5677300,23.771309
"2010-09-30",27.40448,27.852438,26.930172,27.272728,4428600,23.909922
"2010-10-01",27.43083,27.720686,27.140974,27.667984,3724900,24.256432
"2010-10-04",27.536232,28.03689,27.193676,27.509882,3524900,24.11783
"2010-10-05",27.747036,28.405798,27.720686,28.247694,5241300,24.764669
"2010-10-06",28.194994,28.484848,27.931488,28.300396,3660200,24.81086
"2010-10-07",28.432148,28.53755,27.95784,28.300396,4594700,24.81086
"2010-10-08",28.353096,29.14361,28.247694,28.853754,5001400,25.295998
"2010-10-11",28.932806,29.538866,28.906456,29.09091,5312100,25.50391
"2010-10-12",28.985508,29.459816,28.748354,29.407114,4057600,25.781134
"2010-10-13",29.644268,29.72332,29.16996,29.19631,4558900,25.596319
"2010-10-14",29.14361,29.301712,28.722002,29.064558,4730300,25.480806
"2010-10-15",29.19631,29.433466,28.853754,29.14361,4303100,25.550117
"2010-10-18",29.11726,29.67062,29.011858,29.565218,4326000,25.919743
"2010-10-19",29.19631,29.354414,28.484848,28.827404,4913000,25.272898
"2010-10-20",28.932806,29.776022,28.827404,29.222662,7522500,25.619427
"2010-10-21",29.855072,30.013176,29.09091,29.538866,7858700,25.896637
"2010-10-22",29.644268,30.144928,29.433466,30.092226,5690700,26.381765
"2010-10-25",30.144928,30.90909,30.092226,30.566534,5772700,26.79759
"2010-10-26",30.540184,30.540184,29.72332,30.27668,7381500,26.54348
"2010-10-27",30.065876,30.540184,29.776022,30.434782,4050700,26.682083
"2010-10-28",30.671936,30.90909,30.039526,30.777338,4458300,26.982393
"2010-10-29",30.645586,30.83004,30.434782,30.83004,3208500,27.028603
"2010-11-01",30.935442,31.357048,30.355732,30.592886,3804800,26.820692
"2010-11-02",30.935442,31.225296,30.777338,30.88274,2246500,27.074802
"2010-11-03",30.88274,31.093544,30.355732,30.83004,4278700,27.028603
"2010-11-04",31.251646,31.515152,31.146246,31.4361,3774200,27.559938
"2010-11-05",31.357048,31.488802,31.146246,31.357048,2323900,27.490629
"2010-11-08",31.093544,31.304348,30.724638,30.90909,4435200,27.097908
"2010-11-09",31.014492,31.488802,30.83004,31.014492,3910100,27.19031
"2010-11-10",30.988142,31.093544,30.197628,30.487484,4941600,26.728287
"2010-11-11",30.382082,30.408432,29.249012,30.144928,7444400,26.427965
"2010-11-12",29.881422,30.144928,29.328064,29.74967,6238200,26.081442
"2010-11-15",29.776022,30.25033,29.617918,29.802372,4335900,26.127655
"2010-11-16",29.512516,29.644268,28.853754,29.064558,4464900,25.480806
"2010-11-17",29.011858,29.486166,28.853754,29.354414,4263000,25.734926
"2010-11-18",29.74967,30.698288,29.74967,30.592886,5983300,26.820692
"2010-11-19",30.540184,30.935442,30.197628,30.777338,3522500,26.982393
"2010-11-22",30.540184,30.961792,30.30303,30.88274,2521000,27.074802
"2010-11-23",30.434782,30.566534,29.855072,30.30303,3693900,26.56657
"2010-11-24",30.645586,31.093544,30.540184,31.093544,2040200,27.259617
"2010-11-26",30.90909,31.093544,30.671936,30.988142,938800,27.167212
"2010-11-29",30.698288,30.777338,30.013176,30.566534,3780300,26.79759
"2010-11-30",30.27668,30.540184,30.039526,30.197628,3216500,26.474171
"2010-12-01",30.645586,31.357048,30.487484,30.988142,5020500,27.167212
"2010-12-02",30.90909,31.251646,30.750988,31.014492,6158400,27.19031
"2010-12-03",30.935442,31.357048,30.85639,31.172596,2486100,27.328924
"2010-12-06",31.093544,31.251646,30.88274,31.093544,1888200,27.259617
"2010-12-07",31.4361,31.541502,31.172596,31.251646,2376500,27.39823
"2010-12-08",31.277998,31.4361,30.90909,31.40975,3110000,27.536827
"2010-12-09",31.541502,31.752306,31.357048,31.646904,4669000,27.744745
"2010-12-10",31.673254,31.778656,31.4361,31.620554,2779800,27.721645
"2010-12-13",31.752306,31.831358,31.40975,31.40975,2424800,27.536827
"2010-12-14",31.3834,31.541502,31.172596,31.357048,3162200,27.490629
"2010-12-15",31.198946,31.304348,30.540184,30.566534,4183000,26.79759
"2010-12-16",30.592886,31.225296,30.513834,31.119894,3065800,27.282724
"2010-12-17",31.093544,31.251646,30.80369,30.961792,3762600,27.14411
"2010-12-20",30.961792,31.251646,30.85639,31.093544,3245900,27.259617
"2010-12-21",31.251646,31.40975,31.067194,31.330698,2329700,27.467527
"2010-12-22",31.304348,31.330698,30.80369,30.988142,3470800,27.167212
"2010-12-23",30.935442,31.040844,30.645586,30.80369,1327100,27.005505
"2010-12-27",30.645586,30.777338,30.513834,30.645586,1862800,26.866896
"2010-12-28",30.724638,30.750988,30.197628,30.513834,2807600,26.751385
"2010-12-29",30.461134,30.935442,30.355732,30.619236,2287300,26.881231
"2010-12-30",30.540184,30.619236,30.223978,30.25033,2301900,26.557365
"2010-12-31",30.197628,30.566534,30.144928,30.355732,1892200,26.649897
"2011-01-03",30.619236,31.014492,30.408432,30.85639,3959700,27.089434
"2011-01-04",31.067194,31.067194,30.013176,30.039526,4873100,26.37229
"2011-01-05",29.960474,30.32938,29.855072,30.197628,2552000,26.511091
"2011-01-06",30.27668,30.408432,29.960474,30.197628,2705700,26.511091
"2011-01-07",30.197628,30.355732,29.776022,29.776022,3329200,26.140953
"2011-01-10",29.644268,30.223978,29.565218,30.065876,2741100,26.395426
"2011-01-11",30.171278,30.461134,30.092226,30.25033,3786600,26.557365
"2011-01-12",30.461134,30.461134,30.171278,30.382082,2784700,26.673029
"2011-01-13",30.434782,30.434782,29.69697,29.828722,3462600,26.187227
"2011-01-14",29.828722,30.698288,29.67062,30.619236,3243200,26.881231
"2011-01-18",30.671936,30.85639,30.355732,30.80369,2471200,27.043169
"2011-01-19",30.83004,30.90909,30.30303,30.408432,2634800,26.696161
"2011-01-20",30.27668,30.32938,29.354414,29.380764,4824200,25.793953
"2011-01-21",29.69697,29.776022,28.906456,29.354414,4552900,25.770815
"2011-01-24",29.459816,29.776022,29.222662,29.591568,3080800,25.979025
"2011-01-25",29.538866,30.118578,29.380764,30.039526,4229900,26.37229
"2011-01-26",27.720686,28.458498,27.140974,27.747036,24264700,24.359674
"2011-01-27",27.931488,28.59025,27.615284,28.432148,11227700,24.961145
"2011-01-28",28.458498,28.642952,27.694334,27.799736,11541100,24.405937
"2011-01-31",27.852438,28.063242,27.615284,27.98419,5895000,24.567875
"2011-02-01",28.194994,28.669302,28.089592,28.669302,5635300,25.16935
"2011-02-02",28.353096,28.801054,28.063242,28.6166,3033400,25.123075
"2011-02-03",28.59025,28.801054,28.432148,28.748354,4176000,25.238749
"2011-02-04",28.774704,28.801054,28.484848,28.59025,4278500,25.099947
"2011-02-07",28.748354,28.959156,28.5639,28.669302,3650300,25.16935
"2011-02-08",28.6166,28.827404,28.484848,28.59025,6046800,25.099947
"2011-02-09",28.511198,28.827404,28.326746,28.695652,5952800,25.192478
"2011-02-10",28.432148,28.6166,28.168642,28.5639,4216200,25.076815
"2011-02-11",28.405798,28.985508,28.326746,28.906456,5244000,25.377548
"2011-02-14",28.827404,29.354414,28.53755,29.064558,4131800,25.51635
"2011-02-15",28.985508,29.249012,28.932806,29.16996,3341400,25.608881
"2011-02-16",29.222662,29.960474,29.16996,29.960474,6034100,26.302896
"2011-02-17",29.907774,30.30303,29.72332,29.960474,4756800,26.302896
"2011-02-18",30.013176,30.171278,29.69697,29.828722,2657600,26.187227
"2011-02-22",29.486166,29.617918,28.53755,28.642952,5497700,25.146206
"2011-02-23",28.6166,28.669302,27.826086,28.142292,7096000,24.706676
"2011-02-24",28.194994,28.353096,27.747036,27.95784,4092100,24.544741
"2011-02-25",28.168642,28.326746,27.931488,28.247694,3452900,24.799204
"2011-02-28",28.379446,28.484848,27.931488,28.326746,4311600,24.86861
"2011-03-01",28.274044,28.6166,27.878788,27.98419,5119300,24.567875
"2011-03-02",27.98419,28.274044,27.562582,27.773386,4043900,24.382801
"2011-03-03",28.274044,28.484848,27.95784,28.115942,2954400,24.68354
"2011-03-04",27.931488,28.168642,27.40448,27.641634,3062000,24.267136
"2011-03-07",27.799736,27.931488,27.272728,27.37813,2360700,24.035799
"2011-03-08",27.45718,28.115942,27.299078,27.852438,2231100,24.452202
"2011-03-09",27.720686,28.063242,27.40448,27.615284,3705200,24.244003
"2011-03-10",27.272728,27.45718,27.035574,27.220026,3441100,23.896994
"2011-03-11",27.193676,27.615284,27.140974,27.40448,3343100,24.058939
"2011-03-14",27.114624,27.588932,26.87747,27.220026,3987300,23.896994
"2011-03-15",26.350462,27.009222,26.27141,26.82477,4166100,23.549995
"2011-03-16",26.693018,26.798418,25.77075,26.007906,6874100,22.832853
"2011-03-17",26.376812,26.982872,26.32411,26.719368,5164200,23.457458
"2011-03-18",27.140974,27.45718,26.613966,26.666666,7506300,23.411186
"2011-03-21",27.035574,27.088274,26.772068,27.009222,6279500,23.711929
"2011-03-22",26.956522,27.246376,26.561264,26.719368,3768200,23.457458
"2011-03-23",26.666666,26.982872,26.429512,26.956522,3545100,23.665665
"2011-03-24",27.114624,27.299078,26.90382,27.035574,4101700,23.735064
"2011-03-25",27.114624,28.194994,27.088274,28.115942,6946700,24.68354
"2011-03-28",28.03689,28.353096,27.694334,28.03689,7031300,24.61414
"2011-03-29",27.905138,28.326746,27.747036,28.063242,4066500,24.674681
"2011-03-30",28.274044,28.405798,28.03689,28.089592,2331100,24.697849
"2011-03-31",28.01054,28.326746,28.01054,28.063242,3672100,24.674681
"2011-04-01",28.221344,29.064558,28.115942,28.669302,8937700,25.20756
"2011-04-04",28.669302,28.906456,28.194994,28.5639,5054300,25.114883
"2011-04-05",28.458498,28.853754,28.353096,28.5639,4277300,25.114883
"2011-04-06",28.5639,28.959156,28.326746,28.59025,2928700,25.138052
"2011-04-07",28.5639,28.827404,28.221344,28.59025,2341200,25.138052
"2011-04-08",28.642952,28.642952,28.063242,28.194994,2680600,24.790518
"2011-04-11",28.221344,28.959156,28.142292,28.432148,4223900,24.999041
"2011-04-12",28.221344,28.53755,28.01054,28.353096,3032600,24.929531
"2011-04-13",28.59025,28.695652,28.221344,28.274044,3244600,24.860025
"2011-04-14",28.063242,28.326746,27.98419,28.326746,2154600,24.906366
"2011-04-15",28.511198,28.511198,28.089592,28.274044,3336400,24.860025
"2011-04-18",27.905138,28.168642,27.43083,28.115942,3746600,24.721012
"2011-04-19",28.142292,28.221344,27.562582,27.799736,4846300,24.442984
"2011-04-20",28.221344,28.722002,28.089592,28.59025,7082100,25.138052
"2011-04-21",28.59025,28.748354,26.90382,26.930172,13766000,23.678421
"2011-04-25",27.167326,27.167326,26.086956,26.429512,8695600,23.238222
"2011-04-26",26.403162,26.798418,26.350462,26.561264,9221800,23.354067
"2011-04-27",26.666666,27.009222,26.482214,26.640316,5560800,23.423563
