"","VTR.Open","VTR.High","VTR.Low","VTR.Close","VTR.Volume","VTR.Adjusted"
"2009-09-08",42.434624,43.542309,42.331848,43.508049,2472300,28.161699
"2009-09-09",42.800045,43.508049,42.537399,43.188305,2606900,28.287952
"2009-09-10",43.085533,43.268242,42.297592,43.074112,1994800,28.213148
"2009-09-11",43.199726,43.371017,42.331848,42.822884,1985800,28.048611
"2009-09-14",42.628754,43.587986,42.092041,43.48521,2281500,28.482424
"2009-09-15",43.656502,44.056183,42.514561,43.725021,3338800,28.639498
"2009-09-16",43.782116,44.535801,43.51947,44.433025,3061800,29.103233
"2009-09-17",44.387348,45.552128,43.508049,44.033344,2106000,28.84144
"2009-09-18",44.387348,44.832706,43.599407,44.467285,2675200,29.125669
"2009-09-21",44.067604,44.707092,43.55373,44.261734,2100100,28.991041
"2009-09-22",44.581478,45.495033,44.398766,45.483612,2216400,29.791348
"2009-09-23",45.415096,45.940392,44.672832,44.695671,3206900,29.275263
"2009-09-24",44.969738,45.346581,43.176888,43.736439,3148800,28.646971
"2009-09-25",43.428116,44.29599,42.811466,43.633663,2261100,28.579659
"2009-09-28",44.056183,45.677742,43.793537,45.643486,2364700,29.896069
"2009-09-29",45.57497,45.883293,44.410187,44.512962,1782200,29.155588
"2009-09-30",44.775608,44.992577,43.587986,43.964828,2362700,28.79657
"2009-10-01",44.033344,44.090443,42.651592,42.697269,2897400,27.966331
"2009-10-02",42.251911,43.142628,41.326939,42.320431,2292500,27.719494
"2009-10-05",42.640175,43.782116,42.354687,43.48521,1770000,28.482424
"2009-10-06",43.827793,44.581478,42.708691,43.154049,1985500,28.265512
"2009-10-07",42.788628,43.405277,42.537399,43.29108,1201400,28.355267
"2009-10-08",43.393856,44.216057,43.393856,43.827793,1468000,28.70681
"2009-10-09",43.816376,44.490124,43.405277,44.433025,1107500,29.103233
"2009-10-12",44.844124,44.844124,44.193218,44.490124,764800,29.140636
"2009-10-13",44.238895,45.186707,43.816376,44.969738,2018800,29.454775
"2009-10-14",45.586388,46.96814,45.517872,46.73975,2663600,30.61412
"2009-10-15",46.454266,46.979561,46.260136,46.568459,1738500,30.501921
"2009-10-16",46.066006,46.305813,45.209545,45.883293,1967100,30.053137
"2009-10-19",45.860455,46.796848,45.860455,46.442844,1664000,30.419661
"2009-10-20",46.328651,46.328651,45.437935,45.597809,1995500,29.866161
"2009-10-21",45.380836,46.203037,44.752769,44.992577,1876800,29.469734
"2009-10-22",45.015415,46.38575,44.375927,46.328651,1616500,30.344854
"2009-10-23",46.294392,46.522781,45.57497,45.757679,1556300,29.970873
"2009-10-26",46.077423,46.888203,45.814777,45.92897,1498300,30.083065
"2009-10-27",45.92897,46.420006,45.483612,45.712002,1497700,29.940954
"2009-10-28",45.620647,46.134521,44.490124,44.547218,2523900,29.178034
"2009-10-29",45.278065,46.865364,44.71851,46.625557,2440700,30.539318
"2009-10-30",46.225876,46.888203,45.300903,45.826195,3560700,30.015755
"2009-11-02",46.145939,47.344982,45.038254,46.248714,2631700,30.292494
"2009-11-03",45.700581,46.80827,45.700581,46.511364,2254200,30.46452
"2009-11-04",46.819687,46.93388,44.52438,44.615734,3021600,29.22291
"2009-11-05",45.095352,45.620647,44.410187,45.529289,3256700,29.821278
"2009-11-06",44.992577,45.403679,44.387348,44.684254,1744300,29.267784
"2009-11-09",45.220966,46.853947,45.026836,46.762589,2038900,30.62908
"2009-11-10",46.591297,46.682655,45.666325,46.020325,1666700,30.1429
"2009-11-11",46.431427,46.990978,45.849033,46.682655,1796500,30.576729
"2009-11-12",46.38575,46.990978,46.111683,46.168777,1835600,30.240141
"2009-11-13",46.374329,46.80827,46.145939,46.625557,1212600,30.539318
"2009-11-16",47.664726,48.840927,47.116592,48.349892,2520800,31.668751
"2009-11-17",48.292793,48.703896,47.676144,47.756081,1923700,31.27981
"2009-11-18",47.813179,48.623959,47.459175,48.555443,1424900,31.803379
"2009-11-19",47.98447,48.292793,47.310722,47.721821,1526900,31.257366
"2009-11-20",47.550529,48.167179,47.504852,47.664726,1247900,31.219967
"2009-11-23",48.292793,48.898026,47.561951,47.995888,1328800,31.436874
"2009-11-24",47.950211,48.21286,47.527691,47.813179,1200600,31.3172
"2009-11-25",47.881695,48.532604,47.744663,48.304214,761500,31.638826
"2009-11-27",46.876785,47.687565,46.682655,46.819687,912500,30.666477
"2009-11-30",46.899624,49.37764,46.534203,49.02364,3074100,32.110043
"2009-12-01",49.274864,49.674545,48.852348,49.446156,1617100,32.38678
"2009-12-02",49.651707,50.039967,49.274864,49.526093,2013600,32.439144
"2009-12-03",49.057896,50.485325,48.863766,49.092155,1674600,32.154919
"2009-12-04",49.777321,51.261848,49.777321,51.056297,2257400,33.441406
"2009-12-07",50.873589,51.284687,49.743061,50.142742,1734700,32.843044
"2009-12-08",49.651707,50.999199,49.651707,50.291195,1355400,32.940269
"2009-12-09",50.416809,50.599522,49.845837,49.982872,1102200,32.738323
"2009-12-10",50.439648,50.542423,49.57177,49.982872,1016300,32.738323
"2009-12-11",50.028549,50.211258,49.400478,50.085648,1290500,32.805645
"2009-12-14",49.617451,49.834419,48.452667,49.663128,2011100,32.865189
"2009-12-15",49.663128,49.902935,48.886604,49.057896,1444600,32.464672
"2009-12-16",49.320545,50.051388,49.320545,49.560352,1531800,32.797176
"2009-12-17",49.297703,49.434738,48.692474,49.114994,1119700,32.502464
"2009-12-18",49.423317,49.663128,48.064407,48.932281,1792800,32.381546
"2009-12-21",48.943703,49.331963,48.79525,49.160671,1125500,32.532684
"2009-12-22",49.320545,49.491837,49.149254,49.309124,995800,32.630928
"2009-12-23",49.468998,50.165581,49.137833,49.663128,935200,32.865189
"2009-12-24",50.119904,50.439648,49.868675,50.405392,359800,33.356388
"2009-12-28",50.405392,51.147652,50.348293,50.473907,786800,33.401733
"2009-12-29",50.62236,50.839329,49.640289,49.960033,882000,33.061672
"2009-12-30",49.937195,50.531002,49.594608,50.531002,745700,33.439518
"2009-12-31",50.668037,51.056297,49.925774,49.948612,1174800,33.0541
"2010-01-04",50.473907,50.953522,49.172092,49.503254,1048100,32.759403
"2010-01-05",49.389061,49.845837,48.79525,49.743061,1265000,32.918079
"2010-01-06",49.743061,50.051388,48.909443,49.18351,1734300,32.547802
"2010-01-07",49.035057,49.902935,48.60112,49.731644,2428100,32.910534
"2010-01-08",49.400478,49.617451,48.658215,49.18351,1450200,32.547802
"2010-01-11",49.274864,50.325455,49.274864,50.177002,1232500,33.205269
"2010-01-12",49.902935,50.211258,49.37764,49.857258,1431300,32.993656
"2010-01-13",50.222679,51.410301,50.005711,51.284687,1618100,33.938282
"2010-01-14",51.147652,51.798561,50.645199,51.113396,1120900,33.824917
"2010-01-15",51.033459,51.284687,50.770813,51.01062,1102400,33.756905
"2010-01-19",51.193333,51.901337,50.964943,51.764301,1362400,34.255672
"2010-01-20",51.43314,51.547333,50.462486,50.885006,1386400,33.67379
"2010-01-21",51.01062,51.216171,49.651707,49.743061,1602100,32.918079
"2010-01-22",49.594608,50.268356,48.681057,48.818089,1754400,32.305977
"2010-01-25",49.046478,49.21777,48.018726,48.692474,1874900,32.222855
"2010-01-26",48.315632,49.274864,47.961632,48.475506,1367700,32.079266
"2010-01-27",48.304214,49.229187,47.801758,49.194931,1552200,32.555363
"2010-01-28",49.366222,49.548931,48.155762,48.76099,1313300,32.268196
"2010-01-29",49.137833,49.457577,47.824596,48.190018,1729500,31.890345
"2010-02-01",48.441246,48.852348,48.132923,48.829506,1075700,32.313526
"2010-02-02",48.783829,49.651707,48.201439,49.560352,1340100,32.797176
"2010-02-03",49.252026,49.320545,48.681057,48.783829,1061200,32.283314
"2010-02-04",48.40699,48.475506,46.671234,46.762589,2275900,30.945713
"2010-02-05",46.831108,48.064407,46.31723,48.041565,2258300,31.792099
"2010-02-08",47.961632,48.327053,46.990978,47.059494,1332200,31.142204
"2010-02-09",47.504852,47.619049,46.57988,46.911041,1211400,31.043974
"2010-02-10",46.865364,47.619049,46.088844,47.265045,1084600,31.278227
"2010-02-11",47.128014,47.847435,46.73975,47.813179,1031700,31.64097
"2010-02-12",47.207947,47.915955,46.911041,47.824596,916300,31.648527
"2010-02-16",48.167179,49.491837,48.167179,49.446156,1243400,32.721615
"2010-02-17",49.60603,50.576683,49.537514,50.439648,1463600,33.379059
"2010-02-18",49.994289,51.467396,49.994289,51.341785,1650200,33.976067
"2010-02-19",51.969852,51.969852,51.124813,51.490238,1481100,34.07431
"2010-02-22",51.604431,51.8214,51.284687,51.421719,1199900,34.028965
"2010-02-23",51.376041,51.501656,50.896427,51.067719,1440600,33.794704
"2010-02-24",51.455978,51.570171,51.01062,51.273266,1459200,33.930721
"2010-02-25",50.656616,50.896427,50.268356,50.759392,1874400,33.590656
"2010-02-26",50.747974,51.04488,50.371132,50.462486,1456900,33.394176
"2010-03-01",50.725136,50.953522,50.382549,50.805069,1303700,33.620884
"2010-03-02",51.067719,51.20475,50.679455,50.759392,958400,33.590656
"2010-03-03",50.907845,50.930683,50.5881,50.599522,1005800,33.484867
"2010-03-04",50.81649,50.953522,50.42823,50.668037,1205400,33.530209
"2010-03-05",50.873589,51.62727,50.62236,51.524494,1325000,34.096981
"2010-03-08",51.501656,51.969852,51.250427,51.832821,763300,34.301014
"2010-03-09",51.718624,52.472309,51.421719,52.175404,1311400,34.527714
"2010-03-10",51.444557,52.118305,51.04488,51.855659,1408000,34.671658
"2010-03-11",51.501656,52.449471,51.478817,52.426632,1041000,35.05341
"2010-03-12",52.6436,53.340183,52.483727,53.088959,1286400,35.496254
"2010-03-15",52.677856,53.374443,52.20966,53.271667,1766700,35.61842
"2010-03-16",53.214573,54.242321,53.123215,54.150967,1896100,36.206333
"2010-03-17",54.367935,54.904648,54.07103,54.721935,1201700,36.588097
"2010-03-18",54.185223,54.550644,54.002514,54.287998,1236700,36.297955
"2010-03-19",54.139545,54.607742,53.557156,54.139545,1585500,36.198696
"2010-03-22",54.002514,55.772526,53.557156,55.521297,1376000,37.122551
"2010-03-23",54.836132,55.44136,54.687679,55.361423,1435400,37.015671
"2010-03-24",55.292908,55.909557,55.144455,55.555557,1219600,37.145462
"2010-03-25",54.436451,56.229301,54.436451,55.407104,1436300,37.046211
"2010-03-26",55.532715,55.989494,54.847549,54.927486,1819900,36.725525
"2010-03-29",55.509876,55.70401,54.710518,54.973164,1251900,36.756058
"2010-03-30",55.030262,55.395683,54.744774,54.973164,1163100,36.756058
"2010-03-31",54.710518,54.950325,54.139545,54.219482,1480000,36.252136
"2010-04-01",54.527805,54.642002,53.705608,54.116707,1296700,36.183426
"2010-04-05",54.447872,55.08736,54.219482,54.984585,1245400,36.76371
"2010-04-06",54.779034,56.035172,54.470711,55.795364,1171000,37.305801
"2010-04-07",55.498459,55.726849,54.470711,54.676258,1172300,36.557545
"2010-04-08",54.516388,54.904648,53.922577,54.025352,1650100,36.122337
"2010-04-09",54.242321,54.390774,53.465797,53.671349,2207900,35.885643
"2010-04-12",53.762703,53.968254,52.986183,53.340183,1606200,35.66423
"2010-04-13",53.534317,54.162384,53.271667,54.03677,2261600,36.129978
"2010-04-14",54.390774,54.447872,53.157475,53.328766,1776300,35.656597
"2010-04-15",53.328766,53.328766,52.038368,52.118305,2072200,34.847263
"2010-04-16",52.038368,52.232498,50.553844,50.5881,3229800,33.824146
"2010-04-19",50.359711,51.20475,50.165581,50.930683,2359000,34.053192
"2010-04-20",51.364624,52.175404,50.839329,52.129726,1587700,34.854889
"2010-04-21",52.004112,53.180313,51.947014,52.620762,1746700,35.183212
"2010-04-22",52.106888,54.025352,51.981274,53.854061,1369100,36.007801
"2010-04-23",53.694187,54.836132,53.568573,54.801872,3047000,36.641541
"2010-04-26",54.790455,55.738266,54.584904,55.372845,1365400,37.023296
"2010-04-27",55.007423,55.761105,54.013931,54.116707,2073900,36.183426
"2010-04-28",52.597923,54.619164,51.455978,54.093868,1629200,36.168159
"2010-04-29",54.653419,55.955235,54.45929,55.886719,1386600,37.366886
"2010-04-30",55.44136,55.761105,53.717026,53.933994,1755600,36.061253
"2010-05-03",54.333675,55.841042,53.933994,55.429943,1226200,37.061481
"2010-05-04",54.881809,55.133038,53.865479,54.493549,2097300,36.435387
"2010-05-05",53.922577,54.607742,53.054699,53.500057,1136700,35.771118
"2010-05-06",53.363026,53.888317,49.263447,52.255337,3131300,34.938885
"2010-05-07",52.323856,53.534317,50.78223,51.878498,2716100,34.686913
"2010-05-10",54.402191,56.354916,54.048191,56.297817,3067300,37.641758
"2010-05-11",55.350006,56.640404,55.133038,55.589813,2399900,37.168369
"2010-05-12",55.63549,56.594723,55.464199,56.457691,1598200,37.748653
"2010-05-13",56.48053,56.67466,55.555557,55.681168,1392400,37.22945
"2010-05-14",55.007423,55.464199,54.03677,54.584904,1667100,36.496468
"2010-05-17",54.938908,55.384266,53.054699,54.482128,1465500,36.427753
"2010-05-18",55.098778,55.327168,52.792053,53.009022,1587100,35.442802
"2010-05-19",52.814892,53.831223,51.695786,52.769215,1821500,35.282471
"2010-05-20",51.513077,52.129726,50.39397,50.451069,2733500,33.732517
"2010-05-21",49.788742,52.575085,49.788742,52.506565,3592600,35.106861
"2010-05-24",52.620762,52.849148,51.387463,51.501656,1652200,34.434952
"2010-05-25",50.382549,52.049789,49.389061,51.992691,1896200,34.763275
"2010-05-26",52.632179,53.374443,51.330364,51.570171,1893300,34.480755
"2010-05-27",52.438049,54.333675,52.301018,54.276577,1630100,36.290318
"2010-05-28",54.116707,54.664841,53.351604,53.61425,1427000,35.847466
"2010-06-01",53.03186,54.242321,52.849148,53.294506,2000200,35.633686
"2010-06-02",53.762703,54.767616,53.054699,54.721935,2098900,36.588097
"2010-06-03",54.630581,54.836132,53.945415,54.493549,1781300,36.435387
"2010-06-04",53.42012,54.03677,51.741463,51.924175,2172500,34.717461
"2010-06-07",52.255337,52.929085,51.638691,51.684368,1420800,34.557129
"2010-06-08",51.992691,52.917667,50.576683,52.689278,2494900,35.229008
"2010-06-09",52.506565,53.317345,52.175404,52.40379,2134700,35.397552
"2010-06-10",53.431541,54.607742,53.043282,54.504967,1773400,36.816868
"2010-06-11",53.705608,55.338585,53.431541,55.201553,1269700,37.28738
"2010-06-14",55.395683,56.229301,55.270069,55.818203,1760200,37.703907
"2010-06-15",56.137947,57.359825,55.818203,57.257053,1645300,38.675835
"2010-06-16",56.891628,57.245632,56.434853,56.845951,1693300,38.398132
"2010-06-17",56.811695,57.199955,56.229301,57.040081,1272500,38.529263
"2010-06-18",57.028664,57.222794,56.160786,56.571884,1968000,38.213017
"2010-06-21",57.085758,57.474022,56.274979,56.503368,1243100,38.166737
"2010-06-22",56.434853,56.697498,54.710518,54.824711,1856700,37.032833
"2010-06-23",55.075939,55.44136,54.059608,54.676258,2182900,36.932568
"2010-06-24",54.322258,54.790455,53.568573,54.082447,2103500,36.531448
"2010-06-25",54.310837,55.658329,53.968254,55.452782,2403400,37.457092
"2010-06-28",55.63549,55.886719,54.767616,55.064518,1918000,37.194817
"2010-06-29",54.173805,54.584904,53.374443,53.739864,2434600,36.300045
"2010-06-30",53.739864,54.676258,53.465797,53.61425,2254400,36.215191
"2010-07-01",53.80838,54.013931,52.586502,53.739864,2288900,36.300045
"2010-07-02",54.082447,54.219482,52.906246,52.997601,1953900,35.79866
"2010-07-06",53.340183,54.345097,52.266758,52.632179,2502500,35.551838
"2010-07-07",53.020439,54.847549,52.655018,54.824711,2385800,37.032833
"2010-07-08",55.304329,55.646912,53.84264,54.721935,1564800,36.963417
"2010-07-09",54.516388,55.487038,54.493549,55.44136,1273900,37.449364
"2010-07-12",55.395683,55.601234,54.836132,55.361423,924800,37.395382
"2010-07-13",55.955235,56.206463,55.418522,56.046593,1548200,37.858185
"2010-07-14",55.589813,56.195045,54.984585,55.624073,981200,37.572792
"2010-07-15",55.646912,55.646912,54.26516,55.178715,1663400,37.271957
"2010-07-16",54.790455,54.916069,53.500057,53.945415,2187200,36.438892
"2010-07-19",53.956833,55.407104,53.45438,54.984585,1276300,37.140831
"2010-07-20",54.402191,56.457691,53.968254,56.309238,1739800,38.035603
"2010-07-21",56.560467,56.560467,54.836132,54.996002,1698900,37.148533
"2010-07-22",55.47562,57.154278,55.44136,56.903049,2043900,38.436703
"2010-07-23",56.571884,57.759506,55.978073,57.713829,1552400,38.984371
"2010-07-26",57.485439,59.266872,57.154278,59.186935,1954100,39.97942
"2010-07-27",59.700809,59.700809,57.987896,58.969967,1387600,39.832863
"2010-07-28",58.878613,59.221195,58.010735,58.182026,1569600,39.300621
"2010-07-29",58.764416,58.901451,57.165695,57.531116,1373500,38.860947
"2010-07-30",56.891628,58.239124,56.800274,57.91938,1711600,39.123222
"2010-08-02",59.061321,59.986298,58.615963,59.849262,1260100,40.426804
"2010-08-03",59.438164,59.826424,59.141258,59.552357,929600,40.226254
"2010-08-04",59.666553,60.020554,59.358227,59.700809,1029800,40.32653
"2010-08-05",59.301132,59.803585,58.673061,58.867191,1094400,39.763435
"2010-08-06",58.284801,59.141258,57.69099,59.004227,1238200,39.856007
"2010-08-09",59.323971,59.689392,58.821514,59.632294,806700,40.280243
"2010-08-10",59.106998,59.826424,58.581707,59.50668,1440100,40.1954
"2010-08-11",58.547447,58.798676,57.542538,57.850861,1498000,39.076927
"2010-08-12",57.154278,57.770927,56.777435,56.948727,1466600,38.467552
"2010-08-13",56.845951,57.576797,56.845951,56.937305,995500,38.459846
"2010-08-16",56.651821,57.336987,56.400593,56.982986,691000,38.490719
"2010-08-17",57.508278,58.832935,57.142857,58.787254,1110500,39.709442
"2010-08-18",58.718739,58.969967,58.284801,58.661644,683400,39.624596
"2010-08-19",58.364738,58.433254,56.823112,57.120018,1128800,38.583275
"2010-08-20",56.686081,57.474022,56.640404,57.382664,984500,38.760681
"2010-08-23",57.72525,57.976475,57.097179,57.314148,805400,38.714397
"2010-08-24",56.663242,57.302731,56.09227,56.617561,1288900,38.243866
"2010-08-25",56.309238,57.348408,56.09227,57.085758,1305600,38.560123
"2010-08-26",57.451183,57.485439,56.491951,56.686081,1178700,38.290138
"2010-08-27",57.051502,57.850861,55.886719,57.805183,1079700,39.046074
"2010-08-30",57.519699,58.398994,57.519699,57.553955,1341900,38.876385
"2010-08-31",57.474022,58.124928,57.211372,57.679569,1530200,38.961224
"2010-09-01",58.398994,59.872101,58.330479,59.769329,1589200,40.372807
"2010-09-02",59.677971,60.294621,59.643715,60.157589,1336700,40.635067
"2010-09-03",60.888432,61.014046,60.146168,60.922691,872800,41.151878
"2010-09-07",60.52301,60.660042,60.009136,60.13475,862000,40.619652
"2010-09-08",60.214684,60.637203,60.089073,60.385979,913700,40.789341
"2010-09-09",60.956947,61.082561,58.92429,59.461002,1366400,40.164539
"2010-09-10",59.598038,59.712231,58.92429,59.552357,619200,40.226254
"2010-09-13",60.054813,60.420235,59.461002,60.32888,1023700,40.750774
"2010-09-14",60.031975,61.059723,59.894939,60.48875,1155600,40.858761
"2010-09-15",59.780746,60.625786,59.415325,60.511589,835400,41.23893
"2010-09-16",60.420235,60.477333,59.906361,60.317459,698500,41.106632
"2010-09-17",60.465912,60.671463,59.917782,60.385979,972700,41.153324
"2010-09-20",60.728561,61.539341,60.534431,61.413727,1114900,41.853741
"2010-09-21",61.436565,61.436565,59.849262,60.009136,1501400,40.896503
"2010-09-22",59.917782,60.431656,59.666553,59.746487,916000,40.717499
"2010-09-23",59.141258,59.438164,58.067833,58.067833,1130500,39.573494
"2010-09-24",58.787254,59.769329,58.558868,59.620876,935200,40.631905
"2010-09-27",59.563778,59.677971,58.638802,58.867191,742100,40.118267
"2010-09-28",58.810093,59.141258,57.828022,59.072742,1076900,40.258362
"2010-09-29",58.832935,58.92429,58.284801,58.638802,748800,39.962616
"2010-09-30",58.867191,59.483841,58.421833,58.89003,1259500,40.133831
"2010-10-01",59.221195,59.335388,57.976475,58.981388,1027400,40.196098
"2010-10-04",58.661644,59.963459,58.547447,59.929199,1317700,40.842026
"2010-10-05",60.591526,62.018955,60.043392,61.91618,1944100,42.196159
"2010-10-06",61.893341,61.904762,61.219597,61.72205,1018100,42.063866
"2010-10-07",62.087471,62.327282,61.425144,61.630695,1140700,42.001602
"2010-10-08",61.767727,61.790569,61.185337,61.447983,1426700,41.877094
"2010-10-11",61.425144,61.710632,61.322372,61.436565,1020900,41.869308
"2010-10-12",61.116821,61.653534,60.819916,61.550758,1010000,41.947124
"2010-10-13",61.91618,62.54425,61.539341,62.133152,1157700,42.344036
"2010-10-14",61.881924,62.372959,61.447983,61.824825,732300,42.133923
"2010-10-15",62.064632,62.407219,61.082561,61.17392,1170900,41.690319
"2010-10-18",61.082561,62.167408,61.082561,62.155991,1176200,42.3596
"2010-10-19",61.573597,62.350121,61.185337,61.459404,1229500,41.884869
"2010-10-20",61.539341,63.12664,61.539341,62.784058,1297400,42.78764
"2010-10-21",62.989609,63.240837,62.076054,62.521412,953300,42.608627
"2010-10-22",62.464314,62.612766,59.735069,59.780746,3124700,40.740868
"2010-10-25",60.271782,61.36805,59.952038,61.025467,1759700,41.589149
"2010-10-26",60.591526,61.847664,60.591526,61.56218,941200,41.954926
"2010-10-27",61.162498,61.630695,60.306042,60.671463,925100,41.347893
"2010-10-28",61.048306,61.196758,59.883522,60.739979,543700,41.394581
"2010-10-29",60.602947,61.29953,60.55727,61.162498,654100,41.682522
"2010-11-01",61.642117,61.904762,61.048306,61.402306,692500,41.845955
"2010-11-02",61.801987,62.053215,61.185337,61.425144,493900,41.861519
"2010-11-03",61.56218,61.585018,60.648624,61.253853,819700,41.744789
"2010-11-04",62.007538,63.38929,61.676373,63.297932,1243500,43.137844
"2010-11-05",62.93251,64.177231,62.487152,62.921093,1462600,42.881023
"2010-11-08",62.704121,63.149479,62.133152,62.96677,836300,42.912155
"2010-11-09",63.138062,63.217999,60.728561,61.151077,2079700,41.674747
"2010-11-10",61.379467,62.155991,61.310951,62.110313,956900,42.328484
"2010-11-11",61.790569,62.475735,61.619274,61.904762,941500,42.188396
"2010-11-12",61.619274,62.076054,60.671463,61.036884,1019000,41.596928
"2010-11-15",61.162498,61.699211,60.465912,60.568687,958200,41.277851
"2010-11-16",60.111912,60.157589,57.873699,57.976475,2051500,39.511246
"2010-11-17",58.11351,59.015644,57.782345,58.410416,1128900,39.806976
"2010-11-18",59.27829,59.586617,58.421833,58.53603,770300,39.892582
"2010-11-19",58.387577,58.867191,57.816605,58.764416,884600,40.048229
"2010-11-22",58.490349,59.266872,58.376156,59.072742,1121900,40.258362
"2010-11-23",58.387577,58.92429,58.204865,58.490349,1253400,39.861446
"2010-11-24",59.106998,59.677971,58.832935,59.655132,1004500,40.655254
"2010-11-26",59.358227,59.677971,59.027065,59.27829,299700,40.398438
"2010-11-29",58.752998,59.232613,57.565376,59.072742,1375400,40.258362
"2010-11-30",58.433254,58.867191,58.227703,58.547447,1709900,39.900364
"2010-12-01",59.346809,59.346809,57.770927,57.862282,1951400,39.433426
"2010-12-02",57.873699,58.044994,57.222794,57.942219,2129400,39.487896
"2010-12-03",57.668152,57.907959,57.257053,57.679569,992400,39.308895
"2010-12-06",57.519699,57.713829,56.594723,57.622475,1308600,39.269993
"2010-12-07",57.907959,58.752998,57.907959,58.102089,1512800,39.596855
"2010-12-08",58.159187,58.661644,56.67466,57.074341,1565400,38.896442
"2010-12-09",57.279892,57.553955,56.274979,56.389175,1540400,38.429489
"2010-12-10",56.434853,57.348408,56.377754,57.06292,1035200,38.888649
"2010-12-13",57.211372,57.793766,57.017242,57.496861,868900,39.18438
"2010-12-14",57.371246,57.382664,56.103687,56.32066,1996100,38.382797
"2010-12-15",55.86388,56.263561,55.452782,55.692589,2288700,38.318764
"2010-12-16",55.875301,56.183624,55.418522,55.955235,930600,38.49947
"2010-12-17",55.955235,56.743176,55.955235,56.686081,1840300,39.002319
"2010-12-20",56.743176,57.611053,56.67466,57.451183,928000,39.528748
"2010-12-21",57.656731,58.30764,57.428345,58.284801,1019100,40.102314
"2010-12-22",58.444672,59.369648,58.341896,59.11842,1505400,40.675869
"2010-12-23",59.038483,59.461002,58.958546,59.31255,857700,40.809441
"2010-12-27",58.821514,59.792168,58.821514,59.666553,668900,41.053009
"2010-12-28",59.860683,60.397396,59.609455,60.237526,792600,41.445862
"2010-12-29",60.408817,60.443073,59.94062,60.066235,667000,41.328011
"2010-12-30",60.157589,60.511589,59.815006,60.374557,674000,41.540146
"2010-12-31",60.32888,60.922691,59.872101,59.929199,850600,41.233723
"2011-01-03",60.431656,61.550758,60.317459,61.470825,1194400,42.29443
"2011-01-04",61.539341,61.619274,60.146168,60.7514,1232300,41.799423
"2011-01-05",60.534431,61.151077,60.031975,60.260365,1095100,41.461575
"2011-01-06",60.397396,60.819916,59.963459,60.203266,831900,41.422287
"2011-01-07",60.363136,60.534431,59.369648,59.849262,844300,41.178715
"2011-01-10",59.518101,59.632294,58.958546,59.403904,560500,40.872299
"2011-01-11",59.712231,59.826424,58.764416,59.186935,1023600,40.723022
"2011-01-12",59.712231,60.13475,59.369648,59.974876,747500,41.265152
"2011-01-13",59.826424,60.203266,59.540939,60.066235,737100,41.328011
"2011-01-14",59.894939,60.420235,59.860683,60.420235,684400,41.571571
"2011-01-18",60.591526,61.402306,60.363136,61.379467,1148700,42.231567
"2011-01-19",60.739979,61.29953,60.694302,61.014046,1226800,41.980152
"2011-01-20",61.036884,61.733471,60.922691,61.093983,1019700,42.03513
"2011-01-21",61.836246,61.836246,60.888432,61.17392,956700,42.090137
"2011-01-24",61.208176,61.56218,60.797077,61.048306,776000,42.003712
"2011-01-25",60.956947,62.076054,60.785656,61.961861,1071100,42.632267
"2011-01-26",62.224506,62.281605,61.779148,62.053215,917300,42.695133
"2011-01-27",62.235924,63.115223,61.996117,62.73838,1047500,43.166546
"2011-01-28",62.921093,63.035286,61.996117,62.076054,1176100,42.71085
"2011-01-31",62.441475,63.480644,62.384377,63.332191,1530500,43.575111
"2011-02-01",61.436565,62.350121,61.093983,61.630695,3129300,42.404415
"2011-02-02",61.482243,62.007538,61.482243,61.744888,1310100,42.482979
"2011-02-03",61.642117,62.098892,61.630695,61.91618,833600,42.600842
"2011-02-04",61.973278,61.973278,60.934109,61.322372,959900,42.19228
"2011-02-07",61.550758,61.710632,61.13966,61.699211,840000,42.45155
"2011-02-08",61.824825,62.795479,61.75631,62.498573,971900,43.001556
"2011-02-09",62.441475,62.841156,62.155991,62.77264,618200,43.190117
"2011-02-10",62.430058,63.138062,62.430058,62.955349,664600,43.31583
"2011-02-11",62.829735,63.183739,62.350121,63.058125,836100,43.386543
"2011-02-14",63.069546,63.423546,62.863995,63.275093,837300,43.535831
"2011-02-15",63.012447,63.38929,62.921093,63.240837,673000,43.512272
"2011-02-16",63.537743,64.120132,63.286514,64.120132,1096900,44.117256
"2011-02-17",63.766129,64.302841,63.252254,63.423546,788500,43.63797
"2011-02-18",63.81181,64.576912,63.434967,64.35994,789500,44.282249
"2011-02-22",63.823227,64.63401,63.617676,63.81181,1414400,43.905113
"2011-02-23",63.914581,64.702522,63.640514,64.085876,1501500,44.093681
"2011-02-24",63.926003,64.405617,63.423546,64.09729,980300,44.10154
"2011-02-25",64.405617,65.364853,64.337105,65.307755,1045100,44.93438
"2011-02-28",65.513306,65.60466,61.893341,63.286514,5555000,43.543682
"2011-03-01",63.58342,63.58342,60.420235,60.534431,5039000,41.650146
"2011-03-02",60.660042,60.660042,59.095581,59.369648,4360800,40.848721
"2011-03-03",60.043392,60.71714,59.746487,60.68288,2507100,41.752285
"2011-03-04",60.671463,60.899853,60.054813,60.32888,2292500,41.508709
"2011-03-07",60.660042,60.808495,59.677971,60.031975,1401300,41.304432
"2011-03-08",60.214684,60.991207,59.997715,60.602947,1686900,41.697277
"2011-03-09",59.860683,60.351719,59.529518,59.872101,1683700,41.58902
