"","TMK.Open","TMK.High","TMK.Low","TMK.Close","TMK.Volume","TMK.Adjusted"
"2004-11-02",24.088888,24.302221,24,24.040001,791700,20.772078
"2004-11-03",24.222221,24.324444,23.933332,24.031111,679000,20.764406
"2004-11-04",24.097778,24.608889,24.097778,24.6,1162800,21.255959
"2004-11-05",24.711111,25,24.453333,24.617777,1280800,21.271313
"2004-11-08",24.631111,24.68,24.4,24.435556,1022500,21.113878
"2004-11-09",24.355556,24.497778,24.151112,24.333334,912300,21.025545
"2004-11-10",24.355556,24.764444,24.355556,24.657778,961300,21.305876
"2004-11-11",24.688889,25.035555,24.671112,24.977777,842500,21.582375
"2004-11-12",24.933332,24.933332,24.546667,24.76,763600,21.394209
"2004-11-15",24.879999,25.044445,24.76,24.866667,557200,21.486374
"2004-11-16",24.871111,24.879999,24.559999,24.666666,517900,21.313559
"2004-11-17",24.666666,25.111111,24.666666,24.893333,630000,21.509417
"2004-11-18",24.933332,24.964445,24.795555,24.888889,520800,21.505579
"2004-11-19",24.48,24.666666,24.346666,24.373333,1381600,21.060097
"2004-11-22",24.266666,24.751112,24.266666,24.706667,1038700,21.34812
"2004-11-23",24.795555,24.875555,24.333334,24.742222,834000,21.378845
"2004-11-24",24.857779,24.866667,24.671112,24.728889,445000,21.367325
"2004-11-26",24.737778,24.799999,24.635555,24.688889,190800,21.332756
"2004-11-29",24.444445,24.662222,24.311111,24.502222,952300,21.171476
"2004-11-30",24.48889,24.502222,24.293333,24.404444,745800,21.086979
"2004-12-01",24.448889,24.888889,24.4,24.888889,510300,21.505579
"2004-12-02",24.884445,24.968889,24.76,24.871111,594000,21.490213
"2004-12-03",24.853333,24.955555,24.693333,24.915556,643600,21.528612
"2004-12-06",24.835556,24.84,24.564444,24.768888,425700,21.401892
"2004-12-07",24.773333,24.835556,24.48,24.48,455400,21.152271
"2004-12-08",24.422222,24.604445,24.413334,24.497778,689400,21.167627
"2004-12-09",24.444445,24.751112,24.288889,24.751112,669700,21.386528
"2004-12-10",24.764444,24.866667,24.528889,24.764444,455100,21.398052
"2004-12-13",24.853333,25.008888,24.755556,24.995556,470800,21.59774
"2004-12-14",25,25.324444,24.871111,25.222221,663000,21.793592
"2004-12-15",25.244444,25.564444,25.048889,25.559999,829500,22.085463
"2004-12-16",25.559999,25.564444,25.075556,25.253334,635100,21.820477
"2004-12-17",24.991112,25.115555,24.808889,24.893333,1036900,21.509417
"2004-12-20",24.968889,25.222221,24.968889,25.088888,632200,21.678381
"2004-12-21",25.022223,25.311111,24.991112,25.217777,365500,21.789753
"2004-12-22",25.244444,25.333334,25.075556,25.115555,740700,21.701429
"2004-12-23",25.097778,25.302221,24.942223,25.208889,357400,21.782078
"2004-12-27",25.253334,25.288889,25.062222,25.177778,517500,21.755201
"2004-12-28",25.182222,25.497778,25.164444,25.484444,775300,22.020178
"2004-12-29",25.51111,25.586666,25.386667,25.426666,257100,21.970249
"2004-12-30",25.471111,25.48889,25.333334,25.4,264700,21.94721
"2004-12-31",25.444445,25.577778,25.342222,25.395555,231900,21.943361
"2005-01-03",25.391111,25.555555,25.151112,25.235556,841500,21.847174
"2005-01-04",25.151112,25.253334,24.777779,24.982222,1243000,21.627867
"2005-01-05",24.986666,25.35111,24.964445,24.977777,915700,21.624002
"2005-01-06",24.973333,25.204445,24.928888,25.066668,768600,21.700968
"2005-01-07",25.066668,25.133333,24.844444,24.866667,542400,21.527821
"2005-01-10",24.866667,25.177778,24.844444,24.911112,835300,21.566296
"2005-01-11",24.884445,24.884445,24.56889,24.595556,797800,21.29311
"2005-01-12",24.555555,24.688889,24.266666,24.466667,1169200,21.181524
"2005-01-13",24.32,24.386667,24.053333,24.097778,1306500,20.862167
"2005-01-14",24.133333,24.133333,23.799999,24.071112,1183500,20.839083
"2005-01-18",24.075556,24.791111,24.004444,24.777779,1669600,21.450865
"2005-01-19",24.906666,25.235556,24.813334,24.862223,1626400,21.523975
"2005-01-20",24.844444,24.937778,24.666666,24.782223,875200,21.454708
"2005-01-21",24.755556,24.826666,24.4,24.40889,1120600,21.131502
"2005-01-24",24.440001,24.457777,24.222221,24.226667,631500,20.973755
"2005-01-25",23.360001,24.435556,23.360001,24.173334,655200,20.927584
"2005-01-26",24.164444,24.306667,24.057777,24.186666,718800,20.939119
"2005-01-27",24.222221,24.426666,24.035555,24.053333,556200,20.823694
"2005-01-28",24.142221,24.155556,23.844444,23.955555,796600,20.739037
"2005-01-31",24.115555,24.284445,24.084444,24.266666,849600,21.008375
"2005-02-01",24.355556,24.435556,24.155556,24.382223,588700,21.108425
"2005-02-02",24.444445,24.617777,24.395555,24.528889,522900,21.235399
"2005-02-03",24.546667,24.613333,24.417778,24.484444,505900,21.196913
"2005-02-04",24.51111,24.662222,24.440001,24.613333,465900,21.308496
"2005-02-07",24.533333,24.795555,24.533333,24.635555,511200,21.327738
"2005-02-08",24.6,24.697779,24.48889,24.622223,604300,21.316193
"2005-02-09",24.711111,24.804445,24.382223,24.382223,897400,21.108425
"2005-02-10",24.275555,24.280001,23.355556,23.448889,3802000,20.300409
"2005-02-11",23.6,23.942223,23.088888,23.848888,1253400,20.646698
"2005-02-14",24.111111,24.168888,23.915556,24.102222,1182600,20.866007
"2005-02-15",24.066668,24.40889,24.048889,24.346666,1090300,21.077635
"2005-02-16",24.311111,24.435556,24.226667,24.315556,895000,21.050703
"2005-02-17",24.315556,24.315556,23.991112,24.017778,1188000,20.792904
"2005-02-18",24.022223,24.022223,23.755556,23.813334,1687200,20.615915
"2005-02-22",23.817778,23.884445,23.395555,23.4,2320300,20.258083
"2005-02-23",23.457777,23.751112,23.422222,23.653334,989200,20.477402
"2005-02-24",23.6,23.68,23.502222,23.555555,759300,20.392746
"2005-02-25",23.635555,23.715555,23.502222,23.551111,1318500,20.388895
"2005-02-28",23.577778,23.577778,23.16,23.16,1884100,20.050304
"2005-03-01",23.266666,23.657778,23.253334,23.564444,891400,20.400442
"2005-03-02",23.555555,23.782223,23.4,23.626667,1044600,20.454313
"2005-03-03",23.684444,23.688889,23.311111,23.311111,1485000,20.181124
"2005-03-04",23.4,23.711111,23.364445,23.635555,1137100,20.462
"2005-03-07",23.666666,23.942223,23.662222,23.706667,837000,20.523573
"2005-03-08",23.751112,23.804445,23.551111,23.702223,788100,20.519718
"2005-03-09",23.6,23.724445,23.466667,23.524445,1095300,20.365818
"2005-03-10",23.582222,23.742222,23.48889,23.48889,654400,20.335037
"2005-03-11",23.502222,23.555555,23.182222,23.200001,942300,20.084932
"2005-03-14",23.204445,23.68,23.16,23.559999,1145700,20.396599
"2005-03-15",23.644444,23.746666,23.315556,23.32,773100,20.188816
"2005-03-16",23.324444,23.324444,22.808889,22.879999,2151900,19.807896
"2005-03-17",22.977777,23.302221,22.937778,23.231112,874900,20.111874
"2005-03-18",23.244444,23.360001,23,23.026667,1465600,19.934874
"2005-03-21",23.026667,23.231112,22.977777,23.115555,802500,20.011829
"2005-03-22",23.044445,23.115555,22.586666,22.586666,775900,19.553955
"2005-03-23",22.675556,22.92,22.631111,22.857779,1539600,19.78866
"2005-03-24",22.888889,23.111111,22.728889,22.728889,577800,19.677086
"2005-03-28",22.799999,23.195555,22.799999,23.040001,846000,19.946413
"2005-03-29",23.044445,23.200001,22.755556,22.773333,798900,19.715551
"2005-03-30",22.777779,23.186666,22.711111,23.177778,1045000,20.108858
"2005-03-31",23.111111,23.297777,23.040001,23.200001,895500,20.128147
"2005-04-01",23.266666,23.444445,22.826666,22.866667,1158700,19.838949
"2005-04-04",22.822222,23.168888,22.64889,22.968889,1134100,19.927637
"2005-04-05",23.022223,23.084444,22.857779,22.928888,592200,19.892931
"2005-04-06",23,23.200001,22.955555,23.16,770800,20.093435
"2005-04-07",23.200001,23.311111,23.146667,23.231112,525100,20.155134
"2005-04-08",23.306667,23.315556,22.915556,22.937778,577300,19.900639
"2005-04-11",23,23.142221,22.897778,23.137777,565300,20.074163
"2005-04-12",23.111111,23.448889,22.959999,23.324444,788500,20.236105
"2005-04-13",23.333334,23.355556,23.004444,23.053333,1276300,20.000902
"2005-04-14",23.053333,23.093334,22.688889,22.768888,1800900,19.754112
"2005-04-15",22.706667,22.844444,22.622223,22.635555,1867200,19.638441
"2005-04-18",22.635555,22.808889,22.622223,22.715555,2197500,19.70784
"2005-04-19",22.666666,23.071112,22.631111,22.973333,1360800,19.931484
"2005-04-20",22.888889,22.937778,22.40889,22.40889,1805500,19.441786
"2005-04-21",22.413334,22.826666,22.244444,22.76,1664200,19.746403
"2005-04-22",22.666666,23.306667,22.666666,23.026667,2125300,19.977753
"2005-04-25",23.026667,23.413334,23.026667,23.288889,2018400,20.205265
"2005-04-26",23.235556,23.4,23.093334,23.102222,1116600,20.043316
"2005-04-27",23.044445,23.426666,22.915556,23.213333,1322700,20.139715
"2005-04-28",23.155556,23.328888,23.048889,23.204445,792100,20.132002
"2005-04-29",23.226667,23.76,23.120001,23.746666,1280200,20.602421
"2005-05-02",23.822222,23.977777,23.471111,23.702223,857800,20.563868
"2005-05-03",23.644444,23.915556,23.622223,23.826666,1803100,20.671835
"2005-05-04",23.866667,24.4,23.848888,24.342222,1372600,21.119123
"2005-05-05",24.342222,24.515556,24.057777,24.133333,12107800,20.937897
"2005-05-06",24.222221,24.306667,24.057777,24.186666,736600,20.984169
"2005-05-09",24.111111,24.111111,23.959999,24.022223,928500,20.841496
"2005-05-10",23.822222,23.848888,23.462223,23.573334,1463400,20.452049
"2005-05-11",23.573334,23.808889,23.386667,23.795555,975300,20.64484
"2005-05-12",23.973333,23.995556,23.448889,23.493334,773700,20.382635
"2005-05-13",23.466667,23.484444,23.031111,23.128889,1149900,20.066452
"2005-05-16",23.115555,23.524445,23.102222,23.48889,983700,20.378788
"2005-05-17",23.422222,23.853333,23.328888,23.662222,1834600,20.529167
"2005-05-18",23.666666,23.733334,23.386667,23.422222,1508800,20.320944
"2005-05-19",23.422222,23.582222,23.373333,23.444445,1122700,20.340214
"2005-05-20",23.444445,23.537777,23.151112,23.440001,1569300,20.33637
"2005-05-23",23.440001,23.662222,23.426666,23.444445,895500,20.340214
"2005-05-24",23.4,23.52,23.324444,23.444445,1271800,20.340214
"2005-05-25",23.448889,23.484444,23.297777,23.377777,738900,20.282385
"2005-05-26",23.382223,23.555555,23.382223,23.497778,1108300,20.386488
"2005-05-27",23.466667,23.608889,23.444445,23.537777,684400,20.421196
"2005-05-31",23.4,23.617777,23.395555,23.444445,705100,20.340214
"2005-06-01",23.413334,23.657778,23.355556,23.506666,969300,20.394205
"2005-06-02",23.413334,23.457777,23.284445,23.453333,534700,20.347937
"2005-06-03",23.422222,23.422222,22.808889,23.071112,1873800,20.016323
"2005-06-06",23.111111,23.151112,22.888889,23.133333,901900,20.070307
"2005-06-07",23.151112,23.306667,23.102222,23.115555,1055400,20.054884
"2005-06-08",23.177778,23.222221,23.075556,23.115555,1060200,20.054884
"2005-06-09",23.115555,23.346666,23.044445,23.333334,927600,20.243822
"2005-06-10",23.4,24.262222,23.4,23.555555,4410400,20.436626
"2005-06-13",23.555555,23.68,23.497778,23.6,1468000,20.475182
"2005-06-14",23.577778,23.835556,23.555555,23.822222,3191800,20.667988
"2005-06-15",23.902222,23.955555,23.746666,23.893333,1640200,20.729677
"2005-06-16",23.844444,23.928888,23.791111,23.906666,1174900,20.74124
"2005-06-17",23.822222,23.933332,23.795555,23.906666,2086200,20.74124
"2005-06-20",23.817778,23.902222,23.702223,23.786667,703300,20.637129
"2005-06-21",23.755556,23.755556,23.559999,23.662222,1179000,20.529167
"2005-06-22",23.746666,23.799999,23.573334,23.577778,839400,20.4559
"2005-06-23",23.555555,23.608889,23.422222,23.440001,789700,20.33637
"2005-06-24",23.328888,23.502222,23.208889,23.311111,854700,20.224543
"2005-06-27",23.200001,23.40889,23.173334,23.302221,992200,20.216829
"2005-06-28",23.391111,23.626667,23.355556,23.626667,876300,20.498323
"2005-06-29",23.613333,23.697779,23.302221,23.35111,766500,20.259243
"2005-06-30",23.377777,23.493334,23.186666,23.200001,758400,20.128147
"2005-07-01",23.222221,23.391111,23.16,23.257778,391200,20.220884
"2005-07-05",23.168888,23.608889,23.111111,23.564444,996000,20.487513
"2005-07-06",23.422222,23.555555,23.315556,23.426666,1153900,20.367725
"2005-07-07",23.355556,23.471111,23.106667,23.435556,1336000,20.375456
"2005-07-08",23.435556,23.555555,23.346666,23.462223,914400,20.398626
"2005-07-11",23.515556,23.604445,23.422222,23.555555,1572900,20.479778
"2005-07-12",23.51111,23.639999,23.51111,23.622223,1117000,20.537741
"2005-07-13",23.51111,23.639999,23.422222,23.506666,725400,20.437275
"2005-07-14",23.533333,23.742222,23.497778,23.582222,697200,20.502964
"2005-07-15",23.555555,23.608889,23.466667,23.573334,642300,20.495235
"2005-07-18",23.355556,23.631111,23.333334,23.551111,788800,20.47592
"2005-07-19",23.639999,23.706667,23.48,23.502222,912300,20.433407
"2005-07-20",23.555555,23.613333,23.35111,23.573334,919500,20.495235
"2005-07-21",23.244444,23.248888,22.56889,22.791111,3126300,19.815157
"2005-07-22",22.768888,23.186666,22.52,23.115555,1785100,20.097229
"2005-07-25",23.111111,23.248888,23.088888,23.182222,1420600,20.155191
"2005-07-26",23.186666,23.231112,23.066668,23.231112,1382100,20.197699
"2005-07-27",23.297777,23.413334,23.244444,23.373333,959100,20.321352
"2005-07-28",23.484444,23.51111,23.333334,23.417778,578700,20.359987
"2005-07-29",23.422222,23.457777,23.213333,23.231112,836700,20.197699
"2005-08-01",23.24,23.262222,22.946667,23.124445,952300,20.104958
"2005-08-02",23.066668,23.200001,23.044445,23.120001,1206100,20.101099
"2005-08-03",23.124445,23.293333,23.097778,23.248888,845500,20.21316
"2005-08-04",23.155556,23.155556,22.888889,22.911112,1611900,19.919481
"2005-08-05",22.888889,22.893333,22.577778,22.671112,1081800,19.710815
"2005-08-08",22.76,22.813334,22.626667,22.755556,1076100,19.784243
"2005-08-09",22.866667,22.879999,22.613333,22.662222,1006300,19.703098
"2005-08-10",22.773333,22.857779,22.622223,22.622223,1434300,19.668316
"2005-08-11",22.622223,22.799999,22.622223,22.755556,550900,19.784243
"2005-08-12",22.711111,22.799999,22.626667,22.715555,369900,19.74946
"2005-08-15",22.68,23.08,22.662222,23.022223,802300,20.016094
"2005-08-16",23.026667,23.084444,22.915556,22.977777,1017000,19.977446
"2005-08-17",22.911112,23.217777,22.795555,23.066668,1467600,20.054733
"2005-08-18",23.111111,23.284445,23,23.266666,1377100,20.228611
"2005-08-19",23.377777,23.422222,23.204445,23.386667,967900,20.332943
"2005-08-22",23.35111,23.608889,23.32,23.493334,1900800,20.425684
"2005-08-23",23.48889,23.493334,23.311111,23.426666,997600,20.367725
"2005-08-24",23.417778,23.484444,23.346666,23.377777,1178200,20.325214
"2005-08-25",23.35111,23.417778,23.248888,23.413334,884700,20.356127
"2005-08-26",23.355556,23.484444,23.328888,23.360001,1129000,20.309757
"2005-08-29",23.671112,23.724445,23.524445,23.635555,2156500,20.54933
"2005-08-30",23.631111,23.631111,23.288889,23.440001,1837800,20.379313
"2005-08-31",23.440001,23.506666,23.244444,23.440001,1527400,20.379313
"2005-09-01",23.386667,23.51111,23.262222,23.440001,1400400,20.379313
"2005-09-02",23.444445,23.506666,23.302221,23.417778,794800,20.359987
"2005-09-06",23.444445,23.48889,23.368889,23.453333,1031100,20.390902
"2005-09-07",23.435556,23.528889,23.373333,23.48889,1879600,20.42181
"2005-09-08",23.382223,23.528889,23.266666,23.413334,1212300,20.356127
"2005-09-09",23.413334,23.515556,23.4,23.444445,1348800,20.383184
"2005-09-12",23.448889,23.688889,23.422222,23.582222,1494100,20.502964
"2005-09-13",23.68,23.68,23.364445,23.368889,1318500,20.317488
"2005-09-14",23.395555,23.493334,23.342222,23.417778,1217800,20.359987
"2005-09-15",23.440001,23.542223,23.40889,23.466667,1073700,20.402493
"2005-09-16",23.444445,23.537777,23.395555,23.51111,1228200,20.441135
"2005-09-19",23.56889,23.56889,23.404444,23.484444,508000,20.417952
"2005-09-20",23.48889,23.706667,23.422222,23.457777,1181700,20.39477
"2005-09-21",23.395555,23.471111,23.244444,23.248888,912100,20.21316
"2005-09-22",23.244444,23.391111,23.048889,23.368889,1527700,20.317488
"2005-09-23",23.373333,23.604445,23.373333,23.413334,946300,20.356127
"2005-09-26",23.457777,23.6,23.324444,23.4,720600,20.344536
"2005-09-27",23.43111,23.497778,23.293333,23.373333,600900,20.321352
"2005-09-28",23.435556,23.497778,23.333334,23.417778,597600,20.359987
"2005-09-29",23.382223,23.666666,23.311111,23.6,580000,20.518415
"2005-09-30",23.555555,23.559999,23.382223,23.48,1012200,20.414097
"2005-10-03",23.253334,23.324444,23.177778,23.297777,1098100,20.297922
"2005-10-04",23.333334,23.626667,23.120001,23.120001,1161000,20.143042
"2005-10-05",23.177778,23.444445,23.071112,23.137777,718300,20.158531
"2005-10-06",23.200001,23.288889,23.017778,23.16,710100,20.177891
"2005-10-07",23.266666,23.533333,23.266666,23.373333,1026900,20.363758
"2005-10-10",23.417778,23.586666,23.288889,23.297777,683100,20.297922
"2005-10-11",23.306667,23.448889,23.102222,23.120001,637600,20.143042
"2005-10-12",23.062222,23.306667,22.982222,23.168888,678600,20.185635
"2005-10-13",23.124445,23.213333,22.911112,23.120001,627900,20.143042
"2005-10-14",23.173334,23.391111,23.026667,23.311111,572500,20.309549
"2005-10-17",23.280001,23.404444,23.111111,23.311111,563800,20.309549
"2005-10-18",23.35111,23.444445,23.266666,23.337778,812800,20.332779
"2005-10-19",23.266666,23.959999,23.248888,23.959999,1323400,20.874882
"2005-10-20",23.644444,23.64889,22.995556,23.066668,2496100,20.096577
"2005-10-21",23.071112,23.111111,22.937778,23.022223,1109700,20.057856
"2005-10-24",23.093334,23.48,23.066668,23.466667,669700,20.445063
"2005-10-25",23.466667,23.6,23.071112,23.173334,951900,20.189512
"2005-10-26",23.200001,23.395555,23.133333,23.155556,804600,20.174011
"2005-10-27",23.146667,23.306667,23.115555,23.142221,460500,20.162395
"2005-10-28",23.253334,23.337778,23.022223,23.337778,878100,20.332779
"2005-10-31",23.404444,23.515556,23.248888,23.48,554800,20.456692
"2005-11-01",23.48,23.551111,23.32,23.395555,1041000,20.383116
"2005-11-02",23.373333,23.635555,23.35111,23.577778,1511100,20.541872
"2005-11-03",23.622223,23.733334,23.515556,23.688889,739800,20.638678
"2005-11-04",23.871111,23.911112,23.48889,23.573334,1371700,20.538
"2005-11-07",23.644444,23.782223,23.56889,23.782223,2022300,20.719994
"2005-11-08",23.782223,23.844444,23.533333,23.586666,617100,20.549614
"2005-11-09",23.6,23.857779,23.524445,23.786667,1361400,20.723862
"2005-11-10",23.84,24.111111,23.795555,23.986666,1361700,20.898109
"2005-11-11",24.031111,24.057777,23.897778,23.955555,770100,20.871008
"2005-11-14",23.911112,24.071112,23.733334,24.017778,854500,20.925217
"2005-11-15",24.022223,24.137777,23.866667,23.959999,667500,20.874882
"2005-11-16",24.035555,24.035555,23.777779,23.813334,426100,20.747089
"2005-11-17",23.924444,24.075556,23.755556,23.995556,967900,20.905865
"2005-11-18",24.035555,24.111111,23.888889,24.004444,608800,20.913603
"2005-11-21",23.977777,24.088888,23.911112,24.053333,643500,20.956196
"2005-11-22",24.031111,24.32,24,24.222221,1530100,21.10334
"2005-11-23",24.231112,24.342222,24.195555,24.248888,816000,21.126566
"2005-11-25",24.293333,24.315556,24.235556,24.280001,370000,21.153673
"2005-11-28",24.280001,24.386667,24.248888,24.355556,775500,21.219501
"2005-11-29",24.444445,24.497778,24.32,24.377777,1026600,21.238857
"2005-11-30",24.355556,24.368889,24.048889,24.053333,1126300,20.956196
"2005-12-01",24.164444,24.306667,24.088888,24.222221,996000,21.10334
"2005-12-02",23.977777,24.24,23.822222,24.191111,1189900,21.076237
"2005-12-05",24.137777,24.266666,24,24.213333,1096800,21.095596
"2005-12-06",24.311111,24.360001,24.182222,24.271111,1300200,21.145931
"2005-12-07",24.271111,24.35111,24.177778,24.324444,1592700,21.1924
"2005-12-08",24.342222,24.355556,24.133333,24.235556,849600,21.114956
"2005-12-09",24.235556,24.4,24.177778,24.244444,564700,21.122698
"2005-12-12",24.288889,24.475555,24.271111,24.355556,1027800,21.219501
"2005-12-13",24.4,24.746666,24.337778,24.657778,913200,21.482809
"2005-12-14",24.675556,24.893333,24.56889,24.835556,1091200,21.637695
"2005-12-15",24.84,24.879999,24.56889,24.653334,768700,21.478943
"2005-12-16",24.777779,24.888889,24.484444,24.497778,1163200,21.343412
"2005-12-19",24.502222,24.555555,24.355556,24.413334,622000,21.269836
"2005-12-20",24.368889,24.4,24.271111,24.324444,516700,21.1924
"2005-12-21",24.426666,24.577778,24.404444,24.475555,552700,21.324043
"2005-12-22",24.528889,24.639999,24.35111,24.564444,518400,21.401497
"2005-12-23",24.577778,24.644444,24.542223,24.595556,213900,21.428596
"2005-12-27",24.6,24.808889,24.48889,24.48889,395200,21.335661
"2005-12-28",24.555555,24.733334,24.48889,24.693333,504100,21.513786
"2005-12-29",24.666666,24.799999,24.582222,24.622223,489100,21.451824
"2005-12-30",24.631111,24.742222,24.555555,24.711111,712500,21.52928
"2006-01-03",24.711111,24.853333,24.515556,24.799999,991900,21.649551
"2006-01-04",24.777779,25.013334,24.671112,24.831112,1137600,21.676704
"2006-01-05",24.768888,24.822222,24.555555,24.657778,1075000,21.525394
"2006-01-06",24.768888,24.888889,24.693333,24.826666,687100,21.672834
"2006-01-09",24.799999,24.817778,24.706667,24.804445,977800,21.653433
"2006-01-10",24.737778,24.764444,24.484444,24.764444,1201500,21.618521
"2006-01-11",24.764444,24.791111,24.604445,24.608889,1025700,21.482716
"2006-01-12",24.666666,24.666666,24.40889,24.537777,1035600,21.420641
"2006-01-13",24.56889,24.728889,24.56889,24.706667,511200,21.568071
"2006-01-17",24.662222,24.733334,24.386667,24.435556,481900,21.331409
"2006-01-18",24.453333,24.608889,24.377777,24.559999,730800,21.440035
"2006-01-19",24.617777,24.666666,24.391111,24.613333,702000,21.486595
"2006-01-20",24.59111,24.608889,24.088888,24.128889,883300,21.063694
"2006-01-23",24.173334,24.435556,24.164444,24.386667,819900,21.288731
"2006-01-24",24.422222,24.542223,24.328888,24.515556,964500,21.401243
"2006-01-25",24.555555,24.56889,24.346666,24.502222,777100,21.389601
"2006-01-26",24.59111,24.955555,24.59111,24.835556,1358500,21.680593
"2006-01-27",24.817778,24.964445,24.639999,24.733334,768700,21.591354
"2006-01-30",24.764444,24.831112,24.586666,24.799999,1302000,21.649551
"2006-01-31",24.804445,25.164444,24.444445,24.933332,1867900,21.765944
"2006-02-01",24.911112,24.986666,24.68,24.955555,820900,21.785351
"2006-02-02",24.888889,24.888889,24.506666,24.51111,896800,21.39736
"2006-02-03",24.4,24.826666,24.311111,24.817778,1028800,21.665066
"2006-02-06",24.799999,24.808889,24.506666,24.595556,666000,21.471079
"2006-02-07",24.542223,24.577778,24.386667,24.48,757900,21.370205
"2006-02-08",24.622223,24.631111,24.364445,24.546667,816000,21.4284
"2006-02-09",24.440001,24.48889,23.959999,24.111111,1377000,21.04818
"2006-02-10",24.111111,24.542223,24.053333,24.453333,948700,21.34692
"2006-02-13",24.40889,24.413334,24.133333,24.186666,1179600,21.114134
"2006-02-14",24.217777,24.671112,24.217777,24.564444,1298800,21.443922
"2006-02-15",24.51111,24.697779,24.497778,24.644444,1037400,21.513758
"2006-02-16",24.533333,24.702223,24.444445,24.577778,998200,21.455563
"2006-02-17",24.555555,24.617777,24.404444,24.435556,1220400,21.331409
"2006-02-21",24.435556,24.444445,24.288889,24.328888,1130500,21.238291
"2006-02-22",24.422222,24.719999,24.391111,24.675556,1042200,21.540913
"2006-02-23",24.688889,24.688889,24.306667,24.306667,1499500,21.218887
"2006-02-24",24.333334,24.52,24.266666,24.426666,922500,21.323639
"2006-02-27",24.440001,24.506666,24.35111,24.391111,830700,21.292599
"2006-02-28",24.355556,24.373333,24.244444,24.297777,981100,21.211128
"2006-03-01",24.355556,24.4,24.24,24.328888,880200,21.238291
"2006-03-02",24.266666,24.35111,24.16,24.324444,1054300,21.234413
"2006-03-03",24.444445,24.884445,24.360001,24.577778,2591100,21.455563
"2006-03-06",24.688889,24.813334,24.435556,24.546667,1468000,21.4284
"2006-03-07",24.551111,24.666666,24.497778,24.622223,1085400,21.49435
"2006-03-08",24.688889,24.777779,24.573334,24.622223,1077900,21.49435
"2006-03-09",24.666666,24.857779,24.622223,24.742222,1033300,21.59911
"2006-03-10",24.777779,25.088888,24.755556,25.026667,1175400,21.847431
"2006-03-13",25.088888,25.151112,24.862223,24.911112,1176900,21.746553
"2006-03-14",24.928888,25.280001,24.906666,25.208889,738900,22.006489
"2006-03-15",25.324444,25.435556,25.133333,25.35111,623800,22.130653
"2006-03-16",25.422222,25.733334,25.346666,25.475555,827500,22.239292
"2006-03-17",25.577778,25.639999,25.360001,25.4,831300,22.173326
"2006-03-20",25.466667,25.466667,25.222221,25.404444,1045300,22.177214
"2006-03-21",25.422222,25.444445,25.266666,25.311111,669600,22.095741
"2006-03-22",25.337778,25.422222,25.213333,25.342222,897700,22.122892
"2006-03-23",25.346666,25.346666,25.111111,25.24,774900,22.033657
"2006-03-24",25.24,25.248888,25.017778,25.164444,447900,21.967697
"2006-03-27",25.164444,25.244444,25.120001,25.146667,1194700,21.952181
"2006-03-28",25.155556,25.217777,25.048889,25.173334,913000,21.97547
"2006-03-29",25.222221,25.493334,25.031111,25.457777,810100,22.22377
"2006-03-30",25.484444,25.946667,25.462223,25.684444,1953400,22.421644
"2006-03-31",25.719999,25.724445,25.377777,25.377777,985000,22.153929
"2006-04-03",25.48889,25.635555,25.284445,25.328888,1689400,22.11125
"2006-04-04",25.333334,25.475555,25.244444,25.435556,874800,22.204372
"2006-04-05",25.466667,25.662222,25.422222,25.546667,577900,22.34432
"2006-04-06",25.533333,25.617777,25.426666,25.555555,598900,22.352089
"2006-04-07",25.6,25.6,25.124445,25.146667,654300,21.994461
"2006-04-10",25.204445,25.40889,25.093334,25.386667,915900,22.204372
"2006-04-11",25.391111,25.413334,25,25.08,781600,21.936148
"2006-04-12",25.057777,25.213333,24.968889,25.120001,808300,21.971134
"2006-04-13",24.862223,25.262222,24.799999,25.146667,870700,21.994461
"2006-04-17",25.106667,25.266666,25.022223,25.093334,447000,21.947805
"2006-04-18",25.235556,25.471111,25.177778,25.337778,1368000,22.161612
"2006-04-19",25.266666,25.373333,25.022223,25.257778,1349700,22.091648
"2006-04-20",25.360001,25.59111,25.293333,25.564444,1658700,22.359859
"2006-04-21",25.711111,25.911112,25.64889,25.777779,1598400,22.546459
"2006-04-24",25.777779,25.862223,25.622223,25.768888,771900,22.538679
"2006-04-25",25.844444,25.844444,25.582222,25.773333,925200,22.542566
"2006-04-26",25.826666,25.955555,25.764444,25.937778,841200,22.686398
"2006-04-27",26.266666,26.675556,26.262222,26.555555,1865200,23.226734
"2006-04-28",26.555555,26.799999,26.52,26.715555,1220800,23.366684
"2006-05-01",26.733334,26.844444,26.360001,26.404444,1035100,23.09457
"2006-05-02",26.457777,26.48,26.266666,26.417778,747400,23.10623
"2006-05-03",26.417778,26.533333,26.413334,26.422222,1125600,23.110126
"2006-05-04",26.48889,26.822222,26.422222,26.706667,874000,23.358904
"2006-05-05",26.742222,27.151112,26.688889,27.115555,811900,23.716532
"2006-05-08",27,27.111111,26.857779,26.906666,902400,23.533838
"2006-05-09",26.906666,26.906666,26.755556,26.84,924900,23.475531
"2006-05-10",26.84,26.982222,26.799999,26.92,774000,23.545496
"2006-05-11",26.875555,27.088888,26.795555,26.911112,997600,23.53772
"2006-05-12",26.911112,26.911112,26.702223,26.706667,733900,23.358904
"2006-05-15",26.751112,26.955555,26.59111,26.955555,1002300,23.576599
