"","KMB.Open","KMB.High","KMB.Low","KMB.Close","KMB.Volume","KMB.Adjusted"
"2003-10-02",50,50.095879,49.731544,49.942474,1914500,28.357042
"2003-10-03",50.59444,50.767017,49.769894,49.798656,1860000,28.275391
"2003-10-06",49.78907,50.134228,49.654842,49.894535,671700,28.329824
"2003-10-07",49.78907,49.942474,49.587727,49.808247,1242300,28.280838
"2003-10-08",50.009586,50.095879,49.472675,49.62608,1278400,28.177393
"2003-10-09",49.760307,50.316395,49.453499,49.568554,2094300,28.144743
"2003-10-10",49.549377,49.721954,49.395973,49.520615,1093200,28.117521
"2003-10-13",49.520615,49.817833,49.252159,49.62608,753500,28.177393
"2003-10-14",49.62608,49.971237,49.395973,49.865772,1054500,28.313494
"2003-10-15",49.827419,50.143814,49.568554,49.683605,1077800,28.21007
"2003-10-16",49.568554,50.009586,49.539787,49.856186,1356400,28.30806
"2003-10-17",50.095879,50.258869,49.741131,50.019176,1294300,28.400585
"2003-10-20",50.182167,50.182167,49.060402,49.386387,1177200,28.041298
"2003-10-21",49.386387,49.386387,48.753597,48.916588,1329900,27.774548
"2003-10-22",48.676895,49.587727,48.657719,49.165867,1406200,27.916101
"2003-10-23",49.223392,49.837009,48.926174,49.798656,1457500,28.275391
"2003-10-24",49.232983,49.472675,48.676895,49.280922,1302100,27.981409
"2003-10-27",49.290508,49.539787,48.878235,49.098755,1483000,27.877991
"2003-10-28",49.089165,49.798656,48.926174,49.798656,1317900,28.275391
"2003-10-29",49.808247,50.057526,49.549377,50.057526,1183800,28.422377
"2003-10-30",50.479385,50.767017,50.047939,50.671143,1852000,28.770775
"2003-10-31",50.651966,51.045063,50.59444,50.63279,1446400,28.749004
"2003-11-03",50.719078,51.342281,50.661552,51.169704,1659900,29.05386
"2003-11-04",51.169704,51.351871,50.335571,50.680729,2036700,28.776234
"2003-11-05",50.814957,51.150528,50.63279,50.814957,1359200,28.852434
"2003-11-06",50.814957,51.0163,50.345158,50.814957,1052200,28.852434
"2003-11-07",50.814957,50.901245,50.441036,50.699905,1444800,28.787113
"2003-11-10",50.59444,51.188877,50.59444,50.977947,1151400,28.944975
"2003-11-11",50.79578,51.390221,50.738255,51.208054,847400,29.075628
"2003-11-12",51.121765,51.716202,50.968361,51.601151,1427900,29.298824
"2003-11-13",51.601151,51.601151,50.469799,51.265579,1696300,29.108301
"2003-11-14",51.505272,51.81208,51.246403,51.495686,1273100,29.238953
"2003-11-17",51.495686,51.495686,50.872482,51.22723,1083200,29.086514
"2003-11-18",51.093002,51.351871,50.882072,51.303932,1233800,29.13007
"2003-11-19",51.102589,51.620327,51.00671,51.323105,1034600,29.140951
"2003-11-20",51.323105,51.323105,50.747841,50.843719,1312500,28.868771
"2003-11-21",51.198467,51.390221,50.891659,51.265579,1224000,29.108301
"2003-11-24",51.486099,51.965485,51.102589,51.42857,1473300,29.200838
"2003-11-25",51.121765,51.927132,50.977947,51.620327,1888300,29.309721
"2003-11-26",51.610737,51.81208,51.208054,51.773731,1596400,29.396824
"2003-11-28",51.773731,52.195591,51.725792,51.984661,609400,29.516586
"2003-12-01",52.348991,53.048897,52.07095,53.048897,2383700,30.120855
"2003-12-02",53.08725,53.758389,53.02972,53.480347,2797500,30.365839
"2003-12-03",53.307766,54.122723,53.163952,53.787151,1994100,30.735441
"2003-12-04",53.854267,54.266541,53.739212,54.132309,2149400,30.93265
"2003-12-05",54.170662,54.774689,53.777565,54.362415,1441900,31.06414
"2003-12-08",54.189838,54.496643,54.132309,54.458294,1446700,31.118937
"2003-12-09",54.458294,54.793865,54.228188,54.458294,2297100,31.118937
"2003-12-10",54.592522,54.774689,54.170662,54.534996,1803100,31.162777
"2003-12-11",54.51582,54.6884,54.343239,54.554173,1236300,31.173731
"2003-12-12",54.506233,55.369129,54.458294,55.369129,1564300,31.639408
"2003-12-15",55.608822,55.608822,54.554173,54.554173,2620100,31.173731
"2003-12-16",53.930969,55.675934,53.930969,55.302013,2262100,31.601068
"2003-12-17",55.3116,55.704697,55.186962,55.608822,1358400,31.776382
"2003-12-18",55.752636,55.973156,55.378716,55.436241,1722500,31.677771
"2003-12-19",55.426655,55.637585,54.851391,55.071907,2980400,31.46958
"2003-12-22",55.177372,55.359539,54.717163,55.244488,1726900,31.568201
"2003-12-23",55.244488,55.867691,55.244488,55.704697,1449400,31.831152
"2003-12-24",55.656761,55.992329,55.512943,55.656761,536800,31.803774
"2003-12-26",55.656761,55.944389,55.637585,55.90604,369400,31.946218
"2003-12-29",56.078621,56.558006,55.714287,56.558006,1100900,32.318771
"2003-12-30",56.232021,56.471718,56.021091,56.414188,828100,32.236591
"2003-12-31",56.423779,56.855225,56.423779,56.653885,1039700,32.373558
"2004-01-02",56.692234,56.92234,56.040268,56.232021,1106300,32.132504
"2004-01-05",56.270374,56.615532,55.848515,56.260788,1763600,32.14893
"2004-01-06",55.369129,55.599232,55.091084,55.436241,2335700,31.677771
"2004-01-07",55.580059,56.663471,55.225311,56.097794,2642100,32.055794
"2004-01-08",56.299137,56.548416,55.551296,55.74305,1577600,31.853077
"2004-01-09",55.397892,56.251198,55.388302,55.982742,1550500,31.990042
"2004-01-12",55.733459,56.260788,55.48418,56.164909,1205200,32.094151
"2004-01-13",55.838924,56.088207,54.650047,54.995205,1998100,31.425732
"2004-01-14",55.186962,55.349953,54.803452,55.254074,1101700,31.573658
"2004-01-15",55.129433,55.215725,54.525406,54.937679,1522400,31.392874
"2004-01-16",55.033558,55.081497,54.506233,55.052734,1355100,31.458614
"2004-01-20",54.841801,55.033558,54.036434,54.669224,1349100,31.239466
"2004-01-21",54.458294,54.697987,54.170662,54.650047,1905100,31.228516
"2004-01-22",54.650047,54.841801,53.911793,54.141899,1802700,30.938156
"2004-01-23",54.46788,54.592522,53.873444,54.218601,1450700,30.981964
"2004-01-26",54.88974,56.299137,54.669224,56.088207,3592800,32.050308
"2004-01-27",55.733459,56.999043,55.733459,56.184086,2296200,32.105099
"2004-01-28",56.232021,56.999043,55.599232,55.608822,2394200,31.776382
"2004-01-29",56.088207,56.816875,55.982742,56.567593,1843300,32.324253
"2004-01-30",56.605946,57.037392,56.471718,56.625118,1768100,32.357121
"2004-02-02",56.625118,57.037392,56.423779,56.778522,2023900,32.444778
"2004-02-03",56.711411,57.114094,56.548416,56.663471,1338500,32.37904
"2004-02-04",56.232021,56.931927,56.136147,56.826462,1567000,32.472172
"2004-02-05",56.826462,57.76606,56.740173,57.392139,2255800,32.795414
"2004-02-06",57.459251,57.593479,56.337486,56.91275,1652200,32.521484
"2004-02-09",56.91275,57.651009,56.864815,57.526367,2016000,32.872108
"2004-02-10",57.526367,57.612656,56.941513,57.372963,1774100,32.784454
"2004-02-11",57.209972,58.552254,57.200382,58.446789,1683100,33.398067
"2004-02-12",58.197506,58.302971,57.813999,57.852348,1005600,33.05838
"2004-02-13",58.101631,58.437199,57.775646,58.13998,1395700,33.22274
"2004-02-17",58.724831,58.830296,58.101631,58.475552,1354200,33.414501
"2004-02-18",58.475552,58.667305,58.149567,58.283798,1074100,33.304939
"2004-02-19",58.35091,59.78907,58.264622,59.36721,2052200,33.924026
"2004-02-20",59.664429,60.671143,59.664429,60.278046,2663700,34.444496
"2004-02-23",60.278046,61.246403,60.239693,61.073826,2595700,34.899231
"2004-02-24",60.661552,61.236816,60.412273,60.901245,3015900,34.800613
"2004-02-25",61.121765,62.425694,61.121765,61.927132,3396800,35.386829
"2004-02-26",61.706615,62.214764,61.610737,62.118889,2482900,35.49641
"2004-02-27",62.138062,62.348991,61.821667,62.013424,1822900,35.436157
"2004-03-01",62.032597,62.473633,61.898369,62.348991,2060500,35.627888
"2004-03-02",62.320229,62.368168,61.955898,62.138062,1475000,35.507359
"2004-03-03",61.975071,62.061363,61.371044,61.792904,1692500,35.542816
"2004-03-04",61.668266,61.792904,61.265579,61.390221,1512900,35.311192
"2004-03-05",61.294342,62.032597,61.169704,61.466923,1493100,35.355324
"2004-03-08",61.42857,61.706615,61.313519,61.447746,1395500,35.344284
"2004-03-09",61.313519,61.361458,60.488976,60.930008,2014000,35.046501
"2004-03-10",61.188877,62.013424,60.891659,61.246403,2067400,35.228481
"2004-03-11",61.198467,61.313519,59.654842,59.664429,2013600,34.318539
"2004-03-12",59.300095,59.865772,59.089165,59.750721,1610100,34.368164
"2004-03-15",59.654842,59.683605,58.744007,58.878235,1617900,33.866318
"2004-03-16",59.117928,59.539787,58.389263,58.964527,1198400,33.91597
"2004-03-17",58.964527,59.395973,58.868649,59.290508,1586700,34.103451
"2004-03-18",58.916588,59.721954,58.398849,59.223392,1283800,34.06485
"2004-03-19",59.20422,59.491852,58.830296,58.897411,1194300,33.877357
"2004-03-22",58.657719,58.801533,57.526367,57.842762,1810700,33.270741
"2004-03-23",58.149567,58.379673,57.833172,57.948227,1324900,33.331383
"2004-03-24",58.044102,58.628956,57.76606,57.861938,1375100,33.281754
"2004-03-25",58.005753,59.127518,58.005753,58.906998,1525700,33.88287
"2004-03-26",58.77277,60.191753,58.676895,59.463089,1833300,34.202724
"2004-03-29",59.520615,59.683605,59.108341,59.511024,1263400,34.230312
"2004-03-30",59.300095,59.568554,59.108341,59.290508,1341500,34.103451
"2004-03-31",59.386387,60.882072,58.9837,60.498562,1990900,34.798328
"2004-04-01",60.498562,61.131351,60.258869,60.843719,1508200,34.996861
"2004-04-02",61.323105,61.351871,60.719078,60.968361,1248900,35.068554
"2004-04-05",60.882072,61.323105,60.575264,61.303932,994100,35.26157
"2004-04-06",61.073826,61.831257,61.00671,61.773731,967000,35.531792
"2004-04-07",61.553211,61.984661,61.275169,61.773731,1035100,35.531792
"2004-04-08",61.984661,62.07095,60.872482,61.169704,909700,35.184357
"2004-04-12",62.329819,62.329819,60.824543,60.949184,1789800,35.057522
"2004-04-13",60.949184,61.543625,60.747841,61.025887,1616400,35.101631
"2004-04-14",60.786194,61.687439,60.690315,61.418983,1548300,35.327751
"2004-04-15",61.361458,61.6395,60.977947,61.390221,1133100,35.311192
"2004-04-16",61.716202,62.051773,61.457336,61.591564,1539100,35.427013
"2004-04-19",61.764141,61.888783,61.342281,61.658676,1067000,35.465622
"2004-04-20",61.697029,62.406521,61.572388,61.955898,1392600,35.636578
"2004-04-21",62.051773,62.320229,61.620327,62.090126,1495400,35.713791
"2004-04-22",61.697029,63.03931,61.409397,62.972195,1979700,36.221149
"2004-04-23",62.809204,63.231064,62.224354,63.221478,1634400,36.364525
"2004-04-26",63.173538,63.24065,62.387344,62.464046,1564000,35.928848
"2004-04-27",62.502396,62.799618,62.23394,62.435284,1688600,35.912312
"2004-04-28",62.272293,62.291466,61.505272,61.562801,1438700,35.410461
"2004-04-29",61.840843,62.540749,61.591564,61.840843,1520300,35.570396
"2004-04-30",62.07095,62.991371,61.888783,62.751678,1614300,36.094299
"2004-05-03",62.962608,63.700863,62.799618,63.691277,2435400,36.634743
"2004-05-04",63.691277,64.218597,63.451584,63.585812,1821500,36.574097
"2004-05-05",63.374882,63.729626,63.03931,63.03931,1382800,36.259758
"2004-05-06",62.799618,63.279003,62.540749,62.943432,1618300,36.204597
"2004-05-07",62.943432,62.991371,62.128475,62.291466,1317800,35.82959
"2004-05-10",62.157238,62.511986,61.42857,61.697029,1871500,35.487682
"2004-05-11",61.64909,62.042187,61.045063,61.284756,2247300,35.250546
"2004-05-12",61.131351,61.725792,60.776608,61.361458,1819200,35.294666
"2004-05-13",61.361458,61.821667,61.160114,61.169704,1777700,35.184357
"2004-05-14",61.169704,61.351871,60.517738,60.987537,2087400,35.079578
"2004-05-17",60.642376,61.035473,60.162991,60.517738,1308300,34.809353
"2004-05-18",60.565678,60.987537,60.498562,60.58485,1090400,34.847973
"2004-05-19",60.882072,61.43816,60.047939,60.076702,1586600,34.555668
"2004-05-20",59.837009,61.284756,59.769894,60.824543,1578900,34.985821
"2004-05-21",61.121765,62.310642,61.025887,61.524448,1624400,35.388401
"2004-05-24",61.764141,61.821667,61.275169,61.294342,1037100,35.256062
"2004-05-25",61.198467,62.636623,61.00671,62.607861,1414700,36.011581
"2004-05-26",62.579098,63.08725,62.377758,62.694153,2426300,36.061203
"2004-05-27",63.269417,64.103546,63.154362,63.537872,2002900,36.54652
"2004-05-28",63.691277,63.921379,63.106422,63.183125,1635700,36.342472
"2004-06-01",63.211887,63.211887,62.329819,62.86673,1698100,36.160473
"2004-06-02",62.607861,62.953022,62.176414,62.847553,2104300,36.380932
"2004-06-03",62.837967,62.837967,62.176414,62.253117,1261600,36.036816
"2004-06-04",62.492809,62.751678,61.907959,62.061363,1242900,35.925823
"2004-06-07",62.464046,63.211887,62.387344,63.163952,1417400,36.564079
"2004-06-08",63.317352,63.720039,63.010548,63.451584,1276000,36.730583
"2004-06-09",63.652924,63.950146,63.374882,63.394054,1464000,36.697277
"2004-06-10",63.374882,63.374882,62.828381,63.163952,1437300,36.564079
"2004-06-14",63.163952,63.183125,62.531158,62.617451,1394100,36.247734
"2004-06-15",62.857143,63.010548,62.416107,62.607861,1291200,36.242176
"2004-06-16",62.751678,63.269417,62.703739,63.221478,862600,36.597389
"2004-06-17",63.135185,63.413231,63.02972,63.25024,914500,36.614033
"2004-06-18",63.259827,63.806328,62.799618,63.614574,1052900,36.824936
"2004-06-21",63.710449,63.758389,63.326942,63.394054,887600,36.697277
"2004-06-22",63.08725,63.633747,62.751678,63.489933,1268900,36.752811
"2004-06-23",63.394054,63.729626,62.790028,63.231064,2053500,36.602928
"2004-06-24",63.116013,63.317352,62.972195,63.07766,1157300,36.514133
"2004-06-25",63.03931,63.384468,62.176414,62.176414,1753900,35.992416
"2004-06-28",62.464046,63.259827,62.425694,63.03931,1830800,36.49194
"2004-06-29",63.116013,63.46117,63.08725,63.154362,1530800,36.558544
"2004-06-30",63.183125,63.422817,62.790028,63.163952,1859100,36.564079
"2004-07-01",63.317352,63.643337,62.991371,63.24065,1847900,36.608482
"2004-07-02",63.279003,63.403645,62.828381,63.125599,881800,36.541882
"2004-07-06",63.422817,63.662514,62.905083,62.991371,1168300,36.464188
"2004-07-07",62.991371,63.211887,62.809204,62.924255,1266900,36.425323
"2004-07-08",62.924255,63.163952,62.588688,62.694153,1329400,36.292122
"2004-07-09",62.895493,63.346115,62.761265,63.211887,1169800,36.591831
"2004-07-12",62.943432,63.135185,62.66539,62.703739,1497700,36.297688
"2004-07-13",62.703739,63.451584,62.464046,63.25024,1263000,36.614033
"2004-07-14",63.03931,63.604984,62.857143,63.106422,1179100,36.530773
"2004-07-15",63.163952,63.355705,62.991371,63.02972,1037300,36.486382
"2004-07-16",63.422817,63.547459,62.502396,63.000957,1351100,36.469727
"2004-07-19",63.24065,63.279003,62.732502,62.972195,1017000,36.453087
"2004-07-20",62.87632,63.231064,62.732502,62.972195,1052800,36.453087
"2004-07-21",63.08725,63.259827,61.025887,61.073826,2653700,35.35416
"2004-07-22",61.083412,63.518696,60.258869,62.799618,2925900,36.353172
"2004-07-23",62.703739,62.732502,61.409397,61.754555,1850100,35.748222
"2004-07-26",61.64909,62.042187,61.457336,61.773731,1363500,35.759315
"2004-07-27",61.744965,62.780441,61.744965,62.579098,1383800,36.225529
"2004-07-28",62.416107,62.511986,61.399807,62.253117,1122700,36.036816
"2004-07-29",62.492809,62.511986,61.361458,61.591564,972300,35.653877
"2004-07-30",61.351871,61.792904,61.140938,61.42857,1219900,35.559505
"2004-08-02",61.361458,62.483223,61.313519,62.301056,1137900,36.064575
"2004-08-03",62.262703,62.6558,62.013424,62.377758,1211700,36.108982
"2004-08-04",62.042187,62.511986,61.802494,62.416107,1365700,36.131176
"2004-08-05",62.272293,62.559925,61.265579,61.447746,1101600,35.570621
"2004-08-06",60.834133,61.198467,60,60.057526,1611400,34.765858
"2004-08-09",60.105465,61.169704,60.105465,60.767017,1071500,35.176548
"2004-08-10",60.671143,61.169704,60.517738,61.121765,956500,35.38192
"2004-08-11",60.814957,62.032597,60.786194,61.840843,1240700,35.798164
"2004-08-12",61.64909,62.003834,61.208054,61.361458,997200,35.520672
"2004-08-13",61.361458,61.534035,60.882072,61.284756,952400,35.476269
"2004-08-16",61.045063,61.917545,61.00671,61.342281,2442300,35.50956
"2004-08-17",61.361458,61.409397,60.776608,61.303932,1794200,35.487366
"2004-08-18",61.150528,62.281879,61.102589,62.262703,1478500,36.042366
"2004-08-19",62.090126,62.090126,61.160114,61.43816,1466400,35.565063
"2004-08-20",61.073826,62.559925,61.073826,62.550335,1514300,36.208874
"2004-08-23",62.550335,62.742088,61.984661,62.051773,1472100,35.920277
"2004-08-24",62.147652,62.44487,62.147652,62.272293,1303600,36.047932
"2004-08-25",62.291466,62.694153,62.128475,62.540749,1476900,36.203312
"2004-08-26",62.387344,62.799618,62.387344,62.627037,979800,36.253269
"2004-08-27",62.780441,63.518696,62.751678,63.08725,2533300,36.519676
"2004-08-30",63.08725,63.643337,63.03931,63.03931,1080200,36.49194
"2004-08-31",63.211887,63.950146,63.211887,63.950146,1801300,37.019192
"2004-09-01",63.940556,64.582932,63.806328,64.209015,1705900,37.169044
"2004-09-02",63.88303,64.717163,63.88303,64.487053,1640000,37.32999
"2004-09-03",64.448708,65.75264,64.333656,65.32119,1950900,37.812859
"2004-09-07",65.800575,66.155319,65.11985,65.292427,1875200,37.796207
"2004-09-08",65.148613,65.158195,64.506233,64.640457,1995100,37.649456
"2004-09-09",64.429527,64.717163,64.093956,64.304893,1354800,37.453999
"2004-09-10",64.151489,64.47747,63.384468,64.266541,1512300,37.431671
"2004-09-13",64.266541,64.88974,64.055611,64.793861,1294400,37.738792
"2004-09-14",64.793861,64.928093,64.381592,64.717163,1549300,37.69413
"2004-09-15",64.47747,64.544586,63.758389,63.825504,1296900,37.174793
"2004-09-16",63.950146,64.017258,63.509109,63.576221,1526300,37.029594
"2004-09-17",63.806328,64.46788,63.710449,63.873444,1698600,37.202709
"2004-09-20",63.614574,63.614574,62.013424,62.799618,2108400,36.577255
"2004-09-21",62.224354,62.684563,61.601151,62.368168,2728900,36.325958
"2004-09-22",62.368168,62.492809,61.965485,62.147652,1704500,36.197517
"2004-09-23",62.272293,62.358582,61.821667,62.176414,1362400,36.214283
"2004-09-24",62.176414,62.732502,62.051773,62.329819,1575600,36.303635
"2004-09-27",62.348991,62.387344,61.466923,61.601151,1990600,35.879208
"2004-09-28",61.744965,61.927132,61.553211,61.687439,1482500,35.929482
"2004-09-29",61.984661,62.368168,61.687439,62.368168,1416100,36.325958
"2004-09-30",62.128475,62.751678,61.840843,61.927132,2020900,36.069088
"2004-10-01",62.310642,62.45446,61.898369,62.310642,1939500,36.292446
"2004-10-04",62.368168,62.416107,61.534035,61.687439,1916600,35.929482
"2004-10-05",61.936722,62.013424,60.977947,61.601151,2924000,35.879208
"2004-10-06",61.831257,61.927132,61.361458,61.907959,1542000,36.057911
"2004-10-07",62.147652,62.291466,61.342281,61.457336,1759200,35.795452
"2004-10-08",61.457336,61.591564,61.188877,61.313519,2082400,35.711689
"2004-10-11",61.43816,61.572388,61.169704,61.303932,1437400,35.70612
"2004-10-12",61.112175,61.361458,60.651966,60.786194,1900700,35.404556
"2004-10-13",60.977947,60.987537,60.258869,60.335571,1616000,35.14209
"2004-10-14",60.498562,60.949184,60.172581,60.249279,1698100,35.091827
"2004-10-15",60.488976,60.824543,60.249279,60.354748,2351300,35.153252
"2004-10-18",60.364334,60.882072,59.693192,60.776608,1459600,35.398968
"2004-10-19",60.690315,60.843719,60.115051,60.402683,1341900,35.181175
"2004-10-20",60.306808,60.699905,59.856186,60.651966,1671400,35.326378
"2004-10-21",60.498562,60.613613,59.923298,60.258869,2113400,35.09742
"2004-10-22",59.971237,60.786194,59.971237,60.460213,1483100,35.214691
"2004-10-25",59.20422,59.213806,56.318314,56.596355,7162400,32.964207
"2004-10-26",56.807285,58.283798,56.586769,58.015339,4928900,33.790691
"2004-10-27",57.622242,57.833172,56.558006,56.874401,3002900,33.126163
"2004-10-28",56.807285,57.97699,56.711411,57.698944,2125000,33.606403
"2004-10-29",57.526367,57.746883,56.883987,57.209972,1846000,33.321609
"2004-11-01",57.142857,57.516777,56.807285,57.277084,2388700,33.360695
"2004-11-02",57.420902,57.756474,56.92234,56.951103,2060200,33.17083
"2004-11-03",57.296261,58.235859,57.296261,58.005753,2106000,33.785107
"2004-11-04",58.005753,59.664429,57.861938,59.616489,2441200,34.723274
"2004-11-05",59.779484,59.904121,59.20422,59.520615,2219600,34.667435
"2004-11-08",59.511024,59.674019,59.012463,59.511024,1250800,34.661842
"2004-11-09",59.511024,59.683605,59.089165,59.165867,1554400,34.460819
"2004-11-10",59.539787,60.412273,59.443913,59.913712,1758800,34.896378
"2004-11-11",59.865772,60.843719,59.856186,60.59444,1207500,35.292881
"2004-11-12",60.019176,60.642376,59.942474,60.642376,1509900,35.320786
"2004-11-15",60.354748,60.997124,60.268456,60.402683,1792700,35.181175
"2004-11-16",60.575264,60.786194,60.201344,60.402683,1832800,35.181175
"2004-11-17",60.402683,60.747841,60.038349,60.162991,1825300,35.041576
"2004-11-18",60.124641,60.776608,59.760307,60.59444,1756800,35.292881
"2004-11-19",60.690315,60.738255,59.741131,59.904121,1142900,34.890797
"2004-11-22",59.731544,60.671143,59.693192,60.479385,1777800,35.225861
"2004-11-23",60.354748,60.469799,60,60.37392,2164400,35.164429
"2004-11-24",60.345158,60.977947,60.306808,60.834133,1032500,35.432472
"2004-11-26",60.882072,61.332695,60.882072,61.093002,552200,35.58326
"2004-11-29",61.083412,61.447746,60.786194,61.236816,1424100,35.667019
"2004-11-30",60.997124,61.371044,60.747841,60.987537,1626500,35.521824
"2004-12-01",60.191753,60.977947,60.067116,60.920422,1601300,36.089825
"2004-12-02",60.930008,62.588688,60.680729,62.425694,2140300,36.981548
"2004-12-03",61.783318,61.917545,61.22723,61.342281,2710600,36.339725
"2004-12-06",62.224354,62.224354,61.457336,61.687439,2044000,36.544197
"2004-12-07",62.272293,62.281879,61.284756,61.284756,2801100,36.305637
"2004-12-08",60.910835,61.073826,59.980824,60.115051,2943500,35.846676
"2004-12-09",60.162991,62.003834,60.019176,61.744965,2387700,36.818592
"2004-12-10",62.857143,62.857143,61.0163,61.361458,1999400,36.589909
"2004-12-13",61.572388,62.07095,61.265579,61.936722,1450000,36.932945
"2004-12-14",61.447746,62.272293,61.208054,62.23394,1764800,37.110165
"2004-12-15",62.138062,62.138062,61.21764,61.754555,1741400,36.824314
"2004-12-16",61.514862,62.214764,61.457336,62.080536,1211100,37.0187
"2004-12-17",61.505272,62.118889,61.409397,61.534035,2714600,36.692806
"2004-12-20",61.773731,62.032597,61.409397,61.687439,1066700,36.784283
"2004-12-21",61.792904,62.320229,61.466923,62.07095,1347200,37.012978
"2004-12-22",62.224354,62.924255,62.02301,62.607861,1327400,37.33313
"2004-12-23",62.464046,62.962608,62.368168,62.6558,901100,37.36171
"2004-12-27",62.799618,63.326942,62.559925,62.559925,1118400,37.304558
"2004-12-28",62.598274,62.962608,62.579098,62.790028,1603700,37.441761
"2004-12-29",62.607861,62.713326,62.224354,62.464046,1014500,37.247387
"2004-12-30",62.66539,63.470757,62.607861,63.317352,1157300,37.756214
"2004-12-31",63.317352,63.365292,62.933846,63.096836,948500,37.62471
"2005-01-03",63.010548,63.269417,61.706615,61.888783,1586400,36.904354
"2005-01-04",62.128475,62.885906,61.888783,61.917545,2259800,36.921505
"2005-01-05",61.917545,62.166828,60.79578,60.85331,2302100,36.286911
"2005-01-06",60.862896,62.243526,60.843719,61.840843,1521200,36.875759
"2005-01-07",61.86002,62.099712,61.466923,61.495686,1522500,36.669937
"2005-01-10",61.601151,62.416107,61.169704,61.898369,2080000,36.91008
"2005-01-11",62.032597,62.051773,61.399807,61.43816,1329800,36.635654
"2005-01-12",61.591564,61.946308,61.188877,61.946308,1281200,36.938656
"2005-01-13",61.706615,61.888783,60.814957,60.958775,1329600,36.349792
"2005-01-14",61.121765,61.764141,60.920422,61.716202,1330900,36.801437
"2005-01-18",61.313519,61.514862,60.987537,61.466923,1851300,36.652805
"2005-01-19",61.409397,61.840843,61.284756,61.361458,1188300,36.589909
"2005-01-20",61.361458,62.224354,61.361458,61.831257,2266700,36.870045
"2005-01-21",61.591564,61.840843,60.719078,61.150528,2496500,36.464127
"2005-01-24",61.160114,62.464046,61.160114,61.744965,1911900,36.818592
"2005-01-25",61.792904,62.943432,61.735378,61.936722,2329400,36.932945
"2005-01-26",62.176414,62.483223,61.697029,61.697029,1608900,36.790012
"2005-01-27",61.505272,62.147652,61.265579,62.042187,1591600,36.995819
"2005-01-28",62.281879,62.722916,61.6395,62.492809,2084900,37.264526
"2005-01-31",63.374882,63.614574,62.559925,62.809204,2048200,37.453201
"2005-02-01",63.048897,63.135185,62.329819,62.607861,1582200,37.33313
"2005-02-02",62.377758,63.46117,62.377758,63.365292,1501800,37.784805
"2005-02-03",63.058487,63.950146,62.847553,63.835091,1673700,38.064938
"2005-02-04",63.739212,64.199425,63.547459,64.141899,1555400,38.247883
"2005-02-07",64.141899,64.237778,63.873444,64.017258,912900,38.173569
"2005-02-08",63.902206,64.180252,63.873444,64.046021,1307000,38.190723
"2005-02-09",64.093956,64.324066,63.777565,63.930969,1239500,38.122108
"2005-02-10",63.950146,64.314476,63.777565,64.209015,1088600,38.287903
"2005-02-11",64.314476,64.918503,63.911793,64.88015,1521900,38.68811
"2005-02-14",64.88015,65.474594,64.755516,65.340363,1436400,38.96254
"2005-02-15",64.717163,64.918503,64.007668,64.237778,2739500,38.305058
"2005-02-16",63.422817,63.863853,63.010548,63.221478,2439800,37.699036
"2005-02-17",63.03931,63.518696,62.761265,63.068073,1496600,37.607567
"2005-02-18",63.202301,63.576221,62.86673,63.202301,1715100,37.687603
"2005-02-22",62.943432,63.221478,62.253117,62.253117,2002400,37.12159
"2005-02-23",62.540749,63.279003,62.492809,63.154362,1624000,37.659023
"2005-02-24",63.03931,64.017258,62.905083,63.902206,1767300,38.104961
"2005-02-25",63.662514,63.921379,63.202301,63.566635,1608500,37.904846
"2005-02-28",63.470757,63.815914,63.03931,63.259827,1868400,37.721909
"2005-03-01",63.231064,64.314476,63.211887,63.720039,1899000,37.996326
"2005-03-02",63.03931,63.614574,62.579098,63.183125,1473900,37.944138
"2005-03-03",63.566635,64.017258,62.837967,63.106422,1394000,37.898075
"2005-03-04",63.633747,63.633747,63.07766,63.144775,1330300,37.921112
"2005-03-07",63.374882,63.422817,62.751678,62.81879,1142800,37.72533
"2005-03-08",62.895493,63.326942,62.809204,63.03931,1035100,37.857769
"2005-03-09",62.799618,63.096836,62.396931,62.531158,1215800,37.552597
"2005-03-10",62.627037,63.374882,62.607861,63.259827,1579600,37.990204
"2005-03-11",62.924255,63.29818,62.540749,62.885906,1757400,37.765644
"2005-03-14",62.847553,63.355705,62.713326,63.279003,1127900,38.001713
"2005-03-15",63.422817,63.758389,62.847553,62.847553,1031900,37.742599
"2005-03-16",62.511986,62.828381,62.07095,62.310642,1067700,37.420177
"2005-03-17",62.080536,62.45446,61.754555,62.224354,1479800,37.368351
"2005-03-18",61.984661,62.559925,61.936722,62.224354,1948300,37.368351
"2005-03-21",62.703739,62.751678,61.936722,62.262703,1207600,37.39138
"2005-03-22",62.214764,63.03931,61.907959,61.984661,1909400,37.224407
"2005-03-23",62.003834,63.202301,62.003834,62.646214,1790600,37.6217
"2005-03-24",62.847553,62.847553,62.138062,62.138062,1142100,37.316528
"2005-03-28",62.310642,62.847553,62.128475,62.416107,1286100,37.483513
"2005-03-29",62.320229,63.173538,61.936722,62.751678,1737400,37.685043
"2005-03-30",62.933846,63.355705,62.780441,63.08725,1999800,37.886559
"2005-03-31",63.08725,63.125599,62.837967,63.020134,1183500,37.846256
"2005-04-01",63.08725,63.259827,62.598274,62.761265,2000900,37.690788
