"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2014-10-20",129.970001,130.899994,129.580002,130.880005,1220100,112.890457
"2014-10-21",132.490005,134.949997,132.460007,134.800003,1269000,116.271667
"2014-10-22",134.690002,134.919998,131.850006,132,1556000,113.856499
"2014-10-23",134.210007,137.330002,134.210007,136.360001,1380600,117.617203
"2014-10-24",136.339996,137.520004,135.279999,137.25,1232600,118.384911
"2014-10-27",136.029999,136.389999,134.309998,135.369995,1787500,116.763313
"2014-10-28",140.929993,145.149994,139.779999,144.589996,3787400,124.715988
"2014-10-29",144.25,145.179993,143.139999,144.509995,1854600,124.646988
"2014-10-30",144.039993,145.990005,143.130005,144.619995,1731000,124.741867
"2014-10-31",146.809998,147.139999,145.509995,146.179993,2090800,126.087456
"2014-11-03",146.020004,146.25,144.479996,145.089996,1720000,125.147285
"2014-11-04",143.490005,144.399994,141.259995,141.770004,4094100,122.283615
"2014-11-05",144.529999,144.850006,141.570007,144.119995,2785900,124.310577
"2014-11-06",144.990005,146.720001,144.220001,146.639999,1666600,126.48423
"2014-11-07",146.529999,147.429993,145.490005,146.039993,1346500,125.966705
"2014-11-10",146.389999,147.25,145.729996,146.5,1358000,126.363487
"2014-11-11",146.179993,147.25,145.660004,146.600006,1024900,126.449715
"2014-11-12",146.419998,147.220001,145.520004,146.490005,960500,126.354851
"2014-11-13",146.470001,146.610001,143.880005,144.520004,1252100,124.65564
"2014-11-14",144.729996,145.270004,143.800003,145.059998,701200,125.121407
"2014-11-17",145.089996,145.199997,143.860001,144.779999,1001900,124.87989
"2014-11-18",144.270004,145.619995,144.270004,144.839996,1185800,125.608368
"2014-11-19",144.800003,144.800003,142.970001,143.139999,1220200,124.134087
"2014-11-20",142.179993,144.360001,142,143.960007,869800,124.845177
"2014-11-21",146.990005,149.710007,146.5,148.449997,2401000,128.739014
"2014-11-24",148.300003,149.300003,147.559998,147.990005,1481000,128.340103
"2014-11-25",148.610001,149.479996,147.75,149.220001,1400800,129.406754
"2014-11-26",148.979996,149.399994,147.75,148.919998,1438100,129.146606
"2014-11-28",148.020004,148.059998,145.080002,145.619995,1106100,126.284782
"2014-12-01",145.639999,146.220001,144.369995,145.339996,1563600,126.041962
"2014-12-02",145.279999,146.330002,144.699997,146.190002,1344900,126.779099
"2014-12-03",148.679993,151.25,147.309998,150.600006,2060900,130.603561
"2014-12-04",149.949997,150.600006,149.100006,149.960007,1240700,130.048523
"2014-12-05",149.970001,150.919998,149.429993,150.860001,1248400,130.829056
"2014-12-08",150.699997,150.809998,146.160004,147.619995,1735800,128.019211
"2014-12-09",145.720001,149.330002,145.490005,149.220001,1334100,129.406754
"2014-12-10",148.399994,148.399994,143.199997,143.970001,1636900,124.853874
"2014-12-11",144.529999,145.520004,143.820007,144.199997,1121200,125.053314
"2014-12-12",143,143.389999,140.899994,140.899994,1537300,122.191498
"2014-12-15",141.860001,142.050003,140.169998,140.300003,1639900,121.67115
"2014-12-16",139.210007,142.509995,138.380005,138.470001,1920200,120.084122
"2014-12-17",138.580002,140.960007,137.970001,140.419998,2147800,121.775238
"2014-12-18",143.830002,144.039993,141.199997,144,2397200,124.87989
"2014-12-19",144.710007,144.770004,143.059998,143.059998,2100400,124.064674
"2014-12-22",143.339996,145.639999,142.610001,145.300003,1238100,126.007278
"2014-12-23",146.259995,147.229996,145.630005,145.729996,761100,126.380173
"2014-12-24",145.899994,146.279999,145.149994,145.820007,409100,126.458244
"2014-12-26",146.199997,147.210007,146.059998,146.529999,445700,127.073944
"2014-12-29",146.240005,147.309998,145.660004,146.889999,916300,127.386131
"2014-12-30",146.740005,147.210007,145.240005,146.160004,773100,126.753082
"2014-12-31",146.160004,146.820007,144.130005,144.169998,751100,125.027306
"2015-01-02",145.220001,146.949997,143.600006,146.419998,1248300,126.978546
"2015-01-05",145.210007,145.440002,140.869995,141.460007,2443200,122.677162
"2015-01-06",141.889999,143.619995,139.699997,142.25,2927000,123.362236
"2015-01-07",143.649994,144.020004,140.860001,142.929993,1698200,123.951965
"2015-01-08",145.399994,146.759995,144.009995,145.820007,1555800,126.458244
"2015-01-09",146.429993,146.619995,143.279999,143.600006,1172700,124.53302
"2015-01-12",143.279999,143.279999,141.029999,142.559998,956500,123.631096
"2015-01-13",143.720001,144.440002,140.25,141.339996,1346100,122.573067
"2015-01-14",139.220001,142.449997,139.220001,142.399994,2239800,123.492348
