"","CMI.Open","CMI.High","CMI.Low","CMI.Close","CMI.Volume","CMI.Adjusted"
"2005-02-17",18.514999,18.65,18.195,18.202499,3940000,12.51734
"2005-02-18",17.9375,18.067499,17.647499,18.012501,6304800,12.386683
"2005-02-22",18,18.094999,17.540001,17.629999,3868400,12.123652
"2005-02-23",17.684999,18.235001,17.672501,18.049999,5181200,12.412472
"2005-02-24",18.0525,18.3125,17.825001,18.25,2636000,12.550004
"2005-02-25",18.3125,18.6775,18.1625,18.549999,3035200,12.7563
"2005-02-28",18.487499,18.82,18.35,18.352501,3836800,12.620491
"2005-03-01",18.415001,18.762501,18.4025,18.7225,3252000,12.87493
"2005-03-02",18.66,18.83,18.5375,18.780001,2516000,12.914474
"2005-03-03",18.795,18.8225,18.49,18.575001,3026400,12.773497
"2005-03-04",18.6625,19.049999,18.6075,19.0075,2527200,13.070919
"2005-03-07",18.945,19.275,18.9125,19.1625,2662800,13.177511
"2005-03-08",19.112499,19.285,18.977501,19.045,2031200,13.096706
"2005-03-09",19.012501,19.092501,18.719999,18.719999,2871600,12.873209
"2005-03-10",18.7425,18.860001,18.549999,18.77,1797200,12.907596
"2005-03-11",18.8125,18.987499,18.6975,18.7775,1497200,12.912753
"2005-03-14",18.797501,18.924999,18.747499,18.91,1430800,13.003868
"2005-03-15",19.025,19.182501,18.924999,18.955,3268000,13.034814
"2005-03-16",18.860001,18.862499,18.422501,18.497499,3356400,12.720202
"2005-03-17",18.5,18.6875,18.4625,18.532499,2978000,12.744275
"2005-03-18",18.557501,18.57,18.225,18.317499,1994400,12.596425
"2005-03-21",18.299999,18.51,18.1625,18.42,1938800,12.66691
"2005-03-22",18.4175,18.615,18.112499,18.145,2685200,12.477805
"2005-03-23",18.0625,18.1075,17.9825,18.004999,3547200,12.381523
"2005-03-24",18.055,18.3475,18.055,18.215,1284400,12.525944
"2005-03-28",18.217501,18.217501,17.852501,17.905001,2553600,12.312759
"2005-03-29",17.8825,17.952499,17.147499,17.227501,4922800,11.846868
"2005-03-30",17.227501,17.5375,17.2075,17.440001,3134400,11.992993
"2005-03-31",17.440001,17.752501,17.397499,17.5875,2157200,12.094422
"2005-04-01",17.625,17.860001,17.549999,17.6975,2799200,12.170069
"2005-04-04",17.68,17.695,17.264999,17.512501,4044000,12.042848
"2005-04-05",17.525,17.805,17.459999,17.6775,2141600,12.156317
"2005-04-06",17.682501,17.684999,17.3925,17.4,3933600,11.965485
"2005-04-07",17.4,17.4625,16.9475,17.102501,7270800,11.760903
"2005-04-08",17.125,17.237499,16.7075,16.725,4330000,11.501307
"2005-04-11",16.799999,16.844999,16.475,16.6975,5077600,11.482394
"2005-04-12",16.700001,17.25,16.672501,17.157499,4343200,11.798727
"2005-04-13",17.1075,17.200001,16.76,16.834999,3980800,11.57695
"2005-04-14",16.9125,17.049999,16.434999,16.5425,6004000,11.37581
"2005-04-15",16.5,16.645,15.96,15.9625,4630000,10.976961
"2005-04-18",16.002501,16.450001,15.8975,16.285,3074400,11.198734
"2005-04-19",16.3475,16.705,16.3475,16.575001,2218800,11.398156
"2005-04-20",16.875,17.002501,16.4925,16.495001,6544800,11.343146
"2005-04-21",17.997499,18.174999,17.512501,17.93,16090800,12.329954
"2005-04-22",17.9925,18.012501,17.715,17.8225,4700000,12.256026
"2005-04-25",17.875,17.9,17.622499,17.7225,5924800,12.187262
"2005-04-26",17.725,17.93,17.477501,17.512501,5966000,12.042848
"2005-04-27",17.514999,17.514999,16.942499,17.2225,6063600,11.843425
"2005-04-28",17.2225,17.280001,17.030001,17.032499,2633600,11.712771
"2005-04-29",17.137501,17.225,16.834999,17,2670000,11.690419
"2005-05-02",17.049999,17.4375,17.014999,17.3375,4002800,11.922507
"2005-05-03",16.875,17.299999,16.497499,16.540001,11304800,11.374087
"2005-05-04",16.602501,17.25,16.594999,17.08,4954000,11.745431
"2005-05-05",16.975,17.195,16.8025,16.950001,2317600,11.656035
"2005-05-06",17.075001,17.157499,17.004999,17.07,2911200,11.738549
"2005-05-09",17.1325,17.1325,16.795,16.940001,2572000,11.64916
"2005-05-10",16.75,17.0425,16.637501,16.754999,4684800,11.521935
"2005-05-11",16.754999,16.815001,16.3925,16.77,4207200,11.532252
"2005-05-12",16.752501,16.85,16.1425,16.1875,4738800,11.131683
"2005-05-13",16.15,16.3325,15.975,16.014999,3635200,11.221015
"2005-05-16",16.075001,16.432501,16,16.375,3227200,11.473253
"2005-05-17",16.377501,16.59,16.377501,16.575001,3337600,11.613386
"2005-05-18",16.625,17.200001,16.6175,16.950001,2855600,11.87613
"2005-05-19",17.012501,17.487499,16.91,17.192499,5002400,12.046039
"2005-05-20",17.225,17.225,17,17.1,2520000,11.981234
"2005-05-23",17.1625,17.422501,17.127501,17.297501,2906400,12.11961
"2005-05-24",17.25,17.2925,17.0375,17.165001,2154400,12.026771
"2005-05-25",17.1625,17.1875,16.940001,17.002501,1767200,11.912914
"2005-05-26",17.057501,17.235001,17.045,17.217501,2497200,12.06356
"2005-05-27",17.174999,17.295,17.1625,17.227501,801600,12.07057
"2005-05-31",17.1875,17.205,16.815001,16.987499,3289200,11.90241
"2005-06-01",16.924999,17.377501,16.809999,17.282499,3798000,12.109105
"2005-06-02",17.285,18.15,17.057501,17.895,8940800,12.538248
"2005-06-03",17.895,17.91,17.745001,17.842501,3106800,12.501467
"2005-06-06",17.905001,17.91,17.5875,17.737499,2623600,12.427899
"2005-06-07",17.870001,18.125,17.84,17.872499,3644000,12.522486
"2005-06-08",17.950001,18.0725,17.665001,17.745001,2374800,12.433156
"2005-06-09",17.7875,17.805,17.4925,17.7325,4412800,12.424397
"2005-06-10",17.727501,18.002501,17.700001,17.862499,2156000,12.515479
"2005-06-13",17.862499,18.2125,17.799999,18.0075,1458400,12.617075
"2005-06-14",18.002501,18.08,17.844999,17.967501,2487600,12.589051
"2005-06-15",18.030001,18.0875,17.620001,17.8125,2131200,12.480446
"2005-06-16",17.924999,18.1425,17.9,18.0975,3890000,12.680137
"2005-06-17",18.25,18.5075,18.127501,18.5075,3402800,12.967406
"2005-06-20",18.445,18.58,18.34,18.557501,2938000,13.002439
"2005-06-21",18.5875,18.9125,18.5875,18.752501,3885200,13.139065
"2005-06-22",18.799999,18.875,18.6425,18.719999,1722400,13.116295
"2005-06-23",18.725,18.76,18.227501,18.245001,4405200,12.783484
"2005-06-24",18.25,18.342501,18.014999,18.075001,4435200,12.664371
"2005-06-27",18.0725,18.389999,18.067499,18.3025,2811600,12.823767
"2005-06-28",18.365,19,18.365,18.8825,3776800,13.23015
"2005-06-29",18.945,19,18.727501,18.797501,1187600,13.170596
"2005-06-30",18.860001,18.907499,18.577499,18.6525,3088400,13.068998
"2005-07-01",18.75,18.775,18.547501,18.690001,2197600,13.095275
"2005-07-05",18.5875,18.872499,18.41,18.7125,3416800,13.111039
"2005-07-06",18.672501,18.8475,18.502501,18.690001,2990400,13.095275
"2005-07-07",18.540001,18.6425,18.389999,18.625,2019200,13.04973
"2005-07-08",18.6,18.8125,18.5425,18.754999,1882400,13.140818
"2005-07-11",18.799999,19.3125,18.795,19.2575,2184400,13.492892
"2005-07-12",19.237499,19.24,18.945,19.059999,2620800,13.354516
"2005-07-13",19.0625,19.235001,19.02,19.1625,1045200,13.426336
"2005-07-14",19.1625,19.7775,19.1625,19.745001,3976000,13.834467
"2005-07-15",19.745001,19.75,19.422501,19.5625,2054800,13.706595
"2005-07-18",19.502501,19.610001,19.4375,19.525,1716000,13.680323
"2005-07-19",19.5875,19.875,19.459999,19.8125,1864400,13.881765
"2005-07-20",19.75,20.275,19.6,20.237499,2378800,14.179538
"2005-07-21",20.299999,20.9375,20.047501,20.885,6096800,14.633215
"2005-07-22",21.737499,22.002501,21.0725,21.5275,11863200,15.083386
"2005-07-25",21.59,21.65,21.2325,21.245001,4707600,14.885448
"2005-07-26",21.27,21.5375,21.215,21.315001,2377600,14.9345
"2005-07-27",21.25,21.4375,20.945,20.99,4068400,14.706782
"2005-07-28",21.025,21.535,21.025,21.4175,2761200,15.006317
"2005-07-29",21.469999,21.5975,21.299999,21.360001,1681600,14.966023
"2005-08-01",21.422501,21.512501,21.3125,21.452499,1551200,15.030848
"2005-08-02",21.452499,21.6,21.2875,21.475,2420400,15.046597
"2005-08-03",21.4375,21.465,21.245001,21.3475,1881600,14.957268
"2005-08-04",21.3475,21.465,21.195,21.3375,2634400,14.950262
"2005-08-05",21.3925,21.4175,21.035,21.0525,1640800,14.750576
"2005-08-08",21.174999,21.362499,21.1,21.1675,1661600,14.831152
"2005-08-09",21.23,21.434999,21.1675,21.372499,2843200,14.974787
"2005-08-10",21.5,21.940001,21.5,21.83,4625600,15.295337
"2005-08-11",21.875,21.924999,21.567499,21.695,2067200,15.200756
"2005-08-12",21.6625,21.6625,21.2925,21.41,1697600,15.001062
"2005-08-15",21.41,21.647499,21.282499,21.555,1502800,15.102656
"2005-08-16",21.455,21.455,20.924999,21.02,2052800,14.935682
"2005-08-17",20.950001,21.1075,20.700001,21.012501,2118000,14.930352
"2005-08-18",20.975,21.16,20.877501,21.105,1694800,14.996071
"2005-08-19",21.25,21.334999,21.139999,21.297501,1672000,15.13285
"2005-08-22",21.360001,21.549999,21.0275,21.145,1419200,15.024502
"2005-08-23",21.145,21.184999,20.76,21.040001,2144000,14.949892
"2005-08-24",21.0425,21.372499,20.907499,20.975,1761200,14.903699
"2005-08-25",21.25,21.807501,21.172501,21.487499,3592800,15.267853
"2005-08-26",21.540001,21.5825,21.105,21.1775,1190800,15.047588
"2005-08-29",21.125,21.514999,20.9625,21.477501,1268800,15.260756
"2005-08-30",21.475,21.475,21.065001,21.227501,1898800,15.083117
"2005-08-31",21.2575,21.6175,21.147499,21.6175,2500400,15.360228
"2005-09-01",21.615,21.66,21.475,21.610001,1645600,15.354905
"2005-09-02",21.682501,21.702499,21.424999,21.5425,1423200,15.306939
"2005-09-06",21.5875,21.9375,21.549999,21.897499,1516000,15.559183
"2005-09-07",21.924999,22.4025,21.764999,22.389999,2566000,15.909122
"2005-09-08",22.387501,22.407499,22.067499,22.122499,2543200,15.719057
"2005-09-09",22.122499,22.2075,21.905001,22.17,1212800,15.752808
"2005-09-12",22.2325,23.469999,22.2325,23.309999,5896000,16.562824
"2005-09-13",23.4175,23.4175,22.625,23.0525,2428400,16.379866
"2005-09-14",22.975,22.975,22.5975,22.67,1560000,16.108078
"2005-09-15",22.6975,22.8025,22.5,22.549999,979600,16.022816
"2005-09-16",22.700001,23.0275,22.665001,23.004999,2677200,16.346109
"2005-09-19",23.057501,23.065001,22.442499,22.6625,1740400,16.102751
"2005-09-20",22.6625,22.7575,22.235001,22.35,2177600,15.880706
"2005-09-21",22.325001,22.8325,22.252501,22.565001,2630000,16.033476
"2005-09-22",22.557501,22.610001,22.157499,22.3925,1705600,15.910894
"2005-09-23",22.3925,22.5425,22.1525,22.4375,1728400,15.942872
"2005-09-26",21.592501,22.057501,21.5,21.870001,5850400,15.539643
"2005-09-27",21.852501,22.0175,21.7425,21.889999,2438000,15.553849
"2005-09-28",21.975,21.99,21.5875,21.645,1795600,15.379767
"2005-09-29",21.645,21.76,21.4375,21.7225,2640000,15.434838
"2005-09-30",21.674999,22.0825,21.674999,21.997499,1817600,15.630239
"2005-10-03",21.93,22.084999,21.827499,21.99,1620400,15.624906
"2005-10-04",22.045,22.0525,21.525,21.567499,2399200,15.324698
"2005-10-05",21.504999,21.504999,20.842501,20.8825,3462400,14.837976
"2005-10-06",20.879999,20.885,20.42,20.715,2999600,14.718963
"2005-10-07",20.75,20.8925,20.514999,20.782499,2097600,14.766925
"2005-10-10",20.75,20.782499,20.4625,20.497499,2459200,14.564418
"2005-10-11",20.497499,20.764999,20.125,20.237499,2848000,14.379673
"2005-10-12",20.254999,20.452499,20.02,20.1075,2010400,14.287305
"2005-10-13",20.049999,20.174999,19.969999,20.1075,4152800,14.287305
"2005-10-14",20.192499,20.465,20.15,20.355,2133200,14.463163
"2005-10-17",20.4375,20.575001,20.2575,20.3675,1313600,14.47204
"2005-10-18",20.275,20.395,20.025,20.1625,1839600,14.326383
"2005-10-19",20.1625,20.452499,19.877501,20.440001,1672800,14.52356
"2005-10-20",20.375,20.6675,20.0825,20.155001,2664800,14.321058
"2005-10-21",20,20.127501,19.450001,19.5525,5343200,13.892956
"2005-10-24",19.5525,20.237499,19.525,20.1625,3496400,14.326383
"2005-10-25",20.0375,20.405001,19.9625,20.262501,1526400,14.397441
"2005-10-26",20.15,20.625,20.110001,20.252501,2002800,14.390328
"2005-10-27",21.125,21.202499,20.182501,20.25,3896400,14.388551
"2005-10-28",20.5,20.9725,20.450001,20.852501,3416400,14.816664
"2005-10-31",21.0375,21.525,20.995001,21.342501,3607200,15.164835
"2005-11-01",21.35,21.690001,21.35,21.532499,2254000,15.29983
"2005-11-02",21.5,21.8125,21.497499,21.615,2872400,15.358455
"2005-11-03",21.775,22.057501,21.5625,21.715,2407200,15.429502
"2005-11-04",21.6975,21.8675,21.594999,21.627501,1716800,15.367337
"2005-11-07",21.629999,22.1175,21.557501,22.0975,2517600,15.701293
"2005-11-08",22.0625,22.327499,21.9275,22.280001,2842000,15.830966
"2005-11-09",21.9,22.370001,21.9,22.0875,3599200,15.694183
"2005-11-10",22.0875,22.102501,21.535,21.9725,4352400,15.612477
"2005-11-11",22.035,22.16,21.6875,21.7675,2054000,15.466811
"2005-11-14",21.702499,21.889999,21.5975,21.715,1520000,15.645128
"2005-11-15",21.639999,21.737499,21.387501,21.485001,2585600,15.479416
"2005-11-16",21.525,21.6775,21.379999,21.4825,2182400,15.477619
"2005-11-17",21.65,21.65,21.3675,21.5375,2908800,15.517245
"2005-11-18",21.6,21.825001,21.567499,21.8225,2560800,15.722583
"2005-11-21",21.924999,22,21.75,21.9625,1312800,15.823442
"2005-11-22",21.9,22.235001,21.84,22.235001,1544000,16.019779
"2005-11-23",22.172501,22.25,22.040001,22.1675,1032400,15.971145
"2005-11-25",22.1875,22.247499,22.057501,22.1625,248800,15.967543
"2005-11-28",22.2875,22.35,22.0525,22.110001,1554400,15.929722
"2005-11-29",22.157499,22.225,22.047501,22.075001,1112800,15.904496
"2005-11-30",22.1625,22.6,22.125,22.25,5064400,16.030588
"2005-12-01",22.4,22.895,22.397499,22.83,2454800,16.44846
"2005-12-02",22.875,22.9275,22.387501,22.514999,1465600,16.221512
"2005-12-05",22.5,22.747499,22.225,22.7075,2685200,16.360207
"2005-12-06",22.7075,22.7125,22.325001,22.4375,3560800,16.165678
"2005-12-07",22.4375,22.4375,22.059999,22.137501,2022800,15.949533
"2005-12-08",22.1875,22.225,21.575001,21.657499,4013600,15.603699
"2005-12-09",21.7075,22.02,21.7075,21.9,2150800,15.77842
"2005-12-12",21.98,22.219999,21.809999,21.924999,2410800,15.796427
"2005-12-13",21.9,22.1325,21.862499,21.977501,3063600,15.834252
"2005-12-14",22,22.262501,22,22.084999,1413600,15.911703
"2005-12-15",22.147499,22.200001,21.952499,22.1,4190000,15.922513
"2005-12-16",22.487499,22.6625,22.25,22.252501,5813200,16.032385
"2005-12-19",22.3375,22.35,21.9175,21.9625,7348800,15.823442
"2005-12-20",21.9625,22,21.67,21.6775,4258800,15.618114
"2005-12-21",21.74,22.2575,21.705,22.1075,4460400,15.927917
"2005-12-22",22.120001,22.422501,22.1075,22.4025,2639200,16.140457
"2005-12-23",22.65,22.8575,22.525,22.7575,2660000,16.396229
"2005-12-27",22.82,23.125,22.605,22.605,3246000,16.28635
"2005-12-28",22.6675,22.9375,22.5625,22.895,1861200,16.495291
"2005-12-29",22.9125,23.0725,22.8575,22.895,1694400,16.495291
"2005-12-30",22.725,22.727501,22.379999,22.432501,2404800,16.162077
"2006-01-03",22.5875,22.717501,22.172501,22.717501,3357600,16.367403
"2006-01-04",22.717501,24.245001,22.6525,23.885,8954400,17.20857
"2006-01-05",23.887501,23.967501,23.4,23.549999,4472800,16.967201
"2006-01-06",23.875,24.129999,23.610001,23.825001,2256000,17.165335
"2006-01-09",23.887501,24.2325,23.875,24.0625,3642000,17.336447
"2006-01-10",24.022499,24.0625,23.7225,23.997499,4486000,17.289612
"2006-01-11",24.075001,24.325001,23.977501,24.237499,2821200,17.462532
"2006-01-12",24.237499,24.4575,24.237499,24.379999,2947600,17.565197
"2006-01-13",24.379999,24.467501,23.969999,24.1425,1940800,17.394085
"2006-01-17",24.08,24.0875,23.6675,23.7675,2226800,17.123911
"2006-01-18",23.6175,24.15,23.602501,24.075001,2014000,17.345457
"2006-01-19",24.0875,24.1525,23.844999,23.9375,2120800,17.246378
"2006-01-20",23.9375,23.9375,23.3475,23.4275,2598800,16.878946
"2006-01-23",23.4275,23.43,23.125,23.35,2731600,16.823112
"2006-01-24",23.450001,23.6875,23.440001,23.6175,2451200,17.015835
"2006-01-25",23.797501,23.8475,23.4,23.504999,2e+06,16.934782
"2006-01-26",23.6875,23.924999,23.195,23.48,3356000,16.916767
"2006-01-27",23.59,25.049999,23.525,24.977501,5935600,17.99568
"2006-01-30",24.747499,25.105,24.4025,24.610001,6630000,17.730902
"2006-01-31",24.610001,24.612499,24.07,24.325001,4533600,17.52557
"2006-02-01",24.512501,25.049999,24.41,24.98,3804400,17.997478
"2006-02-02",25.225,25.467501,24.41,24.4625,5309600,17.624634
"2006-02-03",24.4625,25.08,24.25,25.025,4037600,18.0299
"2006-02-06",25,25.5975,24.977501,25.502501,3840800,18.373928
"2006-02-07",25.2875,25.525,24.8325,24.865,4226800,17.914623
"2006-02-08",24.8125,25.112499,24.637501,24.924999,2818800,17.957853
"2006-02-09",24.950001,25.2225,24.8675,24.9275,2127200,17.959654
"2006-02-10",25,25.227501,24.674999,24.969999,3116800,17.990278
"2006-02-13",24.969999,25.200001,24.725,24.875,4133200,17.921827
"2006-02-14",24.872499,25.2575,24.637501,25.16,2941200,18.127165
"2006-02-15",25.2225,26.174999,25.092501,25.975,4198000,18.714354
"2006-02-16",25.975,26.360001,25.790001,26.1,2725600,18.804411
"2006-02-17",25.955,26.327499,25.955,26.1175,2700800,19.035822
"2006-02-21",26.1875,26.6625,26.125,26.2675,2406000,19.145153
"2006-02-22",26.33,26.9025,26.33,26.8825,9240800,19.593399
"2006-02-23",26.8825,26.9625,26.629999,26.690001,7288800,19.453098
"2006-02-24",26.737499,26.942499,26.5375,26.885,1512800,19.595221
"2006-02-27",26.9925,27.65,26.977501,27.225,3421600,19.843029
"2006-02-28",27.227501,27.23,26.879999,27.07,2684800,19.730059
"2006-03-01",27.055,27.4825,27.040001,27.33,2417200,19.919556
"2006-03-02",27.155001,27.1975,26.8825,27.025,2846400,19.697252
"2006-03-03",26.674999,27.342501,26.66,27.145,2253600,19.784721
"2006-03-06",27.049999,27.08,26.362499,26.450001,4274800,19.278173
"2006-03-07",26.450001,26.674999,26.012501,26.35,2661200,19.205286
"2006-03-08",26.174999,26.280001,25.77,26.16,3825600,19.066809
"2006-03-09",26.127501,26.1875,25.844999,25.855,2199600,18.8445
"2006-03-10",25.8575,26.1875,25.637501,26.165001,3280800,19.070446
"2006-03-13",26.3125,26.5,26.0975,26.15,2793600,19.059509
"2006-03-14",26.15,26.67,25.997499,26.5,4019600,19.31461
"2006-03-15",26.602501,27.045,26.4175,27.0425,2628000,19.710012
"2006-03-16",27.2125,27.3225,26.955,27.014999,2506000,19.689964
"2006-03-17",27.022499,27.0975,26.825001,26.950001,2282400,19.642601
"2006-03-20",26.9375,27.115,26.817499,27.0425,1987200,19.710012
"2006-03-21",27.0425,27.0425,26.27,26.33,3130000,19.190706
"2006-03-22",26.377501,26.799999,26.377501,26.75,3145200,19.49683
"2006-03-23",26.75,26.75,26,26.192499,3321200,19.090492
"2006-03-24",26.215,26.4,25.955,26.282499,2186400,19.15609
"2006-03-27",26.25,26.5075,26.2075,26.5075,1569200,19.320078
"2006-03-28",26.450001,26.452499,26.012501,26.1625,2083200,19.068621
"2006-03-29",26.105,26.4025,25.940001,26.2875,2728000,19.159727
"2006-03-30",26.275,26.485001,25.877501,26.014999,3256000,18.961117
"2006-03-31",26.07,26.377501,25.905001,26.275,3221600,19.150618
"2006-04-03",26.325001,26.565001,25.997499,26.200001,3812000,19.095953
"2006-04-04",26.200001,26.775,26.1,26.4275,3839200,19.26177
"2006-04-05",26.625,26.737499,26.35,26.6875,2053200,19.451275
"2006-04-06",26.690001,26.77,26.192499,26.227501,2931600,19.115999
"2006-04-07",26.3375,26.557501,26.15,26.342501,2915600,19.199814
"2006-04-10",26.549999,27.049999,26.422501,26.995001,4159600,19.675394
"2006-04-11",27.125,27.2875,26.6,26.73,3092400,19.482248
"2006-04-12",26.725,26.727501,26.432501,26.522499,2091600,19.331007
"2006-04-13",26.549999,26.8025,26.397499,26.6875,1983200,19.451275
"2006-04-17",26.8125,27.032499,26.7075,26.772499,2650400,19.513227
"2006-04-18",26.834999,27.5375,26.8225,27.434999,4555600,19.996092
"2006-04-19",27.4475,28,27.434999,27.942499,3736800,20.365982
"2006-04-20",27.924999,28,27.48,27.497499,3062000,20.041643
"2006-04-21",27.625,27.6875,27.290001,27.4175,2433200,19.983337
"2006-04-24",27.42,27.73,27.299999,27.674999,2444800,20.171017
"2006-04-25",27.825001,28.2125,27.4,27.557501,3097200,20.085375
"2006-04-26",27.65,28.227501,27.65,28.1175,2871600,20.49353
"2006-04-27",27.8675,28.01,27.195,27.200001,3845600,19.824812
"2006-04-28",27.202499,27.205,25.5625,26.125,15042000,19.041298
"2006-05-01",26.375,27.25,26.299999,26.934999,9116000,19.63166
"2006-05-02",27.2225,27.2225,26.325001,26.450001,5659200,19.278173
"2006-05-03",26.325001,26.6175,25.9725,26.6,6888800,19.387497
"2006-05-04",26.65,26.875,26.475,26.514999,2480800,19.325541
"2006-05-05",26.762501,27.092501,26.625,27.067499,3643600,19.728235
"2006-05-08",27.2125,27.237499,26.9375,27.057501,2618800,19.720945
"2006-05-09",27.0275,27.690001,26.950001,27.592501,3531200,20.110886
"2006-05-10",27.655001,29.075001,27.6525,28.719999,20468000,20.932665
"2006-05-11",28.965,29.42,28.93,29.182501,6534000,21.269762
"2006-05-12",29.1675,29.17,28.2075,28.450001,7450000,20.73588
"2006-05-15",28.4025,28.525,27.809999,28.165001,4689200,20.528151
"2006-05-16",28.09,28.7325,27.975,28.1,4543200,20.701273
"2006-05-17",28.075001,28.129999,27.1875,27.264999,6180400,20.08614
"2006-05-18",27.264999,27.735001,26.9825,26.99,4987200,19.883543
"2006-05-19",27.200001,27.9625,27.002501,27.43,7738400,20.207687
"2006-05-22",27.43,27.432501,26.094999,26.6425,7265200,19.627531
"2006-05-23",27.25,27.717501,26.817499,26.922501,5394800,19.833815
"2006-05-24",26.922501,27.432501,26.530001,27.1,4494000,19.964577
"2006-05-25",27.307501,27.495001,26.84,27.225,4198800,20.056664
"2006-05-26",26.5,27.799999,26.5,27.512501,5666800,20.268473
"2006-05-30",27.514999,27.514999,26.762501,26.8125,4624400,19.752775
"2006-05-31",27.0375,27.5975,26.950001,27.5525,7399600,20.297935
"2006-06-01",27.584999,28.3125,27.475,28.172501,5116000,20.754686
"2006-06-02",28.415001,28.42,27.6,28.025,5791200,20.646025
"2006-06-05",28.0275,28.057501,27.24,27.2875,3622400,20.102709
"2006-06-06",27.397499,27.42,26.622499,26.85,5175600,19.780409
"2006-06-07",26.924999,27.3125,26.434999,26.442499,4002800,19.480194
"2006-06-08",26.379999,26.379999,25.275,26.012501,9092000,19.16342
"2006-06-09",26.129999,26.445,25.8575,26.127501,3822000,19.248137
"2006-06-12",26,26.1,25.247499,25.299999,3942400,18.638512
"2006-06-13",25.299999,25.6875,25.0625,25.2325,4951600,18.588791
"2006-06-14",25.3325,26.1775,25.327499,26.17,6802400,19.279449
"2006-06-15",26.4,26.9925,26.4,26.795,5708000,19.73988
"2006-06-16",26.75,27.094999,26.4825,26.5825,3329200,19.583334
"2006-06-19",26.799999,26.85,26.327499,26.75,5279200,19.706738
"2006-06-20",26.77,27.4125,26.6425,27.237499,5143600,20.065878
"2006-06-21",27.2225,28.2675,27.0625,27.754999,5756800,20.447117
"2006-06-22",27.6,27.702499,27.209999,27.645,3610400,20.366081
"2006-06-23",27.5,28.0275,27.4025,27.66,2181600,20.377131
"2006-06-26",27.700001,28.075001,27.700001,27.965,2295200,20.60183
"2006-06-27",28.112499,28.325001,27.702499,27.717501,4090000,20.419497
"2006-06-28",27.875,28.285,27.764999,28.26,4312400,20.819147
"2006-06-29",28.525,29.875,28.4625,29.762501,7807200,21.926046
"2006-06-30",29.764999,30.6875,29.764999,30.5625,6188000,22.5154
"2006-07-03",30.872499,30.872499,30.317499,30.407499,1938800,22.401211
"2006-07-05",30.407499,30.407499,29.68,29.8225,5841200,21.970245
"2006-07-06",30.112499,30.305,29.727501,29.8475,3894800,21.988659
"2006-07-07",29.8475,29.8475,29.264999,29.407499,2923200,21.664511
"2006-07-10",29.65,29.950001,29.385,29.58,2275200,21.791595
"2006-07-11",29.5175,29.887501,29.115,29.7925,4207200,21.948145
"2006-07-12",29.7925,30.0625,29.625,29.715,3407600,21.891048
"2006-07-13",29.4,29.5275,28.7875,28.885,5001600,21.279579
"2006-07-14",28.885,28.950001,28.0875,28.592501,3605600,21.064098
"2006-07-17",28.475,28.5375,28.012501,28.1,3328000,20.701273
"2006-07-18",28.2875,28.475,27.692499,28.3375,3954000,20.876245
"2006-07-19",28.549999,29.4625,28.549999,29.075001,4815600,21.419567
"2006-07-20",29.375,29.497499,28.025,28.065001,4481200,20.675495
"2006-07-21",28.290001,28.315001,27.125,27.3375,5676400,20.139544
"2006-07-24",27.49,28.602501,27.445,28.487499,4291200,20.986746
"2006-07-25",28.35,28.702499,28.012501,28.387501,3947600,20.913084
"2006-07-26",28.387501,28.9,27.844999,28.299999,5336800,20.848618
"2006-07-27",29.75,29.75,27.455,27.92,9006800,20.568676
"2006-07-28",28.1975,29.084999,27.977501,28.9,6411600,21.290638
"2006-07-31",28.887501,29.41,28.672501,29.25,3860400,21.548485
"2006-08-01",29.25,29.407499,28.817499,29.15,3506400,21.474812
"2006-08-02",29.25,29.459999,28.862499,29.1975,2740000,21.509804
"2006-08-03",29.0525,30.002501,28.950001,29.82,4250400,21.968401
"2006-08-04",30.125,30.584999,29.5375,30.0725,7140800,22.154423
"2006-08-07",29.9025,30.672501,29.75,30.59,5313200,22.535664
"2006-08-08",30.674999,30.797501,29.887501,29.942499,5640400,22.058645
"2006-08-09",30.192499,30.315001,29.18,29.25,5955600,21.548485
"2006-08-10",29.25,29.5725,28.975,29.530001,3897200,21.754763
"2006-08-11",29.467501,29.467501,28.799999,28.93,4180400,21.312742
"2006-08-14",29.18,29.4575,28.74,28.875,4110000,21.272221
"2006-08-15",29.125,29.8225,29.092501,29.7875,2807200,21.944462
"2006-08-16",29.924999,30.272499,29.592501,30.1175,6558400,22.459002
"2006-08-17",30.1175,31.2425,30.0075,30.987499,6293600,23.107767
"2006-08-18",30.875,30.965,30.137501,30.525,4528000,22.762878
"2006-08-21",30.525,30.525,30.1175,30.2925,2907600,22.589504
"2006-08-22",30.2925,30.4575,29.9575,30.0725,2515600,22.425444
"2006-08-23",30.125,30.370001,29.639999,29.860001,2568800,22.266979
"2006-08-24",29.9275,29.934999,29.315001,29.4,2492800,21.923956
"2006-08-25",28.844999,28.872499,28.15,28.58,6928800,21.312468
"2006-08-28",28.4375,29.0825,28.424999,28.797501,4011600,21.474663
"2006-08-29",28.780001,28.780001,28.23,28.747499,4640800,21.43738
"2006-08-30",28.75,28.809999,28.2675,28.434999,3014800,21.204344
"2006-08-31",28.612499,28.897499,28.327499,28.705,3418800,21.405684
"2006-09-01",28.825001,29.122499,28.475,28.877501,2555600,21.534319
"2006-09-05",29,29.75,28.557501,29.475,6172000,21.979876
