"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"2010-11-19",169.630005,170,166.809998,168.979996,842100,132.73851
"2010-11-22",168.559998,169.800003,166.259995,166.869995,1077000,131.080948
"2010-11-23",166,166.070007,162.550003,163.029999,1200500,128.06459
"2010-11-24",165.059998,166.449997,164.429993,165.889999,948900,130.311188
"2010-11-26",165.139999,165.970001,164.009995,164.600006,230900,129.297852
"2010-11-29",164.139999,164.429993,161.529999,163.100006,1046000,128.119629
"2010-11-30",162.279999,164,162,163,1147600,128.041046
"2010-12-01",164.5,167.75,163.75,167.619995,1506800,132.482925
"2010-12-02",168.119995,171.880005,168.089996,171.850006,1048400,135.826233
"2010-12-03",170.539993,172.759995,168.059998,172.350006,719600,136.22139
"2010-12-06",172.690002,172.949997,169.949997,171.479996,747600,135.533768
"2010-12-07",173.009995,174.470001,169.600006,171.389999,1323500,135.462646
"2010-12-08",171.509995,174.300003,171.25,173.699997,848900,137.288422
"2010-12-09",178.130005,179.899994,175.130005,179.820007,1489600,142.125519
"2010-12-10",179.800003,183.110001,178.5,183.050003,1982000,144.678452
"2010-12-13",184,185.279999,181.570007,181.880005,925700,143.753693
"2010-12-14",181.940002,184.229996,181.339996,182.660004,713800,144.370209
"2010-12-15",183.089996,184.130005,180.649994,180.899994,753100,142.979156
"2010-12-16",181.649994,183.300003,178.229996,183.110001,937900,144.725861
"2010-12-17",182.720001,189.029999,181.25,187.199997,3979700,147.958496
"2010-12-20",187.529999,189,185.460007,188.5,1502200,148.985992
"2010-12-21",189.440002,192.580002,188.740005,192.509995,888800,152.155441
"2010-12-22",193.389999,193.740005,190.309998,190.960007,678600,150.930359
"2010-12-23",190.720001,191.740005,188.410004,188.669998,356200,149.120361
"2010-12-27",188.559998,189.970001,187.029999,189.259995,387900,149.586685
"2010-12-28",189.199997,190,187.350006,189.410004,304400,149.705231
"2010-12-29",190.539993,191.470001,189.360001,190.820007,379600,150.819641
"2010-12-30",189.800003,190.600006,187.720001,188.020004,379000,148.606583
"2010-12-31",188.300003,190.600006,187.360001,190.580002,480700,150.629974
"2011-01-03",191.520004,195,189.529999,190.190002,1085200,150.321777
"2011-01-04",191.259995,191.5,188.710007,190.039993,794400,150.203186
"2011-01-05",190.029999,192.839996,189.25,192,925300,151.752335
"2011-01-06",192.679993,192.789993,188.360001,189.929993,727300,150.116272
"2011-01-07",191.520004,191.520004,185.460007,188.360001,886200,148.875351
"2011-01-10",188.110001,191.539993,187.429993,191.169998,898300,151.096298
"2011-01-11",191.869995,195.679993,190.720001,193.419998,734000,152.87468
"2011-01-12",194.699997,195.240005,191.039993,193.839996,818100,153.206589
"2011-01-13",193.839996,196.089996,192.490005,195.809998,609000,154.763626
"2011-01-14",195.330002,199.100006,193.669998,199.059998,808200,157.332367
"2011-01-18",199.309998,199.990005,193.75,196.520004,812000,155.324844
"2011-01-19",195.759995,196.940002,191,191.559998,774300,151.404541
"2011-01-20",192.740005,193.009995,189.25,190.869995,806800,150.859207
"2011-01-21",192.460007,194.649994,191.300003,193.070007,627400,152.598038
"2011-01-24",194.229996,194.899994,191.309998,193.580002,789900,153.001083
"2011-01-25",199.339996,199.869995,194.919998,198.009995,1361900,156.502457
"2011-01-26",199.160004,200.830002,196.919998,199.960007,1313700,158.043732
"2011-01-27",200.759995,202.059998,198.75,201.729996,729600,159.442688
"2011-01-28",201.380005,201.470001,193.949997,194.279999,1041700,153.554382
"2011-01-31",194.600006,198.199997,194.539993,198.020004,699800,156.510376
"2011-02-01",199.229996,202,198.5,201.229996,639200,159.04747
"2011-02-02",199.570007,199.990005,197.029999,197.639999,778200,156.210052
"2011-02-03",197,197.820007,194.509995,196.820007,462100,155.561935
"2011-02-04",197.100006,197.649994,194.059998,194.350006,702200,153.609711
"2011-02-07",195.259995,198.5,195,196,808400,154.913864
"2011-02-08",196.779999,199.449997,195.059998,199.369995,727600,157.577377
"2011-02-09",198.270004,200.649994,197.259995,199.619995,447000,157.774963
"2011-02-10",198.009995,201.589996,198.009995,200.710007,486900,158.636505
"2011-02-11",200.009995,203.600006,199,203.419998,473000,160.778458
"2011-02-14",203.5,206.440002,202.589996,205.009995,672500,162.035172
"2011-02-15",203.610001,206,202.539993,205.660004,457800,162.548843
"2011-02-16",206.029999,207,204,205.339996,458200,162.295959
"2011-02-17",205.020004,205.479996,202.800003,204.589996,379000,161.70314
"2011-02-18",205.449997,207.470001,202.899994,206.669998,516900,163.347168
"2011-02-22",203.410004,204.160004,197.910004,198.410004,537500,156.818634
"2011-02-23",199,199.830002,194.380005,195.130005,682900,154.226196
"2011-02-24",195.789993,201.440002,193.580002,201.199997,832500,159.023758
"2011-02-25",202.990005,204.550003,201.440002,203.919998,863900,161.173584
"2011-02-28",203.110001,205.610001,200.509995,203.990005,685300,161.228882
"2011-03-01",209.770004,209.770004,200.899994,201.429993,748100,159.205566
"2011-03-02",200.729996,202.029999,198.740005,198.850006,710100,157.166428
"2011-03-03",199.369995,207.160004,199.210007,207.059998,704800,164.794876
"2011-03-04",207.179993,207.440002,201.009995,201.889999,537400,160.680206
"2011-03-07",202.5,203.110001,196.639999,198.240005,654600,157.775253
"2011-03-08",199.080002,200.389999,196.850006,198.830002,564300,158.244797
"2011-03-09",198.070007,198.779999,195.649994,196.899994,552300,156.708725
"2011-03-10",194.380005,196.210007,188.910004,190.380005,944700,151.519608
"2011-03-11",190.75,191.919998,188.320007,189.979996,593700,151.201233
"2011-03-14",188.679993,189.179993,185.589996,188.429993,584400,149.967667
"2011-03-15",183.289993,186.779999,180.289993,185.699997,792200,147.794922
"2011-03-16",185.199997,186.229996,179.520004,179.770004,924900,143.075333
"2011-03-17",183.289993,184.539993,181.710007,183.960007,675100,146.41008
"2011-03-18",185.279999,186.759995,183.089996,184.550003,748500,146.879623
"2011-03-21",185.009995,187.130005,185,186,461800,148.033646
"2011-03-22",185.630005,186.339996,184.679993,185.029999,509900,147.261673
"2011-03-23",184.779999,185.139999,181.369995,183.699997,525700,146.203156
"2011-03-24",183.949997,186.5,183.949997,185.550003,1010400,147.675522
"2011-03-25",186.589996,189.020004,185.550003,188.240005,592500,149.816452
"2011-03-28",189.300003,190.679993,187.190002,187.470001,570300,149.203568
"2011-03-29",187.259995,187.869995,185.199997,186.5,975700,148.431625
"2011-03-30",196.339996,200.100006,194.880005,198.839996,4569000,158.252716
"2011-03-31",198.100006,201.039993,198.100006,201.009995,2705100,159.979782
"2011-04-01",202.050003,204.5,202,202.429993,18680000,161.10997
"2011-04-04",201.399994,202.800003,199.820007,200.990005,1768900,159.963913
"2011-04-05",200.25,202.199997,198.929993,199.479996,1303700,158.762115
"2011-04-06",200.740005,200.75,198.699997,199.220001,1058800,158.555206
"2011-04-07",199.649994,199.789993,196.800003,197.990005,959400,157.576263
"2011-04-08",199,199.910004,195.309998,196.100006,817000,156.072083
"2011-04-11",195.850006,197.289993,195.520004,195.949997,797900,155.952698
"2011-04-12",197.210007,197.210007,193.919998,194.779999,904900,155.02153
"2011-04-13",196.029999,196.929993,193.279999,194.679993,1179600,154.94191
"2011-04-14",193.160004,194.289993,192.149994,193.380005,679400,153.907288
"2011-04-15",194.979996,195.089996,192.550003,193.240005,681600,153.795837
"2011-04-18",191.080002,192.990005,189.059998,190.550003,971100,151.654953
"2011-04-19",191.320007,192.029999,189.350006,192.029999,708700,152.832794
"2011-04-20",194.369995,196.479996,192.800003,193.720001,984100,154.177795
"2011-04-21",195.800003,199.210007,194.119995,198.880005,959000,158.284637
"2011-04-25",198.770004,199.990005,195.899994,197.130005,803400,156.89183
"2011-04-26",197.410004,199.5,196.740005,198.929993,565700,158.324356
"2011-04-27",199.139999,200.410004,196.779999,199.899994,746400,159.09639
"2011-04-28",198.899994,199.339996,196.529999,198,534200,157.584229
"2011-04-29",197.850006,198.270004,194.880005,195.940002,454000,155.944702
"2011-05-02",196.860001,197.5,195.320007,195.529999,462900,155.618393
"2011-05-03",197.610001,197.610001,192.009995,194.070007,570700,154.456436
"2011-05-04",197.059998,197.850006,192.619995,194.009995,574300,154.408661
"2011-05-05",193.220001,193.880005,190.740005,191.470001,516700,152.387146
"2011-05-06",194.089996,197.559998,193.889999,195.740005,746600,155.785583
"2011-05-09",197.320007,197.320007,194.229996,196.669998,431600,156.525696
"2011-05-10",197.009995,198.160004,195.669998,198,423100,157.584229
"2011-05-11",197.149994,197.149994,194.169998,194.520004,503200,154.81459
"2011-05-12",194.160004,196,192.080002,195.880005,485000,155.896988
"2011-05-13",196.220001,196.669998,193.889999,194.240005,299600,154.591736
"2011-05-16",192.259995,195.899994,191.729996,191.949997,457900,152.76915
"2011-05-17",191.080002,191.949997,187.470001,190.539993,608300,151.646881
"2011-05-18",190.479996,193.75,189.5,193.25,361900,153.803818
"2011-05-19",198.029999,199.860001,196.029999,198.100006,916100,157.663864
"2011-05-20",198,199.990005,197.330002,197.509995,566300,157.194275
"2011-05-23",195.570007,196.199997,193.509995,194.740005,542500,154.98967
"2011-05-24",192.539993,194.229996,191.520004,193.050003,1056300,153.644653
"2011-05-25",193,195.860001,193,195.410004,625500,155.522903
"2011-05-26",195.419998,198.220001,194,197.539993,629900,157.218124
"2011-05-27",198,201.179993,197.699997,200.669998,663000,159.709213
"2011-05-31",202.5,205.559998,201.380005,205.559998,897700,163.601105
"2011-06-01",207.25,207.419998,199.289993,199.350006,1055300,158.658752
"2011-06-02",199.429993,201.029999,197.889999,199.580002,600600,158.841721
"2011-06-03",196.279999,196.330002,193.539993,193.630005,753800,155.175278
"2011-06-06",192.880005,193.979996,187.509995,187.850006,795600,150.543228
"2011-06-07",189.039993,191.570007,188.479996,189.639999,678000,151.977737
"2011-06-08",189.259995,190.860001,188.940002,189.690002,600300,152.017792
"2011-06-09",190.190002,193.149994,187.440002,192.320007,440500,154.125504
"2011-06-10",190.110001,191.690002,185.270004,185.820007,896000,148.916382
"2011-06-13",186.210007,189.220001,186,188.929993,762100,151.408737
"2011-06-14",191.710007,193,191.119995,192.559998,516900,154.317841
"2011-06-15",190.529999,191.380005,185.509995,186.320007,826600,149.317078
"2011-06-16",186.990005,189,185.190002,188.130005,826800,150.767609
"2011-06-17",190.949997,191,186.899994,187.339996,659200,150.134491
"2011-06-20",186.850006,189.789993,186.139999,189.399994,407300,151.785355
"2011-06-21",190.350006,191.850006,188.669998,190.729996,543000,152.851212
"2011-06-22",189.690002,191.410004,189.080002,189.139999,590300,151.577042
"2011-06-23",186.179993,187.990005,184.710007,187.369995,690500,150.158554
"2011-06-24",187.479996,187.860001,183.509995,184.389999,771700,147.770309
"2011-06-27",184.559998,187.419998,184.100006,187.070007,434200,149.918121
"2011-06-28",187.470001,189.279999,186.199997,189.259995,593300,151.673157
"2011-06-29",190.479996,192.5,189.229996,191.889999,829200,153.780853
"2011-06-30",192.809998,193.279999,189.839996,191.809998,782100,153.716766
"2011-07-01",192.050003,196.639999,191.100006,196.419998,741100,157.411285
"2011-07-05",195.440002,196.350006,194.179993,194.509995,402300,155.880524
"2011-07-06",194.190002,195.779999,193.089996,195.550003,570600,156.71402
"2011-07-07",197.759995,199.100006,197.050003,198.490005,414300,159.07016
"2011-07-08",195.25,195.850006,193.860001,195.449997,618200,156.633865
"2011-07-11",190.169998,192.449997,185.820007,186.380005,835600,149.365143
"2011-07-12",185.399994,188.559998,183.5,183.690002,943500,147.209412
"2011-07-13",185.229996,187,184.5,185.050003,765300,148.299301
"2011-07-14",186.350006,186.809998,181.759995,182.270004,672400,146.071381
"2011-07-15",187.789993,187.800003,182.350006,184.539993,745700,147.890564
"2011-07-18",184.240005,184.240005,178.779999,180.25,701000,144.452591
"2011-07-19",181.490005,183.940002,179.710007,183.690002,1211500,147.209412
"2011-07-20",189.570007,191.490005,184.139999,184.5,915900,147.858536
"2011-07-21",184.75,188.580002,184.75,187.720001,728600,150.439011
"2011-07-22",188.210007,189.990005,187.5,187.919998,572500,150.599289
"2011-07-25",185.5,187.419998,184.199997,186,393400,149.060608
"2011-07-26",188.729996,188.729996,183.520004,184.419998,762200,147.794373
"2011-07-27",184.580002,184.580002,175.649994,176.839996,1612500,141.719788
"2011-07-28",177.339996,178.259995,174.050003,175.070007,1279500,140.301315
"2011-07-29",172.5,179.580002,172.380005,178.460007,1276300,143.018066
"2011-08-01",181.399994,181.5,175.089996,178.360001,978800,142.937943
"2011-08-02",179.520004,179.520004,173.949997,174.490005,1141800,139.836502
"2011-08-03",174.610001,176.710007,169.539993,173.449997,1490600,139.003067
"2011-08-04",170.880005,172.679993,162.880005,163.25,1276000,130.82872
"2011-08-05",165.639999,167.559998,157,161.580002,1897300,129.490417
"2011-08-08",154.029999,159.740005,145.139999,145.25,1855300,116.403519
"2011-08-09",150.020004,156.690002,144.639999,156.539993,2030800,125.451363
"2011-08-10",151.559998,155.119995,145.869995,148.059998,1944200,118.655449
"2011-08-11",150.050003,164.520004,148.669998,161.979996,1968300,129.810959
"2011-08-12",167.059998,168.5,159.910004,161.070007,947800,129.08165
"2011-08-15",162.630005,165.639999,162.009995,165.139999,782900,132.343369
"2011-08-16",160.160004,164.809998,158.910004,161.160004,874900,129.153824
"2011-08-17",162.330002,164.679993,159.380005,161.179993,867500,129.169815
"2011-08-18",157.759995,157.759995,150.5,152.279999,1029400,122.037361
"2011-08-19",150.25,156.039993,150,151.330002,1195500,121.276039
"2011-08-22",155.240005,156.470001,151.479996,152.169998,1197200,121.949219
"2011-08-23",153.300003,159.440002,150.240005,159.410004,1118000,127.751366
"2011-08-24",158.350006,163.729996,156.759995,163.729996,707600,131.213394
"2011-08-25",165.220001,167.970001,157.009995,158.639999,1036700,127.134285
"2011-08-26",158.050003,163.009995,154.580002,160.990005,742600,129.017578
"2011-08-29",163.770004,168.289993,163,168.179993,594300,134.779633
"2011-08-30",167.25,168.940002,165.639999,167,627400,133.834
"2011-08-31",166.570007,167.339996,163.070007,164.75,1460800,133.126923
"2011-09-01",164.720001,166.399994,162.149994,162.679993,814200,131.454269
"2011-09-02",160.190002,161.070007,155.050003,156.039993,769100,126.088814
"2011-09-06",150.25,152.619995,148.899994,152.410004,1055400,123.155594
"2011-09-07",154.809998,159.020004,154.229996,158.910004,924700,128.407898
"2011-09-08",157.75,158.309998,155.520004,155.860001,909800,125.943344
"2011-09-09",154.490005,154.940002,150.080002,151.070007,879100,122.072754
"2011-09-12",149.259995,152.050003,148.100006,151.300003,939700,122.258629
"2011-09-13",153.360001,153.679993,150.070007,151.220001,1192300,122.193993
"2011-09-14",153,154.320007,149.100006,152.300003,1101800,123.066696
"2011-09-15",154.229996,159.460007,153.5,159.179993,1009800,128.626068
"2011-09-16",159.979996,161.889999,157.710007,160.880005,1152900,129.999725
"2011-09-19",156.5,157.720001,154.5,156.25,714100,126.258476
"2011-09-20",157.539993,159.419998,155.339996,155.580002,702200,125.71711
"2011-09-21",155.389999,156.830002,147.210007,147.220001,895800,118.961784
"2011-09-22",142.660004,145.449997,140.220001,144.75,1301400,116.965858
"2011-09-23",143.559998,147.880005,142.789993,147.630005,770800,119.293053
"2011-09-26",148.009995,150.639999,144.679993,150.350006,872500,121.49099
"2011-09-27",153.899994,157.75,151.139999,152.490005,1188000,123.220177
"2011-09-28",157.720001,157.720001,148.259995,148.550003,952700,120.036469
"2011-09-29",152.729996,152.779999,148.070007,151.660004,1147400,122.549507
"2011-09-30",149.360001,151.570007,147.610001,148.009995,1095600,119.600113
"2011-10-03",146.809998,148.699997,141.429993,141.770004,1041900,114.557854
"2011-10-04",140.059998,147.570007,137,147.199997,1300000,119.349686
"2011-10-05",147.520004,151.139999,145.509995,150.490005,869300,122.017227
"2011-10-06",150.470001,152.190002,145.300003,151.669998,781000,122.973961
"2011-10-07",152.350006,153,147.690002,147.779999,1009800,119.82
"2011-10-10",152.880005,156.720001,150.929993,155.25,1081400,125.87664
"2011-10-11",153.449997,155.440002,152.020004,153.059998,776200,124.10099
"2011-10-12",154.490005,160.190002,154.330002,156,1219000,126.484741
"2011-10-13",155.529999,155.529999,149.520004,153.649994,1038100,124.579346
"2011-10-14",154.050003,159.490005,154.050003,155.910004,1061300,126.411758
"2011-10-17",154.25,155.369995,150.25,150.729996,619700,122.2118
"2011-10-18",151.020004,157.759995,150.279999,156.300003,1155200,126.728004
"2011-10-19",153,154,148.059998,148.919998,1540800,120.74427
"2011-10-20",149.039993,153.509995,146.529999,152.160004,1160300,123.371208
"2011-10-21",154.509995,155.75,152.149994,154.320007,941300,125.122604
"2011-10-24",155.699997,158.339996,154.130005,157.479996,776400,127.684715
"2011-10-25",158.229996,158.229996,149.929993,150.380005,915900,121.928024
"2011-10-26",153.229996,155.25,151.419998,154.369995,963700,125.163139
"2011-10-27",159.970001,170.419998,159.660004,169.119995,2e+06,137.122421
"2011-10-28",169.100006,170.800003,165.229996,169.779999,939300,137.657562
"2011-10-31",166.509995,166.919998,157.75,157.789993,1355800,127.93605
"2011-11-01",152.089996,155.130005,149.839996,150,1845900,121.619896
"2011-11-02",152.630005,155.990005,150.740005,155.520004,772200,126.095543
"2011-11-03",157.130005,160.220001,153.050003,159.259995,841000,129.127914
"2011-11-04",157.020004,158.679993,154.570007,157.600006,541100,127.781998
"2011-11-07",158.009995,160.240005,155.600006,160.050003,720700,129.768478
"2011-11-08",163.389999,163.910004,159.429993,163.160004,816900,132.290039
"2011-11-09",159.059998,159.059998,152.990005,153.229996,1086900,124.238792
"2011-11-10",156.270004,160.759995,154.460007,159.880005,1170000,129.630615
"2011-11-11",161.979996,166,160.5,164.330002,946200,133.238678
"2011-11-14",162.800003,165.190002,161.770004,163.119995,762300,132.257614
"2011-11-15",162.880005,168.330002,162.399994,165.880005,1068200,134.495438
"2011-11-16",163.429993,164.880005,160.940002,161.330002,810000,130.806274
"2011-11-17",160.960007,163.160004,158.740005,159.600006,1014700,129.403595
"2011-11-18",160.889999,161.199997,158.119995,159.259995,667800,129.127914
"2011-11-21",156.429993,158,154.289993,156.610001,640400,126.979309
"2011-11-22",156.320007,157.660004,154.059998,155.809998,562800,126.330666
"2011-11-23",153.779999,154.899994,151.440002,151.490005,894700,122.828003
"2011-11-25",151.229996,153.770004,150.350006,151.270004,217100,122.649643
"2011-11-28",157.809998,160.339996,157.350006,159.830002,975200,129.590118
"2011-11-29",159.550003,162.789993,158.910004,161.029999,877300,130.563049
"2011-11-30",167.600006,172.529999,166.070007,172.039993,1388200,139.489929
"2011-12-01",169.5,170.240005,165.449997,167.410004,752500,136.829514
"2011-12-02",169.649994,173.220001,168.119995,169.020004,618200,138.145447
"2011-12-05",172.940002,176.5,172.119995,176.309998,1009300,144.103775
"2011-12-06",176.229996,176.229996,172,173.460007,530100,141.774338
"2011-12-07",172.889999,175.210007,170.979996,174.369995,497900,142.518173
"2011-12-08",172.649994,172.889999,167.130005,167.5,715000,136.903122
"2011-12-09",168.610001,173.550003,168.289993,172.679993,729600,141.136887
"2011-12-12",166.339996,170.320007,166.339996,169.479996,532000,138.521423
"2011-12-13",171,172.339996,165.369995,167.75,498100,137.107452
"2011-12-14",166.800003,168.679993,165.279999,166.940002,691200,136.445374
"2011-12-15",169.880005,169.949997,167.5,167.839996,443600,137.181
"2011-12-16",168.720001,170.889999,167.869995,170.330002,940900,139.216141
"2011-12-19",170.570007,170.889999,165.089996,165.600006,667500,135.350189
"2011-12-20",169.539993,173.910004,169.220001,173.139999,608400,141.512817
"2011-12-21",173.339996,174.460007,170.110001,173.350006,601900,141.684479
"2011-12-22",173.880005,176.199997,173.509995,175.490005,588600,143.433609
"2011-12-23",176.699997,178.729996,175,178.410004,313100,145.820206
"2011-12-27",178.179993,179.770004,177.020004,177.839996,310700,145.354309
"2011-12-28",177.880005,177.880005,175.899994,176.440002,301000,144.210083
"2011-12-29",177.399994,179.5,176.550003,179.399994,342200,146.629318
"2011-12-30",179.399994,179.429993,177.869995,178.240005,252200,145.681229
"2012-01-03",183.649994,185.960007,180.869995,181.270004,654300,148.157761
"2012-01-04",179.550003,180.869995,177.639999,179.960007,481600,147.087051
"2012-01-05",179.5,179.919998,175.179993,179.330002,812200,146.572159
"2012-01-06",179.679993,180.949997,177.509995,179.130005,413100,146.408661
"2012-01-09",179.300003,179.860001,177.300003,179.25,632100,146.506714
"2012-01-10",182.419998,183.600006,181,183.089996,540600,149.645325
"2012-01-11",182.029999,184.100006,179.039993,183.869995,534800,150.282791
"2012-01-12",186.910004,187.169998,182.259995,187.059998,632600,152.890121
"2012-01-13",185.740005,186.919998,184.399994,186.570007,911900,152.489624
"2012-01-17",188.619995,190.399994,186.919998,187.460007,1336800,153.217056
"2012-01-18",187.5,188.75,185.610001,187.800003,720800,153.494949
"2012-01-19",187,187.800003,181.050003,187.539993,919300,153.282425
"2012-01-20",184.75,186.589996,180.830002,182.820007,1275000,149.424652
"2012-01-23",181.990005,185.710007,181.630005,185.559998,708500,151.664108
"2012-01-24",184.229996,189.25,184.229996,189.020004,633900,154.492065
"2012-01-25",188.039993,188.809998,186.320007,188.240005,638000,153.854553
"2012-01-26",189.800003,191.679993,186.399994,187.860001,719300,153.543991
"2012-01-27",186,189.050003,185.580002,187.490005,506600,153.241531
"2012-01-30",185.679993,186,182.809998,183.220001,597600,149.751541
"2012-01-31",184.410004,184.880005,180.410004,182,758400,148.754364
"2012-02-01",185.479996,185.479996,181.110001,183,1086800,149.571747
"2012-02-02",182.979996,184.419998,182.350006,183.770004,1007400,150.201096
"2012-02-03",185.259995,188.690002,184.690002,188.639999,1331900,154.181519
"2012-02-06",184.009995,190.199997,184.009995,190.179993,734900,155.440155
"2012-02-07",188.979996,189.990005,187.320007,189.470001,417600,154.859879
"2012-02-08",189.770004,190.649994,188.990005,190.25,565600,155.49736
"2012-02-09",190.460007,190.960007,188.539993,190.190002,605500,155.44838
"2012-02-10",188.020004,190.410004,187.559998,190,419500,155.29306
"2012-02-13",191.369995,192.710007,190.559998,192.449997,554600,157.295532
"2012-02-14",191,192.809998,189.880005,191.520004,646100,156.535416
"2012-02-15",192.679993,192.949997,189.429993,189.880005,781500,155.194992
"2012-02-16",193.080002,193.210007,190.559998,193.119995,855100,157.843124
"2012-02-17",194.729996,196.800003,192.199997,196.190002,716500,160.352356
"2012-02-21",196.369995,196.789993,193.869995,194.529999,582200,158.995605
"2012-02-22",192.699997,194.600006,192.399994,193.509995,483500,158.161896
"2012-02-23",193.589996,198.089996,192.800003,197.130005,652500,161.120667
"2012-02-24",198.490005,199.100006,195.229996,196,585700,160.197067
"2012-02-27",195,198.399994,194,197.710007,477000,161.594711
"2012-02-28",197.940002,199.899994,197.399994,198.330002,567100,162.10144
"2012-02-29",202.089996,202.089996,197.570007,199,1230900,162.649017
"2012-03-01",198.020004,200,197.160004,198.5,706600,162.240387
"2012-03-02",197.800003,200.25,197.600006,198.25,831200,162.036041
"2012-03-05",196.740005,196.820007,194.550003,195.240005,456400,160.792511
"2012-03-06",193.649994,194.949997,191.880005,193.169998,870600,159.087646
"2012-03-07",194.149994,196.720001,193.279999,196.720001,516000,162.011337
"2012-03-08",198.550003,198.970001,195.020004,195.550003,685200,161.047775
"2012-03-09",196.320007,197.509995,195.279999,196.910004,437600,162.167786
"2012-03-12",196.979996,196.979996,194.509995,194.880005,627300,160.495972
"2012-03-13",197,203.009995,195.259995,203,773000,167.18335
"2012-03-14",206.419998,206.419998,198.839996,200.669998,491300,165.264404
"2012-03-15",201.240005,205.089996,199.350006,205.080002,537600,168.896332
"2012-03-16",204.039993,205.720001,203.020004,205.600006,736100,169.324646
"2012-03-19",204.020004,206.520004,203.809998,205.089996,308900,168.904587
"2012-03-20",204.619995,204.619995,202.929993,203.300003,320200,167.430389
"2012-03-21",202.679993,204.270004,200.699997,201.339996,652600,165.816223
"2012-03-22",199.550003,200.119995,198.149994,198.520004,572100,163.493759
"2012-03-23",199.020004,201.440002,198.240005,201.110001,364400,165.626785
"2012-03-26",201.520004,205.199997,200.710007,205.190002,385300,168.986908
"2012-03-27",208.690002,208.690002,203.460007,203.580002,555500,167.660995
"2012-03-28",203.889999,204.550003,200.199997,202.729996,351500,166.960953
"2012-03-29",201.229996,202.220001,198.699997,199.589996,478600,164.374969
"2012-03-30",201.729996,204.899994,199.179993,204.899994,658400,168.748093
"2012-04-02",207.699997,209.369995,203.380005,206.289993,479800,169.892868
"2012-04-03",205.440002,207.270004,202.380005,206.570007,605400,170.123428
"2012-04-04",205.589996,206.139999,202.990005,203.820007,681600,167.858627
"2012-04-05",202.869995,206.199997,202.429993,205.979996,969300,169.637543
"2012-04-09",201.639999,208.210007,200.779999,202.740005,762200,166.969208
"2012-04-10",202.380005,203.630005,197.440002,198.600006,998200,163.559677
"2012-04-11",200.639999,201.050003,197.149994,197.809998,564700,162.909027
"2012-04-12",198.699997,201.910004,198.490005,201.710007,459200,166.120972
"2012-04-13",201.509995,201.720001,197.479996,197.809998,387100,162.909027
"2012-04-16",199.5,201.279999,197.520004,198.179993,464800,163.213791
"2012-04-17",200.770004,202.990005,199.639999,201.809998,736700,166.203308
"2012-04-18",200,200,194.050003,196.009995,1287900,161.426575
"2012-04-19",195.509995,195.990005,189.710007,190.600006,1673100,156.971146
"2012-04-20",190.449997,193.25,189.589996,190.399994,1177400,156.806442
"2012-04-23",188,188.279999,184,186.940002,1021400,153.956863
"2012-04-24",187.449997,190.570007,186.910004,188.570007,812800,155.299332
"2012-04-25",190,191.559998,189.75,191.399994,461200,157.630005
"2012-04-26",190.729996,193.690002,190.020004,193.25,713800,159.15358
"2012-04-27",193.199997,193.940002,191.380005,192.5,642300,158.535904
"2012-04-30",191.960007,192.509995,190.759995,191.580002,398600,157.778259
"2012-05-01",191.339996,193.240005,190.320007,190.5,655500,156.888824
"2012-05-02",190.809998,190.809998,187.320007,188.779999,894900,155.472229
"2012-05-03",188.330002,188.940002,182.539993,183.160004,1197200,150.843796
"2012-05-04",182.889999,184.649994,181.770004,183.169998,1263900,150.852051
"2012-05-07",181.039993,184.820007,181.039993,183.820007,692900,151.38739
"2012-05-08",182.490005,183.490005,180.649994,182.339996,621500,150.168518
"2012-05-09",180.210007,181.949997,179.539993,180.270004,522300,148.46373
"2012-05-10",180.800003,181.940002,179.130005,179.679993,550700,147.977829
"2012-05-11",178.949997,180.929993,177.119995,179.770004,552700,148.051987
"2012-05-14",177.029999,178.229996,176.399994,176.490005,494900,145.350693
"2012-05-15",176.669998,179.940002,176.399994,176.850006,576400,145.647156
"2012-05-16",177.830002,178.919998,175.029999,175.070007,558900,144.181229
"2012-05-17",175,176.759995,173.899994,173.970001,562800,143.27533
"2012-05-18",173.259995,174.669998,171.360001,171.910004,772200,141.578735
"2012-05-21",167.110001,172.619995,166.009995,167.729996,1838700,138.136261
"2012-05-22",166.990005,167.649994,162.720001,163.369995,3999900,134.545517
"2012-05-23",160.649994,168.059998,160.25,167.5,22888000,137.946854
"2012-05-24",169.300003,170.899994,166.809998,170.440002,3906300,140.368088
"2012-05-25",170.470001,172.25,169.610001,171.360001,1494500,141.125793
"2012-05-29",173.130005,174.690002,171.020004,174.600006,1629300,143.794113
"2012-05-30",172.990005,173,170.179993,170.770004,1355600,140.639862
"2012-05-31",170.529999,171.929993,167.559998,170.800003,1346400,140.664566
"2012-06-01",168.070007,169.330002,165.399994,166.570007,1686700,137.180878
"2012-06-04",167.169998,168.350006,163.639999,165,1086400,135.887924
"2012-06-05",162.710007,166.75,162.710007,166.279999,1329600,138.198425
"2012-06-06",168.570007,170.710007,167.240005,170.559998,772300,141.75563
"2012-06-07",171.979996,174,171.720001,172.119995,857400,143.05217
"2012-06-08",170.789993,173.929993,169.960007,173.910004,597300,144.539886
"2012-06-11",175.380005,175.399994,171.779999,171.949997,862500,142.910889
"2012-06-12",174.130005,174.960007,170.330002,173.020004,837300,143.800186
