"","BWA.Open","BWA.High","BWA.Low","BWA.Close","BWA.Volume","BWA.Adjusted"
"2010-01-07",18.25,18.635,18.030001,18.594999,2592200,17.014925
"2010-01-08",18.49,18.594999,18.200001,18.254999,2500600,16.703814
"2010-01-11",18.405001,18.52,18.115,18.225,2885200,16.676359
"2010-01-12",18.120001,18.295,17.705,17.754999,3873200,16.2463
"2010-01-13",17.809999,18,17.700001,17.879999,3943800,16.360674
"2010-01-14",17.879999,19.040001,17.85,18.940001,4483800,17.330605
"2010-01-15",18.99,19.18,18.445,18.674999,3369600,17.088116
"2010-01-19",18.690001,18.959999,18.530001,18.84,2778000,17.239098
"2010-01-20",18.57,18.65,18.405001,18.584999,1999400,17.005768
"2010-01-21",18.655001,18.915001,18.280001,18.42,3701400,16.85479
"2010-01-22",18.465,18.735001,18.165001,18.235001,2183800,16.685513
"2010-01-25",18.375,18.950001,18.165001,18.514999,2195800,16.941721
"2010-01-26",18.465,18.68,18.09,18.115,1936200,16.575706
"2010-01-27",17.98,18.115,17.184999,17.629999,3824800,16.13192
"2010-01-28",17.674999,17.76,16.995001,17.200001,3062000,15.738459
"2010-01-29",17.225,17.995001,17.225,17.545,4052400,16.054142
"2010-02-01",17.645,17.98,17.584999,17.950001,2172200,16.424728
"2010-02-02",17.924999,18.23,17.674999,18.110001,2000400,16.571127
"2010-02-03",18,18.715,18,18.525,2900200,16.950869
"2010-02-04",18.305,18.305,17.655001,17.66,1750800,16.159367
"2010-02-05",17.615,17.66,16.934999,17.355,3925800,15.880283
"2010-02-08",17.445,17.945,17.290001,17.68,2833400,16.177668
"2010-02-09",17.92,18.344999,17.75,17.985001,5739000,16.456758
"2010-02-10",17.875,18.299999,17.684999,18.115,3087600,16.575706
"2010-02-11",18.424999,18.49,17.725,17.83,4811400,16.314924
"2010-02-12",17.625,18.325001,17.625,18.32,3554600,16.763285
"2010-02-16",18.559999,18.615,18.305,18.51,2195000,16.93714
"2010-02-17",18.620001,18.85,18.52,18.594999,2330200,17.014925
"2010-02-18",18.530001,18.690001,18.450001,18.540001,2791400,16.96459
"2010-02-19",18.565001,18.775,18.475,18.674999,2360600,17.088116
"2010-02-22",18.790001,19.25,18.735001,19.129999,2798800,17.504461
"2010-02-23",19.115,19.450001,18.620001,18.735001,3614000,17.143024
"2010-02-24",18.735001,19.25,18.735001,19.07,2378800,17.449554
"2010-02-25",18.73,19.065001,18.5,19.01,2490000,17.394657
"2010-02-26",19.075001,19.129999,18.684999,18.73,2433200,17.138451
"2010-03-01",18.844999,19,18.73,18.985001,2416400,17.371777
"2010-03-02",19.17,19.605,19.110001,19.33,5275800,17.687464
"2010-03-03",19.43,19.469999,19.245001,19.290001,4319600,17.650867
"2010-03-04",19.02,19.295,18.99,19.09,2692400,17.467855
"2010-03-05",19.254999,19.27,18.795,18.825001,4825600,17.225382
"2010-03-08",18.75,18.92,18.75,18.875,5467800,17.271132
"2010-03-09",18.83,18.875,18.49,18.625,3114800,17.042368
"2010-03-10",18.545,18.75,18.285,18.355,2663000,16.795311
"2010-03-11",18.264999,18.465,17.84,18.445,5567200,16.877663
"2010-03-12",18.565001,18.77,18.48,18.540001,1406800,16.96459
"2010-03-15",18.504999,18.655001,18.23,18.434999,1476800,16.868513
"2010-03-16",18.450001,18.65,18.395,18.6,2191200,17.019493
"2010-03-17",18.625,18.715,18.41,18.445,2572600,16.877663
"2010-03-18",18.475,18.5,18.290001,18.33,3279200,16.77244
"2010-03-19",18.27,18.555,18.105,18.27,4999400,16.717537
"2010-03-22",18.15,19.084999,18.15,18.965,4152200,17.353481
"2010-03-23",18.915001,19.030001,18.719999,19,3365200,17.385508
"2010-03-24",18.885,19.049999,18.809999,18.924999,3532600,17.316883
"2010-03-25",19.094999,19.129999,18.690001,18.695,4697800,17.106421
"2010-03-26",18.705,18.809999,18.42,18.514999,3365800,16.941721
"2010-03-29",18.555,18.735001,18.389999,18.535,2908400,16.960018
"2010-03-30",18.52,18.719999,18.5,18.615,4429400,17.033216
"2010-03-31",18.525,19.235001,18.504999,19.09,6954400,17.467855
"2010-04-01",19.245001,19.610001,19.23,19.610001,4654600,17.943672
"2010-04-05",19.620001,19.700001,19.145,19.184999,4801200,17.554787
"2010-04-06",19.115,19.24,18.834999,19.025,4271400,17.408381
"2010-04-07",19.035,19.035,18.57,18.735001,2845800,17.143024
"2010-04-08",18.67,19.084999,18.52,19.014999,3600000,17.399227
"2010-04-09",18.98,19.24,18.805,19.094999,5416800,17.472429
"2010-04-12",19.105,19.405001,19.08,19.370001,2265600,17.724068
"2010-04-13",19.32,19.540001,19.245001,19.445,2230000,17.792692
"2010-04-14",19.540001,19.575001,19.4,19.52,2180400,17.86132
"2010-04-15",19.469999,19.594999,19.26,19.525,2436400,17.865894
"2010-04-16",19.5,19.684999,18.895,19.174999,4520000,17.545639
"2010-04-19",19.07,19.635,19.07,19.575001,3894600,17.91165
"2010-04-20",19.74,20,19.719999,19.915001,2670800,18.222759
"2010-04-21",19.879999,19.969999,19.75,19.83,1647600,18.144979
"2010-04-22",19.67,20.135,19.51,20.094999,1888000,18.387455
"2010-04-23",20.045,20.639999,20.045,20.58,2944400,18.831251
"2010-04-26",20.620001,20.915001,20.465,20.559999,3894800,18.812943
"2010-04-27",20.485001,20.635,19.700001,19.77,5854800,18.090075
"2010-04-28",19.940001,20.120001,19.695,19.975,3484400,18.277658
"2010-04-29",22.035,22.275,21.725,22.035,9736000,20.162615
"2010-04-30",21.82,22.065001,21.434999,21.67,4240000,19.828625
"2010-05-03",21.719999,21.975,21.450001,21.674999,3150400,19.8332
"2010-05-04",21.344999,21.424999,20.73,20.915001,3338800,19.137779
"2010-05-05",20.41,20.764999,19.735001,20.115,4919200,18.40576
"2010-05-06",20.379999,21.184999,18.405001,19.790001,7092000,18.108376
"2010-05-07",19.610001,19.969999,18.455,18.545,10178400,16.969168
"2010-05-10",19.5,20.620001,19.5,20.219999,4661400,18.501835
"2010-05-11",19.915001,20.405001,19.754999,19.98,3517800,18.282232
"2010-05-12",20.1,20.74,20.1,20.575001,2839200,18.82667
"2010-05-13",20.4,20.735001,20.225,20.379999,2505400,18.648243
"2010-05-14",20.115,20.209999,19.389999,19.6,3423800,17.934525
"2010-05-17",19.665001,19.865,18.73,19.26,4197200,17.623415
"2010-05-18",19.475,19.555,18.575001,18.645,5138800,17.060667
"2010-05-19",18.51,18.525,17.67,17.870001,6340200,16.351522
"2010-05-20",17.440001,17.825001,17.129999,17.299999,6821200,15.829961
"2010-05-21",17.02,18.35,17,18.115,4889800,16.575706
"2010-05-24",18.049999,18.559999,17.945,18.1,5018000,16.561981
"2010-05-25",17.545,17.825001,16.965,17.799999,5490200,16.287474
"2010-05-26",17.92,18.49,17.85,17.959999,4647800,16.433876
"2010-05-27",18.41,19.065001,18.41,19.030001,3259600,17.412956
"2010-05-28",19.030001,19.23,18.48,18.629999,2639400,17.046942
"2010-06-01",18.629999,18.674999,18.190001,18.219999,5161600,16.671782
"2010-06-02",18.389999,19.475,18.389999,19.475,5298200,17.820137
"2010-06-03",19.4,20.065001,19.4,19.985001,5697600,18.286808
"2010-06-04",19.434999,19.57,18.665001,18.799999,3202800,17.202496
"2010-06-07",18.9,19.01,18.27,18.34,2882000,16.781584
"2010-06-08",18.309999,18.58,18.035,18.264999,4221400,16.712961
"2010-06-09",18.344999,18.68,18.084999,18.18,3570200,16.635185
"2010-06-10",18.605,19.035,18.525,18.9,3793800,17.294004
"2010-06-11",18.68,19,18.555,18.91,3136600,17.303148
"2010-06-14",19.165001,19.684999,19.075001,19.370001,2347200,17.724068
"2010-06-15",20.235001,20.620001,20.014999,20.615,5437600,18.86327
"2010-06-16",20.459999,20.700001,20.27,20.48,3284400,18.739742
"2010-06-17",20.5,20.65,20.135,20.545,3505800,18.799217
"2010-06-18",20.59,20.790001,20.375,20.655001,2645800,18.899878
"2010-06-21",20.985001,21.1,20.805,20.91,5011000,19.133211
"2010-06-22",21.01,21.014999,20.110001,20.120001,4041800,18.410337
"2010-06-23",20.15,20.530001,19.775,20.254999,3924000,18.533861
"2010-06-24",20.15,20.155001,19.695,19.834999,2401000,18.149555
"2010-06-25",19.885,19.885,19.48,19.65,3987600,17.980274
"2010-06-28",20.41,20.41,19.785,19.825001,2981000,18.140402
"2010-06-29",19.535,19.535,18.59,18.745001,4581000,17.152174
"2010-06-30",18.775,19.389999,18.605,18.67,4461800,17.083555
"2010-07-01",18.615,19.219999,18.225,19.059999,5097800,17.440407
"2010-07-02",19.02,19.135,18.625,18.735001,2807600,17.143024
"2010-07-06",19.110001,19.110001,17.84,18.040001,4861600,16.507082
"2010-07-07",18.135,19.195,18.09,19.155001,4308800,17.527338
"2010-07-08",19.455,19.514999,19.01,19.445,2257000,17.792692
"2010-07-09",19.440001,19.985001,19.34,19.965,2757200,18.268505
"2010-07-12",19.92,20.17,19.764999,19.93,2732000,18.236481
"2010-07-13",20.18,21.195,20.18,21.01,5620200,19.224705
"2010-07-14",21.200001,21.555,20.860001,21.344999,5201400,19.53124
"2010-07-15",21.309999,21.43,20.915001,21.290001,2974200,19.480917
"2010-07-16",21.184999,21.195,20.165001,20.215,3611200,18.497261
"2010-07-19",20.325001,20.535,20.165001,20.485001,2114800,18.744314
"2010-07-20",20.139999,21.135,20.065001,21.115,3847000,19.320787
"2010-07-21",21.245001,21.245001,20.174999,20.225,5185600,18.506416
"2010-07-22",20.715,21.23,20.625,21.09,3949600,19.297909
"2010-07-23",20.955,21.75,20.825001,21.485001,5349200,19.659351
"2010-07-26",21.559999,21.93,21.559999,21.889999,2415200,20.02993
"2010-07-27",21.995001,22.049999,21.145,21.190001,5242200,19.389412
"2010-07-28",21.209999,21.434999,20.879999,21.059999,3379400,19.270458
"2010-07-29",21.280001,21.5,20.84,21.24,4407200,19.435165
"2010-07-30",21.75,22.25,21.245001,21.93,7956600,20.066536
"2010-08-02",22.315001,23.120001,22.135,23.030001,6060400,21.073063
"2010-08-03",23.004999,23.045,22.610001,22.915001,4186200,20.967831
"2010-08-04",23.014999,23.15,22.795,23.139999,3930800,21.173714
"2010-08-05",22.895,23.52,22.825001,23.469999,4015200,21.475674
"2010-08-06",23.135,23.59,23.01,23.504999,6058000,21.507704
"2010-08-09",23.51,23.834999,23.51,23.75,3245600,21.731882
"2010-08-10",22.885,23.174999,22.280001,23.030001,5123800,21.073063
"2010-08-11",22.51,23.065001,22.33,22.895,6382600,20.949541
"2010-08-12",22.34,22.975,22.01,22.75,3763800,20.816851
"2010-08-13",22.700001,22.975,22.455,22.655001,2727400,20.729927
"2010-08-16",22.440001,23.25,22.334999,22.799999,3205400,20.862606
"2010-08-17",23.139999,23.65,23.059999,23.334999,2707200,21.352144
"2010-08-18",23.264999,23.645,22.98,23.535,2244000,21.535152
"2010-08-19",23.370001,23.575001,22.504999,22.629999,4454200,20.707047
"2010-08-20",22.495001,22.82,22.245001,22.754999,3781600,20.821426
"2010-08-23",22.950001,22.985001,22.315001,22.43,4185600,20.52405
"2010-08-24",22.08,22.08,21.540001,21.780001,5504200,19.929279
"2010-08-25",21.5,21.9,21.09,21.795,5259400,19.943008
"2010-08-26",21.885,22.174999,21.52,21.605,2689200,19.76915
"2010-08-27",21.844999,22.135,21.334999,22.045,3110000,20.171761
"2010-08-30",21.965,22.16,21.620001,21.629999,1439600,19.792027
"2010-08-31",21.495001,22.09,21.370001,21.825001,2640600,19.970457
"2010-09-01",22.15,22.92,22.15,22.865,3063600,20.922087
"2010-09-02",22.790001,23.434999,22.780001,23.365,2101600,21.379597
"2010-09-03",23.645,24.52,23.530001,24.209999,4121800,22.152798
"2010-09-07",24.040001,24.174999,23.715,23.809999,3224600,21.786783
"2010-09-08",23.26,23.34,22.83,23.299999,3818000,21.320118
"2010-09-09",23.620001,23.844999,22.965,23.09,4310400,21.127958
"2010-09-10",23.135,23.375,23.030001,23.190001,3034000,21.219465
"2010-09-13",23.434999,24.245001,23.434999,23.84,4925800,21.814234
"2010-09-14",23.809999,24,23.51,23.700001,4485600,21.686131
"2010-09-15",23.555,23.92,23.355,23.84,2239400,21.814234
"2010-09-16",23.33,23.93,22.84,23.825001,4368400,21.800512
"2010-09-17",23.870001,23.924999,23.465,23.825001,2590400,21.800512
"2010-09-20",24.030001,24.424999,23.915001,24.190001,1740200,22.134491
"2010-09-21",24.235001,24.615,24.094999,24.33,4511800,22.262598
"2010-09-22",24.315001,24.75,24.205,24.405001,3081800,22.331226
"2010-09-23",24.065001,24.4,23.59,23.855,2633800,21.827953
"2010-09-24",24.34,24.995001,24.305,24.84,2519200,22.729259
"2010-09-27",24.875,25.445,24.84,25.18,2334200,23.040371
"2010-09-28",25.305,25.975,25.049999,25.860001,4081200,23.66259
"2010-09-29",25.825001,26.084999,25.67,25.825001,4259400,23.630566
"2010-09-30",25.99,26.709999,25.940001,26.309999,5525200,24.074347
"2010-10-01",26.18,26.74,25.684999,26.09,2986000,23.873051
"2010-10-04",26.035,26.26,25.665001,26.035,2115200,23.822718
"2010-10-05",26.27,26.855,26.27,26.639999,2701000,24.376307
"2010-10-06",26.5,26.639999,25.709999,26.094999,5921400,23.877625
"2010-10-07",26.215,26.285,25.59,25.77,6216200,23.580235
"2010-10-08",25.725,26.565001,25.725,26.41,2762800,24.165852
"2010-10-11",26.35,26.434999,26.08,26.26,1844400,24.028601
"2010-10-12",25.885,26.780001,25.530001,26.555,4572200,24.298531
"2010-10-13",26.82,27.43,26.625,27.035,2348800,24.737738
"2010-10-14",27.035,27.200001,26.674999,26.875,1721000,24.591341
"2010-10-15",27.215,27.41,26.52,27.094999,3100800,24.792639
"2010-10-18",27.184999,27.344999,26.940001,27.07,1505800,24.769775
"2010-10-19",26.615,27.09,26.344999,26.68,2174200,24.412907
"2010-10-20",26.815001,27.495001,26.809999,27.139999,1650800,24.833817
"2010-10-21",27.205,27.440001,26.795,27.055,2273200,24.756044
"2010-10-22",27.225,27.225,26.905001,27.030001,2366600,24.73317
"2010-10-25",27.219999,27.495001,27.030001,27.135,2512000,24.829247
"2010-10-26",26.915001,27.235001,26.535,26.905001,4583400,24.618793
"2010-10-27",26.545,27.67,26.205,27.6,5499200,25.254736
"2010-10-28",27.865,27.969999,27.459999,27.915001,2693000,25.542965
"2010-10-29",27.805,28.209999,27.645,28.055,1884200,25.671074
"2010-11-01",28.27,28.49,27.809999,28.02,2321200,25.63905
"2010-11-02",28.23,28.385,28.045,28.139999,1327000,25.74885
"2010-11-03",28.219999,28.440001,27.855,28.355,1919200,25.945581
"2010-11-04",28.690001,29.389999,28.690001,29.26,1704400,26.77368
"2010-11-05",29.285,29.645,29.17,29.629999,3398200,27.112238
"2010-11-08",29.475,29.635,29.174999,29.559999,2395200,27.048183
"2010-11-09",29.629999,29.690001,28.635,28.855,2255600,26.403095
"2010-11-10",28.905001,29.389999,28.594999,29.33,2151800,26.83773
"2010-11-11",28.99,29.65,28.895,29.424999,1361400,26.924658
"2010-11-12",29.15,29.405001,28.575001,28.815001,1688400,26.366489
"2010-11-15",28.915001,29.440001,28.82,28.879999,1972000,26.425968
"2010-11-16",28.91,29.469999,28.059999,28.245001,4670000,25.844927
"2010-11-17",28.379999,29.32,28.35,29.09,2423400,26.61812
"2010-11-18",29.415001,30.469999,29.280001,29.73,3836800,27.203743
"2010-11-19",29.605,30.200001,29.41,29.940001,2512600,27.395891
"2010-11-22",29.82,30.5,29.705,30.375,3155800,27.793932
"2010-11-23",30.035,30.355,29.75,29.955,2799400,27.40962
"2010-11-24",30.120001,31.245001,30.055,30.459999,3547400,27.87171
"2010-11-26",30.280001,30.450001,30.065001,30.309999,1521200,27.734457
"2010-11-29",30.065001,30.110001,29.309999,29.969999,3185200,27.423346
"2010-11-30",29.584999,30.309999,29.540001,30.17,2869000,27.606354
"2010-12-01",30.719999,31.76,30.684999,31.629999,3045200,28.942291
"2010-12-02",31.780001,32.950001,31.780001,32.634998,3540200,29.861895
"2010-12-03",32.384998,33.325001,32.384998,33.215,2143000,30.392611
"2010-12-06",33.169998,33.439999,32.900002,33.134998,1723400,30.319408
"2010-12-07",33.514999,33.599998,32.799999,32.865002,2825200,30.072351
"2010-12-08",32.994999,33.535,32.900002,33.5,2688600,30.653393
"2010-12-09",33.764999,33.775002,33.125,33.575001,2488000,30.722013
"2010-12-10",33.66,33.685001,33.215,33.450001,2747200,30.607645
"2010-12-13",33.630001,33.845001,33.32,33.424999,1750400,30.584761
"2010-12-14",33.605,34.119999,33.535,33.724998,2023400,30.85927
"2010-12-15",33.665001,34.494999,33.575001,34.080002,4815400,31.184109
"2010-12-16",34.244999,35.465,33.970001,35.380001,3567000,32.373646
"2010-12-17",35.445,35.685001,35.080002,35.525002,5544200,32.506325
"2010-12-20",35.875,36.220001,35.549999,35.950001,2379200,32.89521
"2010-12-21",36.244999,36.5,36,36.279999,2260000,33.197163
"2010-12-22",36.450001,36.5,35.970001,36.139999,1554200,33.069061
"2010-12-23",36.16,36.715,36.09,36.57,1536000,33.462521
"2010-12-27",36.360001,36.43,35.889999,36.095001,1324000,33.027889
"2010-12-28",36.169998,36.360001,35.509998,35.689999,2406200,32.657295
"2010-12-29",35.779999,36.375,35.779999,36.240002,1683600,33.160576
"2010-12-30",36.084999,36.674999,35.959999,36.435001,1816400,33.338997
"2010-12-31",36.419998,36.564999,36.095001,36.18,1160400,33.105671
"2011-01-03",36.654999,37.119999,36.529999,36.68,2641200,33.563168
"2011-01-04",37.035,37.134998,35.68,36.255001,3972600,33.174301
"2011-01-05",36.330002,36.799999,36.110001,36.59,4037400,33.480824
"2011-01-06",36.595001,36.779999,36.139999,36.240002,2685200,33.160576
"2011-01-07",35.744999,36,34.580002,34.985001,6988000,32.012207
"2011-01-10",34.580002,35.904999,34.029999,35.555,6008000,32.533772
"2011-01-11",35.939999,36.400002,34.945,35.25,6504800,32.254688
"2011-01-12",35.634998,35.845001,34.775002,35.049999,4859200,32.071678
"2011-01-13",35.049999,35.169998,33.974998,34.435001,7364800,31.508944
"2011-01-14",34.490002,35.424999,34.375,35.205002,4261200,32.213512
"2011-01-18",35.044998,35.73,34.965,35.715,2994400,32.680176
"2011-01-19",35.77,35.900002,34.799999,34.900002,2356400,31.934429
"2011-01-20",34.615002,34.75,33.75,34.424999,4568600,31.499788
"2011-01-21",34.73,34.900002,33.965,34,2969000,31.110895
"2011-01-24",34.084999,34.595001,33.845001,34.485001,3084000,31.554691
"2011-01-25",34.264999,34.5,33.605,34.060001,2283400,31.165804
"2011-01-26",34.299999,35.290001,34.27,35.209999,3063200,32.218086
"2011-01-27",34.424999,35.485001,34.380001,35.275002,2541200,32.277565
"2011-01-28",34.895,34.895,33.764999,33.814999,4656600,30.941628
"2011-01-31",33.884998,34.360001,33.605,33.700001,2797000,30.836393
"2011-02-01",34.02,34.48,33.445,33.639999,5215200,30.781496
"2011-02-02",33.645,33.654999,32.785,32.869999,4756600,30.076929
"2011-02-03",32.955002,33,32.110001,32.860001,7402200,30.06778
"2011-02-04",33.009998,33.625,32.814999,33.514999,3403800,30.667124
"2011-02-07",33.869999,35.619999,33.724998,35.235001,6174400,32.240967
"2011-02-08",35.404999,36.209999,35.404999,35.950001,3479600,32.89521
"2011-02-09",36,36.355,35.884998,36.02,5045600,32.959251
"2011-02-10",35.855,36.945,35.575001,36.884998,5394800,33.750751
"2011-02-11",36.744999,38.825001,36.744999,38.665001,8992600,35.379509
"2011-02-14",38.349998,40.02,38.205002,40.014999,5424800,36.614796
"2011-02-15",39.674999,40.014999,39.505001,39.735001,3905200,36.358574
"2011-02-16",39.915001,40.535,39.830002,40.150002,5409600,36.738323
"2011-02-17",40.09,40.345001,39.689999,40.005001,3009600,36.605637
"2011-02-18",40.080002,40.255001,39.755001,40.115002,2947800,36.706291
"2011-02-22",39.48,39.889999,38.799999,38.880001,3300200,35.576241
"2011-02-23",38.869999,39.049999,36.974998,37.985001,4757600,34.75729
"2011-02-24",37.865002,38.330002,36.98,37.68,4132800,34.478195
"2011-02-25",38.029999,38.485001,37.785,38.474998,3806200,35.205639
"2011-02-28",38.82,39,38.125,38.805,4269600,35.507614
"2011-03-01",38.84,39.16,37.59,37.924999,3030800,34.702389
"2011-03-02",37.884998,38.599998,37.705002,37.959999,3485200,34.734413
"2011-03-03",38.514999,39.029999,38.314999,38.810001,3053400,35.512192
"2011-03-04",38.715,39.040001,38.345001,38.875,3011800,35.571648
"2011-03-07",38.93,39.279999,37.634998,37.814999,3024800,34.601727
"2011-03-08",38,38.764999,37.575001,38.415001,3061000,35.150753
"2011-03-09",38.345001,38.939999,37.965,38.66,2666200,35.374928
"2011-03-10",37.965,38.630001,37.424999,38.23,4308600,34.981468
"2011-03-11",38.084999,38.134998,36.834999,37.330002,4551600,34.157936
"2011-03-14",36.755001,37.990002,36.509998,37.305,4802600,34.135067
"2011-03-15",35.669998,37.07,35.035,36.875,4047200,33.741608
"2011-03-16",36.810001,37.404999,36.099998,36.400002,4574200,33.306976
"2011-03-17",37.285,37.855,36.814999,36.834999,4105000,33.704998
"2011-03-18",37.41,37.615002,36.685001,37.224998,3874800,34.061867
"2011-03-21",37.689999,38.285,37.685001,38.105,1755800,34.867092
"2011-03-22",38.125,38.125,36.305,36.605,3828400,33.494549
"2011-03-23",36.369999,37.630001,35.779999,37.205002,3912600,34.043568
"2011-03-24",37.48,37.990002,36.98,37.855,2543200,34.638336
"2011-03-25",37.895,39.005001,37.695,38.639999,4731400,35.356628
"2011-03-28",38.869999,39.130001,38.075001,38.174999,3613200,34.931141
"2011-03-29",38.119999,39.064999,37.849998,39,2188200,35.686039
"2011-03-30",39.205002,39.560001,39.125,39.305,2126800,35.965126
"2011-03-31",39.099998,39.889999,38.924999,39.845001,2357800,36.459236
"2011-04-01",40,40.919998,39.994999,40.514999,2968800,37.072296
"2011-04-04",40.650002,41.139999,40.380001,40.830002,2275400,37.360542
"2011-04-05",40.650002,40.759998,39.834999,39.855,4020600,36.468388
"2011-04-06",40.215,40.215,38.599998,38.880001,3856400,35.576241
"2011-04-07",38.77,38.990002,37.77,37.985001,2914000,34.75729
"2011-04-08",38.32,38.474998,37.18,37.685001,2623200,34.482784
"2011-04-11",37.599998,37.740002,36.860001,37.154999,3027600,33.997814
"2011-04-12",36.950001,37.084999,35.66,36.029999,8560600,32.968414
"2011-04-13",36.380001,36.540001,35.75,36.134998,3413000,33.064487
"2011-04-14",35.799999,36.07,35.345001,35.689999,3498400,32.657295
"2011-04-15",35.615002,36.139999,35.549999,35.990002,2653000,32.931812
"2011-04-18",35.259998,35.5,34.630001,35.445,4044800,32.433128
"2011-04-19",35.544998,35.830002,35.134998,35.825001,2409600,32.780823
"2011-04-20",36.625,38.044998,36.625,37.349998,3044000,34.176231
"2011-04-21",37.669998,38.584999,37.285,38.470001,3422400,35.201073
"2011-04-25",38.544998,38.735001,37.674999,38.084999,2011400,34.848782
"2011-04-26",38.195,38.965,38.185001,38.814999,2600000,35.516758
"2011-04-27",39,39.544998,38.924999,39.279999,2963000,35.942234
"2011-04-28",38.145,39.32,37.735001,38.285,4425400,35.031792
"2011-04-29",38.5,38.665001,38.185001,38.619999,3029200,35.338322
"2011-05-02",38.855,38.939999,37.82,38.360001,3318800,35.10043
"2011-05-03",38.105,38.105,37.105,37.424999,3767400,34.244873
"2011-05-04",37.490002,37.790001,36.759998,37.165001,1817200,34.006966
"2011-05-05",36.849998,37.919998,36.650002,37.224998,1983200,34.061867
"2011-05-06",37.970001,38.334999,37.669998,38.134998,2451000,34.894539
"2011-05-09",38.040001,38.884998,38.014999,38.525002,1672000,35.251404
"2011-05-10",38.75,39.049999,38.625,38.849998,1685200,35.548782
"2011-05-11",38.695,39.080002,38.34,38.564999,1703000,35.288002
"2011-05-12",38.395,38.455002,37.599998,38.035,1638000,34.803036
"2011-05-13",38.130001,38.209999,36.75,36.91,1569200,33.773624
"2011-05-16",36.625,37.389999,36.509998,36.59,1524200,33.480824
"2011-05-17",36.43,36.43,35.125,35.294998,3942600,32.295864
"2011-05-18",35.255001,35.48,35.040001,35.435001,5147600,32.423973
"2011-05-19",35.650002,35.799999,35.154999,35.544998,2699000,32.524612
"2011-05-20",35.459999,35.645,34.915001,35.314999,2235000,32.314171
"2011-05-23",34.59,34.790001,33.540001,34.07,5803800,31.174963
"2011-05-24",34.115002,34.395,32.889999,33.145,7086000,30.328558
"2011-05-25",33.18,35.119999,33.145,35.02,3987600,32.044247
"2011-05-26",34.794998,35.215,34.75,35.029999,2319800,32.053383
"2011-05-27",35.244999,35.985001,35.110001,35.945,2233200,32.890625
"2011-05-31",36.185001,36.349998,35.825001,36.255001,3320600,33.174301
"2011-06-01",36.195,36.43,34.645,34.744999,2710000,31.792612
"2011-06-02",34.860001,35.540001,34.639999,34.709999,2566000,31.760567
"2011-06-03",34.165001,34.939999,34.02,34.455002,2139000,31.527243
"2011-06-06",34.34,34.634998,33.830002,34.195,5059000,31.289331
"2011-06-07",34.375,34.380001,33.834999,33.970001,1696400,31.08345
"2011-06-08",33.919998,33.98,33.150002,33.665001,2770200,30.804377
"2011-06-09",33.669998,34.744999,33.544998,34.66,2545400,31.714817
"2011-06-10",34.424999,34.625,33.799999,33.965,2030400,31.078884
"2011-06-13",34.07,34.474998,33.330002,33.689999,2111400,30.82725
"2011-06-14",34.215,35.560001,34.209999,35.419998,3158200,32.41024
"2011-06-15",34.919998,35.869999,34.650002,34.82,3288000,31.861223
"2011-06-16",34.759998,35.404999,34.27,34.700001,2171400,31.751425
"2011-06-17",35.34,36.275002,34.810001,35.759998,4134200,32.721348
"2011-06-20",35.639999,36.740002,35.415001,36.59,3134600,33.480824
"2011-06-21",36.845001,38,36.724998,37.779999,3667200,34.569698
"2011-06-22",37.700001,38.189999,37.525002,37.610001,2630000,34.414162
"2011-06-23",36.970001,38.27,36.424999,38.209999,2120200,34.963165
"2011-06-24",38.240002,39.424999,38.185001,39.080002,4581800,35.759243
"2011-06-27",38.884998,39.639999,38.610001,39.27,2873800,35.933098
"2011-06-28",39.32,39.52,38.880001,39.5,3740800,36.143547
"2011-06-29",39.889999,40.330002,39.560001,40.025002,3389200,36.623943
"2011-06-30",40.099998,40.610001,39.825001,40.395,3082400,36.962502
"2011-07-01",40.435001,40.75,39.945,40.369999,2961400,36.939625
"2011-07-05",40.439999,40.689999,40.035,40.330002,2975200,36.903034
"2011-07-06",40.299999,40.439999,39.884998,40.200001,2412000,36.784065
"2011-07-07",40.580002,40.990002,40.419998,40.490002,1841200,37.049423
"2011-07-08",39.724998,40.220001,39.575001,40.095001,2119600,36.687996
"2011-07-11",39.540001,39.634998,39.014999,39.48,2146000,36.125248
"2011-07-12",39.189999,39.77,39.044998,39.465,2366200,36.111526
"2011-07-13",39.724998,39.810001,39.084999,39.209999,2569800,35.878201
"2011-07-14",39.43,39.974998,38.400002,38.575001,2504200,35.29715
"2011-07-15",38.705002,38.884998,37.830002,38.240002,3052800,34.990612
"2011-07-18",38.105,38.115002,36.735001,37.560001,3591000,34.368401
"2011-07-19",37.900002,38.25,37.580002,38.055,1435200,34.821346
"2011-07-20",38.185001,38.23,37.564999,38.029999,2124600,34.798454
"2011-07-21",38.115002,38.349998,37.505001,38.185001,1298200,34.940289
"2011-07-22",38.110001,38.5,38.040001,38.080002,1007200,34.844215
"2011-07-25",37.654999,38.215,37.514999,37.805,1134400,34.592583
"2011-07-26",37.68,37.700001,36.959999,37.095001,1121400,33.942921
"2011-07-27",36.915001,37.075001,35.755001,35.830002,3097200,32.785412
"2011-07-28",36.66,40.834999,36.66,39.75,7988800,36.372314
"2011-07-29",39.34,40.459999,38.889999,39.810001,4842200,36.427204
"2011-08-01",40.52,40.52,39.41,39.91,2671800,36.518719
"2011-08-02",39.525002,39.689999,37.895,37.98,4530600,34.752712
