"","IP.Open","IP.High","IP.Low","IP.Close","IP.Volume","IP.Adjusted"
"2004-12-06",39.911243,40.35503,39.733727,40.187378,3976100,24.317884
"2004-12-07",40.088757,40.384617,39.43787,39.487179,2827600,23.894203
"2004-12-08",39.487179,39.7929,39.349113,39.714005,2050400,24.031448
"2004-12-09",39.595661,40.276134,39.447731,40.128204,2357700,24.282085
"2004-12-10",40.848125,40.848125,39.901382,40.187378,1790100,24.317884
"2004-12-13",40.335304,40.690334,40.335304,40.552269,2417000,24.538689
"2004-12-14",40.493095,40.601578,40.305721,40.483234,2224700,24.496918
"2004-12-15",40.433926,41.005917,40.187378,40.828403,2365900,24.705784
"2004-12-16",41.173569,41.351086,40.946747,41.055225,2168600,24.843039
"2004-12-17",40.808678,41.094673,40.493095,40.76923,2181700,24.669979
"2004-12-20",40.759369,41.242603,40.483234,40.542408,1334000,24.532736
"2004-12-21",40.641026,41.074951,40.631165,40.907299,1518600,24.753525
"2004-12-22",41.074951,41.321499,40.927021,41.035503,1718700,24.831112
"2004-12-23",40.986195,41.360947,40.897434,41.321499,1233400,25.004169
"2004-12-27",41.42012,41.558186,41.183434,41.262329,1656400,24.968363
"2004-12-28",41.370808,41.656803,41.213017,41.429981,1710300,25.069801
"2004-12-29",41.429981,41.508877,41.252464,41.370808,1507900,25.034008
"2004-12-30",41.42012,41.62722,41.370808,41.439842,962100,25.075775
"2004-12-31",41.489151,41.607494,41.400394,41.42012,918500,25.063841
"2005-01-03",41.508877,41.676529,41.252464,41.429981,2633600,25.069801
"2005-01-04",41.351086,41.42012,40.039448,40.433926,3068300,24.467079
"2005-01-05",41.12426,42.001972,40.946747,41.015778,6016900,24.819166
"2005-01-06",41.015778,41.074951,40.591717,40.818539,3018000,24.699821
"2005-01-07",40.927021,41.213017,40.631165,40.719921,2069300,24.640129
"2005-01-10",40.729782,41.025642,40.719921,40.897434,2478800,24.747562
"2005-01-11",40.779091,40.897434,40.4142,40.433926,2286300,24.467079
"2005-01-12",40.56213,40.907299,40.049309,40.828403,2181500,24.705784
"2005-01-13",40.97633,41.025642,40.335304,40.394478,1582800,24.443205
"2005-01-14",40.345169,40.680473,40.049309,40.35503,1413400,24.419344
"2005-01-18",40.118343,40.305721,39.595661,39.990139,2410700,24.198545
"2005-01-19",39.990139,40.216961,39.112427,39.151875,4061600,23.691303
"2005-01-20",39.142014,39.349113,38.856014,39.112427,3255100,23.667425
"2005-01-21",38.954636,39.013805,38.540436,38.560158,2691900,23.333248
"2005-01-24",38.560158,38.836292,38.205128,38.234715,2155400,23.136312
"2005-01-25",38.46154,38.560158,38.067062,38.214989,3221600,23.12438
"2005-01-26",38.510849,38.737671,38.382645,38.698223,3008500,23.416794
"2005-01-27",38.481262,39.013805,38.31361,38.856014,2379600,23.512274
"2005-01-28",38.708088,38.856014,38.481262,38.856014,1928500,23.512274
"2005-01-31",39.250492,39.388561,38.37278,38.609467,2591500,23.363075
"2005-02-01",38.609467,39.181461,38.530571,39.171597,2890800,23.703222
"2005-02-02",39.171597,39.723866,39.072979,39.723866,2881100,24.037415
"2005-02-03",39.546352,39.556213,38.619328,38.747536,6270700,23.446615
"2005-02-04",38.57988,39.5858,38.560158,38.994083,4286400,23.595818
"2005-02-07",38.895462,38.905327,38.007889,38.067062,3048400,23.034868
"2005-02-08",38.067062,38.067062,37.357002,37.45562,3514300,22.664864
"2005-02-09",37.307693,37.317554,36.558186,36.755424,5581500,22.241173
"2005-02-10",36.932938,36.962524,36.666668,36.735699,4359100,22.229239
"2005-02-11",36.696251,36.962524,36.666668,36.755424,2416300,22.241173
"2005-02-14",36.735699,36.923077,36.715977,36.745564,1914900,22.235205
"2005-02-15",36.883629,36.883629,36.282051,36.489151,3566200,22.080048
"2005-02-16",36.242603,37.140041,36.173569,37.031559,4011500,22.562845
"2005-02-17",37.426037,37.840237,36.992111,37.475346,5371600,22.833239
"2005-02-18",37.623276,38.116371,37.593689,37.830376,3482000,23.049559
"2005-02-22",37.495068,37.869823,36.83432,36.83432,5330900,22.44268
"2005-02-23",36.98225,37.475346,36.489151,37.406311,3534900,22.791189
"2005-02-24",37.228798,37.406311,36.745564,37.406311,3403800,22.791189
"2005-02-25",37.406311,37.771202,37.090729,37.583828,2350000,22.899336
"2005-02-28",37.317554,37.564102,36.785011,36.83432,2719800,22.44268
"2005-03-01",36.992111,37.633137,36.89349,37.573963,2339700,22.893332
"2005-03-02",37.534515,37.761341,37.080868,37.60355,2119200,22.91136
"2005-03-03",37.672585,37.820515,37.110455,37.761341,2146900,23.007496
"2005-03-04",38.037476,39.142014,37.968441,39.053253,3577300,23.794647
"2005-03-07",39.201183,39.201183,38.431953,38.688362,2587600,23.572327
"2005-03-08",38.688362,38.698223,38.224854,38.530571,1988400,23.476185
"2005-03-09",38.31361,38.609467,38.16568,38.303749,2172300,23.337976
"2005-03-10",38.560158,38.560158,38.047337,38.323471,1864600,23.349998
"2005-03-11",38.214989,38.826431,38.214989,38.708088,2970300,23.584349
"2005-03-14",38.717949,39.151875,38.648914,39.122288,2859000,23.836706
"2005-03-15",39.388561,39.526627,38.895462,38.895462,2325700,23.698502
"2005-03-16",38.609467,38.688362,37.642998,37.75148,2755400,23.00149
"2005-03-17",37.721893,38.136093,37.593689,37.928993,2025700,23.109652
"2005-03-18",37.869823,38.402367,37.573963,38.392506,3866600,23.392065
"2005-03-21",38.422092,38.688362,37.850098,37.95858,1884500,23.127676
"2005-03-22",37.790928,37.919132,37.031559,37.031559,3596400,22.562845
"2005-03-23",37.071007,37.130177,36.637081,36.794872,2542600,22.41864
"2005-03-24",36.785011,37.18935,36.676529,36.755424,1484400,22.394611
"2005-03-28",36.755424,36.814594,36.311638,36.311638,1883500,22.124218
"2005-03-29",36.094673,36.301777,35.177513,35.246548,3649900,21.475269
"2005-03-30",35.552269,35.946747,35.50296,35.848125,2784000,21.841795
"2005-03-31",36.12426,36.499012,36.045364,36.282051,2167200,22.10619
"2005-04-01",36.282051,36.666668,35.76923,35.848125,1885600,21.841795
"2005-04-04",35.848125,35.996056,35.4142,35.798817,1818800,21.811764
"2005-04-05",35.749508,36.143986,35.631165,35.867851,1972900,21.853817
"2005-04-06",36.045364,36.824459,36.035503,36.587772,2433100,22.292459
"2005-04-07",36.706116,37.39645,36.666668,37.100594,2423100,22.604916
"2005-04-08",37.100594,37.347141,36.745564,36.785011,2484400,22.412632
"2005-04-11",36.794872,36.913216,36.558186,36.755424,1411200,22.394611
"2005-04-12",36.706116,36.873768,35.848125,36.321499,4187500,22.130226
"2005-04-13",36.321499,36.321499,35.2071,35.404339,2829900,21.571409
"2005-04-14",35.128204,35.384617,34.398422,34.566074,4297900,21.060659
"2005-04-15",34.714005,35.187378,33.925049,33.954636,3817200,20.68812
"2005-04-18",34.151875,34.901382,34.102566,34.526627,2921600,21.036629
"2005-04-19",34.536488,34.635109,34.191322,34.319527,2537300,20.910454
"2005-04-20",34.408283,34.43787,33.412228,33.530571,2509800,20.429747
"2005-04-21",33.747536,33.964497,33.343197,33.826431,2720100,20.61001
"2005-04-22",34.516766,34.546352,33.214989,33.382645,4432000,20.339615
"2005-04-25",33.550297,33.777119,33.284023,33.293884,2953700,20.285534
"2005-04-26",33.096645,33.550297,33.01775,33.076923,2385300,20.153339
"2005-04-27",33.037476,34.191322,32.790928,33.648914,3194600,20.501852
"2005-04-28",33.343197,33.678501,32.879684,32.899406,2378400,20.045191
"2005-04-29",33.205128,33.87574,32.583828,33.816566,3676300,20.603996
"2005-05-02",33.629192,33.747536,33.096645,33.343197,2643100,20.315584
"2005-05-03",33.412228,34.033531,33.057198,33.737671,2313600,20.555925
"2005-05-04",33.826431,34.092701,33.708088,33.737671,2689900,20.555925
"2005-05-05",33.717949,33.796844,32.968441,33.224854,3407700,20.243481
"2005-05-06",33.530571,33.865879,33.175541,33.323471,2269200,20.303568
"2005-05-09",33.422092,33.422092,32.899406,32.909271,2658300,20.051193
"2005-05-10",32.909271,32.938854,32.554241,32.633137,2157100,19.88295
"2005-05-11",32.692307,32.978302,32.642998,32.919132,2629200,20.057203
"2005-05-12",33.155819,33.195267,32.376724,32.386589,3111400,19.732737
"2005-05-13",32.465485,32.465485,30.76923,31.213018,4064900,19.017691
"2005-05-16",31.351086,31.656805,31.262327,31.538462,3472400,19.215973
"2005-05-17",31.568047,32.021698,31.380671,31.952663,4430400,19.468346
"2005-05-18",32.080868,32.652859,32.071007,32.504932,3092100,19.961018
"2005-05-19",32.692307,32.731754,32.199211,32.60355,2507700,20.021572
"2005-05-20",32.60355,32.60355,32.18935,32.435898,1480600,19.918621
"2005-05-23",32.642998,33.155819,32.514793,33.007889,2855500,20.269873
"2005-05-24",32.840237,32.859959,32.39645,32.583828,3183300,20.009457
"2005-05-25",32.347141,32.357002,31.715977,31.893492,3758700,19.585531
"2005-05-26",32.199211,32.218933,31.844181,32.001972,2068200,19.652153
"2005-05-27",32.001972,32.169624,31.804733,32.090729,1312400,19.706656
"2005-05-31",32.090729,32.090729,31.646942,31.765285,2127500,19.506811
"2005-06-01",31.83432,32.347141,31.804733,32.120316,2047700,19.724829
"2005-06-02",32.218933,32.297829,31.982248,32.228798,1517400,19.791447
"2005-06-03",32.228798,32.583828,32.100594,32.416172,2507400,19.906507
"2005-06-06",32.426037,32.504932,32.159763,32.268246,2331900,19.815666
"2005-06-07",32.445759,32.928993,32.268246,32.564102,2121000,19.997347
"2005-06-08",32.741619,32.879684,32.416172,32.593689,1852400,20.01552
"2005-06-09",32.39645,32.435898,31.942801,32.100594,1888500,19.712711
"2005-06-10",32.149902,32.416172,31.952663,32.238659,1579200,19.797504
"2005-06-13",32.209072,32.840237,32.169624,32.593689,3704900,20.01552
"2005-06-14",32.830376,33.353058,32.800789,33.303749,2870800,20.451553
"2005-06-15",33.52071,33.648914,33.10651,33.353058,2975800,20.481846
"2005-06-16",33.382645,34.378696,33.382645,33.698223,2763400,20.693798
"2005-06-17",34.122288,34.122288,33.422092,33.431953,3283800,20.530294
"2005-06-20",33.530571,33.658775,33.431953,33.491123,3320500,20.566628
"2005-06-21",33.57988,33.757397,33.254436,33.254436,1773500,20.421286
"2005-06-22",33.284023,33.540436,33.16568,33.16568,1892000,20.366774
"2005-06-23",33.185406,33.205128,32.593689,32.593689,2160300,20.01552
"2005-06-24",32.376724,32.830376,31.873768,32.001972,2615600,19.652153
"2005-06-27",30.808678,31.459566,30.759369,30.996056,4703400,19.034428
"2005-06-28",31.045364,31.114399,30.956608,31.005917,2531000,19.040478
"2005-06-29",31.568047,32.968441,30.56213,30.621302,2510300,18.804295
"2005-06-30",30.591717,30.670612,29.743589,29.7929,4577000,18.295584
"2005-07-01",30.049309,30.266272,29.812624,29.921104,1975100,18.374308
"2005-07-05",29.980276,30.493097,29.842209,30.443787,2708300,18.695284
"2005-07-06",30.305719,30.315582,29.753452,29.822485,3010000,18.313751
"2005-07-07",29.585798,29.842209,29.349112,29.842209,2515200,18.325857
"2005-07-08",29.832348,30.226824,29.832348,30.187376,2665000,18.537827
"2005-07-11",30.374754,30.788954,30.276134,30.749506,2677500,18.883022
"2005-07-12",30.641026,30.907297,30.374754,30.719921,2311300,18.864853
"2005-07-13",30.76923,30.897436,30.56213,30.650888,2225000,18.822462
"2005-07-14",30.571993,30.857988,30.522682,30.857988,2806000,18.949635
"2005-07-15",30.808678,30.848125,30.305719,30.433926,2165900,18.689232
"2005-07-18",30.433926,30.433926,30.039448,30.236687,2027200,18.56811
"2005-07-19",34.566074,34.566074,31.469427,31.775148,23118700,19.512861
"2005-07-20",31.420118,32.337276,31.262327,31.952663,9550100,19.621868
"2005-07-21",32.051281,32.100594,31.420118,31.420118,5152800,19.29484
"2005-07-22",31.429979,31.449703,30.719921,31.153847,4683200,19.131321
"2005-07-25",31.084812,31.469427,30.907297,31.163708,4179400,19.137377
"2005-07-26",31.015779,31.311638,30.897436,30.897436,2876900,18.973866
"2005-07-27",30.907297,31.015779,30.571993,30.621302,3759100,18.804295
"2005-07-28",30.552269,30.798817,30.522682,30.581854,4359700,18.780067
"2005-07-29",31.518738,31.518738,30.749506,31.163708,4778900,19.137377
"2005-08-01",31.311638,31.331362,30.828402,31.065088,2744600,19.076822
"2005-08-02",31.163708,31.646942,31.114399,31.291914,2244200,19.216105
"2005-08-03",31.173571,31.262327,30.927021,31.153847,2274400,19.131321
"2005-08-04",30.956608,31.282051,30.877712,31.02564,3107500,19.052591
"2005-08-05",30.91716,30.996056,30.759369,30.759369,1471500,18.889072
"2005-08-08",30.828402,30.976332,30.670612,30.907297,2488600,18.979923
"2005-08-09",31.755424,31.755424,30.907297,31.203156,2682200,19.161606
"2005-08-10",31.311638,31.735701,31.134123,31.262327,2447700,19.197941
"2005-08-11",31.173571,31.262327,30.936884,31.213018,1939000,19.16766
"2005-08-12",31.794872,31.804733,30.857988,30.877712,2226900,18.961752
"2005-08-15",30.877712,31.045364,30.700197,30.986193,2401200,19.028368
"2005-08-16",30.996056,31.114399,30.749506,30.808678,1730700,18.91935
"2005-08-17",30.670612,31.203156,30.670612,31.045364,3513300,19.220665
"2005-08-18",30.897436,31.005917,30.779093,30.828402,2307900,19.086346
"2005-08-19",31.065088,31.065088,30.631165,30.641026,2212300,18.970341
"2005-08-22",30.76923,30.986193,30.670612,30.798817,1583000,19.068033
"2005-08-23",30.798817,30.818541,29.960552,29.970415,2540700,18.555153
"2005-08-24",29.822485,30.295858,29.822485,30.009861,2091500,18.579576
"2005-08-25",30.078896,30.177515,29.960552,30.078896,1305600,18.622322
"2005-08-26",30.157791,30.266272,29.930967,30.10848,1641500,18.640627
"2005-08-29",29.812624,29.940828,29.625246,29.802761,2313500,18.451359
"2005-08-30",29.733728,30.364891,29.684418,30.147928,3152000,18.665058
"2005-08-31",30.098619,30.473373,29.773176,30.424063,1688300,18.836016
"2005-09-01",30.424063,30.729782,30.325443,30.571993,2259800,18.927601
"2005-09-02",30.690336,30.759369,30.088757,30.187376,1250200,18.689484
"2005-09-06",30.433926,31.055227,30.226824,31.015779,3374000,19.20236
"2005-09-07",31.153847,31.311638,30.700197,30.966469,1625700,19.171831
"2005-09-08",30.966469,31.104536,30.650888,30.729782,2197600,19.02529
"2005-09-09",30.867849,31.794872,30.828402,31.410257,3005200,19.446587
"2005-09-12",31.469427,31.58777,31.262327,31.489151,1555200,19.49543
"2005-09-13",31.489151,31.499014,30.966469,31.005917,1754500,19.196247
"2005-09-14",30.936884,31.607494,30.808678,31.262327,2385300,19.355
"2005-09-15",31.558186,31.656805,31.203156,31.242603,2785200,19.342787
"2005-09-16",31.242603,31.341223,30.857988,31.134123,4001700,19.275633
"2005-09-19",30.996056,31.005917,30.384615,30.424063,2653200,18.836016
"2005-09-20",30.522682,31.084812,30.483234,30.788954,3867500,19.061924
"2005-09-21",30.621302,30.788954,30.197239,30.197239,2094200,18.695585
"2005-09-22",30.069033,30.157791,29.871796,30.009861,2705800,18.579576
"2005-09-23",29.763313,29.901381,29.487179,29.881657,3436000,18.500204
"2005-09-26",30.167652,30.167652,29.635109,29.852072,1445100,18.481888
"2005-09-27",29.89152,30.078896,29.516766,29.704142,1967800,18.390301
"2005-09-28",29.585798,29.714005,29.240631,29.280079,2718500,18.12776
"2005-09-29",29.220907,29.585798,29.043392,29.585798,2748500,18.31703
"2005-09-30",29.447731,29.536489,29.201183,29.388559,3792100,18.19492
"2005-10-03",29.428007,29.428007,28.994083,29.142012,1754700,18.042273
"2005-10-04",29.339251,29.339251,28.530573,28.540434,2357500,17.66983
"2005-10-05",28.540434,28.540434,27.919132,28.224852,2680500,17.474449
"2005-10-06",28.343195,28.353058,27.662722,27.731756,5500300,17.169161
"2005-10-07",27.869822,28.155819,27.731756,27.998028,2475000,17.334019
"2005-10-10",27.988165,28.06706,27.613413,27.721893,2054200,17.163063
"2005-10-11",27.721893,27.909269,27.455622,27.652861,2171100,17.120319
"2005-10-12",27.514793,27.692308,27.110455,27.110455,3035800,16.784508
"2005-10-13",27.021696,27.238659,26.597633,26.775148,4758100,16.576914
"2005-10-14",26.992111,27.011835,26.627218,26.824457,3925700,16.607441
"2005-10-17",26.824457,26.883629,26.68639,26.873768,4183600,16.637962
"2005-10-18",27.297831,27.49507,27.159763,27.189348,4840000,16.833353
"2005-10-19",27.199211,27.49507,26.972387,27.445759,4169800,16.992102
"2005-10-20",27.613413,27.712032,27.228796,27.357002,5291900,16.937149
"2005-10-21",27.564102,27.623274,27.120316,27.623274,4489700,17.101997
"2005-10-24",27.623274,28.007889,27.564102,27.978304,2379900,17.321806
"2005-10-25",28.303747,28.441814,27.534517,27.613413,3352900,17.0959
"2005-10-26",27.810652,28.431953,27.810652,28.284023,3908000,17.511084
"2005-10-27",28.284023,28.491125,27.948717,27.95858,2126000,17.309601
"2005-10-28",28.16568,28.461538,28.047337,28.461538,2607000,17.620983
"2005-10-31",28.441814,28.806705,28.205128,28.777121,2063700,17.816366
"2005-11-01",28.796844,28.905325,28.668638,28.905325,2389300,17.895744
"2005-11-02",28.786982,29.526627,28.698225,29.329388,2716100,18.158281
"2005-11-03",29.388559,29.428007,29.013807,29.092703,1844500,18.011745
"2005-11-04",29.092703,29.181459,28.461538,28.954636,1583700,17.926275
"2005-11-07",29.053255,29.398422,28.964497,29.398422,1721100,18.201029
"2005-11-08",29.349112,29.368835,29.043392,29.112427,1814000,18.023966
"2005-11-09",28.994083,29.122288,28.777121,28.905325,1581100,17.895744
"2005-11-10",28.905325,29.201183,28.619329,29.142012,1694600,18.042273
"2005-11-11",29.142012,29.467455,29.003944,29.418146,1895200,18.213242
"2005-11-14",30.877712,30.966469,29.871796,30.029585,6394800,18.591784
"2005-11-15",30.069033,30.542406,29.980276,30.147928,3676000,18.665058
"2005-11-16",29.970415,30.266272,29.960552,30.098619,1868000,18.790346
"2005-11-17",30.10848,30.532545,30.088757,30.532545,1760300,19.061241
"2005-11-18",30.867849,30.897436,30.424063,30.463511,2631300,19.018145
"2005-11-21",30.650888,31.163708,30.571993,31.163708,2277100,19.455278
"2005-11-22",31.015779,31.242603,30.670612,31.183432,2026500,19.467577
"2005-11-23",31.134123,31.301775,30.897436,30.976332,1224400,19.338295
"2005-11-25",31.114399,31.311638,30.907297,30.976332,710700,19.338295
"2005-11-28",31.065088,31.163708,30.719921,30.828402,1277300,19.245945
"2005-11-29",31.213018,31.755424,30.877712,31.518738,2964800,19.676914
"2005-11-30",31.528599,31.646942,31.065088,31.094675,2029800,19.412176
"2005-12-01",31.360947,32.445759,31.301775,32.406311,3636300,20.231022
"2005-12-02",32.54438,33.66864,32.54438,32.998028,4317200,20.600424
"2005-12-05",32.781067,33.037476,32.258381,32.60355,2775300,20.354153
"2005-12-06",32.840237,33.037476,32.60355,32.731754,2272100,20.434195
"2005-12-07",32.790928,33.412228,32.790928,33.412228,2459100,20.859009
"2005-12-08",33.244576,33.560158,33.007889,33.185406,2145200,20.717403
"2005-12-09",32.721893,33.500988,32.721893,33.362919,1756900,20.828226
"2005-12-12",33.57988,33.865879,33.471401,33.599606,2639100,20.975988
"2005-12-13",33.599606,33.826431,33.412228,33.550297,2168100,20.945204
"2005-12-14",33.402367,33.560158,33.145958,33.234715,1393600,20.748188
"2005-12-15",33.382645,33.57988,33.214989,33.333332,2884400,20.809753
"2005-12-16",33.254436,33.431953,33.136093,33.224854,3378800,20.742029
"2005-12-19",33.155819,33.441814,32.998028,33.047337,2152700,20.631208
"2005-12-20",32.938854,33.254436,32.741619,32.859959,2239800,20.514231
"2005-12-21",32.938854,33.688362,32.938854,33.648914,1909700,21.006775
"2005-12-22",33.826431,34.003944,33.57988,34.003944,1502800,21.228413
"2005-12-23",34.003944,34.013805,33.570019,33.954636,1427400,21.19763
"2005-12-27",34.053253,34.418144,33.856014,34.033531,1549600,21.246876
"2005-12-28",33.974358,34.112427,33.678501,34.053253,1399500,21.259199
"2005-12-29",33.885601,33.974358,33.589745,33.747536,1700500,21.068338
"2005-12-30",33.481262,33.629192,32.928993,33.145958,2527000,20.69278
"2006-01-03",33.570019,33.570019,32.652859,33.027615,2826800,20.618893
"2006-01-04",32.978302,33.31361,32.938854,33.284023,2105000,20.778973
"2006-01-05",33.10651,33.175541,32.938854,33.175541,1612200,20.711245
"2006-01-06",33.333332,33.777119,33.136093,33.708088,2088200,21.043709
"2006-01-09",33.994083,33.994083,33.224854,33.441814,2438000,20.877478
"2006-01-10",33.254436,33.846153,32.919132,33.777119,1744700,21.0868
"2006-01-11",33.895462,34.102566,33.510849,33.560158,1647600,20.951365
"2006-01-12",33.431953,33.52071,32.938854,32.938854,1644600,20.563482
"2006-01-13",32.919132,33.007889,32.426037,32.790928,1722600,20.471138
"2006-01-17",32.495068,32.869823,32.39645,32.820515,1685400,20.489607
"2006-01-18",32.642998,32.731754,32.179485,32.357002,1512000,20.200233
"2006-01-19",31.952663,32.475346,31.952663,32.159763,1810500,20.07711
"2006-01-20",32.938854,32.938854,31.656805,31.814596,3236400,19.861622
"2006-01-23",31.952663,32.258381,31.93294,32.209072,4363600,20.107889
"2006-01-24",32.24852,32.534515,31.962524,31.962524,3217100,19.953968
"2006-01-25",31.972387,32.209072,31.755424,32.100594,3410900,20.040163
"2006-01-26",32.199211,32.297829,32.061146,32.218933,3951300,20.114046
"2006-01-27",32.179485,32.376724,32.100594,32.258381,1507200,20.138672
"2006-01-30",32.159763,32.573963,32.071007,32.485207,2239900,20.280273
"2006-01-31",32.416172,32.435898,32.149902,32.179485,2013100,20.089415
"2006-02-01",32.149902,32.682446,32.140041,32.583828,4175700,20.341845
"2006-02-02",32.938854,32.978302,32.149902,32.465485,5610300,20.267958
"2006-02-03",32.297829,32.435898,31.93294,32.051281,3750700,20.009377
"2006-02-06",31.913216,32.317554,31.83432,32.278107,2038500,20.150976
"2006-02-07",32.179485,32.287968,31.824457,31.952663,2521100,19.947815
"2006-02-08",32.110455,32.110455,31.666666,31.794872,2907400,19.849302
"2006-02-09",31.794872,32.061146,31.775148,31.903353,2139500,19.917023
"2006-02-10",31.913216,32.238659,31.765285,32.209072,2621500,20.107889
"2006-02-13",32.149902,32.278107,32.021698,32.24852,2547100,20.132511
"2006-02-14",32.278107,33.16568,32.209072,33.145958,4399600,20.69278
"2006-02-15",32.899406,33.284023,32.712032,33.185406,2872100,20.874849
"2006-02-16",33.382645,33.382645,33.027615,33.244576,1989000,20.912071
"2006-02-17",33.244576,33.333332,32.889545,33.007889,2036100,20.763184
"2006-02-21",32.938854,32.95858,32.573963,32.81065,1270900,20.639109
"2006-02-22",32.938854,33.254436,32.830376,33.205128,1449900,20.887259
"2006-02-23",33.185406,33.570019,32.968441,33.264301,1592300,20.924475
"2006-02-24",33.205128,33.274162,32.771202,32.978302,2678100,20.744572
"2006-02-27",33.076923,33.451675,32.682446,32.81065,1816100,20.639109
"2006-02-28",32.968441,33.027615,32.159763,32.317554,2803600,20.328938
"2006-03-01",32.258381,32.445759,31.913216,32.445759,3036000,20.409586
"2006-03-02",32.24852,32.60355,32.149902,32.366863,2335300,20.359962
"2006-03-03",32.357002,32.495068,32.021698,32.149902,1299700,20.223476
"2006-03-06",32.268246,32.435898,31.972387,32.24852,1792300,20.285515
"2006-03-07",32.021698,32.24852,31.676529,31.93294,2769900,20.087
"2006-03-08",32.051281,32.652859,32.031559,32.60355,3960700,20.508841
"2006-03-09",32.623276,32.938854,32.623276,32.781067,4040800,20.620506
"2006-03-10",33.481262,33.905327,33.067062,33.737671,4092600,21.22224
"2006-03-13",33.93491,34.536488,33.856014,34.171597,3444000,21.495197
"2006-03-14",34.122288,34.832348,33.984222,34.694279,2750100,21.823992
"2006-03-15",34.802761,35.493095,34.733727,35.424065,3607700,22.283043
"2006-03-16",35.532543,35.887573,34.832348,35.078896,2497000,22.06592
"2006-03-17",35.364891,35.394478,34.654831,34.723866,3400400,21.842598
"2006-03-20",34.615383,34.832348,34.28994,34.64497,2033100,21.792969
"2006-03-21",34.615383,34.970413,33.925049,34.033531,2390000,21.408346
"2006-03-22",33.382645,34.161736,33.234715,33.974358,3506700,21.371132
"2006-03-23",34.043392,34.122288,33.688362,33.796844,2014200,21.259466
"2006-03-24",33.895462,34.092701,33.796844,33.954636,1716600,21.358728
"2006-03-27",33.865879,34.566074,33.786983,34.418144,2179600,21.65029
"2006-03-28",34.487179,34.487179,33.786983,33.895462,2205700,21.321503
"2006-03-29",33.826431,34.28994,33.826431,34.102566,1986300,21.451773
"2006-03-30",34.02367,34.428009,33.865879,34.161736,2192300,21.489
"2006-03-31",34.08284,34.309666,33.856014,34.092701,2368200,21.445576
"2006-04-03",34.211044,34.7929,34.072979,34.240631,3511000,21.538628
"2006-04-04",35.256409,35.394478,34.329388,34.418144,7790200,21.65029
"2006-04-05",34.270218,34.418144,33.254436,33.865879,4129500,21.302895
"2006-04-06",33.757397,34.161736,33.639053,34.043392,3724700,21.414557
"2006-04-07",33.984222,34.250492,33.885601,33.925049,1953000,21.340113
"2006-04-10",33.885601,33.925049,33.491123,33.530571,2778500,21.09197
"2006-04-11",34.615383,34.921104,33.954636,33.994083,3845100,21.383543
"2006-04-12",34.033531,34.142014,33.678501,33.846153,1603400,21.290487
"2006-04-13",33.915188,34.122288,33.560158,34.003944,1525300,21.389746
"2006-04-17",34.102566,34.556213,34.053253,34.329388,1624200,21.594452
"2006-04-18",34.526627,35.779091,34.516766,35.71006,4348700,22.462952
"2006-04-19",35.650887,36.863907,35.404339,36.68639,7395800,23.077099
"2006-04-20",36.68639,37.199211,36.508877,36.932938,3811100,23.232183
"2006-04-21",37.179485,37.18935,36.47929,36.666668,2710500,23.064693
"2006-04-24",36.568047,37.218933,36.548325,37.090729,2601200,23.331442
"2006-04-25",37.228798,37.24852,35.91716,36.222881,3489700,22.785528
"2006-04-26",36.291912,36.400394,35.867851,36.242603,3319000,22.797943
"2006-04-27",36.213017,36.222881,35.473373,35.631165,2936400,22.413321
"2006-04-28",35.581856,35.956608,35.305721,35.848125,2709900,22.549795
"2006-05-01",35.838264,36.321499,35.670612,35.76923,2012100,22.50017
"2006-05-02",35.788956,36.489151,35.729782,36.449703,2098600,22.928213
"2006-05-03",36.587772,36.883629,36.489151,36.548325,3655200,22.990253
"2006-05-04",36.913216,36.932938,36.262329,36.459564,4306300,22.93441
"2006-05-05",36.68639,36.98225,36.617355,36.923077,4882800,23.225986
"2006-05-08",36.952663,37.061146,36.676529,37.061146,1801800,23.312832
"2006-05-09",36.962524,37.45562,36.883629,37.071007,2126000,23.319036
"2006-05-10",36.932938,36.98225,36.360947,36.429981,1857100,22.91581
"2006-05-11",36.499012,36.587772,34.911243,35.177513,3954300,22.127958
"2006-05-12",35.187378,35.187378,34.033531,34.122288,3377600,21.464178
"2006-05-15",34.171597,34.536488,33.688362,34.329388,3304900,21.594452
"2006-05-16",34.49704,34.49704,33.708088,33.836292,2680300,21.284285
"2006-05-17",33.392506,33.57988,32.623276,32.850098,2454500,20.817738
"2006-05-18",32.988167,33.136093,32.485207,32.564102,2196000,20.636505
"2006-05-19",32.938854,33.757397,32.938854,33.244576,3367800,21.06773
"2006-05-22",33.16568,33.234715,32.54438,32.998028,2091300,20.911488
"2006-05-23",33.145958,33.796844,32.39645,32.416172,2305900,20.542751
"2006-05-24",32.416172,32.416172,31.538462,31.962524,3715700,20.255264
"2006-05-25",32.218933,32.672585,32.179485,32.54438,2510900,20.624006
"2006-05-26",32.988167,33.510849,32.850098,33.451675,2006400,21.198969
"2006-05-30",33.027615,33.382645,32.524654,32.524654,2066400,20.611504
"2006-05-31",32.593689,33.510849,32.593689,33.510849,2547100,21.236467
"2006-06-01",33.392506,33.609467,33.31361,33.589745,2084800,21.28647
"2006-06-02",33.530571,33.530571,32.81065,33.343197,2019500,21.13023
"2006-06-05",33.481262,33.717949,32.692307,32.75148,2504100,20.755245
