"","IP.Open","IP.High","IP.Low","IP.Close","IP.Volume","IP.Adjusted"
"2001-02-13",36.932938,37.712032,36.291912,36.597633,1901600,19.971596
"2001-02-14",36.597633,36.597633,34.812622,35.601578,2658600,19.42803
"2001-02-15",36.341225,37.642998,35.601578,37.376724,3371400,20.396744
"2001-02-16",37.080868,37.357002,36.143986,36.252464,2503300,19.783236
"2001-02-20",36.725838,37.218933,36.311638,36.449703,2293200,19.890865
"2001-02-21",36.390533,36.775146,35.305721,35.305721,2358800,19.399643
"2001-02-22",35.798817,36.341225,35.256409,35.631165,1896800,19.578466
"2001-02-23",35.749508,36.311638,34.822487,35.335304,1884800,19.415897
"2001-02-26",35.581856,36.68639,35.581856,36.68639,2382600,20.158279
"2001-02-27",36.932938,37.199211,36.42012,36.962524,1722600,20.310017
"2001-02-28",37.110455,37.692307,36.62722,37.140041,2073300,20.407555
"2001-03-01",37.228798,37.465485,36.587772,37.031559,2959000,20.347946
"2001-03-02",37.080868,38.658775,36.98225,38.46154,3827300,21.133692
"2001-03-05",38.510849,39.753452,38.481262,39.615383,2503600,21.767706
"2001-03-06",39.694279,39.842209,38.816566,39.043392,2401400,21.453405
"2001-03-07",39.546352,40.325443,39.329388,40.009861,2152000,21.984447
"2001-03-08",40.009861,40.729782,39.02367,40.35503,2655900,22.174118
"2001-03-09",40.76923,40.76923,39.250492,39.428009,2740700,21.664745
"2001-03-12",39.418144,39.428009,37.011833,37.366863,2589000,20.532194
"2001-03-13",37.366863,37.465485,35.700199,36.824459,3085500,20.234159
"2001-03-14",35.50296,36.084812,34.526627,34.960552,3978900,19.209984
"2001-03-15",35.05917,35.35503,34.08284,34.43787,2969300,18.922777
"2001-03-16",34.763313,35.749508,34.280079,35.325443,3995200,19.410475
"2001-03-19",35.700199,36.282051,35.581856,35.759369,2117800,19.648909
"2001-03-20",35.76923,37.869823,35.552269,36.844181,4707100,20.244986
"2001-03-21",36.094673,36.193295,34.822487,35.039448,3949300,19.253328
"2001-03-22",34.516766,34.516766,32.445759,33.688362,4087200,18.510946
"2001-03-23",33.530571,34.122288,32.593689,33.589745,3734400,18.456753
"2001-03-26",33.530571,35.35503,32.938854,35.157791,3203300,19.318361
"2001-03-27",35.157791,36.143986,34.7929,35.97633,2883800,19.768127
"2001-03-28",35.581856,35.808678,34.457592,35.719921,1959700,19.627235
"2001-03-29",35.50296,35.650887,33.57988,35.650887,2868500,19.589291
"2001-03-30",34.378696,35.798817,34.02367,35.581856,2485300,19.551357
"2001-04-02",35.335304,36.015778,34.033531,34.398422,2403600,18.901102
"2001-04-03",33.954636,34.063118,32.850098,33.52071,2343000,18.418816
"2001-04-04",33.52071,34.753452,33.155819,33.974358,2212900,18.668098
"2001-04-05",34.911243,35.108482,34.250492,35.05917,1682300,19.264175
"2001-04-06",34.566074,34.575935,33.530571,34.02367,1681700,18.69519
"2001-04-09",34.220909,35.108482,33.925049,34.516766,1945000,18.966125
"2001-04-10",34.714005,37.080868,34.615383,36.499012,4251300,20.055317
"2001-04-11",36.499012,37.080868,35.749508,36.084812,3504100,19.827738
"2001-04-12",35.700199,36.341225,35.197239,35.97633,2773900,19.768127
"2001-04-16",35.966469,36.715977,35.798817,36.53846,1938700,20.077005
"2001-04-17",36.390533,36.68639,35.749508,36.587772,1660000,20.104094
"2001-04-18",36.587772,38.954636,35.946747,38.274162,3719300,21.030725
"2001-04-19",38.274162,38.274162,37.406311,37.95858,1999900,20.857325
"2001-04-20",37.031559,38.244576,37.031559,37.159763,2065600,20.418386
"2001-04-23",37.159763,38.264301,36.98225,37.514793,2426400,20.613466
"2001-04-24",37.524654,37.95858,36.341225,36.863907,1900000,20.255833
"2001-04-25",37.080868,37.297829,36.114399,37.218933,1375800,20.450901
"2001-04-26",37.218933,38.343197,36.745564,37.869823,2186900,20.808544
"2001-04-27",38.806705,38.816566,37.771202,38.205128,2260200,20.992798
"2001-04-30",38.205128,39.171597,37.978302,38.639053,2503800,21.231226
"2001-05-01",38.639053,39.102566,38.175541,38.954636,2601200,21.404631
"2001-05-02",38.954636,38.954636,37.781067,38.431953,2753300,21.117437
"2001-05-03",38.31361,38.31361,37.080868,37.475346,2350100,20.591789
"2001-05-04",37.24852,38.037476,36.883629,38.01775,3337200,20.889833
"2001-05-07",37.968441,38.343197,37.228798,37.376724,2125500,20.537605
"2001-05-08",37.327415,37.820515,37.100594,37.140041,2059700,20.407555
"2001-05-09",37.149902,37.613411,37.149902,37.475346,2321200,20.591789
"2001-05-10",38.067062,38.067062,37.54438,37.899406,2079300,20.82481
"2001-05-11",37.919132,38.01775,36.252464,36.83432,2106400,20.239574
"2001-05-14",36.873768,36.98225,36.341225,36.883629,1918100,20.266659
"2001-05-15",36.637081,37.820515,36.587772,37.179485,2523800,20.429224
"2001-05-16",37.228798,39.447731,36.755424,39.299801,4449000,21.74048
"2001-05-17",39.28994,40.433926,39.201183,40.285995,4965700,22.286039
"2001-05-18",40.4142,40.4142,39.398422,39.743591,4106700,21.985973
"2001-05-21",39.7929,40.433926,39.250492,39.921104,2328700,22.084171
"2001-05-22",39.94083,39.94083,38.639053,38.66864,2357000,21.391325
"2001-05-23",38.757397,39.447731,38.333332,38.757397,2630500,21.440424
"2001-05-24",38.264301,38.589745,37.426037,37.909271,3133500,20.971247
"2001-05-25",37.968441,38.01775,37.080868,37.416172,1768000,20.698465
"2001-05-29",37.573963,38.658775,37.524654,38.46154,4325300,21.276758
"2001-05-30",38.46154,38.698223,37.130177,37.426037,1858500,20.703917
"2001-05-31",37.830376,38.451675,37.573963,37.721893,1792000,20.867584
"2001-06-01",37.919132,38.954636,36.98225,38.717949,2458400,21.418604
"2001-06-04",38.72781,39.211044,38.274162,38.806705,1564100,21.467695
"2001-06-05",39.003944,39.980278,37.75148,39.319527,3410700,21.751396
"2001-06-06",39.398422,39.753452,38.806705,39.102566,2059000,21.631371
"2001-06-07",38.708088,39.447731,38.698223,39.260357,2263500,21.718655
"2001-06-08",39.329388,39.329388,38.658775,38.737671,1153600,21.429506
"2001-06-11",38.609467,38.688362,37.830376,37.988167,1335500,21.014881
"2001-06-12",37.741619,37.909271,37.39645,37.850098,1833900,20.938503
"2001-06-13",38.086784,38.46154,37.662724,37.938854,1923700,20.987608
"2001-06-14",36.68639,36.98225,36.27219,36.489151,9388200,20.185629
"2001-06-15",36.735699,36.83432,36.203156,36.489151,3672800,20.185629
"2001-06-18",36.390533,36.577908,36.035503,36.055225,2489300,19.945589
"2001-06-19",36.360947,36.489151,35.552269,35.700199,2709600,19.749199
"2001-06-20",35.749508,36.47929,35.700199,35.946747,2427100,19.88558
"2001-06-21",35.996056,36.134121,35.719921,35.749508,2918900,19.776472
"2001-06-22",36.045364,36.045364,35.266273,35.50296,1824300,19.640081
"2001-06-25",35.50296,35.50296,34.773174,34.911243,2190600,19.31275
"2001-06-26",34.921104,35.374752,34.625248,35.009861,3899200,19.367306
"2001-06-27",35.384617,35.601578,35.019722,35.256409,3035800,19.503696
"2001-06-28",35.35503,35.552269,34.960552,34.970413,2072700,19.34548
"2001-06-29",35.009861,35.601578,34.832348,35.2071,3554500,19.476414
"2001-07-02",35.35503,36.242603,35.177513,35.798817,2458300,19.803755
"2001-07-03",35.798817,35.996056,35.325443,35.680473,1169300,19.738274
"2001-07-05",35.601578,35.690334,35.167652,35.50296,2301400,19.640081
"2001-07-06",35.50296,35.50296,34.723866,35.128204,1994000,19.432772
"2001-07-09",35.453648,35.897434,35.246548,35.838264,2788700,19.825581
"2001-07-10",36.193295,36.213017,35.50296,35.700199,2556000,19.749199
"2001-07-11",36.193295,36.646942,35.808678,36.47929,3215300,20.180183
"2001-07-12",36.83432,37.475346,36.301777,37.475346,2768400,20.731188
"2001-07-13",37.475346,38.303749,37.317554,38.116371,3433500,21.085815
"2001-07-16",37.771202,38.057198,37.475346,37.702171,1938800,20.856676
"2001-07-17",38.16568,38.737671,37.485207,38.46154,3525000,21.276758
"2001-07-18",38.31361,39.625248,38.116371,39.447731,4819800,21.822309
"2001-07-19",39.299801,39.783039,38.964497,39.428009,2813300,21.811398
"2001-07-20",39.49704,39.49704,38.806705,39.201183,2151900,21.685921
"2001-07-23",39.220909,39.43787,38.757397,38.974358,1618800,21.56044
"2001-07-24",38.46154,38.757397,37.327415,37.54438,2550000,20.769392
"2001-07-25",37.968441,38.806705,37.593689,38.66864,2235000,21.391325
"2001-07-26",38.422092,39.23077,38.264301,39.23077,2476500,21.70229
"2001-07-27",38.954636,39.299801,38.185406,38.510849,1903600,21.304028
"2001-07-30",38.550297,39.003944,38.362919,38.905327,1546100,21.522261
"2001-07-31",38.708088,40.335304,38.510849,40.187378,3580800,22.231485
"2001-08-01",40.295856,40.56213,39.506905,39.891518,2579700,22.06781
"2001-08-02",40.138065,40.374752,39.526627,40.226826,1578600,22.253302
"2001-08-03",40.226826,40.384617,39.605522,40.14793,2078800,22.209656
"2001-08-06",39.94083,40.779091,39.901382,40,2619800,22.127819
"2001-08-07",39.743591,39.753452,39.329388,39.428009,2720500,21.811398
"2001-08-08",39.299801,40.039448,38.905327,39.151875,2458800,21.658648
"2001-08-09",39.142014,39.151875,38.599606,38.747536,2208600,21.434969
"2001-08-10",38.944775,39.388561,38.362919,39.270218,2364700,21.724112
"2001-08-13",39.309666,39.378696,38.717949,39.299801,1260900,21.74048
"2001-08-14",39.299801,40.157791,39.299801,40.039448,2187600,22.149647
"2001-08-15",40.680473,40.91716,40.138065,40.167652,3753400,22.22057
"2001-08-16",40.384617,41.025642,40.177513,40.927021,3178900,22.640654
"2001-08-17",40.927021,40.927021,40.187378,40.621304,2544800,22.471523
"2001-08-20",40.285995,40.76923,39.85207,40.433926,2241400,22.367872
"2001-08-21",41.025642,41.913216,40.295856,40.473373,3849100,22.389687
"2001-08-22",40.039448,40.226826,38.925049,39.930965,3853300,22.226927
"2001-08-23",39.842209,40.424065,39.556213,40.325443,1717800,22.446507
"2001-08-24",40.325443,41.035503,40.197239,40.700199,1800800,22.655109
"2001-08-27",40.927021,41.370808,40.729782,41.055225,1540600,22.852734
"2001-08-28",40.97633,41.055225,40.35503,40.532543,1271300,22.561785
"2001-08-29",41.114399,41.222881,39.94083,40.187378,2902800,22.369658
"2001-08-30",39.94083,40.433926,39.546352,39.546352,2376500,22.01284
"2001-08-31",39.447731,39.881657,39.02367,39.5858,2219200,22.03479
"2001-09-04",39.694279,41.27219,39.457592,40.532543,3292600,22.561785
"2001-09-05",40.532543,41.074951,40.138065,40.4142,2714900,22.495914
"2001-09-06",40.4142,40.483234,39.674557,40.167652,2772700,22.358677
"2001-09-07",40.167652,40.167652,37.968441,38.086784,5580300,21.200397
"2001-09-10",38.086784,38.086784,37.130177,37.317554,3580800,20.772211
"2001-09-17",35.35503,35.986195,32.702171,33.431953,7496900,18.60936
"2001-09-18",33.431953,34.930965,33.284023,33.826431,3743400,18.828936
"2001-09-19",34.319527,34.516766,32.840237,33.66864,4530600,18.741104
"2001-09-20",33.530571,33.530571,31.706114,32.051281,4411600,17.84082
"2001-09-21",31.913216,32.021698,30.276134,31.913216,5794300,17.763979
"2001-09-24",32.988167,33.629192,32.54438,33.076923,3274700,18.411739
"2001-09-25",33.136093,33.234715,32.386589,32.919132,3225600,18.323908
"2001-09-26",33.16568,33.481262,32.54438,32.988167,4085600,18.362335
"2001-09-27",32.800789,33.491123,32.652859,33.382645,2423300,18.581913
"2001-09-28",33.481262,34.743591,33.333332,34.358974,3473600,19.125374
"2001-10-01",34.566074,34.566074,33.145958,33.767258,2895800,18.795998
"2001-10-02",34.013805,34.714005,33.609467,34.043392,2290100,18.949709
"2001-10-03",33.678501,34.388561,33.540436,34.260357,3191300,19.070475
"2001-10-04",34.260357,34.447731,33.353058,34.033531,2696100,18.944208
"2001-10-05",34.072979,35.601578,34.043392,35.601578,3173000,19.817036
"2001-10-08",35.05917,35.404339,34.408283,34.516766,1706800,19.213196
"2001-10-09",34.566074,35.128204,34.418144,34.822487,1708600,19.383381
"2001-10-10",34.911243,36.528599,34.911243,36.301777,2813300,20.206795
"2001-10-11",36.301777,37.909271,36.301777,37.672585,4210000,20.969839
"2001-10-12",37.031559,37.475346,36.617355,37.376724,3050000,20.805149
"2001-10-15",36.98225,37.218933,36.706116,37.179485,1864100,20.695358
"2001-10-16",37.179485,37.209072,36.794872,37.080868,2714100,20.640467
"2001-10-17",37.179485,37.45562,35.305721,35.818539,4259900,19.937813
"2001-10-18",36.094673,36.42012,35.078896,35.759369,2376700,19.904881
"2001-10-19",35.798817,35.798817,35.157791,35.394478,3101500,19.701765
"2001-10-22",35.453648,36.282051,35.305721,36.222881,2314600,20.162884
"2001-10-23",36.291912,36.646942,35.946747,36.568047,3010200,20.355017
"2001-10-24",36.568047,36.863907,36.213017,36.499012,2986900,20.316587
"2001-10-25",35.848125,36.863907,35.848125,36.863907,2524700,20.519695
"2001-10-26",36.68639,37.357002,36.53846,37.228798,3623300,20.722811
"2001-10-29",36.98225,37.179485,36.242603,36.528599,1979400,20.333055
"2001-10-30",35.996056,36.518738,35.305721,36.045364,3264200,20.064074
"2001-10-31",35.749508,36.351086,35.157791,35.305721,3085100,19.652365
"2001-11-01",35.384617,35.986195,35.009861,35.700199,3088300,19.871941
"2001-11-02",35.848125,36.351086,35.660751,36.301777,2729300,20.206795
"2001-11-05",36.301777,36.715977,36.104538,36.53846,1843800,20.338547
"2001-11-06",36.489151,36.883629,36.153847,36.824459,2856300,20.497742
"2001-11-07",36.785011,37.465485,36.715977,36.942802,1470000,20.563614
"2001-11-08",37.031559,37.81065,36.952663,37.071007,2278400,20.634981
"2001-11-09",36.98225,37.061146,36.499012,37.031559,1285900,20.613016
"2001-11-12",36.489151,36.942802,36.025642,36.607494,1766600,20.376978
"2001-11-13",37.130177,37.554241,37.080868,37.376724,3063900,20.805149
"2001-11-14",38.116371,38.747536,37.60355,38.500988,2521400,21.43096
"2001-11-15",38.560158,39.418144,38.471401,39.112427,2681100,21.771301
"2001-11-16",39.64497,39.64497,39.132149,39.526627,3105600,22.00186
"2001-11-19",39.832348,40.088757,39.546352,40.019722,2272900,22.276335
"2001-11-20",39.546352,39.733727,39.161736,39.428009,2456200,22.084921
"2001-11-21",39.368835,39.49704,38.57988,38.757397,2372300,21.709297
"2001-11-23",38.46154,39.447731,38.431953,39.398422,1058700,22.068361
"2001-11-26",39.398422,39.684418,38.915188,39.556213,1247600,22.156738
"2001-11-27",39.102566,39.94083,38.856014,39.625248,2330900,22.19541
"2001-11-28",39.595661,39.763313,38.836292,39.132149,1725800,21.919205
"2001-11-29",39.063118,39.349113,38.431953,38.826431,1698600,21.747971
"2001-11-30",38.826431,39.7929,38.57988,39.398422,2131700,22.068361
"2001-12-03",39.398422,39.398422,38.757397,39.033531,1620800,21.86397
"2001-12-04",38.984222,39.595661,38.806705,39.546352,1645800,22.151215
"2001-12-05",39.694279,40.91716,39.64497,40.779091,3568200,22.841703
"2001-12-06",40.729782,41.222881,40.187378,40.571991,2472300,22.725708
"2001-12-07",40.187378,40.867851,39.5858,39.930965,2982100,22.366648
"2001-12-10",39.930965,40.128204,38.846153,39.191322,3022300,21.952353
"2001-12-11",39.43787,39.684418,38.974358,39.260357,1696800,21.991022
"2001-12-12",39.339249,39.546352,38.688362,39.378696,1948700,22.057306
"2001-12-13",39.132149,39.506905,38.46154,38.688362,2439100,21.670635
"2001-12-14",38.46154,39.23077,38.46154,38.856014,2046600,21.764538
"2001-12-17",38.865879,39.447731,38.510849,39.447731,1930300,22.095978
"2001-12-18",39.506905,40.216961,39.280079,40.216961,2195100,22.526842
"2001-12-19",39.566074,39.970413,39.447731,39.64497,2242000,22.206444
"2001-12-20",38.964497,39.64497,38.954636,39.556213,2988000,22.156738
"2001-12-21",39.556213,39.556213,38.609467,38.757397,3235000,21.709297
"2001-12-24",38.757397,39.49704,38.678501,39.23077,1031500,21.974451
"2001-12-26",39.349113,39.694279,39.112427,39.250492,1725200,21.985497
"2001-12-27",39.49704,39.911243,39.250492,39.694279,1557800,22.234076
"2001-12-28",40.088757,40.433926,39.733727,40.108482,1492600,22.466078
"2001-12-31",40.177513,40.660751,39.753452,39.7929,1703200,22.289318
"2002-01-02",39.7929,39.950691,39.398422,39.595661,2118800,22.178831
"2002-01-03",39.595661,40.256409,39.329388,40.138065,2478800,22.482658
"2002-01-04",40.384617,41.814594,40.256409,41.360947,3631100,23.167633
"2002-01-07",41.518738,41.666668,40.986195,41.380672,3369200,23.178679
"2002-01-08",41.380672,41.390533,40.581856,40.749508,2410000,22.825144
"2002-01-09",40.877712,41.548325,40.759369,41.183434,2986800,23.068193
"2002-01-10",41.222881,41.222881,40.483234,40.907299,3651700,22.91353
"2002-01-11",40.907299,41.153847,40.473373,40.473373,1896300,22.670469
"2002-01-14",40.118343,40.335304,39.201183,39.211044,3758600,21.963406
"2002-01-15",38.708088,39.43787,38.37278,38.46154,4053100,21.543581
"2002-01-16",38.067062,38.856014,37.938854,38.047337,2849700,21.311569
"2002-01-17",38.16568,38.303749,37.366863,37.948719,4290900,21.256329
"2002-01-18",37.948719,38.343197,37.564102,37.692307,3341800,21.112698
"2002-01-22",38.067062,38.737671,37.850098,38.37278,3066500,21.49386
"2002-01-23",38.37278,39.240631,38.16568,38.836292,2554600,21.753489
"2002-01-24",39.250492,39.911243,39.013805,39.566074,3057300,22.162264
"2002-01-25",39.566074,40.729782,39.49704,40.522682,3228200,22.698086
"2002-01-28",41.42012,41.42012,41.094673,41.27219,4253500,23.117914
"2002-01-29",41.469429,41.597633,40.325443,40.433926,3633900,22.648373
"2002-01-30",40.433926,40.779091,39.842209,40.779091,3191600,22.841703
"2002-01-31",40.956608,41.913216,40.828403,41.203156,2634800,23.07925
"2002-02-01",41.351086,41.903355,41.025642,41.193295,3372600,23.073719
"2002-02-04",41.094673,41.262329,40.374752,40.473373,2183200,22.670469
"2002-02-05",40.719921,41.015778,40,40.345169,1725000,22.59866
"2002-02-06",40.433926,40.838264,40.009861,40.009861,1819400,22.410843
"2002-02-07",40.4142,40.897434,40.118343,40.118343,1636500,22.471601
"2002-02-08",40.364891,41.42012,40.285995,41.410255,2321800,23.195253
"2002-02-11",41.321499,43.244576,41.193295,43.205128,3889900,24.200613
"2002-02-12",43.007889,43.540436,42.534515,42.869823,3873200,24.012796
"2002-02-13",43.047337,43.984222,42.899406,43.885601,3947200,24.581774
"2002-02-14",43.737671,44.122288,43.441814,43.540436,3002000,24.388432
"2002-02-15",43.530571,44.033531,42.899406,42.928993,3552200,24.045946
"2002-02-19",42.781067,43.047337,42.357002,42.406311,3129300,23.753183
"2002-02-20",41.765285,42.406311,41.015778,42.258381,6276500,23.810684
"2002-02-21",42.110455,43.136093,41.518738,41.518738,4745300,23.393925
"2002-02-22",41.617355,42.869823,41.42012,42.39645,4263500,23.888475
"2002-02-25",42.652859,43.392506,42.426037,43.362919,3464500,24.433043
"2002-02-26",43.392506,43.885601,42.850098,43.619328,3005300,24.577517
"2002-02-27",43.619328,44.299801,43.145958,43.560158,3202500,24.54418
"2002-02-28",43.560158,44.122288,43.145958,43.145958,2926400,24.310791
"2002-03-01",43.885601,43.885601,43.343197,43.550297,3209900,24.538628
"2002-03-04",43.885601,45.56213,43.885601,45.4142,5022800,25.588852
"2002-03-05",45.019722,45.216961,44.033531,44.08284,3949400,24.838686
"2002-03-06",43.885601,44.694279,43.806705,44.664696,3217400,25.166544
"2002-03-07",44.723866,44.960552,44.23077,44.349113,2626700,24.988724
"2002-03-08",44.871796,44.980278,43.658775,43.747536,3527800,24.649757
"2002-03-11",44.132149,44.516766,43.540436,44.447731,2370400,25.044285
"2002-03-12",43.609467,44.368835,43.589745,44.013805,2653400,24.799795
"2002-03-13",43.589745,43.599606,42.475346,42.721893,4692200,24.071854
"2002-03-14",43.343197,43.984222,42.712032,43.658775,3320700,24.599749
"2002-03-15",43.639053,44.112427,43.195267,43.994083,4492500,24.788679
"2002-03-18",43.994083,44.556213,43.175541,43.619328,2350600,24.577517
"2002-03-19",43.984222,44.378696,43.629192,44.08284,2817100,24.838686
"2002-03-20",43.994083,44.319527,43.629192,43.737671,2848400,24.644201
"2002-03-21",43.402367,43.885601,41.932938,42.573963,3340000,23.988501
"2002-03-22",42.573963,42.642998,41.459564,41.68639,3917700,23.488392
"2002-03-25",41.962524,41.962524,41.025642,41.084812,3027900,23.149437
"2002-03-26",40.936882,42.18935,40.631165,41.804733,2944600,23.55508
"2002-03-27",42.159763,42.583828,41.844181,42.268246,3149500,23.816246
"2002-03-28",42.218933,42.652859,42.209072,42.416172,2213100,23.89959
"2002-04-01",42.426037,42.426037,41.12426,41.824459,2224200,23.566189
"2002-04-02",41.568047,41.765285,41.173569,41.597633,2131800,23.438389
"2002-04-03",41.370808,42.149902,40.76923,41.005917,2954600,23.10498
"2002-04-04",40.729782,41.114399,40.374752,40.887573,3339800,23.038294
"2002-04-05",40.729782,41.173569,40.680473,40.956608,2657700,23.077198
"2002-04-08",40.266273,40.927021,40.236687,40.828403,2699200,23.004963
"2002-04-09",40.729782,40.828403,40.187378,40.325443,3364800,22.721563
"2002-04-10",40.571991,41.173569,40.443787,41.06509,2709300,23.138327
"2002-04-11",40.877712,41.351086,40.50296,40.56213,2791200,22.854921
"2002-04-12",40.56213,40.56213,39.990139,40.325443,3401200,22.721563
"2002-04-15",40.335304,40.818539,39.49704,39.842209,3367800,22.449284
"2002-04-16",40.483234,41.27219,40.285995,41.104538,3567500,23.160547
"2002-04-17",41.360947,41.715977,40.927021,41.232742,2158800,23.232786
"2002-04-18",41.607494,41.844181,40.473373,40.759369,2836200,22.966064
"2002-04-19",41.715977,42.061146,41.074951,41.587772,3708800,23.432833
"2002-04-22",41.656803,41.666668,40.305721,40.335304,3656600,22.727118
"2002-04-23",40.285995,40.571991,39.861935,39.911243,4157800,22.488174
"2002-04-24",40.138065,40.581856,39.240631,39.349113,3667500,22.171446
"2002-04-25",39.447731,40.167652,39.358974,39.94083,3554000,22.50485
"2002-04-26",40.631165,40.680473,39.7929,39.7929,2758000,22.421497
"2002-04-29",40.009861,40.009861,38.589745,38.609467,3741400,21.754684
"2002-04-30",39.398422,40.927021,38.786983,40.857986,4493700,23.021633
"2002-05-01",41.370808,41.370808,40.226826,41.025642,4606700,23.116089
"2002-05-02",41.025642,41.883629,40.828403,41.765285,2936400,23.532846
"2002-05-03",41.568047,42.110455,41.291912,41.913216,2375000,23.616207
"2002-05-06",42.504932,42.75148,41.824459,41.913216,3525800,23.616207
"2002-05-07",42.061146,42.889545,41.962524,42.39645,3843100,23.888475
"2002-05-08",42.850098,43.086784,42.416172,42.899406,2414200,24.171881
"2002-05-09",42.702171,43.096645,42.278107,42.45562,1706500,23.921822
"2002-05-10",42.850098,42.850098,42.218933,42.218933,1405200,23.788454
"2002-05-13",42.159763,42.909271,42.051281,42.879684,1370700,24.160763
"2002-05-14",42.899406,43.905327,42.899406,43.619328,2898100,24.577517
"2002-05-15",43.629192,44.378696,43.293884,44.368835,3708800,24.999828
"2002-05-16",44.566074,44.575935,43.491123,43.717949,2062600,24.63308
"2002-05-17",43.639053,43.865879,43.116371,43.737671,1814300,24.644201
"2002-05-20",43.836292,43.836292,43.214989,43.412228,1797800,24.460819
"2002-05-21",43.589745,43.826431,42.948719,43.175541,1851600,24.327469
"2002-05-22",43.145958,43.441814,42.771202,43.145958,1795600,24.452377
"2002-05-23",43.195267,43.806705,42.869823,43.688362,2282600,24.759792
"2002-05-24",43.688362,43.885601,43.126232,43.284023,1004600,24.530632
"2002-05-28",43.530571,43.530571,42.60355,42.948719,1342200,24.340591
"2002-05-29",42.652859,43.086784,42.485207,42.485207,2526300,24.077902
"2002-05-30",42.504932,42.948719,42.159763,42.406311,2369300,24.033201
"2002-05-31",42.426037,43.185406,42.416172,42.504932,2451800,24.089088
"2002-06-03",42.652859,42.75148,41.715977,41.715977,2032400,23.641962
"2002-06-04",41.863907,42.406311,41.725838,42.001972,2320400,23.80405
"2002-06-05",42.287968,42.800789,42.278107,42.75148,1722100,24.228815
"2002-06-06",42.899406,42.899406,42.021698,42.357002,1513900,24.005255
"2002-06-07",42.209072,42.554241,41.962524,42.218933,3225700,23.926996
"2002-06-10",42.307693,43.047337,42.18935,42.731754,2401000,24.217642
"2002-06-11",42.850098,43.392506,42.268246,42.416172,1902900,24.03878
"2002-06-12",41.923077,42.771202,41.913216,42.692307,2317900,24.195272
"2002-06-13",42.258381,42.54438,41.854042,41.932938,1968900,23.76491
"2002-06-14",41.42012,41.83432,40.927021,41.706116,2010000,23.636372
"2002-06-17",42.159763,42.968441,41.913216,42.712032,2414200,24.206469
"2002-06-18",42.850098,43.353058,42.45562,43.284023,1743200,24.530632
"2002-06-19",42.702171,43.392506,42.702171,42.761341,2086200,24.234404
"2002-06-20",42.928993,43.244576,42.54438,42.712032,1997100,24.206469
"2002-06-21",42.721893,43.096645,42.24852,42.406311,3851900,24.033201
"2002-06-24",42.45562,43.047337,42.327415,43.007889,2403300,24.37413
"2002-06-25",43.441814,43.648914,42.60355,42.60355,4435300,24.144981
"2002-06-26",42.54438,42.702171,41.568047,41.913216,4232300,23.75375
"2002-06-27",42.39645,42.485207,41.035503,41.735699,3751500,23.653135
"2002-06-28",41.89349,43.293884,41.725838,42.978302,3701800,24.357372
"2002-07-01",42.968441,43.293884,42.258381,42.258381,2083200,23.94936
"2002-07-02",42.258381,42.60355,41.577908,41.814594,2097800,23.697855
"2002-07-03",41.814594,42.228798,41.252464,42.159763,2812500,23.893469
"2002-07-05",42.307693,43.343197,42.169624,43.293884,1234200,24.536221
