"","VLO.Open","VLO.High","VLO.Low","VLO.Close","VLO.Volume","VLO.Adjusted"
"2008-10-22",17.550274,17.961609,15.658135,16.380257,16709000,12.020207
"2008-10-23",16.718464,16.718464,14.460694,15.612432,23813200,11.456759
"2008-10-24",13.382084,14.945155,13.33638,14.588665,17660700,10.705495
"2008-10-27",14.204753,15.082267,13.8117,13.8117,16196300,10.135342
"2008-10-28",15.530165,15.694698,14.341865,15.365631,26388200,11.275653
"2008-10-29",15.850091,17.312614,15.100549,15.95064,24186100,11.704945
"2008-10-30",16.910421,17.824497,16.106033,17.568556,21761300,12.892209
"2008-10-31",17.266911,19.561243,16.956125,18.811701,27362600,13.804452
"2008-11-03",19.387569,19.387569,18.016453,18.546618,13004000,13.609932
"2008-11-04",18.884827,20.10969,18.281536,20.082268,19671900,14.736826
"2008-11-05",19.542961,20.201097,18.884827,18.921389,17322300,13.884943
"2008-11-06",18.656307,18.738575,16.809872,17.056673,16890800,12.51658
"2008-11-07",17.230347,18.043875,16.910421,17.586838,12417700,13.020125
"2008-11-10",18.235832,18.44607,17.413162,18.034735,10747000,13.351718
"2008-11-11",17.806215,17.815357,16.745886,17.468008,10736100,12.932154
"2008-11-12",16.919561,17.230347,16.060329,16.106033,11375100,11.923836
"2008-11-13",16.124315,17.778793,15.265082,17.687386,14864600,13.094563
"2008-11-14",17.330896,18.939671,16.681902,17.833637,15986400,13.20284
"2008-11-17",17.458866,18.034735,17.138939,17.266911,12659100,12.783268
"2008-11-18",17.449726,17.650824,15.914077,16.910421,16548800,12.51935
"2008-11-19",16.681902,16.681902,14.990859,15.036563,14435700,11.132071
"2008-11-20",14.606947,14.634369,12.74223,12.842779,18400400,9.507939
"2008-11-21",13.33638,15.082267,13.071298,14.954296,19979100,11.071164
"2008-11-24",15.59415,16.316271,14.963437,15.914077,14716100,11.781725
"2008-11-25",16.297989,16.398537,15.219378,16.115173,13074700,11.9306
"2008-11-26",15.868373,16.864717,15.676416,16.78245,14893200,12.424608
"2008-11-28",16.636198,16.910421,15.959781,16.77331,4394300,12.417841
"2008-12-01",16.060329,16.087751,14.780622,14.835466,13123400,10.983192
"2008-12-02",15.411335,15.941499,15.127971,15.886655,14337600,11.761422
"2008-12-03",15.35649,16.270567,15.109689,16.197441,16967000,11.991508
"2008-12-04",15.804387,17.138939,14.40585,14.808043,19501300,10.962886
"2008-12-05",14.515539,15.557587,13.80256,15.502742,14038800,11.477199
"2008-12-08",16.051188,17.257771,15.996344,16.937843,16522600,12.539651
"2008-12-09",16.755028,17.897623,16.691042,17.175503,12754300,12.715598
"2008-12-10",17.824497,18.510056,17.285192,17.925045,12048000,13.270511
"2008-12-11",18.171846,18.811701,17.486288,17.833637,12450300,13.20284
"2008-12-12",16.901279,17.778793,16.453382,17.522852,10059200,12.972752
"2008-12-15",18.190128,18.409506,17.340036,17.669104,10494100,13.081028
"2008-12-16",18.098721,19.140768,17.714808,19.04022,13730000,14.096113
"2008-12-17",19.095064,20.850092,18.811701,20.429617,18171700,15.124728
"2008-12-18",20.676416,21.471664,19.817184,20.146252,17799900,14.914939
"2008-12-19",20.658134,20.914076,19.817184,20.767824,17750900,15.375109
"2008-12-22",20.749542,20.749542,18.400366,18.857405,12795300,13.960766
"2008-12-23",18.811701,19.588665,18.32724,18.647167,9454800,13.805122
"2008-12-24",18.363802,18.839123,18.053017,18.729433,3348500,13.866025
"2008-12-26",18.930531,19.012796,18.473492,18.866545,3432400,13.96753
"2008-12-29",19.204754,19.689215,18.647167,19.04022,6917600,14.096113
"2008-12-30",19.04022,19.707495,18.628885,19.698355,6485400,14.583354
"2008-12-31",19.597807,20.100548,19.04936,19.780622,9048600,14.644252
"2009-01-02",19.826324,21.499086,19.652651,21.243145,10336800,15.727017
"2009-01-05",21.453382,22.760511,21.160877,22.486288,18548900,16.64735
"2009-01-06",23.180986,23.674589,22.550274,22.806215,16844700,16.884205
"2009-01-07",22.404022,22.669104,21.069469,21.645338,10543500,16.024773
"2009-01-08",21.243145,22.632542,21.243145,22.486288,11724700,16.64735
"2009-01-09",22.559416,22.723949,21.416819,21.937843,10060400,16.241322
"2009-01-12",21.819014,21.901279,20.731262,20.978062,11172200,15.530759
"2009-01-13",21.060329,22.266911,21.032907,21.928701,13248900,16.23455
"2009-01-14",21.380257,21.444241,19.506399,20.274223,15644900,15.009685
"2009-01-15",20.338209,21.096891,19.369287,20.904936,14985900,15.476625
"2009-01-16",21.645338,22.166363,20.914076,21.965265,14213500,16.261616
"2009-01-20",21.563072,22.39488,21.060329,21.371115,18460800,15.821752
"2009-01-21",21.636198,22.842779,21.416819,22.787933,15346500,16.870667
"2009-01-22",22.303474,22.733089,20.776966,21.297989,20108900,15.767614
"2009-01-23",20.658134,22.714808,20.511883,22.477148,13704500,16.640585
"2009-01-26",22.330896,23.948812,22.330896,23.628885,16496900,17.493254
"2009-01-27",23.025595,23.171846,21.535648,22.175503,18059800,16.417265
"2009-01-28",22.550274,23.391226,21.864717,23.080439,17186400,17.087225
"2009-01-29",22.650824,22.989031,21.992687,22.568556,11000600,16.708256
"2009-01-30",22.888483,23.034735,21.617916,22.047531,15540400,16.322525
"2009-02-02",21.572212,21.572212,20.585009,20.932358,13790700,15.496925
"2009-02-03",21.151737,21.700182,20.904936,21.489944,12636400,15.909726
"2009-02-04",21.572212,22.294333,21.54479,21.864717,13843300,16.18718
"2009-02-05",21.67276,21.956125,21.078611,21.67276,16986100,16.045073
"2009-02-06",21.590494,21.892139,21.234003,21.700182,12517000,16.065374
"2009-02-09",21.764168,22.742229,21.745886,22.367458,11221000,16.674635
"2009-02-10",22.531992,22.851919,20.95978,21.206581,13652400,15.809226
"2009-02-11",21.572212,21.718464,20.530165,21.042048,15060900,15.68656
"2009-02-12",20.740402,22.065813,20.475321,21.928701,20075800,16.347549
"2009-02-13",21.499086,22.39488,21.480804,22.001827,11761500,16.402065
"2009-02-17",21.389397,21.627056,20.127972,20.210238,15269700,15.066462
"2009-02-18",20.420475,20.420475,19.195612,19.424131,14391500,14.48043
"2009-02-19",19.835466,20.054844,18.638025,18.875685,16400500,14.071574
"2009-02-20",18.32724,18.372944,16.946983,17.50457,18159000,13.049423
"2009-02-23",17.806215,18.171846,16.873857,16.928701,15257600,12.620118
"2009-02-24",17.184643,18.318098,17.020109,18.162706,12513300,13.540057
"2009-02-25",18.510056,19.232176,17.723949,18.756855,17364800,13.982984
"2009-02-26",19.113346,19.16819,18.427788,18.500914,10815000,13.792182
"2009-02-27",17.961609,18.519196,17.449726,17.714808,12349200,13.206149
"2009-03-02",17.221207,17.303474,15.447898,15.521024,18260000,11.570717
"2009-03-03",16.032907,16.361975,15.557587,15.72212,14553000,11.720629
"2009-03-04",16.334553,16.700182,15.786106,15.904936,19865500,11.856918
"2009-03-05",15.530165,15.667276,14.789762,14.945155,14049400,11.141412
"2009-03-06",15.091408,15.438757,14.360147,14.844607,11709700,11.066455
"2009-03-09",14.579525,15.758684,14.579525,15.201097,9902700,11.332212
"2009-03-10",15.685557,16.142595,15.35649,15.566728,12759700,11.604784
"2009-03-11",15.776965,16.197441,15.11883,15.603291,12549900,11.632044
"2009-03-12",15.59415,16.124315,15.365631,16.069469,10889800,11.979574
"2009-03-13",16.361975,16.453382,15.438757,15.840951,11831200,11.809216
"2009-03-16",15.923218,16.928701,15.923218,16.380257,9830500,12.211258
"2009-03-17",16.435101,16.928701,15.859232,16.910421,10279600,12.606493
"2009-03-18",16.974405,17.129799,16.297989,16.919561,14578700,12.613305
"2009-03-19",17.458866,18.354662,17.184643,17.760511,13749300,13.24022
"2009-03-20",17.861061,17.888483,16.453382,16.480804,14039800,12.286217
"2009-03-23",17.084095,17.084095,15.996344,16.956125,18713600,12.640563
"2009-03-24",16.499086,17.065813,16.297989,16.709324,11064300,12.456578
"2009-03-25",16.882998,17.449726,16.54479,17.038391,13315800,12.701892
"2009-03-26",17.522852,18.263254,17.404022,18.162706,15165000,13.540057
"2009-03-27",17.733089,18.043875,17.38574,17.413162,11298000,12.981282
"2009-03-30",16.928701,17.102377,15.813528,16.206581,10961100,12.081788
"2009-03-31",16.755028,16.800732,15.95064,16.361975,12438100,12.197635
"2009-04-01",16.124315,16.974405,16.106033,16.846436,11679400,12.558792
"2009-04-02",17.3766,18.117002,17.358318,17.842779,14685800,13.301552
"2009-04-03",17.733089,18.363802,17.468008,18.135283,11350400,13.51961
"2009-04-06",17.687386,18.007313,17.413162,17.989031,9188700,13.41058
"2009-04-07",17.550274,18.071299,17.3766,17.723949,9427100,13.212969
"2009-04-08",17.797075,18.583181,17.50457,18.427788,11661000,13.737669
"2009-04-09",19.04936,19.28702,18.793419,19.195612,11420400,14.310071
"2009-04-13",18.829981,19.04022,18.45521,18.848263,11567600,14.051125
"2009-04-14",18.610603,19.195612,18.510056,18.793419,9950500,14.010239
"2009-04-15",18.647167,19.186472,18.473492,19.095064,11941700,14.235112
"2009-04-16",19.259598,19.88117,18.793419,19.689215,10901600,14.678046
"2009-04-17",19.716637,20.027422,19.424131,19.853748,10415000,14.800702
"2009-04-20",19.414991,19.469835,18.098721,18.354662,13816500,13.68315
"2009-04-21",18.263254,18.729433,17.952469,18.628885,10642900,13.887582
"2009-04-22",18.473492,19.323584,18.418648,18.738575,13166000,13.969357
"2009-04-23",18.985374,19.744059,18.756855,19.460695,12290600,14.507683
"2009-04-24",19.744059,20.036564,19.451553,19.817184,10141000,14.773446
"2009-04-27",19.378428,19.433273,18.784277,18.957952,12583400,14.132899
"2009-04-28",19.067642,19.442413,18.884827,19.031078,11207500,14.187407
"2009-04-29",19.095064,19.140768,18.482632,18.729433,15266600,13.96254
"2009-04-30",18.884827,18.957952,17.897623,18.135283,13002900,13.51961
"2009-05-01",18.180986,19.195612,18.135283,18.875685,10665900,14.071574
"2009-05-04",19.021938,20.036564,18.994516,19.972578,11385200,14.889288
"2009-05-05",19.734919,20.137112,19.533821,19.99086,10596400,14.90292
"2009-05-06",20.283363,21.023766,19.99086,20.703838,11938800,15.43443
"2009-05-07",21.352833,21.581352,19.725777,20,13333500,14.909734
"2009-05-08",20.383913,21.590494,20.310785,21.297989,11102500,15.877364
"2009-05-11",20.621572,20.776966,19.844606,19.936014,11194700,14.86203
"2009-05-12",20.10969,20.146252,18.985374,19.314442,10818800,14.398654
"2009-05-13",18.921389,19.515539,18.601463,18.875685,14310800,14.071574
"2009-05-14",18.921389,19.698355,18.409506,19.451553,8729200,14.500871
"2009-05-15",19.259598,19.789762,18.875685,19.04936,8323000,14.201038
"2009-05-18",19.204754,19.424131,19.003656,19.149908,10834800,14.275995
"2009-05-19",19.341866,19.945156,19.15905,19.689215,10356000,14.678046
"2009-05-20",19.926874,20.639854,19.716637,19.762341,11052100,14.732557
"2009-05-21",19.442413,19.442413,18.702011,18.976234,9395300,14.146531
"2009-05-22",19.186472,19.213894,18.674589,18.784277,7273200,14.115
"2009-05-26",18.647167,19.16819,18.263254,19.012796,9842300,14.286717
"2009-05-27",19.076782,19.798903,19.076782,19.259598,9687800,14.472168
"2009-05-28",19.296162,20.100548,19.195612,19.972578,10636100,15.007916
"2009-05-29",20.338209,20.557587,20.027422,20.447897,9309000,15.365088
"2009-06-01",20.895796,21.471664,20.694698,20.850092,11765600,15.667308
"2009-06-02",20.749542,20.877514,20.438757,20.457039,9346600,15.371958
"2009-06-03",17.952469,18.089579,16.563072,16.819014,53201100,12.63825
"2009-06-04",16.846436,17.38574,16.636198,16.681902,80196200,12.535221
"2009-06-05",17.102377,17.129799,16.54479,16.645338,23244700,12.507747
"2009-06-08",16.627056,16.79159,16.380257,16.67276,15162500,12.528349
"2009-06-09",17.001827,17.065813,16.499086,16.590494,15468100,12.466534
"2009-06-10",16.764168,16.892139,16.508226,16.627056,18161300,12.494009
"2009-06-11",16.78245,16.78245,16.115173,16.151737,21485600,12.136839
"2009-06-12",16.078611,16.297989,15.959781,16.096891,14836700,12.095625
"2009-06-15",15.987203,16.078611,15.630713,15.822669,15499200,11.88957
"2009-06-16",15.95064,16.270567,15.676416,15.767824,15223300,11.848356
"2009-06-17",15.648994,15.859232,15.35649,15.758684,18260100,11.841489
"2009-06-18",15.795247,16.160877,15.603291,15.923218,11595300,11.965127
"2009-06-19",16.453382,16.453382,15.639853,15.71298,19092500,11.807145
"2009-06-22",15.575869,15.603291,14.835466,14.853747,14982400,11.161493
"2009-06-23",15.036563,15.210238,14.579525,15.137112,14680400,11.374425
"2009-06-24",14.981718,15.347349,14.52468,14.652651,21116800,11.010388
"2009-06-25",14.625229,15.265082,14.542962,15.255941,14896700,11.463717
"2009-06-26",15.146253,15.155393,14.817184,15.063986,13195300,11.319477
"2009-06-29",15.201097,15.393053,15.054845,15.201097,14043700,11.422503
"2009-06-30",15.127971,15.493602,14.972578,15.438757,15490900,11.601087
"2009-07-01",15.767824,16.078611,15.58501,15.923218,20542900,11.965127
"2009-07-02",15.694698,15.694698,14.963437,15.127971,14225100,11.367557
"2009-07-06",14.853747,15.23766,14.579525,15.219378,16084800,11.436245
"2009-07-07",15.164534,15.182816,14.478976,14.497258,15635800,10.893621
"2009-07-08",14.76234,14.808043,13.976234,14.460694,19264500,10.866147
"2009-07-09",14.698355,14.890311,14.268739,14.478976,16642200,10.879885
"2009-07-10",14.442413,14.570384,14.122486,14.232176,13121900,10.694432
"2009-07-13",14.27788,14.872029,14.16819,14.817184,12949200,11.134021
"2009-07-14",14.936014,15.228519,14.808043,14.981718,11800100,11.257659
"2009-07-15",15.292504,15.58501,15.23766,15.539306,11853200,11.676643
"2009-07-16",15.402194,15.767824,15.35649,15.731261,15529300,11.820888
"2009-07-17",15.694698,15.978063,15.676416,15.923218,12290900,11.965127
"2009-07-20",16.096891,16.316271,15.978063,16.279707,11111200,12.233003
"2009-07-21",16.425961,16.590494,16.252285,16.389397,13018100,12.315424
"2009-07-22",16.215723,16.361975,16.087751,16.197441,13859100,12.171183
"2009-07-23",16.316271,16.809872,16.307129,16.745886,13357300,12.583302
"2009-07-24",16.581352,16.873857,16.425961,16.736746,13268400,12.57643
"2009-07-27",16.77331,17.285192,16.590494,17.157221,17206100,12.892388
"2009-07-28",16.691042,16.837294,16.224863,16.745886,24111200,12.583302
"2009-07-29",16.435101,16.471664,15.859232,16.179159,15171100,12.157444
"2009-07-30",16.361975,16.636198,16.151737,16.489944,12725600,12.39098
"2009-07-31",16.261425,16.645338,16.252285,16.453382,12739900,12.363504
"2009-08-03",16.727606,17.084095,16.599634,17.038391,13182800,12.803098
"2009-08-04",16.882998,17.221207,16.78245,17.120659,9031900,12.864916
"2009-08-05",17.047531,17.358318,16.946983,17.212067,13095300,12.9336
"2009-08-06",17.138939,17.340036,17.001827,17.093235,13994800,12.844308
"2009-08-07",17.340036,17.349176,16.910421,16.928701,15052800,12.72067
"2009-08-10",16.700182,16.974405,16.617916,16.928701,8860000,12.834392
"2009-08-11",16.828154,16.892139,16.453382,16.645338,10377700,12.619565
"2009-08-12",16.563072,16.77331,16.435101,16.517368,9022500,12.522543
"2009-08-13",16.654478,16.77331,16.471664,16.645338,11046700,12.619565
"2009-08-14",16.645338,16.727606,16.115173,16.261425,9415400,12.328502
"2009-08-17",15.749543,15.95064,15.58501,15.676416,8041200,11.884982
"2009-08-18",15.72212,15.886655,15.676416,15.767824,10463600,11.95428
"2009-08-19",15.59415,16.188299,15.58501,16.133455,9339300,12.231484
"2009-08-20",16.014626,16.453382,16.014626,16.407679,10482200,12.439381
"2009-08-21",16.636198,17.001827,16.581352,16.901279,14374500,12.813601
"2009-08-24",17.230347,17.705667,17.020109,17.285192,13439400,13.104668
"2009-08-25",17.513712,17.541134,17.193785,17.266911,11345400,13.090803
"2009-08-26",17.138939,17.531992,17.093235,17.367458,9179800,13.167035
"2009-08-27",17.212067,17.486288,16.965265,17.404022,8309000,13.194756
"2009-08-28",17.440584,17.531992,17.184643,17.367458,7445800,13.167035
"2009-08-31",17.047531,17.138939,16.78245,17.129799,10279100,12.986852
"2009-09-01",17.010969,17.340036,16.617916,16.66362,8559200,12.633422
"2009-09-02",16.480804,16.718464,16.371115,16.398537,10473100,12.432453
"2009-09-03",16.499086,16.627056,16.252285,16.563072,7035500,12.557192
"2009-09-04",16.425961,16.819014,16.416819,16.78245,5473800,12.723515
"2009-09-08",16.901279,17.285192,16.864717,17.138939,11818000,12.993785
"2009-09-09",17.074955,17.175503,16.755028,16.828154,10573100,12.758165
"2009-09-10",16.736746,17.138939,16.590494,17.138939,12704000,12.993785
"2009-09-11",17.230347,17.541134,17.065813,17.303474,9031000,13.118525
"2009-09-14",17.157221,17.50457,17.102377,17.431444,8259300,13.215547
"2009-09-15",17.541134,17.595978,17.065813,17.257771,11423000,13.083873
"2009-09-16",17.276051,17.577696,17.166363,17.577696,11874400,13.326426
"2009-09-17",17.541134,19.28702,17.431444,18.738575,44052400,14.20654
"2009-09-18",19.012796,19.268738,18.345522,18.482632,23946700,14.012497
"2009-09-21",18.363802,18.473492,18.089579,18.409506,10287700,13.957054
"2009-09-22",18.729433,19.031078,18.409506,18.601463,13674100,14.102587
"2009-09-23",18.656307,18.729433,18.080439,18.117002,11593100,13.735298
"2009-09-24",18.089579,18.089579,17.175503,17.303474,13867900,13.118525
"2009-09-25",17.349176,18.126143,17.349176,17.787933,16604200,13.485815
"2009-09-28",17.925045,18.299818,17.723949,18.016453,9618300,13.659067
"2009-09-29",17.925045,18.135283,17.723949,17.787933,10482400,13.485815
"2009-09-30",17.943327,18.089579,17.276051,17.723949,17996100,13.437306
"2009-10-01",17.787933,18.007313,17.358318,17.358318,10632500,13.160103
"2009-10-02",17.138939,17.248629,16.864717,17.029251,8964800,12.910627
"2009-10-05",16.727606,17.678246,16.499086,17.586838,14872100,13.333355
"2009-10-06",17.833637,18.007313,17.321754,17.513712,10150400,13.277919
"2009-10-07",17.38574,17.970749,17.367458,17.650824,8631500,13.381867
"2009-10-08",17.751371,17.979891,17.531992,17.915905,11122900,13.582836
"2009-10-09",17.815357,17.915905,17.513712,17.714808,5130500,13.430376
"2009-10-12",17.815357,18.080439,17.50457,17.531992,10307400,13.291775
"2009-10-13",17.559416,17.733089,17.276051,17.531992,12208300,13.291775
"2009-10-14",17.330896,17.49543,16.937843,17.193785,16824500,13.035363
"2009-10-15",17.074955,18.418648,17.074955,18.418648,27454500,13.963989
"2009-10-16",18.345522,18.382084,17.915905,18.043875,18653100,13.679853
"2009-10-19",18.180986,18.290676,17.934187,17.970749,11095800,13.624416
"2009-10-20",17.961609,18.683729,17.915905,18.382084,19660600,13.936263
"2009-10-21",18.22669,19.131626,18.20841,18.409506,23286100,13.957054
"2009-10-22",18.382084,18.674589,18.053017,18.391226,12200500,13.943199
"2009-10-23",18.967093,19.908592,18.848263,18.893967,22595000,14.324347
"2009-10-26",18.903109,19.552103,18.528336,18.528336,17799100,14.047144
"2009-10-27",18.162706,18.866545,17.367458,17.723949,24766300,13.437306
"2009-10-28",17.998173,18.171846,17.010969,17.093235,15898700,12.959135
"2009-10-29",17.257771,17.513712,17.065813,17.312614,10493700,13.125458
"2009-10-30",17.321754,17.404022,16.371115,16.54479,13537900,12.543333
"2009-11-02",16.590494,16.745886,15.914077,16.224863,16572200,12.30078
"2009-11-03",16.014626,16.499086,15.850091,16.416819,10863600,12.446313
"2009-11-04",16.55393,16.745886,16.069469,16.179159,10271200,12.26613
"2009-11-05",16.343693,16.416819,16.106033,16.197441,9013100,12.279992
"2009-11-06",16.051188,16.270567,15.639853,15.804387,12869300,12.093999
"2009-11-09",15.95064,16.096891,15.667276,15.840951,12112700,12.121981
"2009-11-10",15.886655,15.95064,15.59415,15.795247,13174700,12.087006
"2009-11-11",15.868373,16.170019,15.795247,15.95064,9863000,12.205919
"2009-11-12",15.868373,15.987203,15.548446,15.548446,10705100,11.898146
"2009-11-13",15.575869,15.776965,15.365631,15.59415,10959500,11.93312
"2009-11-16",15.658135,15.978063,15.548446,15.603291,13674100,11.940115
"2009-11-17",15.548446,15.603291,15.301645,15.429616,11447600,11.807214
"2009-11-18",15.466179,15.676416,15.301645,15.374771,11022500,11.765244
"2009-11-19",15.301645,15.35649,14.872029,14.954296,12123400,11.443484
"2009-11-20",15.173675,15.301645,14.954296,15.054845,13906500,11.520428
"2009-11-23",15.228519,15.310786,14.789762,14.835466,14302900,11.352554
"2009-11-24",14.936014,14.963437,14.579525,14.634369,16276600,11.198667
"2009-11-25",14.716637,14.963437,14.579525,14.945155,9853900,11.436489
"2009-11-27",14.597806,14.780622,14.40585,14.625229,6467300,11.191671
"2009-11-30",14.670933,14.689214,14.442413,14.52468,12686800,11.114729
"2009-12-01",14.616088,14.835466,14.542962,14.698355,10439900,11.247631
"2009-12-02",14.744059,14.798903,14.561243,14.634369,13324700,11.198667
"2009-12-03",14.588665,14.853747,14.588665,14.597806,12154400,11.170689
"2009-12-04",14.862888,15.063986,14.64351,15,16022100,11.478457
"2009-12-07",15.045704,15.2468,14.76234,14.954296,11021200,11.443484
"2009-12-08",14.826325,15.045704,14.734918,14.808043,8823000,11.331568
"2009-12-09",14.908592,15.182816,14.771481,14.872029,10628900,11.380533
"2009-12-10",14.917733,15.374771,14.917733,15.310786,12262300,11.716281
"2009-12-11",15.393053,15.438757,15.063986,15.182816,8010900,11.618354
"2009-12-14",15.365631,15.511883,15.283363,15.347349,7588600,11.744263
"2009-12-15",15.35649,15.603291,15.2468,15.329067,8078200,11.730274
"2009-12-16",15.466179,15.58501,15.255941,15.274223,8013100,11.688299
"2009-12-17",15.201097,15.502742,15.201097,15.255941,8944600,11.674314
"2009-12-18",15.301645,15.484461,15.219378,15.255941,8950400,11.674314
"2009-12-21",15.319927,15.685557,15.283363,15.630713,7622300,11.961099
"2009-12-22",15.630713,15.676416,15.47532,15.575869,5454700,11.919133
"2009-12-23",15.511883,15.667276,15.255941,15.457038,7816300,11.828199
"2009-12-24",15.484461,15.621572,15.365631,15.59415,2154600,11.93312
"2009-12-28",15.557587,15.648994,15.283363,15.365631,5171800,11.758253
"2009-12-29",15.365631,15.438757,15.292504,15.35649,5036900,11.751256
"2009-12-30",15.301645,15.484461,15.301645,15.411335,4828200,11.793226
"2009-12-31",15.447898,15.484461,15.191957,15.310786,4796600,11.716281
"2010-01-04",15.767824,16.398537,15.639853,16.352833,15454500,12.513687
"2010-01-05",16.563072,16.974405,16.425961,16.77331,17087200,12.83545
"2010-01-06",16.809872,17.38574,16.599634,17.193785,16896900,13.157207
"2010-01-07",17.166363,17.413162,16.800732,17.321754,12077800,13.255138
"2010-01-08",17.303474,17.349176,16.937843,17.084095,13914200,13.073276
"2010-01-11",17.239489,17.303474,16.654478,16.919561,10924500,12.947367
"2010-01-12",16.608774,16.709324,16.261425,16.645338,10643800,12.737521
"2010-01-13",16.636198,16.636198,16.142595,16.508226,16334700,12.632601
"2010-01-14",16.508226,16.79159,16.361975,16.700182,9420900,12.77949
"2010-01-15",16.681902,17.175503,16.590494,17.157221,21476500,13.129231
"2010-01-19",17.138939,17.303474,16.974405,17.248629,13518600,13.199179
"2010-01-20",17.084095,17.568556,17.020109,17.477148,19232000,13.374049
"2010-01-21",17.440584,17.559416,16.937843,17.276051,14618500,13.22016
"2010-01-22",17.084095,17.138939,16.535648,16.617916,15366200,12.716542
"2010-01-25",16.755028,16.956125,16.499086,16.77331,10782600,12.83545
"2010-01-26",16.691042,17.413162,16.617916,17.38574,22434700,13.304101
"2010-01-27",17.221207,17.422304,16.755028,17.084095,25500800,13.073276
"2010-01-28",17.047531,17.166363,16.453382,16.846436,16059700,12.891406
"2010-01-29",16.873857,17.413162,16.809872,16.837294,16339100,12.884412
"2010-02-01",17.056673,17.541134,17.047531,17.513712,13116400,13.40203
"2010-02-02",17.559416,17.650824,17.202925,17.60512,12607900,13.471976
"2010-02-03",17.303474,17.50457,17.038391,17.312614,8913000,13.248145
"2010-02-04",17.038391,17.111517,16.526508,16.55393,10470100,12.667572
"2010-02-05",16.499086,16.608774,15.987203,16.599634,13516200,12.702548
"2010-02-08",16.581352,16.654478,16.279707,16.316271,7159400,12.485709
"2010-02-09",16.517368,16.718464,16.297989,16.54479,9645500,12.660581
"2010-02-10",16.462523,16.55393,16.115173,16.453382,8711100,12.590634
"2010-02-11",16.462523,16.535648,16.096891,16.453382,14182600,12.590634
"2010-02-12",16.252285,16.270567,16.005484,16.179159,12805700,12.418527
"2010-02-16",16.307129,16.480804,16.243145,16.425961,9928400,12.607961
"2010-02-17",16.453382,16.54479,16.188299,16.288849,8019200,12.502719
"2010-02-18",16.252285,16.334553,16.096891,16.170019,12758800,12.411512
"2010-02-19",16.224863,16.398537,16.060329,16.352833,9502500,12.551831
"2010-02-22",16.444241,16.453382,16.179159,16.252285,10545100,12.474653
"2010-02-23",16.188299,16.252285,15.795247,15.978063,11636400,12.264171
"2010-02-24",15.987203,16.261425,15.804387,16.087751,9561700,12.348363
"2010-02-25",15.83181,15.95064,15.648994,15.95064,10209000,12.243122
"2010-02-26",15.959781,16.252285,15.923218,16.014626,7680000,12.292234
"2010-03-01",16.133455,16.234003,16.087751,16.124315,6410600,12.376428
"2010-03-02",16.078611,16.837294,16.005484,16.636198,14737400,12.769331
"2010-03-03",16.736746,17.221207,16.700182,17.020109,12679800,13.064011
"2010-03-04",17.065813,17.239489,16.910421,17.202925,9867900,13.204331
"2010-03-05",17.294333,17.943327,17.294333,17.888483,15482200,13.730543
"2010-03-08",17.906765,18.171846,17.870201,17.934187,8676200,13.765617
"2010-03-09",17.760511,18.007313,17.742229,17.851919,8237600,13.702476
"2010-03-10",17.925045,18.820841,17.906765,18.756855,18427700,14.397076
"2010-03-11",18.656307,19.113346,18.44607,18.656307,13469900,14.319896
"2010-03-12",18.756855,18.811701,18.382084,18.683729,10460600,14.340943
"2010-03-15",18.610603,18.665447,18.20841,18.610603,10811500,14.284814
"2010-03-16",18.665447,18.829981,18.519196,18.793419,9592700,14.425135
"2010-03-17",18.857405,19.16819,18.784277,18.884827,11251500,14.495299
"2010-03-18",18.893967,19.04936,18.601463,18.784277,8108900,14.418118
"2010-03-19",18.564899,18.884827,18.244972,18.564899,10598400,14.249734
"2010-03-22",18.089579,18.628885,17.961609,18.546618,10229100,14.235701
"2010-03-23",18.555759,18.610603,18.372944,18.555759,8356900,14.242718
"2010-03-24",18.382084,18.976234,18.244972,18.912249,12482600,14.516347
"2010-03-25",19.021938,19.195612,18.135283,18.162706,14255400,13.941026
"2010-03-26",18.281536,18.345522,17.641682,18.025595,14513500,13.835782
"2010-03-29",18.135283,18.272394,17.952469,18.180986,9463400,13.955054
"2010-03-30",18.20841,18.244972,18.007313,18.135283,9559800,13.919974
"2010-03-31",18.107861,18.117002,17.824497,18.007313,12576900,13.821747
"2010-04-01",18.135283,18.473492,17.989031,18.299818,11606300,14.046267
"2010-04-05",18.409506,18.884827,18.244972,18.857405,11105400,14.474251
"2010-04-06",18.793419,19.04936,18.702011,18.957952,8179100,14.551427
"2010-04-07",18.839123,18.839123,18.281536,18.382084,9113500,14.109407
"2010-04-08",18.025595,18.473492,17.650824,18.299818,13149400,14.046267
"2010-04-09",18.482632,18.692871,18.144424,18.290676,9463300,14.039249
"2010-04-12",18.20841,18.281536,17.861061,17.915905,11397700,13.751589
"2010-04-13",17.915905,18.126143,17.769653,17.979891,15432800,13.800702
"2010-04-14",18.080439,18.628885,18.007313,18.610603,17821400,14.284814
"2010-04-15",18.619743,18.665447,17.989031,18.162706,25871300,13.941026
"2010-04-16",18.071299,18.098721,17.239489,17.50457,28844000,13.435863
"2010-04-19",17.404022,17.696526,17.148081,17.3766,12104000,13.337639
"2010-04-20",17.513712,17.979891,17.38574,17.897623,12273600,13.737556
"2010-04-21",17.915905,18.053017,17.367458,17.577696,12050000,13.491994
"2010-04-22",17.486288,17.806215,17.239489,17.778793,7964300,13.646347
