"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2015-07-09",93.730003,94.139999,92.989998,93.040001,2986000,90.569473
"2015-07-10",94.449997,95,94.080002,94.620003,2721800,92.107513
"2015-07-13",95.370003,95.699997,95.110001,95.5,3454400,92.964142
"2015-07-14",95.699997,95.900002,95.150002,95.269997,3148400,92.74025
"2015-07-15",95.510002,95.599998,94.650002,95.25,3969400,92.720779
"2015-07-16",95.75,95.970001,95.459999,95.82,3100400,93.275658
"2015-07-17",95.559998,96.260002,94.459999,96.080002,2726300,93.528732
"2015-07-20",96.559998,97.760002,96.410004,97.260002,4621700,94.677414
"2015-07-21",97.199997,97.400002,96.32,96.709999,3836200,94.142006
"2015-07-22",96.300003,97.360001,96.150002,96.879997,3809900,94.307503
"2015-07-23",96.900002,96.970001,94.870003,95.160004,4896900,92.633186
"2015-07-24",97.300003,97.489998,95.519997,95.830002,6798800,93.28537
"2015-07-27",95.470001,95.830002,94.300003,94.389999,4538900,91.883621
"2015-07-28",95.07,95.470001,94.709999,95.160004,6528700,92.633186
"2015-07-29",94.400002,97.949997,93,96.730003,11420600,94.161469
"2015-07-30",96.639999,98.82,96.110001,98.410004,4407300,95.796883
"2015-07-31",98.650002,98.779999,97.269997,97.400002,3956700,94.813698
"2015-08-03",97.739998,97.879997,96.309998,97.440002,2989800,94.852631
"2015-08-04",97.449997,98.300003,97.139999,97.300003,2976200,94.716347
"2015-08-05",98.080002,98.730003,97.790001,98.269997,3306100,95.660591
"2015-08-06",98.559998,98.610001,96.919998,97.160004,4109900,94.58007
"2015-08-07",97.089996,97.790001,96.559998,97.769997,3114900,95.173859
"2015-08-10",98.370003,99.18,97.800003,98.080002,3445500,95.475639
"2015-08-11",97.199997,97.769997,96.699997,97.199997,4178100,94.618996
"2015-08-12",96.559998,97.339996,95.269997,97.040001,3924200,94.463257
"2015-08-13",97.290001,97.900002,96.580002,97.230003,2440200,94.648201
"2015-08-14",97.230003,98.07,96.860001,97.889999,1849200,95.290695
"2015-08-17",97.559998,97.949997,96.800003,97.860001,2423900,95.261475
"2015-08-18",97.68,98.110001,97.5,97.599998,2215000,95.008377
"2015-08-19",97.150002,97.480003,96.169998,96.599998,3737000,94.034927
"2015-08-20",95.970001,96.120003,94.519997,94.559998,4884000,92.049103
"2015-08-21",93.529999,93.93,90.639999,90.68,7992200,88.272133
"2015-08-24",85.5,90.550003,74.610001,87.830002,11374700,85.497818
"2015-08-25",90.830002,90.889999,86.660004,86.82,6600600,84.514641
"2015-08-26",88.910004,91.870003,87.949997,91.709999,6591600,89.274788
"2015-08-27",93.150002,94.209999,92.050003,94.050003,5435400,91.552658
"2015-08-28",93.690002,94.169998,93.059998,94.080002,3136600,91.581833
"2015-08-31",93.419998,93.639999,92,92.370003,4963100,89.917267
"2015-09-01",90.059998,91.040001,88.540001,89.050003,6341900,86.685417
"2015-09-02",90.160004,90.57,88.989998,90.43,5175400,88.028763
"2015-09-03",90.989998,92.349998,90.940002,91.650002,3617900,89.216377
"2015-09-04",90.75,90.93,89.889999,90.529999,3595400,88.126122
"2015-09-08",92.209999,93.129997,91.580002,92.900002,4176300,90.433174
"2015-09-09",91.199997,93.550003,89.769997,89.970001,8118200,87.580994
"2015-09-10",89.800003,90.690002,89.550003,89.68,7370000,87.298676
"2015-09-11",89.510002,91.419998,89.459999,91.349998,4572400,88.924355
"2015-09-14",91.279999,91.449997,90.550003,90.940002,3740400,88.52523
"2015-09-15",91.279999,92.599998,90.18,92.110001,4670200,89.664162
"2015-09-16",92.32,92.769997,91.870003,92.730003,4128600,90.2677
"2015-09-17",92.650002,94.839996,92.629997,93.209999,4627000,90.73494
"2015-09-18",92.050003,93.32,91.839996,92.150002,8342900,89.703102
"2015-09-21",92.870003,94.07,92.589996,93.050003,3998800,90.579201
"2015-09-22",91.730003,92.309998,91.410004,92.07,3457100,89.625206
"2015-09-23",91.910004,92.739998,91.809998,92.139999,2557000,89.693352
"2015-09-24",91.410004,91.57,90.110001,91.120003,3513900,88.700462
"2015-09-25",92.089996,92.099998,90.699997,91.300003,3880800,88.875671
"2015-09-28",90.970001,91.099998,88.150002,88.349998,4966800,86.004005
"2015-09-29",88.669998,89.550003,88.019997,88.760002,4501200,86.403122
"2015-09-30",90.199997,90.290001,88.949997,90.120003,4550800,87.726997
"2015-10-01",90.57,90.879997,89.400002,90.730003,4496000,88.320801
"2015-10-02",89.269997,92.120003,88.919998,92.07,3543600,89.625206
"2015-10-05",92.790001,94.370003,92.550003,94.330002,3837600,91.825218
"2015-10-06",94,94.849998,93.769997,93.919998,3641700,91.426086
"2015-10-07",94.510002,95.269997,94.199997,95.18,3754300,92.81076
"2015-10-08",94.699997,96,94.650002,95.870003,2970500,93.483574
"2015-10-09",95.629997,96.190002,95.110001,95.82,4733200,93.434822
"2015-10-12",95.830002,96.82,95.82,96.639999,2577900,94.234398
"2015-10-13",96.32,96.669998,95.879997,95.93,2415100,93.542084
"2015-10-14",95.709999,96.190002,94.790001,95.029999,2832500,92.66449
"2015-10-15",95.959999,97.160004,95.519997,97.160004,2896900,94.741463
"2015-10-16",97.370003,97.690002,96.660004,97.639999,3388300,95.209526
"2015-10-19",97.209999,97.989998,97.010002,97.739998,4024100,95.307022
"2015-10-20",97.480003,97.830002,97.07,97.669998,2451600,95.238777
"2015-10-21",98.110001,98.360001,96.480003,96.599998,2899600,94.195404
"2015-10-22",97.440002,98.739998,97.160004,98.019997,4033400,95.580063
"2015-10-23",99.25,99.860001,98.18,99.790001,5240400,97.305992
"2015-10-26",98.5,99.93,98.5,99.629997,3652000,97.149971
"2015-10-27",99.349998,99.470001,97.839996,98.43,3789300,95.979836
"2015-10-28",98.730003,100.129997,98.360001,100.089996,4583800,97.598526
"2015-10-29",99.879997,101.650002,99,100.589996,4940600,98.086067
"2015-10-30",100.769997,101,98.720001,98.989998,5539000,96.525909
"2015-11-02",98.900002,99.669998,98.690002,99.379997,5480700,96.906197
"2015-11-03",99.449997,100.550003,99.010002,100.120003,4497500,97.627785
"2015-11-04",100.099998,100.690002,99.510002,100.519997,3292200,98.017822
"2015-11-05",100,101.199997,99.809998,100.690002,3032300,98.183594
"2015-11-06",100.800003,101.510002,100.269997,101.5,4333200,98.97345
"2015-11-09",101.040001,101.169998,99.800003,100.470001,3722700,97.969086
"2015-11-10",99.970001,100.769997,99.82,100.650002,2991700,98.144585
"2015-11-11",101.290001,101.760002,100.760002,100.879997,4663300,98.368866
"2015-11-12",100.809998,100.809998,98.260002,98.279999,5274800,95.833595
"2015-11-13",98.089996,98.5,96.690002,96.860001,4363900,94.448936
"2015-11-16",96.57,98.360001,96.5,98.300003,3979900,95.853088
"2015-11-17",98.559998,99.019997,97.809998,98.07,3767500,95.628815
"2015-11-18",98.43,99.220001,98.129997,99.160004,4502400,96.691658
"2015-11-19",99.010002,99.260002,98.349998,98.93,3620800,96.467392
"2015-11-20",99.419998,100.150002,99.269997,99.5,3319700,97.023224
"2015-11-23",99.959999,99.959999,99.059998,99.370003,2115900,96.896461
"2015-11-24",98.730003,98.919998,97.559998,98.5,2588400,96.048096
"2015-11-25",98.540001,98.839996,98.059998,98.160004,2196200,95.716576
"2015-11-27",98.279999,98.949997,98.269997,98.669998,1502600,96.213898
"2015-11-30",98.800003,98.889999,97.919998,97.919998,3847500,95.482536
"2015-12-01",98.209999,98.669998,97.169998,97.93,4891600,95.492287
"2015-12-02",97.739998,98,96.910004,97.099998,3584400,94.682953
"2015-12-03",97.330002,97.949997,95.699997,95.959999,3479200,93.571335
"2015-12-04",96.43,98.699997,96.239998,98.699997,3868100,96.243141
"2015-12-07",98.300003,98.690002,97.43,97.82,2855600,95.385033
"2015-12-08",97.18,98.57,96.760002,98.18,3664000,95.736069
"2015-12-09",98.610001,99.93,97.489998,97.82,5111300,95.385033
"2015-12-10",98.120003,98.660004,97.449997,97.610001,2907900,95.18026
"2015-12-11",97.610001,97.610001,94.5,94.830002,4558700,92.469475
"2015-12-14",95.080002,96.309998,94.699997,96.300003,3930200,93.902878
"2015-12-15",97.400002,98.860001,97.279999,98.43,4579900,95.979836
"2015-12-16",99.650002,100.290001,98.889999,100.040001,4493600,97.549774
"2015-12-17",100.540001,100.800003,99.260002,99.330002,4581200,96.857445
"2015-12-18",98.639999,98.93,96.209999,96.290001,6039600,93.893097
"2015-12-21",96.910004,97.739998,96.230003,97.040001,2748400,94.624458
"2015-12-22",97.510002,97.790001,96.779999,97.540001,3341900,95.112007
"2015-12-23",97.940002,98.879997,97.709999,98.730003,2054200,96.272385
"2015-12-24",98.779999,99.110001,98.309998,98.589996,932700,96.135849
"2015-12-28",98.150002,98.620003,97.860001,98.529999,1673400,96.077362
"2015-12-29",99.230003,99.989998,99.230003,99.720001,2362300,97.23774
"2015-12-30",99.669998,99.970001,98.730003,98.870003,1856700,96.408897
"2015-12-31",98.25,98.860001,97.360001,97.360001,3219200,94.936478
"2016-01-04",95.370003,95.589996,93.720001,94.809998,6378700,92.449959
"2016-01-05",95.379997,95.830002,94.410004,94.989998,4352500,92.625473
"2016-01-06",93.489998,94.389999,92.980003,93.349998,4370000,91.20874
"2016-01-07",91.559998,92.370003,90.68,91.639999,6600000,89.537971
"2016-01-08",91.970001,92.239998,89.720001,89.889999,5912100,87.828094
"2016-01-11",90.25,91.099998,89.290001,90.580002,5845600,88.502274
"2016-01-12",91.610001,91.870003,90.120003,91.440002,4441800,89.342545
"2016-01-13",92.07,92.150002,88.75,89.190002,4895000,87.144165
"2016-01-14",89.400002,91.690002,89.160004,90.709999,6235800,88.629303
"2016-01-15",88.089996,89.279999,87.82,88.709999,6459800,86.675163
"2016-01-19",89.559998,89.739998,85.489998,86.220001,10175200,84.242271
"2016-01-20",84.709999,85.959999,83.519997,85.129997,11672100,83.177284
"2016-01-21",85.230003,87.529999,84.559998,86.120003,5989700,84.144577
"2016-01-22",87.730003,88.830002,87.400002,88,4912500,85.981468
"2016-01-25",88.029999,88.190002,86.650002,86.769997,5110500,84.779671
"2016-01-26",87,87.5,86.400002,87,4872500,85.004395
"2016-01-27",86.889999,87.050003,84.339996,84.809998,6750900,82.864632
"2016-01-28",85.339996,85.650002,83.349998,83.43,9169600,81.516273
"2016-01-29",81.449997,89.25,81,89.029999,16410500,86.987816
"2016-02-01",88.519997,89.199997,87.230003,88.629997,5956400,86.597008
"2016-02-02",87.68,87.739998,85.370003,85.93,7096900,83.958946
"2016-02-03",86.559998,86.760002,84.459999,86.470001,5253600,84.486565
"2016-02-04",86.239998,86.870003,85.739998,86.330002,4490600,84.34977
"2016-02-05",86.040001,86.32,82.18,82.760002,8474000,80.861649
"2016-02-08",81.440002,81.739998,79.870003,80.650002,9213800,78.800056
"2016-02-09",78.870003,83.230003,78.519997,81.970001,7802700,80.089767
"2016-02-10",83.059998,84.839996,82.93,83.309998,4858900,81.399017
"2016-02-11",80.150002,82.790001,79.980003,82.110001,6285400,80.226555
"2016-02-12",83.620003,85.269997,83.309998,84.889999,5213300,82.942787
"2016-02-16",86.120003,86.589996,85.360001,86.18,4908000,84.203209
"2016-02-17",86.93,87.599998,86.589996,87.209999,4143400,85.209579
"2016-02-18",86.580002,87.449997,85.830002,86.040001,3551500,84.066406
"2016-02-19",85.650002,86.860001,85.220001,86.790001,3490500,84.799217
"2016-02-22",86.790001,88.230003,86.790001,87.82,3010800,85.805588
"2016-02-23",87.260002,87.849998,85.93,86.209999,4236900,84.232506
"2016-02-24",85.139999,86.760002,84.589996,86.419998,3361300,84.437714
"2016-02-25",86.550003,87.43,85.519997,87.419998,3280500,85.414764
"2016-02-26",88.110001,88.589996,87.489998,87.57,3294900,85.561325
"2016-02-29",87.300003,88.830002,86.900002,86.919998,4302900,84.926224
"2016-03-01",87.769997,90.129997,87.720001,90.099998,4967500,88.033287
"2016-03-02",89.760002,90.089996,88.989998,89.889999,3898300,87.828094
"2016-03-03",89.730003,90.139999,88.919998,89.739998,4202500,87.681519
"2016-03-04",90,90.559998,89.5,90.050003,3181300,87.984444
"2016-03-07",89.690002,89.75,87.440002,88.300003,4939800,86.274582
"2016-03-08",87.459999,87.760002,86.809998,86.849998,4251700,84.857826
"2016-03-09",87.209999,87.599998,86.699997,87.18,3477800,85.180252
"2016-03-10",87.660004,88.199997,85.93,86.889999,3239100,84.896927
"2016-03-11",87.910004,89.160004,87.779999,88.580002,4003200,86.548141
"2016-03-14",88.529999,89.129997,88.019997,88.870003,4407400,86.831505
"2016-03-15",88.360001,89.699997,88.199997,89.360001,4468800,87.310257
"2016-03-16",89.220001,90.32,89.019997,90.010002,3005000,87.945351
"2016-03-17",89.919998,91.660004,89.660004,91.410004,4568900,89.313225
"2016-03-18",92.010002,92.440002,91.449997,92.309998,5972900,90.192589
"2016-03-21",91.860001,92.629997,91.559998,92.349998,3176900,90.231674
"2016-03-22",91.68,92.209999,91.540001,91.760002,3541300,89.655205
"2016-03-23",91.879997,92.650002,91.639999,92.129997,2816100,90.016731
"2016-03-24",91.300003,91.970001,91.300003,91.910004,2618700,89.801788
"2016-03-28",92.18,92.300003,91.18,91.239998,2304300,89.147133
"2016-03-29",91.220001,93.040001,91.099998,92.779999,3326300,90.651802
"2016-03-30",93.550003,94.169998,93.300003,93.809998,3477900,91.65818
"2016-03-31",93.68,94.940002,93.519997,94.5,5647100,92.332367
"2016-04-01",93.650002,96.110001,93.5,95.870003,5276900,93.670937
"2016-04-04",96.010002,96.099998,94.459999,95.050003,4449900,92.869766
"2016-04-05",94.099998,95.410004,93.889999,94.349998,5378300,92.185791
"2016-04-06",94.199997,94.839996,93.839996,94.75,3334200,92.763435
"2016-04-07",94.169998,94.260002,93.040001,93.510002,3046500,91.549431
"2016-04-08",94.089996,94.660004,93.419998,93.790001,2564000,91.823555
"2016-04-11",93.919998,94.68,93.389999,93.470001,3858200,91.510277
"2016-04-12",93.760002,93.989998,93.139999,93.860001,2673700,91.892082
"2016-04-13",94.5,95.75,94.389999,95.75,3698600,93.74247
"2016-04-14",95.720001,96.769997,95.410004,96.169998,3292200,94.153671
"2016-04-15",96.25,97.309998,96.139999,96.68,4127600,94.652977
"2016-04-18",96.639999,97.790001,96.599998,97.669998,3079700,95.622208
"2016-04-19",98,98.160004,96.349998,97.239998,3635900,95.201225
"2016-04-20",97.660004,98.400002,97.050003,97.900002,3627300,95.847382
"2016-04-21",97.949997,98.089996,97.349998,97.540001,2913600,95.494919
"2016-04-22",96.389999,98.489998,96.389999,97.449997,7176300,95.406822
"2016-04-25",96.790001,97.32,96.540001,96.980003,3276100,94.946693
"2016-04-26",97.160004,97.610001,96.730003,97.269997,2929200,95.230583
"2016-04-27",97.239998,98.610001,96.550003,98.379997,5211900,96.317322
"2016-04-28",97.940002,100,96.730003,97.18,6261400,95.142502
"2016-04-29",96.830002,97.660004,96.080002,96.989998,5338500,94.956474
"2016-05-02",97.150002,97.940002,96.489998,97.769997,3813100,95.720116
"2016-05-03",97.010002,97.540001,95.919998,96.449997,3362100,94.427788
"2016-05-04",95.720001,96.389999,95.230003,96.25,3187500,94.231987
"2016-05-05",96.339996,96.830002,95.959999,96.190002,2848600,94.173248
"2016-05-06",95.800003,96.760002,95.650002,96.68,2042700,94.652977
"2016-05-09",96.809998,97.25,96.5,96.720001,1972600,94.692131
"2016-05-10",96.779999,97.699997,96.690002,97.639999,1903500,95.592842
"2016-05-11",97.639999,97.839996,96.360001,96.410004,2540600,94.388634
"2016-05-12",96.739998,96.82,95.239998,95.849998,4216800,93.840347
"2016-05-13",95.589996,96.279999,95.139999,95.360001,3371600,93.360649
"2016-05-16",95.599998,96.519997,95.449997,96.150002,2273600,94.134087
"2016-05-17",95.980003,96.290001,95.260002,95.599998,3463300,93.595612
"2016-05-18",95.330002,96.169998,94.870003,95.629997,2469900,93.624969
"2016-05-19",95.139999,95.5,94.080002,94.699997,2268900,92.714485
"2016-05-20",95.169998,95.889999,95.029999,95.470001,2446700,93.46833
"2016-05-23",95.510002,95.730003,94.989998,95.080002,2231800,93.086502
"2016-05-24",95.529999,96.739998,95.330002,96.480003,2446500,94.457153
"2016-05-25",96.779999,96.900002,96.139999,96.449997,2689500,94.427788
"2016-05-26",96.540001,96.730003,96.07,96.379997,1738300,94.359238
"2016-05-27",96.529999,97.18,96.379997,97.18,2724300,95.142502
"2016-05-31",97.18,97.199997,95.599998,95.900002,4028800,93.889328
"2016-06-01",95.900002,96.540001,95.25,96.410004,2677500,94.388634
"2016-06-02",96.269997,96.879997,96.010002,96.879997,2662100,94.848785
"2016-06-03",96.209999,96.610001,95.330002,96.029999,2814800,94.016602
"2016-06-06",96.400002,96.970001,95.980003,96.639999,2160700,94.6138
"2016-06-07",96.589996,97.169998,96.440002,96.68,2394900,94.652977
"2016-06-08",96.650002,97.989998,96.57,97.989998,4365200,95.935509
"2016-06-09",97.510002,97.629997,96.980003,97.019997,2044700,94.985832
"2016-06-10",96,96.089996,94.900002,95.209999,4080700,93.213799
"2016-06-13",94.730003,95.629997,94.160004,94.190002,3082200,92.215179
"2016-06-14",93.870003,94.330002,93.349998,94.110001,5338200,92.136864
"2016-06-15",94.360001,94.5,93.339996,93.339996,4025900,91.382988
"2016-06-16",92.93,94.089996,92.050003,94.080002,4976200,92.107483
"2016-06-17",93.980003,94.209999,92.690002,93.290001,6941700,91.334045
"2016-06-20",94.5,95.18,94.25,94.349998,4949500,92.371811
"2016-06-21",94.68,95.300003,94.470001,95.110001,4203000,93.115875
"2016-06-22",95.230003,95.379997,94.059998,94.059998,2876700,92.087898
"2016-06-23",95.150002,95.709999,94.610001,95.709999,2992400,93.7033
"2016-06-24",91.480003,93.129997,91.139999,91.470001,8356800,89.5522
"2016-06-27",90.269997,90.800003,88.82,89.07,7444800,87.202515
"2016-06-28",90.279999,90.5,89.720001,90.419998,4820400,88.524223
"2016-06-29",91.040001,92.209999,90.849998,92.129997,3987900,90.198372
"2016-06-30",92.610001,92.739998,87.589996,88.059998,12706800,86.213692
"2016-07-01",89.160004,89.480003,88.269997,88.849998,8342100,86.987122
"2016-07-05",88.120003,89.339996,87.919998,88.239998,7077000,86.389923
"2016-07-06",87.160004,87.580002,86.650002,86.830002,9412800,85.192932
"2016-07-07",86.949997,88.32,86.949997,87.809998,4707200,86.154457
"2016-07-08",88.43,88.690002,87.940002,88.559998,5621800,86.89032
"2016-07-11",89.050003,89.309998,88.629997,88.75,5274700,87.076729
"2016-07-12",89.080002,90.080002,88.870003,90,6122200,88.303162
"2016-07-13",90.459999,90.559998,89.639999,90.339996,3996900,88.636757
"2016-07-14",91.32,91.650002,90.510002,91.449997,4240100,89.72583
"2016-07-15",92.029999,92.029999,90.720001,90.93,3262400,89.215645
"2016-07-18",91.18,91.639999,90.839996,91.599998,3407300,89.872986
"2016-07-19",91.209999,92.410004,91.209999,92.379997,3423800,90.63829
"2016-07-20",92.559998,93.440002,92.150002,93.300003,3794100,91.540947
"2016-07-21",93,93.669998,92.029999,92.459999,4305900,90.716782
"2016-07-22",92.660004,93.660004,92.110001,93.660004,4348200,91.894173
"2016-07-25",93.599998,93.599998,92.540001,93,3773500,91.246613
"2016-07-26",92.779999,93.669998,92.75,93.43,4469600,91.668503
"2016-07-27",93.529999,94.300003,92.75,93.75,5696800,91.982452
"2016-07-28",95,96.5,94.559998,96.010002,5209400,94.199852
"2016-07-29",96.07,96.099998,95.120003,95.239998,4364100,93.444374
"2016-08-01",95.230003,95.470001,94.449997,95.07,3512100,93.277557
"2016-08-02",95.029999,95.389999,94.5,95.25,3948600,93.454185
"2016-08-03",95.07,95.449997,94.779999,95.080002,3006100,93.287369
"2016-08-04",95.089996,96.050003,94.800003,95.910004,2875600,94.101738
"2016-08-05",96.290001,96.940002,96.089996,96.879997,2632200,95.053452
"2016-08-08",97,97.099998,96.629997,96.779999,2873000,94.955322
"2016-08-09",96.629997,97.139999,96.550003,96.699997,1937100,94.876831
"2016-08-10",96.720001,96.82,96.230003,96.290001,2004700,94.474571
"2016-08-11",96.5,96.919998,96.169998,96.529999,2971100,94.710045
"2016-08-12",95.959999,96.410004,95.510002,96.120003,1988600,94.307777
"2016-08-15",96.309998,96.559998,96.07,96.440002,2081200,94.621742
"2016-08-16",96.199997,96.260002,95.459999,95.620003,2866200,93.817215
"2016-08-17",95.790001,96.07,95.029999,95.589996,4054700,93.787773
"2016-08-18",95.300003,95.870003,95.07,95.269997,3134200,93.473808
"2016-08-19",95.18,95.290001,94.410004,95.220001,3090800,93.424751
"2016-08-22",95.190002,95.949997,94.949997,95.790001,2390800,93.984009
"2016-08-23",96,96.760002,95.989998,96.290001,3099700,94.474571
"2016-08-24",96.290001,96.470001,95.389999,95.529999,2008100,93.728897
"2016-08-25",95.470001,95.809998,95.330002,95.589996,1983000,93.787773
"2016-08-26",95.839996,97,95.769997,96.470001,3123100,94.651184
"2016-08-29",96.449997,96.849998,96.230003,96.779999,2590200,94.955322
"2016-08-30",96.790001,97.190002,96.339996,97.089996,2634100,95.259491
"2016-08-31",96.809998,97.089996,96.129997,96.629997,3499300,94.808167
"2016-09-01",96.669998,97.699997,96.510002,97.620003,4198100,95.779503
"2016-09-02",97.400002,98.099998,97.370003,97.889999,2572400,96.044403
"2016-09-06",97.809998,98.910004,97.690002,98.790001,3879300,96.927429
"2016-09-07",98.489998,99.599998,98.260002,99.57,4198200,97.692741
"2016-09-08",99.449997,100.669998,99.389999,99.980003,4605400,98.094994
"2016-09-09",99.080002,99.690002,98.150002,98.150002,5458500,96.299507
"2016-09-12",97.540001,100.32,97.489998,100.110001,4264300,98.222549
"2016-09-13",99.349998,100.059998,98.980003,99.389999,4732200,97.516121
"2016-09-14",99.339996,99.629997,98.379997,98.709999,4400300,96.848946
"2016-09-15",98.57,99.82,98.449997,99.470001,3485700,97.594612
"2016-09-16",99.050003,99.690002,98.589996,99.360001,4498800,97.486679
"2016-09-19",99.949997,100.389999,99.419998,99.68,3056900,97.800652
"2016-09-20",100.25,100.919998,100.010002,100.489998,3848700,98.595383
"2016-09-21",100.809998,101.309998,99.970001,101.260002,3251900,99.350883
"2016-09-22",101.57,102.230003,101.510002,102.120003,3390600,100.194664
"2016-09-23",101.919998,102.099998,101.25,101.660004,2759400,99.743332
"2016-09-26",100.82,101.830002,100.75,101.160004,3468900,99.252762
"2016-09-27",101,101.650002,100.559998,101.449997,3547700,99.537285
"2016-09-28",101.43,101.580002,100.830002,101.510002,3629500,99.596153
"2016-09-29",101.580002,102.309998,100.589996,100.610001,3010000,98.713135
"2016-09-30",100.779999,102.230003,100.68,101.769997,5503900,99.851242
"2016-10-03",101.389999,102.379997,101.239998,101.879997,3696700,99.959175
"2016-10-04",102.029999,102.209999,101.040001,101.220001,2881900,99.311623
"2016-10-05",101.32,102.669998,101.32,102.400002,3768100,100.658333
"2016-10-06",102.400002,103.169998,102.019997,102.940002,3875600,101.18914
"2016-10-07",103.050003,103.489998,101.980003,102.25,4225600,100.510872
"2016-10-10",102.699997,103.370003,102.550003,102.650002,2376500,100.904068
"2016-10-11",102.540001,102.629997,100.82,101.349998,3412900,99.626183
"2016-10-12",101.559998,101.910004,101.050003,101.360001,3467800,99.636009
"2016-10-13",100.75,101.489998,99.779999,100.650002,3657400,98.938087
"2016-10-14",101.099998,102.199997,100.809998,100.879997,3280200,99.164177
"2016-10-17",100.959999,101.260002,100.620003,100.849998,1975500,99.134689
"2016-10-18",101.779999,102.120003,101.059998,101.730003,2623700,99.999725
"2016-10-19",101.800003,102.849998,101.629997,102.730003,3305200,100.982704
"2016-10-20",102.790001,103.370003,102.349998,102.550003,2945300,100.805779
"2016-10-21",102.129997,103,101.959999,102.849998,3018800,101.10067
"2016-10-24",103.150002,103.919998,102.959999,103.190002,2565600,101.434891
"2016-10-25",103.190002,103.239998,102.290001,102.879997,4869300,101.13015
"2016-10-26",102.559998,103.459999,102.529999,103.220001,3356000,101.464378
"2016-10-27",103.190002,104.300003,103.190002,103.599998,5096100,101.837906
"2016-10-28",105.050003,107.830002,104.610001,106.900002,9282800,105.081787
"2016-10-31",107.400002,108.93,106.470001,107.019997,5820000,105.199738
"2016-11-01",107,107.120003,104.790001,104.959999,7076500,103.174759
"2016-11-02",104.279999,105,104,104,3527500,102.23111
"2016-11-03",103.519997,104.459999,103.510002,103.779999,3127300,102.014847
"2016-11-04",103.900002,104.43,103.029999,103.029999,3067200,101.277611
"2016-11-07",104.580002,106.029999,104.529999,105.959999,3067500,104.157768
"2016-11-08",105.739998,106.470001,105.529999,105.699997,2864300,103.902199
"2016-11-09",104.910004,106.449997,103.860001,106.190002,4775000,104.383858
"2016-11-10",106.660004,107.139999,102.449997,104.5,6584300,102.722595
"2016-11-11",103.860001,105.059998,103.660004,104.620003,3300300,102.840576
"2016-11-14",105.019997,105.099998,100.360001,101.139999,7106800,99.419746
"2016-11-15",101.379997,102.989998,101.379997,102.480003,4633100,100.736961
"2016-11-16",102.43,104,102.43,104,4567900,102.23111
"2016-11-17",104.400002,105.25,103.739998,104.449997,3096800,102.673439
"2016-11-18",104.650002,105.099998,104.309998,104.779999,3275000,102.997841
"2016-11-21",104.779999,106,104.690002,105.940002,2650800,104.13813
"2016-11-22",106,106.129997,104.739998,105.93,4570100,104.128281
"2016-11-23",105.599998,105.910004,104.290001,104.559998,4952300,102.781578
"2016-11-25",104.620003,105.730003,104.529999,105.730003,1566900,103.931679
"2016-11-28",105.419998,105.419998,103.050003,103.360001,5401700,101.601997
"2016-11-29",103.68,104.370003,103.339996,103.82,3356600,102.054161
"2016-11-30",103.540001,104.279999,101.379997,102.199997,6889200,100.461731
"2016-12-01",102.330002,102.580002,99.510002,100.18,5452100,98.476082
"2016-12-02",100.25,101.139999,99.82,101.099998,3981100,99.380447
"2016-12-05",101.870003,103.669998,101.800003,103.550003,5427900,101.788757
"2016-12-06",103.82,103.980003,101.800003,102,4975200,100.265121
"2016-12-07",103.019997,105.57,102.620003,105.25,5423500,103.459854
"2016-12-08",105.18,105.489998,103.860001,104.82,3024700,103.037155
"2016-12-09",104.809998,105.099998,104,104.410004,2541000,102.634132
"2016-12-12",104.339996,104.400002,103.160004,103.279999,3827700,101.523361
"2016-12-13",103.57,104.599998,102.940002,103.32,4297700,101.56266
"2016-12-14",102.910004,104.839996,102.910004,103.279999,3515800,101.523361
"2016-12-15",104.43,105.709999,104,104.349998,3774100,102.575157
"2016-12-16",104.82,104.82,103.050003,103.43,4659700,101.670792
"2016-12-19",103.699997,104.199997,103.449997,103.540001,2980900,101.778923
"2016-12-20",104.050003,104.559998,103.150002,104.540001,2354400,102.761917
"2016-12-21",104.480003,104.970001,103.900002,104.169998,1952500,102.398209
"2016-12-22",104.43,104.760002,103.160004,104.309998,2463900,102.535828
"2016-12-23",104.300003,105.160004,104.010002,104.709999,1610700,102.929031
"2016-12-27",104.900002,105.639999,104.699997,104.800003,2160700,103.017479
"2016-12-28",104.699997,104.779999,103.540001,103.68,2552300,101.916542
"2016-12-29",103.809998,104.370003,103.440002,103.769997,2858600,102.00502
"2016-12-30",103.860001,104.059998,102.980003,103.25,3834700,101.493866
"2017-01-03",104.410004,105.940002,104.110001,105.389999,4711300,103.597473
"2017-01-04",105.339996,106.75,104.860001,106.389999,3299000,104.580444
"2017-01-05",107.050003,108.150002,106.459999,106.989998,3262200,105.388184
"2017-01-06",107.32,108.110001,106.870003,107.760002,3044600,106.14666
"2017-01-09",107.760002,108.150002,107.309998,107.550003,2500700,105.939804
"2017-01-10",107.550003,108.57,106.919998,107.32,3162200,105.713234
"2017-01-11",107.040001,107.849998,106.830002,107.809998,2499000,106.195908
"2017-01-12",107.669998,108.860001,107.309998,108.709999,3288500,107.082413
"2017-01-13",108.629997,109.400002,108.529999,108.699997,4661900,107.072578
"2017-01-17",108.230003,108.860001,107.610001,108.400002,2898200,106.777077
