"","EQT.Open","EQT.High","EQT.Low","EQT.Close","EQT.Volume","EQT.Adjusted"
"2010-06-22",21.997822,22.052259,20.968971,21.094175,4326300,18.917786
"2010-06-23",21.045183,21.05607,20.620577,20.849211,2564200,18.698092
"2010-06-24",20.658682,20.854654,20.462711,20.604246,2154200,18.478395
"2010-06-25",20.642351,20.772999,20.413717,20.724007,2166500,18.58581
"2010-06-28",20.778442,20.794775,20.413717,20.566141,1264500,18.444227
"2010-06-29",20.2994,20.2994,19.575396,19.733261,3238200,17.697285
"2010-06-30",19.635275,20.097986,19.613501,19.67338,2793500,17.643583
"2010-07-01",19.635275,19.667936,18.845945,19.275993,3604900,17.287191
"2010-07-02",19.352205,19.591726,19.183451,19.243332,2258500,17.257904
"2010-07-06",19.471966,19.755035,19.324986,19.531845,1947900,17.516645
"2010-07-07",19.531845,20.2994,19.531845,20.2994,1944400,18.205009
"2010-07-08",20.451824,20.587915,20.119761,20.32662,2048400,18.229422
"2010-07-09",20.321177,20.364725,20.027218,20.17964,2267400,18.097612
"2010-07-12",20.048992,20.244965,19.836691,20.087099,1158000,18.014614
"2010-07-13",20.359282,20.413717,20.092543,20.212303,1551300,18.126896
"2010-07-14",20.097986,20.32662,19.912901,20.157866,1572600,18.078083
"2010-07-15",20.125204,20.440937,19.880239,20.370169,1862300,18.268478
"2010-07-16",20.244965,20.244965,19.542732,19.591726,2501900,17.570351
"2010-07-19",19.71693,19.863909,19.542732,19.809471,1106700,17.765625
"2010-07-20",19.564507,20.435493,19.537289,20.40283,3015800,18.29777
"2010-07-21",20.446381,20.462711,19.934675,20.043549,2631800,17.975552
"2010-07-22",20.244965,20.685902,20.244965,20.577028,1788100,18.453999
"2010-07-23",20.397387,20.555254,20.054436,20.239521,3651900,18.151308
"2010-07-26",20.250408,20.571585,20.185085,20.533478,2438000,18.414942
"2010-07-27",20.587915,20.598803,20.195972,20.353838,2335900,18.253834
"2010-07-28",20.272182,20.60969,20.163309,20.582472,3363700,18.458872
"2010-07-29",20.702232,20.702232,19.618944,20.065325,3779000,17.995085
"2010-07-30",19.814915,19.989113,19.548176,19.967339,3904900,17.907202
"2010-08-02",20.266739,21.001633,20.244965,20.974415,4090900,18.810381
"2010-08-03",20.974415,21.11595,20.658682,21.01252,2969500,18.844555
"2010-08-04",20.887316,21.03974,20.696789,20.974415,2374100,19.009407
"2010-08-05",20.816549,21.502449,20.811106,21.415352,3553300,19.409037
"2010-08-06",21.208492,21.328253,20.898203,21.208492,2477000,19.221561
"2010-08-09",21.382689,21.393576,21.11595,21.262928,1443100,19.270895
"2010-08-10",21.094175,21.257484,20.827436,21.088732,3273100,19.113014
"2010-08-11",20.685902,20.707676,20.250408,20.266739,2611100,18.368029
"2010-08-12",19.912901,20.027218,19.678823,19.733261,3413800,17.884537
"2010-08-13",19.635275,19.89657,19.580839,19.678823,2375600,17.835197
"2010-08-16",19.520958,19.602613,19.352205,19.433859,2568400,17.613184
"2010-08-17",19.618944,19.618944,19.335875,19.455635,3924300,17.632921
"2010-08-18",19.461079,19.461079,19.134459,19.254219,3008400,17.450373
"2010-08-19",19.183451,19.188894,18.492107,18.649973,3882400,16.902735
"2010-08-20",18.470331,18.508438,18.100163,18.25803,3706500,16.547512
"2010-08-23",18.317909,18.568317,18.301579,18.415895,2617100,16.690592
"2010-08-24",18.170931,18.25803,17.93141,17.958628,2415800,16.276163
"2010-08-25",17.789875,17.947741,17.54491,17.887861,3234400,16.212021
"2010-08-26",17.909636,18.007622,17.642897,17.713663,2613100,16.054146
"2010-08-27",17.898748,18.187262,17.550354,18.165487,3020900,16.463634
"2010-08-30",18.111052,18.247143,17.882418,17.882418,2052800,16.20709
"2010-08-31",17.757214,18.023952,17.637453,17.746326,10290800,16.083744
"2010-09-01",18.029396,18.5411,18.018509,18.497551,3919600,16.764595
"2010-09-02",18.524769,18.562874,18.25803,18.535656,2790200,16.799126
"2010-09-03",18.688078,18.8405,18.584648,18.769733,1497300,17.011276
"2010-09-07",18.633642,18.649973,18.454,18.508438,2171300,16.774456
"2010-09-08",18.513882,18.698965,18.372347,18.421339,2197000,16.695517
"2010-09-09",18.709852,18.856833,18.671747,18.780621,3131900,17.021145
"2010-09-10",18.813282,18.856833,18.677191,18.737072,2212800,16.981678
"2010-09-13",18.922155,19.003811,18.758846,18.856833,3076400,17.090221
"2010-09-14",18.856833,18.992924,18.715296,18.845945,1857500,17.080347
"2010-09-15",18.780621,18.851389,18.568317,18.824169,1676900,17.060616
"2010-09-16",18.769733,18.845945,18.562874,18.726185,1891300,16.971811
"2010-09-17",18.807838,18.807838,18.345127,18.448557,6705400,16.720188
"2010-09-20",18.464888,18.622755,18.219923,18.584648,2868100,16.843531
"2010-09-21",18.524769,18.590092,17.942297,18.062057,4365200,16.369898
"2010-09-22",18.094719,18.36146,18.002178,18.056614,2403500,16.364965
"2010-09-23",17.915079,18.013065,17.729994,17.795319,2320800,16.128151
"2010-09-24",18.013065,18.410452,17.980402,18.388678,2112500,16.665918
"2010-09-27",18.37779,18.508438,18.225367,18.399565,1370200,16.675783
"2010-09-28",18.524769,18.775177,18.268917,18.720741,3361500,16.966867
"2010-09-29",19.368536,19.853022,18.998367,19.586283,5594000,17.751322
"2010-09-30",19.711487,19.940121,19.417528,19.629831,2391400,17.7908
"2010-10-01",19.863909,19.934675,19.67338,19.82036,2329800,17.963472
"2010-10-04",19.804028,19.874796,19.602613,19.711487,1794900,17.864798
"2010-10-05",19.945564,20.125204,19.869352,20.038105,2517400,18.160816
"2010-10-06",19.978226,20.468155,19.978226,20.342951,3585400,18.437103
"2010-10-07",20.462711,20.462711,20.10343,20.234077,2179700,18.338427
"2010-10-08",20.244965,20.391943,20.108873,20.2994,3698000,18.397635
"2010-10-11",20.353838,20.413717,20.201416,20.310289,2673200,18.407503
"2010-10-12",20.201416,20.266739,19.912901,20.22319,1995500,18.328564
"2010-10-13",20.370169,20.778442,20.370169,20.72945,3272000,18.787392
"2010-10-14",20.71312,20.925423,20.577028,20.636908,1955400,18.703518
"2010-10-15",20.838324,20.90909,20.489929,20.664125,1808300,18.728191
"2010-10-18",20.60969,20.876429,20.555254,20.870985,1994700,18.915668
"2010-10-19",20.522591,20.72945,20.332064,20.615133,2653700,18.683781
"2010-10-20",20.653238,20.843767,20.555254,20.685902,1745300,18.747929
"2010-10-21",20.740337,20.816549,20.20686,20.348394,1890000,18.44203
"2010-10-22",20.391943,20.50626,20.185085,20.370169,1306400,18.461771
"2010-10-25",20.517147,20.751225,20.332064,20.397387,1553100,18.486439
"2010-10-26",20.310289,20.310289,20.130648,20.228634,1567500,18.333496
"2010-10-27",19.918344,20.119761,19.744148,20.016331,2139700,18.141094
"2010-10-28",20.201416,20.315733,19.934675,20.28307,2126600,18.382835
"2010-10-29",20.212303,20.457268,20.081656,20.381056,1947900,18.471636
"2010-11-01",20.593359,20.762112,20.092543,20.239521,2091600,18.343361
"2010-11-02",20.451824,20.675014,20.321177,20.653238,1616700,18.718323
"2010-11-03",20.680458,20.72945,20.185085,20.54981,2141000,18.825113
"2010-11-04",20.816549,21.170387,20.800219,21.13228,1850900,19.358692
"2010-11-05",21.126837,21.203049,20.816549,20.881872,1944800,19.129299
"2010-11-08",20.794775,20.990746,20.642351,20.985302,2238500,19.224052
"2010-11-09",21.785521,23.652695,21.785521,22.052259,6764300,20.201462
"2010-11-10",22.101252,22.389767,21.899837,22.35166,2950500,20.475735
"2010-11-11",22.24823,22.841589,22.24823,22.672836,3581400,20.769955
"2010-11-12",22.536745,22.580294,22.079477,22.221012,3183800,20.356054
"2010-11-15",22.29178,22.498638,22.041372,22.090364,1619300,20.236376
"2010-11-16",21.801851,21.916168,21.529669,21.62221,2597100,19.807503
"2010-11-17",21.66576,21.954273,21.513336,21.921612,2259600,20.081779
"2010-11-18",22.139359,22.24823,22.030485,22.101252,1354200,20.24634
"2010-11-19",22.030485,22.335329,21.747414,22.329885,1712800,20.455786
"2010-11-22",22.182907,22.362547,21.954273,22.335329,1560500,20.46077
"2010-11-23",22.003265,22.035929,21.714752,21.774633,1270200,19.947138
"2010-11-24",21.954273,22.182907,21.921612,22.150246,1086500,20.291216
"2010-11-26",21.943386,22.084921,21.774633,21.888948,488600,20.051851
"2010-11-29",21.725639,22.030485,21.51878,21.959717,1008100,20.116686
"2010-11-30",21.714752,22.123026,21.63854,22.030485,2277300,20.18152
"2010-12-01",22.357103,22.618399,22.17202,22.531301,2325000,20.640299
"2010-12-02",22.536745,23.222645,22.509527,23.140991,2585300,21.19882
"2010-12-03",23.015787,23.358738,22.966793,23.293413,2060500,21.338449
"2010-12-06",23.788786,23.854111,23.391399,23.462166,3556000,21.493038
"2010-12-07",23.756124,23.886772,23.364182,23.478498,2459100,21.507999
"2010-12-08",23.538378,23.685356,23.157322,23.375069,1423600,21.41325
"2010-12-09",23.451279,23.467609,23.075666,23.353292,1735900,21.393301
"2010-12-10",23.402287,23.543821,23.293413,23.434948,1306200,21.468102
"2010-12-13",23.532934,23.761568,23.51116,23.51116,1413300,21.537922
"2010-12-14",23.58737,23.73435,23.451279,23.592813,1377500,21.612722
"2010-12-15",23.505716,23.636364,23.40773,23.560152,1554600,21.582802
"2010-12-16",23.576483,23.816004,23.467609,23.745237,2535400,21.752352
"2010-12-17",23.6908,23.984758,23.527491,23.979315,2941000,21.966782
"2010-12-20",24.131737,24.256941,23.886772,24.066412,2155500,22.046574
"2010-12-21",24.169842,24.621666,24.028307,24.485575,2098900,22.430548
"2010-12-22",24.496462,24.572672,24.213392,24.267828,1822600,22.231079
"2010-12-23",24.278715,24.52368,24.207949,24.52368,1184300,22.46546
"2010-12-27",24.376701,24.436581,24.333153,24.349483,854700,22.305885
"2010-12-28",24.376701,24.398476,24.19706,24.393032,773900,22.345778
"2010-12-29",24.42025,24.480131,24.333153,24.403919,1142900,22.355753
"2010-12-30",24.34404,24.491018,24.267828,24.442024,1070900,22.390663
"2010-12-31",24.382145,24.501905,24.34404,24.409363,1015100,22.360737
"2011-01-03",24.534567,24.692432,24.278715,24.447468,2606800,22.395643
"2011-01-04",24.752314,25.078934,24.305933,24.518236,4477300,22.460476
"2011-01-05",24.442024,24.806749,24.414806,24.719652,3255500,22.644981
"2011-01-06",24.768644,24.795862,24.529123,24.697878,1933800,22.625038
"2011-01-07",24.681545,25.111595,24.654327,24.833969,2325000,22.749714
"2011-01-10",24.779531,25.111595,24.64344,25.013609,2056100,22.91427
"2011-01-11",24.92651,25.215025,24.730539,25.106152,1843700,22.999041
"2011-01-12",25.247686,25.345673,25.008165,25.182362,1923300,23.068863
"2011-01-13",25.182362,25.427328,25.019053,25.307568,1860800,23.183561
"2011-01-14",25.231356,25.57975,25.122482,25.57975,1805500,23.432898
"2011-01-18",25.481764,25.699511,25.307568,25.623299,1812300,23.472788
"2011-01-19",25.639629,25.677736,25.187807,25.247686,1645700,23.128704
"2011-01-20",25.057158,25.057158,24.567228,24.763201,2579300,22.684879
"2011-01-21",24.975504,25.084377,24.752314,24.975504,2285400,22.87937
"2011-01-24",24.942842,25.127926,24.872074,24.948286,1617800,22.854433
"2011-01-25",24.888405,24.888405,24.354927,24.578117,3124500,22.515327
"2011-01-26",24.605335,25.062603,24.550898,24.975504,3174700,22.87937
"2011-01-27",25.25313,25.939032,24.95373,25.449102,4325700,23.313217
"2011-01-28",25.432772,25.677736,25.204138,25.340229,2451600,23.213476
"2011-01-31",25.35656,26.281982,25.323898,26.232988,2274300,24.031321
"2011-02-01",26.483397,26.673925,26.330975,26.646708,2078000,24.410307
"2011-02-02",26.477953,26.668482,26.363636,26.439848,2537900,24.422441
"2011-02-03",26.287426,26.690256,26.167665,26.630375,1535100,24.598438
"2011-02-04",26.657595,26.804573,26.140446,26.336418,1789400,24.32691
"2011-02-07",26.423517,26.750135,26.336418,26.341862,1135800,24.331936
"2011-02-08",26.36908,26.418074,25.928144,26.178553,1514600,24.181084
"2011-02-09",26.102341,26.102341,25.432772,25.47632,1404000,23.532436
"2011-02-10",25.285791,26.510614,25.264017,26.499727,3428300,24.477755
"2011-02-11",26.325531,26.48884,26.075123,26.281982,1986700,24.276625
"2011-02-14",26.222101,26.36908,26.167665,26.330975,1394800,24.321882
"2011-02-15",26.178553,26.271093,25.857376,25.998911,1851300,24.015152
"2011-02-16",26.069679,26.145889,25.928144,25.960806,2264600,23.979959
"2011-02-17",25.922701,26.211214,25.846489,25.851933,2846400,23.879395
"2011-02-18",25.890038,25.998911,25.715841,25.928144,3017800,23.949781
"2011-02-22",25.808384,26.363636,25.498095,25.666847,2276000,23.708427
"2011-02-23",25.596081,26.543278,25.596081,26.325531,2712800,24.316851
"2011-02-24",26.396297,26.597713,25.900925,26.009798,1543200,24.025208
"2011-02-25",26.140446,26.559608,26.015242,26.521502,1277200,24.497871
"2011-02-28",26.619488,26.853565,26.271093,26.837234,1874400,24.789511
"2011-03-01",27.044094,27.087643,26.08601,26.162222,2030900,24.166006
"2011-03-02",26.113228,26.211214,25.792051,26.096897,1455600,24.105665
"2011-03-03",26.298313,26.347305,26.091454,26.29287,1302900,24.28668
"2011-03-04",26.211214,26.29287,25.661404,25.884594,1798400,23.909561
"2011-03-07",26.020685,26.167665,25.503538,25.612411,1541700,23.658148
"2011-03-08",25.65596,25.699511,25.291235,25.514425,1469400,23.567633
"2011-03-09",25.492651,25.65596,25.302122,25.508982,1519700,23.562607
"2011-03-10",25.160587,25.215025,24.164398,24.191616,2343000,22.34576
"2011-03-11",24.158955,24.387589,23.990202,24.300489,3727800,22.446321
"2011-03-14",24.13718,24.425694,23.783342,24.311377,3743600,22.456385
"2011-03-15",23.756124,24.599892,23.505716,24.409363,3263700,22.546888
"2011-03-16",24.452913,24.844856,23.892216,24.180729,2205600,22.335709
"2011-03-17",24.686989,25.176918,24.599892,25.084377,1848200,23.170397
"2011-03-18",25.432772,26.684813,25.307568,25.514425,4877600,23.567633
"2011-03-21",25.813828,26.091454,25.639629,25.98258,1123800,24.000071
"2011-03-22",26.020685,26.113228,25.884594,25.933588,928900,23.954813
"2011-03-23",25.890038,25.966249,25.710398,25.857376,950200,23.884418
"2011-03-24",26.037018,26.401741,25.830158,26.379967,1577400,24.367136
"2011-03-25",26.461622,26.853565,26.341862,26.782799,1322000,24.739231
"2011-03-28",26.799129,26.864452,26.026129,26.037018,1476900,24.050346
"2011-03-29",26.118671,26.483397,25.895481,26.450735,1494900,24.432503
"2011-03-30",26.635818,26.951551,26.499727,26.908003,1741800,24.854879
"2011-03-31",26.891672,27.212847,26.891672,27.163855,1777400,25.091209
"2011-04-01",27.21829,27.512249,27.207403,27.310833,1660800,25.226974
"2011-04-04",27.436037,27.485029,27.283615,27.359825,1002200,25.272228
"2011-04-05",27.212847,27.501362,27.136637,27.327164,816500,25.242056
"2011-04-06",27.506805,27.72455,27.294502,27.354382,1285500,25.267197
"2011-04-07",27.283615,27.485029,26.956995,27.338051,1354200,25.252108
"2011-04-08",27.485029,27.52858,26.826347,26.897116,1726500,24.844822
"2011-04-11",26.87534,26.989656,26.260206,26.418074,2296200,24.40233
"2011-04-12",26.200327,26.227545,25.340229,25.383778,1790700,23.446951
"2011-04-13",25.574306,25.851933,25.421883,25.508982,1197100,23.562607
"2011-04-14",25.378334,25.530756,25.133369,25.498095,1554200,23.552547
"2011-04-15",25.552532,25.661404,25.35656,25.585194,1149500,23.633001
"2011-04-18",25.198694,25.242243,24.866631,25.024496,1069300,23.115089
"2011-04-19",25.024496,25.313011,24.997278,25.25313,1015400,23.326269
"2011-04-20",25.65596,25.944475,25.481764,25.917257,1708400,23.939724
"2011-04-21",25.933588,26.091454,25.596081,25.672293,1222300,23.713459
"2011-04-25",25.694067,25.694067,25.340229,25.606968,1076600,23.653112
"2011-04-26",25.737616,25.786608,25.547087,25.737616,1269500,23.773796
"2011-04-27",25.857376,26.162222,25.351116,26.08601,2207300,24.0956
"2011-04-28",26.015242,27.207403,25.955362,27.136637,3070100,25.066067
"2011-04-29",27.21829,28.66086,27.180185,28.644529,3674000,26.458904
"2011-05-02",28.835056,29.107241,28.443113,28.677191,2529100,26.489077
"2011-05-03",28.5411,28.927599,28.459444,28.747959,2758000,26.554441
"2011-05-04",28.655416,28.666304,27.70822,28.05117,2076900,25.910822
"2011-05-05",27.806206,27.871531,27.027763,27.403376,2598000,25.31246
"2011-05-06",27.795319,28.432226,27.316277,27.778988,1786100,25.659401
"2011-05-09",27.838867,28.312466,27.806206,28.236256,1436300,26.081781
"2011-05-10",28.307022,28.350571,28.05117,28.236256,1433700,26.081781
"2011-05-11",28.149157,28.236256,26.842678,27.272728,1533700,25.191772
"2011-05-12",27.272728,27.664671,26.891672,27.599346,2443700,25.493473
"2011-05-13",27.577572,27.991291,27.174742,27.430593,1987800,25.337593
"2011-05-16",27.289059,27.566685,26.859009,26.946108,1592400,25.091312
"2011-05-17",26.799129,27.299946,26.630375,27.267284,1956000,25.390385
"2011-05-18",27.261841,28.1546,27.207403,27.457811,2451400,25.567799
"2011-05-19",27.642897,27.833424,27.332607,27.555798,1520600,25.659044
"2011-05-20",27.501362,27.925966,27.136637,27.795319,1936700,25.882072
"2011-05-23",27.245508,27.419706,27.071312,27.152967,1242700,25.283939
"2011-05-24",27.299946,28.013065,27.299946,27.735437,1703400,25.826311
"2011-05-25",27.555798,28.731628,27.555798,28.628199,2386900,26.657623
"2011-05-26",28.464888,28.949373,28.198149,28.873163,2138800,26.885717
"2011-05-27",29.020142,29.39031,28.856833,29.036472,1819300,27.037788
"2011-05-31",29.395754,29.531845,29.041916,29.49374,2908500,27.463583
"2011-06-01",29.444746,29.515514,28.25803,28.36146,1988300,26.409246
"2011-06-02",28.464888,29.156233,28.25803,28.905825,2492400,26.916132
"2011-06-03",28.432226,29.227001,28.236256,28.911268,2131600,26.921211
"2011-06-06",28.845945,28.88405,27.909636,27.947741,1633800,26.024006
"2011-06-07",28.405008,28.459444,27.860641,28.040283,1483000,26.110168
"2011-06-08",28.067501,28.405008,27.980402,28.187262,1447900,26.247038
"2011-06-09",28.312466,29.216114,28.285248,28.938486,2742200,26.946556
"2011-06-10",28.693521,29.101797,28.535656,28.606424,2935500,26.63735
"2011-06-13",28.628199,28.628199,27.212847,27.463255,3074000,25.572861
"2011-06-14",27.849754,28.100163,27.713663,28.062057,1756900,26.130447
"2011-06-15",27.686445,27.991291,27.256397,27.495916,2167200,25.603277
"2011-06-16",27.550354,27.795319,27.060425,27.381601,2058300,25.496832
"2011-06-17",27.637453,27.691889,27.169298,27.387045,2709200,25.501905
"2011-06-20",27.234621,27.430593,26.9951,27.267284,1959800,25.390385
"2011-06-21",27.555798,27.762657,27.485029,27.691889,2008000,25.785761
"2011-06-22",27.659227,27.969515,27.479586,27.561241,1501700,25.664108
"2011-06-23",27.109417,27.163855,26.456179,27.114861,2160100,25.248453
"2011-06-24",27.191072,27.327164,26.603157,26.771912,4262900,24.92911
"2011-06-27",26.788242,27.207403,26.608601,27.065868,1756300,25.202831
"2011-06-28",27.223734,27.866087,27.174742,27.860641,1414800,25.942904
"2011-06-29",27.942297,28.704409,27.904192,28.470331,2249000,26.51063
"2011-06-30",28.611868,28.824169,28.459444,28.590092,1787200,26.622137
"2011-07-01",28.530212,29.129015,28.247143,29.080021,1304200,27.078342
"2011-07-05",29.047359,29.586283,29.036472,29.101797,2364400,27.098619
"2011-07-06",29.080021,29.172564,28.731628,29.031029,1258300,27.032726
"2011-07-07",29.412085,29.7006,29.254219,29.640718,2101800,27.600447
"2011-07-08",29.188894,29.689711,29.178007,29.67338,2445400,27.630861
"2011-07-11",29.537289,29.907457,29.150789,29.292324,4001100,27.276028
"2011-07-12",29.09091,29.765923,28.982037,29.395754,2851300,27.372345
"2011-07-13",29.591726,30.076212,29.45019,29.989113,4193100,27.924862
"2011-07-14",30.174196,30.615133,29.531845,29.79314,3583900,27.742384
"2011-07-15",30.462711,31.839956,30.462711,31.301035,4680800,29.146475
"2011-07-18",31.507893,32.199238,30.958084,32.150246,5561500,29.937235
"2011-07-19",32.498638,32.928688,32.237343,32.716385,4645900,30.464405
"2011-07-20",32.776264,33.12466,32.5313,32.939575,3058900,30.672235
"2011-07-21",33.130104,33.718018,33.119217,33.592815,2963900,31.28051
"2011-07-22",33.609146,34.278717,33.445835,34.202503,2348700,31.848225
"2011-07-25",33.739792,34.529125,33.647251,34.06097,2882400,31.716431
"2011-07-26",33.9902,34.207947,33.723461,34.04464,2231200,31.701231
"2011-07-27",33.76701,33.848667,33.228088,33.320633,4194000,31.027067
"2011-07-28",33.434948,35.176918,33.206314,34.795864,6785100,32.400749
"2011-07-29",34.077301,35.019054,33.315189,34.556343,4191400,32.177711
"2011-08-01",35.138813,35.476318,34.387589,34.817638,3536700,32.421017
"2011-08-02",34.529125,35.100708,33.33152,33.369625,3718600,31.07268
"2011-08-03",33.342407,33.532932,32.231899,32.868809,6167100,30.80946
"2011-08-04",32.411541,32.411541,30.28307,30.381056,6429300,28.477571
"2011-08-05",31.05607,31.333696,28.323353,29.379423,9123600,27.538694
"2011-08-08",28.43767,28.459444,26.053349,26.211214,6257500,24.568989
"2011-08-09",26.755579,28.551987,26.260206,28.524769,6194700,26.737591
"2011-08-10",27.713663,29.156233,27.555798,27.70822,4437400,25.972198
"2011-08-11",27.844311,29.749592,27.561241,29.308655,5125200,27.472359
"2011-08-12",29.760479,30.32662,29.428415,29.798584,3009700,27.931595
"2011-08-15",30.108873,31.551443,30.108873,31.469788,3458300,29.498089
"2011-08-16",30.952641,31.13228,30.315733,30.685902,3871400,28.763321
"2011-08-17",30.941753,31.551443,30.577028,30.734894,2477500,28.809246
"2011-08-18",29.613501,29.809471,28.971149,29.433859,5319200,27.589714
"2011-08-19",28.900381,29.575396,28.279804,28.426783,3608200,26.645742
"2011-08-22",29.352205,29.499184,28.013065,28.23081,2459000,26.462048
"2011-08-23",28.36146,29.461079,28.045727,29.433859,3228500,27.589714
"2011-08-24",29.259663,29.885683,29.178007,29.71693,2967100,27.855061
"2011-08-25",29.874796,30.272182,28.758846,28.835056,2588700,27.028437
"2011-08-26",28.693521,29.7006,28.05117,29.684267,1602400,27.824442
"2011-08-29",30.146978,31.05607,30.032661,31.017963,2075900,29.074577
"2011-08-30",30.870985,31.796408,30.685902,31.63854,2503000,29.656265
"2011-08-31",31.736526,32.661949,31.736526,32.563965,3623400,30.523716
"2011-09-01",32.705498,33.805119,32.542187,32.60207,3213600,30.559431
"2011-09-02",31.736526,31.976048,31.099619,31.63854,2105500,29.656265
"2011-09-06",30.538921,31.94883,30.261295,31.861731,2644700,29.865475
"2011-09-07",32.433315,33.821449,32.433315,33.799675,3300300,31.682003
"2011-09-08",33.456722,34.109962,33.244419,33.375069,3402100,31.284008
"2011-09-09",32.798038,33.228088,31.899837,32.133915,3259300,30.120609
"2011-09-12",31.682091,32.498638,30.783886,31.63854,3791300,29.656265
"2011-09-13",31.839956,32.427872,31.366358,32.242786,2330600,30.222658
"2011-09-14",32.427872,32.994011,31.731083,32.514969,4419400,30.477785
"2011-09-15",33.032116,33.516602,32.689167,33.053894,3290600,30.982946
"2011-09-16",33.162766,33.728905,32.994011,33.603703,4301500,31.498304
"2011-09-19",32.852478,34.360371,32.275448,34.088188,4227600,31.952438
"2011-09-20",34.300491,35.193249,33.620033,33.674469,2810200,31.56464
"2011-09-21",33.576485,35.911812,32.923244,32.961349,7378800,30.8962
"2011-09-22",31.731083,32.161133,30.566141,31.170387,4173400,29.217447
"2011-09-23",30.974415,31.676647,29.667936,29.89657,4251700,28.023441
"2011-09-26",30.821993,31.252041,29.444746,31.170387,4151800,29.217447
"2011-09-27",32.068588,32.868809,31.44257,31.66576,3176500,29.681784
"2011-09-28",31.888948,32.67828,30.435493,30.479042,3647300,28.569416
"2011-09-29",31.252041,31.44257,29.368536,30.20686,3667200,28.314289
"2011-09-30",29.678823,29.863909,29.014698,29.047359,4048300,27.227436
"2011-10-03",28.856833,29.259663,28.067501,28.094719,3938500,26.33448
"2011-10-04",27.62112,29.096354,26.967882,29.06369,4592500,27.242744
"2011-10-05",29.16712,30.332064,28.486664,30.304844,3258800,28.406136
"2011-10-06",30.125204,30.985302,29.526402,30.821993,2988400,28.890882
"2011-10-07",30.979858,31.148611,30.10343,30.375612,2100600,28.472469
"2011-10-10",31.028851,32.106697,31.028851,31.894394,2024300,29.896091
"2011-10-11",31.584105,32.357105,31.328253,31.736526,2106800,29.748119
"2011-10-12",32.193794,32.798038,31.986935,32.008709,2373000,30.003244
"2011-10-13",31.894394,33.358738,31.154055,32.97768,3662400,30.911512
"2011-10-14",33.249863,34.34404,32.743603,34.316822,3271600,32.166744
"2011-10-17",34.311378,35.362003,34.12085,34.518238,3924900,32.355549
"2011-10-18",34.452911,36.249321,33.832336,35.78661,3291500,33.544441
"2011-10-19",35.672291,36.521503,35.28035,35.470875,3261400,33.248478
"2011-10-20",35.340229,36.167664,34.953728,35.971691,3400100,33.71793
"2011-10-21",36.38541,37.234623,36.287426,36.799129,2877800,34.493534
"2011-10-24",37.147522,37.32172,36.755581,37.207405,1843700,34.876221
"2011-10-25",37.24551,37.261841,35.835602,35.93903,2556100,33.687317
"2011-10-26",36.73925,36.89167,35.770279,36.554165,3984400,34.26392
"2011-10-27",38.655415,39.79314,33.445835,35.029942,13466600,32.83519
"2011-10-28",34.534569,36.586826,34.458355,35.890038,5320300,33.641396
"2011-10-31",35.57975,35.57975,34.540012,34.56723,3188400,32.401455
"2011-11-01",33.494827,33.832336,32.961349,33.418617,5054100,31.324829
"2011-11-02",34.262383,34.360371,33.48394,34.017418,3106700,32.097401
"2011-11-03",34.289604,34.899292,34.022861,34.752312,2729400,32.790817
"2011-11-04",34.518238,34.823082,34.055527,34.540012,3075600,32.5905
"2011-11-07",34.529125,34.877518,33.750679,34.442024,1786100,32.498055
"2011-11-08",34.610779,35.410995,34.126293,35.323898,2986000,33.330143
"2011-11-09",34.316822,34.697876,33.527489,33.685356,2780400,31.784079
"2011-11-10",34.452911,34.855743,33.658138,34.229721,2662300,32.297729
"2011-11-11",34.692432,35.302124,34.474686,35.291237,2205300,33.299328
"2011-11-14",34.70332,34.790421,34.071857,34.540012,2781900,32.5905
"2011-11-15",34.284161,34.697876,33.941208,34.191616,3302100,32.261772
"2011-11-16",33.810562,34.142624,32.857922,32.923244,4507800,31.064983
"2011-11-17",32.808929,33.369625,31.981491,32.237343,5122800,30.417799
"2011-11-18",32.37888,32.689167,31.981491,32.123028,2713800,30.309938
"2011-11-21",31.480675,31.76919,30.669569,31.099619,3299800,29.344292
"2011-11-22",30.990746,31.513336,30.838324,31.181274,3566100,29.421343
"2011-11-23",30.560698,30.892759,30.255852,30.375612,3325800,28.661146
"2011-11-25",30.255852,30.642351,30.087099,30.130648,1009200,28.430012
"2011-11-28",31.023407,31.322809,30.78933,31.028851,2609600,29.277521
"2011-11-29",31.099619,32.117584,31.099619,31.970604,3178000,30.166122
"2011-11-30",32.999454,33.772453,32.776264,33.756123,5130100,31.850864
"2011-12-01",33.53838,34.235165,33.391399,33.40773,3060400,31.522131
"2011-12-02",33.772453,33.903103,33.091999,33.146435,2509800,31.275585
"2011-12-05",33.788788,34.001087,32.955906,33.168209,2662500,31.296139
"2011-12-06",33.271637,33.402287,32.553074,32.563965,3669700,30.72599
"2011-12-07",32.525856,32.803482,31.480675,31.660316,4527600,29.873337
"2011-12-08",33.091999,33.091999,30.718563,30.887316,6895100,29.14397
"2011-12-09",31.213936,31.480675,30.71312,30.83288,3913700,29.092607
"2011-12-12",31.028851,31.170387,29.526402,30.321177,4603700,28.609791
"2011-12-13",30.40283,31.224823,29.56995,29.809471,4122500,28.126963
"2011-12-14",29.553619,29.602613,28.753403,29.139902,3956300,27.495184
"2011-12-15",29.575396,29.629831,28.98748,29.161676,3769500,27.515732
