"","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"2010-09-22",31.610001,31.870001,31.02,31.215,6659800,30.321638
"2010-09-23",31.030001,31.785,31,31.565001,7073200,30.661619
"2010-09-24",32.049999,32.275002,31.92,32.110001,4722400,31.191027
"2010-09-27",32.095001,32.139999,31.809999,31.92,3499200,31.006464
"2010-09-28",32.125,32.674999,31.73,32.584999,5978000,31.652431
"2010-09-29",32.419998,32.68,32.165001,32.380001,4566600,31.453302
"2010-09-30",32.625,32.875,31.965,32.235001,4326200,31.312445
"2010-10-01",32.634998,33.535,32.549999,32.900002,6752200,31.95842
"2010-10-04",32.950001,32.970001,32.02,32.325001,3762200,31.399878
"2010-10-05",32.584999,33.084999,32.549999,32.970001,6121400,32.026417
"2010-10-06",32.860001,32.959999,32.125,32.345001,4920800,31.419302
"2010-10-07",32.445,32.485001,31.93,32.150002,4027400,31.229883
"2010-10-08",32.244999,32.305,31.735001,32.099998,4890400,31.181313
"2010-10-11",32.310001,32.875,31.73,31.809999,6598600,30.899611
"2010-10-12",31.805,32.470001,31.334999,32.415001,5711400,31.487301
"2010-10-13",32.619999,33.049999,32.57,32.700001,5436000,31.764139
"2010-10-14",32.645,32.799999,32.415001,32.494999,4377200,31.565002
"2010-10-15",32.744999,33.389999,32.665001,33.275002,9965200,32.322681
"2010-10-18",33.330002,33.375,33.035,33.244999,5064200,32.293541
"2010-10-19",32.860001,32.98,32.25,32.514999,4162800,31.584425
"2010-10-20",32.639999,33.209999,32.599998,33.064999,3669800,32.118698
"2010-10-21",33.400002,34.145,33.205002,33.540001,6183600,32.580093
"2010-10-22",33.549999,34.125,33.380001,33.98,3424400,33.007507
"2010-10-25",34.299999,34.435001,33.57,33.630001,4186400,32.667519
"2010-10-26",33.450001,33.904999,33.154999,33.450001,3887600,32.492676
"2010-10-27",33.209999,33.395,32.764999,33.005001,7035200,32.060406
"2010-10-28",33.544998,33.689999,32.775002,33.59,5708600,32.62867
"2010-10-29",33.514999,33.514999,32.59,32.595001,7914600,31.662148
"2010-11-01",33.445,33.450001,30.934999,32.52,14457200,31.589291
"2010-11-02",32.935001,33.044998,32.310001,32.775002,4906800,31.836992
"2010-11-03",32.900002,32.904999,31.85,32.130001,6605400,31.210455
"2010-11-04",32.34,32.48,31.975,32.139999,6854600,31.220163
"2010-11-05",32.174999,32.25,31.555,31.68,5696400,30.773333
"2010-11-08",31.49,31.610001,31.299999,31.495001,5341400,30.593628
"2010-11-09",31.625,32.299999,31.5,31.725,6102600,30.817045
"2010-11-10",31.639999,32.025002,31.370001,31.790001,6373400,30.880182
"2010-11-11",31.395,31.985001,31.219999,31.895,4896800,30.982176
"2010-11-12",31.594999,31.834999,31.049999,31.615,4289200,30.710192
"2010-11-15",31.705,32.025002,31.59,31.709999,4507800,30.802469
"2010-11-16",31.275,31.530001,30.629999,30.875,6084000,29.991369
"2010-11-17",30.815001,31.450001,30.754999,31.389999,5980800,30.491631
"2010-11-18",31.844999,32.685001,31.74,32.334999,7773400,31.409588
"2010-11-19",32.369999,32.755001,32.18,32.619999,6187200,31.68643
"2010-11-22",32.360001,33.025002,32.25,32.990002,4420200,32.045841
"2010-11-23",32.560001,32.764999,32.264999,32.674999,5183200,31.739853
"2010-11-24",32.855,33.075001,32.724998,33.060001,3734200,32.113838
"2010-11-26",32.84,33.299999,32.695,33.125,1661600,32.176979
"2010-11-29",32.895,32.939999,32.345001,32.814999,3970600,31.875845
"2010-11-30",32.369999,32.654999,32.334999,32.490002,3731800,31.56015
"2010-12-01",32.825001,33.474998,32.825001,33.445,4308000,32.487816
"2010-12-02",33.5,34.825001,33.400002,34.66,7400400,33.668049
"2010-12-03",34.549999,34.849998,34.375,34.654999,4833000,33.663189
"2010-12-06",35.110001,35.645,34.785,34.900002,6031600,33.901173
"2010-12-07",35.355,35.5,34.5,34.59,4010800,33.600044
"2010-12-08",34.724998,34.994999,34.625,34.955002,2618400,33.954605
"2010-12-09",35.055,35.369999,35.025002,35.294998,3306400,34.28487
"2010-12-10",35.314999,35.375,35,35.154999,3273600,34.148876
"2010-12-13",35.404999,35.5,35.005001,35.139999,3813000,34.134308
"2010-12-14",35.154999,35.285,34.724998,34.84,4175000,33.842896
"2010-12-15",34.830002,35,34.48,34.619999,4924600,33.629192
"2010-12-16",34.625,35.279999,34.52,35.205002,4612200,34.197453
"2010-12-17",35.52,36.325001,35.375,36.200001,11690200,35.163979
"2010-12-20",36.575001,36.650002,35.915001,36.150002,5238800,35.115402
"2010-12-21",36.365002,36.494999,36.115002,36.424999,3452000,35.38253
"2010-12-22",36.544998,36.59,36.34,36.41,2506400,35.36795
"2010-12-23",36.305,36.450001,36.220001,36.415001,1831000,35.372822
"2010-12-27",36.365002,36.73,36.055,36.544998,1384400,35.499092
"2010-12-28",36.525002,36.73,36.43,36.575001,1931800,35.528248
"2010-12-29",36.549999,37.255001,36.509998,37.080002,2831000,36.018791
"2010-12-30",37.064999,37.395,36.880001,36.919998,2432200,35.863361
"2010-12-31",36.880001,36.990002,36.599998,36.645,2594200,35.596233
"2011-01-03",37.07,37.93,37.060001,37.68,5809800,36.601612
"2011-01-04",37.810001,37.810001,36.790001,37.080002,6062200,36.018791
"2011-01-05",36.935001,38.099998,36.935001,38.095001,4636400,37.004738
"2011-01-06",38.119999,38.18,37.549999,37.755001,4410200,36.674465
"2011-01-07",37.494999,37.759998,37.18,37.544998,4295000,36.470478
"2011-01-10",37.549999,37.830002,37.310001,37.669998,3674800,36.591896
"2011-01-11",37.744999,37.849998,37.540001,37.755001,3853800,36.674465
"2011-01-12",38.099998,38.150002,37.5,37.619999,3950400,36.543335
"2011-01-13",37.380001,37.674999,36.77,37.294998,6447200,36.227631
"2011-01-14",37.25,37.564999,37.174999,37.505001,4769600,36.431625
"2011-01-18",37.66,38.224998,37.639999,37.755001,4725400,36.674465
"2011-01-19",37.75,37.75,36.889999,37.275002,4296200,36.208206
"2011-01-20",37.055,37.34,36.625,36.805,4190200,35.751656
"2011-01-21",36.959999,37.27,36.439999,36.525002,4613000,35.479671
"2011-01-24",36.564999,37.290001,36.564999,37.134998,4015400,36.072208
"2011-01-25",36.880001,36.895,36.285,36.674999,2941200,35.625374
"2011-01-26",36.625,36.834999,36.43,36.610001,6075800,35.562237
"2011-01-27",36.615002,36.735001,36.5,36.584999,3460600,35.537949
"2011-01-28",36.665001,36.724998,35.325001,35.814999,4453600,34.789989
"2011-01-31",35.974998,36.82,35.865002,36.474998,3943400,35.431091
"2011-02-01",36.68,37.75,36.654999,37.674999,5812600,36.596756
"2011-02-02",37.525002,38.080002,37.494999,38.080002,5101400,36.99017
"2011-02-03",38,38.244999,37.375,37.439999,6007400,36.368477
"2011-02-04",37.549999,37.799999,37.005001,37.709999,6815000,36.630749
"2011-02-07",37.009998,38.220001,36.814999,37.360001,8263000,36.290779
"2011-02-08",37.535,38.540001,36.974998,38.365002,6074400,37.267014
"2011-02-09",38.105,38.209999,37.009998,37.110001,5469400,36.047932
"2011-02-10",36.875,37.689999,36.799999,37.674999,3931200,36.596756
"2011-02-11",37.544998,37.77,37.169998,37.75,3186600,36.669609
"2011-02-14",37.669998,38.200001,37.66,38.189999,3188000,37.097015
"2011-02-15",38.02,38.439999,37.945,38.25,4024000,37.1553
"2011-02-16",38.32,38.439999,38.014999,38.32,3352000,37.223301
"2011-02-17",37.994999,38.630001,37.985001,38.439999,2730600,37.339863
"2011-02-18",38.455002,38.869999,38.195,38.865002,5272400,37.752697
"2011-02-22",38.330002,38.52,37.73,37.775002,5366600,36.693893
"2011-02-23",37.52,37.615002,36.625,36.955002,6523200,35.897366
"2011-02-24",36.959999,37.544998,36.860001,37.465,5798600,36.392769
"2011-02-25",37.599998,38.299999,37.5,38.255001,3736600,37.160164
"2011-02-28",38.459999,38.555,37.825001,38.435001,4183400,37.335007
"2011-03-01",38.525002,38.625,37.195,37.244999,5517600,36.179062
"2011-03-02",37.18,37.785,36.990002,37.285,4552600,36.217918
"2011-03-03",37.525002,38.599998,37.450001,38.419998,4101200,37.320435
"2011-03-04",38.465,38.490002,37.685001,38.16,3165000,37.067879
"2011-03-07",38.365002,38.404999,37.685001,37.955002,4728200,36.868744
"2011-03-08",37.889999,38.98,37.830002,38.895,4677800,37.781845
"2011-03-09",38.669998,39.345001,38.625,39.205002,7330200,38.082973
"2011-03-10",38.689999,38.880001,38.005001,38.055,6965600,36.965881
"2011-03-11",38.025002,38.345001,37.450001,38.185001,4482000,37.092159
"2011-03-14",37.82,38.150002,37.395,37.685001,2490200,36.606472
"2011-03-15",36.334999,37.240002,35.264999,37,5153000,35.941082
"2011-03-16",36.810001,37.110001,36.189999,36.465,4661400,35.421387
"2011-03-17",37.084999,37.435001,36.599998,37.349998,4179800,36.281055
"2011-03-18",37.775002,37.82,36.865002,37.095001,6421800,36.033356
"2011-03-21",37.544998,37.904999,37.389999,37.805,3638800,36.723038
"2011-03-22",37.799999,38.720001,37.724998,38.435001,5288000,37.335007
"2011-03-23",38.435001,38.584999,37.75,38.435001,3457800,37.335007
"2011-03-24",38.75,39.904999,38.59,39.895,5271200,38.753223
"2011-03-25",40.224998,40.584999,40.014999,40.014999,6473200,38.869785
"2011-03-28",40.154999,40.224998,39.755001,39.785,3877600,38.64637
"2011-03-29",39.779999,40.465,39.575001,40.465,3012600,39.306908
"2011-03-30",40.764999,40.889999,40.564999,40.825001,3016200,39.656609
"2011-03-31",40.755001,40.924999,40.610001,40.700001,3205200,39.535187
"2011-04-01",40.915001,41.43,40.650002,41.205002,3482800,40.025734
"2011-04-04",41.279999,41.380001,40.93,41.174999,2722600,39.996586
"2011-04-05",41.064999,41.294998,40.880001,41.005001,3696800,39.831455
"2011-04-06",41.360001,41.360001,40.305,40.695,3178400,39.530327
"2011-04-07",40.59,40.904999,40.209999,40.404999,2872000,39.248623
"2011-04-08",40.555,40.580002,39.790001,40.130001,3000400,38.981499
"2011-04-11",40.349998,40.564999,40.02,40.25,2843000,39.098064
"2011-04-12",40.044998,40.290001,39.724998,39.959999,3334400,38.81636
"2011-04-13",40.294998,40.380001,39.845001,40.125,2984800,38.976635
"2011-04-14",39.755001,40.514999,39.66,40.389999,3740200,39.234055
"2011-04-15",39.485001,39.755001,39.009998,39.360001,12208000,38.233532
"2011-04-18",38.875,39.009998,38.384998,38.985001,5146800,37.869263
"2011-04-19",38.935001,39.654999,38.93,39.639999,3364200,38.50552
"2011-04-20",40.485001,41.029999,40.23,41.02,3936400,39.846027
"2011-04-21",41.009998,41.465,40.955002,41.235001,3484600,40.054874
"2011-04-25",41.450001,41.450001,40.564999,40.915001,3235400,39.744034
"2011-04-26",41.055,41.150002,40.674999,40.974998,5e+06,39.802315
"2011-04-27",41.07,41.07,40.470001,40.895,4525000,39.724602
"2011-04-28",40.785,41.275002,40.52,40.720001,2800000,39.554611
"2011-04-29",40.544998,41.615002,40.450001,41.450001,6076000,40.263721
"2011-05-02",41.724998,41.740002,41.025002,41.105,4608400,39.928589
"2011-05-03",39.084999,39.130001,36.785,38.759998,28605200,37.6507
"2011-05-04",38.735001,39.244999,38.150002,38.634998,7479200,37.52927
"2011-05-05",38.505001,39.02,38.099998,38.259998,6200000,37.165012
"2011-05-06",38.830002,39.145,38.154999,38.384998,6824000,37.286438
"2011-05-09",38.380001,39,38.325001,38.709999,2832200,37.602139
"2011-05-10",38.904999,39.264999,38.650002,39.23,3389800,38.107254
"2011-05-11",39.369999,39.375,37.970001,38.375,4200000,37.276726
"2011-05-12",38.244999,39.02,38.060001,39.005001,4e+06,37.888687
"2011-05-13",38.915001,38.939999,38.235001,38.235001,3243400,37.140728
"2011-05-16",37.849998,38.110001,36.799999,36.875,6311200,35.819656
"2011-05-17",36.564999,36.950001,36.195,36.860001,6647400,35.805084
"2011-05-18",36.759998,36.900002,36.200001,36.685001,6788800,35.63509
"2011-05-19",36.869999,36.974998,36.514999,36.845001,5809600,35.790516
"2011-05-20",36.759998,37.330002,36.700001,37.025002,4291000,35.965363
"2011-05-23",36.314999,36.435001,35.845001,36.095001,6612000,35.061974
"2011-05-24",36.18,36.445,36.084999,36.34,3868200,35.299969
"2011-05-25",36.279999,37.049999,36.035,36.875,4510600,35.819656
"2011-05-26",37.195,37.814999,37.014999,37.625,6665400,36.548187
"2011-05-27",37.540001,37.805,37.25,37.384998,3314600,36.31506
"2011-05-31",37.700001,38.18,37.625,38.02,4464200,36.931885
"2011-06-01",37.889999,38.18,37.185001,37.205002,4169800,36.140213
"2011-06-02",37.485001,37.810001,37.189999,37.68,5365800,36.601612
"2011-06-03",37.16,37.490002,36.900002,36.904999,4211600,35.848797
"2011-06-06",36.860001,37.419998,36.779999,37.105,5188800,36.043068
"2011-06-07",37.200001,37.514999,37.09,37.119999,3276600,36.057632
"2011-06-08",36.955002,37.029999,36.334999,36.415001,3903200,35.372822
"2011-06-09",36.485001,37.044998,36.400002,36.794998,3281600,35.741936
"2011-06-10",36.705002,36.75,36.325001,36.5,3836400,35.455383
"2011-06-13",36.490002,36.73,35.345001,35.355,7871200,34.343151
"2011-06-14",35.645,35.720001,34.369999,35.27,12476600,34.260586
"2011-06-15",34.915001,35.02,33.779999,33.799999,11679800,32.832661
"2011-06-16",33.799999,34.055,32.200001,32.77,14779000,31.832132
"2011-06-17",33.275002,34.474998,33.174999,33.825001,15219800,32.856945
"2011-06-20",33.345001,34.005001,33.325001,33.955002,5786400,32.983215
"2011-06-21",34.035,36.060001,34.029999,36.029999,11381000,34.998837
"2011-06-22",35.91,36.419998,35.584999,35.830002,6509000,34.804569
"2011-06-23",35.375,36.119999,35.064999,36.049999,5389800,35.018257
"2011-06-24",36.095001,37.395,35.465,35.57,7237800,34.552002
"2011-06-27",35.509998,36.130001,35.294998,35.939999,4786600,34.911407
"2011-06-28",36.105,36.700001,35.98,36.424999,6217400,35.38253
"2011-06-29",36.814999,36.924999,36.27,36.540001,4052400,35.49424
"2011-06-30",36.720001,37.064999,36.564999,36.669998,4638400,35.620518
"2011-07-01",36.740002,37.43,36.560001,37.400002,4333400,36.32962
"2011-07-05",37.27,37.855,37.169998,37.834999,4032000,36.752174
"2011-07-06",37.799999,38.055,37.77,38,3719600,36.912457
"2011-07-07",38.334999,38.855,38.330002,38.810001,4591800,37.69928
"2011-07-08",38.435001,38.805,37.764999,38.189999,4346400,37.097015
"2011-07-11",37.799999,38.105,37.18,37.380001,3550000,36.310196
"2011-07-12",36.689999,37.040001,36.345001,36.77,6206000,35.717655
"2011-07-13",37.060001,37.599998,36.830002,37.009998,4311000,35.950787
"2011-07-14",37.310001,37.785,36.404999,36.490002,4444000,35.445671
"2011-07-15",36.779999,37.080002,36.555,37.029999,4534800,35.970211
"2011-07-18",36.849998,36.855,35.990002,36.18,3179200,35.144543
"2011-07-19",36.610001,37.310001,36.599998,37.23,3161800,36.164486
"2011-07-20",37.130001,37.185001,36.48,36.52,3343800,35.474812
"2011-07-21",36.665001,37.174999,36.415001,36.724998,3841200,35.673946
"2011-07-22",36.785,37.080002,36.610001,36.884998,2646400,35.829372
"2011-07-25",36.544998,37.264999,36.505001,37.16,3542400,36.096497
"2011-07-26",37.16,37.185001,36.544998,36.860001,4247600,35.805084
"2011-07-27",36.549999,36.59,34.610001,34.939999,7058200,33.940029
"2011-07-28",34.965,35.380001,34.75,34.884998,4883000,33.8866
"2011-07-29",34.505001,35.049999,34.189999,34.935001,5853600,33.935177
"2011-08-01",35.25,35.825001,34.735001,35.349998,8041400,34.338299
"2011-08-02",36.355,37.244999,35.145,35.185001,13047200,34.178024
"2011-08-03",35.384998,36.535,35.384998,36.355,8725200,35.314533
"2011-08-04",35.695,35.945,34.369999,34.395,8866600,33.410633
"2011-08-05",34.674999,35.049999,32.950001,33.970001,10671000,32.997791
"2011-08-08",32.785,33.485001,30.775,30.790001,11750800,29.908802
"2011-08-09",31.475,32.435001,29.85,32.43,12854000,31.501863
"2011-08-10",31.709999,31.995001,30.280001,30.415001,10535600,29.544538
"2011-08-11",30.535,31.82,30.535,31.495001,9990600,30.593628
"2011-08-12",31.635,32.465,31.049999,32.299999,6508800,31.375589
"2011-08-15",32.154999,32.455002,31.34,31.965,7357800,31.050175
"2011-08-16",31.615,31.690001,30.809999,31.365,8876800,30.467348
"2011-08-17",31.48,31.639999,30.809999,31.155001,6514000,30.263359
"2011-08-18",30.014999,30.18,26.965,27.23,20362000,26.450689
"2011-08-19",26.799999,28.605,26.77,27.504999,15848600,26.717815
"2011-08-22",28.285,29.285,28,28.235001,12147600,27.426928
"2011-08-23",28.305,29.885,28.190001,29.860001,7860600,29.005417
"2011-08-24",29.709999,30.5,29.4,30.209999,7850200,29.345402
"2011-08-25",30.135,30.594999,29.23,29.6,7423600,28.752859
"2011-08-26",29.51,30.674999,29.055,30.42,8486000,29.549395
"2011-08-29",30.825001,31.530001,30.610001,31.530001,5089000,30.627623
"2011-08-30",31.365,31.615,30.875,31.4,4605000,30.501347
"2011-08-31",31.445,31.889999,31.424999,31.725,5994000,30.817045
"2011-09-01",32.235001,32.395,31.424999,31.555,7471000,30.651907
"2011-09-02",30.945,31.24,30.450001,30.549999,4820400,29.675669
"2011-09-06",29.645,30.23,29.075001,30.184999,6657000,29.321117
"2011-09-07",30.75,32.125,30.555,32.115002,10611600,31.195885
"2011-09-08",31.93,32.240002,30.635,31.01,7570000,30.122509
"2011-09-09",30.635,31.08,30.18,30.395,8727600,29.525112
"2011-09-12",29.915001,30.76,29.815001,30.75,7658400,29.869951
"2011-09-13",30.91,31.059999,30.49,30.98,6477800,30.093363
"2011-09-14",31.205,32.330002,31.125,31.965,11295800,31.050175
"2011-09-15",32.305,32.650002,32.084999,32.555,6820800,31.623295
"2011-09-16",32.639999,32.889999,32.185001,32.619999,4927000,31.68643
"2011-09-19",32.095001,32.279999,31.705,32.02,5808800,31.1036
"2011-09-20",32.244999,32.855,31.92,32.005001,5349800,31.089033
"2011-09-21",32.07,32.645,31.405001,31.424999,5202200,30.525627
"2011-09-22",30.42,30.785,29.915001,30.440001,7615600,29.568821
"2011-09-23",30.23,31.52,30,31.27,5767400,30.375067
"2011-09-26",31.395,32.075001,30.790001,32.025002,5379200,31.108461
"2011-09-27",32.66,34.259998,32.505001,33.259998,8355600,32.308105
"2011-09-28",33.375,33.605,32.424999,32.525002,6538200,31.594149
"2011-09-29",33.099998,33.439999,31.934999,32.525002,5807200,31.594149
"2011-09-30",32.115002,32.625,31.334999,31.35,7263200,30.452778
"2011-10-03",31.15,31.75,30.42,30.674999,7948600,29.797094
"2011-10-04",30.215,31.49,29.975,31.440001,8482600,30.540201
"2011-10-05",31.450001,32.009998,31.084999,31.885,5123600,30.972466
"2011-10-06",31.775,32.98,31.405001,32.98,5047400,32.036125
"2011-10-07",33,33.310001,32.485001,32.810001,4973000,31.870996
"2011-10-10",33.419998,34.049999,33.235001,33.935001,4561200,32.963795
"2011-10-11",33.695,34.095001,33.240002,33.740002,6447600,32.77438
"2011-10-12",34.785,36.724998,34.785,35.630001,12542800,34.610287
"2011-10-13",35.509998,35.665001,35.040001,35.509998,4900200,34.493721
"2011-10-14",35.955002,36.365002,35.755001,36.110001,4331400,35.076553
"2011-10-17",36.119999,36.200001,35.314999,35.669998,4105400,34.649136
"2011-10-18",35.634998,36.099998,34.825001,35.764999,5724400,34.741421
"2011-10-19",35.595001,35.889999,34.994999,35.154999,3840200,34.148876
"2011-10-20",34.494999,34.974998,33.884998,34.68,6236200,33.687469
"2011-10-21",35.025002,35.275002,34.77,35.110001,5941200,34.105171
"2011-10-24",35.205002,36.014999,35.110001,35.720001,4400800,34.697716
"2011-10-25",35.66,35.764999,34.959999,35.064999,3450800,34.061462
"2011-10-26",35.775002,35.875,34.419998,35.544998,5167600,34.527718
"2011-10-27",37.145,38.720001,36.82,38.285,8244600,37.189301
"2011-10-28",38.115002,38.43,37.540001,37.834999,4471200,36.752174
"2011-10-31",37.290001,37.349998,36.165001,36.375,7838000,35.333961
"2011-11-01",35.860001,35.985001,35.25,35.459999,6007200,34.445145
"2011-11-02",34.07,35.465,33.884998,34.959999,12851800,33.959461
"2011-11-03",35.560001,35.715,34.540001,35.615002,9534200,34.595722
"2011-11-04",35.330002,35.57,34.82,35.419998,4030000,34.406292
"2011-11-07",35.32,35.535,34.525002,35.240002,5083400,34.231441
"2011-11-08",35.5,35.959999,35.264999,35.68,4715400,34.658852
"2011-11-09",34.619999,34.665001,33.775002,33.790001,6656000,32.822952
"2011-11-10",34,34.345001,33.264999,33.669998,6788600,32.706383
"2011-11-11",34.014999,34.549999,34.014999,34.41,4183400,33.425201
"2011-11-14",34.395,34.445,33.75,33.799999,3595600,32.832661
"2011-11-15",33.75,34.924999,33.669998,34.785,6282200,33.789467
"2011-11-16",34.345001,35.005001,33.955002,34.200001,11754400,33.221207
"2011-11-17",34.09,34.365002,33.380001,33.57,5498000,32.609238
"2011-11-18",33.424999,33.630001,32.855,33.115002,4702600,32.167263
"2011-11-21",32.5,32.605,31.85,32.355,4268800,31.429016
"2011-11-22",32.110001,32.825001,32.02,32.584999,4916400,31.652431
"2011-11-23",32.220001,32.25,30.965,30.975,6269600,30.088509
"2011-11-25",30.76,31.674999,30.76,31.24,2159800,30.345922
"2011-11-28",31.49,32.5,31.49,32.345001,5040000,31.419302
"2011-11-29",32.724998,33.215,32.115002,32.389999,4989200,31.463011
"2011-11-30",33.349998,33.855,33.294998,33.674999,7226600,32.711235
"2011-12-01",33.540001,33.919998,33.27,33.794998,4532000,32.827797
"2011-12-02",34.084999,34.669998,33.900002,34.25,5167000,33.269775
"2011-12-05",34.880001,35.419998,34.32,34.98,7172800,33.978889
"2011-12-06",35.189999,35.305,34.645,34.945,4207600,33.944881
"2011-12-07",34.715,35.049999,33.880001,34.884998,4693200,33.8866
"2011-12-08",34.529999,34.575001,33.564999,33.669998,5451800,32.706383
"2011-12-09",33.880001,34.84,33.775002,34.689999,3951600,33.697186
"2011-12-12",34.224998,34.25,33.505001,33.720001,3982800,32.754955
"2011-12-13",33.875,34.34,33.209999,33.455002,3483800,32.497528
"2011-12-14",33.125,33.264999,32.404999,32.540001,4200400,31.608717
"2011-12-15",32.955002,33.334999,32.695,32.77,4594200,31.832132
"2011-12-16",32.68,33.525002,32.605,32.744999,8933800,31.80785
"2011-12-19",32.959999,33.305,31.975,32.075001,3681400,31.157028
"2011-12-20",32.724998,33.900002,32.599998,33.814999,4634000,32.847225
"2011-12-21",33.205002,33.314999,31.25,31.74,10335600,30.831615
"2011-12-22",31.865,32.389999,31.855,32.099998,4089400,31.181313
"2011-12-23",32.330002,32.384998,32.07,32.279999,2309200,31.356157
"2011-12-27",32.189999,32.439999,32.009998,32.095001,2102000,31.176453
"2011-12-28",32.035,32.290001,31.495001,31.584999,3105200,30.681049
"2011-12-29",31.719999,31.85,31.48,31.83,2759600,30.919041
"2011-12-30",31.735001,32.325001,31.735001,32.154999,3196800,31.234739
"2012-01-03",33.32,33.799999,32.785,32.860001,5370200,31.919561
"2012-01-04",32.799999,33.060001,32.459999,32.98,3759600,32.036125
"2012-01-05",32.799999,33.775002,32.474998,33.645,6832400,32.682095
"2012-01-06",33.625,33.785,33.105,33.205002,4095400,32.254692
"2012-01-09",33.32,33.5,33.014999,33.32,4280400,32.366398
"2012-01-10",33.740002,35.084999,33.705002,34.880001,9097800,33.881744
"2012-01-11",34.855,35.360001,34.68,35.139999,6117400,34.134308
"2012-01-12",33.77,34.650002,33.625,34.555,9153400,33.566051
"2012-01-13",34.474998,34.52,33.805,34.169998,4402800,33.192066
"2012-01-17",34.814999,34.965,34.099998,34.215,3972000,33.235779
"2012-01-18",34.07,34.68,33.875,34.674999,3956600,33.68261
"2012-01-19",34.895,35.439999,34.799999,34.91,4061200,33.910885
"2012-01-20",34.915001,35.375,34.849998,35.084999,4696600,34.080883
"2012-01-23",35.174999,35.455002,34.994999,35.305,5159800,34.294582
"2012-01-24",35.169998,35.650002,35.009998,35.59,2971800,34.571426
"2012-01-25",35.674999,35.974998,35.169998,35.884998,3324000,34.857986
"2012-01-26",35.994999,36.240002,35.43,35.615002,2777400,34.595722
"2012-01-27",35.544998,35.84,35.384998,35.665001,2223800,34.644279
"2012-01-30",35.275002,35.599998,35.174999,35.494999,1974000,34.479137
"2012-01-31",35.650002,35.974998,35.494999,35.875,2796400,34.848274
"2012-02-01",36.34,36.695,36.064999,36.485001,4709800,35.440815
"2012-02-02",36.59,36.830002,36.215,36.305,2904000,35.265965
"2012-02-03",36.794998,37.095001,36.615002,36.674999,3323400,35.625374
"2012-02-06",36.384998,36.549999,36.029999,36.185001,4916400,35.149403
"2012-02-07",36.285,36.549999,35.485001,36.005001,6617800,34.974552
"2012-02-08",34.880001,36.334999,34.825001,35.375,12996800,34.362579
"2012-02-09",35.494999,35.849998,35.150002,35.34,5233800,34.328587
"2012-02-10",35.150002,35.220001,34.799999,35.040001,5383600,34.037178
"2012-02-13",35.189999,35.459999,35.005001,35.325001,3572600,34.314011
"2012-02-14",35.18,35.389999,34.900002,35.375,3387200,34.362579
"2012-02-15",35.509998,35.779999,35.049999,35.360001,5944200,34.348007
"2012-02-16",35.294998,36.029999,35.294998,35.98,3502200,34.950264
"2012-02-17",35.990002,36.16,35.34,35.540001,4981200,34.522854
"2012-02-21",35.645,35.785,35.25,35.305,3630200,34.294582
"2012-02-22",35.23,35.689999,35.215,35.57,2917000,34.552002
"2012-02-23",35.5,35.540001,35.099998,35.299999,4333800,34.28973
"2012-02-24",35.505001,36.16,35.490002,36.09,4616200,35.057117
"2012-02-27",35.794998,36.189999,35.619999,36,2869000,34.969696
"2012-02-28",36.220001,36.23,35.615002,35.775002,2963400,34.751133
"2012-02-29",35.84,35.900002,35.465,35.474998,3431200,34.459717
"2012-03-01",35.724998,35.814999,35.505001,35.685001,3173000,34.663712
"2012-03-02",35.75,35.82,35.41,35.669998,2891000,34.649136
"2012-03-05",35.5,35.810001,35.474998,35.720001,3781400,34.697716
"2012-03-06",35.389999,35.68,35.080002,35.195,4129400,34.187737
"2012-03-07",35.310001,35.639999,35.084999,35.544998,2440400,34.527718
"2012-03-08",35.75,36.514999,35.720001,36.43,3785000,35.387386
"2012-03-09",36.419998,36.494999,36.215,36.349998,3464400,35.309677
"2012-03-12",36.240002,36.490002,35.994999,36.400002,2289400,35.35825
"2012-03-13",36.5,37.82,36.48,37.814999,6965600,36.732742
"2012-03-14",37.75,37.955002,37.490002,37.654999,4518200,36.577332
"2012-03-15",37.549999,38.174999,37.525002,38.130001,3985600,37.038742
"2012-03-16",38.290001,38.514999,38.25,38.455002,6825000,37.354435
"2012-03-19",38.330002,38.450001,37.970001,38.095001,2478200,37.004738
"2012-03-20",37.814999,37.924999,37.5,37.884998,3040200,36.800747
"2012-03-21",37.860001,38.514999,37.75,38.470001,3813400,37.369007
"2012-03-22",38.205002,38.27,37.875,38.185001,4008400,37.092159
"2012-03-23",38.264999,38.490002,37.860001,38.189999,3742000,37.097015
"2012-03-26",38.384998,38.845001,38.139999,38.834999,2891200,37.723557
"2012-03-27",38.970001,39,38.669998,38.705002,2858000,37.597282
"2012-03-28",38.615002,38.615002,38.025002,38.200001,3154000,37.106728
"2012-03-29",37.990002,38.185001,37.705002,38.150002,3174200,37.058167
"2012-03-30",38.474998,38.654999,37.990002,38.474998,3624200,37.373856
"2012-04-02",38.360001,38.924999,38.055,38.505001,3902000,37.403
"2012-04-03",38.334999,38.455002,37.889999,38.154999,3424800,37.063015
"2012-04-04",37.77,38.25,37.68,38.139999,3347800,37.048454
"2012-04-05",38.029999,38.66,37.889999,38.645,3091600,37.538998
"2012-04-09",38.040001,38.084999,37.669998,37.955002,3219600,36.868744
"2012-04-10",37.865002,37.974998,37.325001,37.41,4775400,36.339344
