"","MAC.Open","MAC.High","MAC.Low","MAC.Close","MAC.Volume","MAC.Adjusted"
"2010-01-21",33.431953,33.530571,31.824457,31.93294,2167400,20.19783
"2010-01-22",31.873768,32.583828,31.005917,31.114399,1895000,19.680094
"2010-01-25",31.725838,32.021698,30.749506,31.952663,1387500,20.210304
"2010-01-26",31.755424,32.120316,30.887573,30.936884,1501200,19.567814
"2010-01-27",30.788954,31.646942,30.335306,31.499014,1823600,19.923374
"2010-01-28",31.656805,31.68639,30.276134,30.660749,1386900,19.39316
"2010-01-29",30.927021,31.410257,29.852072,30.424063,2171000,19.243448
"2010-02-01",30.680473,31.27219,30.56213,31.015779,1623200,19.617718
"2010-02-02",31.262327,32.209072,30.759369,31.558186,2471000,19.960793
"2010-02-03",31.311638,31.47929,30.35503,30.848125,1237100,19.511675
"2010-02-04",30.433926,30.581854,29.743589,29.753452,2709800,18.819286
"2010-02-05",29.881657,30.936884,29.753452,30.877712,2355400,19.530386
"2010-02-08",30.690336,31.055227,30.157791,30.157791,1774500,19.075035
"2010-02-09",30.729782,30.749506,29.763313,30.078896,2690100,19.025129
"2010-02-10",30,30.779093,29.615385,30.147928,1770300,19.068796
"2010-02-11",29.75,30.110001,29.299999,29.969999,2445200,19.341183
"2010-02-12",29.73,31.02,29.42,30.85,2402100,19.90909
"2010-02-16",31.25,32.07,30.950001,32,2111200,20.651247
"2010-02-17",32.009998,33.880001,32.009998,33.68,2907500,21.735437
"2010-02-18",33.41,34.310001,33.119999,34.060001,2456700,21.980667
"2010-02-19",34.040001,34.290001,33.560001,33.639999,1761800,21.709618
"2010-02-22",33.849998,33.900002,33.299999,33.369999,1576000,21.535374
"2010-02-23",33.240002,33.98,33.139999,33.669998,2114600,21.728975
"2010-02-24",33.799999,35.240002,33.5,35.099998,2642100,22.651838
"2010-02-25",34.369999,35.98,34.259998,35.869999,1658000,23.148748
"2010-02-26",35.82,36.060001,35.09,35.639999,1329200,23.000315
"2010-03-01",35.900002,36.02,35.470001,35.93,1115200,23.187475
"2010-03-02",36.119999,36.939999,36.119999,36.790001,2296400,23.742476
"2010-03-03",36.919998,37.279999,36.240002,36.299999,1105100,23.426256
"2010-03-04",36.349998,36.700001,36.169998,36.439999,1351700,23.5166
"2010-03-05",36.66,38.849998,36.66,38.580002,2319600,24.897655
"2010-03-08",38.349998,38.98,38.060001,38.810001,1118100,25.046083
"2010-03-09",38.509998,39.610001,38.27,38.599998,1776000,24.910559
"2010-03-10",38.669998,38.990002,38.040001,38.139999,1605800,24.613701
"2010-03-11",38.279999,38.73,37.650002,38.610001,1930500,24.917019
"2010-03-12",38.91,39.599998,38.400002,39.189999,1088800,25.291319
"2010-03-15",39.169998,39.349998,38.259998,39.110001,1081100,25.239691
"2010-03-16",39.16,41.200001,39.02,40.950001,2930300,26.427141
"2010-03-17",41.18,41.34,40.639999,41.07,1470100,26.504581
"2010-03-18",40.740002,41.049999,40.040001,40.080002,1472100,25.865686
"2010-03-19",39.400002,40.169998,39.220001,39.400002,1511300,25.426838
"2010-03-22",39.150002,40.310001,38.950001,40.02,1265500,25.826963
"2010-03-23",40.09,40.09,39.009998,39.259998,1592200,25.336487
"2010-03-24",39,39.459999,38.98,39.200001,3124400,25.297775
"2010-03-25",39.689999,40.790001,39.549999,39.610001,1436600,25.562361
"2010-03-26",39.900002,40.5,39.169998,39.279999,1206800,25.3494
"2010-03-29",39.380001,40.080002,39.169998,39.630001,1060200,25.575275
"2010-03-30",39.799999,39.799999,38.709999,38.919998,736800,25.117069
"2010-03-31",38.799999,39.080002,38.080002,38.310001,1241500,24.723413
"2010-04-01",38.669998,38.919998,38.169998,38.77,942400,25.020275
"2010-04-05",39.060001,40.529999,38.939999,40.43,1088000,26.091555
"2010-04-06",40.09,42.639999,39.939999,42.470001,2537300,27.408081
"2010-04-07",42.259998,42.5,40.189999,40.470001,1516300,26.117367
"2010-04-08",40.220001,40.709999,40.009998,40.290001,1213200,26.001202
"2010-04-09",41.049999,42.18,40.950001,41.990002,1857400,27.098307
"2010-04-12",42,42.310001,41.419998,41.900002,1648700,27.040226
"2010-04-13",41.77,43.639999,41.68,43.509998,2482100,28.079247
"2010-04-14",44.029999,44.09,43.150002,43.73,1399800,28.221218
"2010-04-15",40.93,40.98,40,40.900002,28270100,26.394876
"2010-04-16",40.759998,41.049999,39.619999,39.830002,5965100,25.70435
"2010-04-19",39.470001,40.700001,39.310001,40.139999,2676300,25.904409
"2010-04-20",40.41,40.990002,40,40.740002,1859000,26.291613
"2010-04-21",40.740002,41.990002,40.740002,41.830002,2423800,26.995045
"2010-04-22",41.490002,43.240002,41.470001,43.240002,3532400,27.904999
"2010-04-23",43.32,45.279999,42.59,45,6151200,29.040815
"2010-04-26",44.959999,45.73,44.830002,45.490002,2715100,29.357038
"2010-04-27",44.889999,45.560001,43.139999,43.18,2674500,27.866278
"2010-04-28",43.740002,43.939999,42.860001,43.52,2019400,28.085684
"2010-04-29",44.169998,46.099998,44.119999,45.610001,2780500,29.434481
"2010-04-30",45.599998,46.709999,44.209999,44.709999,3752900,28.853657
"2010-05-03",45.189999,47.189999,44.889999,46.5,2072100,30.008841
"2010-05-04",45.259998,45.259998,43.950001,44.450001,3492700,28.685875
"2010-05-05",42.939999,44.549999,42.360001,44.119999,2677400,28.472897
"2010-05-06",43.16,43.830002,37.939999,41.599998,3564300,27.154346
"2010-05-07",41.470001,42.810001,39.759998,40.75,4243400,26.599512
"2010-05-10",43.119999,44.18,42.84,44.119999,3167400,28.799273
"2010-05-11",43.150002,45.200001,42.799999,44.380001,1917300,28.96899
"2010-05-12",44.810001,46.09,44.66,45.490002,2257000,29.693546
"2010-05-13",45.400002,45.73,44.02,44.34,2006600,28.942881
"2010-05-14",43.759998,44.130001,42.75,43.310001,2223300,28.270554
"2010-05-17",43.59,44.59,41.799999,43.540001,1986100,28.420689
"2010-05-18",44.389999,44.48,41.75,42.369999,1955100,27.656958
"2010-05-19",42,42.91,40.209999,41.540001,2091100,27.115185
"2010-05-20",40.16,40.919998,39.029999,39.48,2934900,25.770521
"2010-05-21",38.540001,40.720001,37.880001,40.330002,2824800,26.325359
"2010-05-24",40.25,41.34,39.84,40.150002,2167500,26.207867
"2010-05-25",38.549999,39.200001,37.709999,38.970001,4674200,25.437626
"2010-05-26",39.599998,40.740002,38.77,39.25,6906600,25.620388
"2010-05-27",40.740002,41.560001,39.619999,41.43,3058800,27.043388
"2010-05-28",41.459999,42.330002,40.880001,41.360001,2007600,26.997692
"2010-06-01",40.630001,41.650002,39.759998,39.93,1853900,26.064257
"2010-06-02",40.369999,40.540001,39.18,40.349998,2548400,26.338415
"2010-06-03",40.310001,40.82,39.5,40.290001,2019400,26.299244
"2010-06-04",39.049999,39.869999,37.57,37.810001,2699000,24.680431
"2010-06-07",38,38.75,36.889999,36.990002,2492400,24.145172
"2010-06-08",37.049999,37.740002,35.82,37.599998,2160600,24.543352
"2010-06-09",38.130001,39.330002,37.84,38.299999,2643900,25.00028
"2010-06-10",39.279999,40.299999,38.779999,39.939999,2676900,26.070784
"2010-06-11",39.220001,41.049999,38.919998,40.959999,1761000,26.736589
"2010-06-14",41.540001,42.310001,41,41.610001,1542600,27.160875
"2010-06-15",41.91,43.380001,41.669998,43.220001,1242100,28.211802
"2010-06-16",42.919998,43.119999,41.75,42.060001,1507900,27.454618
"2010-06-17",42.330002,42.529999,41.380001,42.049999,1269200,27.44809
"2010-06-18",42.740002,43.07,41.77,42.91,2168500,28.009449
"2010-06-21",43.650002,43.830002,41.970001,42.27,1520200,27.591694
"2010-06-22",42.560001,42.900002,40.490002,40.52,1586300,26.449375
"2010-06-23",40.34,41.02,39.369999,40.369999,1311400,26.351469
"2010-06-24",40.040001,40.400002,38.75,38.950001,1856600,25.424566
"2010-06-25",39.25,40.57,38.77,40.27,1865000,26.286201
"2010-06-28",40.470001,40.470001,39.200001,39.330002,1156000,25.672609
"2010-06-29",38.369999,38.490002,36.869999,37.240002,2006100,24.308372
"2010-06-30",37.220001,38.599998,37.130001,37.32,1954300,24.360586
"2010-07-01",37.27,37.52,35.740002,37.209999,2039200,24.288773
"2010-07-02",37.59,37.68,36.34,36.59,1660500,23.884077
"2010-07-06",37.490002,37.93,35.5,35.950001,2406400,23.466328
"2010-07-07",35.950001,38.73,35.939999,38.689999,2296400,25.254854
"2010-07-08",39.27,39.66,37.98,38.919998,1772300,25.40498
"2010-07-09",38.799999,39.619999,38.650002,39.580002,1000800,25.835794
"2010-07-12",39.349998,39.459999,38.59,39.080002,1133100,25.509428
"2010-07-13",39.759998,40.5,39.450001,40,1704900,26.109947
"2010-07-14",39.650002,40.43,39.150002,39.669998,1312700,25.894543
"2010-07-15",39.599998,39.68,38.380001,39.400002,938000,25.718296
"2010-07-16",39.110001,39.110001,37.029999,37.509998,2183800,24.484606
"2010-07-19",37.509998,38.970001,37.209999,38.639999,1488600,25.222214
"2010-07-20",37.91,39.369999,37.639999,39.060001,1863900,25.496372
"2010-07-21",39.48,39.619999,37.860001,38.09,1699100,24.863199
"2010-07-22",38.799999,39.880001,38.459999,39.57,1934600,25.829271
"2010-07-23",39.23,40.169998,38.450001,40.119999,1604800,26.188288
"2010-07-26",40.209999,41.889999,39.970001,41.389999,1588300,27.017275
"2010-07-27",41.75,42.119999,40.32,40.669998,1223200,26.547298
"2010-07-28",40.52,41.650002,40.41,40.950001,1231000,26.730068
"2010-07-29",41.419998,41.529999,40.279999,41.040001,1054300,26.78882
"2010-07-30",40.200001,41.68,39.990002,41.450001,1302400,27.056433
"2010-08-02",42.360001,43.66,41.93,43.32,1765400,28.277075
"2010-08-03",43.040001,43.130001,42.18,42.310001,1391100,27.617811
"2010-08-04",42.599998,42.689999,41.790001,42.189999,1726100,27.539463
"2010-08-05",41.650002,42.389999,41.349998,41.389999,1363000,27.017275
"2010-08-06",40.709999,41.810001,40.540001,41.73,1250200,27.239202
"2010-08-09",42.040001,42.669998,41.23,41.75,1780500,27.252268
"2010-08-10",41.610001,42.080002,40.880001,41.41,1659700,27.030331
"2010-08-11",40.279999,41.119999,39.259998,39.790001,1850200,25.972879
"2010-08-12",39.07,39.810001,38.689999,39.349998,1884300,25.685665
"2010-08-13",39.259998,39.900002,38.91,39.290001,1314400,25.646503
"2010-08-16",39,39.560001,38.560001,39.07,1506600,25.50289
"2010-08-17",39.639999,41.25,39.299999,40.82,1503700,26.645205
"2010-08-18",40.630001,40.91,39.689999,40.66,1466300,26.86989
"2010-08-19",40.560001,40.650002,39.650002,39.860001,1745200,26.341213
"2010-08-20",39.700001,39.990002,39.290001,39.790001,790200,26.294958
"2010-08-23",40.02,40.150002,39.310001,39.459999,745100,26.076878
"2010-08-24",38.68,39.790001,38.389999,39.360001,826000,26.010796
"2010-08-25",38.93,40.110001,38.849998,39.959999,1047900,26.407297
"2010-08-26",40.200001,40.48,39.540001,39.970001,1208700,26.413918
"2010-08-27",40.43,40.849998,39.060001,40.810001,1051200,26.969019
"2010-08-30",40.639999,41.32,40.27,40.32,1143200,26.645205
"2010-08-31",40.259998,41.490002,39.950001,41.41,1744000,27.365524
"2010-09-01",42.209999,43.509998,41.869999,43.240002,2390800,28.574867
"2010-09-02",43.330002,43.919998,42.68,43.619999,2039400,28.825994
"2010-09-03",44,44.459999,43.490002,44,1333900,29.077114
"2010-09-07",43.610001,43.759998,42.619999,42.669998,1203700,28.198179
"2010-09-08",42.919998,43.459999,42.810001,42.91,775200,28.356789
"2010-09-09",43.73,43.91,42.130001,42.34,749000,27.980106
"2010-09-10",42.5,42.560001,42.02,42.209999,964800,27.894196
"2010-09-13",42.860001,43.290001,42.59,43,1265300,28.416258
"2010-09-14",42.880001,43.509998,42.549999,43.049999,1300900,28.449312
"2010-09-15",42.939999,43.650002,42.619999,43.279999,880900,28.601307
"2010-09-16",43.110001,43.759998,42.91,43.029999,758400,28.436089
"2010-09-17",43.32,43.389999,42.700001,43.34,1109900,28.640959
"2010-09-20",43.650002,45.5,43.400002,45.119999,1622600,29.817257
"2010-09-21",45.099998,45.630001,44.75,45.009998,1542100,29.744562
"2010-09-22",44.860001,45.150002,43.68,43.869999,1042700,28.991192
"2010-09-23",43.279999,43.68,41.75,42.080002,1365400,27.808289
"2010-09-24",42.82,43.439999,42.639999,43.27,1277900,28.594698
"2010-09-27",43.279999,43.369999,42.509998,42.91,811800,28.356789
"2010-09-28",42.689999,43.290001,42.09,42.950001,1085800,28.383219
"2010-09-29",42.810001,42.849998,42.23,42.419998,940800,28.032976
"2010-09-30",42.73,43.200001,41.799999,42.950001,2487200,28.383219
"2010-10-01",43.169998,43.91,42.709999,43.869999,1489700,28.991192
"2010-10-04",43.529999,44.549999,43.529999,44.549999,1258200,29.440575
"2010-10-05",44.93,45.130001,44.07,44.84,1110300,29.632217
"2010-10-06",44.689999,44.75,43.470001,43.82,1399700,28.958166
"2010-10-07",44.110001,44.110001,43.41,43.630001,1134000,28.832594
"2010-10-08",43.68,43.830002,43.360001,43.639999,1173400,28.839203
"2010-10-11",43.700001,43.91,43.34,43.560001,1141700,28.786339
"2010-10-12",43.5,44.189999,43.220001,44.099998,1019600,29.143194
"2010-10-13",44.540001,44.970001,44.25,44.52,1249000,29.420744
"2010-10-14",44.349998,44.470001,43.169998,43.5,1502000,28.746677
"2010-10-15",43.919998,43.939999,43.150002,43.450001,1013400,28.713642
"2010-10-18",43.52,44.529999,43.34,44.439999,1233700,29.367887
"2010-10-19",43.860001,44.580002,43.470001,43.849998,1130500,28.977982
"2010-10-20",43.990002,45.41,43.849998,44.990002,1000800,29.731342
"2010-10-21",45.189999,45.860001,43.849998,44.93,604000,29.691692
"2010-10-22",45.080002,45.080002,44.43,44.630001,627400,29.493433
"2010-10-25",45.080002,45.59,44.93,45,695300,29.737949
"2010-10-26",44.599998,44.900002,44.139999,44.330002,821800,29.295181
"2010-10-27",44,44.619999,43.529999,44.029999,1106600,29.096941
"2010-10-28",44.369999,44.66,43.169998,43.740002,632200,28.905293
"2010-10-29",43.630001,44.82,43.580002,44.580002,1012000,29.4604
"2010-11-01",44.84,45.869999,44.669998,45.349998,1203100,29.969252
"2010-11-02",45.880001,45.889999,45.189999,45.73,1340600,30.220369
"2010-11-03",45.650002,46.740002,45.599998,46.18,2061100,30.517752
"2010-11-04",46.869999,49.32,46.75,49.029999,2846800,32.40115
"2010-11-05",48.889999,49.860001,48.709999,49.400002,1732800,32.645668
"2010-11-08",49.060001,49.75,48.389999,49,1066200,32.381329
"2010-11-09",48.970001,49.360001,45.810001,46.27,1754400,30.892456
"2010-11-10",46.349998,47,45.880001,46.91,1209700,31.319752
"2010-11-11",46.48,47.34,46.349998,46.77,1572100,31.226284
"2010-11-12",46.439999,46.77,45.57,45.73,1594900,30.531912
"2010-11-15",46.220001,46.220001,45.349998,45.369999,1196300,30.291561
"2010-11-16",45.099998,45.099998,42.669998,43.119999,1823400,28.789347
"2010-11-17",43.439999,43.830002,43.23,43.630001,1129900,29.129837
"2010-11-18",44.360001,45.220001,44.279999,44.91,1522200,29.984446
"2010-11-19",44.889999,45.32,44,45.200001,1002800,30.178061
"2010-11-22",44.970001,45.610001,44.889999,45.310001,1241400,30.251501
"2010-11-23",44.669998,45.240002,44.509998,44.77,1265600,29.890974
"2010-11-24",45.34,46.130001,45.040001,46.119999,965200,30.792303
"2010-11-26",45.66,46.639999,45.650002,46.32,595000,30.925837
"2010-11-29",46,46.98,45.849998,46.880001,1332000,31.299725
"2010-11-30",46.349998,47.209999,46.110001,46.34,2142000,30.939196
"2010-12-01",47.07,47.139999,45.959999,46.669998,1833800,31.159515
"2010-12-02",46.810001,47.810001,46.360001,47.799999,1727600,31.913965
"2010-12-03",47.52,48.330002,47.32,48.240002,1363200,32.207737
"2010-12-06",48.060001,48.369999,47.240002,47.959999,1152800,32.02079
"2010-12-07",48.509998,48.630001,46.93,47.18,1712300,31.500025
"2010-12-08",47.27,47.509998,45.400002,45.75,2237300,30.545275
"2010-12-09",46.099998,46.18,44.549999,44.630001,2032600,29.797493
"2010-12-10",44.75,45.23,44.630001,44.939999,1781300,30.004459
"2010-12-13",45.290001,45.540001,44.830002,45,1331000,30.044531
"2010-12-14",45,45.43,43.689999,44.139999,1594200,29.470352
"2010-12-15",44.049999,44.560001,43.459999,43.48,1397200,29.029696
"2010-12-16",43.630001,44.099998,43.080002,43.610001,1617000,29.116484
"2010-12-17",43.82,45.200001,43.5,45.099998,2505500,30.111292
"2010-12-20",45.939999,46.049999,45.25,45.709999,1500400,30.518555
"2010-12-21",46.02,46.98,45.630001,46.349998,1435700,30.945868
"2010-12-22",46.529999,46.880001,46.16,46.310001,1189900,30.919146
"2010-12-23",46.459999,46.509998,45.650002,45.689999,776900,30.505219
"2010-12-27",45.619999,46.619999,45.509998,46.619999,795100,31.126133
"2010-12-28",46.630001,47.040001,46.209999,46.720001,620500,31.1929
"2010-12-29",46.759998,47.459999,46.389999,47.16,1170800,31.48667
"2010-12-30",47.299999,47.68,47.130001,47.52,569500,31.72702
"2010-12-31",47.389999,47.59,47.110001,47.369999,972400,31.626875
"2011-01-03",47.759998,48.389999,47.599998,48.060001,1102100,32.087563
"2011-01-04",48.27,48.59,46.740002,47.080002,1608800,31.433256
"2011-01-05",46.939999,47.740002,46.939999,47.23,1143700,31.533396
"2011-01-06",47.349998,47.490002,46.259998,46.299999,1333100,30.912479
"2011-01-07",46.59,47.080002,45.98,46.43,1091600,30.999283
"2011-01-10",46.209999,47.169998,45.98,46.84,904500,31.273014
"2011-01-11",47.049999,47.25,46.040001,46.799999,761800,31.246305
"2011-01-12",47.279999,47.459999,46.200001,46.790001,1030700,31.239635
"2011-01-13",46.880001,47.5,46.48,46.93,818800,31.333101
"2011-01-14",46.720001,47.32,46.580002,47.139999,937900,31.473309
"2011-01-18",47.279999,48.02,46.82,47.970001,1389100,32.027473
"2011-01-19",47.73,47.98,46.299999,46.599998,952500,31.112774
"2011-01-20",46.299999,47.119999,46.279999,46.419998,1180100,30.992603
"2011-01-21",46.740002,46.970001,46.209999,46.310001,1038000,30.919146
"2011-01-24",46.389999,46.82,46.189999,46.34,963200,30.939196
"2011-01-25",45.950001,47.029999,45.860001,47,1141600,31.379837
"2011-01-26",47.209999,47.869999,46.689999,47.630001,1122900,31.800457
"2011-01-27",48.150002,49.049999,48.080002,48.939999,1157600,32.675091
"2011-01-28",48.84,49.16,47.889999,47.91,1184600,31.98741
"2011-01-31",48.09,48.93,48.09,48.66,1207400,32.488152
"2011-02-01",49.09,49.16,48.290001,48.540001,1073200,32.408031
"2011-02-02",48.290001,48.669998,48.009998,48.150002,1135400,32.147652
"2011-02-03",48.25,49.07,48.040001,48.919998,744400,32.661739
"2011-02-04",49.060001,49.060001,48.209999,48.389999,569900,32.307877
"2011-02-07",48.52,49.200001,48.310001,48.790001,915600,32.574944
"2011-02-08",48.59,49.490002,48.59,48.73,982200,32.534897
"2011-02-09",48.52,48.98,48.27,48.75,1002900,32.548233
"2011-02-10",48.43,49.080002,48.330002,48.799999,1068500,32.581619
"2011-02-11",48.610001,49.439999,48.400002,49.369999,767800,32.962185
"2011-02-14",49.470001,49.5,48.77,49.279999,480700,32.9021
"2011-02-15",48.860001,49.77,48.740002,49.5,579100,33.048981
"2011-02-16",49.75,50.279999,49.400002,49.77,638300,33.229248
"2011-02-17",49.450001,49.849998,49.110001,49.509998,426400,33.391109
"2011-02-18",49.630001,49.75,49.029999,49.27,596900,33.229244
"2011-02-22",48.779999,49.380001,48.32,48.529999,671100,32.730167
"2011-02-23",48.580002,48.759998,47.43,47.75,1075500,32.204117
"2011-02-24",47.77,47.860001,46.439999,47.060001,1055900,31.738754
"2011-02-25",47.450001,48.639999,47.209999,48.619999,1038200,32.790871
"2011-02-28",49.029999,50.779999,48.959999,50.639999,1532100,34.153217
"2011-03-01",50.639999,50.799999,48.59,48.73,1264000,32.865047
"2011-03-02",48.700001,49.07,47.93,48.560001,881200,32.750401
"2011-03-03",49.009998,49.77,48.970001,49.369999,878800,33.296692
"2011-03-04",49.299999,49.580002,48.16,48.360001,1022800,32.615513
"2011-03-07",48.700001,48.830002,47.25,47.610001,1588500,32.10968
"2011-03-08",47.84,48.290001,47.049999,47.98,1856000,32.359241
"2011-03-09",47.990002,48.27,47.459999,47.790001,1125200,32.231087
"2011-03-10",47.110001,47.709999,46.830002,47.369999,828400,31.94783
"2011-03-11",47.07,48.330002,46.990002,48.240002,560400,32.534584
"2011-03-14",47.849998,48.009998,47.139999,47.25,740800,31.866894
"2011-03-15",45.880001,47.91,45.689999,47.41,934200,31.974792
"2011-03-16",46.880001,46.900002,46.009998,46.459999,1417700,31.334091
"2011-03-17",47.299999,47.650002,46.52,46.84,867400,31.590382
"2011-03-18",47.299999,48.330002,46.849998,47.869999,1484900,32.285049
"2011-03-21",48.509998,49.040001,48.299999,48.830002,720700,32.932491
"2011-03-22",48.84,48.93,47.720001,47.889999,468900,32.298534
"2011-03-23",47.830002,47.849998,46.759998,47.060001,1197800,31.738754
"2011-03-24",47.27,47.619999,46.439999,47.490002,773300,32.028763
"2011-03-25",47.610001,48.540001,47.150002,48.009998,576300,32.379463
"2011-03-28",48.130001,48.169998,47.610001,47.720001,520700,32.183891
"2011-03-29",47.630001,48,46.82,47.740002,763000,32.197369
"2011-03-30",48.099998,49.049999,47.91,48.889999,810000,32.972969
"2011-03-31",48.73,49.540001,48.709999,49.529999,993500,33.404587
"2011-04-01",49.740002,50.209999,48.77,49.110001,815100,33.121338
"2011-04-04",49.139999,49.419998,48.189999,48.48,991800,32.696442
"2011-04-05",48.560001,49.389999,48.349998,48.959999,705300,33.020184
"2011-04-06",49.27,49.290001,48.529999,48.93,516100,32.999943
"2011-04-07",48.740002,48.790001,47.73,47.990002,940400,32.365967
"2011-04-08",48.380001,48.52,47.400002,47.669998,717000,32.150158
"2011-04-11",47.66,48.310001,47.32,47.650002,720600,32.136681
"2011-04-12",47.400002,48.09,47.400002,47.950001,1158600,32.339005
"2011-04-13",48.240002,48.41,47.900002,48.130001,782200,32.4604
"2011-04-14",47.759998,49.200001,47.560001,49.139999,1044300,33.141571
"2011-04-15",49.23,49.91,49.040001,49.880001,870200,33.640648
"2011-04-18",49.16,49.540001,48.880001,49.380001,844300,33.303432
"2011-04-19",49.459999,50.34,49.459999,49.959999,850800,33.694614
"2011-04-20",50.740002,50.740002,49.849998,50.349998,961900,33.957634
"2011-04-21",50.400002,50.66,49.990002,50.610001,901900,34.132977
"2011-04-25",50.639999,51.189999,50.560001,50.82,644900,34.274616
"2011-04-26",50.880001,51.630001,50.5,51.560001,821700,34.773705
"2011-04-27",51.700001,51.950001,50.970001,51.869999,830500,34.982754
"2011-04-28",51.790001,52.970001,51.759998,52.66,896400,35.515575
"2011-04-29",52.860001,52.959999,51.849998,52.82,987000,35.623474
"2011-05-02",53,53.490002,52.240002,52.77,733300,35.589767
"2011-05-03",52.630001,53.209999,51.02,51.700001,832900,34.868118
"2011-05-04",51.650002,51.740002,50.630001,50.669998,796300,34.173447
"2011-05-05",50.540001,51.66,49.880001,50.790001,882900,34.254383
"2011-05-06",51.310001,51.57,49.740002,49.970001,895400,34.036427
"2011-05-09",49.990002,51.110001,49.669998,51.080002,886900,34.79248
"2011-05-10",51.25,52.209999,51.080002,52.169998,923700,35.534931
"2011-05-11",52.139999,52.139999,51.290001,51.599998,1031500,35.146679
"2011-05-12",51.310001,51.720001,50.970001,51.330002,866000,34.962776
"2011-05-13",51.470001,51.650002,50.630001,50.66,797600,34.506401
"2011-05-16",50.799999,51.880001,50.52,51.060001,752900,34.77887
"2011-05-17",50.869999,51.34,50.459999,51.169998,907800,34.85379
"2011-05-18",51.27,52.080002,50.869999,52.02,695900,35.432751
"2011-05-19",52.209999,52.599998,52,52.330002,960100,35.643906
"2011-05-20",52.360001,52.509998,51.880001,52.150002,1670800,35.521297
"2011-05-23",51.259998,51.790001,51.259998,51.639999,1259100,35.173912
"2011-05-24",51.669998,52.209999,51.669998,52,1262300,35.419132
"2011-05-25",51.84,52.139999,51.330002,51.869999,952400,35.330582
"2011-05-26",51.73,52.880001,51.529999,52.779999,553400,35.950417
"2011-05-27",53,53.279999,52.740002,52.889999,771300,36.025341
"2011-05-31",53.52,54.650002,53.009998,54.369999,1201300,37.033421
"2011-06-01",54,54.32,52.810001,53.259998,1567500,36.277363
"2011-06-02",53.240002,53.73,52.119999,52.259998,709300,35.596218
"2011-06-03",51.599998,53.130001,51.459999,52.84,936700,35.991283
"2011-06-06",52.799999,53.09,51.900002,51.93,816200,35.371452
"2011-06-07",52.25,52.91,51.860001,52.290001,735100,35.616653
"2011-06-08",52.139999,53.610001,51.91,52.23,1494100,35.575779
"2011-06-09",52.310001,52.540001,51.02,51.049999,982700,34.772045
"2011-06-10",50.84,51,49.799999,49.91,963300,33.995552
"2011-06-13",49.959999,50.639999,49.57,50.169998,637100,34.172642
"2011-06-14",50.75,51.23,50.419998,50.959999,805700,34.710739
"2011-06-15",50.57,50.639999,48.779999,49.32,2096600,33.593678
"2011-06-16",49.400002,50.279999,49.34,50,812100,34.056854
"2011-06-17",50.630001,50.880001,50.049999,50.540001,1034000,34.424671
"2011-06-20",50.349998,51.43,50.349998,51.330002,746100,34.962776
"2011-06-21",51.669998,52.07,51.290001,51.68,658400,35.201164
"2011-06-22",51.59,52.279999,51.41,51.5,711700,35.07856
"2011-06-23",50.799999,51.439999,49.900002,51.080002,1011100,34.79248
"2011-06-24",51.189999,51.68,50.77,51.490002,1133600,35.071762
"2011-06-27",51.419998,52.27,51.380001,51.950001,668800,35.385075
"2011-06-28",52,52.740002,51.650002,52.689999,655300,35.889114
"2011-06-29",52.759998,53.470001,52.43,53.16,798200,36.20924
"2011-06-30",53.360001,53.939999,52.82,53.5,1087100,36.44083
"2011-07-01",53.560001,54.299999,53.439999,54.18,888800,36.904022
"2011-07-05",54.16,54.869999,53.860001,54.790001,905000,37.319492
"2011-07-06",54.66,55.529999,54.389999,55.400002,720500,37.735001
"2011-07-07",55.849998,56.5,55.540001,56.099998,995400,38.211792
"2011-07-08",55.310001,56.240002,54.98,56.200001,497200,38.279896
"2011-07-11",55.439999,55.709999,54.290001,54.310001,648700,36.992561
"2011-07-12",54.23,55.169998,53.98,54.099998,990100,36.849525
"2011-07-13",54.490002,54.970001,53.799999,53.84,915600,36.672421
"2011-07-14",54.080002,54.34,52.810001,53.18,931900,36.222866
"2011-07-15",53.25,54.009998,53.040001,53.919998,586400,36.72691
"2011-07-18",53.650002,53.779999,52.639999,53.209999,596300,36.243313
"2011-07-19",53.669998,54.290001,53.41,54.189999,767300,36.91082
"2011-07-20",54.400002,54.919998,54.189999,54.669998,708700,37.237766
"2011-07-21",54.950001,55.279999,54.860001,55.07,756500,37.510227
"2011-07-22",55.07,55.07,54.689999,54.860001,472300,37.367176
"2011-07-25",54.25,54.82,53.880001,54.32,521100,36.999371
"2011-07-26",54.349998,54.66,53.98,54.290001,566600,36.978939
"2011-07-27",53.93,54.040001,52.82,52.849998,949900,35.998096
"2011-07-28",52.799999,53.919998,52.360001,53.43,1109700,36.393158
"2011-07-29",52.599998,53.400002,51,53.130001,1167900,36.18882
"2011-08-01",53.790001,54.09,52.080002,52.59,1042200,35.821007
"2011-08-02",52.27,52.48,50.349998,50.5,1239500,34.397423
"2011-08-03",50.5,50.5,48.5,49.669998,1578200,33.832073
"2011-08-04",49.009998,49.049999,47.34,47.360001,2707000,32.258652
"2011-08-05",47.860001,47.990002,44.830002,45.939999,2054400,31.291435
"2011-08-08",44.380001,44.73,41.959999,41.970001,3318500,28.58732
"2011-08-09",42.830002,46.209999,42.169998,46.150002,2559800,31.434483
"2011-08-10",44.959999,47.560001,44.610001,45.580002,2635800,31.046232
"2011-08-11",45.98,50.389999,45.810001,49.330002,2203100,33.600491
