"","AA.Open","AA.High","AA.Low","AA.Close","AA.Volume","AA.Adjusted"
"2001-04-06",90.112503,90.112503,86.219643,87.4692,1677100,66.271576
"2001-04-09",87.997864,91.21788,87.997864,90.112503,1492200,68.274284
"2001-04-10",93.116249,96.071938,93.116249,94.317749,4614700,71.460388
"2001-04-11",94.317749,95.375069,93.116249,93.741028,2633300,71.023453
"2001-04-12",93.741028,94.077454,92.851921,93.69297,1820800,70.987022
"2001-04-16",93.69297,95.158798,93.020126,93.717003,1429800,71.005249
"2001-04-17",93.717003,93.717003,90.713249,91.746536,1632500,69.512299
"2001-04-18",91.914749,95.495216,91.914749,95.158798,3474200,72.097633
"2001-04-19",95.158798,95.519249,93.116249,94.774323,1638800,71.80632
"2001-04-20",94.774323,99.4842,94.6782,96.961052,3606900,73.463112
"2001-04-23",96.961052,98.234642,95.8797,97.129257,1935500,73.590523
"2001-04-24",97.129257,97.754044,95.110741,96.02388,1538900,72.753036
"2001-04-25",96.02388,97.321503,94.317749,97.29747,1542800,73.718025
"2001-04-26",97.29747,101.622871,96.744781,101.11824,2162000,76.612823
"2001-04-27",101.11824,102.127502,99.724503,100.90197,1422000,76.448952
"2001-04-30",100.90197,101.887199,98.402847,99.4842,1407300,75.374763
"2001-05-01",99.4842,100.084953,98.523003,99.724503,1153400,75.556847
"2001-05-02",99.724503,100.685699,97.657921,99.315987,1218700,75.520287
"2001-05-03",99.315987,99.892708,96.792839,98.258667,1139500,74.716316
"2001-05-04",98.258667,100.685699,96.720749,100.685699,993300,76.561852
"2001-05-07",100.685699,100.685699,97.321503,98.523003,942100,74.917297
"2001-05-08",98.523003,99.003601,96.336273,96.937019,1027300,73.711334
"2001-05-09",96.937019,99.676437,96.720749,99.436142,1117200,75.611687
"2001-05-10",99.70047,100.926003,99.70047,100.709732,1577900,76.580109
"2001-05-11",99.84465,99.84465,95.783577,96.768806,1594100,73.583427
"2001-05-14",96.768806,99.243896,96.144028,99.243896,1323800,75.4655
"2001-05-15",99.243896,101.454659,98.667183,100.926003,1716800,76.744591
"2001-05-16",100.926003,107.029617,100.445396,106.957527,3483800,81.330978
"2001-05-17",106.957527,109.841133,106.933502,107.558281,3644900,81.787804
"2001-05-18",107.558281,108.783813,105.491699,108.014847,1739500,82.134995
"2001-05-21",108.014847,109.67292,105.63588,109.000076,1698100,82.884148
"2001-05-22",109.000076,109.096199,104.530502,104.770798,1711700,79.668159
"2001-05-23",104.770798,105.85215,104.362289,104.72274,1534900,79.631607
"2001-05-24",104.72274,105.251404,101.863167,102.151527,1461200,77.67646
"2001-05-25",102.151527,104.242142,102.151527,103.713478,1070100,78.864189
"2001-05-29",103.713478,105.732002,103.569298,104.43438,1324900,79.412361
"2001-05-30",104.43438,104.79483,101.214363,101.791077,1222300,77.402382
"2001-05-31",101.791077,104.72274,101.767052,103.689453,1155400,78.845901
"2001-06-01",103.689453,105.99633,102.511978,104.57856,1425200,79.52198
"2001-06-04",104.57856,105.63588,104.049896,105.131248,1008600,79.942268
"2001-06-05",105.131248,108.086937,104.314232,107.750519,1517700,81.93396
"2001-06-06",107.750519,108.086937,104.554527,105.70797,1178000,80.380798
"2001-06-07",105.70797,106.789322,103.785568,104.602592,1406600,79.540276
"2001-06-08",104.482437,104.482437,101.430634,103.401093,613800,78.626617
"2001-06-11",103.401093,103.401093,99.84465,101.262421,880500,77.000366
"2001-06-12",98.523003,98.523003,95.567307,97.321503,2457100,74.003693
"2001-06-13",97.321503,99.436142,96.120003,96.864929,1662600,73.656532
"2001-06-14",96.864929,99.267929,93.717003,94.245659,1232800,71.664833
"2001-06-15",94.245659,95.759552,93.380577,93.644913,2212800,71.208
"2001-06-18",93.644913,94.293716,91.193848,91.314003,1886800,69.435501
"2001-06-19",91.314003,92.49147,89.391602,90.352798,1844900,68.704666
"2001-06-20",90.352798,92.13102,89.896233,91.506241,1693500,69.581734
"2001-06-21",92.851921,96.24015,92.851921,95.351044,2010300,72.505348
"2001-06-22",95.351044,95.999847,93.428642,93.957298,1031500,71.445526
"2001-06-25",93.596848,93.596848,90.953552,91.314003,1249800,69.435501
"2001-06-26",91.314003,92.899979,87.709503,91.578331,2155800,69.636543
