"","HON.Open","HON.High","HON.Low","HON.Close","HON.Volume","HON.Adjusted"
"2004-03-23",30.269482,30.765234,30.269482,30.422022,3062000,20.913383
"2004-03-24",30.288549,30.631763,30.031139,30.488758,3052900,20.959261
"2004-03-25",30.555492,31.461195,30.536427,31.337255,5035400,21.542559
"2004-03-26",31.156116,31.728138,31.003576,31.556532,2535700,21.693287
"2004-03-29",31.728138,32.214355,31.70907,31.890211,2604100,21.922686
"2004-03-30",31.947412,32.433632,31.756739,32.185757,2400500,22.125853
"2004-03-31",32.233425,32.433632,31.985548,32.271557,2882000,22.184837
"2004-04-01",32.262024,32.528969,32.19529,32.290627,2396000,22.197943
"2004-04-02",32.748241,32.891247,32.395496,32.643372,2329700,22.440435
"2004-04-05",32.462231,33.367935,32.462231,33.367935,2404600,22.938534
"2004-04-06",33.272598,33.539539,33.120056,33.406067,2676400,22.964737
"2004-04-07",33.22493,33.568142,32.643372,33.005653,2764300,22.68948
"2004-04-08",33.272598,33.463272,32.900784,33.043789,2533800,22.715696
"2004-04-12",33.043789,33.482338,32.986584,33.377468,1814100,22.94508
"2004-04-13",33.539539,33.558609,32.805447,32.986584,2287900,22.676373
"2004-04-14",32.843578,33.444202,32.71011,32.872181,2534500,22.597731
"2004-04-15",33.015186,33.120056,32.519436,32.891247,2328300,22.61083
"2004-04-16",33.062855,33.596741,32.910316,33.425137,3661600,22.977854
"2004-04-19",33.320267,33.539539,32.938915,33.015186,2983800,22.696037
"2004-04-20",33.129589,33.320267,32.405029,32.414562,2717700,22.283142
"2004-04-21",32.652905,32.757778,32.233425,32.385963,4538700,22.263475
"2004-04-22",32.366894,33.520473,32.223888,32.986584,4817400,22.676373
"2004-04-23",33.110523,33.291664,32.652905,33.253529,2260900,22.859882
"2004-04-26",33.196327,33.444202,33.034252,33.139126,1752000,22.781246
"2004-04-27",33.463272,34.254566,33.387001,33.787415,4738400,23.2269
"2004-04-28",33.84462,33.863686,33.263062,33.530006,3085400,23.049944
"2004-04-29",33.482338,34.311768,33.406067,33.587208,4657000,23.089268
"2004-04-30",33.634876,33.682545,32.719643,32.967518,3883300,22.663267
"2004-05-03",32.977051,33.444202,32.767311,32.957985,3066000,22.656719
"2004-05-04",32.948452,33.558609,32.81498,33.196327,2552900,22.82056
"2004-05-05",33.139126,33.377468,32.891247,32.99612,2231300,22.682928
"2004-05-06",32.738708,33.20586,32.519436,32.757778,1851000,22.519087
"2004-05-07",32.414562,32.881714,32.17622,32.338295,2045700,22.230711
"2004-05-10",31.93788,32.376431,31.470728,31.70907,3482800,21.798153
"2004-05-11",31.70907,32.061817,31.566065,31.785339,2625300,21.850594
"2004-05-12",31.804407,31.93788,31.232386,31.823475,3270200,21.876804
"2004-05-13",31.6042,32.166687,31.6042,31.956947,2210800,21.968557
"2004-05-14",31.947412,32.157154,31.413527,31.918812,1857300,21.942339
"2004-05-17",31.31819,31.871143,30.927307,31.079847,3475000,21.365599
"2004-05-18",31.051245,31.890211,30.98451,31.690002,3133500,21.917267
"2004-05-19",31.842543,32.290627,31.68047,31.737671,2959500,21.950243
"2004-05-20",31.461195,31.775806,31.117981,31.480261,2123200,21.772211
"2004-05-21",31.68047,32.014149,31.423059,31.756739,2001800,21.963432
"2004-05-24",31.956947,32.271557,31.613733,31.670935,2596300,21.904081
"2004-05-25",31.480261,32.09042,31.289587,32.033215,2302400,22.154638
"2004-05-26",31.918812,32.128551,31.613733,32.023682,3138000,22.14805
"2004-05-27",32.033215,32.4813,31.928345,32.214355,2175900,22.279928
"2004-05-28",32.300159,32.300159,31.766273,32.128551,1697800,22.220579
"2004-06-01",32.042751,32.185757,31.461195,31.651869,4130000,21.890894
"2004-06-02",31.670935,32.271557,31.661402,32.119019,2466500,22.21398
"2004-06-03",32.119019,32.204823,31.651869,31.690002,1597800,21.917267
"2004-06-04",31.928345,32.414562,31.756739,32.166687,1612000,22.24695
"2004-06-07",32.443165,33.272598,32.385963,33.072388,3024500,22.873348
"2004-06-08",33.10099,33.291664,32.805447,33.186794,2268100,22.952478
"2004-06-09",33.186794,33.701614,33.015186,33.406067,4495400,23.10412
"2004-06-10",33.406067,33.987625,33.406067,33.749283,4798800,23.341497
"2004-06-14",33.777882,34.13063,33.749283,33.968555,4085400,23.493145
"2004-06-15",34.082962,34.75032,33.367935,34.292702,4951600,23.717342
"2004-06-16",34.292702,34.378506,33.911354,34.368973,2233400,23.770092
"2004-06-17",34.197365,34.502441,34.054359,34.483376,2479500,23.849213
"2004-06-18",34.492908,34.979126,34.321304,34.836121,3598300,24.093168
"2004-06-21",34.731251,35.112598,34.492908,34.56918,2204500,23.908548
"2004-06-22",34.56918,35.169804,34.56918,35.045864,2602300,24.238226
"2004-06-23",35.036331,35.837162,34.817055,35.760891,3431100,24.732761
"2004-06-24",35.484413,35.503483,35.188869,35.331875,2707700,24.436045
"2004-06-25",35.160267,35.493946,34.75032,35.093533,3426200,24.271202
"2004-06-28",35.160267,35.560684,34.597778,34.645447,3207600,23.961304
"2004-06-29",34.511978,35.207935,34.473843,34.940994,2602800,24.165712
"2004-06-30",35.084,35.207935,34.740784,34.921925,2899900,24.152512
"2004-07-01",34.836121,35.055397,34.2355,34.378506,2889600,23.77668
"2004-07-02",33.987625,34.349903,33.749283,34.206898,2206500,23.657999
"2004-07-06",33.863686,34.073425,33.558609,33.93042,2824500,23.46678
"2004-07-07",33.72068,34.46431,33.61581,34.254566,2435600,23.690966
"2004-07-08",34.13063,34.454773,33.796951,33.882751,2697300,23.433805
"2004-07-09",33.987625,34.540577,33.94949,34.511978,2446000,23.868988
"2004-07-12",34.511978,34.55011,33.711147,34.2355,3334500,23.677776
"2004-07-13",34.178299,34.302235,33.768349,33.959023,3081600,23.486563
"2004-07-14",33.558609,34.111561,33.463272,33.816017,3101600,23.387648
"2004-07-15",33.796951,34.283169,33.663479,34.035294,4293800,23.539301
"2004-07-16",34.435707,34.807522,34.102028,34.702652,5185900,24.000864
"2004-07-19",34.797989,34.883789,33.911354,34.187832,3860000,23.644802
"2004-07-20",34.054359,34.311768,33.84462,34.225967,3575800,23.671185
"2004-07-21",34.797989,35.274673,34.559647,34.902859,6803100,24.139326
"2004-07-22",34.559647,35.122135,34.416641,34.893326,4073300,24.13274
"2004-07-23",34.912392,35.036331,34.492908,34.56918,2542300,23.908548
"2004-07-26",34.826588,35.112598,34.56918,34.769386,3361700,24.047012
"2004-07-27",35.036331,35.617886,34.902859,35.608353,4458200,24.627268
"2004-07-28",35.608353,36.418716,35.312809,36.332912,6781200,25.128376
"2004-07-29",36.351978,36.666592,36.09457,36.123173,4053900,24.983318
"2004-07-30",35.980167,36.09457,35.532082,35.856228,3568900,24.798697
"2004-08-02",35.179337,35.827625,35.179337,35.713223,4002100,24.699795
"2004-08-03",35.741825,35.88483,35.131668,35.274673,3607600,24.396488
"2004-08-04",34.46431,35.131668,34.378506,34.950527,5545100,24.172295
"2004-08-05",35.055397,35.131668,34.025757,34.102028,3528300,23.58547
"2004-08-06",33.84462,33.84462,32.834045,32.967518,5051700,22.800816
"2004-08-09",33.081921,33.434669,32.557568,32.99612,3913800,22.820599
"2004-08-10",33.177261,33.816017,33.081921,33.816017,3640000,23.387648
"2004-08-11",33.777882,34.073425,33.387001,33.968555,3775900,23.493145
"2004-08-12",33.94949,33.94949,32.671974,33.081921,3745400,22.879944
"2004-08-13",32.919849,33.177261,32.414562,33.177261,4547600,22.945885
"2004-08-16",33.034252,33.854153,32.900784,33.682545,3250600,23.295345
"2004-08-17",33.692078,33.987625,33.406067,33.491871,2395500,23.163473
"2004-08-18",33.034252,34.035294,32.900784,33.959023,3417000,23.618788
"2004-08-19",33.920887,34.016224,33.081921,33.320267,3244600,23.17453
"2004-08-20",33.167725,33.835083,33.043789,33.758816,2621800,23.479548
"2004-08-23",33.777882,34.025757,33.587208,33.673012,1640500,23.419861
"2004-08-24",33.892288,34.187832,33.873219,34.025757,2345900,23.665203
"2004-08-25",34.035294,34.940994,33.920887,34.788452,2790500,24.195656
"2004-08-26",34.645447,34.759853,34.302235,34.654984,1815700,24.102831
"2004-08-27",34.559647,34.931458,34.559647,34.759853,1335900,24.175781
"2004-08-30",34.702652,34.931458,34.016224,34.016224,2490700,23.658569
"2004-08-31",34.206898,34.378506,33.863686,34.302235,2302000,23.857494
"2004-09-01",34.187832,34.597778,33.84462,34.321304,1642300,23.870756
"2004-09-02",34.273636,34.96006,34.2355,34.874256,1769500,24.255333
"2004-09-03",34.797989,35.217472,34.683582,34.683582,2244600,24.122719
"2004-09-07",34.75032,35.350941,34.75032,35.131668,4262000,24.434368
"2004-09-08",34.969593,35.160267,34.616848,34.769386,4007200,24.182396
"2004-09-09",34.769386,34.912392,34.349903,34.635914,3600500,24.089571
"2004-09-10",34.44524,34.797989,34.368973,34.75032,3744000,24.169144
"2004-09-13",34.75032,35.045864,34.511978,34.979126,3629000,24.328274
"2004-09-14",34.893326,35.169804,34.826588,35.074467,2174300,24.394581
"2004-09-15",35.074467,35.255604,34.626381,34.683582,2120200,24.122719
"2004-09-16",34.654984,35.169804,34.56918,34.864723,2843100,24.248703
"2004-09-17",35.131668,35.274673,34.874256,35.026794,2854000,24.361429
"2004-09-20",34.740784,35.160267,34.597778,34.874256,2140800,24.255333
"2004-09-21",34.874256,34.988663,34.2355,34.483376,3504800,23.983479
"2004-09-22",34.197365,34.197365,33.596741,33.854153,3818500,23.545849
"2004-09-23",33.739746,33.987625,33.491871,33.84462,3091200,23.539213
"2004-09-24",33.701614,33.82555,33.558609,33.692078,1877700,23.433117
"2004-09-27",33.482338,33.701614,33.415604,33.453735,2886900,23.267347
"2004-09-28",33.463272,34.159229,33.367935,33.93042,3244200,23.598896
"2004-09-29",33.739746,34.264099,33.730213,34.025757,2537700,23.665203
"2004-09-30",33.882751,34.407104,33.873219,34.187832,3390400,23.77792
"2004-10-01",34.216431,35.074467,34.082962,35.045864,3639900,24.374685
"2004-10-04",35.141201,35.493946,34.817055,34.902859,3331900,24.27523
"2004-10-05",34.769386,35.103065,34.616848,34.807522,2009300,24.20892
"2004-10-06",34.807522,34.998196,34.531044,34.998196,2271300,24.341537
"2004-10-07",34.845657,34.874256,34.025757,34.025757,2939200,23.665203
"2004-10-08",33.835083,34.46431,33.701614,34.082962,3010300,23.704981
"2004-10-11",34.082962,34.273636,33.577675,33.882751,2358100,23.565739
"2004-10-12",33.653946,33.911354,33.549072,33.692078,2300700,23.433117
"2004-10-13",33.749283,34.206898,33.215393,33.482338,2781100,23.287249
"2004-10-14",33.472805,33.510941,32.843578,33.158192,2759600,23.061806
"2004-10-15",33.158192,33.749283,33.158192,33.367935,2238800,23.207684
"2004-10-18",33.367935,33.387001,32.986584,33.034252,3029200,22.975601
"2004-10-19",33.31073,33.939957,33.272598,33.787415,4285500,23.499434
"2004-10-20",33.787415,33.787415,31.6042,32.223888,10559600,22.411985
"2004-10-21",32.17622,32.300159,31.375391,31.461195,9409900,21.881523
"2004-10-22",31.489796,31.70907,31.117981,31.19425,6214100,21.69586
"2004-10-25",31.022644,31.289587,30.364819,30.7271,7469200,21.37096
"2004-10-26",30.927307,31.6042,30.870106,31.413527,7080300,21.848373
"2004-10-27",31.585133,32.147621,31.423059,31.785339,5593200,22.106974
"2004-10-28",31.794874,32.557568,31.70907,32.042751,4890300,22.286001
"2004-10-29",32.052284,32.567104,31.93788,32.109486,5241300,22.33242
"2004-11-01",32.185757,33.634876,32.128551,33.406067,8824000,23.234196
"2004-11-02",33.463272,33.463272,32.662441,32.843578,6432600,22.842979
"2004-11-03",33.367935,33.634876,33.139126,33.22493,3666900,23.108213
"2004-11-04",33.387001,33.968555,33.282131,33.911354,4658800,23.585629
"2004-11-05",34.082962,34.559647,33.892288,34.273636,4182600,23.837608
"2004-11-08",34.273636,34.740784,34.149696,34.511978,3079500,24.00337
"2004-11-09",34.521511,34.874256,34.426174,34.56918,3338000,24.043152
"2004-11-10",34.607315,35.084,34.607315,34.712185,3066200,24.14262
"2004-11-11",34.950527,35.06493,34.559647,34.864723,2299100,24.248703
"2004-11-12",34.817055,35.036331,34.56918,34.912392,2391600,24.28186
"2004-11-15",34.635914,34.740784,34.187832,34.492908,3054500,23.990108
"2004-11-16",34.492908,34.502441,33.94949,34.073425,2701300,23.698355
"2004-11-17",34.035294,34.407104,33.968555,34.225967,3146800,23.936163
"2004-11-18",34.416641,34.559647,34.225967,34.359436,1878800,24.029509
"2004-11-19",34.321304,34.426174,33.806484,33.806484,2868000,23.642796
"2004-11-22",33.892288,34.13063,33.463272,33.987625,2311900,23.769474
"2004-11-23",34.092495,34.416641,33.663479,34.063892,2837500,23.822815
"2004-11-24",34.006691,34.273636,33.892288,34.178299,2128800,23.902828
"2004-11-26",34.168762,34.388039,34.054359,34.054359,823700,23.816149
"2004-11-29",34.273636,34.540577,33.625343,33.93042,2692200,23.729475
"2004-11-30",33.82555,34.225967,33.577675,33.682545,2850300,23.556124
"2004-12-01",33.84462,34.693115,33.749283,34.635914,4096400,24.222866
"2004-12-02",34.635914,34.683582,34.035294,34.283169,2433900,23.976183
"2004-12-03",34.330837,34.416641,33.854153,34.016224,2415200,23.789476
"2004-12-06",34.025757,34.044827,33.482338,33.625343,2744900,23.516117
"2004-12-07",33.711147,33.749283,32.900784,32.977051,4653900,23.062729
"2004-12-08",33.034252,33.129589,32.528969,32.948452,4019400,23.042727
"2004-12-09",32.948452,33.053322,32.538502,32.957985,4914200,23.049398
"2004-12-10",33.348866,34.140163,33.129589,33.663479,7445900,23.542793
"2004-12-13",34.082962,35.055397,33.939957,34.75032,9175600,24.302877
"2004-12-14",34.321304,34.807522,34.121094,34.702652,5420500,24.269537
"2004-12-15",34.46431,34.607315,34.140163,34.330837,4090100,24.009502
"2004-12-16",33.968555,34.46431,33.768349,33.94949,4199600,23.742805
"2004-12-17",33.959023,34.359436,33.558609,33.711147,4856000,23.576113
"2004-12-20",33.892288,34.292702,33.82555,33.968555,3754100,23.756138
"2004-12-21",33.93042,34.187832,33.606277,34.044827,3778700,23.809483
"2004-12-22",34.044827,34.292702,33.854153,33.968555,3395100,23.756138
"2004-12-23",33.997158,34.359436,33.968555,34.035294,2205000,23.802811
"2004-12-27",34.044827,34.264099,33.882751,34.044827,2619700,23.809483
"2004-12-28",33.892288,34.674049,33.749283,34.388039,5404800,24.049509
"2004-12-29",34.511978,34.654984,33.882751,34.035294,4518400,23.802811
"2004-12-30",34.111561,34.2355,33.749283,33.749283,2490100,23.602797
"2004-12-31",33.61581,34.035294,33.61581,33.758816,1675300,23.609463
"2005-01-03",33.93042,34.302235,33.415604,33.653946,4043300,23.536116
"2005-01-04",33.61581,33.854153,32.729176,33.053322,5339800,23.116064
"2005-01-05",33.243996,33.415604,32.776844,32.957985,5562800,23.049398
"2005-01-06",32.957985,33.120056,32.69104,32.738708,4196800,22.896044
"2005-01-07",32.738708,32.938915,32.4813,32.614773,3844800,22.809364
"2005-01-10",32.4813,32.900784,32.061817,32.509899,4644900,22.736019
"2005-01-11",32.414562,32.81498,32.281094,32.414562,4768900,22.66935
"2005-01-12",32.652905,33.749283,32.452698,33.348866,5983400,23.322754
"2005-01-13",33.577675,33.653946,32.957985,32.967518,3690500,23.056053
"2005-01-14",33.301197,33.939957,33.234463,33.692078,5045800,23.562782
"2005-01-18",33.549072,34.216431,33.367935,34.178299,4970600,23.902828
"2005-01-19",34.140163,34.273636,33.701614,33.72068,2430500,23.582792
"2005-01-20",33.701614,33.93042,33.387001,33.530006,3250200,23.449432
"2005-01-21",33.644409,33.863686,33.348866,33.358398,3177900,23.329432
"2005-01-24",33.682545,33.892288,33.387001,33.530006,4473100,23.449432
"2005-01-25",33.577675,33.892288,33.367935,33.444202,3528200,23.389429
"2005-01-26",33.10099,34.111561,33.10099,34.082962,4785700,23.836149
"2005-01-27",33.987625,34.349903,33.787415,34.349903,3551200,24.022839
"2005-01-28",34.273636,34.75032,33.692078,34.025757,4472600,23.796148
"2005-01-31",34.102028,34.502441,33.93042,34.302235,4498700,23.989498
"2005-02-01",34.397572,34.664516,34.178299,34.378506,3707500,24.042845
"2005-02-02",34.654984,35.084,34.521511,35.026794,4774700,24.496227
"2005-02-03",35.06493,35.799026,34.979126,35.732288,7209800,24.98962
"2005-02-04",35.961098,36.266178,35.741825,36.085037,5133700,25.23632
"2005-02-07",35.942032,36.371048,35.770424,35.932499,5047000,25.129627
"2005-02-08",35.846695,35.942032,35.465347,35.760891,3829400,25.009628
"2005-02-09",35.741825,36.113636,35.532082,35.656021,3798800,24.936281
"2005-02-10",36.132706,36.723793,36.027836,36.666592,5013000,25.643024
"2005-02-11",36.485451,37.515091,36.485451,37.314884,5712800,26.09642
"2005-02-14",37.152809,37.658096,36.847733,37.467422,4201500,26.203098
"2005-02-15",37.467422,37.553226,37.152809,37.22908,5550100,26.036413
"2005-02-16",36.885868,37.038406,36.542652,36.695194,4301500,25.806036
"2005-02-17",36.847733,36.990738,36.123173,36.151772,3554000,25.423872
"2005-02-18",36.151772,36.418716,35.980167,36.313847,2920100,25.537853
"2005-02-22",35.942032,36.19944,35.532082,35.532082,3755100,24.988075
"2005-02-23",35.656021,35.856228,35.331875,35.636951,2688900,25.061819
"2005-02-24",35.532082,36.037369,35.293739,35.922962,2947900,25.262964
"2005-02-25",35.789494,36.475918,35.770424,36.351978,2812700,25.564674
"2005-02-28",36.189907,36.50452,35.779957,36.19944,2434600,25.457396
"2005-03-01",36.19944,36.456852,35.789494,35.922962,3469200,25.262964
"2005-03-02",35.922962,36.418716,35.636951,36.008766,3049800,25.323305
"2005-03-03",36.085037,36.628456,35.856228,36.228043,3039500,25.477505
"2005-03-04",36.514053,36.904934,36.266178,36.876331,2881200,25.933422
"2005-03-07",37.067009,37.324417,36.809597,36.933537,2893900,25.973648
"2005-03-08",36.933537,37.057472,36.637989,36.914467,3051600,25.960238
"2005-03-09",36.628456,37.047939,36.256641,36.342445,3564600,25.557968
"2005-03-10",36.447315,36.733326,36.037369,36.561722,3475900,25.712168
"2005-03-11",36.8382,37.22908,36.580788,36.723793,5207100,25.826147
"2005-03-14",36.962135,37.295815,36.924,37.086075,4038300,26.080917
"2005-03-15",37.086075,37.35302,36.895401,37.22908,5180000,26.181499
"2005-03-16",36.990738,37.143276,36.189907,36.371048,3042900,25.578077
"2005-03-17",36.533119,36.8382,36.32338,36.637989,2974200,25.765808
"2005-03-18",36.637989,36.962135,36.390114,36.628456,5617000,25.759098
"2005-03-21",36.514053,36.657059,36.21851,36.50452,2948400,25.671942
"2005-03-22",36.456852,36.971672,36.371048,36.456852,3294400,25.638432
"2005-03-23",36.361515,36.60939,35.522549,35.541615,5601300,24.994783
"2005-03-24",35.713223,35.808559,35.417679,35.436745,4432900,24.92103
"2005-03-28",35.465347,35.770424,35.341408,35.350941,3626500,24.860685
"2005-03-29",35.274673,35.417679,34.578712,34.788452,5483000,24.46512
"2005-03-30",34.864723,35.484413,34.864723,35.417679,3813800,24.907614
"2005-03-31",35.465347,35.732288,35.198402,35.47488,3747300,24.947844
"2005-04-01",35.751358,35.88483,35.036331,35.274673,3560900,24.807049
"2005-04-04",35.379543,35.465347,35.026794,35.122135,4066000,24.699783
"2005-04-05",35.141201,35.493946,35.036331,35.389076,2653000,24.887503
"2005-04-06",35.513016,36.037369,35.446278,35.837162,3076000,25.202621
"2005-04-07",35.961098,36.142239,35.865761,36.104103,2141000,25.390345
"2005-04-08",36.132706,36.313847,35.675087,35.827625,2071800,25.195921
"2005-04-11",35.808559,35.951565,35.589283,35.636951,1777200,25.061819
"2005-04-12",35.675087,35.942032,35.131668,35.70369,3701800,25.108761
"2005-04-13",35.513016,35.799026,35.217472,35.312809,2993200,24.833868
"2005-04-14",35.322342,35.484413,34.321304,34.645447,4729700,24.364548
"2005-04-15",34.416641,34.912392,33.987625,33.997158,4289000,23.908628
"2005-04-18",33.558609,34.674049,33.396534,34.168762,3487500,24.02932
"2005-04-19",34.102028,34.845657,34.006691,34.797989,3147600,24.471819
"2005-04-20",34.607315,35.227005,33.749283,33.777882,4773300,23.754425
"2005-04-21",34.273636,34.702652,33.939957,34.674049,4255300,24.384659
"2005-04-22",34.693115,34.721718,33.901821,34.368973,2649000,24.170116
"2005-04-25",34.654984,34.817055,34.349903,34.626381,2349500,24.351137
"2005-04-26",34.626381,34.845657,34.187832,34.607315,4447000,24.337725
"2005-04-27",34.454773,34.817055,34.168762,34.664516,2384300,24.377958
"2005-04-28",34.426174,34.731251,34.216431,34.254566,3155300,24.089655
"2005-04-29",34.330837,34.702652,33.577675,34.092495,5697000,23.975674
"2005-05-02",34.092495,34.473843,33.959023,34.473843,3514300,24.243855
"2005-05-03",34.473843,34.511978,33.530006,33.653946,6816400,23.667267
"2005-05-04",33.711147,34.225967,33.711147,33.863686,4067700,23.814775
"2005-05-05",33.978088,34.016224,33.301197,33.530006,3880000,23.580109
"2005-05-06",33.577675,35.961098,33.577675,35.131668,18717600,24.706474
"2005-05-09",34.940994,35.589283,34.34037,35.150734,5033600,24.719881
"2005-05-10",34.817055,35.322342,34.654984,34.826588,3399900,24.491932
"2005-05-11",34.893326,35.188869,34.368973,34.96006,4394800,24.585796
"2005-05-12",34.931458,35.293739,34.473843,34.578712,2579500,24.317617
"2005-05-13",34.712185,34.950527,33.939957,34.254566,3448400,24.089655
"2005-05-16",34.159229,34.921925,33.749283,34.826588,3454800,24.491932
"2005-05-17",34.559647,34.778919,33.978088,34.502441,5808000,24.263975
"2005-05-18",34.607315,35.227005,34.473843,35.188869,4687600,24.895561
"2005-05-19",35.217472,35.493946,34.96006,35.417679,3610400,25.05744
"2005-05-20",35.465347,35.465347,35.036331,35.417679,3288300,25.05744
"2005-05-23",35.341408,35.722755,35.188869,35.522549,2927500,25.131643
"2005-05-24",35.303272,35.694157,35.284206,35.532082,2177200,25.13839
"2005-05-25",35.341408,35.446278,34.778919,34.921925,2783500,24.706705
"2005-05-26",35.06493,35.274673,34.797989,34.940994,3648000,24.7202
"2005-05-27",34.893326,34.998196,34.807522,34.921925,2144700,24.706705
"2005-05-31",34.874256,34.921925,34.46431,34.540577,3153400,24.436903
"2005-06-01",34.540577,34.883789,34.388039,34.778919,4339900,24.605534
"2005-06-02",34.797989,35.017262,34.607315,34.921925,2371600,24.706705
"2005-06-03",34.721718,34.988663,34.55011,34.645447,2826600,24.511097
"2005-06-06",34.607315,34.797989,34.435707,34.664516,2392000,24.524593
"2005-06-07",34.75032,34.979126,34.597778,34.683582,2870900,24.538084
"2005-06-08",34.845657,34.979126,34.378506,34.44524,1932400,24.369465
"2005-06-09",34.378506,34.502441,34.149696,34.46431,3504600,24.382948
"2005-06-10",34.797989,34.893326,34.378506,34.702652,2675200,24.551575
"2005-06-13",34.559647,34.921925,34.330837,34.416641,3847200,24.349226
"2005-06-14",34.416641,35.122135,34.388039,35.122135,5113800,24.848356
"2005-06-15",35.322342,35.694157,35.179337,35.560684,5275100,25.158621
"2005-06-16",35.694157,36.32338,35.274673,36.30431,5544000,25.684713
"2005-06-17",36.552189,36.552189,35.865761,36.342445,6596800,25.711704
"2005-06-20",36.104103,36.256641,35.837162,36.065968,2899700,25.516094
"2005-06-21",35.970631,36.19944,35.779957,35.951565,3004300,25.435158
"2005-06-22",35.980167,36.32338,35.779957,35.951565,2708400,25.435158
"2005-06-23",36.046902,36.256641,35.513016,35.646488,4558600,25.21933
"2005-06-24",35.541615,35.627419,34.931458,34.988663,4655100,24.753929
"2005-06-27",34.817055,35.074467,34.264099,34.607315,4213500,24.484129
"2005-06-28",34.826588,35.246071,34.559647,35.246071,4237400,24.936029
"2005-06-29",35.37001,35.389076,35.074467,35.207935,2799300,24.909058
"2005-06-30",35.036331,35.274673,34.902859,34.921925,4470400,24.706705
"2005-07-01",34.921925,35.198402,34.426174,34.588245,2849700,24.470633
"2005-07-05",34.264099,34.559647,34.178299,34.283169,4443600,24.254795
"2005-07-06",34.187832,34.511978,33.692078,33.787415,4081400,23.90406
"2005-07-07",33.291664,33.787415,32.891247,33.758816,6552800,23.883831
"2005-07-08",33.84462,34.368973,33.415604,34.34037,3292500,24.295271
"2005-07-11",34.702652,34.75032,34.063892,34.216431,3802600,24.207582
"2005-07-12",34.13063,34.56918,34.082962,34.416641,3880600,24.349226
"2005-07-13",34.2355,34.654984,34.13063,34.492908,3901900,24.403185
"2005-07-14",34.797989,35.017262,34.645447,34.902859,4604400,24.693226
"2005-07-15",34.912392,35.084,34.740784,34.864723,4106100,24.666233
"2005-07-18",34.731251,35.255604,34.693115,35.026794,4482900,24.780907
"2005-07-19",35.179337,35.846695,35.169804,35.846695,6865400,25.360966
"2005-07-20",36.228043,36.943069,34.559647,36.924,9650600,26.123148
"2005-07-21",36.637989,37.314884,36.237576,36.742863,6774400,25.994997
"2005-07-22",36.895401,37.143276,36.151772,36.418716,3071500,25.765665
"2005-07-25",36.418716,36.418716,35.980167,36.056435,2565700,25.509357
"2005-07-26",36.056435,36.475918,35.865761,36.266178,2580600,25.65774
"2005-07-27",36.361515,36.628456,35.999233,36.247108,2335700,25.644251
"2005-07-28",37.067009,37.22908,36.742863,37.171879,4337200,26.298513
"2005-07-29",37.095608,37.658096,36.885868,37.448357,5599800,26.49411
"2005-08-01",37.448357,37.448357,36.752396,36.971672,4139600,26.156878
"2005-08-02",37.057472,37.476955,36.962135,37.429287,2990200,26.480627
"2005-08-03",37.305351,37.305351,36.981205,37.114677,2548100,26.258049
"2005-08-04",37.114677,37.12421,36.761929,36.809597,2691600,26.042208
"2005-08-05",36.657059,36.943069,36.428249,36.685658,2300000,25.954527
"2005-08-08",36.800064,36.952602,36.542652,36.637989,2274100,25.920799
"2005-08-09",36.657059,37.22908,36.657059,37.057472,2396900,26.217575
"2005-08-10",37.086075,37.200478,36.456852,36.618923,3866300,25.90731
"2005-08-11",36.60939,37.028873,36.428249,37.028873,3719400,26.197342
"2005-08-12",36.71426,36.904934,36.161304,36.50452,2424500,25.82637
"2005-08-15",36.380581,37.114677,36.247108,37.057472,2579200,26.217575
"2005-08-16",36.962135,37.057472,36.247108,36.256641,2674600,25.650995
"2005-08-17",36.132706,36.971672,35.970631,36.685658,3690600,26.103048
"2005-08-18",36.542652,36.704727,36.228043,36.361515,2560700,25.87241
"2005-08-19",36.523586,36.637989,36.294777,36.437782,2052000,25.92667
"2005-08-22",36.552189,36.914467,36.390114,36.618923,2161500,26.055573
"2005-08-23",36.771461,36.857265,36.32338,36.447315,2666700,25.93346
"2005-08-24",36.456852,36.552189,36.104103,36.161304,2702100,25.729952
"2005-08-25",36.046902,36.50452,35.865761,36.247108,2291700,25.791
"2005-08-26",36.132706,36.466385,36.056435,36.247108,2170000,25.791
"2005-08-29",36.008766,36.428249,35.999233,36.313847,2493600,25.838491
"2005-08-30",36.09457,36.418716,35.894363,36.351978,3392100,25.865618
"2005-08-31",36.533119,36.704727,36.09457,36.494984,3677300,25.967371
"2005-09-01",36.447315,36.685658,36.19944,36.514053,2686800,25.980946
"2005-09-02",36.514053,36.666592,36.142239,36.19944,2041900,25.75708
"2005-09-06",36.447315,36.971672,36.437782,36.790531,2415700,26.177668
"2005-09-07",36.628456,36.780994,36.409184,36.733326,3534200,26.136963
"2005-09-08",36.514053,36.628456,36.390114,36.514053,2733200,25.980946
"2005-09-09",36.514053,37.038406,36.466385,37.009804,2885900,26.333679
"2005-09-12",37.028873,37.076542,36.695194,37.000271,2807600,26.326897
"2005-09-13",37.000271,37.35302,36.800064,37.143276,3939400,26.428663
"2005-09-14",37.267216,37.267216,36.809597,36.971672,4215600,26.306555
"2005-09-15",36.990738,37.171879,36.637989,36.800064,3514800,26.184444
"2005-09-16",37.219547,37.543694,37.057472,37.45789,5803500,26.652521
"2005-09-19",37.324417,37.33395,36.371048,36.514053,3130300,25.980946
