"","DRI.Open","DRI.High","DRI.Low","DRI.Close","DRI.Volume","DRI.Adjusted"
"2004-06-23",19.084764,19.531715,18.87023,18.95068,2245800,12.368776
"2004-06-24",18.905985,19.138399,18.557364,18.610998,2070400,12.14707
"2004-06-25",18.637815,18.700388,18.333889,18.423279,2704700,12.024554
"2004-06-28",18.503731,18.68251,18.235559,18.253439,1060100,11.913697
"2004-06-29",18.280254,18.476913,18.14617,18.190865,1220800,11.87286
"2004-06-30",18.190865,18.450096,18.119352,18.369644,1627300,11.98955
"2004-07-01",18.459036,18.593121,18.235559,18.289194,1120700,11.937032
"2004-07-02",18.280254,18.387524,18.172987,18.172987,845800,11.861195
"2004-07-06",18.199804,18.235559,18.012085,18.110415,788000,11.820349
"2004-07-07",18.038902,18.324949,18.038902,18.06572,941700,11.79118
"2004-07-08",18.083597,18.199804,18.003145,18.101475,1133900,11.81451
"2004-07-09",18.459036,18.637815,18.235559,18.369644,1585500,11.98955
"2004-07-12",18.414339,18.879168,18.333889,18.727205,1198500,12.222916
"2004-07-13",18.798717,18.941742,18.718266,18.7719,1357100,12.25209
"2004-07-14",18.7719,19.075827,18.655693,18.78084,972100,12.257923
"2004-07-15",18.78084,19.111582,18.754023,19.084764,994100,12.456291
"2004-07-16",19.093704,19.156277,18.789778,19.093704,859800,12.462125
"2004-07-19",19.093704,19.299301,18.95068,19.192034,1086300,12.526308
"2004-07-20",19.183094,19.335056,19.084764,19.335056,1627400,12.619647
"2004-07-21",19.281424,19.48702,18.986437,19.174154,910600,12.514634
"2004-07-22",19.022192,19.308241,18.941742,19.236729,1156600,12.555472
"2004-07-23",19.183094,19.245667,18.995375,19.227789,888100,12.549643
"2004-07-26",19.174154,19.326118,19.156277,19.290361,743700,12.590478
"2004-07-27",19.236729,19.370813,19.129459,19.165216,1618900,12.508802
"2004-07-28",19.120522,19.174154,18.825535,19.102642,832100,12.467956
"2004-07-29",19.084764,19.218849,18.968557,19.192034,796300,12.526308
"2004-07-30",19.138399,19.138399,18.76296,19.066887,779000,12.444623
"2004-08-02",18.995375,19.272484,18.754023,19.120522,771100,12.479631
"2004-08-03",19.200972,19.200972,18.789778,18.95068,934100,12.368776
"2004-08-04",18.86129,18.932802,18.530546,18.914925,692800,12.345439
"2004-08-05",18.816595,18.825535,18.05678,18.190865,1899800,11.87286
"2004-08-06",18.05678,18.074657,17.824366,17.97633,1412600,11.732834
"2004-08-09",17.922695,18.14617,17.895878,17.994207,525300,11.744503
"2004-08-10",17.985268,18.155109,17.931635,18.021025,771300,11.762009
"2004-08-11",17.96739,17.97633,17.717098,17.78861,1053100,11.610317
"2004-08-12",17.565134,17.574074,17.25227,17.34166,1861500,11.318597
"2004-08-13",17.431049,17.654526,17.25227,17.359537,994600,11.330264
"2004-08-16",17.314842,17.690281,17.279087,17.609831,898300,11.493626
"2004-08-17",17.618769,17.949512,17.556196,17.574074,899900,11.47029
"2004-08-18",17.591951,17.931635,17.520439,17.904818,602900,11.686156
"2004-08-19",17.78861,17.878,17.636646,17.672403,687600,11.534468
"2004-08-20",17.565134,18.119352,17.556196,18.083597,1293700,11.802846
"2004-08-23",18.029963,18.262377,18.029963,18.217682,1016400,11.890361
"2004-08-24",18.280254,18.68251,18.271317,18.628876,1393800,12.158742
"2004-08-25",18.566303,19.057947,18.333889,18.968557,1791100,12.380445
"2004-08-26",18.95068,18.95962,18.727205,18.834473,1087800,12.292928
"2004-08-27",18.905985,19.084764,18.86129,19.022192,669600,12.415447
"2004-08-30",19.022192,19.022192,18.76296,18.798717,660500,12.269595
"2004-08-31",18.86129,18.86129,18.655693,18.78084,674400,12.257923
"2004-09-01",18.816595,18.95962,18.628876,18.95068,696400,12.368776
"2004-09-02",18.95962,18.95962,18.172987,18.700388,2502800,12.205419
"2004-09-03",18.727205,19.066887,18.655693,18.95962,575300,12.374606
"2004-09-07",18.95962,19.04007,18.879168,19.04007,659300,12.427116
"2004-09-08",18.977497,19.192034,18.95068,19.022192,481200,12.415447
"2004-09-09",19.129459,19.326118,18.968557,19.031132,665800,12.421287
"2004-09-10",18.968557,18.986437,18.68251,18.7719,1079400,12.25209
"2004-09-13",18.664633,18.834473,18.664633,18.834473,591600,12.292928
"2004-09-14",18.834473,18.879168,18.691448,18.807655,483200,12.275425
"2004-09-15",18.86129,18.86129,18.673571,18.700388,542300,12.205419
"2004-09-16",18.745083,18.995375,18.736143,18.932802,391800,12.357108
"2004-09-17",18.995375,19.049009,18.7719,18.807655,657100,12.275425
"2004-09-20",18.709328,18.905985,18.593121,18.76296,587900,12.246257
"2004-09-21",18.745083,19.218849,18.691448,19.218849,845600,12.543809
"2004-09-22",19.218849,19.218849,18.897045,18.932802,1789900,12.357108
"2004-09-23",19.013252,20.327286,19.004314,20.121689,4015100,13.133077
"2004-09-24",20.211079,20.845749,20.166384,20.675907,2260800,13.494798
"2004-09-27",20.532883,20.702724,20.273651,20.586517,1402300,13.436454
"2004-09-28",20.523945,20.631212,19.978664,20.55076,1555800,13.413121
"2004-09-29",21.230125,21.230125,20.899382,20.908321,1730500,13.646492
"2004-09-30",20.961954,20.970894,20.675907,20.845749,1391200,13.605653
"2004-10-01",20.961954,21.185431,20.783175,21.006651,713000,13.710677
"2004-10-04",21.167553,21.35527,21.015589,21.185431,908800,13.827355
"2004-10-05",21.534052,22.3475,21.337393,21.891611,2955900,14.288276
"2004-10-06",21.945246,22.293865,21.837976,22.141903,1325900,14.475277
"2004-10-07",22.141903,22.240232,21.882671,21.918428,1291600,14.32918
"2004-10-08",21.873734,22.3475,21.829039,21.855856,836600,14.288272
"2004-10-11",21.864794,21.989941,21.44466,21.498295,605700,14.054518
"2004-10-12",21.498295,21.694954,21.391027,21.694954,1091800,14.183084
"2004-10-13",21.766464,22.07933,21.694954,21.855856,822400,14.288272
"2004-10-14",21.900551,21.954184,21.525112,21.730709,1041700,14.206458
"2004-10-15",21.855856,22.025696,21.775404,21.936306,573600,14.340869
"2004-10-18",21.855856,21.855856,21.498295,21.846916,932000,14.282429
"2004-10-19",21.846916,21.981001,21.659197,21.677074,450900,14.171398
"2004-10-20",21.677074,21.802221,21.292698,21.730709,1119700,14.206458
"2004-10-21",21.587685,21.587685,21.158613,21.212248,919000,13.867514
"2004-10-22",21.310575,21.346333,20.890444,20.997711,626600,13.727262
"2004-10-25",20.899382,20.899382,20.586517,20.809992,423400,13.604546
"2004-10-26",20.783175,21.36421,20.756357,21.337393,882900,13.949327
"2004-10-27",21.27482,21.54299,21.212248,21.221186,846900,13.873359
"2004-10-28",21.230125,21.578747,21.051346,21.471478,632600,14.03699
"2004-10-29",21.498295,21.918428,21.498295,21.900551,1304100,14.317493
"2004-11-01",21.900551,22.35644,21.641319,22.33856,1357300,14.603843
"2004-11-02",22.231293,22.570974,21.936306,22.007818,1227900,14.387626
"2004-11-03",22.106148,22.3475,22.106148,22.25811,711200,14.551247
"2004-11-04",22.311745,23.786678,22.311745,23.733046,2710800,15.515487
"2004-11-05",23.706228,24.117422,23.509569,24.063787,1348600,15.73171
"2004-11-08",23.992275,24.117422,23.688351,23.688351,829200,15.486272
"2004-11-09",23.688351,24.090605,23.500631,23.920765,1010400,15.638212
"2004-11-10",23.929703,24.269384,23.86713,24.072727,917600,15.737556
"2004-11-11",24.242567,24.242567,23.840313,24.117422,823500,15.766778
"2004-11-12",24.171057,24.349836,23.822435,24.206812,1378200,15.825211
"2004-11-15",24.224689,24.385592,24.001215,24.108482,866300,15.760928
"2004-11-16",24.05485,24.081667,23.741983,23.759863,638900,15.533016
"2004-11-17",23.813496,24.197872,23.786678,23.911825,1036900,15.632365
"2004-11-18",24.03697,24.05485,23.500631,23.849253,1166700,15.591457
"2004-11-19",23.804558,23.822435,23.223522,23.223522,805100,15.182384
"2004-11-22",23.2414,23.96546,23.2414,23.94758,1487900,15.65574
"2004-11-23",24.001215,24.510738,23.858191,24.403469,1882700,15.953781
"2004-11-24",24.394531,24.75209,24.394531,24.582251,869000,16.070652
"2004-11-26",24.492861,24.76103,24.403469,24.501799,153000,16.018063
"2004-11-29",24.510738,24.582251,24.072727,24.385592,650400,15.942089
"2004-11-30",24.269384,24.519676,24.126362,24.367714,1557600,15.930398
"2004-12-01",24.492861,24.564371,24.251507,24.430286,851800,15.971306
"2004-12-02",24.439226,24.573311,24.260447,24.358774,442500,15.924559
"2004-12-03",24.349836,24.591188,24.144239,24.501799,1558500,16.018063
"2004-12-06",24.501799,24.644823,24.144239,24.564371,1257400,16.058968
"2004-12-07",24.582251,24.609068,24.349836,24.466043,1257400,15.994681
"2004-12-08",24.448166,24.895115,24.412409,24.76103,924400,16.187534
"2004-12-09",24.76103,24.76997,24.439226,24.76997,863700,16.193375
"2004-12-10",24.76997,25.136469,24.626945,25.127529,1690500,16.427137
"2004-12-13",25.511906,25.511906,25.056017,25.073895,1180100,16.392065
"2004-12-14",25.073895,25.172224,24.993444,25.047077,863700,16.374538
"2004-12-15",25.073895,25.216919,25.0292,25.073895,928500,16.392065
"2004-12-16",25.136469,25.163284,24.805725,24.93981,1564600,16.304409
"2004-12-17",25.0292,25.0292,23.795618,23.795618,2476800,15.556399
"2004-12-20",24.1353,24.358774,23.938643,24.340897,1768200,15.912874
"2004-12-21",24.519676,24.805725,24.287264,24.376654,1312000,15.936252
"2004-12-22",24.555433,24.993444,24.421349,24.698458,1190000,16.146626
"2004-12-23",24.707396,24.716335,24.1353,24.555433,1172000,16.053118
"2004-12-27",24.626945,24.662701,24.019093,24.019093,757300,15.702486
"2004-12-28",24.1353,24.716335,24.108482,24.716335,636900,16.158314
"2004-12-29",24.716335,24.868298,24.555433,24.67164,373300,16.129093
"2004-12-30",24.680578,24.93981,24.546494,24.886175,725900,16.26935
"2004-12-31",24.93981,24.993444,24.76103,24.796785,405800,16.210911
"2005-01-03",24.796785,24.85936,24.1353,24.331959,1176000,15.907025
"2005-01-04",24.492861,24.537556,24.072727,24.269384,939100,15.86612
"2005-01-05",24.197872,24.197872,23.393364,23.572144,2119300,15.410299
"2005-01-06",23.509569,24.618006,23.509569,24.466043,1674600,15.994681
"2005-01-07",25.9231,26.37005,25.324186,25.359943,6374800,16.579079
"2005-01-10",25.422516,25.502968,24.957687,25.243736,1826600,16.503099
"2005-01-11",25.0292,25.297371,24.85042,25.216919,1350700,16.485571
"2005-01-12",25.225859,25.842649,25.225859,25.83371,2327600,16.888802
"2005-01-13",25.851587,26.227026,25.797955,25.878405,2483400,16.918022
"2005-01-14",25.83371,25.958857,25.690685,25.690685,2215600,16.79529
"2005-01-18",25.806892,26.298538,25.699625,26.298538,2468600,17.192675
"2005-01-19",26.298538,26.325356,25.896282,25.9231,2091600,16.947233
"2005-01-20",25.762197,25.762197,25.118589,25.118589,2198000,16.421291
"2005-01-21",25.172224,25.359943,24.725273,24.778908,1490800,16.199226
"2005-01-24",24.787848,24.94875,24.67164,24.805725,1453800,16.216753
"2005-01-25",24.85042,25.342066,24.76997,25.234797,1554900,16.497259
"2005-01-26",25.252674,25.75326,25.252674,25.610235,1368000,16.742699
"2005-01-27",25.601295,26.012489,25.520845,25.976734,1477700,16.982296
"2005-01-28",25.9231,26.325356,25.672808,25.994612,2053800,16.993992
"2005-01-31",26.37005,26.486258,26.253843,26.423683,1747700,17.274494
"2005-02-01",26.414745,26.423683,26.092941,26.235966,1318800,17.15177
"2005-02-02",26.316416,26.325356,25.860527,26.137636,1283300,17.087492
"2005-02-03",26.012489,26.164454,25.726442,26.137636,1220600,17.087492
"2005-02-04",25.520845,25.529783,25.073895,25.199041,2508400,16.473873
"2005-02-07",25.118589,25.476151,24.921932,25.315248,1614800,16.549856
"2005-02-08",25.315248,25.458273,25.172224,25.440393,1296100,16.631668
"2005-02-09",25.386761,25.681747,25.091772,25.145407,993300,16.43882
"2005-02-10",25.163284,25.56554,25.0292,25.485088,1118000,16.660889
"2005-02-11",25.494028,25.789015,25.118589,25.717503,1055800,16.812824
"2005-02-14",25.610235,25.842649,25.556601,25.592358,631000,16.73101
"2005-02-15",25.592358,25.699625,25.324186,25.65493,995900,16.771925
"2005-02-16",25.637053,25.637053,24.895115,24.93087,1256800,16.298569
"2005-02-17",24.895115,24.921932,24.564371,24.787848,1180600,16.205057
"2005-02-18",24.787848,24.787848,24.197872,24.260447,1580800,15.860276
"2005-02-22",24.260447,24.591188,24.028032,24.126362,1072000,15.772614
"2005-02-23",24.314079,24.340897,24.1353,24.179995,915700,15.807685
"2005-02-24",24.179995,24.483921,24.081667,24.349836,1037100,15.918719
"2005-02-25",24.403469,24.573311,24.153177,24.573311,1101400,16.064814
"2005-02-28",24.448166,24.734213,23.893948,23.95652,1792100,15.661584
"2005-03-01",24.090605,24.778908,24.081667,24.609068,1458200,16.088188
"2005-03-02",24.626945,25.0292,24.367714,24.957687,1360200,16.316097
"2005-03-03",24.984505,25.190102,24.716335,25.127529,999500,16.427137
"2005-03-04",25.297371,25.789015,24.84148,25.601295,1096200,16.736851
"2005-03-07",25.806892,26.057184,25.699625,25.851587,715500,16.900482
"2005-03-08",25.762197,25.851587,25.467211,25.56554,729300,16.713478
"2005-03-09",25.56554,25.56554,24.519676,24.787848,1277400,16.205057
"2005-03-10",24.787848,24.787848,24.278324,24.573311,1022700,16.064814
"2005-03-11",24.573311,24.716335,24.323019,24.626945,1035500,16.099874
"2005-03-14",24.743153,24.886175,24.439226,24.501799,1450300,16.018063
"2005-03-15",24.582251,24.689518,24.233629,24.242567,1497000,15.84859
"2005-03-16",24.179995,24.179995,23.044743,23.464874,2454400,15.340174
"2005-03-17",23.616838,23.911825,23.527449,23.849253,1566900,15.591457
"2005-03-18",23.911825,24.269384,23.831373,24.171057,2336700,15.801835
"2005-03-21",24.314079,24.716335,24.206812,24.591188,1457600,16.076498
"2005-03-22",24.537556,25.207979,24.528616,24.626945,1758100,16.099874
"2005-03-23",24.680578,24.76103,24.224689,24.466043,1427100,15.994681
"2005-03-24",26.280661,27.156681,26.182331,26.816999,8447700,17.531626
"2005-03-28",26.736549,27.031536,26.378988,26.816999,2921400,17.531626
"2005-03-29",26.63822,27.317583,26.45944,27.183498,2396100,17.771223
"2005-03-30",26.951084,27.916496,26.906389,27.496365,2712000,17.975761
"2005-03-31",27.380157,27.62151,27.201378,27.424852,2261500,17.929007
"2005-04-01",27.53212,27.961191,27.53212,27.755594,2695700,18.145226
"2005-04-04",28.381325,28.381325,27.53212,27.701962,1752300,18.110165
"2005-04-05",27.657267,27.934376,27.612572,27.728779,1587900,18.127701
"2005-04-06",27.728779,27.862864,27.648327,27.719839,1023600,18.145262
"2005-04-07",27.728779,27.791351,27.487425,27.710899,1569900,18.139402
"2005-04-08",27.62151,27.746656,27.398035,27.541059,1151200,18.028229
"2005-04-11",27.737717,28.166788,27.737717,28.077398,1916300,18.379316
"2005-04-12",27.934376,28.113155,27.648327,27.943314,1577400,18.291542
"2005-04-13",28.095278,28.354507,27.871801,27.952253,1925800,18.297394
"2005-04-14",27.934376,27.934376,27.567877,27.567877,1440700,18.045782
"2005-04-15",27.487425,27.728779,27.147743,27.281828,1825200,17.85854
"2005-04-18",27.281828,27.514242,26.933207,27.406975,1467000,17.940458
"2005-04-19",27.496365,27.719839,27.389095,27.541059,1512200,18.028229
"2005-04-20",27.648327,27.710899,26.968964,27.022596,1256100,17.688843
"2005-04-21",27.147743,27.53212,26.977901,27.308645,1124600,17.876093
"2005-04-22",27.317583,27.478485,27.120926,27.210316,1197400,17.811728
"2005-04-25",26.951084,27.460608,26.602465,27.43379,1881900,17.958008
"2005-04-26",27.43379,27.603632,27.013659,27.031536,1679200,17.694698
"2005-04-27",27.120926,27.308645,26.763367,27.031536,1271900,17.694698
"2005-04-28",26.843817,27.085171,26.593525,26.64716,1857700,17.443083
"2005-04-29",26.709732,26.933207,26.4505,26.816999,1320800,17.55426
"2005-05-02",26.968964,26.968964,26.700792,26.888512,1199200,17.601074
"2005-05-03",26.861694,27.174561,26.736549,26.968964,1342600,17.653736
"2005-05-04",26.977901,27.415913,26.951084,27.380157,1113500,17.922901
"2005-05-05",27.710899,28.041643,27.469547,27.970131,1987100,18.309093
"2005-05-06",27.970131,27.970131,27.43379,27.53212,1611300,18.022371
"2005-05-09",27.43379,27.44273,27.120926,27.237133,1252100,17.829277
"2005-05-10",27.085171,27.988008,27.058353,27.844984,1663300,18.227173
"2005-05-11",27.782412,28.041643,27.782412,27.988008,1650000,18.320797
"2005-05-12",27.934376,28.014826,27.398035,27.478485,1887300,17.987268
"2005-05-13",27.44273,27.45167,26.718672,26.843817,1652000,17.571819
"2005-05-16",26.843817,27.147743,26.682915,27.067291,1208900,17.718103
"2005-05-17",27.040476,27.219255,26.816999,27.111986,1410200,17.747356
"2005-05-18",27.281828,28.166788,27.281828,28.041643,1767700,18.355906
"2005-05-19",28.220423,28.506472,28.014826,28.220423,2087800,18.472933
"2005-05-20",28.363447,28.586922,28.095278,28.569044,1783100,18.701145
"2005-05-23",28.595861,29.194775,28.595861,29.087505,1604600,19.04052
"2005-05-24",29.310982,29.310982,28.855091,29.105385,1142400,19.052225
"2005-05-25",29.105385,29.185835,28.765701,28.971298,1042200,18.964455
"2005-05-26",29.14114,29.597029,29.105385,29.275225,1366000,19.16341
"2005-05-27",29.203712,29.328859,29.06069,29.31992,824000,19.192665
"2005-05-31",29.346737,29.346737,29.024933,29.033873,1108800,19.005415
"2005-06-01",29.23053,29.445066,29.096445,29.400372,1918800,19.245323
"2005-06-02",29.275225,29.462944,29.221592,29.454004,1135000,19.28043
"2005-06-03",29.355677,29.436127,29.328859,29.418249,1391000,19.257025
"2005-06-06",29.033873,29.31992,28.729946,29.31992,2064200,19.192665
"2005-06-07",29.221592,29.382492,29.185835,29.257347,1190500,19.151699
"2005-06-08",29.284164,29.400372,29.15008,29.328859,1262800,19.198505
"2005-06-09",29.409309,29.757931,29.248407,29.597029,1626400,19.374054
"2005-06-10",29.543394,29.918833,29.507639,29.892015,1138100,19.567156
"2005-06-13",29.847321,29.918833,29.480822,29.632786,1105200,19.397459
"2005-06-14",29.543394,29.76687,29.427189,29.597029,1401100,19.374054
"2005-06-15",29.614906,29.686419,29.454004,29.534456,1625400,19.33309
"2005-06-16",29.534456,29.740053,29.427189,29.632786,1282200,19.397459
"2005-06-17",29.641724,29.85626,29.454004,29.498699,2176500,19.309685
"2005-06-20",29.507639,30.106552,29.507639,29.820503,2245800,19.520342
"2005-06-21",29.498699,29.677481,29.05175,29.454004,3223800,19.28043
"2005-06-22",29.632786,29.748993,29.445066,29.632786,2345100,19.397459
"2005-06-23",29.632786,29.820503,29.382492,29.436127,1404900,19.268728
"2005-06-24",29.436127,29.597029,29.176895,29.23053,1651000,19.134146
"2005-06-27",29.212652,29.588091,28.96236,29.328859,1206700,19.198505
"2005-06-28",29.480822,29.480822,29.123262,29.194775,1294900,19.110735
"2005-06-29",29.194775,29.489761,29.123262,29.480822,1653200,19.297985
"2005-06-30",29.498699,29.722176,29.400372,29.480822,1654400,19.297985
"2005-07-01",29.498699,29.543394,29.275225,29.525517,843400,19.327242
"2005-07-05",29.337797,29.543394,29.275225,29.337797,943000,19.204367
"2005-07-06",28.917665,28.953421,28.372387,28.390265,2191700,18.584118
"2005-07-07",28.086338,28.42602,27.979071,28.417082,1631900,18.601671
"2005-07-08",28.417082,28.685251,28.229362,28.676311,1202500,18.771357
"2005-07-11",28.586922,29.05175,28.452837,29.04281,1635300,19.011265
"2005-07-12",30.321089,30.338966,29.793688,30.160187,3479800,19.742691
"2005-07-13",30.178064,30.347904,29.94565,30.151247,2129600,19.736839
"2005-07-14",30.169125,30.392599,30.008223,30.115492,1329300,19.713438
"2005-07-15",30.115492,30.66077,29.999285,30.481991,1782000,19.953346
"2005-07-18",30.428356,30.437296,30.097612,30.276394,1172800,19.818758
"2005-07-19",30.392599,30.508806,30.04398,30.383661,998500,19.888981
"2005-07-20",30.240637,30.562441,30.142307,30.553501,943600,20.000158
"2005-07-21",30.526686,30.66077,30.12443,30.446234,1052600,19.929932
"2005-07-22",30.419416,30.83061,30.365784,30.812733,782700,20.16984
"2005-07-25",30.83955,30.955757,30.517746,30.687588,1221200,20.087919
"2005-07-26",30.678648,31.080902,30.607136,31.01833,862600,20.30443
"2005-07-27",31.01833,31.027269,30.338966,30.544563,1237100,19.994305
"2005-07-28",30.508806,30.893185,30.392599,30.84849,1113300,20.193247
"2005-07-29",30.84849,31.152414,30.616076,31.01833,1066300,20.30443
"2005-08-01",31.009392,31.259684,30.92894,31.116659,813700,20.368793
"2005-08-02",31.116659,31.268621,30.732283,31.000452,1409300,20.29273
"2005-08-03",30.911062,30.911062,30.607136,30.705465,583700,20.099628
"2005-08-04",30.705465,30.92894,30.490929,30.803795,921000,20.164
"2005-08-05",30.553501,30.562441,29.436127,29.579151,1490800,19.36235
"2005-08-08",29.588091,29.757931,29.23053,29.275225,1570800,19.16341
"2005-08-09",29.391432,29.516579,29.284164,29.507639,1589600,19.315544
"2005-08-10",29.695358,29.981405,29.588091,29.704296,1109600,19.444265
"2005-08-11",29.820503,30.21382,29.731113,30.195942,1153500,19.766098
"2005-08-12",29.972467,30.03504,29.677481,29.95459,1105300,19.60811
"2005-08-15",30.03504,30.267454,29.94565,30.088675,1079800,19.695885
"2005-08-16",30.12443,30.151247,28.774641,28.819336,2235900,18.864981
"2005-08-17",28.783581,29.123262,28.765701,28.872971,1419600,18.900089
"2005-08-18",28.908726,29.069628,28.631617,28.980238,1480300,18.97031
"2005-08-19",29.14114,29.266287,28.908726,28.980238,1138400,18.97031
"2005-08-22",28.980238,29.096445,28.631617,28.837214,1303900,18.876684
"2005-08-23",28.765701,29.15008,28.721006,28.980238,1076700,18.97031
"2005-08-24",28.872971,28.881908,27.424852,27.639387,2964200,18.092588
"2005-08-25",27.639387,28.381325,26.951084,28.15785,3135300,18.431973
"2005-08-26",28.15785,28.318752,27.719839,28.2383,1742400,18.484634
"2005-08-29",28.014826,28.318752,27.853924,28.15785,1244500,18.431973
"2005-08-30",28.041643,28.050583,27.174561,27.36228,2064200,17.911203
"2005-08-31",27.398035,28.113155,27.35334,28.077398,2425200,18.379316
"2005-09-01",28.077398,28.077398,26.504135,26.888512,2818200,17.601074
"2005-09-02",26.665037,26.879574,26.289598,26.709732,2529700,17.484045
"2005-09-06",26.816999,27.478485,26.682915,27.398035,2150600,17.934607
"2005-09-07",27.576815,28.274057,27.505302,28.077398,1928400,18.379316
"2005-09-08",27.979071,28.06846,27.710899,27.961191,769500,18.303242
"2005-09-09",27.979071,28.34557,27.853924,28.265118,1183900,18.502193
"2005-09-12",28.175728,28.291935,27.934376,28.050583,920100,18.361757
"2005-09-13",27.710899,27.719839,27.487425,27.487425,1361000,17.993118
"2005-09-14",27.549997,27.558937,26.816999,26.834879,1375500,17.565964
"2005-09-15",26.951084,27.031536,26.682915,26.942146,1731400,17.636185
"2005-09-16",27.094109,27.567877,27.076231,27.398035,1809300,17.934607
"2005-09-19",27.219255,27.219255,26.843817,27.111986,1090900,17.747356
"2005-09-20",27.076231,27.129866,26.021429,26.200209,1742900,17.150513
"2005-09-21",26.146576,26.146576,25.190102,25.74432,2182100,16.852093
"2005-09-22",25.74432,26.218086,25.190102,25.985674,2092700,17.010082
"2005-09-23",27.889681,28.139973,26.441563,26.566708,4317500,17.390421
"2005-09-26",27.085171,27.406975,26.718672,27.326523,2456400,17.887794
"2005-09-27",27.335463,27.53212,26.977901,27.129866,1365900,17.759071
"2005-09-28",27.210316,27.335463,26.396868,26.414745,1737500,17.290949
"2005-09-29",26.343233,26.513075,25.806892,26.396868,1336100,17.279247
"2005-09-30",26.396868,27.174561,26.191271,27.147743,1528800,17.770763
"2005-10-03",26.968964,27.281828,26.808062,27.076231,1372800,17.723953
"2005-10-04",27.129866,27.317583,26.584585,26.754427,1389000,17.513302
"2005-10-05",26.566708,27.201378,26.37005,26.72761,1406100,17.61344
"2005-10-06",26.736549,27.013659,26.352173,26.53989,1246500,17.489737
"2005-10-07",26.504135,26.968964,26.423683,26.673977,1034500,17.578104
"2005-10-10",26.673977,27.111986,26.673977,27.040476,1216800,17.819622
"2005-10-11",27.255011,27.415913,26.968964,27.031536,1419600,17.813734
"2005-10-12",27.022596,27.505302,26.72761,26.772305,1379000,17.642899
"2005-10-13",26.63822,27.219255,26.441563,27.147743,1682100,17.890316
"2005-10-14",27.165621,27.782412,27.022596,27.719839,1712700,18.267328
"2005-10-17",27.612572,27.612572,26.852757,27.219255,1134500,17.937439
"2005-10-18",27.219255,27.335463,26.718672,27.004719,1192100,17.796066
"2005-10-19",27.004719,27.818169,26.772305,27.684084,1246300,18.243761
"2005-10-20",27.648327,28.148911,27.460608,27.675144,1355400,18.237865
"2005-10-21",27.809229,28.15785,27.45167,27.880741,1585000,18.373354
"2005-10-24",28.086338,28.810396,28.086338,28.649494,1437600,18.879961
"2005-10-25",28.676311,29.221592,28.050583,28.479654,1503500,18.768042
"2005-10-26",28.479654,28.577984,27.871801,28.014826,924200,18.461723
"2005-10-27",27.934376,28.005886,27.272888,27.272888,982700,17.97278
"2005-10-28",27.308645,28.515409,27.308645,28.497532,1307900,18.779825
"2005-10-31",28.604799,29.382492,28.604799,28.980238,1302100,19.097929
"2005-11-01",28.917665,28.989178,28.604799,28.622679,1107800,18.862295
"2005-11-02",28.622679,29.159018,28.604799,29.096445,726200,19.174505
"2005-11-03",29.248407,29.641724,29.078568,29.284164,1009800,19.29821
"2005-11-04",29.990345,30.92894,29.829443,30.812733,2326000,20.305529
"2005-11-07",30.803795,31.197109,30.607136,30.884245,1556900,20.352659
"2005-11-08",31.063025,31.063025,30.088675,30.312149,1607700,19.975653
"2005-11-09",30.410479,30.642893,30.222759,30.553501,878600,20.134703
"2005-11-10",30.526686,30.768038,30.240637,30.678648,1029400,20.217175
"2005-11-11",30.66077,30.678648,30.106552,30.464111,692900,20.07579
"2005-11-14",30.598198,31.125599,30.481991,30.714403,1053400,20.240736
"2005-11-15",30.607136,30.687588,30.249577,30.625013,960300,20.181831
"2005-11-16",30.625013,30.92894,30.178064,30.428356,790200,20.052231
"2005-11-17",30.607136,30.92894,30.535624,30.866367,604000,20.340883
"2005-11-18",31.089842,31.670877,30.794855,31.599365,1333000,20.823925
"2005-11-21",31.527853,32.019497,31.241804,31.527853,1871000,20.776798
"2005-11-22",31.358011,32.305546,31.358011,32.171459,1253900,21.200933
"2005-11-23",32.019497,32.305546,32.010559,32.251911,842400,21.253946
"2005-11-25",32.260853,32.305546,32.091011,32.260853,242600,21.25984
"2005-11-28",32.189339,32.439632,31.921169,31.921169,746300,21.035992
"2005-11-29",32.037376,32.341301,32.037376,32.189339,925700,21.212715
"2005-11-30",32.234035,32.394936,31.974804,31.983742,1304100,21.077232
"2005-12-01",32.091011,32.44857,32.091011,32.421753,1044900,21.365873
"2005-12-02",32.421753,32.841885,32.368118,32.680984,827800,21.536711
"2005-12-05",32.493263,32.940216,32.421753,32.430691,1235200,21.371771
"2005-12-06",32.511143,32.913399,32.421753,32.44857,1309600,21.383551
"2005-12-07",32.44857,32.689922,32.099949,32.144646,1481500,21.183256
"2005-12-08",32.082069,32.082069,31.214989,31.214989,2487700,20.570623
"2005-12-09",31.241804,31.465281,31.063025,31.268621,1472600,20.605959
"2005-12-12",31.55467,31.63512,31.197109,31.304379,966600,20.629528
"2005-12-13",30.481991,31.000452,30.249577,30.321089,2329200,19.981535
"2005-12-14",30.267454,31.161354,30.21382,30.946817,1176400,20.393894
"2005-12-15",30.92894,31.438463,30.812733,31.107719,1351100,20.499924
"2005-12-16",32.71674,35.335869,32.663105,34.692261,5713700,22.862131
"2005-12-19",34.281067,34.638626,33.977139,34.155918,1939700,22.508684
"2005-12-20",33.986076,34.459846,33.896687,34.25425,1575100,22.573486
"2005-12-21",34.522419,34.853161,33.896687,34.138042,1430200,22.496908
