"","APD.Open","APD.High","APD.Low","APD.Close","APD.Volume","APD.Adjusted"
"2001-05-25",41.62812,42.608696,41.62812,42.469936,1173800,26.525675
"2001-05-29",42.553192,43.533764,42.553192,42.867714,1052500,26.774117
"2001-05-30",42.830711,43.135986,42.275669,42.571693,887900,26.589222
"2001-05-31",42.6642,43.506012,42.645699,43.265495,821300,27.02256
"2001-06-01",43.3395,43.765034,42.183163,43.70953,1212300,27.299894
"2001-06-04",43.70953,44.227566,43.70953,44.153561,893400,27.577219
"2001-06-05",43.968548,44.394081,43.348751,44.301571,1046500,27.669674
"2001-06-06",44.394081,44.606846,44.125809,44.264568,1305600,27.646564
"2001-06-07",44.218315,44.680851,44.218315,44.403332,1610000,27.733223
"2001-06-08",44.495838,44.495838,43.940796,44.024052,701600,27.496334
"2001-06-11",43.663273,43.940796,43.311749,43.663273,737700,27.270998
"2001-06-12",43.432007,43.718781,43.256245,43.691029,486400,27.288349
"2001-06-13",43.570766,44.357079,43.524513,43.811287,626700,27.363438
"2001-06-14",43.755783,43.765034,42.876965,42.978722,837800,26.843449
"2001-06-15",42.368179,43.755783,42.368179,43.432007,1128200,27.126554
"2001-06-18",43.441257,44.172062,43.246994,43.570766,627500,27.213236
"2001-06-19",43.432007,44.218315,43.432007,43.9963,538700,27.479006
"2001-06-20",44.227566,45.05088,43.755783,44.070305,1241700,27.525217
"2001-06-21",43.848289,44.218315,43.376503,43.413506,1069100,27.115007
"2001-06-22",43.228493,43.47826,42.183163,42.210915,1135000,26.363894
"2001-06-25",42.349678,42.719704,41.443108,41.776134,596200,26.092335
"2001-06-26",41.165588,42.460686,40.703053,42.183163,1162800,26.346561
"2001-06-27",42.183163,42.978722,42.090656,42.090656,1050000,26.288786
"2001-06-28",41.766884,42.553192,41.766884,42.062904,502100,26.396873
"2001-06-29",41.785385,42.636448,41.785385,42.321922,718200,26.559429
"2001-07-02",42.414433,43.47826,41.729881,42.747456,676000,26.826469
"2001-07-03",42.553192,42.895466,41.776134,42.738205,778800,26.820667
"2001-07-05",42.599445,43.367252,42.368179,42.543941,562000,26.698753
"2001-07-06",42.636448,42.710453,41.073082,41.378353,869500,25.967291
"2001-07-09",41.62812,42.090656,41.350601,41.85939,933900,26.269163
"2001-07-10",42.044403,42.858463,41.877892,42.210915,664300,26.489763
"2001-07-11",42.553192,42.867714,41.720631,42.016651,496500,26.367855
"2001-07-12",41.905643,43.237743,41.85939,43.163738,834000,27.087711
"2001-07-13",43.395004,43.61702,42.368179,43.246994,1140200,27.139973
"2001-07-16",43.246994,43.385754,42.821461,42.904716,770900,26.925171
"2001-07-17",43.015728,44.033302,43.015728,43.85754,744200,27.523127
"2001-07-18",43.811287,44.625347,43.524513,44.042553,1106800,27.639219
"2001-07-19",44.042553,45.3284,44.042553,44.394081,1642000,27.859827
"2001-07-20",42.553192,42.553192,40.767807,40.878815,3595200,25.653784
"2001-07-23",39.03793,39.454208,37.446808,39.269196,3766600,24.643669
"2001-07-24",38.621647,39.389454,38.297871,38.464386,2094800,24.138597
"2001-07-25",38.344128,39.306198,38.28862,38.926918,1754700,24.428864
"2001-07-26",38.982422,38.982422,37.946346,38.390381,1434300,24.092155
"2001-07-27",38.399632,38.899166,37.696579,38.196114,1026000,23.970243
"2001-07-30",38.186863,38.196114,37.160038,37.678078,870800,23.645144
"2001-07-31",37.446808,38.14061,37.446808,37.770584,1676300,23.703199
"2001-08-01",38.390381,38.436634,37.826088,37.890842,1601700,23.778675
"2001-08-02",37.742832,38.390381,37.742832,38.159111,1059800,23.947033
"2001-08-03",38.159111,38.80666,37.983349,38.473637,928600,24.144411
"2001-08-06",38.473637,39.213692,38.418133,38.788158,1007900,24.341784
"2001-08-07",38.852913,39.222942,38.621647,39.158188,814600,24.574009
"2001-08-08",38.991673,39.444958,38.575394,38.640148,1095800,24.248903
"2001-08-09",38.6679,38.852913,38.186863,38.297871,650600,24.034101
"2001-08-10",38.362629,39.19519,38.00185,38.936169,426600,24.434683
"2001-08-13",39.084183,39.389454,38.603146,38.926918,760500,24.428864
"2001-08-14",38.760406,39.148937,38.6679,38.991673,478700,24.469501
"2001-08-15",38.926918,39.324699,38.297871,38.390381,645600,24.092155
"2001-08-16",38.159111,38.168362,37.742832,38.00185,752500,23.848351
"2001-08-17",37.807587,38.344128,37.807587,38.251617,464600,24.005075
"2001-08-20",38.251617,38.28862,37.576317,38.094357,520300,23.906391
"2001-08-21",38.094357,38.788158,38.094357,38.260868,397800,24.010878
"2001-08-22",38.482887,38.926918,37.71508,38.51989,893900,24.173441
"2001-08-23",38.51989,39.028679,38.168362,38.769657,644200,24.330185
"2001-08-24",38.732655,39.315449,38.714153,39.315449,743000,24.672693
"2001-08-27",40.240517,40.28677,39.777985,39.888992,977200,25.032635
"2001-08-28",39.611469,39.962997,39.130436,39.537464,666200,24.812019
"2001-08-29",39.500462,39.898243,39.130436,39.148937,632800,24.568197
"2001-08-30",39.084183,39.315449,38.714153,38.899166,724900,24.411442
"2001-08-31",38.871414,39.639221,38.852913,39.222942,658100,24.614645
"2001-09-04",39.361702,40.009251,39.028679,39.407955,514500,24.730742
"2001-09-05",39.315449,39.454208,38.852913,39.361702,399100,24.701719
"2001-09-06",39.176689,39.19519,38.852913,38.871414,516600,24.39403
"2001-09-07",38.686401,38.714153,38.112858,38.205364,900200,23.976049
"2001-09-10",38.344128,38.714153,37.650322,37.687328,624400,23.650951
"2001-09-17",35.383904,35.689178,34.227566,34.6716,1872500,21.758417
"2001-09-18",35.152637,35.938946,34.699352,34.708603,1179300,21.781639
"2001-09-19",34.66235,35.060131,32.562443,33.598518,1623200,21.084999
"2001-09-20",33.820538,33.820538,32.423683,32.423683,1018100,20.347706
"2001-09-21",29.833488,31.776133,29.833488,31.07308,2225600,19.500134
"2001-09-24",31.637373,34.051804,31.637373,33.570766,980600,21.067574
"2001-09-25",33.672527,33.940796,33.172989,33.774284,862300,21.195301
"2001-09-26",34.042553,34.199814,33.376503,34.125809,634600,21.415895
"2001-09-27",34.033302,34.634598,33.543015,34.551342,867900,21.810768
"2001-09-28",34.505089,35.883442,34.366329,35.689178,697200,22.529036
"2001-10-01",35.689178,35.901943,34.440334,35.541164,729200,22.435606
"2001-10-02",35.541164,35.71693,34.745605,35.689178,845000,22.529036
"2001-10-03",35.689178,35.874191,34.921368,35.62442,958000,22.488159
"2001-10-04",35.753933,35.948196,35.087883,35.47641,466500,22.39472
"2001-10-05",35.47641,36.262718,34.995373,35.559666,691700,22.447289
"2001-10-08",35.33765,35.430157,34.227566,34.625347,565200,21.857483
"2001-10-09",34.625347,35.180389,34.505089,34.727104,697000,21.921719
"2001-10-10",34.634598,36.160961,34.29232,36.105457,924400,22.791815
"2001-10-11",35.985199,37.530064,35.985199,37.215542,1168700,23.492567
"2001-10-12",36.910267,36.910267,36.216465,36.6605,661700,23.142191
"2001-10-15",36.447735,36.456985,36.077705,36.262718,460100,22.891083
"2001-10-16",36.308971,36.81776,35.494911,35.966698,1129700,22.704216
"2001-10-17",35.966698,36.123959,34.52359,35.032379,1633800,22.114429
"2001-10-18",34.856613,35.198891,34.38483,34.884365,905900,22.021002
"2001-10-19",34.921368,35.04163,33.441257,34.061054,1459900,21.501274
"2001-10-22",34.690102,36.197964,34.273819,36.105457,1358700,22.791815
"2001-10-23",36.077705,36.456985,35.33765,36.281219,1264200,22.902769
"2001-10-24",36.281219,37.104534,35.217392,36.567993,1253300,23.08379
"2001-10-25",36.170212,37.160038,35.71693,37.04903,1150000,23.387451
"2001-10-26",37.03978,38.011101,36.95652,37.937096,660100,23.94805
"2001-10-29",37.659573,37.742832,37.141537,37.3358,861800,23.568478
"2001-10-30",36.540241,37.317299,36.466236,36.938019,720800,23.317379
"2001-10-31",36.910267,37.317299,36.771507,37.03978,573200,23.381609
"2001-11-01",37.132286,37.964848,36.753006,37.955597,714600,23.959728
"2001-11-02",37.890842,39.269196,37.363552,38.852913,736400,24.526175
"2001-11-05",39.000927,39.528214,38.297871,38.751156,716100,24.461935
"2001-11-06",38.760406,39.500462,38.223866,39.463459,515700,24.911581
"2001-11-07",39.000927,39.084183,38.501389,38.880665,1012400,24.543688
"2001-11-08",38.926918,39.666977,38.723404,39.232193,835600,24.765589
"2001-11-09",39.000927,39.759483,38.760406,39.454208,408200,24.905739
"2001-11-12",39.454208,39.500462,38.630898,38.871414,678300,24.537842
"2001-11-13",38.963921,40.14801,38.945419,39.787235,599400,25.115952
"2001-11-14",40.111008,40.703053,40.009251,40.536541,518500,25.588964
"2001-11-15",40.610546,41.489361,40.592045,41.18409,1210500,25.997759
"2001-11-16",41.415356,41.443108,41.026829,41.248844,574300,26.03862
"2001-11-19",41.62812,42.303421,41.563366,41.979649,699700,26.499943
"2001-11-20",41.979649,42.506939,41.535614,42.303421,811300,26.704329
"2001-11-21",42.044403,42.183163,41.683628,41.868641,470200,26.429865
"2001-11-23",41.951897,42.414433,41.62812,42.386681,224300,26.756882
"2001-11-26",42.506939,42.876965,41.951897,42.617947,630100,26.902874
"2001-11-27",42.553192,42.802959,42.035152,42.247917,848100,26.669292
"2001-11-28",41.970398,42.432934,41.776134,41.988899,377100,26.505781
"2001-11-29",41.896393,42.201664,41.258095,42.072155,821700,26.558338
"2001-11-30",42.072155,42.553192,42.044403,42.29417,713500,26.698475
"2001-12-03",42.29417,42.460686,41.776134,42.183163,1031900,26.628407
"2001-12-04",42.183163,43.117485,41.951897,43.117485,918400,27.218214
"2001-12-05",43.117485,44.486588,43.117485,44.024052,1162900,27.790483
"2001-12-06",43.61702,44.310822,43.265495,43.922295,673500,27.72625
"2001-12-07",43.348751,43.61702,42.793709,43.154488,877600,27.241566
"2001-12-10",43.154488,43.385754,41.785385,42.14616,768300,26.605047
"2001-12-11",42.183163,43.311749,42.183163,42.886215,677500,27.072214
"2001-12-12",42.886215,42.886215,41.887142,42.479187,446300,26.815287
"2001-12-13",42.29417,42.386681,41.443108,41.720631,820900,26.336432
"2001-12-14",41.62812,42.109158,41.258095,41.517113,875500,26.207962
"2001-12-17",41.535614,43.061981,41.535614,43.061981,1322400,27.183161
"2001-12-18",43.015728,44.486588,43.015728,44.033302,2280400,27.796329
"2001-12-19",43.47826,43.820538,43.246994,43.589268,706800,27.516029
"2001-12-20",43.70953,44.310822,43.61702,44.070305,926700,27.819679
"2001-12-21",44.061054,44.070305,42.913967,43.385754,1905100,27.387548
"2001-12-24",43.061981,43.598518,43.061981,43.47826,400700,27.445944
"2001-12-26",43.47826,43.570766,43.367252,43.432007,558500,27.416754
"2001-12-27",43.200741,43.533764,43.015728,43.469009,700500,27.440092
"2001-12-28",43.47826,43.47826,43.061981,43.450508,430100,27.555212
"2001-12-31",43.311749,43.607769,43.283997,43.395004,992000,27.520018
"2002-01-02",43.47826,43.47826,42.784458,43.47826,845300,27.572811
"2002-01-03",43.47826,43.61702,43.089733,43.469009,1992100,27.566935
"2002-01-04",43.47826,43.968548,43.274746,43.950047,2368500,27.872005
"2002-01-07",44.042553,44.394081,43.848289,44.218315,4429700,28.042133
"2002-01-08",44.218315,44.264568,43.395004,43.61702,2132100,27.660803
"2002-01-09",43.70953,44.172062,43.117485,43.367252,1790000,27.502424
"2002-01-10",43.459759,43.459759,41.665123,42.710453,1063500,27.085888
"2002-01-11",42.553192,42.719704,41.535614,41.933395,744400,26.593096
"2002-01-14",41.933395,41.933395,40.971321,41.147087,1212600,26.094444
"2002-01-15",41.147087,41.62812,40.980572,41.165588,818900,26.106176
"2002-01-16",40.934319,41.99815,40.721554,40.823311,1893400,25.88912
"2002-01-17",41.396854,41.406105,40.055504,41.304348,1852700,26.194164
"2002-01-18",41.239594,41.304348,40.592045,40.712303,642700,25.818716
"2002-01-22",40.240517,41.008327,40.240517,40.740055,1171400,25.836308
"2002-01-23",40.934319,41.924145,40.841812,41.914894,1457500,26.581367
"2002-01-24",42.035152,43.006477,41.924145,42.96022,1684400,27.244282
"2002-01-25",42.765957,43.47826,42.738205,43.154488,3417900,27.367489
"2002-01-28",43.163738,43.385754,42.460686,42.553192,998600,26.986156
"2002-01-29",42.553192,43.293247,41.896393,42.192413,725200,26.757366
"2002-01-30",42.044403,42.534691,41.785385,42.451435,1285400,26.921618
"2002-01-31",42.451435,42.997223,42.275669,42.784458,1420900,27.132816
"2002-02-01",42.784458,43.459759,42.784458,43.18224,1125100,27.385082
"2002-02-04",42.969471,43.246994,42.553192,42.67345,963400,27.06242
"2002-02-05",43.04348,43.154488,42.155411,42.340427,1060500,26.851223
"2002-02-06",42.29417,42.738205,42.201664,42.451435,844800,26.921618
"2002-02-07",42.368179,42.590195,42.072155,42.460686,703400,26.927488
"2002-02-08",42.710453,43.404255,42.368179,43.348751,673100,27.490669
"2002-02-11",43.533764,44.403332,43.533764,44.301571,1690600,28.094936
"2002-02-12",44.264568,44.273819,43.848289,43.922295,987400,27.854406
"2002-02-13",43.894543,43.977798,43.385754,43.62627,994800,27.666662
"2002-02-14",43.811287,43.940796,43.3395,43.432007,616700,27.543482
"2002-02-15",43.663273,44.486588,43.663273,44.236816,1170000,28.053873
"2002-02-19",44.218315,44.218315,43.108234,43.200741,989600,27.39682
"2002-02-20",43.570766,43.931545,43.015728,43.367252,1203600,27.502424
"2002-02-21",43.432007,43.848289,42.784458,43.024979,1641900,27.28536
"2002-02-22",43.3395,43.663273,43.246994,43.570766,2094600,27.631485
"2002-02-25",43.70953,44.301571,43.496761,44.264568,1172400,28.071472
"2002-02-26",44.37558,44.38483,43.765034,43.913044,965100,27.848539
"2002-02-27",43.987049,45.152637,43.940796,45.134136,2681800,28.622923
"2002-02-28",45.790936,45.790936,44.773357,44.865864,2511900,28.452784
"2002-03-01",45.097134,46.068455,45.004627,45.679928,1443300,28.969057
"2002-03-04",46.253468,47.641071,46.012951,47.567066,1666300,30.165833
"2002-03-05",46.790009,47.030529,45.698429,45.790936,1250200,29.03944
"2002-03-06",45.605919,47.132286,45.513412,46.790009,1240400,29.673038
"2002-03-07",46.790009,46.947269,46.299721,46.438484,749100,29.450121
"2002-03-08",47.150787,47.363552,46.456985,46.549492,896700,29.520519
"2002-03-11",46.734505,47.456059,46.530991,47.178539,1364300,29.919432
"2002-03-12",46.80851,47.178539,46.595745,47.178539,671300,29.919432
"2002-03-13",47.178539,47.224792,46.577244,47.002777,959600,29.807955
"2002-03-14",47.002777,47.539314,46.864014,47.289547,557300,29.98983
"2002-03-15",47.872341,48.418133,47.437557,48.057354,1180600,30.476749
"2002-03-18",48.057354,48.575394,47.974098,48.334877,2064200,30.652756
"2002-03-19",48.112858,49.306198,48.112858,49.074932,972100,31.122065
"2002-03-20",49.028679,49.509712,48.38113,48.751156,1050000,30.916739
"2002-03-21",48.51989,48.621647,46.901016,47.585567,933300,30.177568
"2002-03-22",47.456059,47.779835,46.697502,47.03978,957500,29.831438
"2002-03-25",46.438484,46.567993,45.85569,45.929695,1062200,29.127445
"2002-03-26",45.837189,47.021278,45.837189,46.854763,1249500,29.714106
"2002-03-27",46.66975,48.186863,46.623497,47.992599,849100,30.56616
"2002-03-28",48.048103,48.094357,47.548565,47.779835,856500,30.430656
"2002-04-01",47.641071,47.650322,46.225716,46.95652,839100,29.906279
"2002-04-02",46.80851,46.854763,46.207214,46.614246,796000,29.688299
"2002-04-03",46.623497,46.762257,45.744682,45.883442,802900,29.222847
"2002-04-04",45.513412,45.513412,44.616096,45.180389,1531800,28.775095
"2002-04-05",45.642921,46.493988,45.605919,46.179462,832200,29.411388
"2002-04-08",45.790936,46.419983,45.568916,46.253468,768600,29.458513
"2002-04-09",46.438484,47.104534,46.271969,46.762257,561000,29.782568
"2002-04-10",47.03978,47.770584,46.938019,47.178539,688700,30.047693
"2002-04-11",47.18779,47.456059,46.947269,46.95652,749700,29.906279
"2002-04-12",47.021278,47.021278,46.38298,46.790009,620600,29.80024
"2002-04-15",46.762257,46.910267,45.744682,46.040703,787900,29.323009
"2002-04-16",46.160961,47.502312,46.160961,47.280296,627900,30.112497
"2002-04-17",47.178539,47.345051,46.66975,46.716003,833100,29.753119
"2002-04-18",46.725254,47.104534,46.29047,46.37373,499300,29.535128
"2002-04-19",46.651249,47.086033,46.38298,46.438484,548000,29.576366
"2002-04-22",46.530991,46.530991,45.143387,45.439407,1111100,28.940052
"2002-04-23",43.200741,44.236816,42.645699,43.052731,2630100,27.419998
"2002-04-24",42.784458,44.680851,42.784458,44.403332,2095100,28.280182
"2002-04-25",44.403332,44.458836,43.672527,44.301571,2449100,28.215374
"2002-04-26",44.301571,44.569843,44.024052,44.403332,2058500,28.280182
"2002-04-29",44.310822,44.310822,43.404255,43.70953,1302100,27.838308
"2002-04-30",43.802036,44.588345,43.570766,44.449585,1276700,28.309639
"2002-05-01",44.449585,45.254395,43.570766,45.245144,1412400,28.816322
"2002-05-02",45.245144,46.891766,45.18964,46.891766,1366600,29.865042
"2002-05-03",46.891766,47.012028,46.253468,46.910267,1210300,29.876825
"2002-05-06",46.762257,46.984272,46.160961,46.29047,1018600,29.48209
"2002-05-07",46.438484,47.409805,46.216465,46.891766,752000,29.865042
"2002-05-08",47.215542,47.733582,47.086033,47.493061,689500,30.248003
"2002-05-09",47.446808,48.205364,47.400555,48.038853,660300,30.59561
"2002-05-10",48.038853,48.038853,46.762257,47.197041,1038000,30.059471
"2002-05-13",47.206291,47.465309,46.530991,47.224792,607500,30.077147
"2002-05-14",47.317299,48.316372,47.317299,48.316372,779200,30.772369
"2002-05-15",47.946346,48.640148,47.918594,48.279369,730900,30.748791
"2002-05-16",48.52914,48.612396,47.779835,47.881592,673600,30.49547
"2002-05-17",47.872341,48.066605,47.104534,47.724331,1137200,30.395302
"2002-05-20",47.659573,47.659573,46.901016,47.021278,427600,29.947538
"2002-05-21",47.021278,47.557816,46.753006,46.919518,477000,29.882721
"2002-05-22",46.688251,47.132286,46.530991,47.076782,711700,29.982887
"2002-05-23",46.993523,47.456059,46.577244,47.382053,617100,30.177307
"2002-05-24",47.391304,47.594818,46.577244,46.725254,439500,29.75901
"2002-05-28",46.586494,46.641998,45.911194,46.031452,558200,29.31712
"2002-05-29",45.661423,46.244217,45.661423,45.929695,439900,29.252308
"2002-05-30",45.929695,46.253468,45.05088,45.689178,589100,29.09914
"2002-05-31",45.920444,46.66975,45.790936,46.392231,844300,29.546906
"2002-06-03",46.716003,46.716003,45.3284,45.3284,753000,28.869349
"2002-06-04",45.33765,45.587418,44.255318,44.893616,791500,28.592443
"2002-06-05",45.171139,45.587418,45.013878,45.559666,681000,29.016634
"2002-06-06",45.420906,45.85569,44.699352,44.699352,521400,28.468716
"2002-06-07",44.699352,45.263645,44.486588,45.05088,681800,28.692604
"2002-06-10",45.143387,45.975948,45.069382,45.781685,439700,29.158045
"2002-06-11",45.781685,46.345978,44.625347,44.634598,686600,28.427486
"2002-06-12",44.801109,44.912117,44.264568,44.801109,810800,28.533531
"2002-06-13",44.52359,44.939869,43.774284,43.922295,669800,27.973814
"2002-06-14",43.848289,43.894543,42.173912,43.358002,1160000,27.614418
"2002-06-17",43.47826,44.403332,43.265495,44.357079,1764800,28.250732
"2002-06-18",44.38483,44.560593,43.940796,44.412582,712300,28.286064
"2002-06-19",44.52359,45.235893,44.079556,44.255318,670500,28.185915
"2002-06-20",44.468086,45.3284,44.218315,44.764107,828500,28.509956
"2002-06-21",44.865864,45.3284,44.458836,44.856613,1221500,28.568878
"2002-06-24",44.865864,45.3284,44.301571,45.124886,838500,28.739719
"2002-06-25",45.513412,46.244217,45.134136,45.3284,945600,28.869349
"2002-06-26",45.33765,45.735432,44.542091,45.652172,1254100,29.075562
"2002-06-27",45.605919,46.253468,45.420906,46.022202,1130600,29.446674
"2002-06-28",45.929695,46.910267,45.929695,46.688251,945400,29.872833
"2002-07-01",46.530991,47.04903,46.0037,46.81776,1204400,29.955711
"2002-07-02",46.81776,46.81776,45.060131,45.309898,1083900,28.990921
"2002-07-03",45.319149,45.929695,43.987049,45.217392,766200,28.931747
"2002-07-05",45.559666,47.502312,45.448658,47.502312,597900,30.393721
"2002-07-08",47.548565,47.789085,46.512489,46.928768,758400,30.026743
"2002-07-09",46.928768,47.086033,45.559666,45.763184,770800,29.280947
"2002-07-10",45.494911,45.61517,43.774284,43.85754,945300,28.061661
"2002-07-11",43.85754,44.236816,42.543941,43.237743,986100,27.665083
"2002-07-12",43.098984,44.366329,42.932468,43.811287,1339100,28.032068
"2002-07-15",43.19149,43.19149,40.333023,42.728954,1661000,27.339539
