"","TSCO.Open","TSCO.High","TSCO.Low","TSCO.Close","TSCO.Volume","TSCO.Adjusted"
"2010-12-07",23.290001,23.5,23.08,23.184999,1116200,20.705204
"2010-12-08",23.18,23.209999,22.92,23.09,949400,20.620359
"2010-12-09",23.190001,23.48,23.01,23.405001,1214800,20.901672
"2010-12-10",23.41,23.834999,23.184999,23.834999,1111800,21.285679
"2010-12-13",23.945,24.059999,23.754999,23.790001,1580200,21.245493
"2010-12-14",23.870001,24.139999,23.775,23.875,1260200,21.3214
"2010-12-15",23.790001,24.040001,23.674999,23.764999,2004200,21.223162
"2010-12-16",23.745001,24.32,23.66,24.275,862200,21.678617
"2010-12-17",24.219999,24.25,23.785,24.235001,2551000,21.642897
"2010-12-20",24.235001,24.395,24.129999,24.200001,777800,21.611637
"2010-12-21",24.32,24.32,24.065001,24.08,663800,21.504473
"2010-12-22",24.09,24.26,24,24.094999,631400,21.51787
"2010-12-23",24.1,24.389999,24.1,24.200001,622800,21.611637
"2010-12-27",24.135,24.245001,24,24.219999,478600,21.629501
"2010-12-28",24.27,24.41,24.135,24.135,677800,21.553587
"2010-12-29",24.23,24.35,24.1,24.190001,601800,21.602705
"2010-12-30",24.530001,24.735001,24.215,24.465,590600,21.848295
"2010-12-31",24.415001,24.51,24.15,24.245001,849800,21.651825
"2011-01-03",24.535,24.82,24.525,24.6,930200,21.968855
"2011-01-04",24.73,24.75,23.504999,23.67,2003800,21.138332
"2011-01-05",23.715,24.17,23.655001,23.9,1406200,21.343727
"2011-01-06",23.945,23.945,22.625,23.495001,2834200,20.982044
"2011-01-07",23.49,23.65,23.07,23.545,1244000,21.026691
"2011-01-10",23.469999,23.940001,23.34,23.905001,1286200,21.348186
"2011-01-11",23.99,24.174999,23.4,23.469999,965000,20.959711
"2011-01-12",23.68,23.795,23.415001,23.49,980800,20.977583
"2011-01-13",23.52,23.545,23.15,23.174999,1356400,20.696266
"2011-01-14",23.125,23.375,23.025,23.325001,1378200,20.830227
"2011-01-18",23.385,23.415001,22.995001,23.355,1860400,20.857012
"2011-01-19",23.455,23.745001,23.305,23.485001,1129000,20.973118
"2011-01-20",23.52,24.145,23.5,23.530001,1672400,21.013302
"2011-01-21",23.68,23.68,23.139999,23.174999,1210200,20.696266
"2011-01-24",23.275,23.889999,23.27,23.809999,1115200,21.263357
"2011-01-25",23.799999,24.18,23.395,24.18,1263400,21.593773
"2011-01-26",24.225,24.52,23.92,24.275,2190800,21.678617
"2011-01-27",25.32,26.594999,25.155001,26.504999,4388600,23.670101
"2011-01-28",26.465,26.57,25.275,25.344999,2619600,22.634174
"2011-01-31",25.584999,25.889999,25.334999,25.655001,1336400,22.911016
"2011-02-01",25.665001,26.084999,25.610001,25.84,1059200,23.076227
"2011-02-02",25.75,25.825001,25.424999,25.43,1047400,22.710079
"2011-02-03",25.32,26.174999,25.32,26.004999,805000,23.223576
"2011-02-04",25.809999,26.355,25.635,26.215,736400,23.411121
"2011-02-07",26.219999,26.465,26.07,26.219999,1072600,23.415588
"2011-02-08",26.215,26.705,26,26.674999,943800,23.821915
"2011-02-09",26.674999,26.75,26.379999,26.455,715200,23.62545
"2011-02-10",26.360001,26.610001,26.17,26.58,742800,23.73708
"2011-02-11",26.43,26.875,26.309999,26.844999,584200,23.97373
"2011-02-14",26.945,26.975,26.485001,26.645,699800,23.795128
"2011-02-15",26.575001,26.625,26.23,26.415001,698400,23.589731
"2011-02-16",26.475,26.655001,26,26.485001,2723000,23.652243
"2011-02-17",26.42,26.65,26.17,26.459999,1926800,23.692532
"2011-02-18",26.475,26.700001,26.315001,26.575001,882400,23.795507
"2011-02-22",26.254999,26.77,25.635,25.745001,1291600,23.052319
"2011-02-23",25.65,25.719999,24.525,25.145,2033200,22.515072
"2011-02-24",25.049999,25.584999,24.905001,25.309999,1574800,22.662809
"2011-02-25",25.465,25.975,25.375,25.934999,1069600,23.222443
"2011-02-28",26.184999,26.440001,25.68,26.035,1158800,23.311985
"2011-03-01",26.055,26.139999,25.174999,25.305,1107800,22.658333
"2011-03-02",25.32,26.059999,25.25,25.934999,993200,23.222443
"2011-03-03",26.135,26.655001,26,26.545,817000,23.768642
"2011-03-04",26.6,27.365,26.555,26.975,1845200,24.153667
"2011-03-07",27.17,27.4,26.4,26.805,1198400,24.001455
"2011-03-08",26.77,27.495001,26.745001,27.115,1140800,24.279034
"2011-03-09",27.790001,27.924999,27.065001,27.49,1485200,24.614805
"2011-03-10",27.245001,27.365,27.049999,27.165001,989800,24.323793
"2011-03-11",27.184999,27.375,26.75,27.34,896600,24.480494
"2011-03-14",26.995001,27.205,26.5,26.924999,1185400,24.108898
"2011-03-15",26.105,26.879999,25.495001,26.68,1698000,23.889528
"2011-03-16",26.700001,27.09,26.485001,26.66,1174400,23.871618
"2011-03-17",27.129999,27.32,26.459999,26.709999,987400,23.916382
"2011-03-18",27.105,27.225,26.725,26.995001,2466800,24.171576
"2011-03-21",27.375,27.6,27.049999,27.48,1141200,24.605848
"2011-03-22",27.434999,27.559999,27.049999,27.395,719800,24.529743
"2011-03-23",27.285,27.495001,26.875,27.42,1172800,24.552128
"2011-03-24",27.469999,28.129999,27.469999,27.955,1249400,25.031174
"2011-03-25",28.014999,28.705,27.959999,28.365,594600,25.398291
