"","MMM.Open","MMM.High","MMM.Low","MMM.Close","MMM.Volume","MMM.Adjusted"
"2004-01-13",83.050003,83.449997,82.510002,82.879997,2159700,55.683735
"2004-01-14",83.129997,83.970001,83.099998,83.699997,2088300,56.234665
"2004-01-15",83.699997,84.529999,83.099998,84.300003,2599600,56.637772
"2004-01-16",84.949997,85.870003,84.809998,85.480003,3635900,57.430576
"2004-01-20",86.199997,86.199997,80.099998,80.410004,9737300,54.02425
"2004-01-21",80.949997,82.629997,80.099998,81.75,7712200,54.924541
"2004-01-22",81.980003,82.760002,81.75,82.110001,3805400,55.166401
"2004-01-23",82.650002,82.68,81.75,81.959999,2633600,55.065636
"2004-01-26",81.959999,82.650002,81.900002,82.470001,2925700,55.408295
"2004-01-27",82.669998,83.110001,82,82.099998,2877300,55.159695
"2004-01-28",82.25,82.639999,79.559998,80,4283400,53.748783
"2004-01-29",80.019997,80.25,79.160004,79.519997,4690800,53.426308
"2004-01-30",79.199997,79.349998,78.410004,79.089996,3389700,53.137379
"2004-02-02",78.889999,79.599998,77.57,78,3959200,52.405064
"2004-02-03",79.099998,79.279999,77.599998,78.900002,3753000,53.009735
"2004-02-04",78.900002,79.82,78.449997,79.449997,3458200,53.379261
"2004-02-05",79.099998,79.480003,78.690002,79,2605400,53.076942
"2004-02-06",79,80.099998,79,79.809998,2718700,53.621151
"2004-02-09",79.800003,80.239998,79.230003,79.389999,2076800,53.338951
"2004-02-10",79.550003,81.400002,79.099998,81.25,3347900,54.588596
"2004-02-11",80.75,81.459999,80.739998,81.400002,2842000,54.689396
"2004-02-12",81.400002,81.410004,80.870003,80.980003,2058700,54.40723
"2004-02-13",81.050003,81.080002,79.68,79.68,2839300,53.533794
"2004-02-17",80.400002,80.720001,79.75,80.32,2695200,53.963791
"2004-02-18",80.199997,80.32,79.199997,79.660004,2285300,53.761326
"2004-02-19",79.980003,80.260002,78.93,79.099998,2413500,53.383381
"2004-02-20",79.379997,80.25,79.150002,79.699997,2397500,53.788292
"2004-02-23",79.75,80.629997,79.599998,80.440002,2259800,54.287724
"2004-02-24",80.25,80.709999,79.139999,79.480003,2422300,53.639851
"2004-02-25",79.050003,79.699997,78.190002,78.57,3097500,53.025696
"2004-02-26",78.32,79.040001,78,78.18,3521800,52.762478
"2004-02-27",78.25,78.839996,77.599998,78.019997,2946600,52.654495
"2004-03-01",78.470001,79.099998,78.089996,78.779999,2364800,53.167423
"2004-03-02",78.949997,79.279999,78.309998,78.309998,2216800,52.850212
"2004-03-03",78.32,79.410004,78.309998,78.949997,2837900,53.28215
"2004-03-04",79.010002,79.349998,78.389999,78.889999,1951300,53.241669
"2004-03-05",78.800003,79.5,78.400002,78.660004,2852900,53.086418
"2004-03-08",78.620003,78.769997,77.559998,77.669998,2377000,52.418278
"2004-03-09",77.669998,78.150002,77.25,77.849998,2604200,52.539776
"2004-03-10",77.769997,78.110001,75.800003,76,4185500,51.291248
"2004-03-11",75.269997,76.900002,75.129997,75.349998,4397500,50.852554
"2004-03-12",75.349998,76.300003,75,76.220001,3324500,51.439732
"2004-03-15",76.099998,76.099998,74.349998,74.870003,3473600,50.528618
"2004-03-16",77.309998,79.339996,77.309998,78.809998,7482900,53.187675
"2004-03-17",79.449997,79.779999,78.82,79.559998,3714400,53.693829
"2004-03-18",79.220001,80.25,78.699997,79.879997,3553800,53.909786
"2004-03-19",79.879997,80.589996,79.699997,79.760002,3577300,53.828812
"2004-03-22",79.099998,79.989998,79.019997,79.709999,3858100,53.795067
"2004-03-23",80,80.5,79.5,79.599998,3209800,53.720806
"2004-03-24",79.599998,80.150002,79.120003,79.43,2619400,53.606087
"2004-03-25",80,81.019997,79.209999,81.019997,3210300,54.679157
"2004-03-26",80.599998,80.839996,79.5,79.980003,2615700,53.977276
"2004-03-29",80,80.889999,79.989998,80.800003,2651500,54.530682
"2004-03-30",80.57,81.779999,80.389999,81.68,3000700,55.124584
"2004-03-31",81.93,81.980003,81,81.870003,2986400,55.252831
"2004-04-01",81.870003,82,80.900002,81.050003,2866000,54.699421
"2004-04-02",82,82.150002,81.199997,81.779999,2888900,55.192078
"2004-04-05",81.900002,82.769997,81.82,82.75,2237300,55.84671
"2004-04-06",82.349998,82.889999,82.099998,82.830002,1653000,55.900692
"2004-04-07",82.620003,82.989998,82.279999,82.75,2952600,55.84671
"2004-04-08",82.949997,83.239998,82.089996,82.43,2340800,55.630749
"2004-04-12",82.629997,83.620003,82.599998,83.620003,1512900,56.433861
"2004-04-13",83.519997,83.650002,82.309998,82.389999,2397800,55.60376
"2004-04-14",81.639999,82.970001,81.599998,82.660004,1861400,55.785961
"2004-04-15",82.660004,83.120003,82.099998,82.849998,2077700,55.914177
"2004-04-16",83.300003,83.830002,82.580002,83.730003,2234400,56.508106
"2004-04-19",83.949997,85.120003,82.760002,83.760002,5273200,56.528347
"2004-04-20",84,84.910004,83.18,83.199997,2724800,56.15041
"2004-04-21",83.199997,84.379997,82.900002,83.949997,2185900,56.656574
"2004-04-22",83.779999,87.18,83.779999,86.949997,4789600,58.681244
"2004-04-23",86.300003,88.699997,86,87.900002,5057200,59.322384
"2004-04-26",87.510002,88.260002,87.5,87.75,2909000,59.221115
"2004-04-27",87.279999,88.57,87.279999,88.379997,3211000,59.646328
"2004-04-28",87.900002,88.050003,86.610001,86.720001,2698200,58.525986
"2004-04-29",86.720001,87.5,85.940002,86.120003,3166400,58.121075
"2004-04-30",86.050003,87.339996,86.019997,86.480003,2990900,58.364002
"2004-05-03",86.5,87.650002,86.269997,87.029999,2296300,58.735218
"2004-05-04",86.43,87.25,86.019997,86.5,2872700,58.377541
"2004-05-05",86.5,86.849998,85.709999,85.75,2443100,57.871365
"2004-05-06",85.120003,85.550003,84.029999,84.769997,2819500,57.209957
"2004-05-07",84.449997,85.669998,84.110001,84.43,2243300,56.980515
"2004-05-10",83.650002,83.949997,82.889999,83.540001,3089400,56.379864
"2004-05-11",84.470001,85.190002,83.580002,84.150002,2745500,56.791546
"2004-05-12",83.599998,85.400002,83.510002,85.349998,2814700,57.601406
"2004-05-13",85,85.5,84.239998,84.510002,2509700,57.034508
"2004-05-14",84.010002,84.580002,83.360001,83.809998,2735800,56.562077
"2004-05-17",82.760002,83.889999,82.75,83.220001,2774500,56.16391
"2004-05-18",83.32,83.599998,82.699997,83.120003,2958200,56.096416
"2004-05-19",83,84.43,82.209999,82.309998,2578000,55.791416
"2004-05-20",82.449997,82.760002,82.029999,82.199997,2439700,55.716835
"2004-05-21",82.449997,83.599998,82.419998,82.919998,1974800,56.204861
"2004-05-24",82.93,83.949997,82.440002,82.550003,2246700,55.954098
"2004-05-25",82.540001,83.900002,81.669998,83.639999,3102700,56.69289
"2004-05-26",83.720001,84.300003,83.519997,84,1837100,56.936905
"2004-05-27",84.550003,85.769997,84.410004,84.949997,2742900,57.580837
"2004-05-28",85,85.25,84.260002,84.559998,1650600,57.316483
"2004-06-01",84.129997,85.309998,84.010002,84.830002,2365200,57.499481
"2004-06-02",85.449997,85.860001,84.800003,85.610001,1832700,58.028202
"2004-06-03",85.459999,85.889999,84.769997,84.769997,1630900,57.458855
"2004-06-04",85.300003,85.650002,84.75,84.860001,1738000,57.519833
"2004-06-07",84.860001,85.5,84.650002,85.18,2443100,57.736752
"2004-06-08",84.800003,86.190002,84.790001,86.129997,1950300,58.380676
"2004-06-09",86,86.309998,85.410004,85.410004,1766000,57.892632
"2004-06-10",85.440002,86.269997,85.440002,86.220001,1655500,58.441654
"2004-06-14",85.599998,85.949997,84.879997,85.150002,1975500,57.716423
"2004-06-15",85.949997,86.019997,85.029999,85.550003,1927200,57.98753
"2004-06-16",85.550003,85.739998,85.040001,85.25,2371600,57.784187
"2004-06-17",85,86.239998,85,85.93,1497900,58.245106
"2004-06-18",85.93,87.589996,85.93,87.089996,3702400,59.031372
"2004-06-21",86.900002,87.889999,86.900002,87.279999,2429200,59.16016
"2004-06-22",87.790001,89.5,87.290001,89.5,3797100,60.664948
"2004-06-23",89.019997,89.699997,88.550003,89.550003,2989400,60.698833
"2004-06-24",89.150002,89.32,88.470001,88.580002,1875800,60.041325
"2004-06-25",88.599998,89.349998,88.07,88.660004,2939100,60.095558
"2004-06-28",89.050003,89.559998,88.290001,88.690002,1865500,60.115913
"2004-06-29",88.690002,90,88.510002,89.800003,2577700,60.868286
"2004-06-30",89.82,90.290001,89.160004,90.010002,3069800,61.010635
"2004-07-01",90,90.110001,87.790001,88.169998,2627200,59.763432
"2004-07-02",88.330002,88.389999,87.410004,87.5,1711900,59.309303
"2004-07-06",87.07,87.970001,87,87.550003,2305900,59.343185
"2004-07-07",87.550003,88.440002,87.370003,88.43,2454300,59.939651
"2004-07-08",88.43,89,87.639999,87.739998,2343600,59.471951
"2004-07-09",88.199997,88.690002,87.300003,87.650002,1781300,59.410965
"2004-07-12",87.769997,88,86.949997,87.900002,1605900,59.580448
"2004-07-13",87.449997,87.879997,87.150002,87.379997,2278900,59.227936
"2004-07-14",86.57,88.68,86.57,88.190002,2044800,59.776997
"2004-07-15",88.190002,89.190002,88.18,88.620003,2074100,60.068439
"2004-07-16",89.300003,89.300003,87.779999,87.839996,2545000,59.539757
"2004-07-19",85.5,85.510002,82.199997,83.050003,10521700,56.292973
"2004-07-20",83.449997,85,83.260002,85,4972700,57.614723
"2004-07-21",85.199997,85.199997,83.449997,83.580002,3557100,56.652245
"2004-07-22",83.019997,84.099998,83,83.699997,3765900,56.733582
"2004-07-23",83.699997,83.75,82.300003,82.620003,2739600,56.00153
"2004-07-26",82.620003,83,81.370003,81.629997,3350400,55.330452
"2004-07-27",81.980003,83.459999,81.599998,83.050003,2789300,56.292973
"2004-07-28",83.050003,83.050003,80.75,81.989998,4493900,55.574493
"2004-07-29",82.690002,82.690002,81.599998,82.120003,2822700,55.662609
"2004-07-30",82.120003,82.599998,81.93,82.360001,1885300,55.825298
"2004-08-02",82.300003,83.849998,81.900002,83.550003,2412000,56.631912
"2004-08-03",83.260002,83.339996,82.410004,82.93,1776600,56.211651
"2004-08-04",82.400002,83.650002,82.120003,83.18,2018300,56.381096
"2004-08-05",82.830002,83.669998,81.480003,81.57,2577400,55.289803
"2004-08-06",80.760002,81.190002,79.650002,79.870003,3228600,54.137512
"2004-08-09",79.800003,80.669998,79.360001,79.449997,2556600,53.852833
"2004-08-10",80,80.139999,78.339996,79.610001,3981300,53.961277
"2004-08-11",79.300003,79.489998,78.199997,79.230003,3401200,53.703701
"2004-08-12",79.019997,79.190002,77.75,77.790001,3187000,52.727638
"2004-08-13",78.150002,78.5,77.199997,77.660004,2100700,52.639545
"2004-08-16",78.150002,78.529999,77.75,78.230003,2903800,53.025902
"2004-08-17",78.150002,79,78.150002,78.68,2878100,53.330906
"2004-08-18",78.199997,80,77.809998,80,2757200,54.474895
"2004-08-19",79.75,80.160004,79.57,79.980003,2239200,54.461262
"2004-08-20",79.599998,80.449997,79.550003,80.269997,1785100,54.658737
"2004-08-23",80.190002,80.949997,80,80.360001,1563400,54.720001
"2004-08-24",80.699997,80.940002,80.18,80.580002,1336600,54.869862
"2004-08-25",80.349998,81.349998,79.699997,81.199997,2094800,55.291992
"2004-08-26",81.230003,81.980003,81.040001,81.269997,1616700,55.339668
"2004-08-27",80.949997,81.699997,80.769997,81.480003,1134600,55.482697
"2004-08-30",81.5,81.779999,81.110001,81.300003,1481000,55.360092
"2004-08-31",81.379997,82.459999,81.160004,82.360001,2508100,56.081894
"2004-09-01",82.120003,83.099998,82.120003,82.860001,2054400,56.422352
"2004-09-02",82.760002,83.599998,82.300003,83.540001,2259900,56.88538
"2004-09-03",83.57,84.169998,83.360001,83.940002,1778800,57.157787
"2004-09-07",84.199997,84.589996,83.769997,84.220001,2185000,57.348434
"2004-09-08",84.220001,84.220001,83.349998,83.849998,2254700,57.096485
"2004-09-09",84.099998,84.279999,83.75,83.849998,1782000,57.096485
"2004-09-10",83.900002,84.709999,83.529999,84.690002,1843500,57.668484
"2004-09-13",84.690002,84.959999,84.269997,84.650002,2281700,57.641251
"2004-09-14",84.650002,84.68,83.849998,83.919998,2235600,57.144165
"2004-09-15",83.919998,83.919998,82,82,3714000,55.836761
"2004-09-16",82.199997,82.720001,81.910004,82.050003,2335700,55.870796
"2004-09-17",82.050003,82.760002,81.730003,82.32,3567700,56.054665
"2004-09-20",82.150002,82.25,80.849998,80.940002,2788500,55.114967
"2004-09-21",81.269997,81.800003,80.400002,81.57,3028100,55.543949
"2004-09-22",81.199997,81.199997,80.029999,80.230003,2955500,54.631512
"2004-09-23",80.019997,80.139999,78.699997,78.699997,3975200,53.589668
"2004-09-24",78.870003,79.400002,78.68,78.68,3184600,53.576042
"2004-09-27",78.68,78.68,77.690002,77.690002,3306900,52.901932
"2004-09-28",78.260002,79.25,77.910004,79.07,4120700,53.841606
"2004-09-29",78.849998,79.099998,78.300003,78.779999,2694200,53.644131
"2004-09-30",78.68,80.339996,78.510002,79.970001,4114500,54.454456
"2004-10-01",80,80.75,79.690002,79.690002,3581800,54.263798
"2004-10-04",80.150002,80.349998,78.940002,78.940002,2985500,53.75312
"2004-10-05",78.949997,78.970001,78.099998,78.760002,2951200,53.630512
"2004-10-06",79.629997,81.25,79.25,81.139999,3455000,55.251152
"2004-10-07",81.970001,81.970001,79.650002,79.660004,2663900,54.243374
"2004-10-08",79.760002,79.769997,78.830002,79.260002,2614900,53.971012
"2004-10-11",79.5,79.879997,79.220001,79.220001,1559800,53.943768
"2004-10-12",79.150002,79.199997,78.529999,78.629997,2240500,53.542007
"2004-10-13",79.449997,79.599998,77.089996,77.980003,3746300,53.099403
"2004-10-14",78.150002,78.330002,77.300003,77.599998,3030000,52.840626
"2004-10-15",77.650002,78.550003,77.650002,77.980003,3205500,53.099403
"2004-10-18",75,76.620003,73.309998,76.099998,14470200,51.819221
"2004-10-19",76.800003,77.010002,75.25,75.389999,4897600,51.335789
"2004-10-20",75.529999,77.110001,74.839996,76.800003,5347100,52.295887
"2004-10-21",76.949997,77.769997,76.559998,77.599998,4062600,52.840626
"2004-10-22",77.849998,78,75.599998,75.879997,4004600,51.669411
"2004-10-25",75.370003,76.059998,75.050003,75.57,2926600,51.458344
"2004-10-26",75.400002,76.260002,75.260002,76.220001,3642800,51.900909
"2004-10-27",75.809998,77.809998,75.480003,77.57,3534100,52.820206
"2004-10-28",77.029999,77.809998,76.900002,77.150002,2252700,52.534218
"2004-10-29",76.949997,77.730003,76.949997,77.57,2112400,52.820206
"2004-11-01",77.5,77.5,76.139999,76.910004,2905400,52.370785
"2004-11-02",76.349998,77.75,75.599998,75.879997,3892700,51.669411
"2004-11-03",76,77.699997,75.099998,75.290001,5547300,51.267662
"2004-11-04",75.540001,78.150002,75.059998,78.080002,6238000,53.16748
"2004-11-05",78.5,81.620003,78.5,81.400002,6746600,55.428196
"2004-11-08",81.400002,81.790001,80.830002,81.379997,2969000,55.414551
"2004-11-09",81.629997,81.849998,80.809998,81.190002,2108300,55.285206
"2004-11-10",81.129997,81.309998,80.540001,80.849998,2871200,55.053684
"2004-11-11",81.349998,82.019997,80.910004,81.879997,2547500,55.755051
"2004-11-12",82,82.68,81.900002,82.68,2676900,56.299801
"2004-11-15",82.800003,82.900002,82.029999,82.279999,3054600,56.02742
"2004-11-16",82.199997,82.209999,81.57,81.769997,2825400,55.680138
"2004-11-17",81.980003,82.900002,81.699997,82.230003,2819900,56.240974
"2004-11-18",82,82.540001,82,82.370003,2186000,56.336742
"2004-11-19",82.169998,82.25,80.769997,80.949997,2571000,55.365528
"2004-11-22",80.949997,80.949997,80.370003,80.739998,2812000,55.221893
"2004-11-23",80.739998,80.75,80.050003,80.239998,2964100,54.87994
"2004-11-24",80.169998,80.480003,80.050003,80.25,2616000,54.886761
"2004-11-26",80,80.440002,80,80.160004,1138600,54.825214
"2004-11-29",80.199997,80.650002,79.360001,80,3116900,54.715775
"2004-11-30",80,80.510002,79.449997,79.589996,4306700,54.435349
"2004-12-01",79.5,80.449997,79.5,80.449997,3833800,55.02354
"2004-12-02",80.199997,80.75,79.599998,79.910004,2981900,54.654236
"2004-12-03",80.120003,81.82,79.860001,81.080002,4940900,55.454433
"2004-12-06",80.75,80.839996,80.260002,80.370003,2408200,54.968842
"2004-12-07",80.620003,80.989998,78.849998,78.870003,3506100,53.942924
"2004-12-08",79,79.610001,78.949997,79.239998,2412800,54.195992
"2004-12-09",79.059998,79.290001,78.529999,78.970001,3855500,54.011307
"2004-12-10",78.599998,79.18,78.550003,78.800003,2666400,53.895035
"2004-12-13",79.050003,79.449997,78.129997,78.480003,3889700,53.676182
"2004-12-14",78.5,79.199997,78.449997,78.5,3409800,53.689857
"2004-12-15",78.870003,79.440002,78.699997,79.089996,4183900,54.093376
"2004-12-16",79.139999,80.599998,79,79.900002,4854100,54.647385
"2004-12-17",80.400002,80.900002,80.040001,80.620003,6293200,55.13982
"2004-12-20",80.209999,81.330002,80.209999,80.75,3540900,55.228733
"2004-12-21",80.769997,81.18,80.599998,81.099998,2810700,55.468109
"2004-12-22",81,81.669998,80.760002,81.510002,2881000,55.748558
"2004-12-23",81.860001,82.980003,81.860001,82.550003,3031100,56.459839
"2004-12-27",82.589996,82.989998,82.150002,82.150002,2216000,56.186253
"2004-12-28",82.400002,83,82.300003,82.989998,2120900,56.760761
"2004-12-29",82.75,82.989998,82.489998,82.739998,1695200,56.589787
"2004-12-30",82.699997,83.029999,82.650002,82.75,1271700,56.596653
"2004-12-31",82.730003,82.769997,82.07,82.07,1440800,56.131554
"2005-01-03",82.169998,83.400002,82.050003,82.400002,3192000,56.35725
"2005-01-04",82.400002,83.019997,81.669998,81.730003,3644600,55.899014
"2005-01-05",81.699997,81.949997,80.730003,80.730003,2895300,55.215057
"2005-01-06",80.879997,82.400002,80.82,81.459999,3014500,55.71434
"2005-01-07",81.5,82.800003,81.25,82.300003,3293000,56.288849
"2005-01-10",82.300003,84.300003,82.300003,83.940002,4343700,57.410507
"2005-01-11",83.949997,84.989998,83.849998,84.709999,4757100,57.93718
"2005-01-12",84.580002,85,84,84.959999,4183500,58.10815
"2005-01-13",84.660004,85.5,83.510002,83.790001,4172400,57.307926
"2005-01-14",83.790001,84.25,83.099998,83.970001,3082200,57.431057
"2005-01-18",83.989998,85,81.620003,82.019997,7161400,56.097328
"2005-01-19",82.5,82.790001,82.099998,82.169998,4878000,56.199932
"2005-01-20",82.699997,83.550003,82.080002,82.949997,3234000,56.733418
"2005-01-21",82.75,83.120003,81.18,81.269997,4259500,55.5844
"2005-01-24",81.5,81.959999,80.790001,81.620003,4046300,55.823753
"2005-01-25",82.150002,83.019997,82.010002,82.82,3480400,56.644497
"2005-01-26",82.970001,83.910004,82.970001,83.419998,2919500,57.05489
"2005-01-27",83,83.5,82.440002,82.889999,2564100,56.692394
"2005-01-28",82.889999,83.400002,82.790001,83.25,2046600,56.938595
"2005-01-31",83.599998,84.5,83.599998,84.360001,2800700,57.697777
"2005-02-01",84.349998,84.699997,83.800003,84.080002,3010200,57.506279
"2005-02-02",83.769997,83.790001,83.209999,83.339996,2908000,57.000149
"2005-02-03",83.400002,83.68,82.949997,83.339996,2314400,57.000149
"2005-02-04",83.550003,84.209999,83.419998,84.080002,2451300,57.506279
"2005-02-07",84.050003,84.5,83.760002,83.879997,1715200,57.369484
"2005-02-08",83.550003,84.599998,83.269997,84.339996,2020000,57.684109
"2005-02-09",84.339996,84.370003,83.199997,83.349998,1780800,57.007008
"2005-02-10",83.389999,84.080002,83.349998,83.900002,1915300,57.38319
"2005-02-11",83.980003,84.519997,83.239998,84.040001,2578100,57.478931
"2005-02-14",84.470001,84.949997,84.150002,84.610001,2012500,57.868778
"2005-02-15",85,86.07,84.720001,85.989998,3753600,58.812618
"2005-02-16",85.5,86.980003,85.370003,86.800003,2962300,59.366592
"2005-02-17",86.480003,86.800003,85.709999,85.709999,2913700,58.621113
"2005-02-18",85.779999,86.5,85.5,85.550003,2957100,58.511696
"2005-02-22",85.400002,85.849998,83.849998,84.059998,2989400,57.492584
"2005-02-23",83.68,84.290001,83.410004,83.919998,3078400,57.685043
"2005-02-24",83.779999,84.269997,82.970001,84.269997,2692200,57.925636
"2005-02-25",84.199997,84.889999,83.690002,84.599998,2252100,58.152462
"2005-02-28",84.599998,84.639999,83.739998,83.940002,2163300,57.698818
"2005-03-01",83.949997,85,83.660004,84.470001,2289900,58.06316
"2005-03-02",84.400002,85.099998,84.019997,84.559998,2182400,58.124981
"2005-03-03",84.970001,84.970001,83.519997,84.900002,2412900,58.3587
"2005-03-04",85.209999,86.68,85.110001,86.459999,2906800,59.431026
"2005-03-07",86.459999,87.449997,86.349998,86.709999,3619900,59.602863
"2005-03-08",86.410004,86.870003,86.099998,86.379997,2697000,59.376011
"2005-03-09",86.199997,86.82,86.050003,86.120003,2563800,59.197327
"2005-03-10",86.099998,86.779999,85.239998,86.650002,2523500,59.561615
"2005-03-11",86.650002,86.989998,85.510002,85.629997,2396200,58.860512
"2005-03-14",85.75,86.5,85.260002,85.900002,2579700,59.046074
"2005-03-15",86,86.760002,85.860001,85.860001,2199300,59.018578
"2005-03-16",85.650002,86.889999,85.650002,86,2758900,59.114841
"2005-03-17",85.870003,86.459999,85.43,85.970001,1995800,59.094196
"2005-03-18",86.400002,87.050003,85.559998,86.160004,5264900,59.224815
"2005-03-21",86,86.199997,85.309998,85.669998,1695300,58.887981
"2005-03-22",85.480003,86.699997,85.339996,85.379997,2086700,58.688622
"2005-03-23",85.150002,85.5,84.620003,85.07,2366300,58.475555
"2005-03-24",85.25,85.650002,84.889999,85.279999,1843600,58.619877
"2005-03-28",85.290001,85.760002,85.120003,85.169998,1561300,58.5443
"2005-03-29",85.18,86.059998,84.599998,84.650002,2752700,58.186871
"2005-03-30",84.849998,86.080002,84.849998,85.980003,1999000,59.101074
"2005-03-31",85.949997,86.589996,85.57,85.690002,2609400,58.901749
"2005-04-01",86,86.209999,85.07,85.120003,2293700,58.509907
"2005-04-04",85.230003,85.419998,84.57,84.699997,2448700,58.221214
"2005-04-05",84.68,85,83.849998,84.470001,2863200,58.06316
"2005-04-06",85,85.620003,84.760002,84.82,2333500,58.303692
"2005-04-07",85.099998,85.400002,84.790001,85.160004,2131900,58.537415
"2005-04-08",85,85.349998,84.5,84.550003,1660700,58.118114
"2005-04-11",84.75,84.879997,84.190002,84.470001,1588000,58.06316
"2005-04-12",84.239998,85.470001,83.529999,85.25,2307000,58.599277
"2005-04-13",84.970001,85.349998,83.800003,84.220001,2294600,57.891262
"2005-04-14",83.900002,83.93,82.160004,82.379997,3206600,56.626492
"2005-04-15",82.389999,82.480003,80.510002,80.860001,4636300,55.581665
"2005-04-18",80,80.010002,75.379997,75.900002,13236700,52.172264
"2005-04-19",76.5,78.199997,76.5,76.93,7149900,52.88026
"2005-04-20",77.169998,77.599998,75.5,75.900002,4921700,52.172264
"2005-04-21",76.900002,78.220001,76.309998,77.889999,3657800,53.540169
"2005-04-22",77.910004,77.919998,76.379997,77.059998,2715800,52.969616
"2005-04-25",77.669998,78.230003,77.209999,77.510002,2461300,53.27895
"2005-04-26",77.519997,77.830002,76.129997,76.129997,2724900,52.33036
"2005-04-27",75.870003,76.839996,75.269997,76.599998,2750200,52.653423
"2005-04-28",75.900002,76.019997,75.110001,75.230003,3213400,51.711735
"2005-04-29",75.709999,76.599998,74.949997,76.470001,2955800,52.564095
"2005-05-02",76.470001,77.139999,76.25,76.879997,2834500,52.845901
"2005-05-03",76.839996,77.290001,76.269997,76.760002,3141600,52.763424
"2005-05-04",76.699997,77.629997,76.18,77.349998,3013100,53.168987
"2005-05-05",77.349998,77.949997,77.099998,77.470001,2600200,53.251469
"2005-05-06",77.580002,78.239998,77.169998,77.330002,2286200,53.155231
"2005-05-09",77.18,77.730003,76.800003,77.730003,2310700,53.430157
"2005-05-10",77.580002,77.580002,75.989998,76.610001,3866900,52.660316
"2005-05-11",76.790001,77.080002,76,76.989998,2806200,52.921501
"2005-05-12",77.239998,77.25,75.660004,75.779999,2371700,52.089767
"2005-05-13",76.07,76.279999,75.089996,75.610001,2553700,51.972931
"2005-05-16",75.970001,76.650002,75.669998,76.419998,1931800,52.529697
"2005-05-17",76.050003,77.150002,75.75,77.010002,2414300,52.935272
"2005-05-18",76.980003,78.410004,76.75,78.099998,2247300,53.97892
"2005-05-19",78.099998,78.18,77.559998,77.860001,2191900,53.813019
"2005-05-20",77.800003,77.800003,76.349998,77.059998,3465200,53.260117
"2005-05-23",77.300003,79.230003,77.099998,78.529999,2962500,54.276089
"2005-05-24",78.120003,78.480003,77.949997,78.190002,2263500,54.041073
"2005-05-25",78.18,78.18,76.989998,77.059998,2589800,53.260117
"2005-05-26",77.800003,77.800003,76.550003,76.980003,3051300,53.204807
"2005-05-27",76.93,77.449997,76.93,76.980003,1511700,53.204807
"2005-05-31",77.010002,77.279999,76.650002,76.650002,3337000,52.976704
"2005-06-01",76.779999,77.800003,76.459999,77,2085900,53.218643
"2005-06-02",77.010002,77.120003,76.339996,76.57,2219200,52.921429
"2005-06-03",76.589996,76.849998,75.75,76,2305500,52.527496
"2005-06-06",75.860001,76.25,75.580002,76.160004,1611100,52.638081
"2005-06-07",76.5,77.440002,76.209999,76.339996,2725100,52.762455
"2005-06-08",76.919998,76.970001,76.360001,76.559998,2042700,52.914532
"2005-06-09",76.559998,77.029999,75.800003,76.18,2720900,52.651878
"2005-06-10",76.540001,76.580002,75.400002,75.790001,2776900,52.382355
"2005-06-13",75.959999,76.949997,75.599998,76.089996,2556500,52.589684
"2005-06-14",76.610001,77.040001,76.349998,76.660004,2363200,52.983643
"2005-06-15",76.900002,77.050003,75.800003,76.129997,2612400,52.617306
"2005-06-16",76.129997,76.980003,75.75,76.669998,2295700,52.990555
"2005-06-17",77.669998,78.550003,76.849998,76.919998,3939400,53.163334
"2005-06-20",77.5,77.889999,77.089996,77.190002,2281200,53.349949
"2005-06-21",77.400002,77.989998,77,77.190002,2822300,53.349949
"2005-06-22",77.849998,78.510002,77.32,77.879997,3977800,53.826847
"2005-06-23",78.209999,78.25,75.580002,75.870003,4737000,52.437622
"2005-06-24",75.75,76.309998,75.300003,75.480003,4004000,52.168083
"2005-06-27",75.68,76.32,75.5,75.790001,2282700,52.382355
"2005-06-28",76.300003,77.220001,76.050003,77.099998,3008000,53.287735
"2005-06-29",77.07,77.080002,75.970001,76.040001,2225100,52.555115
"2005-06-30",74,74.550003,72.25,72.300003,14756900,49.970219
"2005-07-01",72.309998,73.120003,71.029999,73,8866000,50.454037
"2005-07-05",73.040001,73.870003,73,73.620003,3999300,50.882542
"2005-07-06",73.629997,73.629997,72.830002,72.830002,3753600,50.336536
"2005-07-07",72,73.900002,71.370003,73.809998,3714400,51.013859
"2005-07-08",73.900002,75.239998,73.599998,75,3345000,51.836319
"2005-07-11",75.389999,76.160004,75.019997,76.129997,3709900,52.617306
"2005-07-12",76.139999,76.139999,74.860001,74.870003,3687700,51.74649
"2005-07-13",75.099998,75.43,74.510002,75.120003,3299300,51.919258
"2005-07-14",75.120003,75.970001,75.07,75.43,2791600,52.133511
"2005-07-15",75.800003,76.739998,75.080002,75.449997,3573800,52.147339
"2005-07-18",75.449997,76.139999,74.279999,74.529999,4631600,51.511501
"2005-07-19",74.57,74.849998,73.989998,74.290001,4230400,51.345615
"2005-07-20",74.110001,74.75,73.989998,74.68,2828100,51.615158
"2005-07-21",75.120003,75.400002,74.269997,74.550003,2799900,51.525322
"2005-07-22",74.800003,74.949997,74,74.709999,2857200,51.635899
"2005-07-25",74.839996,75.300003,73.900002,74.169998,2943200,51.26268
"2005-07-26",74.629997,74.629997,73.779999,73.779999,2664000,50.993107
"2005-07-27",74.089996,74.199997,73.330002,73.650002,3194500,50.903282
"2005-07-28",73.690002,74.790001,73.639999,74.699997,3188600,51.62896
