"","CHK.Open","CHK.High","CHK.Low","CHK.Close","CHK.Volume","CHK.Adjusted"
"2009-11-09",23.481552,23.982971,23.396404,23.897823,12110700,21.973274
"2009-11-10",23.793756,24.049196,23.472092,23.973511,10500500,22.042866
"2009-11-11",24.266792,24.418165,23.670767,23.822138,13551900,21.903687
"2009-11-12",23.812677,24.304636,23.273415,23.377483,17602200,21.494844
"2009-11-13",23.528854,23.841059,23.245033,23.680227,14041300,21.773201
"2009-11-16",23.907286,24.228951,23.614002,23.784296,16338300,21.868891
"2009-11-17",23.746452,23.765373,22.894985,22.989594,21001400,21.138189
"2009-11-18",23.273415,23.33964,22.516556,22.781458,19384100,20.946812
"2009-11-19",22.620625,22.649006,21.939451,22.119205,14998700,20.337894
"2009-11-20",21.948912,22.109745,21.542101,21.78808,13777600,20.03344
"2009-11-23",22.355724,22.507095,21.854305,21.948912,14174200,20.181311
"2009-11-24",21.939451,22.412489,21.551561,22.374645,14801800,20.57276
"2009-11-25",22.535479,23.604542,22.16651,23.519394,21729500,21.625324
"2009-11-27",22.535479,23.169348,22.232735,22.866604,11237000,21.025101
"2009-11-30",22.70577,23.292337,22.421949,22.630085,17672900,20.807634
"2009-12-01",22.980133,23.254494,22.70577,22.800379,12771800,20.964207
"2009-12-02",22.753075,22.753075,21.939451,22.138126,18697500,20.355291
"2009-12-03",22.280037,22.280037,21.721855,21.78808,14223400,20.03344
"2009-12-04",22.185431,22.280037,21.002838,21.352886,27239900,19.633289
"2009-12-07",21.523178,22.109745,21.428572,21.570482,17529400,19.833363
"2009-12-08",21.684011,21.740776,21.210974,21.333963,16314100,19.615892
"2009-12-09",21.589403,21.627247,20.870388,21.229897,14495800,19.520205
"2009-12-10",21.438032,22.04352,21.286661,21.92053,19379700,20.155216
"2009-12-11",22.024597,22.194891,21.665091,21.78808,13118500,20.03344
"2009-12-14",23.462629,23.472092,22.876064,23.055819,35121000,21.199078
"2009-12-15",23.159887,23.462629,23.017975,23.21665,16898900,21.346956
"2009-12-16",23.481552,23.746452,23.282877,23.566698,14794000,21.668823
"2009-12-17",23.443708,23.907286,23.103123,23.651844,18586600,21.747107
"2009-12-18",24.124882,24.957426,24.124882,24.654682,27159200,22.669186
"2009-12-21",25.25071,25.307474,24.938505,24.957426,14072000,22.947544
"2009-12-22",25.26017,25.477768,24.985809,25.364239,12503800,23.321596
"2009-12-23",25.562914,26.007568,25.39262,25.846737,9975500,23.765236
"2009-12-24",26.083254,26.565752,26.045412,26.329233,9580400,24.208883
"2009-12-28",26.641438,26.707663,25.752129,26.102177,15685500,24.000103
"2009-12-29",26.073793,26.395458,25.26963,25.288553,15465700,23.252007
"2009-12-30",24.976349,25.298014,24.853359,24.938505,9462700,22.994667
"2009-12-31",24.938505,25.146641,24.389782,24.48439,10315400,22.575951
"2010-01-04",25.950804,26.594135,25.468306,26.575212,31146800,24.503805
"2010-01-05",26.773888,27.549669,26.679281,27.407759,28692600,25.271458
"2010-01-06",27.634815,27.644276,26.991486,27.105015,16054900,24.992319
"2010-01-07",27.086092,27.246925,26.66036,27.17124,13906600,25.053375
"2010-01-08",26.859035,27.360455,26.537371,27.350994,11656300,25.219122
"2010-01-11",27.417219,27.417219,26.234627,26.490067,15041300,24.425295
"2010-01-12",26.026489,26.206244,25.704824,26.092714,13724400,24.058918
"2010-01-13",25.941343,26.433302,25.468306,26.319773,11103000,24.268278
"2010-01-14",26.508987,26.849575,26.035952,26.177862,16784700,24.137428
"2010-01-15",26.035952,26.575212,25.78051,26.404919,18228300,24.346785
"2010-01-19",26.177862,26.736046,26.017029,26.688742,11046900,24.608486
"2010-01-20",26.300852,26.367077,25.884579,26.168402,10609400,24.128704
"2010-01-21",26.404919,26.726585,25.704824,25.714285,17429200,23.709982
"2010-01-22",25.591295,26.187323,25.052034,25.184484,16902900,23.221478
"2010-01-25",25.430464,25.884579,25.279091,25.506149,9878200,23.518074
"2010-01-26",25.212866,25.657522,24.900661,25.099339,10671400,23.142969
"2010-01-27",25.052034,25.108799,23.897823,24.531694,18175600,22.61957
"2010-01-28",24.247871,24.465467,23.680227,24.134342,18972900,22.253185
"2010-01-29",24.314096,24.664145,23.311258,23.443708,16185400,21.616388
"2010-02-01",23.727531,24.512772,23.727531,24.465467,11230500,22.558504
"2010-02-02",24.61684,24.910124,24.210028,24.834436,8428500,22.898716
"2010-02-03",24.74929,25.014191,24.295176,24.437086,7447700,22.532337
"2010-02-04",23.926207,23.973511,22.82876,22.876064,15710100,21.092989
"2010-02-05",22.923368,23.481552,22.289499,23.197729,17783000,21.389578
"2010-02-08",23.377483,23.623463,22.847683,22.932829,10424800,21.14533
"2010-02-09",23.349102,23.528854,22.724693,23.188269,12256200,21.380856
"2010-02-10",23.046358,23.33964,22.56386,23.0842,8410600,21.284903
"2010-02-11",23.074739,23.812677,22.942289,23.774834,10089100,21.921705
"2010-02-12",23.311258,23.803217,22.999054,23.614002,11025100,21.773409
"2010-02-16",24.181646,24.588457,24.105961,24.437086,9608800,22.532337
"2010-02-17",24.796595,25.014191,24.295176,24.938505,15442000,22.994667
"2010-02-18",25.657522,26.073793,25.402081,25.979187,24526600,23.954239
"2010-02-19",25.846737,26.310312,25.799433,26.102177,14146500,24.067636
"2010-02-22",26.253548,26.291391,25.496689,25.638599,14563800,23.6402
"2010-02-23",25.458845,25.458845,24.843899,24.881741,15725700,22.942333
"2010-02-24",25.052034,25.25071,24.834436,25.108799,11196500,23.151691
"2010-02-25",24.73037,25.307474,24.446547,25.288553,14551900,23.317436
"2010-02-26",25.354778,25.430464,24.86282,25.13718,10268300,23.177862
"2010-03-01",25.288553,25.39262,25.042574,25.241249,9620900,23.273819
"2010-03-02",25.458845,25.704824,25.241249,25.298014,9951900,23.326155
"2010-03-03",25.421003,25.553453,25.231789,25.354778,8076600,23.378498
"2010-03-04",25.316935,25.458845,24.626301,24.777672,11618000,22.846373
"2010-03-05",24.957426,25.070955,24.758751,24.891201,9176900,22.951056
"2010-03-08",24.74929,24.929045,24.105961,24.210028,17106500,22.322977
"2010-03-09",24.077578,24.824976,23.954588,24.314096,34387400,22.418934
"2010-03-10",24.503311,24.550615,24.011353,24.276253,13201400,22.384035
"2010-03-11",24.228951,24.465467,24.068117,24.399242,9859300,22.497442
"2010-03-12",24.522232,24.578997,24.087038,24.257332,11575100,22.366592
"2010-03-15",24.020813,24.153263,23.585619,24.049196,15052600,22.174683
"2010-03-16",24.068117,24.172186,23.822138,24.049196,11926500,22.174683
"2010-03-17",24.087038,24.172186,23.614002,23.699148,17198600,21.851913
"2010-03-18",23.472092,23.576159,22.469254,22.507095,30570300,20.752781
"2010-03-19",22.904446,23.112583,22.138126,22.904446,27648700,21.119162
"2010-03-22",22.459791,22.469254,21.929991,21.986755,38812700,20.272997
"2010-03-23",22.081362,22.204351,21.721855,22.015137,35423700,20.299171
"2010-03-24",21.816462,22.403027,21.759697,21.863766,29822300,20.159595
"2010-03-25",22.090822,22.138126,21.173132,21.220436,29962000,19.566404
"2010-03-26",21.267738,21.352886,20.908232,21.163671,26307100,19.514065
"2010-03-29",21.475876,22.090822,21.352886,22.024597,20774500,20.307884
"2010-03-30",22.024597,22.232735,21.608326,22.17597,21318200,20.513556
"2010-03-31",22.251656,22.762535,22.17597,22.365185,21226300,20.688583
"2010-04-01",22.649006,22.989594,22.43141,22.8193,16629200,21.108662
"2010-04-05",23.122044,23.368023,22.866604,23.254494,11603900,21.511229
"2010-04-06",23.21665,23.358562,22.999054,23.197729,10122300,21.458715
"2010-04-07",23.09366,23.178808,22.630085,22.790918,13978600,21.082403
"2010-04-08",22.535479,22.857143,22.365185,22.809839,12676300,21.099905
"2010-04-09",23.21665,23.301798,22.923368,23.235573,16864600,21.493729
"2010-04-12",23.245033,23.566698,22.942289,23.017975,11084000,21.29244
"2010-04-13",23.112583,23.368023,22.620625,23.245033,16664300,21.502474
"2010-04-14",23.320719,23.368023,23.017975,23.349102,12452900,21.598747
"2010-04-15",23.226112,23.311258,22.999054,23.055819,13093600,21.327446
"2010-04-16",22.932829,23.017975,22.469254,22.592241,20109400,20.898623
"2010-04-19",22.355724,22.554399,22.16651,22.469254,12280800,20.784851
"2010-04-20",22.526016,22.771996,22.526016,22.582781,11574700,20.88987
"2010-04-21",22.620625,22.658468,22.289499,22.403027,10173800,20.723595
"2010-04-22",22.157049,22.658468,22.04352,22.592241,12715000,20.898623
"2010-04-23",22.582781,23.566698,22.232735,23.547777,18772100,21.782522
"2010-04-26",23.500473,23.595081,23.122044,23.150425,9419700,21.414961
"2010-04-27",22.96121,23.103123,22.289499,22.374645,15994300,20.697336
"2010-04-28",22.535479,22.639545,22.16651,22.44087,11563100,20.758595
"2010-04-29",22.601704,22.800379,21.863766,22.336802,18299200,20.662331
"2010-04-30",22.412489,22.96121,22.090822,22.516556,16062900,20.828608
"2010-05-03",22.69631,22.989594,22.384106,22.781458,10201500,21.073654
"2010-05-04",22.677389,22.677389,22.109745,22.346264,13960300,20.671082
"2010-05-05",22.119205,22.516556,21.523178,21.92053,24330900,20.277262
"2010-05-06",21.740776,21.977295,19.86755,21.258278,25465100,19.664654
"2010-05-07",21.087984,21.53264,20.179754,20.728477,22299900,19.174572
"2010-05-10",21.721855,21.91107,21.409651,21.854305,15440400,20.216003
"2010-05-11",21.778618,22.667929,21.712393,22.024597,22057200,20.373526
"2010-05-12",22.355724,22.592241,21.967833,22.261116,16698500,20.592319
"2010-05-13",22.204351,22.649006,21.92053,22.03406,16346500,20.382282
"2010-05-14",21.807001,21.807001,20.983917,21.400188,19700100,19.795929
"2010-05-17",21.409651,21.608326,20.539263,21.087984,18057300,19.507132
"2010-05-18",21.315042,21.608326,20.908232,21.050142,15456800,19.47212
"2010-05-19",20.851467,21.239357,20.378429,20.908232,17057000,19.340853
"2010-05-20",20.25544,20.482498,19.86755,19.886471,23849400,18.395695
"2010-05-21",19.35667,20.085146,19.016083,19.87701,25413500,18.38694
"2010-05-24",19.791864,20.179754,19.60265,19.631031,16079600,18.159401
"2010-05-25",19.035006,19.716177,18.561968,19.668875,18701300,18.194407
"2010-05-26",19.810785,20.312204,19.74456,20.018921,22136200,18.518209
"2010-05-27",20.435194,21.050142,20.38789,21.021759,14838500,19.445869
"2010-05-28",21.069063,21.523178,20.813623,21.135288,17063900,19.550886
"2010-06-01",20.832544,21.333963,20.406813,20.454115,16403300,18.920776
"2010-06-02",20.671713,22.081362,20.577105,22.062441,20630500,20.408539
"2010-06-03",22.100285,23.642384,21.702932,23.519394,41933700,21.756271
"2010-06-04",22.989594,24.087038,22.582781,22.790918,32790800,21.082403
"2010-06-07",23.09366,23.632923,22.56386,22.658468,18086100,20.959887
"2010-06-08",22.781458,23.036898,22.128666,22.69631,20694700,20.994886
"2010-06-09",23.017975,23.462629,22.005676,22.17597,23309700,20.513556
"2010-06-10",22.781458,23.396404,22.639545,23.09366,18399100,21.362453
"2010-06-11",22.894985,23.368023,22.82876,23.311258,11670600,21.563738
"2010-06-14",23.585619,24.172186,23.245033,23.292337,16902800,21.546238
"2010-06-15",23.746452,24.058657,23.547777,23.992432,13302600,22.193846
"2010-06-16",23.765373,24.001892,23.415327,23.822138,13001300,22.036318
"2010-06-17",23.954588,23.954588,23.235573,23.538317,10649500,21.773775
"2010-06-18",23.528854,23.595081,23.20719,23.282877,11687300,21.537483
"2010-06-21",23.727531,24.087038,22.970673,23.169348,17378100,21.432465
"2010-06-22",23.159887,23.226112,22.232735,22.384106,17056800,20.706085
"2010-06-23",22.403027,22.469254,21.929991,22.223274,13180700,20.557316
"2010-06-24",22.17597,22.29896,21.523178,21.646168,16557000,20.023476
"2010-06-25",21.712393,22.03406,21.362347,21.740776,13195700,20.110987
"2010-06-28",21.854305,21.854305,21.163671,21.239357,9221900,19.647158
"2010-06-29",20.766319,20.832544,19.933775,20.12299,18441600,18.676874
"2010-06-30",20.312204,20.5298,19.772942,19.820246,14591900,18.395887
"2010-07-01",19.772942,20.037844,19.280983,19.697256,16292800,18.28174
"2010-07-02",19.86755,20.075686,19.214758,19.403973,9745900,18.009531
"2010-07-06",19.86755,20.066225,19.243141,19.432356,13223900,18.035872
"2010-07-07",19.536425,20.331125,19.441816,20.2649,12991100,18.808586
"2010-07-08",20.491959,20.548723,19.914854,20.283823,13155400,18.826151
"2010-07-09",20.368969,20.454115,20.104069,20.321665,11144200,18.861275
"2010-07-12",20.321665,20.359509,19.801325,20.113529,8500300,18.6681
"2010-07-13",20.463575,20.596027,20.245979,20.25544,11266500,18.799803
"2010-07-14",20.160833,20.473038,19.962156,20.25544,7585000,18.799803
"2010-07-15",20.302744,20.340586,19.763481,20.283823,11352000,18.826151
"2010-07-16",20.160833,20.160833,19.60265,19.74456,12046200,18.325638
"2010-07-19",19.545885,19.933775,19.4702,19.810785,9107200,18.387104
"2010-07-20",19.526962,20.491959,19.517502,20.350048,11541100,18.887615
"2010-07-21",20.671713,20.671713,19.86755,20,13109300,18.562719
"2010-07-22",20.359509,20.690634,20.245979,20.5298,10010800,19.054453
"2010-07-23",20.435194,20.671713,20.066225,20.633869,11740700,19.151041
"2010-07-26",20.747398,20.851467,20.501419,20.794703,7867700,19.30032
"2010-07-27",20.974457,20.974457,19.791864,20.13245,22724800,18.685658
"2010-07-28",20.208136,20.283823,19.801325,19.981079,9079700,18.545162
"2010-07-29",20.236519,20.245979,19.649952,19.962156,12153900,18.527597
"2010-07-30",19.725639,20.018921,19.631031,19.895931,8805900,18.466137
"2010-08-02",20.245979,20.64333,20.028381,20.491959,13043300,19.019329
"2010-08-03",20.482498,20.908232,20.340586,20.65279,15060400,19.168602
"2010-08-04",21.002838,21.286661,20.813623,21.229897,14450900,19.704237
"2010-08-05",21.097446,21.381268,20.879848,21.163671,8385300,19.642767
"2010-08-06",20.898769,21.173132,20.737938,21.087984,9421900,19.572521
"2010-08-09",21.192053,21.286661,20.709555,20.823084,7507000,19.326654
"2010-08-10",20.548723,21.154209,20.444654,21.040682,10179700,19.528614
"2010-08-11",20.747398,20.766319,20.151371,20.25544,9866400,18.799803
"2010-08-12",19.86755,20.151371,19.668875,19.905392,11049800,18.474916
"2010-08-13",19.858089,20.208136,19.659414,19.659414,7592600,18.246616
"2010-08-16",19.687796,19.914854,19.574266,19.801325,9200400,18.378326
"2010-08-17",19.886471,20.25544,19.820246,20.170294,9330900,18.720779
"2010-08-18",20.141911,20.151371,19.716177,19.754021,9710000,18.334423
"2010-08-19",19.706717,19.810785,19.536425,19.687796,9686400,18.272957
"2010-08-20",19.536425,19.61211,19.252602,19.280983,9394100,17.895374
"2010-08-23",19.271523,19.659414,19.233681,19.4702,9778200,18.070995
"2010-08-24",19.129612,19.60265,18.912016,19.139072,12631000,17.763664
"2010-08-25",18.940397,19.063387,18.618732,18.959318,10439800,17.596827
"2010-08-26",18.968781,19.441816,18.930937,18.987701,9611100,17.623177
"2010-08-27",19.157995,19.725639,18.912016,19.687796,11245000,18.272957
"2010-08-30",19.687796,20.151371,19.649952,19.706717,10574500,18.290518
"2010-08-31",19.508041,19.933775,19.441816,19.564806,7900600,18.158802
"2010-09-01",19.858089,20.227058,19.74456,20.094608,11127300,18.650536
"2010-09-02",20.12299,20.227058,19.706717,20.227058,7986000,18.773462
"2010-09-03",20.340586,20.633869,20.236519,20.548723,7215900,19.072016
"2010-09-07",20.39735,20.416273,20.018921,20.12299,7666100,18.676874
"2010-09-08",20.066225,20.2649,19.829706,19.981079,9251800,18.545162
"2010-09-09",20.2649,20.274361,19.716177,19.782404,9426100,18.360764
"2010-09-10",19.858089,20.094608,19.801325,20.056765,10586200,18.615408
"2010-09-13",20.245979,20.491959,20,20.491959,12612000,19.019329
"2010-09-14",20.454115,20.567644,20.208136,20.331125,7872000,18.870049
"2010-09-15",20.179754,20.312204,19.99054,20.274361,7028600,18.817364
"2010-09-16",20.198675,20.64333,20.151371,20.463575,13429200,18.992983
"2010-09-17",20.605488,20.614948,20.208136,20.302744,9852600,18.843708
"2010-09-20",20.331125,20.624409,20.12299,20.567644,6599500,19.089579
"2010-09-21",20.463575,20.624409,19.981079,20.037844,18345500,18.597847
"2010-09-22",20.094608,20.2649,19.754021,19.791864,12888200,18.369545
"2010-09-23",19.668875,20.056765,19.621571,19.763481,11442500,18.343203
"2010-09-24",20.028381,20.435194,19.801325,20.39735,11449100,18.931519
"2010-09-27",20.350048,20.605488,20.293283,20.491959,7859200,19.019329
"2010-09-28",20.5298,20.586565,20.12299,20.52034,7796200,19.045675
"2010-09-29",20.38789,21.428572,20.359509,21.343424,18203600,19.878344
"2010-09-30",21.438032,21.759697,21.021759,21.428572,15247000,19.957647
"2010-10-01",21.684011,21.854305,21.428572,21.570482,14339000,20.089815
"2010-10-04",21.579943,21.589403,20.889309,21.078524,11592300,19.631626
"2010-10-05",21.343424,21.561022,20.983917,21.116367,22637900,19.666876
"2010-10-06",21.125828,21.523178,21.097446,21.371807,10446100,19.904776
"2010-10-07",21.523178,21.523178,21.050142,21.267738,8199900,19.80785
"2010-10-08",21.267738,21.929991,21.078524,21.807001,11345700,20.310101
"2010-10-11",22.942289,23.008514,21.977295,22.04352,17878700,20.530382
"2010-10-12",22.762535,22.866604,22.384106,22.582781,31119300,21.032627
"2010-10-13",22.601704,22.658468,21.721855,21.986755,31560300,20.477514
"2010-10-14",22.03406,22.138126,21.542101,21.721855,14841500,20.230799
"2010-10-15",21.835382,21.92053,21.456953,21.750237,14142400,20.257231
"2010-10-18",21.740776,21.78808,21.333963,21.466413,13565500,19.992889
"2010-10-19",21.258278,21.371807,20.577105,20.77578,22281600,19.349663
"2010-10-20",20.870388,21.229897,20.823084,20.964994,14559500,19.525888
"2010-10-21",21.059603,21.078524,20.501419,20.766319,14869100,19.340855
"2010-10-22",20.785242,20.842005,20,20.056765,23289800,18.680004
"2010-10-25",20.25544,20.321665,19.86755,20.018921,16144900,18.644756
"2010-10-26",19.905392,20.151371,19.839167,20.113529,12281900,18.732878
"2010-10-27",19.971619,20.293283,19.86755,20.217596,16590200,18.829796
"2010-10-28",20.312204,20.321665,19.971619,20.179754,11402300,18.794554
"2010-10-29",20.12299,20.605488,20.056765,20.51088,12154800,19.102943
"2010-11-01",20.832544,21.031219,20.577105,20.65279,12457500,19.235117
"2010-11-02",20.879848,20.983917,20.671713,20.860928,7482300,19.428965
"2010-11-03",20.946074,21.116367,20.671713,21.106907,16004200,19.658064
"2010-11-04",20.813623,21.135288,20.577105,21.087984,29444200,19.64044
"2010-11-05",20.964994,21.087984,20.842005,21.069063,10984800,19.622812
"2010-11-08",21.059603,21.551561,21.021759,21.475876,10927200,20.001703
"2010-11-09",22.100285,22.346264,21.674551,21.816462,20367400,20.318907
"2010-11-10",21.996216,22.280037,21.665091,22.147587,14878400,20.627306
"2010-11-11",22.03406,22.04352,21.523178,21.958372,18564500,20.451082
"2010-11-12",21.740776,21.740776,21.192053,21.494797,14955200,20.019325
"2010-11-15",21.702932,21.740776,21.050142,21.106907,11708400,19.658064
"2010-11-16",20.974457,21.040682,20.596027,20.77578,14481900,19.349663
"2010-11-17",20.860928,21.078524,20.747398,20.908232,9747600,19.473024
"2010-11-18",20.917692,21.286661,20.908232,21.050142,12679900,19.605192
"2010-11-19",20.993378,21.438032,20.860928,21.419111,10407300,19.948835
"2010-11-22",21.381268,21.381268,20.860928,21.324503,7948700,19.860722
"2010-11-23",21.002838,21.050142,20.596027,20.64333,10879200,19.226309
"2010-11-24",20.813623,21.135288,20.690634,20.983917,7371600,19.543518
"2010-11-26",20.851467,21.116367,20.756859,20.804163,4034800,19.376102
"2010-11-29",20.766319,20.908232,20.52034,20.860928,6411700,19.428965
"2010-11-30",20.51088,20.624409,19.971619,19.981079,23949800,18.609514
"2010-12-01",20.208136,20.302744,19.971619,20.25544,15302500,18.865042
"2010-12-02",20.283823,20.690634,20.217596,20.463575,13227800,19.058889
"2010-12-03",20.425734,21.031219,20.406813,20.964994,15515000,19.525888
"2010-12-06",20.946074,21.475876,20.879848,21.333963,14918600,19.869532
"2010-12-07",21.542101,21.655628,21.173132,21.513718,16235900,20.036949
"2010-12-08",21.523178,21.967833,21.475876,21.655628,20980000,20.169115
"2010-12-09",21.702932,21.797541,21.494797,21.598866,8342600,20.116249
"2010-12-10",21.636707,21.740776,21.475876,21.684011,7878400,20.195557
"2010-12-13",21.816462,21.91107,21.617786,21.674551,10188200,20.186741
"2010-12-14",21.551561,21.835382,21.53264,21.778618,11202900,20.283667
"2010-12-15",21.674551,22.336802,21.674551,22.242195,20726900,20.715422
"2010-12-16",22.223274,22.459791,22.090822,22.29896,11671400,20.768288
"2010-12-17",22.223274,22.251656,21.977295,22.04352,12594100,20.530382
"2010-12-20",22.526016,24.001892,22.488174,23.992432,38246600,22.345514
"2010-12-21",23.793756,24.077578,23.491013,24.011353,15778600,22.363138
"2010-12-22",23.954588,24.124882,23.793756,24.039736,9384500,22.389576
"2010-12-23",23.765373,24.399242,23.727531,24.228951,9615000,22.565796
"2010-12-27",24.105961,24.285715,23.897823,24.191107,5183900,22.530556
"2010-12-28",24.314096,24.578997,24.247871,24.456007,7492200,22.777266
"2010-12-29",24.569536,24.768211,24.399242,24.73983,7646400,23.041611
"2010-12-30",24.664145,25.00473,24.531694,24.569536,9834100,22.948828
"2010-12-31",24.493851,24.664145,24.370861,24.512772,4854400,22.895807
"2011-01-03",24.966887,25.212866,24.796595,25.080416,12056400,23.426003
"2011-01-04",25.25071,25.25071,24.531694,24.806055,10305300,23.169744
"2011-01-05",24.73037,25.156101,24.626301,25.070955,8764600,23.417173
"2011-01-06",25.354778,25.884579,25.165564,25.231789,17401200,23.567396
"2011-01-07",25.26963,25.562914,25.193945,25.496689,10457900,23.814821
"2011-01-10",25.38316,25.591295,25.099339,25.506149,9540400,23.823658
"2011-01-11",25.572374,25.912962,25.354778,25.865658,9873900,24.159449
"2011-01-12",25.988647,26.490067,25.979187,26.385998,16053700,24.645468
"2011-01-13",26.423841,26.490067,26.140018,26.206244,12844300,24.477573
"2011-01-14",26.168402,26.310312,25.950804,26.168402,11957100,24.442228
"2011-01-18",26.215704,26.338694,25.979187,26.177862,8540300,24.451059
"2011-01-19",26.130558,26.546831,26.102177,26.329233,15314300,24.592449
"2011-01-20",26.073793,26.480606,25.78051,26.310312,12841400,24.57478
"2011-01-21",26.423841,26.613056,26.187323,26.300852,7081900,24.565939
"2011-01-24",26.092714,26.669821,26.092714,26.631977,7652400,24.875221
"2011-01-25",26.499527,26.631977,25.761589,25.950804,14218700,24.238979
"2011-01-26",26.130558,26.669821,26.017029,26.537371,9904400,24.786854
"2011-01-27",26.281931,26.603596,25.979187,26.206244,9554700,24.477573
"2011-01-28",26.102177,26.367077,25.78051,25.856197,10058000,24.150614
"2011-01-31",26.035952,28.126774,25.988647,27.937559,26809600,26.094681
"2011-02-01",27.880795,28.978241,27.606434,28.599812,25057300,26.713251
"2011-02-02",28.684958,29.7351,28.647114,28.864712,22335300,26.960676
"2011-02-03",28.912016,29.006622,28.183538,28.826868,12139200,26.925327
"2011-02-04",28.921476,29.299906,28.363293,28.438978,11034000,26.563025
"2011-02-07",29.394512,30.435194,29.299906,29.583727,32161000,27.632261
"2011-02-08",29.4702,29.87701,29.195837,29.839167,13727100,27.870852
"2011-02-09",29.60265,29.801325,28.987701,29.205297,11179500,27.278795
"2011-02-10",29.016083,29.280983,28.666037,29.157995,14280000,27.23461
"2011-02-11",29.205297,29.299906,28.817408,29.176916,9061000,27.252287
"2011-02-14",29.101231,29.886471,29.091768,29.829706,9528200,27.862013
"2011-02-15",29.649952,29.716177,28.836329,29.063387,9840300,27.146248
"2011-02-16",29.22422,29.252602,28.807947,29.025543,10112700,27.110897
"2011-02-17",28.978241,29.186377,28.533587,28.845791,9407000,26.943005
"2011-02-18",28.807947,29.072847,28.571428,28.789026,8723300,26.889986
"2011-02-22",30.198675,31.220436,29.839167,30.283823,34302200,28.286177
"2011-02-23",30.851467,32.639545,30.037844,32.478714,38381700,30.336285
"2011-02-24",33.585621,33.869442,32.005676,32.497635,33403500,30.353958
"2011-02-25",32.715233,33.661304,32.582783,33.462631,17374100,31.255304
"2011-02-28",33.793755,34.011353,33.207191,33.68969,16206300,31.467377
"2011-03-01",33.8316,33.992432,31.78808,31.882687,17893100,29.779573
"2011-03-02",31.684011,32.119205,31.173132,32.062439,13655100,29.947466
"2011-03-03",32.459793,32.459793,31.078524,31.816462,13376000,29.717718
"2011-03-04",32.024597,32.024597,31.333963,31.759697,8394300,29.664694
"2011-03-07",31.939451,32.677387,31.466413,31.646168,10107600,29.558655
"2011-03-08",31.693472,31.693472,30.709555,30.842005,10302700,28.807541
"2011-03-09",30.756859,31.901608,30.728477,31.740776,11548500,29.64702
"2011-03-10",31.069063,31.069063,29.943235,30.368969,18187700,28.365705
"2011-03-11",29.583727,31.192053,29.101231,31.040682,11253000,28.993113
"2011-03-14",31.740776,32.336803,31.53264,31.750237,15120700,29.655859
"2011-03-15",30.700094,32.081364,30.463575,31.797541,15262400,29.700048
"2011-03-16",32.421947,33.405865,32.100285,32.781456,26245400,30.619062
"2011-03-17",33.235573,33.462631,32.157047,32.166508,20345100,30.04467
"2011-03-18",32.469254,32.526016,31.438032,31.570482,18216900,29.487967
"2011-03-21",31.939451,32.251656,31.740776,31.929991,12286800,29.823757
"2011-03-22",32.062439,32.166508,31.740776,31.882687,11166700,29.779573
"2011-03-23",31.967833,32.232735,31.542101,31.91107,11393400,29.806084
"2011-03-24",32.024597,32.147587,31.712393,32.052979,11461000,29.938629
"2011-03-25",32.147587,32.544937,31.939451,32.393566,16784900,30.256752
"2011-03-28",32.526016,32.535477,31.258278,31.277199,12914800,29.214025
"2011-03-29",31.53264,31.731316,31.258278,31.570482,11215800,29.487967
"2011-03-30",32.242195,32.601704,32.005676,32.478714,17880800,30.404629
"2011-03-31",32.715233,32.876064,31.646168,31.712393,13323100,29.687237
"2011-04-01",32.090824,32.204353,31.579943,31.693472,8436000,29.669527
"2011-04-04",31.712393,32.090824,31.315042,32.005676,10978000,29.961796
"2011-04-05",31.825922,32.280037,31.78808,31.986755,14783300,29.94408
"2011-04-06",32.166508,32.488174,31.674551,31.863766,8777700,29.828947
"2011-04-07",31.835382,32.639545,31.740776,32.630085,14154100,30.546326
"2011-04-08",32.715233,32.828762,31.977295,32.185429,10915100,30.130066
"2011-04-11",32.554398,32.582783,31.409651,31.542101,11567800,29.527824
"2011-04-12",30.908232,31.021759,29.933775,30.208136,17423200,28.279043
"2011-04-13",30.491959,31.116367,30.425734,30.65279,8984600,28.695301
"2011-04-14",30.567644,30.955534,30.274361,30.889309,8349500,28.916712
"2011-04-15",30.879848,31.031219,30.425734,30.964994,8136000,28.98757
"2011-04-18",30.454115,30.577105,29.61211,30.25544,10101600,28.32333
"2011-04-19",30.283823,30.378429,29.905392,30.25544,9420900,28.32333
"2011-04-20",30.586565,31.182592,30.283823,30.473038,13469600,28.527033
"2011-04-21",30.605488,31.012299,30.00946,30.927153,11986800,28.952143
"2011-04-25",30.794703,31.192053,30.633869,30.756859,5952700,28.79273
"2011-04-26",30.756859,31.447493,30.747398,31.305582,7399000,29.306408
"2011-04-27",31.570482,31.570482,30.700094,31.333963,7234400,29.332975
"2011-04-28",31.163671,31.53264,30.671713,31.428572,6914500,29.421541
"2011-04-29",31.400188,31.901608,31.343424,31.854305,8984500,29.820091
"2011-05-02",32.062439,32.071903,31.296122,31.438032,10480000,29.430399
"2011-05-03",30.416273,30.64333,29.101231,29.640491,21821200,27.747646
"2011-05-04",29.593187,29.621571,28.486282,29.072847,14789900,27.216255
"2011-05-05",28.448439,29.545885,28.003784,29.195837,18818000,27.331394
"2011-05-06",29.754021,30.179754,29.016083,29.280983,11480300,27.411102
"2011-05-09",29.498581,29.905392,29.422895,29.61211,7336000,27.721079
