"","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
"2005-03-31",48.942596,49.105225,48.608299,48.770931,1630200,34.368259
"2005-04-01",49.014874,49.25882,48.490845,48.9697,1698000,34.508331
"2005-04-04",49.141365,49.358204,48.834175,49.213646,2807600,34.680237
"2005-04-05",49.394344,50.126179,49.132332,49.972584,1863800,35.21505
"2005-04-06",50.008724,50.324951,49.674431,50.324951,2808600,35.46336
"2005-04-07",50.306881,50.957401,50.261703,50.876083,2024000,35.85173
"2005-04-08",50.86705,51.047749,50.442406,50.487579,1757100,35.577957
"2005-04-11",50.496616,50.912224,50.487579,50.821877,1336300,35.81353
"2005-04-12",50.722488,51.047749,50.379162,50.876083,1717700,35.85173
"2005-04-13",50.749596,50.975471,50.406265,50.596001,1282400,35.654362
"2005-04-14",50.460476,51.120029,49.972584,49.972584,2352600,35.21505
"2005-04-15",49.828026,49.873199,49.303993,49.303993,1701900,34.7439
"2005-04-18",49.150398,49.168468,48.716721,49.014874,1432400,34.540165
"2005-04-19",49.023911,49.096191,48.310146,48.490845,1950000,34.170891
"2005-04-20",48.69865,48.852245,48.246899,48.382423,1646900,34.094494
"2005-04-21",48.626369,49.159435,48.427601,49.00584,1780900,34.533783
"2005-04-22",49.014874,49.204609,48.427601,48.761894,1075500,34.361889
"2005-04-25",49.3311,49.791885,48.888386,49.078121,1123200,34.584721
"2005-04-26",48.924526,49.159435,48.689613,48.689613,843300,34.310955
"2005-04-27",48.69865,48.761894,48.111374,48.33725,1682000,34.062653
"2005-04-28",48.834175,49.692501,48.572159,48.996803,2140600,34.527428
"2005-04-29",49.29496,49.647324,48.68058,49.547939,1593300,34.915802
"2005-05-02",49.484695,50.135216,49.240749,49.963551,1656100,35.208694
"2005-05-03",49.873199,50.324951,49.63829,49.728642,1545100,35.043144
"2005-05-04",49.855129,50.361092,49.701534,50.144249,2538000,35.336033
"2005-05-05",49.918373,50.225567,49.60215,49.809956,1146200,35.100456
"2005-05-06",50.189426,50.596001,50.189426,50.279774,1148700,35.431515
"2005-05-09",50.315914,50.57793,50.117146,50.487579,1277800,35.577957
"2005-05-10",50.126179,50.306881,49.56601,49.755745,1114100,35.062244
"2005-05-11",49.647324,49.828026,49.340134,49.60215,1958300,34.953999
"2005-05-12",49.665394,49.773815,49.078121,49.231716,1839200,34.692974
"2005-05-13",49.358204,49.403381,48.129444,48.563126,1643900,34.221813
"2005-05-16",48.626369,48.9697,48.499882,48.66251,1588200,34.291851
"2005-05-17",48.617336,49.123295,48.264969,49.087154,1586300,34.59108
"2005-05-18",49.087154,49.349171,48.879349,49.141365,1155600,34.629307
"2005-05-19",49.069084,49.285927,48.734791,49.267857,1242800,34.718441
"2005-05-20",49.3311,50.026794,49.27689,49.94548,1814200,35.195942
"2005-05-23",49.656361,50.324951,49.629253,50.108109,1663600,35.310547
"2005-05-24",50.117146,50.568893,49.89127,50.469509,1281700,35.565228
"2005-05-25",50.053902,50.451439,49.773815,49.900307,1264900,35.16412
"2005-05-26",49.918373,50.144249,49.719604,50.008724,945500,35.425095
"2005-05-27",49.954514,50.225567,49.828026,50.099075,512300,35.489105
"2005-05-31",50.189426,50.641174,50.053902,50.343021,1312600,35.661911
"2005-06-01",50.352055,50.352055,49.755745,50.017761,1115200,35.431488
"2005-06-02",50.053902,50.352055,49.791885,50.261703,979100,35.604294
"2005-06-03",50.261703,50.568893,50.026794,50.225567,9e+05,35.578709
"2005-06-06",50.225567,50.433369,50.117146,50.361092,866100,35.674706
"2005-06-07",50.406265,50.767666,50.099075,50.19846,1055500,35.559502
"2005-06-08",50.162319,50.306881,49.882236,50.035831,763500,35.444309
"2005-06-09",50.035831,51.092926,49.837059,50.939331,1485700,36.084332
"2005-06-10",50.876083,51.237484,50.731525,51.147137,1224100,36.231541
"2005-06-13",51.15617,51.707306,51.056786,51.291695,1472300,36.333923
"2005-06-14",51.237484,51.237484,50.794769,50.903191,1342600,36.058727
"2005-06-15",50.912224,51.15617,50.722488,50.984505,1056200,36.116322
"2005-06-16",50.948364,51.029678,50.704418,50.921261,1060000,36.071522
"2005-06-17",51.183273,51.336868,50.86705,50.957401,1506500,36.097115
"2005-06-20",50.957401,51.074856,50.686352,50.713455,1309900,35.924309
"2005-06-21",50.659245,50.758629,50.225567,50.361092,1471800,35.674706
"2005-06-22",50.478546,50.776699,50.397228,50.568893,1139400,35.821911
"2005-06-23",50.596001,50.704418,49.990654,49.990654,763900,35.4123
"2005-06-24",49.873199,49.972584,49.421452,49.484695,1308500,35.053883
"2005-06-27",49.322063,49.457588,48.843208,49.3311,1371800,34.94508
"2005-06-28",49.692501,50.433369,49.502766,50.297844,1180500,35.629902
"2005-06-29",50.370125,50.460476,49.990654,50.352055,671600,35.668293
"2005-06-30",49.818989,50.686352,49.818989,49.918373,1630100,35.361092
"2005-07-01",49.954514,50.126179,49.719604,49.981621,873600,35.405895
"2005-07-05",49.89127,50.008724,49.556976,49.719604,953400,35.220295
"2005-07-06",49.674431,49.818989,49.078121,49.285927,1386200,34.913082
"2005-07-07",49.159435,49.60215,48.879349,49.511799,1325700,35.073078
"2005-07-08",49.466625,49.755745,49.240749,49.656361,1111700,35.175491
"2005-07-11",50.370125,50.415298,49.94548,49.963551,1795600,35.393105
"2005-07-12",49.963551,50.135216,49.511799,49.764778,980700,35.252296
"2005-07-13",49.873199,50.081005,49.828026,49.963551,979100,35.393105
"2005-07-14",49.918373,50.397228,49.873199,50.008724,1119800,35.425095
"2005-07-15",50.008724,50.460476,49.855129,50.315914,1273800,35.642704
"2005-07-18",50.108109,50.117146,49.611183,49.62022,855300,35.149883
"2005-07-19",49.782848,49.954514,49.31303,49.511799,1388500,35.073078
"2005-07-20",49.376274,50.144249,49.177505,50.090038,1485500,35.482693
"2005-07-21",50.090038,51.165203,49.900307,50.876083,2503400,36.039505
"2005-07-22",50.948364,50.957401,50.460476,50.839947,1085600,36.013912
"2005-07-25",50.686352,51.201344,50.605034,51.110996,792500,36.205921
"2005-07-26",51.110996,51.418186,50.84898,51.327835,1564400,36.35952
"2005-07-27",51.318802,51.562744,50.975471,51.228451,1791200,36.289124
"2005-07-28",51.951248,51.951248,50.758629,50.758629,1571700,35.956306
"2005-07-29",50.668282,50.858013,50.099075,50.099075,1476300,35.489105
"2005-08-01",50.2346,50.433369,50.099075,50.126179,1679600,35.508312
"2005-08-02",50.026794,50.135216,49.701534,49.954514,2206400,35.386692
"2005-08-03",49.92741,50.288811,49.918373,50.189426,1779800,35.553108
"2005-08-04",50.207497,50.514687,49.981621,50.379162,1067500,35.687515
"2005-08-05",50.279774,50.460476,50.062935,50.071972,1047300,35.469902
"2005-08-08",50.062935,50.315914,49.89127,49.936443,996900,35.373905
"2005-08-09",50.324951,50.379162,49.800919,49.873199,2728100,35.329105
"2005-08-10",50.008724,50.415298,49.448555,49.62022,1579900,35.149883
"2005-08-11",49.656361,49.918373,49.58408,49.674431,1395300,35.188297
"2005-08-12",49.683464,49.972584,49.611183,49.864166,1182600,35.322708
"2005-08-15",49.746712,50.397228,49.728642,50.370125,1435600,35.68111
"2005-08-16",50.379162,50.713455,50.2346,50.514687,1326500,35.783504
"2005-08-17",50.343021,50.478546,50.071972,50.225567,870700,35.578709
"2005-08-18",50.2346,50.379162,50.053902,50.352055,1060800,35.668293
"2005-08-19",50.55986,50.57793,50.243633,50.324951,925200,35.649101
"2005-08-22",50.496616,51.029678,50.451439,50.88512,1083200,36.045898
"2005-08-23",50.930294,51.047749,50.659245,50.758629,1072000,35.956306
"2005-08-24",50.84898,51.083889,50.333984,50.343021,1394400,35.661911
"2005-08-25",50.19846,50.370125,50.044865,50.324951,863100,35.834179
"2005-08-26",50.2346,50.442406,49.954514,50.189426,978100,35.737667
"2005-08-29",49.90934,50.668282,49.828026,50.568893,9e+05,36.007881
"2005-08-30",50.261703,50.586964,50.090038,50.496616,1017800,35.956406
"2005-08-31",50.632141,50.81284,49.864166,50.677315,1291700,36.085075
"2005-09-01",50.550823,50.948364,50.397228,50.632141,909700,36.052917
"2005-09-02",50.776699,51.598885,50.686352,51.409149,4243800,36.606182
"2005-09-06",51.373009,51.589851,51.092926,51.535641,2683000,36.696247
"2005-09-07",51.625992,51.888004,51.535641,51.797653,1367700,36.882824
"2005-09-08",51.680199,52.150021,51.46336,52.09581,1841900,37.095131
"2005-09-09",52.023529,52.565632,51.77055,52.285545,1385200,37.230221
"2005-09-12",51.869934,52.150021,51.373009,51.680199,1875100,36.799187
"2005-09-13",51.689236,51.689236,50.713455,50.740559,1748500,36.130104
"2005-09-14",50.722488,50.948364,50.2346,50.596001,2151000,36.027184
"2005-09-15",50.605034,50.641174,50.144249,50.550823,1820000,35.995007
"2005-09-16",50.686352,50.984505,50.415298,50.88512,2191100,36.233051
"2005-09-19",50.88512,51.056786,50.279774,50.469509,2604400,35.937115
"2005-09-20",50.324951,50.776699,50.19846,50.397228,1251600,35.885647
"2005-09-21",50.21653,50.550823,48.66251,49.141365,1599500,34.991405
"2005-09-22",48.996803,49.150398,48.35532,48.653477,2034000,34.643997
"2005-09-23",48.64444,48.888386,48.255936,48.554089,1932300,34.573219
"2005-09-26",48.599266,48.933559,48.310146,48.526985,1764300,34.55394
"2005-09-27",48.33725,48.617336,47.840324,48.490845,1998100,34.528179
"2005-09-28",48.915489,49.150398,48.499882,48.770931,1853000,34.727619
"2005-09-29",48.843208,49.014874,48.37339,48.653477,1867000,34.643997
"2005-09-30",48.608299,49.123295,48.382423,49.105225,1804400,34.965664
"2005-10-03",48.879349,48.960667,48.409531,48.68058,2040600,34.663288
"2005-10-04",48.761894,49.31303,48.581196,48.66251,1684700,34.650421
"2005-10-05",48.779964,49.141365,48.617336,48.761894,2057600,34.721199
"2005-10-06",48.834175,49.051014,48.445671,48.915489,1346800,34.830551
"2005-10-07",49.105225,49.105225,48.37339,48.834175,1438200,34.772655
"2005-10-10",48.427601,48.95163,48.093304,48.31918,1529900,34.40596
"2005-10-11",48.219795,48.400494,47.135593,47.45182,2053500,33.788334
"2005-10-12",47.298225,47.885502,47.216911,47.524101,1625600,33.839828
"2005-10-13",47.478924,48.04813,47.478924,47.894535,1814800,34.103573
"2005-10-14",47.867432,48.246899,47.478924,48.201725,987400,34.322319
"2005-10-17",48.237865,48.915489,47.623486,48.807072,2404700,34.753365
"2005-10-18",48.807072,49.032944,48.35532,48.436634,1940600,34.489582
"2005-10-19",48.472775,49.990654,48.472775,49.972584,2288200,35.583275
"2005-10-20",49.737675,49.873199,48.37339,48.626369,2119000,34.624699
"2005-10-21",48.563126,48.807072,47.641556,47.641556,3078400,33.923443
"2005-10-24",47.614449,49.159435,47.614449,48.69865,1940500,34.676159
"2005-10-25",49.014874,49.376274,47.650589,47.813221,3211500,34.045681
"2005-10-26",47.885502,48.219795,47.533134,47.659626,3321900,33.936321
"2005-10-27",47.677696,47.885502,47.253052,47.280155,1912600,33.666111
"2005-10-28",47.43375,48.879349,47.43375,48.879349,2484100,34.804825
"2005-10-31",48.69865,49.032944,48.04813,48.472775,2736000,34.515324
"2005-11-01",48.517948,49.493729,48.490845,48.897419,1972100,34.817696
"2005-11-02",48.915489,49.358204,48.897419,48.9697,2373600,34.86916
"2005-11-03",49.032944,49.556976,49.032944,49.25882,1595400,35.075039
"2005-11-04",49.466625,50.017761,49.439522,49.828026,1703000,35.480343
"2005-11-07",49.92741,50.035831,49.755745,49.94548,1266900,35.563961
"2005-11-08",49.918373,50.189426,49.412415,49.60215,1670300,35.319485
"2005-11-09",49.737675,50.731525,49.511799,50.370125,1724700,35.866348
"2005-11-10",50.315914,50.686352,50.053902,50.415298,1399700,35.89851
"2005-11-11",50.2346,50.315914,50.090038,50.162319,1346900,35.718369
"2005-11-14",49.963551,50.88512,49.873199,50.740559,1480100,36.130104
"2005-11-15",50.740559,50.966434,50.50565,50.713455,1347600,36.110821
"2005-11-16",50.939331,51.309765,50.740559,51.246521,1501700,36.490387
"2005-11-17",51.020645,51.354939,50.695385,51.15617,1725500,36.426041
"2005-11-18",51.15617,51.15617,50.379162,50.686352,2684400,36.091515
"2005-11-21",50.785736,51.219414,50.785736,51.17424,1215300,36.438911
"2005-11-22",51.120029,51.490463,50.957401,51.418186,1716500,36.612621
"2005-11-23",51.029678,51.264591,50.785736,51.038715,1158400,36.527115
"2005-11-25",51.1381,51.472397,51.029678,51.400116,548500,36.785763
"2005-11-28",51.336868,51.490463,51.15617,51.273624,1301600,36.695229
"2005-11-29",51.4995,51.933182,51.454327,51.725376,1663000,37.018539
"2005-11-30",51.942215,52.104843,51.779587,51.833794,2000400,37.096142
"2005-12-01",51.951248,52.38493,51.951248,52.195194,1569100,37.354771
"2005-12-02",52.140984,52.267475,51.924145,51.960285,1519400,37.186665
"2005-12-05",51.969318,52.13195,51.454327,51.960285,2195600,37.186665
"2005-12-06",51.996426,52.520454,51.960285,52.339756,1826700,37.458229
"2005-12-07",52.403,52.466244,51.978355,52.231335,1307900,37.380642
"2005-12-08",51.4995,52.520454,51.4995,52.493351,1876200,37.56815
"2005-12-09",52.502384,53.170975,52.475281,52.990276,2103700,37.923817
"2005-12-12",52.809574,53.03545,52.412037,52.863785,2167700,37.833267
"2005-12-13",52.773434,53.414921,52.773434,53.351673,1965000,38.182438
"2005-12-14",53.351673,53.821495,53.161942,53.604656,1810100,38.363483
"2005-12-15",53.613689,54.029301,53.351673,53.758251,1877100,38.473415
"2005-12-16",53.984123,54.173859,53.396851,53.432991,1943200,38.240627
"2005-12-19",53.306499,53.306499,52.674049,52.74633,1521000,37.749207
"2005-12-20",52.990276,53.414921,52.845715,53.125801,1396200,38.02079
"2005-12-21",53.306499,53.613689,53.216148,53.523338,939500,38.305286
"2005-12-22",53.640797,53.749214,53.297466,53.658867,1523100,38.40229
"2005-12-23",53.740181,53.884739,53.622726,53.713074,495600,38.441082
"2005-12-27",53.758251,54.029301,53.676933,53.758251,804600,38.473415
"2005-12-28",53.920879,54.029301,53.532375,53.911846,1039200,38.583344
"2005-12-29",54.01123,54.26421,53.984123,54.092545,1024400,38.712666
"2005-12-30",53.93895,54.444908,53.93895,54.309383,1249100,38.867863
"2006-01-03",53.532375,54.327454,53.396851,53.875706,2405500,38.557461
"2006-01-04",53.93895,54.30035,53.758251,54.26421,1624500,38.835518
"2006-01-05",54.209999,54.354561,53.884739,54.354561,1551300,38.900188
"2006-01-06",54.209999,55.068325,54.029301,54.797276,1657400,39.217022
"2006-01-09",54.670784,55.113499,54.5714,55.068325,1331400,39.411007
"2006-01-10",55.068325,55.321304,54.887627,55.294201,1532800,39.572651
"2006-01-11",55.25806,55.556213,55.023151,55.502007,1741400,39.721371
"2006-01-12",56.75787,56.75787,55.20385,55.429726,1408000,39.669655
"2006-01-13",54.887627,55.068325,54.652714,55.059292,2328500,39.404549
"2006-01-17",54.779205,55.041222,54.734032,54.833416,1591800,39.242897
"2006-01-18",54.833416,55.005081,54.517189,54.544296,1932500,39.035965
"2006-01-19",54.661751,54.869556,54.535259,54.770168,1879300,39.197628
"2006-01-20",54.634644,54.959904,54.381664,54.517189,1892400,39.016567
"2006-01-23",54.616573,55.050255,54.5714,54.89666,905400,39.288155
"2006-01-24",55.23999,56.360329,55.23999,56.089279,1913700,40.141678
"2006-01-25",56.071209,56.242874,55.736916,55.87244,1620100,39.986496
"2006-01-26",57.71558,57.71558,55.980862,56.748837,1697200,40.613693
"2006-01-27",56.46875,56.721729,56.062176,56.622345,1704700,40.523178
"2006-01-30",55.610424,56.071209,55.023151,56.044106,2329400,40.109341
"2006-01-31",55.926651,56.649448,55.926651,56.134457,2562500,40.174004
"2006-02-01",56.134457,56.920502,56.107349,56.920502,1827300,40.736568
"2006-02-02",56.694626,56.839184,56.242874,56.46875,1800200,40.41325
"2006-02-03",56.46875,56.803043,56.360329,56.640415,1143200,40.53611
"2006-02-06",56.513924,57.191551,56.315155,57.137341,1744500,40.891762
"2006-02-07",57.137341,57.643299,57.056026,57.40839,1794700,41.08572
"2006-02-08",56.875324,57.1012,56.694626,56.902431,1408000,40.723633
"2006-02-09",57.110233,57.824001,56.739799,57.769791,1605500,41.344372
"2006-02-10",57.769791,58.158295,57.44453,58.086014,1039100,41.570694
"2006-02-13",57.778824,58.167332,57.67944,58.04084,1072000,41.538368
"2006-02-14",57.760754,59.206356,57.760754,58.890129,2171400,42.146175
"2006-02-15",58.736534,58.989513,58.528728,58.817848,1787100,42.094448
"2006-02-16",58.817848,59.2696,58.591976,59.197319,1554800,42.366024
"2006-02-17",59.260567,59.667141,59.088902,59.368984,1676200,42.488873
"2006-02-21",59.152145,59.332844,58.646187,58.99855,1432200,42.223766
"2006-02-22",59.215389,60.073715,59.206356,59.513546,1755200,42.592346
"2006-02-23",59.188286,59.495476,58.863026,58.989513,1653600,42.402554
"2006-02-24",59.134075,59.603893,59.016621,59.567757,1616100,42.818199
"2006-02-27",59.405125,59.61293,59.179249,59.197319,1887300,42.551922
"2006-02-28",58.844955,59.197319,57.75172,57.914349,3273200,41.6297
"2006-03-01",57.236725,58.447414,57.182514,58.31189,2523100,41.915459
"2006-03-02",58.185398,59.368984,58.095051,58.99855,2090400,42.409046
"2006-03-03",58.953377,59.856876,58.872059,59.441265,1524600,42.727276
"2006-03-06",59.621964,59.621964,58.429344,58.528728,1006500,42.071323
"2006-03-07",58.65522,59.134075,58.230576,58.745571,1519900,42.227192
"2006-03-08",58.546799,59.088902,58.420311,59.007584,1987700,42.41555
"2006-03-09",58.890129,59.856876,58.727501,59.2696,1908900,42.603882
"2006-03-10",59.278633,60.697128,59.278633,60.489326,3141800,43.480637
"2006-03-13",60.679062,61.13081,60.398975,60.796516,1726200,43.701435
"2006-03-14",60.850723,61.383789,60.588711,61.356686,1273600,44.104115
"2006-03-15",61.356686,62.151764,61.11274,62.043346,1995000,44.59771
"2006-03-16",62.043346,62.657726,61.709049,62.477024,1168500,44.90942
"2006-03-17",62.7029,63.281139,62.504131,63.091404,2060900,45.351044
"2006-03-20",63.091404,63.199825,62.43185,62.73904,1780600,45.097767
"2006-03-21",62.657726,63.235966,62.639656,62.72097,1729600,45.084778
"2006-03-22",62.612549,63.145615,62.522202,63.082371,1158100,45.344563
"2006-03-23",62.883598,62.883598,62.251148,62.440884,1437000,44.88345
"2006-03-24",62.522202,62.901669,61.989136,62.043346,2000800,44.59771
"2006-03-27",62.115623,62.115623,61.627735,61.907822,2328300,44.500271
"2006-03-28",61.76326,61.998169,61.221161,61.383789,1618800,44.123577
"2006-03-29",61.374756,62.205975,61.085636,62.043346,1421000,44.59771
"2006-03-30",61.871681,61.980099,61.365719,61.600632,1485100,44.279457
"2006-03-31",61.754227,62.41378,61.618698,61.700016,1395300,44.350891
"2006-04-03",61.925892,62.08852,61.401859,61.447037,1683800,44.16906
"2006-04-04",61.483173,62.7029,61.347649,62.513165,1787100,44.935413
"2006-04-05",62.386677,62.901669,62.178871,62.730003,1091300,45.091274
"2006-04-06",62.630619,62.820354,62.07045,62.576408,988500,44.980865
"2006-04-07",62.937809,63.154652,62.404743,62.585445,1518500,44.987347
"2006-04-10",62.594479,62.883598,62.196941,62.802284,954000,45.143234
"2006-04-11",62.802284,62.811321,62.142731,62.251148,1287500,44.74707
"2006-04-12",62.251148,62.341499,61.320545,61.438,1836300,44.162563
"2006-04-13",61.501244,61.889751,61.320545,61.736156,1005400,44.376869
"2006-04-17",61.022388,62.296326,61.022388,62.205975,888100,44.714584
"2006-04-18",62.341499,63.154652,62.251148,63.037193,1583300,45.312084
"2006-04-19",63.109474,63.633507,62.811321,63.479912,1591200,45.630325
"2006-04-20",62.68483,64.067184,62.68483,63.732891,2124100,45.81216
"2006-04-21",64.012978,64.012978,62.793251,63.651573,1191400,45.753712
"2006-04-24",63.470875,64.482796,63.380524,64.356308,1307500,46.260284
"2006-04-25",64.193672,64.202713,62.39571,62.39571,2465500,44.850964
"2006-04-26",61.16695,61.7994,61.13081,61.483173,2910600,44.195023
"2006-04-27",61.031425,61.401859,60.787479,61.14888,2025400,43.954731
"2006-04-28",61.14888,61.230194,60.155029,60.444149,2357700,43.448174
"2006-05-01",60.444149,61.049496,59.802666,60.769409,1794300,43.681946
"2006-05-02",60.769409,61.040459,60.561604,60.80555,2036100,43.707935
"2006-05-03",60.986252,61.302475,60.489326,61.14888,2309200,43.954731
"2006-05-04",61.040459,61.230194,60.832657,61.139847,1732300,43.948227
"2006-05-05",61.221161,61.835541,61.049496,61.591595,1221800,44.272961
"2006-05-08",61.600632,62.12466,61.139847,61.962029,1270000,44.539238
"2006-05-09",61.971066,61.971066,61.519314,61.627735,1436600,44.298946
"2006-05-10",61.889751,61.952995,61.248264,61.447037,1338000,44.16906
"2006-05-11",61.45607,61.817471,61.049496,61.157913,1215900,43.961227
"2006-05-12",61.139847,61.383789,60.155029,60.236343,1473000,43.29879
"2006-05-15",60.082748,60.5345,60.010471,60.462219,1834000,43.461159
"2006-05-16",60.49836,60.55257,60.091785,60.20924,1343100,43.279305
"2006-05-17",59.992401,60.182137,59.197319,59.432232,1432000,42.720779
"2006-05-18",58.727501,59.956261,58.727501,59.540649,1327300,42.798714
"2006-05-19",59.631001,60.389938,59.405125,60.055645,1646200,43.168903
"2006-05-22",60.064678,61.365719,59.88398,60.950111,2100100,43.811859
"2006-05-23",60.941074,60.995285,59.423195,59.513546,2237000,42.779236
"2006-05-24",59.513546,59.757488,58.610046,59.378021,2580800,42.68182
"2006-05-25",59.179249,59.540649,58.92627,59.043724,1503700,42.657021
"2006-05-26",59.179249,59.441265,58.844955,58.935307,884600,42.578712
"2006-05-30",58.591976,58.853989,58.320927,58.591976,1554900,42.330669
"2006-05-31",58.546799,59.106972,58.131191,58.438381,1946000,42.219688
"2006-06-01",58.447414,58.96241,58.275749,58.537766,2409900,42.291512
"2006-06-02",58.456451,58.94434,58.212505,58.772675,1797000,42.461208
"2006-06-05",58.953377,59.296703,58.501625,58.555836,1500400,42.304562
"2006-06-06",58.781712,59.043724,57.670406,57.959526,1195100,41.873745
"2006-06-07",57.986629,58.591976,57.42646,57.453564,1969000,41.508194
"2006-06-08",57.227692,57.851105,56.577171,57.688477,2380800,41.677921
"2006-06-09",57.724613,58.113121,57.625229,57.706547,1310300,41.690975
"2006-06-12",57.824001,57.833035,56.748837,56.830151,1090600,41.057816
"2006-06-13",56.875324,57.290936,56.694626,56.929535,1535300,41.129612
"2006-06-14",56.315155,56.604275,55.827267,56.224804,2153700,40.620453
"2006-06-15",56.016998,57.191551,55.574284,56.938568,1776900,41.136124
"2006-06-16",56.016998,56.929535,55.989895,56.929535,2776400,41.129612
"2006-06-19",56.911465,57.182514,56.279015,56.45068,1248100,40.783653
"2006-06-20",56.595242,56.803043,56.107349,56.242874,1024600,40.63353
"2006-06-21",56.206734,56.929535,56.116386,56.604275,1158800,40.894608
"2006-06-22",56.559101,56.79401,56.297085,56.559101,1089000,40.861984
"2006-06-23",56.288052,56.739799,56.107349,56.260944,1072300,40.646561
"2006-06-26",56.288052,56.396469,55.944721,56.170593,1117900,40.581303
"2006-06-27",56.251911,56.739799,55.908581,56.260944,2136000,40.646561
"2006-06-28",56.405506,56.920502,55.989895,56.351295,2111600,40.711838
"2006-06-29",56.739799,57.950489,56.649448,57.878208,2538500,41.814983
"2006-06-30",57.878208,58.971443,57.607159,57.878208,2360400,41.814983
"2006-07-03",58.104084,58.284786,57.661369,58.122154,502600,41.991234
"2006-07-05",57.896278,58.013737,57.381287,57.453564,924200,41.508194
"2006-07-06",57.381287,58.086014,57.381287,57.73365,802800,41.71056
"2006-07-07",57.507774,57.670406,56.848221,56.965675,718300,41.155716
"2006-07-10",57.191551,57.824001,57.128304,57.73365,746700,41.71056
"2006-07-11",57.552952,58.646187,57.42646,58.501625,769300,42.265392
"2006-07-12",58.727501,58.727501,58.104084,58.257679,1118900,42.089138
"2006-07-13",58.0047,58.393204,57.833035,58.031803,1074100,41.925961
"2006-07-14",57.778824,57.878208,57.046989,57.796894,976400,41.756252
"2006-07-17",57.796894,57.869175,57.191551,57.318039,1322700,41.410286
"2006-07-18",57.40839,57.643299,56.613312,57.290936,1000100,41.390697
"2006-07-19",57.670406,59.621964,57.670406,59.504509,1477400,42.989933
"2006-07-20",59.432232,59.847839,58.908199,58.989513,944800,42.61787
"2006-07-21",59.215389,59.567757,58.817848,59.170216,1117300,42.748432
"2006-07-24",59.170216,59.956261,59.161179,59.522579,1173300,43.002991
"2006-07-25",59.694244,60.679062,59.450298,60.444149,1719500,43.668808
"2006-07-26",60.218273,60.977215,59.61293,60.471256,1396400,43.688377
"2006-07-27",60.525463,61.076599,59.332844,59.59486,1732400,43.055195
"2006-07-28",59.90205,59.992401,58.917236,59.477406,1320300,42.970356
"2006-07-31",59.106972,59.820736,59.052761,59.802666,1726800,43.205338
"2006-08-01",59.775558,59.775558,59.134075,59.649071,1568400,43.094372
"2006-08-02",59.874947,59.874947,59.350914,59.414162,1531700,42.924648
"2006-08-03",59.179249,59.179249,58.682323,58.700394,2265300,42.408985
"2006-08-04",58.727501,58.99855,58.456451,58.591976,1884100,42.330669
"2006-08-07",58.591976,58.591976,57.923386,57.959526,1701200,41.873745
"2006-08-08",58.049873,58.790745,58.049873,58.34803,1443100,42.154423
"2006-08-09",58.727501,59.097935,58.04084,58.095051,1315200,41.971653
"2006-08-10",58.095051,58.835918,57.634266,58.63715,1272400,42.363312
"2006-08-11",58.591976,58.709431,58.275749,58.501625,1171500,42.265392
"2006-08-14",58.601009,59.387054,58.601009,58.844955,685400,42.513432
"2006-08-15",59.170216,59.603893,58.99855,59.405125,944300,42.918137
"2006-08-16",59.721352,59.90205,59.314774,59.694244,1224400,43.12701
"2006-08-17",59.811699,60.145996,59.649071,59.947224,1106300,43.309772
"2006-08-18",59.856876,59.93819,59.423195,59.631001,889600,43.081322
"2006-08-21",59.631001,59.658104,59.296703,59.513546,650600,42.996475
"2006-08-22",59.676174,59.802666,59.432232,59.495476,727200,42.98341
"2006-08-23",59.585827,59.811699,59.359951,59.603893,746000,43.061745
"2006-08-24",59.55872,59.811699,59.332844,59.504509,815000,43.207409
"2006-08-25",59.314774,59.378021,58.917236,59.088902,538900,42.905632
"2006-08-28",59.206356,59.703281,59.188286,59.540649,1175200,43.233654
"2006-08-29",59.423195,59.694244,59.30574,59.621964,941400,43.292706
"2006-08-30",60.037575,60.561604,59.802666,60.164066,1734000,43.686329
"2006-08-31",60.389938,60.760376,60.254414,60.362835,1500700,43.830662
"2006-09-01",60.362835,61.013355,60.082748,60.733269,1442600,44.099636
"2006-09-05",60.959145,61.943958,60.950111,61.663876,1266500,44.775368
"2006-09-06",61.663876,62.05238,61.555454,61.790363,1371500,44.867214
"2006-09-07",61.989136,61.989136,61.248264,61.438,671100,44.611366
"2006-09-08",61.573524,61.754227,61.329578,61.483173,656700,44.644157
"2006-09-11",61.672909,62.323429,61.528351,62.233082,831900,45.188679
"2006-09-12",62.251148,62.260185,61.004318,61.465103,1293600,44.631039
"2006-09-13",61.438,61.438,60.886864,61.320545,1064700,44.526066
"2006-09-14",61.16695,62.034309,61.13081,61.790363,1127300,44.867214
"2006-09-15",62.151764,62.522202,61.609665,61.654839,1856400,44.768803
"2006-09-18",61.618698,62.034309,61.338615,61.582561,1493500,44.716339
"2006-09-19",61.347649,61.690979,61.248264,61.401859,1249500,44.585117
"2006-09-20",61.618698,61.889751,61.45607,61.573524,1016600,44.709766
"2006-09-21",61.582561,61.690979,61.11274,61.320545,882700,44.526066
"2006-09-22",61.392826,61.438,61.031425,61.13081,628200,44.38829
"2006-09-25",60.950111,61.709049,60.950111,61.45607,1222500,44.624489
"2006-09-26",61.302475,61.736156,61.230194,61.410896,1236500,44.591675
"2006-09-27",61.501244,61.889751,61.302475,61.672909,1266500,44.781921
