"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2014-07-21",72.209999,73.459999,71.879997,73.379997,1603900,59.254848
"2014-07-22",73.459999,74.760002,73.459999,74.57,1335300,60.215771
"2014-07-23",74.540001,75.099998,73.769997,74.879997,1835000,60.466072
"2014-07-24",74.900002,75.889999,74.790001,75.360001,1687700,60.853703
"2014-07-25",75.029999,75.589996,74.5,75.050003,1702700,60.603371
"2014-07-28",75.150002,75.449997,74.150002,75.139999,1176600,60.676037
"2014-07-29",75.110001,75.900002,74.959999,75.5,1419700,60.96674
"2014-07-30",75.900002,76.220001,75.230003,75.830002,1524900,61.233231
"2014-07-31",74.5,75.489998,73.599998,73.940002,2198700,59.707039
"2014-08-01",73.709999,74.68,73.349998,74.18,1692100,59.900818
"2014-08-04",74.330002,74.400002,73.709999,74.169998,1793400,59.892742
"2014-08-05",73.900002,74.120003,73.220001,73.650002,1974300,59.472855
"2014-08-06",73.550003,74.480003,73.440002,73.589996,1524800,59.424404
"2014-08-07",74.050003,74.050003,73.019997,73.220001,1617500,59.125629
"2014-08-08",73.5,73.620003,72.910004,73.349998,2550800,59.230602
"2014-08-11",73.690002,73.93,73.279999,73.370003,1325000,59.24675
"2014-08-12",73.25,73.529999,72.949997,73.209999,1712100,59.11755
"2014-08-13",72.25,73.699997,72.25,73.540001,1622500,59.384045
"2014-08-14",73.540001,73.75,73.360001,73.589996,923500,59.424404
"2014-08-15",73.949997,73.949997,72.889999,73.360001,1307400,59.23867
"2014-08-18",73.940002,74.32,73.690002,73.809998,1088700,59.602047
"2014-08-19",73.980003,73.980003,73.169998,73.510002,965100,59.359798
"2014-08-20",73.410004,74.239998,73.370003,74.169998,874000,59.892742
"2014-08-21",74.080002,74.699997,73.849998,74.639999,1066500,60.272285
"2014-08-22",74.459999,75.190002,74.220001,74.860001,958800,60.449932
"2014-08-25",75.330002,75.989998,74.940002,75.650002,983900,61.087883
"2014-08-26",75.370003,76.690002,75.370003,76.360001,1177600,61.661194
"2014-08-27",76.260002,76.550003,75.989998,76.459999,933200,61.741951
"2014-08-28",75.940002,76.690002,75.93,76.580002,1042400,61.838825
"2014-08-29",76.879997,77.419998,76.5,76.550003,1084900,61.814632
"2014-09-02",76.580002,77.099998,76.400002,76.75,1255000,61.976131
"2014-09-03",77.029999,77.199997,76,76.519997,927700,61.790398
"2014-09-04",76.669998,77.019997,76.25,76.610001,1169200,61.863079
"2014-09-05",76.529999,76.550003,75.849998,76.449997,1345800,61.733868
"2014-09-08",76.019997,76.309998,75.629997,75.940002,1020000,61.701389
"2014-09-09",75.919998,76.150002,75.389999,75.68,895400,61.490116
"2014-09-10",75.889999,76.279999,75.300003,76.010002,1157200,61.758255
"2014-09-11",75.910004,77.599998,75.910004,77.519997,1514200,62.985126
"2014-09-12",77.529999,79.360001,77.519997,79.330002,2321600,64.455765
"2014-09-15",79,80.160004,78.879997,79.82,1880900,64.853882
"2014-09-16",79.639999,80.419998,79.18,79.870003,1435600,64.894501
"2014-09-17",79.75,81.019997,79.459999,80.690002,1933200,65.56076
"2014-09-18",80.339996,83.610001,80.110001,82.959999,3067400,67.405136
"2014-09-19",83.660004,83.660004,82.139999,82.839996,2227200,67.307625
"2014-09-22",82.669998,83.150002,82.18,82.57,1520400,67.088242
"2014-09-23",82.540001,83,81.110001,81.129997,1652100,65.918251
"2014-09-24",81.129997,81.589996,80.800003,81.279999,1185100,66.040138
"2014-09-25",80.959999,81.230003,78.980003,79.199997,2158200,64.350136
"2014-09-26",79.739998,80.160004,78.720001,80.029999,1852500,65.02449
"2014-09-29",79.300003,79.919998,78.919998,79.5,1544200,64.593864
"2014-09-30",79.57,80.239998,79.389999,79.959999,1983200,64.967636
"2014-10-01",79.959999,80.010002,79.230003,79.400002,2005100,64.512619
"2014-10-02",79.730003,80.940002,79.620003,80.419998,2299600,65.3414
"2014-10-03",79.760002,81.349998,79.760002,80.949997,1683100,65.771988
"2014-10-06",81.290001,81.75,80.910004,81.349998,1909800,66.097015
"2014-10-07",80.940002,81.309998,79.720001,79.75,1715500,64.797012
"2014-10-08",79.919998,81.199997,79.709999,81.160004,3011600,65.942642
"2014-10-09",80.93,81.5,80.370003,80.980003,1755100,65.796379
"2014-10-10",81.110001,82.620003,80.940002,81.610001,1683200,66.30825
"2014-10-13",80.82,81.330002,78.870003,79.010002,1980100,64.195747
"2014-10-14",79.669998,80.580002,79.519997,79.849998,1549600,64.87825
"2014-10-15",79.059998,80.57,75.940002,79.309998,3139700,64.439507
"2014-10-16",77.989998,79.760002,77.559998,79.129997,1824400,64.293243
"2014-10-17",79.57,80.029999,77.779999,78.260002,2333600,63.586376
"2014-10-20",78.330002,79.650002,77.82,79.389999,1336600,64.504501
"2014-10-21",80.019997,80.059998,79.440002,80.040001,1096700,65.032646
"2014-10-22",80.25,80.300003,79.290001,79.489998,1071700,64.585754
"2014-10-23",80.330002,81.669998,79.980003,81.199997,1388000,65.975136
"2014-10-24",81.059998,82.419998,81.019997,82.309998,1063400,66.876991
"2014-10-27",82.220001,82.790001,81.730003,81.980003,1129600,66.608887
"2014-10-28",82.050003,82.43,80.75,81.330002,1750500,66.080765
"2014-10-29",81.139999,82.099998,80.82,81.830002,1516900,66.487007
"2014-10-30",81.550003,82.160004,80.610001,81.559998,1631200,66.267616
"2014-10-31",82.75,83.879997,82.32,83.809998,2979800,68.095772
"2014-11-03",84.110001,85,83.830002,84.790001,1832800,68.892006
"2014-11-04",84.68,85.379997,84.589996,85.269997,1734100,69.282005
"2014-11-05",85.730003,86.18,85.25,85.769997,1521100,69.688271
"2014-11-06",85.699997,86.400002,85.489998,86.269997,969100,70.094528
"2014-11-07",86.080002,86.400002,85.07,85.599998,939200,69.55014
"2014-11-10",85.599998,86.040001,85.019997,85.949997,1041500,69.834526
"2014-11-11",86,86.389999,85.610001,86.290001,752300,70.110764
"2014-11-12",86.07,86.279999,85.489998,85.599998,1062700,69.55014
"2014-11-13",85.949997,86.139999,84.870003,85.139999,1282800,69.176414
"2014-11-14",85.190002,85.510002,84.709999,84.82,1277300,68.916397
"2014-11-17",84.610001,84.849998,83.849998,84.089996,1327800,68.323265
"2014-11-18",84.389999,84.449997,83.339996,83.709999,1467300,68.014511
"2014-11-19",83.510002,84.019997,82.720001,83.779999,1510600,68.071396
"2014-11-20",83.190002,84,82.510002,83.589996,1300900,67.917007
"2014-11-21",84.580002,84.580002,82.830002,83.139999,1159800,67.551399
"2014-11-24",83.559998,84.190002,83.029999,83.360001,998600,67.730133
"2014-11-25",83.010002,84,83,83.529999,1856900,67.868248
"2014-11-26",83.599998,83.839996,83.290001,83.690002,1093600,67.998268
"2014-11-28",84.120003,84.910004,83.849998,84.639999,1370000,68.770126
"2014-12-01",84.589996,84.830002,84.010002,84.610001,1398900,68.74575
"2014-12-02",84.650002,85.639999,84.370003,85.610001,1713700,69.558273
"2014-12-03",85.389999,86.800003,85.089996,86.739998,1420000,70.476379
"2014-12-04",86.43,87.260002,86.239998,87.239998,1315000,70.882637
"2014-12-05",87.650002,88.879997,87.480003,88.739998,2018700,72.101387
"2014-12-08",87.959999,89.489998,87.589996,88.93,1922200,72.640495
"2014-12-09",88.040001,88.639999,86.980003,88.580002,1085100,72.354622
"2014-12-10",88.220001,89.529999,88,89.029999,2210700,72.722183
"2014-12-11",89.519997,89.989998,88.339996,88.480003,1902900,72.272926
"2014-12-12",87.82,88.379997,87.040001,87.080002,1427200,71.129372
"2014-12-15",87.669998,88.169998,87,87.940002,1758100,71.831841
"2014-12-16",87.5,88.43,86.82,87.5,1722100,71.472443
"2014-12-17",87.699997,89.989998,87.559998,89.940002,1969000,73.465485
"2014-12-18",90.059998,92.300003,90.029999,92.279999,2187100,75.376877
"2014-12-19",91.93,93.040001,91.93,92.360001,2746200,75.442215
"2014-12-22",92.269997,93.040001,92,92.910004,1680300,75.891479
"2014-12-23",93.199997,93.910004,92.629997,92.720001,1443500,75.736259
"2014-12-24",91,91.349998,90.150002,90.580002,908700,75.619392
"2014-12-26",91.040001,91.349998,90.32,90.389999,716800,75.460777
"2014-12-29",90.019997,90.959999,89.639999,90.18,889200,75.285477
"2014-12-30",89.959999,90.199997,89.68,89.849998,782900,75.009964
"2014-12-31",90.089996,90.290001,88.639999,88.650002,863400,74.008171
"2015-01-02",89.220001,89.379997,87.620003,88.139999,1130200,73.582397
"2015-01-05",87.900002,89.040001,87.690002,88.639999,1503900,73.999832
"2015-01-06",89,89.209999,87.019997,87.290001,1583800,72.872795
"2015-01-07",87,88.339996,86.650002,88.300003,1908800,73.715973
"2015-01-08",89.260002,89.970001,88.540001,88.709999,2002400,74.058258
"2015-01-09",88.699997,89.260002,88.199997,88.790001,1239500,74.125038
"2015-01-12",88.93,89.239998,87.419998,87.610001,1137900,73.139931
"2015-01-13",88.599998,89.199997,86.860001,87.129997,1746200,72.739212
"2015-01-14",85.389999,86.209999,84.339996,85.010002,2362800,70.96936
"2015-01-15",84.93,85.540001,84.449997,84.870003,1308100,70.852486
"2015-01-16",84.480003,85.220001,83.43,85.040001,2198000,70.994408
"2015-01-20",86.739998,87.360001,85.480003,85.550003,2095400,71.420166
"2015-01-21",85.290001,86.970001,84.989998,85.550003,2147100,71.420166
"2015-01-22",85.580002,88.900002,85.379997,88.57,2125900,73.941383
"2015-01-23",88.5,88.940002,87.68,88.519997,1009600,73.899635
"2015-01-26",88.620003,88.989998,87.389999,88.790001,724900,74.125038
"2015-01-27",88.300003,88.839996,87.260002,87.370003,761400,72.939568
"2015-01-28",88.019997,88.400002,85.139999,85.169998,1337000,71.102951
"2015-01-29",85.220001,86.290001,85.07,86.220001,1309400,71.979515
"2015-01-30",85.089996,86.389999,85,85.300003,1533600,71.211472
"2015-02-02",85.839996,87.239998,84.769997,87.080002,1329800,72.697479
"2015-02-03",87.169998,87.860001,86.68,87.269997,1680000,72.856079
"2015-02-04",87.739998,89.889999,87.370003,89.25,2255300,74.509087
"2015-02-05",89.790001,91.620003,89.269997,90.839996,2321600,75.836464
"2015-02-06",92.040001,95.209999,91.559998,94.209999,3217800,78.649872
"2015-02-09",93.620003,94.870003,93.089996,93.82,1425300,78.324265
"2015-02-10",94.040001,94.919998,93.25,94.620003,1423800,78.992134
"2015-02-11",94.580002,95.32,93.970001,94.809998,1024000,79.150749
"2015-02-12",94.889999,95.800003,94.599998,95.309998,1437100,79.568176
"2015-02-13",94.830002,95.379997,93.739998,93.919998,1668300,78.407745
"2015-02-17",94.010002,94.349998,93.480003,94.199997,1219200,78.641495
"2015-02-18",94.160004,94.75,93.32,93.760002,879700,78.274193
"2015-02-19",93.650002,94.230003,93.400002,94.18,1167500,78.624794
"2015-02-20",94.110001,94.389999,92.480003,94.25,1911500,78.68325
"2015-02-23",93.980003,95.010002,93.510002,94.989998,916600,79.301003
"2015-02-24",95.239998,97.120003,94.970001,96.169998,1341600,80.286118
"2015-02-25",96.029999,96.790001,95.839996,96.529999,752900,80.58667
"2015-02-26",96.25,96.690002,95.559998,96.019997,865800,80.160896
"2015-02-27",95.790001,96.43,95.25,95.93,941100,80.085785
"2015-03-02",95.730003,97.18,95.489998,97.120003,1015800,81.079216
"2015-03-03",96.699997,97.18,95.989998,97.099998,1664500,81.062531
"2015-03-04",96.870003,96.959999,96.230003,96.489998,1444800,80.553268
"2015-03-05",96.419998,97.080002,96.25,96.82,886600,80.828789
"2015-03-06",96.209999,97.800003,95.059998,95.419998,1553400,80.073524
"2015-03-09",95.57,96.739998,95.120003,96.57,1012200,81.038574
"2015-03-10",95.480003,96.269997,95.07,95.300003,1518200,79.972824
"2015-03-11",95.760002,96.559998,95.110001,96.290001,951800,80.803604
"2015-03-12",97.019997,97.629997,95.940002,97.330002,1278900,81.676331
"2015-03-13",97.199997,97.529999,96.300003,96.830002,1391700,81.256744
"2015-03-16",97.709999,100.489998,97.699997,100.059998,2797600,83.96727
"2015-03-17",99.290001,99.980003,98.790001,99.75,1794400,83.707123
"2015-03-18",99.440002,99.949997,98.330002,98.989998,1808900,83.069366
"2015-03-19",99,99.919998,98.629997,99.669998,1752500,83.639992
"2015-03-20",100.099998,100.610001,98.790001,99.75,7031000,83.707123
"2015-03-23",99.519997,99.599998,98.610001,98.75,1902300,82.86795
"2015-03-24",98.459999,98.970001,97.300003,97.339996,2153300,81.684715
"2015-03-25",97.260002,97.260002,94.190002,94.269997,2593200,79.108475
"2015-03-26",94.900002,95.400002,94.459999,94.790001,2719700,79.544838
"2015-03-27",94.389999,94.830002,93.68,94.660004,1228600,79.435753
"2015-03-30",95.449997,96.040001,94.959999,95.290001,1305500,79.964417
"2015-03-31",94.650002,95.239998,94.480003,94.709999,1353900,79.477715
"2015-04-01",94.480003,94.980003,94,94.5,1093700,79.301483
"2015-04-02",94.68,94.860001,92.879997,92.910004,2052300,77.967201
"2015-04-06",92.5,93.160004,91.400002,92.099998,3734100,77.287468
"2015-04-07",92.370003,92.800003,90.559998,90.580002,3289800,76.011932
"2015-04-08",90.93,91.540001,90.25,90.360001,1862300,75.827316
"2015-04-09",90.25,90.980003,89.940002,90.849998,1790600,76.238541
"2015-04-10",90.68,92.43,90.57,92.269997,1710300,77.43013
"2015-04-13",92.339996,92.690002,91.970001,92.029999,957700,77.228745
"2015-04-14",91.82,92.5,90.980003,91.199997,1079600,76.532219
"2015-04-15",91.339996,91.610001,90.800003,91.150002,1262000,76.490273
"2015-04-16",90.989998,91.830002,90.709999,91.519997,965500,76.800766
"2015-04-17",90.860001,91.18,89.610001,89.910004,2308200,75.449699
"2015-04-20",90.540001,91.190002,90.209999,90.790001,1084200,76.188164
"2015-04-21",90.940002,91.419998,90.169998,90.239998,981500,75.726616
"2015-04-22",90.309998,91.169998,89.5,90.669998,1137200,76.087471
"2015-04-23",90.529999,90.879997,89.709999,90.309998,903400,75.785355
"2015-04-24",90.260002,90.559998,89.269997,89.889999,998100,75.43293
"2015-04-27",89.879997,90.379997,88.720001,88.860001,1300100,74.568565
"2015-04-28",88.489998,89.540001,88.220001,89.510002,1552600,75.114029
"2015-04-29",88.860001,90.059998,88.779999,89.199997,1457800,74.853882
"2015-04-30",89.489998,91.860001,88.75,90.910004,3311700,76.288864
"2015-05-01",91.639999,91.82,90.669998,90.779999,1437300,76.179779
"2015-05-04",90.779999,90.959999,89.940002,90.82,921400,76.213341
"2015-05-05",90.410004,91.089996,90.050003,90.910004,1762600,76.288864
"2015-05-06",90.910004,91.370003,89.760002,90.300003,1486300,75.776978
"2015-05-07",90.370003,92.800003,90.349998,92.400002,2353600,77.53923
"2015-05-08",93.720001,94.709999,92.870003,94.370003,1775800,79.192398
"2015-05-11",94.5,95.900002,94.389999,95.400002,1629700,80.056747
"2015-05-12",94.620003,95.529999,94.419998,95.050003,1278500,79.763039
"2015-05-13",95.129997,95.239998,94.349998,95.139999,1023400,79.838547
"2015-05-14",95.75,96.230003,94.970001,96.089996,1026300,80.635765
"2015-05-15",96.019997,96.489998,94.419998,94.989998,1133500,79.712669
"2015-05-18",95.089996,95.940002,94.870003,94.919998,1196400,79.653938
"2015-05-19",95.110001,95.419998,94.709999,95.010002,974300,79.729454
"2015-05-20",95.190002,95.239998,93.93,93.940002,898600,78.831543
"2015-05-21",93.82,93.900002,92.870003,93.400002,1454000,78.37841
"2015-05-22",93.400002,94.459999,93.099998,93.980003,1050500,78.865128
"2015-05-26",94.050003,94.300003,93.43,93.459999,1175100,78.428749
"2015-05-27",93.550003,94.139999,92.769997,93.879997,762900,78.781197
"2015-05-28",93.699997,94.059998,93.32,94.029999,739300,78.907066
"2015-05-29",94.029999,94.290001,93.07,94.199997,1583900,79.049728
"2015-06-01",94.480003,94.709999,93.690002,94.129997,1327600,78.990982
"2015-06-02",93.589996,94.440002,93.5,94.300003,1558200,79.133659
"2015-06-03",94.25,95.230003,94.010002,94.519997,1621900,79.318283
"2015-06-04",94.169998,94.949997,93.879997,94.239998,1420100,79.083298
"2015-06-05",95,96.470001,94.75,95.949997,2380600,80.518288
"2015-06-08",95.639999,96.160004,95.120003,95.169998,1250100,80.282074
"2015-06-09",95.199997,96.43,94.610001,96.300003,2050300,81.235313
"2015-06-10",96.629997,98.660004,96.099998,98.589996,2588100,83.167084
"2015-06-11",98.699997,99.220001,98.279999,98.870003,1560100,83.403282
"2015-06-12",98.870003,99.110001,96.629997,96.93,1392900,81.766754
"2015-06-15",96.059998,96.68,95.370003,96.239998,1102800,81.184685
"2015-06-16",95.949997,96.849998,95.949997,96.529999,1320500,81.429329
"2015-06-17",96.82,97.410004,96.300003,96.449997,1415900,81.361832
"2015-06-18",96.900002,97.050003,95.809998,96.010002,1535300,80.990669
"2015-06-19",95.730003,96.260002,93.900002,93.989998,2845500,79.286682
"2015-06-22",94.809998,95.199997,94.480003,94.669998,904700,79.860298
"2015-06-23",94.660004,95.330002,94.550003,94.790001,837700,79.961525
"2015-06-24",94.790001,94.839996,93.610001,93.660004,1255900,79.008301
"2015-06-25",93.57,94.650002,93.370003,94,1264100,79.295113
"2015-06-26",94.290001,94.349998,93.629997,93.830002,1162800,79.151703
"2015-06-29",92.75,93.529999,92.309998,92.309998,1375600,77.869484
"2015-06-30",93.120003,93.610001,92.669998,93.059998,1729800,78.502159
"2015-07-01",93.830002,94.199997,93.349998,93.709999,1045600,79.050484
"2015-07-02",94.190002,94.470001,93.779999,94.269997,1356900,79.522858
"2015-07-06",93.800003,94.849998,93.110001,94.580002,1103700,79.784378
"2015-07-07",94.57,95.25,93.489998,95.239998,1512300,80.341133
"2015-07-08",94.550003,95.18,94.019997,95.010002,1801100,80.147102
"2015-07-09",96.239998,97.57,95.809998,96.970001,1536800,81.800514
"2015-07-10",98.360001,99.209999,98.050003,98.510002,1797800,83.099586
"2015-07-13",99.349998,99.75,98.019997,98.089996,1210100,82.745277
"2015-07-14",98.260002,98.379997,97.139999,97.220001,1559600,82.011398
"2015-07-15",97.610001,98.010002,96.860001,97.809998,1245600,82.509087
"2015-07-16",98.099998,99.209999,97.870003,99.169998,1786300,83.656334
"2015-07-17",98.089996,99.900002,98,99.730003,1222200,84.128746
"2015-07-20",98.269997,100.32,98.019997,99.839996,1036800,84.221527
"2015-07-21",100.029999,100.870003,98.550003,98.699997,1468400,83.259857
"2015-07-22",99.419998,99.5,98.120003,98.940002,1008400,83.462318
"2015-07-23",98.480003,98.610001,96.099998,96.620003,1764900,81.505257
"2015-07-24",96.389999,97.57,96.199997,96.660004,881100,81.539001
"2015-07-27",96.040001,96.489998,95.199997,95.550003,755900,80.602631
"2015-07-28",96.300003,96.589996,95.400002,96.160004,1194800,81.117218
"2015-07-29",95.940002,97.18,95.559998,97.010002,1391300,81.834244
"2015-07-30",96.860001,97.919998,96.389999,97.010002,1343700,81.834244
"2015-07-31",96.970001,97.050003,95.730003,96.040001,1522200,81.015976
"2015-08-03",96.370003,97.110001,96.089996,96.970001,1194000,81.800514
"2015-08-04",96.860001,97.209999,96.150002,96.690002,1032100,81.564301
"2015-08-05",97.650002,98.080002,96.900002,97.889999,1762800,82.576591
"2015-08-06",98.269997,98.269997,96.510002,97.089996,1105800,81.901718
"2015-08-07",96.970001,97.410004,96.410004,97.239998,832100,82.028267
"2015-08-10",98.129997,98.389999,97.629997,98,918700,82.669373
"2015-08-11",97.599998,97.949997,96.800003,97.25,1294000,82.036697
"2015-08-12",96.739998,97.150002,95.010002,97.019997,1399100,81.842682
"2015-08-13",96.940002,98.040001,96.18,97.720001,1471800,82.433182
"2015-08-14",97.879997,98.260002,97.449997,98.160004,1123600,82.804337
"2015-08-17",97.650002,98.370003,97.220001,98.25,1015900,82.880257
"2015-08-18",98.269997,98.660004,98.019997,98.290001,1097400,82.914009
"2015-08-19",98.040001,98.25,96.5,97.230003,1700200,82.019829
"2015-08-20",96.260002,97.040001,95.419998,96.059998,1898000,81.03286
"2015-08-21",95.43,95.629997,91.599998,91.639999,3452700,77.304291
"2015-08-24",88.459999,91.599998,84.330002,88.739998,3557200,74.857948
"2015-08-25",90.720001,91.690002,89.059998,89.099998,2799600,75.161644
"2015-08-26",91.169998,92.230003,89.230003,91.739998,1757000,77.388657
"2015-08-27",92.589996,93.769997,91.970001,93.769997,1648700,79.101082
"2015-08-28",93.559998,94.949997,93.029999,94.620003,1392700,79.818108
"2015-08-31",94.489998,95,93.110001,94.440002,2318300,79.66629
"2015-09-01",92.349998,92.629997,90.68,91.120003,1689900,76.865646
"2015-09-02",92.190002,92.730003,91.669998,92.559998,1187900,78.080368
"2015-09-03",92.879997,94.629997,92.519997,93.809998,1249500,79.134827
"2015-09-04",92.269997,93.309998,91.940002,92.43,1557100,77.970711
"2015-09-08",94,94.919998,92.75,94.82,1111100,80.421875
"2015-09-09",94.470001,94.919998,91.800003,92,4035900,78.030083
"2015-09-10",92.199997,93.870003,91.900002,93.470001,2582500,79.276855
"2015-09-11",92.910004,94.5,92.790001,94.480003,1544800,80.133514
"2015-09-14",94.370003,94.800003,94.019997,94.440002,1174200,80.099571
"2015-09-15",94.970001,95.510002,94.120003,95.239998,1348800,80.778099
"2015-09-16",95.139999,95.629997,94.57,95.370003,1310700,80.888374
"2015-09-17",95.639999,96.230003,92.160004,92.32,2527400,78.301498
"2015-09-18",91.400002,91.989998,90.160004,90.400002,6420300,76.67305
"2015-09-21",91.040001,92.220001,90.779999,91.949997,1299200,77.987686
"2015-09-22",90.330002,91.790001,90.18,90.709999,1217500,76.935959
"2015-09-23",90.720001,91.449997,90.559998,91.239998,670500,77.385483
"2015-09-24",90.269997,91.139999,89.300003,90.160004,1232500,76.469475
"2015-09-25",91.32,93.040001,90.269997,92.379997,1307700,78.352371
"2015-09-28",91.709999,92.139999,90.480003,90.519997,1293200,76.774796
"2015-09-29",90.510002,90.980003,89.449997,90.389999,981700,76.664558
"2015-09-30",91.360001,92.809998,90.440002,92.739998,1421600,78.657722
"2015-10-01",92.830002,93.82,92.279999,93.779999,1560000,79.539795
"2015-10-02",92.220001,92.349998,88.769997,90.57,3693100,76.817223
"2015-10-05",91.230003,91.459999,89.550003,91.230003,2010100,77.376999
"2015-10-06",91.57,91.839996,89.839996,89.849998,1718800,76.206558
"2015-10-07",91.080002,91.610001,89.949997,90.690002,1412100,76.919006
"2015-10-08",90.099998,90.370003,88.860001,89.879997,1525200,76.231972
"2015-10-09",90.059998,90.099998,87.639999,88.300003,1678900,74.891922
"2015-10-12",88.410004,89.800003,88.019997,89.559998,771900,75.960579
"2015-10-13",88.779999,89.459999,88.120003,88.260002,1093400,74.858002
"2015-10-14",88.290001,88.760002,86.980003,87.32,1482800,74.06073
"2015-10-15",87.440002,89.290001,87.230003,89.190002,1645100,75.646767
"2015-10-16",89.760002,89.93,88.989998,89.900002,1121200,76.24897
"2015-10-19",89.220001,91.5,88.559998,91.400002,1207800,77.521202
"2015-10-20",91.43,91.919998,90.760002,91.540001,1182900,77.639938
"2015-10-21",91.800003,91.989998,90.269997,90.339996,575600,76.622147
"2015-10-22",90.739998,92.809998,90.730003,92.459999,1040700,78.420242
"2015-10-23",93,94.050003,92.580002,93.949997,937700,79.683968
"2015-10-26",93.959999,94.699997,93.190002,93.900002,1001200,79.641579
"2015-10-27",93.339996,94.470001,92.970001,93.889999,748700,79.633102
"2015-10-28",93.889999,96.040001,93.589996,95.940002,1133500,81.371803
"2015-10-29",95.790001,97.82,93.050003,97.419998,1579300,82.62709
"2015-10-30",96.610001,97.43,94.400002,94.470001,2041000,80.125031
"2015-11-02",94.959999,96.510002,94.470001,96.43,1390400,81.787399
"2015-11-03",96.269997,96.989998,95.660004,96.010002,921100,81.431175
"2015-11-04",96.139999,96.230003,94.519997,95.389999,1106000,80.905334
"2015-11-05",95.699997,96.580002,95.230003,95.510002,825400,81.007103
"2015-11-06",96.669998,98.440002,96.199997,96.790001,1263600,82.092728
"2015-11-09",96.75,97.879997,96.360001,97.220001,1360300,82.457451
"2015-11-10",96.739998,97.720001,96.489998,97.650002,940600,82.822144
"2015-11-11",98.260002,98.870003,97.459999,97.900002,962500,83.03418
"2015-11-12",97.510002,97.980003,96.349998,96.349998,791200,81.719559
"2015-11-13",96.120003,97.660004,94.739998,95.449997,1041000,80.9562
"2015-11-16",95.230003,95.839996,94.059998,95.839996,1045100,81.287003
"2015-11-17",96.139999,96.139999,94.82,95.220001,993700,80.761139
"2015-11-18",95.540001,96.25,94.779999,96.169998,863800,81.566879
"2015-11-19",96.18,97.269997,95.879997,97.18,1278700,82.423531
"2015-11-20",97.550003,98.32,96.919998,97.629997,2499000,82.805183
"2015-11-23",97.629997,97.940002,96.720001,97.32,1155500,82.542274
"2015-11-24",96.470001,96.669998,95.279999,96.160004,1141600,81.558418
"2015-11-25",96.470001,96.470001,95.730003,95.93,692700,81.363327
"2015-11-27",96.059998,96.690002,95.68,96.650002,320700,81.974007
"2015-11-30",96.699997,98.120003,96.080002,97.650002,2125700,82.822144
"2015-12-01",98.190002,98.480003,97.129997,97.849998,1075900,82.991776
"2015-12-02",97.919998,98.290001,97.699997,98.230003,1291400,83.314072
"2015-12-03",98.489998,98.489998,94.940002,95.43,2057300,80.939255
"2015-12-04",95.82,100.059998,95.57,99.669998,1992900,84.535423
"2015-12-07",99.519997,100.080002,98.400002,99.540001,1301900,84.425171
"2015-12-08",98.480003,98.790001,97.07,97.809998,1138900,83.376663
"2015-12-09",96.489998,97.190002,92.790001,94.050003,2629400,80.171516
"2015-12-10",94.080002,95.949997,93.510002,94.919998,1377200,80.913132
"2015-12-11",93.360001,94.279999,91.629997,92.150002,1413100,78.551895
"2015-12-14",92.599998,94.769997,92.330002,94.690002,1909800,80.717064
"2015-12-15",95.480003,96.839996,95.110001,95.150002,1681500,81.109177
"2015-12-16",96.059998,96.739998,93.82,95.519997,1763400,81.424583
"2015-12-17",95.730003,96,93.82,94.970001,2644400,80.955757
"2015-12-18",94.589996,94.949997,92.519997,92.550003,3013300,78.89286
"2015-12-21",93.139999,93.529999,91.610001,92.440002,1587400,78.799103
"2015-12-22",93.379997,94.940002,92.639999,94.690002,1663300,80.717064
"2015-12-23",92.800003,92.989998,90.160004,90.989998,2146300,80.013573
"2015-12-24",91.099998,92.260002,90.970001,91.900002,657800,80.813797
"2015-12-28",91.68,92.279999,91.309998,91.889999,729400,80.805
"2015-12-29",92.370003,93.129997,92.040001,92.32,809000,81.183136
"2015-12-30",92.300003,92.959999,91.489998,91.519997,1076300,80.479637
"2015-12-31",90.959999,92,90.57,90.599998,986600,79.670624
"2016-01-04",88.800003,89.150002,87.730003,88.669998,2499900,77.973457
"2016-01-05",89.410004,89.720001,88.510002,89.370003,1582400,78.588982
"2016-01-06",88.370003,89.849998,88.099998,88.93,1542300,78.202087
"2016-01-07",87.360001,89.760002,87.209999,87.529999,1976700,76.970978
"2016-01-08",88.360001,88.360001,86.120003,86.230003,1507100,75.827766
"2016-01-11",86.449997,87.419998,85.43,86.949997,1916900,76.460922
"2016-01-12",87.690002,87.760002,86.43,87.25,1676600,76.724731
"2016-01-13",88.860001,88.860001,83.75,84.169998,2620600,74.016296
"2016-01-14",84.620003,85.339996,83.900002,84.699997,2171800,74.482338
"2016-01-15",82.330002,85.309998,82.330002,84.709999,2584100,74.49115
"2016-01-19",85.959999,86.769997,85.160004,86.110001,2527800,75.722252
"2016-01-20",85.300003,85.75,83.120003,84.199997,2948100,74.042679
"2016-01-21",84.489998,85.239998,81.870003,81.989998,4009600,72.099266
"2016-01-22",83.57,84.900002,83,84.769997,2101600,74.543892
"2016-01-25",84.589996,85.879997,84.5,84.639999,1809200,74.429588
"2016-01-26",85.25,86.709999,84.449997,86.370003,1392200,75.950897
"2016-01-27",86.120003,88.050003,85.940002,86.720001,1854600,76.258667
"2016-01-28",87.169998,87.900002,86.059998,87.089996,2107400,76.584038
"2016-01-29",87.610001,89.940002,87.040001,89.849998,2461700,79.011093
