"","MNST.Open","MNST.High","MNST.Low","MNST.Close","MNST.Volume","MNST.Adjusted"
"2010-03-25",7.233333,7.291667,7.201667,7.225,2951400,7.225
"2010-03-26",7.231667,7.28,7.168334,7.198333,3812400,7.198333
"2010-03-29",7.231667,7.286667,7.146667,7.175,2236800,7.175
"2010-03-30",7.178333,7.278333,7.12,7.22,5961600,7.22
"2010-03-31",7.216667,7.323333,7.183333,7.23,3852600,7.23
"2010-04-01",7.268333,7.298333,7.205,7.25,3216600,7.25
"2010-04-05",7.27,7.296667,7.238333,7.263333,3528600,7.263333
"2010-04-06",7.22,7.308333,7.195,7.27,2916600,7.27
"2010-04-07",7.271667,7.285,7.076667,7.091667,3814800,7.091667
"2010-04-08",7.093333,7.101666,6.99,6.996666,3492000,6.996666
"2010-04-09",7.02,7.086667,6.945,7.076667,4625400,7.076667
"2010-04-12",7.091667,7.118333,6.901667,7.005,4554000,7.005
"2010-04-13",6.975,7.043334,6.975,7.02,1827000,7.02
"2010-04-14",7.061666,7.061666,7.006667,7.053333,2088600,7.053333
"2010-04-15",7.065,7.065,6.955,6.966667,2429400,6.966667
"2010-04-16",6.97,7,6.921667,6.936666,2098800,6.936666
"2010-04-19",6.938334,6.941667,6.83,6.915,2275200,6.915
"2010-04-20",6.923333,6.966667,6.828333,6.873333,3787800,6.873333
"2010-04-21",6.866667,7.028333,6.836667,6.873333,5128800,6.873333
"2010-04-22",6.851666,6.908333,6.806667,6.886667,2878200,6.886667
"2010-04-23",6.918334,7.211667,6.875,7.18,8053200,7.18
"2010-04-26",7.203333,7.223333,7.136667,7.173333,3685200,7.173333
"2010-04-27",7.12,7.178333,7.09,7.093333,2926800,7.093333
"2010-04-28",7.115,7.165,7.098333,7.136667,1966800,7.136667
"2010-04-29",7.168334,7.435,7.161667,7.401667,9298200,7.401667
"2010-04-30",7.43,7.498333,7.346667,7.358333,3537600,7.358333
"2010-05-03",7.346667,7.348333,7.205,7.305,4450200,7.305
"2010-05-04",7.245,7.256667,7.123333,7.241667,3571200,7.241667
"2010-05-05",7.175,7.32,7.133333,7.191667,3264600,7.191667
"2010-05-06",7.18,7.275,4.001667,7.09,8850000,7.09
"2010-05-07",5.89,6.433333,5.691667,6.225,66759000,6.225
"2010-05-10",6.335,6.446667,6.168334,6.433333,23567400,6.433333
"2010-05-11",6.428333,6.68,6.378334,6.661667,8421600,6.661667
"2010-05-12",6.705,6.731667,6.591667,6.72,4552800,6.72
"2010-05-13",6.673333,6.711667,6.506667,6.545,5474400,6.545
"2010-05-14",6.44,6.548333,6.44,6.5,4901400,6.5
"2010-05-17",6.493333,6.556667,6.376667,6.495,4924200,6.495
"2010-05-18",6.803333,6.9,6.593333,6.645,10620000,6.645
"2010-05-19",6.61,6.691667,6.566667,6.583333,6180600,6.583333
"2010-05-20",6.483333,6.551667,6.416667,6.441667,7654800,6.441667
"2010-05-21",6.401667,6.47,6.311666,6.381667,8181000,6.381667
"2010-05-24",6.388333,6.446667,6.365,6.37,5407200,6.37
"2010-05-25",6.253334,6.33,6.198333,6.255,10093800,6.255
"2010-05-26",6.263333,6.45,6.225,6.343333,8824800,6.343333
"2010-05-27",6.431667,6.575,6.415,6.543334,5122200,6.543334
"2010-05-28",6.523334,6.666667,6.5,6.508333,3814200,6.508333
"2010-06-01",6.5,6.563334,6.41,6.41,5103600,6.41
"2010-06-02",6.416667,6.553333,6.388333,6.55,7563000,6.55
"2010-06-03",6.585,6.675,6.538333,6.621666,6330600,6.621666
"2010-06-04",6.513333,6.713333,6.513333,6.601666,6898200,6.601666
"2010-06-07",6.635,6.635,6.498333,6.5,3706800,6.5
"2010-06-08",6.5,6.5,6.213333,6.326667,17756400,6.326667
"2010-06-09",6.343333,6.495,6.343333,6.4,5450400,6.4
"2010-06-10",6.475,6.498333,6.428333,6.463333,2964600,6.463333
"2010-06-11",6.433333,6.546667,6.265,6.488333,4886400,6.488333
"2010-06-14",6.493333,6.563334,6.406667,6.476666,4957200,6.476666
"2010-06-15",6.463333,6.583333,6.433333,6.546667,3945600,6.546667
"2010-06-16",6.501667,6.581666,6.476666,6.491667,3469800,6.491667
"2010-06-17",6.51,6.583333,6.471667,6.53,3390600,6.53
"2010-06-18",6.545,6.633333,6.508333,6.588333,5874600,6.588333
"2010-06-21",6.625,6.755,6.606667,6.661667,5554200,6.661667
"2010-06-22",6.675,6.676667,6.561666,6.576667,4602600,6.576667
"2010-06-23",6.57,6.57,6.486667,6.533333,3402000,6.533333
"2010-06-24",6.493333,6.675,6.465,6.608333,9134400,6.608333
"2010-06-25",6.606667,6.666667,6.545,6.621666,9098400,6.621666
"2010-06-28",6.643333,6.77,6.588333,6.736667,5726400,6.736667
"2010-06-29",6.668334,6.688334,6.566667,6.588333,5175600,6.588333
"2010-06-30",6.57,6.668334,6.515,6.518333,4419000,6.518333
"2010-07-01",6.485,6.576667,6.336667,6.545,7516800,6.545
"2010-07-02",6.583333,6.733333,6.555,6.686666,6040200,6.686666
"2010-07-06",6.741667,6.838333,6.695,6.793334,4863000,6.793334
"2010-07-07",6.826667,7.031667,6.826667,6.948333,7785000,6.948333
"2010-07-08",6.988333,7.023334,6.871666,7.006667,8221200,7.006667
"2010-07-09",6.98,7.135,6.965,7.121666,5593200,7.121666
"2010-07-12",7.083333,7.085,6.836667,6.905,5299800,6.905
"2010-07-13",6.943333,6.963333,6.888333,6.921667,3330000,6.921667
"2010-07-14",6.925,6.968333,6.886667,6.961667,4483200,6.961667
"2010-07-15",6.976666,7.016667,6.92,7.01,2247600,7.01
"2010-07-16",7.003334,7.006667,6.835,6.848333,2236200,6.848333
"2010-07-19",6.833333,6.871666,6.735,6.851666,2530800,6.851666
"2010-07-20",6.785,7.058333,6.758333,7.045,4005600,7.045
"2010-07-21",7.065,7.131667,7.016667,7.083333,4283400,7.083333
"2010-07-22",7.131667,7.236667,7.108333,7.156667,5710800,7.156667
"2010-07-23",7.156667,7.206666,7.12,7.168334,6361800,7.168334
"2010-07-26",7.166667,7.206666,7.123333,7.206666,2846400,7.206666
"2010-07-27",7.221667,7.248333,7.156667,7.176667,2046600,7.176667
"2010-07-28",7.166667,7.176667,6.966667,6.976666,5547600,6.976666
"2010-07-29",7.031667,7.108333,6.861667,6.96,5000400,6.96
"2010-07-30",6.92,7.025,6.85,6.981667,6321600,6.981667
"2010-08-02",7.076667,7.076667,6.948333,6.985,5030400,6.985
"2010-08-03",6.983333,7.05,6.93,6.98,7092600,6.98
"2010-08-04",7.018333,7.038333,6.938334,6.951667,5187600,6.951667
"2010-08-05",6.915,6.965,6.801667,6.918334,9221400,6.918334
"2010-08-06",7.31,7.498333,7.208333,7.448333,20833200,7.448333
"2010-08-09",7.458333,7.633333,7.433333,7.573333,8643000,7.573333
"2010-08-10",7.465,7.58,7.418334,7.55,6876600,7.55
"2010-08-11",7.433333,7.5,7.418334,7.435,3838800,7.435
"2010-08-12",7.335,7.488333,7.276667,7.448333,3928200,7.448333
"2010-08-13",7.418334,7.528333,7.373333,7.385,3793800,7.385
"2010-08-16",7.351666,7.415,7.293334,7.395,2449200,7.395
"2010-08-17",7.423333,7.575,7.413333,7.513333,3727800,7.513333
"2010-08-18",7.491667,7.626667,7.468333,7.568333,2461800,7.568333
"2010-08-19",7.558333,7.643333,7.49,7.6,4252200,7.6
"2010-08-20",7.565,7.646667,7.51,7.625,3534000,7.625
"2010-08-23",7.635,7.775,7.605,7.685,4642800,7.685
"2010-08-24",7.595,7.658333,7.515,7.561666,3607800,7.561666
"2010-08-25",7.541667,7.561666,7.405,7.476666,3837600,7.476666
"2010-08-26",7.513333,7.526667,7.436666,7.485,2364600,7.485
"2010-08-27",7.546667,7.666667,7.45,7.63,4591200,7.63
"2010-08-30",7.593333,7.665,7.486667,7.491667,3016800,7.491667
"2010-08-31",7.466667,7.536667,7.44,7.506667,6304800,7.506667
"2010-09-01",7.585,7.655,7.54,7.615,3513000,7.615
"2010-09-02",7.65,7.713333,7.595,7.7,3190800,7.7
"2010-09-03",7.735,7.901667,7.658333,7.878334,6890400,7.878334
"2010-09-07",7.863333,7.975,7.788333,7.925,7395000,7.925
"2010-09-08",7.983333,7.993333,7.758333,7.783333,5934600,7.783333
"2010-09-09",7.801667,7.861667,7.636667,7.705,3770400,7.705
"2010-09-10",7.706666,7.708333,7.621666,7.646667,3839400,7.646667
"2010-09-13",7.671667,7.73,7.648334,7.706666,3157800,7.706666
"2010-09-14",7.706666,7.826667,7.691667,7.735,8812200,7.735
"2010-09-15",7.7,7.763333,7.681667,7.693333,5145000,7.693333
"2010-09-16",7.7,7.75,7.633333,7.643333,4261800,7.643333
"2010-09-17",7.643333,7.643333,7.571667,7.58,7222800,7.58
"2010-09-20",7.605,7.658333,7.563334,7.645,4826400,7.645
"2010-09-21",7.656667,7.656667,7.556667,7.611667,3545400,7.611667
"2010-09-22",7.593333,7.675,7.531667,7.558333,2368200,7.558333
"2010-09-23",7.513333,7.64,7.416667,7.58,3183600,7.58
"2010-09-24",7.658333,7.746666,7.621666,7.71,4518600,7.71
"2010-09-27",7.73,7.898334,7.723333,7.865,6010200,7.865
"2010-09-28",7.898334,7.971667,7.73,7.876667,3188400,7.876667
"2010-09-29",7.841667,7.863333,7.78,7.803333,1953600,7.803333
"2010-09-30",7.81,7.908333,7.743333,7.77,4224000,7.77
"2010-10-01",7.82,7.83,7.656667,7.826667,2878200,7.826667
"2010-10-04",7.828333,7.843333,7.585,7.611667,3511800,7.611667
"2010-10-05",7.668334,7.855,7.668334,7.83,3480600,7.83
"2010-10-06",7.858333,7.953333,7.806667,7.93,4167600,7.93
"2010-10-07",7.926667,7.945,7.715,7.82,3042000,7.82
"2010-10-08",7.868333,7.901667,7.773334,7.865,4183200,7.865
"2010-10-11",7.88,7.935,7.833333,7.893333,2126400,7.893333
"2010-10-12",7.883333,8.06,7.883333,7.976666,4885200,7.976666
"2010-10-13",7.988333,8.138333,7.97,8.086667,5604000,8.086667
"2010-10-14",8.105,8.473333,8.043333,8.455,9428400,8.455
"2010-10-15",8.49,8.541667,8.238334,8.36,8640000,8.36
"2010-10-18",8.343333,8.435,8.305,8.333333,3768600,8.333333
"2010-10-19",8.27,8.351666,8.201667,8.288333,3055200,8.288333
"2010-10-20",8.32,8.518333,8.298333,8.39,4348800,8.39
"2010-10-21",8.423333,8.518333,8.316667,8.381667,2686200,8.381667
"2010-10-22",8.421667,8.806666,8.36,8.613334,6894000,8.613334
"2010-10-25",8.688334,8.725,8.591666,8.598333,2994000,8.598333
"2010-10-26",8.561666,8.603333,8.476666,8.57,3320400,8.57
"2010-10-27",8.501667,8.546667,8.463333,8.483334,3101400,8.483334
"2010-10-28",8.555,8.64,8.53,8.563334,2630400,8.563334
"2010-10-29",8.55,8.586667,8.5,8.535,2794200,8.535
"2010-11-01",8.576667,8.648334,8.536667,8.58,2985600,8.58
"2010-11-02",8.636666,8.693334,8.521667,8.536667,3601800,8.536667
"2010-11-03",8.55,8.613334,8.47,8.548333,4479600,8.548333
"2010-11-04",8.651667,8.663333,8.491667,8.52,5678400,8.52
"2010-11-05",8.47,8.756667,8.371667,8.59,9691800,8.59
"2010-11-08",8.571667,8.585,8.453333,8.495,4503600,8.495
"2010-11-09",8.5,8.535,8.298333,8.341666,5104800,8.341666
"2010-11-10",8.326667,8.376667,8.198334,8.263333,4362000,8.263333
"2010-11-11",8.17,8.328333,8.141666,8.308333,5295600,8.308333
"2010-11-12",8.275,8.4,8.223333,8.358334,3718800,8.358334
"2010-11-15",8.338333,8.353333,8.241667,8.275,2751000,8.275
"2010-11-16",8.255,8.316667,8.2,8.271667,3502200,8.271667
"2010-11-17",8.261666,8.335,8.223333,8.306666,3654600,8.306666
"2010-11-18",8.36,8.413333,8.316667,8.368333,5819400,8.368333
"2010-11-19",8.385,8.896667,8.356667,8.81,10003200,8.81
"2010-11-22",8.831667,8.866667,8.716666,8.816667,5166000,8.816667
"2010-11-23",8.75,8.791667,8.67,8.745,3631200,8.745
"2010-11-24",8.781667,9.021667,8.766666,9.003333,5846400,9.003333
"2010-11-26",8.95,9.125,8.92,9.065,4206600,9.065
"2010-11-29",9.008333,9.008333,8.836667,8.855,5386800,8.855
"2010-11-30",8.78,8.926666,8.753333,8.87,5641200,8.87
"2010-12-01",8.953333,8.958333,8.69,8.751667,6580800,8.751667
"2010-12-02",8.743333,8.84,8.743333,8.823334,3288000,8.823334
"2010-12-03",8.811666,8.823334,8.735,8.791667,2056200,8.791667
"2010-12-06",8.763333,8.835,8.645,8.823334,4075800,8.823334
"2010-12-07",8.885,8.903334,8.766666,8.823334,3018000,8.823334
"2010-12-08",8.666667,8.685,8.416667,8.506667,13354800,8.506667
"2010-12-09",8.515,8.55,8.348333,8.35,6256800,8.35
"2010-12-10",8.406667,8.415,8.156667,8.178333,11211600,8.178333
"2010-12-13",8.23,8.258333,8.046667,8.183333,10722600,8.183333
"2010-12-14",8.19,8.595,8.15,8.506667,11334000,8.506667
"2010-12-15",8.461667,8.508333,8.41,8.415,5964000,8.415
"2010-12-16",8.431666,8.455,8.39,8.453333,4474800,8.453333
"2010-12-17",8.466666,8.893333,8.425,8.791667,11829000,8.791667
"2010-12-20",8.783334,8.81,8.671667,8.793333,3701400,8.793333
"2010-12-21",8.98,9.125,8.901667,8.973333,6987000,8.973333
"2010-12-22",9.005,9.06,8.883333,8.996667,3934800,8.996667
"2010-12-23",9.003333,9.03,8.891666,8.926666,1785600,8.926666
"2010-12-27",8.918333,8.92,8.806666,8.876667,1118400,8.876667
"2010-12-28",8.843333,8.861667,8.746667,8.755,2262600,8.755
"2010-12-29",8.75,8.798333,8.708333,8.771667,2588400,8.771667
"2010-12-30",8.763333,8.83,8.751667,8.793333,1132800,8.793333
"2010-12-31",8.768333,8.801666,8.711667,8.713333,2664600,8.713333
"2011-01-03",8.775,9.008333,8.775,8.925,4606200,8.925
"2011-01-04",8.953333,8.953333,8.708333,8.715,4974000,8.715
"2011-01-05",8.711667,8.741667,8.62,8.66,2943600,8.66
"2011-01-06",8.701667,9.08,8.611667,8.936666,6388200,8.936666
"2011-01-07",8.963333,8.995,8.741667,8.896667,3384600,8.896667
"2011-01-10",8.865,8.95,8.801666,8.923333,2635200,8.923333
"2011-01-11",8.943334,8.943334,8.855,8.878333,2363400,8.878333
"2011-01-12",8.94,8.96,8.808333,8.868333,3718800,8.868333
"2011-01-13",8.88,8.916667,8.781667,8.858334,4237800,8.858334
"2011-01-14",8.828333,9.081667,8.796667,9.081667,3613800,9.081667
"2011-01-18",9.041667,9.165,9.026667,9.165,3832800,9.165
"2011-01-19",9.14,9.156667,8.931666,9.043333,5453400,9.043333
"2011-01-20",9.003333,9.185,8.973333,9.17,7247400,9.17
"2011-01-21",9.213333,9.386666,9.185,9.28,6388800,9.28
"2011-01-24",9.346666,9.346666,9.103333,9.14,4168200,9.14
"2011-01-25",9.136666,9.251667,9.083333,9.216666,3885600,9.216666
"2011-01-26",9.256667,9.443334,9.245,9.333333,6004200,9.333333
"2011-01-27",9.328333,9.356667,9.208333,9.275,3364200,9.275
"2011-01-28",9.308333,9.458333,9.158334,9.191667,3598200,9.191667
"2011-01-31",9.181666,9.505,9.123333,9.44,7114800,9.44
"2011-02-01",9.493333,9.685,9.45,9.658334,8084400,9.658334
"2011-02-02",9.65,9.746667,9.545,9.583333,3399000,9.583333
"2011-02-03",9.576667,9.605,9.365,9.505,4608000,9.505
"2011-02-04",9.54,9.633333,9.473333,9.485,3625800,9.485
"2011-02-07",9.521667,9.585,9.21,9.293333,7557000,9.293333
"2011-02-08",9.293333,9.385,9.166667,9.278334,6010800,9.278334
"2011-02-09",9.286667,9.36,9.116667,9.178333,4774200,9.178333
"2011-02-10",9.146667,9.296667,9.093333,9.201667,4474800,9.201667
"2011-02-11",9.166667,9.62,9.123333,9.428333,5226600,9.428333
"2011-02-14",9.428333,9.508333,9.288333,9.398334,2418600,9.398334
"2011-02-15",9.381667,9.51,9.361667,9.491667,3016800,9.491667
"2011-02-16",9.523334,9.558333,9.453333,9.543333,3135600,9.543333
"2011-02-17",9.535,9.618333,9.43,9.568334,3297000,9.568334
"2011-02-18",9.595,9.641666,9.496667,9.545,3217200,9.545
"2011-02-22",9.465,9.48,9.265,9.281667,4169400,9.281667
"2011-02-23",9.265,9.476666,9.23,9.31,5404800,9.31
"2011-02-24",9.291667,9.313334,9.071667,9.115,7236600,9.115
"2011-02-25",9.221666,9.975,9.195,9.833333,23863800,9.833333
"2011-02-28",9.823334,9.823334,9.563334,9.591666,8844600,9.591666
"2011-03-01",9.546667,9.608334,9.36,9.391666,6030000,9.391666
"2011-03-02",9.368333,9.438334,9.181666,9.23,6219000,9.23
"2011-03-03",9.263333,9.475,9.263333,9.428333,8623800,9.428333
"2011-03-04",9.416667,9.416667,9.256667,9.365,2934600,9.365
"2011-03-07",9.375,9.375,9.193334,9.313334,3967800,9.313334
"2011-03-08",9.303333,9.383333,9.241667,9.338333,4414200,9.338333
"2011-03-09",9.333333,9.418333,9.2,9.395,3327000,9.395
"2011-03-10",9.301666,9.418333,9.245,9.395,4169400,9.395
"2011-03-11",9.148334,9.29,8.923333,9.23,6890400,9.23
"2011-03-14",9.208333,9.241667,9.081667,9.215,4008600,9.215
"2011-03-15",8.968333,9.205,8.88,9.141666,3996600,9.141666
"2011-03-16",9.11,9.296667,9.005,9.135,4759800,9.135
"2011-03-17",9.255,9.296667,9.096666,9.156667,3802800,9.156667
"2011-03-18",9.226666,9.25,9.096666,9.223333,5074800,9.223333
"2011-03-21",9.306666,9.388333,9.143333,9.148334,5047200,9.148334
"2011-03-22",9.156667,9.198334,9.071667,9.168333,6399000,9.168333
"2011-03-23",9.165,9.521667,9.123333,9.498333,4584600,9.498333
"2011-03-24",9.523334,9.636666,9.433333,9.63,3901200,9.63
"2011-03-25",9.696667,9.975,9.693334,9.846666,5517600,9.846666
"2011-03-28",9.836667,9.908334,9.696667,9.725,2309400,9.725
"2011-03-29",9.735,9.91,9.688334,9.818334,3382800,9.818334
"2011-03-30",9.861667,10.053333,9.848333,10.041667,3907200,10.041667
"2011-03-31",10.06,10.086667,9.97,10.038333,3369600,10.038333
"2011-04-01",10.053333,10.183333,9.968333,10.166667,3520200,10.166667
"2011-04-04",10.156667,10.226666,10.103333,10.178333,1760400,10.178333
"2011-04-05",10.166667,10.248333,10.128333,10.168333,3388200,10.168333
"2011-04-06",10.173333,10.383333,10.173333,10.323334,4623600,10.323334
"2011-04-07",10.291667,10.471666,10.268333,10.34,6499800,10.34
"2011-04-08",10.4,10.538333,10.266666,10.33,3268200,10.33
"2011-04-11",10.351666,10.583333,10.323334,10.376667,3606600,10.376667
"2011-04-12",10.341666,10.378333,10.276667,10.308333,3380400,10.308333
"2011-04-13",10.381667,10.4,10.29,10.346666,2070000,10.346666
"2011-04-14",10.34,10.466666,10.275,10.433333,2531400,10.433333
"2011-04-15",10.47,10.585,10.391666,10.546667,2857200,10.546667
"2011-04-18",10.478333,10.518333,10.401667,10.461667,4631400,10.461667
"2011-04-19",10.463333,10.578333,10.455,10.566667,4407000,10.566667
"2011-04-20",10.673333,10.78,10.588333,10.635,5173800,10.635
"2011-04-21",10.621667,10.883333,10.616667,10.881667,7751400,10.881667
"2011-04-25",10.876667,10.878333,10.75,10.766666,3520200,10.766666
"2011-04-26",10.783334,10.98,10.713333,10.963333,4023600,10.963333
"2011-04-27",11.001667,11.045,10.946667,11.016666,3888600,11.016666
"2011-04-28",10.986667,11.085,10.918333,11.046667,3675000,11.046667
"2011-04-29",11.036667,11.081667,10.958333,11.025,4680000,11.025
"2011-05-02",11.043333,11.081667,10.841666,10.851666,2979000,10.851666
"2011-05-03",10.816667,10.816667,10.446667,10.576667,7800000,10.576667
"2011-05-04",10.576667,10.631667,10.453333,10.456667,4113000,10.456667
"2011-05-05",10.375,10.455,10.251667,10.323334,6027000,10.323334
"2011-05-06",10.833333,11.43,10.735,10.79,14878800,10.79
"2011-05-09",10.826667,10.97,10.683333,10.921667,5792400,10.921667
"2011-05-10",10.898334,10.965,10.851666,10.913333,3699000,10.913333
"2011-05-11",10.875,10.918333,10.795,10.84,4256400,10.84
"2011-05-12",10.785,11.16,10.785,11.126667,4044000,11.126667
"2011-05-13",11.075,11.146667,11.016666,11.083333,3762000,11.083333
"2011-05-16",11.035,11.201667,11.003333,11.123333,4690800,11.123333
"2011-05-17",11.036667,11.198334,11.021667,11.178333,4082400,11.178333
"2011-05-18",11.173333,11.37,11.066667,11.351666,5041200,11.351666
"2011-05-19",11.416667,11.525,11.355,11.49,3953400,11.49
"2011-05-20",11.491667,11.666667,11.45,11.593333,5021400,11.593333
"2011-05-23",11.461667,11.556666,11.458333,11.545,3291600,11.545
"2011-05-24",11.583333,11.655,11.533334,11.603333,3040200,11.603333
"2011-05-25",11.58,11.873333,11.5,11.786667,5839800,11.786667
"2011-05-26",11.738334,11.806666,11.683333,11.803333,3859800,11.803333
"2011-05-27",11.853333,11.893333,11.78,11.815,1773000,11.815
"2011-05-31",11.935,11.993333,11.805,11.941667,4948800,11.941667
"2011-06-01",11.933333,12.298333,11.913333,12.043333,5190600,12.043333
"2011-06-02",12.046667,12.111667,11.963333,12.058333,3968400,12.058333
"2011-06-03",11.923333,12.205,11.923333,12.13,3449400,12.13
"2011-06-06",12.14,12.181666,11.963333,12.018333,3366600,12.018333
"2011-06-07",12.076667,12.105,11.945,11.946667,4113000,11.946667
"2011-06-08",11.965,12.146667,11.915,12.125,5358000,12.125
"2011-06-09",12.15,12.261666,12.126667,12.186666,4297800,12.186666
"2011-06-10",12.125,12.186666,11.896667,11.931666,3465000,11.931666
"2011-06-13",11.973333,12.061666,11.866667,11.98,2817600,11.98
"2011-06-14",11.973333,12.185,11.973333,12.163333,2794200,12.163333
"2011-06-15",12.09,12.14,11.963333,12.033334,2938200,12.033334
"2011-06-16",12.006667,12.091666,11.773334,11.786667,6100200,11.786667
"2011-06-17",11.875,12.118333,11.853333,12.051666,6097800,12.051666
"2011-06-20",12.006667,12.321667,12.006667,12.305,4113000,12.305
"2011-06-21",12.355,12.52,12.34,12.495,4977600,12.495
"2011-06-22",12.516666,12.623333,12.413333,12.468333,4658400,12.468333
"2011-06-23",12.34,12.533334,12.283334,12.501667,5089200,12.501667
"2011-06-24",12.55,13.265,12.55,13.008333,14165400,13.008333
"2011-06-27",13.043333,13.29,13.041667,13.185,6613800,13.185
"2011-06-28",13.245,13.475,13.196667,13.373333,9162600,13.373333
"2011-06-29",13.453333,13.631667,13.333333,13.34,7412400,13.34
"2011-06-30",13.363334,13.541667,13.25,13.491667,6931200,13.491667
"2011-07-01",13.52,13.988334,13.485,13.938334,8349000,13.938334
"2011-07-05",13.99,14,13.66,13.698334,6583200,13.698334
"2011-07-06",13.765,13.88,13.713333,13.831667,6744000,13.831667
"2011-07-07",13.898334,13.998333,13.59,13.625,9660600,13.625
"2011-07-08",13.45,13.513333,13.041667,13.5,8637000,13.5
"2011-07-11",13.375,13.388333,13.133333,13.178333,6129000,13.178333
"2011-07-12",13.166667,13.175,12.905,12.985,8821800,12.985
"2011-07-13",13.058333,13.275,13.053333,13.145,6085800,13.145
"2011-07-14",13.148334,13.333333,12.963333,13.04,4755600,13.04
"2011-07-15",13.081667,13.118333,12.966666,13.048333,5191200,13.048333
"2011-07-18",13.036667,13.083333,12.816667,12.98,4650600,12.98
"2011-07-19",13.165,13.695,13.165,13.581667,12686400,13.581667
"2011-07-20",13.523334,13.58,13.338333,13.466666,5050200,13.466666
"2011-07-21",13.545,13.718333,13.455,13.635,4674600,13.635
"2011-07-22",13.583333,13.583333,13.351666,13.418333,3748800,13.418333
"2011-07-25",13.26,13.325,13.16,13.196667,4743600,13.196667
"2011-07-26",13.235,13.27,12.915,12.923333,5566200,12.923333
"2011-07-27",12.861667,12.865,12.425,12.533334,10209600,12.533334
"2011-07-28",12.535,13.118333,12.51,12.883333,7482000,12.883333
"2011-07-29",12.726666,12.931666,12.593333,12.77,5044200,12.77
"2011-08-01",12.921667,13.023334,12.643333,12.768333,5651400,12.768333
"2011-08-02",12.67,12.81,12.35,12.361667,6173400,12.361667
"2011-08-03",12.361667,12.618333,12.216666,12.611667,6563400,12.611667
"2011-08-04",12.451667,12.548333,11.64,11.673333,10652400,11.673333
"2011-08-05",11.841666,13.026667,11.706667,12.653334,14539200,12.653334
"2011-08-08",12.328333,12.503333,11.476666,11.485,10413000,11.485
"2011-08-09",11.716666,12.62,11.601666,12.618333,12162600,12.618333
"2011-08-10",12.356667,12.99,12.135,12.743333,9531600,12.743333
"2011-08-11",12.8,13.598333,12.636666,13.496667,8979000,13.496667
"2011-08-12",13.626667,13.666667,13.333333,13.48,5620200,13.48
"2011-08-15",13.578333,13.601666,13.28,13.508333,5118000,13.508333
"2011-08-16",13.351666,13.52,13.306666,13.325,5653800,13.325
"2011-08-17",13.38,13.496667,13.3,13.485,3886800,13.485
"2011-08-18",13.195,13.508333,13.135,13.435,8990400,13.435
"2011-08-19",13.181666,13.53,13.166667,13.251667,9038400,13.251667
"2011-08-22",13.47,13.541667,13.093333,13.3,6775200,13.3
"2011-08-23",13.415,14.266666,13.333333,14.125,15540000,14.125
"2011-08-24",14.25,14.561666,13.966666,14.393333,12099000,14.393333
"2011-08-25",14.46,14.463333,14.055,14.085,6383400,14.085
"2011-08-26",14.025,14.226666,13.55,14.105,8471400,14.105
"2011-08-29",14.333333,14.855,14.333333,14.838333,8650800,14.838333
"2011-08-30",14.816667,15.04,14.666667,14.93,6709200,14.93
"2011-08-31",14.963333,14.98,13.62,14.22,22270200,14.22
"2011-09-01",14.226666,14.613334,13.97,14.013333,8074200,14.013333
"2011-09-02",13.636666,14.236667,13.166667,13.938334,8338200,13.938334
"2011-09-06",13.55,14.261666,13.548333,14.223333,6589200,14.223333
"2011-09-07",14.466666,14.473333,14.063334,14.178333,6777600,14.178333
"2011-09-08",14.05,14.64,13.976666,14.541667,7900800,14.541667
"2011-09-09",14.451667,14.551666,14.211667,14.41,7450800,14.41
"2011-09-12",14.143333,14.398334,14.096666,14.37,5857800,14.37
"2011-09-13",14.423333,14.806666,14.206667,14.735,6796800,14.735
"2011-09-14",14.731667,14.878333,14.516666,14.73,7534800,14.73
"2011-09-15",14.883333,14.896667,14.436666,14.658334,8511600,14.658334
"2011-09-16",14.733334,15.561666,14.691667,15.351666,19807200,15.351666
"2011-09-19",15.171667,15.578333,15.091666,15.375,8758200,15.375
"2011-09-20",15.405,15.69,15.166667,15.326667,8802600,15.326667
"2011-09-21",15.378333,15.776667,15.165,15.168333,7639800,15.168333
"2011-09-22",14.756667,14.98,14.39,14.908334,8391600,14.908334
"2011-09-23",14.82,14.871667,14.343333,14.635,7990200,14.635
"2011-09-26",14.796667,15.101666,14.465,15.075,6112200,15.075
"2011-09-27",15.361667,15.565,14.99,15.065,8575800,15.065
"2011-09-28",15.083333,15.33,14.833333,14.883333,4764600,14.883333
"2011-09-29",15.14,15.261666,14.45,14.72,4921200,14.72
"2011-09-30",14.593333,14.933333,14.335,14.548333,4278000,14.548333
"2011-10-03",14.475,14.523334,13.276667,13.293333,12985200,13.293333
"2011-10-04",13.081667,13.625,12.731667,13.616667,11055000,13.616667
"2011-10-05",13.688334,13.97,13.48,13.881667,5974800,13.881667
"2011-10-06",13.881667,14.291667,13.798333,14.05,7034400,14.05
"2011-10-07",14.103333,14.593333,14.103333,14.341666,7042200,14.341666
"2011-10-10",14.545,14.783334,14.513333,14.618333,3616200,14.618333
"2011-10-11",14.56,15.075,14.396667,15.016666,5370000,15.016666
"2011-10-12",15.155,15.571667,15.073334,15.196667,8679000,15.196667
"2011-10-13",15.23,15.521667,15.175,15.4,5346600,15.4
"2011-10-14",15.635,16.156666,15.583333,15.728333,7506000,15.728333
